Orthogroup	LYTVA_ok	AENJA_ok
OG0000294	LYTVA_23843	AENJA_05998, AENJA_10947, AENJA_09869, AENJA_07925, AENJA_00086, AENJA_20762, AENJA_14197, AENJA_20761, AENJA_06503
OG0000295	LYTVA_12691, LYTVA_02154	AENJA_18927
OG0000295	LYTVA_08756, LYTVA_13817	AENJA_11107
OG0000295	LYTVA_30195	AENJA_14335
OG0000296	LYTVA_04048	AENJA_26690
OG0000296	LYTVA_00283	AENJA_22255
OG0000296	LYTVA_13401, LYTVA_19334	AENJA_23739
OG0000296	LYTVA_22295	AENJA_15217
OG0000296	LYTVA_12833, LYTVA_28597	AENJA_25508
OG0000297	LYTVA_13814, LYTVA_07235, LYTVA_26538, LYTVA_28956, LYTVA_21401, LYTVA_21400, LYTVA_25561, LYTVA_13594	AENJA_24317
OG0000298	LYTVA_25498	AENJA_06788
OG0000298	LYTVA_12449, LYTVA_20878, LYTVA_24594	AENJA_16942
OG0000299	LYTVA_07089	AENJA_07480
OG0000300	LYTVA_02514	AENJA_20707
OG0000300	LYTVA_02929	AENJA_25104
OG0000302	LYTVA_01256	AENJA_15683
OG0000302	LYTVA_14138	AENJA_19822, AENJA_19823
OG0000303	LYTVA_20836	AENJA_15256
OG0000305	LYTVA_16632	AENJA_23458
OG0000306	LYTVA_05730	AENJA_01416
OG0000307	LYTVA_09547, LYTVA_09548	AENJA_25880
OG0000307	LYTVA_10990	AENJA_24232
OG0000307	LYTVA_10007	AENJA_01646
OG0000308	LYTVA_17738, LYTVA_10665	AENJA_23339
OG0000308	LYTVA_00091	AENJA_04225
OG0000309	LYTVA_17019	AENJA_22214
OG0000309	LYTVA_16555	AENJA_09002
OG0000309	LYTVA_22341	AENJA_08382, AENJA_08384
OG0000310	LYTVA_05847, LYTVA_09671, LYTVA_17316	AENJA_13920
OG0000310	LYTVA_12375	AENJA_20912
OG0000310	LYTVA_07118	AENJA_20756
OG0000312	LYTVA_24273	AENJA_11345
OG0000312	LYTVA_30225	AENJA_19966
OG0000312	LYTVA_14217	AENJA_05337
OG0000313	LYTVA_23108	AENJA_01313
OG0000314	LYTVA_08014	AENJA_05762
OG0000314	LYTVA_13477	AENJA_10482
OG0000314	LYTVA_06213	AENJA_16012
OG0000314	LYTVA_04787	AENJA_19100
OG0000315	LYTVA_15142	AENJA_08118
OG0000315	LYTVA_26355	AENJA_20619
OG0000316	LYTVA_11631	AENJA_23705
OG0000316	LYTVA_07908	AENJA_08472
OG0000317	LYTVA_06380, LYTVA_13588	AENJA_16154
OG0000317	LYTVA_06194	AENJA_18053
OG0000318	LYTVA_10668, LYTVA_11593, LYTVA_06237, LYTVA_18609, LYTVA_16527, LYTVA_20727, LYTVA_02838, LYTVA_04571, LYTVA_10264, LYTVA_09448, LYTVA_11562, LYTVA_07818, LYTVA_19100	AENJA_19664, AENJA_24772
OG0000319	LYTVA_03060	AENJA_02024
OG0000319	LYTVA_10385, LYTVA_22668	AENJA_15257
OG0000321	LYTVA_23191	AENJA_02624
OG0000321	LYTVA_08758	AENJA_23362
OG0000322	LYTVA_01957	AENJA_03568
OG0000322	LYTVA_08299, LYTVA_00474	AENJA_04218
OG0000323	LYTVA_10353	AENJA_15690
OG0000323	LYTVA_24178, LYTVA_03400	AENJA_22664
OG0000323	LYTVA_14040	AENJA_20126
OG0000324	LYTVA_26509, LYTVA_29629, LYTVA_25086, LYTVA_14189, LYTVA_03696, LYTVA_20246, LYTVA_03247, LYTVA_10455, LYTVA_05642, LYTVA_23874, LYTVA_03586, LYTVA_27410, LYTVA_07464, LYTVA_11790, LYTVA_22250	AENJA_18522
OG0000324	LYTVA_17302, LYTVA_00772	AENJA_21616, AENJA_08042, AENJA_09654, AENJA_25335
OG0000324	LYTVA_12914	AENJA_08880, AENJA_06411, AENJA_05114
OG0000325	LYTVA_14209, LYTVA_14208	AENJA_16515, AENJA_05725
OG0000325	LYTVA_14568	AENJA_07184, AENJA_19461
OG0000328	LYTVA_20479	AENJA_09491
OG0000328	LYTVA_11793, LYTVA_17362	AENJA_09097
OG0000329	LYTVA_01991, LYTVA_04970	AENJA_14120, AENJA_25916
OG0000333	LYTVA_05748, LYTVA_16654	AENJA_06410, AENJA_00632
OG0000334	LYTVA_05579, LYTVA_27451, LYTVA_26985, LYTVA_19447, LYTVA_14665, LYTVA_23457, LYTVA_26982, LYTVA_24482, LYTVA_14664, LYTVA_26630, LYTVA_26983, LYTVA_02495, LYTVA_02498	AENJA_18674, AENJA_08078, AENJA_20172, AENJA_19540, AENJA_16534, AENJA_18675, AENJA_11653, AENJA_06892, AENJA_10669, AENJA_22797, AENJA_22796, AENJA_24850, AENJA_10667, AENJA_10668
OG0000335	LYTVA_29243	AENJA_20108
OG0000336	LYTVA_27344	AENJA_08617
OG0000336	LYTVA_00723	AENJA_16908, AENJA_25051
OG0000336	LYTVA_29478	AENJA_13544, AENJA_25052, AENJA_12762
OG0000336	LYTVA_26633	AENJA_18636, AENJA_05995
OG0000337	LYTVA_12951	AENJA_21463
OG0000337	LYTVA_03907	AENJA_25957
OG0000338	LYTVA_05136	AENJA_13192
OG0000338	LYTVA_01358	AENJA_22299
OG0000339	LYTVA_02463, LYTVA_19838, LYTVA_21464, LYTVA_02464	AENJA_00382, AENJA_19984, AENJA_00140
OG0000339	LYTVA_21590, LYTVA_21611, LYTVA_06903	AENJA_14078
OG0000339	LYTVA_21467	AENJA_02225
OG0000340	LYTVA_11996	AENJA_06112
OG0000340	LYTVA_23952	AENJA_25254
OG0000341	LYTVA_10929	AENJA_00431
OG0000344	LYTVA_20773	AENJA_20305
OG0000345	LYTVA_17527	AENJA_12976
OG0000345	LYTVA_03562, LYTVA_22667, LYTVA_03569, LYTVA_21102	AENJA_23748
OG0000346	LYTVA_28106	AENJA_15927
OG0000347	LYTVA_21701	AENJA_01867, AENJA_13856
OG0000347	LYTVA_29714, LYTVA_22098	AENJA_05437, AENJA_00481
OG0000349	LYTVA_29813	AENJA_15646, AENJA_15647
OG0000350	LYTVA_20079	AENJA_19835
OG0000350	LYTVA_15873	AENJA_05645
OG0000350	LYTVA_19278	AENJA_06140
OG0000350	LYTVA_25339	AENJA_03065
OG0000352	LYTVA_27834	AENJA_13697
OG0000352	LYTVA_27474	AENJA_04782
OG0000352	LYTVA_04222	AENJA_25500
OG0000352	LYTVA_11144	AENJA_11315
OG0000353	LYTVA_01510	AENJA_12968
OG0000355	LYTVA_21917	AENJA_14096
OG0000355	LYTVA_20280, LYTVA_03421, LYTVA_00722	AENJA_18542
OG0000355	LYTVA_22692	AENJA_08170
OG0000355	LYTVA_03207, LYTVA_22069, LYTVA_05172, LYTVA_16002	AENJA_25513, AENJA_10158, AENJA_00519
OG0000356	LYTVA_17493, LYTVA_26914, LYTVA_26912	AENJA_04669
OG0000356	LYTVA_12824, LYTVA_04860	AENJA_05708
OG0000356	LYTVA_25247	AENJA_10568
OG0000357	LYTVA_11988, LYTVA_11987	AENJA_16412
OG0000357	LYTVA_16315	AENJA_04794
OG0000358	LYTVA_21272	AENJA_12192
OG0000358	LYTVA_01288	AENJA_25711
OG0000359	LYTVA_13862	AENJA_14005
OG0000359	LYTVA_16943	AENJA_07464
OG0000360	LYTVA_29199, LYTVA_27053, LYTVA_29200	AENJA_08623
OG0000360	LYTVA_05530	AENJA_22734
OG0000363	LYTVA_02850, LYTVA_15234, LYTVA_19502, LYTVA_12892	AENJA_12906, AENJA_18208
OG0000363	LYTVA_13711	AENJA_26154
OG0000363	LYTVA_21653	AENJA_03399
OG0000364	LYTVA_19018, LYTVA_21819	AENJA_08616, AENJA_07293, AENJA_05680
OG0000365	LYTVA_02311	AENJA_22716
OG0000365	LYTVA_15345	AENJA_08243, AENJA_08242
OG0000366	LYTVA_03781	AENJA_22986, AENJA_11049
OG0000367	LYTVA_24456	AENJA_21567
OG0000369	LYTVA_12464	AENJA_03007, AENJA_21890, AENJA_01774, AENJA_04287, AENJA_25666, AENJA_01718, AENJA_15634, AENJA_24954, AENJA_20487, AENJA_20742
OG0000369	LYTVA_17732	AENJA_24242
OG0000369	LYTVA_21982	AENJA_09475
OG0000370	LYTVA_04423, LYTVA_00404, LYTVA_05459	AENJA_02443, AENJA_11470
OG0000371	LYTVA_00668, LYTVA_00667	AENJA_04971
OG0000371	LYTVA_22063	AENJA_18838
OG0000372	LYTVA_09420	AENJA_10537
OG0000372	LYTVA_03697	AENJA_22918
OG0000372	LYTVA_13806	AENJA_10254
OG0000373	LYTVA_27427	AENJA_10744
OG0000373	LYTVA_11109	AENJA_11897
OG0000374	LYTVA_22056	AENJA_24763
OG0000374	LYTVA_28388	AENJA_15704
OG0000374	LYTVA_17909	AENJA_10989
OG0000375	LYTVA_06266	AENJA_21822
OG0000375	LYTVA_07238	AENJA_14683, AENJA_14684
OG0000378	LYTVA_03257	AENJA_09892
OG0000378	LYTVA_02110	AENJA_03823
OG0000379	LYTVA_05437	AENJA_25316
OG0000379	LYTVA_18554	AENJA_13204
OG0000379	LYTVA_20027	AENJA_16703
OG0000379	LYTVA_23890, LYTVA_08324	AENJA_14680
OG0000380	LYTVA_09189	AENJA_15073, AENJA_11238, AENJA_23591, AENJA_06533
OG0000381	LYTVA_05715	AENJA_17142, AENJA_17141
OG0000381	LYTVA_27849	AENJA_16332, AENJA_06287, AENJA_06288, AENJA_05974, AENJA_22250, AENJA_00636
OG0000381	LYTVA_02545	AENJA_12155
OG0000382	LYTVA_04706	AENJA_01299
OG0000382	LYTVA_02944	AENJA_05991
OG0000383	LYTVA_24014	AENJA_12641, AENJA_07222
OG0000383	LYTVA_08044	AENJA_02358, AENJA_22482
OG0000384	LYTVA_14422	AENJA_22347
OG0000384	LYTVA_30064	AENJA_22698
OG0000384	LYTVA_17267, LYTVA_14898	AENJA_12143
OG0000385	LYTVA_24174, LYTVA_28777, LYTVA_02510, LYTVA_20464, LYTVA_23283	AENJA_16044
OG0000385	LYTVA_21446	AENJA_16346
OG0000389	LYTVA_09557	AENJA_06388
OG0000390	LYTVA_03006, LYTVA_05908, LYTVA_05909, LYTVA_15943	AENJA_23187, AENJA_21850
OG0000390	LYTVA_18122	AENJA_23186
OG0000390	LYTVA_24095	AENJA_23482
OG0000390	LYTVA_25744	AENJA_23492, AENJA_06399
OG0000391	LYTVA_06760	AENJA_23476
OG0000391	LYTVA_14419	AENJA_11069
OG0000391	LYTVA_18771	AENJA_19393
OG0000393	LYTVA_07049, LYTVA_04769, LYTVA_02534, LYTVA_19296	AENJA_20824
OG0000393	LYTVA_29904	AENJA_11660
OG0000394	LYTVA_25201	AENJA_08820
OG0000394	LYTVA_04731	AENJA_20380
OG0000395	LYTVA_07488	AENJA_17521
OG0000396	LYTVA_29756	AENJA_23793
OG0000397	LYTVA_01829	AENJA_26085
OG0000399	LYTVA_10214	AENJA_09258
OG0000399	LYTVA_23258	AENJA_25908
OG0000399	LYTVA_10216	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668
OG0000401	LYTVA_03050, LYTVA_06551	AENJA_10211
OG0000401	LYTVA_17743, LYTVA_12806	AENJA_22375
OG0000402	LYTVA_17451, LYTVA_17450	AENJA_20115
OG0000403	LYTVA_09740, LYTVA_17322, LYTVA_05699	AENJA_04017, AENJA_04018, AENJA_10837, AENJA_13145, AENJA_22049, AENJA_05868
OG0000404	LYTVA_11246	AENJA_26390
OG0000404	LYTVA_11319, LYTVA_26787	AENJA_17116
OG0000404	LYTVA_12143	AENJA_13309
OG0000405	LYTVA_02873	AENJA_21234
OG0000409	LYTVA_04867, LYTVA_17260, LYTVA_24503	AENJA_11040
OG0000409	LYTVA_29459	AENJA_00845, AENJA_01104
OG0000410	LYTVA_05604, LYTVA_08927	AENJA_08908
OG0000411	LYTVA_28501	AENJA_11832
OG0000412	LYTVA_13235	AENJA_11362
OG0000413	LYTVA_30013	AENJA_18235
OG0000415	LYTVA_15027	AENJA_07725
OG0000416	LYTVA_23067	AENJA_13956
OG0000418	LYTVA_17238, LYTVA_03418, LYTVA_06581, LYTVA_03367, LYTVA_03365, LYTVA_25323, LYTVA_19554	AENJA_25431, AENJA_15211, AENJA_14274, AENJA_08949
OG0000420	LYTVA_08019, LYTVA_16847	AENJA_25418, AENJA_12757, AENJA_24304
OG0000423	LYTVA_23378, LYTVA_08113, LYTVA_26187, LYTVA_26186, LYTVA_22550, LYTVA_07454, LYTVA_01172	AENJA_14702, AENJA_21330, AENJA_26620
OG0000424	LYTVA_23549, LYTVA_05964	AENJA_15205, AENJA_15202
OG0000424	LYTVA_25545, LYTVA_03567	AENJA_26752
OG0000425	LYTVA_08575	AENJA_24235
OG0000425	LYTVA_01661, LYTVA_16295	AENJA_24238, AENJA_17525
OG0000426	LYTVA_06898	AENJA_16516
OG0000426	LYTVA_02723	AENJA_15653
OG0000426	LYTVA_28523, LYTVA_10466	AENJA_15654
OG0000427	LYTVA_16595	AENJA_16219
OG0000427	LYTVA_19896	AENJA_26175
OG0000429	LYTVA_05078	AENJA_21410
OG0000430	LYTVA_27077	AENJA_25178
OG0000431	LYTVA_04640	AENJA_17426
OG0000432	LYTVA_08315	AENJA_08549
OG0000432	LYTVA_02449	AENJA_14844
OG0000433	LYTVA_26219	AENJA_24860
OG0000433	LYTVA_06955	AENJA_10323
OG0000434	LYTVA_01609	AENJA_23323
OG0000434	LYTVA_12787, LYTVA_04901	AENJA_21939, AENJA_18428, AENJA_12178
OG0000435	LYTVA_13773, LYTVA_29418	AENJA_25030
OG0000435	LYTVA_27506	AENJA_23148
OG0000436	LYTVA_21248	AENJA_24307
OG0000437	LYTVA_05214, LYTVA_25460	AENJA_24488, AENJA_24489
OG0000442	LYTVA_03518	AENJA_21364
OG0000442	LYTVA_02198	AENJA_20819
OG0000442	LYTVA_11814, LYTVA_13337	AENJA_08940
OG0000443	LYTVA_07561	AENJA_15885
OG0000443	LYTVA_21803	AENJA_23556
OG0000444	LYTVA_22417, LYTVA_07815	AENJA_22469
OG0000445	LYTVA_19669, LYTVA_09903, LYTVA_09664	AENJA_08087
OG0000446	LYTVA_21122	AENJA_17227
OG0000446	LYTVA_02398, LYTVA_06665	AENJA_16673
OG0000447	LYTVA_12231	AENJA_07978
OG0000448	LYTVA_02468	AENJA_08190, AENJA_08395
OG0000450	LYTVA_17101	AENJA_10311
OG0000451	LYTVA_08544	AENJA_11015
OG0000453	LYTVA_08205	AENJA_23512, AENJA_19259
OG0000456	LYTVA_12080	AENJA_08005
OG0000456	LYTVA_14366	AENJA_22512, AENJA_16637
OG0000456	LYTVA_04748, LYTVA_04742	AENJA_09375
OG0000456	LYTVA_17006	AENJA_22513
OG0000456	LYTVA_27347	AENJA_12549
OG0000456	LYTVA_22448, LYTVA_26391	AENJA_17109
OG0000457	LYTVA_29764	AENJA_20848, AENJA_02223, AENJA_25624, AENJA_13034, AENJA_05287, AENJA_19573
OG0000458	LYTVA_22216	AENJA_11770
OG0000458	LYTVA_26424, LYTVA_26419, LYTVA_22737, LYTVA_26418, LYTVA_22736	AENJA_03312
OG0000460	LYTVA_15963	AENJA_05733
OG0000460	LYTVA_15892, LYTVA_25851, LYTVA_25850, LYTVA_23449, LYTVA_06594, LYTVA_10021, LYTVA_17735, LYTVA_29058, LYTVA_15208, LYTVA_00951, LYTVA_23973	AENJA_25575
OG0000461	LYTVA_27812	AENJA_22982
OG0000463	LYTVA_20402	AENJA_15755
OG0000463	LYTVA_25915	AENJA_15574
OG0000463	LYTVA_18875, LYTVA_06079	AENJA_07031
OG0000465	LYTVA_30093	AENJA_23068
OG0000465	LYTVA_15105	AENJA_20709
OG0000465	LYTVA_20913, LYTVA_21674, LYTVA_29311, LYTVA_24835, LYTVA_15583, LYTVA_05449, LYTVA_19841, LYTVA_16612, LYTVA_10806, LYTVA_15106	AENJA_13076, AENJA_13073
OG0000466	LYTVA_11121, LYTVA_13501, LYTVA_19960, LYTVA_10498, LYTVA_26346, LYTVA_17159, LYTVA_23863, LYTVA_26185	AENJA_17370
OG0000467	LYTVA_22913	AENJA_24285
OG0000468	LYTVA_09600	AENJA_08672
OG0000469	LYTVA_00030	AENJA_19006
OG0000469	LYTVA_28593	AENJA_05512
OG0000470	LYTVA_08829	AENJA_05899
OG0000470	LYTVA_28529	AENJA_25964
OG0000471	LYTVA_13790	AENJA_08857
OG0000471	LYTVA_16071	AENJA_26141
OG0000473	LYTVA_14999, LYTVA_07009, LYTVA_29862, LYTVA_22214, LYTVA_22215, LYTVA_22212, LYTVA_28216, LYTVA_29861, LYTVA_01939, LYTVA_18289, LYTVA_23971, LYTVA_18560, LYTVA_01735	AENJA_18952, AENJA_13249
OG0000475	LYTVA_01550	AENJA_22558
OG0000476	LYTVA_25122	AENJA_25489
OG0000476	LYTVA_13391	AENJA_24295
OG0000477	LYTVA_20782	AENJA_02796
OG0000478	LYTVA_19338	AENJA_24353
OG0000479	LYTVA_06137, LYTVA_28172	AENJA_09588
OG0000479	LYTVA_05897	AENJA_20878
OG0000480	LYTVA_20914	AENJA_10027
OG0000480	LYTVA_27796, LYTVA_11906	AENJA_23584, AENJA_25610
OG0000480	LYTVA_02506	AENJA_14480
OG0000480	LYTVA_19363	AENJA_23244
OG0000481	LYTVA_03656	AENJA_22951
OG0000482	LYTVA_29735	AENJA_18773
OG0000483	LYTVA_22644	AENJA_19952, AENJA_26176, AENJA_22076, AENJA_02186, AENJA_03842, AENJA_10639, AENJA_22516, AENJA_24803, AENJA_22114, AENJA_06577, AENJA_00053, AENJA_23987
OG0000486	LYTVA_11725	AENJA_24911, AENJA_01412
OG0000486	LYTVA_15926	AENJA_22874
OG0000487	LYTVA_29860	AENJA_25094, AENJA_24881, AENJA_24880
OG0000487	LYTVA_10942	AENJA_02732
OG0000488	LYTVA_07230	AENJA_10931
OG0000489	LYTVA_15576	AENJA_12937
OG0000490	LYTVA_11400	AENJA_13962
OG0000494	LYTVA_25114	AENJA_16419
OG0000494	LYTVA_11583	AENJA_21639
OG0000495	LYTVA_18087	AENJA_11256
OG0000496	LYTVA_20024	AENJA_13741
OG0000497	LYTVA_10382	AENJA_14446
OG0000497	LYTVA_04632	AENJA_20917
OG0000498	LYTVA_16978	AENJA_19515
OG0000499	LYTVA_13776	AENJA_19712
OG0000501	LYTVA_10687	AENJA_00530, AENJA_00529, AENJA_07419, AENJA_06738
OG0000502	LYTVA_28086	AENJA_24836
OG0000502	LYTVA_12407, LYTVA_09357	AENJA_03602
OG0000502	LYTVA_09358, LYTVA_18741, LYTVA_18758, LYTVA_06129	AENJA_04579, AENJA_04783, AENJA_16547, AENJA_26567
OG0000502	LYTVA_05518, LYTVA_05517	AENJA_24244
OG0000503	LYTVA_17922, LYTVA_19324	AENJA_26692
OG0000503	LYTVA_12188	AENJA_02664
OG0000504	LYTVA_12298, LYTVA_20673	AENJA_09834
OG0000505	LYTVA_05839	AENJA_11465
OG0000506	LYTVA_28601	AENJA_21734
OG0000508	LYTVA_12099	AENJA_05447
OG0000508	LYTVA_28377	AENJA_18701
OG0000509	LYTVA_13167	AENJA_11666, AENJA_22245, AENJA_10730, AENJA_17083
OG0000510	LYTVA_16080	AENJA_13229, AENJA_13230
OG0000511	LYTVA_12973	AENJA_16863, AENJA_16866
OG0000511	LYTVA_12008	AENJA_25207
OG0000513	LYTVA_03566	AENJA_22031
OG0000514	LYTVA_15398	AENJA_24585
OG0000519	LYTVA_05363, LYTVA_05364	AENJA_13197
OG0000519	LYTVA_13323	AENJA_00264
OG0000520	LYTVA_18628	AENJA_00693
OG0000521	LYTVA_05276	AENJA_05432, AENJA_18426
OG0000521	LYTVA_03547	AENJA_00888
OG0000522	LYTVA_15018, LYTVA_09443	AENJA_04937
OG0000522	LYTVA_24796	AENJA_01107
OG0000523	LYTVA_00966	AENJA_23211
OG0000524	LYTVA_27652	AENJA_03124
OG0000525	LYTVA_27355	AENJA_05189
OG0000525	LYTVA_20949	AENJA_24865
OG0000526	LYTVA_10678	AENJA_05234
OG0000526	LYTVA_25363, LYTVA_25370	AENJA_11511, AENJA_11510
OG0000528	LYTVA_25533	AENJA_10012
OG0000528	LYTVA_22002	AENJA_23565
OG0000528	LYTVA_28244	AENJA_19659
OG0000529	LYTVA_04442	AENJA_13079
OG0000530	LYTVA_01074	AENJA_14711
OG0000532	LYTVA_10246, LYTVA_24664	AENJA_16814
OG0000532	LYTVA_08297	AENJA_21969
OG0000533	LYTVA_15975, LYTVA_22781	AENJA_15827, AENJA_04858, AENJA_01734, AENJA_23272
OG0000534	LYTVA_09901, LYTVA_21092	AENJA_07190
OG0000535	LYTVA_16804	AENJA_12925
OG0000535	LYTVA_27505	AENJA_12992, AENJA_12990, AENJA_12989
OG0000536	LYTVA_10304	AENJA_23026, AENJA_14903
OG0000538	LYTVA_19552	AENJA_23758
OG0000541	LYTVA_05918	AENJA_20086, AENJA_20087, AENJA_20085, AENJA_20084, AENJA_14808, AENJA_14291
OG0000541	LYTVA_02348, LYTVA_27871, LYTVA_27866, LYTVA_17147, LYTVA_17155, LYTVA_02676, LYTVA_02467, LYTVA_20959, LYTVA_20964, LYTVA_20517	AENJA_06547, AENJA_00763, AENJA_26532
OG0000542	LYTVA_16634	AENJA_09124
OG0000543	LYTVA_18228	AENJA_26484, AENJA_18041, AENJA_19756, AENJA_08698, AENJA_08676, AENJA_03916
OG0000544	LYTVA_27738	AENJA_06261
OG0000544	LYTVA_03150	AENJA_25601
OG0000544	LYTVA_05338	AENJA_21071
OG0000545	LYTVA_08840	AENJA_15907
OG0000546	LYTVA_07647	AENJA_12533
OG0000547	LYTVA_26293, LYTVA_02708	AENJA_16833
OG0000548	LYTVA_06015	AENJA_19997
OG0000549	LYTVA_02950, LYTVA_20710, LYTVA_27983	AENJA_17318, AENJA_21943
OG0000550	LYTVA_16411	AENJA_18271
OG0000550	LYTVA_10848	AENJA_25194
OG0000551	LYTVA_09908, LYTVA_12970, LYTVA_25441, LYTVA_01943, LYTVA_20915, LYTVA_09909	AENJA_25358
OG0000552	LYTVA_03254	AENJA_18702
OG0000552	LYTVA_15858	AENJA_23603
OG0000553	LYTVA_23265	AENJA_20283
OG0000553	LYTVA_09391	AENJA_25732
OG0000554	LYTVA_09845	AENJA_25501
OG0000560	LYTVA_16607	AENJA_03885
OG0000560	LYTVA_16609	AENJA_09501
OG0000560	LYTVA_20278	AENJA_00484
OG0000560	LYTVA_28476	AENJA_09500
OG0000560	LYTVA_01495	AENJA_00930
OG0000561	LYTVA_29146	AENJA_01455
OG0000562	LYTVA_01419	AENJA_25856
OG0000563	LYTVA_07652, LYTVA_11594, LYTVA_14329, LYTVA_18410, LYTVA_14185, LYTVA_14184, LYTVA_03057, LYTVA_03056, LYTVA_01124, LYTVA_21200	AENJA_03438
OG0000564	LYTVA_23030, LYTVA_26193	AENJA_18770
OG0000565	LYTVA_24437, LYTVA_01567	AENJA_26555
OG0000566	LYTVA_16321	AENJA_14810
OG0000566	LYTVA_16285	AENJA_20531, AENJA_16653
OG0000567	LYTVA_27754	AENJA_23422
OG0000568	LYTVA_00189, LYTVA_21115, LYTVA_12340	AENJA_14036, AENJA_24675
OG0000568	LYTVA_22572, LYTVA_00796	AENJA_25469, AENJA_07152, AENJA_24773
OG0000568	LYTVA_28780	AENJA_12974
OG0000568	LYTVA_10470	AENJA_07364, AENJA_22531, AENJA_09548, AENJA_23571, AENJA_07363, AENJA_19463
OG0000568	LYTVA_08231	AENJA_14560
OG0000568	LYTVA_23287	AENJA_16990
OG0000568	LYTVA_18230, LYTVA_23300, LYTVA_00088	AENJA_17733, AENJA_14377, AENJA_13008, AENJA_21541
OG0000569	LYTVA_21040	AENJA_24688, AENJA_22569, AENJA_16744
OG0000569	LYTVA_01796	AENJA_00319
OG0000571	LYTVA_07015	AENJA_00892
OG0000571	LYTVA_23207, LYTVA_10561, LYTVA_15566	AENJA_15318, AENJA_03686, AENJA_14440
OG0000571	LYTVA_08953, LYTVA_22775	AENJA_14407
OG0000573	LYTVA_17570	AENJA_05835
OG0000574	LYTVA_26701	AENJA_03681, AENJA_21909
OG0000574	LYTVA_10809	AENJA_24754
OG0000575	LYTVA_27938	AENJA_04710
OG0000576	LYTVA_26208	AENJA_05569
OG0000577	LYTVA_02305, LYTVA_28178, LYTVA_22662, LYTVA_02877, LYTVA_15709, LYTVA_27457, LYTVA_27340, LYTVA_20686	AENJA_08481
OG0000578	LYTVA_22088	AENJA_09428
OG0000579	LYTVA_05380	AENJA_22778
OG0000580	LYTVA_27127	AENJA_13580
OG0000580	LYTVA_17855, LYTVA_06002	AENJA_19255
OG0000581	LYTVA_01246	AENJA_15347
OG0000581	LYTVA_20217	AENJA_15345
OG0000581	LYTVA_20223	AENJA_15344
OG0000582	LYTVA_16729	AENJA_17591
OG0000583	LYTVA_02410	AENJA_17607
OG0000584	LYTVA_24718	AENJA_20506, AENJA_20503, AENJA_24610
OG0000585	LYTVA_24374	AENJA_25758
OG0000586	LYTVA_28319	AENJA_25809
OG0000588	LYTVA_02313	AENJA_02286
OG0000589	LYTVA_27829	AENJA_05016
OG0000590	LYTVA_12360	AENJA_19774
OG0000590	LYTVA_14114	AENJA_07046
OG0000591	LYTVA_18700	AENJA_25061
OG0000591	LYTVA_26896	AENJA_08335, AENJA_08330
OG0000592	LYTVA_06892	AENJA_12392
OG0000594	LYTVA_12514	AENJA_13904
OG0000596	LYTVA_17975, LYTVA_17406, LYTVA_17908	AENJA_01624
OG0000596	LYTVA_11282, LYTVA_24761, LYTVA_22752, LYTVA_14015, LYTVA_13352	AENJA_05591
OG0000596	LYTVA_09861	AENJA_04526, AENJA_00999, AENJA_06311, AENJA_06310, AENJA_00998, AENJA_00997
OG0000597	LYTVA_08995, LYTVA_09001	AENJA_10748
OG0000598	LYTVA_23418	AENJA_11371, AENJA_26331, AENJA_03924, AENJA_20160
OG0000598	LYTVA_28334, LYTVA_25665	AENJA_23911
OG0000599	LYTVA_09713	AENJA_16837, AENJA_16843, AENJA_16844, AENJA_16838
OG0000599	LYTVA_08248	AENJA_17481
OG0000599	LYTVA_01564	AENJA_17479
OG0000599	LYTVA_03733	AENJA_25496
OG0000599	LYTVA_16753	AENJA_17486
OG0000599	LYTVA_13199	AENJA_21227, AENJA_21229, AENJA_17704, AENJA_17705, AENJA_08633
OG0000599	LYTVA_10396	AENJA_17518
OG0000600	LYTVA_06939	AENJA_07369
OG0000600	LYTVA_02314	AENJA_09335
OG0000601	LYTVA_25885, LYTVA_09449, LYTVA_06884	AENJA_07534
OG0000602	LYTVA_06542	AENJA_17434
OG0000602	LYTVA_02334, LYTVA_28424	AENJA_11021
OG0000603	LYTVA_12055	AENJA_20949
OG0000604	LYTVA_15560	AENJA_26538
OG0000609	LYTVA_28306, LYTVA_08875	AENJA_03157
OG0000610	LYTVA_17940	AENJA_25857
OG0000611	LYTVA_21486	AENJA_13627
OG0000612	LYTVA_17035	AENJA_06346
OG0000613	LYTVA_03372	AENJA_08922
OG0000613	LYTVA_25492	AENJA_20929
OG0000614	LYTVA_22760, LYTVA_07728	AENJA_10824
OG0000616	LYTVA_22938	AENJA_11411
OG0000617	LYTVA_12604	AENJA_11546
OG0000618	LYTVA_03802	AENJA_25954, AENJA_25956
OG0000619	LYTVA_00565	AENJA_15723
OG0000621	LYTVA_28525	AENJA_16729
OG0000621	LYTVA_13839	AENJA_00213, AENJA_21564, AENJA_24296, AENJA_05327, AENJA_11355
OG0000622	LYTVA_19161, LYTVA_26282, LYTVA_28085, LYTVA_09017, LYTVA_26060, LYTVA_22042, LYTVA_13956, LYTVA_26197, LYTVA_28100, LYTVA_22041, LYTVA_03734	AENJA_14042, AENJA_14037, AENJA_14044, AENJA_12400, AENJA_06185, AENJA_22483, AENJA_16429, AENJA_22478, AENJA_15635, AENJA_24634, AENJA_09957, AENJA_04505, AENJA_00676, AENJA_00677
