Orthogroup	LYTVA_ok	CAPO3
OG0000643	LYTVA_12786	CAPO301316
OG0000645	LYTVA_28374	CAPO307784, CAPO304648
OG0000648	LYTVA_04746	CAPO306715
OG0000648	LYTVA_13183	CAPO307568
OG0000650	LYTVA_00920	CAPO302429
OG0000651	LYTVA_21211	CAPO301045
OG0000652	LYTVA_09743	CAPO307163
OG0000653	LYTVA_23124, LYTVA_03397, LYTVA_17085	CAPO304384
OG0000657	LYTVA_09513	CAPO304462
OG0000660	LYTVA_18194	CAPO304213
OG0000662	LYTVA_10468, LYTVA_18798, LYTVA_15423	CAPO308235
OG0000663	LYTVA_05261, LYTVA_03273	CAPO303713
OG0000664	LYTVA_13239, LYTVA_20056	CAPO305353
OG0000665	LYTVA_06571, LYTVA_07973, LYTVA_29574	CAPO304505, CAPO304163
OG0000666	LYTVA_07805	CAPO306172
OG0000667	LYTVA_26735, LYTVA_08534, LYTVA_06085, LYTVA_22221, LYTVA_06080	CAPO305865
OG0000672	LYTVA_02177	CAPO301072
OG0000672	LYTVA_03099	CAPO301848
OG0000674	LYTVA_07878, LYTVA_11072	CAPO303746
OG0000676	LYTVA_14394, LYTVA_22046	CAPO304343, CAPO305288
OG0000676	LYTVA_18544	CAPO300920, CAPO304680
OG0000683	LYTVA_03132	CAPO304912
OG0000683	LYTVA_12146	CAPO305392, CAPO303509
OG0000684	LYTVA_20362	CAPO306227
OG0000690	LYTVA_01411, LYTVA_23445	CAPO306653
OG0000690	LYTVA_06618, LYTVA_16355	CAPO306445
OG0000690	LYTVA_03145	CAPO304114
OG0000691	LYTVA_25156, LYTVA_24386, LYTVA_24385	CAPO301028
OG0000692	LYTVA_10855, LYTVA_24724	CAPO301383
OG0000692	LYTVA_10854	CAPO306980
OG0000693	LYTVA_30080	CAPO300633
OG0000693	LYTVA_23568	CAPO307538
OG0000694	LYTVA_26928	CAPO302468
OG0000696	LYTVA_27060	CAPO305456
OG0000696	LYTVA_10486	CAPO305466
OG0000696	LYTVA_16853	CAPO301422
OG0000697	LYTVA_14530	CAPO304466, CAPO306724
OG0000701	LYTVA_09841	CAPO306727
OG0000706	LYTVA_22908, LYTVA_24146	CAPO301985
OG0000709	LYTVA_00851	CAPO305451
OG0000711	LYTVA_21398, LYTVA_16328, LYTVA_01208, LYTVA_21399	CAPO304713
OG0000713	LYTVA_09013, LYTVA_02431, LYTVA_12442, LYTVA_04232, LYTVA_09172	CAPO302804
OG0000715	LYTVA_20155	CAPO305197
OG0000716	LYTVA_00845, LYTVA_04024	CAPO306457, CAPO306957
OG0000717	LYTVA_13980, LYTVA_12572	CAPO302989
OG0000718	LYTVA_29448	CAPO301597, CAPO306021
OG0000721	LYTVA_10906, LYTVA_26688	CAPO305154, CAPO301906
OG0000724	LYTVA_01400	CAPO300826
OG0000726	LYTVA_10101	CAPO302910
OG0000731	LYTVA_25013	CAPO304569
OG0000732	LYTVA_19768	CAPO304867
OG0000733	LYTVA_09286, LYTVA_18704	CAPO301695
OG0000735	LYTVA_27173	CAPO302824
OG0000736	LYTVA_18375, LYTVA_16120, LYTVA_27996	CAPO306770
OG0000737	LYTVA_18640	CAPO304586
OG0000743	LYTVA_16362, LYTVA_16365	CAPO306268
OG0000747	LYTVA_10977, LYTVA_24505, LYTVA_11278	CAPO303187
OG0000748	LYTVA_10009	CAPO301276
OG0000751	LYTVA_23339	CAPO302771
OG0000752	LYTVA_07800	CAPO300507
OG0000753	LYTVA_08519	CAPO301378
OG0000754	LYTVA_22430	CAPO300911, CAPO306986, CAPO303353
OG0000755	LYTVA_15623, LYTVA_07352	CAPO300267
OG0000757	LYTVA_25030	CAPO307096
OG0000758	LYTVA_17208	CAPO305275
OG0000759	LYTVA_17588	CAPO300473
OG0000761	LYTVA_21617	CAPO305655
OG0000765	LYTVA_14871	CAPO301853
OG0000766	LYTVA_09454, LYTVA_03504	CAPO300388
OG0000767	LYTVA_25551	CAPO305367
OG0000768	LYTVA_13832	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904
OG0000774	LYTVA_03484, LYTVA_13838	CAPO306995
OG0000775	LYTVA_27239, LYTVA_10620	CAPO306201
OG0000776	LYTVA_24103, LYTVA_22432, LYTVA_27701	CAPO307356
OG0000777	LYTVA_09488, LYTVA_01532	CAPO304271
OG0000779	LYTVA_16614, LYTVA_13236	CAPO305943
OG0000779	LYTVA_13810	CAPO300301
OG0000788	LYTVA_13146	CAPO304590
OG0000791	LYTVA_30188	CAPO304699
OG0000792	LYTVA_19484, LYTVA_19622	CAPO305838
OG0000793	LYTVA_16504	CAPO301604
OG0000794	LYTVA_18203	CAPO304031
OG0000794	LYTVA_09726	CAPO300402
OG0000796	LYTVA_09463	CAPO301075
OG0000796	LYTVA_28588	CAPO301385
OG0000797	LYTVA_21230	CAPO307534
OG0000803	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598	CAPO301668
OG0000810	LYTVA_24721, LYTVA_23360, LYTVA_29037, LYTVA_14958	CAPO305098, CAPO306601
OG0000813	LYTVA_14140	CAPO300040, CAPO308168
OG0000814	LYTVA_14186, LYTVA_14182, LYTVA_21141	CAPO307227
OG0000815	LYTVA_07142, LYTVA_15409, LYTVA_04889, LYTVA_14542	CAPO300838
OG0000816	LYTVA_27232, LYTVA_14905	CAPO304990
OG0000817	LYTVA_10096	CAPO308202
OG0000818	LYTVA_05278	CAPO307656
OG0000820	LYTVA_10074, LYTVA_10071	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452
OG0000824	LYTVA_20926	CAPO303788
OG0000825	LYTVA_19124, LYTVA_03163, LYTVA_11026, LYTVA_21185, LYTVA_23313	CAPO305165, CAPO306157, CAPO306129
OG0000826	LYTVA_22022, LYTVA_18010	CAPO306060
OG0000827	LYTVA_29536, LYTVA_12934, LYTVA_14206, LYTVA_17613, LYTVA_02675	CAPO304578
OG0000828	LYTVA_04924	CAPO306023
OG0000828	LYTVA_16052	CAPO307153
OG0000836	LYTVA_01338, LYTVA_01335	CAPO306019, CAPO307821
OG0000837	LYTVA_06689, LYTVA_07593, LYTVA_20841, LYTVA_20846	CAPO308104, CAPO303511
OG0000838	LYTVA_17544, LYTVA_22484, LYTVA_01535, LYTVA_02107	CAPO303856
OG0000841	LYTVA_03788, LYTVA_29116	CAPO307470
OG0000844	LYTVA_20301	CAPO306591, CAPO307267
OG0000845	LYTVA_24907, LYTVA_06450	CAPO303615
OG0000847	LYTVA_11994	CAPO301759, CAPO307057
OG0000847	LYTVA_21656	CAPO308298
OG0000849	LYTVA_12639, LYTVA_10091	CAPO304492
OG0000850	LYTVA_06441	CAPO302141
OG0000850	LYTVA_26189, LYTVA_27854	CAPO306299
OG0000851	LYTVA_23092	CAPO304092
OG0000852	LYTVA_29382, LYTVA_07531	CAPO307622
OG0000857	LYTVA_21736	CAPO302559
OG0000858	LYTVA_08518	CAPO302161
OG0000858	LYTVA_00061	CAPO306693
OG0000860	LYTVA_09223	CAPO306338
OG0000872	LYTVA_18504	CAPO308293
OG0000873	LYTVA_06765	CAPO307878
OG0000875	LYTVA_01072, LYTVA_12521	CAPO303418, CAPO302903
OG0000876	LYTVA_02114	CAPO302150
OG0000877	LYTVA_15271, LYTVA_26866, LYTVA_01909	CAPO304981
OG0000879	LYTVA_08681	CAPO301982
OG0000881	LYTVA_04165, LYTVA_11402	CAPO301333, CAPO300020
OG0000881	LYTVA_22240, LYTVA_09159	CAPO308042
OG0000888	LYTVA_24269	CAPO300320
OG0000889	LYTVA_27694, LYTVA_27693	CAPO302257
OG0000891	LYTVA_20950, LYTVA_12002	CAPO307358
OG0000894	LYTVA_12588	CAPO300968, CAPO300967
OG0000894	LYTVA_19786	CAPO301227
OG0000896	LYTVA_29831	CAPO301183
OG0000896	LYTVA_08568	CAPO304049
OG0000897	LYTVA_25813, LYTVA_12897	CAPO306059
OG0000899	LYTVA_16229	CAPO300655
OG0000904	LYTVA_15877, LYTVA_15876, LYTVA_24978	CAPO305539
OG0000905	LYTVA_15702, LYTVA_23197	CAPO303384
OG0000909	LYTVA_20165, LYTVA_23767	CAPO300878
OG0000911	LYTVA_15861, LYTVA_05614	CAPO302608
OG0000912	LYTVA_10234	CAPO302397
OG0000913	LYTVA_02832, LYTVA_10765	CAPO300255
OG0000914	LYTVA_26358	CAPO302002
OG0000915	LYTVA_03342, LYTVA_14085	CAPO306555
OG0000925	LYTVA_00188, LYTVA_25795	CAPO304563
OG0000928	LYTVA_01217, LYTVA_23596	CAPO301245
OG0000929	LYTVA_25470, LYTVA_01755	CAPO303494
OG0000931	LYTVA_00992, LYTVA_16224	CAPO303586
OG0000932	LYTVA_26139	CAPO306783
OG0000933	LYTVA_06948	CAPO304170
OG0000934	LYTVA_20397	CAPO304006
OG0000944	LYTVA_08967	CAPO304090
OG0000952	LYTVA_15183, LYTVA_27737	CAPO300179
OG0000954	LYTVA_18195	CAPO303535
OG0000954	LYTVA_05025	CAPO305800
OG0000955	LYTVA_15857	CAPO308190
OG0000960	LYTVA_21462	CAPO304728
OG0000963	LYTVA_11219	CAPO303990
OG0000965	LYTVA_08512, LYTVA_30143, LYTVA_17394	CAPO305928
OG0000965	LYTVA_12319	CAPO302148
OG0000967	LYTVA_06230, LYTVA_06235	CAPO304786
OG0000970	LYTVA_26609	CAPO301807
OG0000974	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617	CAPO306940
OG0000982	LYTVA_01090	CAPO301371
OG0000984	LYTVA_20605, LYTVA_23816, LYTVA_17983	CAPO307940
OG0000985	LYTVA_22922	CAPO304864
OG0000986	LYTVA_05339	CAPO305058
OG0000987	LYTVA_29210	CAPO306365
OG0000992	LYTVA_26659, LYTVA_01840	CAPO308244
OG0000993	LYTVA_17730, LYTVA_18314	CAPO303930
OG0000994	LYTVA_00968	CAPO306999
OG0000997	LYTVA_09372, LYTVA_29274, LYTVA_12640, LYTVA_28518, LYTVA_12834, LYTVA_19954, LYTVA_01250, LYTVA_03648, LYTVA_18467	CAPO306501
OG0000998	LYTVA_29352, LYTVA_30148, LYTVA_09122, LYTVA_30152, LYTVA_30151, LYTVA_11443, LYTVA_03803, LYTVA_19247	CAPO302508
OG0000999	LYTVA_18147, LYTVA_26377, LYTVA_17675, LYTVA_00175	CAPO303484, CAPO302236
OG0001006	LYTVA_30116, LYTVA_11326	CAPO308145
OG0001009	LYTVA_20690, LYTVA_03437, LYTVA_22507, LYTVA_22506	CAPO305830
OG0001015	LYTVA_16130	CAPO304771
OG0001016	LYTVA_27385, LYTVA_23205	CAPO300038
OG0001016	LYTVA_10008	CAPO302596
OG0001018	LYTVA_04534	CAPO305732
OG0001024	LYTVA_13785, LYTVA_28952	CAPO300862
OG0001033	LYTVA_27425	CAPO305083
OG0001036	LYTVA_01189	CAPO301917
OG0001037	LYTVA_07115	CAPO306107
OG0001039	LYTVA_28151, LYTVA_04517, LYTVA_01352	CAPO305080
OG0001042	LYTVA_13445	CAPO301530
OG0001044	LYTVA_24843, LYTVA_06578	CAPO305401, CAPO306389
OG0001048	LYTVA_00731, LYTVA_09405	CAPO306868
OG0001049	LYTVA_09888	CAPO305769
OG0001050	LYTVA_04036, LYTVA_16457	CAPO306760
OG0001062	LYTVA_17131, LYTVA_15828	CAPO300111
OG0001064	LYTVA_11261	CAPO304594
OG0001066	LYTVA_22867	CAPO305156
OG0001072	LYTVA_21778, LYTVA_21225	CAPO304331
OG0001073	LYTVA_18221	CAPO307880
OG0001075	LYTVA_24384	CAPO305658
OG0001076	LYTVA_12589	CAPO306580
OG0001078	LYTVA_23690, LYTVA_03209	CAPO300211
OG0001082	LYTVA_14593, LYTVA_14830, LYTVA_06685, LYTVA_11262	CAPO306944
OG0001083	LYTVA_15288	CAPO306339
OG0001085	LYTVA_28264	CAPO305936
OG0001092	LYTVA_01908, LYTVA_21143	CAPO303664
OG0001095	LYTVA_10435	CAPO303064
OG0001096	LYTVA_05948, LYTVA_03888, LYTVA_04358, LYTVA_24651	CAPO308143
OG0001101	LYTVA_28690	CAPO301529
OG0001104	LYTVA_25180	CAPO306923
OG0001106	LYTVA_24001, LYTVA_04820, LYTVA_25189	CAPO307850
OG0001108	LYTVA_12879	CAPO300863
OG0001113	LYTVA_28836	CAPO302840
OG0001116	LYTVA_16823	CAPO303103
OG0001120	LYTVA_20018, LYTVA_08711	CAPO300555
OG0001121	LYTVA_15718	CAPO305030
OG0001122	LYTVA_10807	CAPO300744
OG0001123	LYTVA_23681, LYTVA_01308	CAPO305010
OG0001123	LYTVA_15011	CAPO307047
OG0001124	LYTVA_16535, LYTVA_12081	CAPO307326
OG0001125	LYTVA_21515	CAPO304253
OG0001126	LYTVA_20544	CAPO301067
OG0001126	LYTVA_13765	CAPO308119
OG0001129	LYTVA_14702	CAPO306230
OG0001130	LYTVA_01563, LYTVA_15752, LYTVA_08958	CAPO305636
OG0001132	LYTVA_01795	CAPO303538
OG0001133	LYTVA_21722	CAPO302577
OG0001133	LYTVA_13505, LYTVA_08035	CAPO300360
OG0001134	LYTVA_23641	CAPO304261
OG0001135	LYTVA_26249	CAPO304787
OG0001137	LYTVA_08712	CAPO308164
OG0001139	LYTVA_17543	CAPO300537
OG0001142	LYTVA_17988	CAPO304790
OG0001143	LYTVA_01170	CAPO304300
OG0001144	LYTVA_24625	CAPO307577
OG0001146	LYTVA_06824	CAPO300511
OG0001147	LYTVA_16424	CAPO306370
OG0001149	LYTVA_04169, LYTVA_25161	CAPO305549
OG0001156	LYTVA_22449	CAPO306962
OG0001157	LYTVA_13906	CAPO304789
OG0001158	LYTVA_13180, LYTVA_17437	CAPO302639
OG0001160	LYTVA_26964	CAPO304743
OG0001161	LYTVA_10014	CAPO301112
OG0001163	LYTVA_24878, LYTVA_28270	CAPO301684, CAPO307755, CAPO304886
OG0001167	LYTVA_19097	CAPO307849
OG0001168	LYTVA_03414	CAPO301546
OG0001169	LYTVA_06902	CAPO301751
OG0001170	LYTVA_06397, LYTVA_13191	CAPO302766
OG0001171	LYTVA_23053	CAPO300420
OG0001171	LYTVA_27044	CAPO303195, CAPO305267
OG0001175	LYTVA_12386, LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054	CAPO304133, CAPO306812
OG0001179	LYTVA_26628, LYTVA_09673	CAPO300184
OG0001181	LYTVA_20940, LYTVA_10373	CAPO301983
OG0001183	LYTVA_07928	CAPO301096
OG0001184	LYTVA_02863, LYTVA_18281	CAPO306392
OG0001185	LYTVA_09656	CAPO303366
OG0001186	LYTVA_28926	CAPO302303
OG0001186	LYTVA_01688	CAPO307451
OG0001188	LYTVA_25404	CAPO300558
OG0001196	LYTVA_03677	CAPO301570
OG0001197	LYTVA_08630	CAPO306552
OG0001199	LYTVA_28061, LYTVA_13204	CAPO305690
OG0001201	LYTVA_16866, LYTVA_02039	CAPO302220
OG0001202	LYTVA_02469, LYTVA_09875, LYTVA_15508, LYTVA_03546, LYTVA_24829	CAPO306186
OG0001207	LYTVA_05411	CAPO305627
OG0001207	LYTVA_20519, LYTVA_10763	CAPO302093
OG0001208	LYTVA_13276	CAPO300830
OG0001210	LYTVA_19275	CAPO300919
OG0001210	LYTVA_04311	CAPO302732, CAPO302555
OG0001213	LYTVA_07548, LYTVA_11628	CAPO304729
OG0001213	LYTVA_18522	CAPO303632
OG0001215	LYTVA_14835	CAPO302583
OG0001216	LYTVA_09816, LYTVA_23706	CAPO307997
OG0001217	LYTVA_22786, LYTVA_21151	CAPO306810
OG0001218	LYTVA_26113	CAPO307457
OG0001221	LYTVA_14047	CAPO307765
OG0001222	LYTVA_02187	CAPO301496, CAPO301391, CAPO303918
OG0001232	LYTVA_24297	CAPO304224
OG0001233	LYTVA_12332, LYTVA_06716	CAPO303591
OG0001234	LYTVA_27375	CAPO307897
OG0001241	LYTVA_01648	CAPO303368
OG0001247	LYTVA_23646	CAPO303193, CAPO307423
OG0001248	LYTVA_00986, LYTVA_16637	CAPO303079
OG0001249	LYTVA_03472	CAPO306922
OG0001250	LYTVA_23037	CAPO302323
OG0001251	LYTVA_12207	CAPO302019
OG0001252	LYTVA_28229, LYTVA_04840	CAPO300016
OG0001253	LYTVA_02267	CAPO306156
OG0001254	LYTVA_26444	CAPO307546
OG0001261	LYTVA_10322	CAPO302839
OG0001262	LYTVA_27431	CAPO301672
OG0001263	LYTVA_17717, LYTVA_22972, LYTVA_09084	CAPO301777
OG0001267	LYTVA_08091, LYTVA_09343	CAPO307578
OG0001268	LYTVA_20779	CAPO303692
OG0001270	LYTVA_18319	CAPO304393
OG0001271	LYTVA_09608	CAPO302779
OG0001272	LYTVA_29380, LYTVA_27489	CAPO305566
OG0001274	LYTVA_02869	CAPO308194
OG0001276	LYTVA_24445	CAPO302888
OG0001278	LYTVA_12248, LYTVA_16623, LYTVA_15868	CAPO306229
OG0001279	LYTVA_22555	CAPO302733
OG0001281	LYTVA_23356	CAPO304088, CAPO303543
OG0001284	LYTVA_30054, LYTVA_01526, LYTVA_15592	CAPO300970
OG0001285	LYTVA_29344, LYTVA_29345	CAPO304179
OG0001286	LYTVA_00885	CAPO303892
OG0001287	LYTVA_06176	CAPO302822, CAPO304538
OG0001288	LYTVA_10306	CAPO302651
OG0001289	LYTVA_16137, LYTVA_24768, LYTVA_02257	CAPO306071
OG0001290	LYTVA_13603	CAPO302574
OG0001291	LYTVA_11712	CAPO300695
OG0001294	LYTVA_19271	CAPO304223
OG0001295	LYTVA_15580	CAPO306210
OG0001296	LYTVA_20224	CAPO308260
OG0001297	LYTVA_24047, LYTVA_14610	CAPO305437
OG0001300	LYTVA_05607, LYTVA_03792	CAPO300154
OG0001302	LYTVA_01979, LYTVA_15833	CAPO302654
OG0001302	LYTVA_08998	CAPO302215
OG0001304	LYTVA_26874	CAPO302419
OG0001305	LYTVA_00811, LYTVA_15520	CAPO304488
OG0001308	LYTVA_09417	CAPO300864
OG0001308	LYTVA_06427, LYTVA_08159	CAPO300432
OG0001309	LYTVA_11009, LYTVA_28629, LYTVA_28628	CAPO300871
OG0001310	LYTVA_08839	CAPO305405
OG0001310	LYTVA_04185, LYTVA_11415	CAPO300151
OG0001311	LYTVA_28955, LYTVA_10099	CAPO300585
OG0001312	LYTVA_06396	CAPO304811
OG0001314	LYTVA_09665, LYTVA_17554, LYTVA_08218, LYTVA_08220	CAPO306642
OG0001317	LYTVA_09521	CAPO302225
OG0001318	LYTVA_16780	CAPO306280
OG0001318	LYTVA_28059	CAPO303315
OG0001319	LYTVA_24409, LYTVA_24410	CAPO304915
OG0001320	LYTVA_21775	CAPO307498
OG0001320	LYTVA_09922	CAPO304958
OG0001322	LYTVA_08843	CAPO302022
OG0001323	LYTVA_00847	CAPO301735
OG0001325	LYTVA_09407	CAPO304115
OG0001326	LYTVA_02897	CAPO306149
OG0001327	LYTVA_12279	CAPO305568
OG0001330	LYTVA_04759	CAPO304584, CAPO300112
OG0001332	LYTVA_11327, LYTVA_11322	CAPO305487
OG0001333	LYTVA_22466	CAPO301191
OG0001333	LYTVA_12467	CAPO305523
OG0001344	LYTVA_02352	CAPO308153
OG0001345	LYTVA_20477	CAPO306177
OG0001348	LYTVA_20545, LYTVA_22256	CAPO304908
OG0001350	LYTVA_25134	CAPO307484
OG0001353	LYTVA_22573	CAPO303379
OG0001355	LYTVA_11629	CAPO307732
OG0001358	LYTVA_28060	CAPO302204
OG0001361	LYTVA_24814	CAPO307400
OG0001364	LYTVA_09892	CAPO307249
OG0001366	LYTVA_01522	CAPO302707
OG0001367	LYTVA_20815	CAPO304628
OG0001370	LYTVA_22074	CAPO305064
OG0001372	LYTVA_11215	CAPO301063
OG0001372	LYTVA_06840	CAPO306529
OG0001373	LYTVA_08692	CAPO300734
OG0001378	LYTVA_17384	CAPO302717
OG0001379	LYTVA_28884	CAPO304865
OG0001382	LYTVA_23629, LYTVA_06738	CAPO306735
OG0001383	LYTVA_24693	CAPO300442
OG0001386	LYTVA_09276, LYTVA_15458	CAPO305078
OG0001387	LYTVA_23743, LYTVA_03895	CAPO306110, CAPO306288
OG0001397	LYTVA_19050, LYTVA_23784	CAPO306119
OG0001399	LYTVA_11204, LYTVA_26875	CAPO304148
OG0001400	LYTVA_25761	CAPO305841
OG0001404	LYTVA_25793, LYTVA_03852	CAPO302450
OG0001405	LYTVA_13898	CAPO302942
OG0001406	LYTVA_02505	CAPO305604
OG0001409	LYTVA_11490	CAPO300832
OG0001410	LYTVA_26149	CAPO304381
OG0001412	LYTVA_29467	CAPO304843
OG0001413	LYTVA_11550, LYTVA_08728, LYTVA_22106	CAPO300375
OG0001414	LYTVA_18745	CAPO301834
OG0001414	LYTVA_15413	CAPO303273
OG0001415	LYTVA_04754, LYTVA_19006, LYTVA_27686	CAPO307087
OG0001416	LYTVA_10946, LYTVA_28696	CAPO300753
OG0001418	LYTVA_00553	CAPO300218
OG0001420	LYTVA_11976	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813
OG0001422	LYTVA_28672	CAPO308345, CAPO303120
OG0001423	LYTVA_12091, LYTVA_28484	CAPO301310
OG0001424	LYTVA_01086, LYTVA_05792	CAPO304776
OG0001425	LYTVA_20870	CAPO302275, CAPO302850
OG0001426	LYTVA_03466, LYTVA_13737	CAPO302841
OG0001427	LYTVA_08328	CAPO302723
OG0001428	LYTVA_04004	CAPO303027
OG0001430	LYTVA_05538	CAPO300562
OG0001431	LYTVA_23169	CAPO308230
OG0001434	LYTVA_19139	CAPO304740
OG0001437	LYTVA_02456	CAPO304955
OG0001440	LYTVA_21865, LYTVA_11891, LYTVA_17468	CAPO305450
OG0001445	LYTVA_06306	CAPO301958
OG0001446	LYTVA_05089, LYTVA_00329	CAPO304614
OG0001447	LYTVA_08300	CAPO307093
OG0001449	LYTVA_26829	CAPO306822
OG0001449	LYTVA_16874	CAPO307511
OG0001451	LYTVA_28152, LYTVA_15293, LYTVA_15292	CAPO300036
OG0001452	LYTVA_07052	CAPO301933
OG0001454	LYTVA_12706	CAPO303806
OG0001456	LYTVA_29753	CAPO307965
OG0001459	LYTVA_03447	CAPO307035
OG0001460	LYTVA_05188	CAPO300988
OG0001460	LYTVA_25220	CAPO305875
OG0001463	LYTVA_02407, LYTVA_02045	CAPO304054
OG0001466	LYTVA_06219, LYTVA_06226	CAPO305831
OG0001467	LYTVA_13981, LYTVA_22531	CAPO304882
OG0001468	LYTVA_26492	CAPO306475
OG0001469	LYTVA_18384	CAPO306371
OG0001469	LYTVA_08369	CAPO301724
OG0001470	LYTVA_05300	CAPO305163
OG0001472	LYTVA_00674, LYTVA_18392	CAPO305311
OG0001473	LYTVA_28916, LYTVA_21049, LYTVA_07126, LYTVA_23712	CAPO304310
OG0001474	LYTVA_01292	CAPO306191
OG0001475	LYTVA_29056, LYTVA_29057, LYTVA_24837	CAPO305552
OG0001476	LYTVA_11849	CAPO305062
OG0001478	LYTVA_27270, LYTVA_05260	CAPO303095
OG0001478	LYTVA_16139, LYTVA_02086	CAPO304965
OG0001479	LYTVA_06390	CAPO306515
OG0001482	LYTVA_01060	CAPO307610
OG0001484	LYTVA_19019, LYTVA_27048	CAPO301411
OG0001485	LYTVA_14466, LYTVA_27906	CAPO301954
OG0001486	LYTVA_00800	CAPO302441
OG0001490	LYTVA_21998	CAPO305433
OG0001492	LYTVA_23916	CAPO305155
OG0001495	LYTVA_19058	CAPO302008
OG0001496	LYTVA_02996, LYTVA_18645, LYTVA_00598	CAPO301356
OG0001500	LYTVA_09855	CAPO300054
OG0001501	LYTVA_20209	CAPO305474
OG0001503	LYTVA_26157	CAPO305666
OG0001503	LYTVA_21678	CAPO307598
OG0001504	LYTVA_08379, LYTVA_08381	CAPO307661
OG0001506	LYTVA_24167	CAPO300953
OG0001507	LYTVA_01453, LYTVA_12072	CAPO304204
OG0001511	LYTVA_02740	CAPO306127, CAPO305043
OG0001516	LYTVA_11182, LYTVA_25941	CAPO300345
OG0001517	LYTVA_12522	CAPO303690
OG0001519	LYTVA_24034	CAPO306949
OG0001522	LYTVA_27748, LYTVA_05588, LYTVA_28109	CAPO303667
OG0001524	LYTVA_17084, LYTVA_14262	CAPO300996
OG0001524	LYTVA_25311	CAPO308304
OG0001526	LYTVA_26761, LYTVA_03589	CAPO305679
OG0001527	LYTVA_20326	CAPO300128
OG0001529	LYTVA_05701	CAPO300593
OG0001530	LYTVA_09311, LYTVA_19256	CAPO302602
OG0001532	LYTVA_28954	CAPO301981
OG0001532	LYTVA_28949	CAPO300282
OG0001533	LYTVA_13013	CAPO306032
OG0001534	LYTVA_02078	CAPO304425
OG0001545	LYTVA_21798	CAPO300895
OG0001548	LYTVA_13287, LYTVA_01570, LYTVA_15807, LYTVA_12151, LYTVA_05620, LYTVA_12723, LYTVA_14554, LYTVA_01710, LYTVA_22660, LYTVA_00882, LYTVA_03864, LYTVA_06302	CAPO301500
OG0001551	LYTVA_06090	CAPO306604
OG0001553	LYTVA_29518	CAPO308172
OG0001554	LYTVA_00642	CAPO302370
OG0001557	LYTVA_23103	CAPO304176
OG0001558	LYTVA_06196	CAPO301132
OG0001559	LYTVA_27028	CAPO301785
OG0001561	LYTVA_04106, LYTVA_00921	CAPO301999
OG0001563	LYTVA_18255, LYTVA_29179, LYTVA_21711	CAPO306378
OG0001564	LYTVA_04654, LYTVA_21130	CAPO301061
OG0001567	LYTVA_24465, LYTVA_26978, LYTVA_26194	CAPO300948
OG0001568	LYTVA_29892	CAPO301468
OG0001570	LYTVA_25305	CAPO303364
OG0001572	LYTVA_17414	CAPO304756
OG0001572	LYTVA_21491	CAPO304137
OG0001573	LYTVA_09972	CAPO305125, CAPO303819
OG0001576	LYTVA_04399	CAPO306270
OG0001578	LYTVA_07447	CAPO300715
OG0001581	LYTVA_03103	CAPO306056
OG0001582	LYTVA_05770	CAPO307073
OG0001583	LYTVA_00600	CAPO306289
OG0001584	LYTVA_16613	CAPO301068
OG0001589	LYTVA_18831, LYTVA_18102	CAPO303301, CAPO304004
OG0001590	LYTVA_02727	CAPO302386
OG0001599	LYTVA_01284, LYTVA_27246	CAPO300887
OG0001600	LYTVA_19566	CAPO305994
OG0001603	LYTVA_09954, LYTVA_09254, LYTVA_25121, LYTVA_29742	CAPO306228
OG0001604	LYTVA_01583	CAPO303898
OG0001605	LYTVA_28463, LYTVA_28464, LYTVA_27230	CAPO307473
OG0001609	LYTVA_06544	CAPO304683
OG0001609	LYTVA_09772, LYTVA_05376	CAPO302057
OG0001611	LYTVA_23650, LYTVA_24498	CAPO305038
OG0001612	LYTVA_09143	CAPO302202
OG0001614	LYTVA_00842, LYTVA_23993	CAPO303895
OG0001614	LYTVA_08406	CAPO307630
OG0001615	LYTVA_16791, LYTVA_29681, LYTVA_02240	CAPO300749
OG0001617	LYTVA_01260, LYTVA_18507	CAPO302798
OG0001621	LYTVA_26251	CAPO302875
OG0001622	LYTVA_08170, LYTVA_12311	CAPO302121
OG0001634	LYTVA_20717	CAPO305614
OG0001638	LYTVA_23923, LYTVA_15599, LYTVA_03528	CAPO303528
OG0001641	LYTVA_15842	CAPO303281
OG0001643	LYTVA_10368	CAPO306838
OG0001644	LYTVA_08193	CAPO303665
OG0001652	LYTVA_10972, LYTVA_22143	CAPO302838
OG0001653	LYTVA_15506	CAPO305118
OG0001655	LYTVA_29262	CAPO302812
OG0001657	LYTVA_24520	CAPO304165, CAPO303952
OG0001660	LYTVA_26564	CAPO305930
OG0001661	LYTVA_05769	CAPO302789
OG0001661	LYTVA_11532	CAPO304920
OG0001663	LYTVA_27998	CAPO301057
OG0001664	LYTVA_11249, LYTVA_21479	CAPO303152
OG0001665	LYTVA_04604, LYTVA_23642	CAPO302331
OG0001672	LYTVA_03348	CAPO301880
OG0001673	LYTVA_21841	CAPO305520
