Orthogroup	LYTVA_ok	PFLAV
OG0000842	LYTVA_06739	TCONS_00019047.p1
OG0000844	LYTVA_20301	TCONS_00051992.p1
OG0000845	LYTVA_24907	TCONS_00001245.p1, TCONS_00000121.p1
OG0000845	LYTVA_06450	TCONS_00000645.p1
OG0000846	LYTVA_22995, LYTVA_21268	TCONS_00016877.p1, TCONS_00043625.p1, TCONS_00043651.p1
OG0000846	LYTVA_16779, LYTVA_20631	TCONS_00038032.p1
OG0000847	LYTVA_11994	TCONS_00006742.p1
OG0000847	LYTVA_21656	TCONS_00006142.p1, TCONS_00006162.p1
OG0000848	LYTVA_08343	TCONS_00042417.p1
OG0000848	LYTVA_05722, LYTVA_29062	TCONS_00020362.p1
OG0000849	LYTVA_12639	TCONS_00039977.p1
OG0000850	LYTVA_06441	TCONS_00052504.p1
OG0000850	LYTVA_26189, LYTVA_27854	TCONS_00027096.p1
OG0000851	LYTVA_23092	TCONS_00044107.p1
OG0000852	LYTVA_26709, LYTVA_24264	TCONS_00029058.p1
OG0000852	LYTVA_07531	TCONS_00008486.p1
OG0000853	LYTVA_23815, LYTVA_23812	TCONS_00057115.p1
OG0000855	LYTVA_06599, LYTVA_10228	TCONS_00005293.p1
OG0000855	LYTVA_20856, LYTVA_26570, LYTVA_26571	TCONS_00030725.p1, TCONS_00029886.p1, TCONS_00005298.p1, TCONS_00005301.p1, TCONS_00005299.p1, TCONS_00005291.p1, TCONS_00005295.p1, TCONS_00005297.p1
OG0000857	LYTVA_21736	TCONS_00038040.p1
OG0000858	LYTVA_08518	TCONS_00048629.p1
OG0000858	LYTVA_00061	TCONS_00035617.p1, TCONS_00035720.p1
OG0000860	LYTVA_09223	TCONS_00014657.p1
OG0000861	LYTVA_16154	TCONS_00025979.p1
OG0000861	LYTVA_06119	TCONS_00033173.p1
OG0000861	LYTVA_16153	TCONS_00025978.p1
OG0000866	LYTVA_15837	TCONS_00003785.p1
OG0000867	LYTVA_20177, LYTVA_11626, LYTVA_03591	TCONS_00027005.p1, TCONS_00027464.p1
OG0000868	LYTVA_29147	TCONS_00011478.p1
OG0000869	LYTVA_01155	TCONS_00050047.p1
OG0000869	LYTVA_03148	TCONS_00052865.p1
OG0000869	LYTVA_26590	TCONS_00053553.p1
OG0000871	LYTVA_25255, LYTVA_00078, LYTVA_13487	TCONS_00001861.p1, TCONS_00000505.p1, TCONS_00000506.p1, TCONS_00000507.p1, TCONS_00000499.p1, TCONS_00000504.p1
OG0000872	LYTVA_18504	TCONS_00037055.p1, TCONS_00037051.p1, TCONS_00037037.p1
OG0000873	LYTVA_06765	TCONS_00029754.p1
OG0000874	LYTVA_06181	TCONS_00042677.p1
OG0000874	LYTVA_26806	TCONS_00007186.p1
OG0000875	LYTVA_01072	TCONS_00053761.p1
OG0000875	LYTVA_12521	TCONS_00056388.p1, TCONS_00041427.p1
OG0000876	LYTVA_02114	TCONS_00004348.p1
OG0000877	LYTVA_15271, LYTVA_26866, LYTVA_01909	TCONS_00007900.p1
OG0000878	LYTVA_08233	TCONS_00036230.p1
OG0000878	LYTVA_26339	TCONS_00003745.p1
OG0000879	LYTVA_08681	TCONS_00056397.p1
OG0000881	LYTVA_04165, LYTVA_11402	TCONS_00015965.p1
OG0000881	LYTVA_22240, LYTVA_09159	TCONS_00006707.p1
OG0000882	LYTVA_14679	TCONS_00044892.p1
OG0000884	LYTVA_13206, LYTVA_02373, LYTVA_25431, LYTVA_04421, LYTVA_11748, LYTVA_17927, LYTVA_04657, LYTVA_22829, LYTVA_22828, LYTVA_06447, LYTVA_05246, LYTVA_15227, LYTVA_12606, LYTVA_25051, LYTVA_05366, LYTVA_29233	TCONS_00046492.p1
OG0000887	LYTVA_01759, LYTVA_10208	TCONS_00055887.p1
OG0000888	LYTVA_24269	TCONS_00029758.p1
OG0000889	LYTVA_27694, LYTVA_27693	TCONS_00010936.p1
OG0000890	LYTVA_08368	TCONS_00002382.p1
OG0000891	LYTVA_20950, LYTVA_12002	TCONS_00013103.p1, TCONS_00013102.p1, TCONS_00013099.p1, TCONS_00013101.p1
OG0000893	LYTVA_27628	TCONS_00051111.p1, TCONS_00051112.p1, TCONS_00051078.p1, TCONS_00051076.p1, TCONS_00051110.p1, TCONS_00051075.p1, TCONS_00051077.p1
OG0000894	LYTVA_12588	TCONS_00042942.p1
OG0000894	LYTVA_19786	TCONS_00014568.p1
OG0000896	LYTVA_29831	TCONS_00012437.p1, TCONS_00012438.p1
OG0000896	LYTVA_08568	TCONS_00023440.p1, TCONS_00023471.p1, TCONS_00023178.p1, TCONS_00003493.p1
OG0000897	LYTVA_25813, LYTVA_12897	TCONS_00047619.p1
OG0000899	LYTVA_16229	TCONS_00041663.p1
OG0000903	LYTVA_17471	TCONS_00001459.p1
OG0000904	LYTVA_15877, LYTVA_15876	TCONS_00030904.p1
OG0000905	LYTVA_15702, LYTVA_23197	TCONS_00037595.p1, TCONS_00036217.p1, TCONS_00037367.p1
OG0000907	LYTVA_16710	TCONS_00053291.p1
OG0000908	LYTVA_03069	TCONS_00031386.p1
OG0000909	LYTVA_20165, LYTVA_23767	TCONS_00001186.p1, TCONS_00001174.p1
OG0000910	LYTVA_05275, LYTVA_19670	TCONS_00004259.p1
OG0000911	LYTVA_15861, LYTVA_05614	TCONS_00020167.p1
OG0000913	LYTVA_02832	TCONS_00044188.p1
OG0000921	LYTVA_14375	TCONS_00016117.p1
OG0000923	LYTVA_21547	TCONS_00003133.p1
OG0000924	LYTVA_00089	TCONS_00048998.p1
OG0000924	LYTVA_16189	TCONS_00043269.p1
OG0000924	LYTVA_25997	TCONS_00021323.p1
OG0000924	LYTVA_24168	TCONS_00047427.p1
OG0000924	LYTVA_16195	TCONS_00040139.p1
OG0000924	LYTVA_16186	TCONS_00041904.p1
OG0000924	LYTVA_08477	TCONS_00013545.p1
OG0000924	LYTVA_00090	TCONS_00049449.p1
OG0000925	LYTVA_00188	TCONS_00054170.p1, TCONS_00054133.p1
OG0000925	LYTVA_25795	TCONS_00021772.p1
OG0000926	LYTVA_28502	TCONS_00001489.p1
OG0000927	LYTVA_21471	TCONS_00022278.p1
OG0000928	LYTVA_23596	TCONS_00028224.p1
OG0000929	LYTVA_25470, LYTVA_01755	TCONS_00001479.p1
OG0000930	LYTVA_27512	TCONS_00015974.p1
OG0000930	LYTVA_06615	TCONS_00036438.p1, TCONS_00015973.p1, TCONS_00004383.p1, TCONS_00003410.p1
OG0000931	LYTVA_16224	TCONS_00027222.p1
OG0000932	LYTVA_26139	TCONS_00006235.p1
OG0000933	LYTVA_06950	TCONS_00010516.p1
OG0000934	LYTVA_20397	TCONS_00025359.p1
OG0000936	LYTVA_29468, LYTVA_11642, LYTVA_02845	TCONS_00053858.p1, TCONS_00053846.p1
OG0000936	LYTVA_12737	TCONS_00053281.p1
OG0000937	LYTVA_07293, LYTVA_16904, LYTVA_20761, LYTVA_20760, LYTVA_05601, LYTVA_17661	TCONS_00003169.p1, TCONS_00039611.p1
OG0000938	LYTVA_20667, LYTVA_01702	TCONS_00044853.p1, TCONS_00011822.p1, TCONS_00011821.p1, TCONS_00044846.p1
OG0000942	LYTVA_16242, LYTVA_20778, LYTVA_02648, LYTVA_28179, LYTVA_19582, LYTVA_29356, LYTVA_13464, LYTVA_02613, LYTVA_05464	TCONS_00030721.p1, TCONS_00029889.p1, TCONS_00038073.p1, TCONS_00009551.p1, TCONS_00015628.p1, TCONS_00050662.p1, TCONS_00031719.p1, TCONS_00047588.p1, TCONS_00038951.p1, TCONS_00018705.p1, TCONS_00036905.p1, TCONS_00040200.p1, TCONS_00049910.p1, TCONS_00041540.p1, TCONS_00028241.p1, TCONS_00046349.p1, TCONS_00034607.p1, TCONS_00024644.p1, TCONS_00053032.p1, TCONS_00032142.p1, TCONS_00044500.p1, TCONS_00033431.p1
OG0000943	LYTVA_28974	TCONS_00030041.p1
OG0000943	LYTVA_14187, LYTVA_14188	TCONS_00006489.p1
OG0000944	LYTVA_08967	TCONS_00043975.p1
OG0000945	LYTVA_24430	TCONS_00009344.p1, TCONS_00009343.p1
OG0000946	LYTVA_25241, LYTVA_27130, LYTVA_17441	TCONS_00038079.p1
OG0000947	LYTVA_21967	TCONS_00031600.p1
OG0000947	LYTVA_02610	TCONS_00019583.p1
OG0000949	LYTVA_25907	TCONS_00001325.p1, TCONS_00001326.p1, TCONS_00001327.p1, TCONS_00001324.p1
OG0000951	LYTVA_06560	TCONS_00027921.p1
OG0000951	LYTVA_25198	TCONS_00002049.p1
OG0000952	LYTVA_15183	TCONS_00041898.p1
OG0000952	LYTVA_27737	TCONS_00043258.p1
OG0000953	LYTVA_04277, LYTVA_28070, LYTVA_09640, LYTVA_21901	TCONS_00051855.p1, TCONS_00051944.p1
OG0000953	LYTVA_27482	TCONS_00020799.p1
OG0000954	LYTVA_18195	TCONS_00055769.p1
OG0000954	LYTVA_05025	TCONS_00014081.p1
OG0000955	LYTVA_15857	TCONS_00043151.p1
OG0000956	LYTVA_03727, LYTVA_06989, LYTVA_01122, LYTVA_21381, LYTVA_12086	TCONS_00034930.p1
OG0000957	LYTVA_29537	TCONS_00029595.p1
OG0000958	LYTVA_24230	TCONS_00047783.p1
OG0000960	LYTVA_21462	TCONS_00009329.p1
OG0000963	LYTVA_11219	TCONS_00054330.p1
OG0000964	LYTVA_26196	TCONS_00037502.p1, TCONS_00037503.p1, TCONS_00037501.p1, TCONS_00049206.p1, TCONS_00014950.p1
OG0000965	LYTVA_08512, LYTVA_30143, LYTVA_17394	TCONS_00030366.p1, TCONS_00031078.p1
OG0000965	LYTVA_12319	TCONS_00007578.p1
OG0000966	LYTVA_03424, LYTVA_03969	TCONS_00006557.p1
OG0000967	LYTVA_23088	TCONS_00041998.p1
OG0000967	LYTVA_06230, LYTVA_06235	TCONS_00031424.p1
OG0000968	LYTVA_05135	TCONS_00005719.p1
OG0000969	LYTVA_21413, LYTVA_24552, LYTVA_21412, LYTVA_21065	TCONS_00057265.p1
OG0000970	LYTVA_26609	TCONS_00006818.p1
OG0000972	LYTVA_27486	TCONS_00006434.p1
OG0000973	LYTVA_03075	TCONS_00014962.p1, TCONS_00014960.p1
OG0000974	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617	TCONS_00041730.p1
OG0000976	LYTVA_04443	TCONS_00027250.p1
OG0000977	LYTVA_12206	TCONS_00007023.p1
OG0000977	LYTVA_10438	TCONS_00019704.p1
OG0000977	LYTVA_22167	TCONS_00056465.p1, TCONS_00055290.p1
OG0000979	LYTVA_01203	TCONS_00055872.p1, TCONS_00055873.p1
OG0000981	LYTVA_01774, LYTVA_01773	TCONS_00057045.p1, TCONS_00057060.p1
OG0000981	LYTVA_29882	TCONS_00028542.p1
OG0000982	LYTVA_01090	TCONS_00019685.p1
OG0000983	LYTVA_26818, LYTVA_07820, LYTVA_15769, LYTVA_30118, LYTVA_28564, LYTVA_10964, LYTVA_06932, LYTVA_07862, LYTVA_00716	TCONS_00019847.p1, TCONS_00012185.p1, TCONS_00025612.p1
OG0000984	LYTVA_20605	TCONS_00029130.p1, TCONS_00029125.p1, TCONS_00019326.p1
OG0000984	LYTVA_23816, LYTVA_17983	TCONS_00055833.p1
OG0000985	LYTVA_22922	TCONS_00031086.p1
OG0000987	LYTVA_29210	TCONS_00018810.p1, TCONS_00005846.p1
OG0000988	LYTVA_10317, LYTVA_11083	TCONS_00048232.p1, TCONS_00048229.p1, TCONS_00048228.p1, TCONS_00014768.p1
OG0000992	LYTVA_01840	TCONS_00012823.p1
OG0000994	LYTVA_00968	TCONS_00017207.p1
OG0000994	LYTVA_25056	TCONS_00006840.p1, TCONS_00006841.p1
OG0000995	LYTVA_15991	TCONS_00014471.p1, TCONS_00014470.p1
OG0000997	LYTVA_09372, LYTVA_29274, LYTVA_12640, LYTVA_28518, LYTVA_12834, LYTVA_19954, LYTVA_01250, LYTVA_03648, LYTVA_18467	TCONS_00042985.p1, TCONS_00042984.p1
OG0000998	LYTVA_29352, LYTVA_30148, LYTVA_09122, LYTVA_30152, LYTVA_30151, LYTVA_11443, LYTVA_03803	TCONS_00001881.p1, TCONS_00002508.p1, TCONS_00000371.p1, TCONS_00001883.p1, TCONS_00002021.p1, TCONS_00001962.p1, TCONS_00001969.p1
OG0000999	LYTVA_18147, LYTVA_26377	TCONS_00019119.p1
OG0000999	LYTVA_17675, LYTVA_00175	TCONS_00036441.p1
OG0001000	LYTVA_27555	TCONS_00001232.p1
OG0001001	LYTVA_02181	TCONS_00021762.p1
OG0001001	LYTVA_06547, LYTVA_09209	TCONS_00021761.p1
OG0001002	LYTVA_05551	TCONS_00031369.p1
OG0001003	LYTVA_24521	TCONS_00004598.p1
OG0001004	LYTVA_04638	TCONS_00053708.p1
OG0001005	LYTVA_29339	TCONS_00047309.p1
OG0001006	LYTVA_30116	TCONS_00055759.p1
OG0001006	LYTVA_11326	TCONS_00052629.p1
OG0001008	LYTVA_14143	TCONS_00036882.p1
OG0001009	LYTVA_22507, LYTVA_22506	TCONS_00012614.p1, TCONS_00012613.p1, TCONS_00012612.p1
OG0001014	LYTVA_22632, LYTVA_03663	TCONS_00023376.p1, TCONS_00006715.p1, TCONS_00006712.p1, TCONS_00006714.p1
OG0001015	LYTVA_16130	TCONS_00014432.p1
OG0001016	LYTVA_27385, LYTVA_23205	TCONS_00055345.p1
OG0001016	LYTVA_10008	TCONS_00032735.p1, TCONS_00032734.p1, TCONS_00032700.p1
OG0001018	LYTVA_08364	TCONS_00001884.p1
OG0001018	LYTVA_04534	TCONS_00010472.p1
OG0001019	LYTVA_10901, LYTVA_10902, LYTVA_22061, LYTVA_07725	TCONS_00013803.p1, TCONS_00009121.p1, TCONS_00009125.p1, TCONS_00007896.p1, TCONS_00009127.p1
OG0001021	LYTVA_30213	TCONS_00011702.p1, TCONS_00011698.p1, TCONS_00011704.p1
OG0001022	LYTVA_29702, LYTVA_07313	TCONS_00022716.p1
OG0001023	LYTVA_29811	TCONS_00038094.p1
OG0001024	LYTVA_13785, LYTVA_28952	TCONS_00030297.p1
OG0001025	LYTVA_02492	TCONS_00005248.p1, TCONS_00033169.p1, TCONS_00053513.p1, TCONS_00024118.p1
OG0001026	LYTVA_26222	TCONS_00012712.p1
OG0001027	LYTVA_06336, LYTVA_06330, LYTVA_23368, LYTVA_07523, LYTVA_03025	TCONS_00016417.p1, TCONS_00016416.p1, TCONS_00016504.p1, TCONS_00016503.p1, TCONS_00016502.p1
OG0001028	LYTVA_02453	TCONS_00029271.p1, TCONS_00029281.p1
OG0001029	LYTVA_09938	TCONS_00001268.p1
OG0001030	LYTVA_13104	TCONS_00029236.p1
OG0001031	LYTVA_13786	TCONS_00030299.p1
OG0001031	LYTVA_02087	TCONS_00028711.p1
OG0001032	LYTVA_23396	TCONS_00015470.p1
OG0001033	LYTVA_27425	TCONS_00030894.p1
OG0001034	LYTVA_22671, LYTVA_06987	TCONS_00015603.p1
OG0001035	LYTVA_12696, LYTVA_06255, LYTVA_20201, LYTVA_23085, LYTVA_20697, LYTVA_05222	TCONS_00032196.p1, TCONS_00008360.p1, TCONS_00033184.p1, TCONS_00053905.p1, TCONS_00018073.p1, TCONS_00033889.p1, TCONS_00039664.p1, TCONS_00050031.p1, TCONS_00000011.p1, TCONS_00050032.p1, TCONS_00011427.p1, TCONS_00031232.p1, TCONS_00030422.p1, TCONS_00035588.p1, TCONS_00037906.p1, TCONS_00016489.p1, TCONS_00037907.p1, TCONS_00027463.p1, TCONS_00043105.p1, TCONS_00038201.p1
OG0001036	LYTVA_01189	TCONS_00018638.p1
OG0001037	LYTVA_07115	TCONS_00016412.p1
OG0001038	LYTVA_22592	TCONS_00026173.p1
OG0001039	LYTVA_28151	TCONS_00006812.p1
OG0001039	LYTVA_04517	TCONS_00047298.p1
OG0001041	LYTVA_15249, LYTVA_15246, LYTVA_06829, LYTVA_06828, LYTVA_22754, LYTVA_03875, LYTVA_17584, LYTVA_11499, LYTVA_25955, LYTVA_07914	TCONS_00055272.p1, TCONS_00055269.p1, TCONS_00017938.p1, TCONS_00017867.p1, TCONS_00017858.p1, TCONS_00056122.p1
OG0001042	LYTVA_13445	TCONS_00048975.p1
OG0001043	LYTVA_09229	TCONS_00045785.p1
OG0001043	LYTVA_25539	TCONS_00010912.p1, TCONS_00009718.p1, TCONS_00009717.p1, TCONS_00009719.p1
OG0001044	LYTVA_06578	TCONS_00027869.p1
OG0001047	LYTVA_10366	TCONS_00022002.p1, TCONS_00022015.p1
OG0001048	LYTVA_00731, LYTVA_09405	TCONS_00030505.p1
OG0001049	LYTVA_25001, LYTVA_11198	TCONS_00050112.p1
OG0001049	LYTVA_09888	TCONS_00050056.p1
OG0001050	LYTVA_04036, LYTVA_16457	TCONS_00041057.p1
OG0001052	LYTVA_03660	TCONS_00030870.p1
OG0001053	LYTVA_05734	TCONS_00030276.p1
OG0001054	LYTVA_03436	TCONS_00013750.p1, TCONS_00013749.p1
OG0001055	LYTVA_28532, LYTVA_18736, LYTVA_18735	TCONS_00016044.p1, TCONS_00016048.p1, TCONS_00054990.p1, TCONS_00056990.p1, TCONS_00042145.p1, TCONS_00042146.p1, TCONS_00042144.p1, TCONS_00042142.p1, TCONS_00042141.p1
OG0001056	LYTVA_29573, LYTVA_10190	TCONS_00007524.p1
OG0001057	LYTVA_03185, LYTVA_16381	TCONS_00045126.p1
OG0001058	LYTVA_02007	TCONS_00034488.p1
OG0001059	LYTVA_00483	TCONS_00046508.p1
OG0001061	LYTVA_12810, LYTVA_28888	TCONS_00049253.p1, TCONS_00015485.p1, TCONS_00015484.p1, TCONS_00009381.p1, TCONS_00018155.p1, TCONS_00018154.p1, TCONS_00021195.p1, TCONS_00021196.p1, TCONS_00021197.p1, TCONS_00021194.p1, TCONS_00024846.p1, TCONS_00029299.p1, TCONS_00000211.p1, TCONS_00012273.p1, TCONS_00022286.p1, TCONS_00021176.p1, TCONS_00020493.p1, TCONS_00000383.p1, TCONS_00012274.p1, TCONS_00012275.p1, TCONS_00021619.p1
OG0001062	LYTVA_17131, LYTVA_15828	TCONS_00052698.p1
OG0001063	LYTVA_19095	TCONS_00012059.p1
OG0001063	LYTVA_07378, LYTVA_27583	TCONS_00011029.p1, TCONS_00011028.p1
OG0001064	LYTVA_11261	TCONS_00007880.p1, TCONS_00009073.p1, TCONS_00007882.p1, TCONS_00037695.p1, TCONS_00037693.p1, TCONS_00013494.p1, TCONS_00009075.p1
OG0001065	LYTVA_23523	TCONS_00009871.p1
OG0001067	LYTVA_25739, LYTVA_17028	TCONS_00011882.p1, TCONS_00015227.p1, TCONS_00015228.p1, TCONS_00015226.p1, TCONS_00037969.p1, TCONS_00037967.p1, TCONS_00037919.p1, TCONS_00037966.p1, TCONS_00037921.p1, TCONS_00052635.p1, TCONS_00052634.p1, TCONS_00053727.p1, TCONS_00011796.p1
OG0001068	LYTVA_12120	TCONS_00051881.p1
OG0001072	LYTVA_21778	TCONS_00004835.p1, TCONS_00004857.p1
OG0001072	LYTVA_21225	TCONS_00005572.p1, TCONS_00005559.p1
OG0001073	LYTVA_18221	TCONS_00042907.p1
OG0001075	LYTVA_24384	TCONS_00018554.p1, TCONS_00056425.p1, TCONS_00056424.p1, TCONS_00056414.p1, TCONS_00056417.p1, TCONS_00056418.p1, TCONS_00056419.p1, TCONS_00056421.p1, TCONS_00056428.p1, TCONS_00056427.p1, TCONS_00055256.p1
OG0001076	LYTVA_12589	TCONS_00043600.p1
OG0001077	LYTVA_07624	TCONS_00057143.p1
OG0001077	LYTVA_20896	TCONS_00055933.p1, TCONS_00055932.p1, TCONS_00057137.p1, TCONS_00055931.p1
OG0001078	LYTVA_23690, LYTVA_03209	TCONS_00023347.p1, TCONS_00023220.p1, TCONS_00023380.p1
OG0001079	LYTVA_13000	TCONS_00047466.p1
OG0001080	LYTVA_00946	TCONS_00055708.p1
OG0001080	LYTVA_26032	TCONS_00014559.p1
OG0001081	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917	TCONS_00008546.p1
OG0001082	LYTVA_06685	TCONS_00056645.p1, TCONS_00056648.p1
OG0001082	LYTVA_11262	TCONS_00020164.p1
OG0001083	LYTVA_15288	TCONS_00027737.p1
OG0001085	LYTVA_28264	TCONS_00048306.p1
OG0001086	LYTVA_27406	TCONS_00012169.p1
OG0001088	LYTVA_21777	TCONS_00005526.p1
OG0001089	LYTVA_22672	TCONS_00034770.p1, TCONS_00034704.p1
OG0001092	LYTVA_21143	TCONS_00043827.p1
OG0001093	LYTVA_20171	TCONS_00003654.p1
OG0001095	LYTVA_10435	TCONS_00019147.p1
OG0001101	LYTVA_28690	TCONS_00047616.p1
OG0001102	LYTVA_04384	TCONS_00010405.p1
OG0001102	LYTVA_27846, LYTVA_04692	TCONS_00019241.p1, TCONS_00000169.p1
OG0001103	LYTVA_19234	TCONS_00004021.p1, TCONS_00022222.p1
OG0001103	LYTVA_29667, LYTVA_02741	TCONS_00017240.p1
OG0001104	LYTVA_25180	TCONS_00032893.p1
OG0001105	LYTVA_23898	TCONS_00033553.p1
OG0001105	LYTVA_09939	TCONS_00013124.p1
OG0001105	LYTVA_05998, LYTVA_00852	TCONS_00003491.p1
OG0001106	LYTVA_04820	TCONS_00028411.p1
OG0001106	LYTVA_25189	TCONS_00048126.p1, TCONS_00049465.p1
OG0001109	LYTVA_21949	TCONS_00043148.p1, TCONS_00041764.p1, TCONS_00043474.p1, TCONS_00043476.p1
OG0001110	LYTVA_06257	TCONS_00015372.p1
OG0001111	LYTVA_13217	TCONS_00009762.p1
OG0001112	LYTVA_07658	TCONS_00021573.p1
OG0001113	LYTVA_28836	TCONS_00043824.p1
OG0001114	LYTVA_21386	TCONS_00031876.p1
OG0001115	LYTVA_02273	TCONS_00027809.p1, TCONS_00026894.p1
OG0001115	LYTVA_24204	TCONS_00004061.p1
OG0001117	LYTVA_11481	TCONS_00038070.p1
OG0001118	LYTVA_14256	TCONS_00024047.p1, TCONS_00024061.p1
OG0001119	LYTVA_05961	TCONS_00018228.p1
OG0001120	LYTVA_08711	TCONS_00020661.p1
OG0001121	LYTVA_15718	TCONS_00001552.p1
OG0001122	LYTVA_10807	TCONS_00007633.p1
OG0001123	LYTVA_01308	TCONS_00032914.p1, TCONS_00032917.p1, TCONS_00032918.p1, TCONS_00032915.p1, TCONS_00033283.p1
OG0001123	LYTVA_01705, LYTVA_12884	TCONS_00005609.p1
OG0001124	LYTVA_16535	TCONS_00014549.p1
OG0001124	LYTVA_12081	TCONS_00020701.p1
OG0001125	LYTVA_21515	TCONS_00017881.p1, TCONS_00016819.p1
OG0001126	LYTVA_20544	TCONS_00021077.p1
OG0001126	LYTVA_13765	TCONS_00049380.p1, TCONS_00049391.p1
OG0001127	LYTVA_20907	TCONS_00055346.p1
OG0001129	LYTVA_14702	TCONS_00007656.p1
OG0001130	LYTVA_08958	TCONS_00028134.p1
OG0001132	LYTVA_01795	TCONS_00028117.p1, TCONS_00028105.p1
OG0001133	LYTVA_21722	TCONS_00015242.p1
OG0001133	LYTVA_13505, LYTVA_08035	TCONS_00053218.p1
OG0001134	LYTVA_23641	TCONS_00012314.p1
OG0001137	LYTVA_08712	TCONS_00009779.p1
OG0001138	LYTVA_06752	TCONS_00020566.p1
OG0001139	LYTVA_17543	TCONS_00028367.p1, TCONS_00025127.p1
OG0001141	LYTVA_29978, LYTVA_25914, LYTVA_10307	TCONS_00028439.p1
OG0001142	LYTVA_17988	TCONS_00017195.p1
OG0001143	LYTVA_01170	TCONS_00020217.p1
OG0001144	LYTVA_24625	TCONS_00038647.p1
OG0001146	LYTVA_06824	TCONS_00050566.p1
OG0001147	LYTVA_16424	TCONS_00007467.p1, TCONS_00007463.p1, TCONS_00039861.p1
OG0001149	LYTVA_04169, LYTVA_25161	TCONS_00015791.p1
OG0001154	LYTVA_03832, LYTVA_17301	TCONS_00038249.p1
OG0001155	LYTVA_05140	TCONS_00053982.p1
OG0001155	LYTVA_22105	TCONS_00004663.p1
OG0001156	LYTVA_22449	TCONS_00055858.p1
OG0001158	LYTVA_13180	TCONS_00008068.p1
OG0001158	LYTVA_17437	TCONS_00051859.p1
OG0001159	LYTVA_23740	TCONS_00018547.p1
OG0001160	LYTVA_26964	TCONS_00025396.p1, TCONS_00025758.p1, TCONS_00025797.p1
OG0001161	LYTVA_10014	TCONS_00032840.p1
OG0001162	LYTVA_28314, LYTVA_24093	TCONS_00034837.p1, TCONS_00018831.p1
OG0001163	LYTVA_24878, LYTVA_28270	TCONS_00030259.p1, TCONS_00030251.p1
OG0001164	LYTVA_05648, LYTVA_28276, LYTVA_05650	TCONS_00006590.p1
OG0001165	LYTVA_04541, LYTVA_04542	TCONS_00018323.p1
OG0001165	LYTVA_17460, LYTVA_14088	TCONS_00022892.p1
OG0001166	LYTVA_02438	TCONS_00041896.p1
OG0001167	LYTVA_19097	TCONS_00009697.p1
OG0001168	LYTVA_03414	TCONS_00007095.p1
OG0001169	LYTVA_06902	TCONS_00043015.p1, TCONS_00041677.p1, TCONS_00043014.p1
OG0001170	LYTVA_06397, LYTVA_13191	TCONS_00002129.p1
OG0001171	LYTVA_23053	TCONS_00046615.p1
OG0001172	LYTVA_22652	TCONS_00003400.p1, TCONS_00004388.p1
OG0001172	LYTVA_29661	TCONS_00004384.p1
OG0001173	LYTVA_24626	TCONS_00036061.p1
OG0001173	LYTVA_22071	TCONS_00032255.p1, TCONS_00041393.p1, TCONS_00041405.p1, TCONS_00031645.p1, TCONS_00032984.p1, TCONS_00041419.p1, TCONS_00032249.p1, TCONS_00032256.p1
OG0001174	LYTVA_22335	TCONS_00049059.p1
OG0001175	LYTVA_13142, LYTVA_20054	TCONS_00018800.p1
OG0001176	LYTVA_24712, LYTVA_24713	TCONS_00031061.p1
OG0001177	LYTVA_07494	TCONS_00031042.p1
OG0001177	LYTVA_26801	TCONS_00016810.p1
OG0001177	LYTVA_03786	TCONS_00031043.p1, TCONS_00031052.p1
OG0001178	LYTVA_02324	TCONS_00052837.p1
OG0001178	LYTVA_25867	TCONS_00021368.p1
OG0001179	LYTVA_26628	TCONS_00007366.p1, TCONS_00007365.p1, TCONS_00007363.p1, TCONS_00007362.p1, TCONS_00007361.p1
OG0001179	LYTVA_09673	TCONS_00007757.p1
OG0001180	LYTVA_29855, LYTVA_01176, LYTVA_29854, LYTVA_29850, LYTVA_29852	TCONS_00029840.p1
OG0001181	LYTVA_10373	TCONS_00056617.p1
OG0001182	LYTVA_26540, LYTVA_26537, LYTVA_12465, LYTVA_26539	TCONS_00053877.p1, TCONS_00052901.p1, TCONS_00052905.p1, TCONS_00053963.p1, TCONS_00052902.p1, TCONS_00052904.p1, TCONS_00052903.p1, TCONS_00020387.p1, TCONS_00013737.p1
OG0001184	LYTVA_02863, LYTVA_18281	TCONS_00015015.p1, TCONS_00015016.p1
OG0001184	LYTVA_26638, LYTVA_24278	TCONS_00027741.p1
OG0001186	LYTVA_28926	TCONS_00018904.p1
OG0001186	LYTVA_01688	TCONS_00008504.p1
OG0001187	LYTVA_15913	TCONS_00044051.p1
OG0001188	LYTVA_25404	TCONS_00009642.p1
OG0001190	LYTVA_06830	TCONS_00051568.p1
OG0001196	LYTVA_03677	TCONS_00041502.p1, TCONS_00049985.p1, TCONS_00035251.p1
OG0001197	LYTVA_08630	TCONS_00010219.p1
OG0001198	LYTVA_09572, LYTVA_09571	TCONS_00037978.p1
OG0001199	LYTVA_28061	TCONS_00001138.p1
OG0001199	LYTVA_13204	TCONS_00018814.p1, TCONS_00005842.p1
OG0001200	LYTVA_14849, LYTVA_18532, LYTVA_26385	TCONS_00011494.p1
OG0001201	LYTVA_16866, LYTVA_02039	TCONS_00008587.p1
