Orthogroup	LYTVA_ok	CAEEL
OG0000373	LYTVA_11109	CAEEL15442, CAEEL15129, CAEEL10313, CAEEL08693, CAEEL00731, CAEEL00550, CAEEL14746, CAEEL12229, CAEEL14071, CAEEL05508, CAEEL05560, CAEEL16400, CAEEL10659
OG0000374	LYTVA_17909	CAEEL04637
OG0000375	LYTVA_07238	CAEEL04597, CAEEL18446
OG0000378	LYTVA_03257	CAEEL01589
OG0000378	LYTVA_02110	CAEEL18606
OG0000382	LYTVA_02944	CAEEL10275
OG0000385	LYTVA_24174, LYTVA_28777, LYTVA_02510, LYTVA_20464, LYTVA_23283, LYTVA_21446	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992
OG0000389	LYTVA_09557	CAEEL08944, CAEEL11888
OG0000391	LYTVA_06760	CAEEL03981, CAEEL10348, CAEEL18760
OG0000391	LYTVA_14419, LYTVA_18771	CAEEL07480, CAEEL01186
OG0000393	LYTVA_18987	CAEEL11594
OG0000393	LYTVA_29904	CAEEL00138
OG0000395	LYTVA_12387	CAEEL11086
OG0000399	LYTVA_10214	CAEEL12746
OG0000399	LYTVA_23258	CAEEL18399
OG0000399	LYTVA_10216	CAEEL01136
OG0000400	LYTVA_00063	CAEEL01024
OG0000401	LYTVA_03050, LYTVA_06551, LYTVA_17743, LYTVA_12806	CAEEL07254
OG0000402	LYTVA_17451, LYTVA_17450	CAEEL09914, CAEEL09915
OG0000404	LYTVA_11246	CAEEL04503
OG0000404	LYTVA_12143	CAEEL20480
OG0000405	LYTVA_02873	CAEEL01740
OG0000409	LYTVA_04867, LYTVA_17260, LYTVA_24503	CAEEL09896
OG0000409	LYTVA_29459	CAEEL15456, CAEEL10905, CAEEL20533, CAEEL10710
OG0000411	LYTVA_28501	CAEEL02373
OG0000412	LYTVA_01548, LYTVA_08305	CAEEL11655
OG0000412	LYTVA_13235	CAEEL20650
OG0000413	LYTVA_30013	CAEEL15525
OG0000413	LYTVA_27164	CAEEL18945
OG0000417	LYTVA_29032	CAEEL09343, CAEEL20198, CAEEL19199, CAEEL11109
OG0000424	LYTVA_23549, LYTVA_05964, LYTVA_25545, LYTVA_03567	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478
OG0000425	LYTVA_08575, LYTVA_01661, LYTVA_16295	CAEEL13865, CAEEL13864
OG0000426	LYTVA_06898	CAEEL19943
OG0000426	LYTVA_28523, LYTVA_10466	CAEEL20473
OG0000427	LYTVA_16595, LYTVA_19896	CAEEL05100
OG0000429	LYTVA_08351, LYTVA_05078	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624
OG0000430	LYTVA_27077, LYTVA_02945, LYTVA_20340	CAEEL14592, CAEEL00514
OG0000431	LYTVA_04640	CAEEL07320
OG0000432	LYTVA_08315	CAEEL05840, CAEEL08239
OG0000433	LYTVA_26219	CAEEL18122
OG0000433	LYTVA_06955	CAEEL00915, CAEEL00914
OG0000436	LYTVA_24029, LYTVA_21248	CAEEL08451, CAEEL08483, CAEEL08086
OG0000442	LYTVA_03518	CAEEL10760
OG0000443	LYTVA_07561	CAEEL07750
OG0000444	LYTVA_22417, LYTVA_07815	CAEEL18555
OG0000444	LYTVA_19323	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670
OG0000446	LYTVA_21122	CAEEL08845
OG0000447	LYTVA_12231	CAEEL07754, CAEEL07753
OG0000450	LYTVA_17101	CAEEL09221
OG0000452	LYTVA_06720, LYTVA_26610	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373
OG0000456	LYTVA_12080, LYTVA_14366, LYTVA_04748, LYTVA_04742, LYTVA_17006, LYTVA_27347	CAEEL11325
OG0000461	LYTVA_27812	CAEEL06628
OG0000463	LYTVA_20402, LYTVA_25915, LYTVA_18875, LYTVA_06079	CAEEL00961
OG0000466	LYTVA_24394	CAEEL16090
OG0000467	LYTVA_22913	CAEEL10426, CAEEL00823
OG0000468	LYTVA_29019, LYTVA_11992, LYTVA_25362, LYTVA_17846, LYTVA_25959, LYTVA_07913, LYTVA_09600	CAEEL05744
OG0000469	LYTVA_00030	CAEEL09645
OG0000470	LYTVA_08829	CAEEL01892
OG0000470	LYTVA_28529	CAEEL15886
OG0000475	LYTVA_01549	CAEEL00594, CAEEL00593
OG0000476	LYTVA_25122	CAEEL20693, CAEEL00887
OG0000476	LYTVA_13391	CAEEL13996, CAEEL04770
OG0000477	LYTVA_20782	CAEEL19743
OG0000478	LYTVA_03492	CAEEL16147
OG0000478	LYTVA_19338	CAEEL11281
OG0000479	LYTVA_06137, LYTVA_28172	CAEEL02339
OG0000479	LYTVA_05897	CAEEL09202
OG0000480	LYTVA_20914, LYTVA_03386, LYTVA_28708, LYTVA_06044, LYTVA_27796, LYTVA_11906, LYTVA_02506, LYTVA_19363	CAEEL10994, CAEEL19312, CAEEL11292
OG0000481	LYTVA_09160	CAEEL09089, CAEEL09097
OG0000481	LYTVA_03656	CAEEL07158
OG0000482	LYTVA_19516	CAEEL12763
OG0000482	LYTVA_27236, LYTVA_29735	CAEEL16609
OG0000484	LYTVA_07250	CAEEL04965, CAEEL04966
OG0000485	LYTVA_18258	CAEEL19088, CAEEL15576
OG0000486	LYTVA_11725, LYTVA_25120, LYTVA_29743, LYTVA_02899	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738
OG0000487	LYTVA_10942	CAEEL16728, CAEEL12342
OG0000488	LYTVA_08628	CAEEL04678, CAEEL04681, CAEEL04679
OG0000490	LYTVA_11400	CAEEL00687, CAEEL19730
OG0000491	LYTVA_10685, LYTVA_06011	CAEEL07820
OG0000495	LYTVA_25605, LYTVA_24473, LYTVA_18087	CAEEL07186
OG0000496	LYTVA_09688	CAEEL01836
OG0000497	LYTVA_10382	CAEEL11475, CAEEL02002
OG0000497	LYTVA_04632	CAEEL19219
OG0000503	LYTVA_17922, LYTVA_19324	CAEEL18781, CAEEL18780
OG0000503	LYTVA_12188	CAEEL01216
OG0000504	LYTVA_02960	CAEEL11210
OG0000506	LYTVA_28601	CAEEL18864
OG0000508	LYTVA_12099	CAEEL07260
OG0000510	LYTVA_19046, LYTVA_02807, LYTVA_16080	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413
OG0000513	LYTVA_03566	CAEEL00380
OG0000514	LYTVA_15398	CAEEL07294, CAEEL18391
OG0000519	LYTVA_06076, LYTVA_05363, LYTVA_05364, LYTVA_13323	CAEEL01270
OG0000520	LYTVA_00781, LYTVA_18628	CAEEL07490
OG0000521	LYTVA_05276	CAEEL11532
OG0000521	LYTVA_03547	CAEEL14050
OG0000523	LYTVA_00966	CAEEL07536, CAEEL13092
OG0000524	LYTVA_27652	CAEEL17529
OG0000525	LYTVA_27355	CAEEL19149
OG0000525	LYTVA_20949	CAEEL19113
OG0000528	LYTVA_22002	CAEEL17966
OG0000529	LYTVA_23159	CAEEL14327
OG0000530	LYTVA_01074	CAEEL05713, CAEEL05714
OG0000534	LYTVA_09901, LYTVA_21092	CAEEL06960
OG0000535	LYTVA_16804	CAEEL18521
OG0000537	LYTVA_04641	CAEEL20692
OG0000538	LYTVA_19552	CAEEL07439
OG0000542	LYTVA_16634	CAEEL15478
OG0000545	LYTVA_08840	CAEEL14386
OG0000548	LYTVA_06015	CAEEL10591, CAEEL10590
OG0000549	LYTVA_22278	CAEEL05133, CAEEL12072
OG0000549	LYTVA_02950, LYTVA_20710, LYTVA_27983	CAEEL18719, CAEEL18720
OG0000550	LYTVA_10848, LYTVA_27069	CAEEL11841
OG0000551	LYTVA_09908, LYTVA_12970, LYTVA_25441, LYTVA_01943, LYTVA_20915, LYTVA_09909	CAEEL05226
OG0000560	LYTVA_26084, LYTVA_16607, LYTVA_16609, LYTVA_20278, LYTVA_28476, LYTVA_01495	CAEEL00689
OG0000562	LYTVA_01419	CAEEL12354
OG0000563	LYTVA_08446, LYTVA_08447, LYTVA_00186	CAEEL10514
OG0000563	LYTVA_03052, LYTVA_07652, LYTVA_11594, LYTVA_14329, LYTVA_18410, LYTVA_14185, LYTVA_14184, LYTVA_03057, LYTVA_03056, LYTVA_01124, LYTVA_21200	CAEEL07864
OG0000565	LYTVA_01862, LYTVA_07046, LYTVA_01851	CAEEL03314, CAEEL00611, CAEEL00610, CAEEL01204
OG0000566	LYTVA_16321, LYTVA_16285	CAEEL15091
OG0000567	LYTVA_12299	CAEEL02967
OG0000567	LYTVA_13542, LYTVA_02323	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491
OG0000569	LYTVA_23831, LYTVA_08037, LYTVA_27627, LYTVA_09118, LYTVA_20786, LYTVA_21040, LYTVA_01796	CAEEL13456, CAEEL13683, CAEEL13676, CAEEL13675
OG0000573	LYTVA_17570	CAEEL05940
OG0000574	LYTVA_26701	CAEEL19269
OG0000574	LYTVA_10809	CAEEL18789, CAEEL19638, CAEEL19639
OG0000575	LYTVA_27938	CAEEL12522
OG0000576	LYTVA_26208	CAEEL06802
OG0000578	LYTVA_22088	CAEEL16491, CAEEL16492, CAEEL16490
OG0000579	LYTVA_05380	CAEEL11246, CAEEL09670, CAEEL09822
OG0000580	LYTVA_27127, LYTVA_01329, LYTVA_15310	CAEEL19061
OG0000580	LYTVA_17855, LYTVA_06002	CAEEL06306
OG0000581	LYTVA_01246	CAEEL15703
OG0000581	LYTVA_20217, LYTVA_20223	CAEEL14055, CAEEL14054
OG0000582	LYTVA_16729	CAEEL19553, CAEEL19552
OG0000583	LYTVA_02410	CAEEL01762, CAEEL01763
OG0000584	LYTVA_24718	CAEEL04633, CAEEL05854, CAEEL04153, CAEEL04154, CAEEL06443
OG0000586	LYTVA_28319	CAEEL05852
OG0000587	LYTVA_14343, LYTVA_26577	CAEEL14207
OG0000587	LYTVA_09394	CAEEL18702
OG0000588	LYTVA_02313	CAEEL05897
OG0000589	LYTVA_27829	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281
OG0000590	LYTVA_12360	CAEEL01780
OG0000591	LYTVA_18700	CAEEL19878
OG0000591	LYTVA_26896	CAEEL18367
OG0000592	LYTVA_06892	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244
OG0000594	LYTVA_12514	CAEEL11331
OG0000597	LYTVA_08995, LYTVA_09001	CAEEL08741
OG0000600	LYTVA_30191	CAEEL02285, CAEEL02284
OG0000602	LYTVA_06542, LYTVA_02334, LYTVA_28424	CAEEL20599
OG0000603	LYTVA_12055	CAEEL15474
OG0000604	LYTVA_15560	CAEEL14390
OG0000609	LYTVA_12338, LYTVA_28306, LYTVA_08875	CAEEL11904
OG0000611	LYTVA_07188	CAEEL08225
OG0000611	LYTVA_21486	CAEEL09831
OG0000612	LYTVA_17035	CAEEL07651
OG0000612	LYTVA_18667	CAEEL06875
OG0000613	LYTVA_03903	CAEEL14429, CAEEL16442
OG0000614	LYTVA_08490	CAEEL16724
OG0000615	LYTVA_29719	CAEEL19705
OG0000616	LYTVA_14032	CAEEL19744
OG0000619	LYTVA_00565	CAEEL02635
OG0000623	LYTVA_05482	CAEEL16178, CAEEL06411
OG0000623	LYTVA_02662	CAEEL16276
OG0000624	LYTVA_17510, LYTVA_30177, LYTVA_22160, LYTVA_15747	CAEEL08547
OG0000625	LYTVA_10178	CAEEL18539
OG0000627	LYTVA_13220	CAEEL01126
OG0000636	LYTVA_29351	CAEEL19659
OG0000637	LYTVA_16274, LYTVA_17765, LYTVA_13438, LYTVA_07736	CAEEL18181
OG0000639	LYTVA_07276	CAEEL00195
OG0000639	LYTVA_20363, LYTVA_03919	CAEEL00077
OG0000642	LYTVA_04785	CAEEL04693
OG0000645	LYTVA_28374	CAEEL02916
OG0000646	LYTVA_01801, LYTVA_17076	CAEEL06213, CAEEL06212
OG0000647	LYTVA_09133, LYTVA_17054, LYTVA_07018, LYTVA_08785	CAEEL14095, CAEEL17996
OG0000648	LYTVA_04746	CAEEL05737
OG0000649	LYTVA_10245	CAEEL08770
OG0000651	LYTVA_21211	CAEEL08479
OG0000652	LYTVA_09743	CAEEL09392, CAEEL09393
OG0000653	LYTVA_17085	CAEEL20136
OG0000654	LYTVA_28826	CAEEL00509
OG0000657	LYTVA_09519, LYTVA_08984, LYTVA_11565, LYTVA_11564, LYTVA_09513	CAEEL01693
OG0000660	LYTVA_18194	CAEEL06994
OG0000660	LYTVA_29081	CAEEL01886
OG0000662	LYTVA_10468, LYTVA_18798	CAEEL07265
OG0000662	LYTVA_15423	CAEEL20546
OG0000663	LYTVA_05261, LYTVA_03273	CAEEL07269
OG0000664	LYTVA_13239	CAEEL10897, CAEEL10896
OG0000664	LYTVA_20056	CAEEL00118, CAEEL00117
OG0000665	LYTVA_06571, LYTVA_07973, LYTVA_29574	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744
OG0000666	LYTVA_07805	CAEEL11143
OG0000670	LYTVA_25988	CAEEL01804, CAEEL20294
OG0000671	LYTVA_27723, LYTVA_27726, LYTVA_01396	CAEEL20492, CAEEL02522
OG0000672	LYTVA_02177	CAEEL07948, CAEEL07943
OG0000672	LYTVA_03099	CAEEL00089, CAEEL00988
OG0000674	LYTVA_07878	CAEEL01995
OG0000676	LYTVA_14394, LYTVA_22046	CAEEL18677, CAEEL18678
OG0000678	LYTVA_00388	CAEEL19275
OG0000680	LYTVA_10018, LYTVA_10016, LYTVA_20352	CAEEL01896
OG0000681	LYTVA_24742, LYTVA_06870	CAEEL20557
OG0000682	LYTVA_10303	CAEEL18765
OG0000683	LYTVA_03132	CAEEL18608
OG0000683	LYTVA_12146	CAEEL02948, CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944
OG0000684	LYTVA_20362	CAEEL11185
OG0000688	LYTVA_06802	CAEEL04340
OG0000690	LYTVA_01411, LYTVA_23445	CAEEL02355, CAEEL16430
OG0000690	LYTVA_06618, LYTVA_16355	CAEEL05043
OG0000691	LYTVA_25156	CAEEL17188
OG0000692	LYTVA_10854	CAEEL05111, CAEEL03292
OG0000692	LYTVA_29544	CAEEL01603
OG0000693	LYTVA_30080	CAEEL03253, CAEEL03254
OG0000694	LYTVA_26928	CAEEL18784, CAEEL02081, CAEEL02961
OG0000696	LYTVA_10486, LYTVA_16853	CAEEL19612
OG0000697	LYTVA_14530	CAEEL10883
OG0000702	LYTVA_26549	CAEEL01313
OG0000709	LYTVA_04267, LYTVA_11324	CAEEL11350, CAEEL18734, CAEEL12228, CAEEL16334, CAEEL20586, CAEEL11767
OG0000709	LYTVA_29562	CAEEL01769
OG0000711	LYTVA_01208	CAEEL04946
OG0000711	LYTVA_21399	CAEEL03027
OG0000712	LYTVA_18517	CAEEL07921
OG0000713	LYTVA_09013, LYTVA_02431, LYTVA_12442, LYTVA_04232, LYTVA_09172	CAEEL15727
OG0000715	LYTVA_20155	CAEEL07310, CAEEL07309
OG0000716	LYTVA_00845, LYTVA_04024	CAEEL00463
OG0000717	LYTVA_13980, LYTVA_12572	CAEEL20044, CAEEL07958
OG0000718	LYTVA_29448	CAEEL16052
OG0000721	LYTVA_10906	CAEEL07780
OG0000721	LYTVA_26688	CAEEL00853
OG0000722	LYTVA_26452	CAEEL16439
OG0000724	LYTVA_01400	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753
OG0000726	LYTVA_10101	CAEEL08988, CAEEL08987
OG0000730	LYTVA_01756	CAEEL06720
OG0000730	LYTVA_26781, LYTVA_01238	CAEEL06574
OG0000731	LYTVA_25013	CAEEL18982
OG0000732	LYTVA_19768	CAEEL02711
OG0000733	LYTVA_09286	CAEEL17006
OG0000733	LYTVA_18704	CAEEL15524
OG0000734	LYTVA_02652	CAEEL18835
OG0000735	LYTVA_27173	CAEEL14834, CAEEL14835
OG0000736	LYTVA_27996	CAEEL09174
OG0000737	LYTVA_18640	CAEEL06154, CAEEL04487, CAEEL04486
OG0000740	LYTVA_20629	CAEEL18076
OG0000740	LYTVA_24783, LYTVA_24786	CAEEL18356
OG0000744	LYTVA_11555, LYTVA_11561, LYTVA_20158	CAEEL01254
OG0000745	LYTVA_17679	CAEEL12683, CAEEL06489
OG0000747	LYTVA_10977, LYTVA_24505, LYTVA_11278	CAEEL02279
OG0000749	LYTVA_19774	CAEEL11624, CAEEL14107
OG0000751	LYTVA_23339	CAEEL09020
OG0000752	LYTVA_18382	CAEEL07346
OG0000752	LYTVA_07800	CAEEL04370
OG0000753	LYTVA_08519, LYTVA_11275	CAEEL17415
OG0000755	LYTVA_15623, LYTVA_07352	CAEEL01302
OG0000757	LYTVA_25030	CAEEL20030
OG0000759	LYTVA_17588	CAEEL20475, CAEEL16710
OG0000761	LYTVA_21617	CAEEL19698
OG0000762	LYTVA_23402	CAEEL02671
OG0000763	LYTVA_06804	CAEEL01521, CAEEL01520, CAEEL01519
OG0000765	LYTVA_14871	CAEEL08924, CAEEL20292
OG0000766	LYTVA_09454, LYTVA_03504	CAEEL01660
OG0000767	LYTVA_25551	CAEEL15327, CAEEL15326
OG0000774	LYTVA_03484	CAEEL08377
OG0000774	LYTVA_13838	CAEEL12020, CAEEL14163, CAEEL12021
OG0000775	LYTVA_27239, LYTVA_10620	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550
OG0000776	LYTVA_24103, LYTVA_22432, LYTVA_27701	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206
OG0000777	LYTVA_13243, LYTVA_28245	CAEEL19291
OG0000778	LYTVA_14479	CAEEL04054
OG0000779	LYTVA_16614, LYTVA_13236	CAEEL01706
OG0000780	LYTVA_22148, LYTVA_16079	CAEEL00305
OG0000782	LYTVA_07281	CAEEL01741
OG0000783	LYTVA_22569	CAEEL08524
OG0000784	LYTVA_25520	CAEEL19472
OG0000786	LYTVA_01139, LYTVA_01143	CAEEL06097
OG0000787	LYTVA_15690	CAEEL10362
OG0000788	LYTVA_13146	CAEEL04328, CAEEL04329, CAEEL04327
OG0000791	LYTVA_30188	CAEEL09121
OG0000792	LYTVA_19622	CAEEL06858, CAEEL06859
OG0000793	LYTVA_16504	CAEEL00246
OG0000794	LYTVA_18203	CAEEL14272, CAEEL13170
OG0000796	LYTVA_09458	CAEEL18138
OG0000797	LYTVA_21230	CAEEL11404
OG0000798	LYTVA_20461, LYTVA_26245	CAEEL08562, CAEEL08561
OG0000800	LYTVA_29348, LYTVA_28470	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396
OG0000801	LYTVA_25443	CAEEL00950
OG0000803	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598	CAEEL18447
OG0000810	LYTVA_24721, LYTVA_23360	CAEEL00977
OG0000814	LYTVA_14186, LYTVA_14182	CAEEL07659, CAEEL07658
OG0000814	LYTVA_21141	CAEEL11834, CAEEL05113
OG0000817	LYTVA_09679	CAEEL08608
OG0000817	LYTVA_10096	CAEEL09272
OG0000818	LYTVA_05278	CAEEL08212
OG0000819	LYTVA_27608	CAEEL09262
OG0000826	LYTVA_22022, LYTVA_18010	CAEEL04414
OG0000828	LYTVA_04924	CAEEL01170
OG0000828	LYTVA_16052	CAEEL14806
OG0000833	LYTVA_23899	CAEEL05439
OG0000836	LYTVA_01338	CAEEL01665
OG0000837	LYTVA_06689, LYTVA_07593, LYTVA_20841, LYTVA_20846	CAEEL19270, CAEEL07955
OG0000838	LYTVA_01535, LYTVA_02107	CAEEL12737
OG0000842	LYTVA_06739	CAEEL11884
OG0000844	LYTVA_20301	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848
OG0000847	LYTVA_21656	CAEEL07299
OG0000848	LYTVA_08342	CAEEL07927
OG0000848	LYTVA_05722, LYTVA_29062	CAEEL08378
OG0000849	LYTVA_12639, LYTVA_10091	CAEEL04333
OG0000850	LYTVA_06441, LYTVA_26189, LYTVA_27854	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935
OG0000851	LYTVA_23092	CAEEL08745
OG0000852	LYTVA_26709, LYTVA_24264, LYTVA_29382, LYTVA_07531	CAEEL08255
OG0000857	LYTVA_21736	CAEEL04547
OG0000860	LYTVA_09223	CAEEL09321, CAEEL18240
OG0000867	LYTVA_11626	CAEEL18894, CAEEL20247
OG0000869	LYTVA_01155	CAEEL04762
OG0000869	LYTVA_03148	CAEEL04725
OG0000870	LYTVA_16272, LYTVA_16273, LYTVA_22784	CAEEL05330
OG0000874	LYTVA_06181	CAEEL03105
OG0000875	LYTVA_01072, LYTVA_12521	CAEEL08184, CAEEL12416
OG0000876	LYTVA_02114	CAEEL00773, CAEEL00774
OG0000877	LYTVA_15271	CAEEL14736, CAEEL01576, CAEEL15069, CAEEL11424, CAEEL10392, CAEEL07961, CAEEL14735, CAEEL06683, CAEEL20717
OG0000879	LYTVA_08681	CAEEL07550
OG0000888	LYTVA_24269	CAEEL00418
OG0000889	LYTVA_27694, LYTVA_27693	CAEEL09857, CAEEL09856
OG0000893	LYTVA_27628	CAEEL05208
OG0000894	LYTVA_19786	CAEEL20455
OG0000896	LYTVA_29831	CAEEL17889
OG0000899	LYTVA_16229	CAEEL06745
OG0000904	LYTVA_15877, LYTVA_15876	CAEEL10501
OG0000905	LYTVA_15702, LYTVA_23197	CAEEL09890
OG0000908	LYTVA_03069	CAEEL09910
OG0000909	LYTVA_20165, LYTVA_23767	CAEEL00966
OG0000913	LYTVA_02832	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435
OG0000914	LYTVA_26358	CAEEL08534, CAEEL08535
OG0000915	LYTVA_03342	CAEEL11744
OG0000921	LYTVA_14375	CAEEL05986
OG0000923	LYTVA_21547	CAEEL00580
OG0000925	LYTVA_00188	CAEEL01239, CAEEL01153, CAEEL00968, CAEEL00439, CAEEL07058
OG0000927	LYTVA_21471	CAEEL20274
OG0000928	LYTVA_01217, LYTVA_23596	CAEEL00085
OG0000929	LYTVA_25470, LYTVA_01755	CAEEL02357
OG0000931	LYTVA_16224	CAEEL20467
OG0000933	LYTVA_06950, LYTVA_06948, LYTVA_13372	CAEEL13637
OG0000934	LYTVA_20397	CAEEL18567
OG0000937	LYTVA_07293, LYTVA_16904, LYTVA_20761, LYTVA_20760, LYTVA_05601, LYTVA_17661	CAEEL03545, CAEEL08180, CAEEL18220, CAEEL02758
OG0000944	LYTVA_08967	CAEEL08647, CAEEL08646
OG0000945	LYTVA_24430	CAEEL00537
OG0000946	LYTVA_25241, LYTVA_27130, LYTVA_17441	CAEEL05453
OG0000947	LYTVA_21967, LYTVA_02610	CAEEL07660
OG0000949	LYTVA_25907	CAEEL02872, CAEEL06438
OG0000951	LYTVA_06560	CAEEL00056
OG0000954	LYTVA_18195, LYTVA_05025	CAEEL05990
OG0000957	LYTVA_29537	CAEEL00119
OG0000963	LYTVA_11219	CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906
OG0000965	LYTVA_08512, LYTVA_30143, LYTVA_17394	CAEEL09524
OG0000965	LYTVA_12319	CAEEL02685
OG0000967	LYTVA_23088, LYTVA_06230, LYTVA_06235	CAEEL09409
OG0000969	LYTVA_21413, LYTVA_24552, LYTVA_21412, LYTVA_21065	CAEEL17140, CAEEL19686
OG0000970	LYTVA_26609	CAEEL12249
OG0000974	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617	CAEEL05136, CAEEL05137
OG0000976	LYTVA_04443	CAEEL12118
OG0000977	LYTVA_12206, LYTVA_10438, LYTVA_22167	CAEEL07521
OG0000979	LYTVA_01203, LYTVA_09230	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649
OG0000982	LYTVA_01090	CAEEL00871
OG0000984	LYTVA_20605	CAEEL00142
OG0000985	LYTVA_22922	CAEEL11989
OG0000987	LYTVA_29210	CAEEL18448
OG0000988	LYTVA_10317, LYTVA_11083	CAEEL12259, CAEEL12260, CAEEL05294
OG0000989	LYTVA_08033, LYTVA_23587, LYTVA_09009	CAEEL18561, CAEEL20721
OG0000992	LYTVA_01840	CAEEL04373
OG0000994	LYTVA_00968	CAEEL01877
OG0000994	LYTVA_25056	CAEEL05339, CAEEL08529
OG0000995	LYTVA_15991	CAEEL01961
OG0000997	LYTVA_29274, LYTVA_12640	CAEEL06202
OG0000998	LYTVA_29352, LYTVA_30148, LYTVA_09122, LYTVA_30152, LYTVA_30151, LYTVA_11443, LYTVA_03803	CAEEL11817
OG0000999	LYTVA_18147, LYTVA_26377, LYTVA_17675, LYTVA_00175	CAEEL12779, CAEEL06159
OG0001001	LYTVA_02181	CAEEL19402, CAEEL20405, CAEEL20234, CAEEL19403
OG0001002	LYTVA_01211	CAEEL07056, CAEEL14828, CAEEL19782, CAEEL15732
OG0001002	LYTVA_05551	CAEEL18911
OG0001004	LYTVA_04638, LYTVA_04637	CAEEL04943
OG0001005	LYTVA_12001, LYTVA_29339	CAEEL01384
OG0001006	LYTVA_30116	CAEEL08218, CAEEL00364, CAEEL10732
OG0001009	LYTVA_20690, LYTVA_03437, LYTVA_22507, LYTVA_22506	CAEEL20001
OG0001016	LYTVA_27385, LYTVA_23205	CAEEL09313
OG0001016	LYTVA_10008	CAEEL08789, CAEEL11986
OG0001018	LYTVA_08364	CAEEL00183
OG0001018	LYTVA_04534	CAEEL07047
OG0001022	LYTVA_29702, LYTVA_07313	CAEEL06254, CAEEL20075, CAEEL20775
OG0001023	LYTVA_29811	CAEEL05078
OG0001028	LYTVA_02453	CAEEL01212
OG0001029	LYTVA_00344	CAEEL01262
OG0001030	LYTVA_13104	CAEEL11812
OG0001031	LYTVA_13786	CAEEL12448
OG0001032	LYTVA_23396	CAEEL20070, CAEEL15717
OG0001034	LYTVA_22671, LYTVA_06987, LYTVA_06988, LYTVA_22670	CAEEL07054, CAEEL07055
OG0001035	LYTVA_04095, LYTVA_11486, LYTVA_01341	CAEEL07768
OG0001036	LYTVA_01189	CAEEL18611
OG0001037	LYTVA_07115	CAEEL18600
OG0001038	LYTVA_22592	CAEEL20450
OG0001039	LYTVA_28151	CAEEL08415
OG0001039	LYTVA_04517, LYTVA_01352	CAEEL10624
OG0001042	LYTVA_13445	CAEEL09943
OG0001050	LYTVA_04036, LYTVA_16457	CAEEL14076, CAEEL15706
OG0001053	LYTVA_05734	CAEEL09742
OG0001058	LYTVA_02007	CAEEL19015
OG0001059	LYTVA_00483	CAEEL00192
OG0001062	LYTVA_17131, LYTVA_15828	CAEEL08101
OG0001063	LYTVA_19095	CAEEL15713, CAEEL15714
OG0001063	LYTVA_07378, LYTVA_27583	CAEEL08167
OG0001065	LYTVA_14105	CAEEL00960, CAEEL15059
OG0001072	LYTVA_21778	CAEEL08406
OG0001075	LYTVA_24384	CAEEL11648, CAEEL18873
OG0001076	LYTVA_12589	CAEEL07541
OG0001078	LYTVA_23690, LYTVA_03209	CAEEL19295
OG0001079	LYTVA_13000	CAEEL10503
OG0001080	LYTVA_00946	CAEEL08359
OG0001082	LYTVA_06685	CAEEL19080, CAEEL19079, CAEEL09741
OG0001083	LYTVA_15288	CAEEL06682
