Orthogroup	LYTVA_ok	MOUSE
OG0000743	LYTVA_16365	MOUSE46007, MOUSE46009, MOUSE06274
OG0000744	LYTVA_11555, LYTVA_11561, LYTVA_20158	MOUSE11975, MOUSE11971, MOUSE11972, MOUSE11974, MOUSE11973, MOUSE11976, MOUSE29332, MOUSE29329, MOUSE29331, MOUSE29330, MOUSE29334, MOUSE29333, MOUSE29335, MOUSE28348, MOUSE28346, MOUSE28345, MOUSE28349, MOUSE28347, MOUSE11977
OG0000745	LYTVA_19578	MOUSE18764
OG0000746	LYTVA_30201, LYTVA_13755	MOUSE00209
OG0000748	LYTVA_10009	MOUSE05204
OG0000749	LYTVA_19774	MOUSE18217, MOUSE20120, MOUSE20122, MOUSE20121, MOUSE08204, MOUSE08206, MOUSE08207, MOUSE08203, MOUSE08205
OG0000750	LYTVA_18076	MOUSE08786, MOUSE08787, MOUSE03569, MOUSE03570, MOUSE03568
OG0000751	LYTVA_23339	MOUSE39754, MOUSE39752, MOUSE15496, MOUSE15495
OG0000752	LYTVA_18382	MOUSE21464
OG0000752	LYTVA_07800	MOUSE55217, MOUSE55218
OG0000753	LYTVA_08519	MOUSE27739, MOUSE27738
OG0000753	LYTVA_11275	MOUSE24295, MOUSE24293, MOUSE24296, MOUSE24294, MOUSE50919, MOUSE50920, MOUSE50917
OG0000755	LYTVA_15623, LYTVA_07352	MOUSE12361, MOUSE08954, MOUSE08955, MOUSE08952
OG0000757	LYTVA_25030	MOUSE46249, MOUSE46248
OG0000758	LYTVA_17208	MOUSE34388, MOUSE13666, MOUSE13663, MOUSE13662, MOUSE13667, MOUSE13664, MOUSE13661, MOUSE13658, MOUSE13659, MOUSE13668, MOUSE13665, MOUSE13660, MOUSE13669, MOUSE06777, MOUSE06779, MOUSE06780, MOUSE06778
OG0000759	LYTVA_17588	MOUSE26272, MOUSE26275, MOUSE26277, MOUSE26279, MOUSE26278, MOUSE35556, MOUSE35553, MOUSE35552, MOUSE35554, MOUSE23327, MOUSE23328
OG0000760	LYTVA_03938, LYTVA_24373	MOUSE41207, MOUSE11238, MOUSE41211, MOUSE41208, MOUSE41206, MOUSE41210, MOUSE41204, MOUSE41203, MOUSE41205, MOUSE41209, MOUSE11235, MOUSE11234, MOUSE11233, MOUSE11232, MOUSE11236
OG0000761	LYTVA_21617	MOUSE26055, MOUSE26056, MOUSE18487, MOUSE23696, MOUSE23693, MOUSE23695, MOUSE23694, MOUSE23692
OG0000762	LYTVA_23402	MOUSE14916, MOUSE14919, MOUSE14917, MOUSE26582, MOUSE26581, MOUSE26580, MOUSE26579, MOUSE26583, MOUSE39898, MOUSE39901, MOUSE39903, MOUSE39902, MOUSE39899, MOUSE39896, MOUSE39897
OG0000763	LYTVA_06804	MOUSE30407, MOUSE19448, MOUSE19447, MOUSE48537, MOUSE48539, MOUSE48536, MOUSE48535, MOUSE48538, MOUSE19449, MOUSE48540, MOUSE42999, MOUSE42998
OG0000764	LYTVA_12373	MOUSE31888
OG0000765	LYTVA_14871	MOUSE30890, MOUSE30889, MOUSE37512, MOUSE37513
OG0000766	LYTVA_09454, LYTVA_03504	MOUSE30247, MOUSE30246, MOUSE30245, MOUSE01575, MOUSE01574, MOUSE01576, MOUSE19531
OG0000767	LYTVA_25551	MOUSE27533, MOUSE27537, MOUSE27534, MOUSE28011, MOUSE28012
OG0000768	LYTVA_13832	MOUSE08553, MOUSE08555, MOUSE11226, MOUSE11225, MOUSE11227
OG0000774	LYTVA_03484	MOUSE32223, MOUSE32222
OG0000774	LYTVA_13838	MOUSE53571, MOUSE53570, MOUSE53576, MOUSE53579
OG0000775	LYTVA_27239, LYTVA_10620	MOUSE00528, MOUSE00529, MOUSE00525, MOUSE00526, MOUSE00527, MOUSE00524, MOUSE37373, MOUSE37372, MOUSE37371
OG0000777	LYTVA_13243, LYTVA_28245	MOUSE06130, MOUSE06129, MOUSE06128
OG0000778	LYTVA_14479	MOUSE29903, MOUSE29902, MOUSE35020
OG0000779	LYTVA_16614, LYTVA_13236	MOUSE25408, MOUSE25407, MOUSE25406
OG0000779	LYTVA_13810	MOUSE28614, MOUSE28615, MOUSE00255, MOUSE00256, MOUSE21545, MOUSE21544, MOUSE21543
OG0000780	LYTVA_22148	MOUSE07684
OG0000781	LYTVA_19280, LYTVA_28520, LYTVA_17666, LYTVA_28521, LYTVA_02597, LYTVA_15418, LYTVA_14822	MOUSE32206, MOUSE32205
OG0000782	LYTVA_07281	MOUSE01601, MOUSE19835, MOUSE19834, MOUSE19833, MOUSE30860, MOUSE30856, MOUSE30859, MOUSE30857, MOUSE51653, MOUSE51654, MOUSE51651
OG0000784	LYTVA_25520	MOUSE22854, MOUSE22853, MOUSE22852, MOUSE03597, MOUSE29436, MOUSE29124
OG0000786	LYTVA_15530, LYTVA_00077	MOUSE23571, MOUSE23570, MOUSE31093, MOUSE31089, MOUSE31090, MOUSE01056, MOUSE01055, MOUSE03857
OG0000787	LYTVA_15690	MOUSE47961, MOUSE47965, MOUSE47964, MOUSE47963, MOUSE47962, MOUSE09494, MOUSE09492, MOUSE09493, MOUSE09491, MOUSE00783, MOUSE00784, MOUSE31692, MOUSE31693, MOUSE31691
OG0000788	LYTVA_13146	MOUSE27064, MOUSE39394
OG0000790	LYTVA_03392	MOUSE24841, MOUSE24842, MOUSE24843, MOUSE24844
OG0000791	LYTVA_30188	MOUSE35519, MOUSE35517, MOUSE35518, MOUSE35520, MOUSE35521, MOUSE14635, MOUSE22542, MOUSE22544, MOUSE22543
OG0000792	LYTVA_19484	MOUSE26527
OG0000792	LYTVA_19622	MOUSE37419, MOUSE37420, MOUSE37418
OG0000793	LYTVA_16504	MOUSE30326, MOUSE30328, MOUSE30327, MOUSE10274, MOUSE10275, MOUSE10273, MOUSE51447, MOUSE51446, MOUSE01511, MOUSE51436
OG0000794	LYTVA_18203	MOUSE19985, MOUSE19991, MOUSE19988
OG0000794	LYTVA_09726	MOUSE03808, MOUSE19989
OG0000796	LYTVA_09463	MOUSE45184, MOUSE45185, MOUSE54592
OG0000796	LYTVA_28588	MOUSE04220
OG0000797	LYTVA_21230	MOUSE03559, MOUSE03560, MOUSE03554, MOUSE03557, MOUSE03556, MOUSE03555, MOUSE03558, MOUSE30031, MOUSE30030, MOUSE30029
OG0000798	LYTVA_20461, LYTVA_26245	MOUSE05107, MOUSE05104, MOUSE05105, MOUSE05101, MOUSE05102, MOUSE05103, MOUSE05106, MOUSE05100, MOUSE17009, MOUSE17008, MOUSE17015, MOUSE17007, MOUSE17010, MOUSE17012, MOUSE17013, MOUSE17011, MOUSE17016, MOUSE17014
OG0000801	LYTVA_25443	MOUSE51551, MOUSE51550, MOUSE51549, MOUSE19777, MOUSE19776
OG0000802	LYTVA_25554	MOUSE31955, MOUSE31954, MOUSE48794, MOUSE31846, MOUSE01638, MOUSE42681, MOUSE42680, MOUSE11667, MOUSE11668, MOUSE13170, MOUSE13169
OG0000803	LYTVA_05329, LYTVA_16205, LYTVA_26582, LYTVA_22233, LYTVA_23793, LYTVA_16598	MOUSE45920, MOUSE45918, MOUSE42044, MOUSE42045
OG0000810	LYTVA_24721, LYTVA_23360	MOUSE33430, MOUSE33432, MOUSE33426, MOUSE33428, MOUSE33433, MOUSE33429, MOUSE33431, MOUSE33427
OG0000810	LYTVA_29037, LYTVA_14958	MOUSE15700, MOUSE53153, MOUSE53154, MOUSE53158
OG0000811	LYTVA_09348, LYTVA_15071, LYTVA_09345, LYTVA_16981	MOUSE14467, MOUSE14466
OG0000813	LYTVA_14140	MOUSE00769, MOUSE00766, MOUSE00768, MOUSE00767, MOUSE00765, MOUSE35999
OG0000814	LYTVA_14186, LYTVA_14182	MOUSE02913, MOUSE02912
OG0000815	LYTVA_15409	MOUSE47502, MOUSE47501, MOUSE47499, MOUSE47498, MOUSE47500
OG0000816	LYTVA_27232	MOUSE20168, MOUSE03037, MOUSE42824, MOUSE42825, MOUSE42827, MOUSE42826, MOUSE42822, MOUSE42823
OG0000816	LYTVA_14905	MOUSE31618, MOUSE31619, MOUSE21240
OG0000817	LYTVA_09679	MOUSE06193, MOUSE02547, MOUSE02548
OG0000818	LYTVA_05278	MOUSE44299, MOUSE38656, MOUSE38652, MOUSE06308, MOUSE06309, MOUSE06306, MOUSE06307, MOUSE44296, MOUSE44300, MOUSE38654, MOUSE44295, MOUSE44297, MOUSE44298, MOUSE44293, MOUSE44294
OG0000819	LYTVA_08950	MOUSE27150
OG0000819	LYTVA_08394	MOUSE04661
OG0000820	LYTVA_10071	MOUSE26435, MOUSE26436, MOUSE26434
OG0000822	LYTVA_11698	MOUSE41834, MOUSE41832, MOUSE41833
OG0000822	LYTVA_05511, LYTVA_13033	MOUSE41870
OG0000824	LYTVA_20926	MOUSE03815, MOUSE03814, MOUSE03816, MOUSE03818, MOUSE03817
OG0000825	LYTVA_19124, LYTVA_03163, LYTVA_11026, LYTVA_21185, LYTVA_23313	MOUSE02086
OG0000827	LYTVA_12934, LYTVA_14206	MOUSE32285
OG0000828	LYTVA_04924	MOUSE52206, MOUSE19456, MOUSE19457
OG0000828	LYTVA_16052	MOUSE37921, MOUSE37922, MOUSE37919
OG0000829	LYTVA_16475	MOUSE21109, MOUSE21110, MOUSE12776, MOUSE40370, MOUSE40369
OG0000831	LYTVA_14250, LYTVA_10123	MOUSE33690, MOUSE33691, MOUSE33689, MOUSE33688
OG0000832	LYTVA_18149, LYTVA_15375, LYTVA_19434, LYTVA_03583, LYTVA_02643, LYTVA_15711	MOUSE08115, MOUSE08114, MOUSE07814, MOUSE33345
OG0000833	LYTVA_23899	MOUSE47468, MOUSE50443, MOUSE50445, MOUSE33083, MOUSE33090, MOUSE33085, MOUSE33086, MOUSE33089, MOUSE33084, MOUSE33087, MOUSE33088, MOUSE33457, MOUSE33462, MOUSE33458, MOUSE33459, MOUSE33460, MOUSE33456, MOUSE33461
OG0000835	LYTVA_09567	MOUSE45890, MOUSE45889, MOUSE41268, MOUSE41271, MOUSE41264, MOUSE41269
OG0000836	LYTVA_01338	MOUSE51876, MOUSE51875, MOUSE51874
OG0000837	LYTVA_06689	MOUSE52078, MOUSE52077
OG0000837	LYTVA_07593, LYTVA_20841, LYTVA_20846	MOUSE52076, MOUSE29173
OG0000838	LYTVA_01535, LYTVA_02107	MOUSE01854
OG0000841	LYTVA_03788, LYTVA_29116	MOUSE49333, MOUSE49334, MOUSE49330, MOUSE49335, MOUSE49336, MOUSE49331, MOUSE49332, MOUSE13927, MOUSE13926, MOUSE13932, MOUSE13929, MOUSE13928, MOUSE13931, MOUSE13930, MOUSE13933, MOUSE13934, MOUSE00701, MOUSE00702, MOUSE00700
OG0000842	LYTVA_06739	MOUSE49622, MOUSE49623, MOUSE09830, MOUSE23188, MOUSE23187, MOUSE18508, MOUSE23238, MOUSE05563, MOUSE39641
OG0000844	LYTVA_20301	MOUSE34589, MOUSE34590, MOUSE34593, MOUSE34592, MOUSE15465, MOUSE15466, MOUSE15467, MOUSE39588, MOUSE39585, MOUSE39586, MOUSE39589, MOUSE39587, MOUSE39590, MOUSE39591
OG0000845	LYTVA_06450	MOUSE44981, MOUSE44983
OG0000847	LYTVA_11994	MOUSE03824, MOUSE03827, MOUSE03826, MOUSE03825
OG0000847	LYTVA_21656	MOUSE15209, MOUSE46317, MOUSE46313, MOUSE46314, MOUSE46315, MOUSE46316
OG0000848	LYTVA_08343	MOUSE29791, MOUSE48738, MOUSE48739, MOUSE09586
OG0000848	LYTVA_05722, LYTVA_29062	MOUSE51667, MOUSE19811, MOUSE19814, MOUSE19815, MOUSE19810, MOUSE51669
OG0000849	LYTVA_12639	MOUSE31195, MOUSE31194
OG0000849	LYTVA_10091	MOUSE31000
OG0000850	LYTVA_06441	MOUSE33425, MOUSE33423, MOUSE33422, MOUSE33424
OG0000850	LYTVA_26189, LYTVA_27854	MOUSE20959
OG0000851	LYTVA_23092	MOUSE21881, MOUSE21886, MOUSE21884, MOUSE21885, MOUSE21878, MOUSE21877, MOUSE21880, MOUSE21879, MOUSE21883, MOUSE21882, MOUSE48757, MOUSE48751, MOUSE48756, MOUSE48754, MOUSE48752, MOUSE48755
OG0000852	LYTVA_26709, LYTVA_24264	MOUSE30781, MOUSE30779, MOUSE30780
OG0000852	LYTVA_07531	MOUSE28548, MOUSE28549, MOUSE28544, MOUSE28546, MOUSE28547, MOUSE28545, MOUSE19077
OG0000855	LYTVA_06599, LYTVA_10228	MOUSE04905
OG0000855	LYTVA_20856, LYTVA_26570, LYTVA_26571	MOUSE04906
OG0000857	LYTVA_21736	MOUSE17281, MOUSE17282, MOUSE17280, MOUSE41554, MOUSE41553, MOUSE45900, MOUSE45901, MOUSE45907, MOUSE45904, MOUSE45905, MOUSE45902, MOUSE45906
OG0000858	LYTVA_00061	MOUSE17374, MOUSE50676, MOUSE50675
OG0000860	LYTVA_09223	MOUSE18498, MOUSE18497, MOUSE18499, MOUSE18501, MOUSE25687, MOUSE25692, MOUSE25691, MOUSE25690, MOUSE25694, MOUSE25695, MOUSE25689, MOUSE25697, MOUSE25688, MOUSE25693, MOUSE25696, MOUSE25698, MOUSE25700, MOUSE25699, MOUSE31411, MOUSE31410, MOUSE31412
OG0000866	LYTVA_15837	MOUSE39014, MOUSE39015
OG0000868	LYTVA_29147	MOUSE55230, MOUSE08090
OG0000869	LYTVA_01155	MOUSE35155, MOUSE35154, MOUSE35153, MOUSE35152
OG0000869	LYTVA_03148	MOUSE13194, MOUSE13195
OG0000871	LYTVA_25255, LYTVA_00078, LYTVA_13487	MOUSE53990, MOUSE53988, MOUSE53989
OG0000872	LYTVA_18504	MOUSE19954, MOUSE19956, MOUSE19957, MOUSE19958, MOUSE19955
OG0000874	LYTVA_26806	MOUSE53137
OG0000875	LYTVA_01072	MOUSE13832, MOUSE13831, MOUSE13833, MOUSE13830, MOUSE13824, MOUSE13829, MOUSE13825, MOUSE13828
OG0000875	LYTVA_12521	MOUSE22319, MOUSE22321
OG0000877	LYTVA_15271	MOUSE01806, MOUSE01805
OG0000878	LYTVA_08233	MOUSE20493
OG0000878	LYTVA_26339	MOUSE50484, MOUSE50483
OG0000879	LYTVA_08681	MOUSE14580, MOUSE14582, MOUSE47637, MOUSE00274, MOUSE21746, MOUSE15959, MOUSE15976, MOUSE15492
OG0000881	LYTVA_04165, LYTVA_11402	MOUSE17831, MOUSE17832, MOUSE17830, MOUSE17829, MOUSE17828, MOUSE17827
OG0000881	LYTVA_22240, LYTVA_09159	MOUSE04654, MOUSE04657, MOUSE04656
OG0000882	LYTVA_14679	MOUSE09204, MOUSE09203, MOUSE09205, MOUSE09206, MOUSE09207, MOUSE28916, MOUSE28917, MOUSE28918, MOUSE21667, MOUSE21666, MOUSE21665, MOUSE33971
OG0000887	LYTVA_01759, LYTVA_10208	MOUSE08634, MOUSE08638, MOUSE08636, MOUSE08633, MOUSE08628, MOUSE08632, MOUSE08635, MOUSE08631, MOUSE08630, MOUSE08627, MOUSE08622, MOUSE08626, MOUSE08625, MOUSE08623, MOUSE08624, MOUSE08621
OG0000888	LYTVA_24269	MOUSE30870, MOUSE01355
OG0000889	LYTVA_27694, LYTVA_27693	MOUSE18628
OG0000890	LYTVA_08368	MOUSE16345, MOUSE16349
OG0000893	LYTVA_27628	MOUSE52671, MOUSE52670, MOUSE52659, MOUSE52660, MOUSE52662, MOUSE39147, MOUSE39146, MOUSE39145, MOUSE39144, MOUSE52664, MOUSE52665, MOUSE52666, MOUSE52663
OG0000894	LYTVA_12588	MOUSE48713, MOUSE48715, MOUSE48714
OG0000894	LYTVA_19786	MOUSE14107, MOUSE14108, MOUSE38541, MOUSE38542
OG0000896	LYTVA_29831	MOUSE47301, MOUSE47302, MOUSE47299, MOUSE47300
OG0000896	LYTVA_08568	MOUSE24632, MOUSE24633, MOUSE20216, MOUSE20214, MOUSE20218, MOUSE20215, MOUSE20219, MOUSE20220, MOUSE20217, MOUSE20212, MOUSE20213
OG0000897	LYTVA_25813, LYTVA_12897	MOUSE31064, MOUSE31062, MOUSE31060, MOUSE31063
OG0000899	LYTVA_16229	MOUSE45307, MOUSE45306, MOUSE45295, MOUSE45299, MOUSE45300, MOUSE36251, MOUSE19363
OG0000904	LYTVA_15877, LYTVA_15876	MOUSE41151, MOUSE41152, MOUSE41148, MOUSE03385, MOUSE03384, MOUSE54890, MOUSE00887, MOUSE00886
OG0000904	LYTVA_24978	MOUSE00888
OG0000905	LYTVA_15702, LYTVA_23197	MOUSE44395, MOUSE44394, MOUSE44396, MOUSE44397, MOUSE44398, MOUSE44399, MOUSE44400, MOUSE44401
OG0000907	LYTVA_16710	MOUSE31312, MOUSE31311
OG0000908	LYTVA_03069	MOUSE11435
OG0000908	LYTVA_27607	MOUSE48365
OG0000909	LYTVA_20165, LYTVA_23767	MOUSE16370, MOUSE18098, MOUSE18107, MOUSE18106, MOUSE18102, MOUSE18103, MOUSE18101, MOUSE18099, MOUSE18100, MOUSE18104, MOUSE16369, MOUSE16368, MOUSE16367, MOUSE34339, MOUSE34338
OG0000911	LYTVA_15861, LYTVA_05614	MOUSE05530, MOUSE05534, MOUSE05531
OG0000912	LYTVA_10234	MOUSE04469, MOUSE04468
OG0000913	LYTVA_02832	MOUSE03584, MOUSE03581, MOUSE03586, MOUSE03585, MOUSE50198, MOUSE50196, MOUSE50197
OG0000915	LYTVA_03342	MOUSE54287, MOUSE54285, MOUSE54291, MOUSE54289, MOUSE54283, MOUSE54284, MOUSE54288, MOUSE54292, MOUSE54286, MOUSE02322, MOUSE40925, MOUSE40924, MOUSE23439, MOUSE23438, MOUSE23437, MOUSE23435, MOUSE02320, MOUSE02321
OG0000915	LYTVA_14085	MOUSE54293
OG0000921	LYTVA_14375	MOUSE23881, MOUSE23879, MOUSE23880
OG0000925	LYTVA_00188	MOUSE10575, MOUSE10576
OG0000925	LYTVA_25795	MOUSE55432, MOUSE24719, MOUSE53700
OG0000926	LYTVA_04398	MOUSE17360
OG0000926	LYTVA_05296	MOUSE13338
OG0000928	LYTVA_01217, LYTVA_23596	MOUSE48561, MOUSE48564, MOUSE48560, MOUSE48562, MOUSE48563, MOUSE51589, MOUSE51590, MOUSE51591
OG0000929	LYTVA_25470, LYTVA_01755	MOUSE38764, MOUSE00532, MOUSE34224, MOUSE34223
OG0000931	LYTVA_16224	MOUSE27857
OG0000932	LYTVA_26139	MOUSE38269, MOUSE38279, MOUSE38270, MOUSE38272, MOUSE38273, MOUSE38271
OG0000934	LYTVA_20397	MOUSE17316, MOUSE42016, MOUSE42017
OG0000936	LYTVA_09517, LYTVA_12129, LYTVA_29468, LYTVA_11642, LYTVA_02845	MOUSE52850, MOUSE52851, MOUSE52849
OG0000938	LYTVA_20667, LYTVA_01702	MOUSE15575, MOUSE15574, MOUSE20365, MOUSE20366, MOUSE20367, MOUSE20371, MOUSE20370, MOUSE30079
OG0000943	LYTVA_14187, LYTVA_14188	MOUSE20500, MOUSE37971, MOUSE37975, MOUSE37977, MOUSE37972, MOUSE37973, MOUSE37974, MOUSE37976
OG0000944	LYTVA_08967	MOUSE12531, MOUSE12532, MOUSE48058, MOUSE54692
OG0000945	LYTVA_24430	MOUSE11943, MOUSE49368, MOUSE10031
OG0000946	LYTVA_25241, LYTVA_27130, LYTVA_17441	MOUSE23647
OG0000946	LYTVA_21339, LYTVA_18138	MOUSE47231, MOUSE47232, MOUSE01829
OG0000947	LYTVA_21967	MOUSE26132, MOUSE53230, MOUSE53231, MOUSE53229
OG0000947	LYTVA_02610	MOUSE53163, MOUSE53164
OG0000949	LYTVA_25907	MOUSE25328, MOUSE25327, MOUSE17718, MOUSE16365, MOUSE16366, MOUSE34340, MOUSE18097
OG0000951	LYTVA_06560	MOUSE30814, MOUSE30813, MOUSE30815, MOUSE44527, MOUSE44526
OG0000952	LYTVA_15183	MOUSE36817, MOUSE36818, MOUSE36819, MOUSE36816
OG0000952	LYTVA_27737	MOUSE03207, MOUSE36821
OG0000953	LYTVA_04277, LYTVA_28070, LYTVA_09640, LYTVA_21901	MOUSE13258, MOUSE13744, MOUSE13741, MOUSE13743, MOUSE13742, MOUSE13740, MOUSE34903, MOUSE34902
OG0000954	LYTVA_18195	MOUSE22495, MOUSE22494, MOUSE22493
OG0000954	LYTVA_05025	MOUSE17098, MOUSE17097, MOUSE17096, MOUSE16993, MOUSE16991, MOUSE16987, MOUSE16992, MOUSE16989, MOUSE16988, MOUSE16990
OG0000955	LYTVA_15857	MOUSE29654, MOUSE29652, MOUSE29653
OG0000957	LYTVA_29537	MOUSE01613, MOUSE01614, MOUSE13268, MOUSE13267, MOUSE13270
OG0000958	LYTVA_24230	MOUSE09358, MOUSE09360, MOUSE09359, MOUSE41232, MOUSE41231
OG0000960	LYTVA_21462	MOUSE49548, MOUSE49547, MOUSE49545, MOUSE49546, MOUSE13626, MOUSE13629, MOUSE13627, MOUSE13628
OG0000963	LYTVA_11219	MOUSE10592, MOUSE33400
OG0000965	LYTVA_08512, LYTVA_30143, LYTVA_17394	MOUSE36703, MOUSE36704, MOUSE36705
OG0000965	LYTVA_12319	MOUSE12247, MOUSE12246
OG0000966	LYTVA_03424, LYTVA_03969	MOUSE04816, MOUSE04817, MOUSE04814, MOUSE04815, MOUSE04813, MOUSE04812, MOUSE37774, MOUSE37775
OG0000967	LYTVA_23088	MOUSE47762, MOUSE47763
OG0000967	LYTVA_06230, LYTVA_06235	MOUSE20877
OG0000968	LYTVA_05135	MOUSE04857, MOUSE04856, MOUSE02780, MOUSE02778, MOUSE02779
OG0000969	LYTVA_21413, LYTVA_24552, LYTVA_21412, LYTVA_21065, LYTVA_13691	MOUSE35290
OG0000970	LYTVA_26609	MOUSE15306, MOUSE15307
OG0000972	LYTVA_27486	MOUSE50146, MOUSE50147, MOUSE37982, MOUSE37981, MOUSE37983
OG0000972	LYTVA_02986, LYTVA_11435	MOUSE12807
OG0000973	LYTVA_03075	MOUSE17695
OG0000974	LYTVA_18520, LYTVA_07191, LYTVA_18514, LYTVA_15617	MOUSE03615, MOUSE03614, MOUSE03613
OG0000979	LYTVA_01203, LYTVA_09230	MOUSE21300, MOUSE21301, MOUSE21299
OG0000981	LYTVA_29882	MOUSE10265, MOUSE10264, MOUSE19932
OG0000982	LYTVA_01090	MOUSE01632, MOUSE01629, MOUSE01628, MOUSE01633, MOUSE30694, MOUSE30693, MOUSE30696, MOUSE30695, MOUSE20747, MOUSE20746
OG0000984	LYTVA_20605	MOUSE10080, MOUSE10081
OG0000984	LYTVA_23816, LYTVA_17983	MOUSE23728, MOUSE23729, MOUSE23730
OG0000985	LYTVA_22922	MOUSE21243, MOUSE21242, MOUSE21241, MOUSE48352, MOUSE48347, MOUSE48349, MOUSE48348, MOUSE48345, MOUSE48346, MOUSE48351, MOUSE48350, MOUSE19222, MOUSE19221, MOUSE19220, MOUSE19219
OG0000986	LYTVA_05339	MOUSE11563
OG0000987	LYTVA_29210	MOUSE08586, MOUSE08587, MOUSE14584, MOUSE01245
OG0000988	LYTVA_10317, LYTVA_11083	MOUSE25852, MOUSE25848, MOUSE25676, MOUSE25677, MOUSE25678, MOUSE25675, MOUSE25679
OG0000992	LYTVA_26659	MOUSE32207
OG0000992	LYTVA_01840	MOUSE06252
OG0000994	LYTVA_00968	MOUSE32211, MOUSE32210
OG0000994	LYTVA_25056	MOUSE40530, MOUSE40529
OG0000995	LYTVA_15991	MOUSE14071, MOUSE14070, MOUSE14069, MOUSE14068, MOUSE14067, MOUSE14072, MOUSE03731, MOUSE03733, MOUSE03734, MOUSE03735, MOUSE03736, MOUSE03737, MOUSE03732
OG0000997	LYTVA_29274, LYTVA_12640	MOUSE45397
OG0000999	LYTVA_17675, LYTVA_00175	MOUSE44063, MOUSE19949, MOUSE14460
OG0001000	LYTVA_27555	MOUSE53658, MOUSE53659, MOUSE54860, MOUSE54857, MOUSE54859, MOUSE54858, MOUSE16553, MOUSE16552, MOUSE16554, MOUSE16556, MOUSE16555
OG0001001	LYTVA_02181	MOUSE04043
OG0001001	LYTVA_06547, LYTVA_09209	MOUSE53732, MOUSE53727, MOUSE53728, MOUSE55430, MOUSE55424, MOUSE55426, MOUSE55427, MOUSE55428, MOUSE53729
OG0001002	LYTVA_01211	MOUSE52462, MOUSE52461, MOUSE52460, MOUSE43911, MOUSE43913, MOUSE43912, MOUSE27015, MOUSE27017, MOUSE27016
OG0001003	LYTVA_24521	MOUSE37949, MOUSE37947, MOUSE37943, MOUSE37952, MOUSE37945, MOUSE37944, MOUSE37946, MOUSE37942, MOUSE37951, MOUSE37948, MOUSE03862, MOUSE03866, MOUSE03863, MOUSE03867, MOUSE03865, MOUSE03864, MOUSE03872, MOUSE03874, MOUSE03875, MOUSE03873, MOUSE03871, MOUSE03869, MOUSE03870, MOUSE03868, MOUSE37953
OG0001004	LYTVA_04638	MOUSE32951
OG0001005	LYTVA_29339	MOUSE11321, MOUSE11324, MOUSE11316, MOUSE11327, MOUSE11320, MOUSE11323, MOUSE11325, MOUSE11322, MOUSE11317, MOUSE11314, MOUSE11319, MOUSE11313, MOUSE11326
OG0001006	LYTVA_30116	MOUSE46159
OG0001006	LYTVA_11326	MOUSE10545, MOUSE01475, MOUSE01476, MOUSE33637, MOUSE33638
OG0001008	LYTVA_14143	MOUSE02139, MOUSE44435, MOUSE44436, MOUSE44437
OG0001009	LYTVA_22507, LYTVA_22506	MOUSE00157, MOUSE34374
OG0001016	LYTVA_27385, LYTVA_23205	MOUSE18875, MOUSE18878, MOUSE18877
OG0001016	LYTVA_10008	MOUSE39644, MOUSE39646, MOUSE39647
OG0001018	LYTVA_08364	MOUSE16373
OG0001018	LYTVA_04534	MOUSE08070, MOUSE08069, MOUSE08067
OG0001021	LYTVA_30213	MOUSE07884, MOUSE07883, MOUSE07882
OG0001022	LYTVA_29702, LYTVA_07313	MOUSE12924, MOUSE38388, MOUSE38387, MOUSE38386, MOUSE12922, MOUSE12921, MOUSE12923, MOUSE55018, MOUSE55020, MOUSE55019
OG0001023	LYTVA_29811	MOUSE41557, MOUSE45799, MOUSE45798, MOUSE17284, MOUSE17286, MOUSE17283, MOUSE17287, MOUSE44227, MOUSE44222, MOUSE44224, MOUSE44226, MOUSE44223, MOUSE44221, MOUSE44219, MOUSE44220, MOUSE44225, MOUSE45797, MOUSE41558, MOUSE41559
OG0001026	LYTVA_26222	MOUSE17157, MOUSE17156, MOUSE17158, MOUSE17155, MOUSE04737
OG0001027	LYTVA_06336, LYTVA_06330, LYTVA_23368, LYTVA_07523, LYTVA_03025	MOUSE41858, MOUSE41862, MOUSE41861
OG0001028	LYTVA_02453	MOUSE01684, MOUSE01682, MOUSE01681, MOUSE51609, MOUSE51621, MOUSE51618, MOUSE51619, MOUSE51617, MOUSE51608, MOUSE51611, MOUSE51607, MOUSE51612, MOUSE51614, MOUSE51610, MOUSE51615, MOUSE32885, MOUSE32884, MOUSE32887, MOUSE32888, MOUSE32886, MOUSE20675, MOUSE20676
OG0001029	LYTVA_00344	MOUSE48969, MOUSE12460, MOUSE12461
OG0001029	LYTVA_09938	MOUSE54548, MOUSE54549, MOUSE51290, MOUSE51289, MOUSE00101, MOUSE33921
OG0001030	LYTVA_13104	MOUSE01523, MOUSE01522, MOUSE01521, MOUSE44887
OG0001031	LYTVA_13786	MOUSE21148
OG0001031	LYTVA_02087	MOUSE37026
OG0001032	LYTVA_23396	MOUSE31261, MOUSE31263, MOUSE18479, MOUSE18481, MOUSE18477, MOUSE18478, MOUSE25796, MOUSE25795, MOUSE25797, MOUSE25794, MOUSE25798
OG0001033	LYTVA_27425	MOUSE36688, MOUSE36687, MOUSE40431, MOUSE40429
