Orthogroup	LYTVA_ok	OWEFU
OG0001056	LYTVA_29573, LYTVA_10190	OFUSG05122.1.p1
OG0001057	LYTVA_03185, LYTVA_16381	OFUSG10093.2.p1, OFUSG10093.1.p1
OG0001058	LYTVA_02007	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1
OG0001059	LYTVA_00483	OFUSG12920.1.p1, OFUSG12926.1.p1, OFUSG12919.1.p1
OG0001061	LYTVA_12810, LYTVA_28888	OFUSG03847.1.p1
OG0001061	LYTVA_30197, LYTVA_08759	OFUSG01368.1.p1, OFUSG01367.1.p1
OG0001062	LYTVA_17131, LYTVA_15828	OFUSG17199.1.p1, OFUSG17199.2.p1
OG0001063	LYTVA_19095	OFUSG11469.1.p1
OG0001063	LYTVA_07378, LYTVA_27583	OFUSG12080.1.p1
OG0001064	LYTVA_11261	OFUSG12139.1.p1, OFUSG12139.2.p1, OFUSG12140.2.p1, OFUSG12140.1.p1, OFUSG12144.1.p1, OFUSG19189.1.p1, OFUSG07960.1.p1
OG0001065	LYTVA_23523	OFUSG12064.1.p1
OG0001065	LYTVA_14105, LYTVA_06010, LYTVA_21236, LYTVA_21237, LYTVA_08594, LYTVA_27514, LYTVA_05649	OFUSG19171.2.p1, OFUSG19171.1.p1, OFUSG05697.1.p1, OFUSG05698.1.p1, OFUSG11303.1.p1
OG0001067	LYTVA_25739, LYTVA_17028	OFUSG12106.1.p1, OFUSG11202.1.p1, OFUSG08267.1.p1
OG0001068	LYTVA_12120	OFUSG20968.4.p1, OFUSG20968.1.p1, OFUSG20968.2.p1, OFUSG20968.3.p1
OG0001072	LYTVA_21778	OFUSG14989.1.p1, OFUSG14989.2.p1
OG0001072	LYTVA_21225	OFUSG23887.1.p1, OFUSG23887.2.p1
OG0001073	LYTVA_18221	OFUSG03347.1.p1
OG0001075	LYTVA_24384	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1
OG0001076	LYTVA_12589	OFUSG03330.1.p1
OG0001077	LYTVA_07624	OFUSG15956.1.p1, OFUSG15957.1.p1
OG0001077	LYTVA_20896	OFUSG04034.1.p1
OG0001078	LYTVA_23690, LYTVA_03209	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1
OG0001079	LYTVA_13000	OFUSG06804.1.p1
OG0001080	LYTVA_00946	OFUSG16677.1.p1
OG0001080	LYTVA_26032	OFUSG00008.1.p1
OG0001081	LYTVA_03364, LYTVA_09565, LYTVA_11238, LYTVA_00546, LYTVA_03368, LYTVA_08915, LYTVA_08917	OFUSG14342.1.p1, OFUSG07840.1.p1
OG0001082	LYTVA_06685	OFUSG04037.1.p1
OG0001082	LYTVA_11262	OFUSG17193.1.p1
OG0001083	LYTVA_15288	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1
OG0001085	LYTVA_28264	OFUSG06361.1.p1
OG0001088	LYTVA_21777	OFUSG15120.4.p1, OFUSG15120.1.p1, OFUSG15120.2.p1, OFUSG15120.3.p1
OG0001089	LYTVA_22672	OFUSG19616.1.p1
OG0001092	LYTVA_01908, LYTVA_21143	OFUSG02473.1.p1
OG0001093	LYTVA_15549	OFUSG16311.1.p1
OG0001094	LYTVA_15558, LYTVA_15559	OFUSG12462.1.p1
OG0001095	LYTVA_10435	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1
OG0001102	LYTVA_04384	OFUSG12472.1.p1
OG0001102	LYTVA_27846, LYTVA_04692	OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1
OG0001103	LYTVA_29667, LYTVA_02741	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1
OG0001104	LYTVA_25180	OFUSG23716.1.p1
OG0001105	LYTVA_23898	OFUSG16233.2.p1, OFUSG16233.1.p1, OFUSG16233.4.p1, OFUSG16233.3.p1
OG0001105	LYTVA_17997, LYTVA_09940, LYTVA_09939	OFUSG18002.1.p1
OG0001105	LYTVA_05998, LYTVA_00852	OFUSG25355.1.p1
OG0001106	LYTVA_04820	OFUSG09718.2.p1, OFUSG09718.1.p1
OG0001106	LYTVA_25189	OFUSG06257.1.p1
OG0001108	LYTVA_12879	OFUSG24077.2.p1, OFUSG24077.1.p1
OG0001109	LYTVA_21949	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1
OG0001110	LYTVA_06257	OFUSG08276.1.p1
OG0001111	LYTVA_21492	OFUSG05334.1.p1
OG0001111	LYTVA_13216	OFUSG11298.1.p1
OG0001111	LYTVA_13217	OFUSG11299.1.p1
OG0001112	LYTVA_07658	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1
OG0001113	LYTVA_28836	OFUSG01933.1.p1
OG0001114	LYTVA_21386	OFUSG04229.1.p1
OG0001115	LYTVA_05111	OFUSG04191.1.p1
OG0001116	LYTVA_16823	OFUSG23347.1.p1, OFUSG23347.5.p1, OFUSG23347.2.p1, OFUSG23347.4.p1, OFUSG23347.3.p1
OG0001118	LYTVA_14256, LYTVA_14341	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1
OG0001119	LYTVA_18092	OFUSG21187.2.p1, OFUSG21187.1.p1, OFUSG21187.3.p1, OFUSG21187.5.p1, OFUSG21187.4.p1
OG0001120	LYTVA_20018	OFUSG05353.1.p1, OFUSG05353.2.p1
OG0001121	LYTVA_15718	OFUSG00225.1.p1, OFUSG00225.2.p1
OG0001122	LYTVA_10807	OFUSG14506.1.p1, OFUSG24260.1.p1
OG0001123	LYTVA_01308	OFUSG12701.1.p1
OG0001123	LYTVA_01705, LYTVA_12884	OFUSG22297.1.p1
OG0001124	LYTVA_16535	OFUSG10854.1.p1
OG0001124	LYTVA_12081	OFUSG07596.1.p1
OG0001125	LYTVA_21515	OFUSG23334.1.p1
OG0001126	LYTVA_20544	OFUSG24750.1.p1
OG0001126	LYTVA_13765	OFUSG06152.1.p1
OG0001127	LYTVA_20907	OFUSG16574.1.p1, OFUSG16574.2.p1
OG0001129	LYTVA_14702	OFUSG05147.2.p1, OFUSG05147.1.p1
OG0001132	LYTVA_01795	OFUSG20144.1.p1
OG0001133	LYTVA_21722	OFUSG08388.1.p1
OG0001133	LYTVA_13505, LYTVA_08035	OFUSG21360.1.p1
OG0001134	LYTVA_23641	OFUSG10062.2.p1, OFUSG10062.1.p1
OG0001135	LYTVA_26249	OFUSG17785.1.p1, OFUSG02833.1.p1
OG0001137	LYTVA_08712	OFUSG11347.1.p1
OG0001138	LYTVA_06752	OFUSG13035.1.p1, OFUSG13035.2.p1
OG0001139	LYTVA_17543	OFUSG25576.1.p1
OG0001141	LYTVA_29978, LYTVA_25914, LYTVA_10307	OFUSG09098.2.p1, OFUSG09098.1.p1
OG0001142	LYTVA_17988	OFUSG10654.1.p1
OG0001143	LYTVA_01170	OFUSG16015.1.p1
OG0001144	LYTVA_24625	OFUSG23430.1.p1
OG0001146	LYTVA_06824	OFUSG16918.1.p1
OG0001147	LYTVA_16424	OFUSG03123.1.p1, OFUSG07574.1.p1, OFUSG05958.1.p1, OFUSG03124.2.p1, OFUSG03124.1.p1, OFUSG24297.1.p1
OG0001149	LYTVA_04169, LYTVA_25161	OFUSG26608.1.p1, OFUSG26608.2.p1
OG0001155	LYTVA_05140	OFUSG23517.1.p1
OG0001155	LYTVA_22105	OFUSG22403.1.p1
OG0001156	LYTVA_22449	OFUSG03954.1.p1, OFUSG03954.2.p1, OFUSG03954.3.p1
OG0001158	LYTVA_13180, LYTVA_17437	OFUSG20905.2.p1, OFUSG20905.1.p1
OG0001159	LYTVA_23740	OFUSG11338.1.p1, OFUSG20958.1.p1
OG0001160	LYTVA_26964	OFUSG07954.1.p1
OG0001161	LYTVA_10014	OFUSG16226.3.p1, OFUSG16226.2.p1, OFUSG16226.1.p1
OG0001162	LYTVA_28314, LYTVA_24093	OFUSG20181.1.p1
OG0001163	LYTVA_24878, LYTVA_28270	OFUSG11184.1.p1, OFUSG11184.2.p1
OG0001164	LYTVA_05648, LYTVA_28276, LYTVA_05650	OFUSG24177.1.p1
OG0001165	LYTVA_04541, LYTVA_04542	OFUSG13166.1.p1
OG0001165	LYTVA_17460, LYTVA_14088	OFUSG14678.1.p1, OFUSG14678.2.p1
OG0001166	LYTVA_02438	OFUSG02486.1.p1
OG0001167	LYTVA_19097	OFUSG21708.1.p1
OG0001168	LYTVA_03414	OFUSG18913.1.p1
OG0001169	LYTVA_06902	OFUSG02492.1.p1
OG0001170	LYTVA_06397, LYTVA_13191	OFUSG01257.1.p1
OG0001171	LYTVA_23053	OFUSG16690.1.p1
OG0001172	LYTVA_22652	OFUSG24342.1.p1
OG0001173	LYTVA_24626	OFUSG04684.1.p1
OG0001173	LYTVA_22071	OFUSG04683.1.p1
OG0001174	LYTVA_22335	OFUSG06404.1.p1, OFUSG06737.1.p1
OG0001175	LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054	OFUSG26257.3.p1, OFUSG26257.2.p1, OFUSG26257.1.p1
OG0001176	LYTVA_24712, LYTVA_24713	OFUSG10722.1.p1
OG0001177	LYTVA_07494	OFUSG21017.1.p1
OG0001177	LYTVA_26801, LYTVA_03786	OFUSG21019.1.p1, OFUSG21014.1.p1, OFUSG21016.1.p1
OG0001178	LYTVA_02324	OFUSG12774.1.p1
OG0001178	LYTVA_25867	OFUSG25843.1.p1
OG0001179	LYTVA_26628, LYTVA_09673	OFUSG23169.1.p1
OG0001180	LYTVA_29218	OFUSG09681.3.p1, OFUSG09681.1.p1, OFUSG09681.2.p1
OG0001180	LYTVA_29855, LYTVA_01176, LYTVA_29854, LYTVA_29850, LYTVA_29852	OFUSG19622.1.p1
OG0001181	LYTVA_10373	OFUSG04163.4.p1, OFUSG04163.3.p1, OFUSG04163.2.p1, OFUSG04163.5.p1, OFUSG04163.1.p1
OG0001182	LYTVA_26540, LYTVA_26537, LYTVA_12465, LYTVA_26539	OFUSG07436.2.p1, OFUSG07436.1.p1, OFUSG07437.1.p1, OFUSG21970.1.p1, OFUSG20652.1.p1
OG0001183	LYTVA_07928	OFUSG16750.2.p1, OFUSG16750.1.p1
OG0001184	LYTVA_02863, LYTVA_18281	OFUSG07947.1.p1, OFUSG07947.2.p1
OG0001184	LYTVA_26638, LYTVA_24278	OFUSG05984.1.p1
OG0001185	LYTVA_09656	OFUSG20935.1.p1
OG0001186	LYTVA_28926	OFUSG20257.1.p1
OG0001186	LYTVA_01688	OFUSG20541.1.p1
OG0001188	LYTVA_25404	OFUSG12424.3.p1, OFUSG12424.2.p1, OFUSG12424.4.p1, OFUSG12424.1.p1
OG0001189	LYTVA_03876	OFUSG13394.1.p1
OG0001190	LYTVA_06830	OFUSG17154.1.p1
OG0001196	LYTVA_03677	OFUSG09460.1.p1
OG0001197	LYTVA_08630	OFUSG12312.1.p1
OG0001198	LYTVA_09572, LYTVA_09571	OFUSG01615.2.p1, OFUSG01615.1.p1, OFUSG01616.2.p1, OFUSG01616.1.p1
OG0001199	LYTVA_28061	OFUSG01516.1.p1
OG0001199	LYTVA_13204	OFUSG23535.1.p1, OFUSG23535.2.p1
OG0001200	LYTVA_14849, LYTVA_18532, LYTVA_26385	OFUSG25224.1.p1
OG0001201	LYTVA_16866, LYTVA_02039	OFUSG05227.1.p1
OG0001202	LYTVA_02469	OFUSG14587.1.p1
OG0001203	LYTVA_28240, LYTVA_03972, LYTVA_29946	OFUSG11251.2.p1, OFUSG11251.1.p1
OG0001204	LYTVA_12790	OFUSG22699.1.p1
OG0001205	LYTVA_09031	OFUSG03656.1.p1
OG0001207	LYTVA_05411	OFUSG26036.1.p1
OG0001207	LYTVA_20519, LYTVA_10763	OFUSG04252.2.p1, OFUSG04252.1.p1
OG0001208	LYTVA_13276	OFUSG23596.1.p1, OFUSG23596.2.p1
OG0001210	LYTVA_19275	OFUSG21803.1.p1
OG0001210	LYTVA_04311	OFUSG16955.1.p1
OG0001211	LYTVA_22456, LYTVA_02722	OFUSG26423.1.p1
OG0001213	LYTVA_07548, LYTVA_11628	OFUSG05564.1.p1
OG0001213	LYTVA_18522	OFUSG24083.1.p1
OG0001215	LYTVA_14835	OFUSG23468.1.p1
OG0001216	LYTVA_09816	OFUSG24041.1.p1
OG0001216	LYTVA_23706	OFUSG05377.1.p1, OFUSG05376.1.p1
OG0001217	LYTVA_22786	OFUSG01813.2.p1, OFUSG01813.1.p1, OFUSG01813.3.p1
OG0001218	LYTVA_26113	OFUSG23686.1.p1
OG0001219	LYTVA_15579	OFUSG21415.1.p1
OG0001220	LYTVA_16053	OFUSG14871.1.p1
OG0001220	LYTVA_16343	OFUSG14154.1.p1
OG0001221	LYTVA_14047	OFUSG05323.1.p1, OFUSG04940.1.p1, OFUSG20341.1.p1
OG0001223	LYTVA_21037	OFUSG20458.1.p1, OFUSG20458.3.p1, OFUSG20458.2.p1
OG0001225	LYTVA_24620	OFUSG04589.1.p1
OG0001227	LYTVA_10499	OFUSG00654.1.p1
OG0001230	LYTVA_17571, LYTVA_12678	OFUSG21086.1.p1
OG0001231	LYTVA_07439	OFUSG12258.4.p1, OFUSG12258.5.p1, OFUSG12258.2.p1, OFUSG12258.3.p1, OFUSG12258.1.p1
OG0001232	LYTVA_24297	OFUSG10193.1.p1, OFUSG07641.1.p1, OFUSG07649.1.p1
OG0001234	LYTVA_27375	OFUSG05267.1.p1
OG0001236	LYTVA_24738, LYTVA_21569	OFUSG21425.1.p1
OG0001237	LYTVA_26239, LYTVA_06734	OFUSG24255.3.p1, OFUSG24255.1.p1, OFUSG24255.2.p1
OG0001238	LYTVA_30061	OFUSG21344.1.p1
OG0001239	LYTVA_29779	OFUSG05931.1.p1, OFUSG05931.2.p1
OG0001240	LYTVA_24587	OFUSG20659.1.p1
OG0001241	LYTVA_01648	OFUSG12948.2.p1, OFUSG12948.1.p1
OG0001242	LYTVA_24858, LYTVA_25798	OFUSG07103.1.p1, OFUSG07103.2.p1, OFUSG26502.1.p1, OFUSG26501.1.p1, OFUSG26500.1.p1, OFUSG03443.1.p1, OFUSG17525.1.p1
OG0001243	LYTVA_04835	OFUSG16186.2.p1, OFUSG16186.3.p1, OFUSG16186.1.p1, OFUSG16186.5.p1, OFUSG16186.4.p1
OG0001245	LYTVA_16857	OFUSG10421.2.p1, OFUSG10421.4.p1, OFUSG10421.3.p1, OFUSG10421.1.p1
OG0001245	LYTVA_16858	OFUSG10305.1.p1
OG0001246	LYTVA_21025, LYTVA_02567, LYTVA_15140, LYTVA_06598	OFUSG03943.1.p1, OFUSG03942.2.p1, OFUSG03942.1.p1
OG0001247	LYTVA_23646	OFUSG05637.1.p1, OFUSG05637.3.p1, OFUSG05637.4.p1, OFUSG05637.2.p1
OG0001248	LYTVA_00986, LYTVA_16637	OFUSG23624.1.p1
OG0001249	LYTVA_03472	OFUSG17354.1.p1
OG0001250	LYTVA_23037	OFUSG09998.1.p1, OFUSG09998.2.p1
OG0001251	LYTVA_12207	OFUSG04849.1.p1
OG0001252	LYTVA_28229, LYTVA_04840	OFUSG16975.2.p1, OFUSG16975.1.p1
OG0001253	LYTVA_02267	OFUSG06702.1.p1
OG0001254	LYTVA_26444	OFUSG24259.1.p1, OFUSG24259.5.p1, OFUSG24259.3.p1, OFUSG24259.4.p1, OFUSG24259.2.p1
OG0001256	LYTVA_27563	OFUSG01838.2.p1, OFUSG01838.3.p1, OFUSG01838.1.p1
OG0001261	LYTVA_10322	OFUSG02179.1.p1
OG0001262	LYTVA_11080, LYTVA_11634, LYTVA_11636, LYTVA_11076, LYTVA_09252	OFUSG07691.1.p1
OG0001263	LYTVA_17717, LYTVA_22972	OFUSG11029.2.p1, OFUSG11029.1.p1
OG0001263	LYTVA_09084	OFUSG09274.1.p1
OG0001264	LYTVA_07325, LYTVA_04650	OFUSG23132.1.p1
OG0001265	LYTVA_01165, LYTVA_10555, LYTVA_21118	OFUSG13131.2.p1, OFUSG13131.1.p1
OG0001266	LYTVA_19415	OFUSG06980.1.p1
OG0001267	LYTVA_08091	OFUSG03362.1.p1
OG0001267	LYTVA_09343	OFUSG22343.1.p1
OG0001268	LYTVA_20779	OFUSG09833.1.p1
OG0001270	LYTVA_18319	OFUSG05149.1.p1
OG0001271	LYTVA_09608	OFUSG04260.2.p1, OFUSG04260.1.p1
OG0001272	LYTVA_27489	OFUSG15558.2.p1, OFUSG15558.1.p1
OG0001274	LYTVA_02869	OFUSG26621.1.p1, OFUSG26621.2.p1
OG0001275	LYTVA_16368	OFUSG00064.2.p1, OFUSG00064.1.p1, OFUSG00064.4.p1, OFUSG00064.3.p1, OFUSG00065.1.p1
OG0001275	LYTVA_15957	OFUSG00063.1.p1
OG0001276	LYTVA_24445	OFUSG02131.2.p1, OFUSG02131.1.p1
OG0001278	LYTVA_12248, LYTVA_16623	OFUSG21422.1.p1
OG0001279	LYTVA_22555	OFUSG11783.1.p1
OG0001281	LYTVA_23356	OFUSG11373.1.p1
OG0001284	LYTVA_30054, LYTVA_01526	OFUSG16498.1.p1
OG0001284	LYTVA_15592	OFUSG08836.1.p1, OFUSG08837.1.p1
OG0001285	LYTVA_29345	OFUSG19139.1.p1
OG0001286	LYTVA_00885	OFUSG08045.2.p1, OFUSG08045.1.p1
OG0001287	LYTVA_06176	OFUSG02471.1.p1
OG0001289	LYTVA_16137, LYTVA_24768, LYTVA_02257	OFUSG25018.2.p1, OFUSG25018.1.p1
OG0001291	LYTVA_11712	OFUSG10221.1.p1
OG0001292	LYTVA_22168	OFUSG16670.1.p1
OG0001293	LYTVA_07691	OFUSG22587.1.p1
OG0001294	LYTVA_19271	OFUSG12455.1.p1, OFUSG12455.2.p1, OFUSG12455.4.p1, OFUSG12455.3.p1
OG0001295	LYTVA_15580	OFUSG26538.2.p1, OFUSG26538.1.p1
OG0001296	LYTVA_20224	OFUSG22042.1.p1
OG0001297	LYTVA_24047	OFUSG07796.1.p1
OG0001297	LYTVA_14610	OFUSG07798.1.p1
OG0001300	LYTVA_05607, LYTVA_03792	OFUSG06989.2.p1, OFUSG06989.1.p1, OFUSG06989.3.p1, OFUSG06989.4.p1
OG0001301	LYTVA_25190, LYTVA_13510	OFUSG03090.1.p1
OG0001302	LYTVA_01979, LYTVA_15833	OFUSG26569.1.p1
OG0001302	LYTVA_08998	OFUSG15207.1.p1
OG0001303	LYTVA_24162	OFUSG10633.1.p1
OG0001304	LYTVA_26874	OFUSG05114.1.p1
OG0001305	LYTVA_15520	OFUSG08198.1.p1
OG0001306	LYTVA_06210	OFUSG23546.1.p1
OG0001306	LYTVA_04350	OFUSG07657.1.p1, OFUSG07657.2.p1
OG0001308	LYTVA_06427, LYTVA_08159	OFUSG10535.1.p1
OG0001309	LYTVA_11009, LYTVA_28629, LYTVA_28628	OFUSG21047.1.p1, OFUSG22086.1.p1, OFUSG25240.1.p1, OFUSG07752.1.p1
OG0001310	LYTVA_08839	OFUSG11461.1.p1
OG0001310	LYTVA_04185, LYTVA_11415	OFUSG06993.1.p1, OFUSG06993.2.p1, OFUSG06993.3.p1
OG0001311	LYTVA_28955	OFUSG12707.3.p1, OFUSG12707.2.p1, OFUSG12707.1.p1
OG0001311	LYTVA_10099	OFUSG15938.2.p1, OFUSG15938.1.p1
OG0001312	LYTVA_06396	OFUSG19112.1.p1
OG0001313	LYTVA_18781, LYTVA_25650	OFUSG00097.1.p1, OFUSG00029.1.p1
OG0001314	LYTVA_09665	OFUSG01280.1.p1
OG0001314	LYTVA_17554, LYTVA_08218, LYTVA_08220	OFUSG25481.1.p1, OFUSG26729.1.p1, OFUSG26729.2.p1
OG0001315	LYTVA_20106, LYTVA_24055	OFUSG10828.1.p1
OG0001316	LYTVA_13297, LYTVA_13299	OFUSG25497.3.p1, OFUSG25497.2.p1, OFUSG25497.1.p1
OG0001318	LYTVA_16780	OFUSG00323.1.p1
OG0001318	LYTVA_28059	OFUSG00343.1.p1
OG0001319	LYTVA_24410	OFUSG26856.1.p1, OFUSG26856.2.p1
OG0001320	LYTVA_21775	OFUSG23083.1.p1
OG0001320	LYTVA_09922	OFUSG21928.1.p1, OFUSG11012.1.p1, OFUSG11010.1.p1
OG0001322	LYTVA_14240, LYTVA_03712	OFUSG07154.2.p1, OFUSG07154.1.p1
OG0001322	LYTVA_08843	OFUSG11624.1.p1
OG0001323	LYTVA_00847	OFUSG11964.4.p1, OFUSG11964.3.p1, OFUSG11964.1.p1, OFUSG11964.2.p1
OG0001324	LYTVA_00291	OFUSG16607.1.p1
OG0001325	LYTVA_09407	OFUSG10884.1.p1
OG0001326	LYTVA_02897	OFUSG19214.1.p1
OG0001327	LYTVA_12279	OFUSG06432.1.p1
OG0001329	LYTVA_29340	OFUSG19399.1.p1, OFUSG06594.1.p1
OG0001330	LYTVA_04759	OFUSG15141.1.p1
OG0001331	LYTVA_16616	OFUSG06502.1.p1
OG0001332	LYTVA_11322	OFUSG17350.1.p1
OG0001335	LYTVA_24585	OFUSG19960.1.p1
OG0001337	LYTVA_28142	OFUSG20188.1.p1
OG0001339	LYTVA_25825	OFUSG21367.1.p1, OFUSG21369.1.p1
OG0001341	LYTVA_05973	OFUSG06041.1.p1
OG0001344	LYTVA_02352	OFUSG10181.1.p1
OG0001345	LYTVA_20477	OFUSG06158.1.p1
OG0001348	LYTVA_22256	OFUSG14452.1.p1, OFUSG14452.2.p1
OG0001349	LYTVA_09588	OFUSG05399.1.p1, OFUSG20499.1.p1, OFUSG05402.1.p1
OG0001349	LYTVA_22305, LYTVA_27212, LYTVA_15157, LYTVA_06041	OFUSG23875.1.p1
OG0001353	LYTVA_10030	OFUSG21880.1.p1
OG0001354	LYTVA_28511	OFUSG21208.1.p1
OG0001355	LYTVA_11629	OFUSG06812.1.p1
OG0001356	LYTVA_28992	OFUSG05861.1.p1, OFUSG19759.1.p1
OG0001357	LYTVA_01328	OFUSG11869.2.p1, OFUSG11869.1.p1
OG0001358	LYTVA_28060	OFUSG00575.1.p1
OG0001362	LYTVA_28040	OFUSG10756.1.p1
OG0001363	LYTVA_09257, LYTVA_18119	OFUSG08098.1.p1, OFUSG06851.1.p1, OFUSG04232.2.p1, OFUSG04232.1.p1, OFUSG10137.2.p1, OFUSG10137.1.p1
OG0001366	LYTVA_01522	OFUSG24531.1.p1, OFUSG24531.2.p1
OG0001367	LYTVA_20815	OFUSG13306.3.p1, OFUSG13306.2.p1, OFUSG13306.1.p1
OG0001369	LYTVA_05062	OFUSG19058.2.p1, OFUSG19058.1.p1, OFUSG19058.3.p1
OG0001370	LYTVA_22074	OFUSG26505.1.p1
OG0001371	LYTVA_08478, LYTVA_25037	OFUSG17879.1.p1
OG0001372	LYTVA_11215	OFUSG17365.1.p1
OG0001372	LYTVA_06840	OFUSG20231.1.p1
OG0001373	LYTVA_08692	OFUSG10557.1.p1
OG0001374	LYTVA_02702	OFUSG04562.1.p1
OG0001375	LYTVA_04323	OFUSG07343.1.p1
OG0001376	LYTVA_29983	OFUSG09428.1.p1
OG0001377	LYTVA_21846	OFUSG05993.5.p1, OFUSG05993.1.p1, OFUSG05993.4.p1, OFUSG05993.3.p1, OFUSG05993.2.p1
OG0001378	LYTVA_17384	OFUSG06638.1.p1
OG0001379	LYTVA_28884	OFUSG25798.1.p1
OG0001380	LYTVA_29108	OFUSG02941.1.p1
OG0001381	LYTVA_20781	OFUSG08848.1.p1
OG0001382	LYTVA_06738	OFUSG07337.1.p1, OFUSG07337.3.p1, OFUSG07337.2.p1
OG0001383	LYTVA_24693	OFUSG08386.1.p1, OFUSG08386.2.p1
OG0001384	LYTVA_13924	OFUSG25872.1.p1
OG0001386	LYTVA_09276, LYTVA_15458	OFUSG04435.2.p1, OFUSG04435.1.p1
OG0001387	LYTVA_23743	OFUSG08838.2.p1, OFUSG08838.1.p1, OFUSG09228.1.p1, OFUSG09227.1.p1, OFUSG09228.2.p1, OFUSG09228.3.p1, OFUSG09222.1.p1, OFUSG09222.2.p1, OFUSG23297.1.p1, OFUSG21160.1.p1
OG0001389	LYTVA_23428	OFUSG02820.1.p1, OFUSG02820.2.p1
OG0001394	LYTVA_27588	OFUSG03004.2.p1, OFUSG03004.3.p1, OFUSG03004.1.p1
OG0001395	LYTVA_29626	OFUSG00519.1.p1, OFUSG00519.2.p1
OG0001396	LYTVA_27817, LYTVA_14678	OFUSG26273.1.p1, OFUSG26273.2.p1, OFUSG26272.1.p1, OFUSG13165.1.p1, OFUSG13165.2.p1, OFUSG13753.1.p1, OFUSG26271.1.p1, OFUSG13751.1.p1, OFUSG26270.1.p1, OFUSG17889.1.p1, OFUSG10375.1.p1
OG0001397	LYTVA_19050	OFUSG18946.1.p1
OG0001397	LYTVA_23784	OFUSG05696.1.p1
OG0001398	LYTVA_12730, LYTVA_02864, LYTVA_02865, LYTVA_18283, LYTVA_18282, LYTVA_02862	OFUSG08385.2.p1, OFUSG08385.1.p1
OG0001399	LYTVA_26875	OFUSG05115.2.p1, OFUSG05115.1.p1
OG0001400	LYTVA_25761	OFUSG16752.1.p1
OG0001402	LYTVA_01375	OFUSG15266.1.p1
OG0001403	LYTVA_25904	OFUSG22106.1.p1, OFUSG22108.1.p1, OFUSG22105.1.p1
OG0001403	LYTVA_16669, LYTVA_07690	OFUSG13041.1.p1, OFUSG13041.4.p1, OFUSG13041.2.p1, OFUSG13041.3.p1, OFUSG01446.1.p1
OG0001404	LYTVA_25793	OFUSG10243.1.p1
OG0001404	LYTVA_03852	OFUSG13591.1.p1
OG0001405	LYTVA_13898	OFUSG08687.1.p1
OG0001406	LYTVA_02505	OFUSG26862.2.p1, OFUSG26862.1.p1
OG0001409	LYTVA_11490	OFUSG08545.1.p1
OG0001410	LYTVA_26149	OFUSG03571.1.p1
OG0001412	LYTVA_29467	OFUSG18887.1.p1
OG0001413	LYTVA_22106	OFUSG22121.1.p1
OG0001414	LYTVA_18745	OFUSG11958.2.p1, OFUSG11958.1.p1
OG0001414	LYTVA_15413	OFUSG18118.1.p1
OG0001415	LYTVA_04754	OFUSG15519.1.p1
OG0001416	LYTVA_10946	OFUSG13300.2.p1, OFUSG13300.1.p1
OG0001417	LYTVA_21364	OFUSG16507.1.p1
OG0001418	LYTVA_00553	OFUSG17720.1.p1
OG0001421	LYTVA_26131	OFUSG12383.1.p1, OFUSG12383.2.p1, OFUSG12383.3.p1
OG0001422	LYTVA_28672	OFUSG26586.1.p1, OFUSG26586.2.p1
OG0001423	LYTVA_12091, LYTVA_28484	OFUSG07664.2.p1, OFUSG07664.1.p1
OG0001424	LYTVA_01086	OFUSG16407.2.p1, OFUSG16407.1.p1
OG0001425	LYTVA_20870	OFUSG07569.2.p1, OFUSG07569.1.p1
OG0001426	LYTVA_03466, LYTVA_13737	OFUSG13058.1.p1
OG0001427	LYTVA_08328	OFUSG17237.1.p1, OFUSG17237.2.p1
OG0001428	LYTVA_04004	OFUSG13057.1.p1, OFUSG13057.2.p1
OG0001429	LYTVA_15257, LYTVA_27578	OFUSG01117.3.p1, OFUSG01117.1.p1, OFUSG01117.5.p1, OFUSG01117.4.p1, OFUSG01117.2.p1
OG0001430	LYTVA_05538	OFUSG12101.2.p1, OFUSG12101.1.p1
OG0001431	LYTVA_23169	OFUSG13522.1.p1
OG0001434	LYTVA_09215	OFUSG08642.1.p1
OG0001434	LYTVA_08418	OFUSG01505.1.p1
OG0001434	LYTVA_11544	OFUSG01506.1.p1
OG0001434	LYTVA_20586	OFUSG01496.1.p1
OG0001436	LYTVA_23400	OFUSG04236.1.p1
