Orthogroup	LYTVA_ok	HUMAN
OG0001508	LYTVA_06099	HUMAN04219, HUMAN15958
OG0001508	LYTVA_21980	HUMAN15959
OG0001509	LYTVA_07640	HUMAN07903, HUMAN21589
OG0001510	LYTVA_28716	HUMAN28447, HUMAN14672, HUMAN14673, HUMAN01094, HUMAN01092
OG0001511	LYTVA_02740	HUMAN18319, HUMAN26693
OG0001513	LYTVA_00022	HUMAN17774, HUMAN17773, HUMAN06636
OG0001515	LYTVA_24782, LYTVA_03977	HUMAN12421, HUMAN12420, HUMAN19953
OG0001516	LYTVA_11182, LYTVA_25941	HUMAN23268
OG0001517	LYTVA_12522	HUMAN23303, HUMAN21286
OG0001518	LYTVA_16808	HUMAN21520, HUMAN20795, HUMAN21522
OG0001520	LYTVA_23857	HUMAN00622, HUMAN16656
OG0001521	LYTVA_13872	HUMAN15053, HUMAN23542, HUMAN01808
OG0001522	LYTVA_05588, LYTVA_28109	HUMAN15759
OG0001523	LYTVA_15884	HUMAN04118, HUMAN06164
OG0001524	LYTVA_17084	HUMAN03522
OG0001524	LYTVA_25311	HUMAN11149
OG0001525	LYTVA_27481	HUMAN07206
OG0001526	LYTVA_26761, LYTVA_03589	HUMAN02271, HUMAN29404
OG0001527	LYTVA_20326	HUMAN11842
OG0001528	LYTVA_29398	HUMAN11910, HUMAN21992, HUMAN21991, HUMAN21990
OG0001530	LYTVA_09311	HUMAN22629
OG0001531	LYTVA_20110	HUMAN03428, HUMAN22234, HUMAN24248
OG0001532	LYTVA_28949	HUMAN21870, HUMAN00046, HUMAN11888, HUMAN21869
OG0001533	LYTVA_13013	HUMAN07789, HUMAN21380
OG0001534	LYTVA_02078	HUMAN20220, HUMAN20221, HUMAN20219, HUMAN10541, HUMAN10540, HUMAN10538
OG0001536	LYTVA_08488	HUMAN23182, HUMAN23181
OG0001538	LYTVA_03571, LYTVA_23544	HUMAN02566
OG0001545	LYTVA_21798	HUMAN14011, HUMAN09985, HUMAN01642, HUMAN14012
OG0001546	LYTVA_27645, LYTVA_19517	HUMAN08266, HUMAN16844
OG0001549	LYTVA_03281	HUMAN06935, HUMAN21488, HUMAN02396, HUMAN02395
OG0001550	LYTVA_01107, LYTVA_29943	HUMAN20737
OG0001551	LYTVA_06090	HUMAN08700, HUMAN02498
OG0001552	LYTVA_02937	HUMAN20977, HUMAN20976
OG0001553	LYTVA_29518	HUMAN27760, HUMAN03319, HUMAN23794
OG0001554	LYTVA_00642	HUMAN05332, HUMAN05331, HUMAN30019
OG0001556	LYTVA_26855	HUMAN02509
OG0001557	LYTVA_30232	HUMAN04310
OG0001557	LYTVA_23103	HUMAN26830, HUMAN26831
OG0001558	LYTVA_06196	HUMAN29505, HUMAN29504, HUMAN14496
OG0001559	LYTVA_27028	HUMAN08415, HUMAN04944, HUMAN02556, HUMAN04942
OG0001560	LYTVA_18843	HUMAN28514, HUMAN14375, HUMAN14373, HUMAN09968, HUMAN24574, HUMAN01892, HUMAN01891
OG0001561	LYTVA_04106, LYTVA_00921	HUMAN20456, HUMAN24967, HUMAN20360
OG0001562	LYTVA_19681	HUMAN18910
OG0001563	LYTVA_18255, LYTVA_29179, LYTVA_21711	HUMAN09891
OG0001564	LYTVA_04654, LYTVA_21130	HUMAN18396, HUMAN05131
OG0001565	LYTVA_00224, LYTVA_00227	HUMAN15336, HUMAN05720, HUMAN01912
OG0001566	LYTVA_01152	HUMAN25664, HUMAN29643
OG0001567	LYTVA_26978, LYTVA_26194	HUMAN00268, HUMAN21826
OG0001568	LYTVA_29892	HUMAN20082, HUMAN20081
OG0001569	LYTVA_20543	HUMAN07886, HUMAN30285, HUMAN30286, HUMAN30287
OG0001571	LYTVA_29985, LYTVA_27391	HUMAN13804, HUMAN05679
OG0001572	LYTVA_17414	HUMAN13726
OG0001572	LYTVA_21491	HUMAN11626, HUMAN11627
OG0001573	LYTVA_09972	HUMAN01295, HUMAN29048
OG0001574	LYTVA_26697	HUMAN25927, HUMAN25926, HUMAN25928, HUMAN25929, HUMAN13261, HUMAN16297, HUMAN16298
OG0001575	LYTVA_24682, LYTVA_05900	HUMAN20511
OG0001576	LYTVA_04399	HUMAN23520, HUMAN09989, HUMAN09990
OG0001578	LYTVA_07447	HUMAN27577, HUMAN27576, HUMAN03525
OG0001581	LYTVA_03103	HUMAN02524, HUMAN02525
OG0001582	LYTVA_05770	HUMAN11710, HUMAN19935
OG0001583	LYTVA_00600	HUMAN22254, HUMAN22253, HUMAN22251, HUMAN22252, HUMAN03577
OG0001584	LYTVA_16613	HUMAN22038
OG0001589	LYTVA_18831, LYTVA_18102	HUMAN10236
OG0001590	LYTVA_06446, LYTVA_02727	HUMAN09424
OG0001592	LYTVA_02711	HUMAN09531, HUMAN09657, HUMAN09656
OG0001599	LYTVA_01284	HUMAN13429
OG0001599	LYTVA_27246	HUMAN13426
OG0001600	LYTVA_19566	HUMAN00788, HUMAN00787, HUMAN16635, HUMAN28233
OG0001604	LYTVA_15984	HUMAN22175
OG0001604	LYTVA_01583	HUMAN12471, HUMAN12472
OG0001605	LYTVA_28463, LYTVA_28464, LYTVA_27230	HUMAN07945, HUMAN07944
OG0001606	LYTVA_00126	HUMAN13929
OG0001606	LYTVA_07392	HUMAN03753
OG0001609	LYTVA_06544	HUMAN07643
OG0001609	LYTVA_05376	HUMAN21122, HUMAN07645
OG0001610	LYTVA_15773	HUMAN22869, HUMAN00777, HUMAN19044, HUMAN07487, HUMAN28094
OG0001611	LYTVA_24498	HUMAN08978, HUMAN02546
OG0001612	LYTVA_09143	HUMAN25319
OG0001614	LYTVA_00842, LYTVA_23993	HUMAN14358
OG0001614	LYTVA_08406	HUMAN13572
OG0001615	LYTVA_29681, LYTVA_02240	HUMAN04414, HUMAN27016
OG0001617	LYTVA_01260	HUMAN20425, HUMAN06149, HUMAN24916
OG0001621	LYTVA_26251	HUMAN10405, HUMAN20233
OG0001622	LYTVA_08170, LYTVA_12311	HUMAN03730, HUMAN03729, HUMAN27716
OG0001627	LYTVA_11632	HUMAN28211
OG0001627	LYTVA_28854, LYTVA_17633	HUMAN24158
OG0001628	LYTVA_06351	HUMAN16897, HUMAN16898
OG0001633	LYTVA_21365	HUMAN28383
OG0001634	LYTVA_20717	HUMAN02620, HUMAN15581
OG0001635	LYTVA_01903	HUMAN30203, HUMAN26031, HUMAN29595
OG0001636	LYTVA_07956	HUMAN11118
OG0001638	LYTVA_23923, LYTVA_15599, LYTVA_03528	HUMAN10802, HUMAN10801, HUMAN11783, HUMAN11785, HUMAN11784
OG0001639	LYTVA_12301	HUMAN09764, HUMAN14138
OG0001640	LYTVA_26720	HUMAN21156, HUMAN21157
OG0001641	LYTVA_15842	HUMAN02994
OG0001642	LYTVA_25401	HUMAN04974, HUMAN04971, HUMAN04972, HUMAN04973, HUMAN04975, HUMAN04979, HUMAN04977, HUMAN04978, HUMAN04976
OG0001643	LYTVA_10368	HUMAN05730, HUMAN15333, HUMAN15332, HUMAN15331
OG0001644	LYTVA_08193	HUMAN24567
OG0001649	LYTVA_12486	HUMAN09668
OG0001652	LYTVA_22143	HUMAN08985
OG0001653	LYTVA_15506	HUMAN23274
OG0001654	LYTVA_27565	HUMAN24521, HUMAN24522, HUMAN25677
OG0001655	LYTVA_29262	HUMAN23043, HUMAN29586, HUMAN29889
OG0001656	LYTVA_20250	HUMAN12664
OG0001657	LYTVA_24520	HUMAN20003, HUMAN20005, HUMAN20004, HUMAN04603
OG0001658	LYTVA_29002	HUMAN18841
OG0001659	LYTVA_27573	HUMAN00545, HUMAN00546, HUMAN25769
OG0001660	LYTVA_26564	HUMAN24142, HUMAN22382, HUMAN29625, HUMAN30126, HUMAN22381
OG0001661	LYTVA_05769	HUMAN07166
OG0001661	LYTVA_11532	HUMAN21509
OG0001662	LYTVA_14369	HUMAN05309
OG0001662	LYTVA_15998	HUMAN26391, HUMAN07388
OG0001663	LYTVA_27998	HUMAN26903, HUMAN29828
OG0001664	LYTVA_11249	HUMAN14776, HUMAN14775
OG0001665	LYTVA_04604	HUMAN13477, HUMAN13476
OG0001665	LYTVA_23642	HUMAN10572
OG0001666	LYTVA_03347, LYTVA_19306, LYTVA_17592, LYTVA_28821, LYTVA_28823	HUMAN07809
OG0001667	LYTVA_07623, LYTVA_22490, LYTVA_07621	HUMAN12734, HUMAN26001, HUMAN26000, HUMAN06279, HUMAN06280, HUMAN06278
OG0001668	LYTVA_02299	HUMAN25853
OG0001671	LYTVA_19064	HUMAN20911
OG0001672	LYTVA_03348	HUMAN29688, HUMAN17876, HUMAN12952, HUMAN26575
OG0001673	LYTVA_21841	HUMAN08249, HUMAN08251, HUMAN15858, HUMAN16851
OG0001674	LYTVA_15682	HUMAN09862, HUMAN09861, HUMAN09864, HUMAN09865, HUMAN13900
OG0001675	LYTVA_09242	HUMAN28279, HUMAN27610
OG0001676	LYTVA_20615	HUMAN03206
OG0001676	LYTVA_04952	HUMAN15070
OG0001677	LYTVA_22014	HUMAN07349, HUMAN07350
OG0001678	LYTVA_28376	HUMAN25999, HUMAN17691
OG0001682	LYTVA_24944	HUMAN18147
OG0001683	LYTVA_21742	HUMAN30085, HUMAN01479, HUMAN00558, HUMAN25314
OG0001685	LYTVA_01904	HUMAN22339
OG0001687	LYTVA_18610, LYTVA_22058	HUMAN03234
OG0001688	LYTVA_10321	HUMAN22303, HUMAN22304, HUMAN22302, HUMAN03992
OG0001689	LYTVA_20550	HUMAN11738
OG0001689	LYTVA_05698	HUMAN11737, HUMAN19915
OG0001691	LYTVA_29941	HUMAN10903
OG0001692	LYTVA_03559	HUMAN00929, HUMAN00928, HUMAN15010, HUMAN23437, HUMAN23438
OG0001693	LYTVA_27901, LYTVA_27900, LYTVA_14436, LYTVA_19948, LYTVA_19947	HUMAN00705
OG0001694	LYTVA_29879	HUMAN06928, HUMAN06927, HUMAN06925, HUMAN20957
OG0001696	LYTVA_22806	HUMAN07021, HUMAN07020, HUMAN03942, HUMAN03944, HUMAN03943, HUMAN03945
OG0001703	LYTVA_28859, LYTVA_21915	HUMAN09709
OG0001704	LYTVA_03750, LYTVA_28208	HUMAN06407, HUMAN06567
OG0001706	LYTVA_16433	HUMAN30453, HUMAN05373, HUMAN30452
OG0001707	LYTVA_02742	HUMAN13776, HUMAN13775, HUMAN16739
OG0001708	LYTVA_08755	HUMAN01995, HUMAN01996
OG0001709	LYTVA_16435	HUMAN23995
OG0001711	LYTVA_23582	HUMAN04935, HUMAN04934, HUMAN04933, HUMAN09017
OG0001712	LYTVA_21581	HUMAN22752, HUMAN17161, HUMAN03209
OG0001713	LYTVA_19902	HUMAN05026
OG0001713	LYTVA_16987	HUMAN11446, HUMAN11444, HUMAN11445
OG0001714	LYTVA_26980	HUMAN20171, HUMAN20172
OG0001718	LYTVA_06728	HUMAN25013, HUMAN25014
OG0001720	LYTVA_14326	HUMAN12316, HUMAN04993, HUMAN07123
OG0001721	LYTVA_12881	HUMAN25291, HUMAN08491
OG0001723	LYTVA_03137	HUMAN21619, HUMAN30386, HUMAN29777
OG0001724	LYTVA_06501, LYTVA_06496, LYTVA_08423	HUMAN25295
OG0001725	LYTVA_14811, LYTVA_05220	HUMAN24357, HUMAN03245, HUMAN22506
OG0001726	LYTVA_04764	HUMAN16877, HUMAN08380
OG0001726	LYTVA_24972	HUMAN22539
OG0001727	LYTVA_24852	HUMAN15860, HUMAN15859, HUMAN08259, HUMAN16842
OG0001728	LYTVA_14622	HUMAN09496, HUMAN23695
OG0001729	LYTVA_28021	HUMAN26808, HUMAN20869, HUMAN20870
OG0001730	LYTVA_03839	HUMAN14924, HUMAN00990, HUMAN14923
OG0001731	LYTVA_09912, LYTVA_24284, LYTVA_14260	HUMAN24935, HUMAN06976, HUMAN06977
OG0001732	LYTVA_22231	HUMAN30348, HUMAN07896, HUMAN21599, HUMAN21598, HUMAN21600
OG0001733	LYTVA_14522, LYTVA_09132	HUMAN17168
OG0001735	LYTVA_17512	HUMAN17857, HUMAN13129
OG0001736	LYTVA_17235	HUMAN11325, HUMAN14071
OG0001737	LYTVA_15539	HUMAN27862, HUMAN19270
OG0001737	LYTVA_29190, LYTVA_24114	HUMAN19449, HUMAN25649
OG0001738	LYTVA_14239, LYTVA_03711	HUMAN07064, HUMAN07066, HUMAN03839, HUMAN03837, HUMAN07063, HUMAN07065, HUMAN03838
OG0001739	LYTVA_10491	HUMAN06840, HUMAN06841, HUMAN06839, HUMAN03964
OG0001740	LYTVA_07618, LYTVA_17839, LYTVA_21620	HUMAN04153, HUMAN24941, HUMAN20293, HUMAN20292, HUMAN04152, HUMAN20291
OG0001743	LYTVA_09129	HUMAN29328, HUMAN29326
OG0001744	LYTVA_05535	HUMAN27314, HUMAN18242, HUMAN27316, HUMAN27315, HUMAN27317, HUMAN06338
OG0001745	LYTVA_07144	HUMAN25534
OG0001746	LYTVA_21735	HUMAN04189, HUMAN20301, HUMAN20300, HUMAN20302
OG0001749	LYTVA_27870	HUMAN28713, HUMAN29594, HUMAN30202
OG0001752	LYTVA_14709	HUMAN14402, HUMAN14401, HUMAN09557
OG0001754	LYTVA_06403	HUMAN25325, HUMAN05304, HUMAN05305, HUMAN05303, HUMAN13962
OG0001755	LYTVA_17842	HUMAN04349
OG0001756	LYTVA_10472, LYTVA_10467	HUMAN03565, HUMAN03566
OG0001756	LYTVA_03013	HUMAN27757, HUMAN27756, HUMAN27755
OG0001757	LYTVA_12754	HUMAN02532, HUMAN02531, HUMAN08337, HUMAN08338, HUMAN27193, HUMAN25593, HUMAN27189, HUMAN27178, HUMAN27173, HUMAN13781, HUMAN08339
OG0001758	LYTVA_05094, LYTVA_13988, LYTVA_04758, LYTVA_05284	HUMAN12281
OG0001759	LYTVA_03595	HUMAN28722, HUMAN22444
OG0001760	LYTVA_24245	HUMAN06762
OG0001768	LYTVA_02674	HUMAN23681, HUMAN14390
OG0001769	LYTVA_02387	HUMAN03651
OG0001769	LYTVA_30216	HUMAN08557, HUMAN08556
OG0001770	LYTVA_06471	HUMAN24382, HUMAN17425, HUMAN30193, HUMAN24381, HUMAN22894
OG0001772	LYTVA_23524, LYTVA_22204	HUMAN02529, HUMAN08892
OG0001774	LYTVA_28479	HUMAN30515, HUMAN30516
OG0001780	LYTVA_17770	HUMAN19749
OG0001781	LYTVA_04782	HUMAN12739
OG0001781	LYTVA_08353	HUMAN24740
OG0001782	LYTVA_16503	HUMAN23640
OG0001782	LYTVA_03019	HUMAN03280
OG0001783	LYTVA_21718, LYTVA_26895	HUMAN10327, HUMAN10326
OG0001785	LYTVA_20637	HUMAN07812
OG0001787	LYTVA_09866, LYTVA_22457	HUMAN19491, HUMAN19493, HUMAN19494, HUMAN19492, HUMAN25152, HUMAN25151, HUMAN00492
OG0001788	LYTVA_19848	HUMAN16667
OG0001789	LYTVA_15527, LYTVA_15528	HUMAN19923, HUMAN12300
OG0001790	LYTVA_11313	HUMAN15656, HUMAN15657
OG0001792	LYTVA_23803	HUMAN15054
OG0001793	LYTVA_01173	HUMAN20623
OG0001793	LYTVA_03112	HUMAN05697
OG0001794	LYTVA_04854, LYTVA_26572, LYTVA_03749, LYTVA_20876, LYTVA_03751	HUMAN19680
OG0001798	LYTVA_08013, LYTVA_29031	HUMAN14327, HUMAN14328, HUMAN09868
OG0001799	LYTVA_13847	HUMAN11851, HUMAN07342, HUMAN05015
OG0001800	LYTVA_21818	HUMAN21427, HUMAN21429, HUMAN21428, HUMAN02409, HUMAN07046
OG0001801	LYTVA_16627, LYTVA_24616	HUMAN01406, HUMAN04138, HUMAN27053, HUMAN01453, HUMAN04141, HUMAN04140
OG0001802	LYTVA_22206, LYTVA_08853	HUMAN10430, HUMAN10427, HUMAN10426
OG0001803	LYTVA_26265	HUMAN17083, HUMAN17084, HUMAN22587, HUMAN22586, HUMAN03075
OG0001804	LYTVA_21220	HUMAN11697, HUMAN11700, HUMAN11696, HUMAN11695, HUMAN11698, HUMAN19866
OG0001805	LYTVA_23931, LYTVA_16203, LYTVA_10280	HUMAN06844, HUMAN04264, HUMAN06848
OG0001807	LYTVA_27089	HUMAN12665
OG0001808	LYTVA_09711	HUMAN22068, HUMAN01110
OG0001809	LYTVA_24690	HUMAN29140, HUMAN02152, HUMAN02151, HUMAN02153, HUMAN02155, HUMAN02158, HUMAN02157, HUMAN02156, HUMAN02154
OG0001810	LYTVA_27471, LYTVA_27472	HUMAN25995, HUMAN25994, HUMAN18086
OG0001812	LYTVA_11557, LYTVA_11559	HUMAN05677
OG0001814	LYTVA_13775	HUMAN12655, HUMAN12657, HUMAN26160, HUMAN26161
OG0001816	LYTVA_11847	HUMAN23426
OG0001816	LYTVA_11846	HUMAN23424
OG0001817	LYTVA_21391	HUMAN10762, HUMAN16372, HUMAN16373
OG0001818	LYTVA_09386	HUMAN08932, HUMAN25133
OG0001819	LYTVA_12283, LYTVA_25485	HUMAN26303, HUMAN26302, HUMAN17758
OG0001820	LYTVA_02599, LYTVA_29524	HUMAN22655, HUMAN22654, HUMAN22657, HUMAN03192
OG0001821	LYTVA_18835	HUMAN20151
OG0001821	LYTVA_07768, LYTVA_18834	HUMAN20150
OG0001822	LYTVA_22413	HUMAN20278, HUMAN04122
OG0001823	LYTVA_05413	HUMAN28818
OG0001823	LYTVA_05412	HUMAN28819
OG0001825	LYTVA_14311, LYTVA_23444	HUMAN28268, HUMAN25258, HUMAN28269, HUMAN28270
OG0001826	LYTVA_26574, LYTVA_18547	HUMAN18296, HUMAN30222
OG0001827	LYTVA_09251, LYTVA_06825	HUMAN29268, HUMAN29270
OG0001829	LYTVA_05903	HUMAN11147, HUMAN11495
OG0001830	LYTVA_22851	HUMAN13769, HUMAN16621
OG0001831	LYTVA_25792	HUMAN10191, HUMAN10190, HUMAN12366, HUMAN12368
OG0001832	LYTVA_10649	HUMAN29361
OG0001832	LYTVA_10011	HUMAN10008, HUMAN10007, HUMAN01888, HUMAN10006
OG0001834	LYTVA_25860	HUMAN18097, HUMAN02973
OG0001835	LYTVA_23786, LYTVA_13724, LYTVA_20339	HUMAN04377, HUMAN04378
OG0001846	LYTVA_14692	HUMAN25244, HUMAN18589, HUMAN16677, HUMAN18592, HUMAN16676
OG0001848	LYTVA_08748, LYTVA_26442	HUMAN02996
OG0001848	LYTVA_05081	HUMAN04716
OG0001849	LYTVA_05823	HUMAN06580, HUMAN06581, HUMAN06579, HUMAN06583
OG0001849	LYTVA_06918	HUMAN06578
OG0001851	LYTVA_22434, LYTVA_22433	HUMAN21496
OG0001852	LYTVA_04485	HUMAN06720, HUMAN20898
OG0001853	LYTVA_24547, LYTVA_00729	HUMAN28392, HUMAN18575
OG0001854	LYTVA_15577	HUMAN06535
OG0001856	LYTVA_13246	HUMAN26595, HUMAN13519
OG0001857	LYTVA_17991, LYTVA_09748, LYTVA_09742	HUMAN16699, HUMAN28241
OG0001858	LYTVA_15118	HUMAN26275
OG0001858	LYTVA_02418	HUMAN03335
OG0001861	LYTVA_25197	HUMAN02516
OG0001862	LYTVA_25275	HUMAN14487, HUMAN01898, HUMAN10090
OG0001863	LYTVA_00865	HUMAN27302
OG0001864	LYTVA_05483	HUMAN13784, HUMAN13785, HUMAN19255
OG0001865	LYTVA_01901	HUMAN23790, HUMAN22856, HUMAN07532
OG0001866	LYTVA_12972	HUMAN25781
OG0001867	LYTVA_13864	HUMAN25878, HUMAN13230
OG0001868	LYTVA_08383, LYTVA_20946	HUMAN08197
OG0001869	LYTVA_29389	HUMAN00228, HUMAN00227
OG0001870	LYTVA_21431	HUMAN28292, HUMAN00640, HUMAN25247
OG0001871	LYTVA_20738	HUMAN07522, HUMAN27482
OG0001873	LYTVA_12057, LYTVA_19029, LYTVA_27237	HUMAN16807, HUMAN16808, HUMAN16809
OG0001874	LYTVA_22377	HUMAN21243
OG0001875	LYTVA_28164, LYTVA_13281	HUMAN17871
OG0001875	LYTVA_09408	HUMAN22698
OG0001876	LYTVA_02442	HUMAN16595
OG0001877	LYTVA_14689, LYTVA_10974	HUMAN08708, HUMAN25127, HUMAN02567
OG0001879	LYTVA_21655	HUMAN07208
OG0001879	LYTVA_21726	HUMAN06063
OG0001881	LYTVA_28648	HUMAN06131, HUMAN04212, HUMAN02372
OG0001882	LYTVA_22489	HUMAN12928, HUMAN17839
OG0001883	LYTVA_08476	HUMAN10705, HUMAN10706, HUMAN10704, HUMAN20116, HUMAN13322
OG0001884	LYTVA_16252	HUMAN27931, HUMAN19032, HUMAN19030, HUMAN19029
OG0001886	LYTVA_13389	HUMAN29265, HUMAN01236
OG0001887	LYTVA_18355	HUMAN24008, HUMAN07736, HUMAN22363, HUMAN22362
OG0001888	LYTVA_14493	HUMAN14663, HUMAN28454, HUMAN28455
OG0001889	LYTVA_25267	HUMAN13282, HUMAN10294, HUMAN10295, HUMAN10296
OG0001890	LYTVA_23939, LYTVA_06479	HUMAN27039, HUMAN01447, HUMAN04331
OG0001892	LYTVA_28174, LYTVA_28175	HUMAN21354, HUMAN25414
OG0001893	LYTVA_11404	HUMAN24851, HUMAN24850
OG0001894	LYTVA_28553	HUMAN24228, HUMAN24227, HUMAN24229, HUMAN03619
OG0001895	LYTVA_09898, LYTVA_04308	HUMAN19223
OG0001897	LYTVA_28331	HUMAN01785, HUMAN01784, HUMAN14131, HUMAN28852, HUMAN09463
OG0001898	LYTVA_24127, LYTVA_29545	HUMAN15350
OG0001899	LYTVA_29145	HUMAN08346
OG0001900	LYTVA_08676, LYTVA_14560, LYTVA_06350, LYTVA_13466, LYTVA_06292, LYTVA_14546, LYTVA_07011, LYTVA_10831	HUMAN15354, HUMAN15355
OG0001901	LYTVA_03922	HUMAN04090, HUMAN04089
OG0001903	LYTVA_08067, LYTVA_26061, LYTVA_26671	HUMAN25841, HUMAN25839, HUMAN25838, HUMAN25840
OG0001905	LYTVA_26674	HUMAN05009, HUMAN15902, HUMAN05019, HUMAN05018, HUMAN07274, HUMAN07275
OG0001906	LYTVA_23158	HUMAN01662, HUMAN09869, HUMAN28584, HUMAN14273
OG0001913	LYTVA_08539, LYTVA_15655	HUMAN10068, HUMAN10067
OG0001914	LYTVA_24515, LYTVA_11723	HUMAN25808
OG0001914	LYTVA_13970	HUMAN10542
OG0001915	LYTVA_29625	HUMAN30648, HUMAN29662
OG0001916	LYTVA_10483	HUMAN08379, HUMAN08376, HUMAN08378
OG0001916	LYTVA_30134	HUMAN15612
OG0001917	LYTVA_02307	HUMAN01077, HUMAN14777, HUMAN15018
OG0001918	LYTVA_18496, LYTVA_05232	HUMAN18185, HUMAN18184
OG0001918	LYTVA_18932	HUMAN17680
OG0001920	LYTVA_19109	HUMAN28449, HUMAN14671, HUMAN01090, HUMAN14537, HUMAN14536
OG0001923	LYTVA_06842	HUMAN14644, HUMAN14642, HUMAN14921
OG0001925	LYTVA_13286	HUMAN17583, HUMAN26221, HUMAN06665
OG0001926	LYTVA_19317	HUMAN01202
OG0001928	LYTVA_13719	HUMAN25622
OG0001930	LYTVA_22217	HUMAN10045
OG0001932	LYTVA_19885	HUMAN21635, HUMAN29559
OG0001933	LYTVA_09674	HUMAN11040, HUMAN11041
OG0001934	LYTVA_10941	HUMAN10144, HUMAN27036
OG0001936	LYTVA_24970	HUMAN03296
OG0001936	LYTVA_29517	HUMAN27676
OG0001937	LYTVA_27995, LYTVA_28001	HUMAN21397
OG0001938	LYTVA_28843	HUMAN04426
OG0001939	LYTVA_20390	HUMAN18875
OG0001940	LYTVA_10392	HUMAN07394, HUMAN07393
OG0001941	LYTVA_16404	HUMAN18090, HUMAN20811
OG0001942	LYTVA_23498, LYTVA_19010	HUMAN08495, HUMAN02465, HUMAN02464
OG0001943	LYTVA_09619	HUMAN13678, HUMAN18947
OG0001944	LYTVA_07851	HUMAN18721
OG0001945	LYTVA_02199	HUMAN21241, HUMAN25293
OG0001946	LYTVA_09498, LYTVA_15952	HUMAN24077, HUMAN03301, HUMAN22814, HUMAN22811
OG0001948	LYTVA_24023	HUMAN15430, HUMAN15431, HUMAN08601, HUMAN02652, HUMAN04901
OG0001949	LYTVA_11745	HUMAN12315, HUMAN07122, HUMAN12313, HUMAN12314
OG0001950	LYTVA_02704, LYTVA_22842	HUMAN14684, HUMAN14683, HUMAN28967, HUMAN01297
OG0001951	LYTVA_24979	HUMAN06387, HUMAN20627, HUMAN06388
OG0001952	LYTVA_03403, LYTVA_05983	HUMAN25420
OG0001953	LYTVA_23643	HUMAN12011, HUMAN12010, HUMAN12008, HUMAN10577, HUMAN10576, HUMAN10578, HUMAN10574
OG0001955	LYTVA_07274	HUMAN09387, HUMAN09386
OG0001956	LYTVA_21159	HUMAN13995
OG0001957	LYTVA_19757, LYTVA_05894	HUMAN04994, HUMAN12320, HUMAN12321, HUMAN07092, HUMAN07091
OG0001958	LYTVA_27591	HUMAN18312, HUMAN07838
OG0001959	LYTVA_27581	HUMAN23786, HUMAN17413, HUMAN30435, HUMAN22638, HUMAN22637
OG0001960	LYTVA_29309	HUMAN00307
OG0001961	LYTVA_04984	HUMAN06222, HUMAN02307
OG0001962	LYTVA_10497	HUMAN30018, HUMAN07452, HUMAN00709
OG0001963	LYTVA_25808	HUMAN01746, HUMAN09665, HUMAN28531
OG0001964	LYTVA_11887	HUMAN17471, HUMAN17608, HUMAN17469, HUMAN17470, HUMAN17482, HUMAN17490, HUMAN17609
OG0001965	LYTVA_04012	HUMAN13582
OG0001966	LYTVA_29337	HUMAN14884, HUMAN01261
OG0001967	LYTVA_18417	HUMAN01106
OG0001968	LYTVA_11013, LYTVA_26170	HUMAN03672
OG0001968	LYTVA_25074, LYTVA_14019	HUMAN29233
OG0001969	LYTVA_26700, LYTVA_02053	HUMAN23666, HUMAN23664, HUMAN23665, HUMAN14220, HUMAN14219
OG0001970	LYTVA_23086	HUMAN18724, HUMAN08289, HUMAN08290
OG0001971	LYTVA_24915	HUMAN14230, HUMAN14001, HUMAN09514
OG0001972	LYTVA_12401	HUMAN00080, HUMAN00081
OG0001974	LYTVA_05344	HUMAN13564
OG0001976	LYTVA_06869, LYTVA_18038	HUMAN04446, HUMAN04445, HUMAN16076, HUMAN07001
OG0001985	LYTVA_25021	HUMAN07334, HUMAN26445
OG0001986	LYTVA_11214	HUMAN01344, HUMAN01345
OG0001987	LYTVA_10171	HUMAN19974, HUMAN19975, HUMAN10877, HUMAN05001
OG0001988	LYTVA_13692, LYTVA_16970	HUMAN28137
OG0001989	LYTVA_03449	HUMAN06979, HUMAN24933
OG0001990	LYTVA_25772	HUMAN18834
OG0001991	LYTVA_23713	HUMAN18994
OG0001992	LYTVA_21528	HUMAN25065
OG0001993	LYTVA_03593	HUMAN17210, HUMAN23872, HUMAN03186
OG0001997	LYTVA_01450, LYTVA_02841, LYTVA_09568	HUMAN08839
OG0001997	LYTVA_23462	HUMAN08836, HUMAN08834, HUMAN08837, HUMAN00575
OG0001998	LYTVA_28153	HUMAN28974, HUMAN10909, HUMAN10908
OG0001999	LYTVA_25071	HUMAN25970
OG0001999	LYTVA_17089	HUMAN04679
OG0002000	LYTVA_00535	HUMAN23473
OG0002001	LYTVA_06621	HUMAN06657
OG0002001	LYTVA_24060	HUMAN12156
OG0002002	LYTVA_06617	HUMAN18498, HUMAN18497, HUMAN05241
OG0002003	LYTVA_27403	HUMAN17505, HUMAN09339, HUMAN09338
OG0002005	LYTVA_09452	HUMAN03512, HUMAN27735, HUMAN27734
OG0002006	LYTVA_30202, LYTVA_24696, LYTVA_00947	HUMAN12661
OG0002007	LYTVA_00300	HUMAN22823, HUMAN03290
OG0002010	LYTVA_26220	HUMAN13438, HUMAN13437
OG0002011	LYTVA_00131	HUMAN19203, HUMAN08184
OG0002012	LYTVA_17215	HUMAN04610, HUMAN04611, HUMAN04609, HUMAN19998
