Motif	Factor	Evidence	Curated
GM.5.0.Homeodomain.0048	TCONS_00020105	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00042478	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00017786	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00016143	Orthologs	N
GM.5.0.Homeodomain.0048	TCONS_00006015	Orthologs	N
GM.5.0.CBF_NF-Y.0001	TCONS_00024002	Orthologs	N
GM.5.0.CBF_NF-Y.0001	TCONS_00042488	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00016792	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00025031	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00038043	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00029994	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00030792	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00011489	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00011052	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00011491	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00025030	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00023170	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00031041	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00031049	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00031040	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00031039	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00031046	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00023551	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00023587	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00016646	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00021207	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00027932	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00042787	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00012810	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00012809	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00013984	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00056934	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00021581	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00021507	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00027931	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00028953	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00003496	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00031188	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00031211	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00031189	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00031212	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00045950	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00019371	Orthologs	N
GM.5.0.Homeodomain.0049	TCONS_00048904	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00026598	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00027287	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00027293	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00027286	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00027292	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00027285	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00027291	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00026487	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00026505	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00020801	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00043771	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00032269	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00032267	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00032266	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00032262	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00032264	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00032259	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00032261	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00043772	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00032260	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00032270	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00032272	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00018945	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00018960	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00031629	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00019139	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00020105	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00042478	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00017786	Orthologs	N
GM.5.0.Homeodomain.0050	TCONS_00015951	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00026598	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00027287	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00027293	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00027286	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00027292	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00027285	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00027291	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00026487	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00026505	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00020801	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00043771	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00032269	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00032267	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00032266	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00032262	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00032264	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00032259	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00032261	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00043772	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00032260	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00032270	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00032272	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00018945	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00018960	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00031629	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00019139	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00020105	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00042478	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0051	TCONS_00017786	Orthologs	N
GM.5.0.Homeodomain.0052	TCONS_00016080	Orthologs	N
GM.5.0.Homeodomain.0052	TCONS_00038300	Orthologs	N
GM.5.0.Homeodomain.0052	TCONS_00038275	Orthologs	N
GM.5.0.Homeodomain.0052	TCONS_00010844	Orthologs	N
GM.5.0.T-box.0006	TCONS_00026125	Orthologs	N
GM.5.0.T-box.0006	TCONS_00008648	Orthologs	N
GM.5.0.T-box.0006	TCONS_00005387	Orthologs	N
GM.5.0.T-box.0006	TCONS_00005165	Orthologs	N
GM.5.0.T-box.0006	TCONS_00005618	Orthologs	N
GM.5.0.T-box.0006	TCONS_00018803	Orthologs	N
GM.5.0.T-box.0006	TCONS_00001049	Orthologs	N
GM.5.0.T-box.0006	TCONS_00047036	Orthologs	N
GM.5.0.Mixed.0020	TCONS_00010311	Orthologs	N
GM.5.0.Mixed.0020	TCONS_00030938	Orthologs	N
GM.5.0.Mixed.0020	TCONS_00007285	Orthologs	N
GM.5.0.Mixed.0020	TCONS_00007284	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00026598	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00027287	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00027293	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00027286	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00027292	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00027285	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00027291	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00026487	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00026505	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00020801	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00043771	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00032269	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00032267	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00032266	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00032262	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00032264	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00032259	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00032261	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00043772	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00032260	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00032270	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00032272	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00018945	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00018960	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00031629	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00019139	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00020105	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00042478	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0053	TCONS_00017786	Orthologs	N
GM.5.0.Homeodomain.0054	TCONS_00026601	Orthologs	N
GM.5.0.Homeodomain.0054	TCONS_00026600	Orthologs	N
GM.5.0.Homeodomain.0054	TCONS_00009628	Orthologs	N
GM.5.0.Homeodomain.0054	TCONS_00009627	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00026598	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00027287	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00027293	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00027286	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00027292	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00027285	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00027291	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00026487	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00026505	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00020801	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00043771	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00032269	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00032267	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00032266	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00032262	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00032264	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00032259	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00032261	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00043772	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00032260	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00032270	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00032272	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00018945	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00018960	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00031629	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00019139	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00020105	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00042478	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0055	TCONS_00017786	Orthologs	N
GM.5.0.IRF.0002	TCONS_00011596	Orthologs	N
GM.5.0.IRF.0002	TCONS_00030938	Orthologs	N
GM.5.0.IRF.0002	TCONS_00007285	Orthologs	N
GM.5.0.IRF.0002	TCONS_00007284	Orthologs	N
GM.5.0.IRF.0002	TCONS_00012143	Orthologs	N
GM.5.0.C2H2_ZF.0047	TCONS_00001304	Orthologs	N
GM.5.0.C2H2_ZF.0047	TCONS_00033319	Orthologs	N
GM.5.0.C2H2_ZF.0047	TCONS_00011478	Orthologs	N
GM.5.0.T-box.0007	TCONS_00026125	Orthologs	N
GM.5.0.T-box.0007	TCONS_00008648	Orthologs	N
GM.5.0.T-box.0007	TCONS_00005387	Orthologs	N
GM.5.0.T-box.0007	TCONS_00005165	Orthologs	N
GM.5.0.T-box.0007	TCONS_00005618	Orthologs	N
GM.5.0.T-box.0007	TCONS_00018803	Orthologs	N
GM.5.0.T-box.0007	TCONS_00001049	Orthologs	N
GM.5.0.T-box.0007	TCONS_00047036	Orthologs	N
GM.5.0.C2H2_ZF.0048	TCONS_00033556	Orthologs	N
GM.5.0.Homeodomain.0056	TCONS_00038300	Orthologs	N
GM.5.0.Homeodomain.0056	TCONS_00038275	Orthologs	N
GM.5.0.Homeodomain.0056	TCONS_00010844	Orthologs	N
GM.5.0.bZIP.0022	TCONS_00055793	Orthologs	N
GM.5.0.bZIP.0022	TCONS_00042177	Orthologs	N
GM.5.0.bZIP.0022	TCONS_00042626	Orthologs	N
GM.5.0.bZIP.0022	TCONS_00010307	Orthologs	N
GM.5.0.bZIP.0022	TCONS_00010310	Orthologs	N
GM.5.0.bZIP.0022	TCONS_00010312	Orthologs	N
GM.5.0.bZIP.0022	TCONS_00010318	Orthologs	N
GM.5.0.bZIP.0022	TCONS_00010317	Orthologs	N
GM.5.0.bZIP.0022	TCONS_00010306	Orthologs	N
GM.5.0.bZIP.0022	TCONS_00011657	Orthologs	N
GM.5.0.bZIP.0022	TCONS_00010313	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00053708	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00026598	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00027287	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00027293	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00027286	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00027292	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00027285	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00027291	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00026487	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00026505	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00020801	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00043771	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00032269	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00032267	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00032266	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00032262	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00032264	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00032259	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00032261	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00043772	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00032260	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00032270	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00032272	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00018945	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00018960	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00031629	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00019139	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00020105	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00042478	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00020805	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00027510	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00026910	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00027826	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00026836	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00026711	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00026612	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00026377	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00026365	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00019737	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00015367	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00014810	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00014809	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00010493	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00018852	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00017786	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00015123	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00002035	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00000870	Orthologs	N
GM.5.0.SMAD.0006	TCONS_00029109	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00026598	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00027287	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00027293	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00027286	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00027292	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00027285	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00027291	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00026487	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00026505	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00020801	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00043771	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00032269	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00032267	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00032266	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00032262	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00032264	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00032259	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00032261	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00043772	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00032260	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00032270	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00032272	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00018945	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00018960	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00031629	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00019139	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00020105	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00042478	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00020805	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00027510	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00026910	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00027826	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00026836	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00026711	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00026612	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00026377	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00026365	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00019737	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00015367	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00014810	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00014809	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00010493	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00018852	Orthologs	N
GM.5.0.Homeodomain.0057	TCONS_00017786	Orthologs	N
GM.5.0.Nuclear_receptor.0025	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Myb_SANT.0006	TCONS_00016604	Orthologs	N
GM.5.0.Myb_SANT.0006	TCONS_00015355	Orthologs	N
GM.5.0.Mixed.0021	TCONS_00046780	Orthologs	N
GM.5.0.Mixed.0021	TCONS_00011580	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00036467	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00024248	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00006659	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00003904	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00002941	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00002944	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00002946	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00002702	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00028111	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00028123	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00019811	Orthologs	N
GM.5.0.Nuclear_receptor.0026	TCONS_00016058	Orthologs	N
GM.5.0.Sox.0014	TCONS_00045275	Orthologs	N
GM.5.0.Sox.0014	TCONS_00021994	Orthologs	N
GM.5.0.Sox.0014	TCONS_00021998	Orthologs	N
GM.5.0.Sox.0014	TCONS_00007046	Orthologs	N
GM.5.0.Sox.0014	TCONS_00045354	Orthologs	N
GM.5.0.Sox.0014	TCONS_00027467	Orthologs	N
GM.5.0.Sox.0014	TCONS_00013871	Orthologs	N
GM.5.0.bHLH.0037	TCONS_00011327	Orthologs	N
GM.5.0.bHLH.0037	TCONS_00046850	Orthologs	N
GM.5.0.bHLH.0037	TCONS_00024122	Orthologs	N
GM.5.0.bHLH.0037	TCONS_00028994	Orthologs	N
GM.5.0.bHLH.0037	TCONS_00000580	Orthologs	N
GM.5.0.bHLH.0037	TCONS_00011913	Orthologs	N
GM.5.0.bHLH.0037	TCONS_00011867	Orthologs	N
GM.5.0.bHLH.0037	TCONS_00000584	Orthologs	N
GM.5.0.bHLH.0037	TCONS_00010522	Orthologs	N
GM.5.0.bHLH.0037	TCONS_00010521	Orthologs	N
GM.5.0.C2H2_ZF_Homeodomain.0002	TCONS_00019983	Orthologs	N
GM.5.0.Homeodomain.0058	TCONS_00026598	Orthologs	N
