species	stages	one2one	a	b	pred_name
pfla_bflo	07_LG / 08_L1	pair_6502	TCONS_00054292	bflo_26365	NA
pfla_bflo	08_To / 08_L1	pair_0678	TCONS_00037788	bflo_03346	NA
pfla_bflo	08_To / 08_L1	pair_1039	TCONS_00053448	bflo_05555	NA
pfla_bflo	08_To / 08_L1	pair_1882	TCONS_00031386	bflo_08596	SLC18A3
pfla_bflo	08_To / 08_L1	pair_3724	TCONS_00042093	bflo_15044	POU4F3
pfla_bflo	08_To / 08_L1	pair_3764	TCONS_00051408	bflo_15225	SSC5D
pfla_bflo	08_To / 08_L1	pair_4774	TCONS_00006156	bflo_19766	NA
pfla_bflo	08_To / 08_L1	pair_6289	TCONS_00029278	bflo_25492	NA
pfla_bflo	08_To / 08_L1	pair_6502	TCONS_00054292	bflo_26365	NA
pfla_bflo	10_Me / 09_L2	pair_0006	TCONS_00007822	bflo_00098	NA
pfla_bflo	10_Me / 09_L2	pair_0113	TCONS_00055829	bflo_00608	NA
pfla_bflo	10_Me / 09_L2	pair_0339	TCONS_00054639	bflo_01660	GNBPB4
pfla_bflo	10_Me / 09_L2	pair_0537	TCONS_00039482	bflo_02625	NA
pfla_bflo	10_Me / 09_L2	pair_0566	TCONS_00003081	bflo_02772	MUC12
pfla_bflo	10_Me / 09_L2	pair_0866	TCONS_00045968	bflo_04461	NA
pfla_bflo	10_Me / 09_L2	pair_1222	TCONS_00028192	bflo_06051	PCSK1
pfla_bflo	10_Me / 09_L2	pair_1713	TCONS_00030635	bflo_07884	OVCH1
pfla_bflo	10_Me / 09_L2	pair_1774	TCONS_00037314	bflo_08181	NA
pfla_bflo	10_Me / 09_L2	pair_1880	TCONS_00031385	bflo_08591	CHAT
pfla_bflo	10_Me / 09_L2	pair_1882	TCONS_00031386	bflo_08596	SLC18A3
pfla_bflo	10_Me / 09_L2	pair_1966	TCONS_00031975	bflo_08963	NA
pfla_bflo	10_Me / 09_L2	pair_2693	TCONS_00020142	bflo_11501	MRC1
pfla_bflo	10_Me / 09_L2	pair_3807	TCONS_00028817	bflo_15466	PLG
pfla_bflo	10_Me / 09_L2	pair_4118	TCONS_00021275	bflo_16695	HEBP1
pfla_bflo	10_Me / 09_L2	pair_4357	TCONS_00010793	bflo_17833	NA
pfla_bflo	10_Me / 09_L2	pair_5268	TCONS_00000629	bflo_21663	C1QL2
pfla_bflo	10_Me / 09_L2	pair_5353	TCONS_00026441	bflo_21939	NA
pfla_bflo	10_Me / 09_L2	pair_6166	TCONS_00032625	bflo_24950	MEGF6
pfla_bflo	10_Me / 09_L2	pair_6274	TCONS_00022131	bflo_25364	NA
pfla_bflo	10_Me / 09_L2	pair_6522	TCONS_00007813	bflo_26475	NA
pfla_bflo	06_MG / 07_N3	pair_1247	TCONS_00026601	bflo_06109	NKX3-2
pfla_bflo	06_MG / 07_N3	pair_1317	TCONS_00029704	bflo_06305	CHRNA3
pfla_bflo	06_MG / 07_N3	pair_1394	TCONS_00012194	bflo_06540	NA
pfla_bflo	06_MG / 07_N3	pair_1626	TCONS_00039768	bflo_07505	NA
pfla_bflo	06_MG / 07_N3	pair_2512	TCONS_00011052	bflo_10980	NA
pfla_bflo	06_MG / 07_N3	pair_3140	TCONS_00008967	bflo_13084	NA
pfla_bflo	06_MG / 07_N3	pair_5499	TCONS_00003020	bflo_22657	FKBP13
pfla_ofus	06_MG / early_larva	pair_0106	TCONS_00020192	OFUSG11168.1	FAM187A
pfla_ofus	06_MG / early_larva	pair_0508	TCONS_00029830	OFUSG03083.1	FOXQ2
pfla_ofus	06_MG / early_larva	pair_0782	TCONS_00004760	OFUSG22465.1	SLC5A9
pfla_ofus	06_MG / early_larva	pair_0790	TCONS_00055305	OFUSG15717.1	NA
pfla_ofus	06_MG / early_larva	pair_0855	TCONS_00029343	OFUSG09083.1	NA
pfla_ofus	06_MG / early_larva	pair_1516	TCONS_00036542	OFUSG04251.1	NA
pfla_ofus	06_MG / early_larva	pair_1647	TCONS_00020245	OFUSG16372.1	NA
pfla_ofus	06_MG / early_larva	pair_2869	TCONS_00001673	OFUSG00307.1	POPDC2
pfla_ofus	06_MG / early_larva	pair_2911	TCONS_00050415	OFUSG21425.1	GAPDH
pfla_ofus	06_MG / early_larva	pair_3011	TCONS_00007115	OFUSG20298.1	THTPA
pfla_ofus	06_MG / early_larva	pair_3592	TCONS_00031876	OFUSG04229.1	NA
pfla_ofus	06_MG / early_larva	pair_3807	TCONS_00034836	OFUSG09240.2	NA
pfla_ofus	06_MG / early_larva	pair_3893	TCONS_00008299	OFUSG05026.1	RGSL1
pfla_ofus	06_MG / early_larva	pair_4236	TCONS_00017786	OFUSG09074.1	BSX
pfla_ofus	06_MG / early_larva	pair_4492	TCONS_00011661	OFUSG11696.1	NA
pfla_ofus	06_MG / early_larva	pair_4921	TCONS_00024904	OFUSG02154.1	NA
pfla_ofus	06_MG / early_larva	pair_4988	TCONS_00021474	OFUSG14336.1	SPCS2
pfla_ofus	06_MG / early_larva	pair_5534	TCONS_00056511	OFUSG08892.1	NA
pfla_ofus	06_MG / early_larva	pair_5912	TCONS_00057221	OFUSG19720.1	OLAH
pfla_ofus	06_MG / early_larva	pair_7390	TCONS_00012194	OFUSG12040.1	NA
pfla_ofus	06_MG / early_larva	pair_7469	TCONS_00029672	OFUSG09461.1	SLC50A1
pfla_ofus	06_MG / early_larva	pair_8056	TCONS_00020824	OFUSG05095.2	CMTM4
pfla_ofus	06_MG / early_larva	pair_8425	TCONS_00027701	OFUSG05145.1	NA
pfla_ofus	06_MG / early_larva	pair_8554	TCONS_00043772	OFUSG03265.1	GSX1
pfla_ofus	06_MG / early_larva	pair_8928	TCONS_00015926	OFUSG13895.1	NA
pfla_ofus	06_MG / elongation	pair_0106	TCONS_00020192	OFUSG11168.1	FAM187A
pfla_ofus	06_MG / elongation	pair_0508	TCONS_00029830	OFUSG03083.1	FOXQ2
pfla_ofus	06_MG / elongation	pair_0782	TCONS_00004760	OFUSG22465.1	SLC5A9
pfla_ofus	06_MG / elongation	pair_0790	TCONS_00055305	OFUSG15717.1	NA
pfla_ofus	06_MG / elongation	pair_0795	TCONS_00031091	OFUSG17883.1	NODAL
pfla_ofus	06_MG / elongation	pair_1502	TCONS_00051309	OFUSG09297.1	NA
pfla_ofus	06_MG / elongation	pair_1647	TCONS_00020245	OFUSG16372.1	NA
pfla_ofus	06_MG / elongation	pair_1875	TCONS_00015460	OFUSG19069.1	AIF1
pfla_ofus	06_MG / elongation	pair_2143	TCONS_00016705	OFUSG15842.1	NA
pfla_ofus	06_MG / elongation	pair_2151	TCONS_00013924	OFUSG10677.1	NA
pfla_ofus	06_MG / elongation	pair_2534	TCONS_00007007	OFUSG05291.1	CCNE1
pfla_ofus	06_MG / elongation	pair_2662	TCONS_00026882	OFUSG18924.1	NA
pfla_ofus	06_MG / elongation	pair_2869	TCONS_00001673	OFUSG00307.1	POPDC2
pfla_ofus	06_MG / elongation	pair_2911	TCONS_00050415	OFUSG21425.1	GAPDH
pfla_ofus	06_MG / elongation	pair_3011	TCONS_00007115	OFUSG20298.1	THTPA
pfla_ofus	06_MG / elongation	pair_3592	TCONS_00031876	OFUSG04229.1	NA
pfla_ofus	06_MG / elongation	pair_4236	TCONS_00017786	OFUSG09074.1	BSX
pfla_ofus	06_MG / elongation	pair_4492	TCONS_00011661	OFUSG11696.1	NA
pfla_ofus	06_MG / elongation	pair_4963	TCONS_00000745	OFUSG06955.1	NA
pfla_ofus	06_MG / elongation	pair_4988	TCONS_00021474	OFUSG14336.1	SPCS2
pfla_ofus	06_MG / elongation	pair_5401	TCONS_00052629	OFUSG17480.1	PLK3
pfla_ofus	06_MG / elongation	pair_5534	TCONS_00056511	OFUSG08892.1	NA
pfla_ofus	06_MG / elongation	pair_5634	TCONS_00024273	OFUSG08657.1	NA
pfla_ofus	06_MG / elongation	pair_5912	TCONS_00057221	OFUSG19720.1	OLAH
pfla_ofus	06_MG / elongation	pair_6184	TCONS_00000865	OFUSG01820.1	OLIG3
pfla_ofus	06_MG / elongation	pair_6327	TCONS_00027931	OFUSG08660.1	HBN
pfla_ofus	06_MG / elongation	pair_7235	TCONS_00026601	OFUSG05775.1	NKX3-2
pfla_ofus	06_MG / elongation	pair_7390	TCONS_00012194	OFUSG12040.1	NA
pfla_ofus	06_MG / elongation	pair_7787	TCONS_00014334	OFUSG17958.1	UBE2I
pfla_ofus	06_MG / elongation	pair_8425	TCONS_00027701	OFUSG05145.1	NA
pfla_ofus	06_MG / elongation	pair_8554	TCONS_00043772	OFUSG03265.1	GSX1
pfla_ofus	06_MG / elongation	pair_8928	TCONS_00015926	OFUSG13895.1	NA
pfla_ofus	05_MG / elongation	pair_0106	TCONS_00020192	OFUSG11168.1	FAM187A
pfla_ofus	05_MG / elongation	pair_0159	TCONS_00024700	OFUSG07964.3	IFLTD1
pfla_ofus	05_MG / elongation	pair_0795	TCONS_00031091	OFUSG17883.1	NODAL
pfla_ofus	05_MG / elongation	pair_1875	TCONS_00015460	OFUSG19069.1	AIF1
pfla_ofus	05_MG / elongation	pair_1883	TCONS_00050856	OFUSG06062.1	CHST13
pfla_ofus	05_MG / elongation	pair_2151	TCONS_00013924	OFUSG10677.1	NA
pfla_ofus	05_MG / elongation	pair_2229	TCONS_00019856	OFUSG18482.1	DNASE1
pfla_ofus	05_MG / elongation	pair_2534	TCONS_00007007	OFUSG05291.1	CCNE1
pfla_ofus	05_MG / elongation	pair_2651	TCONS_00050548	OFUSG13655.1	PPIH
pfla_ofus	05_MG / elongation	pair_2662	TCONS_00026882	OFUSG18924.1	NA
pfla_ofus	05_MG / elongation	pair_2688	TCONS_00049274	OFUSG19094.1	NA
pfla_ofus	05_MG / elongation	pair_2911	TCONS_00050415	OFUSG21425.1	GAPDH
pfla_ofus	05_MG / elongation	pair_3592	TCONS_00031876	OFUSG04229.1	NA
pfla_ofus	05_MG / elongation	pair_3891	TCONS_00042927	OFUSG02596.5	MYCBP2
pfla_ofus	05_MG / elongation	pair_3893	TCONS_00008299	OFUSG05026.1	RGSL1
pfla_ofus	05_MG / elongation	pair_4236	TCONS_00017786	OFUSG09074.1	BSX
pfla_ofus	05_MG / elongation	pair_4259	TCONS_00055209	OFUSG16819.1	CYCS
pfla_ofus	05_MG / elongation	pair_4433	TCONS_00011337	OFUSG25263.1	EFCAB11
pfla_ofus	05_MG / elongation	pair_4492	TCONS_00011661	OFUSG11696.1	NA
pfla_ofus	05_MG / elongation	pair_4921	TCONS_00024904	OFUSG02154.1	NA
pfla_ofus	05_MG / elongation	pair_4988	TCONS_00021474	OFUSG14336.1	SPCS2
pfla_ofus	05_MG / elongation	pair_5364	TCONS_00026095	OFUSG06202.1	CXORF26
pfla_ofus	05_MG / elongation	pair_5401	TCONS_00052629	OFUSG17480.1	PLK3
pfla_ofus	05_MG / elongation	pair_5534	TCONS_00056511	OFUSG08892.1	NA
pfla_ofus	05_MG / elongation	pair_5870	TCONS_00055864	OFUSG00131.1	NA
pfla_ofus	05_MG / elongation	pair_5882	TCONS_00000867	OFUSG01558.1	NA
pfla_ofus	05_MG / elongation	pair_5912	TCONS_00057221	OFUSG19720.1	OLAH
pfla_ofus	05_MG / elongation	pair_6184	TCONS_00000865	OFUSG01820.1	OLIG3
pfla_ofus	05_MG / elongation	pair_6327	TCONS_00027931	OFUSG08660.1	HBN
pfla_ofus	05_MG / elongation	pair_6513	TCONS_00011411	OFUSG21596.1	SIX4
pfla_ofus	05_MG / elongation	pair_6564	TCONS_00052848	OFUSG23370.1	DPYD
pfla_ofus	05_MG / elongation	pair_6790	TCONS_00053973	OFUSG23511.1	WDR83OS
pfla_ofus	05_MG / elongation	pair_6902	TCONS_00010516	OFUSG11577.1	PYGM
pfla_ofus	05_MG / elongation	pair_7235	TCONS_00026601	OFUSG05775.1	NKX3-2
pfla_ofus	05_MG / elongation	pair_7390	TCONS_00012194	OFUSG12040.1	NA
pfla_ofus	05_MG / elongation	pair_7787	TCONS_00014334	OFUSG17958.1	UBE2I
pfla_ofus	05_MG / elongation	pair_7891	TCONS_00042660	OFUSG02897.1	NA
pfla_ofus	05_MG / elongation	pair_7915	TCONS_00024114	OFUSG07203.1	DBX1
pfla_ofus	05_MG / elongation	pair_8425	TCONS_00027701	OFUSG05145.1	NA
pfla_ofus	05_MG / elongation	pair_8554	TCONS_00043772	OFUSG03265.1	GSX1
pfla_ofus	05_MG / elongation	pair_8898	TCONS_00055604	OFUSG03865.1	FAM134A
pfla_ofus	05_MG / elongation	pair_8953	TCONS_00025166	OFUSG05306.1	DSPP
pfla_ofus	05_MG / elongation	pair_9225	TCONS_00043866	OFUSG02626.1	NXT2
pfla_ofus	05_MG / gastrula	pair_0106	TCONS_00020192	OFUSG11168.1	FAM187A
pfla_ofus	05_MG / gastrula	pair_0159	TCONS_00024700	OFUSG07964.3	IFLTD1
pfla_ofus	05_MG / gastrula	pair_0264	TCONS_00009628	OFUSG21806.1	NKX2-1
pfla_ofus	05_MG / gastrula	pair_0795	TCONS_00031091	OFUSG17883.1	NODAL
pfla_ofus	05_MG / gastrula	pair_1341	TCONS_00017536	OFUSG13363.1	CHRAC1
pfla_ofus	05_MG / gastrula	pair_1657	TCONS_00030138	OFUSG18108.1	BICC1
pfla_ofus	05_MG / gastrula	pair_1883	TCONS_00050856	OFUSG06062.1	CHST13
pfla_ofus	05_MG / gastrula	pair_2151	TCONS_00013924	OFUSG10677.1	NA
pfla_ofus	05_MG / gastrula	pair_2201	TCONS_00009395	OFUSG00267.1	NA
pfla_ofus	05_MG / gastrula	pair_2229	TCONS_00019856	OFUSG18482.1	DNASE1
pfla_ofus	05_MG / gastrula	pair_2534	TCONS_00007007	OFUSG05291.1	CCNE1
pfla_ofus	05_MG / gastrula	pair_2651	TCONS_00050548	OFUSG13655.1	PPIH
pfla_ofus	05_MG / gastrula	pair_2662	TCONS_00026882	OFUSG18924.1	NA
pfla_ofus	05_MG / gastrula	pair_2688	TCONS_00049274	OFUSG19094.1	NA
pfla_ofus	05_MG / gastrula	pair_2911	TCONS_00050415	OFUSG21425.1	GAPDH
pfla_ofus	05_MG / gastrula	pair_3011	TCONS_00007115	OFUSG20298.1	THTPA
pfla_ofus	05_MG / gastrula	pair_3271	TCONS_00007109	OFUSG22991.1	SMALL-WING
pfla_ofus	05_MG / gastrula	pair_3565	TCONS_00057283	OFUSG16092.2	PRKRA
pfla_ofus	05_MG / gastrula	pair_3592	TCONS_00031876	OFUSG04229.1	NA
pfla_ofus	05_MG / gastrula	pair_3613	TCONS_00033093	OFUSG04480.1	KIF23
pfla_ofus	05_MG / gastrula	pair_3891	TCONS_00042927	OFUSG02596.5	MYCBP2
pfla_ofus	05_MG / gastrula	pair_3893	TCONS_00008299	OFUSG05026.1	RGSL1
pfla_ofus	05_MG / gastrula	pair_4236	TCONS_00017786	OFUSG09074.1	BSX
pfla_ofus	05_MG / gastrula	pair_4259	TCONS_00055209	OFUSG16819.1	CYCS
pfla_ofus	05_MG / gastrula	pair_4433	TCONS_00011337	OFUSG25263.1	EFCAB11
pfla_ofus	05_MG / gastrula	pair_4442	TCONS_00023276	OFUSG07873.1	NA
pfla_ofus	05_MG / gastrula	pair_4492	TCONS_00011661	OFUSG11696.1	NA
pfla_ofus	05_MG / gastrula	pair_4625	TCONS_00045313	OFUSG11185.1	NA
pfla_ofus	05_MG / gastrula	pair_4808	TCONS_00036468	OFUSG01954.1	NA
pfla_ofus	05_MG / gastrula	pair_5364	TCONS_00026095	OFUSG06202.1	CXORF26
pfla_ofus	05_MG / gastrula	pair_5401	TCONS_00052629	OFUSG17480.1	PLK3
pfla_ofus	05_MG / gastrula	pair_5531	TCONS_00051034	OFUSG17110.1	C2ORF18
pfla_ofus	05_MG / gastrula	pair_5534	TCONS_00056511	OFUSG08892.1	NA
pfla_ofus	05_MG / gastrula	pair_5543	TCONS_00000499	OFUSG00730.1	XPNPEP2
pfla_ofus	05_MG / gastrula	pair_5582	TCONS_00002403	OFUSG00282.1	SAP18
pfla_ofus	05_MG / gastrula	pair_5651	TCONS_00003986	OFUSG15987.1	NT5C3
pfla_ofus	05_MG / gastrula	pair_5870	TCONS_00055864	OFUSG00131.1	NA
pfla_ofus	05_MG / gastrula	pair_5882	TCONS_00000867	OFUSG01558.1	NA
pfla_ofus	05_MG / gastrula	pair_6184	TCONS_00000865	OFUSG01820.1	OLIG3
pfla_ofus	05_MG / gastrula	pair_6326	TCONS_00053505	OFUSG23359.1	SREK1
pfla_ofus	05_MG / gastrula	pair_6327	TCONS_00027931	OFUSG08660.1	HBN
pfla_ofus	05_MG / gastrula	pair_6385	TCONS_00001021	OFUSG00336.1	CCDC58
pfla_ofus	05_MG / gastrula	pair_6513	TCONS_00011411	OFUSG21596.1	SIX4
pfla_ofus	05_MG / gastrula	pair_6564	TCONS_00052848	OFUSG23370.1	DPYD
pfla_ofus	05_MG / gastrula	pair_6790	TCONS_00053973	OFUSG23511.1	WDR83OS
pfla_ofus	05_MG / gastrula	pair_6902	TCONS_00010516	OFUSG11577.1	PYGM
pfla_ofus	05_MG / gastrula	pair_6949	TCONS_00009842	OFUSG21933.2	C2ORF61
pfla_ofus	05_MG / gastrula	pair_7397	TCONS_00005266	OFUSG15128.1	PAGR1
pfla_ofus	05_MG / gastrula	pair_7787	TCONS_00014334	OFUSG17958.1	UBE2I
pfla_ofus	05_MG / gastrula	pair_7891	TCONS_00042660	OFUSG02897.1	NA
pfla_ofus	05_MG / gastrula	pair_7915	TCONS_00024114	OFUSG07203.1	DBX1
pfla_ofus	05_MG / gastrula	pair_8324	TCONS_00022401	OFUSG24758.1	PFY1
pfla_ofus	05_MG / gastrula	pair_8354	TCONS_00009191	OFUSG22980.1	NUTF2
pfla_ofus	05_MG / gastrula	pair_8417	TCONS_00046336	OFUSG17361.1	SLC25A6
pfla_ofus	05_MG / gastrula	pair_8554	TCONS_00043772	OFUSG03265.1	GSX1
pfla_ofus	05_MG / gastrula	pair_8625	TCONS_00055842	OFUSG04423.1	LSM12
pfla_ofus	05_MG / gastrula	pair_8898	TCONS_00055604	OFUSG03865.1	FAM134A
pfla_ofus	05_MG / gastrula	pair_8953	TCONS_00025166	OFUSG05306.1	DSPP
pfla_ofus	05_MG / gastrula	pair_9225	TCONS_00043866	OFUSG02626.1	NXT2
pfla_ofus	05_MG / early_larva	pair_0106	TCONS_00020192	OFUSG11168.1	FAM187A
pfla_ofus	05_MG / early_larva	pair_0855	TCONS_00029343	OFUSG09083.1	NA
pfla_ofus	05_MG / early_larva	pair_1647	TCONS_00020245	OFUSG16372.1	NA
pfla_ofus	05_MG / early_larva	pair_1883	TCONS_00050856	OFUSG06062.1	CHST13
pfla_ofus	05_MG / early_larva	pair_2151	TCONS_00013924	OFUSG10677.1	NA
pfla_ofus	05_MG / early_larva	pair_2229	TCONS_00019856	OFUSG18482.1	DNASE1
pfla_ofus	05_MG / early_larva	pair_3592	TCONS_00031876	OFUSG04229.1	NA
pfla_ofus	05_MG / early_larva	pair_3807	TCONS_00034836	OFUSG09240.2	NA
pfla_ofus	05_MG / early_larva	pair_3891	TCONS_00042927	OFUSG02596.5	MYCBP2
pfla_ofus	05_MG / early_larva	pair_3893	TCONS_00008299	OFUSG05026.1	RGSL1
pfla_ofus	05_MG / early_larva	pair_4236	TCONS_00017786	OFUSG09074.1	BSX
pfla_ofus	05_MG / early_larva	pair_4259	TCONS_00055209	OFUSG16819.1	CYCS
pfla_ofus	05_MG / early_larva	pair_4492	TCONS_00011661	OFUSG11696.1	NA
pfla_ofus	05_MG / early_larva	pair_4921	TCONS_00024904	OFUSG02154.1	NA
pfla_ofus	05_MG / early_larva	pair_4988	TCONS_00021474	OFUSG14336.1	SPCS2
pfla_ofus	05_MG / early_larva	pair_5534	TCONS_00056511	OFUSG08892.1	NA
pfla_ofus	05_MG / early_larva	pair_5882	TCONS_00000867	OFUSG01558.1	NA
pfla_ofus	05_MG / early_larva	pair_6327	TCONS_00027931	OFUSG08660.1	HBN
pfla_ofus	05_MG / early_larva	pair_6513	TCONS_00011411	OFUSG21596.1	SIX4
pfla_ofus	05_MG / early_larva	pair_7235	TCONS_00026601	OFUSG05775.1	NKX3-2
pfla_ofus	05_MG / early_larva	pair_8056	TCONS_00020824	OFUSG05095.2	CMTM4
pfla_ofus	05_MG / early_larva	pair_8554	TCONS_00043772	OFUSG03265.1	GSX1
