TCONS_00011438.p1	HUMAN04755
TCONS_00019276.p1	HUMAN18118
TCONS_00026740.p1	HUMAN03423
TCONS_00044103.p1	HUMAN22888
TCONS_00051365.p1	HUMAN00226
TCONS_00031944.p1	HUMAN09917
TCONS_00018393.p1	HUMAN00669
TCONS_00049071.p1	HUMAN24980
TCONS_00013261.p1	HUMAN10133
TCONS_00005749.p1	HUMAN21045
TCONS_00020040.p1	HUMAN17890
TCONS_00046341.p1	HUMAN00616
TCONS_00045551.p1	HUMAN18589
TCONS_00004132.p1	HUMAN17671
TCONS_00031480.p1	HUMAN05076
TCONS_00028005.p1	HUMAN09932
TCONS_00013105.p1	HUMAN13207
TCONS_00014009.p1	HUMAN10496
TCONS_00049665.p1	HUMAN26916
TCONS_00009611.p1	HUMAN18759
TCONS_00006350.p1	HUMAN07177
TCONS_00056171.p1	HUMAN06586
TCONS_00054330.p1	HUMAN01011
TCONS_00044129.p1	HUMAN24118
TCONS_00014345.p1	HUMAN13191
TCONS_00052904.p1	HUMAN09796
TCONS_00053676.p1	HUMAN28496
TCONS_00008627.p1	HUMAN11349
TCONS_00046753.p1	HUMAN27924
TCONS_00043304.p1	HUMAN22764
TCONS_00015400.p1	HUMAN07070
TCONS_00045154.p1	HUMAN16599
TCONS_00041936.p1	HUMAN23071
TCONS_00056008.p1	HUMAN04449
TCONS_00028764.p1	HUMAN09503
TCONS_00053493.p1	HUMAN14444
TCONS_00009795.p1	HUMAN25869
TCONS_00042624.p1	HUMAN28403
TCONS_00047431.p1	HUMAN21449
TCONS_00004827.p1	HUMAN12261
TCONS_00046719.p1	HUMAN29780
TCONS_00000533.p1	HUMAN22747
TCONS_00052896.p1	HUMAN27639
TCONS_00037847.p1	HUMAN19692
TCONS_00052705.p1	HUMAN03825
TCONS_00000598.p1	HUMAN00810
TCONS_00021979.p1	HUMAN22017
TCONS_00020864.p1	HUMAN07761
TCONS_00051554.p1	HUMAN00250
TCONS_00048234.p1	HUMAN26928
TCONS_00024978.p1	HUMAN26915
TCONS_00026181.p1	HUMAN22125
TCONS_00027331.p1	HUMAN11768
TCONS_00041727.p1	HUMAN22886
TCONS_00023645.p1	HUMAN01788
TCONS_00026380.p1	HUMAN03527
TCONS_00051396.p1	HUMAN26705
TCONS_00019372.p1	HUMAN11028
TCONS_00007327.p1	HUMAN01381
TCONS_00018322.p1	HUMAN27904
TCONS_00053264.p1	HUMAN23398
TCONS_00041453.p1	HUMAN18107
TCONS_00047793.p1	HUMAN26887
TCONS_00008369.p1	HUMAN22656
TCONS_00006809.p1	HUMAN12229
TCONS_00010691.p1	HUMAN17011
TCONS_00048296.p1	HUMAN21063
TCONS_00034979.p1	HUMAN05581
TCONS_00016057.p1	HUMAN24905
TCONS_00006174.p1	HUMAN10365
TCONS_00017171.p1	HUMAN30494
TCONS_00013244.p1	HUMAN20260
TCONS_00054282.p1	HUMAN14798
TCONS_00022443.p1	HUMAN17472
TCONS_00049702.p1	HUMAN20504
TCONS_00051642.p1	HUMAN00097
TCONS_00019618.p1	HUMAN20781
TCONS_00002015.p1	HUMAN25443
TCONS_00013063.p1	HUMAN13434
TCONS_00049231.p1	HUMAN02884
TCONS_00006567.p1	HUMAN26743
TCONS_00002399.p1	HUMAN25664
TCONS_00029806.p1	HUMAN14541
TCONS_00042750.p1	HUMAN22356
TCONS_00022466.p1	HUMAN18226
TCONS_00019410.p1	HUMAN19641
TCONS_00011837.p1	HUMAN08443
TCONS_00051275.p1	HUMAN21871
TCONS_00041619.p1	HUMAN17393
TCONS_00002029.p1	HUMAN30009
TCONS_00048907.p1	HUMAN21096
TCONS_00019026.p1	HUMAN21378
TCONS_00030943.p1	HUMAN03650
TCONS_00030781.p1	HUMAN23012
TCONS_00001087.p1	HUMAN02068
TCONS_00057143.p1	HUMAN02958
TCONS_00049653.p1	HUMAN21130
TCONS_00016808.p1	HUMAN28250
TCONS_00002167.p1	HUMAN30394
TCONS_00030551.p1	HUMAN03579
TCONS_00048018.p1	HUMAN29822
TCONS_00019010.p1	HUMAN03001
TCONS_00042109.p1	HUMAN07850
TCONS_00017572.p1	HUMAN13800
TCONS_00018423.p1	HUMAN16761
TCONS_00014942.p1	HUMAN02603
TCONS_00042095.p1	HUMAN05409
TCONS_00045707.p1	HUMAN28267
TCONS_00031191.p1	HUMAN27538
TCONS_00008801.p1	HUMAN14087
TCONS_00046675.p1	HUMAN24509
TCONS_00048118.p1	HUMAN20543
TCONS_00057249.p1	HUMAN14418
TCONS_00022111.p1	HUMAN21719
TCONS_00043030.p1	HUMAN07551
TCONS_00007558.p1	HUMAN08133
TCONS_00026915.p1	HUMAN03715
TCONS_00050566.p1	HUMAN21943
TCONS_00033829.p1	HUMAN21229
TCONS_00031078.p1	HUMAN22507
TCONS_00003534.p1	HUMAN02664
TCONS_00052485.p1	HUMAN02505
TCONS_00041424.p1	HUMAN17512
TCONS_00056410.p1	HUMAN02952
TCONS_00047879.p1	HUMAN26898
TCONS_00010304.p1	HUMAN18705
TCONS_00006190.p1	HUMAN06584
TCONS_00054857.p1	HUMAN20641
TCONS_00035035.p1	HUMAN15759
TCONS_00021246.p1	HUMAN17455
TCONS_00005259.p1	HUMAN11734
TCONS_00028163.p1	HUMAN01749
TCONS_00051279.p1	HUMAN00269
TCONS_00044903.p1	HUMAN23190
TCONS_00020537.p1	HUMAN19648
TCONS_00022271.p1	HUMAN05210
TCONS_00043771.p1	HUMAN07513
TCONS_00056292.p1	HUMAN20638
TCONS_00021054.p1	HUMAN18351
TCONS_00057246.p1	HUMAN05504
TCONS_00047631.p1	HUMAN21101
TCONS_00015301.p1	HUMAN04725
TCONS_00008451.p1	HUMAN11518
TCONS_00010524.p1	HUMAN08783
TCONS_00033553.p1	HUMAN21768
TCONS_00028179.p1	HUMAN23340
TCONS_00001218.p1	HUMAN16242
TCONS_00018845.p1	HUMAN25700
TCONS_00028411.p1	HUMAN10112
TCONS_00035720.p1	HUMAN05690
TCONS_00014248.p1	HUMAN13523
TCONS_00048042.p1	HUMAN20871
TCONS_00043037.p1	HUMAN22433
TCONS_00015339.p1	HUMAN01497
TCONS_00038032.p1	HUMAN05197
TCONS_00022465.p1	HUMAN05275
TCONS_00027597.p1	HUMAN19986
TCONS_00011736.p1	HUMAN04794
TCONS_00048622.p1	HUMAN21116
TCONS_00033133.p1	HUMAN01847
TCONS_00045484.p1	HUMAN25572
TCONS_00023706.p1	HUMAN21749
TCONS_00013750.p1	HUMAN13202
TCONS_00010287.p1	HUMAN23181
TCONS_00006266.p1	HUMAN19903
TCONS_00005337.p1	HUMAN07323
TCONS_00003629.p1	HUMAN17929
TCONS_00036309.p1	HUMAN07015
TCONS_00048089.p1	HUMAN21461
TCONS_00031008.p1	HUMAN27698
TCONS_00053984.p1	HUMAN23391
TCONS_00030251.p1	HUMAN22604
TCONS_00029758.p1	HUMAN01523
TCONS_00022717.p1	HUMAN07893
TCONS_00048377.p1	HUMAN26830
TCONS_00036916.p1	HUMAN04211
TCONS_00017806.p1	HUMAN07528
TCONS_00017723.p1	HUMAN28060
TCONS_00056009.p1	HUMAN19630
TCONS_00026059.p1	HUMAN24299
TCONS_00049680.p1	HUMAN17071
TCONS_00038771.p1	HUMAN16602
TCONS_00006019.p1	HUMAN07213
TCONS_00037037.p1	HUMAN05051
TCONS_00052861.p1	HUMAN21315
TCONS_00043456.p1	HUMAN23103
TCONS_00025843.p1	HUMAN06036
TCONS_00011709.p1	HUMAN15829
TCONS_00048574.p1	HUMAN20451
TCONS_00041056.p1	HUMAN21319
TCONS_00037094.p1	HUMAN05818
TCONS_00019185.p1	HUMAN13963
TCONS_00023249.p1	HUMAN28774
TCONS_00017296.p1	HUMAN28710
TCONS_00023419.p1	HUMAN20390
TCONS_00049440.p1	HUMAN21458
TCONS_00011880.p1	HUMAN08729
TCONS_00009441.p1	HUMAN19142
TCONS_00043132.p1	HUMAN13000
TCONS_00053708.p1	HUMAN14803
TCONS_00009004.p1	HUMAN07936
TCONS_00049376.p1	HUMAN30524
TCONS_00015180.p1	HUMAN29329
TCONS_00017300.p1	HUMAN01814
TCONS_00005461.p1	HUMAN07075
TCONS_00041730.p1	HUMAN24126
TCONS_00035275.p1	HUMAN13383
TCONS_00048339.p1	HUMAN28868
TCONS_00049559.p1	HUMAN06915
TCONS_00016797.p1	HUMAN20819
TCONS_00045987.p1	HUMAN19188
TCONS_00005275.p1	HUMAN07365
TCONS_00051046.p1	HUMAN14030
TCONS_00053138.p1	HUMAN23437
TCONS_00054999.p1	HUMAN07721
TCONS_00028481.p1	HUMAN13945
TCONS_00042475.p1	HUMAN05161
TCONS_00056044.p1	HUMAN03555
TCONS_00020795.p1	HUMAN03284
TCONS_00027373.p1	HUMAN25352
TCONS_00014672.p1	HUMAN29156
TCONS_00045713.p1	HUMAN13784
TCONS_00030948.p1	HUMAN22651
TCONS_00016871.p1	HUMAN13788
TCONS_00019229.p1	HUMAN28761
TCONS_00046780.p1	HUMAN25616
TCONS_00011527.p1	HUMAN15844
TCONS_00055409.p1	HUMAN22760
TCONS_00010830.p1	HUMAN02694
TCONS_00011480.p1	HUMAN08902
TCONS_00006031.p1	HUMAN19735
TCONS_00028051.p1	HUMAN09762
TCONS_00007037.p1	HUMAN11120
TCONS_00005196.p1	HUMAN04037
TCONS_00027092.p1	HUMAN22442
TCONS_00037357.p1	HUMAN04374
TCONS_00046006.p1	HUMAN13650
TCONS_00054630.p1	HUMAN16945
TCONS_00047460.p1	HUMAN23772
TCONS_00035943.p1	HUMAN06118
TCONS_00053132.p1	HUMAN28482
TCONS_00055911.p1	HUMAN16601
TCONS_00018205.p1	HUMAN00745
TCONS_00008889.p1	HUMAN13700
TCONS_00006506.p1	HUMAN13106
TCONS_00010894.p1	HUMAN25064
TCONS_00057067.p1	HUMAN19652
TCONS_00025233.p1	HUMAN04367
TCONS_00004501.p1	HUMAN17498
TCONS_00052239.p1	HUMAN21575
TCONS_00006547.p1	HUMAN10960
TCONS_00048911.p1	HUMAN06947
TCONS_00007193.p1	HUMAN11609
TCONS_00025373.p1	HUMAN24743
TCONS_00005190.p1	HUMAN19908
TCONS_00005131.p1	HUMAN12408
TCONS_00056283.p1	HUMAN13226
TCONS_00012623.p1	HUMAN10755
TCONS_00028090.p1	HUMAN23552
TCONS_00049547.p1	HUMAN20973
TCONS_00048565.p1	HUMAN21035
TCONS_00027950.p1	HUMAN09672
TCONS_00015060.p1	HUMAN01175
TCONS_00011884.p1	HUMAN09831
TCONS_00053147.p1	HUMAN00844
TCONS_00005609.p1	HUMAN23592
TCONS_00028514.p1	HUMAN09414
TCONS_00034690.p1	HUMAN07769
TCONS_00017532.p1	HUMAN28080
TCONS_00037773.p1	HUMAN14361
TCONS_00034269.p1	HUMAN05710
TCONS_00052745.p1	HUMAN23253
TCONS_00051483.p1	HUMAN13085
TCONS_00008754.p1	HUMAN11285
TCONS_00007059.p1	HUMAN08153
TCONS_00028798.p1	HUMAN23709
TCONS_00017635.p1	HUMAN26532
TCONS_00004369.p1	HUMAN11008
TCONS_00026402.p1	HUMAN18633
TCONS_00027831.p1	HUMAN21175
TCONS_00050890.p1	HUMAN00385
TCONS_00010200.p1	HUMAN18687
TCONS_00027488.p1	HUMAN03437
TCONS_00018318.p1	HUMAN20517
TCONS_00043631.p1	HUMAN04091
TCONS_00007988.p1	HUMAN16634
TCONS_00009863.p1	HUMAN16888
TCONS_00020821.p1	HUMAN25999
TCONS_00037197.p1	HUMAN21534
TCONS_00045118.p1	HUMAN25982
TCONS_00026200.p1	HUMAN03170
TCONS_00006106.p1	HUMAN11712
TCONS_00010791.p1	HUMAN07494
TCONS_00052911.p1	HUMAN14862
TCONS_00012501.p1	HUMAN25975
TCONS_00043476.p1	HUMAN13295
TCONS_00007490.p1	HUMAN11174
TCONS_00024814.p1	HUMAN20285
TCONS_00042365.p1	HUMAN05108
TCONS_00019583.p1	HUMAN20621
TCONS_00012337.p1	HUMAN10298
TCONS_00025829.p1	HUMAN04469
TCONS_00014195.p1	HUMAN28414
TCONS_00043524.p1	HUMAN29613
TCONS_00055209.p1	HUMAN26086
TCONS_00009578.p1	HUMAN08444
TCONS_00037485.p1	HUMAN29488
TCONS_00018945.p1	HUMAN26016
TCONS_00009339.p1	HUMAN13716
TCONS_00003583.p1	HUMAN12565
TCONS_00026694.p1	HUMAN03700
TCONS_00049467.p1	HUMAN20985
TCONS_00001318.p1	HUMAN04420
TCONS_00030568.p1	HUMAN03269
TCONS_00011195.p1	HUMAN04838
TCONS_00051504.p1	HUMAN18975
TCONS_00032260.p1	HUMAN26097
TCONS_00030421.p1	HUMAN23015
TCONS_00012527.p1	HUMAN13593
TCONS_00027222.p1	HUMAN03786
TCONS_00021104.p1	HUMAN17652
TCONS_00001391.p1	HUMAN25382
TCONS_00009715.p1	HUMAN18674
TCONS_00030001.p1	HUMAN22804
TCONS_00022773.p1	HUMAN30344
TCONS_00014192.p1	HUMAN13501
TCONS_00010677.p1	HUMAN02508
TCONS_00000940.p1	HUMAN25371
TCONS_00030342.p1	HUMAN09277
TCONS_00022742.p1	HUMAN22013
TCONS_00054621.p1	HUMAN29037
TCONS_00039468.p1	HUMAN21232
TCONS_00001126.p1	HUMAN30121
TCONS_00028003.p1	HUMAN23224
TCONS_00009913.p1	HUMAN18743
TCONS_00038261.p1	HUMAN01465
TCONS_00005266.p1	HUMAN10834
TCONS_00056702.p1	HUMAN00264
TCONS_00042496.p1	HUMAN22374
TCONS_00011477.p1	HUMAN02548
TCONS_00029198.p1	HUMAN01534
TCONS_00038208.p1	HUMAN29141
TCONS_00041744.p1	HUMAN22367
TCONS_00008817.p1	HUMAN18998
TCONS_00017917.p1	HUMAN25804
TCONS_00045901.p1	HUMAN19248
TCONS_00033170.p1	HUMAN10016
TCONS_00021355.p1	HUMAN22044
TCONS_00020566.p1	HUMAN27335
TCONS_00044748.p1	HUMAN28212
TCONS_00005945.p1	HUMAN12275
TCONS_00012957.p1	HUMAN13241
TCONS_00027949.p1	HUMAN23651
TCONS_00041683.p1	HUMAN30002
TCONS_00042523.p1	HUMAN17409
TCONS_00057084.p1	HUMAN12466
TCONS_00049315.p1	HUMAN29920
TCONS_00045016.p1	HUMAN02911
TCONS_00026874.p1	HUMAN21393
TCONS_00054492.p1	HUMAN00101
TCONS_00022183.p1	HUMAN18323
TCONS_00015753.p1	HUMAN24763
TCONS_00010164.p1	HUMAN08586
TCONS_00020564.p1	HUMAN18084
TCONS_00048919.p1	HUMAN20419
TCONS_00012388.p1	HUMAN18040
TCONS_00035937.p1	HUMAN03886
TCONS_00053417.p1	HUMAN14937
TCONS_00028222.p1	HUMAN23629
TCONS_00011688.p1	HUMAN16915
TCONS_00010794.p1	HUMAN20258
TCONS_00051127.p1	HUMAN00348
TCONS_00019632.p1	HUMAN20777
TCONS_00048311.p1	HUMAN26868
TCONS_00011260.p1	HUMAN25079
TCONS_00027939.p1	HUMAN23332
TCONS_00001002.p1	HUMAN25394
TCONS_00007896.p1	HUMAN18576
TCONS_00020834.p1	HUMAN12218
TCONS_00028283.p1	HUMAN28535
TCONS_00053411.p1	HUMAN01187
TCONS_00056765.p1	HUMAN18028
TCONS_00009394.p1	HUMAN12671
TCONS_00006686.p1	HUMAN04563
TCONS_00026494.p1	HUMAN23868
TCONS_00010955.p1	HUMAN08149
TCONS_00003927.p1	HUMAN12711
TCONS_00027657.p1	HUMAN17107
TCONS_00017751.p1	HUMAN27851
TCONS_00005585.p1	HUMAN13077
TCONS_00053983.p1	HUMAN14179
TCONS_00033132.p1	HUMAN09466
TCONS_00015720.p1	HUMAN29219
TCONS_00054645.p1	HUMAN23305
TCONS_00004471.p1	HUMAN02730
TCONS_00046653.p1	HUMAN25192
TCONS_00003116.p1	HUMAN12662
TCONS_00030912.p1	HUMAN22732
TCONS_00027823.p1	HUMAN03636
TCONS_00031456.p1	HUMAN03333
TCONS_00028957.p1	HUMAN23705
TCONS_00022433.p1	HUMAN30277
TCONS_00008382.p1	HUMAN11200
TCONS_00043780.p1	HUMAN24374
TCONS_00010070.p1	HUMAN17007
TCONS_00021324.p1	HUMAN26666
TCONS_00027805.p1	HUMAN03569
TCONS_00047653.p1	HUMAN14999
TCONS_00029250.p1	HUMAN09788
TCONS_00006055.p1	HUMAN07119
TCONS_00039412.p1	HUMAN04369
TCONS_00013916.p1	HUMAN20116
TCONS_00049222.p1	HUMAN21469
TCONS_00048707.p1	HUMAN05314
TCONS_00056543.p1	HUMAN26003
TCONS_00008311.p1	HUMAN07812
TCONS_00000128.p1	HUMAN05309
TCONS_00005530.p1	HUMAN11681
TCONS_00017224.p1	HUMAN28696
TCONS_00024912.p1	HUMAN15983
TCONS_00028785.p1	HUMAN09453
TCONS_00010481.p1	HUMAN08657
TCONS_00044994.p1	HUMAN01947
TCONS_00055112.p1	HUMAN02932
TCONS_00036061.p1	HUMAN01792
TCONS_00045335.p1	HUMAN20136
TCONS_00055491.p1	HUMAN10195
TCONS_00005459.p1	HUMAN04608
TCONS_00056215.p1	HUMAN18251
TCONS_00020647.p1	HUMAN09906
TCONS_00028755.p1	HUMAN28528
TCONS_00047505.p1	HUMAN20540
TCONS_00006374.p1	HUMAN00221
TCONS_00032505.p1	HUMAN23572
TCONS_00035950.p1	HUMAN27006
TCONS_00038873.p1	HUMAN08179
TCONS_00030810.p1	HUMAN22591
TCONS_00053426.p1	HUMAN28509
TCONS_00046192.p1	HUMAN00604
TCONS_00008629.p1	HUMAN11145
TCONS_00049529.p1	HUMAN06957
TCONS_00052515.p1	HUMAN17537
TCONS_00051896.p1	HUMAN05354
TCONS_00055593.p1	HUMAN06621
TCONS_00020114.p1	HUMAN13995
TCONS_00000980.p1	HUMAN29676
TCONS_00020201.p1	HUMAN14448
TCONS_00003958.p1	HUMAN02814
TCONS_00043012.p1	HUMAN23033
TCONS_00027979.p1	HUMAN10481
TCONS_00057202.p1	HUMAN01490
TCONS_00026066.p1	HUMAN22249
TCONS_00053174.p1	HUMAN01104
TCONS_00014645.p1	HUMAN29154
TCONS_00008486.p1	HUMAN18977
TCONS_00033269.p1	HUMAN18148
TCONS_00008625.p1	HUMAN06836
TCONS_00014046.p1	HUMAN12148
TCONS_00002304.p1	HUMAN00504
TCONS_00028821.p1	HUMAN17122
TCONS_00047530.p1	HUMAN20963
TCONS_00021055.p1	HUMAN30226
TCONS_00056615.p1	HUMAN27263
TCONS_00013366.p1	HUMAN13517
TCONS_00027175.p1	HUMAN17183
TCONS_00051480.p1	HUMAN00401
TCONS_00011167.p1	HUMAN25838
TCONS_00006468.p1	HUMAN04594
TCONS_00053690.p1	HUMAN23357
TCONS_00035689.p1	HUMAN20604
TCONS_00013387.p1	HUMAN13034
TCONS_00019781.p1	HUMAN04852
TCONS_00028156.p1	HUMAN14962
TCONS_00016605.p1	HUMAN11841
TCONS_00005535.p1	HUMAN25711
TCONS_00009757.p1	HUMAN08414
TCONS_00026179.p1	HUMAN08756
TCONS_00021999.p1	HUMAN21837
TCONS_00014232.p1	HUMAN10627
TCONS_00056764.p1	HUMAN26124
TCONS_00020691.p1	HUMAN28259
TCONS_00042749.p1	HUMAN10328
TCONS_00055565.p1	HUMAN13872
TCONS_00015187.p1	HUMAN29076
TCONS_00006253.p1	HUMAN18521
TCONS_00048146.p1	HUMAN25284
TCONS_00053820.p1	HUMAN23293
TCONS_00016500.p1	HUMAN01228
TCONS_00047850.p1	HUMAN02349
TCONS_00002922.p1	HUMAN26153
TCONS_00038182.p1	HUMAN24009
TCONS_00028338.p1	HUMAN23542
TCONS_00036222.p1	HUMAN02960
TCONS_00028351.p1	HUMAN28630
TCONS_00048366.p1	HUMAN13955
TCONS_00044813.p1	HUMAN28108
TCONS_00054992.p1	HUMAN28112
TCONS_00006379.p1	HUMAN25279
TCONS_00009449.p1	HUMAN23151
TCONS_00044986.p1	HUMAN28367
TCONS_00053248.p1	HUMAN18639
TCONS_00009650.p1	HUMAN08940
TCONS_00022194.p1	HUMAN07621
TCONS_00024627.p1	HUMAN06114
TCONS_00032508.p1	HUMAN09706
TCONS_00004751.p1	HUMAN10340
TCONS_00002725.p1	HUMAN02593
TCONS_00005590.p1	HUMAN10858
TCONS_00029826.p1	HUMAN01531
TCONS_00001707.p1	HUMAN19511
TCONS_00045129.p1	HUMAN24586
TCONS_00053218.p1	HUMAN23355
TCONS_00046248.p1	HUMAN00789
TCONS_00034983.p1	HUMAN05599
TCONS_00025760.p1	HUMAN06887
TCONS_00027586.p1	HUMAN03702
TCONS_00055126.p1	HUMAN18085
TCONS_00028116.p1	HUMAN09760
TCONS_00017342.p1	HUMAN24377
TCONS_00004990.p1	HUMAN10791
TCONS_00054371.p1	HUMAN25910
TCONS_00001793.p1	HUMAN25478
TCONS_00008087.p1	HUMAN23184
TCONS_00055084.p1	HUMAN08710
TCONS_00023143.p1	HUMAN27039
TCONS_00048910.p1	HUMAN25473
TCONS_00048558.p1	HUMAN20048
TCONS_00007559.p1	HUMAN20746
TCONS_00031190.p1	HUMAN15264
TCONS_00029819.p1	HUMAN05785
TCONS_00032723.p1	HUMAN12808
TCONS_00000854.p1	HUMAN00592
TCONS_00020507.p1	HUMAN05645
TCONS_00048644.p1	HUMAN24965
TCONS_00008822.p1	HUMAN08219
TCONS_00030500.p1	HUMAN23117
TCONS_00028614.p1	HUMAN28841
TCONS_00031473.p1	HUMAN03376
TCONS_00049409.p1	HUMAN06961
TCONS_00018330.p1	HUMAN17178
TCONS_00031061.p1	HUMAN27503
TCONS_00011224.p1	HUMAN08655
TCONS_00018966.p1	HUMAN13882
TCONS_00057132.p1	HUMAN23402
TCONS_00002941.p1	HUMAN20601
TCONS_00025908.p1	HUMAN22153
TCONS_00028047.p1	HUMAN01830
TCONS_00042837.p1	HUMAN11219
TCONS_00026052.p1	HUMAN22258
TCONS_00025568.p1	HUMAN06889
TCONS_00055656.p1	HUMAN26218
TCONS_00023533.p1	HUMAN26997
TCONS_00004976.p1	HUMAN23084
TCONS_00033559.p1	HUMAN01646
TCONS_00055503.p1	HUMAN24051
TCONS_00053458.p1	HUMAN28451
TCONS_00026517.p1	HUMAN26245
TCONS_00014818.p1	HUMAN24896
TCONS_00029793.p1	HUMAN14136
TCONS_00010700.p1	HUMAN08995
TCONS_00010265.p1	HUMAN02631
TCONS_00016630.p1	HUMAN11453
TCONS_00006160.p1	HUMAN13086
TCONS_00041928.p1	HUMAN22301
TCONS_00036248.p1	HUMAN06891
TCONS_00001109.p1	HUMAN25493
TCONS_00022486.p1	HUMAN01466
TCONS_00019775.p1	HUMAN28809
TCONS_00031440.p1	HUMAN03202
TCONS_00028367.p1	HUMAN03896
TCONS_00030596.p1	HUMAN03122
TCONS_00048906.p1	HUMAN26980
TCONS_00046532.p1	HUMAN13795
TCONS_00013025.p1	HUMAN10615
TCONS_00033118.p1	HUMAN23570
TCONS_00019030.p1	HUMAN02805
TCONS_00027043.p1	HUMAN22222
TCONS_00018903.p1	HUMAN19088
TCONS_00018756.p1	HUMAN02626
TCONS_00024091.p1	HUMAN20278
TCONS_00021216.p1	HUMAN29573
TCONS_00016077.p1	HUMAN29502
TCONS_00047154.p1	HUMAN06678
TCONS_00054928.p1	HUMAN18405
TCONS_00011047.p1	HUMAN09313
TCONS_00008364.p1	HUMAN11425
TCONS_00009786.p1	HUMAN05705
TCONS_00042861.p1	HUMAN30098
TCONS_00057200.p1	HUMAN02186
TCONS_00003081.p1	HUMAN21240
TCONS_00044053.p1	HUMAN27461
TCONS_00030675.p1	HUMAN27261
TCONS_00008727.p1	HUMAN26128
TCONS_00049016.p1	HUMAN26879
TCONS_00051711.p1	HUMAN00125
TCONS_00047871.p1	HUMAN20050
TCONS_00053211.p1	HUMAN14510
TCONS_00042907.p1	HUMAN30107
TCONS_00013487.p1	HUMAN13200
TCONS_00041687.p1	HUMAN22431
TCONS_00049783.p1	HUMAN28411
TCONS_00011077.p1	HUMAN17021
TCONS_00044868.p1	HUMAN28181
TCONS_00014857.p1	HUMAN01182
TCONS_00055581.p1	HUMAN12739
TCONS_00004510.p1	HUMAN02681
TCONS_00028409.p1	HUMAN15088
TCONS_00016140.p1	HUMAN01217
TCONS_00042549.p1	HUMAN07508
TCONS_00023794.p1	HUMAN15972
TCONS_00007105.p1	HUMAN19162
TCONS_00004451.p1	HUMAN20812
TCONS_00049591.p1	HUMAN26897
TCONS_00018913.p1	HUMAN11648
TCONS_00028417.p1	HUMAN09816
TCONS_00046612.p1	HUMAN16746
TCONS_00008916.p1	HUMAN11062
TCONS_00006853.p1	HUMAN04562
TCONS_00030801.p1	HUMAN23003
TCONS_00020657.p1	HUMAN14372
TCONS_00027745.p1	HUMAN03790
TCONS_00021276.p1	HUMAN07810
TCONS_00017915.p1	HUMAN16755
TCONS_00053007.p1	HUMAN01315
TCONS_00054619.p1	HUMAN14958
TCONS_00053079.p1	HUMAN00861
TCONS_00009041.p1	HUMAN03491
TCONS_00026869.p1	HUMAN21383
TCONS_00025937.p1	HUMAN03623
TCONS_00023439.p1	HUMAN11176
TCONS_00044539.p1	HUMAN26111
TCONS_00039121.p2	HUMAN24668
TCONS_00016160.p1	HUMAN03442
TCONS_00047360.p1	HUMAN20427
TCONS_00000539.p1	HUMAN01256
TCONS_00005509.p1	HUMAN07157
TCONS_00023776.p1	HUMAN29974
TCONS_00026773.p1	HUMAN23858
TCONS_00030400.p1	HUMAN03392
TCONS_00022982.p1	HUMAN07007
TCONS_00012905.p1	HUMAN30545
TCONS_00022278.p1	HUMAN21812
TCONS_00056291.p1	HUMAN12728
TCONS_00009119.p1	HUMAN13713
TCONS_00002382.p1	HUMAN19479
TCONS_00031348.p1	HUMAN22653
TCONS_00014749.p1	HUMAN01737
TCONS_00020491.p1	HUMAN09646
TCONS_00010931.p1	HUMAN25726
TCONS_00024067.p1	HUMAN04419
TCONS_00017776.p1	HUMAN05595
TCONS_00009001.p1	HUMAN25526
TCONS_00047624.p1	HUMAN20373
TCONS_00013693.p1	HUMAN26612
TCONS_00013378.p1	HUMAN10185
TCONS_00049458.p1	HUMAN06777
TCONS_00042998.p1	HUMAN23907
TCONS_00044061.p1	HUMAN07527
TCONS_00054970.p1	HUMAN20660
TCONS_00003659.p1	HUMAN02592
TCONS_00019204.p1	HUMAN12548
TCONS_00050785.p1	HUMAN00007
TCONS_00054864.p1	HUMAN30572
TCONS_00010926.p1	HUMAN16905
TCONS_00011689.p1	HUMAN08391
TCONS_00005017.p1	HUMAN12300
TCONS_00023204.p1	HUMAN01404
TCONS_00052495.p1	HUMAN14795
TCONS_00009583.p1	HUMAN25747
TCONS_00010942.p1	HUMAN08320
TCONS_00055883.p1	HUMAN06386
TCONS_00006928.p1	HUMAN26422
TCONS_00012658.p1	HUMAN13286
TCONS_00026982.p1	HUMAN17359
TCONS_00038727.p1	HUMAN06483
TCONS_00053640.p1	HUMAN01105
TCONS_00010330.p1	HUMAN04847
TCONS_00021677.p1	HUMAN18735
TCONS_00044155.p1	HUMAN17474
TCONS_00003580.p1	HUMAN21513
TCONS_00018638.p1	HUMAN19198
TCONS_00029316.p1	HUMAN28516
TCONS_00014571.p1	HUMAN07521
TCONS_00013796.p1	HUMAN13333
TCONS_00019581.p1	HUMAN26018
TCONS_00025996.p1	HUMAN27002
TCONS_00022682.p1	HUMAN07684
TCONS_00017790.p1	HUMAN05544
TCONS_00026612.p1	HUMAN03743
TCONS_00008363.p1	HUMAN14110
TCONS_00005626.p1	HUMAN26363
TCONS_00011059.p1	HUMAN18673
TCONS_00035924.p1	HUMAN06080
TCONS_00051636.p1	HUMAN11890
TCONS_00054902.p1	HUMAN12870
TCONS_00036247.p1	HUMAN04354
TCONS_00002169.p1	HUMAN25515
TCONS_00007095.p1	HUMAN26183
TCONS_00028224.p1	HUMAN14947
TCONS_00001891.p1	HUMAN29653
