TCONS_00000015.p1	HUMAN05967
TCONS_00012875.p1	HUMAN13391
TCONS_00012875.p1	HUMAN14097
TCONS_00012875.p1	HUMAN15294
TCONS_00012875.p1	HUMAN15804
TCONS_00012875.p1	HUMAN20129
TCONS_00012875.p1	HUMAN21672
TCONS_00012875.p1	HUMAN21673
TCONS_00012875.p1	HUMAN21674
TCONS_00012875.p1	HUMAN21675
TCONS_00012875.p1	HUMAN23511
TCONS_00012875.p1	HUMAN24410
TCONS_00012875.p1	HUMAN27186
TCONS_00012875.p1	HUMAN27187
TCONS_00012875.p1	HUMAN27188
TCONS_00012875.p1	HUMAN27340
TCONS_00012875.p1	HUMAN29126
TCONS_00012877.p1	HUMAN17915
TCONS_00012877.p1	HUMAN17916
TCONS_00012881.p1	HUMAN03947
TCONS_00012881.p1	HUMAN26596
TCONS_00012883.p1	HUMAN10143
TCONS_00012883.p1	HUMAN10144
TCONS_00012883.p1	HUMAN10145
TCONS_00012883.p1	HUMAN27034
TCONS_00012883.p1	HUMAN27035
TCONS_00012883.p1	HUMAN27036
TCONS_00012899.p1	HUMAN10722
TCONS_00012900.p1	HUMAN10721
TCONS_00012900.p1	HUMAN13177
TCONS_00012901.p1	HUMAN10469
TCONS_00012901.p1	HUMAN27446
TCONS_00012901.p1	HUMAN27451
TCONS_00012905.p1	HUMAN08352
TCONS_00012905.p1	HUMAN30545
TCONS_00012905.p1	HUMAN30546
TCONS_00012905.p1	HUMAN30547
TCONS_00012905.p1	HUMAN30548
TCONS_00012905.p1	HUMAN30549
TCONS_00012905.p1	HUMAN30550
TCONS_00012906.p1	HUMAN13417
TCONS_00012910.p1	HUMAN10686
TCONS_00012910.p1	HUMAN10687
TCONS_00012910.p1	HUMAN10688
TCONS_00012911.p1	HUMAN10247
TCONS_00012911.p1	HUMAN10248
TCONS_00012912.p1	HUMAN09488
TCONS_00012912.p1	HUMAN10685
TCONS_00012912.p1	HUMAN22797
TCONS_00012915.p1	HUMAN13538
TCONS_00012915.p1	HUMAN13539
TCONS_00012915.p1	HUMAN13541
TCONS_00012932.p1	HUMAN12571
TCONS_00012933.p1	HUMAN06925
TCONS_00012933.p1	HUMAN10507
TCONS_00012933.p1	HUMAN13459
TCONS_00012933.p1	HUMAN20957
TCONS_00012939.p1	HUMAN22174
TCONS_00012941.p1	HUMAN10433
TCONS_00012943.p1	HUMAN10486
TCONS_00012943.p1	HUMAN10514
TCONS_00012943.p1	HUMAN10515
TCONS_00012949.p2	HUMAN10487
TCONS_00012957.p1	HUMAN13235
TCONS_00012957.p1	HUMAN13236
TCONS_00012957.p1	HUMAN13237
TCONS_00012957.p1	HUMAN13239
TCONS_00012957.p1	HUMAN13240
TCONS_00012957.p1	HUMAN13241
TCONS_00012966.p1	HUMAN20135
TCONS_00012968.p1	HUMAN26269
TCONS_00012970.p1	HUMAN20199
TCONS_00012971.p1	HUMAN09782
TCONS_00012971.p1	HUMAN09783
TCONS_00012971.p1	HUMAN09784
TCONS_00012971.p1	HUMAN09785
TCONS_00012979.p1	HUMAN20131
TCONS_00012979.p1	HUMAN20132
TCONS_00012980.p1	HUMAN20133
TCONS_00012981.p1	HUMAN10217
TCONS_00012981.p1	HUMAN10218
TCONS_00012984.p1	HUMAN20087
TCONS_00012984.p1	HUMAN20088
TCONS_00012985.p1	HUMAN13623
TCONS_00012985.p1	HUMAN13624
TCONS_00012985.p1	HUMAN13625
TCONS_00012988.p1	HUMAN13621
TCONS_00012988.p1	HUMAN13622
TCONS_00012993.p1	HUMAN30590
TCONS_00012993.p1	HUMAN30601
TCONS_00012993.p1	HUMAN30602
TCONS_00012994.p1	HUMAN07267
TCONS_00012994.p1	HUMAN13046
TCONS_00012994.p1	HUMAN20178
TCONS_00012994.p1	HUMAN20179
TCONS_00012995.p1	HUMAN06594
TCONS_00012995.p1	HUMAN26065
TCONS_00012995.p1	HUMAN26604
TCONS_00012999.p1	HUMAN10659
TCONS_00013004.p1	HUMAN02573
TCONS_00013004.p1	HUMAN02574
TCONS_00013004.p1	HUMAN06204
TCONS_00013004.p1	HUMAN13360
TCONS_00013004.p1	HUMAN13361
TCONS_00013005.p1	HUMAN12153
TCONS_00013005.p1	HUMAN12154
TCONS_00013010.p1	HUMAN21129
TCONS_00013016.p1	HUMAN10335
TCONS_00013016.p1	HUMAN10336
TCONS_00013016.p1	HUMAN13304
TCONS_00013016.p1	HUMAN20097
TCONS_00013016.p1	HUMAN20098
TCONS_00013018.p1	HUMAN10610
TCONS_00013019.p1	HUMAN24840
TCONS_00013025.p1	HUMAN10615
TCONS_00013025.p1	HUMAN10616
TCONS_00013032.p1	HUMAN00163
TCONS_00013032.p1	HUMAN07595
TCONS_00013032.p1	HUMAN07596
TCONS_00013032.p1	HUMAN26158
TCONS_00013040.p1	HUMAN25880
TCONS_00013057.p1	HUMAN30319
TCONS_00013059.p1	HUMAN00375
TCONS_00013063.p1	HUMAN10451
TCONS_00013063.p1	HUMAN10452
TCONS_00013063.p1	HUMAN13434
TCONS_00013063.p1	HUMAN13439
TCONS_00013063.p1	HUMAN13440
TCONS_00013063.p1	HUMAN20263
TCONS_00013066.p1	HUMAN20705
TCONS_00013069.p1	HUMAN02250
TCONS_00013077.p1	HUMAN13261
TCONS_00013077.p1	HUMAN16297
TCONS_00013077.p1	HUMAN16298
TCONS_00013077.p1	HUMAN25926
TCONS_00013077.p1	HUMAN25928
TCONS_00013077.p1	HUMAN25929
TCONS_00013078.p1	HUMAN10325
TCONS_00013078.p1	HUMAN12019
TCONS_00013078.p1	HUMAN12020
TCONS_00013078.p1	HUMAN15942
TCONS_00013095.p1	HUMAN28434
TCONS_00013097.p1	HUMAN00609
TCONS_00013097.p1	HUMAN08327
TCONS_00013097.p1	HUMAN08758
TCONS_00013097.p1	HUMAN13252
TCONS_00013097.p1	HUMAN18203
TCONS_00013097.p1	HUMAN18760
TCONS_00013097.p1	HUMAN19324
TCONS_00013097.p1	HUMAN20105
TCONS_00013097.p1	HUMAN20222
TCONS_00013097.p1	HUMAN25760
TCONS_00013097.p1	HUMAN25761
TCONS_00013097.p1	HUMAN27801
TCONS_00013097.p1	HUMAN29545
TCONS_00013104.p1	HUMAN20150
TCONS_00013104.p1	HUMAN20151
TCONS_00013104.p1	HUMAN20152
TCONS_00013104.p1	HUMAN20153
TCONS_00013105.p1	HUMAN13207
TCONS_00013105.p1	HUMAN13208
TCONS_00013112.p1	HUMAN20093
TCONS_00013114.p1	HUMAN10580
TCONS_00013126.p1	HUMAN10308
TCONS_00013126.p1	HUMAN13337
TCONS_00013131.p1	HUMAN10197
TCONS_00013131.p1	HUMAN10198
TCONS_00013131.p1	HUMAN10199
TCONS_00013131.p1	HUMAN13649
TCONS_00013132.p1	HUMAN10738
TCONS_00013132.p1	HUMAN10739
TCONS_00013137.p1	HUMAN10736
TCONS_00013139.p1	HUMAN25916
TCONS_00013141.p1	HUMAN25353
TCONS_00013159.p1	HUMAN12133
TCONS_00013159.p1	HUMAN12134
TCONS_00013159.p1	HUMAN12135
TCONS_00013159.p1	HUMAN12136
TCONS_00013159.p1	HUMAN12137
TCONS_00013160.p1	HUMAN12139
TCONS_00013160.p1	HUMAN12140
TCONS_00013160.p1	HUMAN12141
TCONS_00013161.p1	HUMAN10712
TCONS_00013162.p1	HUMAN13460
TCONS_00013164.p1	HUMAN12045
TCONS_00013164.p1	HUMAN12046
TCONS_00013164.p1	HUMAN13462
TCONS_00013164.p1	HUMAN26044
TCONS_00013171.p1	HUMAN12995
TCONS_00013171.p1	HUMAN20240
TCONS_00013172.p1	HUMAN10236
TCONS_00013172.p1	HUMAN13366
TCONS_00013173.p1	HUMAN10614
TCONS_00013173.p1	HUMAN13445
TCONS_00013173.p1	HUMAN16281
TCONS_00013177.p1	HUMAN10264
TCONS_00013177.p1	HUMAN12965
TCONS_00013188.p1	HUMAN10284
TCONS_00013192.p1	HUMAN20250
TCONS_00013193.p1	HUMAN24027
TCONS_00013197.p1	HUMAN13589
TCONS_00013197.p1	HUMAN20111
TCONS_00013197.p1	HUMAN25920
TCONS_00013197.p1	HUMAN25921
TCONS_00013200.p1	HUMAN01840
TCONS_00013201.p1	HUMAN13403
TCONS_00013201.p1	HUMAN15939
TCONS_00013205.p1	HUMAN21247
TCONS_00013208.p1	HUMAN24037
TCONS_00013208.p1	HUMAN24038
TCONS_00013209.p1	HUMAN19072
TCONS_00013220.p1	HUMAN09385
TCONS_00013220.p1	HUMAN10671
TCONS_00013224.p1	HUMAN10656
TCONS_00013225.p1	HUMAN16360
TCONS_00013225.p1	HUMAN16361
TCONS_00013231.p1	HUMAN20166
TCONS_00013235.p1	HUMAN10177
TCONS_00013235.p1	HUMAN10178
TCONS_00013235.p1	HUMAN13637
TCONS_00013235.p1	HUMAN30153
TCONS_00013235.p1	HUMAN30163
TCONS_00013237.p1	HUMAN13587
TCONS_00013237.p1	HUMAN13588
TCONS_00013240.p1	HUMAN10559
TCONS_00013244.p1	HUMAN20260
TCONS_00013247.p1	HUMAN25914
TCONS_00013248.p1	HUMAN10171
TCONS_00013248.p1	HUMAN10172
TCONS_00013248.p1	HUMAN10173
TCONS_00013248.p1	HUMAN10175
TCONS_00013260.p1	HUMAN10136
TCONS_00013260.p1	HUMAN10137
TCONS_00013261.p1	HUMAN10133
TCONS_00013261.p1	HUMAN13407
TCONS_00013261.p1	HUMAN13408
TCONS_00013269.p1	HUMAN13211
TCONS_00013269.p1	HUMAN13212
TCONS_00013269.p1	HUMAN13213
TCONS_00013272.p1	HUMAN10596
TCONS_00013272.p1	HUMAN12961
TCONS_00013273.p1	HUMAN13016
TCONS_00013273.p1	HUMAN25940
TCONS_00013274.p1	HUMAN13618
TCONS_00013274.p1	HUMAN13619
TCONS_00013274.p1	HUMAN13620
TCONS_00013275.p1	HUMAN11755
TCONS_00013279.p1	HUMAN13547
TCONS_00013279.p1	HUMAN13548
TCONS_00013281.p1	HUMAN26616
TCONS_00013283.p1	HUMAN20084
TCONS_00013302.p1	HUMAN20085
TCONS_00013304.p1	HUMAN26597
TCONS_00013304.p1	HUMAN26598
TCONS_00013319.p1	HUMAN03822
TCONS_00013321.p1	HUMAN13549
TCONS_00013322.p1	HUMAN25417
TCONS_00013326.p1	HUMAN19581
TCONS_00013326.p1	HUMAN19587
TCONS_00013327.p1	HUMAN13330
TCONS_00013327.p1	HUMAN13331
TCONS_00013328.p1	HUMAN20090
TCONS_00013328.p1	HUMAN20091
TCONS_00013329.p1	HUMAN01058
TCONS_00013329.p1	HUMAN01059
TCONS_00013331.p1	HUMAN25907
TCONS_00013334.p1	HUMAN10472
TCONS_00013334.p1	HUMAN10473
TCONS_00013334.p1	HUMAN13478
TCONS_00013334.p1	HUMAN13479
TCONS_00013334.p1	HUMAN20065
TCONS_00013336.p1	HUMAN10275
TCONS_00013336.p1	HUMAN10694
TCONS_00013336.p1	HUMAN10742
TCONS_00013336.p1	HUMAN12054
TCONS_00013336.p1	HUMAN12057
TCONS_00013340.p1	HUMAN00274
TCONS_00013342.p1	HUMAN26521
TCONS_00013347.p1	HUMAN10250
TCONS_00013356.p1	HUMAN21419
TCONS_00013356.p1	HUMAN22666
TCONS_00013362.p1	HUMAN14699
TCONS_00013362.p1	HUMAN14700
TCONS_00013362.p1	HUMAN14701
TCONS_00013366.p1	HUMAN13516
TCONS_00013366.p1	HUMAN13517
TCONS_00013366.p1	HUMAN13518
TCONS_00013366.p1	HUMAN20149
TCONS_00013366.p1	HUMAN26602
TCONS_00013377.p1	HUMAN16282
TCONS_00013377.p1	HUMAN16283
TCONS_00013378.p1	HUMAN10185
TCONS_00013378.p1	HUMAN13556
TCONS_00013378.p1	HUMAN13557
TCONS_00013379.p1	HUMAN24495
TCONS_00013381.p1	HUMAN12029
TCONS_00013381.p1	HUMAN12030
TCONS_00013387.p1	HUMAN13034
TCONS_00013390.p1	HUMAN20146
TCONS_00013390.p1	HUMAN20147
TCONS_00013395.p1	HUMAN12022
TCONS_00013404.p1	HUMAN10555
TCONS_00013404.p1	HUMAN10556
TCONS_00013404.p1	HUMAN10558
TCONS_00013410.p1	HUMAN10783
TCONS_00013411.p1	HUMAN10563
TCONS_00013411.p1	HUMAN10564
TCONS_00013411.p1	HUMAN10565
TCONS_00013411.p1	HUMAN10566
TCONS_00013413.p1	HUMAN10194
TCONS_00013414.p1	HUMAN10196
TCONS_00013428.p1	HUMAN12429
TCONS_00013431.p1	HUMAN20168
TCONS_00013431.p1	HUMAN24366
TCONS_00013435.p1	HUMAN12342
TCONS_00013453.p1	HUMAN12145
TCONS_00013455.p1	HUMAN12025
TCONS_00013455.p1	HUMAN12215
TCONS_00013455.p1	HUMAN12216
TCONS_00013458.p1	HUMAN10396
TCONS_00013464.p1	HUMAN10238
TCONS_00013464.p1	HUMAN10240
TCONS_00013466.p1	HUMAN10762
TCONS_00013466.p1	HUMAN16372
TCONS_00013466.p1	HUMAN16373
TCONS_00013472.p1	HUMAN10619
TCONS_00013472.p1	HUMAN10620
TCONS_00013473.p1	HUMAN10237
TCONS_00013477.p1	HUMAN12217
TCONS_00013479.p1	HUMAN04679
TCONS_00013479.p1	HUMAN25970
TCONS_00013482.p1	HUMAN10286
TCONS_00013483.p1	HUMAN10572
TCONS_00013487.p1	HUMAN10725
TCONS_00013487.p1	HUMAN10726
TCONS_00013487.p1	HUMAN13200
TCONS_00013487.p1	HUMAN13201
TCONS_00013487.p1	HUMAN16259
TCONS_00013489.p1	HUMAN13012
TCONS_00013489.p1	HUMAN13013
TCONS_00013490.p1	HUMAN22845
TCONS_00013498.p1	HUMAN25364
TCONS_00013499.p1	HUMAN27729
TCONS_00013500.p1	HUMAN30213
TCONS_00013504.p1	HUMAN27728
TCONS_00013510.p1	HUMAN14551
TCONS_00013510.p1	HUMAN18865
TCONS_00013510.p1	HUMAN21777
TCONS_00013510.p1	HUMAN29006
TCONS_00013519.p1	HUMAN20217
TCONS_00013519.p1	HUMAN20218
TCONS_00013521.p1	HUMAN10676
TCONS_00013521.p1	HUMAN10677
TCONS_00013524.p1	HUMAN13387
TCONS_00013525.p1	HUMAN10475
TCONS_00013525.p1	HUMAN10477
TCONS_00013525.p1	HUMAN10478
TCONS_00013533.p1	HUMAN27031
TCONS_00013549.p1	HUMAN09355
TCONS_00013549.p1	HUMAN09356
TCONS_00013550.p1	HUMAN11424
TCONS_00013552.p1	HUMAN04051
TCONS_00013552.p1	HUMAN04063
TCONS_00013552.p1	HUMAN04075
TCONS_00013552.p1	HUMAN04527
TCONS_00013552.p1	HUMAN06564
TCONS_00013552.p1	HUMAN07928
TCONS_00013553.p1	HUMAN03998
TCONS_00013553.p1	HUMAN04039
TCONS_00013553.p1	HUMAN04046
TCONS_00013553.p1	HUMAN04076
TCONS_00013553.p1	HUMAN06563
TCONS_00013553.p1	HUMAN14562
TCONS_00013553.p1	HUMAN24399
TCONS_00013562.p1	HUMAN20562
TCONS_00013566.p1	HUMAN20213
TCONS_00013566.p1	HUMAN20214
TCONS_00013597.p1	HUMAN10494
TCONS_00013597.p1	HUMAN12062
TCONS_00013603.p1	HUMAN13603
TCONS_00013603.p1	HUMAN13604
TCONS_00013613.p1	HUMAN27912
TCONS_00013617.p1	HUMAN10277
TCONS_00013617.p1	HUMAN20192
TCONS_00013617.p1	HUMAN20193
TCONS_00013617.p1	HUMAN20194
TCONS_00013619.p1	HUMAN17335
TCONS_00013619.p1	HUMAN30690
TCONS_00013619.p1	HUMAN30691
TCONS_00013622.p1	HUMAN15936
TCONS_00013622.p1	HUMAN15937
TCONS_00013623.p1	HUMAN25338
TCONS_00013644.p1	HUMAN16308
TCONS_00013652.p1	HUMAN03460
TCONS_00013652.p1	HUMAN05918
TCONS_00013652.p1	HUMAN10645
TCONS_00013652.p1	HUMAN10646
TCONS_00013652.p1	HUMAN10647
TCONS_00013652.p1	HUMAN10648
TCONS_00013652.p1	HUMAN10649
TCONS_00013652.p1	HUMAN10650
TCONS_00013652.p1	HUMAN10651
TCONS_00013652.p1	HUMAN10675
TCONS_00013652.p1	HUMAN10690
TCONS_00013652.p1	HUMAN10819
TCONS_00013652.p1	HUMAN10875
TCONS_00013654.p1	HUMAN13572
TCONS_00013654.p1	HUMAN14358
TCONS_00013677.p1	HUMAN10777
TCONS_00013683.p1	HUMAN13489
TCONS_00013683.p1	HUMAN13490
TCONS_00013683.p1	HUMAN13491
TCONS_00013686.p1	HUMAN12414
TCONS_00013686.p1	HUMAN12417
TCONS_00013687.p1	HUMAN13291
TCONS_00013688.p1	HUMAN10226
TCONS_00013688.p1	HUMAN19322
TCONS_00013688.p1	HUMAN23239
TCONS_00013691.p1	HUMAN12055
TCONS_00013692.p1	HUMAN13256
TCONS_00013692.p1	HUMAN13257
TCONS_00013692.p1	HUMAN26618
TCONS_00013692.p1	HUMAN26620
TCONS_00013692.p1	HUMAN26621
TCONS_00013693.p1	HUMAN26612
TCONS_00013697.p1	HUMAN01095
TCONS_00013698.p1	HUMAN02181
TCONS_00013698.p1	HUMAN28135
TCONS_00013706.p1	HUMAN25974
TCONS_00013712.p1	HUMAN13626
TCONS_00013712.p1	HUMAN13628
TCONS_00013712.p1	HUMAN13629
TCONS_00013713.p1	HUMAN15926
TCONS_00013718.p1	HUMAN25915
TCONS_00013722.p1	HUMAN10655
TCONS_00013724.p1	HUMAN22020
TCONS_00013724.p1	HUMAN22021
TCONS_00013726.p1	HUMAN13214
TCONS_00013726.p1	HUMAN13215
TCONS_00013726.p1	HUMAN13216
TCONS_00013726.p1	HUMAN13217
TCONS_00013726.p1	HUMAN13218
TCONS_00013728.p1	HUMAN12171
TCONS_00013728.p1	HUMAN12172
TCONS_00013728.p1	HUMAN12173
TCONS_00013728.p1	HUMAN13401
TCONS_00013728.p1	HUMAN13402
TCONS_00013730.p1	HUMAN13513
TCONS_00013730.p1	HUMAN13514
TCONS_00013730.p1	HUMAN13515
TCONS_00013731.p1	HUMAN09472
TCONS_00013731.p1	HUMAN13358
TCONS_00013731.p1	HUMAN13359
TCONS_00013734.p1	HUMAN03971
TCONS_00013734.p1	HUMAN04605
TCONS_00013734.p1	HUMAN13617
TCONS_00013734.p1	HUMAN18348
TCONS_00013742.p1	HUMAN10474
TCONS_00013742.p1	HUMAN13204
TCONS_00013742.p1	HUMAN16262
TCONS_00013742.p1	HUMAN27062
TCONS_00013749.p1	HUMAN10727
TCONS_00013749.p1	HUMAN12026
TCONS_00013749.p1	HUMAN13203
TCONS_00013749.p1	HUMAN16260
TCONS_00013749.p1	HUMAN16261
TCONS_00013749.p1	HUMAN20086
TCONS_00013749.p1	HUMAN21211
TCONS_00013750.p1	HUMAN13202
TCONS_00013753.p1	HUMAN12116
TCONS_00013758.p1	HUMAN10288
TCONS_00013758.p1	HUMAN10289
TCONS_00013758.p1	HUMAN10290
TCONS_00013758.p1	HUMAN13448
TCONS_00013758.p1	HUMAN15922
TCONS_00013758.p1	HUMAN15923
TCONS_00013758.p1	HUMAN20195
TCONS_00013758.p1	HUMAN20196
TCONS_00013758.p1	HUMAN20197
TCONS_00013758.p1	HUMAN20198
TCONS_00013759.p1	HUMAN29826
TCONS_00013759.p1	HUMAN29827
TCONS_00013770.p1	HUMAN18503
TCONS_00013788.p1	HUMAN20806
TCONS_00013791.p1	HUMAN13186
TCONS_00013791.p1	HUMAN13187
TCONS_00013791.p1	HUMAN13188
TCONS_00013791.p1	HUMAN13190
TCONS_00013795.p1	HUMAN20122
TCONS_00013796.p1	HUMAN12177
TCONS_00013796.p1	HUMAN12178
TCONS_00013796.p1	HUMAN12179
TCONS_00013796.p1	HUMAN13332
TCONS_00013796.p1	HUMAN13333
TCONS_00013796.p1	HUMAN20209
TCONS_00013801.p1	HUMAN13324
TCONS_00013801.p1	HUMAN13325
TCONS_00013802.p1	HUMAN26614
TCONS_00013802.p1	HUMAN26615
TCONS_00013808.p1	HUMAN20205
TCONS_00013820.p1	HUMAN10542
TCONS_00013820.p1	HUMAN10543
TCONS_00013824.p1	HUMAN10684
TCONS_00013824.p1	HUMAN10920
TCONS_00013824.p1	HUMAN10921
TCONS_00013824.p1	HUMAN11475
TCONS_00013824.p1	HUMAN11476
TCONS_00013825.p1	HUMAN10488
TCONS_00013829.p1	HUMAN03528
TCONS_00013829.p1	HUMAN10581
TCONS_00013829.p1	HUMAN10583
TCONS_00013829.p1	HUMAN12987
TCONS_00013831.p1	HUMAN13230
TCONS_00013831.p1	HUMAN13231
TCONS_00013831.p1	HUMAN13232
TCONS_00013831.p1	HUMAN25878
TCONS_00013831.p1	HUMAN25879
TCONS_00013838.p1	HUMAN12156
TCONS_00013838.p1	HUMAN12157
TCONS_00013841.p1	HUMAN10314
TCONS_00013841.p1	HUMAN10316
TCONS_00013842.p1	HUMAN12989
TCONS_00013842.p1	HUMAN12990
TCONS_00013842.p1	HUMAN12991
TCONS_00013842.p1	HUMAN12992
TCONS_00013847.p1	HUMAN10522
TCONS_00013851.p1	HUMAN05788
TCONS_00013851.p1	HUMAN10301
TCONS_00013852.p1	HUMAN13338
TCONS_00013856.p1	HUMAN08164
TCONS_00013856.p1	HUMAN08165
TCONS_00013856.p1	HUMAN12031
TCONS_00013856.p1	HUMAN12032
TCONS_00013856.p1	HUMAN12033
TCONS_00013856.p1	HUMAN12034
TCONS_00013856.p1	HUMAN12035
TCONS_00013856.p1	HUMAN12036
TCONS_00013856.p1	HUMAN18888
TCONS_00013856.p1	HUMAN18889
TCONS_00013856.p1	HUMAN18890
TCONS_00013856.p1	HUMAN18891
TCONS_00013856.p1	HUMAN21265
TCONS_00013866.p1	HUMAN10759
TCONS_00013866.p1	HUMAN10760
TCONS_00013868.p1	HUMAN10490
TCONS_00013869.p1	HUMAN10662
TCONS_00013869.p1	HUMAN13294
TCONS_00013871.p1	HUMAN10225
TCONS_00013871.p1	HUMAN13245
TCONS_00013871.p1	HUMAN20144
TCONS_00013871.p1	HUMAN20145
TCONS_00013872.p1	HUMAN01958
TCONS_00013872.p1	HUMAN01960
TCONS_00013872.p1	HUMAN04221
TCONS_00013872.p1	HUMAN05725
TCONS_00013872.p1	HUMAN05726
TCONS_00013872.p1	HUMAN06119
TCONS_00013872.p1	HUMAN12223
TCONS_00013872.p1	HUMAN12226
TCONS_00013872.p1	HUMAN13243
TCONS_00013872.p1	HUMAN13244
TCONS_00013872.p1	HUMAN15927
TCONS_00013872.p1	HUMAN17748
TCONS_00013872.p1	HUMAN19518
TCONS_00013872.p1	HUMAN19522
TCONS_00013872.p1	HUMAN20162
TCONS_00013873.p1	HUMAN18391
TCONS_00013876.p1	HUMAN06051
TCONS_00013876.p1	HUMAN10146
TCONS_00013877.p1	HUMAN10680
TCONS_00013877.p1	HUMAN10681
TCONS_00013877.p1	HUMAN10682
TCONS_00013878.p1	HUMAN13473
TCONS_00013878.p1	HUMAN13474
TCONS_00013879.p1	HUMAN17446
TCONS_00013883.p1	HUMAN13482
TCONS_00013883.p1	HUMAN13483
TCONS_00013883.p1	HUMAN13484
TCONS_00013883.p1	HUMAN13485
TCONS_00013883.p1	HUMAN20181
TCONS_00013892.p1	HUMAN13327
TCONS_00013892.p1	HUMAN13328
TCONS_00013893.p1	HUMAN13283
TCONS_00013893.p1	HUMAN13284
TCONS_00013893.p1	HUMAN13285
TCONS_00013895.p1	HUMAN10633
TCONS_00013896.p1	HUMAN13546
TCONS_00013897.p1	HUMAN25922
TCONS_00013901.p1	HUMAN03113
TCONS_00013903.p1	HUMAN13318
TCONS_00013903.p1	HUMAN13320
TCONS_00013910.p1	HUMAN13205
TCONS_00013910.p1	HUMAN13206
TCONS_00013912.p1	HUMAN10391
TCONS_00013912.p1	HUMAN10392
TCONS_00013912.p1	HUMAN10394
TCONS_00013913.p1	HUMAN25976
TCONS_00013913.p1	HUMAN25977
TCONS_00013913.p1	HUMAN25978
TCONS_00013916.p1	HUMAN10704
TCONS_00013916.p1	HUMAN10705
TCONS_00013916.p1	HUMAN10706
TCONS_00013916.p1	HUMAN13322
TCONS_00013916.p1	HUMAN13323
TCONS_00013916.p1	HUMAN20116
TCONS_00013924.p1	HUMAN20241
TCONS_00013931.p1	HUMAN10274
TCONS_00013933.p1	HUMAN13263
TCONS_00013935.p1	HUMAN06046
TCONS_00013936.p1	HUMAN26609
TCONS_00013936.p1	HUMAN26610
TCONS_00013940.p1	HUMAN00585
TCONS_00013940.p1	HUMAN00586
TCONS_00013940.p1	HUMAN00587
TCONS_00013940.p1	HUMAN25534
TCONS_00013945.p1	HUMAN12341
TCONS_00013946.p1	HUMAN10441
TCONS_00013946.p1	HUMAN13396
TCONS_00013948.p1	HUMAN26600
TCONS_00013959.p1	HUMAN13495
TCONS_00013959.p1	HUMAN13496
TCONS_00013963.p1	HUMAN13522
TCONS_00013964.p1	HUMAN27964
TCONS_00013964.p1	HUMAN30567
TCONS_00013966.p1	HUMAN06062
TCONS_00013966.p1	HUMAN10492
TCONS_00013973.p1	HUMAN12372
TCONS_00013979.p1	HUMAN30175
TCONS_00013980.p1	HUMAN00767
TCONS_00013980.p1	HUMAN10192
TCONS_00013980.p1	HUMAN12373
TCONS_00014009.p1	HUMAN10496
TCONS_00014009.p1	HUMAN10497
TCONS_00014009.p1	HUMAN12064
TCONS_00014009.p1	HUMAN12065
TCONS_00014009.p1	HUMAN12066
TCONS_00014009.p1	HUMAN12169
TCONS_00014010.p1	HUMAN13426
TCONS_00014010.p1	HUMAN13427
TCONS_00014010.p1	HUMAN13428
TCONS_00014010.p1	HUMAN13429
TCONS_00014019.p1	HUMAN10652
TCONS_00014030.p1	HUMAN10161
TCONS_00014030.p1	HUMAN10162
TCONS_00014030.p1	HUMAN10163
TCONS_00014030.p1	HUMAN10164
TCONS_00014030.p1	HUMAN10165
TCONS_00014034.p1	HUMAN13404
TCONS_00014044.p1	HUMAN25886
TCONS_00014044.p1	HUMAN25887
TCONS_00014044.p1	HUMAN25888
TCONS_00014046.p1	HUMAN12147
TCONS_00014046.p1	HUMAN12148
TCONS_00014046.p1	HUMAN12149
TCONS_00014047.p1	HUMAN10266
TCONS_00014047.p1	HUMAN10267
TCONS_00014047.p1	HUMAN10268
TCONS_00014048.p1	HUMAN10280
TCONS_00014048.p1	HUMAN10281
TCONS_00014081.p1	HUMAN10204
TCONS_00014081.p1	HUMAN10205
TCONS_00014081.p1	HUMAN10206
TCONS_00014081.p1	HUMAN10207
TCONS_00014081.p1	HUMAN10272
TCONS_00014085.p1	HUMAN05612
TCONS_00014095.p1	HUMAN12114
TCONS_00014095.p1	HUMAN12115
TCONS_00014098.p1	HUMAN10193
TCONS_00014115.p1	HUMAN01674
TCONS_00014120.p1	HUMAN10714
TCONS_00014124.p1	HUMAN20083
TCONS_00014129.p1	HUMAN13179
TCONS_00014131.p1	HUMAN10730
TCONS_00014131.p1	HUMAN13442
TCONS_00014131.p1	HUMAN20212
TCONS_00014134.p1	HUMAN10319
TCONS_00014136.p1	HUMAN20171
TCONS_00014136.p1	HUMAN20172
TCONS_00014136.p1	HUMAN25116
TCONS_00014137.p1	HUMAN10530
TCONS_00014137.p1	HUMAN10531
TCONS_00014137.p1	HUMAN10532
TCONS_00014138.p1	HUMAN14806
TCONS_00014138.p1	HUMAN14807
TCONS_00014140.p1	HUMAN13367
TCONS_00014140.p1	HUMAN13368
TCONS_00014140.p1	HUMAN20264
TCONS_00014142.p1	HUMAN13302
TCONS_00014144.p1	HUMAN10689
TCONS_00014144.p1	HUMAN13301
TCONS_00014147.p1	HUMAN10663
TCONS_00014155.p1	HUMAN15484
TCONS_00014155.p1	HUMAN15485
TCONS_00014155.p1	HUMAN15486
TCONS_00014159.p1	HUMAN10502
TCONS_00014159.p1	HUMAN10503
TCONS_00014159.p1	HUMAN10504
TCONS_00014160.p1	HUMAN13449
TCONS_00014161.p1	HUMAN13455
TCONS_00014161.p1	HUMAN13456
