TCONS_00041617.p1	STRPU_05295
TCONS_00011055.p1	STRPU_21245
TCONS_00025073.p1	STRPU_12715
TCONS_00041648.p1	STRPU_05446
TCONS_00004815.p1	STRPU_14731
TCONS_00010204.p1	STRPU_21249
TCONS_00026188.p1	STRPU_09828
TCONS_00011527.p1	STRPU_21848
TCONS_00009277.p1	STRPU_25347
TCONS_00021303.p1	STRPU_06707
TCONS_00046923.p1	STRPU_07230
TCONS_00002772.p1	STRPU_24085
TCONS_00053191.p1	STRPU_18166
TCONS_00009596.p1	STRPU_23391
TCONS_00043763.p1	STRPU_05703
TCONS_00009338.p1	STRPU_25294
TCONS_00041245.p1	STRPU_04903
TCONS_00012749.p1	STRPU_08506
TCONS_00030207.p1	STRPU_04848
TCONS_00017409.p1	STRPU_24544
TCONS_00029453.p1	STRPU_26796
TCONS_00030277.p1	STRPU_04278
TCONS_00037983.p1	STRPU_21995
TCONS_00049281.p1	STRPU_23138
TCONS_00028757.p1	STRPU_26858
TCONS_00013519.p1	STRPU_08323
TCONS_00002586.p1	STRPU_01889
TCONS_00056393.p1	STRPU_02645
TCONS_00045530.p1	STRPU_07903
TCONS_00007459.p1	STRPU_00834
TCONS_00026600.p1	STRPU_09890
TCONS_00019385.p1	STRPU_05843
TCONS_00011990.p1	STRPU_20805
TCONS_00044265.p1	STRPU_05247
TCONS_00007890.p1	STRPU_25338
TCONS_00034269.p1	STRPU_03489
TCONS_00042881.p1	STRPU_05177
TCONS_00001016.p1	STRPU_17487
TCONS_00041730.p1	STRPU_05223
TCONS_00025889.p1	STRPU_10217
TCONS_00052194.p1	STRPU_10964
TCONS_00010501.p1	STRPU_21562
TCONS_00028490.p1	STRPU_27212
TCONS_00000789.p1	STRPU_19554
TCONS_00002403.p1	STRPU_17659
TCONS_00053068.p1	STRPU_00098
TCONS_00002909.p1	STRPU_25183
TCONS_00009430.p1	STRPU_25853
TCONS_00013248.p1	STRPU_08077
TCONS_00029293.p1	STRPU_27380
TCONS_00003557.p1	STRPU_07432
TCONS_00027729.p1	STRPU_09463
TCONS_00006810.p1	STRPU_02356
TCONS_00029421.p1	STRPU_27086
TCONS_00009454.p1	STRPU_25935
TCONS_00001169.p1	STRPU_17655
TCONS_00009899.p1	STRPU_21209
TCONS_00000681.p1	STRPU_25376
TCONS_00044692.p1	STRPU_07995
TCONS_00003571.p1	STRPU_25124
TCONS_00050765.p1	STRPU_20569
TCONS_00001819.p1	STRPU_18050
TCONS_00057165.p1	STRPU_14065
TCONS_00010148.p1	STRPU_21127
TCONS_00008156.p1	STRPU_25407
TCONS_00055502.p1	STRPU_16776
TCONS_00024748.p1	STRPU_15746
TCONS_00049732.p1	STRPU_01985
TCONS_00035313.p1	STRPU_03284
TCONS_00028755.p1	STRPU_27119
TCONS_00042111.p1	STRPU_05864
TCONS_00051525.p1	STRPU_11037
TCONS_00041744.p1	STRPU_05246
TCONS_00019216.p1	STRPU_22872
TCONS_00016102.p1	STRPU_20339
TCONS_00029503.p1	STRPU_26879
TCONS_00036309.p1	STRPU_11539
TCONS_00010805.p1	STRPU_15278
TCONS_00029623.p1	STRPU_26419
TCONS_00035934.p1	STRPU_11843
TCONS_00009958.p1	STRPU_20587
TCONS_00014140.p1	STRPU_08361
TCONS_00016557.p1	STRPU_19350
TCONS_00003675.p1	STRPU_24143
TCONS_00047227.p1	STRPU_22698
TCONS_00019691.p1	STRPU_22199
TCONS_00028872.p1	STRPU_11837
TCONS_00015538.p1	STRPU_12980
TCONS_00013621.p1	STRPU_08738
TCONS_00008912.p1	STRPU_26088
TCONS_00048831.p1	STRPU_00884
TCONS_00003686.p1	STRPU_24909
TCONS_00030570.p1	STRPU_04704
TCONS_00033093.p1	STRPU_22610
TCONS_00023130.p1	STRPU_12321
TCONS_00005158.p1	STRPU_14818
TCONS_00028631.p1	STRPU_26362
TCONS_00011438.p1	STRPU_21805
TCONS_00056122.p1	STRPU_01444
TCONS_00011136.p1	STRPU_21382
TCONS_00012647.p1	STRPU_08791
TCONS_00014942.p1	STRPU_01366
TCONS_00047720.p1	STRPU_23833
TCONS_00051896.p1	STRPU_11070
TCONS_00007401.p1	STRPU_25769
TCONS_00000991.p1	STRPU_17528
TCONS_00045890.p1	STRPU_24275
TCONS_00007435.p1	STRPU_26152
TCONS_00007442.p1	STRPU_25318
TCONS_00005043.p1	STRPU_14237
TCONS_00014807.p1	STRPU_17298
TCONS_00022836.p1	STRPU_06123
TCONS_00026168.p1	STRPU_09559
TCONS_00028144.p1	STRPU_27000
TCONS_00052861.p1	STRPU_18218
TCONS_00016897.p1	STRPU_24376
TCONS_00016414.p1	STRPU_20155
TCONS_00033865.p1	STRPU_03686
TCONS_00056158.p1	STRPU_15971
TCONS_00000180.p1	STRPU_17604
TCONS_00018389.p1	STRPU_14022
TCONS_00019781.p1	STRPU_22200
TCONS_00007927.p1	STRPU_25452
TCONS_00000136.p1	STRPU_16999
TCONS_00001555.p1	STRPU_17755
TCONS_00018679.p1	STRPU_24700
TCONS_00021946.p1	STRPU_22038
TCONS_00047284.p1	STRPU_23537
TCONS_00048171.p1	STRPU_23876
TCONS_00003622.p1	STRPU_25140
TCONS_00042989.p1	STRPU_05339
TCONS_00038001.p1	STRPU_11832
TCONS_00053812.p1	STRPU_18501
TCONS_00003067.p1	STRPU_24141
TCONS_00028997.p1	STRPU_10946
TCONS_00029405.p1	STRPU_27312
TCONS_00054872.p1	STRPU_13411
TCONS_00009257.p1	STRPU_25403
TCONS_00003156.p1	STRPU_13913
TCONS_00013538.p1	STRPU_09109
TCONS_00036835.p1	STRPU_12136
TCONS_00005905.p1	STRPU_14308
TCONS_00011107.p1	STRPU_21063
TCONS_00016273.p1	STRPU_20401
TCONS_00002864.p1	STRPU_24654
TCONS_00015828.p1	STRPU_20170
TCONS_00013126.p1	STRPU_08483
TCONS_00042530.p1	STRPU_05724
TCONS_00007017.p1	STRPU_25251
TCONS_00021389.p1	STRPU_06698
TCONS_00050973.p1	STRPU_10850
TCONS_00025508.p1	STRPU_12444
TCONS_00052196.p1	STRPU_10673
TCONS_00023207.p1	STRPU_12315
TCONS_00050259.p1	STRPU_11341
TCONS_00052005.p1	STRPU_11290
TCONS_00011541.p1	STRPU_21066
TCONS_00016839.p1	STRPU_24300
TCONS_00053280.p1	STRPU_19009
TCONS_00045273.p1	STRPU_07639
TCONS_00004148.p1	STRPU_24997
TCONS_00002134.p1	STRPU_17424
TCONS_00013814.p1	STRPU_08565
TCONS_00048164.p1	STRPU_23891
TCONS_00010744.p1	STRPU_20860
TCONS_00028867.p1	STRPU_26662
TCONS_00050627.p1	STRPU_10595
TCONS_00055161.p1	STRPU_11558
TCONS_00001284.p1	STRPU_01816
TCONS_00000121.p1	STRPU_17166
TCONS_00041426.p1	STRPU_13814
TCONS_00011185.p1	STRPU_21583
TCONS_00031096.p1	STRPU_04092
TCONS_00029084.p1	STRPU_26408
TCONS_00052011.p1	STRPU_11034
TCONS_00018860.p1	STRPU_03348
TCONS_00030823.p1	STRPU_04338
TCONS_00007191.p1	STRPU_26239
TCONS_00009673.p1	STRPU_10296
TCONS_00015701.p1	STRPU_19408
TCONS_00008051.p1	STRPU_25716
TCONS_00042751.p1	STRPU_04967
TCONS_00019431.p1	STRPU_01965
TCONS_00028386.p1	STRPU_22004
TCONS_00019001.p1	STRPU_17174
TCONS_00053142.p1	STRPU_18394
TCONS_00018947.p1	STRPU_22555
TCONS_00009291.p1	STRPU_00211
TCONS_00036740.p1	STRPU_11518
TCONS_00048395.p1	STRPU_01982
TCONS_00018455.p1	STRPU_24353
TCONS_00019442.p1	STRPU_25281
TCONS_00013455.p1	STRPU_09091
TCONS_00006350.p1	STRPU_14168
TCONS_00008298.p1	STRPU_26153
TCONS_00026377.p1	STRPU_10016
TCONS_00006488.p1	STRPU_14410
TCONS_00006885.p1	STRPU_14208
TCONS_00017766.p1	STRPU_03525
TCONS_00054222.p1	STRPU_23265
TCONS_00011334.p1	STRPU_21792
TCONS_00003624.p1	STRPU_25142
TCONS_00005635.p1	STRPU_14325
TCONS_00009573.p1	STRPU_20435
TCONS_00035260.p1	STRPU_03628
TCONS_00054875.p1	STRPU_16147
TCONS_00031817.p1	STRPU_21979
TCONS_00051362.p1	STRPU_11322
TCONS_00056016.p1	STRPU_07149
TCONS_00012914.p1	STRPU_08507
TCONS_00019159.p1	STRPU_22529
TCONS_00022714.p1	STRPU_06172
TCONS_00054555.p1	STRPU_19075
TCONS_00009347.p1	STRPU_25418
TCONS_00005165.p1	STRPU_14879
TCONS_00043724.p1	STRPU_05817
TCONS_00027328.p1	STRPU_09856
TCONS_00016768.p1	STRPU_24795
TCONS_00038338.p1	STRPU_03633
TCONS_00003785.p1	STRPU_25209
TCONS_00056802.p1	STRPU_13240
TCONS_00011854.p1	STRPU_20578
TCONS_00018973.p1	STRPU_22762
TCONS_00029415.p1	STRPU_27133
TCONS_00036511.p1	STRPU_01231
TCONS_00054636.p1	STRPU_18693
TCONS_00048592.p1	STRPU_23518
TCONS_00048104.p1	STRPU_22376
TCONS_00009322.p1	STRPU_25412
TCONS_00006379.p1	STRPU_14790
TCONS_00022727.p1	STRPU_06564
TCONS_00055680.p1	STRPU_13664
TCONS_00026885.p1	STRPU_10099
TCONS_00053410.p1	STRPU_00677
TCONS_00021066.p1	STRPU_06886
TCONS_00015502.p1	STRPU_16614
TCONS_00001019.p1	STRPU_16949
TCONS_00024141.p1	STRPU_12532
TCONS_00006185.p1	STRPU_14326
TCONS_00016014.p1	STRPU_10123
TCONS_00036460.p1	STRPU_11750
TCONS_00006081.p1	STRPU_14330
TCONS_00022858.p1	STRPU_14447
TCONS_00057175.p1	STRPU_16118
TCONS_00024114.p1	STRPU_12602
TCONS_00052721.p1	STRPU_18939
TCONS_00003629.p1	STRPU_25032
TCONS_00022742.p1	STRPU_06958
TCONS_00018810.p1	STRPU_24310
TCONS_00031433.p1	STRPU_04377
TCONS_00025266.p1	STRPU_12708
TCONS_00011838.p1	STRPU_20610
TCONS_00034214.p1	STRPU_03670
TCONS_00000749.p1	STRPU_16901
TCONS_00003487.p1	STRPU_21346
TCONS_00015111.p1	STRPU_19406
TCONS_00053907.p1	STRPU_18626
TCONS_00021868.p1	STRPU_06354
TCONS_00010106.p1	STRPU_20764
TCONS_00043014.p1	STRPU_09862
TCONS_00048004.p1	STRPU_22094
TCONS_00035983.p1	STRPU_11808
TCONS_00014147.p1	STRPU_13420
TCONS_00028749.p1	STRPU_26346
TCONS_00050791.p1	STRPU_00552
TCONS_00029368.p1	STRPU_26823
TCONS_00045154.p1	STRPU_02030
TCONS_00012738.p1	STRPU_08877
TCONS_00010109.p1	STRPU_20766
TCONS_00001174.p1	STRPU_17082
TCONS_00002032.p1	STRPU_17664
TCONS_00023129.p1	STRPU_12622
TCONS_00041649.p1	STRPU_05448
TCONS_00027793.p1	STRPU_09837
TCONS_00049809.p1	STRPU_13966
TCONS_00019618.p1	STRPU_22945
TCONS_00049016.p1	STRPU_23132
TCONS_00035865.p1	STRPU_22175
TCONS_00036725.p1	STRPU_11804
TCONS_00027661.p1	STRPU_09420
TCONS_00048430.p1	STRPU_23291
TCONS_00049243.p1	STRPU_21926
TCONS_00053494.p1	STRPU_19094
TCONS_00050382.p1	STRPU_11042
TCONS_00056201.p1	STRPU_16412
TCONS_00018473.p1	STRPU_24308
TCONS_00050549.p1	STRPU_11360
TCONS_00056106.p1	STRPU_16842
TCONS_00023445.p1	STRPU_12338
TCONS_00014951.p1	STRPU_20221
TCONS_00050403.p1	STRPU_22585
TCONS_00028312.p1	STRPU_26559
TCONS_00047598.p1	STRPU_01987
TCONS_00005744.p1	STRPU_14414
TCONS_00008593.p1	STRPU_25525
TCONS_00049674.p1	STRPU_23004
TCONS_00004259.p1	STRPU_19935
TCONS_00026658.p1	STRPU_19269
TCONS_00028723.p1	STRPU_27020
TCONS_00040791.p1	STRPU_03664
TCONS_00017793.p1	STRPU_12994
TCONS_00014343.p1	STRPU_08983
TCONS_00011546.p1	STRPU_21232
TCONS_00050679.p1	STRPU_10625
TCONS_00007988.p1	STRPU_26189
TCONS_00011426.p1	STRPU_20584
TCONS_00010786.p1	STRPU_21644
TCONS_00018881.p1	STRPU_03093
TCONS_00021250.p1	STRPU_06613
TCONS_00022218.p1	STRPU_06486
TCONS_00020074.p1	STRPU_21935
TCONS_00013025.p1	STRPU_08498
TCONS_00033091.p1	STRPU_07051
TCONS_00048565.p1	STRPU_22696
TCONS_00056276.p1	STRPU_16143
TCONS_00012797.p1	STRPU_09170
TCONS_00018945.p1	STRPU_22253
TCONS_00008334.p1	STRPU_26180
TCONS_00013871.p1	STRPU_08311
TCONS_00044540.p1	STRPU_22013
TCONS_00010119.p1	STRPU_21824
TCONS_00026739.p1	STRPU_09307
TCONS_00001125.p1	STRPU_17046
TCONS_00007477.p1	STRPU_26010
TCONS_00049046.p1	STRPU_06430
TCONS_00007407.p1	STRPU_25889
TCONS_00042981.p1	STRPU_05442
TCONS_00001773.p1	STRPU_01780
TCONS_00042132.p1	STRPU_05351
TCONS_00021267.p1	STRPU_05987
TCONS_00049529.p1	STRPU_23888
TCONS_00026190.p1	STRPU_10181
TCONS_00045788.p1	STRPU_12040
TCONS_00028955.p1	STRPU_26761
TCONS_00028875.p1	STRPU_26967
TCONS_00012002.p1	STRPU_21160
TCONS_00021882.p1	STRPU_06250
TCONS_00007929.p1	STRPU_05618
TCONS_00018033.p1	STRPU_01049
TCONS_00009700.p1	STRPU_21405
TCONS_00026719.p1	STRPU_09419
TCONS_00028898.p1	STRPU_27327
TCONS_00042608.p1	STRPU_05772
TCONS_00051720.p1	STRPU_11065
TCONS_00007933.p1	STRPU_00206
TCONS_00050798.p1	STRPU_11077
TCONS_00023533.p1	STRPU_13114
TCONS_00010544.p1	STRPU_21496
TCONS_00021934.p1	STRPU_06546
TCONS_00029808.p1	STRPU_23262
TCONS_00045337.p1	STRPU_07311
TCONS_00052600.p1	STRPU_19182
TCONS_00024224.p1	STRPU_12360
TCONS_00012088.p1	STRPU_20434
TCONS_00010951.p1	STRPU_21779
TCONS_00022120.p1	STRPU_06811
TCONS_00022433.p1	STRPU_06140
TCONS_00044139.p1	STRPU_02511
TCONS_00012968.p1	STRPU_08331
TCONS_00006707.p1	STRPU_14886
TCONS_00030536.p1	STRPU_04748
TCONS_00013728.p1	STRPU_08258
TCONS_00030127.p1	STRPU_25879
TCONS_00001004.p1	STRPU_17513
TCONS_00047616.p1	STRPU_22666
TCONS_00047510.p1	STRPU_22007
TCONS_00049636.p1	STRPU_22000
TCONS_00030256.p1	STRPU_04857
TCONS_00030222.p1	STRPU_04343
TCONS_00055484.p1	STRPU_02385
TCONS_00010138.p1	STRPU_21847
TCONS_00008382.p1	STRPU_25354
TCONS_00010398.p1	STRPU_21451
TCONS_00022528.p1	STRPU_06831
TCONS_00036371.p1	STRPU_01382
TCONS_00013192.p1	STRPU_02077
TCONS_00014585.p1	STRPU_08736
TCONS_00006203.p1	STRPU_15151
TCONS_00006346.p1	STRPU_14553
TCONS_00049504.p1	STRPU_23579
TCONS_00028367.p1	STRPU_12820
TCONS_00013903.p1	STRPU_08610
TCONS_00007155.p1	STRPU_26191
TCONS_00042557.p1	STRPU_05273
TCONS_00007128.p1	STRPU_25371
TCONS_00046787.p1	STRPU_07491
TCONS_00025717.p1	STRPU_12476
TCONS_00028086.p1	STRPU_26934
TCONS_00018301.p1	STRPU_24008
TCONS_00005038.p1	STRPU_14199
TCONS_00030952.p1	STRPU_04345
TCONS_00005993.p1	STRPU_14393
TCONS_00014348.p1	STRPU_08924
TCONS_00029082.p1	STRPU_22032
TCONS_00042927.p1	STRPU_05902
TCONS_00025915.p1	STRPU_10331
TCONS_00030149.p1	STRPU_04865
TCONS_00027860.p1	STRPU_27137
TCONS_00012155.p1	STRPU_20660
TCONS_00044155.p1	STRPU_05393
TCONS_00021116.p1	STRPU_06678
TCONS_00036362.p1	STRPU_11643
TCONS_00042682.p1	STRPU_05794
TCONS_00010212.p1	STRPU_21576
TCONS_00018547.p1	STRPU_24359
TCONS_00015932.p1	STRPU_20210
TCONS_00014983.p1	STRPU_20063
TCONS_00056905.p1	STRPU_16697
TCONS_00044319.p1	STRPU_20137
TCONS_00027429.p1	STRPU_09779
TCONS_00054252.p1	STRPU_18984
TCONS_00027072.p1	STRPU_09309
TCONS_00004246.p1	STRPU_24023
TCONS_00056171.p1	STRPU_13904
TCONS_00031463.p1	STRPU_04042
TCONS_00014648.p1	STRPU_20294
TCONS_00031331.p1	STRPU_09398
TCONS_00029343.p1	STRPU_27426
TCONS_00005924.p1	STRPU_15245
TCONS_00018708.p1	STRPU_25056
TCONS_00013838.p1	STRPU_08080
TCONS_00052509.p1	STRPU_18320
TCONS_00010816.p1	STRPU_21746
TCONS_00014469.p1	STRPU_09264
TCONS_00054649.p1	STRPU_18695
TCONS_00013500.p1	STRPU_09114
TCONS_00019121.p1	STRPU_22062
TCONS_00017701.p1	STRPU_24330
TCONS_00003583.p1	STRPU_01890
TCONS_00037007.p1	STRPU_11726
TCONS_00023309.p1	STRPU_18188
TCONS_00053615.p1	STRPU_19099
TCONS_00017745.p1	STRPU_24572
TCONS_00015576.p1	STRPU_19680
TCONS_00019228.p1	STRPU_23029
TCONS_00032978.p1	STRPU_22909
TCONS_00052261.p1	STRPU_11292
TCONS_00013642.p1	STRPU_08096
TCONS_00017797.p1	STRPU_03103
TCONS_00006284.p1	STRPU_15597
TCONS_00030309.p1	STRPU_04548
TCONS_00009557.p1	STRPU_21067
TCONS_00011030.p1	STRPU_25854
TCONS_00045363.p1	STRPU_08054
TCONS_00052228.p1	STRPU_11434
TCONS_00024876.p1	STRPU_12808
TCONS_00047659.p1	STRPU_21914
TCONS_00031927.p1	STRPU_20387
TCONS_00022938.p1	STRPU_12984
TCONS_00026546.p1	STRPU_09778
TCONS_00019578.p1	STRPU_22118
TCONS_00028817.p1	STRPU_19480
TCONS_00001538.p1	STRPU_17722
TCONS_00053859.p1	STRPU_25681
TCONS_00052179.p1	STRPU_10514
TCONS_00053637.p1	STRPU_18323
TCONS_00012993.p1	STRPU_09173
TCONS_00054061.p1	STRPU_18839
TCONS_00031837.p1	STRPU_23788
TCONS_00025948.p1	STRPU_10186
TCONS_00026681.p1	STRPU_10199
TCONS_00006631.p1	STRPU_14495
TCONS_00018814.p1	STRPU_00161
TCONS_00010936.p1	STRPU_21635
TCONS_00046777.p1	STRPU_07477
TCONS_00008643.p1	STRPU_25867
TCONS_00054210.p1	STRPU_18783
TCONS_00010747.p1	STRPU_21623
TCONS_00011685.p1	STRPU_20493
TCONS_00011118.p1	STRPU_21147
TCONS_00016569.p1	STRPU_19746
TCONS_00050469.p1	STRPU_10597
TCONS_00053969.p1	STRPU_01961
TCONS_00045845.p1	STRPU_07115
TCONS_00025734.p1	STRPU_12694
TCONS_00017933.p1	STRPU_24428
TCONS_00014834.p1	STRPU_20044
TCONS_00001884.p1	STRPU_17363
TCONS_00028106.p1	STRPU_26997
TCONS_00030829.p1	STRPU_04135
TCONS_00038041.p1	STRPU_11979
TCONS_00049627.p1	STRPU_22380
TCONS_00045955.p1	STRPU_07317
TCONS_00013139.p1	STRPU_08075
TCONS_00050944.p1	STRPU_11291
TCONS_00028748.p1	STRPU_26817
TCONS_00044660.p1	STRPU_00854
TCONS_00011408.p1	STRPU_21312
TCONS_00042478.p1	STRPU_05830
TCONS_00025979.p1	STRPU_22075
TCONS_00020265.p1	STRPU_22604
TCONS_00029247.p1	STRPU_27419
TCONS_00008650.p1	STRPU_13016
TCONS_00048857.p1	STRPU_23962
TCONS_00000579.p1	STRPU_18104
TCONS_00052234.p1	STRPU_10904
TCONS_00055660.p1	STRPU_13699
TCONS_00031841.p1	STRPU_23077
TCONS_00046496.p1	STRPU_07888
TCONS_00009878.p1	STRPU_20914
TCONS_00012582.p1	STRPU_08367
TCONS_00010019.p1	STRPU_20906
TCONS_00044976.p1	STRPU_07732
TCONS_00049518.p1	STRPU_23875
TCONS_00008364.p1	STRPU_25680
TCONS_00017782.p1	STRPU_01553
TCONS_00055882.p1	STRPU_13688
TCONS_00019446.p1	STRPU_25843
TCONS_00057276.p1	STRPU_05504
TCONS_00010868.p1	STRPU_21504
TCONS_00032988.p1	STRPU_22520
TCONS_00049454.p1	STRPU_00691
TCONS_00052177.p1	STRPU_10665
TCONS_00000640.p1	STRPU_17170
TCONS_00042481.p1	STRPU_05250
TCONS_00021938.p1	STRPU_06113
TCONS_00015470.p1	STRPU_20417
TCONS_00001362.p1	STRPU_17272
TCONS_00019991.p1	STRPU_22258
TCONS_00056522.p1	STRPU_02647
TCONS_00020376.p1	STRPU_23419
TCONS_00041317.p1	STRPU_22773
TCONS_00014439.p1	STRPU_09007
TCONS_00001328.p1	STRPU_17603
TCONS_00017202.p1	STRPU_24837
TCONS_00027376.p1	STRPU_09832
TCONS_00017836.p1	STRPU_24471
TCONS_00008004.p1	STRPU_25254
TCONS_00004482.p1	STRPU_21109
TCONS_00002026.p1	STRPU_15787
TCONS_00055428.p1	STRPU_08135
TCONS_00025089.p1	STRPU_15822
TCONS_00000645.p1	STRPU_17391
TCONS_00004318.p1	STRPU_22195
TCONS_00050545.p1	STRPU_10462
TCONS_00050314.p1	STRPU_10614
TCONS_00057195.p1	STRPU_14047
TCONS_00018096.p1	STRPU_24699
TCONS_00021164.p1	STRPU_06151
TCONS_00026747.p1	STRPU_10276
TCONS_00044643.p1	STRPU_08049
TCONS_00037242.p1	STRPU_01621
TCONS_00003055.p1	STRPU_24966
TCONS_00026834.p1	STRPU_09788
TCONS_00021128.p1	STRPU_06387
TCONS_00043934.p1	STRPU_05795
TCONS_00034794.p1	STRPU_03440
TCONS_00004369.p1	STRPU_26003
TCONS_00009514.p1	STRPU_21154
TCONS_00017568.p1	STRPU_24430
TCONS_00027742.p1	STRPU_10289
TCONS_00048050.p1	STRPU_23282
TCONS_00044929.p1	STRPU_18345
TCONS_00056818.p1	STRPU_13492
TCONS_00031450.p1	STRPU_04455
TCONS_00056082.p1	STRPU_13410
TCONS_00005903.p1	STRPU_14290
TCONS_00008081.p1	STRPU_25415
TCONS_00030693.p1	STRPU_04511
TCONS_00036674.p1	STRPU_02968
TCONS_00056652.p1	STRPU_13703
TCONS_00034957.p1	STRPU_03931
TCONS_00028290.p1	STRPU_26735
TCONS_00043806.p1	STRPU_05160
TCONS_00045968.p1	STRPU_07204
TCONS_00026444.p1	STRPU_09525
TCONS_00053131.p1	STRPU_18682
TCONS_00001885.p1	STRPU_16947
TCONS_00031424.p1	STRPU_04334
TCONS_00009119.p1	STRPU_25674
TCONS_00016320.p1	STRPU_20181
TCONS_00028414.p1	STRPU_14568
TCONS_00054383.p1	STRPU_18689
TCONS_00022862.p1	STRPU_06464
TCONS_00010728.p1	STRPU_17477
TCONS_00027479.p1	STRPU_09519
TCONS_00001098.p1	STRPU_17382
TCONS_00026476.p1	STRPU_09302
TCONS_00006760.p1	STRPU_14530
TCONS_00037093.p1	STRPU_11510
TCONS_00019959.p1	STRPU_23403
TCONS_00036221.p1	STRPU_11572
TCONS_00049300.p1	STRPU_14671
TCONS_00049079.p1	STRPU_23585
TCONS_00002156.p1	STRPU_18094
TCONS_00022983.p1	STRPU_12646
TCONS_00054552.p1	STRPU_19113
TCONS_00012029.p1	STRPU_21394
TCONS_00053570.p1	STRPU_19325
TCONS_00045995.p1	STRPU_07782
TCONS_00013395.p1	STRPU_08882
TCONS_00052071.p1	STRPU_10899
TCONS_00013281.p1	STRPU_09266
TCONS_00001300.p1	STRPU_17935
TCONS_00008781.p1	STRPU_12477
TCONS_00015422.p2	STRPU_19496
TCONS_00010055.p1	STRPU_15078
TCONS_00016701.p1	STRPU_22196
TCONS_00015904.p1	STRPU_26049
TCONS_00026098.p1	STRPU_09918
TCONS_00011913.p1	STRPU_21835
TCONS_00019819.p1	STRPU_26184
TCONS_00017200.p1	STRPU_24380
TCONS_00013550.p1	STRPU_21931
TCONS_00051202.p1	STRPU_11465
TCONS_00004282.p1	STRPU_08142
TCONS_00011067.p1	STRPU_10286
TCONS_00009762.p1	STRPU_21367
TCONS_00005653.p1	STRPU_14973
TCONS_00014421.p1	STRPU_08319
TCONS_00017948.p1	STRPU_24070
TCONS_00048477.p1	STRPU_07510
TCONS_00014337.p1	STRPU_09010
TCONS_00011578.p1	STRPU_02575
TCONS_00009449.p1	STRPU_25993
TCONS_00010500.p1	STRPU_20543
TCONS_00038650.p1	STRPU_21990
TCONS_00028047.p1	STRPU_26953
TCONS_00049225.p1	STRPU_23866
TCONS_00056595.p1	STRPU_24734
TCONS_00026562.p1	STRPU_09841
TCONS_00020336.p1	STRPU_22229
TCONS_00030813.p1	STRPU_04202
TCONS_00047431.p1	STRPU_23708
TCONS_00000787.p1	STRPU_17773
TCONS_00010217.p1	STRPU_21293
TCONS_00031532.p1	STRPU_23554
TCONS_00009296.p1	STRPU_25922
TCONS_00027694.p1	STRPU_10391
TCONS_00027679.p1	STRPU_10275
TCONS_00006591.p1	STRPU_02238
TCONS_00048271.p1	STRPU_22674
TCONS_00004503.p1	STRPU_21767
TCONS_00010729.p1	STRPU_21333
TCONS_00026073.p1	STRPU_09629
TCONS_00003789.p1	STRPU_24638
TCONS_00007790.p1	STRPU_26147
TCONS_00014044.p1	STRPU_08208
TCONS_00042984.p1	STRPU_05450
TCONS_00014332.p1	STRPU_09260
TCONS_00049722.p1	STRPU_23354
TCONS_00042685.p1	STRPU_05315
TCONS_00022488.p1	STRPU_06505
TCONS_00056648.p1	STRPU_13255
TCONS_00052651.p1	STRPU_18985
TCONS_00021636.p1	STRPU_16095
TCONS_00006071.p1	STRPU_14566
TCONS_00049222.p1	STRPU_22838
TCONS_00053078.p1	STRPU_01827
TCONS_00031399.p1	STRPU_06814
TCONS_00019102.p1	STRPU_22423
TCONS_00011645.p1	STRPU_24542
TCONS_00007414.p1	STRPU_25515
TCONS_00027515.p1	STRPU_10091
TCONS_00009652.p1	STRPU_21276
TCONS_00053225.p1	STRPU_25896
TCONS_00016332.p1	STRPU_19703
TCONS_00048549.p1	STRPU_23227
TCONS_00009697.p1	STRPU_21389
TCONS_00056867.p1	STRPU_13648
TCONS_00052201.p1	STRPU_11050
TCONS_00056621.p1	STRPU_14127
TCONS_00041848.p1	STRPU_05262
TCONS_00031080.p1	STRPU_04348
TCONS_00018565.p1	STRPU_24252
TCONS_00027074.p1	STRPU_09623
TCONS_00047441.p1	STRPU_22276
TCONS_00027788.p1	STRPU_09827
TCONS_00037495.p1	STRPU_11972
TCONS_00045078.p1	STRPU_07950
TCONS_00007180.p1	STRPU_26082
TCONS_00012294.p1	STRPU_09001
TCONS_00053182.p1	STRPU_18781
TCONS_00028785.p1	STRPU_26633
TCONS_00004752.p1	STRPU_14907
TCONS_00016375.p1	STRPU_19769
TCONS_00019224.p1	STRPU_23149
TCONS_00055251.p1	STRPU_08970
TCONS_00005644.p1	STRPU_14529
TCONS_00040052.p1	STRPU_03310
TCONS_00003461.p1	STRPU_21185
TCONS_00041120.p1	STRPU_17932
TCONS_00003879.p1	STRPU_18203
TCONS_00011900.p1	STRPU_20675
TCONS_00054312.p1	STRPU_18807
TCONS_00028964.p1	STRPU_27255
TCONS_00056204.p1	STRPU_07431
TCONS_00027359.p1	STRPU_09518
TCONS_00027823.p1	STRPU_09304
TCONS_00048369.p1	STRPU_04088
TCONS_00036208.p1	STRPU_19929
TCONS_00004751.p1	STRPU_14598
TCONS_00045118.p1	STRPU_07164
TCONS_00026979.p1	STRPU_09635
TCONS_00001516.p1	STRPU_17521
TCONS_00032259.p1	STRPU_23206
TCONS_00054964.p1	STRPU_16445
TCONS_00009115.p1	STRPU_25332
TCONS_00019863.p1	STRPU_01914
TCONS_00012618.p1	STRPU_09269
