TCONS_00000004.p1	STRPU_14737
TCONS_00014565.p1	STRPU_04369
TCONS_00014566.p1	STRPU_08487
TCONS_00014568.p1	STRPU_08351
TCONS_00014569.p1	STRPU_26244
TCONS_00014571.p1	STRPU_04106
TCONS_00014572.p1	STRPU_02042
TCONS_00014574.p1	STRPU_08317
TCONS_00014576.p1	STRPU_13003
TCONS_00014577.p1	STRPU_08202
TCONS_00014579.p1	STRPU_20623
TCONS_00014580.p1	STRPU_08989
TCONS_00014583.p1	STRPU_08987
TCONS_00014584.p1	STRPU_08564
TCONS_00014585.p1	STRPU_08736
TCONS_00014587.p1	STRPU_09084
TCONS_00014589.p1	STRPU_08299
TCONS_00014590.p1	STRPU_08300
TCONS_00014591.p1	STRPU_09228
TCONS_00014593.p1	STRPU_11409
TCONS_00014594.p1	STRPU_08272
TCONS_00014595.p1	STRPU_08990
TCONS_00014596.p1	STRPU_00421
TCONS_00014603.p1	STRPU_00923
TCONS_00014605.p1	STRPU_02653
TCONS_00014607.p1	STRPU_02880
TCONS_00014608.p1	STRPU_02096
TCONS_00014611.p1	STRPU_24179
TCONS_00014614.p1	STRPU_25567
TCONS_00014615.p1	STRPU_25567
TCONS_00014617.p1	STRPU_27311
TCONS_00014618.p1	STRPU_27311
TCONS_00014622.p1	STRPU_18188
TCONS_00014623.p1	STRPU_23609
TCONS_00014628.p1	STRPU_08364
TCONS_00014630.p1	STRPU_19345
TCONS_00014632.p1	STRPU_07938
TCONS_00014634.p1	STRPU_07938
TCONS_00014635.p1	STRPU_27404
TCONS_00014637.p1	STRPU_20333
TCONS_00014638.p1	STRPU_00620
TCONS_00014639.p1	STRPU_14131
TCONS_00014640.p1	STRPU_04285
TCONS_00014644.p1	STRPU_19447
TCONS_00014645.p1	STRPU_20289
TCONS_00014646.p1	STRPU_14171
TCONS_00014647.p1	STRPU_20291
TCONS_00014648.p1	STRPU_20294
TCONS_00014649.p1	STRPU_20058
TCONS_00014650.p1	STRPU_20418
TCONS_00014651.p1	STRPU_26374
TCONS_00014652.p1	STRPU_19356
TCONS_00014654.p1	STRPU_20366
TCONS_00014656.p1	STRPU_19441
TCONS_00014657.p1	STRPU_19409
TCONS_00014658.p1	STRPU_21982
TCONS_00014659.p1	STRPU_06315
TCONS_00014663.p1	STRPU_19595
TCONS_00014664.p1	STRPU_19687
TCONS_00014665.p1	STRPU_24967
TCONS_00014668.p1	STRPU_24967
TCONS_00014669.p1	STRPU_19914
TCONS_00014670.p1	STRPU_24967
TCONS_00014672.p1	STRPU_20129
TCONS_00014673.p1	STRPU_20322
TCONS_00014675.p1	STRPU_24704
TCONS_00014677.p1	STRPU_24688
TCONS_00014678.p1	STRPU_24705
TCONS_00014680.p1	STRPU_04226
TCONS_00014682.p1	STRPU_25216
TCONS_00014683.p1	STRPU_24704
TCONS_00014685.p1	STRPU_24508
TCONS_00014686.p1	STRPU_24688
TCONS_00014687.p1	STRPU_20157
TCONS_00014693.p1	STRPU_19482
TCONS_00014700.p1	STRPU_23769
TCONS_00014701.p1	STRPU_23383
TCONS_00014702.p1	STRPU_21331
TCONS_00014704.p1	STRPU_07532
TCONS_00014705.p1	STRPU_07532
TCONS_00014708.p1	STRPU_09802
TCONS_00014710.p1	STRPU_09802
TCONS_00014711.p1	STRPU_09802
TCONS_00014712.p1	STRPU_08150
TCONS_00014713.p1	STRPU_18391
TCONS_00014714.p1	STRPU_03177
TCONS_00014716.p1	STRPU_20354
TCONS_00014718.p1	STRPU_20180
TCONS_00014719.p1	STRPU_13003
TCONS_00014720.p1	STRPU_19626
TCONS_00014722.p1	STRPU_19730
TCONS_00014723.p1	STRPU_19730
TCONS_00014724.p1	STRPU_19730
TCONS_00014725.p1	STRPU_21344
TCONS_00014728.p1	STRPU_09237
TCONS_00014731.p1	STRPU_00098
TCONS_00014733.p1	STRPU_21344
TCONS_00014735.p1	STRPU_21344
TCONS_00014737.p1	STRPU_21344
TCONS_00014738.p1	STRPU_21344
TCONS_00014741.p1	STRPU_09237
TCONS_00014743.p1	STRPU_09237
TCONS_00014746.p1	STRPU_14417
TCONS_00014747.p1	STRPU_20416
TCONS_00014748.p1	STRPU_19844
TCONS_00014749.p1	STRPU_20393
TCONS_00014750.p1	STRPU_14381
TCONS_00014755.p1	STRPU_19599
TCONS_00014759.p1	STRPU_19468
TCONS_00014761.p1	STRPU_04067
TCONS_00014763.p1	STRPU_08186
TCONS_00014766.p1	STRPU_07500
TCONS_00014767.p1	STRPU_19528
TCONS_00014768.p1	STRPU_19747
TCONS_00014769.p1	STRPU_19898
TCONS_00014770.p1	STRPU_20018
TCONS_00014772.p1	STRPU_19822
TCONS_00014773.p1	STRPU_19842
TCONS_00014775.p1	STRPU_20115
TCONS_00014776.p1	STRPU_20962
TCONS_00014777.p1	STRPU_20098
TCONS_00014778.p1	STRPU_17979
TCONS_00014779.p1	STRPU_19988
TCONS_00014783.p1	STRPU_20040
TCONS_00014785.p1	STRPU_01854
TCONS_00014787.p1	STRPU_15546
TCONS_00014788.p1	STRPU_19576
TCONS_00014791.p1	STRPU_17529
TCONS_00014792.p1	STRPU_26244
TCONS_00014793.p1	STRPU_12622
TCONS_00014796.p1	STRPU_12264
TCONS_00014797.p1	STRPU_12264
TCONS_00014798.p1	STRPU_12264
TCONS_00014799.p1	STRPU_09960
TCONS_00014800.p1	STRPU_12264
TCONS_00014801.p1	STRPU_04080
TCONS_00014802.p1	STRPU_06104
TCONS_00014803.p1	STRPU_19511
TCONS_00014807.p1	STRPU_17298
TCONS_00014809.p1	STRPU_19865
TCONS_00014810.p1	STRPU_19865
TCONS_00014812.p1	STRPU_19506
TCONS_00014814.p1	STRPU_20038
TCONS_00014815.p1	STRPU_20038
TCONS_00014816.p1	STRPU_20038
TCONS_00014817.p1	STRPU_20038
TCONS_00014818.p1	STRPU_20036
TCONS_00014819.p1	STRPU_23538
TCONS_00014820.p1	STRPU_23538
TCONS_00014821.p1	STRPU_23538
TCONS_00014822.p1	STRPU_03868
TCONS_00014824.p1	STRPU_17689
TCONS_00014825.p1	STRPU_03868
TCONS_00014826.p1	STRPU_02664
TCONS_00014827.p1	STRPU_03868
TCONS_00014831.p1	STRPU_01265
TCONS_00014834.p1	STRPU_20044
TCONS_00014835.p1	STRPU_06515
TCONS_00014836.p1	STRPU_21344
TCONS_00014839.p1	STRPU_19422
TCONS_00014841.p1	STRPU_17733
TCONS_00014845.p1	STRPU_20332
TCONS_00014846.p1	STRPU_26139
TCONS_00014849.p1	STRPU_20127
TCONS_00014850.p1	STRPU_19632
TCONS_00014852.p1	STRPU_16720
TCONS_00014854.p1	STRPU_03923
TCONS_00014855.p1	STRPU_16731
TCONS_00014856.p1	STRPU_16731
TCONS_00014857.p1	STRPU_19681
TCONS_00014860.p1	STRPU_13390
TCONS_00014861.p1	STRPU_13393
TCONS_00014864.p1	STRPU_19422
TCONS_00014865.p1	STRPU_19422
TCONS_00014867.p1	STRPU_14074
TCONS_00014868.p1	STRPU_19887
TCONS_00014869.p1	STRPU_20211
TCONS_00014870.p1	STRPU_20268
TCONS_00014874.p1	STRPU_19558
TCONS_00014875.p1	STRPU_18377
TCONS_00014877.p1	STRPU_19773
TCONS_00014879.p1	STRPU_02582
TCONS_00014883.p1	STRPU_00792
TCONS_00014884.p1	STRPU_15611
TCONS_00014885.p1	STRPU_13097
TCONS_00014886.p1	STRPU_08988
TCONS_00014887.p1	STRPU_15841
TCONS_00014892.p1	STRPU_21052
TCONS_00014893.p1	STRPU_20145
TCONS_00014895.p1	STRPU_23727
TCONS_00014896.p1	STRPU_08316
TCONS_00014897.p1	STRPU_20156
TCONS_00014899.p1	STRPU_19697
TCONS_00014902.p1	STRPU_20424
TCONS_00014908.p1	STRPU_18219
TCONS_00014910.p1	STRPU_18219
TCONS_00014913.p1	STRPU_26838
TCONS_00014914.p1	STRPU_22096
TCONS_00014917.p1	STRPU_21344
TCONS_00014920.p1	STRPU_09237
TCONS_00014921.p1	STRPU_21344
TCONS_00014922.p1	STRPU_21344
TCONS_00014924.p1	STRPU_00098
TCONS_00014926.p1	STRPU_21344
TCONS_00014927.p1	STRPU_21344
TCONS_00014928.p1	STRPU_21344
TCONS_00014930.p1	STRPU_21344
TCONS_00014932.p1	STRPU_09237
TCONS_00014933.p1	STRPU_21344
TCONS_00014934.p1	STRPU_21344
TCONS_00014936.p1	STRPU_21344
TCONS_00014937.p1	STRPU_19345
TCONS_00014938.p1	STRPU_27110
TCONS_00014939.p1	STRPU_21467
TCONS_00014940.p1	STRPU_20580
TCONS_00014941.p1	STRPU_20580
TCONS_00014942.p1	STRPU_01366
TCONS_00014944.p1	STRPU_19440
TCONS_00014945.p1	STRPU_20307
TCONS_00014947.p1	STRPU_22232
TCONS_00014948.p1	STRPU_19407
TCONS_00014949.p1	STRPU_19407
TCONS_00014950.p1	STRPU_17480
TCONS_00014951.p1	STRPU_20221
TCONS_00014953.p1	STRPU_20221
TCONS_00014954.p1	STRPU_19745
TCONS_00014955.p1	STRPU_20298
TCONS_00014958.p1	STRPU_00777
TCONS_00014959.p1	STRPU_04370
TCONS_00014960.p1	STRPU_20263
TCONS_00014962.p1	STRPU_20263
TCONS_00014963.p1	STRPU_10728
TCONS_00014965.p1	STRPU_20396
TCONS_00014966.p1	STRPU_19602
TCONS_00014969.p1	STRPU_20395
TCONS_00014970.p1	STRPU_19765
TCONS_00014971.p1	STRPU_19761
TCONS_00014972.p1	STRPU_19663
TCONS_00014973.p1	STRPU_20310
TCONS_00014974.p1	STRPU_20017
TCONS_00014976.p1	STRPU_20218
TCONS_00014978.p1	STRPU_00788
TCONS_00014979.p1	STRPU_15801
TCONS_00014980.p1	STRPU_20062
TCONS_00014981.p1	STRPU_04480
TCONS_00014982.p1	STRPU_20062
TCONS_00014983.p1	STRPU_20063
TCONS_00014985.p1	STRPU_20062
TCONS_00014987.p1	STRPU_20062
TCONS_00014989.p1	STRPU_17066
TCONS_00014991.p1	STRPU_04407
TCONS_00014992.p1	STRPU_20374
TCONS_00014993.p1	STRPU_19582
TCONS_00014995.p1	STRPU_01194
TCONS_00014996.p1	STRPU_19964
TCONS_00014997.p1	STRPU_22501
TCONS_00014998.p1	STRPU_22141
TCONS_00014999.p1	STRPU_20008
TCONS_00015001.p1	STRPU_19673
TCONS_00015002.p1	STRPU_11432
TCONS_00015003.p1	STRPU_07979
TCONS_00015007.p1	STRPU_08155
TCONS_00015008.p1	STRPU_20338
TCONS_00015010.p1	STRPU_09684
TCONS_00015012.p1	STRPU_20362
TCONS_00015013.p1	STRPU_22796
TCONS_00015014.p1	STRPU_19352
TCONS_00015015.p1	STRPU_19999
TCONS_00015016.p1	STRPU_19999
TCONS_00015019.p1	STRPU_08131
TCONS_00015020.p1	STRPU_13360
TCONS_00015023.p1	STRPU_24946
TCONS_00015024.p1	STRPU_19391
TCONS_00015025.p1	STRPU_19391
TCONS_00015026.p1	STRPU_13068
TCONS_00015031.p1	STRPU_03330
TCONS_00015033.p1	STRPU_20407
TCONS_00015034.p1	STRPU_19458
TCONS_00015035.p1	STRPU_25885
TCONS_00015036.p1	STRPU_19458
TCONS_00015037.p1	STRPU_22702
TCONS_00015039.p1	STRPU_25618
TCONS_00015040.p1	STRPU_19351
TCONS_00015041.p1	STRPU_19351
TCONS_00015043.p1	STRPU_19455
TCONS_00015051.p1	STRPU_21086
TCONS_00015053.p1	STRPU_24722
TCONS_00015054.p1	STRPU_20563
TCONS_00015057.p1	STRPU_20407
TCONS_00015059.p1	STRPU_12601
TCONS_00015060.p1	STRPU_19995
TCONS_00015061.p1	STRPU_05906
TCONS_00015062.p1	STRPU_10195
TCONS_00015063.p1	STRPU_06432
TCONS_00015064.p1	STRPU_16347
TCONS_00015065.p1	STRPU_06432
TCONS_00015067.p1	STRPU_11368
TCONS_00015068.p1	STRPU_11368
TCONS_00015069.p1	STRPU_11368
TCONS_00015070.p1	STRPU_11368
TCONS_00015071.p1	STRPU_11368
TCONS_00015072.p1	STRPU_25212
TCONS_00015073.p1	STRPU_10728
TCONS_00015074.p1	STRPU_12222
TCONS_00015075.p1	STRPU_11368
TCONS_00015076.p1	STRPU_26969
TCONS_00015077.p1	STRPU_00765
TCONS_00015078.p1	STRPU_23512
TCONS_00015079.p1	STRPU_08036
TCONS_00015084.p1	STRPU_20167
TCONS_00015085.p1	STRPU_06380
TCONS_00015086.p1	STRPU_06380
TCONS_00015088.p1	STRPU_20356
TCONS_00015091.p1	STRPU_22697
TCONS_00015094.p1	STRPU_20356
TCONS_00015100.p1	STRPU_20137
TCONS_00015102.p1	STRPU_19647
TCONS_00015103.p1	STRPU_19674
TCONS_00015106.p1	STRPU_20419
TCONS_00015107.p1	STRPU_19487
TCONS_00015108.p1	STRPU_20355
TCONS_00015110.p1	STRPU_19675
TCONS_00015111.p1	STRPU_19406
TCONS_00015112.p1	STRPU_20388
TCONS_00015113.p1	STRPU_19766
TCONS_00015116.p1	STRPU_26007
TCONS_00015117.p1	STRPU_26007
TCONS_00015118.p1	STRPU_26007
TCONS_00015119.p1	STRPU_26007
TCONS_00015120.p1	STRPU_16252
TCONS_00015121.p2	STRPU_26007
TCONS_00015122.p1	STRPU_26009
TCONS_00015123.p1	STRPU_26641
TCONS_00015124.p1	STRPU_19578
TCONS_00015125.p1	STRPU_06380
TCONS_00015126.p1	STRPU_06382
TCONS_00015128.p1	STRPU_18091
TCONS_00015131.p1	STRPU_19371
TCONS_00015162.p1	STRPU_20193
TCONS_00015163.p1	STRPU_19881
TCONS_00015164.p1	STRPU_19950
TCONS_00015165.p1	STRPU_19950
TCONS_00015166.p1	STRPU_20325
TCONS_00015167.p1	STRPU_14382
TCONS_00015174.p1	STRPU_19395
TCONS_00015176.p1	STRPU_25427
TCONS_00015177.p1	STRPU_19767
TCONS_00015178.p1	STRPU_22096
TCONS_00015179.p1	STRPU_22096
TCONS_00015180.p1	STRPU_19494
TCONS_00015181.p1	STRPU_06432
TCONS_00015182.p1	STRPU_17529
TCONS_00015184.p1	STRPU_19400
TCONS_00015187.p1	STRPU_19454
TCONS_00015193.p1	STRPU_10195
TCONS_00015215.p1	STRPU_19961
TCONS_00015226.p1	STRPU_21138
TCONS_00015227.p1	STRPU_21138
TCONS_00015228.p1	STRPU_21138
TCONS_00015229.p1	STRPU_19688
TCONS_00015232.p1	STRPU_19420
TCONS_00015234.p1	STRPU_06382
TCONS_00015235.p1	STRPU_20165
TCONS_00015238.p1	STRPU_19704
TCONS_00015241.p1	STRPU_19903
TCONS_00015242.p1	STRPU_20402
TCONS_00015243.p1	STRPU_22835
TCONS_00015244.p1	STRPU_22835
TCONS_00015246.p1	STRPU_20269
TCONS_00015247.p1	STRPU_20060
TCONS_00015256.p1	STRPU_19467
TCONS_00015260.p1	STRPU_20182
TCONS_00015261.p1	STRPU_25127
TCONS_00015262.p1	STRPU_08269
TCONS_00015263.p1	STRPU_12091
TCONS_00015264.p1	STRPU_25127
TCONS_00015265.p1	STRPU_25127
TCONS_00015266.p1	STRPU_25127
TCONS_00015267.p1	STRPU_25127
TCONS_00015270.p1	STRPU_25127
TCONS_00015272.p1	STRPU_25127
TCONS_00015274.p1	STRPU_25127
TCONS_00015275.p1	STRPU_19360
TCONS_00015278.p1	STRPU_06432
TCONS_00015281.p1	STRPU_24704
TCONS_00015282.p1	STRPU_22685
TCONS_00015286.p1	STRPU_26649
TCONS_00015288.p1	STRPU_06104
TCONS_00015290.p1	STRPU_25339
TCONS_00015291.p1	STRPU_23977
TCONS_00015292.p1	STRPU_06104
TCONS_00015293.p1	STRPU_04067
TCONS_00015294.p1	STRPU_22534
TCONS_00015295.p1	STRPU_02573
TCONS_00015296.p1	STRPU_02573
TCONS_00015297.p1	STRPU_13129
TCONS_00015298.p1	STRPU_02573
TCONS_00015300.p1	STRPU_02573
TCONS_00015301.p1	STRPU_19546
TCONS_00015306.p1	STRPU_20041
TCONS_00015307.p1	STRPU_02649
TCONS_00015309.p1	STRPU_13196
TCONS_00015311.p1	STRPU_08228
TCONS_00015312.p1	STRPU_19904
TCONS_00015313.p1	STRPU_11849
TCONS_00015314.p1	STRPU_09574
TCONS_00015315.p1	STRPU_13068
TCONS_00015316.p1	STRPU_17004
TCONS_00015317.p1	STRPU_09237
TCONS_00015319.p1	STRPU_07665
TCONS_00015320.p1	STRPU_26450
TCONS_00015322.p1	STRPU_21344
TCONS_00015324.p1	STRPU_09237
TCONS_00015326.p1	STRPU_19434
TCONS_00015329.p1	STRPU_19434
TCONS_00015338.p1	STRPU_19438
TCONS_00015339.p1	STRPU_20147
TCONS_00015342.p1	STRPU_20262
TCONS_00015343.p1	STRPU_20073
TCONS_00015344.p1	STRPU_19532
TCONS_00015345.p1	STRPU_16545
TCONS_00015346.p1	STRPU_16971
TCONS_00015347.p1	STRPU_20028
TCONS_00015348.p1	STRPU_20029
TCONS_00015349.p1	STRPU_20029
TCONS_00015352.p1	STRPU_20026
TCONS_00015355.p1	STRPU_20061
TCONS_00015356.p1	STRPU_20363
TCONS_00015357.p1	STRPU_19536
TCONS_00015361.p1	STRPU_19958
TCONS_00015362.p1	STRPU_19956
TCONS_00015363.p1	STRPU_19577
TCONS_00015364.p1	STRPU_06104
TCONS_00015366.p1	STRPU_01211
TCONS_00015367.p1	STRPU_19906
TCONS_00015368.p1	STRPU_19422
TCONS_00015370.p1	STRPU_19422
TCONS_00015371.p1	STRPU_19561
TCONS_00015372.p1	STRPU_19561
TCONS_00015373.p1	STRPU_09654
TCONS_00015374.p1	STRPU_25524
TCONS_00015375.p1	STRPU_23977
TCONS_00015376.p1	STRPU_06104
TCONS_00015378.p1	STRPU_23977
TCONS_00015379.p1	STRPU_23950
TCONS_00015380.p1	STRPU_04857
TCONS_00015383.p1	STRPU_02582
TCONS_00015384.p1	STRPU_20410
TCONS_00015385.p1	STRPU_20881
TCONS_00015386.p1	STRPU_01277
TCONS_00015387.p1	STRPU_19944
TCONS_00015388.p1	STRPU_02582
TCONS_00015391.p1	STRPU_22986
TCONS_00015392.p1	STRPU_19344
TCONS_00015393.p1	STRPU_07280
TCONS_00015394.p1	STRPU_00109
TCONS_00015395.p1	STRPU_21344
TCONS_00015396.p1	STRPU_21344
TCONS_00015397.p1	STRPU_23724
TCONS_00015398.p1	STRPU_23724
TCONS_00015400.p1	STRPU_19527
TCONS_00015406.p1	STRPU_20365
TCONS_00015411.p1	STRPU_19656
TCONS_00015412.p1	STRPU_19819
TCONS_00015413.p1	STRPU_05312
TCONS_00015414.p1	STRPU_05312
TCONS_00015415.p1	STRPU_01190
TCONS_00015416.p1	STRPU_19344
TCONS_00015421.p1	STRPU_19857
TCONS_00015422.p2	STRPU_19496
TCONS_00015424.p1	STRPU_19493
TCONS_00015425.p1	STRPU_00544
TCONS_00015426.p1	STRPU_20411
TCONS_00015428.p1	STRPU_11764
TCONS_00015429.p1	STRPU_03048
TCONS_00015431.p1	STRPU_20032
TCONS_00015435.p1	STRPU_19730
TCONS_00015436.p1	STRPU_17643
TCONS_00015438.p1	STRPU_19652
TCONS_00015439.p1	STRPU_20203
TCONS_00015443.p1	STRPU_02737
TCONS_00015448.p1	STRPU_24226
TCONS_00015451.p1	STRPU_19463
TCONS_00015452.p1	STRPU_19915
TCONS_00015454.p1	STRPU_20308
TCONS_00015456.p1	STRPU_23015
TCONS_00015457.p1	STRPU_19439
TCONS_00015458.p1	STRPU_19701
TCONS_00015460.p1	STRPU_20122
TCONS_00015463.p1	STRPU_20141
TCONS_00015466.p1	STRPU_17157
TCONS_00015468.p1	STRPU_19379
TCONS_00015469.p1	STRPU_20399
TCONS_00015470.p1	STRPU_20417
TCONS_00015471.p1	STRPU_19349
TCONS_00015474.p1	STRPU_00789
TCONS_00015481.p1	STRPU_20357
TCONS_00015483.p1	STRPU_21554
TCONS_00015484.p1	STRPU_24093
TCONS_00015485.p1	STRPU_24093
TCONS_00015486.p1	STRPU_02602
TCONS_00015489.p1	STRPU_20015
TCONS_00015492.p1	STRPU_08150
TCONS_00015495.p1	STRPU_14376
TCONS_00015497.p1	STRPU_20383
TCONS_00015499.p1	STRPU_21344
TCONS_00015500.p1	STRPU_15995
TCONS_00015502.p1	STRPU_16614
TCONS_00015504.p1	STRPU_16423
TCONS_00015505.p1	STRPU_16432
TCONS_00015510.p1	STRPU_16446
TCONS_00015514.p1	STRPU_14025
TCONS_00015519.p1	STRPU_01202
TCONS_00015521.p1	STRPU_20336
TCONS_00015523.p1	STRPU_16065
TCONS_00015524.p1	STRPU_16134
TCONS_00015528.p1	STRPU_00445
TCONS_00015529.p1	STRPU_21982
TCONS_00015531.p1	STRPU_21344
TCONS_00015534.p1	STRPU_16229
TCONS_00015535.p1	STRPU_11391
TCONS_00015536.p1	STRPU_08095
TCONS_00015538.p1	STRPU_12980
TCONS_00015539.p1	STRPU_12980
TCONS_00015541.p1	STRPU_16843
TCONS_00015543.p1	STRPU_16888
TCONS_00015544.p1	STRPU_15853
TCONS_00015545.p1	STRPU_15444
TCONS_00015546.p1	STRPU_16023
TCONS_00015547.p1	STRPU_19685
TCONS_00015558.p1	STRPU_26513
TCONS_00015560.p1	STRPU_02826
TCONS_00015561.p1	STRPU_26513
TCONS_00015563.p1	STRPU_19692
TCONS_00015564.p1	STRPU_19867
TCONS_00015566.p1	STRPU_10055
TCONS_00015568.p1	STRPU_10055
TCONS_00015569.p1	STRPU_10055
TCONS_00015571.p1	STRPU_16002
TCONS_00015572.p1	STRPU_05460
TCONS_00015573.p1	STRPU_20285
TCONS_00015574.p1	STRPU_05209
TCONS_00015575.p1	STRPU_20283
TCONS_00015576.p1	STRPU_19680
TCONS_00015577.p1	STRPU_19742
TCONS_00015580.p1	STRPU_26142
TCONS_00015581.p1	STRPU_20225
TCONS_00015584.p1	STRPU_10061
TCONS_00015585.p1	STRPU_20143
TCONS_00015586.p1	STRPU_20144
TCONS_00015587.p1	STRPU_19694
TCONS_00015588.p1	STRPU_27110
TCONS_00015589.p1	STRPU_25583
TCONS_00015591.p1	STRPU_00503
TCONS_00015595.p1	STRPU_19666
TCONS_00015599.p1	STRPU_21344
TCONS_00015601.p1	STRPU_20068
TCONS_00015602.p1	STRPU_24432
TCONS_00015603.p1	STRPU_13818
TCONS_00015610.p1	STRPU_17007
TCONS_00015611.p1	STRPU_11181
TCONS_00015612.p1	STRPU_15801
TCONS_00015615.p1	STRPU_22327
TCONS_00015617.p1	STRPU_23331
TCONS_00015618.p1	STRPU_19649
TCONS_00015619.p1	STRPU_19510
TCONS_00015620.p1	STRPU_13258
TCONS_00015621.p1	STRPU_13258
TCONS_00015622.p1	STRPU_13258
TCONS_00015623.p1	STRPU_13258
TCONS_00015624.p1	STRPU_18219
TCONS_00015625.p1	STRPU_01274
TCONS_00015626.p1	STRPU_22071
TCONS_00015627.p1	STRPU_04921
TCONS_00015628.p1	STRPU_20563
TCONS_00015633.p1	STRPU_22933
TCONS_00015634.p1	STRPU_19491
TCONS_00015636.p2	STRPU_11610
TCONS_00015639.p1	STRPU_20000
TCONS_00015640.p1	STRPU_14131
TCONS_00015641.p1	STRPU_05603
TCONS_00015642.p1	STRPU_20831
TCONS_00015649.p1	STRPU_03717
TCONS_00015650.p1	STRPU_08970
TCONS_00015651.p1	STRPU_12327
TCONS_00015652.p1	STRPU_22656
TCONS_00015653.p1	STRPU_19630
TCONS_00015654.p1	STRPU_02295
TCONS_00015658.p1	STRPU_03247
TCONS_00015659.p1	STRPU_05902
TCONS_00015660.p1	STRPU_05902
TCONS_00015661.p1	STRPU_19630
TCONS_00015662.p1	STRPU_19626
TCONS_00015665.p1	STRPU_20039
TCONS_00015667.p1	STRPU_00425
TCONS_00015669.p1	STRPU_17234
TCONS_00015670.p1	STRPU_22096
TCONS_00015671.p1	STRPU_23285
TCONS_00015672.p1	STRPU_20334
TCONS_00015673.p2	STRPU_00574
TCONS_00015674.p1	STRPU_01193
TCONS_00015676.p1	STRPU_19392
TCONS_00015678.p1	STRPU_11656
TCONS_00015680.p1	STRPU_08327
TCONS_00015681.p1	STRPU_19363
TCONS_00015682.p1	STRPU_19353
TCONS_00015683.p1	STRPU_19361
TCONS_00015687.p1	STRPU_19740
TCONS_00015689.p1	STRPU_19728
TCONS_00015692.p1	STRPU_19741
TCONS_00015695.p1	STRPU_19587
TCONS_00015699.p1	STRPU_20394
TCONS_00015701.p1	STRPU_19408
TCONS_00015703.p1	STRPU_19408
TCONS_00015704.p1	STRPU_19597
TCONS_00015707.p1	STRPU_20042
TCONS_00015708.p1	STRPU_12471
TCONS_00015711.p1	STRPU_19538
TCONS_00015717.p1	STRPU_19770
TCONS_00015718.p2	STRPU_20128
TCONS_00015720.p1	STRPU_19539
TCONS_00015721.p1	STRPU_06425
TCONS_00015722.p1	STRPU_24515
TCONS_00015724.p1	STRPU_03150
TCONS_00015725.p1	STRPU_21331
TCONS_00015728.p1	STRPU_19398
TCONS_00015731.p1	STRPU_11314
TCONS_00015736.p1	STRPU_21344
TCONS_00015738.p1	STRPU_06515
TCONS_00015739.p1	STRPU_06515
TCONS_00015742.p1	STRPU_06515
TCONS_00015746.p1	STRPU_00801
TCONS_00015747.p1	STRPU_17949
TCONS_00015749.p1	STRPU_00801
TCONS_00015750.p1	STRPU_00801
TCONS_00015751.p1	STRPU_19525
TCONS_00015753.p1	STRPU_20191
TCONS_00015755.p1	STRPU_21331
TCONS_00015756.p1	STRPU_03330
TCONS_00015757.p1	STRPU_21344
TCONS_00015758.p1	STRPU_09237
TCONS_00015759.p1	STRPU_21344
TCONS_00015763.p1	STRPU_21344
TCONS_00015765.p1	STRPU_22132
TCONS_00015766.p1	STRPU_00109
TCONS_00015767.p1	STRPU_00098
TCONS_00015771.p1	STRPU_20067
TCONS_00015773.p1	STRPU_19890
TCONS_00015774.p1	STRPU_19827
TCONS_00015778.p1	STRPU_19907
TCONS_00015780.p1	STRPU_20340
TCONS_00015781.p1	STRPU_20403
TCONS_00015782.p1	STRPU_20392
TCONS_00015789.p1	STRPU_19600
TCONS_00015790.p1	STRPU_19600
TCONS_00015791.p1	STRPU_19355
TCONS_00015793.p1	STRPU_20784
TCONS_00015795.p1	STRPU_21119
TCONS_00015796.p1	STRPU_21119
TCONS_00015797.p1	STRPU_25094
TCONS_00015801.p1	STRPU_22872
TCONS_00015802.p1	STRPU_01238
TCONS_00015808.p1	STRPU_19748
TCONS_00015811.p1	STRPU_20322
TCONS_00015814.p1	STRPU_20097
TCONS_00015815.p1	STRPU_14375
TCONS_00015817.p1	STRPU_20278
TCONS_00015820.p1	STRPU_12091
TCONS_00015821.p1	STRPU_12091
TCONS_00015823.p1	STRPU_12091
TCONS_00015825.p2	STRPU_01818
TCONS_00015826.p1	STRPU_20170
TCONS_00015827.p1	STRPU_20170
TCONS_00015828.p1	STRPU_20170
TCONS_00015832.p1	STRPU_20170
TCONS_00015833.p1	STRPU_22026
TCONS_00015835.p1	STRPU_20004
TCONS_00015836.p1	STRPU_23811
TCONS_00015837.p1	STRPU_11764
TCONS_00015838.p1	STRPU_16870
TCONS_00015839.p1	STRPU_19785
TCONS_00015840.p1	STRPU_17529
TCONS_00015843.p1	STRPU_12264
TCONS_00015845.p1	STRPU_12264
TCONS_00015846.p1	STRPU_12264
TCONS_00015848.p1	STRPU_27174
TCONS_00015849.p1	STRPU_01649
TCONS_00015852.p1	STRPU_15746
TCONS_00015853.p1	STRPU_21344
TCONS_00015854.p1	STRPU_25895
TCONS_00015855.p1	STRPU_09237
TCONS_00015856.p1	STRPU_16545
TCONS_00015857.p1	STRPU_19864
TCONS_00015860.p1	STRPU_19545
TCONS_00015861.p1	STRPU_20204
TCONS_00015862.p1	STRPU_19544
TCONS_00015865.p1	STRPU_19500
TCONS_00015868.p1	STRPU_19507
TCONS_00015875.p1	STRPU_19779
TCONS_00015879.p1	STRPU_20037
