TCONS_00000001.p1	bflo_20824
TCONS_00010118.p1	bflo_08929
TCONS_00010119.p1	bflo_20407
TCONS_00010120.p1	bflo_13184
TCONS_00010121.p1	bflo_11354
TCONS_00010122.p1	bflo_11354
TCONS_00010125.p1	bflo_09950
TCONS_00010126.p1	bflo_08589
TCONS_00010127.p1	bflo_21013
TCONS_00010129.p1	bflo_15370
TCONS_00010130.p1	bflo_15073
TCONS_00010131.p1	bflo_20717
TCONS_00010132.p1	bflo_00179
TCONS_00010133.p1	bflo_20204
TCONS_00010135.p1	bflo_02907
TCONS_00010137.p1	bflo_05739
TCONS_00010138.p1	bflo_19822
TCONS_00010139.p1	bflo_17859
TCONS_00010143.p1	bflo_19694
TCONS_00010144.p1	bflo_19189
TCONS_00010146.p1	bflo_06269
TCONS_00010147.p1	bflo_18441
TCONS_00010148.p1	bflo_20024
TCONS_00010149.p1	bflo_20024
TCONS_00010152.p1	bflo_20024
TCONS_00010153.p1	bflo_14769
TCONS_00010154.p1	bflo_20024
TCONS_00010155.p1	bflo_11531
TCONS_00010158.p1	bflo_01650
TCONS_00010159.p1	bflo_13008
TCONS_00010160.p1	bflo_01650
TCONS_00010161.p1	bflo_20647
TCONS_00010164.p1	bflo_08314
TCONS_00010165.p1	bflo_05314
TCONS_00010166.p1	bflo_08031
TCONS_00010168.p1	bflo_23631
TCONS_00010170.p1	bflo_01547
TCONS_00010171.p1	bflo_01741
TCONS_00010172.p1	bflo_01475
TCONS_00010173.p1	bflo_22342
TCONS_00010176.p1	bflo_02326
TCONS_00010177.p1	bflo_20360
TCONS_00010179.p1	bflo_20360
TCONS_00010184.p1	bflo_18908
TCONS_00010185.p1	bflo_03682
TCONS_00010186.p1	bflo_23072
TCONS_00010188.p1	bflo_11532
TCONS_00010189.p1	bflo_11509
TCONS_00010190.p1	bflo_11890
TCONS_00010191.p1	bflo_25050
TCONS_00010193.p1	bflo_25050
TCONS_00010194.p1	bflo_22531
TCONS_00010196.p1	bflo_09175
TCONS_00010197.p1	bflo_20130
TCONS_00010200.p1	bflo_09175
TCONS_00010201.p1	bflo_17881
TCONS_00010202.p1	bflo_27229
TCONS_00010203.p1	bflo_20957
TCONS_00010204.p1	bflo_09696
TCONS_00010205.p1	bflo_11483
TCONS_00010206.p1	bflo_13732
TCONS_00010207.p1	bflo_13910
TCONS_00010208.p1	bflo_13464
TCONS_00010212.p1	bflo_12710
TCONS_00010216.p1	bflo_14196
TCONS_00010217.p1	bflo_17183
TCONS_00010218.p1	bflo_12530
TCONS_00010219.p1	bflo_24451
TCONS_00010220.p1	bflo_21633
TCONS_00010221.p1	bflo_10375
TCONS_00010222.p1	bflo_09846
TCONS_00010223.p1	bflo_00305
TCONS_00010225.p1	bflo_22002
TCONS_00010226.p1	bflo_22002
TCONS_00010227.p1	bflo_22002
TCONS_00010229.p1	bflo_22002
TCONS_00010230.p1	bflo_22002
TCONS_00010231.p1	bflo_22002
TCONS_00010232.p1	bflo_09843
TCONS_00010234.p1	bflo_14391
TCONS_00010235.p1	bflo_14653
TCONS_00010237.p1	bflo_20661
TCONS_00010239.p1	bflo_17291
TCONS_00010243.p1	bflo_24242
TCONS_00010244.p1	bflo_24144
TCONS_00010246.p1	bflo_11547
TCONS_00010247.p1	bflo_10631
TCONS_00010249.p1	bflo_12642
TCONS_00010253.p1	bflo_12630
TCONS_00010254.p1	bflo_13394
TCONS_00010255.p1	bflo_21151
TCONS_00010257.p1	bflo_07476
TCONS_00010259.p1	bflo_07476
TCONS_00010263.p1	bflo_18224
TCONS_00010265.p1	bflo_21998
TCONS_00010267.p1	bflo_16282
TCONS_00010279.p1	bflo_08786
TCONS_00010281.p1	bflo_05823
TCONS_00010287.p1	bflo_16100
TCONS_00010288.p1	bflo_03035
TCONS_00010289.p1	bflo_13107
TCONS_00010291.p1	bflo_08112
TCONS_00010293.p1	bflo_21469
TCONS_00010294.p1	bflo_21926
TCONS_00010295.p1	bflo_09946
TCONS_00010296.p1	bflo_09946
TCONS_00010298.p1	bflo_04553
TCONS_00010300.p1	bflo_11329
TCONS_00010302.p1	bflo_11129
TCONS_00010304.p1	bflo_16999
TCONS_00010306.p1	bflo_11041
TCONS_00010307.p1	bflo_11947
TCONS_00010310.p1	bflo_11947
TCONS_00010311.p1	bflo_23180
TCONS_00010312.p1	bflo_11947
TCONS_00010313.p1	bflo_05203
TCONS_00010317.p1	bflo_11947
TCONS_00010318.p1	bflo_11947
TCONS_00010320.p1	bflo_18674
TCONS_00010329.p1	bflo_09353
TCONS_00010330.p1	bflo_23351
TCONS_00010333.p1	bflo_21407
TCONS_00010334.p1	bflo_05644
TCONS_00010339.p1	bflo_19968
TCONS_00010343.p1	bflo_02326
TCONS_00010344.p1	bflo_07205
TCONS_00010346.p1	bflo_23415
TCONS_00010351.p1	bflo_08189
TCONS_00010367.p1	bflo_14027
TCONS_00010378.p1	bflo_07358
TCONS_00010379.p1	bflo_08559
TCONS_00010380.p1	bflo_23563
TCONS_00010381.p1	bflo_23181
TCONS_00010383.p1	bflo_15028
TCONS_00010384.p1	bflo_00307
TCONS_00010385.p1	bflo_01721
TCONS_00010386.p1	bflo_17770
TCONS_00010387.p1	bflo_07804
TCONS_00010388.p1	bflo_01721
TCONS_00010389.p1	bflo_01721
TCONS_00010391.p1	bflo_01721
TCONS_00010393.p1	bflo_01721
TCONS_00010394.p1	bflo_01721
TCONS_00010396.p1	bflo_17770
TCONS_00010397.p1	bflo_16528
TCONS_00010398.p1	bflo_02910
TCONS_00010399.p1	bflo_09098
TCONS_00010401.p1	bflo_12046
TCONS_00010402.p1	bflo_09037
TCONS_00010403.p1	bflo_14084
TCONS_00010405.p1	bflo_23676
TCONS_00010409.p1	bflo_17578
TCONS_00010410.p1	bflo_17578
TCONS_00010411.p1	bflo_17578
TCONS_00010412.p1	bflo_14064
TCONS_00010413.p1	bflo_14350
TCONS_00010414.p1	bflo_14350
TCONS_00010416.p1	bflo_23995
TCONS_00010417.p1	bflo_16481
TCONS_00010418.p1	bflo_07808
TCONS_00010419.p1	bflo_05435
TCONS_00010420.p1	bflo_05435
TCONS_00010421.p1	bflo_05435
TCONS_00010423.p1	bflo_10174
TCONS_00010424.p1	bflo_08929
TCONS_00010425.p1	bflo_20856
TCONS_00010427.p1	bflo_23379
TCONS_00010428.p1	bflo_02201
TCONS_00010429.p1	bflo_23379
TCONS_00010431.p1	bflo_23379
TCONS_00010432.p1	bflo_23379
TCONS_00010433.p1	bflo_23379
TCONS_00010434.p1	bflo_09525
TCONS_00010435.p1	bflo_23598
TCONS_00010436.p1	bflo_19831
TCONS_00010439.p1	bflo_05797
TCONS_00010440.p1	bflo_14350
TCONS_00010442.p1	bflo_15649
TCONS_00010443.p1	bflo_23493
TCONS_00010444.p1	bflo_23493
TCONS_00010445.p1	bflo_23493
TCONS_00010446.p1	bflo_23379
TCONS_00010448.p1	bflo_23379
TCONS_00010453.p1	bflo_23065
TCONS_00010455.p3	bflo_02767
TCONS_00010459.p1	bflo_07002
TCONS_00010461.p1	bflo_07002
TCONS_00010463.p1	bflo_12494
TCONS_00010464.p1	bflo_17793
TCONS_00010465.p1	bflo_14662
TCONS_00010468.p1	bflo_15995
TCONS_00010472.p1	bflo_23920
TCONS_00010473.p1	bflo_23932
TCONS_00010481.p1	bflo_17635
TCONS_00010485.p1	bflo_10296
TCONS_00010489.p1	bflo_05658
TCONS_00010490.p1	bflo_24721
TCONS_00010492.p1	bflo_25190
TCONS_00010493.p1	bflo_19045
TCONS_00010494.p1	bflo_22218
TCONS_00010498.p1	bflo_12650
TCONS_00010499.p1	bflo_17503
TCONS_00010500.p1	bflo_04847
TCONS_00010501.p1	bflo_05424
TCONS_00010502.p1	bflo_11603
TCONS_00010503.p1	bflo_18466
TCONS_00010505.p1	bflo_25489
TCONS_00010506.p1	bflo_11841
TCONS_00010507.p1	bflo_01739
TCONS_00010510.p1	bflo_11841
TCONS_00010514.p1	bflo_10418
TCONS_00010515.p1	bflo_22085
TCONS_00010516.p1	bflo_21958
TCONS_00010518.p1	bflo_08955
TCONS_00010521.p1	bflo_10845
TCONS_00010522.p1	bflo_10845
TCONS_00010523.p1	bflo_14559
TCONS_00010524.p1	bflo_19745
TCONS_00010525.p1	bflo_10517
TCONS_00010527.p1	bflo_18525
TCONS_00010530.p1	bflo_25971
TCONS_00010531.p1	bflo_25015
TCONS_00010534.p1	bflo_11243
TCONS_00010537.p1	bflo_18710
TCONS_00010540.p1	bflo_06325
TCONS_00010541.p1	bflo_21281
TCONS_00010544.p1	bflo_21539
TCONS_00010548.p1	bflo_21298
TCONS_00010549.p1	bflo_09948
TCONS_00010550.p1	bflo_16854
TCONS_00010551.p1	bflo_16900
TCONS_00010553.p1	bflo_13630
TCONS_00010554.p1	bflo_17392
TCONS_00010555.p1	bflo_17392
TCONS_00010557.p1	bflo_17428
TCONS_00010558.p1	bflo_16546
TCONS_00010559.p1	bflo_13244
TCONS_00010560.p1	bflo_24897
TCONS_00010563.p1	bflo_14628
TCONS_00010564.p1	bflo_22350
TCONS_00010566.p1	bflo_23630
TCONS_00010569.p1	bflo_14033
TCONS_00010570.p1	bflo_12542
TCONS_00010573.p1	bflo_14891
TCONS_00010574.p1	bflo_07449
TCONS_00010575.p1	bflo_18854
TCONS_00010576.p1	bflo_18873
TCONS_00010577.p1	bflo_10478
TCONS_00010578.p1	bflo_21630
TCONS_00010583.p1	bflo_16056
TCONS_00010585.p1	bflo_23630
TCONS_00010586.p1	bflo_23379
TCONS_00010587.p1	bflo_23379
TCONS_00010590.p1	bflo_23493
TCONS_00010591.p1	bflo_09713
TCONS_00010592.p1	bflo_19981
TCONS_00010593.p1	bflo_22919
TCONS_00010594.p1	bflo_06947
TCONS_00010595.p1	bflo_02049
TCONS_00010596.p1	bflo_16428
TCONS_00010597.p1	bflo_21210
TCONS_00010599.p1	bflo_24403
TCONS_00010601.p1	bflo_24417
TCONS_00010602.p1	bflo_12072
TCONS_00010603.p1	bflo_12072
TCONS_00010604.p1	bflo_02255
TCONS_00010607.p1	bflo_18594
TCONS_00010608.p1	bflo_26634
TCONS_00010611.p1	bflo_09926
TCONS_00010612.p1	bflo_20664
TCONS_00010613.p1	bflo_24336
TCONS_00010616.p1	bflo_21405
TCONS_00010618.p1	bflo_12072
TCONS_00010619.p1	bflo_06498
TCONS_00010624.p1	bflo_22010
TCONS_00010626.p1	bflo_08634
TCONS_00010632.p1	bflo_12912
TCONS_00010636.p1	bflo_10937
TCONS_00010637.p1	bflo_10926
TCONS_00010639.p1	bflo_04964
TCONS_00010640.p1	bflo_09586
TCONS_00010641.p1	bflo_09602
TCONS_00010642.p1	bflo_18629
TCONS_00010643.p1	bflo_18623
TCONS_00010645.p1	bflo_06655
TCONS_00010646.p1	bflo_04519
TCONS_00010647.p1	bflo_16182
TCONS_00010648.p1	bflo_18361
TCONS_00010649.p1	bflo_18431
TCONS_00010652.p1	bflo_15237
TCONS_00010653.p1	bflo_12853
TCONS_00010655.p1	bflo_12294
TCONS_00010658.p1	bflo_23494
TCONS_00010659.p1	bflo_12294
TCONS_00010660.p1	bflo_03355
TCONS_00010661.p1	bflo_03355
TCONS_00010662.p1	bflo_03355
TCONS_00010667.p1	bflo_04842
TCONS_00010670.p1	bflo_10974
TCONS_00010677.p1	bflo_20729
TCONS_00010679.p1	bflo_19034
TCONS_00010680.p1	bflo_02651
TCONS_00010681.p1	bflo_02075
TCONS_00010682.p1	bflo_24804
TCONS_00010685.p1	bflo_24804
TCONS_00010691.p1	bflo_23700
TCONS_00010696.p1	bflo_23896
TCONS_00010697.p1	bflo_02798
TCONS_00010698.p1	bflo_14487
TCONS_00010700.p1	bflo_07573
TCONS_00010701.p1	bflo_07585
TCONS_00010706.p1	bflo_18123
TCONS_00010708.p1	bflo_23217
TCONS_00010709.p1	bflo_25005
TCONS_00010710.p1	bflo_24995
TCONS_00010712.p1	bflo_17496
TCONS_00010718.p1	bflo_24505
TCONS_00010719.p1	bflo_18702
TCONS_00010721.p1	bflo_26206
TCONS_00010722.p1	bflo_18702
TCONS_00010725.p1	bflo_17074
TCONS_00010726.p1	bflo_00219
TCONS_00010728.p1	bflo_01329
TCONS_00010729.p1	bflo_08585
TCONS_00010731.p1	bflo_15642
TCONS_00010734.p1	bflo_08204
TCONS_00010736.p1	bflo_06209
TCONS_00010737.p1	bflo_24445
TCONS_00010738.p1	bflo_19406
TCONS_00010739.p1	bflo_15527
TCONS_00010740.p1	bflo_15527
TCONS_00010741.p1	bflo_12534
TCONS_00010742.p1	bflo_12538
TCONS_00010744.p1	bflo_18860
TCONS_00010745.p1	bflo_06703
TCONS_00010746.p1	bflo_16972
TCONS_00010747.p1	bflo_07741
TCONS_00010748.p1	bflo_09345
TCONS_00010753.p1	bflo_09044
TCONS_00010756.p1	bflo_13292
TCONS_00010757.p1	bflo_23153
TCONS_00010760.p1	bflo_08169
TCONS_00010761.p1	bflo_07837
TCONS_00010762.p1	bflo_05435
TCONS_00010763.p1	bflo_10337
TCONS_00010764.p1	bflo_16250
TCONS_00010765.p1	bflo_24186
TCONS_00010766.p1	bflo_10608
TCONS_00010767.p1	bflo_15103
TCONS_00010768.p1	bflo_07242
TCONS_00010771.p1	bflo_05021
TCONS_00010772.p1	bflo_14531
TCONS_00010774.p1	bflo_12064
TCONS_00010775.p1	bflo_11050
TCONS_00010776.p1	bflo_09479
TCONS_00010777.p1	bflo_17991
TCONS_00010778.p1	bflo_15539
TCONS_00010779.p1	bflo_19846
TCONS_00010780.p1	bflo_11044
TCONS_00010782.p1	bflo_11373
TCONS_00010786.p1	bflo_11190
TCONS_00010788.p1	bflo_07595
TCONS_00010791.p1	bflo_05004
TCONS_00010793.p1	bflo_05004
TCONS_00010794.p1	bflo_05004
TCONS_00010797.p1	bflo_05925
TCONS_00010798.p1	bflo_05917
TCONS_00010799.p1	bflo_22691
TCONS_00010802.p1	bflo_10198
TCONS_00010804.p1	bflo_25509
TCONS_00010805.p1	bflo_20502
TCONS_00010807.p1	bflo_10312
TCONS_00010810.p1	bflo_16221
TCONS_00010816.p1	bflo_21911
TCONS_00010817.p1	bflo_06404
TCONS_00010818.p1	bflo_06201
TCONS_00010819.p1	bflo_04703
TCONS_00010821.p1	bflo_17713
TCONS_00010823.p1	bflo_14852
TCONS_00010824.p1	bflo_15290
TCONS_00010825.p1	bflo_08491
TCONS_00010827.p1	bflo_08526
TCONS_00010828.p1	bflo_04851
TCONS_00010830.p1	bflo_18989
TCONS_00010831.p1	bflo_18113
TCONS_00010837.p1	bflo_05940
TCONS_00010841.p1	bflo_08227
TCONS_00010843.p1	bflo_07287
TCONS_00010844.p1	bflo_15042
TCONS_00010845.p1	bflo_22266
TCONS_00010847.p1	bflo_22302
TCONS_00010848.p1	bflo_15469
TCONS_00010849.p1	bflo_12138
TCONS_00010852.p1	bflo_16703
TCONS_00010855.p1	bflo_20843
TCONS_00010859.p1	bflo_06689
TCONS_00010860.p1	bflo_11789
TCONS_00010864.p1	bflo_16368
TCONS_00010865.p1	bflo_08502
TCONS_00010866.p1	bflo_08502
TCONS_00010868.p1	bflo_13315
TCONS_00010870.p1	bflo_21727
TCONS_00010878.p1	bflo_06378
TCONS_00010886.p1	bflo_10350
TCONS_00010889.p1	bflo_19399
TCONS_00010890.p1	bflo_10963
TCONS_00010891.p1	bflo_07935
TCONS_00010892.p1	bflo_18138
TCONS_00010894.p1	bflo_18123
TCONS_00010895.p1	bflo_05849
TCONS_00010896.p1	bflo_05323
TCONS_00010900.p1	bflo_15689
TCONS_00010902.p1	bflo_03281
TCONS_00010903.p1	bflo_20843
TCONS_00010904.p1	bflo_20843
TCONS_00010906.p1	bflo_03281
TCONS_00010908.p1	bflo_13866
TCONS_00010911.p1	bflo_22331
TCONS_00010912.p1	bflo_13402
TCONS_00010913.p1	bflo_22331
TCONS_00010919.p1	bflo_13873
TCONS_00010920.p1	bflo_02249
TCONS_00010921.p1	bflo_19893
TCONS_00010922.p1	bflo_24175
TCONS_00010923.p1	bflo_19562
TCONS_00010924.p1	bflo_25087
TCONS_00010926.p1	bflo_10719
TCONS_00010929.p1	bflo_10690
TCONS_00010930.p1	bflo_06361
TCONS_00010931.p1	bflo_08632
TCONS_00010936.p1	bflo_12593
TCONS_00010938.p1	bflo_23720
TCONS_00010940.p1	bflo_11317
TCONS_00010941.p1	bflo_07878
TCONS_00010942.p1	bflo_23854
TCONS_00010944.p1	bflo_07894
TCONS_00010948.p1	bflo_21002
TCONS_00010951.p1	bflo_14216
TCONS_00010954.p1	bflo_10449
TCONS_00010955.p1	bflo_16644
TCONS_00010956.p1	bflo_06037
TCONS_00010957.p1	bflo_17536
TCONS_00010958.p1	bflo_24974
TCONS_00010959.p1	bflo_24967
TCONS_00010960.p1	bflo_23934
TCONS_00010961.p1	bflo_16465
TCONS_00010962.p1	bflo_24326
TCONS_00010964.p1	bflo_12226
TCONS_00010968.p1	bflo_13190
TCONS_00010970.p1	bflo_08344
TCONS_00010972.p1	bflo_10363
TCONS_00010978.p1	bflo_23762
TCONS_00010985.p1	bflo_15177
TCONS_00010986.p1	bflo_05968
TCONS_00010987.p1	bflo_06060
TCONS_00010988.p1	bflo_05083
TCONS_00010990.p1	bflo_23048
TCONS_00010993.p1	bflo_23924
TCONS_00010994.p1	bflo_09204
TCONS_00010996.p1	bflo_20000
TCONS_00010999.p1	bflo_18431
TCONS_00011003.p1	bflo_18783
TCONS_00011005.p1	bflo_14547
TCONS_00011007.p1	bflo_14547
TCONS_00011008.p1	bflo_17418
TCONS_00011011.p1	bflo_26463
TCONS_00011012.p1	bflo_17418
TCONS_00011013.p1	bflo_25035
TCONS_00011014.p1	bflo_11359
TCONS_00011016.p1	bflo_22058
TCONS_00011017.p1	bflo_22113
TCONS_00011018.p1	bflo_05603
TCONS_00011019.p1	bflo_07506
TCONS_00011020.p1	bflo_13880
TCONS_00011021.p1	bflo_16405
TCONS_00011023.p1	bflo_16318
TCONS_00011025.p1	bflo_16318
TCONS_00011027.p1	bflo_16350
TCONS_00011028.p1	bflo_09032
TCONS_00011029.p1	bflo_09032
TCONS_00011030.p1	bflo_13943
TCONS_00011031.p1	bflo_09084
TCONS_00011032.p1	bflo_09084
TCONS_00011033.p1	bflo_08501
TCONS_00011034.p1	bflo_08501
TCONS_00011035.p1	bflo_03712
TCONS_00011036.p1	bflo_20083
TCONS_00011037.p1	bflo_09084
TCONS_00011038.p1	bflo_04807
TCONS_00011039.p1	bflo_09084
TCONS_00011040.p1	bflo_09084
TCONS_00011041.p1	bflo_09084
TCONS_00011043.p1	bflo_21503
TCONS_00011046.p1	bflo_21346
TCONS_00011047.p1	bflo_21492
TCONS_00011049.p1	bflo_11550
TCONS_00011050.p1	bflo_17564
TCONS_00011051.p1	bflo_14373
TCONS_00011052.p1	bflo_10980
TCONS_00011055.p1	bflo_11595
TCONS_00011057.p1	bflo_06186
TCONS_00011058.p1	bflo_15769
TCONS_00011059.p1	bflo_08203
TCONS_00011061.p1	bflo_13140
TCONS_00011062.p1	bflo_18081
TCONS_00011063.p1	bflo_10784
TCONS_00011065.p1	bflo_12174
TCONS_00011066.p1	bflo_06527
TCONS_00011067.p1	bflo_06527
TCONS_00011068.p1	bflo_06527
TCONS_00011069.p1	bflo_06136
TCONS_00011070.p1	bflo_02567
TCONS_00011075.p1	bflo_06509
TCONS_00011077.p1	bflo_23778
TCONS_00011079.p1	bflo_17669
TCONS_00011081.p1	bflo_24477
TCONS_00011082.p1	bflo_05167
TCONS_00011083.p1	bflo_18600
TCONS_00011084.p1	bflo_10683
TCONS_00011085.p1	bflo_07603
TCONS_00011086.p1	bflo_02235
TCONS_00011087.p1	bflo_19026
TCONS_00011089.p1	bflo_23379
TCONS_00011090.p1	bflo_24144
TCONS_00011094.p1	bflo_24568
TCONS_00011099.p1	bflo_10729
TCONS_00011100.p1	bflo_10729
TCONS_00011101.p1	bflo_01959
TCONS_00011107.p1	bflo_05629
TCONS_00011108.p1	bflo_05641
TCONS_00011117.p1	bflo_23663
TCONS_00011118.p1	bflo_20537
TCONS_00011119.p1	bflo_10647
TCONS_00011122.p1	bflo_18231
TCONS_00011130.p1	bflo_14250
TCONS_00011131.p1	bflo_00179
TCONS_00011132.p1	bflo_14421
TCONS_00011133.p1	bflo_18870
TCONS_00011134.p1	bflo_18870
TCONS_00011135.p1	bflo_18870
TCONS_00011136.p1	bflo_09747
TCONS_00011137.p1	bflo_09457
TCONS_00011139.p1	bflo_09449
TCONS_00011140.p1	bflo_09626
TCONS_00011141.p1	bflo_13470
TCONS_00011142.p1	bflo_12804
TCONS_00011143.p1	bflo_24569
TCONS_00011145.p1	bflo_20936
TCONS_00011147.p1	bflo_15259
TCONS_00011149.p1	bflo_16581
TCONS_00011151.p1	bflo_09528
TCONS_00011152.p1	bflo_09528
TCONS_00011154.p1	bflo_24956
TCONS_00011155.p1	bflo_07410
TCONS_00011160.p1	bflo_07364
TCONS_00011164.p1	bflo_07373
TCONS_00011165.p1	bflo_08028
TCONS_00011167.p1	bflo_18870
TCONS_00011168.p1	bflo_14323
TCONS_00011169.p1	bflo_06183
TCONS_00011170.p1	bflo_08587
TCONS_00011171.p1	bflo_08587
TCONS_00011172.p1	bflo_02255
TCONS_00011173.p1	bflo_10847
TCONS_00011175.p1	bflo_00927
TCONS_00011178.p1	bflo_09184
TCONS_00011180.p1	bflo_01354
TCONS_00011182.p1	bflo_06579
TCONS_00011183.p1	bflo_20553
TCONS_00011184.p1	bflo_20243
TCONS_00011185.p1	bflo_12082
TCONS_00011188.p1	bflo_03062
TCONS_00011190.p1	bflo_10229
TCONS_00011194.p1	bflo_13933
TCONS_00011195.p1	bflo_24263
TCONS_00011196.p1	bflo_17338
TCONS_00011198.p1	bflo_24319
TCONS_00011200.p1	bflo_05929
TCONS_00011201.p1	bflo_25002
TCONS_00011202.p1	bflo_04867
TCONS_00011205.p1	bflo_06601
TCONS_00011206.p1	bflo_06601
TCONS_00011207.p1	bflo_21286
TCONS_00011209.p1	bflo_21369
TCONS_00011211.p1	bflo_05336
TCONS_00011213.p1	bflo_04680
TCONS_00011214.p1	bflo_04680
TCONS_00011216.p1	bflo_13952
TCONS_00011217.p1	bflo_20537
TCONS_00011218.p1	bflo_10999
TCONS_00011219.p1	bflo_10999
TCONS_00011220.p1	bflo_10996
TCONS_00011224.p1	bflo_16494
TCONS_00011225.p1	bflo_18567
TCONS_00011226.p1	bflo_15306
TCONS_00011227.p1	bflo_26561
TCONS_00011228.p1	bflo_15626
TCONS_00011229.p1	bflo_23402
TCONS_00011231.p1	bflo_11354
TCONS_00011232.p1	bflo_11354
TCONS_00011233.p1	bflo_11354
TCONS_00011237.p1	bflo_22541
TCONS_00011247.p1	bflo_19329
TCONS_00011248.p1	bflo_00221
TCONS_00011250.p1	bflo_16162
TCONS_00011251.p1	bflo_06500
TCONS_00011252.p1	bflo_16569
TCONS_00011254.p1	bflo_21040
TCONS_00011259.p1	bflo_10209
TCONS_00011260.p1	bflo_21082
TCONS_00011261.p1	bflo_21046
TCONS_00011262.p1	bflo_24302
TCONS_00011263.p1	bflo_24302
TCONS_00011264.p1	bflo_24302
TCONS_00011268.p1	bflo_12168
TCONS_00011270.p1	bflo_12163
TCONS_00011271.p1	bflo_17183
TCONS_00011272.p1	bflo_18215
TCONS_00011273.p1	bflo_07817
TCONS_00011274.p1	bflo_15422
TCONS_00011275.p1	bflo_15422
TCONS_00011277.p1	bflo_15422
TCONS_00011279.p1	bflo_13000
TCONS_00011281.p1	bflo_20690
TCONS_00011282.p1	bflo_05171
TCONS_00011283.p1	bflo_05177
TCONS_00011285.p1	bflo_05172
TCONS_00011286.p1	bflo_14890
TCONS_00011287.p1	bflo_01721
TCONS_00011289.p1	bflo_17704
TCONS_00011290.p1	bflo_12168
TCONS_00011292.p1	bflo_12163
TCONS_00011294.p1	bflo_10439
TCONS_00011295.p1	bflo_18215
TCONS_00011296.p1	bflo_07817
TCONS_00011298.p1	bflo_15422
TCONS_00011299.p1	bflo_13000
TCONS_00011300.p1	bflo_20690
TCONS_00011301.p1	bflo_20690
TCONS_00011302.p1	bflo_05171
TCONS_00011303.p1	bflo_05177
TCONS_00011306.p1	bflo_05163
TCONS_00011308.p1	bflo_14890
TCONS_00011309.p1	bflo_05172
TCONS_00011310.p1	bflo_14890
TCONS_00011312.p1	bflo_01721
TCONS_00011315.p1	bflo_14890
TCONS_00011316.p1	bflo_17704
TCONS_00011317.p1	bflo_15922
TCONS_00011319.p1	bflo_11744
TCONS_00011322.p1	bflo_20069
TCONS_00011324.p1	bflo_26698
TCONS_00011327.p1	bflo_11644
TCONS_00011328.p1	bflo_21033
TCONS_00011330.p1	bflo_21042
TCONS_00011331.p1	bflo_19786
TCONS_00011332.p1	bflo_22424
TCONS_00011333.p1	bflo_23609
TCONS_00011334.p1	bflo_23271
TCONS_00011336.p1	bflo_23309
TCONS_00011337.p1	bflo_23528
TCONS_00011338.p1	bflo_16577
TCONS_00011339.p1	bflo_16577
TCONS_00011340.p1	bflo_16577
TCONS_00011341.p1	bflo_16577
TCONS_00011342.p1	bflo_16577
TCONS_00011343.p1	bflo_16577
TCONS_00011344.p1	bflo_16577
TCONS_00011345.p1	bflo_16577
TCONS_00011347.p1	bflo_16577
TCONS_00011352.p1	bflo_20807
TCONS_00011353.p1	bflo_05974
TCONS_00011354.p1	bflo_14886
TCONS_00011357.p1	bflo_26893
TCONS_00011358.p1	bflo_14886
TCONS_00011359.p1	bflo_16364
TCONS_00011360.p1	bflo_16364
TCONS_00011361.p1	bflo_14886
TCONS_00011362.p1	bflo_13400
TCONS_00011363.p1	bflo_16364
TCONS_00011367.p1	bflo_05141
TCONS_00011368.p1	bflo_18525
TCONS_00011369.p1	bflo_16729
TCONS_00011370.p1	bflo_19382
TCONS_00011374.p1	bflo_16304
TCONS_00011376.p1	bflo_14598
TCONS_00011377.p1	bflo_21263
TCONS_00011379.p1	bflo_02670
TCONS_00011383.p1	bflo_13041
TCONS_00011384.p1	bflo_02393
TCONS_00011390.p1	bflo_13218
TCONS_00011395.p1	bflo_19655
TCONS_00011396.p1	bflo_20438
TCONS_00011397.p1	bflo_10713
TCONS_00011398.p1	bflo_19599
TCONS_00011399.p1	bflo_06067
TCONS_00011400.p1	bflo_15742
TCONS_00011401.p1	bflo_20972
TCONS_00011402.p1	bflo_23345
TCONS_00011403.p1	bflo_11554
TCONS_00011408.p1	bflo_12324
TCONS_00011411.p1	bflo_15589
TCONS_00011416.p1	bflo_13766
TCONS_00011419.p1	bflo_14828
TCONS_00011423.p1	bflo_14828
TCONS_00011425.p1	bflo_18061
TCONS_00011426.p1	bflo_23476
TCONS_00011427.p1	bflo_20206
TCONS_00011430.p1	bflo_23375
TCONS_00011432.p1	bflo_05810
TCONS_00011434.p1	bflo_22147
TCONS_00011435.p1	bflo_22135
TCONS_00011438.p1	bflo_18546
TCONS_00011439.p1	bflo_20913
TCONS_00011440.p1	bflo_02879
TCONS_00011443.p1	bflo_02879
TCONS_00011446.p1	bflo_02879
TCONS_00011447.p1	bflo_11622
TCONS_00011450.p1	bflo_22149
TCONS_00011451.p1	bflo_20956
TCONS_00011453.p1	bflo_08423
TCONS_00011457.p1	bflo_18687
TCONS_00011458.p1	bflo_11841
TCONS_00011459.p1	bflo_11841
TCONS_00011460.p1	bflo_11841
TCONS_00011463.p1	bflo_01804
TCONS_00011469.p1	bflo_24343
TCONS_00011470.p1	bflo_17436
TCONS_00011472.p1	bflo_00391
TCONS_00011473.p1	bflo_07434
TCONS_00011474.p1	bflo_23502
TCONS_00011475.p1	bflo_04113
TCONS_00011476.p1	bflo_04113
TCONS_00011477.p1	bflo_22130
TCONS_00011478.p1	bflo_17556
TCONS_00011480.p1	bflo_27388
