TCONS_00000001.p1	BRALA28819
TCONS_00007662.p1	BRALA12498
TCONS_00007663.p1	BRALA19037
TCONS_00007664.p1	BRALA19037
TCONS_00007665.p1	BRALA16148
TCONS_00007666.p1	BRALA24055
TCONS_00007667.p1	BRALA24056
TCONS_00007669.p1	BRALA20591
TCONS_00007670.p1	BRALA33181
TCONS_00007671.p1	BRALA18678
TCONS_00007673.p1	BRALA21066
TCONS_00007674.p1	BRALA25879
TCONS_00007675.p1	BRALA19493
TCONS_00007678.p1	BRALA20268
TCONS_00007679.p1	BRALA30616
TCONS_00007681.p1	BRALA22404
TCONS_00007682.p1	BRALA28197
TCONS_00007683.p1	BRALA16739
TCONS_00007684.p1	BRALA05880
TCONS_00007685.p1	BRALA01948
TCONS_00007686.p1	BRALA05880
TCONS_00007690.p1	BRALA12156
TCONS_00007691.p1	BRALA27263
TCONS_00007692.p1	BRALA27263
TCONS_00007694.p1	BRALA03265
TCONS_00007698.p1	BRALA07069
TCONS_00007699.p1	BRALA10706
TCONS_00007700.p1	BRALA10706
TCONS_00007701.p1	BRALA26008
TCONS_00007704.p1	BRALA23022
TCONS_00007707.p1	BRALA06975
TCONS_00007708.p1	BRALA03310
TCONS_00007709.p1	BRALA31075
TCONS_00007710.p1	BRALA21239
TCONS_00007711.p1	BRALA21235
TCONS_00007719.p1	BRALA12290
TCONS_00007724.p1	BRALA24243
TCONS_00007725.p1	BRALA27175
TCONS_00007726.p1	BRALA29553
TCONS_00007727.p1	BRALA12290
TCONS_00007728.p1	BRALA12290
TCONS_00007730.p1	BRALA03349
TCONS_00007731.p1	BRALA13304
TCONS_00007735.p1	BRALA13697
TCONS_00007737.p1	BRALA26906
TCONS_00007739.p1	BRALA21886
TCONS_00007740.p1	BRALA03655
TCONS_00007741.p1	BRALA32789
TCONS_00007743.p1	BRALA20104
TCONS_00007744.p1	BRALA03286
TCONS_00007745.p1	BRALA20584
TCONS_00007746.p1	BRALA12731
TCONS_00007747.p1	BRALA10234
TCONS_00007751.p1	BRALA10234
TCONS_00007757.p1	BRALA20573
TCONS_00007760.p1	BRALA28769
TCONS_00007762.p1	BRALA20367
TCONS_00007764.p1	BRALA16739
TCONS_00007765.p1	BRALA30352
TCONS_00007766.p1	BRALA22426
TCONS_00007770.p1	BRALA23362
TCONS_00007773.p1	BRALA17661
TCONS_00007774.p1	BRALA17661
TCONS_00007776.p1	BRALA17661
TCONS_00007779.p1	BRALA17662
TCONS_00007782.p1	BRALA22363
TCONS_00007783.p1	BRALA17329
TCONS_00007785.p1	BRALA16857
TCONS_00007787.p1	BRALA26576
TCONS_00007790.p1	BRALA26574
TCONS_00007791.p1	BRALA33348
TCONS_00007792.p1	BRALA07607
TCONS_00007793.p1	BRALA03147
TCONS_00007794.p1	BRALA21835
TCONS_00007796.p1	BRALA07886
TCONS_00007800.p1	BRALA21835
TCONS_00007806.p1	BRALA01944
TCONS_00007807.p1	BRALA03307
TCONS_00007808.p1	BRALA03446
TCONS_00007809.p1	BRALA03446
TCONS_00007810.p1	BRALA30840
TCONS_00007812.p1	BRALA30840
TCONS_00007813.p1	BRALA30840
TCONS_00007815.p1	BRALA19665
TCONS_00007816.p1	BRALA19665
TCONS_00007817.p1	BRALA03307
TCONS_00007821.p1	BRALA03446
TCONS_00007822.p1	BRALA30840
TCONS_00007823.p1	BRALA30840
TCONS_00007824.p1	BRALA30840
TCONS_00007825.p1	BRALA30840
TCONS_00007826.p1	BRALA30701
TCONS_00007835.p1	BRALA19665
TCONS_00007839.p1	BRALA16524
TCONS_00007841.p1	BRALA03258
TCONS_00007845.p1	BRALA12811
TCONS_00007848.p1	BRALA16495
TCONS_00007849.p1	BRALA03223
TCONS_00007850.p1	BRALA29754
TCONS_00007851.p1	BRALA34163
TCONS_00007852.p1	BRALA25115
TCONS_00007854.p1	BRALA28083
TCONS_00007855.p1	BRALA19196
TCONS_00007856.p1	BRALA34163
TCONS_00007857.p1	BRALA27095
TCONS_00007858.p1	BRALA27749
TCONS_00007862.p1	BRALA26008
TCONS_00007863.p1	BRALA20587
TCONS_00007864.p1	BRALA29754
TCONS_00007865.p1	BRALA08334
TCONS_00007866.p1	BRALA16774
TCONS_00007867.p1	BRALA29754
TCONS_00007868.p1	BRALA34163
TCONS_00007869.p1	BRALA31520
TCONS_00007870.p1	BRALA34163
TCONS_00007872.p1	BRALA03655
TCONS_00007873.p1	BRALA24546
TCONS_00007874.p1	BRALA08334
TCONS_00007875.p1	BRALA29754
TCONS_00007876.p1	BRALA29754
TCONS_00007878.p1	BRALA09071
TCONS_00007879.p1	BRALA03302
TCONS_00007880.p1	BRALA26163
TCONS_00007882.p1	BRALA26163
TCONS_00007883.p1	BRALA30768
TCONS_00007884.p1	BRALA02455
TCONS_00007886.p1	BRALA12914
TCONS_00007887.p1	BRALA25618
TCONS_00007888.p1	BRALA25619
TCONS_00007890.p1	BRALA20024
TCONS_00007892.p1	BRALA08370
TCONS_00007893.p1	BRALA07086
TCONS_00007894.p1	BRALA10336
TCONS_00007895.p1	BRALA16246
TCONS_00007896.p1	BRALA19089
TCONS_00007897.p1	BRALA05844
TCONS_00007898.p1	BRALA06017
TCONS_00007899.p1	BRALA21216
TCONS_00007900.p1	BRALA03179
TCONS_00007905.p1	BRALA12290
TCONS_00007907.p1	BRALA12290
TCONS_00007909.p1	BRALA11328
TCONS_00007913.p1	BRALA29017
TCONS_00007914.p1	BRALA31302
TCONS_00007918.p1	BRALA22400
TCONS_00007919.p1	BRALA21870
TCONS_00007924.p1	BRALA21870
TCONS_00007926.p1	BRALA21875
TCONS_00007927.p1	BRALA24726
TCONS_00007928.p1	BRALA27220
TCONS_00007929.p1	BRALA10179
TCONS_00007931.p1	BRALA16135
TCONS_00007933.p1	BRALA27309
TCONS_00007935.p1	BRALA27556
TCONS_00007936.p1	BRALA27556
TCONS_00007937.p1	BRALA27556
TCONS_00007939.p1	BRALA32789
TCONS_00007942.p1	BRALA01120
TCONS_00007944.p1	BRALA25629
TCONS_00007950.p1	BRALA26583
TCONS_00007951.p1	BRALA03569
TCONS_00007953.p1	BRALA28099
TCONS_00007954.p1	BRALA28099
TCONS_00007955.p1	BRALA16161
TCONS_00007958.p1	BRALA01120
TCONS_00007960.p1	BRALA24058
TCONS_00007962.p1	BRALA24056
TCONS_00007963.p1	BRALA09170
TCONS_00007965.p1	BRALA08887
TCONS_00007966.p1	BRALA03379
TCONS_00007967.p1	BRALA03139
TCONS_00007970.p1	BRALA19254
TCONS_00007972.p1	BRALA14076
TCONS_00007974.p1	BRALA23111
TCONS_00007975.p1	BRALA09186
TCONS_00007976.p1	BRALA01597
TCONS_00007977.p1	BRALA05872
TCONS_00007978.p1	BRALA27222
TCONS_00007979.p1	BRALA34219
TCONS_00007980.p1	BRALA27955
TCONS_00007983.p1	BRALA24314
TCONS_00007984.p1	BRALA03523
TCONS_00007986.p1	BRALA30973
TCONS_00007987.p1	BRALA19971
TCONS_00007988.p1	BRALA29427
TCONS_00007990.p1	BRALA20209
TCONS_00007992.p1	BRALA16625
TCONS_00007993.p1	BRALA26024
TCONS_00007996.p1	BRALA03278
TCONS_00008000.p1	BRALA03277
TCONS_00008001.p1	BRALA03277
TCONS_00008002.p1	BRALA03278
TCONS_00008003.p1	BRALA03278
TCONS_00008004.p1	BRALA03277
TCONS_00008006.p1	BRALA16477
TCONS_00008007.p1	BRALA29467
TCONS_00008009.p1	BRALA03281
TCONS_00008014.p1	BRALA03278
TCONS_00008015.p1	BRALA21835
TCONS_00008016.p1	BRALA26581
TCONS_00008018.p1	BRALA10390
TCONS_00008019.p1	BRALA14512
TCONS_00008020.p1	BRALA17329
TCONS_00008022.p1	BRALA25922
TCONS_00008025.p1	BRALA02343
TCONS_00008027.p1	BRALA32789
TCONS_00008029.p1	BRALA32789
TCONS_00008034.p1	BRALA03296
TCONS_00008035.p1	BRALA20630
TCONS_00008036.p1	BRALA17622
TCONS_00008037.p1	BRALA18409
TCONS_00008040.p1	BRALA08215
TCONS_00008043.p1	BRALA08215
TCONS_00008044.p1	BRALA24055
TCONS_00008045.p1	BRALA24055
TCONS_00008046.p1	BRALA24056
TCONS_00008047.p1	BRALA24055
TCONS_00008050.p1	BRALA01192
TCONS_00008051.p1	BRALA08308
TCONS_00008053.p1	BRALA27223
TCONS_00008056.p1	BRALA20585
TCONS_00008057.p1	BRALA20586
TCONS_00008058.p1	BRALA21244
TCONS_00008060.p1	BRALA06510
TCONS_00008062.p1	BRALA18248
TCONS_00008067.p1	BRALA03157
TCONS_00008068.p1	BRALA32010
TCONS_00008069.p1	BRALA17661
TCONS_00008070.p1	BRALA11528
TCONS_00008071.p1	BRALA03153
TCONS_00008075.p1	BRALA31602
TCONS_00008076.p1	BRALA12485
TCONS_00008077.p1	BRALA30474
TCONS_00008078.p1	BRALA20017
TCONS_00008080.p1	BRALA20020
TCONS_00008081.p1	BRALA20235
TCONS_00008082.p1	BRALA20225
TCONS_00008083.p1	BRALA20220
TCONS_00008087.p1	BRALA20218
TCONS_00008093.p1	BRALA13032
TCONS_00008094.p1	BRALA03408
TCONS_00008097.p1	BRALA03353
TCONS_00008103.p1	BRALA08748
TCONS_00008105.p1	BRALA03334
TCONS_00008106.p1	BRALA19095
TCONS_00008107.p1	BRALA03342
TCONS_00008115.p1	BRALA06912
TCONS_00008116.p1	BRALA01182
TCONS_00008117.p1	BRALA11405
TCONS_00008118.p1	BRALA19618
TCONS_00008119.p1	BRALA19618
TCONS_00008120.p1	BRALA19618
TCONS_00008121.p1	BRALA03390
TCONS_00008123.p1	BRALA19111
TCONS_00008124.p1	BRALA27615
TCONS_00008125.p1	BRALA29210
TCONS_00008128.p1	BRALA03112
TCONS_00008130.p1	BRALA06843
TCONS_00008131.p1	BRALA34721
TCONS_00008132.p1	BRALA20253
TCONS_00008145.p1	BRALA03360
TCONS_00008146.p1	BRALA03555
TCONS_00008149.p1	BRALA28894
TCONS_00008150.p1	BRALA32371
TCONS_00008152.p1	BRALA12528
TCONS_00008153.p1	BRALA12530
TCONS_00008156.p1	BRALA16448
TCONS_00008157.p1	BRALA16434
TCONS_00008159.p1	BRALA25783
TCONS_00008160.p1	BRALA22030
TCONS_00008163.p1	BRALA03631
TCONS_00008164.p1	BRALA01459
TCONS_00008166.p1	BRALA21994
TCONS_00008169.p1	BRALA16522
TCONS_00008170.p1	BRALA03385
TCONS_00008171.p1	BRALA03385
TCONS_00008172.p1	BRALA15935
TCONS_00008173.p1	BRALA16515
TCONS_00008174.p1	BRALA26593
TCONS_00008175.p1	BRALA32086
TCONS_00008179.p1	BRALA08406
TCONS_00008180.p1	BRALA20621
TCONS_00008182.p1	BRALA35796
TCONS_00008185.p1	BRALA00945
TCONS_00008187.p1	BRALA20413
TCONS_00008190.p1	BRALA08406
TCONS_00008192.p1	BRALA20621
TCONS_00008195.p1	BRALA30808
TCONS_00008196.p1	BRALA09824
TCONS_00008197.p1	BRALA19789
TCONS_00008201.p1	BRALA03106
TCONS_00008204.p1	BRALA03215
TCONS_00008205.p1	BRALA03216
TCONS_00008207.p1	BRALA02668
TCONS_00008209.p1	BRALA17138
TCONS_00008213.p1	BRALA03383
TCONS_00008214.p1	BRALA32795
TCONS_00008215.p1	BRALA03083
TCONS_00008216.p1	BRALA03081
TCONS_00008218.p1	BRALA12340
TCONS_00008220.p1	BRALA17383
TCONS_00008222.p1	BRALA03173
TCONS_00008224.p1	BRALA00639
TCONS_00008225.p1	BRALA17684
TCONS_00008227.p1	BRALA17684
TCONS_00008228.p1	BRALA04497
TCONS_00008229.p1	BRALA26752
TCONS_00008231.p1	BRALA26752
TCONS_00008232.p1	BRALA01120
TCONS_00008233.p1	BRALA20444
TCONS_00008234.p1	BRALA30701
TCONS_00008235.p1	BRALA09527
TCONS_00008238.p1	BRALA26752
TCONS_00008240.p1	BRALA01120
TCONS_00008241.p1	BRALA00639
TCONS_00008242.p1	BRALA12517
TCONS_00008247.p1	BRALA12515
TCONS_00008253.p1	BRALA17648
TCONS_00008254.p1	BRALA30809
TCONS_00008255.p1	BRALA12209
TCONS_00008287.p1	BRALA20552
TCONS_00008288.p1	BRALA20904
TCONS_00008289.p1	BRALA20904
TCONS_00008291.p1	BRALA03061
TCONS_00008292.p1	BRALA03060
TCONS_00008298.p1	BRALA19988
TCONS_00008299.p1	BRALA13800
TCONS_00008302.p1	BRALA03655
TCONS_00008306.p1	BRALA31585
TCONS_00008307.p1	BRALA02410
TCONS_00008308.p1	BRALA14048
TCONS_00008311.p1	BRALA27486
TCONS_00008312.p1	BRALA06517
TCONS_00008314.p1	BRALA35743
TCONS_00008315.p1	BRALA02411
TCONS_00008316.p1	BRALA12914
TCONS_00008317.p1	BRALA02411
TCONS_00008318.p1	BRALA05298
TCONS_00008319.p1	BRALA02411
TCONS_00008320.p1	BRALA30477
TCONS_00008321.p1	BRALA05559
TCONS_00008322.p1	BRALA12914
TCONS_00008329.p1	BRALA11951
TCONS_00008330.p1	BRALA22796
TCONS_00008332.p1	BRALA04611
TCONS_00008333.p1	BRALA17628
TCONS_00008334.p1	BRALA21309
TCONS_00008338.p1	BRALA22048
TCONS_00008346.p1	BRALA22438
TCONS_00008347.p1	BRALA14342
TCONS_00008348.p1	BRALA22438
TCONS_00008349.p1	BRALA00990
TCONS_00008351.p1	BRALA00617
TCONS_00008352.p1	BRALA11406
TCONS_00008353.p1	BRALA11406
TCONS_00008354.p1	BRALA11406
TCONS_00008357.p1	BRALA04447
TCONS_00008358.p1	BRALA15408
TCONS_00008359.p1	BRALA19943
TCONS_00008360.p1	BRALA20014
TCONS_00008361.p1	BRALA19946
TCONS_00008363.p1	BRALA19961
TCONS_00008364.p1	BRALA19959
TCONS_00008369.p1	BRALA12492
TCONS_00008370.p1	BRALA05278
TCONS_00008371.p1	BRALA03553
TCONS_00008374.p1	BRALA19990
TCONS_00008376.p1	BRALA01526
TCONS_00008379.p1	BRALA11822
TCONS_00008380.p1	BRALA20445
TCONS_00008381.p1	BRALA12449
TCONS_00008382.p1	BRALA12451
TCONS_00008384.p1	BRALA26597
TCONS_00008385.p1	BRALA07330
TCONS_00008386.p1	BRALA12452
TCONS_00008388.p1	BRALA19108
TCONS_00008390.p1	BRALA20212
TCONS_00008391.p1	BRALA26417
TCONS_00008393.p1	BRALA09949
TCONS_00008394.p1	BRALA21875
TCONS_00008395.p1	BRALA21455
TCONS_00008396.p1	BRALA16317
TCONS_00008398.p1	BRALA28440
TCONS_00008400.p1	BRALA33969
TCONS_00008401.p1	BRALA03071
TCONS_00008402.p1	BRALA34051
TCONS_00008403.p1	BRALA33137
TCONS_00008404.p1	BRALA09824
TCONS_00008405.p1	BRALA04568
TCONS_00008406.p1	BRALA06271
TCONS_00008407.p1	BRALA15109
TCONS_00008408.p1	BRALA16613
TCONS_00008409.p1	BRALA24541
TCONS_00008410.p1	BRALA15109
TCONS_00008412.p1	BRALA28354
TCONS_00008413.p1	BRALA28355
TCONS_00008414.p1	BRALA21433
TCONS_00008415.p1	BRALA14317
TCONS_00008416.p1	BRALA06721
TCONS_00008418.p1	BRALA20015
TCONS_00008420.p1	BRALA05847
TCONS_00008421.p1	BRALA05847
TCONS_00008422.p1	BRALA04956
TCONS_00008423.p1	BRALA03437
TCONS_00008429.p1	BRALA03442
TCONS_00008430.p1	BRALA03442
TCONS_00008432.p1	BRALA20014
TCONS_00008434.p1	BRALA17624
TCONS_00008437.p1	BRALA03222
TCONS_00008442.p1	BRALA06975
TCONS_00008446.p1	BRALA30117
TCONS_00008447.p1	BRALA13629
TCONS_00008448.p1	BRALA13629
TCONS_00008449.p1	BRALA03217
TCONS_00008450.p1	BRALA03217
TCONS_00008451.p1	BRALA25632
TCONS_00008453.p1	BRALA21803
TCONS_00008457.p1	BRALA19942
TCONS_00008458.p1	BRALA19941
TCONS_00008460.p1	BRALA01524
TCONS_00008462.p1	BRALA28090
TCONS_00008464.p1	BRALA03529
TCONS_00008468.p1	BRALA18474
TCONS_00008472.p1	BRALA03539
TCONS_00008473.p1	BRALA13544
TCONS_00008474.p1	BRALA19904
TCONS_00008475.p1	BRALA03249
TCONS_00008478.p1	BRALA03065
TCONS_00008480.p1	BRALA00934
TCONS_00008481.p1	BRALA03098
TCONS_00008482.p1	BRALA03100
TCONS_00008484.p1	BRALA19092
TCONS_00008485.p5	BRALA11049
TCONS_00008486.p1	BRALA03113
TCONS_00008487.p1	BRALA19093
TCONS_00008490.p1	BRALA15989
TCONS_00008491.p1	BRALA03133
TCONS_00008492.p1	BRALA03093
TCONS_00008495.p1	BRALA16134
TCONS_00008498.p1	BRALA33420
TCONS_00008500.p1	BRALA16138
TCONS_00008504.p1	BRALA19974
TCONS_00008509.p1	BRALA08161
TCONS_00008515.p1	BRALA33178
TCONS_00008516.p1	BRALA31211
TCONS_00008525.p1	BRALA15348
TCONS_00008526.p1	BRALA22147
TCONS_00008529.p1	BRALA00456
TCONS_00008530.p1	BRALA03800
TCONS_00008531.p1	BRALA29858
TCONS_00008536.p1	BRALA26008
TCONS_00008540.p1	BRALA17329
TCONS_00008542.p1	BRALA12497
TCONS_00008544.p1	BRALA12502
TCONS_00008545.p1	BRALA28126
TCONS_00008546.p1	BRALA20186
TCONS_00008547.p1	BRALA19037
TCONS_00008548.p1	BRALA21217
TCONS_00008549.p1	BRALA17601
TCONS_00008551.p1	BRALA25115
TCONS_00008552.p1	BRALA12290
TCONS_00008553.p1	BRALA12290
TCONS_00008555.p1	BRALA24066
TCONS_00008556.p1	BRALA24066
TCONS_00008558.p1	BRALA25637
TCONS_00008559.p1	BRALA03800
TCONS_00008560.p1	BRALA06612
TCONS_00008562.p1	BRALA06612
TCONS_00008563.p1	BRALA16560
TCONS_00008567.p1	BRALA20177
TCONS_00008569.p1	BRALA09099
TCONS_00008570.p1	BRALA15605
TCONS_00008571.p1	BRALA10874
TCONS_00008572.p1	BRALA09987
TCONS_00008573.p1	BRALA13627
TCONS_00008575.p1	BRALA15605
TCONS_00008576.p1	BRALA13627
TCONS_00008577.p1	BRALA29424
TCONS_00008579.p1	BRALA12730
TCONS_00008580.p1	BRALA01262
TCONS_00008581.p1	BRALA29424
TCONS_00008582.p1	BRALA09471
TCONS_00008584.p1	BRALA23393
TCONS_00008586.p1	BRALA21171
TCONS_00008587.p1	BRALA28095
TCONS_00008588.p1	BRALA03563
TCONS_00008591.p1	BRALA28732
TCONS_00008593.p1	BRALA12443
TCONS_00008596.p1	BRALA16524
TCONS_00008602.p1	BRALA17374
TCONS_00008605.p1	BRALA28100
TCONS_00008606.p1	BRALA16709
TCONS_00008610.p1	BRALA15053
TCONS_00008611.p1	BRALA06017
TCONS_00008615.p1	BRALA06017
TCONS_00008616.p1	BRALA28435
TCONS_00008617.p1	BRALA28434
TCONS_00008619.p1	BRALA07024
TCONS_00008620.p1	BRALA07024
TCONS_00008622.p1	BRALA18280
TCONS_00008623.p1	BRALA18280
TCONS_00008624.p1	BRALA18280
TCONS_00008625.p1	BRALA18280
TCONS_00008626.p1	BRALA30619
TCONS_00008627.p1	BRALA17677
TCONS_00008628.p1	BRALA03121
TCONS_00008629.p1	BRALA03121
TCONS_00008631.p1	BRALA25046
TCONS_00008633.p1	BRALA27313
TCONS_00008634.p1	BRALA03250
TCONS_00008635.p1	BRALA03255
TCONS_00008637.p1	BRALA26566
TCONS_00008638.p1	BRALA12461
TCONS_00008641.p1	BRALA12463
TCONS_00008643.p1	BRALA03161
TCONS_00008646.p1	BRALA17639
TCONS_00008648.p1	BRALA20574
TCONS_00008650.p1	BRALA13629
TCONS_00008651.p1	BRALA20583
TCONS_00008653.p1	BRALA20584
TCONS_00008655.p1	BRALA20584
TCONS_00008656.p1	BRALA03451
TCONS_00008658.p1	BRALA26958
TCONS_00008659.p1	BRALA20213
TCONS_00008660.p1	BRALA20213
TCONS_00008661.p1	BRALA20213
TCONS_00008662.p1	BRALA20213
TCONS_00008663.p1	BRALA14259
TCONS_00008664.p1	BRALA13599
TCONS_00008665.p1	BRALA13697
TCONS_00008667.p1	BRALA13697
TCONS_00008669.p1	BRALA13697
TCONS_00008672.p1	BRALA13697
TCONS_00008675.p1	BRALA13697
TCONS_00008676.p1	BRALA03146
TCONS_00008678.p1	BRALA03150
TCONS_00008680.p1	BRALA22415
TCONS_00008682.p1	BRALA20010
TCONS_00008683.p1	BRALA28027
TCONS_00008684.p1	BRALA20012
TCONS_00008685.p1	BRALA20004
TCONS_00008686.p1	BRALA27095
TCONS_00008688.p1	BRALA17452
TCONS_00008689.p1	BRALA16459
TCONS_00008690.p1	BRALA16459
TCONS_00008691.p1	BRALA21309
TCONS_00008693.p1	BRALA18906
TCONS_00008695.p1	BRALA12465
TCONS_00008696.p1	BRALA07290
TCONS_00008697.p1	BRALA33181
TCONS_00008698.p1	BRALA02098
TCONS_00008703.p1	BRALA15408
TCONS_00008708.p1	BRALA04447
TCONS_00008709.p1	BRALA04447
TCONS_00008710.p1	BRALA15408
TCONS_00008711.p1	BRALA17622
TCONS_00008712.p1	BRALA03142
TCONS_00008713.p1	BRALA05844
TCONS_00008714.p2	BRALA04474
TCONS_00008715.p1	BRALA22881
TCONS_00008717.p1	BRALA33771
TCONS_00008718.p1	BRALA18682
TCONS_00008719.p1	BRALA29553
TCONS_00008720.p1	BRALA03094
TCONS_00008722.p1	BRALA03095
TCONS_00008723.p1	BRALA03096
TCONS_00008724.p1	BRALA03407
TCONS_00008726.p1	BRALA19119
TCONS_00008727.p1	BRALA03163
TCONS_00008729.p1	BRALA20025
TCONS_00008730.p1	BRALA12209
TCONS_00008734.p1	BRALA29437
TCONS_00008742.p1	BRALA23872
TCONS_00008743.p1	BRALA27319
TCONS_00008744.p1	BRALA27607
TCONS_00008746.p1	BRALA16072
TCONS_00008747.p1	BRALA03297
TCONS_00008749.p1	BRALA32801
TCONS_00008750.p1	BRALA26580
TCONS_00008751.p1	BRALA28433
TCONS_00008752.p1	BRALA24464
TCONS_00008753.p1	BRALA28430
TCONS_00008754.p1	BRALA03464
TCONS_00008755.p1	BRALA18292
TCONS_00008760.p1	BRALA17587
TCONS_00008767.p1	BRALA28069
TCONS_00008771.p1	BRALA02719
TCONS_00008772.p1	BRALA13662
TCONS_00008773.p1	BRALA19110
TCONS_00008774.p1	BRALA07760
TCONS_00008775.p1	BRALA01496
TCONS_00008776.p1	BRALA19110
TCONS_00008777.p1	BRALA19110
TCONS_00008781.p1	BRALA22395
TCONS_00008782.p1	BRALA07358
TCONS_00008783.p1	BRALA03185
TCONS_00008786.p1	BRALA12956
TCONS_00008788.p2	BRALA33181
TCONS_00008789.p1	BRALA12956
TCONS_00008790.p1	BRALA01199
TCONS_00008791.p1	BRALA03358
TCONS_00008793.p1	BRALA03355
TCONS_00008794.p1	BRALA03313
TCONS_00008795.p1	BRALA08706
TCONS_00008797.p1	BRALA12466
TCONS_00008799.p1	BRALA13661
TCONS_00008800.p1	BRALA13661
TCONS_00008801.p1	BRALA21993
TCONS_00008804.p1	BRALA03340
TCONS_00008806.p1	BRALA03915
TCONS_00008807.p1	BRALA23146
TCONS_00008808.p1	BRALA06501
TCONS_00008809.p1	BRALA06501
TCONS_00008810.p1	BRALA09471
TCONS_00008813.p1	BRALA19125
TCONS_00008816.p1	BRALA21257
TCONS_00008817.p1	BRALA02795
TCONS_00008820.p1	BRALA03294
TCONS_00008822.p1	BRALA03294
TCONS_00008823.p1	BRALA19998
TCONS_00008824.p1	BRALA09466
TCONS_00008825.p1	BRALA03324
TCONS_00008826.p1	BRALA19999
TCONS_00008828.p1	BRALA32909
TCONS_00008833.p1	BRALA19117
TCONS_00008834.p1	BRALA19119
TCONS_00008835.p1	BRALA12466
TCONS_00008836.p1	BRALA11124
TCONS_00008838.p1	BRALA22381
TCONS_00008839.p1	BRALA20233
TCONS_00008840.p1	BRALA20233
TCONS_00008841.p1	BRALA02522
TCONS_00008842.p1	BRALA11123
TCONS_00008850.p1	BRALA11123
TCONS_00008851.p1	BRALA01448
TCONS_00008854.p1	BRALA23361
TCONS_00008855.p1	BRALA23361
TCONS_00008856.p1	BRALA01359
TCONS_00008858.p1	BRALA03348
TCONS_00008860.p1	BRALA03230
TCONS_00008862.p1	BRALA22382
TCONS_00008866.p1	BRALA16560
TCONS_00008867.p2	BRALA01448
TCONS_00008868.p1	BRALA17533
TCONS_00008869.p1	BRALA05963
TCONS_00008872.p1	BRALA01526
TCONS_00008874.p1	BRALA14274
TCONS_00008875.p1	BRALA34559
TCONS_00008877.p1	BRALA16193
TCONS_00008878.p1	BRALA18301
TCONS_00008886.p1	BRALA01526
TCONS_00008888.p1	BRALA10126
TCONS_00008889.p1	BRALA16141
TCONS_00008891.p1	BRALA16100
TCONS_00008892.p1	BRALA20592
TCONS_00008894.p1	BRALA02343
TCONS_00008896.p1	BRALA16196
TCONS_00008897.p1	BRALA33420
TCONS_00008899.p1	BRALA02189
TCONS_00008901.p1	BRALA05880
TCONS_00008904.p1	BRALA22405
TCONS_00008905.p1	BRALA22406
TCONS_00008906.p1	BRALA22400
TCONS_00008907.p1	BRALA32046
TCONS_00008908.p1	BRALA27904
TCONS_00008909.p1	BRALA29800
TCONS_00008912.p1	BRALA11885
TCONS_00008915.p1	BRALA03265
TCONS_00008916.p1	BRALA17641
TCONS_00008917.p1	BRALA23372
TCONS_00008918.p1	BRALA03238
TCONS_00008920.p1	BRALA03238
TCONS_00008921.p1	BRALA03655
TCONS_00008922.p1	BRALA11123
TCONS_00008923.p1	BRALA08307
TCONS_00008925.p1	BRALA02738
TCONS_00008926.p1	BRALA20477
TCONS_00008930.p1	BRALA03110
TCONS_00008938.p1	BRALA03354
TCONS_00008939.p1	BRALA15107
TCONS_00008942.p1	BRALA03311
TCONS_00008945.p1	BRALA21238
TCONS_00008947.p1	BRALA21233
TCONS_00008952.p1	BRALA26877
TCONS_00008957.p1	BRALA30701
TCONS_00008958.p1	BRALA21035
TCONS_00008959.p1	BRALA04447
TCONS_00008960.p1	BRALA15408
TCONS_00008962.p1	BRALA15408
TCONS_00008963.p1	BRALA03071
TCONS_00008966.p1	BRALA03259
TCONS_00008967.p1	BRALA03282
TCONS_00008968.p1	BRALA03286
TCONS_00008969.p1	BRALA20581
TCONS_00008971.p1	BRALA26008
TCONS_00008972.p1	BRALA30865
TCONS_00008973.p1	BRALA29754
TCONS_00008974.p1	BRALA16108
TCONS_00008978.p1	BRALA16108
TCONS_00008979.p1	BRALA16108
TCONS_00008981.p1	BRALA16149
TCONS_00008982.p1	BRALA22400
TCONS_00008983.p1	BRALA22399
TCONS_00008984.p1	BRALA22399
TCONS_00008985.p1	BRALA20114
TCONS_00008987.p1	BRALA20572
TCONS_00008990.p1	BRALA22427
TCONS_00008991.p1	BRALA29754
TCONS_00008992.p1	BRALA03655
TCONS_00008993.p1	BRALA23013
TCONS_00008995.p1	BRALA24055
TCONS_00009001.p1	BRALA17669
TCONS_00009003.p1	BRALA03213
TCONS_00009004.p1	BRALA19538
TCONS_00009005.p1	BRALA09557
TCONS_00009010.p1	BRALA07416
TCONS_00009011.p1	BRALA26569
TCONS_00009012.p1	BRALA03564
TCONS_00009015.p1	BRALA26575
TCONS_00009019.p1	BRALA26573
TCONS_00009021.p1	BRALA26571
TCONS_00009025.p1	BRALA24981
TCONS_00009026.p1	BRALA03308
TCONS_00009027.p1	BRALA17625
TCONS_00009028.p1	BRALA03450
TCONS_00009029.p1	BRALA32086
TCONS_00009030.p1	BRALA03289
TCONS_00009031.p1	BRALA03308
TCONS_00009032.p1	BRALA17625
TCONS_00009034.p1	BRALA30700
TCONS_00009035.p1	BRALA03450
TCONS_00009037.p1	BRALA03289
TCONS_00009038.p1	BRALA08132
TCONS_00009039.p1	BRALA03218
TCONS_00009040.p1	BRALA16493
TCONS_00009041.p1	BRALA34238
