TCONS_00000006.p1	BRALA31224
TCONS_00015755.p1	BRALA06055
TCONS_00015755.p1	BRALA08721
TCONS_00015755.p1	BRALA10376
TCONS_00015755.p1	BRALA15540
TCONS_00015755.p1	BRALA27799
TCONS_00015755.p1	BRALA27805
TCONS_00015755.p1	BRALA27806
TCONS_00015755.p1	BRALA27807
TCONS_00015755.p1	BRALA27808
TCONS_00015755.p1	BRALA27816
TCONS_00015755.p1	BRALA27818
TCONS_00015755.p1	BRALA27820
TCONS_00015755.p1	BRALA27822
TCONS_00015755.p1	BRALA31948
TCONS_00015755.p1	BRALA31950
TCONS_00015755.p1	BRALA31951
TCONS_00015755.p1	BRALA31952
TCONS_00015755.p1	BRALA32899
TCONS_00015755.p1	BRALA33972
TCONS_00015756.p1	BRALA20126
TCONS_00015756.p1	BRALA25367
TCONS_00015756.p1	BRALA26038
TCONS_00015756.p1	BRALA26324
TCONS_00015756.p1	BRALA27709
TCONS_00015756.p1	BRALA27798
TCONS_00015756.p1	BRALA27809
TCONS_00015756.p1	BRALA27813
TCONS_00015756.p1	BRALA27815
TCONS_00015756.p1	BRALA27817
TCONS_00015756.p1	BRALA27821
TCONS_00015756.p1	BRALA29195
TCONS_00015756.p1	BRALA29742
TCONS_00015756.p1	BRALA30852
TCONS_00015756.p1	BRALA31947
TCONS_00015756.p1	BRALA33084
TCONS_00015765.p1	BRALA33306
TCONS_00015771.p1	BRALA21831
TCONS_00015773.p1	BRALA10189
TCONS_00015774.p1	BRALA18309
TCONS_00015778.p1	BRALA18328
TCONS_00015778.p1	BRALA18329
TCONS_00015780.p1	BRALA18327
TCONS_00015781.p1	BRALA27337
TCONS_00015782.p1	BRALA02821
TCONS_00015790.p1	BRALA02827
TCONS_00015791.p1	BRALA02797
TCONS_00015791.p1	BRALA02800
TCONS_00015791.p1	BRALA02801
TCONS_00015791.p1	BRALA03128
TCONS_00015791.p1	BRALA04599
TCONS_00015791.p1	BRALA04600
TCONS_00015791.p1	BRALA04751
TCONS_00015791.p1	BRALA04752
TCONS_00015791.p1	BRALA05394
TCONS_00015791.p1	BRALA05458
TCONS_00015791.p1	BRALA13277
TCONS_00015791.p1	BRALA23728
TCONS_00015791.p1	BRALA29287
TCONS_00015797.p1	BRALA09644
TCONS_00015797.p1	BRALA09646
TCONS_00015797.p1	BRALA20598
TCONS_00015797.p1	BRALA20600
TCONS_00015797.p1	BRALA20601
TCONS_00015797.p1	BRALA24684
TCONS_00015801.p1	BRALA02712
TCONS_00015801.p1	BRALA27627
TCONS_00015808.p1	BRALA02977
TCONS_00015811.p1	BRALA02881
TCONS_00015814.p1	BRALA24367
TCONS_00015815.p1	BRALA21791
TCONS_00015817.p1	BRALA21794
TCONS_00015826.p1	BRALA20612
TCONS_00015828.p1	BRALA20613
TCONS_00015828.p1	BRALA20614
TCONS_00015828.p1	BRALA20616
TCONS_00015835.p1	BRALA02572
TCONS_00015836.p1	BRALA05144
TCONS_00015838.p1	BRALA15180
TCONS_00015839.p1	BRALA02569
TCONS_00015839.p1	BRALA02570
TCONS_00015839.p1	BRALA02571
TCONS_00015840.p1	BRALA10856
TCONS_00015840.p1	BRALA10857
TCONS_00015844.p1	BRALA31087
TCONS_00015846.p1	BRALA30173
TCONS_00015856.p1	BRALA02745
TCONS_00015856.p1	BRALA15989
TCONS_00015856.p1	BRALA29553
TCONS_00015857.p1	BRALA18360
TCONS_00015861.p1	BRALA01090
TCONS_00015862.p1	BRALA24841
TCONS_00015865.p1	BRALA24843
TCONS_00015879.p1	BRALA21732
TCONS_00015891.p1	BRALA18358
TCONS_00015892.p1	BRALA18357
TCONS_00015904.p1	BRALA24102
TCONS_00015905.p1	BRALA18470
TCONS_00015907.p1	BRALA02979
TCONS_00015907.p1	BRALA02982
TCONS_00015907.p1	BRALA08823
TCONS_00015907.p1	BRALA08824
TCONS_00015907.p1	BRALA10056
TCONS_00015907.p1	BRALA23408
TCONS_00015907.p1	BRALA27547
TCONS_00015907.p1	BRALA27548
TCONS_00015912.p1	BRALA10058
TCONS_00015915.p1	BRALA21315
TCONS_00015915.p1	BRALA21316
TCONS_00015915.p1	BRALA21317
TCONS_00015915.p1	BRALA21318
TCONS_00015915.p1	BRALA31049
TCONS_00015924.p1	BRALA12151
TCONS_00015924.p1	BRALA33294
TCONS_00015926.p1	BRALA12121
TCONS_00015926.p1	BRALA21418
TCONS_00015931.p1	BRALA10193
TCONS_00015931.p1	BRALA10194
TCONS_00015932.p1	BRALA24834
TCONS_00015937.p1	BRALA10953
TCONS_00015937.p1	BRALA10954
TCONS_00015937.p1	BRALA20638
TCONS_00015945.p1	BRALA18326
TCONS_00015946.p1	BRALA35784
TCONS_00015951.p1	BRALA20654
TCONS_00015951.p1	BRALA24035
TCONS_00015957.p1	BRALA33315
TCONS_00015961.p1	BRALA10199
TCONS_00015963.p1	BRALA24099
TCONS_00015964.p1	BRALA24094
TCONS_00015965.p1	BRALA10038
TCONS_00015971.p1	BRALA14103
TCONS_00015973.p1	BRALA00299
TCONS_00015973.p1	BRALA00301
TCONS_00015973.p1	BRALA19543
TCONS_00015973.p1	BRALA33896
TCONS_00015974.p1	BRALA01616
TCONS_00015974.p1	BRALA19541
TCONS_00015974.p1	BRALA33811
TCONS_00015988.p1	BRALA11066
TCONS_00015988.p1	BRALA25879
TCONS_00015999.p1	BRALA30385
TCONS_00016002.p1	BRALA28847
TCONS_00016004.p1	BRALA28849
TCONS_00016007.p1	BRALA15160
TCONS_00016009.p1	BRALA02659
TCONS_00016010.p1	BRALA02994
TCONS_00016012.p1	BRALA02905
TCONS_00016014.p1	BRALA16391
TCONS_00016020.p1	BRALA02537
TCONS_00016021.p1	BRALA23646
TCONS_00016022.p1	BRALA02586
TCONS_00016034.p1	BRALA05409
TCONS_00016034.p1	BRALA05410
TCONS_00016034.p1	BRALA08358
TCONS_00016034.p1	BRALA17707
TCONS_00016034.p1	BRALA20079
TCONS_00016035.p1	BRALA00966
TCONS_00016035.p1	BRALA04021
TCONS_00016035.p1	BRALA13105
TCONS_00016035.p1	BRALA22788
TCONS_00016035.p1	BRALA26768
TCONS_00016037.p1	BRALA05189
TCONS_00016037.p1	BRALA07815
TCONS_00016037.p1	BRALA22696
TCONS_00016037.p1	BRALA31309
TCONS_00016043.p1	BRALA02699
TCONS_00016049.p1	BRALA02700
TCONS_00016051.p1	BRALA23670
TCONS_00016052.p1	BRALA02696
TCONS_00016056.p1	BRALA10108
TCONS_00016057.p1	BRALA02660
TCONS_00016057.p1	BRALA34342
TCONS_00016058.p1	BRALA18432
TCONS_00016059.p1	BRALA02996
TCONS_00016060.p1	BRALA10140
TCONS_00016061.p1	BRALA22936
TCONS_00016063.p1	BRALA10022
TCONS_00016076.p1	BRALA27119
TCONS_00016077.p1	BRALA18311
TCONS_00016079.p1	BRALA10069
TCONS_00016080.p1	BRALA10082
TCONS_00016082.p1	BRALA10078
TCONS_00016094.p1	BRALA10093
TCONS_00016099.p1	BRALA12321
TCONS_00016099.p1	BRALA30019
TCONS_00016099.p1	BRALA34660
TCONS_00016102.p1	BRALA27549
TCONS_00016106.p1	BRALA02543
TCONS_00016117.p1	BRALA21805
TCONS_00016120.p1	BRALA18371
TCONS_00016120.p1	BRALA35571
TCONS_00016124.p1	BRALA29966
TCONS_00016128.p1	BRALA18313
TCONS_00016130.p1	BRALA18339
TCONS_00016130.p1	BRALA18340
TCONS_00016131.p1	BRALA18341
TCONS_00016132.p1	BRALA24105
TCONS_00016132.p1	BRALA24106
TCONS_00016132.p1	BRALA24578
TCONS_00016140.p1	BRALA29868
TCONS_00016143.p1	BRALA17523
TCONS_00016151.p1	BRALA28750
TCONS_00016153.p1	BRALA17522
TCONS_00016156.p1	BRALA02620
TCONS_00016156.p1	BRALA04390
TCONS_00016160.p1	BRALA02806
TCONS_00016163.p1	BRALA18436
TCONS_00016182.p1	BRALA02878
TCONS_00016182.p1	BRALA02885
TCONS_00016182.p1	BRALA27335
TCONS_00016190.p1	BRALA13134
TCONS_00016190.p1	BRALA23609
TCONS_00016197.p1	BRALA02914
TCONS_00016199.p1	BRALA00420
TCONS_00016209.p1	BRALA00551
TCONS_00016209.p1	BRALA11072
TCONS_00016209.p1	BRALA18487
TCONS_00016209.p1	BRALA28563
TCONS_00016209.p1	BRALA31722
TCONS_00016217.p1	BRALA10109
TCONS_00016229.p1	BRALA24345
TCONS_00016230.p1	BRALA13027
TCONS_00016230.p1	BRALA24344
TCONS_00016230.p1	BRALA24348
TCONS_00016230.p1	BRALA24349
TCONS_00016230.p1	BRALA30359
TCONS_00016237.p1	BRALA08208
TCONS_00016237.p1	BRALA17528
TCONS_00016239.p1	BRALA35838
TCONS_00016255.p1	BRALA14616
TCONS_00016255.p1	BRALA14617
TCONS_00016257.p1	BRALA02631
TCONS_00016258.p1	BRALA03689
TCONS_00016269.p1	BRALA01267
TCONS_00016269.p1	BRALA05257
TCONS_00016269.p1	BRALA17805
TCONS_00016269.p1	BRALA17806
TCONS_00016269.p1	BRALA24808
TCONS_00016269.p1	BRALA33752
TCONS_00016272.p1	BRALA21310
TCONS_00016273.p1	BRALA03048
TCONS_00016293.p1	BRALA12234
TCONS_00016293.p1	BRALA18459
TCONS_00016293.p1	BRALA18460
TCONS_00016293.p1	BRALA24867
TCONS_00016301.p1	BRALA34270
TCONS_00016303.p1	BRALA00625
TCONS_00016305.p1	BRALA24079
TCONS_00016309.p1	BRALA18304
TCONS_00016319.p1	BRALA19544
TCONS_00016320.p1	BRALA24716
TCONS_00016323.p1	BRALA20651
TCONS_00016323.p1	BRALA20652
TCONS_00016332.p1	BRALA00319
TCONS_00016336.p1	BRALA20595
TCONS_00016336.p1	BRALA35141
TCONS_00016336.p1	BRALA35651
TCONS_00016336.p1	BRALA35910
TCONS_00016337.p1	BRALA28338
TCONS_00016338.p1	BRALA02743
TCONS_00016339.p1	BRALA23114
TCONS_00016340.p1	BRALA02975
TCONS_00016343.p1	BRALA04871
TCONS_00016353.p1	BRALA10086
TCONS_00016357.p1	BRALA10063
TCONS_00016369.p1	BRALA10044
TCONS_00016375.p1	BRALA18397
TCONS_00016378.p1	BRALA02756
TCONS_00016378.p1	BRALA05722
TCONS_00016378.p1	BRALA11912
TCONS_00016378.p1	BRALA16010
TCONS_00016378.p1	BRALA23615
TCONS_00016378.p1	BRALA24413
TCONS_00016378.p1	BRALA27392
TCONS_00016378.p1	BRALA28243
TCONS_00016378.p1	BRALA33521
TCONS_00016381.p1	BRALA02846
TCONS_00016387.p1	BRALA24839
TCONS_00016394.p1	BRALA07786
TCONS_00016394.p1	BRALA07787
TCONS_00016394.p1	BRALA09213
TCONS_00016394.p1	BRALA09215
TCONS_00016394.p1	BRALA09297
TCONS_00016394.p1	BRALA14689
TCONS_00016394.p1	BRALA22307
TCONS_00016394.p1	BRALA22789
TCONS_00016394.p1	BRALA25565
TCONS_00016394.p1	BRALA26764
TCONS_00016394.p1	BRALA26769
TCONS_00016394.p1	BRALA27125
TCONS_00016394.p1	BRALA28559
TCONS_00016394.p1	BRALA30466
TCONS_00016394.p1	BRALA30471
TCONS_00016394.p1	BRALA31312
TCONS_00016394.p1	BRALA31627
TCONS_00016394.p1	BRALA32396
TCONS_00016394.p1	BRALA34600
TCONS_00016397.p1	BRALA24613
TCONS_00016414.p1	BRALA23093
TCONS_00016415.p1	BRALA07508
TCONS_00016421.p1	BRALA22894
TCONS_00016421.p1	BRALA25460
TCONS_00016422.p1	BRALA01120
TCONS_00016422.p1	BRALA17734
TCONS_00016422.p1	BRALA21832
TCONS_00016427.p1	BRALA01016
TCONS_00016429.p1	BRALA14272
TCONS_00016429.p1	BRALA34360
TCONS_00016430.p1	BRALA10123
TCONS_00016440.p1	BRALA02544
TCONS_00016442.p1	BRALA20609
TCONS_00016446.p1	BRALA10024
TCONS_00016456.p1	BRALA01067
TCONS_00016456.p1	BRALA02907
TCONS_00016456.p1	BRALA17964
TCONS_00016456.p1	BRALA18337
TCONS_00016456.p1	BRALA25614
TCONS_00016456.p1	BRALA25616
TCONS_00016456.p1	BRALA29068
TCONS_00016457.p1	BRALA18338
TCONS_00016466.p1	BRALA21319
TCONS_00016477.p1	BRALA29224
TCONS_00016480.p1	BRALA22241
TCONS_00016487.p1	BRALA15207
TCONS_00016488.p1	BRALA28989
TCONS_00016489.p1	BRALA19873
TCONS_00016489.p1	BRALA26330
TCONS_00016490.p1	BRALA10145
TCONS_00016501.p1	BRALA02715
TCONS_00016504.p1	BRALA06470
TCONS_00016504.p1	BRALA06471
TCONS_00016504.p1	BRALA06472
TCONS_00016504.p1	BRALA06875
TCONS_00016515.p1	BRALA28062
TCONS_00016515.p1	BRALA34318
TCONS_00016517.p1	BRALA02456
TCONS_00016517.p1	BRALA02457
TCONS_00016517.p1	BRALA04109
TCONS_00016517.p1	BRALA14623
TCONS_00016517.p1	BRALA19233
TCONS_00016517.p1	BRALA23580
TCONS_00016517.p1	BRALA24206
TCONS_00016517.p1	BRALA24207
TCONS_00016517.p1	BRALA28906
TCONS_00016517.p1	BRALA34948
TCONS_00016517.p1	BRALA35630
TCONS_00016522.p1	BRALA10060
TCONS_00016523.p1	BRALA27552
TCONS_00016527.p1	BRALA02759
TCONS_00016528.p1	BRALA16190
TCONS_00016528.p1	BRALA16192
TCONS_00016530.p1	BRALA10176
TCONS_00016530.p1	BRALA33320
TCONS_00016533.p1	BRALA17530
TCONS_00016534.p1	BRALA19536
TCONS_00016538.p1	BRALA02962
TCONS_00016538.p1	BRALA02964
TCONS_00016538.p1	BRALA17269
TCONS_00016538.p1	BRALA17279
TCONS_00016538.p1	BRALA35465
TCONS_00016541.p1	BRALA03045
TCONS_00016541.p1	BRALA13770
TCONS_00016545.p1	BRALA10192
TCONS_00016546.p1	BRALA20603
TCONS_00016546.p1	BRALA34630
TCONS_00016548.p1	BRALA15981
TCONS_00016548.p1	BRALA16881
TCONS_00016548.p1	BRALA25415
TCONS_00016548.p1	BRALA27099
TCONS_00016548.p1	BRALA28334
TCONS_00016548.p1	BRALA34626
TCONS_00016551.p1	BRALA12428
TCONS_00016551.p1	BRALA14730
TCONS_00016557.p1	BRALA10032
TCONS_00016561.p1	BRALA02883
TCONS_00016563.p1	BRALA27400
TCONS_00016566.p1	BRALA20622
TCONS_00016568.p1	BRALA20624
TCONS_00016569.p1	BRALA02787
TCONS_00016579.p1	BRALA11851
TCONS_00016580.p1	BRALA02779
TCONS_00016580.p1	BRALA02780
TCONS_00016580.p1	BRALA35375
TCONS_00016582.p1	BRALA23651
TCONS_00016584.p1	BRALA18477
TCONS_00016584.p1	BRALA18479
TCONS_00016584.p1	BRALA18480
TCONS_00016591.p1	BRALA15587
TCONS_00016591.p1	BRALA26883
TCONS_00016591.p1	BRALA33474
TCONS_00016595.p1	BRALA27383
TCONS_00016597.p1	BRALA09758
TCONS_00016600.p1	BRALA09812
TCONS_00016601.p1	BRALA09055
TCONS_00016604.p1	BRALA01807
TCONS_00016605.p1	BRALA31720
TCONS_00016606.p1	BRALA21727
TCONS_00016609.p1	BRALA20635
TCONS_00016624.p1	BRALA04396
TCONS_00016624.p1	BRALA07917
TCONS_00016625.p1	BRALA17151
TCONS_00016630.p1	BRALA25625
TCONS_00016640.p1	BRALA27101
TCONS_00016640.p1	BRALA27102
TCONS_00016641.p1	BRALA34516
TCONS_00016641.p1	BRALA35296
TCONS_00016644.p1	BRALA04358
TCONS_00016644.p1	BRALA09846
TCONS_00016644.p1	BRALA19220
TCONS_00016644.p1	BRALA28398
TCONS_00016644.p1	BRALA34084
TCONS_00016653.p1	BRALA18800
TCONS_00016655.p1	BRALA00415
TCONS_00016658.p1	BRALA20630
TCONS_00016658.p1	BRALA20631
TCONS_00016658.p1	BRALA21327
TCONS_00016658.p1	BRALA26827
TCONS_00016658.p1	BRALA26829
TCONS_00016658.p1	BRALA34706
TCONS_00016658.p1	BRALA34773
TCONS_00016659.p1	BRALA20633
TCONS_00016662.p1	BRALA20464
TCONS_00016664.p1	BRALA31423
TCONS_00016667.p1	BRALA10147
TCONS_00016669.p1	BRALA22243
TCONS_00016676.p1	BRALA25934
TCONS_00016676.p1	BRALA25935
TCONS_00016678.p1	BRALA03051
TCONS_00016678.p1	BRALA03055
TCONS_00016683.p1	BRALA10095
TCONS_00016684.p1	BRALA20647
TCONS_00016686.p1	BRALA23079
TCONS_00016689.p1	BRALA02593
TCONS_00016690.p1	BRALA10114
TCONS_00016691.p1	BRALA09911
TCONS_00016696.p1	BRALA18453
TCONS_00016701.p1	BRALA27665
TCONS_00016709.p1	BRALA10106
TCONS_00016709.p1	BRALA10107
TCONS_00016712.p1	BRALA21828
TCONS_00016718.p1	BRALA13794
TCONS_00016722.p1	BRALA10091
TCONS_00016727.p1	BRALA05000
TCONS_00016727.p1	BRALA05767
TCONS_00016727.p1	BRALA09034
TCONS_00016727.p1	BRALA27034
TCONS_00016728.p1	BRALA05753
TCONS_00016728.p1	BRALA06892
TCONS_00016728.p1	BRALA06947
TCONS_00016728.p1	BRALA20417
TCONS_00016728.p1	BRALA28173
TCONS_00016729.p1	BRALA27401
TCONS_00016732.p1	BRALA28337
TCONS_00016737.p1	BRALA18060
TCONS_00016737.p1	BRALA35710
TCONS_00016747.p1	BRALA25597
TCONS_00016749.p1	BRALA17971
TCONS_00016749.p1	BRALA23347
TCONS_00016749.p1	BRALA29503
TCONS_00016750.p1	BRALA30848
TCONS_00016754.p1	BRALA00553
TCONS_00016754.p1	BRALA00608
TCONS_00016754.p1	BRALA01849
TCONS_00016754.p1	BRALA02300
TCONS_00016754.p1	BRALA03461
TCONS_00016754.p1	BRALA06252
TCONS_00016754.p1	BRALA07394
TCONS_00016754.p1	BRALA08549
TCONS_00016754.p1	BRALA08583
TCONS_00016754.p1	BRALA09224
TCONS_00016754.p1	BRALA09253
TCONS_00016754.p1	BRALA12269
TCONS_00016754.p1	BRALA12551
TCONS_00016754.p1	BRALA13518
TCONS_00016754.p1	BRALA13731
TCONS_00016754.p1	BRALA14873
TCONS_00016754.p1	BRALA14942
TCONS_00016754.p1	BRALA16025
TCONS_00016754.p1	BRALA17526
TCONS_00016754.p1	BRALA18523
TCONS_00016754.p1	BRALA18817
TCONS_00016754.p1	BRALA19106
TCONS_00016754.p1	BRALA19357
TCONS_00016754.p1	BRALA19940
TCONS_00016754.p1	BRALA20145
TCONS_00016754.p1	BRALA20167
TCONS_00016754.p1	BRALA23290
TCONS_00016754.p1	BRALA23790
TCONS_00016754.p1	BRALA23844
TCONS_00016754.p1	BRALA25082
TCONS_00016754.p1	BRALA25546
TCONS_00016754.p1	BRALA25792
TCONS_00016754.p1	BRALA27589
TCONS_00016754.p1	BRALA29085
TCONS_00016754.p1	BRALA29561
TCONS_00016754.p1	BRALA29939
TCONS_00016754.p1	BRALA29998
TCONS_00016754.p1	BRALA30297
TCONS_00016754.p1	BRALA31241
TCONS_00016754.p1	BRALA31387
TCONS_00016754.p1	BRALA31523
TCONS_00016754.p1	BRALA31815
TCONS_00016754.p1	BRALA33510
TCONS_00016754.p1	BRALA34350
TCONS_00016754.p1	BRALA34366
TCONS_00016754.p1	BRALA35360
TCONS_00016761.p1	BRALA02607
TCONS_00016761.p1	BRALA12675
TCONS_00016761.p1	BRALA18877
TCONS_00016761.p1	BRALA20709
TCONS_00016761.p1	BRALA24598
TCONS_00016761.p1	BRALA29549
TCONS_00016761.p1	BRALA31851
TCONS_00016761.p1	BRALA32754
TCONS_00016765.p1	BRALA13707
TCONS_00016768.p1	BRALA15242
TCONS_00016773.p1	BRALA10120
TCONS_00016773.p1	BRALA24089
TCONS_00016777.p1	BRALA13724
TCONS_00016783.p1	BRALA13715
TCONS_00016784.p2	BRALA05193
TCONS_00016784.p2	BRALA05748
TCONS_00016784.p2	BRALA31998
TCONS_00016785.p1	BRALA13708
TCONS_00016796.p1	BRALA22949
TCONS_00016797.p1	BRALA04657
TCONS_00016798.p1	BRALA04571
TCONS_00016798.p1	BRALA17582
TCONS_00016798.p1	BRALA35727
TCONS_00016800.p1	BRALA12877
TCONS_00016801.p1	BRALA29053
TCONS_00016805.p1	BRALA07331
TCONS_00016805.p1	BRALA10964
TCONS_00016806.p1	BRALA13730
TCONS_00016808.p1	BRALA09642
TCONS_00016810.p1	BRALA12880
TCONS_00016811.p1	BRALA12881
TCONS_00016819.p1	BRALA13564
TCONS_00016819.p1	BRALA13566
TCONS_00016819.p1	BRALA13567
TCONS_00016822.p1	BRALA35516
TCONS_00016823.p1	BRALA06351
TCONS_00016823.p1	BRALA24222
TCONS_00016823.p1	BRALA30341
TCONS_00016823.p1	BRALA30342
TCONS_00016823.p1	BRALA33626
TCONS_00016823.p1	BRALA33879
TCONS_00016823.p1	BRALA34469
TCONS_00016823.p1	BRALA35303
TCONS_00016823.p1	BRALA35363
TCONS_00016823.p1	BRALA35697
TCONS_00016829.p1	BRALA13214
TCONS_00016829.p1	BRALA23339
TCONS_00016830.p1	BRALA12848
TCONS_00016830.p1	BRALA18858
TCONS_00016839.p1	BRALA02116
TCONS_00016842.p1	BRALA05717
TCONS_00016842.p1	BRALA11342
TCONS_00016843.p1	BRALA20577
TCONS_00016847.p1	BRALA20649
TCONS_00016848.p1	BRALA26267
TCONS_00016851.p1	BRALA23145
TCONS_00016854.p1	BRALA13747
TCONS_00016855.p1	BRALA21175
TCONS_00016857.p1	BRALA10239
TCONS_00016861.p1	BRALA04376
TCONS_00016870.p1	BRALA19426
TCONS_00016871.p1	BRALA21166
TCONS_00016874.p1	BRALA29221
TCONS_00016874.p1	BRALA29222
TCONS_00016889.p1	BRALA31499
TCONS_00016890.p1	BRALA02319
TCONS_00016891.p1	BRALA10241
TCONS_00016892.p1	BRALA01591
TCONS_00016892.p1	BRALA04114
TCONS_00016892.p1	BRALA29260
TCONS_00016892.p1	BRALA29264
TCONS_00016892.p1	BRALA30220
TCONS_00016893.p1	BRALA04172
TCONS_00016893.p1	BRALA04375
TCONS_00016893.p1	BRALA05448
TCONS_00016893.p1	BRALA09749
TCONS_00016893.p1	BRALA09752
TCONS_00016893.p1	BRALA09753
TCONS_00016893.p1	BRALA09755
TCONS_00016895.p1	BRALA14695
TCONS_00016896.p1	BRALA14593
TCONS_00016896.p1	BRALA14595
TCONS_00016897.p1	BRALA10293
TCONS_00016900.p1	BRALA29465
TCONS_00016901.p1	BRALA20292
TCONS_00016923.p1	BRALA10892
TCONS_00016923.p1	BRALA20799
TCONS_00016923.p1	BRALA24933
TCONS_00016923.p1	BRALA28769
TCONS_00016923.p1	BRALA32674
TCONS_00016924.p1	BRALA09777
TCONS_00016926.p1	BRALA01365
TCONS_00016926.p1	BRALA06589
TCONS_00016926.p1	BRALA13994
TCONS_00016926.p1	BRALA14727
TCONS_00016926.p1	BRALA15569
TCONS_00016926.p1	BRALA17469
TCONS_00016926.p1	BRALA17470
TCONS_00016926.p1	BRALA20099
TCONS_00016926.p1	BRALA20204
TCONS_00016926.p1	BRALA21065
TCONS_00016926.p1	BRALA21395
TCONS_00016926.p1	BRALA22543
TCONS_00016926.p1	BRALA22614
TCONS_00016926.p1	BRALA22790
TCONS_00016926.p1	BRALA23541
TCONS_00016926.p1	BRALA29735
TCONS_00016926.p1	BRALA30509
TCONS_00016926.p1	BRALA32445
TCONS_00016926.p1	BRALA35988
TCONS_00016938.p1	BRALA29598
TCONS_00016939.p1	BRALA34831
TCONS_00016939.p1	BRALA35454
TCONS_00016939.p1	BRALA35542
TCONS_00016945.p1	BRALA08505
TCONS_00016945.p1	BRALA25865
TCONS_00016945.p1	BRALA31213
TCONS_00016946.p1	BRALA12013
TCONS_00016946.p1	BRALA12989
TCONS_00016946.p1	BRALA33598
TCONS_00016954.p1	BRALA00474
TCONS_00016954.p1	BRALA04874
TCONS_00016954.p1	BRALA09291
TCONS_00016954.p1	BRALA18178
TCONS_00016954.p1	BRALA20812
TCONS_00016954.p1	BRALA21834
TCONS_00016954.p1	BRALA27124
TCONS_00016954.p1	BRALA30071
TCONS_00016955.p1	BRALA16309
TCONS_00016973.p1	BRALA14740
TCONS_00016975.p1	BRALA13773
TCONS_00016975.p1	BRALA13775
TCONS_00016980.p1	BRALA09669
TCONS_00016997.p1	BRALA20639
TCONS_00016999.p1	BRALA12889
TCONS_00017004.p1	BRALA21119
TCONS_00017006.p1	BRALA07096
TCONS_00017012.p1	BRALA06567
TCONS_00017013.p1	BRALA18758
TCONS_00017022.p1	BRALA22701
TCONS_00017027.p1	BRALA15870
TCONS_00017035.p1	BRALA01474
TCONS_00017046.p1	BRALA21133
TCONS_00017046.p1	BRALA21134
TCONS_00017047.p1	BRALA06566
TCONS_00017047.p1	BRALA07220
TCONS_00017047.p1	BRALA14820
TCONS_00017047.p1	BRALA30810
TCONS_00017049.p1	BRALA23882
TCONS_00017056.p1	BRALA04209
TCONS_00017056.p1	BRALA04210
TCONS_00017056.p1	BRALA04500
TCONS_00017056.p1	BRALA07967
TCONS_00017056.p1	BRALA07968
TCONS_00017056.p1	BRALA07969
TCONS_00017056.p1	BRALA07970
TCONS_00017056.p1	BRALA07971
TCONS_00017056.p1	BRALA14905
TCONS_00017056.p1	BRALA17899
TCONS_00017056.p1	BRALA22970
TCONS_00017056.p1	BRALA32337
TCONS_00017056.p1	BRALA34983
TCONS_00017056.p1	BRALA35734
TCONS_00017059.p1	BRALA26921
TCONS_00017068.p1	BRALA14327
TCONS_00017076.p1	BRALA12985
TCONS_00017076.p1	BRALA12986
TCONS_00017076.p1	BRALA12995
TCONS_00017076.p1	BRALA12998
TCONS_00017076.p1	BRALA25021
TCONS_00017076.p1	BRALA26406
TCONS_00017076.p1	BRALA27329
TCONS_00017076.p1	BRALA34539
TCONS_00017076.p1	BRALA34850
TCONS_00017078.p1	BRALA08805
TCONS_00017078.p1	BRALA17351
TCONS_00017078.p1	BRALA33064
TCONS_00017080.p1	BRALA13784
TCONS_00017082.p1	BRALA04145
TCONS_00017082.p1	BRALA21016
TCONS_00017082.p1	BRALA21018
TCONS_00017086.p1	BRALA04377
TCONS_00017090.p1	BRALA04320
TCONS_00017090.p1	BRALA11179
TCONS_00017090.p1	BRALA14174
TCONS_00017090.p1	BRALA22581
TCONS_00017091.p1	BRALA00632
TCONS_00017091.p1	BRALA09748
TCONS_00017091.p1	BRALA28954
TCONS_00017094.p1	BRALA13754
TCONS_00017109.p1	BRALA02467
TCONS_00017109.p1	BRALA08872
TCONS_00017109.p1	BRALA09857
TCONS_00017109.p1	BRALA20756
TCONS_00017123.p1	BRALA14746
TCONS_00017123.p1	BRALA14747
TCONS_00017123.p1	BRALA25833
TCONS_00017140.p1	BRALA13753
TCONS_00017152.p1	BRALA06651
TCONS_00017152.p1	BRALA26424
TCONS_00017153.p1	BRALA16019
TCONS_00017154.p1	BRALA09763
TCONS_00017159.p1	BRALA01582
TCONS_00017159.p1	BRALA01583
TCONS_00017159.p1	BRALA01584
TCONS_00017159.p1	BRALA04535
TCONS_00017159.p1	BRALA10566
TCONS_00017159.p1	BRALA11404
TCONS_00017159.p1	BRALA17202
TCONS_00017159.p1	BRALA17912
TCONS_00017159.p1	BRALA30702
TCONS_00017159.p1	BRALA35148
TCONS_00017165.p1	BRALA14710
TCONS_00017165.p1	BRALA33226
TCONS_00017166.p1	BRALA33413
TCONS_00017167.p1	BRALA04536
TCONS_00017167.p1	BRALA29738
TCONS_00017167.p1	BRALA32971
TCONS_00017168.p1	BRALA17203
TCONS_00017168.p1	BRALA24528
TCONS_00017168.p1	BRALA30698
TCONS_00017168.p1	BRALA34551
TCONS_00017169.p1	BRALA01032
TCONS_00017169.p1	BRALA17837
TCONS_00017176.p1	BRALA21287
TCONS_00017176.p1	BRALA31044
TCONS_00017184.p1	BRALA14766
TCONS_00017185.p1	BRALA14699
TCONS_00017186.p1	BRALA14767
