TCONS_00000006.p1	OFUSG02828.1.p1
TCONS_00008247.p1	OFUSG22904.1.p1
TCONS_00008253.p1	OFUSG05314.1.p1
TCONS_00008254.p1	OFUSG13132.1.p1
TCONS_00008255.p1	OFUSG20505.3.p1
TCONS_00008287.p1	OFUSG20799.1.p1
TCONS_00008288.p1	OFUSG13659.1.p1
TCONS_00008289.p1	OFUSG06792.1.p1
TCONS_00008291.p1	OFUSG20749.1.p1
TCONS_00008292.p1	OFUSG05427.1.p1
TCONS_00008298.p1	OFUSG05262.1.p1
TCONS_00008299.p1	OFUSG05026.1.p1
TCONS_00008302.p1	OFUSG17690.1.p1
TCONS_00008306.p1	OFUSG07718.1.p1
TCONS_00008307.p1	OFUSG24818.1.p1
TCONS_00008311.p1	OFUSG24818.1.p1
TCONS_00008314.p1	OFUSG19933.1.p1
TCONS_00008315.p1	OFUSG24818.1.p1
TCONS_00008316.p1	OFUSG24818.1.p1
TCONS_00008317.p1	OFUSG24818.1.p1
TCONS_00008319.p1	OFUSG24818.1.p1
TCONS_00008320.p1	OFUSG16544.1.p1
TCONS_00008321.p1	OFUSG12989.2.p1
TCONS_00008322.p1	OFUSG14111.1.p3
TCONS_00008325.p1	OFUSG20778.1.p1
TCONS_00008329.p1	OFUSG16832.1.p1
TCONS_00008330.p1	OFUSG20496.1.p1
TCONS_00008332.p1	OFUSG08451.1.p1
TCONS_00008333.p1	OFUSG04848.1.p1
TCONS_00008334.p1	OFUSG17281.1.p1
TCONS_00008338.p1	OFUSG17779.1.p1
TCONS_00008346.p1	OFUSG20920.2.p1
TCONS_00008347.p1	OFUSG20919.2.p1
TCONS_00008348.p1	OFUSG03112.2.p1
TCONS_00008349.p1	OFUSG24297.1.p1
TCONS_00008351.p1	OFUSG24885.1.p1
TCONS_00008352.p1	OFUSG05299.1.p1
TCONS_00008353.p1	OFUSG20347.1.p1
TCONS_00008354.p1	OFUSG05299.1.p1
TCONS_00008357.p1	OFUSG12689.1.p1
TCONS_00008358.p1	OFUSG21632.1.p1
TCONS_00008359.p1	OFUSG05287.1.p1
TCONS_00008360.p1	OFUSG02569.1.p1
TCONS_00008361.p1	OFUSG20629.1.p1
TCONS_00008363.p1	OFUSG20710.1.p1
TCONS_00008364.p1	OFUSG20549.1.p1
TCONS_00008369.p1	OFUSG20278.1.p1
TCONS_00008370.p1	OFUSG20364.1.p1
TCONS_00008371.p1	OFUSG20822.1.p1
TCONS_00008374.p1	OFUSG20440.2.p1
TCONS_00008376.p1	OFUSG05782.1.p1
TCONS_00008377.p1	OFUSG24780.1.p1
TCONS_00008378.p1	OFUSG23683.1.p1
TCONS_00008379.p1	OFUSG03220.1.p1
TCONS_00008381.p1	OFUSG20235.1.p1
TCONS_00008382.p1	OFUSG20237.1.p1
TCONS_00008384.p1	OFUSG04757.2.p1
TCONS_00008386.p1	OFUSG20238.1.p1
TCONS_00008388.p1	OFUSG20468.1.p1
TCONS_00008390.p1	OFUSG19526.1.p1
TCONS_00008391.p1	OFUSG03855.1.p1
TCONS_00008393.p1	OFUSG23328.1.p1
TCONS_00008395.p1	OFUSG14521.2.p1
TCONS_00008396.p1	OFUSG14460.1.p1
TCONS_00008398.p1	OFUSG20770.2.p1
TCONS_00008401.p1	OFUSG04806.1.p1
TCONS_00008402.p1	OFUSG05289.1.p1
TCONS_00008405.p1	OFUSG22873.1.p1
TCONS_00008407.p1	OFUSG06369.1.p1
TCONS_00008408.p1	OFUSG05265.1.p1
TCONS_00008409.p1	OFUSG06369.1.p1
TCONS_00008410.p1	OFUSG06369.1.p1
TCONS_00008412.p1	OFUSG18733.1.p1
TCONS_00008414.p1	OFUSG05089.2.p1
TCONS_00008415.p1	OFUSG17002.2.p1
TCONS_00008416.p1	OFUSG10183.1.p1
TCONS_00008418.p1	OFUSG20662.1.p1
TCONS_00008420.p1	OFUSG08595.1.p1
TCONS_00008421.p1	OFUSG08595.1.p1
TCONS_00008422.p1	OFUSG20508.1.p1
TCONS_00008423.p1	OFUSG20299.1.p1
TCONS_00008429.p1	OFUSG20548.1.p1
TCONS_00008430.p1	OFUSG20548.1.p1
TCONS_00008432.p1	OFUSG20663.1.p1
TCONS_00008434.p1	OFUSG05055.1.p1
TCONS_00008437.p1	OFUSG23132.1.p1
TCONS_00008442.p1	OFUSG03011.1.p1
TCONS_00008446.p1	OFUSG06180.1.p1
TCONS_00008447.p1	OFUSG06180.1.p1
TCONS_00008448.p1	OFUSG06180.1.p1
TCONS_00008449.p1	OFUSG04752.2.p1
TCONS_00008450.p1	OFUSG04752.2.p1
TCONS_00008451.p1	OFUSG20356.1.p1
TCONS_00008453.p1	OFUSG03220.1.p1
TCONS_00008456.p1	OFUSG10633.1.p1
TCONS_00008457.p1	OFUSG09329.1.p1
TCONS_00008458.p1	OFUSG09329.1.p1
TCONS_00008460.p1	OFUSG03351.1.p1
TCONS_00008462.p1	OFUSG05230.1.p1
TCONS_00008464.p1	OFUSG11138.1.p1
TCONS_00008465.p1	OFUSG22936.1.p1
TCONS_00008468.p1	OFUSG26924.1.p1
TCONS_00008472.p1	OFUSG20285.1.p1
TCONS_00008473.p1	OFUSG15331.1.p1
TCONS_00008474.p1	OFUSG07953.1.p1
TCONS_00008475.p1	OFUSG20258.1.p1
TCONS_00008478.p1	OFUSG06498.1.p1
TCONS_00008480.p1	OFUSG26501.1.p1
TCONS_00008481.p1	OFUSG12880.1.p1
TCONS_00008482.p1	OFUSG20600.1.p1
TCONS_00008484.p1	OFUSG20296.1.p1
TCONS_00008486.p1	OFUSG04815.1.p1
TCONS_00008487.p1	OFUSG21659.1.p1
TCONS_00008491.p1	OFUSG23106.1.p1
TCONS_00008492.p1	OFUSG23107.1.p1
TCONS_00008495.p1	OFUSG20569.1.p1
TCONS_00008498.p1	OFUSG26940.1.p1
TCONS_00008500.p1	OFUSG20420.1.p1
TCONS_00008504.p1	OFUSG20541.1.p1
TCONS_00008509.p1	OFUSG18894.1.p1
TCONS_00008516.p1	OFUSG11617.1.p1
TCONS_00008517.p1	OFUSG16991.1.p1
TCONS_00008529.p1	OFUSG19817.1.p1
TCONS_00008530.p1	OFUSG20321.1.p1
TCONS_00008536.p1	OFUSG17690.1.p1
TCONS_00008540.p1	OFUSG17690.1.p1
TCONS_00008542.p1	OFUSG05174.1.p1
TCONS_00008544.p1	OFUSG23129.1.p1
TCONS_00008545.p1	OFUSG05908.1.p1
TCONS_00008546.p1	OFUSG07840.1.p1
TCONS_00008547.p1	OFUSG05381.1.p1
TCONS_00008548.p1	OFUSG20380.1.p1
TCONS_00008549.p1	OFUSG09047.1.p1
TCONS_00008551.p1	OFUSG02683.1.p1
TCONS_00008552.p1	OFUSG02702.2.p1
TCONS_00008553.p1	OFUSG15331.1.p1
TCONS_00008555.p1	OFUSG05070.1.p1
TCONS_00008556.p1	OFUSG14241.1.p1
TCONS_00008558.p1	OFUSG20501.1.p1
TCONS_00008559.p1	OFUSG20321.1.p1
TCONS_00008560.p1	OFUSG20846.1.p1
TCONS_00008562.p1	OFUSG20846.1.p1
TCONS_00008563.p1	OFUSG05665.2.p1
TCONS_00008567.p1	OFUSG14533.1.p1
TCONS_00008569.p1	OFUSG09150.1.p1
TCONS_00008570.p1	OFUSG20877.1.p1
TCONS_00008571.p1	OFUSG24445.3.p1
TCONS_00008572.p1	OFUSG08357.1.p1
TCONS_00008575.p1	OFUSG12176.1.p1
TCONS_00008577.p1	OFUSG11176.1.p1
TCONS_00008580.p1	OFUSG02158.1.p1
TCONS_00008581.p1	OFUSG00984.1.p1
TCONS_00008582.p1	OFUSG08423.1.p1
TCONS_00008584.p1	OFUSG00984.1.p1
TCONS_00008586.p1	OFUSG05314.1.p1
TCONS_00008588.p1	OFUSG05226.1.p1
TCONS_00008589.p1	OFUSG05229.1.p1
TCONS_00008591.p1	OFUSG05239.1.p1
TCONS_00008593.p1	OFUSG05042.1.p1
TCONS_00008596.p1	OFUSG24033.1.p1
TCONS_00008601.p1	OFUSG24297.1.p1
TCONS_00008605.p1	OFUSG22781.1.p1
TCONS_00008606.p1	OFUSG08467.1.p1
TCONS_00008610.p1	OFUSG17923.1.p1
TCONS_00008611.p1	OFUSG00060.1.p1
TCONS_00008615.p1	OFUSG00060.1.p1
TCONS_00008616.p1	OFUSG13672.1.p1
TCONS_00008617.p1	OFUSG02188.1.p1
TCONS_00008619.p1	OFUSG26050.1.p1
TCONS_00008620.p1	OFUSG26050.1.p1
TCONS_00008622.p1	OFUSG20747.2.p1
TCONS_00008623.p1	OFUSG20747.2.p1
TCONS_00008624.p1	OFUSG20747.2.p1
TCONS_00008625.p1	OFUSG20747.2.p1
TCONS_00008626.p1	OFUSG20520.1.p1
TCONS_00008627.p1	OFUSG20620.2.p1
TCONS_00008628.p1	OFUSG05340.1.p1
TCONS_00008629.p1	OFUSG05340.1.p1
TCONS_00008631.p1	OFUSG10086.1.p1
TCONS_00008633.p1	OFUSG02645.2.p1
TCONS_00008634.p1	OFUSG20861.1.p1
TCONS_00008635.p1	OFUSG20875.1.p1
TCONS_00008637.p1	OFUSG20297.1.p1
TCONS_00008638.p1	OFUSG20269.1.p1
TCONS_00008640.p1	OFUSG20269.1.p1
TCONS_00008641.p1	OFUSG20794.1.p1
TCONS_00008642.p1	OFUSG26557.2.p1
TCONS_00008643.p1	OFUSG23207.2.p1
TCONS_00008646.p1	OFUSG22787.1.p1
TCONS_00008648.p1	OFUSG04918.1.p1
TCONS_00008650.p1	OFUSG06180.1.p1
TCONS_00008651.p1	OFUSG05210.2.p1
TCONS_00008653.p1	OFUSG05408.1.p1
TCONS_00008655.p1	OFUSG05408.1.p1
TCONS_00008656.p1	OFUSG15936.1.p1
TCONS_00008658.p1	OFUSG04865.1.p1
TCONS_00008659.p1	OFUSG20364.1.p1
TCONS_00008660.p1	OFUSG20364.1.p1
TCONS_00008661.p1	OFUSG20364.1.p1
TCONS_00008662.p1	OFUSG20364.1.p1
TCONS_00008663.p1	OFUSG14762.1.p1
TCONS_00008664.p1	OFUSG20216.1.p1
TCONS_00008665.p1	OFUSG14762.1.p1
TCONS_00008667.p1	OFUSG14762.1.p1
TCONS_00008669.p1	OFUSG20216.1.p1
TCONS_00008672.p1	OFUSG20216.1.p1
TCONS_00008675.p1	OFUSG20216.1.p1
TCONS_00008676.p1	OFUSG03220.1.p1
TCONS_00008678.p1	OFUSG20422.1.p1
TCONS_00008680.p1	OFUSG08400.1.p1
TCONS_00008682.p1	OFUSG20392.2.p1
TCONS_00008683.p1	OFUSG20854.1.p1
TCONS_00008684.p1	OFUSG20854.1.p1
TCONS_00008685.p1	OFUSG20855.1.p1
TCONS_00008688.p1	OFUSG17281.1.p1
TCONS_00008689.p1	OFUSG14854.1.p1
TCONS_00008690.p1	OFUSG06934.1.p1
TCONS_00008691.p1	OFUSG19663.1.p1
TCONS_00008695.p1	OFUSG04841.1.p1
TCONS_00008696.p1	OFUSG20952.1.p1
TCONS_00008697.p1	OFUSG26971.1.p1
TCONS_00008698.p1	OFUSG26118.1.p1
TCONS_00008703.p1	OFUSG06836.1.p1
TCONS_00008708.p1	OFUSG12689.1.p1
TCONS_00008709.p1	OFUSG26481.1.p1
TCONS_00008710.p1	OFUSG06836.1.p1
TCONS_00008711.p1	OFUSG05104.1.p1
TCONS_00008712.p1	OFUSG20805.1.p1
TCONS_00008713.p1	OFUSG20904.1.p1
TCONS_00008715.p1	OFUSG14111.1.p3
TCONS_00008718.p1	OFUSG05759.1.p1
TCONS_00008720.p1	OFUSG20622.1.p1
TCONS_00008722.p1	OFUSG20621.1.p1
TCONS_00008723.p1	OFUSG20735.1.p1
TCONS_00008724.p1	OFUSG15717.1.p1
TCONS_00008726.p1	OFUSG03750.2.p1
TCONS_00008727.p1	OFUSG20625.1.p1
TCONS_00008729.p1	OFUSG20459.1.p1
TCONS_00008730.p1	OFUSG07953.1.p1
TCONS_00008734.p1	OFUSG05252.1.p1
TCONS_00008742.p1	OFUSG10532.1.p1
TCONS_00008743.p1	OFUSG04976.1.p1
TCONS_00008744.p1	OFUSG05404.1.p1
TCONS_00008746.p1	OFUSG03498.1.p1
TCONS_00008747.p1	OFUSG20553.1.p1
TCONS_00008749.p1	OFUSG20589.1.p1
TCONS_00008750.p1	OFUSG05416.2.p1
TCONS_00008751.p1	OFUSG20733.1.p1
TCONS_00008752.p1	OFUSG17982.4.p1
TCONS_00008753.p1	OFUSG23189.1.p1
TCONS_00008754.p1	OFUSG22959.1.p1
TCONS_00008755.p1	OFUSG12986.1.p1
TCONS_00008760.p1	OFUSG25046.1.p1
TCONS_00008771.p1	OFUSG20654.3.p1
TCONS_00008772.p1	OFUSG14506.1.p1
TCONS_00008773.p1	OFUSG17365.1.p1
TCONS_00008774.p1	OFUSG22125.1.p1
TCONS_00008775.p1	OFUSG22125.1.p1
TCONS_00008776.p1	OFUSG17365.1.p1
TCONS_00008777.p1	OFUSG17365.1.p1
TCONS_00008781.p1	OFUSG20254.1.p1
TCONS_00008782.p1	OFUSG23081.1.p1
TCONS_00008783.p1	OFUSG01940.1.p1
TCONS_00008786.p1	OFUSG09733.1.p1
TCONS_00008788.p2	OFUSG26971.1.p1
TCONS_00008789.p1	OFUSG09733.1.p1
TCONS_00008790.p1	OFUSG16442.1.p1
TCONS_00008791.p1	OFUSG05285.1.p1
TCONS_00008793.p1	OFUSG05247.1.p1
TCONS_00008794.p1	OFUSG20758.1.p1
TCONS_00008795.p1	OFUSG01659.1.p1
TCONS_00008797.p1	OFUSG04841.1.p1
TCONS_00008799.p1	OFUSG14506.1.p1
TCONS_00008800.p1	OFUSG14506.1.p1
TCONS_00008801.p1	OFUSG04955.1.p1
TCONS_00008804.p1	OFUSG04954.1.p1
TCONS_00008806.p1	OFUSG04953.1.p1
TCONS_00008807.p1	OFUSG07801.1.p1
TCONS_00008808.p1	OFUSG26465.1.p1
TCONS_00008809.p1	OFUSG07801.1.p1
TCONS_00008810.p1	OFUSG07801.1.p1
TCONS_00008813.p1	OFUSG23145.1.p1
TCONS_00008816.p1	OFUSG20693.1.p1
TCONS_00008817.p1	OFUSG23094.1.p1
TCONS_00008820.p1	OFUSG23184.2.p1
TCONS_00008822.p1	OFUSG23184.2.p1
TCONS_00008823.p1	OFUSG23180.1.p1
TCONS_00008824.p1	OFUSG23594.1.p1
TCONS_00008825.p1	OFUSG23163.1.p1
TCONS_00008826.p1	OFUSG20568.1.p1
TCONS_00008828.p1	OFUSG23154.1.p1
TCONS_00008833.p1	OFUSG20832.1.p1
TCONS_00008834.p1	OFUSG20830.1.p1
TCONS_00008835.p1	OFUSG04841.1.p1
TCONS_00008838.p1	OFUSG23556.1.p1
TCONS_00008839.p1	OFUSG23208.1.p1
TCONS_00008840.p1	OFUSG23208.1.p1
TCONS_00008841.p1	OFUSG22653.1.p1
TCONS_00008851.p1	OFUSG24260.1.p1
TCONS_00008854.p1	OFUSG26733.1.p1
TCONS_00008855.p1	OFUSG05130.1.p1
TCONS_00008856.p1	OFUSG15549.1.p1
TCONS_00008858.p1	OFUSG22793.1.p1
TCONS_00008859.p1	OFUSG04977.1.p1
TCONS_00008860.p1	OFUSG20901.1.p1
TCONS_00008862.p1	OFUSG20768.1.p1
TCONS_00008866.p1	OFUSG05665.2.p1
TCONS_00008867.p2	OFUSG09243.1.p1
TCONS_00008868.p1	OFUSG09243.1.p1
TCONS_00008869.p1	OFUSG06620.1.p1
TCONS_00008872.p1	OFUSG05806.1.p1
TCONS_00008874.p1	OFUSG05806.1.p1
TCONS_00008875.p1	OFUSG09431.1.p1
TCONS_00008877.p1	OFUSG05806.1.p1
TCONS_00008878.p1	OFUSG05463.1.p1
TCONS_00008886.p1	OFUSG05782.1.p1
TCONS_00008888.p1	OFUSG07997.1.p1
TCONS_00008889.p1	OFUSG05380.1.p1
TCONS_00008891.p1	OFUSG20335.1.p1
TCONS_00008892.p1	OFUSG23068.1.p1
TCONS_00008894.p1	OFUSG14521.2.p1
TCONS_00008896.p1	OFUSG02646.1.p1
TCONS_00008897.p1	OFUSG18900.1.p1
TCONS_00008899.p1	OFUSG08545.1.p1
TCONS_00008901.p1	OFUSG12776.1.p1
TCONS_00008904.p1	OFUSG20550.1.p1
TCONS_00008905.p1	OFUSG20654.3.p1
TCONS_00008906.p1	OFUSG20561.1.p1
TCONS_00008909.p1	OFUSG01485.1.p1
TCONS_00008912.p1	OFUSG05478.1.p1
TCONS_00008915.p1	OFUSG04900.1.p1
TCONS_00008916.p1	OFUSG04898.1.p1
TCONS_00008917.p1	OFUSG02910.1.p1
TCONS_00008918.p1	OFUSG02910.1.p1
TCONS_00008920.p1	OFUSG02910.1.p1
TCONS_00008921.p1	OFUSG17690.1.p1
TCONS_00008923.p1	OFUSG02255.1.p1
TCONS_00008925.p1	OFUSG02255.1.p1
TCONS_00008926.p1	OFUSG02255.1.p1
TCONS_00008930.p1	OFUSG05243.1.p1
TCONS_00008938.p1	OFUSG05244.1.p1
TCONS_00008939.p1	OFUSG19933.1.p1
TCONS_00008940.p1	OFUSG18230.1.p1
TCONS_00008942.p1	OFUSG15723.1.p1
TCONS_00008945.p1	OFUSG08880.1.p1
TCONS_00008947.p1	OFUSG20575.1.p1
TCONS_00008952.p1	OFUSG23097.1.p1
TCONS_00008953.p1	OFUSG21621.1.p1
TCONS_00008958.p1	OFUSG02387.1.p1
TCONS_00008959.p1	OFUSG06836.1.p1
TCONS_00008960.p1	OFUSG06836.1.p1
TCONS_00008962.p1	OFUSG06836.1.p1
TCONS_00008963.p1	OFUSG04806.1.p1
TCONS_00008966.p1	OFUSG21527.1.p1
TCONS_00008967.p1	OFUSG04768.1.p1
TCONS_00008968.p1	OFUSG23111.1.p1
TCONS_00008969.p1	OFUSG20793.1.p1
TCONS_00008971.p1	OFUSG17690.1.p1
TCONS_00008972.p1	OFUSG17690.1.p1
TCONS_00008973.p1	OFUSG17690.1.p1
TCONS_00008974.p1	OFUSG05758.1.p1
TCONS_00008978.p1	OFUSG04298.2.p1
TCONS_00008979.p1	OFUSG04298.2.p1
TCONS_00008981.p1	OFUSG04298.1.p1
TCONS_00008982.p1	OFUSG20561.1.p1
TCONS_00008983.p1	OFUSG20561.1.p1
TCONS_00008984.p1	OFUSG20561.1.p1
TCONS_00008985.p1	OFUSG07801.1.p1
TCONS_00008986.p1	OFUSG05172.1.p1
TCONS_00008987.p1	OFUSG11124.1.p1
TCONS_00008991.p1	OFUSG18212.1.p1
TCONS_00008992.p1	OFUSG17690.1.p1
TCONS_00008993.p1	OFUSG04743.1.p1
TCONS_00008995.p1	OFUSG07323.1.p1
TCONS_00009001.p1	OFUSG23219.2.p1
TCONS_00009003.p1	OFUSG20224.1.p1
TCONS_00009004.p1	OFUSG04859.1.p1
TCONS_00009005.p1	OFUSG26275.1.p1
TCONS_00009007.p1	OFUSG02312.1.p1
TCONS_00009010.p1	OFUSG04157.2.p1
TCONS_00009011.p1	OFUSG20546.1.p1
TCONS_00009012.p1	OFUSG05225.1.p1
TCONS_00009015.p1	OFUSG22772.1.p1
TCONS_00009019.p1	OFUSG20456.1.p1
TCONS_00009021.p1	OFUSG05249.1.p1
TCONS_00009026.p1	OFUSG05079.1.p1
TCONS_00009027.p1	OFUSG04949.1.p1
TCONS_00009028.p1	OFUSG23113.1.p1
TCONS_00009030.p1	OFUSG20302.1.p1
TCONS_00009031.p1	OFUSG05079.1.p1
TCONS_00009032.p1	OFUSG04949.1.p1
TCONS_00009034.p1	OFUSG08518.1.p1
TCONS_00009035.p1	OFUSG23113.1.p1
TCONS_00009037.p1	OFUSG20302.1.p1
TCONS_00009038.p1	OFUSG05046.1.p1
TCONS_00009039.p1	OFUSG05480.1.p1
TCONS_00009040.p1	OFUSG20672.1.p1
TCONS_00009041.p1	OFUSG05168.1.p1
TCONS_00009042.p1	OFUSG05016.1.p1
TCONS_00009043.p1	OFUSG23253.1.p1
TCONS_00009044.p1	OFUSG17499.1.p1
TCONS_00009046.p1	OFUSG05169.1.p1
TCONS_00009049.p1	OFUSG18212.1.p1
TCONS_00009050.p1	OFUSG17499.1.p1
TCONS_00009052.p1	OFUSG17499.1.p1
TCONS_00009053.p1	OFUSG17499.1.p1
TCONS_00009054.p1	OFUSG25161.1.p1
TCONS_00009055.p1	OFUSG06836.1.p1
TCONS_00009056.p1	OFUSG19799.1.p1
TCONS_00009058.p1	OFUSG25463.1.p1
TCONS_00009059.p1	OFUSG02683.1.p1
TCONS_00009060.p1	OFUSG20109.1.p1
TCONS_00009062.p1	OFUSG11464.1.p1
TCONS_00009064.p1	OFUSG18212.1.p1
TCONS_00009066.p1	OFUSG02646.1.p1
TCONS_00009068.p1	OFUSG14817.1.p1
TCONS_00009070.p1	OFUSG09390.1.p1
TCONS_00009073.p1	OFUSG12139.2.p1
TCONS_00009075.p1	OFUSG19189.1.p1
TCONS_00009078.p1	OFUSG26878.1.p1
TCONS_00009082.p1	OFUSG26878.1.p1
TCONS_00009087.p1	OFUSG26878.1.p1
TCONS_00009091.p1	OFUSG26878.1.p1
TCONS_00009096.p1	OFUSG26878.1.p1
TCONS_00009097.p1	OFUSG26878.1.p1
TCONS_00009098.p1	OFUSG20012.1.p1
TCONS_00009100.p1	OFUSG20012.1.p1
TCONS_00009102.p1	OFUSG20012.1.p1
TCONS_00009104.p1	OFUSG26878.1.p1
TCONS_00009105.p1	OFUSG26878.1.p1
TCONS_00009106.p1	OFUSG20012.1.p1
TCONS_00009108.p1	OFUSG20012.1.p1
TCONS_00009110.p1	OFUSG20012.1.p1
TCONS_00009112.p1	OFUSG20012.1.p1
TCONS_00009116.p1	OFUSG01319.1.p1
TCONS_00009118.p1	OFUSG11635.2.p1
TCONS_00009119.p1	OFUSG05158.1.p1
TCONS_00009120.p1	OFUSG20775.1.p1
TCONS_00009121.p1	OFUSG04762.2.p1
TCONS_00009125.p1	OFUSG04762.2.p1
TCONS_00009127.p1	OFUSG04762.2.p1
TCONS_00009128.p1	OFUSG02188.1.p1
TCONS_00009129.p1	OFUSG13295.1.p1
TCONS_00009130.p1	OFUSG04770.2.p1
TCONS_00009131.p1	OFUSG17149.1.p1
TCONS_00009134.p1	OFUSG04718.1.p1
TCONS_00009136.p1	OFUSG04718.1.p1
TCONS_00009137.p1	OFUSG04718.1.p1
TCONS_00009144.p1	OFUSG04935.1.p1
TCONS_00009145.p1	OFUSG04935.1.p1
TCONS_00009146.p1	OFUSG25310.1.p1
TCONS_00009147.p1	OFUSG25310.1.p1
TCONS_00009148.p1	OFUSG16637.1.p1
TCONS_00009149.p1	OFUSG05014.1.p1
TCONS_00009150.p1	OFUSG13961.1.p1
TCONS_00009151.p1	OFUSG20262.1.p1
TCONS_00009152.p1	OFUSG20261.1.p1
TCONS_00009155.p1	OFUSG09104.2.p1
TCONS_00009156.p1	OFUSG09104.2.p1
TCONS_00009158.p1	OFUSG18869.1.p1
TCONS_00009159.p1	OFUSG04999.1.p1
TCONS_00009160.p1	OFUSG22968.1.p1
TCONS_00009161.p1	OFUSG24260.1.p1
TCONS_00009163.p1	OFUSG20796.1.p1
TCONS_00009166.p1	OFUSG05228.1.p1
TCONS_00009168.p1	OFUSG13373.1.p1
TCONS_00009169.p1	OFUSG00654.1.p1
TCONS_00009170.p1	OFUSG12663.2.p1
TCONS_00009172.p1	OFUSG15163.1.p1
TCONS_00009173.p1	OFUSG20231.1.p1
TCONS_00009177.p1	OFUSG05098.2.p1
TCONS_00009178.p1	OFUSG20265.4.p1
TCONS_00009179.p1	OFUSG20253.1.p1
TCONS_00009180.p1	OFUSG17410.2.p1
TCONS_00009181.p1	OFUSG17407.1.p1
TCONS_00009182.p1	OFUSG04749.1.p1
TCONS_00009183.p1	OFUSG04537.1.p1
TCONS_00009186.p1	OFUSG20284.1.p1
TCONS_00009187.p1	OFUSG20284.1.p1
TCONS_00009188.p1	OFUSG20284.1.p1
TCONS_00009189.p1	OFUSG20284.1.p1
TCONS_00009190.p1	OFUSG03955.1.p1
TCONS_00009191.p1	OFUSG22980.1.p1
TCONS_00009192.p1	OFUSG05071.1.p1
TCONS_00009195.p1	OFUSG17361.1.p1
TCONS_00009196.p1	OFUSG23024.1.p1
TCONS_00009199.p1	OFUSG23224.1.p1
TCONS_00009200.p1	OFUSG12561.1.p1
TCONS_00009201.p1	OFUSG22813.1.p1
TCONS_00009202.p1	OFUSG15630.1.p1
TCONS_00009203.p1	OFUSG26420.1.p1
TCONS_00009204.p1	OFUSG10988.1.p1
TCONS_00009205.p1	OFUSG22739.1.p1
TCONS_00009207.p1	OFUSG15559.1.p1
TCONS_00009208.p1	OFUSG15559.1.p1
TCONS_00009209.p1	OFUSG22739.1.p1
TCONS_00009210.p1	OFUSG22739.1.p1
TCONS_00009211.p1	OFUSG23142.1.p1
TCONS_00009213.p1	OFUSG23142.1.p1
TCONS_00009214.p1	OFUSG23142.1.p1
TCONS_00009216.p1	OFUSG04718.1.p1
TCONS_00009220.p1	OFUSG20418.1.p1
TCONS_00009221.p1	OFUSG24299.1.p1
TCONS_00009224.p1	OFUSG18678.1.p1
TCONS_00009225.p1	OFUSG18678.1.p1
TCONS_00009226.p1	OFUSG15188.1.p1
TCONS_00009227.p1	OFUSG15188.1.p1
TCONS_00009228.p1	OFUSG18678.1.p1
TCONS_00009229.p1	OFUSG18678.1.p1
TCONS_00009230.p1	OFUSG14519.1.p1
TCONS_00009236.p1	OFUSG11268.1.p1
TCONS_00009237.p1	OFUSG01279.1.p1
TCONS_00009238.p1	OFUSG11268.1.p1
TCONS_00009239.p1	OFUSG12607.1.p1
TCONS_00009245.p1	OFUSG09860.1.p1
TCONS_00009246.p1	OFUSG00711.1.p1
TCONS_00009247.p1	OFUSG21979.1.p1
TCONS_00009249.p1	OFUSG15164.1.p1
TCONS_00009253.p1	OFUSG03177.1.p1
TCONS_00009257.p1	OFUSG20280.1.p1
TCONS_00009261.p1	OFUSG20712.1.p1
TCONS_00009265.p1	OFUSG13833.1.p1
TCONS_00009267.p1	OFUSG13833.1.p1
TCONS_00009268.p1	OFUSG13833.1.p1
TCONS_00009269.p1	OFUSG13833.1.p1
TCONS_00009270.p1	OFUSG07718.1.p1
TCONS_00009271.p1	OFUSG13833.1.p1
TCONS_00009272.p1	OFUSG26923.1.p1
TCONS_00009273.p1	OFUSG20729.1.p1
TCONS_00009274.p1	OFUSG05126.2.p1
TCONS_00009275.p1	OFUSG05126.1.p1
TCONS_00009277.p1	OFUSG22987.1.p1
TCONS_00009283.p1	OFUSG19037.1.p1
TCONS_00009288.p1	OFUSG20348.1.p1
TCONS_00009289.p1	OFUSG23086.1.p1
TCONS_00009291.p1	OFUSG23086.1.p1
TCONS_00009293.p1	OFUSG20852.1.p1
TCONS_00009296.p1	OFUSG05439.1.p1
TCONS_00009297.p1	OFUSG20342.1.p1
TCONS_00009298.p1	OFUSG20342.1.p1
TCONS_00009299.p1	OFUSG20593.2.p1
TCONS_00009301.p1	OFUSG20725.1.p1
TCONS_00009302.p1	OFUSG20423.1.p1
TCONS_00009303.p1	OFUSG20871.1.p1
TCONS_00009304.p1	OFUSG20691.2.p1
TCONS_00009306.p1	OFUSG20617.1.p1
TCONS_00009307.p1	OFUSG20345.1.p1
TCONS_00009308.p1	OFUSG20345.1.p1
TCONS_00009310.p1	OFUSG20345.1.p1
TCONS_00009314.p1	OFUSG20345.1.p1
TCONS_00009315.p1	OFUSG20345.1.p1
TCONS_00009320.p1	OFUSG05397.1.p1
TCONS_00009322.p1	OFUSG05395.1.p1
TCONS_00009324.p1	OFUSG05406.2.p1
TCONS_00009329.p1	OFUSG05056.1.p1
TCONS_00009331.p1	OFUSG20857.1.p1
TCONS_00009332.p1	OFUSG04823.1.p1
TCONS_00009333.p1	OFUSG20338.1.p1
TCONS_00009337.p1	OFUSG04989.1.p1
TCONS_00009338.p1	OFUSG20610.1.p1
