TCONS_00000009.p1	HUMAN00695
TCONS_00012887.p1	HUMAN27857
TCONS_00012888.p1	HUMAN16857
TCONS_00012889.p1	HUMAN16857
TCONS_00012890.p1	HUMAN16857
TCONS_00012891.p1	HUMAN16857
TCONS_00012892.p1	HUMAN16857
TCONS_00012893.p1	HUMAN24034
TCONS_00012896.p1	HUMAN28176
TCONS_00012898.p1	HUMAN28176
TCONS_00012899.p1	HUMAN13177
TCONS_00012900.p1	HUMAN13177
TCONS_00012901.p1	HUMAN10469
TCONS_00012905.p1	HUMAN30545
TCONS_00012906.p1	HUMAN13417
TCONS_00012910.p1	HUMAN10686
TCONS_00012911.p1	HUMAN10247
TCONS_00012912.p1	HUMAN10685
TCONS_00012914.p1	HUMAN23213
TCONS_00012915.p1	HUMAN13541
TCONS_00012917.p1	HUMAN28800
TCONS_00012919.p1	HUMAN28800
TCONS_00012922.p1	HUMAN19996
TCONS_00012926.p1	HUMAN27743
TCONS_00012929.p1	HUMAN28800
TCONS_00012931.p1	HUMAN09654
TCONS_00012932.p1	HUMAN08586
TCONS_00012933.p1	HUMAN06925
TCONS_00012939.p1	HUMAN22174
TCONS_00012941.p1	HUMAN10433
TCONS_00012942.p1	HUMAN10433
TCONS_00012943.p1	HUMAN10433
TCONS_00012945.p1	HUMAN10433
TCONS_00012946.p1	HUMAN10486
TCONS_00012947.p1	HUMAN10486
TCONS_00012948.p1	HUMAN10486
TCONS_00012949.p2	HUMAN10433
TCONS_00012950.p1	HUMAN10433
TCONS_00012951.p1	HUMAN27485
TCONS_00012957.p1	HUMAN13241
TCONS_00012963.p1	HUMAN26167
TCONS_00012964.p1	HUMAN26167
TCONS_00012965.p1	HUMAN26167
TCONS_00012966.p1	HUMAN20135
TCONS_00012968.p1	HUMAN26269
TCONS_00012970.p1	HUMAN20199
TCONS_00012971.p1	HUMAN09783
TCONS_00012973.p1	HUMAN13867
TCONS_00012977.p1	HUMAN13867
TCONS_00012979.p1	HUMAN20131
TCONS_00012980.p1	HUMAN20131
TCONS_00012981.p1	HUMAN10217
TCONS_00012984.p1	HUMAN20087
TCONS_00012985.p1	HUMAN13621
TCONS_00012988.p1	HUMAN13621
TCONS_00012993.p1	HUMAN30602
TCONS_00012994.p1	HUMAN20178
TCONS_00012995.p1	HUMAN26604
TCONS_00012999.p1	HUMAN10659
TCONS_00013000.p1	HUMAN15738
TCONS_00013001.p1	HUMAN15366
TCONS_00013002.p1	HUMAN14583
TCONS_00013003.p1	HUMAN04360
TCONS_00013004.p1	HUMAN13360
TCONS_00013005.p1	HUMAN12153
TCONS_00013010.p1	HUMAN21129
TCONS_00013016.p1	HUMAN10335
TCONS_00013017.p1	HUMAN03260
TCONS_00013018.p1	HUMAN10610
TCONS_00013019.p1	HUMAN24840
TCONS_00013020.p1	HUMAN20083
TCONS_00013023.p1	HUMAN23060
TCONS_00013024.p1	HUMAN20083
TCONS_00013025.p1	HUMAN10615
TCONS_00013026.p1	HUMAN10521
TCONS_00013027.p1	HUMAN13499
TCONS_00013028.p1	HUMAN13499
TCONS_00013029.p1	HUMAN13499
TCONS_00013030.p1	HUMAN13499
TCONS_00013031.p1	HUMAN13026
TCONS_00013032.p1	HUMAN02145
TCONS_00013033.p1	HUMAN25019
TCONS_00013035.p1	HUMAN25019
TCONS_00013039.p1	HUMAN05266
TCONS_00013040.p1	HUMAN25880
TCONS_00013041.p1	HUMAN25949
TCONS_00013043.p1	HUMAN13532
TCONS_00013045.p1	HUMAN13532
TCONS_00013051.p1	HUMAN13532
TCONS_00013052.p1	HUMAN25949
TCONS_00013053.p1	HUMAN02623
TCONS_00013054.p1	HUMAN25949
TCONS_00013055.p1	HUMAN25949
TCONS_00013056.p1	HUMAN13532
TCONS_00013057.p1	HUMAN25949
TCONS_00013058.p1	HUMAN25949
TCONS_00013059.p1	HUMAN25949
TCONS_00013060.p1	HUMAN25949
TCONS_00013063.p1	HUMAN13434
TCONS_00013066.p1	HUMAN20705
TCONS_00013069.p1	HUMAN18231
TCONS_00013070.p1	HUMAN19177
TCONS_00013072.p1	HUMAN19177
TCONS_00013073.p1	HUMAN18231
TCONS_00013074.p1	HUMAN19177
TCONS_00013075.p1	HUMAN24043
TCONS_00013077.p1	HUMAN25926
TCONS_00013078.p1	HUMAN12019
TCONS_00013082.p1	HUMAN04088
TCONS_00013084.p1	HUMAN16817
TCONS_00013095.p1	HUMAN28434
TCONS_00013097.p1	HUMAN13252
TCONS_00013104.p1	HUMAN20150
TCONS_00013105.p1	HUMAN13207
TCONS_00013109.p1	HUMAN17692
TCONS_00013112.p1	HUMAN20093
TCONS_00013114.p1	HUMAN10580
TCONS_00013116.p1	HUMAN01740
TCONS_00013117.p1	HUMAN16817
TCONS_00013118.p1	HUMAN16817
TCONS_00013120.p1	HUMAN16817
TCONS_00013121.p1	HUMAN16817
TCONS_00013122.p1	HUMAN16817
TCONS_00013123.p1	HUMAN21768
TCONS_00013124.p1	HUMAN21766
TCONS_00013126.p1	HUMAN13337
TCONS_00013128.p1	HUMAN05708
TCONS_00013130.p1	HUMAN22472
TCONS_00013131.p1	HUMAN13649
TCONS_00013132.p1	HUMAN10736
TCONS_00013134.p1	HUMAN22472
TCONS_00013136.p1	HUMAN13649
TCONS_00013137.p1	HUMAN10736
TCONS_00013138.p1	HUMAN14923
TCONS_00013139.p1	HUMAN25916
TCONS_00013141.p1	HUMAN25353
TCONS_00013159.p1	HUMAN12134
TCONS_00013160.p1	HUMAN12139
TCONS_00013161.p1	HUMAN10712
TCONS_00013162.p1	HUMAN13460
TCONS_00013164.p1	HUMAN13462
TCONS_00013167.p1	HUMAN09505
TCONS_00013171.p1	HUMAN20240
TCONS_00013172.p1	HUMAN10236
TCONS_00013173.p1	HUMAN10614
TCONS_00013177.p1	HUMAN12965
TCONS_00013185.p1	HUMAN22955
TCONS_00013188.p1	HUMAN10284
TCONS_00013192.p1	HUMAN20250
TCONS_00013193.p1	HUMAN18438
TCONS_00013196.p1	HUMAN30506
TCONS_00013197.p1	HUMAN25921
TCONS_00013198.p1	HUMAN28841
TCONS_00013200.p1	HUMAN01840
TCONS_00013201.p1	HUMAN15939
TCONS_00013203.p1	HUMAN02005
TCONS_00013205.p1	HUMAN08230
TCONS_00013206.p1	HUMAN08230
TCONS_00013208.p1	HUMAN00016
TCONS_00013209.p1	HUMAN12994
TCONS_00013210.p1	HUMAN19072
TCONS_00013212.p1	HUMAN03912
TCONS_00013217.p1	HUMAN03912
TCONS_00013220.p1	HUMAN10671
TCONS_00013221.p1	HUMAN13492
TCONS_00013222.p1	HUMAN20653
TCONS_00013223.p1	HUMAN15537
TCONS_00013224.p1	HUMAN10656
TCONS_00013225.p1	HUMAN16360
TCONS_00013226.p1	HUMAN23847
TCONS_00013228.p1	HUMAN23744
TCONS_00013231.p1	HUMAN20166
TCONS_00013235.p1	HUMAN10177
TCONS_00013237.p1	HUMAN13588
TCONS_00013238.p1	HUMAN13588
TCONS_00013239.p1	HUMAN13588
TCONS_00013240.p1	HUMAN10559
TCONS_00013244.p1	HUMAN20260
TCONS_00013247.p1	HUMAN25914
TCONS_00013248.p1	HUMAN10173
TCONS_00013252.p1	HUMAN17466
TCONS_00013255.p1	HUMAN20341
TCONS_00013256.p1	HUMAN28771
TCONS_00013257.p1	HUMAN28771
TCONS_00013259.p1	HUMAN09269
TCONS_00013260.p1	HUMAN10136
TCONS_00013261.p1	HUMAN10133
TCONS_00013269.p1	HUMAN13211
TCONS_00013272.p1	HUMAN10596
TCONS_00013273.p1	HUMAN13016
TCONS_00013274.p1	HUMAN13618
TCONS_00013275.p1	HUMAN13391
TCONS_00013276.p1	HUMAN10108
TCONS_00013279.p1	HUMAN13547
TCONS_00013280.p1	HUMAN18512
TCONS_00013281.p1	HUMAN26616
TCONS_00013283.p1	HUMAN20084
TCONS_00013287.p1	HUMAN26597
TCONS_00013288.p1	HUMAN07075
TCONS_00013297.p1	HUMAN00155
TCONS_00013298.p1	HUMAN06839
TCONS_00013299.p1	HUMAN18512
TCONS_00013301.p1	HUMAN26616
TCONS_00013302.p1	HUMAN20084
TCONS_00013304.p1	HUMAN26597
TCONS_00013309.p1	HUMAN17834
TCONS_00013310.p1	HUMAN22328
TCONS_00013319.p1	HUMAN03822
TCONS_00013321.p1	HUMAN13549
TCONS_00013322.p1	HUMAN25417
TCONS_00013326.p1	HUMAN19587
TCONS_00013327.p1	HUMAN13331
TCONS_00013328.p1	HUMAN20090
TCONS_00013329.p1	HUMAN01058
TCONS_00013331.p1	HUMAN25907
TCONS_00013334.p1	HUMAN20065
TCONS_00013335.p1	HUMAN12054
TCONS_00013336.p1	HUMAN12057
TCONS_00013337.p1	HUMAN08916
TCONS_00013338.p1	HUMAN26167
TCONS_00013340.p1	HUMAN00274
TCONS_00013342.p1	HUMAN26521
TCONS_00013347.p1	HUMAN10250
TCONS_00013352.p1	HUMAN10479
TCONS_00013354.p1	HUMAN29426
TCONS_00013355.p1	HUMAN29426
TCONS_00013356.p1	HUMAN29426
TCONS_00013357.p1	HUMAN29426
TCONS_00013359.p1	HUMAN10275
TCONS_00013360.p1	HUMAN28144
TCONS_00013362.p1	HUMAN14699
TCONS_00013366.p1	HUMAN13517
TCONS_00013377.p1	HUMAN16282
TCONS_00013378.p1	HUMAN10185
TCONS_00013379.p1	HUMAN28800
TCONS_00013380.p1	HUMAN12029
TCONS_00013381.p1	HUMAN12029
TCONS_00013382.p1	HUMAN05306
TCONS_00013384.p1	HUMAN12002
TCONS_00013387.p1	HUMAN13034
TCONS_00013390.p1	HUMAN20146
TCONS_00013392.p1	HUMAN13209
TCONS_00013395.p1	HUMAN12022
TCONS_00013404.p1	HUMAN10555
TCONS_00013410.p1	HUMAN10563
TCONS_00013411.p1	HUMAN10563
TCONS_00013412.p1	HUMAN25950
TCONS_00013413.p1	HUMAN10194
TCONS_00013414.p1	HUMAN10196
TCONS_00013418.p1	HUMAN15960
TCONS_00013427.p1	HUMAN15960
TCONS_00013428.p1	HUMAN12429
TCONS_00013431.p1	HUMAN20168
TCONS_00013435.p1	HUMAN12342
TCONS_00013436.p1	HUMAN08916
TCONS_00013439.p1	HUMAN27813
TCONS_00013443.p1	HUMAN29311
TCONS_00013444.p1	HUMAN29311
TCONS_00013445.p1	HUMAN27485
TCONS_00013449.p1	HUMAN06654
TCONS_00013453.p1	HUMAN12145
TCONS_00013455.p1	HUMAN12215
TCONS_00013458.p1	HUMAN10396
TCONS_00013463.p1	HUMAN26133
TCONS_00013464.p1	HUMAN10238
TCONS_00013466.p1	HUMAN10762
TCONS_00013471.p1	HUMAN10619
TCONS_00013472.p1	HUMAN10619
TCONS_00013473.p1	HUMAN10237
TCONS_00013477.p1	HUMAN12217
TCONS_00013479.p1	HUMAN25970
TCONS_00013482.p1	HUMAN10286
TCONS_00013483.p1	HUMAN10572
TCONS_00013486.p1	HUMAN01179
TCONS_00013487.p1	HUMAN13200
TCONS_00013489.p1	HUMAN13012
TCONS_00013490.p1	HUMAN22845
TCONS_00013494.p1	HUMAN12969
TCONS_00013495.p1	HUMAN23421
TCONS_00013496.p1	HUMAN13398
TCONS_00013497.p1	HUMAN25364
TCONS_00013498.p1	HUMAN25364
TCONS_00013499.p1	HUMAN27729
TCONS_00013500.p1	HUMAN30213
TCONS_00013502.p1	HUMAN27728
TCONS_00013503.p1	HUMAN27728
TCONS_00013504.p1	HUMAN27728
TCONS_00013510.p1	HUMAN25949
TCONS_00013519.p1	HUMAN20217
TCONS_00013521.p1	HUMAN10676
TCONS_00013524.p1	HUMAN13387
TCONS_00013525.p1	HUMAN10475
TCONS_00013527.p1	HUMAN25949
TCONS_00013528.p1	HUMAN07395
TCONS_00013532.p1	HUMAN21514
TCONS_00013533.p1	HUMAN27031
TCONS_00013534.p1	HUMAN23213
TCONS_00013538.p1	HUMAN19270
TCONS_00013545.p1	HUMAN18938
TCONS_00013549.p1	HUMAN09355
TCONS_00013550.p1	HUMAN04395
TCONS_00013552.p1	HUMAN24040
TCONS_00013553.p1	HUMAN24040
TCONS_00013555.p1	HUMAN27535
TCONS_00013556.p1	HUMAN23029
TCONS_00013561.p1	HUMAN26167
TCONS_00013562.p1	HUMAN20562
TCONS_00013564.p1	HUMAN27743
TCONS_00013566.p1	HUMAN20213
TCONS_00013583.p1	HUMAN16595
TCONS_00013584.p1	HUMAN15781
TCONS_00013585.p1	HUMAN16595
TCONS_00013587.p1	HUMAN19602
TCONS_00013588.p1	HUMAN18423
TCONS_00013592.p1	HUMAN19602
TCONS_00013593.p1	HUMAN28771
TCONS_00013595.p1	HUMAN19602
TCONS_00013597.p1	HUMAN12062
TCONS_00013599.p1	HUMAN08916
TCONS_00013600.p1	HUMAN29426
TCONS_00013603.p1	HUMAN13601
TCONS_00013604.p1	HUMAN03447
TCONS_00013605.p2	HUMAN24668
TCONS_00013606.p1	HUMAN01578
TCONS_00013611.p1	HUMAN27912
TCONS_00013613.p1	HUMAN27912
TCONS_00013614.p1	HUMAN27912
TCONS_00013615.p1	HUMAN27912
TCONS_00013616.p1	HUMAN27912
TCONS_00013617.p1	HUMAN20192
TCONS_00013618.p1	HUMAN20192
TCONS_00013619.p1	HUMAN17335
TCONS_00013621.p1	HUMAN13420
TCONS_00013622.p1	HUMAN15937
TCONS_00013623.p1	HUMAN25338
TCONS_00013628.p1	HUMAN18661
TCONS_00013629.p1	HUMAN18661
TCONS_00013630.p1	HUMAN23880
TCONS_00013631.p1	HUMAN18661
TCONS_00013633.p1	HUMAN18661
TCONS_00013634.p1	HUMAN18661
TCONS_00013637.p1	HUMAN23880
TCONS_00013638.p1	HUMAN13492
TCONS_00013641.p1	HUMAN01495
TCONS_00013642.p1	HUMAN29426
TCONS_00013643.p1	HUMAN29426
TCONS_00013644.p1	HUMAN01495
TCONS_00013647.p1	HUMAN25870
TCONS_00013648.p1	HUMAN01495
TCONS_00013649.p1	HUMAN22927
TCONS_00013651.p1	HUMAN01495
TCONS_00013652.p1	HUMAN10649
TCONS_00013654.p1	HUMAN13572
TCONS_00013655.p1	HUMAN10780
TCONS_00013657.p1	HUMAN27025
TCONS_00013673.p1	HUMAN10869
TCONS_00013675.p1	HUMAN17466
TCONS_00013676.p1	HUMAN17466
TCONS_00013677.p1	HUMAN17466
TCONS_00013678.p1	HUMAN17466
TCONS_00013683.p1	HUMAN13489
TCONS_00013685.p1	HUMAN24650
TCONS_00013686.p1	HUMAN12415
TCONS_00013687.p1	HUMAN13291
TCONS_00013688.p1	HUMAN10226
TCONS_00013689.p1	HUMAN26167
TCONS_00013691.p1	HUMAN12055
TCONS_00013692.p1	HUMAN26618
TCONS_00013693.p1	HUMAN26612
TCONS_00013696.p1	HUMAN29181
TCONS_00013697.p1	HUMAN02181
TCONS_00013698.p1	HUMAN02181
TCONS_00013706.p1	HUMAN25974
TCONS_00013711.p1	HUMAN17695
TCONS_00013712.p1	HUMAN13626
TCONS_00013713.p1	HUMAN15926
TCONS_00013718.p1	HUMAN25915
TCONS_00013719.p1	HUMAN25915
TCONS_00013720.p1	HUMAN03260
TCONS_00013722.p1	HUMAN10655
TCONS_00013723.p1	HUMAN06683
TCONS_00013724.p1	HUMAN22020
TCONS_00013726.p1	HUMAN13214
TCONS_00013728.p1	HUMAN12171
TCONS_00013730.p1	HUMAN13513
TCONS_00013731.p1	HUMAN13358
TCONS_00013734.p1	HUMAN08327
TCONS_00013737.p1	HUMAN09796
TCONS_00013738.p1	HUMAN17799
TCONS_00013742.p1	HUMAN13202
TCONS_00013743.p1	HUMAN20083
TCONS_00013749.p1	HUMAN20086
TCONS_00013750.p1	HUMAN13202
TCONS_00013753.p1	HUMAN12116
TCONS_00013758.p1	HUMAN10288
TCONS_00013759.p1	HUMAN29827
TCONS_00013765.p1	HUMAN29426
TCONS_00013770.p1	HUMAN29426
TCONS_00013774.p1	HUMAN01495
TCONS_00013775.p1	HUMAN10940
TCONS_00013777.p1	HUMAN02914
TCONS_00013780.p1	HUMAN23120
TCONS_00013784.p1	HUMAN06181
TCONS_00013788.p1	HUMAN10231
TCONS_00013789.p1	HUMAN15376
TCONS_00013791.p1	HUMAN13186
TCONS_00013795.p1	HUMAN20122
TCONS_00013796.p1	HUMAN13333
TCONS_00013801.p1	HUMAN13324
TCONS_00013802.p1	HUMAN26614
TCONS_00013803.p1	HUMAN18576
TCONS_00013806.p1	HUMAN04354
TCONS_00013807.p1	HUMAN13510
TCONS_00013808.p1	HUMAN20205
TCONS_00013811.p1	HUMAN24818
TCONS_00013813.p1	HUMAN24818
TCONS_00013814.p1	HUMAN21986
TCONS_00013815.p1	HUMAN21986
TCONS_00013817.p1	HUMAN26719
TCONS_00013818.p1	HUMAN26719
TCONS_00013819.p1	HUMAN15359
TCONS_00013820.p1	HUMAN10542
TCONS_00013821.p1	HUMAN26828
TCONS_00013824.p1	HUMAN11475
TCONS_00013825.p1	HUMAN10488
TCONS_00013829.p1	HUMAN10581
TCONS_00013831.p1	HUMAN25878
TCONS_00013838.p1	HUMAN12156
TCONS_00013841.p1	HUMAN15165
TCONS_00013842.p1	HUMAN12990
TCONS_00013847.p1	HUMAN10522
TCONS_00013849.p1	HUMAN10301
TCONS_00013851.p1	HUMAN10301
TCONS_00013852.p1	HUMAN13338
TCONS_00013856.p1	HUMAN08165
TCONS_00013866.p1	HUMAN10759
TCONS_00013868.p1	HUMAN10490
TCONS_00013869.p1	HUMAN13294
TCONS_00013870.p1	HUMAN13294
TCONS_00013871.p1	HUMAN13245
TCONS_00013872.p1	HUMAN13244
TCONS_00013873.p1	HUMAN12223
TCONS_00013874.p1	HUMAN05726
TCONS_00013875.p1	HUMAN12223
TCONS_00013876.p1	HUMAN06051
TCONS_00013877.p1	HUMAN10681
TCONS_00013878.p1	HUMAN13473
TCONS_00013879.p1	HUMAN17446
TCONS_00013883.p1	HUMAN20181
TCONS_00013888.p1	HUMAN13482
TCONS_00013889.p1	HUMAN20181
TCONS_00013892.p1	HUMAN13327
TCONS_00013893.p1	HUMAN13285
TCONS_00013895.p1	HUMAN10633
TCONS_00013896.p1	HUMAN13546
TCONS_00013897.p1	HUMAN25922
TCONS_00013898.p1	HUMAN00635
TCONS_00013899.p1	HUMAN16744
TCONS_00013901.p1	HUMAN03113
TCONS_00013903.p1	HUMAN13318
TCONS_00013906.p1	HUMAN15863
TCONS_00013910.p1	HUMAN13205
TCONS_00013912.p1	HUMAN10391
TCONS_00013913.p1	HUMAN25976
TCONS_00013916.p1	HUMAN20116
TCONS_00013921.p1	HUMAN07535
TCONS_00013923.p1	HUMAN25815
TCONS_00013924.p1	HUMAN20241
TCONS_00013925.p1	HUMAN20241
TCONS_00013931.p1	HUMAN10274
TCONS_00013933.p1	HUMAN13263
TCONS_00013935.p1	HUMAN06046
TCONS_00013936.p1	HUMAN26609
TCONS_00013937.p1	HUMAN01577
TCONS_00013938.p1	HUMAN18432
TCONS_00013940.p1	HUMAN00584
TCONS_00013945.p1	HUMAN12341
TCONS_00013946.p1	HUMAN13396
TCONS_00013948.p1	HUMAN26600
TCONS_00013950.p1	HUMAN12057
TCONS_00013953.p1	HUMAN28882
TCONS_00013954.p1	HUMAN08916
TCONS_00013956.p1	HUMAN13495
TCONS_00013957.p1	HUMAN13495
TCONS_00013959.p1	HUMAN13495
TCONS_00013960.p1	HUMAN12671
TCONS_00013961.p1	HUMAN26709
TCONS_00013962.p1	HUMAN26709
TCONS_00013963.p1	HUMAN13522
TCONS_00013964.p1	HUMAN07824
TCONS_00013966.p1	HUMAN06062
TCONS_00013969.p1	HUMAN00155
TCONS_00013972.p1	HUMAN24632
TCONS_00013973.p1	HUMAN12372
TCONS_00013974.p1	HUMAN16899
TCONS_00013977.p1	HUMAN14359
TCONS_00013979.p1	HUMAN24632
TCONS_00013980.p1	HUMAN12373
TCONS_00013982.p2	HUMAN16899
TCONS_00013984.p1	HUMAN25905
TCONS_00013985.p1	HUMAN01064
TCONS_00013992.p1	HUMAN01702
TCONS_00013994.p1	HUMAN17756
TCONS_00013995.p1	HUMAN21461
TCONS_00013996.p1	HUMAN21461
TCONS_00013997.p2	HUMAN21461
TCONS_00013998.p1	HUMAN27314
TCONS_00013999.p1	HUMAN25364
TCONS_00014001.p1	HUMAN25364
TCONS_00014002.p1	HUMAN25364
TCONS_00014003.p1	HUMAN25364
TCONS_00014005.p1	HUMAN25364
TCONS_00014006.p1	HUMAN25364
TCONS_00014007.p1	HUMAN25364
TCONS_00014008.p1	HUMAN09518
TCONS_00014009.p1	HUMAN10496
TCONS_00014010.p1	HUMAN13426
TCONS_00014018.p1	HUMAN29650
TCONS_00014019.p1	HUMAN10652
TCONS_00014021.p1	HUMAN21527
TCONS_00014023.p1	HUMAN10072
TCONS_00014025.p1	HUMAN21527
TCONS_00014030.p1	HUMAN10161
TCONS_00014034.p1	HUMAN13404
TCONS_00014035.p1	HUMAN22310
TCONS_00014036.p1	HUMAN14849
TCONS_00014039.p2	HUMAN29653
TCONS_00014041.p1	HUMAN30392
TCONS_00014044.p1	HUMAN25886
TCONS_00014046.p1	HUMAN12148
TCONS_00014047.p1	HUMAN10266
TCONS_00014048.p1	HUMAN10280
TCONS_00014062.p1	HUMAN11476
TCONS_00014081.p1	HUMAN10272
TCONS_00014085.p1	HUMAN10397
TCONS_00014092.p1	HUMAN27328
TCONS_00014093.p1	HUMAN06930
TCONS_00014095.p1	HUMAN12114
TCONS_00014097.p1	HUMAN29208
TCONS_00014098.p1	HUMAN10193
TCONS_00014101.p1	HUMAN01887
TCONS_00014102.p1	HUMAN09887
TCONS_00014104.p1	HUMAN13252
TCONS_00014105.p1	HUMAN03260
TCONS_00014106.p1	HUMAN04395
TCONS_00014107.p1	HUMAN04395
TCONS_00014108.p1	HUMAN04395
TCONS_00014110.p1	HUMAN05076
TCONS_00014111.p1	HUMAN18067
TCONS_00014112.p1	HUMAN11728
TCONS_00014115.p1	HUMAN15601
TCONS_00014116.p1	HUMAN24849
TCONS_00014117.p1	HUMAN17460
TCONS_00014120.p1	HUMAN10714
TCONS_00014124.p1	HUMAN20083
TCONS_00014129.p1	HUMAN13179
TCONS_00014131.p1	HUMAN10730
TCONS_00014132.p1	HUMAN13442
TCONS_00014134.p1	HUMAN10319
TCONS_00014136.p1	HUMAN20171
TCONS_00014137.p1	HUMAN10531
TCONS_00014138.p1	HUMAN14806
TCONS_00014140.p1	HUMAN13367
TCONS_00014141.p1	HUMAN19339
TCONS_00014142.p1	HUMAN13302
TCONS_00014143.p1	HUMAN13551
TCONS_00014144.p1	HUMAN10689
TCONS_00014145.p1	HUMAN10663
TCONS_00014146.p1	HUMAN10663
TCONS_00014147.p1	HUMAN10663
TCONS_00014149.p1	HUMAN10663
TCONS_00014153.p1	HUMAN27743
TCONS_00014155.p1	HUMAN15485
TCONS_00014159.p1	HUMAN10502
TCONS_00014160.p1	HUMAN13449
TCONS_00014161.p1	HUMAN13455
TCONS_00014163.p1	HUMAN28716
TCONS_00014165.p1	HUMAN25906
TCONS_00014167.p1	HUMAN29760
TCONS_00014168.p1	HUMAN10657
TCONS_00014169.p1	HUMAN01884
TCONS_00014170.p1	HUMAN13131
TCONS_00014171.p1	HUMAN24845
TCONS_00014173.p1	HUMAN02731
TCONS_00014174.p1	HUMAN06246
TCONS_00014176.p1	HUMAN15408
TCONS_00014177.p1	HUMAN15738
TCONS_00014181.p1	HUMAN10215
TCONS_00014182.p1	HUMAN25656
TCONS_00014183.p1	HUMAN10309
TCONS_00014185.p1	HUMAN01064
TCONS_00014186.p1	HUMAN01064
TCONS_00014187.p1	HUMAN01064
TCONS_00014188.p1	HUMAN01064
TCONS_00014191.p1	HUMAN25217
TCONS_00014192.p1	HUMAN13501
TCONS_00014195.p1	HUMAN28414
TCONS_00014197.p1	HUMAN12167
TCONS_00014201.p1	HUMAN04912
TCONS_00014202.p1	HUMAN01992
TCONS_00014206.p1	HUMAN16059
TCONS_00014207.p1	HUMAN13362
TCONS_00014208.p1	HUMAN10245
TCONS_00014211.p1	HUMAN13306
TCONS_00014212.p1	HUMAN00428
TCONS_00014213.p1	HUMAN01342
TCONS_00014217.p1	HUMAN10332
TCONS_00014219.p1	HUMAN24839
TCONS_00014221.p1	HUMAN19177
TCONS_00014222.p1	HUMAN20083
TCONS_00014223.p1	HUMAN15781
TCONS_00014225.p1	HUMAN13499
TCONS_00014227.p1	HUMAN13570
TCONS_00014230.p1	HUMAN13026
TCONS_00014232.p1	HUMAN10627
TCONS_00014234.p1	HUMAN10627
TCONS_00014235.p1	HUMAN13554
TCONS_00014236.p1	HUMAN13032
TCONS_00014237.p1	HUMAN25019
TCONS_00014238.p1	HUMAN18336
TCONS_00014239.p1	HUMAN25019
TCONS_00014240.p1	HUMAN12360
TCONS_00014242.p1	HUMAN15382
TCONS_00014243.p1	HUMAN13483
TCONS_00014244.p1	HUMAN10683
TCONS_00014245.p1	HUMAN25950
TCONS_00014248.p1	HUMAN13523
TCONS_00014249.p1	HUMAN13634
TCONS_00014250.p1	HUMAN10324
TCONS_00014253.p1	HUMAN18022
TCONS_00014257.p1	HUMAN11110
TCONS_00014258.p1	HUMAN23245
TCONS_00014260.p1	HUMAN16301
TCONS_00014264.p1	HUMAN14583
TCONS_00014265.p1	HUMAN12220
TCONS_00014266.p1	HUMAN10698
TCONS_00014267.p1	HUMAN12021
TCONS_00014268.p1	HUMAN24150
TCONS_00014276.p1	HUMAN10611
TCONS_00014277.p1	HUMAN10611
TCONS_00014279.p1	HUMAN23060
TCONS_00014280.p1	HUMAN23060
TCONS_00014282.p1	HUMAN12049
TCONS_00014283.p1	HUMAN25908
TCONS_00014285.p1	HUMAN23116
TCONS_00014287.p1	HUMAN23116
TCONS_00014290.p1	HUMAN11608
TCONS_00014292.p1	HUMAN04354
TCONS_00014293.p1	HUMAN20081
TCONS_00014294.p1	HUMAN21351
TCONS_00014295.p1	HUMAN01740
TCONS_00014301.p1	HUMAN16817
TCONS_00014309.p1	HUMAN13531
TCONS_00014310.p1	HUMAN25945
TCONS_00014311.p1	HUMAN12984
TCONS_00014313.p1	HUMAN12981
TCONS_00014314.p1	HUMAN10533
TCONS_00014315.p1	HUMAN10533
TCONS_00014318.p1	HUMAN10533
TCONS_00014320.p1	HUMAN26796
TCONS_00014321.p1	HUMAN25971
TCONS_00014322.p1	HUMAN10234
TCONS_00014323.p1	HUMAN13182
TCONS_00014324.p1	HUMAN25400
TCONS_00014325.p1	HUMAN06122
TCONS_00014326.p1	HUMAN13648
TCONS_00014328.p1	HUMAN13028
TCONS_00014330.p1	HUMAN10533
TCONS_00014332.p1	HUMAN26796
TCONS_00014333.p1	HUMAN25972
TCONS_00014334.p1	HUMAN10234
TCONS_00014335.p1	HUMAN13182
TCONS_00014336.p1	HUMAN06122
TCONS_00014337.p1	HUMAN13648
TCONS_00014339.p1	HUMAN13028
TCONS_00014340.p1	HUMAN25924
TCONS_00014341.p1	HUMAN26255
TCONS_00014342.p1	HUMAN11777
TCONS_00014343.p1	HUMAN11777
TCONS_00014345.p1	HUMAN13191
TCONS_00014348.p1	HUMAN28355
TCONS_00014350.p1	HUMAN12131
TCONS_00014351.p1	HUMAN12138
TCONS_00014352.p1	HUMAN09848
TCONS_00014353.p1	HUMAN10321
TCONS_00014355.p1	HUMAN25934
TCONS_00014358.p1	HUMAN12366
TCONS_00014361.p1	HUMAN02548
TCONS_00014362.p1	HUMAN15907
TCONS_00014370.p1	HUMAN10625
TCONS_00014372.p1	HUMAN12963
TCONS_00014373.p1	HUMAN10265
TCONS_00014384.p1	HUMAN25154
TCONS_00014385.p1	HUMAN16586
TCONS_00014386.p1	HUMAN03419
TCONS_00014387.p1	HUMAN27781
TCONS_00014389.p1	HUMAN03912
TCONS_00014390.p1	HUMAN03912
TCONS_00014393.p1	HUMAN25596
TCONS_00014394.p1	HUMAN25596
