TCONS_00000010.p1	OFUSG03055.1.p1
TCONS_00014310.p1	OFUSG19931.1.p1
TCONS_00014311.p1	OFUSG10078.1.p1
TCONS_00014311.p1	OFUSG10078.2.p1
TCONS_00014313.p1	OFUSG11098.1.p1
TCONS_00014318.p1	OFUSG10479.1.p1
TCONS_00014321.p1	OFUSG11183.1.p1
TCONS_00014321.p1	OFUSG11183.2.p1
TCONS_00014321.p1	OFUSG11183.3.p1
TCONS_00014323.p1	OFUSG10545.1.p1
TCONS_00014324.p1	OFUSG24821.1.p1
TCONS_00014332.p1	OFUSG18138.1.p1
TCONS_00014332.p1	OFUSG18138.2.p1
TCONS_00014334.p1	OFUSG17958.1.p1
TCONS_00014337.p1	OFUSG10899.1.p1
TCONS_00014339.p1	OFUSG10895.1.p1
TCONS_00014340.p1	OFUSG18598.1.p1
TCONS_00014340.p1	OFUSG18598.2.p1
TCONS_00014341.p1	OFUSG10893.1.p1
TCONS_00014343.p1	OFUSG10332.1.p1
TCONS_00014345.p1	OFUSG10396.1.p1
TCONS_00014346.p1	OFUSG11020.1.p1
TCONS_00014346.p1	OFUSG11021.1.p1
TCONS_00014348.p1	OFUSG17975.1.p1
TCONS_00014350.p1	OFUSG09998.1.p1
TCONS_00014350.p1	OFUSG09998.2.p1
TCONS_00014351.p1	OFUSG10902.1.p1
TCONS_00014352.p1	OFUSG19650.1.p1
TCONS_00014353.p1	OFUSG02450.1.p1
TCONS_00014353.p1	OFUSG10409.1.p1
TCONS_00014355.p1	OFUSG10034.1.p1
TCONS_00014355.p1	OFUSG20611.1.p1
TCONS_00014355.p1	OFUSG20611.2.p1
TCONS_00014358.p1	OFUSG10355.1.p1
TCONS_00014358.p1	OFUSG10355.2.p1
TCONS_00014362.p1	OFUSG10871.1.p1
TCONS_00014370.p1	OFUSG10972.1.p1
TCONS_00014372.p1	OFUSG09987.1.p1
TCONS_00014373.p1	OFUSG10408.1.p1
TCONS_00014383.p1	OFUSG26936.1.p1
TCONS_00014384.p1	OFUSG10769.1.p1
TCONS_00014384.p1	OFUSG10770.1.p1
TCONS_00014384.p1	OFUSG10770.2.p1
TCONS_00014384.p1	OFUSG18343.1.p1
TCONS_00014387.p1	OFUSG11081.1.p1
TCONS_00014387.p1	OFUSG11094.1.p1
TCONS_00014395.p1	OFUSG10959.1.p1
TCONS_00014395.p1	OFUSG10959.2.p1
TCONS_00014395.p1	OFUSG12786.1.p1
TCONS_00014395.p1	OFUSG12787.1.p1
TCONS_00014397.p1	OFUSG11052.1.p1
TCONS_00014397.p1	OFUSG11052.2.p1
TCONS_00014399.p1	OFUSG24609.1.p1
TCONS_00014399.p1	OFUSG24609.2.p1
TCONS_00014399.p1	OFUSG24609.3.p1
TCONS_00014401.p1	OFUSG10557.1.p1
TCONS_00014403.p1	OFUSG17800.1.p1
TCONS_00014408.p1	OFUSG02336.1.p1
TCONS_00014408.p1	OFUSG04585.1.p1
TCONS_00014408.p1	OFUSG21911.1.p1
TCONS_00014408.p1	OFUSG24471.1.p1
TCONS_00014421.p1	OFUSG10906.1.p1
TCONS_00014422.p1	OFUSG10877.1.p1
TCONS_00014422.p1	OFUSG10877.2.p1
TCONS_00014428.p1	OFUSG23162.1.p1
TCONS_00014430.p1	OFUSG18161.1.p1
TCONS_00014430.p1	OFUSG18161.2.p1
TCONS_00014431.p1	OFUSG17891.1.p1
TCONS_00014432.p1	OFUSG17894.1.p1
TCONS_00014432.p1	OFUSG17894.2.p1
TCONS_00014432.p1	OFUSG17894.3.p1
TCONS_00014432.p1	OFUSG18836.1.p1
TCONS_00014433.p1	OFUSG17156.1.p1
TCONS_00014435.p1	OFUSG10767.1.p1
TCONS_00014439.p1	OFUSG18101.1.p1
TCONS_00014439.p1	OFUSG18101.2.p1
TCONS_00014445.p1	OFUSG18300.1.p1
TCONS_00014454.p1	OFUSG10828.1.p1
TCONS_00014455.p1	OFUSG10640.1.p1
TCONS_00014458.p1	OFUSG24588.1.p1
TCONS_00014468.p1	OFUSG13223.1.p1
TCONS_00014468.p1	OFUSG13223.2.p1
TCONS_00014468.p1	OFUSG18485.1.p1
TCONS_00014468.p1	OFUSG19651.1.p1
TCONS_00014469.p1	OFUSG10500.1.p1
TCONS_00014471.p1	OFUSG10864.1.p1
TCONS_00014471.p1	OFUSG10864.2.p1
TCONS_00014471.p1	OFUSG10864.3.p1
TCONS_00014473.p1	OFUSG09992.1.p1
TCONS_00014499.p1	OFUSG14716.1.p1
TCONS_00014501.p1	OFUSG12791.1.p1
TCONS_00014505.p1	OFUSG09022.1.p1
TCONS_00014508.p1	OFUSG25573.1.p1
TCONS_00014513.p1	OFUSG14031.1.p1
TCONS_00014515.p1	OFUSG04230.1.p1
TCONS_00014515.p1	OFUSG12118.1.p1
TCONS_00014515.p1	OFUSG25595.1.p1
TCONS_00014516.p1	OFUSG12119.1.p1
TCONS_00014516.p1	OFUSG12119.2.p1
TCONS_00014516.p1	OFUSG26860.1.p1
TCONS_00014516.p1	OFUSG26860.2.p1
TCONS_00014532.p1	OFUSG10056.1.p1
TCONS_00014535.p1	OFUSG23464.1.p1
TCONS_00014538.p1	OFUSG00794.1.p1
TCONS_00014538.p1	OFUSG00795.1.p1
TCONS_00014538.p1	OFUSG00797.1.p1
TCONS_00014538.p1	OFUSG02099.1.p1
TCONS_00014538.p1	OFUSG02101.1.p1
TCONS_00014538.p1	OFUSG02101.2.p1
TCONS_00014538.p1	OFUSG02279.1.p1
TCONS_00014538.p1	OFUSG04729.1.p1
TCONS_00014538.p1	OFUSG08866.1.p1
TCONS_00014538.p1	OFUSG10376.1.p1
TCONS_00014538.p1	OFUSG10440.1.p1
TCONS_00014538.p1	OFUSG10444.1.p1
TCONS_00014538.p1	OFUSG10647.1.p1
TCONS_00014538.p1	OFUSG10647.2.p1
TCONS_00014538.p1	OFUSG10793.1.p1
TCONS_00014538.p1	OFUSG10892.1.p1
TCONS_00014538.p1	OFUSG10965.1.p1
TCONS_00014538.p1	OFUSG13620.1.p1
TCONS_00014538.p1	OFUSG18221.1.p1
TCONS_00014538.p1	OFUSG18407.1.p1
TCONS_00014538.p1	OFUSG18560.1.p1
TCONS_00014538.p1	OFUSG19666.1.p1
TCONS_00014538.p1	OFUSG21543.1.p1
TCONS_00014538.p1	OFUSG21543.2.p1
TCONS_00014538.p1	OFUSG21543.3.p1
TCONS_00014538.p1	OFUSG21543.4.p1
TCONS_00014538.p1	OFUSG26860.3.p1
TCONS_00014539.p1	OFUSG14531.1.p1
TCONS_00014539.p1	OFUSG22019.1.p1
TCONS_00014539.p1	OFUSG22054.1.p1
TCONS_00014549.p1	OFUSG10854.1.p1
TCONS_00014552.p1	OFUSG03979.1.p1
TCONS_00014552.p1	OFUSG03984.2.p1
TCONS_00014552.p1	OFUSG05176.1.p1
TCONS_00014552.p1	OFUSG10202.1.p1
TCONS_00014552.p1	OFUSG10432.1.p1
TCONS_00014552.p1	OFUSG13000.1.p1
TCONS_00014552.p1	OFUSG13004.1.p1
TCONS_00014552.p1	OFUSG13005.1.p1
TCONS_00014552.p1	OFUSG24081.1.p1
TCONS_00014552.p1	OFUSG24081.2.p1
TCONS_00014559.p1	OFUSG00008.1.p1
TCONS_00014564.p1	OFUSG11130.1.p1
TCONS_00014571.p1	OFUSG00551.1.p1
TCONS_00014571.p1	OFUSG00553.1.p2
TCONS_00014571.p1	OFUSG05171.1.p1
TCONS_00014571.p1	OFUSG08856.1.p1
TCONS_00014571.p1	OFUSG08857.1.p1
TCONS_00014571.p1	OFUSG11512.1.p1
TCONS_00014571.p1	OFUSG11513.1.p1
TCONS_00014571.p1	OFUSG11514.1.p1
TCONS_00014571.p1	OFUSG16688.1.p1
TCONS_00014574.p1	OFUSG10944.1.p1
TCONS_00014583.p1	OFUSG18365.1.p1
TCONS_00014584.p1	OFUSG17855.1.p1
TCONS_00014585.p1	OFUSG09948.1.p1
TCONS_00014587.p1	OFUSG10043.1.p1
TCONS_00014589.p1	OFUSG10509.1.p1
TCONS_00014589.p1	OFUSG16381.1.p1
TCONS_00014589.p1	OFUSG16382.1.p1
TCONS_00014589.p1	OFUSG22637.1.p1
TCONS_00014589.p1	OFUSG22638.1.p1
TCONS_00014589.p1	OFUSG22638.2.p1
TCONS_00014590.p1	OFUSG18396.1.p1
TCONS_00014591.p1	OFUSG10927.1.p1
TCONS_00014594.p1	OFUSG10928.1.p1
TCONS_00014595.p1	OFUSG18499.1.p1
TCONS_00014595.p1	OFUSG18499.2.p1
TCONS_00014595.p1	OFUSG18499.3.p1
TCONS_00014608.p1	OFUSG04262.1.p1
TCONS_00014618.p1	OFUSG14241.1.p1
TCONS_00014632.p1	OFUSG23020.1.p1
TCONS_00014632.p1	OFUSG23967.1.p1
TCONS_00014636.p1	OFUSG07333.1.p1
TCONS_00014637.p1	OFUSG00517.1.p1
TCONS_00014637.p1	OFUSG00517.2.p1
TCONS_00014637.p1	OFUSG20251.1.p1
TCONS_00014637.p1	OFUSG20251.2.p1
TCONS_00014645.p1	OFUSG25697.1.p1
TCONS_00014647.p1	OFUSG07211.1.p1
TCONS_00014648.p1	OFUSG19064.1.p1
TCONS_00014648.p1	OFUSG25637.1.p1
TCONS_00014649.p1	OFUSG05822.1.p1
TCONS_00014649.p1	OFUSG24150.1.p1
TCONS_00014652.p1	OFUSG25441.1.p1
TCONS_00014654.p1	OFUSG25500.1.p1
TCONS_00014656.p1	OFUSG07446.1.p1
TCONS_00014656.p1	OFUSG07446.2.p1
TCONS_00014656.p1	OFUSG07446.3.p1
TCONS_00014656.p1	OFUSG07446.4.p1
TCONS_00014657.p1	OFUSG07489.1.p1
TCONS_00014657.p1	OFUSG07489.2.p1
TCONS_00014663.p1	OFUSG07244.1.p1
TCONS_00014664.p1	OFUSG08298.1.p1
TCONS_00014672.p1	OFUSG07249.1.p1
TCONS_00014675.p1	OFUSG01026.1.p1
TCONS_00014675.p1	OFUSG13810.1.p1
TCONS_00014675.p1	OFUSG26152.1.p1
TCONS_00014675.p1	OFUSG26153.1.p1
TCONS_00014687.p1	OFUSG07715.1.p1
TCONS_00014687.p1	OFUSG07715.2.p1
TCONS_00014693.p1	OFUSG08030.1.p1
TCONS_00014693.p1	OFUSG08030.2.p1
TCONS_00014693.p1	OFUSG08030.3.p1
TCONS_00014718.p1	OFUSG06552.1.p1
TCONS_00014718.p1	OFUSG20824.1.p1
TCONS_00014718.p1	OFUSG20824.2.p1
TCONS_00014718.p1	OFUSG23774.1.p1
TCONS_00014720.p1	OFUSG08234.1.p1
TCONS_00014743.p1	OFUSG18766.1.p1
TCONS_00014747.p1	OFUSG25698.1.p1
TCONS_00014748.p1	OFUSG07170.1.p1
TCONS_00014749.p1	OFUSG07978.1.p1
TCONS_00014750.p1	OFUSG07981.1.p1
TCONS_00014755.p1	OFUSG07125.1.p1
TCONS_00014755.p1	OFUSG07125.2.p1
TCONS_00014759.p1	OFUSG07863.1.p1
TCONS_00014759.p1	OFUSG07863.2.p1
TCONS_00014763.p1	OFUSG21962.1.p1
TCONS_00014767.p1	OFUSG07738.1.p1
TCONS_00014767.p1	OFUSG07738.2.p1
TCONS_00014767.p1	OFUSG11651.1.p1
TCONS_00014767.p1	OFUSG14717.1.p1
TCONS_00014767.p1	OFUSG14717.2.p1
TCONS_00014767.p1	OFUSG15636.1.p1
TCONS_00014767.p1	OFUSG15642.1.p1
TCONS_00014767.p1	OFUSG19572.1.p1
TCONS_00014767.p1	OFUSG19572.2.p1
TCONS_00014767.p1	OFUSG21325.1.p1
TCONS_00014767.p1	OFUSG22687.1.p1
TCONS_00014767.p1	OFUSG23164.1.p1
TCONS_00014767.p1	OFUSG23976.1.p1
TCONS_00014767.p1	OFUSG25037.1.p1
TCONS_00014767.p1	OFUSG25037.2.p1
TCONS_00014767.p1	OFUSG25537.1.p1
TCONS_00014767.p1	OFUSG25709.1.p1
TCONS_00014768.p1	OFUSG09088.1.p1
TCONS_00014768.p1	OFUSG21531.1.p1
TCONS_00014769.p1	OFUSG25412.1.p1
TCONS_00014770.p1	OFUSG07746.1.p1
TCONS_00014772.p1	OFUSG08082.1.p1
TCONS_00014773.p1	OFUSG08036.1.p1
TCONS_00014775.p1	OFUSG10914.1.p1
TCONS_00014777.p1	OFUSG07267.1.p1
TCONS_00014777.p1	OFUSG07267.2.p1
TCONS_00014779.p1	OFUSG26238.1.p1
TCONS_00014783.p1	OFUSG09922.1.p1
TCONS_00014783.p1	OFUSG09922.2.p1
TCONS_00014783.p1	OFUSG09924.1.p1
TCONS_00014783.p1	OFUSG09924.2.p1
TCONS_00014787.p1	OFUSG19228.1.p1
TCONS_00014788.p1	OFUSG01867.1.p1
TCONS_00014788.p1	OFUSG08144.1.p1
TCONS_00014792.p1	OFUSG07807.1.p1
TCONS_00014792.p1	OFUSG07807.2.p1
TCONS_00014792.p1	OFUSG07807.3.p1
TCONS_00014796.p1	OFUSG00417.1.p1
TCONS_00014797.p1	OFUSG09290.1.p1
TCONS_00014798.p1	OFUSG00204.1.p1
TCONS_00014800.p1	OFUSG13554.1.p1
TCONS_00014803.p1	OFUSG08311.1.p1
TCONS_00014807.p1	OFUSG02719.1.p1
TCONS_00014807.p1	OFUSG07683.1.p1
TCONS_00014810.p1	OFUSG07307.1.p1
TCONS_00014810.p1	OFUSG07308.1.p1
TCONS_00014810.p1	OFUSG07309.1.p1
TCONS_00014812.p1	OFUSG25690.1.p1
TCONS_00014817.p1	OFUSG09935.1.p1
TCONS_00014817.p1	OFUSG09935.2.p1
TCONS_00014818.p1	OFUSG26602.1.p1
TCONS_00014818.p1	OFUSG26602.2.p1
TCONS_00014834.p1	OFUSG25480.1.p1
TCONS_00014834.p1	OFUSG25480.2.p1
TCONS_00014845.p1	OFUSG07444.1.p1
TCONS_00014846.p1	OFUSG17095.1.p1
TCONS_00014846.p1	OFUSG17096.1.p1
TCONS_00014846.p1	OFUSG19614.1.p1
TCONS_00014846.p1	OFUSG21789.1.p1
TCONS_00014846.p1	OFUSG21790.1.p1
TCONS_00014846.p1	OFUSG21798.1.p1
TCONS_00014846.p1	OFUSG22080.1.p1
TCONS_00014846.p1	OFUSG22598.1.p1
TCONS_00014846.p1	OFUSG26031.1.p1
TCONS_00014849.p1	OFUSG08034.1.p1
TCONS_00014850.p1	OFUSG08308.1.p1
TCONS_00014852.p1	OFUSG02247.1.p1
TCONS_00014855.p1	OFUSG08547.1.p1
TCONS_00014856.p1	OFUSG15442.1.p1
TCONS_00014857.p1	OFUSG26138.1.p1
TCONS_00014868.p1	OFUSG25686.1.p1
TCONS_00014869.p1	OFUSG26215.1.p1
TCONS_00014870.p1	OFUSG25465.1.p1
TCONS_00014874.p1	OFUSG08397.1.p1
TCONS_00014877.p1	OFUSG25639.1.p1
TCONS_00014879.p1	OFUSG11795.1.p1
TCONS_00014883.p1	OFUSG19096.1.p1
TCONS_00014890.p1	OFUSG18546.1.p1
TCONS_00014890.p1	OFUSG18547.1.p1
TCONS_00014892.p1	OFUSG06604.1.p1
TCONS_00014892.p1	OFUSG06605.1.p1
TCONS_00014892.p1	OFUSG24688.1.p1
TCONS_00014896.p1	OFUSG02272.1.p1
TCONS_00014896.p1	OFUSG03982.1.p1
TCONS_00014896.p1	OFUSG07360.1.p1
TCONS_00014896.p1	OFUSG12794.1.p1
TCONS_00014896.p1	OFUSG13795.1.p1
TCONS_00014896.p1	OFUSG19835.1.p1
TCONS_00014896.p1	OFUSG20967.1.p1
TCONS_00014897.p1	OFUSG07330.1.p1
TCONS_00014899.p1	OFUSG19866.1.p1
TCONS_00014899.p1	OFUSG25363.1.p1
TCONS_00014902.p1	OFUSG08073.1.p1
TCONS_00014908.p1	OFUSG12336.1.p1
TCONS_00014910.p1	OFUSG09877.1.p1
TCONS_00014910.p1	OFUSG09877.2.p1
TCONS_00014910.p1	OFUSG09879.1.p1
TCONS_00014910.p1	OFUSG09879.2.p1
TCONS_00014910.p1	OFUSG09879.3.p1
TCONS_00014910.p1	OFUSG09879.4.p1
TCONS_00014910.p1	OFUSG09879.5.p1
TCONS_00014910.p1	OFUSG16987.1.p1
TCONS_00014934.p1	OFUSG10746.1.p1
TCONS_00014937.p1	OFUSG02716.1.p1
TCONS_00014939.p1	OFUSG12444.1.p1
TCONS_00014939.p1	OFUSG25035.1.p1
TCONS_00014942.p1	OFUSG00069.1.p1
TCONS_00014942.p1	OFUSG00069.2.p1
TCONS_00014944.p1	OFUSG07078.1.p1
TCONS_00014944.p1	OFUSG07078.2.p1
TCONS_00014945.p1	OFUSG00428.1.p1
TCONS_00014949.p1	OFUSG07673.1.p1
TCONS_00014949.p1	OFUSG07673.2.p1
TCONS_00014949.p1	OFUSG07673.3.p1
TCONS_00014949.p1	OFUSG07673.4.p1
TCONS_00014950.p1	OFUSG10365.1.p1
TCONS_00014951.p1	OFUSG07164.1.p1
TCONS_00014955.p1	OFUSG07691.1.p1
TCONS_00014958.p1	OFUSG08099.1.p1
TCONS_00014965.p1	OFUSG09907.1.p1
TCONS_00014966.p1	OFUSG08338.1.p1
TCONS_00014970.p1	OFUSG07600.1.p1
TCONS_00014971.p1	OFUSG07280.1.p1
TCONS_00014972.p1	OFUSG25488.1.p1
TCONS_00014973.p1	OFUSG08199.1.p1
TCONS_00014973.p1	OFUSG08199.2.p1
TCONS_00014973.p1	OFUSG08199.3.p1
TCONS_00014974.p1	OFUSG26693.1.p1
TCONS_00014976.p1	OFUSG08054.1.p1
TCONS_00014987.p1	OFUSG08255.1.p1
TCONS_00014987.p1	OFUSG08257.1.p4
TCONS_00014993.p1	OFUSG14690.1.p1
TCONS_00014995.p1	OFUSG26230.1.p1
TCONS_00014996.p1	OFUSG07136.1.p1
TCONS_00014996.p1	OFUSG07136.2.p1
TCONS_00014999.p1	OFUSG03419.1.p1
TCONS_00014999.p1	OFUSG03745.1.p1
TCONS_00014999.p1	OFUSG26624.1.p1
TCONS_00015001.p1	OFUSG25700.1.p1
TCONS_00015001.p1	OFUSG25701.1.p1
TCONS_00015007.p1	OFUSG01782.1.p1
TCONS_00015007.p1	OFUSG07304.1.p1
TCONS_00015007.p1	OFUSG08909.1.p1
TCONS_00015007.p1	OFUSG21260.1.p1
TCONS_00015007.p1	OFUSG24078.1.p1
TCONS_00015008.p1	OFUSG25572.1.p1
TCONS_00015010.p1	OFUSG07429.1.p1
TCONS_00015012.p1	OFUSG08218.1.p1
TCONS_00015013.p1	OFUSG26696.1.p1
TCONS_00015014.p1	OFUSG25419.1.p1
TCONS_00015014.p1	OFUSG25419.2.p1
TCONS_00015016.p1	OFUSG07947.1.p1
TCONS_00015016.p1	OFUSG07947.2.p1
TCONS_00015024.p1	OFUSG08386.1.p1
TCONS_00015024.p1	OFUSG08386.2.p1
TCONS_00015033.p1	OFUSG01776.1.p2
TCONS_00015033.p1	OFUSG02229.1.p1
TCONS_00015033.p1	OFUSG02233.1.p2
TCONS_00015033.p1	OFUSG03170.1.p1
TCONS_00015033.p1	OFUSG05057.1.p1
TCONS_00015033.p1	OFUSG06561.1.p1
TCONS_00015033.p1	OFUSG06881.1.p1
TCONS_00015033.p1	OFUSG06973.1.p1
TCONS_00015033.p1	OFUSG07357.1.p1
TCONS_00015033.p1	OFUSG07678.2.p1
TCONS_00015033.p1	OFUSG09169.1.p1
TCONS_00015033.p1	OFUSG09312.1.p1
TCONS_00015033.p1	OFUSG09422.1.p1
TCONS_00015033.p1	OFUSG09422.2.p1
TCONS_00015033.p1	OFUSG09821.1.p1
TCONS_00015033.p1	OFUSG10963.2.p1
TCONS_00015033.p1	OFUSG11179.1.p1
TCONS_00015033.p1	OFUSG11179.2.p1
TCONS_00015033.p1	OFUSG11179.3.p1
TCONS_00015033.p1	OFUSG11179.4.p1
TCONS_00015033.p1	OFUSG11179.5.p1
TCONS_00015033.p1	OFUSG13722.1.p1
TCONS_00015033.p1	OFUSG14752.1.p1
TCONS_00015033.p1	OFUSG15635.1.p1
TCONS_00015033.p1	OFUSG15641.1.p1
TCONS_00015033.p1	OFUSG19031.1.p1
TCONS_00015033.p1	OFUSG19623.1.p1
TCONS_00015033.p1	OFUSG23963.1.p1
TCONS_00015033.p1	OFUSG24712.1.p1
TCONS_00015033.p1	OFUSG24807.1.p1
TCONS_00015036.p1	OFUSG08088.1.p1
TCONS_00015039.p1	OFUSG21449.1.p1
TCONS_00015040.p1	OFUSG01766.1.p1
TCONS_00015040.p1	OFUSG01871.1.p1
TCONS_00015040.p1	OFUSG02520.1.p1
TCONS_00015040.p1	OFUSG04214.1.p1
TCONS_00015040.p1	OFUSG08337.1.p1
TCONS_00015040.p1	OFUSG08337.2.p1
TCONS_00015040.p1	OFUSG13622.1.p1
TCONS_00015040.p1	OFUSG13661.1.p1
TCONS_00015040.p1	OFUSG17286.1.p1
TCONS_00015040.p1	OFUSG22405.1.p1
TCONS_00015040.p1	OFUSG23199.1.p1
TCONS_00015040.p1	OFUSG24834.1.p1
TCONS_00015040.p1	OFUSG24834.2.p1
TCONS_00015040.p1	OFUSG24834.3.p1
TCONS_00015040.p1	OFUSG24834.4.p1
TCONS_00015041.p1	OFUSG22807.1.p1
TCONS_00015043.p1	OFUSG26114.1.p1
TCONS_00015043.p1	OFUSG26114.2.p1
TCONS_00015043.p1	OFUSG26117.1.p1
TCONS_00015051.p1	OFUSG26725.1.p1
TCONS_00015053.p1	OFUSG07976.1.p1
TCONS_00015053.p1	OFUSG12484.1.p1
TCONS_00015053.p1	OFUSG22836.2.p1
TCONS_00015053.p1	OFUSG22876.1.p1
TCONS_00015053.p1	OFUSG22876.2.p1
TCONS_00015057.p1	OFUSG06299.2.p1
TCONS_00015057.p1	OFUSG09044.1.p1
TCONS_00015057.p1	OFUSG18237.1.p1
TCONS_00015057.p1	OFUSG20054.1.p1
TCONS_00015057.p1	OFUSG23932.1.p2
TCONS_00015057.p1	OFUSG23938.1.p1
TCONS_00015057.p1	OFUSG24465.1.p1
TCONS_00015059.p1	OFUSG07689.1.p1
TCONS_00015060.p1	OFUSG07475.1.p1
TCONS_00015060.p1	OFUSG07475.2.p1
TCONS_00015079.p1	OFUSG05211.1.p1
TCONS_00015084.p1	OFUSG07758.1.p1
TCONS_00015088.p1	OFUSG24402.1.p1
TCONS_00015091.p1	OFUSG16740.1.p1
TCONS_00015091.p1	OFUSG21922.1.p1
TCONS_00015091.p1	OFUSG23700.1.p1
TCONS_00015106.p1	OFUSG04380.1.p1
TCONS_00015108.p1	OFUSG07319.1.p1
TCONS_00015110.p1	OFUSG08176.1.p1
TCONS_00015111.p1	OFUSG08217.1.p1
TCONS_00015111.p1	OFUSG08217.2.p1
TCONS_00015116.p1	OFUSG00235.1.p1
TCONS_00015116.p1	OFUSG07549.1.p1
TCONS_00015116.p1	OFUSG17803.1.p1
TCONS_00015117.p1	OFUSG08752.1.p1
TCONS_00015117.p1	OFUSG10730.1.p1
TCONS_00015117.p1	OFUSG10730.2.p1
TCONS_00015117.p1	OFUSG11741.1.p1
TCONS_00015117.p1	OFUSG22557.1.p1
TCONS_00015118.p1	OFUSG09760.1.p1
TCONS_00015119.p1	OFUSG01997.1.p1
TCONS_00015119.p1	OFUSG01997.2.p1
TCONS_00015119.p1	OFUSG10691.1.p1
TCONS_00015119.p1	OFUSG11742.1.p1
TCONS_00015119.p1	OFUSG18036.1.p1
TCONS_00015122.p1	OFUSG07550.1.p1
TCONS_00015122.p1	OFUSG21374.1.p1
TCONS_00015123.p1	OFUSG07844.1.p1
TCONS_00015124.p1	OFUSG07111.1.p1
TCONS_00015125.p1	OFUSG24592.1.p1
TCONS_00015131.p1	OFUSG14439.1.p1
TCONS_00015131.p1	OFUSG24858.1.p2
TCONS_00015162.p1	OFUSG07737.1.p1
TCONS_00015163.p1	OFUSG07735.1.p1
TCONS_00015165.p1	OFUSG10174.1.p1
TCONS_00015166.p1	OFUSG25677.1.p1
TCONS_00015167.p1	OFUSG07115.1.p1
TCONS_00015174.p1	OFUSG08031.1.p1
TCONS_00015177.p1	OFUSG07751.1.p1
TCONS_00015177.p1	OFUSG07751.2.p1
TCONS_00015178.p1	OFUSG23614.1.p1
TCONS_00015178.p1	OFUSG23614.2.p1
TCONS_00015179.p1	OFUSG09538.1.p1
TCONS_00015179.p1	OFUSG10383.1.p1
TCONS_00015179.p1	OFUSG23613.1.p1
TCONS_00015179.p1	OFUSG23615.1.p1
TCONS_00015180.p1	OFUSG26673.1.p1
TCONS_00015184.p1	OFUSG15215.1.p1
TCONS_00015187.p1	OFUSG09865.1.p1
TCONS_00015215.p1	OFUSG25498.1.p1
TCONS_00015226.p1	OFUSG11202.1.p1
TCONS_00015226.p1	OFUSG12106.1.p1
TCONS_00015234.p1	OFUSG05738.1.p1
TCONS_00015235.p1	OFUSG08418.1.p1
TCONS_00015238.p1	OFUSG07675.1.p1
TCONS_00015241.p1	OFUSG14221.1.p1
TCONS_00015242.p1	OFUSG08388.1.p1
TCONS_00015243.p1	OFUSG09548.2.p1
TCONS_00015246.p1	OFUSG25534.1.p1
TCONS_00015247.p1	OFUSG25527.1.p1
TCONS_00015247.p1	OFUSG25533.1.p1
TCONS_00015256.p1	OFUSG07493.1.p1
TCONS_00015260.p1	OFUSG25397.1.p1
TCONS_00015263.p1	OFUSG01839.1.p1
TCONS_00015267.p1	OFUSG11829.1.p1
TCONS_00015267.p1	OFUSG18366.1.p1
TCONS_00015267.p1	OFUSG18366.3.p1
TCONS_00015274.p1	OFUSG24327.1.p1
TCONS_00015275.p1	OFUSG25731.1.p1
TCONS_00015275.p1	OFUSG25731.2.p1
TCONS_00015275.p1	OFUSG25731.3.p1
TCONS_00015286.p1	OFUSG18122.1.p1
TCONS_00015293.p1	OFUSG14921.1.p1
TCONS_00015293.p1	OFUSG19853.1.p1
TCONS_00015300.p1	OFUSG00640.1.p1
TCONS_00015300.p1	OFUSG20647.1.p1
TCONS_00015301.p1	OFUSG26593.1.p1
TCONS_00015301.p1	OFUSG26598.1.p1
TCONS_00015306.p1	OFUSG25699.1.p1
TCONS_00015311.p1	OFUSG25539.1.p1
TCONS_00015312.p1	OFUSG06984.1.p1
TCONS_00015313.p1	OFUSG11534.1.p1
TCONS_00015313.p1	OFUSG12944.1.p1
TCONS_00015338.p1	OFUSG25400.1.p1
TCONS_00015338.p1	OFUSG25400.2.p1
TCONS_00015338.p1	OFUSG25400.3.p1
TCONS_00015339.p1	OFUSG09931.1.p1
TCONS_00015342.p1	OFUSG07269.1.p1
TCONS_00015342.p1	OFUSG07270.1.p1
TCONS_00015343.p1	OFUSG04151.1.p1
TCONS_00015344.p1	OFUSG25569.1.p1
TCONS_00015347.p1	OFUSG07625.1.p1
TCONS_00015352.p1	OFUSG25608.1.p1
TCONS_00015355.p1	OFUSG07668.1.p1
TCONS_00015357.p1	OFUSG07877.1.p1
TCONS_00015362.p1	OFUSG08302.1.p1
TCONS_00015363.p1	OFUSG05523.1.p1
TCONS_00015366.p1	OFUSG07068.1.p1
TCONS_00015370.p1	OFUSG16776.1.p1
TCONS_00015370.p1	OFUSG20087.1.p1
TCONS_00015372.p1	OFUSG08273.1.p1
TCONS_00015372.p1	OFUSG08276.1.p1
TCONS_00015386.p1	OFUSG08075.1.p1
TCONS_00015391.p1	OFUSG25746.1.p1
TCONS_00015400.p1	OFUSG00777.1.p1
TCONS_00015400.p1	OFUSG07455.1.p1
TCONS_00015406.p1	OFUSG07112.1.p1
TCONS_00015412.p1	OFUSG07452.1.p1
TCONS_00015412.p1	OFUSG07452.2.p1
TCONS_00015415.p1	OFUSG25414.1.p1
TCONS_00015421.p1	OFUSG25427.1.p1
TCONS_00015424.p1	OFUSG25431.1.p1
TCONS_00015431.p1	OFUSG07793.1.p1
TCONS_00015431.p1	OFUSG17596.1.p1
TCONS_00015438.p1	OFUSG07959.1.p1
TCONS_00015439.p1	OFUSG08357.1.p1
