TCONS_00053250.p1	BRALA00797
TCONS_00051647.p1	BRALA33653
TCONS_00014323.p1	BRALA30183
TCONS_00020617.p1	BRALA23403
TCONS_00015706.p1	BRALA19549
TCONS_00020098.p1	BRALA01709
TCONS_00034214.p1	BRALA24676
TCONS_00013566.p1	BRALA06181
TCONS_00006379.p1	BRALA25442
TCONS_00000637.p1	BRALA16865
TCONS_00037714.p1	BRALA02086
TCONS_00041095.p1	BRALA32739
TCONS_00001249.p1	BRALA24816
TCONS_00009186.p1	BRALA15395
TCONS_00050393.p1	BRALA24066
TCONS_00004282.p1	BRALA10477
TCONS_00022320.p1	BRALA02134
TCONS_00052991.p1	BRALA12231
TCONS_00038001.p1	BRALA02389
TCONS_00052196.p1	BRALA19606
TCONS_00015753.p1	BRALA10043
TCONS_00008605.p1	BRALA28100
TCONS_00047818.p1	BRALA09263
TCONS_00028347.p1	BRALA17900
TCONS_00000409.p1	BRALA28829
TCONS_00034175.p1	BRALA12055
TCONS_00053533.p1	BRALA01009
TCONS_00007016.p1	BRALA24695
TCONS_00035720.p1	BRALA08811
TCONS_00004939.p1	BRALA29372
TCONS_00016548.p1	BRALA15981
TCONS_00010453.p1	BRALA28911
TCONS_00025977.p1	BRALA16350
TCONS_00017881.p1	BRALA13568
TCONS_00030676.p1	BRALA03637
TCONS_00012194.p1	BRALA24713
TCONS_00057249.p1	BRALA08286
TCONS_00053081.p1	BRALA05058
TCONS_00041649.p1	BRALA19240
TCONS_00043865.p1	BRALA08294
TCONS_00047821.p1	BRALA20491
TCONS_00007618.p1	BRALA22315
TCONS_00019332.p1	BRALA13077
TCONS_00009714.p1	BRALA35097
TCONS_00012520.p1	BRALA06362
TCONS_00052874.p1	BRALA04407
TCONS_00017240.p1	BRALA15961
TCONS_00013395.p1	BRALA13017
TCONS_00050755.p1	BRALA24387
TCONS_00006082.p1	BRALA24617
TCONS_00046753.p1	BRALA16633
TCONS_00026181.p1	BRALA29156
TCONS_00014236.p1	BRALA23028
TCONS_00013247.p1	BRALA18635
TCONS_00002134.p1	BRALA19314
TCONS_00010051.p1	BRALA30163
TCONS_00037176.p1	BRALA08458
TCONS_00030400.p1	BRALA06749
TCONS_00041592.p1	BRALA16946
TCONS_00002763.p1	BRALA07054
TCONS_00020775.p1	BRALA03254
TCONS_00021900.p1	BRALA15289
TCONS_00018903.p1	BRALA27600
TCONS_00020629.p1	BRALA00479
TCONS_00001820.p1	BRALA29362
TCONS_00017347.p1	BRALA23650
TCONS_00027061.p1	BRALA16246
TCONS_00032593.p1	BRALA23579
TCONS_00029039.p1	BRALA23188
TCONS_00023452.p1	BRALA23689
TCONS_00007950.p1	BRALA26583
TCONS_00045134.p1	BRALA09363
TCONS_00016808.p1	BRALA09642
TCONS_00031430.p1	BRALA03612
TCONS_00051423.p1	BRALA05646
TCONS_00023871.p1	BRALA10794
TCONS_00027782.p1	BRALA29988
TCONS_00013336.p1	BRALA14011
TCONS_00015454.p1	BRALA02912
TCONS_00016689.p1	BRALA02593
TCONS_00052864.p1	BRALA05306
TCONS_00006443.p1	BRALA26876
TCONS_00021868.p1	BRALA11730
TCONS_00008530.p1	BRALA03800
TCONS_00027945.p1	BRALA13554
TCONS_00029205.p1	BRALA23186
TCONS_00055453.p1	BRALA17055
TCONS_00031090.p1	BRALA03790
TCONS_00048911.p1	BRALA09331
TCONS_00052239.p1	BRALA05658
TCONS_00043730.p1	BRALA23274
TCONS_00020354.p1	BRALA04159
TCONS_00006919.p1	BRALA14976
TCONS_00048583.p1	BRALA05378
TCONS_00037094.p1	BRALA08931
TCONS_00007124.p1	BRALA20015
TCONS_00010637.p1	BRALA22644
TCONS_00018455.p1	BRALA06915
TCONS_00025788.p1	BRALA25151
TCONS_00010129.p1	BRALA24996
TCONS_00008942.p1	BRALA03311
TCONS_00008057.p1	BRALA20586
TCONS_00016504.p1	BRALA06875
TCONS_00045126.p1	BRALA13575
TCONS_00006875.p1	BRALA24164
TCONS_00041453.p1	BRALA32894
TCONS_00044185.p1	BRALA11890
TCONS_00015235.p1	BRALA13392
TCONS_00018330.p1	BRALA10295
TCONS_00055223.p1	BRALA17302
TCONS_00005696.p1	BRALA34607
TCONS_00016900.p1	BRALA29465
TCONS_00050624.p1	BRALA05627
TCONS_00009296.p1	BRALA13678
TCONS_00029865.p1	BRALA26006
TCONS_00047886.p1	BRALA27874
TCONS_00027001.p1	BRALA34474
TCONS_00019241.p1	BRALA01705
TCONS_00025375.p1	BRALA23348
TCONS_00026646.p1	BRALA20282
TCONS_00046438.p1	BRALA21266
TCONS_00049245.p1	BRALA31042
TCONS_00001003.p1	BRALA32734
TCONS_00017408.p1	BRALA27047
TCONS_00056337.p1	BRALA17850
TCONS_00012707.p1	BRALA33701
TCONS_00021979.p1	BRALA24116
TCONS_00046160.p1	BRALA01908
TCONS_00029764.p1	BRALA04703
TCONS_00015862.p1	BRALA24841
TCONS_00030012.p1	BRALA06868
TCONS_00000093.p2	BRALA00473
TCONS_00054588.p1	BRALA05046
TCONS_00045482.p1	BRALA16629
TCONS_00054332.p1	BRALA00803
TCONS_00006668.p1	BRALA29326
TCONS_00006416.p1	BRALA28413
TCONS_00021088.p1	BRALA13177
TCONS_00013237.p1	BRALA25043
TCONS_00008216.p1	BRALA03081
TCONS_00011832.p1	BRALA00197
TCONS_00000491.p1	BRALA18806
TCONS_00003037.p1	BRALA07126
TCONS_00042677.p1	BRALA11822
TCONS_00020486.p1	BRALA28902
TCONS_00012517.p1	BRALA19495
TCONS_00018586.p1	BRALA15994
TCONS_00043756.p1	BRALA09934
TCONS_00001707.p1	BRALA28089
TCONS_00027740.p1	BRALA16283
TCONS_00046618.p1	BRALA23753
TCONS_00013945.p1	BRALA18659
TCONS_00010329.p1	BRALA32102
TCONS_00038519.p1	BRALA34716
TCONS_00048434.p1	BRALA22720
TCONS_00018242.p1	BRALA32040
TCONS_00013549.p1	BRALA25041
TCONS_00017068.p1	BRALA14327
TCONS_00014508.p1	BRALA21829
TCONS_00013460.p1	BRALA07861
TCONS_00006488.p1	BRALA17735
TCONS_00041920.p1	BRALA13846
TCONS_00038348.p1	BRALA08315
TCONS_00047898.p1	BRALA09381
TCONS_00007987.p1	BRALA19971
TCONS_00011167.p1	BRALA07353
TCONS_00016847.p1	BRALA20649
TCONS_00005914.p1	BRALA23593
TCONS_00043600.p1	BRALA20184
TCONS_00017745.p1	BRALA09798
TCONS_00033404.p1	BRALA00365
TCONS_00039421.p1	BRALA25699
TCONS_00045994.p1	BRALA08287
TCONS_00012137.p1	BRALA34446
TCONS_00012966.p1	BRALA12873
TCONS_00012985.p1	BRALA34673
TCONS_00005313.p1	BRALA19348
TCONS_00010525.p1	BRALA28835
TCONS_00045789.p1	BRALA29634
TCONS_00009484.p1	BRALA23908
TCONS_00007743.p1	BRALA20104
TCONS_00017224.p1	BRALA11899
TCONS_00022225.p1	BRALA16223
TCONS_00053147.p1	BRALA00992
TCONS_00048618.p1	BRALA20053
TCONS_00014240.p1	BRALA11171
TCONS_00054577.p1	BRALA01062
TCONS_00031996.p1	BRALA32722
TCONS_00048416.p1	BRALA26084
TCONS_00026656.p1	BRALA11522
TCONS_00000141.p1	BRALA35655
TCONS_00049597.p1	BRALA12772
TCONS_00043776.p1	BRALA16934
TCONS_00042251.p1	BRALA28317
TCONS_00045048.p1	BRALA21267
TCONS_00057264.p1	BRALA23683
TCONS_00002109.p1	BRALA15691
TCONS_00053897.p1	BRALA01092
TCONS_00040754.p1	BRALA22950
TCONS_00027695.p1	BRALA16339
TCONS_00005244.p1	BRALA27579
TCONS_00027825.p1	BRALA21705
TCONS_00006374.p1	BRALA18738
TCONS_00055049.p1	BRALA28355
TCONS_00053379.p1	BRALA16557
TCONS_00056906.p1	BRALA21716
TCONS_00056336.p1	BRALA34254
TCONS_00008434.p1	BRALA17624
TCONS_00004667.p1	BRALA24356
TCONS_00051669.p1	BRALA26771
TCONS_00002928.p1	BRALA24381
TCONS_00049462.p1	BRALA26934
TCONS_00055609.p1	BRALA07379
TCONS_00021320.p1	BRALA21922
TCONS_00008132.p1	BRALA20253
TCONS_00053953.p1	BRALA00816
TCONS_00011640.p1	BRALA22125
TCONS_00016094.p1	BRALA10093
TCONS_00055671.p1	BRALA24189
TCONS_00015425.p1	BRALA06850
TCONS_00016163.p1	BRALA18436
TCONS_00056893.p1	BRALA17016
TCONS_00009166.p1	BRALA03570
TCONS_00053507.p1	BRALA10748
TCONS_00011681.p1	BRALA32101
TCONS_00024023.p1	BRALA07407
TCONS_00012915.p1	BRALA35912
TCONS_00054928.p1	BRALA24176
TCONS_00030969.p1	BRALA03720
TCONS_00006185.p1	BRALA01199
TCONS_00021557.p1	BRALA06011
TCONS_00007233.p1	BRALA12501
TCONS_00053417.p1	BRALA22390
TCONS_00047431.p1	BRALA00376
TCONS_00017777.p1	BRALA03398
TCONS_00030817.p1	BRALA06615
TCONS_00014910.p1	BRALA19542
TCONS_00015110.p1	BRALA02910
TCONS_00018010.p1	BRALA14738
TCONS_00052271.p1	BRALA19188
TCONS_00018976.p1	BRALA07942
TCONS_00040139.p1	BRALA13147
TCONS_00018319.p1	BRALA09680
TCONS_00009341.p1	BRALA03391
TCONS_00014672.p1	BRALA02596
TCONS_00038669.p1	BRALA06577
TCONS_00021686.p1	BRALA14287
TCONS_00010523.p1	BRALA28837
TCONS_00009329.p1	BRALA12453
TCONS_00029149.p1	BRALA18519
TCONS_00039569.p1	BRALA26730
TCONS_00013524.p1	BRALA04726
TCONS_00030526.p1	BRALA25996
TCONS_00043046.p1	BRALA28788
TCONS_00021677.p1	BRALA32134
TCONS_00017806.p1	BRALA10344
TCONS_00019641.p1	BRALA03349
TCONS_00028823.p1	BRALA09511
TCONS_00042278.p1	BRALA08070
TCONS_00021209.p1	BRALA05812
TCONS_00043024.p1	BRALA15285
TCONS_00010776.p1	BRALA34079
TCONS_00027115.p1	BRALA33692
TCONS_00004942.p1	BRALA13111
TCONS_00030626.p1	BRALA06843
TCONS_00027073.p1	BRALA16333
TCONS_00009907.p1	BRALA33824
TCONS_00047441.p1	BRALA09427
TCONS_00040341.p1	BRALA10859
TCONS_00043385.p1	BRALA29887
TCONS_00042529.p1	BRALA18700
TCONS_00013824.p1	BRALA13099
TCONS_00007180.p1	BRALA22379
TCONS_00001138.p1	BRALA28833
TCONS_00019281.p1	BRALA18574
TCONS_00037357.p1	BRALA02256
TCONS_00006652.p1	BRALA33781
TCONS_00024248.p1	BRALA07049
TCONS_00030513.p1	BRALA17943
TCONS_00050034.p1	BRALA05440
TCONS_00028292.p1	BRALA33341
TCONS_00024305.p1	BRALA11897
TCONS_00027921.p1	BRALA16820
TCONS_00016528.p1	BRALA16192
TCONS_00056136.p1	BRALA12896
TCONS_00051821.p1	BRALA14311
TCONS_00011797.p1	BRALA31283
TCONS_00012837.p1	BRALA18697
TCONS_00039934.p1	BRALA04497
TCONS_00046242.p1	BRALA20085
TCONS_00037253.p1	BRALA23416
TCONS_00012957.p1	BRALA21968
TCONS_00016891.p1	BRALA10241
TCONS_00043440.p1	BRALA08277
TCONS_00052837.p1	BRALA05138
TCONS_00030230.p1	BRALA18066
TCONS_00045730.p1	BRALA25112
TCONS_00021605.p1	BRALA14294
TCONS_00041156.p1	BRALA33464
TCONS_00001268.p1	BRALA03377
TCONS_00055392.p1	BRALA14988
TCONS_00042128.p1	BRALA26967
TCONS_00057167.p1	BRALA18117
TCONS_00050055.p1	BRALA18759
TCONS_00032700.p1	BRALA31588
TCONS_00031298.p1	BRALA23960
TCONS_00027108.p1	BRALA29714
TCONS_00016440.p1	BRALA02544
TCONS_00057071.p1	BRALA15483
TCONS_00043871.p1	BRALA20375
TCONS_00011229.p1	BRALA04531
TCONS_00043121.p1	BRALA22461
TCONS_00015242.p1	BRALA03023
TCONS_00030426.p1	BRALA29412
TCONS_00029109.p1	BRALA18417
TCONS_00047338.p1	BRALA19760
TCONS_00005718.p1	BRALA13445
TCONS_00015215.p1	BRALA21789
TCONS_00018738.p1	BRALA29004
TCONS_00018725.p1	BRALA12830
TCONS_00019367.p1	BRALA10628
TCONS_00005135.p1	BRALA26823
TCONS_00048906.p1	BRALA19737
TCONS_00029271.p1	BRALA13434
TCONS_00009612.p1	BRALA20867
TCONS_00009040.p1	BRALA16493
TCONS_00040791.p1	BRALA10610
TCONS_00022411.p1	BRALA11705
TCONS_00008727.p1	BRALA03163
TCONS_00027086.p1	BRALA11476
TCONS_00018862.p1	BRALA18575
TCONS_00015844.p1	BRALA31087
TCONS_00017342.p1	BRALA14239
TCONS_00012515.p1	BRALA19496
TCONS_00025232.p1	BRALA10407
TCONS_00011867.p1	BRALA12009
TCONS_00030964.p1	BRALA27744
TCONS_00012257.p1	BRALA15150
TCONS_00042417.p1	BRALA26804
TCONS_00052848.p1	BRALA01038
TCONS_00025785.p1	BRALA27842
TCONS_00019030.p1	BRALA10674
TCONS_00003488.p1	BRALA29451
TCONS_00003986.p1	BRALA04666
TCONS_00044224.p1	BRALA11891
TCONS_00029124.p1	BRALA13539
TCONS_00029746.p1	BRALA13474
TCONS_00051517.p1	BRALA08614
TCONS_00022497.p1	BRALA05987
TCONS_00037306.p1	BRALA20177
TCONS_00001225.p1	BRALA31683
TCONS_00049212.p2	BRALA12744
TCONS_00048359.p1	BRALA12818
TCONS_00000870.p1	BRALA15664
TCONS_00012105.p1	BRALA12070
TCONS_00016131.p1	BRALA18341
TCONS_00036027.p1	BRALA23402
TCONS_00010208.p1	BRALA20563
TCONS_00016819.p1	BRALA13567
TCONS_00019570.p1	BRALA22597
TCONS_00012331.p1	BRALA13067
TCONS_00017771.p1	BRALA13743
TCONS_00002017.p1	BRALA30672
TCONS_00027561.p1	BRALA21708
TCONS_00026954.p1	BRALA05544
TCONS_00026369.p1	BRALA07643
TCONS_00008481.p1	BRALA03098
TCONS_00051215.p1	BRALA05645
TCONS_00011491.p1	BRALA24994
TCONS_00001516.p1	BRALA12518
TCONS_00054946.p1	BRALA21455
TCONS_00010499.p1	BRALA28843
TCONS_00008408.p1	BRALA16613
TCONS_00023593.p1	BRALA25430
TCONS_00002402.p1	BRALA12341
TCONS_00048307.p1	BRALA17354
TCONS_00002538.p1	BRALA35588
TCONS_00056215.p1	BRALA29072
TCONS_00014857.p1	BRALA10059
TCONS_00016487.p1	BRALA15207
TCONS_00029790.p1	BRALA06428
TCONS_00010959.p1	BRALA22497
TCONS_00044980.p1	BRALA15130
TCONS_00007710.p1	BRALA21239
TCONS_00009622.p1	BRALA20862
TCONS_00053768.p1	BRALA16275
TCONS_00045392.p1	BRALA29821
TCONS_00013221.p1	BRALA06482
TCONS_00007933.p1	BRALA27309
TCONS_00045995.p1	BRALA26108
TCONS_00030954.p1	BRALA03648
TCONS_00001773.p1	BRALA23672
TCONS_00036833.p1	BRALA11739
TCONS_00049467.p1	BRALA12707
TCONS_00014748.p1	BRALA10188
TCONS_00008729.p1	BRALA20025
TCONS_00020365.p1	BRALA04097
TCONS_00015586.p1	BRALA10111
TCONS_00011706.p1	BRALA21570
TCONS_00022983.p1	BRALA18291
TCONS_00004542.p1	BRALA17871
TCONS_00003497.p1	BRALA29459
TCONS_00003618.p1	BRALA04764
TCONS_00043725.p1	BRALA29252
TCONS_00053945.p1	BRALA05128
TCONS_00052008.p1	BRALA19616
TCONS_00022799.p1	BRALA16175
TCONS_00015756.p1	BRALA27821
TCONS_00046525.p1	BRALA15109
TCONS_00032872.p2	BRALA04323
TCONS_00014850.p1	BRALA10057
TCONS_00056171.p1	BRALA14454
TCONS_00007207.p1	BRALA17173
TCONS_00020864.p1	BRALA13634
TCONS_00054346.p1	BRALA01064
TCONS_00010074.p1	BRALA25967
TCONS_00048558.p1	BRALA03698
TCONS_00016357.p1	BRALA10063
TCONS_00016012.p1	BRALA02905
TCONS_00055419.p1	BRALA20567
TCONS_00008633.p1	BRALA27313
TCONS_00035290.p1	BRALA25695
TCONS_00054155.p1	BRALA27220
TCONS_00013490.p1	BRALA08299
TCONS_00017271.p1	BRALA20738
TCONS_00029044.p1	BRALA01934
TCONS_00038331.p1	BRALA14561
TCONS_00012678.p1	BRALA06260
TCONS_00014868.p1	BRALA18395
TCONS_00025372.p1	BRALA07678
TCONS_00011485.p1	BRALA18893
TCONS_00000742.p1	BRALA19033
TCONS_00048018.p1	BRALA17211
TCONS_00028523.p1	BRALA14645
TCONS_00005064.p1	BRALA10833
TCONS_00026179.p1	BRALA14097
TCONS_00056765.p1	BRALA09160
TCONS_00039452.p1	BRALA31075
TCONS_00010762.p1	BRALA29211
TCONS_00053291.p1	BRALA01339
TCONS_00050166.p1	BRALA32150
TCONS_00029651.p1	BRALA16605
TCONS_00032488.p1	BRALA28146
TCONS_00049627.p1	BRALA19756
TCONS_00050526.p1	BRALA19586
TCONS_00049328.p1	BRALA25652
TCONS_00048553.p1	BRALA12737
TCONS_00001004.p1	BRALA08959
TCONS_00028403.p1	BRALA01417
TCONS_00040798.p1	BRALA31709
TCONS_00030064.p1	BRALA03894
TCONS_00030093.p1	BRALA03855
TCONS_00043403.p1	BRALA14596
TCONS_00046653.p1	BRALA21285
TCONS_00052651.p1	BRALA01134
TCONS_00019431.p1	BRALA10668
TCONS_00007061.p1	BRALA19992
TCONS_00028970.p1	BRALA16546
TCONS_00010894.p1	BRALA13356
TCONS_00029441.p1	BRALA17110
TCONS_00012561.p1	BRALA16752
TCONS_00019547.p1	BRALA07915
TCONS_00044235.p1	BRALA12587
TCONS_00052228.p1	BRALA14363
TCONS_00050923.p1	BRALA08582
TCONS_00018072.p1	BRALA21118
TCONS_00055425.p1	BRALA00224
TCONS_00004635.p1	BRALA17762
TCONS_00004739.p1	BRALA22827
TCONS_00028704.p1	BRALA14625
TCONS_00006744.p1	BRALA27094
TCONS_00036517.p1	BRALA02419
TCONS_00009810.p1	BRALA23058
TCONS_00021662.p1	BRALA23817
TCONS_00008004.p1	BRALA03277
TCONS_00028745.p1	BRALA34067
TCONS_00033193.p1	BRALA12520
TCONS_00041986.p1	BRALA11875
TCONS_00031429.p1	BRALA03667
TCONS_00028168.p1	BRALA13525
TCONS_00042361.p1	BRALA11894
TCONS_00056741.p1	BRALA09020
TCONS_00029462.p1	BRALA13527
TCONS_00030618.p1	BRALA06614
TCONS_00027399.p1	BRALA35301
TCONS_00009347.p1	BRALA34159
TCONS_00049248.p1	BRALA12709
TCONS_00032817.p1	BRALA03290
TCONS_00044745.p1	BRALA15125
TCONS_00043901.p1	BRALA08226
TCONS_00047337.p1	BRALA09309
TCONS_00018920.p1	BRALA18471
TCONS_00029074.p1	BRALA16620
TCONS_00053560.p1	BRALA00924
TCONS_00042829.p1	BRALA26812
TCONS_00007414.p1	BRALA20011
TCONS_00050314.p1	BRALA05590
TCONS_00040219.p1	BRALA11435
TCONS_00054495.p1	BRALA05325
TCONS_00018459.p1	BRALA07171
TCONS_00024485.p1	BRALA35389
TCONS_00009001.p1	BRALA17669
TCONS_00001410.p1	BRALA28821
TCONS_00005461.p1	BRALA23229
TCONS_00011580.p1	BRALA26146
TCONS_00045078.p1	BRALA01907
TCONS_00031463.p1	BRALA03655
TCONS_00043780.p1	BRALA13184
TCONS_00015113.p1	BRALA00644
TCONS_00004367.p1	BRALA07058
TCONS_00018698.p1	BRALA09715
TCONS_00043101.p1	BRALA17774
TCONS_00041730.p1	BRALA08524
TCONS_00032874.p1	BRALA04326
TCONS_00005211.p1	BRALA06369
TCONS_00056543.p1	BRALA34006
TCONS_00008204.p1	BRALA03215
TCONS_00019295.p1	BRALA00198
TCONS_00024535.p1	BRALA01759
TCONS_00036701.p1	BRALA06828
TCONS_00050566.p1	BRALA18782
TCONS_00030052.p1	BRALA28665
TCONS_00056513.p1	BRALA07453
TCONS_00021845.p1	BRALA13583
TCONS_00045657.p1	BRALA03797
TCONS_00029566.p1	BRALA09530
TCONS_00011440.p1	BRALA32235
TCONS_00053104.p1	BRALA18675
TCONS_00018225.p1	BRALA03755
TCONS_00045955.p1	BRALA01801
TCONS_00031349.p1	BRALA03913
TCONS_00032522.p1	BRALA07983
TCONS_00006819.p1	BRALA19352
TCONS_00003234.p1	BRALA11374
TCONS_00017153.p1	BRALA16019
TCONS_00055752.p1	BRALA04706
TCONS_00026983.p1	BRALA27591
TCONS_00022547.p1	BRALA11973
TCONS_00022213.p1	BRALA05831
TCONS_00041768.p1	BRALA02842
TCONS_00009397.p1	BRALA26595
TCONS_00025159.p1	BRALA27989
TCONS_00001203.p1	BRALA12268
TCONS_00004253.p1	BRALA13171
TCONS_00027040.p1	BRALA21270
TCONS_00028086.p1	BRALA14627
TCONS_00048920.p1	BRALA19758
TCONS_00043034.p1	BRALA29916
TCONS_00010212.p1	BRALA24130
TCONS_00054963.p1	BRALA11420
TCONS_00020630.p1	BRALA00151
TCONS_00026558.p1	BRALA11443
TCONS_00056197.p1	BRALA08433
TCONS_00009697.p1	BRALA30313
TCONS_00021911.p1	BRALA01349
TCONS_00019324.p1	BRALA06343
TCONS_00037536.p1	BRALA02156
TCONS_00042109.p1	BRALA22768
TCONS_00053724.p1	BRALA05196
TCONS_00049722.p1	BRALA09277
TCONS_00054853.p1	BRALA20990
TCONS_00053462.p1	BRALA24655
TCONS_00016659.p1	BRALA20633
TCONS_00009660.p1	BRALA25932
TCONS_00050627.p1	BRALA18754
TCONS_00006658.p1	BRALA23589
TCONS_00004660.p1	BRALA19263
TCONS_00011880.p1	BRALA11976
TCONS_00022128.p1	BRALA05155
TCONS_00008643.p1	BRALA03161
TCONS_00051454.p1	BRALA04367
TCONS_00009824.p1	BRALA19865
TCONS_00017409.p1	BRALA01939
TCONS_00055329.p1	BRALA28856
TCONS_00052703.p1	BRALA05301
TCONS_00052942.p1	BRALA01161
TCONS_00056890.p1	BRALA16331
TCONS_00053093.p1	BRALA01343
TCONS_00022488.p1	BRALA05891
TCONS_00015781.p1	BRALA27337
TCONS_00043700.p1	BRALA19454
TCONS_00047632.p1	BRALA26080
TCONS_00036150.p1	BRALA19568
TCONS_00043889.p1	BRALA18701
TCONS_00005749.p1	BRALA18991
TCONS_00013352.p1	BRALA06311
TCONS_00043741.p1	BRALA26807
TCONS_00028282.p1	BRALA26570
TCONS_00043175.p1	BRALA11878
TCONS_00047718.p1	BRALA03134
TCONS_00022466.p1	BRALA11657
TCONS_00015187.p1	BRALA02568
TCONS_00028516.p1	BRALA16659
TCONS_00019206.p1	BRALA09265
TCONS_00048980.p1	BRALA15315
TCONS_00004661.p1	BRALA30351
TCONS_00010544.p1	BRALA15179
TCONS_00009506.p1	BRALA24717
TCONS_00037849.p1	BRALA26225
TCONS_00027454.p1	BRALA07020
TCONS_00012905.p1	BRALA06348
TCONS_00029121.p1	BRALA17109
TCONS_00042336.p1	BRALA28067
TCONS_00036882.p1	BRALA24730
TCONS_00015040.p1	BRALA10164
TCONS_00023010.p1	BRALA29773
TCONS_00010439.p1	BRALA26127
TCONS_00045179.p1	BRALA20111
TCONS_00026943.p1	BRALA23621
TCONS_00032270.p1	BRALA00125
TCONS_00016059.p1	BRALA02996
TCONS_00012473.p1	BRALA16715
TCONS_00048242.p1	BRALA25729
TCONS_00014637.p1	BRALA10116
TCONS_00009324.p1	BRALA29416
TCONS_00046779.p1	BRALA01751
TCONS_00032984.p1	BRALA04332
TCONS_00007524.p1	BRALA26581
TCONS_00013281.p1	BRALA06373
TCONS_00048320.p1	BRALA21847
TCONS_00012845.p1	BRALA21952
TCONS_00012488.p1	BRALA13129
TCONS_00048136.p1	BRALA12708
TCONS_00056392.p1	BRALA07446
TCONS_00009453.p1	BRALA20551
TCONS_00049625.p1	BRALA19754
TCONS_00043368.p1	BRALA22941
TCONS_00053178.p1	BRALA01278
TCONS_00037502.p1	BRALA13462
TCONS_00007849.p1	BRALA03223
TCONS_00028847.p1	BRALA03181
TCONS_00038037.p1	BRALA01991
TCONS_00052485.p1	BRALA21174
TCONS_00047690.p1	BRALA28041
TCONS_00048978.p1	BRALA11040
TCONS_00036946.p1	BRALA07850
TCONS_00029130.p1	BRALA13541
TCONS_00004072.p1	BRALA01011
TCONS_00046510.p1	BRALA03634
TCONS_00025652.p1	BRALA07528
TCONS_00013220.p1	BRALA13998
TCONS_00029018.p1	BRALA15033
TCONS_00020035.p1	BRALA10746
TCONS_00001182.p1	BRALA11230
TCONS_00054466.p1	BRALA17944
TCONS_00020195.p1	BRALA00503
TCONS_00017734.p1	BRALA09268
TCONS_00044129.p1	BRALA30111
TCONS_00028417.p1	BRALA23176
TCONS_00025516.p1	BRALA29625
TCONS_00053183.p1	BRALA01144
TCONS_00012738.p1	BRALA03292
TCONS_00055012.p1	BRALA14573
TCONS_00015180.p1	BRALA02582
TCONS_00049548.p1	BRALA25717
TCONS_00007191.p1	BRALA16137
TCONS_00010747.p1	BRALA30885
TCONS_00053208.p1	BRALA27719
TCONS_00007493.p1	BRALA03345
TCONS_00047742.p1	BRALA09408
TCONS_00052085.p1	BRALA19979
TCONS_00028312.p1	BRALA09515
TCONS_00044899.p1	BRALA20252
TCONS_00012943.p1	BRALA06738
TCONS_00029606.p1	BRALA14648
TCONS_00012912.p1	BRALA18624
TCONS_00031206.p1	BRALA06748
TCONS_00038194.p1	BRALA08923
TCONS_00033405.p1	BRALA04342
TCONS_00049281.p1	BRALA17317
TCONS_00014432.p1	BRALA21974
TCONS_00010745.p1	BRALA26125
TCONS_00051128.p1	BRALA14362
TCONS_00008930.p1	BRALA03110
TCONS_00028755.p1	BRALA14633
TCONS_00005564.p1	BRALA24258
TCONS_00023333.p1	BRALA13886
TCONS_00050263.p1	BRALA32320
TCONS_00030695.p1	BRALA20668
TCONS_00056044.p1	BRALA08907
TCONS_00056281.p1	BRALA21010
TCONS_00029769.p1	BRALA17179
TCONS_00018970.p1	BRALA07947
TCONS_00003077.p1	BRALA06766
TCONS_00014206.p1	BRALA06259
TCONS_00027327.p1	BRALA27465
TCONS_00021731.p1	BRALA14254
TCONS_00011900.p1	BRALA29144
TCONS_00008475.p1	BRALA03249
TCONS_00048951.p1	BRALA28234
TCONS_00016545.p1	BRALA10192
TCONS_00011843.p1	BRALA26114
TCONS_00017720.p1	BRALA31971
TCONS_00011577.p1	BRALA10834
TCONS_00003570.p1	BRALA06934
TCONS_00026295.p1	BRALA11519
TCONS_00012043.p1	BRALA20883
TCONS_00052021.p1	BRALA08686
TCONS_00052011.p1	BRALA08680
TCONS_00004126.p1	BRALA04844
TCONS_00009872.p1	BRALA12032
TCONS_00012125.p1	BRALA27112
TCONS_00034543.p1	BRALA22289
TCONS_00009337.p1	BRALA19094
TCONS_00012932.p1	BRALA05618
TCONS_00022714.p1	BRALA14199
TCONS_00016848.p1	BRALA26267
TCONS_00046000.p1	BRALA14687
TCONS_00030567.p1	BRALA03835
TCONS_00022257.p1	BRALA01518
TCONS_00036835.p1	BRALA29576
TCONS_00009863.p1	BRALA15224
TCONS_00041660.p1	BRALA13154
TCONS_00031270.p1	BRALA03660
TCONS_00000999.p1	BRALA12420
TCONS_00011590.p1	BRALA15229
TCONS_00043324.p3	BRALA12614
TCONS_00050187.p1	BRALA25724
TCONS_00028283.p1	BRALA18496
TCONS_00055130.p1	BRALA09199
TCONS_00003181.p1	BRALA06709
TCONS_00006736.p1	BRALA07264
TCONS_00049000.p1	BRALA28218
TCONS_00002002.p1	BRALA28634
TCONS_00008834.p1	BRALA19119
TCONS_00013683.p1	BRALA16717
TCONS_00055833.p1	BRALA10027
TCONS_00027408.p1	BRALA16537
TCONS_00009936.p1	BRALA22512
TCONS_00003750.p1	BRALA04805
TCONS_00017961.p1	BRALA02719
TCONS_00027216.p1	BRALA25077
TCONS_00053973.p1	BRALA29815
TCONS_00020743.p1	BRALA07828
TCONS_00009119.p1	BRALA27221
TCONS_00003548.p1	BRALA29983
