TCONS_00007368.p1	OFUSG22886.1.p1
TCONS_00016718.p1	OFUSG08360.1.p1
TCONS_00027568.p1	OFUSG06542.1.p1
TCONS_00015949.p1	OFUSG16911.1.p1
TCONS_00027986.p1	OFUSG09764.1.p1
TCONS_00004661.p1	OFUSG11473.1.p1
TCONS_00007597.p1	OFUSG23178.1.p1
TCONS_00018934.p1	OFUSG16086.1.p1
TCONS_00029284.p1	OFUSG04658.1.p1
TCONS_00053387.p1	OFUSG20276.1.p1
TCONS_00012303.p1	OFUSG21004.1.p1
TCONS_00018641.p1	OFUSG23400.1.p1
TCONS_00040427.p1	OFUSG15816.1.p1
TCONS_00021981.p1	OFUSG14079.1.p1
TCONS_00009339.p1	OFUSG20264.1.p1
TCONS_00030149.p1	OFUSG17861.2.p1
TCONS_00047597.p1	OFUSG10191.1.p1
TCONS_00043056.p1	OFUSG03142.1.p1
TCONS_00043742.p1	OFUSG03038.1.p1
TCONS_00023177.p1	OFUSG16298.1.p1
TCONS_00025061.p1	OFUSG25042.1.p1
TCONS_00042808.p1	OFUSG09902.1.p1
TCONS_00043597.p1	OFUSG03473.1.p1
TCONS_00042336.p1	OFUSG03096.1.p1
TCONS_00006284.p1	OFUSG14831.1.p1
TCONS_00020206.p1	OFUSG04010.1.p1
TCONS_00016892.p1	OFUSG05146.1.p1
TCONS_00019616.p1	OFUSG14506.1.p1
TCONS_00014499.p1	OFUSG14716.1.p1
TCONS_00052235.p1	OFUSG16928.1.p1
TCONS_00054210.p1	OFUSG17700.1.p1
TCONS_00029792.p1	OFUSG09530.1.p1
TCONS_00001685.p1	OFUSG00897.1.p1
TCONS_00026467.p1	OFUSG06812.1.p1
TCONS_00026197.p1	OFUSG05770.1.p1
TCONS_00010636.p1	OFUSG25028.1.p1
TCONS_00048641.p1	OFUSG07021.1.p1
TCONS_00037079.p1	OFUSG06836.1.p1
TCONS_00054950.p1	OFUSG07728.1.p1
TCONS_00012984.p1	OFUSG10175.1.p1
TCONS_00006488.p1	OFUSG15072.1.p1
TCONS_00014282.p1	OFUSG10163.1.p1
TCONS_00010396.p1	OFUSG11199.1.p1
TCONS_00042390.p1	OFUSG03431.1.p1
TCONS_00000497.p1	OFUSG01299.1.p1
TCONS_00027829.p1	OFUSG05591.1.p1
TCONS_00046060.p1	OFUSG11025.1.p1
TCONS_00034142.p1	OFUSG19644.1.p1
TCONS_00029369.p1	OFUSG19673.1.p1
TCONS_00021104.p1	OFUSG14358.1.p1
TCONS_00009913.p1	OFUSG11917.1.p1
TCONS_00045573.p1	OFUSG09497.1.p1
TCONS_00024425.p1	OFUSG07897.1.p1
TCONS_00056044.p1	OFUSG21761.1.p1
TCONS_00031251.p1	OFUSG19071.1.p1
TCONS_00044024.p1	OFUSG03228.1.p1
TCONS_00013726.p1	OFUSG10006.1.p1
TCONS_00054283.p1	OFUSG17036.1.p1
TCONS_00050757.p1	OFUSG13595.1.p1
TCONS_00028514.p1	OFUSG09093.1.p1
TCONS_00036778.p1	OFUSG21285.1.p1
TCONS_00053227.p1	OFUSG17713.2.p1
TCONS_00005549.p1	OFUSG23922.3.p1
TCONS_00055499.p1	OFUSG25379.1.p1
TCONS_00045363.p1	OFUSG15959.1.p1
TCONS_00026836.p1	OFUSG06560.1.p1
TCONS_00018459.p1	OFUSG23710.1.p1
TCONS_00048366.p1	OFUSG06041.1.p1
TCONS_00024761.p1	OFUSG26010.1.p1
TCONS_00022463.p1	OFUSG14507.1.p1
TCONS_00030814.p1	OFUSG00882.1.p1
TCONS_00037182.p1	OFUSG23183.1.p1
TCONS_00026602.p1	OFUSG19247.1.p1
TCONS_00028730.p1	OFUSG08951.2.p1
TCONS_00043730.p1	OFUSG03494.1.p1
TCONS_00054106.p1	OFUSG18995.2.p1
TCONS_00014939.p1	OFUSG12444.1.p1
TCONS_00057246.p1	OFUSG12528.1.p1
TCONS_00022913.p1	OFUSG13800.1.p1
TCONS_00054603.p1	OFUSG21035.1.p1
TCONS_00009697.p1	OFUSG21708.1.p1
TCONS_00031440.p1	OFUSG10535.1.p1
TCONS_00021209.p1	OFUSG24707.1.p1
TCONS_00004594.p1	OFUSG03492.1.p1
TCONS_00019311.p1	OFUSG25116.1.p1
TCONS_00012901.p1	OFUSG17986.1.p1
TCONS_00008682.p1	OFUSG20392.2.p1
TCONS_00036378.p1	OFUSG00994.1.p1
TCONS_00014340.p1	OFUSG18598.2.p1
TCONS_00048800.p1	OFUSG10135.1.p1
TCONS_00024366.p1	OFUSG06803.1.p1
TCONS_00056204.p1	OFUSG12829.1.p1
TCONS_00021087.p1	OFUSG13427.1.p1
TCONS_00021494.p1	OFUSG02404.1.p1
TCONS_00052792.p1	OFUSG05120.1.p1
TCONS_00047585.p1	OFUSG06161.1.p1
TCONS_00041663.p1	OFUSG02805.1.p1
TCONS_00049262.p1	OFUSG06061.1.p1
TCONS_00001884.p1	OFUSG20884.1.p1
TCONS_00043278.p1	OFUSG03452.2.p1
TCONS_00020313.p1	OFUSG03995.1.p1
TCONS_00006233.p1	OFUSG22134.1.p1
TCONS_00020949.p1	OFUSG01659.1.p1
TCONS_00012235.p1	OFUSG22657.1.p1
TCONS_00014595.p1	OFUSG18499.3.p1
TCONS_00009830.p1	OFUSG21717.1.p1
TCONS_00007094.p1	OFUSG05264.1.p1
TCONS_00021606.p1	OFUSG25874.1.p1
TCONS_00052179.p1	OFUSG17352.1.p1
TCONS_00004072.p1	OFUSG03967.2.p1
TCONS_00056089.p1	OFUSG16553.1.p1
TCONS_00014430.p1	OFUSG18161.2.p1
TCONS_00029005.p1	OFUSG08998.1.p1
TCONS_00056103.p1	OFUSG12360.1.p1
TCONS_00014250.p1	OFUSG10923.1.p1
TCONS_00052480.p1	OFUSG21418.1.p1
TCONS_00046100.p1	OFUSG26354.1.p1
TCONS_00014942.p1	OFUSG00069.1.p1
TCONS_00044651.p1	OFUSG13177.1.p1
TCONS_00002681.p1	OFUSG23836.1.p1
TCONS_00054330.p1	OFUSG26256.1.p1
TCONS_00025908.p1	OFUSG09657.1.p1
TCONS_00007007.p1	OFUSG05291.1.p1
TCONS_00002163.p1	OFUSG01619.1.p1
TCONS_00018088.p1	OFUSG00446.1.p1
TCONS_00042577.p1	OFUSG03175.1.p1
TCONS_00053627.p1	OFUSG17633.2.p1
TCONS_00003654.p1	OFUSG16311.1.p1
TCONS_00046722.p1	OFUSG13052.1.p1
TCONS_00024890.p1	OFUSG03358.1.p1
TCONS_00008889.p1	OFUSG05380.1.p1
TCONS_00051876.p1	OFUSG23443.2.p1
TCONS_00054900.p1	OFUSG26123.1.p1
TCONS_00012738.p1	OFUSG18207.1.p1
TCONS_00012285.p1	OFUSG10865.2.p1
TCONS_00002044.p1	OFUSG00866.1.p1
TCONS_00005720.p1	OFUSG15749.2.p1
TCONS_00021811.p1	OFUSG25812.1.p1
TCONS_00003540.p1	OFUSG12111.2.p1
TCONS_00056764.p1	OFUSG04154.1.p1
TCONS_00027325.p1	OFUSG06759.1.p1
TCONS_00027041.p1	OFUSG06635.1.p1
TCONS_00045842.p1	OFUSG12949.1.p1
TCONS_00047661.p1	OFUSG06904.1.p1
TCONS_00019578.p1	OFUSG17041.2.p1
TCONS_00020622.p1	OFUSG17387.1.p1
TCONS_00008952.p1	OFUSG23097.1.p1
TCONS_00028948.p1	OFUSG09040.1.p1
TCONS_00049437.p1	OFUSG06475.1.p1
TCONS_00056697.p1	OFUSG08023.1.p1
TCONS_00043743.p1	OFUSG03345.1.p1
TCONS_00019205.p1	OFUSG23256.2.p1
TCONS_00020962.p1	OFUSG13805.1.p1
TCONS_00022128.p1	OFUSG09104.3.p1
TCONS_00011075.p1	OFUSG11295.1.p1
TCONS_00007117.p1	OFUSG20547.1.p1
TCONS_00021504.p1	OFUSG14809.1.p1
TCONS_00003827.p1	OFUSG04448.1.p1
TCONS_00052838.p1	OFUSG21376.1.p1
TCONS_00013895.p1	OFUSG10389.1.p1
TCONS_00015124.p1	OFUSG07111.1.p1
TCONS_00011425.p1	OFUSG11743.1.p1
TCONS_00021826.p1	OFUSG14725.1.p1
TCONS_00011797.p1	OFUSG11463.1.p1
TCONS_00053939.p1	OFUSG17396.1.p1
TCONS_00055722.p1	OFUSG15792.1.p1
TCONS_00015311.p1	OFUSG25539.1.p1
TCONS_00029922.p1	OFUSG10979.1.p1
TCONS_00017972.p1	OFUSG23592.2.p1
TCONS_00019680.p1	OFUSG04452.1.p1
TCONS_00004748.p1	OFUSG24055.1.p1
TCONS_00056153.p1	OFUSG13683.1.p1
TCONS_00043496.p1	OFUSG03814.1.p1
TCONS_00053433.p1	OFUSG21230.1.p1
TCONS_00028995.p1	OFUSG05883.1.p1
TCONS_00016056.p1	OFUSG07222.2.p1
TCONS_00014395.p1	OFUSG10959.1.p1
TCONS_00007071.p1	OFUSG20236.2.p1
TCONS_00050311.p1	OFUSG13248.1.p1
TCONS_00009583.p1	OFUSG25094.1.p1
TCONS_00020658.p1	OFUSG04274.1.p1
TCONS_00026040.p1	OFUSG00290.1.p1
TCONS_00046681.p1	OFUSG13392.1.p1
TCONS_00050471.p1	OFUSG00512.1.p1
TCONS_00003491.p1	OFUSG25355.1.p1
TCONS_00031374.p1	OFUSG18348.1.p1
TCONS_00008472.p1	OFUSG20285.1.p1
TCONS_00006078.p1	OFUSG15491.1.p1
TCONS_00042766.p1	OFUSG03666.1.p1
TCONS_00006379.p1	OFUSG23781.1.p1
TCONS_00008082.p1	OFUSG20482.2.p1
TCONS_00052139.p1	OFUSG13057.2.p1
TCONS_00035039.p1	OFUSG08824.1.p1
TCONS_00026357.p1	OFUSG18707.1.p1
TCONS_00027860.p1	OFUSG08778.1.p1
TCONS_00031270.p1	OFUSG10956.1.p1
TCONS_00055827.p1	OFUSG26679.2.p1
TCONS_00056695.p1	OFUSG03816.1.p1
TCONS_00010043.p1	OFUSG11964.2.p1
TCONS_00031352.p1	OFUSG24228.1.p3
TCONS_00057258.p1	OFUSG03924.1.p1
TCONS_00051026.p1	OFUSG21316.1.p1
TCONS_00027043.p1	OFUSG19360.1.p1
TCONS_00007011.p1	OFUSG05394.1.p1
TCONS_00044179.p1	OFUSG02728.5.p1
TCONS_00029143.p1	OFUSG09693.1.p1
TCONS_00008500.p1	OFUSG20420.1.p1
TCONS_00013777.p1	OFUSG07749.1.p1
TCONS_00014124.p1	OFUSG10086.1.p1
TCONS_00020127.p1	OFUSG26270.1.p1
TCONS_00036358.p1	OFUSG00776.1.p1
TCONS_00053533.p1	OFUSG17642.2.p1
TCONS_00025327.p1	OFUSG08010.2.p1
TCONS_00043112.p1	OFUSG02312.2.p1
TCONS_00014298.p1	OFUSG05778.1.p1
TCONS_00009909.p1	OFUSG11324.1.p1
TCONS_00023016.p1	OFUSG07718.1.p1
TCONS_00015521.p1	OFUSG26125.2.p1
TCONS_00053219.p1	OFUSG26338.1.p1
TCONS_00045006.p1	OFUSG17378.1.p1
TCONS_00027019.p1	OFUSG06483.4.p1
TCONS_00030934.p1	OFUSG18006.1.p1
TCONS_00048434.p1	OFUSG05789.1.p1
TCONS_00056290.p1	OFUSG03935.1.p1
TCONS_00018305.p1	OFUSG21359.1.p1
TCONS_00038525.p1	OFUSG19647.1.p1
TCONS_00023533.p1	OFUSG07528.3.p1
TCONS_00008904.p1	OFUSG20550.1.p1
TCONS_00000425.p1	OFUSG01834.1.p1
TCONS_00006176.p1	OFUSG15024.1.p1
TCONS_00042821.p1	OFUSG26610.1.p1
TCONS_00002606.p1	OFUSG16114.1.p1
TCONS_00052728.p1	OFUSG13688.1.p1
TCONS_00014168.p1	OFUSG10907.1.p1
TCONS_00006803.p1	OFUSG24101.1.p1
TCONS_00048082.p1	OFUSG18748.1.p1
TCONS_00038300.p1	OFUSG08712.1.p1
TCONS_00053118.p1	OFUSG17685.3.p1
TCONS_00008634.p1	OFUSG20861.1.p1
TCONS_00050548.p1	OFUSG13655.1.p1
TCONS_00038244.p1	OFUSG16182.1.p1
TCONS_00049619.p1	OFUSG06037.2.p1
TCONS_00017956.p1	OFUSG13572.2.p1
TCONS_00021003.p1	OFUSG26718.1.p1
TCONS_00028964.p1	OFUSG06939.2.p1
TCONS_00037415.p1	OFUSG00081.1.p1
TCONS_00042530.p1	OFUSG02654.1.p1
TCONS_00014583.p1	OFUSG18365.1.p1
TCONS_00037254.p1	OFUSG23559.1.p1
TCONS_00050420.p1	OFUSG16902.1.p1
TCONS_00026882.p1	OFUSG18924.1.p1
TCONS_00041068.p1	OFUSG16968.1.p1
TCONS_00017334.p1	OFUSG13084.1.p1
TCONS_00007849.p1	OFUSG05017.1.p1
TCONS_00004840.p1	OFUSG15466.1.p1
TCONS_00028344.p1	OFUSG19692.1.p1
TCONS_00017302.p1	OFUSG20039.1.p1
TCONS_00012104.p1	OFUSG25036.2.p1
TCONS_00017409.p1	OFUSG13366.1.p1
TCONS_00020882.p1	OFUSG14785.2.p1
TCONS_00043037.p1	OFUSG03509.1.p1
TCONS_00011047.p1	OFUSG11224.2.p1
TCONS_00013604.p1	OFUSG18842.1.p1
TCONS_00007376.p1	OFUSG05092.1.p1
TCONS_00041617.p1	OFUSG03446.1.p1
TCONS_00049600.p1	OFUSG22418.1.p1
TCONS_00026387.p1	OFUSG06584.1.p1
TCONS_00036434.p1	OFUSG10162.1.p1
TCONS_00014647.p1	OFUSG07211.1.p1
TCONS_00001049.p1	OFUSG00479.1.p1
TCONS_00003483.p1	OFUSG12099.1.p1
TCONS_00008492.p1	OFUSG23107.1.p1
TCONS_00020795.p1	OFUSG17544.1.p1
TCONS_00013483.p1	OFUSG10032.1.p1
TCONS_00023778.p1	OFUSG26672.1.p1
TCONS_00053131.p1	OFUSG05385.2.p1
TCONS_00049274.p1	OFUSG19094.1.p1
TCONS_00039832.p1	OFUSG16893.1.p1
TCONS_00006179.p1	OFUSG15034.1.p1
TCONS_00012597.p1	OFUSG10373.1.p1
TCONS_00028192.p1	OFUSG19871.1.p1
TCONS_00006364.p1	OFUSG22699.1.p1
TCONS_00019139.p1	OFUSG17003.1.p1
TCONS_00021318.p1	OFUSG14340.1.p1
TCONS_00027561.p1	OFUSG19148.1.p1
TCONS_00027541.p1	OFUSG18946.1.p1
TCONS_00009582.p1	OFUSG22046.1.p1
TCONS_00008105.p1	OFUSG05304.1.p1
TCONS_00022739.p1	OFUSG13782.1.p1
TCONS_00015826.p1	OFUSG07271.2.p1
TCONS_00056170.p1	OFUSG15970.1.p1
TCONS_00041596.p1	OFUSG02054.1.p1
TCONS_00027010.p1	OFUSG19379.2.p1
TCONS_00036230.p1	OFUSG01895.1.p1
TCONS_00015720.p1	OFUSG08348.1.p1
TCONS_00004135.p1	OFUSG04039.1.p1
TCONS_00037979.p1	OFUSG01252.1.p1
TCONS_00003781.p1	OFUSG04626.1.p1
TCONS_00009689.p1	OFUSG25241.1.p1
TCONS_00004990.p1	OFUSG22275.1.p1
TCONS_00042374.p1	OFUSG25992.1.p1
TCONS_00011485.p1	OFUSG11713.1.p1
TCONS_00019098.p1	OFUSG04146.1.p1
TCONS_00007276.p1	OFUSG06793.1.p1
TCONS_00020037.p1	OFUSG13206.2.p1
TCONS_00033875.p1	OFUSG09344.1.p1
TCONS_00001170.p1	OFUSG00887.1.p1
TCONS_00052649.p1	OFUSG08685.1.p1
TCONS_00018246.p1	OFUSG07034.3.p1
TCONS_00016217.p1	OFUSG13923.1.p1
TCONS_00017759.p1	OFUSG13735.1.p1
TCONS_00031004.p1	OFUSG11028.1.p1
TCONS_00013342.p1	OFUSG10236.1.p1
TCONS_00014769.p1	OFUSG25412.1.p1
TCONS_00005728.p1	OFUSG22629.1.p1
TCONS_00039160.p1	OFUSG16082.1.p1
TCONS_00020570.p1	OFUSG04272.1.p1
TCONS_00016660.p1	OFUSG10619.1.p1
TCONS_00021794.p1	OFUSG14093.1.p1
TCONS_00019934.p1	OFUSG05241.1.p1
TCONS_00004282.p1	OFUSG10185.1.p1
TCONS_00013477.p1	OFUSG18464.2.p1
TCONS_00028530.p1	OFUSG20127.1.p1
TCONS_00008014.p1	OFUSG23204.1.p1
TCONS_00024323.p1	OFUSG13192.1.p1
TCONS_00009030.p1	OFUSG20302.1.p1
TCONS_00055480.p1	OFUSG16090.1.p1
TCONS_00054120.p1	OFUSG01703.1.p1
TCONS_00024691.p1	OFUSG01765.1.p1
TCONS_00049547.p1	OFUSG09765.1.p1
TCONS_00002155.p1	OFUSG00969.1.p1
TCONS_00014869.p1	OFUSG26215.1.p1
TCONS_00050555.p1	OFUSG21387.1.p1
TCONS_00055967.p1	OFUSG02343.1.p1
TCONS_00014195.p1	OFUSG22209.1.p1
TCONS_00018639.p1	OFUSG23483.1.p1
TCONS_00032776.p1	OFUSG21139.1.p1
TCONS_00046612.p1	OFUSG23473.1.p1
TCONS_00056768.p1	OFUSG15810.1.p1
TCONS_00010102.p1	OFUSG11791.4.p1
TCONS_00008333.p1	OFUSG04848.1.p1
TCONS_00011294.p1	OFUSG25221.1.p1
TCONS_00014755.p1	OFUSG07125.2.p1
TCONS_00008591.p1	OFUSG05239.1.p1
TCONS_00002576.p1	OFUSG04551.1.p1
TCONS_00013288.p1	OFUSG19809.1.p1
TCONS_00006654.p1	OFUSG22650.1.p1
TCONS_00014174.p1	OFUSG10534.1.p1
TCONS_00008484.p1	OFUSG20296.1.p1
TCONS_00027856.p1	OFUSG14857.1.p1
TCONS_00057189.p1	OFUSG01890.1.p1
TCONS_00054630.p1	OFUSG00413.1.p1
TCONS_00043024.p1	OFUSG01721.1.p1
TCONS_00050286.p1	OFUSG13126.2.p1
TCONS_00003603.p1	OFUSG25056.2.p1
TCONS_00053614.p1	OFUSG01022.1.p1
TCONS_00013966.p1	OFUSG10497.1.p1
TCONS_00037007.p1	OFUSG00418.1.p1
TCONS_00008945.p1	OFUSG08880.1.p1
TCONS_00004772.p1	OFUSG22279.1.p1
TCONS_00042006.p1	OFUSG11613.1.p1
TCONS_00006439.p1	OFUSG22187.1.p1
TCONS_00019241.p1	OFUSG11952.1.p1
TCONS_00030810.p1	OFUSG18386.1.p1
TCONS_00007037.p1	OFUSG12672.1.p1
TCONS_00018900.p1	OFUSG05387.1.p1
TCONS_00029831.p1	OFUSG09682.1.p1
TCONS_00048369.p1	OFUSG05653.1.p1
TCONS_00009974.p1	OFUSG25266.3.p1
TCONS_00029816.p1	OFUSG09660.1.p1
TCONS_00032527.p1	OFUSG18046.1.p1
TCONS_00020198.p1	OFUSG13720.1.p1
TCONS_00008987.p1	OFUSG11124.1.p1
TCONS_00009811.p1	OFUSG12399.1.p1
TCONS_00028717.p1	OFUSG19814.2.p1
TCONS_00027531.p1	OFUSG14365.1.p1
TCONS_00039338.p1	OFUSG09275.1.p1
TCONS_00020247.p1	OFUSG17197.1.p1
TCONS_00003784.p1	OFUSG16796.1.p1
TCONS_00000888.p1	OFUSG00740.1.p1
TCONS_00053546.p1	OFUSG21091.1.p1
TCONS_00012893.p1	OFUSG05713.1.p2
TCONS_00055318.p1	OFUSG03050.1.p1
TCONS_00015235.p1	OFUSG08418.1.p1
TCONS_00026413.p1	OFUSG05945.4.p1
TCONS_00050833.p1	OFUSG21485.1.p1
TCONS_00028491.p1	OFUSG09823.1.p1
TCONS_00012629.p1	OFUSG05661.1.p1
TCONS_00021310.p1	OFUSG14003.1.p1
TCONS_00037083.p1	OFUSG01690.1.p1
TCONS_00028007.p1	OFUSG17496.1.p1
TCONS_00042480.p1	OFUSG06826.1.p1
TCONS_00028704.p1	OFUSG08525.1.p1
TCONS_00057121.p1	OFUSG08209.1.p1
TCONS_00029793.p1	OFUSG19620.1.p1
TCONS_00056173.p1	OFUSG05185.1.p1
TCONS_00010161.p1	OFUSG21577.1.p1
TCONS_00026292.p1	OFUSG06715.1.p1
TCONS_00014584.p1	OFUSG17855.1.p1
TCONS_00049504.p1	OFUSG19258.1.p1
TCONS_00002924.p1	OFUSG16062.1.p1
TCONS_00044299.p1	OFUSG08085.1.p1
TCONS_00042365.p1	OFUSG03171.1.p1
TCONS_00052992.p1	OFUSG16920.2.p1
TCONS_00012321.p1	OFUSG10821.1.p1
TCONS_00048951.p1	OFUSG08266.2.p1
TCONS_00005624.p1	OFUSG22197.1.p1
TCONS_00001362.p1	OFUSG03693.1.p1
TCONS_00000194.p4	OFUSG14840.1.p1
TCONS_00050489.p1	OFUSG09047.1.p1
TCONS_00003405.p1	OFUSG16644.1.p1
TCONS_00028515.p1	OFUSG09096.1.p1
TCONS_00057227.p1	OFUSG17472.1.p1
TCONS_00000428.p1	OFUSG00226.1.p1
TCONS_00008437.p1	OFUSG23132.1.p1
TCONS_00051197.p1	OFUSG17576.1.p1
TCONS_00028336.p1	OFUSG14070.1.p1
TCONS_00039891.p1	OFUSG04568.1.p1
TCONS_00010712.p1	OFUSG11960.1.p1
TCONS_00035491.p1	OFUSG09394.2.p1
TCONS_00027359.p1	OFUSG06019.1.p1
TCONS_00025073.p1	OFUSG25448.2.p1
TCONS_00039018.p1	OFUSG26135.1.p1
TCONS_00015014.p1	OFUSG25419.2.p1
TCONS_00020821.p1	OFUSG16949.1.p1
TCONS_00032715.p1	OFUSG17360.1.p1
TCONS_00011898.p1	OFUSG25162.2.p1
TCONS_00030685.p1	OFUSG17847.1.p1
TCONS_00047895.p1	OFUSG04574.1.p1
TCONS_00004122.p1	OFUSG10556.1.p1
TCONS_00029069.p1	OFUSG09136.1.p1
TCONS_00008215.p1	OFUSG20886.1.p1
TCONS_00055275.p1	OFUSG16433.1.p1
TCONS_00036085.p1	OFUSG01562.1.p1
TCONS_00056118.p1	OFUSG16554.1.p1
TCONS_00046268.p1	OFUSG12846.4.p1
TCONS_00012646.p1	OFUSG10261.1.p1
TCONS_00004875.p1	OFUSG24097.2.p1
TCONS_00051191.p1	OFUSG16904.1.p1
TCONS_00028764.p1	OFUSG09529.1.p1
TCONS_00051896.p1	OFUSG04330.1.p1
TCONS_00048970.p1	OFUSG05615.1.p1
TCONS_00048928.p1	OFUSG06165.1.p1
TCONS_00026290.p1	OFUSG06494.1.p1
TCONS_00021324.p1	OFUSG24826.1.p1
TCONS_00045575.p1	OFUSG20985.2.p1
TCONS_00003455.p1	OFUSG16593.1.p1
TCONS_00050858.p1	OFUSG21039.1.p1
TCONS_00016609.p1	OFUSG25610.2.p1
TCONS_00014672.p1	OFUSG07249.1.p1
TCONS_00049301.p1	OFUSG06930.1.p1
TCONS_00003077.p1	OFUSG03523.1.p1
TCONS_00027913.p1	OFUSG09712.1.p1
TCONS_00011268.p1	OFUSG12001.1.p1
TCONS_00008854.p1	OFUSG26733.1.p1
TCONS_00055975.p1	OFUSG16726.1.p1
TCONS_00005654.p1	OFUSG22196.1.p1
TCONS_00001673.p1	OFUSG00307.1.p1
TCONS_00053203.p1	OFUSG25666.1.p1
TCONS_00027746.p1	OFUSG02915.1.p1
TCONS_00039381.p1	OFUSG08523.1.p1
TCONS_00053434.p1	OFUSG23521.2.p1
TCONS_00005267.p1	OFUSG23987.1.p1
TCONS_00038159.p1	OFUSG00134.1.p1
TCONS_00004500.p1	OFUSG21943.1.p1
TCONS_00033365.p1	OFUSG23587.1.p1
TCONS_00006232.p1	OFUSG22556.1.p1
TCONS_00003980.p1	OFUSG02510.1.p1
TCONS_00000351.p1	OFUSG00904.1.p1
TCONS_00048272.p1	OFUSG05460.1.p1
TCONS_00013963.p1	OFUSG10081.1.p1
TCONS_00022433.p1	OFUSG16566.1.p1
TCONS_00005076.p1	OFUSG15168.1.p1
TCONS_00043688.p1	OFUSG03491.1.p1
TCONS_00031133.p1	OFUSG10911.1.p1
TCONS_00022042.p1	OFUSG24713.1.p1
TCONS_00020643.p1	OFUSG11517.1.p1
TCONS_00018915.p1	OFUSG04944.1.p1
TCONS_00021795.p1	OFUSG05787.1.p1
TCONS_00048502.p1	OFUSG06430.1.p1
TCONS_00023853.p1	OFUSG01647.1.p1
TCONS_00047783.p1	OFUSG06196.1.p1
TCONS_00034486.p1	OFUSG08583.1.p1
TCONS_00019775.p1	OFUSG04672.1.p1
TCONS_00057175.p1	OFUSG08017.1.p1
TCONS_00001205.p1	OFUSG00933.2.p1
TCONS_00019783.p1	OFUSG05222.1.p1
TCONS_00016975.p1	OFUSG21006.1.p1
TCONS_00051123.p1	OFUSG17524.1.p1
TCONS_00013916.p1	OFUSG10073.1.p1
TCONS_00029700.p1	OFUSG19641.1.p1
TCONS_00020335.p1	OFUSG23487.1.p1
TCONS_00032848.p1	OFUSG26423.1.p1
TCONS_00022826.p1	OFUSG03276.2.p1
TCONS_00008405.p1	OFUSG22873.1.p1
TCONS_00024091.p1	OFUSG09898.1.p1
TCONS_00039483.p1	OFUSG08687.1.p1
TCONS_00011678.p1	OFUSG25142.1.p1
TCONS_00013095.p1	OFUSG17534.1.p1
TCONS_00050415.p1	OFUSG21425.1.p1
TCONS_00012134.p1	OFUSG22049.1.p1
TCONS_00050931.p1	OFUSG23602.1.p1
TCONS_00048351.p1	OFUSG19366.1.p1
TCONS_00046213.p1	OFUSG21193.2.p1
TCONS_00055330.p1	OFUSG07791.1.p1
TCONS_00009293.p1	OFUSG20852.1.p1
TCONS_00006882.p1	OFUSG15370.2.p1
TCONS_00046667.p1	OFUSG21289.1.p1
TCONS_00008794.p1	OFUSG20758.1.p1
TCONS_00011402.p1	OFUSG11378.1.p1
TCONS_00052672.p1	OFUSG13438.2.p1
TCONS_00037618.p1	OFUSG16293.1.p1
TCONS_00010383.p1	OFUSG03944.1.p1
TCONS_00011396.p1	OFUSG12266.1.p1
TCONS_00001916.p1	OFUSG13390.1.p1
TCONS_00027488.p1	OFUSG06979.1.p1
TCONS_00057242.p1	OFUSG25523.1.p1
TCONS_00052916.p1	OFUSG23516.1.p1
TCONS_00050470.p1	OFUSG12843.1.p1
TCONS_00002728.p1	OFUSG16171.1.p1
TCONS_00003400.p1	OFUSG24342.1.p1
TCONS_00055071.p1	OFUSG08634.1.p1
TCONS_00026401.p1	OFUSG19290.1.p1
TCONS_00000092.p1	OFUSG17531.3.p1
TCONS_00044304.p1	OFUSG06455.1.p1
TCONS_00007757.p1	OFUSG23169.1.p1
TCONS_00013299.p1	OFUSG10038.1.p1
TCONS_00006191.p1	OFUSG16919.1.p1
TCONS_00028953.p1	OFUSG08659.1.p1
TCONS_00056217.p1	OFUSG03931.1.p1
TCONS_00019502.p1	OFUSG17043.1.p1
TCONS_00050049.p1	OFUSG21306.1.p1
TCONS_00052175.p1	OFUSG09214.1.p1
TCONS_00032872.p2	OFUSG16113.1.p1
TCONS_00024426.p1	OFUSG07016.1.p1
TCONS_00009324.p1	OFUSG05406.2.p1
TCONS_00008056.p1	OFUSG20603.1.p1
TCONS_00000166.p1	OFUSG01364.2.p1
TCONS_00007601.p1	OFUSG20481.1.p1
TCONS_00025977.p1	OFUSG06794.1.p1
TCONS_00005572.p1	OFUSG23887.2.p1
TCONS_00026444.p1	OFUSG19098.1.p1
TCONS_00029731.p1	OFUSG08513.2.p1
TCONS_00049016.p1	OFUSG18908.3.p1
TCONS_00042667.p1	OFUSG02614.1.p1
TCONS_00018463.p1	OFUSG12635.1.p1
TCONS_00004752.p1	OFUSG22558.2.p1
TCONS_00050549.p1	OFUSG00231.1.p1
TCONS_00003789.p1	OFUSG04371.3.p1
TCONS_00053389.p1	OFUSG21277.1.p1
TCONS_00028391.p1	OFUSG08820.2.p1
TCONS_00016600.p1	OFUSG08167.1.p1
TCONS_00025373.p1	OFUSG07562.1.p1
TCONS_00027216.p1	OFUSG15458.1.p1
TCONS_00018116.p1	OFUSG16964.4.p1
TCONS_00054585.p1	OFUSG12985.1.p1
TCONS_00014362.p1	OFUSG10871.1.p1
TCONS_00053112.p1	OFUSG17699.1.p1
TCONS_00022426.p1	OFUSG14769.2.p1
TCONS_00021731.p1	OFUSG14583.1.p1
