TCONS_00033626.p1	bflo_07005
TCONS_00015431.p1	bflo_16531
TCONS_00021104.p1	bflo_21978
TCONS_00055978.p1	bflo_19606
TCONS_00020647.p1	bflo_07597
TCONS_00030513.p1	bflo_06925
TCONS_00043348.p1	bflo_14312
TCONS_00012497.p1	bflo_09717
TCONS_00042943.p1	bflo_14511
TCONS_00024797.p1	bflo_09139
TCONS_00019291.p1	bflo_00271
TCONS_00026088.p1	bflo_10105
TCONS_00004746.p1	bflo_20395
TCONS_00049252.p1	bflo_12071
TCONS_00015692.p1	bflo_16404
TCONS_00031217.p1	bflo_02839
TCONS_00029645.p1	bflo_06147
TCONS_00004621.p1	bflo_23814
TCONS_00056970.p1	bflo_21307
TCONS_00050489.p1	bflo_06229
TCONS_00053264.p1	bflo_25611
TCONS_00048368.p1	bflo_11416
TCONS_00036252.p1	bflo_03278
TCONS_00044544.p1	bflo_00631
TCONS_00040904.p1	bflo_18488
TCONS_00042428.p1	bflo_15495
TCONS_00026567.p1	bflo_10312
TCONS_00042453.p1	bflo_02255
TCONS_00051876.p1	bflo_24958
TCONS_00015537.p1	bflo_18551
TCONS_00047755.p1	bflo_11395
TCONS_00054648.p1	bflo_25250
TCONS_00035284.p1	bflo_18226
TCONS_00002703.p1	bflo_17617
TCONS_00043058.p1	bflo_06139
TCONS_00025700.p1	bflo_17434
TCONS_00026507.p1	bflo_09525
TCONS_00006355.p1	bflo_21176
TCONS_00007558.p1	bflo_12935
TCONS_00001538.p1	bflo_17597
TCONS_00018422.p1	bflo_01705
TCONS_00007061.p1	bflo_12778
TCONS_00048269.p1	bflo_11039
TCONS_00035178.p1	bflo_17582
TCONS_00027019.p1	bflo_10367
TCONS_00004996.p1	bflo_21085
TCONS_00016839.p1	bflo_03880
TCONS_00005275.p1	bflo_20793
TCONS_00006051.p1	bflo_03868
TCONS_00048503.p1	bflo_11807
TCONS_00016891.p1	bflo_01745
TCONS_00053736.p1	bflo_25707
TCONS_00005382.p1	bflo_20529
TCONS_00027015.p1	bflo_09495
TCONS_00004067.p1	bflo_02356
TCONS_00042674.p1	bflo_07261
TCONS_00048364.p1	bflo_12487
TCONS_00047518.p1	bflo_00304
TCONS_00048167.p1	bflo_11651
TCONS_00052991.p1	bflo_21783
TCONS_00020842.p1	bflo_21782
TCONS_00008484.p1	bflo_12715
TCONS_00020934.p1	bflo_21982
TCONS_00055344.p1	bflo_18831
TCONS_00043494.p1	bflo_14653
TCONS_00027772.p1	bflo_26937
TCONS_00029054.p1	bflo_22429
TCONS_00012190.p1	bflo_08222
TCONS_00023427.p1	bflo_09286
TCONS_00026465.p1	bflo_10141
TCONS_00004695.p1	bflo_20317
TCONS_00031046.p1	bflo_07660
TCONS_00011439.p1	bflo_20913
TCONS_00010701.p1	bflo_07585
TCONS_00042602.p1	bflo_15141
TCONS_00027935.p1	bflo_06209
TCONS_00043020.p1	bflo_14378
TCONS_00011546.p1	bflo_24591
TCONS_00026942.p1	bflo_26226
TCONS_00034360.p1	bflo_08665
TCONS_00027945.p1	bflo_06204
TCONS_00011685.p1	bflo_09059
TCONS_00029989.p1	bflo_07579
TCONS_00027131.p1	bflo_10126
TCONS_00010742.p1	bflo_12538
TCONS_00057121.p1	bflo_05551
TCONS_00010086.p1	bflo_18091
TCONS_00002233.p1	bflo_00991
TCONS_00054852.p1	bflo_19247
TCONS_00026619.p1	bflo_20287
TCONS_00027373.p1	bflo_09984
TCONS_00041659.p1	bflo_14161
TCONS_00049074.p1	bflo_11003
TCONS_00052163.p1	bflo_11294
TCONS_00038931.p1	bflo_18140
TCONS_00045955.p1	bflo_06489
TCONS_00031483.p1	bflo_07145
TCONS_00029606.p1	bflo_03382
TCONS_00009652.p1	bflo_12544
TCONS_00054282.p1	bflo_25637
TCONS_00021475.p1	bflo_27385
TCONS_00043789.p1	bflo_16060
TCONS_00009356.p1	bflo_13736
TCONS_00007826.p1	bflo_02576
TCONS_00000128.p1	bflo_18110
TCONS_00014987.p1	bflo_05972
TCONS_00015708.p1	bflo_15552
TCONS_00028133.p1	bflo_01547
TCONS_00047252.p1	bflo_11564
TCONS_00000495.p1	bflo_17487
TCONS_00016156.p1	bflo_15753
TCONS_00043851.p1	bflo_14389
TCONS_00005113.p1	bflo_20012
TCONS_00044248.p1	bflo_13357
TCONS_00048186.p1	bflo_11432
TCONS_00032988.p1	bflo_00813
TCONS_00056569.p1	bflo_14726
TCONS_00012670.p1	bflo_23487
TCONS_00018756.p1	bflo_01494
TCONS_00022948.p1	bflo_21266
TCONS_00055780.p1	bflo_17144
TCONS_00022723.p1	bflo_21309
TCONS_00045049.p1	bflo_03728
TCONS_00026165.p1	bflo_08899
TCONS_00053240.p1	bflo_25355
TCONS_00001282.p1	bflo_18038
TCONS_00021726.p1	bflo_00079
TCONS_00028222.p1	bflo_05673
TCONS_00030539.p1	bflo_05162
TCONS_00027039.p1	bflo_09599
TCONS_00053814.p1	bflo_05306
TCONS_00048789.p1	bflo_05187
TCONS_00054563.p1	bflo_25207
TCONS_00025785.p1	bflo_26942
TCONS_00051611.p1	bflo_24575
TCONS_00005089.p1	bflo_21112
TCONS_00020622.p1	bflo_26432
TCONS_00045534.p1	bflo_06375
TCONS_00028354.p1	bflo_05580
TCONS_00029005.p1	bflo_06572
TCONS_00026385.p1	bflo_08079
TCONS_00011494.p1	bflo_09896
TCONS_00024697.p1	bflo_20087
TCONS_00001172.p1	bflo_21946
TCONS_00050336.p1	bflo_24002
TCONS_00027831.p1	bflo_09163
TCONS_00009468.p1	bflo_15759
TCONS_00006557.p1	bflo_20263
TCONS_00020097.p1	bflo_12871
TCONS_00048222.p1	bflo_11375
TCONS_00007694.p1	bflo_13461
TCONS_00032720.p2	bflo_22563
TCONS_00052479.p1	bflo_25643
TCONS_00011164.p1	bflo_07373
TCONS_00044969.p1	bflo_21897
TCONS_00036548.p1	bflo_04395
TCONS_00007189.p1	bflo_12651
TCONS_00010930.p1	bflo_06361
TCONS_00049152.p1	bflo_11089
TCONS_00034044.p1	bflo_13786
TCONS_00021072.p1	bflo_21754
TCONS_00014318.p1	bflo_23907
TCONS_00048928.p1	bflo_12481
TCONS_00045352.p1	bflo_03072
TCONS_00027303.p1	bflo_09988
TCONS_00031996.p1	bflo_23725
TCONS_00047035.p1	bflo_17692
TCONS_00005281.p1	bflo_20097
TCONS_00050026.p1	bflo_26571
TCONS_00006509.p1	bflo_20068
TCONS_00042092.p1	bflo_15029
TCONS_00007378.p1	bflo_18470
TCONS_00055218.p1	bflo_19456
TCONS_00027758.p1	bflo_03586
TCONS_00028321.p1	bflo_02173
TCONS_00012999.p1	bflo_22659
TCONS_00056817.p1	bflo_18762
TCONS_00045990.p1	bflo_25667
TCONS_00017271.p1	bflo_03472
TCONS_00005804.p1	bflo_20479
TCONS_00052234.p1	bflo_24755
TCONS_00041690.p1	bflo_15457
TCONS_00025788.p1	bflo_08152
TCONS_00011580.p1	bflo_11925
TCONS_00042788.p1	bflo_13414
TCONS_00031086.p1	bflo_07499
TCONS_00008127.p1	bflo_13982
TCONS_00021253.p1	bflo_22095
TCONS_00004907.p1	bflo_20994
TCONS_00014249.p1	bflo_23091
TCONS_00049475.p1	bflo_11499
TCONS_00049248.p1	bflo_12215
TCONS_00048049.p1	bflo_12063
TCONS_00017529.p1	bflo_01480
TCONS_00012270.p1	bflo_23555
TCONS_00055027.p1	bflo_06433
TCONS_00005042.p1	bflo_20318
TCONS_00004594.p1	bflo_20808
TCONS_00004438.p1	bflo_11505
TCONS_00010463.p1	bflo_12494
TCONS_00031090.p1	bflo_07466
TCONS_00004238.p1	bflo_02466
TCONS_00011707.p1	bflo_12425
TCONS_00015184.p1	bflo_15903
TCONS_00024188.p1	bflo_10284
TCONS_00053174.p1	bflo_25548
TCONS_00015443.p1	bflo_16557
TCONS_00001349.p1	bflo_14832
TCONS_00019819.p1	bflo_13452
TCONS_00047764.p1	bflo_02193
TCONS_00005459.p1	bflo_20531
TCONS_00009654.p1	bflo_13993
TCONS_00027040.p1	bflo_05908
TCONS_00019458.p1	bflo_00348
TCONS_00021897.p1	bflo_03346
TCONS_00041833.p1	bflo_19871
TCONS_00030342.p1	bflo_07659
TCONS_00005993.p1	bflo_07107
TCONS_00002344.p1	bflo_15273
TCONS_00017944.p1	bflo_01313
TCONS_00016973.p1	bflo_01173
TCONS_00010468.p1	bflo_15995
TCONS_00022547.p1	bflo_04844
TCONS_00028224.p1	bflo_05985
TCONS_00001102.p1	bflo_14291
TCONS_00005130.p1	bflo_04746
TCONS_00052598.p1	bflo_25600
TCONS_00024047.p1	bflo_10522
TCONS_00014648.p1	bflo_16284
TCONS_00040471.p2	bflo_00931
TCONS_00004645.p1	bflo_20787
TCONS_00003481.p1	bflo_22517
TCONS_00029816.p1	bflo_06838
TCONS_00041749.p1	bflo_02357
TCONS_00038244.p1	bflo_01747
TCONS_00020318.p1	bflo_08658
TCONS_00013390.p1	bflo_23073
TCONS_00014142.p1	bflo_22635
TCONS_00057082.p1	bflo_26790
TCONS_00024592.p1	bflo_10465
TCONS_00008006.p1	bflo_13945
TCONS_00016808.p1	bflo_01048
TCONS_00007024.p1	bflo_13024
TCONS_00009178.p1	bflo_26562
TCONS_00047273.p1	bflo_11940
TCONS_00011787.p1	bflo_18553
TCONS_00024752.p1	bflo_21734
TCONS_00018242.p1	bflo_18998
TCONS_00009364.p1	bflo_13359
TCONS_00031477.p1	bflo_07854
TCONS_00055502.p1	bflo_19820
TCONS_00020355.p1	bflo_08337
TCONS_00026618.p1	bflo_14075
TCONS_00045544.p1	bflo_07327
TCONS_00056777.p1	bflo_18624
TCONS_00056708.p1	bflo_19266
TCONS_00015091.p1	bflo_19189
TCONS_00046160.p1	bflo_06004
TCONS_00018586.p1	bflo_01488
TCONS_00019725.p1	bflo_00429
TCONS_00028766.p1	bflo_25629
TCONS_00054466.p1	bflo_06926
TCONS_00015343.p1	bflo_17080
TCONS_00018158.p1	bflo_01907
TCONS_00005285.p1	bflo_20328
TCONS_00004471.p1	bflo_20155
TCONS_00028098.p1	bflo_04854
TCONS_00047337.p1	bflo_11062
TCONS_00028951.p1	bflo_04320
TCONS_00011043.p1	bflo_21503
TCONS_00003484.p1	bflo_24062
TCONS_00032334.p1	bflo_11995
TCONS_00030626.p1	bflo_07615
TCONS_00053166.p1	bflo_25681
TCONS_00025983.p1	bflo_18492
TCONS_00048913.p1	bflo_12238
TCONS_00021999.p1	bflo_21293
TCONS_00010442.p1	bflo_15649
TCONS_00025611.p1	bflo_17961
TCONS_00026499.p1	bflo_10405
TCONS_00025891.p1	bflo_10144
TCONS_00031269.p1	bflo_07291
TCONS_00026683.p1	bflo_09371
TCONS_00053819.p1	bflo_25599
TCONS_00010423.p1	bflo_10174
TCONS_00052037.p1	bflo_24578
TCONS_00012237.p1	bflo_23132
TCONS_00048168.p1	bflo_11650
TCONS_00006389.p1	bflo_02792
TCONS_00030039.p1	bflo_08151
TCONS_00054417.p1	bflo_26163
TCONS_00044383.p1	bflo_16149
TCONS_00047444.p1	bflo_12467
TCONS_00002384.p1	bflo_17256
TCONS_00018473.p1	bflo_05510
TCONS_00055848.p1	bflo_19349
TCONS_00031957.p1	bflo_05293
TCONS_00045673.p1	bflo_22630
TCONS_00008171.p1	bflo_13156
TCONS_00007069.p1	bflo_12517
TCONS_00006738.p1	bflo_27327
TCONS_00015773.p1	bflo_16427
TCONS_00010197.p1	bflo_20130
TCONS_00009638.p1	bflo_21637
TCONS_00017267.p1	bflo_01311
TCONS_00006812.p1	bflo_08311
TCONS_00056962.p1	bflo_03287
TCONS_00027979.p1	bflo_23263
TCONS_00033365.p1	bflo_11103
TCONS_00027980.p1	bflo_06061
TCONS_00003534.p1	bflo_09709
TCONS_00007879.p1	bflo_13902
TCONS_00013018.p1	bflo_22700
TCONS_00028917.p1	bflo_00420
TCONS_00055984.p1	bflo_19087
TCONS_00028141.p1	bflo_06069
TCONS_00000539.p1	bflo_20746
TCONS_00019681.p1	bflo_07702
TCONS_00010219.p1	bflo_24451
TCONS_00014471.p1	bflo_22708
TCONS_00023838.p1	bflo_08917
TCONS_00019934.p1	bflo_13623
TCONS_00055877.p1	bflo_19811
TCONS_00037181.p1	bflo_03255
TCONS_00053820.p1	bflo_25872
TCONS_00004561.p1	bflo_04832
TCONS_00042622.p1	bflo_14326
TCONS_00023217.p1	bflo_10235
TCONS_00016239.p1	bflo_21179
TCONS_00049296.p1	bflo_12004
TCONS_00041873.p1	bflo_14369
TCONS_00011122.p1	bflo_18231
TCONS_00027118.p1	bflo_04895
TCONS_00045707.p1	bflo_06374
TCONS_00010042.p1	bflo_20444
TCONS_00014352.p1	bflo_06063
TCONS_00012139.p1	bflo_04282
TCONS_00053228.p1	bflo_16792
TCONS_00042881.p1	bflo_14176
TCONS_00007589.p1	bflo_12557
TCONS_00021380.p1	bflo_21837
TCONS_00015963.p1	bflo_16671
TCONS_00002723.p1	bflo_02497
TCONS_00024912.p1	bflo_03604
TCONS_00043960.p1	bflo_14104
TCONS_00034543.p1	bflo_14586
TCONS_00006644.p1	bflo_21063
TCONS_00013032.p1	bflo_23109
TCONS_00042336.p1	bflo_17952
TCONS_00056552.p1	bflo_21653
TCONS_00016530.p1	bflo_15728
TCONS_00011766.p1	bflo_06130
TCONS_00030151.p1	bflo_09243
TCONS_00013274.p1	bflo_23788
TCONS_00035727.p1	bflo_10623
TCONS_00043575.p1	bflo_15025
TCONS_00039468.p1	bflo_08911
TCONS_00027623.p1	bflo_10159
TCONS_00018946.p1	bflo_00666
TCONS_00036085.p1	bflo_06252
TCONS_00012478.p1	bflo_23114
TCONS_00021839.p1	bflo_21258
TCONS_00037741.p1	bflo_10323
TCONS_00021497.p1	bflo_21756
TCONS_00029474.p1	bflo_18107
TCONS_00005307.p1	bflo_00987
TCONS_00019185.p1	bflo_00876
TCONS_00047447.p1	bflo_11037
TCONS_00047232.p1	bflo_07352
TCONS_00050890.p1	bflo_11596
TCONS_00006551.p1	bflo_20413
TCONS_00056388.p1	bflo_19415
TCONS_00055603.p1	bflo_19509
TCONS_00010972.p1	bflo_10363
TCONS_00004590.p1	bflo_19855
TCONS_00025884.p1	bflo_10034
TCONS_00032990.p1	bflo_14762
TCONS_00026878.p1	bflo_09669
TCONS_00015618.p1	bflo_04276
TCONS_00053244.p1	bflo_26208
TCONS_00028276.p1	bflo_01049
TCONS_00002256.p1	bflo_18316
TCONS_00016000.p1	bflo_16546
TCONS_00013477.p1	bflo_23695
TCONS_00036592.p1	bflo_15893
TCONS_00006730.p1	bflo_19868
TCONS_00010043.p1	bflo_19666
TCONS_00006760.p1	bflo_21016
TCONS_00015862.p1	bflo_16484
TCONS_00008947.p1	bflo_13121
TCONS_00026956.p1	bflo_10653
TCONS_00056890.p1	bflo_08972
TCONS_00030209.p1	bflo_04388
TCONS_00030150.p1	bflo_07497
TCONS_00026626.p1	bflo_09216
TCONS_00024351.p1	bflo_03407
TCONS_00035269.p1	bflo_07440
TCONS_00041425.p1	bflo_21841
TCONS_00033994.p1	bflo_11586
TCONS_00027858.p1	bflo_05982
TCONS_00022183.p1	bflo_12158
TCONS_00036309.p1	bflo_03833
TCONS_00007233.p1	bflo_12638
TCONS_00049504.p1	bflo_11637
TCONS_00019802.p1	bflo_20465
TCONS_00016641.p1	bflo_21720
TCONS_00049603.p1	bflo_12220
TCONS_00007388.p1	bflo_13107
TCONS_00056580.p1	bflo_07046
TCONS_00007023.p1	bflo_13836
TCONS_00025703.p1	bflo_09968
TCONS_00015339.p1	bflo_16108
TCONS_00012646.p1	bflo_22685
TCONS_00043976.p1	bflo_14318
TCONS_00003487.p1	bflo_24047
TCONS_00029034.p1	bflo_05509
TCONS_00050868.p1	bflo_24455
TCONS_00029026.p1	bflo_06128
TCONS_00048237.p1	bflo_11374
TCONS_00043476.p1	bflo_05718
TCONS_00017826.p1	bflo_12383
TCONS_00054320.p1	bflo_25319
TCONS_00030189.p1	bflo_08183
TCONS_00042807.p1	bflo_14336
TCONS_00036208.p1	bflo_12232
TCONS_00044558.p1	bflo_21902
TCONS_00001300.p1	bflo_13706
TCONS_00021319.p1	bflo_03204
TCONS_00034601.p1	bflo_22097
TCONS_00016639.p1	bflo_02187
TCONS_00007360.p1	bflo_12990
TCONS_00044643.p1	bflo_06314
TCONS_00008834.p1	bflo_12958
TCONS_00015782.p1	bflo_16567
TCONS_00006749.p1	bflo_20862
TCONS_00045016.p1	bflo_06286
TCONS_00008009.p1	bflo_12779
TCONS_00010859.p1	bflo_06689
TCONS_00005252.p1	bflo_03877
TCONS_00016429.p1	bflo_16747
TCONS_00025346.p1	bflo_10333
TCONS_00046659.p1	bflo_03091
TCONS_00031817.p1	bflo_00726
TCONS_00008382.p1	bflo_12521
TCONS_00029427.p1	bflo_06281
TCONS_00044148.p1	bflo_14718
TCONS_00053675.p1	bflo_26009
TCONS_00020980.p1	bflo_00928
TCONS_00047597.p1	bflo_11102
TCONS_00025941.p1	bflo_17465
TCONS_00017237.p1	bflo_07139
TCONS_00010570.p1	bflo_12542
TCONS_00028116.p1	bflo_03563
TCONS_00019071.p1	bflo_08684
TCONS_00053110.p1	bflo_05017
TCONS_00025939.p1	bflo_09291
TCONS_00034035.p1	bflo_08469
TCONS_00001479.p1	bflo_17125
TCONS_00045257.p1	bflo_14796
TCONS_00024178.p1	bflo_09238
TCONS_00005644.p1	bflo_20992
TCONS_00004798.p1	bflo_17330
TCONS_00021248.p1	bflo_21590
TCONS_00015180.p1	bflo_16217
TCONS_00045575.p1	bflo_04600
TCONS_00041599.p1	bflo_15458
TCONS_00045092.p1	bflo_06526
TCONS_00042989.p1	bflo_06288
TCONS_00049673.p1	bflo_11415
TCONS_00000978.p1	bflo_17602
TCONS_00012029.p1	bflo_17829
TCONS_00016632.p1	bflo_18115
TCONS_00018423.p1	bflo_01499
TCONS_00012754.p1	bflo_23283
TCONS_00022331.p1	bflo_21896
TCONS_00017347.p1	bflo_16401
TCONS_00019118.p1	bflo_20964
TCONS_00030716.p1	bflo_08087
TCONS_00044915.p1	bflo_02463
TCONS_00055205.p1	bflo_05753
TCONS_00056844.p1	bflo_19195
TCONS_00051972.p1	bflo_19076
TCONS_00023716.p1	bflo_21934
TCONS_00041849.p1	bflo_14692
TCONS_00000395.p1	bflo_04334
TCONS_00038216.p1	bflo_03113
TCONS_00014207.p1	bflo_23158
TCONS_00044664.p1	bflo_20564
TCONS_00009607.p1	bflo_07119
TCONS_00019992.p1	bflo_00524
TCONS_00002190.p1	bflo_17568
TCONS_00008915.p1	bflo_13232
TCONS_00020030.p1	bflo_00820
TCONS_00047757.p1	bflo_11412
TCONS_00028117.p1	bflo_06192
TCONS_00005526.p1	bflo_21001
TCONS_00006840.p1	bflo_10212
TCONS_00016128.p1	bflo_16038
TCONS_00014181.p1	bflo_23456
TCONS_00004416.p1	bflo_02385
TCONS_00045390.p1	bflo_17092
TCONS_00054481.p1	bflo_04811
TCONS_00011408.p1	bflo_12324
TCONS_00055565.p1	bflo_21623
TCONS_00022717.p1	bflo_21617
TCONS_00006163.p1	bflo_14425
TCONS_00002600.p1	bflo_02386
TCONS_00045527.p1	bflo_06368
TCONS_00015707.p1	bflo_15784
TCONS_00045530.p1	bflo_06290
TCONS_00026880.p1	bflo_09720
TCONS_00008626.p1	bflo_13491
TCONS_00054486.p1	bflo_26207
TCONS_00012644.p1	bflo_22675
TCONS_00039449.p1	bflo_00635
TCONS_00036465.p1	bflo_04094
TCONS_00042945.p1	bflo_08386
TCONS_00028348.p1	bflo_25625
TCONS_00016811.p1	bflo_01607
TCONS_00016600.p1	bflo_01088
TCONS_00007503.p1	bflo_13056
TCONS_00054170.p1	bflo_09205
TCONS_00048456.p1	bflo_11578
TCONS_00055680.p1	bflo_00754
TCONS_00005612.p1	bflo_20845
TCONS_00022269.p1	bflo_21816
TCONS_00010481.p1	bflo_17635
TCONS_00026143.p1	bflo_09390
TCONS_00047599.p1	bflo_11104
TCONS_00043300.p1	bflo_14211
TCONS_00032005.p1	bflo_00552
TCONS_00052910.p1	bflo_25497
TCONS_00009909.p1	bflo_15594
TCONS_00014160.p1	bflo_22991
TCONS_00034974.p1	bflo_06218
TCONS_00027495.p1	bflo_10021
TCONS_00014332.p1	bflo_23444
TCONS_00042228.p1	bflo_15113
TCONS_00026740.p1	bflo_09248
TCONS_00045634.p1	bflo_05901
TCONS_00005851.p1	bflo_22265
TCONS_00030973.p1	bflo_06893
TCONS_00009731.p1	bflo_13234
TCONS_00042669.p1	bflo_14576
TCONS_00015865.p1	bflo_16708
TCONS_00029808.p1	bflo_11628
TCONS_00023984.p1	bflo_10335
TCONS_00017602.p1	bflo_23661
TCONS_00022853.p1	bflo_11071
TCONS_00006657.p1	bflo_21103
TCONS_00048898.p1	bflo_12264
TCONS_00032791.p1	bflo_00306
TCONS_00010221.p1	bflo_10375
TCONS_00009366.p1	bflo_13506
TCONS_00006571.p1	bflo_20526
TCONS_00037412.p1	bflo_03379
TCONS_00005548.p1	bflo_21199
TCONS_00056393.p1	bflo_08287
TCONS_00053895.p1	bflo_27503
TCONS_00054595.p1	bflo_25687
TCONS_00056759.p1	bflo_18691
TCONS_00009559.p1	bflo_19433
TCONS_00029086.p1	bflo_17250
TCONS_00014230.p1	bflo_23672
TCONS_00052573.p1	bflo_26200
TCONS_00009517.p1	bflo_21945
TCONS_00019869.p1	bflo_07229
TCONS_00011704.p1	bflo_13349
TCONS_00011055.p1	bflo_11595
TCONS_00013010.p1	bflo_23619
TCONS_00039357.p1	bflo_22370
TCONS_00040754.p1	bflo_14648
TCONS_00012515.p1	bflo_23083
TCONS_00031070.p1	bflo_07904
TCONS_00010139.p1	bflo_17859
TCONS_00037495.p1	bflo_04727
TCONS_00029153.p1	bflo_02382
TCONS_00053763.p1	bflo_25341
TCONS_00053785.p1	bflo_25858
TCONS_00021570.p1	bflo_22471
TCONS_00035689.p1	bflo_14725
TCONS_00047408.p1	bflo_07998
TCONS_00049616.p1	bflo_12495
TCONS_00055234.p1	bflo_18846
TCONS_00031295.p1	bflo_06984
TCONS_00029458.p1	bflo_22099
TCONS_00017644.p1	bflo_18294
TCONS_00026295.p1	bflo_08774
TCONS_00003784.p1	bflo_02507
TCONS_00008157.p1	bflo_14043
TCONS_00029830.p1	bflo_16800
TCONS_00056649.p1	bflo_19444
TCONS_00052736.p1	bflo_25738
TCONS_00015543.p1	bflo_18186
TCONS_00051432.p1	bflo_24616
TCONS_00025030.p1	bflo_10484
TCONS_00027243.p1	bflo_08832
TCONS_00027232.p1	bflo_09762
TCONS_00030685.p1	bflo_07051
TCONS_00003251.p1	bflo_11217
TCONS_00001203.p1	bflo_27221
TCONS_00012593.p1	bflo_23849
TCONS_00025948.p1	bflo_02561
TCONS_00003851.p1	bflo_09380
TCONS_00043693.p1	bflo_14745
TCONS_00000901.p1	bflo_13468
TCONS_00053170.p1	bflo_25242
TCONS_00041692.p1	bflo_14316
TCONS_00045989.p1	bflo_06562
TCONS_00018248.p1	bflo_01604
TCONS_00007185.p1	bflo_11368
TCONS_00052832.p1	bflo_26224
TCONS_00004847.p1	bflo_21125
TCONS_00001276.p1	bflo_13908
TCONS_00042110.p1	bflo_10829
TCONS_00027024.p1	bflo_00645
TCONS_00029758.p1	bflo_05832
TCONS_00054323.p1	bflo_25296
TCONS_00026170.p1	bflo_09453
TCONS_00044333.p1	bflo_23042
TCONS_00057189.p1	bflo_10745
TCONS_00056987.p1	bflo_06702
TCONS_00026433.p1	bflo_10016
TCONS_00019984.p1	bflo_00202
TCONS_00015964.p1	bflo_16313
TCONS_00030847.p1	bflo_07010
TCONS_00003989.p1	bflo_02249
TCONS_00024021.p1	bflo_08932
TCONS_00051070.p1	bflo_24540
TCONS_00007008.p1	bflo_12808
TCONS_00018446.p1	bflo_01434
TCONS_00020516.p1	bflo_12924
TCONS_00057161.p1	bflo_21090
TCONS_00007284.p1	bflo_13261
TCONS_00042955.p1	bflo_15018
TCONS_00052648.p1	bflo_05533
TCONS_00013460.p1	bflo_16674
TCONS_00018820.p1	bflo_00222
TCONS_00044952.p1	bflo_05495
TCONS_00049483.p1	bflo_24359
TCONS_00047943.p1	bflo_12475
TCONS_00000640.p1	bflo_17553
TCONS_00043404.p1	bflo_15056
TCONS_00012775.p1	bflo_23332
TCONS_00009115.p1	bflo_13483
TCONS_00051172.p1	bflo_24951
TCONS_00046654.p1	bflo_05994
TCONS_00014248.p1	bflo_23063
TCONS_00053227.p1	bflo_25780
TCONS_00033072.p1	bflo_08334
TCONS_00051280.p1	bflo_24910
TCONS_00018641.p1	bflo_05961
TCONS_00027586.p1	bflo_09173
TCONS_00043972.p1	bflo_06858
TCONS_00051525.p1	bflo_24570
TCONS_00042630.p1	bflo_14135
TCONS_00028345.p1	bflo_06038
TCONS_00054537.p1	bflo_24908
TCONS_00011541.p1	bflo_19723
TCONS_00000533.p1	bflo_18002
TCONS_00047659.p1	bflo_11594
TCONS_00003603.p1	bflo_11750
TCONS_00050422.p1	bflo_24466
TCONS_00015010.p1	bflo_15869
TCONS_00015839.p1	bflo_16541
TCONS_00027328.p1	bflo_10046
TCONS_00049699.p1	bflo_09848
TCONS_00013116.p1	bflo_23616
TCONS_00028243.p1	bflo_07002
TCONS_00028834.p1	bflo_05783
TCONS_00008753.p1	bflo_12809
TCONS_00042951.p1	bflo_14262
TCONS_00021737.p1	bflo_21803
TCONS_00014897.p1	bflo_15631
TCONS_00005904.p1	bflo_05846
TCONS_00032810.p1	bflo_08356
TCONS_00056581.p1	bflo_19751
TCONS_00015591.p1	bflo_14593
TCONS_00047213.p1	bflo_11696
TCONS_00009649.p1	bflo_20797
TCONS_00042948.p1	bflo_15322
TCONS_00049775.p1	bflo_12196
TCONS_00010098.p1	bflo_22011
TCONS_00001512.p1	bflo_19758
TCONS_00026982.p1	bflo_08958
TCONS_00052011.p1	bflo_24436
TCONS_00005454.p1	bflo_26395
TCONS_00025806.p1	bflo_20511
TCONS_00019459.p1	bflo_00343
TCONS_00003844.p1	bflo_02445
TCONS_00049755.p1	bflo_12110
TCONS_00048564.p1	bflo_12104
TCONS_00017230.p1	bflo_06296
TCONS_00027364.p1	bflo_10318
TCONS_00022326.p1	bflo_22127
TCONS_00029018.p1	bflo_02025
TCONS_00042291.p1	bflo_14689
TCONS_00047361.p1	bflo_11746
TCONS_00051979.p1	bflo_24597
TCONS_00049087.p1	bflo_22034
TCONS_00018559.p1	bflo_02022
TCONS_00007072.p1	bflo_13833
TCONS_00012352.p1	bflo_26374
TCONS_00008546.p1	bflo_03684
TCONS_00044189.p1	bflo_15286
TCONS_00036799.p1	bflo_23218
TCONS_00025915.p1	bflo_01695
TCONS_00045250.p1	bflo_06441
TCONS_00057147.p1	bflo_21180
TCONS_00012666.p1	bflo_23682
TCONS_00021105.p1	bflo_21234
TCONS_00015014.p1	bflo_16487
TCONS_00056038.p1	bflo_18669
TCONS_00053626.p1	bflo_05631
TCONS_00010125.p1	bflo_09950
TCONS_00052759.p1	bflo_26316
TCONS_00011694.p1	bflo_23415
TCONS_00014048.p1	bflo_23190
TCONS_00047720.p1	bflo_12239
TCONS_00055638.p1	bflo_23342
TCONS_00028061.p1	bflo_06182
TCONS_00016120.p1	bflo_16488
TCONS_00002941.p1	bflo_02146
TCONS_00004473.p1	bflo_20329
TCONS_00005372.p1	bflo_20590
TCONS_00017195.p1	bflo_01437
TCONS_00031424.p1	bflo_07239
TCONS_00022870.p1	bflo_22344
TCONS_00052624.p1	bflo_00675
TCONS_00010223.p1	bflo_00305
TCONS_00047261.p1	bflo_12253
TCONS_00005038.p1	bflo_20266
TCONS_00000738.p1	bflo_17953
TCONS_00054106.p1	bflo_26212
TCONS_00029823.p1	bflo_06523
TCONS_00054293.p1	bflo_26366
