Orthogroup	XENTR	HUMAN
OG0000908	XENTR04273	HUMAN03117
OG0000909	XENTR10672	HUMAN25145
OG0000909	XENTR12839	HUMAN19496
OG0000909	XENTR08443	HUMAN00496
OG0000911	XENTR18175	HUMAN12682, HUMAN12683
OG0000911	XENTR13431	HUMAN06653
OG0000911	XENTR10007	HUMAN18001
OG0000912	XENTR06455	HUMAN17095, HUMAN17096
OG0000912	XENTR12826	HUMAN03635, HUMAN03636
OG0000912	XENTR08744	HUMAN24298
OG0000912	XENTR17481	HUMAN22119
OG0000912	XENTR06537	HUMAN11740
OG0000913	XENTR01593	HUMAN24104, HUMAN24103, HUMAN24106
OG0000913	XENTR13952	HUMAN05337
OG0000914	XENTR10460	HUMAN30512
OG0000914	XENTR02522	HUMAN24958
OG0000914	XENTR02868	HUMAN26790
OG0000915	XENTR06376	HUMAN30522
OG0000915	XENTR07971	HUMAN20445
OG0000915	XENTR14552	HUMAN01514, HUMAN01508, HUMAN02420
OG0000915	XENTR15550	HUMAN06732
OG0000921	XENTR08015	HUMAN02905
OG0000921	XENTR09161	HUMAN02198
OG0000923	XENTR08773	HUMAN17831
OG0000923	XENTR13432	HUMAN06654
OG0000923	XENTR09911	HUMAN17698
OG0000925	XENTR13985	HUMAN23362, HUMAN23363, HUMAN23364
OG0000925	XENTR02311	HUMAN30631, HUMAN29752
OG0000926	XENTR00402	HUMAN23202
OG0000927	XENTR00283	HUMAN21812
OG0000927	XENTR14712	HUMAN30637, HUMAN30636, HUMAN29567
OG0000927	XENTR05915	HUMAN30015
OG0000927	XENTR18984	HUMAN11917
OG0000928	XENTR05033	HUMAN14950, HUMAN14947
OG0000928	XENTR05285	HUMAN09734
OG0000929	XENTR15957	HUMAN07498, HUMAN07497
OG0000929	XENTR09138	HUMAN25465
OG0000929	XENTR05468, XENTR05469	HUMAN00572
OG0000931	XENTR02004	HUMAN03786
OG0000931	XENTR01984	HUMAN27595
OG0000932	XENTR13910	HUMAN07155
OG0000932	XENTR16709	HUMAN26747
OG0000933	XENTR09950	HUMAN18787
OG0000933	XENTR06630	HUMAN04834
OG0000933	XENTR08513	HUMAN08387
OG0000934	XENTR14739	HUMAN07465
OG0000934	XENTR18207	HUMAN25721, HUMAN25723
OG0000934	XENTR11383	HUMAN24974
OG0000934	XENTR18032	HUMAN06158
OG0000935	XENTR12574	HUMAN10106
OG0000935	XENTR06757	HUMAN01617, HUMAN01618
OG0000935	XENTR07228	HUMAN06391, HUMAN06392, HUMAN06390
OG0000935	XENTR08768	HUMAN17822
OG0000936	XENTR02806	HUMAN20877, HUMAN20876
OG0000938	XENTR09019	HUMAN21959
OG0000938	XENTR09487	HUMAN04773, HUMAN04774, HUMAN04772, HUMAN04771, HUMAN04769
OG0000938	XENTR03541, XENTR03542	HUMAN22973
OG0000940	XENTR08691	HUMAN29044
OG0000940	XENTR08692	HUMAN29045
OG0000943	XENTR19197	HUMAN06082
OG0000943	XENTR06447	HUMAN04649, HUMAN07383
OG0000944	XENTR14742	HUMAN07470
OG0000944	XENTR14462	HUMAN27468
OG0000944	XENTR00679	HUMAN30061
OG0000945	XENTR09889	HUMAN11233
OG0000946	XENTR14041	HUMAN04147
OG0000946	XENTR14125	HUMAN03947, HUMAN07023
OG0000947	XENTR08808	HUMAN17713
OG0000947	XENTR01875	HUMAN20687
OG0000947	XENTR15993	HUMAN20621
OG0000949	XENTR16409	HUMAN29456
OG0000949	XENTR12925	HUMAN24815
OG0000949	XENTR16343	HUMAN19495
OG0000949	XENTR13690	HUMAN00495
OG0000949	XENTR10671	HUMAN25148, HUMAN25147
OG0000950	XENTR14022	HUMAN07390
OG0000951	XENTR11436	HUMAN01583
OG0000951	XENTR10439	HUMAN09204
OG0000952	XENTR06419	HUMAN23779
OG0000952	XENTR10974	HUMAN22570
OG0000952	XENTR07516	HUMAN24186
OG0000952	XENTR10972, XENTR10973	HUMAN22573, HUMAN22572
OG0000953	XENTR16006	HUMAN23240
OG0000953	XENTR05020	HUMAN28289
OG0000953	XENTR10025	HUMAN00190
OG0000954	XENTR04163	HUMAN18210, HUMAN18209
OG0000954	XENTR07349	HUMAN10206, HUMAN10205
OG0000954	XENTR07350	HUMAN10272
OG0000955	XENTR15251	HUMAN28653
OG0000955	XENTR15299	HUMAN22849
OG0000957	XENTR09672	HUMAN29143
OG0000957	XENTR08642	HUMAN23229
OG0000958	XENTR16151	HUMAN28882
OG0000960	XENTR00488	HUMAN11354
OG0000960	XENTR11786	HUMAN28219
OG0000960	XENTR19097	HUMAN28220
OG0000963	XENTR00065	HUMAN01011
OG0000964	XENTR11986, XENTR11979	HUMAN15564, HUMAN15563
OG0000965	XENTR14312	HUMAN22507
OG0000965	XENTR16944	HUMAN08123
OG0000966	XENTR04933	HUMAN12399
OG0000966	XENTR10311	HUMAN07294
OG0000967	XENTR08823	HUMAN07448, HUMAN07447, HUMAN19350
OG0000967	XENTR06702	HUMAN03396
OG0000968	XENTR08955	HUMAN06994
OG0000968	XENTR17733	HUMAN04278
OG0000968	XENTR04038, XENTR04039	HUMAN12426
OG0000968	XENTR04535	HUMAN19951
OG0000969	XENTR08014	HUMAN26507
OG0000970	XENTR01182	HUMAN19711, HUMAN30698
OG0000972	XENTR13483	HUMAN05358
OG0000972	XENTR14024	HUMAN07389
OG0000972	XENTR02207	HUMAN27539
OG0000973	XENTR15593	HUMAN24825
OG0000974	XENTR01619	HUMAN24126
OG0000976	XENTR10262	HUMAN17462
OG0000978	XENTR01707	HUMAN19104
OG0000978	XENTR17274	HUMAN11274
OG0000978	XENTR04595	HUMAN09230
OG0000979	XENTR08662, XENTR08663, XENTR16278	HUMAN03626, HUMAN03625
OG0000981	XENTR14084	HUMAN23534, HUMAN23535
OG0000982	XENTR15733	HUMAN14333
OG0000982	XENTR18658	HUMAN01637
OG0000982	XENTR06997	HUMAN28757
OG0000984	XENTR03417	HUMAN23607
OG0000984	XENTR01286, XENTR01285	HUMAN02268, HUMAN02267
OG0000985	XENTR01934	HUMAN17532
OG0000985	XENTR16979, XENTR16978	HUMAN03584, HUMAN03585
OG0000985	XENTR04320, XENTR04319	HUMAN27498
OG0000986	XENTR04261	HUMAN03355
OG0000986	XENTR01926	HUMAN17228
OG0000987	XENTR06356	HUMAN02812, HUMAN02813
OG0000987	XENTR03812	HUMAN06286
OG0000988	XENTR12762	HUMAN29197, HUMAN29196
OG0000988	XENTR06777	HUMAN29296
OG0000988	XENTR06778	HUMAN29297
OG0000988	XENTR09929	HUMAN02183
OG0000992	XENTR07391	HUMAN13425
OG0000992	XENTR15056	HUMAN25362
OG0000992	XENTR11894	HUMAN00479, HUMAN00478
OG0000993	XENTR14928	HUMAN18155
OG0000994	XENTR15055	HUMAN25360
OG0000994	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701	HUMAN17151, HUMAN17152
OG0000995	XENTR04796	HUMAN20124, HUMAN20123
OG0000995	XENTR07312	HUMAN12109
OG0000996	XENTR00689	HUMAN29968
OG0000996	XENTR11665	HUMAN29969, HUMAN07481, HUMAN07480
OG0000996	XENTR03250	HUMAN17651, HUMAN17650, HUMAN17652
OG0000999	XENTR05421	HUMAN16037
OG0000999	XENTR17674, XENTR18093	HUMAN05058
OG0000999	XENTR05336	HUMAN20396
OG0001000	XENTR02326	HUMAN29732
OG0001000	XENTR14403	HUMAN30113
OG0001000	XENTR05465	HUMAN00567
OG0001001	XENTR17916	HUMAN11958
OG0001001	XENTR02303	HUMAN29766
OG0001002	XENTR05426	HUMAN16097
OG0001002	XENTR04429	HUMAN04437
OG0001003	XENTR06440	HUMAN07373, HUMAN07372
OG0001003	XENTR12183	HUMAN12090
OG0001004	XENTR11947	HUMAN14314
OG0001004	XENTR13944	HUMAN28506
OG0001004	XENTR00348	HUMAN01082
OG0001004	XENTR12222	HUMAN14803
OG0001005	XENTR17351	HUMAN21015
OG0001006	XENTR01787	HUMAN10719
OG0001006	XENTR11011	HUMAN23379
OG0001006	XENTR15378	HUMAN14223
OG0001006	XENTR09358	HUMAN00900
OG0001007	XENTR03922	HUMAN02245
OG0001007	XENTR07754	HUMAN29304, HUMAN29303
OG0001008	XENTR01253	HUMAN02324
OG0001008	XENTR07071	HUMAN06852
OG0001008	XENTR13709	HUMAN04267
OG0001009	XENTR09611	HUMAN25680
OG0001009	XENTR19086	HUMAN00474
OG0001011	XENTR08483	HUMAN05319
OG0001011	XENTR04705	HUMAN28502
OG0001011	XENTR12721	HUMAN07763
OG0001012	XENTR07888	HUMAN21337
OG0001012	XENTR11929	HUMAN30212
OG0001012	XENTR14474	HUMAN05680
OG0001012	XENTR14475	HUMAN05681, HUMAN05682
OG0001012	XENTR17590, XENTR17589	HUMAN02078
OG0001012	XENTR10096	HUMAN05646
OG0001012	XENTR14494, XENTR18695, XENTR15180	HUMAN19361, HUMAN30685
OG0001013	XENTR01268	HUMAN06061
OG0001013	XENTR12519	HUMAN10491
OG0001013	XENTR05681	HUMAN15925
OG0001013	XENTR13123	HUMAN13289
OG0001015	XENTR03903	HUMAN20176, HUMAN20174
OG0001015	XENTR02699	HUMAN26299, HUMAN26298
OG0001015	XENTR16275	HUMAN25884, HUMAN25885, HUMAN25882
OG0001016	XENTR06361	HUMAN03017
OG0001016	XENTR11007	HUMAN27202
OG0001017	XENTR06219	HUMAN06335
OG0001018	XENTR12838	HUMAN19498
OG0001018	XENTR13405	HUMAN08887
OG0001019	XENTR19055	HUMAN28394, HUMAN11824
OG0001019	XENTR18997	HUMAN18576
OG0001021	XENTR03042	HUMAN08794, HUMAN08793, HUMAN08791
OG0001022	XENTR18242	HUMAN26689
OG0001022	XENTR09212	HUMAN07618
OG0001022	XENTR08786	HUMAN30205
OG0001022	XENTR08785	HUMAN30207, HUMAN30206
OG0001023	XENTR15705, XENTR15704	HUMAN05807
OG0001023	XENTR16017	HUMAN04131
OG0001023	XENTR02520	HUMAN24949
OG0001023	XENTR11481	HUMAN15956
OG0001024	XENTR05573	HUMAN23893
OG0001024	XENTR09290	HUMAN03150
OG0001024	XENTR01956	HUMAN26239
OG0001026	XENTR01794	HUMAN10167, HUMAN10166
OG0001027	XENTR14946	HUMAN29295
OG0001027	XENTR18376	HUMAN06083
OG0001028	XENTR08088	HUMAN14304
OG0001028	XENTR09574	HUMAN28814
OG0001028	XENTR09575	HUMAN28812
OG0001029	XENTR00509	HUMAN11011
OG0001029	XENTR04608	HUMAN08233
OG0001029	XENTR00697	HUMAN29975
OG0001029	XENTR10786	HUMAN05450
OG0001029	XENTR11720	HUMAN00741
OG0001030	XENTR10641	HUMAN14248, HUMAN14247
OG0001030	XENTR13221	HUMAN09965
OG0001030	XENTR11652	HUMAN09016
OG0001030	XENTR00593	HUMAN18699
OG0001031	XENTR08916	HUMAN03538
OG0001031	XENTR11732	HUMAN22650
OG0001032	XENTR01314	HUMAN01331
OG0001032	XENTR15209	HUMAN14460, HUMAN14458, HUMAN14461, HUMAN14454, HUMAN29217, HUMAN14453
OG0001032	XENTR06823	HUMAN29214
OG0001033	XENTR11737	HUMAN22499
OG0001033	XENTR02706	HUMAN17164
OG0001033	XENTR00028	HUMAN00952
OG0001033	XENTR04288, XENTR04289	HUMAN28581
OG0001033	XENTR10639	HUMAN14253
OG0001034	XENTR13970	HUMAN12490
OG0001034	XENTR02918	HUMAN02962
OG0001036	XENTR15810	HUMAN19198
OG0001036	XENTR02160	HUMAN24555, HUMAN24554
OG0001037	XENTR06792	HUMAN29275, HUMAN29274
OG0001037	XENTR04702	HUMAN01227
OG0001038	XENTR08755	HUMAN22265, HUMAN22267
OG0001038	XENTR10905	HUMAN24196
OG0001038	XENTR13375	HUMAN03488
OG0001039	XENTR00807	HUMAN19739, HUMAN19738
OG0001039	XENTR10799	HUMAN07040, HUMAN07042
OG0001039	XENTR11115	HUMAN21441
OG0001042	XENTR15139	HUMAN29925
OG0001042	XENTR17123	HUMAN20525
OG0001042	XENTR16376	HUMAN05764
OG0001044	XENTR05073, XENTR01479	HUMAN09934
OG0001044	XENTR18041	HUMAN23652
OG0001046	XENTR01853	HUMAN10290, HUMAN10289, HUMAN10288
OG0001046	XENTR03892, XENTR03891	HUMAN20197, HUMAN20196, HUMAN20198, HUMAN20195
OG0001046	XENTR10518	HUMAN13448
OG0001047	XENTR15460	HUMAN05210
OG0001047	XENTR09715, XENTR19101	HUMAN05236
OG0001047	XENTR05905	HUMAN30004
OG0001048	XENTR06473	HUMAN17075, HUMAN17078, HUMAN17076
OG0001048	XENTR16609	HUMAN22630
OG0001049	XENTR00286	HUMAN21821
OG0001049	XENTR02876	HUMAN26807
OG0001049	XENTR03223	HUMAN21566
OG0001050	XENTR03607	HUMAN25173
OG0001050	XENTR01418, XENTR01419	HUMAN10022
OG0001050	XENTR15902	HUMAN01869
OG0001051	XENTR02327	HUMAN29588, HUMAN30210, HUMAN29587
OG0001052	XENTR04326	HUMAN22593
OG0001053	XENTR14072	HUMAN26150
OG0001053	XENTR07099	HUMAN06551
OG0001053	XENTR01123	HUMAN17942
OG0001053	XENTR04868	HUMAN22798
OG0001053	XENTR07295	HUMAN03229
OG0001054	XENTR05688	HUMAN16260
OG0001054	XENTR01830	HUMAN10727
OG0001054	XENTR04823	HUMAN20086
OG0001054	XENTR17976	HUMAN13203
OG0001054	XENTR05689	HUMAN16261
OG0001057	XENTR09898	HUMAN21639
OG0001057	XENTR13492	HUMAN05349
OG0001057	XENTR07434	HUMAN02106
OG0001057	XENTR15414	HUMAN30588
OG0001058	XENTR09698	HUMAN01956
OG0001058	XENTR10813	HUMAN05750
OG0001059	XENTR16833	HUMAN16703
OG0001060	XENTR14378	HUMAN30131
OG0001060	XENTR15320	HUMAN20265
OG0001062	XENTR02358	HUMAN14494
OG0001062	XENTR00517	HUMAN01209
OG0001062	XENTR00439	HUMAN01211
OG0001063	XENTR01633	HUMAN16934, HUMAN16936, HUMAN16935
OG0001065	XENTR14400	HUMAN09272
OG0001065	XENTR14851	HUMAN02537
OG0001066	XENTR08375, XENTR18939	HUMAN20903
OG0001066	XENTR01227	HUMAN01429
OG0001066	XENTR05175	HUMAN16658
OG0001067	XENTR15131	HUMAN29563
OG0001067	XENTR06306	HUMAN29562
OG0001067	XENTR12290	HUMAN29571
OG0001068	XENTR00265	HUMAN21787
OG0001072	XENTR01131	HUMAN07095
OG0001072	XENTR14054	HUMAN27023, HUMAN27024
OG0001073	XENTR13757	HUMAN23983
OG0001073	XENTR03448	HUMAN30107
OG0001073	XENTR09013	HUMAN07711
OG0001075	XENTR14239	HUMAN24569
OG0001075	XENTR06059	HUMAN16596
OG0001076	XENTR04369	HUMAN07536
OG0001076	XENTR03450	HUMAN22387
OG0001077	XENTR02919	HUMAN02958
OG0001077	XENTR03172	HUMAN26035
OG0001078	XENTR16491	HUMAN20283
OG0001078	XENTR12278	HUMAN24929
OG0001078	XENTR16318	HUMAN04434
OG0001079	XENTR02342	HUMAN01422
OG0001079	XENTR18570	HUMAN29846, HUMAN29847
OG0001080	XENTR17306	HUMAN26171, HUMAN06728, HUMAN06729, HUMAN06727
OG0001080	XENTR00219	HUMAN28042, HUMAN28041
OG0001080	XENTR05053	HUMAN15214
OG0001081	XENTR11483, XENTR11482	HUMAN15960
OG0001082	XENTR04166	HUMAN18213
OG0001082	XENTR03787	HUMAN06409, HUMAN06410
OG0001083	XENTR14939	HUMAN03184
OG0001083	XENTR08964	HUMAN23866, HUMAN23865
OG0001083	XENTR02202	HUMAN27528, HUMAN27527
OG0001083	XENTR09760	HUMAN17258, HUMAN17257
OG0001084	XENTR03176	HUMAN26028
OG0001084	XENTR06277	HUMAN23143
OG0001085	XENTR14464	HUMAN21139
OG0001085	XENTR18960	HUMAN29849
OG0001085	XENTR05968	HUMAN26851, HUMAN26850
OG0001085	XENTR02550	HUMAN25039
OG0001086	XENTR14767	HUMAN15433
OG0001086	XENTR08988, XENTR08989	HUMAN08606, HUMAN08605
OG0001086	XENTR09494	HUMAN04881
OG0001088	XENTR12091	HUMAN08702
OG0001089	XENTR12503	HUMAN15690
OG0001089	XENTR06021	HUMAN05584
OG0001091	XENTR05394	HUMAN17874, HUMAN17873
OG0001091	XENTR06870	HUMAN12948
OG0001091	XENTR11806	HUMAN26589
OG0001091	XENTR11805	HUMAN26587
OG0001091	XENTR05395	HUMAN17872
OG0001091	XENTR11804	HUMAN12947, HUMAN12946, HUMAN12945
OG0001092	XENTR03567	HUMAN22940
OG0001093	XENTR14801	HUMAN26567
OG0001093	XENTR06916	HUMAN12954
OG0001094	XENTR06671	HUMAN08291
OG0001094	XENTR12802	HUMAN04909
OG0001095	XENTR12897	HUMAN06662
OG0001095	XENTR04215	HUMAN17682
OG0001101	XENTR15140	HUMAN29922, HUMAN30647
OG0001101	XENTR16380	HUMAN05769
OG0001101	XENTR13296	HUMAN02346
OG0001101	XENTR18754	HUMAN29924, HUMAN29923, HUMAN21985, HUMAN02347
OG0001102	XENTR00597	HUMAN18703
OG0001102	XENTR09517	HUMAN04709
OG0001103	XENTR08189	HUMAN27937, HUMAN27936
OG0001104	XENTR13239	HUMAN09442
OG0001104	XENTR13771	HUMAN28171
OG0001104	XENTR13900	HUMAN00516
OG0001104	XENTR18117	HUMAN16748
OG0001105	XENTR00250	HUMAN21767, HUMAN21766, HUMAN21768
OG0001105	XENTR09104	HUMAN18846
OG0001106	XENTR12570	HUMAN10112
OG0001106	XENTR01358	HUMAN06227, HUMAN06228
OG0001107	XENTR10533	HUMAN21851
OG0001107	XENTR02061	HUMAN30406
OG0001107	XENTR02717	HUMAN07869
OG0001108	XENTR08568	HUMAN06470
OG0001108	XENTR01519	HUMAN26420
OG0001109	XENTR13118, XENTR13119	HUMAN13295
OG0001109	XENTR13710, XENTR07737	HUMAN13298
OG0001109	XENTR12458	HUMAN22148
OG0001110	XENTR01316	HUMAN01328
OG0001110	XENTR07736	HUMAN29331, HUMAN29332
OG0001112	XENTR08598	HUMAN18525, HUMAN18524
OG0001112	XENTR07078	HUMAN07786, HUMAN07782
OG0001112	XENTR02026, XENTR02027	HUMAN30342
OG0001113	XENTR03194	HUMAN21591
OG0001114	XENTR05283, XENTR05282	HUMAN09738, HUMAN09739
OG0001114	XENTR18949	HUMAN01816
OG0001115	XENTR18459	HUMAN20513
OG0001115	XENTR14532	HUMAN20338
OG0001116	XENTR15111, XENTR15112	HUMAN12508
OG0001117	XENTR04976	HUMAN14034
OG0001117	XENTR19058	HUMAN18813
OG0001117	XENTR12412	HUMAN08156, HUMAN08157
OG0001118	XENTR08709	HUMAN04168
OG0001118	XENTR12886	HUMAN20385
OG0001119	XENTR05752	HUMAN25212
OG0001119	XENTR18158	HUMAN28360
OG0001120	XENTR06417	HUMAN23781
OG0001120	XENTR10567	HUMAN17480
OG0001120	XENTR10976	HUMAN22568
OG0001121	XENTR00146	HUMAN25819, HUMAN25818
OG0001121	XENTR15147	HUMAN19588
OG0001123	XENTR10415	HUMAN21519
OG0001123	XENTR03409	HUMAN23592
OG0001124	XENTR16582	HUMAN13636
OG0001124	XENTR06212	HUMAN29856, HUMAN29855, HUMAN29854, HUMAN29853
OG0001126	XENTR18698	HUMAN21463, HUMAN11885, HUMAN11887, HUMAN11884
OG0001126	XENTR17124	HUMAN21462
OG0001127	XENTR08219, XENTR08218	HUMAN18103
OG0001127	XENTR06362	HUMAN03016
OG0001128	XENTR08508	HUMAN08898
OG0001128	XENTR02079	HUMAN15801, HUMAN15800
OG0001128	XENTR13449	HUMAN02562
OG0001128	XENTR13450	HUMAN02561
OG0001129	XENTR05147	HUMAN28007
OG0001129	XENTR08362	HUMAN24592
OG0001130	XENTR03434	HUMAN23634
OG0001131	XENTR08901	HUMAN17000
OG0001131	XENTR13407	HUMAN08891, HUMAN08890, HUMAN08889
OG0001132	XENTR06989	HUMAN28769
OG0001133	XENTR17678	HUMAN24838
OG0001133	XENTR15362	HUMAN23355
OG0001134	XENTR10250	HUMAN13466, HUMAN13465
OG0001134	XENTR00965	HUMAN25963
OG0001135	XENTR14974	HUMAN12998
OG0001135	XENTR01797	HUMAN10159, HUMAN10160, HUMAN10158
OG0001135	XENTR01779	HUMAN10261
OG0001136	XENTR10642	HUMAN14242
OG0001136	XENTR00557	HUMAN23717
OG0001136	XENTR12118	HUMAN09626, HUMAN09622
OG0001137	XENTR12668	HUMAN15475
OG0001137	XENTR04145	HUMAN16861
OG0001138	XENTR05227	HUMAN06608
OG0001138	XENTR06291	HUMAN27335
OG0001138	XENTR15641, XENTR15640	HUMAN21562
OG0001139	XENTR12289	HUMAN29573
OG0001139	XENTR11375	HUMAN24969
OG0001139	XENTR07646	HUMAN03896
OG0001140	XENTR00230	HUMAN28111
OG0001140	XENTR13675	HUMAN00689
OG0001140	XENTR13933	HUMAN16613
OG0001141	XENTR05715	HUMAN28829
OG0001142	XENTR06629	HUMAN04836, HUMAN04835
OG0001143	XENTR16291	HUMAN26902
OG0001143	XENTR08123	HUMAN09500
OG0001143	XENTR08124	HUMAN09501
OG0001143	XENTR08673	HUMAN28929
OG0001143	XENTR09685	HUMAN01633
OG0001144	XENTR08544	HUMAN06501, HUMAN06503
OG0001144	XENTR07178	HUMAN17895
OG0001144	XENTR03322	HUMAN26116
OG0001146	XENTR04404	HUMAN21944, HUMAN21943
OG0001146	XENTR04096	HUMAN00122
OG0001146	XENTR12242	HUMAN11953, HUMAN11952
OG0001148	XENTR10476	HUMAN20750
OG0001148	XENTR13630	HUMAN08119
OG0001149	XENTR12926	HUMAN24814
OG0001149	XENTR00444	HUMAN01215
OG0001150	XENTR08915	HUMAN06563, HUMAN06561, HUMAN06554, HUMAN06559, HUMAN06560, HUMAN06562, HUMAN06555, HUMAN06558, HUMAN06556, HUMAN06557, HUMAN06565, HUMAN06564, HUMAN05656, HUMAN05652, HUMAN08121, HUMAN27153, HUMAN27152, HUMAN27074, HUMAN05651
OG0001155	XENTR09180	HUMAN28847, HUMAN28848, HUMAN28849
OG0001155	XENTR04938	HUMAN11693
OG0001156	XENTR07093	HUMAN06276, HUMAN06274
OG0001156	XENTR06912	HUMAN12764
OG0001156	XENTR01092	HUMAN18478, HUMAN18476
OG0001157	XENTR04127	HUMAN16825
OG0001158	XENTR16126, XENTR16127	HUMAN19221
OG0001158	XENTR07686, XENTR07685	HUMAN13723, HUMAN13724
OG0001159	XENTR05163	HUMAN16647
OG0001159	XENTR05113	HUMAN28079, HUMAN28078
OG0001160	XENTR08948	HUMAN07003, HUMAN07004
OG0001160	XENTR07949	HUMAN01405
OG0001161	XENTR05290	HUMAN09583
OG0001161	XENTR17947	HUMAN28673
OG0001162	XENTR10454	HUMAN05494
OG0001162	XENTR14933	HUMAN19367
OG0001164	XENTR00877	HUMAN20033
OG0001165	XENTR03624	HUMAN25194
OG0001165	XENTR02305	HUMAN29763
OG0001166	XENTR18013, XENTR18012	HUMAN25123
OG0001166	XENTR14106	HUMAN08665, HUMAN08664
OG0001167	XENTR07709	HUMAN08882, HUMAN08883
OG0001167	XENTR06636, XENTR08900	HUMAN17001
OG0001168	XENTR12949	HUMAN26184, HUMAN26183
OG0001168	XENTR06904	HUMAN19115
OG0001168	XENTR00455	HUMAN11218
OG0001169	XENTR18438	HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351
OG0001170	XENTR07877	HUMAN25304
OG0001171	XENTR06589	HUMAN27880
OG0001171	XENTR07471	HUMAN25618, HUMAN25619
OG0001171	XENTR02457	HUMAN19014, HUMAN19015
OG0001172	XENTR06358	HUMAN03030
OG0001172	XENTR09420	HUMAN18130
OG0001172	XENTR08224	HUMAN18077
OG0001172	XENTR15936	HUMAN12782
OG0001173	XENTR06425, XENTR01039	HUMAN01792
OG0001173	XENTR06289, XENTR03346, XENTR03345	HUMAN01793
OG0001174	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963	HUMAN20367, HUMAN20467, HUMAN20469, HUMAN20468, HUMAN20465
OG0001175	XENTR04334	HUMAN27761
OG0001175	XENTR01937	HUMAN17515
OG0001176	XENTR04321	HUMAN27503
OG0001177	XENTR04520	HUMAN13794
OG0001177	XENTR01947	HUMAN26270
OG0001178	XENTR00333	HUMAN01065
OG0001178	XENTR02313	HUMAN30630, HUMAN29750
OG0001179	XENTR01714	HUMAN19099
OG0001180	XENTR11241, XENTR01431, XENTR19021	HUMAN22452
OG0001181	XENTR02917	HUMAN02963
OG0001181	XENTR13969	HUMAN12488
OG0001182	XENTR04131	HUMAN16857
OG0001182	XENTR10070	HUMAN09797, HUMAN09796
OG0001183	XENTR15931, XENTR15930	HUMAN12777
OG0001184	XENTR11761	HUMAN24892, HUMAN24891
OG0001184	XENTR16633	HUMAN04448, HUMAN04447
OG0001185	XENTR05474	HUMAN00600
OG0001185	XENTR09610, XENTR09609	HUMAN25682, HUMAN25681
OG0001186	XENTR07680	HUMAN13742
OG0001186	XENTR03736	HUMAN11615
OG0001187	XENTR11283	HUMAN21121
OG0001188	XENTR12660	HUMAN15459
OG0001188	XENTR10956	HUMAN08381
OG0001188	XENTR04124	HUMAN16878
OG0001189	XENTR16871	HUMAN19325
OG0001189	XENTR08031	HUMAN16570
OG0001189	XENTR04626	HUMAN27793
OG0001190	XENTR06259	HUMAN27353
OG0001190	XENTR16660, XENTR16659	HUMAN00374
OG0001191	XENTR02213	HUMAN27560
OG0001191	XENTR13144	HUMAN03181
OG0001191	XENTR08963	HUMAN23867
OG0001196	XENTR18694	HUMAN15280
OG0001196	XENTR11054	HUMAN15282, HUMAN15283
OG0001196	XENTR19094	HUMAN01997
OG0001197	XENTR14109	HUMAN04807
OG0001197	XENTR02293	HUMAN26126
OG0001197	XENTR07184	HUMAN17925
OG0001198	XENTR13281	HUMAN14133
OG0001198	XENTR16301	HUMAN03836
OG0001199	XENTR12723	HUMAN27627, HUMAN27626
OG0001200	XENTR03069	HUMAN08841
OG0001201	XENTR05955	HUMAN19000
OG0001201	XENTR17812	HUMAN28333
OG0001202	XENTR11567	HUMAN22243, HUMAN22242
OG0001202	XENTR11566	HUMAN22244
OG0001203	XENTR16211	HUMAN16859, HUMAN04776, HUMAN04775
OG0001203	XENTR10957	HUMAN08382
OG0001203	XENTR14354	HUMAN16858
OG0001204	XENTR01197	HUMAN07266
OG0001204	XENTR13340	HUMAN13045
OG0001205	XENTR14919	HUMAN08993
OG0001205	XENTR03556	HUMAN22954
OG0001207	XENTR06956	HUMAN13150
OG0001207	XENTR16548	HUMAN17601
OG0001208	XENTR05399	HUMAN17864
OG0001208	XENTR14797	HUMAN26576
OG0001209	XENTR17550	HUMAN27648
OG0001210	XENTR12983	HUMAN18754
OG0001210	XENTR09378	HUMAN21606
OG0001211	XENTR04154	HUMAN17695
OG0001211	XENTR06866	HUMAN12935
OG0001212	XENTR16368	HUMAN22840
OG0001213	XENTR10507	HUMAN03742
OG0001213	XENTR01205	HUMAN07278, HUMAN07279
OG0001214	XENTR02921	HUMAN02956, HUMAN02957
OG0001215	XENTR12954	HUMAN26208, HUMAN26209
OG0001215	XENTR16550, XENTR16549	HUMAN17597
OG0001216	XENTR13109	HUMAN05987
OG0001216	XENTR05946	HUMAN11427
OG0001217	XENTR07688	HUMAN29664
OG0001217	XENTR00148	HUMAN25763
OG0001217	XENTR13893	HUMAN00524
OG0001217	XENTR11581	HUMAN25762
OG0001218	XENTR16071	HUMAN05862
OG0001218	XENTR10134	HUMAN00140
OG0001218	XENTR14884, XENTR14883, XENTR16396	HUMAN11965
OG0001219	XENTR03647	HUMAN18053, HUMAN24346
OG0001219	XENTR18228	HUMAN01814
OG0001219	XENTR12113	HUMAN09792, HUMAN09790
OG0001220	XENTR06343	HUMAN07348
