Orthogroup	XENTR	ASTMX
OG0001033	XENTR11737	ASTMX16778
OG0001033	XENTR02706	ASTMX20310
OG0001033	XENTR00028	ASTMX02891
OG0001033	XENTR04288, XENTR04289	ASTMX13562
OG0001034	XENTR13970	ASTMX14094, ASTMX17808
OG0001034	XENTR02918	ASTMX08019, ASTMX09126
OG0001036	XENTR15810	ASTMX00943
OG0001036	XENTR02160	ASTMX04320, ASTMX20857
OG0001037	XENTR06792	ASTMX09605, ASTMX13457
OG0001037	XENTR04702	ASTMX18385, ASTMX09123
OG0001038	XENTR08755	ASTMX15430
OG0001038	XENTR10905	ASTMX04713
OG0001038	XENTR13375	ASTMX08425
OG0001039	XENTR10799, XENTR11115	ASTMX00965
OG0001042	XENTR15139	ASTMX01745
OG0001042	XENTR17123	ASTMX19070, ASTMX15836
OG0001042	XENTR16376	ASTMX02594, ASTMX01999
OG0001044	XENTR01479	ASTMX11020
OG0001044	XENTR18041	ASTMX07810, ASTMX07811
OG0001046	XENTR01853	ASTMX04989, ASTMX12326
OG0001046	XENTR03892, XENTR03891	ASTMX15400
OG0001046	XENTR10518	ASTMX21403, ASTMX04871
OG0001047	XENTR15460	ASTMX13719, ASTMX02988
OG0001047	XENTR09715, XENTR19101	ASTMX09193
OG0001047	XENTR05905	ASTMX08799
OG0001048	XENTR06473	ASTMX11990
OG0001048	XENTR14297	ASTMX19153, ASTMX16464
OG0001048	XENTR16609	ASTMX18179
OG0001049	XENTR00286	ASTMX16983
OG0001049	XENTR02876	ASTMX06351, ASTMX20676
OG0001049	XENTR03223	ASTMX15120
OG0001050	XENTR08446	ASTMX02532, ASTMX22959
OG0001050	XENTR18291	ASTMX17116
OG0001050	XENTR03607	ASTMX01295
OG0001050	XENTR01418, XENTR01419	ASTMX07885, ASTMX07884, ASTMX00384
OG0001050	XENTR15902	ASTMX06846
OG0001051	XENTR02327	ASTMX16177, ASTMX09516, ASTMX00023, ASTMX04621
OG0001052	XENTR06692	ASTMX15614
OG0001052	XENTR04326	ASTMX06955
OG0001052	XENTR07297	ASTMX02780
OG0001053	XENTR14072	ASTMX22111, ASTMX05732
OG0001053	XENTR07099	ASTMX04777
OG0001053	XENTR01123	ASTMX00654
OG0001053	XENTR07525	ASTMX04746
OG0001054	XENTR05688	ASTMX11497, ASTMX10102
OG0001054	XENTR04823	ASTMX15402
OG0001054	XENTR17976	ASTMX07816, ASTMX19836
OG0001054	XENTR05689	ASTMX11496, ASTMX10101
OG0001057	XENTR09898	ASTMX16121
OG0001057	XENTR13492	ASTMX18759, ASTMX08231
OG0001057	XENTR07434	ASTMX21869
OG0001057	XENTR15414	ASTMX11631
OG0001058	XENTR09698	ASTMX18033, ASTMX05110
OG0001058	XENTR10813	ASTMX11885, ASTMX17859
OG0001059	XENTR16833	ASTMX13011
OG0001060	XENTR15320	ASTMX14477, ASTMX15173
OG0001062	XENTR02358	ASTMX14307, ASTMX08563
OG0001062	XENTR00517	ASTMX02379
OG0001062	XENTR00439	ASTMX17790
OG0001063	XENTR01633	ASTMX10605
OG0001065	XENTR14400	ASTMX18463
OG0001065	XENTR14851	ASTMX10224
OG0001066	XENTR08375, XENTR18939	ASTMX20286
OG0001066	XENTR01227	ASTMX08837, ASTMX00998
OG0001066	XENTR05175	ASTMX01339
OG0001067	XENTR15131, XENTR06306	ASTMX00002
OG0001067	XENTR12290	ASTMX08589
OG0001072	XENTR01131	ASTMX19026
OG0001072	XENTR14054	ASTMX07116
OG0001073	XENTR13757	ASTMX00299
OG0001073	XENTR03448	ASTMX15139
OG0001073	XENTR09013	ASTMX07175
OG0001075	XENTR14239	ASTMX15603
OG0001075	XENTR06059	ASTMX17534, ASTMX07596
OG0001076	XENTR04369	ASTMX03684, ASTMX11243
OG0001076	XENTR03450	ASTMX11094
OG0001077	XENTR02919	ASTMX08017
OG0001077	XENTR03172	ASTMX12567
OG0001078	XENTR16491	ASTMX14428
OG0001078	XENTR12278	ASTMX16990, ASTMX15708
OG0001078	XENTR05427	ASTMX07308, ASTMX21162
OG0001078	XENTR16318	ASTMX01731
OG0001079	XENTR05981	ASTMX07129
OG0001079	XENTR02342	ASTMX13695
OG0001079	XENTR18570	ASTMX04052
OG0001080	XENTR17306	ASTMX20362
OG0001080	XENTR00219	ASTMX17093
OG0001080	XENTR05053	ASTMX00271
OG0001081	XENTR11483, XENTR11482	ASTMX07534, ASTMX20170, ASTMX20169
OG0001082	XENTR04166, XENTR03787	ASTMX05356
OG0001083	XENTR14939	ASTMX03242, ASTMX10427
OG0001083	XENTR08964	ASTMX17603
OG0001083	XENTR02202, XENTR09760	ASTMX08493
OG0001084	XENTR03176	ASTMX13267, ASTMX14596
OG0001084	XENTR06277	ASTMX21978, ASTMX16214
OG0001085	XENTR18960	ASTMX04023, ASTMX22544
OG0001085	XENTR05968	ASTMX08536
OG0001085	XENTR02550	ASTMX05559
OG0001086	XENTR14767	ASTMX17217
OG0001086	XENTR08988, XENTR08989	ASTMX13682
OG0001086	XENTR09494	ASTMX04708, ASTMX12542
OG0001088	XENTR12091	ASTMX01346
OG0001088	XENTR01178	ASTMX13182
OG0001089	XENTR12503	ASTMX21827
OG0001089	XENTR06021	ASTMX11862, ASTMX12798
OG0001091	XENTR05394	ASTMX04144, ASTMX08666
OG0001091	XENTR06870	ASTMX21338
OG0001091	XENTR11806	ASTMX12021
OG0001091	XENTR11805	ASTMX12020
OG0001091	XENTR05395	ASTMX08667
OG0001092	XENTR04356	ASTMX11230
OG0001092	XENTR03567	ASTMX01637
OG0001092	XENTR04358	ASTMX11224
OG0001093	XENTR14801	ASTMX12014
OG0001093	XENTR06916	ASTMX12657, ASTMX16037
OG0001093	XENTR05391	ASTMX04141, ASTMX08672
OG0001094	XENTR06671	ASTMX20728
OG0001094	XENTR12802	ASTMX11817
OG0001094	XENTR09938	ASTMX22892
OG0001095	XENTR12897	ASTMX01042
OG0001095	XENTR04215	ASTMX06668, ASTMX10417
OG0001096	XENTR04979, XENTR04980, XENTR10593	ASTMX18205, ASTMX09790
OG0001101	XENTR15140	ASTMX17108
OG0001101	XENTR16380	ASTMX18645
OG0001101	XENTR13296	ASTMX05377, ASTMX14058
OG0001101	XENTR18754	ASTMX23013
OG0001102	XENTR08075	ASTMX10946
OG0001102	XENTR09517	ASTMX06585
OG0001103	XENTR11707	ASTMX01362
OG0001103	XENTR08189	ASTMX07925
OG0001104	XENTR13771	ASTMX04326
OG0001104	XENTR13900, XENTR18117	ASTMX19128
OG0001105	XENTR00250	ASTMX06295
OG0001105	XENTR09104	ASTMX16452
OG0001106	XENTR12570	ASTMX12402
OG0001106	XENTR01358	ASTMX00435
OG0001107	XENTR10533	ASTMX07155
OG0001107	XENTR02061	ASTMX18532, ASTMX08783
OG0001107	XENTR02717	ASTMX07277, ASTMX12968
OG0001108	XENTR08568	ASTMX10776
OG0001108	XENTR01519	ASTMX02283
OG0001109	XENTR13118, XENTR13119	ASTMX22098
OG0001109	XENTR13710, XENTR07737	ASTMX18693, ASTMX16851
OG0001109	XENTR12458	ASTMX20867
OG0001110	XENTR01316	ASTMX19998, ASTMX20209
OG0001110	XENTR07736	ASTMX10366, ASTMX18902
OG0001112	XENTR08598	ASTMX08753
OG0001112	XENTR07078	ASTMX12056
OG0001112	XENTR02026, XENTR02027	ASTMX04106
OG0001113	XENTR03194	ASTMX17682
OG0001114	XENTR05283, XENTR05282	ASTMX20168, ASTMX05200
OG0001114	XENTR18949	ASTMX10656
OG0001115	XENTR18459	ASTMX14280
OG0001115	XENTR14532	ASTMX15784, ASTMX16079
OG0001116	XENTR15111, XENTR15112	ASTMX17053
OG0001117	XENTR04976	ASTMX13101, ASTMX11968
OG0001117	XENTR19058	ASTMX06395
OG0001118	XENTR08709	ASTMX16590
OG0001118	XENTR12886	ASTMX07119, ASTMX16591
OG0001119	XENTR05752	ASTMX20001
OG0001119	XENTR18158	ASTMX11748
OG0001120	XENTR06417	ASTMX04101
OG0001120	XENTR10567	ASTMX10732, ASTMX16697
OG0001120	XENTR10976	ASTMX16767
OG0001121	XENTR00146	ASTMX15268
OG0001121	XENTR15147	ASTMX07286
OG0001123	XENTR10415	ASTMX11965
OG0001123	XENTR03409	ASTMX03333
OG0001124	XENTR16582	ASTMX11649
OG0001124	XENTR06212	ASTMX21249
OG0001126	XENTR18698	ASTMX15842, ASTMX02684
OG0001126	XENTR17124	ASTMX15843
OG0001127	XENTR08219, XENTR08218	ASTMX12680, ASTMX16751
OG0001127	XENTR06362	ASTMX02660, ASTMX13770
OG0001128	XENTR08508	ASTMX18460, ASTMX16489
OG0001128	XENTR02079	ASTMX06330
OG0001128	XENTR13449, XENTR13450	ASTMX03840
OG0001129	XENTR05147	ASTMX13922
OG0001129	XENTR08362	ASTMX10145, ASTMX09711
OG0001130	XENTR03434	ASTMX10575
OG0001131	XENTR08901	ASTMX07608
OG0001131	XENTR13407	ASTMX14403
OG0001132	XENTR06989	ASTMX10021
OG0001133	XENTR17678	ASTMX13789
OG0001133	XENTR15362	ASTMX12861
OG0001134	XENTR10250	ASTMX21574
OG0001134	XENTR00965	ASTMX07671
OG0001135	XENTR14974	ASTMX19619
OG0001135	XENTR01797	ASTMX18867
OG0001136	XENTR10642	ASTMX03984, ASTMX03125
OG0001136	XENTR00557, XENTR12118	ASTMX00617, ASTMX01730
OG0001137	XENTR12668	ASTMX12515, ASTMX16194
OG0001137	XENTR04145	ASTMX01698
OG0001138	XENTR05227	ASTMX18696, ASTMX18698
OG0001138	XENTR06291	ASTMX13761, ASTMX15448
OG0001138	XENTR15641, XENTR15640	ASTMX17720
OG0001139	XENTR12289	ASTMX08590
OG0001139	XENTR07646	ASTMX02193
OG0001139	XENTR17010	ASTMX16174
OG0001140	XENTR00230	ASTMX00871
OG0001140	XENTR13933	ASTMX01335
OG0001142	XENTR06629	ASTMX06998
OG0001143	XENTR16291	ASTMX19786
OG0001143	XENTR08123, XENTR08124	ASTMX21932
OG0001143	XENTR09685	ASTMX06862
OG0001144	XENTR08544	ASTMX11062
OG0001144	XENTR07178	ASTMX17694
OG0001146	XENTR04404	ASTMX16476
OG0001146	XENTR04096	ASTMX05676
OG0001146	XENTR12242	ASTMX10477, ASTMX20223
OG0001148	XENTR10476	ASTMX07421
OG0001149	XENTR12926	ASTMX19645
OG0001149	XENTR00444	ASTMX17794
OG0001150	XENTR08915	ASTMX12204
OG0001155	XENTR09180	ASTMX05916
OG0001155	XENTR04938	ASTMX05884
OG0001156	XENTR07093	ASTMX06046, ASTMX21567
OG0001156	XENTR06912	ASTMX13224
OG0001156	XENTR01092	ASTMX10835, ASTMX00559
OG0001158	XENTR16126, XENTR16127	ASTMX02087
OG0001158	XENTR07686, XENTR07685	ASTMX12628
OG0001159	XENTR05163	ASTMX04571
OG0001159	XENTR05113	ASTMX16858
OG0001160	XENTR08948	ASTMX03036
OG0001160	XENTR07949	ASTMX02042, ASTMX09272
OG0001161	XENTR05290	ASTMX05139, ASTMX19392
OG0001161	XENTR17947	ASTMX10567
OG0001162	XENTR14933	ASTMX00151, ASTMX17408
OG0001163	XENTR08141	ASTMX13397, ASTMX06626
OG0001164	XENTR00877	ASTMX15332
OG0001165	XENTR03624	ASTMX13025
OG0001165	XENTR02305	ASTMX00124
OG0001166	XENTR18013, XENTR18012	ASTMX14476, ASTMX21070
OG0001166	XENTR14106	ASTMX15099, ASTMX16555
OG0001167	XENTR07709	ASTMX18844, ASTMX18845
OG0001167	XENTR08900	ASTMX07609
OG0001168	XENTR12949	ASTMX12263
OG0001168	XENTR00455	ASTMX22562
OG0001169	XENTR00013, XENTR11448	ASTMX19435
OG0001169	XENTR18438	ASTMX04343
OG0001170	XENTR14412	ASTMX11045
OG0001170	XENTR07877	ASTMX11046
OG0001170	XENTR14411	ASTMX11047
OG0001171	XENTR06589	ASTMX06140
OG0001171	XENTR07471	ASTMX11035
OG0001171	XENTR02457	ASTMX03436
OG0001172	XENTR06358	ASTMX02640
OG0001172	XENTR09420	ASTMX12998
OG0001172	XENTR08224	ASTMX05444, ASTMX13620
OG0001172	XENTR15936	ASTMX07385
OG0001173	XENTR06425, XENTR01039	ASTMX06808
OG0001174	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963	ASTMX00942
OG0001175	XENTR04334	ASTMX15626
OG0001175	XENTR01937	ASTMX17938, ASTMX10319
OG0001176	XENTR04321	ASTMX10559
OG0001177	XENTR04520	ASTMX14125
OG0001177	XENTR01947	ASTMX15939
OG0001178	XENTR00333	ASTMX12782, ASTMX12781
OG0001178	XENTR02313	ASTMX00134, ASTMX00554
OG0001179	XENTR01714	ASTMX07456
OG0001180	XENTR01431	ASTMX09020
OG0001181	XENTR02917	ASTMX18946, ASTMX06446
OG0001181	XENTR13969	ASTMX17051, ASTMX17260
OG0001182	XENTR04131	ASTMX12103
OG0001182	XENTR14389	ASTMX13653
OG0001182	XENTR06978	ASTMX19714
OG0001182	XENTR10070	ASTMX07068, ASTMX07067
OG0001183	XENTR15931, XENTR15930	ASTMX19735, ASTMX17804
OG0001184	XENTR11761	ASTMX19302
OG0001184	XENTR16633	ASTMX00228
OG0001185	XENTR05474	ASTMX07482
OG0001185	XENTR09610, XENTR09609	ASTMX10936
OG0001186	XENTR07680	ASTMX18547
OG0001186	XENTR03745	ASTMX02567
OG0001186	XENTR03736	ASTMX13845
OG0001187	XENTR11283	ASTMX10749
OG0001188	XENTR12660	ASTMX16516
OG0001188	XENTR10956	ASTMX05803
OG0001188	XENTR04124	ASTMX14514, ASTMX03224
OG0001189	XENTR16871	ASTMX06692, ASTMX04816
OG0001189	XENTR08031	ASTMX01328, ASTMX13413
OG0001189	XENTR04626	ASTMX17159
OG0001190	XENTR06259	ASTMX11323
OG0001190	XENTR16660, XENTR16659	ASTMX13686, ASTMX05267
OG0001191	XENTR02213	ASTMX17768
OG0001191	XENTR13144	ASTMX05237, ASTMX10430
OG0001191	XENTR08963	ASTMX15730
OG0001196	XENTR18694, XENTR11054	ASTMX11519
OG0001196	XENTR19094	ASTMX11174, ASTMX02339
OG0001197	XENTR14109	ASTMX03942
OG0001197	XENTR02293	ASTMX01914
OG0001197	XENTR07184	ASTMX20138
OG0001198	XENTR13281	ASTMX02424, ASTMX06547
OG0001198	XENTR16301	ASTMX02630
OG0001199	XENTR12723	ASTMX03812
OG0001200	XENTR03069	ASTMX11139
OG0001201	XENTR05955	ASTMX07237, ASTMX15800
OG0001201	XENTR17812	ASTMX18361
OG0001201	XENTR17811	ASTMX18598
OG0001202	XENTR11567, XENTR11566	ASTMX12631, ASTMX12630
OG0001203	XENTR16211	ASTMX14697
OG0001203	XENTR10957	ASTMX05804
OG0001203	XENTR14354	ASTMX14698
OG0001204	XENTR01197	ASTMX05907
OG0001204	XENTR13340	ASTMX12225
OG0001205	XENTR14919	ASTMX13657
OG0001205	XENTR03556	ASTMX01662
OG0001207	XENTR06956	ASTMX07379
OG0001207	XENTR16548	ASTMX05452
OG0001208	XENTR05399	ASTMX00484, ASTMX08670
OG0001208	XENTR14797	ASTMX06752, ASTMX12017
OG0001210	XENTR12983	ASTMX01254
OG0001210	XENTR09378	ASTMX10342
OG0001211	XENTR04154	ASTMX18975, ASTMX16242
OG0001212	XENTR16368	ASTMX22528
OG0001212	XENTR17241, XENTR17240	ASTMX14803
OG0001213	XENTR10507	ASTMX13388
OG0001213	XENTR01205	ASTMX21450
OG0001214	XENTR02921	ASTMX09593
OG0001215	XENTR12954	ASTMX20085
OG0001215	XENTR16550, XENTR16549	ASTMX00530, ASTMX12692
OG0001216	XENTR05946	ASTMX21172
OG0001217	XENTR07688	ASTMX09378, ASTMX07954
OG0001217	XENTR11580	ASTMX01127, ASTMX10707
OG0001217	XENTR00148	ASTMX01247, ASTMX16527
OG0001217	XENTR13893	ASTMX20834
OG0001217	XENTR11581	ASTMX01246
OG0001218	XENTR16071	ASTMX10642, ASTMX14744
OG0001218	XENTR10134	ASTMX13687
OG0001218	XENTR14884, XENTR14883, XENTR16396	ASTMX05605
OG0001219	XENTR03647	ASTMX14886, ASTMX03969
OG0001219	XENTR18228	ASTMX10652, ASTMX14229
OG0001220	XENTR06344	ASTMX05948
OG0001220	XENTR06343	ASTMX05949
OG0001220	XENTR09829	ASTMX18183, ASTMX07915
OG0001221	XENTR15915	ASTMX07026
OG0001223	XENTR07799	ASTMX03153
OG0001223	XENTR10652	ASTMX00191
OG0001223	XENTR13605	ASTMX01647
OG0001223	XENTR02494, XENTR02495	ASTMX07473
OG0001224	XENTR18588	ASTMX06442, ASTMX00720
OG0001225	XENTR09310	ASTMX05153, ASTMX03549
OG0001225	XENTR06994	ASTMX13437, ASTMX10024
OG0001225	XENTR15732	ASTMX07916
OG0001226	XENTR11877	ASTMX15119
OG0001226	XENTR07881	ASTMX11042
OG0001226	XENTR05450	ASTMX11041, ASTMX08711
OG0001227	XENTR02799	ASTMX05520, ASTMX02118
OG0001227	XENTR12049	ASTMX00885
OG0001227	XENTR10779	ASTMX09802
OG0001230	XENTR05023	ASTMX12022
OG0001230	XENTR07941	ASTMX17829
OG0001230	XENTR12054	ASTMX05007
OG0001230	XENTR07940	ASTMX17828
OG0001231	XENTR03878	ASTMX10826
OG0001231	XENTR01648	ASTMX10594, ASTMX16865
OG0001232	XENTR01820	ASTMX03619
OG0001233	XENTR15515	ASTMX05613, ASTMX05612, ASTMX20633
OG0001234	XENTR15695	ASTMX22078, ASTMX21091, ASTMX21910, ASTMX21709
OG0001234	XENTR00503	ASTMX00219
OG0001236	XENTR16068	ASTMX06878
OG0001237	XENTR03125	ASTMX04904, ASTMX20913
OG0001237	XENTR11439	ASTMX01867
OG0001237	XENTR05845	ASTMX07784, ASTMX12070
OG0001238	XENTR08981	ASTMX03666
OG0001238	XENTR12621	ASTMX13748
OG0001238	XENTR06928, XENTR03786	ASTMX05355
OG0001239	XENTR05992	ASTMX05182
OG0001239	XENTR11309	ASTMX13945, ASTMX09470
OG0001240	XENTR01403	ASTMX04906
OG0001240	XENTR12304	ASTMX01860
OG0001240	XENTR05718	ASTMX15738, ASTMX18848
OG0001241	XENTR12971	ASTMX06697
OG0001241	XENTR07087	ASTMX04159
OG0001241	XENTR02055	ASTMX18901
OG0001243	XENTR17516, XENTR17517	ASTMX17034
OG0001245	XENTR03643	ASTMX04711
OG0001245	XENTR11740	ASTMX08255
OG0001245	XENTR09295	ASTMX15831, ASTMX03252
OG0001246	XENTR08405	ASTMX05438
OG0001247	XENTR18189	ASTMX12611
OG0001247	XENTR18467	ASTMX14275, ASTMX19073
OG0001247	XENTR11045	ASTMX16338
OG0001248	XENTR01078	ASTMX11443
OG0001248	XENTR18804	ASTMX17482
OG0001248	XENTR03776	ASTMX05341, ASTMX19178
OG0001249	XENTR10238, XENTR10239	ASTMX00503
OG0001249	XENTR04710	ASTMX20181
OG0001249	XENTR00318	ASTMX10323, ASTMX00502
OG0001250	XENTR04777	ASTMX15491
OG0001250	XENTR07316	ASTMX07689, ASTMX20710
OG0001251	XENTR03730	ASTMX13849
OG0001251	XENTR12411	ASTMX12740
OG0001252	XENTR06520	ASTMX14189
OG0001252	XENTR03993, XENTR03992	ASTMX20484, ASTMX19839
OG0001252	XENTR09825	ASTMX18184, ASTMX07917
OG0001253	XENTR01323	ASTMX13288, ASTMX07246
OG0001253	XENTR07953	ASTMX13330
OG0001253	XENTR11293	ASTMX10772
OG0001253	XENTR01322	ASTMX13287
OG0001253	XENTR02523	ASTMX05532, ASTMX01786
OG0001254	XENTR03435	ASTMX10576
OG0001254	XENTR01471	ASTMX17225
OG0001255	XENTR13075	ASTMX06824, ASTMX12253
OG0001255	XENTR00445	ASTMX22403
OG0001255	XENTR14530	ASTMX15660, ASTMX11198
OG0001255	XENTR02994	ASTMX05306
OG0001255	XENTR07995	ASTMX16297
OG0001255	XENTR10739	ASTMX09718
OG0001256	XENTR12356	ASTMX04241, ASTMX01544
OG0001257	XENTR13747, XENTR07548, XENTR13750, XENTR13748, XENTR13749	ASTMX00282
OG0001261	XENTR03563	ASTMX19187, ASTMX01634
OG0001261	XENTR16999	ASTMX00068
OG0001262	XENTR19017	ASTMX21377
OG0001263	XENTR06868	ASTMX17278
OG0001264	XENTR02490	ASTMX07471
OG0001266	XENTR10900	ASTMX20652, ASTMX13871
OG0001266	XENTR02450	ASTMX00959, ASTMX01967
OG0001267	XENTR14460	ASTMX15901
OG0001267	XENTR06333	ASTMX05999, ASTMX19426
OG0001268	XENTR18855	ASTMX20034
OG0001270	XENTR01782	ASTMX19479
OG0001270	XENTR12521, XENTR12522	ASTMX03630
OG0001271	XENTR17754	ASTMX14027, ASTMX21049
OG0001271	XENTR02751	ASTMX10446
OG0001271	XENTR07226	ASTMX00815
OG0001272	XENTR18340	ASTMX04472
OG0001272	XENTR09464	ASTMX05879, ASTMX12223
OG0001272	XENTR00960	ASTMX15726
OG0001273	XENTR14752	ASTMX02897, ASTMX18194
OG0001273	XENTR14082	ASTMX07779
OG0001274	XENTR13249	ASTMX22021
OG0001274	XENTR15210, XENTR15211	ASTMX13163
OG0001274	XENTR07752	ASTMX06912
OG0001275	XENTR14624	ASTMX03842
OG0001276	XENTR09721	ASTMX03010, ASTMX09183
OG0001278	XENTR09813	ASTMX04865
OG0001279	XENTR11976	ASTMX06329
OG0001279	XENTR14916	ASTMX08064, ASTMX13662
OG0001280	XENTR04350	ASTMX16795
OG0001280	XENTR07156	ASTMX18435
OG0001281	XENTR10819	ASTMX02972, ASTMX13937
OG0001281	XENTR12911	ASTMX06587
OG0001281	XENTR17643	ASTMX05626
OG0001282	XENTR16436	ASTMX11350
OG0001282	XENTR00274	ASTMX00096, ASTMX03184, ASTMX16656
OG0001284	XENTR15697	ASTMX09601
OG0001284	XENTR01467, XENTR01466	ASTMX06818, ASTMX13787, ASTMX17233
OG0001285	XENTR08874	ASTMX04588
OG0001285	XENTR13103	ASTMX06608
OG0001286	XENTR12687	ASTMX00340, ASTMX14497
OG0001287	XENTR06418	ASTMX04102
OG0001287	XENTR10568	ASTMX16698, ASTMX10733
OG0001287	XENTR10975, XENTR14177	ASTMX08804
OG0001288	XENTR05832, XENTR05833	ASTMX12396
OG0001289	XENTR03860	ASTMX08475
OG0001290	XENTR08522	ASTMX23021
OG0001290	XENTR00546	ASTMX13626, ASTMX08208
OG0001290	XENTR09553	ASTMX06258
OG0001290	XENTR04590	ASTMX08455
OG0001291	XENTR02209	ASTMX09956, ASTMX19427
OG0001291	XENTR05578	ASTMX10484
OG0001291	XENTR07580, XENTR07579	ASTMX07994, ASTMX09302
OG0001292	XENTR03404	ASTMX02486
OG0001292	XENTR01086	ASTMX00034
OG0001293	XENTR06445	ASTMX19347
OG0001293	XENTR06449, XENTR06446	ASTMX18808, ASTMX16101
OG0001293	XENTR16665, XENTR14560	ASTMX03515
OG0001294	XENTR08985, XENTR08984	ASTMX01279
OG0001295	XENTR07162	ASTMX12041
OG0001295	XENTR07111	ASTMX21791
OG0001295	XENTR10843	ASTMX01466
OG0001295	XENTR03343	ASTMX20307
OG0001296	XENTR10758	ASTMX10992
OG0001296	XENTR16218	ASTMX05624
OG0001296	XENTR01664, XENTR01665	ASTMX16112, ASTMX16113
OG0001297	XENTR07068, XENTR07067	ASTMX18732
OG0001297	XENTR17500	ASTMX17762
OG0001300	XENTR09380	ASTMX06507
OG0001300	XENTR15087	ASTMX16708
OG0001300	XENTR13396	ASTMX01169
OG0001302	XENTR00019	ASTMX00499
OG0001302	XENTR05127, XENTR05128	ASTMX18397
OG0001304	XENTR13603	ASTMX10044
OG0001304	XENTR09891	ASTMX00193
OG0001304	XENTR07804	ASTMX03156
OG0001304	XENTR02497	ASTMX11455
OG0001305	XENTR06508	ASTMX08560, ASTMX14309
OG0001305	XENTR06784	ASTMX09612
OG0001305	XENTR15394	ASTMX19863, ASTMX03148
OG0001306	XENTR00068	ASTMX15047, ASTMX12449
OG0001306	XENTR06783	ASTMX07805
OG0001308	XENTR10339	ASTMX14880
OG0001308	XENTR11736	ASTMX11270
OG0001309	XENTR12950	ASTMX15510
OG0001310	XENTR02393	ASTMX09500
OG0001310	XENTR15418	ASTMX15228, ASTMX19102
OG0001311	XENTR11767	ASTMX15821, ASTMX19766
OG0001311	XENTR16951	ASTMX21056
OG0001312	XENTR12977	ASTMX21632, ASTMX06204
OG0001313	XENTR05706	ASTMX09384
OG0001313	XENTR13563	ASTMX06013
OG0001315	XENTR18202	ASTMX16453
OG0001315	XENTR00932	ASTMX21035, ASTMX07687
OG0001315	XENTR03902	ASTMX17931
OG0001316	XENTR05492	ASTMX11105
OG0001316	XENTR15964	ASTMX06180
OG0001316	XENTR00686	ASTMX08793
OG0001317	XENTR06399	ASTMX07111
OG0001318	XENTR10187	ASTMX01432
OG0001318	XENTR00640	ASTMX07560
OG0001319	XENTR15508	ASTMX21712
OG0001319	XENTR00669	ASTMX18142, ASTMX04629
OG0001319	XENTR10926	ASTMX16650
OG0001319	XENTR09062	ASTMX00136
OG0001319	XENTR16542	ASTMX21713
OG0001320	XENTR12547	ASTMX02658
OG0001320	XENTR13078	ASTMX12886
OG0001320	XENTR04130	ASTMX12104
OG0001321	XENTR12156	ASTMX01879, ASTMX15374
OG0001321	XENTR11250	ASTMX06232
OG0001321	XENTR11532	ASTMX07920
OG0001322	XENTR10160	ASTMX01716
OG0001322	XENTR16770	ASTMX07256
OG0001322	XENTR07426	ASTMX16188
OG0001323	XENTR04149	ASTMX03231
OG0001323	XENTR14533	ASTMX03928, ASTMX19519
OG0001323	XENTR06661	ASTMX04601
OG0001324	XENTR08414	ASTMX04156
OG0001325	XENTR05586, XENTR05589, XENTR05579, XENTR05585, XENTR05588, XENTR08671, XENTR05587, XENTR05590, XENTR05591	ASTMX03760, ASTMX19330, ASTMX19332, ASTMX19329
OG0001325	XENTR05592	ASTMX03771
OG0001326	XENTR09549	ASTMX02799
OG0001326	XENTR01917	ASTMX05995
OG0001326	XENTR01916, XENTR08643	ASTMX05996, ASTMX13210
OG0001326	XENTR11848	ASTMX06599, ASTMX08581
OG0001327	XENTR10101	ASTMX18676
OG0001327	XENTR14547	ASTMX05552
OG0001329	XENTR00757	ASTMX07142, ASTMX13340
OG0001329	XENTR03282	ASTMX03753
OG0001330	XENTR14976	ASTMX04462, ASTMX17075
OG0001330	XENTR11097	ASTMX04383, ASTMX12196
OG0001330	XENTR10939	ASTMX19685
OG0001331	XENTR14937	ASTMX11613
OG0001332	XENTR11574	ASTMX08248, ASTMX16970
OG0001333	XENTR01835	ASTMX07699
OG0001335	XENTR12114	ASTMX05197, ASTMX07063
OG0001335	XENTR09833	ASTMX06933, ASTMX02947
OG0001337	XENTR04761	ASTMX05953, ASTMX13440
OG0001337	XENTR09361	ASTMX17317
OG0001338	XENTR04653	ASTMX02848
OG0001338	XENTR09182	ASTMX02429, ASTMX07774
OG0001338	XENTR08090	ASTMX04951
OG0001338	XENTR00438	ASTMX02380
OG0001338	XENTR14154	ASTMX09048
OG0001339	XENTR10662	ASTMX08150, ASTMX03817
OG0001339	XENTR05180	ASTMX01194
OG0001341	XENTR17450	ASTMX04021, ASTMX18606
OG0001344	XENTR06464	ASTMX12839
OG0001345	XENTR02832	ASTMX17745
OG0001348	XENTR02721	ASTMX09799, ASTMX08553
OG0001348	XENTR02053	ASTMX19294
OG0001350	XENTR00070	ASTMX06475
OG0001351	XENTR06632	ASTMX15206
OG0001351	XENTR02308	ASTMX00127, ASTMX00552
OG0001352	XENTR02276	ASTMX15667
OG0001352	XENTR07810	ASTMX15246, ASTMX15247, ASTMX00804
OG0001353	XENTR09948	ASTMX14151
OG0001353	XENTR09957	ASTMX11924
