Orthogroup	XENTR	APOSC_ok
OG0000681	XENTR02583, XENTR09876, XENTR09875	APOSC_20302, APOSC_20301
OG0000682	XENTR06453, XENTR17621, XENTR15062	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468
OG0000683	XENTR15130	APOSC_06085
OG0000683	XENTR06503, XENTR00426	APOSC_22743
OG0000684	XENTR16125, XENTR03725, XENTR09968, XENTR03724	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619
OG0000685	XENTR05435, XENTR04446, XENTR00393	APOSC_25083
OG0000690	XENTR12763, XENTR09156	APOSC_12924
OG0000690	XENTR16042	APOSC_06851
OG0000690	XENTR13758	APOSC_28021
OG0000691	XENTR12556, XENTR00454	APOSC_06057
OG0000691	XENTR14240, XENTR02488	APOSC_01959
OG0000692	XENTR09451	APOSC_09929
OG0000693	XENTR17235, XENTR06541	APOSC_14532, APOSC_14531
OG0000693	XENTR06151	APOSC_27726
OG0000694	XENTR09772	APOSC_21845
OG0000696	XENTR00213	APOSC_00235
OG0000696	XENTR05925	APOSC_09390, APOSC_19415
OG0000697	XENTR02874, XENTR02556, XENTR06818, XENTR11308	APOSC_04170
OG0000698	XENTR12807, XENTR11709	APOSC_22767
OG0000699	XENTR15520	APOSC_23924
OG0000700	XENTR17342, XENTR09480	APOSC_07841
OG0000700	XENTR11193	APOSC_16314
OG0000701	XENTR08735, XENTR08734, XENTR08926, XENTR08927, XENTR06451, XENTR01949	APOSC_29144, APOSC_29143
OG0000702	XENTR11939, XENTR05068, XENTR14141	APOSC_28891, APOSC_28892
OG0000703	XENTR08730, XENTR08729, XENTR05594	APOSC_08255
OG0000706	XENTR02593	APOSC_28191
OG0000708	XENTR03991	APOSC_22565
OG0000708	XENTR06811	APOSC_04164
OG0000709	XENTR12794	APOSC_21004
OG0000710	XENTR05184, XENTR11575, XENTR05464	APOSC_13944, APOSC_13945
OG0000711	XENTR17290, XENTR14028	APOSC_16041
OG0000711	XENTR12075, XENTR10806	APOSC_24576
OG0000712	XENTR04994, XENTR00668, XENTR15876, XENTR04890	APOSC_01997
OG0000713	XENTR18876, XENTR06309	APOSC_02458, APOSC_19823, APOSC_04674
OG0000715	XENTR03141, XENTR05201, XENTR15992	APOSC_24729
OG0000716	XENTR06302, XENTR07615, XENTR18854, XENTR11906	APOSC_15187, APOSC_15188, APOSC_05187
OG0000718	XENTR16847, XENTR16460, XENTR09687, XENTR17406, XENTR09096, XENTR10099	APOSC_09944, APOSC_06058
OG0000720	XENTR00549, XENTR11251	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908
OG0000721	XENTR07131, XENTR04541	APOSC_27562
OG0000721	XENTR08795, XENTR14738, XENTR09604, XENTR10764	APOSC_25361
OG0000722	XENTR06651, XENTR07504, XENTR09493, XENTR17327	APOSC_27863
OG0000725	XENTR04704, XENTR14529	APOSC_00094
OG0000725	XENTR04435	APOSC_10898
OG0000726	XENTR09424, XENTR03808	APOSC_20907
OG0000730	XENTR00132	APOSC_28131
OG0000730	XENTR03375, XENTR12898	APOSC_22249
OG0000731	XENTR06230, XENTR09272, XENTR06186	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253
OG0000732	XENTR11927, XENTR08594	APOSC_01005
OG0000732	XENTR13213, XENTR00357	APOSC_22696
OG0000733	XENTR12956, XENTR09501, XENTR05537	APOSC_15598
OG0000733	XENTR08499	APOSC_14468
OG0000734	XENTR06181, XENTR01296	APOSC_27033
OG0000735	XENTR03017, XENTR16831, XENTR00243, XENTR00244	APOSC_08541, APOSC_08542
OG0000736	XENTR15994, XENTR08563	APOSC_24942, APOSC_27355
OG0000737	XENTR14208, XENTR06458	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935
OG0000740	XENTR18507, XENTR17533, XENTR10575, XENTR10574	APOSC_20786
OG0000743	XENTR01379, XENTR11189, XENTR01696	APOSC_09120, APOSC_09119
OG0000743	XENTR01380, XENTR01695	APOSC_12908
OG0000744	XENTR04571, XENTR16235, XENTR02481	APOSC_21453, APOSC_21454, APOSC_22851
OG0000745	XENTR18661, XENTR01647	APOSC_02392
OG0000746	XENTR13882, XENTR13881, XENTR13885	APOSC_27276, APOSC_27277
OG0000748	XENTR10860, XENTR10861	APOSC_01384, APOSC_01385
OG0000749	XENTR13529, XENTR13528	APOSC_09299, APOSC_09298
OG0000750	XENTR09003	APOSC_27901
OG0000750	XENTR09731	APOSC_12241, APOSC_01474
OG0000751	XENTR03358, XENTR00118	APOSC_10279
OG0000752	XENTR14203	APOSC_04900
OG0000752	XENTR03680	APOSC_11897
OG0000752	XENTR00306, XENTR11450	APOSC_20705
OG0000753	XENTR13232	APOSC_17933
OG0000753	XENTR16935, XENTR06041, XENTR06042	APOSC_23432
OG0000755	XENTR15916, XENTR06639, XENTR08361, XENTR08360	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838
OG0000757	XENTR10378	APOSC_13824
OG0000758	XENTR12870, XENTR12401, XENTR02503, XENTR06058	APOSC_04627, APOSC_04628, APOSC_04626
OG0000759	XENTR03136, XENTR03134, XENTR01884, XENTR05238, XENTR18352	APOSC_10203
OG0000760	XENTR10725, XENTR13468	APOSC_23162, APOSC_23164
OG0000761	XENTR17935, XENTR12007, XENTR15207, XENTR01309	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182
OG0000762	XENTR07103, XENTR01118, XENTR14074	APOSC_27690
OG0000763	XENTR05044, XENTR08259, XENTR08260, XENTR18281, XENTR10626	APOSC_11369
OG0000765	XENTR01990, XENTR01184	APOSC_08832
OG0000766	XENTR13873, XENTR17891, XENTR13807, XENTR00551	APOSC_02629, APOSC_02626, APOSC_02627
OG0000767	XENTR03830, XENTR11683, XENTR00589	APOSC_19311, APOSC_22136, APOSC_22137
OG0000768	XENTR00756, XENTR13472, XENTR18974	APOSC_11098, APOSC_11096, APOSC_11097
OG0000772	XENTR07457, XENTR07456, XENTR07455	APOSC_24323
OG0000772	XENTR08353	APOSC_17782
OG0000774	XENTR04669, XENTR14580	APOSC_18361
OG0000774	XENTR04231	APOSC_14291
OG0000775	XENTR09141, XENTR01130	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384
OG0000776	XENTR04910, XENTR05244	APOSC_25314, APOSC_15172
OG0000777	XENTR13724	APOSC_16029, APOSC_06075
OG0000778	XENTR03112, XENTR04100	APOSC_26535
OG0000779	XENTR06178	APOSC_20892
OG0000779	XENTR02460, XENTR07467, XENTR06587	APOSC_15142
OG0000780	XENTR11708	APOSC_07773
OG0000780	XENTR10194	APOSC_21502, APOSC_21503
OG0000781	XENTR15057	APOSC_24857
OG0000782	XENTR15723, XENTR08315, XENTR12833, XENTR02660	APOSC_02046, APOSC_02045
OG0000784	XENTR09641, XENTR15068, XENTR00277, XENTR07231, XENTR09268, XENTR13377	APOSC_17182, APOSC_20175
OG0000786	XENTR02070, XENTR07423, XENTR02335, XENTR02338, XENTR02336, XENTR00867, XENTR12186	APOSC_12334
OG0000787	XENTR02696, XENTR08733, XENTR12281, XENTR08846	APOSC_24396
OG0000788	XENTR04467, XENTR16399	APOSC_18949
OG0000788	XENTR15693, XENTR18205	APOSC_21919, APOSC_21918
OG0000790	XENTR03512, XENTR08093	APOSC_17258
OG0000791	XENTR01881, XENTR06218, XENTR04189	APOSC_26179, APOSC_26180
OG0000792	XENTR02294	APOSC_14959
OG0000792	XENTR01146	APOSC_04163
OG0000793	XENTR18227, XENTR14087, XENTR10065, XENTR12127, XENTR12126	APOSC_28727
OG0000794	XENTR18009	APOSC_25175
OG0000795	XENTR05266	APOSC_03415
OG0000797	XENTR01630, XENTR05651	APOSC_05552, APOSC_02654
OG0000798	XENTR07369, XENTR01010	APOSC_20553
OG0000798	XENTR13650	APOSC_20554
OG0000799	XENTR08849, XENTR10335, XENTR08757, XENTR01900	APOSC_20835
OG0000800	XENTR09887	APOSC_27669
OG0000801	XENTR05278, XENTR05077	APOSC_13410, APOSC_22125
OG0000802	XENTR07794, XENTR06509, XENTR13246, XENTR16777, XENTR02068, XENTR09051, XENTR09050, XENTR12147	APOSC_16253
OG0000803	XENTR10876, XENTR10877	APOSC_18801, APOSC_00365
OG0000809	XENTR00087, XENTR14827, XENTR06847	APOSC_01372
OG0000810	XENTR00056	APOSC_15514
OG0000810	XENTR17048, XENTR16257	APOSC_02955, APOSC_02954, APOSC_02956
OG0000811	XENTR11168, XENTR16298	APOSC_00986, APOSC_10153, APOSC_10516
OG0000813	XENTR13150, XENTR13151	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680
OG0000814	XENTR13230	APOSC_19527
OG0000814	XENTR03397	APOSC_22281
OG0000815	XENTR02731	APOSC_22617
OG0000816	XENTR12785, XENTR13049, XENTR02094	APOSC_05809
OG0000816	XENTR05575, XENTR16977	APOSC_10643, APOSC_15680
OG0000817	XENTR05219	APOSC_13738
OG0000817	XENTR09302	APOSC_22901
OG0000817	XENTR17704, XENTR17705	APOSC_07767
OG0000818	XENTR00964, XENTR01697, XENTR05672	APOSC_14407, APOSC_14408, APOSC_14409
OG0000819	XENTR09864	APOSC_17700
OG0000819	XENTR10193, XENTR10192	APOSC_05516
OG0000820	XENTR14094, XENTR03160, XENTR05390, XENTR07096	APOSC_11841
OG0000822	XENTR08343	APOSC_20678
OG0000822	XENTR17339	APOSC_12709
OG0000824	XENTR04940, XENTR04939, XENTR11038	APOSC_26516
OG0000825	XENTR01022, XENTR10589, XENTR16089	APOSC_17271
OG0000825	XENTR09274	APOSC_03303
OG0000826	XENTR02499	APOSC_26704
OG0000827	XENTR18584	APOSC_24620, APOSC_19492
OG0000828	XENTR00582	APOSC_05791
OG0000828	XENTR06348	APOSC_22977, APOSC_11571
OG0000829	XENTR08272, XENTR01966, XENTR19142	APOSC_25803, APOSC_25804
OG0000830	XENTR01489, XENTR18052	APOSC_14730, APOSC_02445
OG0000831	XENTR00317	APOSC_01145
OG0000832	XENTR08500	APOSC_10469, APOSC_10470
OG0000833	XENTR05865, XENTR12214, XENTR04296, XENTR00046	APOSC_26082, APOSC_26081
OG0000834	XENTR17187	APOSC_04739, APOSC_27269
OG0000835	XENTR16025, XENTR16652	APOSC_18417
OG0000836	XENTR10284, XENTR11931, XENTR11932	APOSC_15778
OG0000837	XENTR04077, XENTR09514, XENTR18045	APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308
OG0000838	XENTR08945	APOSC_26520
OG0000841	XENTR17534, XENTR09566, XENTR09621, XENTR09619, XENTR08800	APOSC_23985, APOSC_23987, APOSC_23986
OG0000842	XENTR15843, XENTR15340, XENTR13923, XENTR01677, XENTR11008, XENTR11009	APOSC_09796
OG0000844	XENTR17965, XENTR18460, XENTR06250	APOSC_10362
OG0000845	XENTR08484	APOSC_11449
OG0000846	XENTR17745, XENTR16919, XENTR16918	APOSC_12791, APOSC_12790
OG0000847	XENTR18143, XENTR18591	APOSC_10143
OG0000847	XENTR00819	APOSC_11562
OG0000848	XENTR13197, XENTR13196, XENTR12202	APOSC_20382
OG0000848	XENTR08322, XENTR02654	APOSC_28316, APOSC_18151, APOSC_18150
OG0000849	XENTR02560	APOSC_27634, APOSC_09266
OG0000850	XENTR00057	APOSC_08264
OG0000850	XENTR12447	APOSC_23927
OG0000851	XENTR10592, XENTR01014	APOSC_19702, APOSC_19703, APOSC_19701
OG0000852	XENTR17178	APOSC_20285, APOSC_20286
OG0000852	XENTR02441, XENTR15626	APOSC_02824
OG0000855	XENTR02574, XENTR02573	APOSC_08922, APOSC_08923, APOSC_26256
OG0000856	XENTR16440, XENTR16441, XENTR14487	APOSC_22616
OG0000857	XENTR11492	APOSC_24744
OG0000858	XENTR15971	APOSC_14953
OG0000858	XENTR10077, XENTR10078	APOSC_23576
OG0000860	XENTR06781, XENTR03999	APOSC_17954
OG0000868	XENTR08506	APOSC_13101
OG0000869	XENTR08068	APOSC_14843
OG0000869	XENTR11026	APOSC_18698
OG0000871	XENTR14179	APOSC_16796, APOSC_20272, APOSC_28302, APOSC_27777, APOSC_03183
OG0000872	XENTR10169	APOSC_01621, APOSC_01620
OG0000874	XENTR18666	APOSC_24109
OG0000874	XENTR10470	APOSC_09520
OG0000875	XENTR15432	APOSC_06925, APOSC_26698, APOSC_26697, APOSC_10108
OG0000875	XENTR08213	APOSC_10816, APOSC_05938
OG0000878	XENTR10168	APOSC_19700
OG0000878	XENTR09205	APOSC_12538
OG0000879	XENTR10540, XENTR18110	APOSC_26037
OG0000879	XENTR03813	APOSC_25589, APOSC_19618
OG0000880	XENTR11909, XENTR11908, XENTR02551, XENTR02382	APOSC_11063
OG0000882	XENTR02130, XENTR16807, XENTR03617, XENTR03616, XENTR12051	APOSC_22975
OG0000887	XENTR02978	APOSC_06735
OG0000887	XENTR06287	APOSC_07943
OG0000888	XENTR12831, XENTR13292, XENTR13291	APOSC_22842
OG0000888	XENTR01928	APOSC_02163
OG0000889	XENTR17043	APOSC_15049, APOSC_07753, APOSC_09768
OG0000889	XENTR16104, XENTR00818	APOSC_28468
OG0000890	XENTR18941, XENTR07606, XENTR07605, XENTR12846	APOSC_26142, APOSC_26140
OG0000893	XENTR01359, XENTR16287, XENTR07052, XENTR07051	APOSC_13888, APOSC_05778
OG0000894	XENTR12194	APOSC_05906, APOSC_06317
OG0000894	XENTR04788, XENTR16604	APOSC_02796, APOSC_02797
OG0000896	XENTR13448, XENTR09474	APOSC_16669
OG0000897	XENTR01334, XENTR01333	APOSC_09636
OG0000897	XENTR01226, XENTR03509	APOSC_15460, APOSC_17372
OG0000898	XENTR03982, XENTR12217	APOSC_16195
OG0000899	XENTR11770, XENTR11769, XENTR03655	APOSC_14711
OG0000900	XENTR07957	APOSC_00837
OG0000904	XENTR10340, XENTR08923	APOSC_17702, APOSC_14302, APOSC_14303
OG0000904	XENTR04176	APOSC_06457, APOSC_06456, APOSC_06458
OG0000905	XENTR07482, XENTR18937	APOSC_09225, APOSC_09226
OG0000906	XENTR15532, XENTR06172	APOSC_04764
OG0000907	XENTR04660	APOSC_00840
OG0000908	XENTR02189, XENTR02188, XENTR02186, XENTR02187, XENTR02185, XENTR02184	APOSC_14771
OG0000908	XENTR04273	APOSC_27466
OG0000909	XENTR10672, XENTR12839, XENTR08443	APOSC_25304, APOSC_25305, APOSC_25306
OG0000911	XENTR18175	APOSC_15133, APOSC_15134
OG0000912	XENTR06455, XENTR12826, XENTR08744, XENTR17481	APOSC_27960, APOSC_27961
OG0000912	XENTR06537	APOSC_29074
OG0000913	XENTR01593, XENTR13952	APOSC_04388
OG0000915	XENTR06376, XENTR07971, XENTR14552, XENTR15550	APOSC_07775
OG0000921	XENTR09161	APOSC_24063
OG0000923	XENTR08773	APOSC_26447
OG0000923	XENTR09913	APOSC_00356
OG0000925	XENTR13985	APOSC_04534
OG0000925	XENTR02311	APOSC_05628
OG0000926	XENTR06553	APOSC_22481
OG0000928	XENTR05033, XENTR05285	APOSC_19235, APOSC_19234, APOSC_19236
OG0000929	XENTR00682, XENTR15957, XENTR09138, XENTR05468, XENTR05469	APOSC_07152, APOSC_28960
OG0000932	XENTR13910, XENTR16709	APOSC_20073
OG0000934	XENTR14739, XENTR18207	APOSC_15771
OG0000934	XENTR11383, XENTR18032	APOSC_01130
OG0000935	XENTR12574, XENTR06757, XENTR07228, XENTR08768	APOSC_07475
OG0000936	XENTR02806	APOSC_27659, APOSC_26821, APOSC_20781, APOSC_04602, APOSC_04603
OG0000943	XENTR06447	APOSC_16658
OG0000944	XENTR10992, XENTR07595, XENTR10654, XENTR10653, XENTR03094, XENTR03561, XENTR14742, XENTR14462, XENTR00679	APOSC_18987
OG0000945	XENTR09889	APOSC_00213
OG0000946	XENTR14125	APOSC_29057
OG0000947	XENTR08808, XENTR01875	APOSC_14595
OG0000947	XENTR15993	APOSC_00712
OG0000949	XENTR16409, XENTR12925, XENTR16343, XENTR13690, XENTR10671	APOSC_12498
OG0000951	XENTR11436, XENTR10439	APOSC_13115, APOSC_13394
OG0000952	XENTR06419, XENTR10974	APOSC_07711
OG0000952	XENTR07516, XENTR10972, XENTR10973	APOSC_03764, APOSC_03765
OG0000953	XENTR16006, XENTR05020, XENTR10025	APOSC_11055
OG0000954	XENTR04163	APOSC_16116, APOSC_16117
OG0000954	XENTR07349, XENTR07350	APOSC_17406, APOSC_17405
OG0000955	XENTR15251	APOSC_05735
OG0000955	XENTR15299	APOSC_04505
OG0000957	XENTR08642	APOSC_18814
OG0000958	XENTR16151	APOSC_18169
OG0000960	XENTR00488, XENTR11786, XENTR16830, XENTR19097	APOSC_11917, APOSC_11916
OG0000963	XENTR09828	APOSC_02511
OG0000963	XENTR00065	APOSC_02848
OG0000964	XENTR15845	APOSC_14870, APOSC_13280, APOSC_13279, APOSC_13425, APOSC_28264
OG0000965	XENTR14312	APOSC_23312, APOSC_23311
OG0000965	XENTR16944	APOSC_09972
OG0000966	XENTR04933, XENTR10311	APOSC_26602
OG0000967	XENTR08823	APOSC_19736
OG0000967	XENTR06702	APOSC_16830, APOSC_16829, APOSC_28756
OG0000968	XENTR08955, XENTR17733	APOSC_16459
OG0000968	XENTR04038, XENTR04039, XENTR04535	APOSC_20513
OG0000969	XENTR08014	APOSC_12423, APOSC_09810, APOSC_13652, APOSC_17711, APOSC_15123
OG0000970	XENTR01182	APOSC_22645
OG0000971	XENTR17892	APOSC_26928, APOSC_26206
OG0000972	XENTR13483, XENTR14024	APOSC_08203
OG0000972	XENTR02207	APOSC_06797
OG0000973	XENTR15593	APOSC_02414, APOSC_22199, APOSC_22200, APOSC_22201
OG0000974	XENTR01619	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468
OG0000978	XENTR01707, XENTR17274, XENTR04595	APOSC_07678
OG0000979	XENTR08662, XENTR08663, XENTR16278	APOSC_15019, APOSC_17422
OG0000981	XENTR14084	APOSC_19493
OG0000982	XENTR15733, XENTR18658, XENTR06997	APOSC_05256, APOSC_05255
OG0000984	XENTR03417	APOSC_25696
OG0000984	XENTR01286, XENTR01285	APOSC_05077
OG0000985	XENTR01934, XENTR16979, XENTR16978, XENTR04320, XENTR04319	APOSC_19761
OG0000986	XENTR01926	APOSC_14087, APOSC_17601
OG0000987	XENTR06356, XENTR03812	APOSC_18102
OG0000988	XENTR12762, XENTR06777, XENTR06778, XENTR09929	APOSC_04357, APOSC_13757
OG0000989	XENTR18217, XENTR17094, XENTR17707	APOSC_10480
OG0000989	XENTR18216, XENTR17530, XENTR16739, XENTR18881, XENTR18450, XENTR18330, XENTR16503	APOSC_07241, APOSC_07240, APOSC_07242
OG0000992	XENTR07391	APOSC_10110
OG0000992	XENTR15056, XENTR11894	APOSC_24901
OG0000994	XENTR15055	APOSC_21838
OG0000994	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701	APOSC_16646
OG0000995	XENTR04796, XENTR07312	APOSC_26873, APOSC_26872
OG0000996	XENTR00689, XENTR11665, XENTR03250	APOSC_26134, APOSC_26133
OG0000999	XENTR05421, XENTR17674, XENTR18093, XENTR05336	APOSC_24853, APOSC_24852
OG0001000	XENTR02326, XENTR14403	APOSC_22545, APOSC_22546
OG0001001	XENTR17916	APOSC_09664
OG0001002	XENTR05426, XENTR04429	APOSC_12230
OG0001003	XENTR06440, XENTR12183	APOSC_02292
OG0001005	XENTR17351	APOSC_05743, APOSC_05745
OG0001006	XENTR01787	APOSC_03092, APOSC_20430
OG0001006	XENTR11011, XENTR15378, XENTR09358	APOSC_16381
OG0001007	XENTR03922, XENTR07754	APOSC_13458, APOSC_06869
OG0001008	XENTR07071, XENTR13709	APOSC_08619
OG0001009	XENTR09611, XENTR19086, XENTR04072	APOSC_07787
OG0001016	XENTR06361	APOSC_19695
OG0001016	XENTR11007	APOSC_06741
OG0001017	XENTR01882, XENTR06219	APOSC_27698, APOSC_27697
OG0001018	XENTR12838	APOSC_00082
OG0001018	XENTR13405	APOSC_00204
OG0001021	XENTR03042	APOSC_24595, APOSC_24596, APOSC_10647
OG0001022	XENTR18242, XENTR09212, XENTR08786, XENTR08785	APOSC_27056, APOSC_27057
OG0001023	XENTR15705, XENTR15704, XENTR16017, XENTR02520, XENTR11481	APOSC_14370
OG0001024	XENTR05573, XENTR09290, XENTR01956	APOSC_15001
OG0001026	XENTR01794	APOSC_16961, APOSC_16960
OG0001027	XENTR18376	APOSC_27148, APOSC_06988, APOSC_05293, APOSC_24821, APOSC_27692
OG0001028	XENTR08088, XENTR09574, XENTR09575	APOSC_08654
OG0001029	XENTR00509, XENTR04608	APOSC_00202
OG0001030	XENTR10641, XENTR13221	APOSC_09604
OG0001030	XENTR11652, XENTR00593	APOSC_11729
OG0001031	XENTR08916	APOSC_26056
OG0001032	XENTR01314, XENTR15209, XENTR06823	APOSC_22643, APOSC_22642
OG0001033	XENTR11737, XENTR02706	APOSC_15664
OG0001033	XENTR00028, XENTR04288, XENTR04289, XENTR10639	APOSC_27603
OG0001034	XENTR13970, XENTR02918	APOSC_15657, APOSC_15659, APOSC_15656, APOSC_15658
OG0001036	XENTR15810, XENTR02160	APOSC_22682
OG0001037	XENTR06792, XENTR04702	APOSC_08095, APOSC_08094
OG0001039	XENTR00807	APOSC_04027
OG0001039	XENTR10799, XENTR11115	APOSC_21961, APOSC_21960
OG0001042	XENTR15139, XENTR17123, XENTR16376	APOSC_11804, APOSC_11802, APOSC_11803
OG0001044	XENTR05073, XENTR01479	APOSC_09771
OG0001046	XENTR01853, XENTR03892, XENTR03891, XENTR10518	APOSC_10057
OG0001047	XENTR15460, XENTR09715, XENTR19101, XENTR05905	APOSC_07498, APOSC_07497, APOSC_09711, APOSC_09712
OG0001048	XENTR06473, XENTR14297, XENTR16609	APOSC_27676, APOSC_08099
OG0001049	XENTR00286	APOSC_13075
OG0001049	XENTR03223	APOSC_00313
OG0001050	XENTR18291, XENTR03607, XENTR01418, XENTR01419, XENTR15902	APOSC_28063
OG0001052	XENTR06692	APOSC_21889
OG0001053	XENTR14072, XENTR07099, XENTR01123	APOSC_25635
OG0001053	XENTR07525, XENTR04868, XENTR07295	APOSC_21499
OG0001054	XENTR05688, XENTR01830, XENTR04823, XENTR17976, XENTR05689	APOSC_23483
OG0001057	XENTR07434, XENTR15414	APOSC_13058
OG0001058	XENTR09698, XENTR10813	APOSC_03274, APOSC_08093, APOSC_03275
OG0001059	XENTR16833	APOSC_04077
OG0001060	XENTR15320	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253
OG0001062	XENTR02358, XENTR00517, XENTR00439	APOSC_18657
OG0001063	XENTR01633	APOSC_06298, APOSC_18602
OG0001065	XENTR14400, XENTR14851	APOSC_06320
OG0001066	XENTR08375, XENTR18939, XENTR01227	APOSC_18530
OG0001067	XENTR15131, XENTR06306, XENTR12290	APOSC_06521
OG0001072	XENTR01131	APOSC_21913
OG0001072	XENTR14054	APOSC_13810, APOSC_10950, APOSC_17931
OG0001073	XENTR13757, XENTR03448, XENTR09013	APOSC_26376
OG0001075	XENTR05482, XENTR14239, XENTR06059	APOSC_01609
OG0001076	XENTR04369, XENTR03450	APOSC_12173
OG0001077	XENTR02919	APOSC_11437
OG0001077	XENTR03172	APOSC_00506
OG0001078	XENTR16491, XENTR12278, XENTR05427, XENTR16318	APOSC_27568
OG0001079	XENTR02342, XENTR18570	APOSC_10027
OG0001080	XENTR17306	APOSC_05170
OG0001080	XENTR00219, XENTR05053	APOSC_12416
OG0001081	XENTR11483, XENTR11482	APOSC_07539
OG0001082	XENTR04166, XENTR03787	APOSC_13677
OG0001083	XENTR14939, XENTR08964, XENTR02202, XENTR09760	APOSC_11163
OG0001084	XENTR03176	APOSC_05222
OG0001084	XENTR06277	APOSC_23702
OG0001085	XENTR14464, XENTR18960, XENTR05968, XENTR02550	APOSC_12993, APOSC_12994
OG0001089	XENTR12503	APOSC_27366
OG0001091	XENTR11804	APOSC_06445
OG0001092	XENTR04356	APOSC_09742
OG0001093	XENTR14801, XENTR06916, XENTR05391	APOSC_16046, APOSC_16044, APOSC_16045, APOSC_16043
OG0001094	XENTR06671, XENTR12802, XENTR09938	APOSC_16150, APOSC_26607, APOSC_01941
OG0001095	XENTR12897, XENTR04215	APOSC_09493
OG0001097	XENTR05554	APOSC_08044
OG0001101	XENTR16380	APOSC_01614
OG0001102	XENTR00597	APOSC_16629
OG0001102	XENTR08075	APOSC_08185
OG0001102	XENTR09517	APOSC_22291
OG0001103	XENTR11707	APOSC_04714
OG0001103	XENTR08189	APOSC_00044
OG0001104	XENTR13239	APOSC_01233, APOSC_01232
OG0001105	XENTR00250	APOSC_29086
OG0001105	XENTR09104	APOSC_22089
OG0001106	XENTR12570, XENTR01358	APOSC_10543
OG0001107	XENTR10533, XENTR02061, XENTR02717	APOSC_02863, APOSC_02862
OG0001108	XENTR08568	APOSC_04910
OG0001108	XENTR01519	APOSC_18668
OG0001109	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458	APOSC_01699
OG0001110	XENTR01316, XENTR07736	APOSC_02158
OG0001112	XENTR08598, XENTR07078	APOSC_22649, APOSC_22648, APOSC_22650
OG0001113	XENTR03194	APOSC_01852
OG0001114	XENTR05283, XENTR05282, XENTR18949	APOSC_06726
OG0001115	XENTR18977, XENTR15749, XENTR18459, XENTR14532	APOSC_20837
OG0001119	XENTR18158	APOSC_27990, APOSC_15333, APOSC_27989
OG0001120	XENTR06417, XENTR10567, XENTR10976	APOSC_17282, APOSC_17283, APOSC_17284, APOSC_17286, APOSC_17285
OG0001121	XENTR00146, XENTR15147	APOSC_08497, APOSC_08496
OG0001123	XENTR10415	APOSC_27910
OG0001123	XENTR03409	APOSC_06480
OG0001124	XENTR16582	APOSC_05655
OG0001124	XENTR06212	APOSC_14707
OG0001126	XENTR18698	APOSC_00715, APOSC_12884
OG0001126	XENTR17124	APOSC_12885
OG0001127	XENTR08219, XENTR08218, XENTR06362	APOSC_22052
OG0001128	XENTR08508, XENTR02079, XENTR13449, XENTR13450	APOSC_17039
OG0001129	XENTR05147	APOSC_09504, APOSC_09503, APOSC_09505
OG0001129	XENTR08362	APOSC_07928
OG0001130	XENTR03434	APOSC_23929, APOSC_10394
OG0001131	XENTR08901, XENTR13407	APOSC_10660
OG0001132	XENTR06989	APOSC_22214
OG0001133	XENTR17678	APOSC_09462
OG0001133	XENTR15362	APOSC_26387
OG0001134	XENTR10250, XENTR00965, XENTR03216, XENTR03221	APOSC_03277
OG0001135	XENTR14974	APOSC_07139, APOSC_21672
OG0001135	XENTR01797, XENTR01779	APOSC_23479
OG0001136	XENTR10642, XENTR00557, XENTR12118	APOSC_27527
OG0001137	XENTR12668, XENTR04145	APOSC_03121, APOSC_03122
OG0001138	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640	APOSC_17070, APOSC_17069
OG0001139	XENTR12289	APOSC_20729, APOSC_20730
OG0001139	XENTR07646, XENTR17010	APOSC_22795
OG0001141	XENTR05715	APOSC_14638, APOSC_05629, APOSC_15128
OG0001142	XENTR06629	APOSC_21301, APOSC_21304, APOSC_21300, APOSC_21302
OG0001143	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685	APOSC_15154
OG0001144	XENTR08544, XENTR07178, XENTR03323, XENTR03322	APOSC_19392
OG0001148	XENTR10476	APOSC_26031
OG0001149	XENTR12926, XENTR00444	APOSC_21673, APOSC_19665
OG0001154	XENTR13800, XENTR19207	APOSC_12477, APOSC_12478, APOSC_12479
OG0001154	XENTR15753, XENTR14921	APOSC_20236
OG0001155	XENTR09180	APOSC_09331
OG0001155	XENTR04938	APOSC_20228
OG0001156	XENTR07093, XENTR06912, XENTR01092	APOSC_02186
