Orthogroup	XENTR	SACKO_ok
OG0000444	XENTR16001, XENTR05337	SACKO_16809
OG0000445	XENTR04223	SACKO_01829, SACKO_19774, SACKO_27379, SACKO_27346
OG0000446	XENTR12284	SACKO_11810
OG0000446	XENTR09860	SACKO_19980
OG0000447	XENTR03570, XENTR16310, XENTR06964, XENTR06423	SACKO_31056
OG0000448	XENTR09535, XENTR16808, XENTR10820	SACKO_30613
OG0000450	XENTR14894, XENTR03676	SACKO_20176, SACKO_20166, SACKO_10223
OG0000454	XENTR15860	SACKO_15534
OG0000458	XENTR03626, XENTR03627, XENTR03628	SACKO_26555
OG0000458	XENTR03637, XENTR04639, XENTR17840	SACKO_12957
OG0000459	XENTR07204, XENTR12836, XENTR12837	SACKO_27777, SACKO_27762, SACKO_27765, SACKO_27780, SACKO_27782, SACKO_27786
OG0000460	XENTR16884	SACKO_30614
OG0000461	XENTR16800	SACKO_15370
OG0000463	XENTR15683, XENTR18055	SACKO_15405
OG0000463	XENTR05720, XENTR03129	SACKO_21927
OG0000465	XENTR04514	SACKO_34041
OG0000465	XENTR12030	SACKO_07203
OG0000466	XENTR12080, XENTR12081	SACKO_04143, SACKO_09641, SACKO_13679, SACKO_07455
OG0000467	XENTR13171, XENTR04831, XENTR01243, XENTR00763	SACKO_32050
OG0000468	XENTR14149, XENTR14150, XENTR14148, XENTR14151	SACKO_06372, SACKO_06400, SACKO_23390, SACKO_12657
OG0000468	XENTR15317	SACKO_06761
OG0000469	XENTR07061	SACKO_32529
OG0000469	XENTR16136	SACKO_32539
OG0000469	XENTR18040, XENTR09815	SACKO_12218
OG0000470	XENTR07308, XENTR18456	SACKO_13430
OG0000470	XENTR08990	SACKO_20424
OG0000471	XENTR04919, XENTR04918, XENTR05004, XENTR08938	SACKO_31836, SACKO_31844
OG0000474	XENTR05228, XENTR06948, XENTR12871, XENTR17592	SACKO_26694
OG0000475	XENTR00403, XENTR16167	SACKO_01437
OG0000476	XENTR14517	SACKO_17515
OG0000476	XENTR09662	SACKO_29718, SACKO_29707, SACKO_29711, SACKO_16110
OG0000478	XENTR07036	SACKO_25449, SACKO_25514
OG0000478	XENTR06377, XENTR05971, XENTR07968	SACKO_16775
OG0000479	XENTR00167, XENTR14181	SACKO_30305
OG0000479	XENTR15349, XENTR00798	SACKO_20169
OG0000480	XENTR10551, XENTR10531, XENTR04392, XENTR10532, XENTR01398, XENTR09020, XENTR09018, XENTR09017	SACKO_16958
OG0000480	XENTR16905	SACKO_31389
OG0000481	XENTR18341	SACKO_18810
OG0000481	XENTR07539, XENTR12694	SACKO_17872
OG0000482	XENTR00585	SACKO_25745, SACKO_25747
OG0000484	XENTR13210, XENTR00371, XENTR11014, XENTR05882	SACKO_23202
OG0000485	XENTR04208, XENTR03378	SACKO_12872
OG0000485	XENTR10818	SACKO_32346
OG0000486	XENTR07282, XENTR04857	SACKO_03067, SACKO_03069, SACKO_29945, SACKO_29937, SACKO_07182, SACKO_07195, SACKO_21708, SACKO_28616, SACKO_28629
OG0000487	XENTR02388	SACKO_22207, SACKO_22192, SACKO_22249, SACKO_22216
OG0000487	XENTR15492	SACKO_08406, SACKO_08473, SACKO_34025, SACKO_08477, SACKO_08456
OG0000488	XENTR13001, XENTR13002, XENTR02455	SACKO_32393
OG0000489	XENTR00237, XENTR09516, XENTR00238, XENTR11465	SACKO_02948, SACKO_20823
OG0000490	XENTR04016, XENTR06481, XENTR16561, XENTR06162, XENTR06161	SACKO_25826
OG0000491	XENTR05260, XENTR04378, XENTR03295	SACKO_09275
OG0000494	XENTR11154, XENTR04560, XENTR01512, XENTR10308	SACKO_09661, SACKO_20661, SACKO_20676, SACKO_20667, SACKO_20670, SACKO_29545
OG0000495	XENTR00150, XENTR00149	SACKO_17840, SACKO_17826, SACKO_13928, SACKO_02191, SACKO_02199
OG0000496	XENTR02898	SACKO_17283
OG0000497	XENTR12510, XENTR13344	SACKO_07766
OG0000497	XENTR06183, XENTR09162	SACKO_21404
OG0000498	XENTR06646, XENTR04610, XENTR08348, XENTR02958, XENTR10209	SACKO_16151
OG0000499	XENTR04148	SACKO_07869, SACKO_25714, SACKO_13488, SACKO_07888, SACKO_07856, SACKO_07885
OG0000503	XENTR11822, XENTR11424, XENTR11425, XENTR12881, XENTR12882	SACKO_26118
OG0000503	XENTR10022	SACKO_18333, SACKO_27461
OG0000504	XENTR18610, XENTR02766, XENTR13287, XENTR05277	SACKO_26022
OG0000505	XENTR15726, XENTR09584, XENTR09585, XENTR10436, XENTR09693, XENTR09694	SACKO_33776
OG0000505	XENTR09583, XENTR09695	SACKO_07335
OG0000508	XENTR06935	SACKO_04141
OG0000508	XENTR13428	SACKO_03535
OG0000510	XENTR16454, XENTR14055, XENTR06353, XENTR15990	SACKO_00307, SACKO_08802
OG0000514	XENTR05611, XENTR01673	SACKO_06731
OG0000515	XENTR09527	SACKO_34014, SACKO_02419, SACKO_16456, SACKO_16452, SACKO_13973, SACKO_01627
OG0000516	XENTR10354, XENTR15576, XENTR10452	SACKO_26866
OG0000516	XENTR08167	SACKO_23319, SACKO_05262, SACKO_21254, SACKO_26833
OG0000519	XENTR04553	SACKO_32736
OG0000520	XENTR10317, XENTR14896	SACKO_18204
OG0000521	XENTR12652, XENTR09000, XENTR04152, XENTR14112	SACKO_05637
OG0000522	XENTR11563	SACKO_03537, SACKO_08795, SACKO_03413, SACKO_08800, SACKO_20367
OG0000523	XENTR10295, XENTR14142	SACKO_25122
OG0000524	XENTR09435	SACKO_11508
OG0000525	XENTR09923, XENTR09922	SACKO_14070
OG0000525	XENTR10927, XENTR01759, XENTR09125	SACKO_16659
OG0000526	XENTR14537, XENTR00608	SACKO_01849, SACKO_09502, SACKO_07763, SACKO_25850, SACKO_20379, SACKO_20421, SACKO_08249, SACKO_01860, SACKO_08239
OG0000527	XENTR01298, XENTR15872	SACKO_06716, SACKO_06738
OG0000527	XENTR17958	SACKO_06751
OG0000528	XENTR08509, XENTR02076, XENTR15793, XENTR01661	SACKO_09093
OG0000529	XENTR04688	SACKO_27420
OG0000529	XENTR16534, XENTR03224, XENTR04094	SACKO_22339
OG0000530	XENTR09841, XENTR08688, XENTR03985	SACKO_04253
OG0000531	XENTR02904, XENTR08406, XENTR08407	SACKO_04723
OG0000533	XENTR11660, XENTR13660, XENTR11200	SACKO_16139, SACKO_15202, SACKO_31024
OG0000535	XENTR14528, XENTR12170	SACKO_22523, SACKO_22514, SACKO_22501, SACKO_22484
OG0000537	XENTR00659, XENTR02728	SACKO_26142
OG0000537	XENTR00658, XENTR02729	SACKO_26151
OG0000538	XENTR12900, XENTR13063	SACKO_05534, SACKO_05532
OG0000539	XENTR10441, XENTR14195, XENTR00186, XENTR17569, XENTR17568, XENTR17566, XENTR17565, XENTR18965, XENTR17563, XENTR17561, XENTR17562, XENTR17564, XENTR10440, XENTR18473, XENTR17567, XENTR14472	SACKO_32564, SACKO_32586, SACKO_16875, SACKO_08069, SACKO_18308, SACKO_33041, SACKO_01049, SACKO_01046, SACKO_01052
OG0000542	XENTR11922	SACKO_04085
OG0000542	XENTR03401	SACKO_31227, SACKO_03340
OG0000544	XENTR08814, XENTR13831	SACKO_01595
OG0000544	XENTR06733	SACKO_21942
OG0000545	XENTR03840	SACKO_31593
OG0000545	XENTR09092, XENTR14538, XENTR09005, XENTR11985	SACKO_11658
OG0000546	XENTR11453, XENTR09359, XENTR11507, XENTR10138	SACKO_28319, SACKO_20478, SACKO_15121, SACKO_20498, SACKO_18803, SACKO_18787, SACKO_11479
OG0000547	XENTR07965, XENTR07966	SACKO_29860, SACKO_29855
OG0000548	XENTR15842, XENTR12691, XENTR12827	SACKO_24136
OG0000548	XENTR14858, XENTR16215	SACKO_21638
OG0000548	XENTR09279, XENTR16463, XENTR06806	SACKO_01196
OG0000552	XENTR04244	SACKO_16965
OG0000553	XENTR04835, XENTR02530, XENTR06601	SACKO_30818
OG0000553	XENTR15181, XENTR02641, XENTR10623, XENTR10625, XENTR10624	SACKO_27631
OG0000553	XENTR07370	SACKO_24378
OG0000554	XENTR18673, XENTR00240, XENTR12469, XENTR01987, XENTR01995, XENTR08716, XENTR16835	SACKO_04829
OG0000560	XENTR09304	SACKO_03111, SACKO_03110, SACKO_19995, SACKO_30877
OG0000561	XENTR08505	SACKO_01260, SACKO_27682, SACKO_33677, SACKO_00159, SACKO_01255
OG0000561	XENTR08504, XENTR11638, XENTR07523	SACKO_31249
OG0000562	XENTR08112	SACKO_07813
OG0000563	XENTR01198	SACKO_05456
OG0000564	XENTR11680, XENTR00195, XENTR13086	SACKO_32358
OG0000564	XENTR11650, XENTR00592	SACKO_24811
OG0000565	XENTR14800	SACKO_01668, SACKO_01698, SACKO_03932, SACKO_03934, SACKO_03950
OG0000566	XENTR08128	SACKO_13906
OG0000566	XENTR02577	SACKO_18189
OG0000567	XENTR01468, XENTR04575, XENTR17225	SACKO_21311, SACKO_16516
OG0000567	XENTR15381	SACKO_01005
OG0000570	XENTR18916, XENTR18917, XENTR14036, XENTR01676	SACKO_16042, SACKO_16064
OG0000572	XENTR13098, XENTR15792	SACKO_18077
OG0000573	XENTR00290, XENTR12035, XENTR12034	SACKO_21574
OG0000573	XENTR08127	SACKO_26024
OG0000574	XENTR07582	SACKO_33381
OG0000574	XENTR07361	SACKO_28187
OG0000574	XENTR06500	SACKO_25843
OG0000575	XENTR00803, XENTR15351, XENTR11211, XENTR03152	SACKO_27278, SACKO_27258
OG0000576	XENTR08548, XENTR01107, XENTR13035	SACKO_23536
OG0000578	XENTR16212, XENTR09090, XENTR03873, XENTR03874	SACKO_32404
OG0000579	XENTR09281, XENTR02526, XENTR06804, XENTR04843, XENTR06803, XENTR06802	SACKO_30809
OG0000580	XENTR15703, XENTR08338	SACKO_19146
OG0000581	XENTR03879	SACKO_01235
OG0000581	XENTR01643, XENTR03880, XENTR01642	SACKO_01269
OG0000582	XENTR06486, XENTR09933, XENTR15164, XENTR11764	SACKO_28539
OG0000583	XENTR02046, XENTR15416, XENTR05897, XENTR15995	SACKO_33042, SACKO_33044
OG0000584	XENTR09173, XENTR03997, XENTR04670	SACKO_22448, SACKO_23608, SACKO_23662
OG0000587	XENTR08579, XENTR15453, XENTR11141, XENTR11142	SACKO_31646
OG0000587	XENTR02064	SACKO_32372
OG0000588	XENTR06511, XENTR13248, XENTR15252	SACKO_19722
OG0000588	XENTR17128	SACKO_13333
OG0000589	XENTR11197, XENTR12066, XENTR01256, XENTR01604	SACKO_03632
OG0000590	XENTR14925, XENTR01750, XENTR12267, XENTR05220	SACKO_30925
OG0000590	XENTR09959, XENTR09960, XENTR17798, XENTR17799	SACKO_30919, SACKO_30264
OG0000591	XENTR07336	SACKO_22613
OG0000591	XENTR09716	SACKO_32007
OG0000592	XENTR09881	SACKO_27135
OG0000592	XENTR09851	SACKO_27142, SACKO_27110, SACKO_27143, SACKO_27108
OG0000592	XENTR16083	SACKO_29473
OG0000593	XENTR16603, XENTR04787, XENTR09811	SACKO_28197
OG0000593	XENTR16946, XENTR10994, XENTR15779, XENTR02468	SACKO_29618
OG0000594	XENTR12851, XENTR04133, XENTR12850, XENTR02361	SACKO_33771
OG0000597	XENTR17671, XENTR17670, XENTR19170, XENTR01128	SACKO_18453
OG0000597	XENTR02665, XENTR08682	SACKO_13955
OG0000598	XENTR17433, XENTR13111	SACKO_05680
OG0000600	XENTR03978, XENTR05099, XENTR03977, XENTR14383	SACKO_34109, SACKO_34187
OG0000602	XENTR02033, XENTR02032, XENTR03241	SACKO_18486
OG0000602	XENTR03242, XENTR15509, XENTR02031	SACKO_11346, SACKO_18509
OG0000603	XENTR06555	SACKO_31619
OG0000603	XENTR06631, XENTR12110, XENTR06556	SACKO_31604
OG0000607	XENTR11195, XENTR11194, XENTR10165, XENTR14318, XENTR01251	SACKO_22583, SACKO_22581
OG0000609	XENTR09031, XENTR09032	SACKO_07030
OG0000609	XENTR09422	SACKO_07908
OG0000610	XENTR06743, XENTR10275	SACKO_22412
OG0000610	XENTR09167, XENTR16828	SACKO_14590
OG0000611	XENTR00513	SACKO_26761
OG0000612	XENTR15265, XENTR02014, XENTR19287	SACKO_10524
OG0000612	XENTR02467	SACKO_16423
OG0000614	XENTR14290	SACKO_31628, SACKO_31587
OG0000615	XENTR05253, XENTR05188, XENTR16074, XENTR00273	SACKO_26394
OG0000616	XENTR16458	SACKO_26877
OG0000617	XENTR02359	SACKO_26070
OG0000617	XENTR09657	SACKO_23685
OG0000619	XENTR13390, XENTR07082, XENTR07081, XENTR09376	SACKO_18510
OG0000621	XENTR03684, XENTR03685, XENTR04417	SACKO_20461, SACKO_20441, SACKO_20468
OG0000623	XENTR07882	SACKO_21523, SACKO_18029
OG0000623	XENTR16677, XENTR03896	SACKO_10005
OG0000624	XENTR10751, XENTR05400	SACKO_27238
OG0000625	XENTR00631, XENTR00632, XENTR00633, XENTR10082	SACKO_11899
OG0000626	XENTR08195, XENTR07632	SACKO_21363
OG0000627	XENTR10097, XENTR14582	SACKO_02990
OG0000628	XENTR12865, XENTR04952	SACKO_05282
OG0000628	XENTR02456, XENTR13000	SACKO_26977
OG0000634	XENTR18822, XENTR18823, XENTR19156	SACKO_28150, SACKO_28152
OG0000635	XENTR06487	SACKO_29305
OG0000635	XENTR02072, XENTR02107	SACKO_29739, SACKO_14557
OG0000636	XENTR11087, XENTR12476	SACKO_16616
OG0000637	XENTR17167	SACKO_13417
OG0000639	XENTR14136, XENTR08621	SACKO_22469
OG0000639	XENTR10212, XENTR12548, XENTR02478	SACKO_30392
OG0000642	XENTR11733	SACKO_21799
OG0000643	XENTR12663, XENTR11361	SACKO_00139
OG0000643	XENTR10328	SACKO_16201, SACKO_00735
OG0000644	XENTR08866, XENTR07911, XENTR07912, XENTR07910, XENTR07915, XENTR07914, XENTR07913	SACKO_09545, SACKO_16465, SACKO_08131, SACKO_06059, SACKO_16449, SACKO_16455, SACKO_16476, SACKO_06058, SACKO_01691
OG0000645	XENTR00518	SACKO_19857
OG0000645	XENTR04338, XENTR04602	SACKO_17093
OG0000646	XENTR04406	SACKO_00864
OG0000646	XENTR07263, XENTR07262, XENTR17137	SACKO_28271
OG0000647	XENTR08053, XENTR13028, XENTR13027	SACKO_32942, SACKO_13247
OG0000647	XENTR17079	SACKO_00037, SACKO_00065
OG0000648	XENTR08177	SACKO_12118
OG0000648	XENTR08178, XENTR10991	SACKO_17289
OG0000649	XENTR03771, XENTR03773, XENTR03774, XENTR03772, XENTR03775, XENTR11809	SACKO_06908, SACKO_27756, SACKO_26807
OG0000651	XENTR05217, XENTR03187	SACKO_14845
OG0000653	XENTR15383, XENTR08517, XENTR11621, XENTR02067	SACKO_32959
OG0000653	XENTR00431	SACKO_03890
OG0000654	XENTR06209, XENTR17283, XENTR15108, XENTR08609	SACKO_30168
OG0000660	XENTR01113	SACKO_30045
OG0000660	XENTR00531	SACKO_33063
OG0000662	XENTR12483	SACKO_06148
OG0000662	XENTR01671, XENTR04789	SACKO_28738
OG0000664	XENTR18935, XENTR10788, XENTR02592	SACKO_26065
OG0000664	XENTR08222, XENTR08223, XENTR08221, XENTR05344	SACKO_23068
OG0000665	XENTR10286, XENTR14432, XENTR14325, XENTR18084, XENTR14324	SACKO_03466, SACKO_03470
OG0000666	XENTR13165	SACKO_01360
OG0000667	XENTR05269	SACKO_09222, SACKO_28350
OG0000670	XENTR12241, XENTR00704, XENTR09058, XENTR03191, XENTR03192, XENTR07429	SACKO_21893
OG0000671	XENTR09206	SACKO_02900
OG0000671	XENTR09653, XENTR02371, XENTR07969, XENTR16879, XENTR00381	SACKO_33234
OG0000672	XENTR10536, XENTR18111	SACKO_21164
OG0000672	XENTR14352	SACKO_29531
OG0000674	XENTR01435, XENTR06759	SACKO_29269
OG0000674	XENTR08702	SACKO_21136
OG0000676	XENTR05112, XENTR10868	SACKO_30866
OG0000676	XENTR08597, XENTR02025, XENTR07079	SACKO_08481
OG0000680	XENTR17739	SACKO_13665
OG0000680	XENTR03777, XENTR07100	SACKO_21650, SACKO_21648, SACKO_21651
OG0000681	XENTR01035, XENTR10823	SACKO_14440
OG0000681	XENTR02583, XENTR09876, XENTR09875	SACKO_06296
OG0000682	XENTR06453, XENTR17621, XENTR15062	SACKO_15215, SACKO_25895, SACKO_20933
OG0000683	XENTR15130	SACKO_30847
OG0000683	XENTR06503, XENTR00426	SACKO_25632
OG0000690	XENTR12763, XENTR09156	SACKO_13982
OG0000690	XENTR16042	SACKO_03682
OG0000690	XENTR13758	SACKO_00508
OG0000691	XENTR12556, XENTR00454	SACKO_07972
OG0000691	XENTR14240, XENTR02488	SACKO_11293
OG0000692	XENTR09451	SACKO_07150, SACKO_07117
OG0000693	XENTR06151	SACKO_25307
OG0000694	XENTR09772	SACKO_10312
OG0000696	XENTR00213	SACKO_05595
OG0000696	XENTR05925	SACKO_15257, SACKO_07580
OG0000697	XENTR02874, XENTR02556, XENTR06818, XENTR11308	SACKO_07543
OG0000698	XENTR05540	SACKO_00953, SACKO_33282, SACKO_00937, SACKO_00966, SACKO_00931
OG0000698	XENTR12807, XENTR11709	SACKO_00996
OG0000699	XENTR15466, XENTR05930, XENTR17608, XENTR08575, XENTR08574, XENTR15520, XENTR15465	SACKO_27160
OG0000700	XENTR17342, XENTR09480	SACKO_00811
OG0000701	XENTR08735, XENTR08734, XENTR08926, XENTR08927, XENTR06451, XENTR01949	SACKO_25617, SACKO_32176, SACKO_03805, SACKO_31366
OG0000702	XENTR11939, XENTR05068, XENTR14141	SACKO_27079
OG0000703	XENTR08730, XENTR08729, XENTR05594	SACKO_21811
OG0000706	XENTR02593	SACKO_24560
OG0000708	XENTR03991	SACKO_22452
OG0000708	XENTR06811	SACKO_25480
OG0000709	XENTR12794	SACKO_18089
OG0000710	XENTR05184, XENTR11575, XENTR05464	SACKO_13452, SACKO_13463
OG0000711	XENTR10807	SACKO_19147
OG0000711	XENTR17290, XENTR14028	SACKO_19139
OG0000711	XENTR12075, XENTR10806	SACKO_19149
OG0000712	XENTR04994, XENTR00668, XENTR15876, XENTR04890	SACKO_16099, SACKO_30746
OG0000713	XENTR18876, XENTR06309	SACKO_26669
OG0000715	XENTR03141, XENTR05201, XENTR15992	SACKO_31209
OG0000716	XENTR06302, XENTR07615, XENTR18854, XENTR11906	SACKO_08963
OG0000718	XENTR16847, XENTR16460, XENTR09687, XENTR17406, XENTR09096, XENTR10099	SACKO_32613
OG0000720	XENTR00549, XENTR11251	SACKO_00764
OG0000721	XENTR07131, XENTR04541	SACKO_29734
OG0000721	XENTR08795, XENTR14738, XENTR09604, XENTR10764	SACKO_13300
OG0000722	XENTR06651, XENTR07504, XENTR09493, XENTR17327	SACKO_06069
OG0000723	XENTR06009	SACKO_28798
OG0000725	XENTR04704, XENTR14529	SACKO_27384
OG0000725	XENTR04435	SACKO_03561
OG0000726	XENTR09424, XENTR03808	SACKO_17190
OG0000730	XENTR05215, XENTR00132	SACKO_32923, SACKO_22828
OG0000731	XENTR06230, XENTR09272, XENTR06186	SACKO_26277
OG0000732	XENTR11927, XENTR08594	SACKO_20871
OG0000732	XENTR13213, XENTR00357	SACKO_06369, SACKO_05389
OG0000733	XENTR12956, XENTR09501, XENTR05537	SACKO_32345
OG0000733	XENTR08499	SACKO_17671
OG0000734	XENTR06181, XENTR01296	SACKO_08224
OG0000735	XENTR03017, XENTR16831, XENTR00243, XENTR00244	SACKO_26054
OG0000736	XENTR15994, XENTR08563	SACKO_27734, SACKO_27737
OG0000736	XENTR05404, XENTR04965, XENTR02910	SACKO_10396
OG0000738	XENTR10746	SACKO_18947
OG0000740	XENTR18507, XENTR17533, XENTR10575, XENTR10574	SACKO_24861
OG0000740	XENTR09702	SACKO_05182
OG0000743	XENTR01379, XENTR11189, XENTR01696	SACKO_25573
OG0000743	XENTR01380, XENTR01695	SACKO_25597
OG0000745	XENTR18661, XENTR01647	SACKO_02883, SACKO_12160
OG0000748	XENTR10860, XENTR10861	SACKO_18174, SACKO_34214, SACKO_22995, SACKO_30887, SACKO_24976, SACKO_29791, SACKO_08056, SACKO_03913, SACKO_09716, SACKO_29657, SACKO_28844, SACKO_32549, SACKO_19984, SACKO_09720
OG0000749	XENTR13529, XENTR13528	SACKO_07299
OG0000750	XENTR09003, XENTR08374	SACKO_13299, SACKO_13296
OG0000750	XENTR09731	SACKO_01471, SACKO_19590, SACKO_01472, SACKO_19609
OG0000751	XENTR03358, XENTR00118	SACKO_32463
OG0000751	XENTR09818	SACKO_29926
OG0000752	XENTR14203	SACKO_10303
OG0000752	XENTR03680	SACKO_03640
OG0000752	XENTR00306, XENTR11450	SACKO_33668
OG0000753	XENTR13232	SACKO_33703
OG0000753	XENTR16935, XENTR06041, XENTR06042	SACKO_17800
OG0000755	XENTR15916, XENTR06639, XENTR08361, XENTR08360	SACKO_19024
OG0000756	XENTR13774	SACKO_09390
OG0000757	XENTR10378	SACKO_32163
OG0000758	XENTR12870, XENTR12401, XENTR02503, XENTR06058	SACKO_05592
OG0000759	XENTR03136, XENTR03134, XENTR01884, XENTR05238, XENTR18352	SACKO_29477
OG0000760	XENTR10725, XENTR13468	SACKO_23650
OG0000761	XENTR17935, XENTR12007, XENTR15207, XENTR01309	SACKO_04696
OG0000762	XENTR07103, XENTR01118, XENTR14074	SACKO_01422
OG0000763	XENTR05044, XENTR08259, XENTR08260, XENTR18281, XENTR10626	SACKO_08605
OG0000764	XENTR06830, XENTR13254	SACKO_20100
OG0000765	XENTR01990, XENTR01184	SACKO_02329
OG0000766	XENTR13873, XENTR17891, XENTR13807, XENTR00551	SACKO_22474
OG0000767	XENTR03830, XENTR11683, XENTR00589	SACKO_14609
OG0000768	XENTR00756, XENTR13472, XENTR18974	SACKO_23463
OG0000772	XENTR07457, XENTR07456, XENTR07455	SACKO_24880
OG0000772	XENTR08353	SACKO_18970
OG0000774	XENTR04669, XENTR14580	SACKO_04816
OG0000774	XENTR04231	SACKO_22074
OG0000775	XENTR09141	SACKO_18980, SACKO_34030
OG0000777	XENTR13724	SACKO_28617, SACKO_28786
OG0000778	XENTR03112, XENTR04100	SACKO_00880
OG0000779	XENTR06178	SACKO_09223
OG0000779	XENTR02460, XENTR07467, XENTR06587	SACKO_27144
OG0000780	XENTR11708	SACKO_23785
OG0000780	XENTR10194	SACKO_07184
OG0000781	XENTR15057	SACKO_06298, SACKO_16031, SACKO_16069, SACKO_16078, SACKO_02767, SACKO_05315
OG0000782	XENTR08315, XENTR12833, XENTR02660	SACKO_02448
OG0000784	XENTR09641, XENTR15068, XENTR00277, XENTR07231, XENTR09268, XENTR13377	SACKO_27906
OG0000786	XENTR02070, XENTR07423, XENTR02335, XENTR02338, XENTR02336, XENTR00867, XENTR12186	SACKO_30010
OG0000786	XENTR12489	SACKO_19884, SACKO_32889
OG0000787	XENTR02696, XENTR08733, XENTR12281, XENTR08846	SACKO_05969, SACKO_19113
OG0000788	XENTR04467, XENTR16399	SACKO_23309
OG0000788	XENTR15693, XENTR18205	SACKO_16503
OG0000790	XENTR03512, XENTR08093	SACKO_25520, SACKO_25478, SACKO_25496, SACKO_25524, SACKO_25500, SACKO_25464, SACKO_25512, SACKO_26043, SACKO_26270
OG0000791	XENTR01881, XENTR06218, XENTR04189	SACKO_06891
OG0000792	XENTR02294	SACKO_30915
OG0000792	XENTR01146	SACKO_20208
OG0000793	XENTR18227, XENTR14087, XENTR10065, XENTR12127, XENTR12126	SACKO_32255
OG0000795	XENTR05266	SACKO_13006, SACKO_12994
OG0000797	XENTR01630, XENTR05651	SACKO_34169
OG0000798	XENTR07369, XENTR01010	SACKO_10595, SACKO_10603
OG0000798	XENTR13650	SACKO_10604
OG0000799	XENTR08849, XENTR10335, XENTR08757, XENTR01900	SACKO_33594
OG0000800	XENTR09887	SACKO_26365, SACKO_26362
OG0000801	XENTR05278, XENTR05077	SACKO_32154
OG0000803	XENTR10876, XENTR10877	SACKO_08403
OG0000805	XENTR06363, XENTR15603, XENTR15604, XENTR04693, XENTR08777, XENTR00279	SACKO_18326, SACKO_18321, SACKO_23365, SACKO_18329, SACKO_33521, SACKO_09867, SACKO_09887, SACKO_09246
OG0000809	XENTR00087, XENTR14827, XENTR06847	SACKO_11706
OG0000810	XENTR00056	SACKO_25393
OG0000810	XENTR17048, XENTR16257	SACKO_08781
OG0000811	XENTR11168, XENTR16298	SACKO_22929, SACKO_27833, SACKO_27832, SACKO_27828
OG0000813	XENTR13150, XENTR13151	SACKO_06455
OG0000814	XENTR13230	SACKO_00194
OG0000814	XENTR03397	SACKO_27445
OG0000815	XENTR02731	SACKO_17789
OG0000815	XENTR05406, XENTR02911	SACKO_18609
OG0000816	XENTR12785, XENTR13049, XENTR02094	SACKO_17944
OG0000816	XENTR05575, XENTR16977	SACKO_17471
OG0000817	XENTR05219	SACKO_10398
OG0000817	XENTR09302	SACKO_05841
OG0000817	XENTR17704, XENTR17705	SACKO_27281
OG0000818	XENTR00964, XENTR01697, XENTR05672	SACKO_13438
OG0000819	XENTR09864	SACKO_16820
OG0000819	XENTR10193, XENTR10192	SACKO_06925
OG0000820	XENTR05390, XENTR07096	SACKO_08030
OG0000822	XENTR08343	SACKO_20246
OG0000822	XENTR17339	SACKO_23379
OG0000824	XENTR04940, XENTR04939, XENTR11038	SACKO_23963, SACKO_19936
OG0000825	XENTR01022, XENTR10589, XENTR16089	SACKO_07264
OG0000825	XENTR09274	SACKO_03586
OG0000826	XENTR02499	SACKO_19966
OG0000827	XENTR18584	SACKO_01112
OG0000828	XENTR00582	SACKO_19680
OG0000828	XENTR06348	SACKO_02201
OG0000829	XENTR05273, XENTR00567, XENTR08272, XENTR01966, XENTR19142	SACKO_03719
OG0000831	XENTR00317	SACKO_33535, SACKO_14918
OG0000832	XENTR08500	SACKO_08573, SACKO_03301, SACKO_31175, SACKO_05219, SACKO_06774, SACKO_06830, SACKO_17964, SACKO_14151, SACKO_03597, SACKO_11020, SACKO_03580, SACKO_16836, SACKO_19385, SACKO_33092, SACKO_33094, SACKO_33078, SACKO_33080, SACKO_31878
OG0000833	XENTR05865, XENTR12214, XENTR04296, XENTR00046	SACKO_08623
OG0000834	XENTR17187	SACKO_10495
OG0000836	XENTR10284, XENTR11931, XENTR11932	SACKO_24783, SACKO_24782, SACKO_24773
OG0000837	XENTR04077, XENTR09514, XENTR18045	SACKO_15029
OG0000838	XENTR08945	SACKO_03577
OG0000841	XENTR17534, XENTR09566, XENTR09621, XENTR09619, XENTR08800	SACKO_13443
OG0000842	XENTR15843, XENTR15340, XENTR13923, XENTR01677, XENTR11008, XENTR11009	SACKO_18541, SACKO_32072
OG0000844	XENTR17965, XENTR18460, XENTR06250	SACKO_32818, SACKO_32829
OG0000845	XENTR08484	SACKO_13159
OG0000847	XENTR18143, XENTR18591	SACKO_25423
OG0000847	XENTR00819	SACKO_21230
OG0000848	XENTR13197, XENTR13196, XENTR12202	SACKO_30123
OG0000848	XENTR08322, XENTR02654	SACKO_13045
OG0000849	XENTR02560	SACKO_13107
OG0000850	XENTR00057	SACKO_07519
OG0000850	XENTR12447	SACKO_27751
OG0000851	XENTR10592, XENTR01014	SACKO_14437
OG0000852	XENTR17178	SACKO_00856, SACKO_33033
OG0000852	XENTR02441, XENTR15626	SACKO_16562
OG0000855	XENTR02574, XENTR02573	SACKO_27779, SACKO_20065, SACKO_20003, SACKO_31125
OG0000856	XENTR16440, XENTR16441, XENTR14487	SACKO_15097
OG0000857	XENTR11492	SACKO_29337
OG0000859	XENTR19026, XENTR03127, XENTR05830, XENTR10647, XENTR10646	SACKO_08048
OG0000860	XENTR06781, XENTR03999	SACKO_16104
OG0000861	XENTR00233	SACKO_32762, SACKO_32764
OG0000863	XENTR05892	SACKO_28573, SACKO_03735, SACKO_20440, SACKO_20459
OG0000866	XENTR12438	SACKO_23181
