Orthogroup	XENTR	AMPFI_ok
OG0001419	XENTR07503, XENTR07502, XENTR02430, XENTR02429	AMPFI_25243, AMPFI_17376
OG0001421	XENTR11642, XENTR10761, XENTR11862	AMPFI_22931
OG0001422	XENTR07180, XENTR03319	AMPFI_23699
OG0001423	XENTR11753, XENTR07724, XENTR12211	AMPFI_19050, AMPFI_22796
OG0001424	XENTR09472	AMPFI_01906
OG0001425	XENTR00165, XENTR10054, XENTR15292	AMPFI_13079
OG0001427	XENTR19013, XENTR12966	AMPFI_07391
OG0001428	XENTR08058	AMPFI_11938
OG0001429	XENTR06303, XENTR08005	AMPFI_15702
OG0001430	XENTR11865, XENTR09506, XENTR03841, XENTR12647	AMPFI_07622
OG0001431	XENTR12951, XENTR14198	AMPFI_11117
OG0001432	XENTR18322, XENTR18323	AMPFI_07409
OG0001433	XENTR12757, XENTR01397, XENTR08074	AMPFI_00657
OG0001434	XENTR14256, XENTR14257, XENTR14255	AMPFI_18441, AMPFI_12885, AMPFI_06188, AMPFI_09637
OG0001437	XENTR07683, XENTR08203	AMPFI_07780, AMPFI_13432
OG0001438	XENTR00285, XENTR09773, XENTR08265, XENTR08266, XENTR08739	AMPFI_17699
OG0001441	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537	AMPFI_01278
OG0001445	XENTR00603, XENTR11995	AMPFI_06828
OG0001446	XENTR11107	AMPFI_04574, AMPFI_17048, AMPFI_21716, AMPFI_19480, AMPFI_18957
OG0001447	XENTR06688, XENTR11993, XENTR11860	AMPFI_14165
OG0001449	XENTR18530	AMPFI_17066
OG0001449	XENTR17594	AMPFI_22357
OG0001451	XENTR09852	AMPFI_16214
OG0001452	XENTR05846, XENTR01476, XENTR12152	AMPFI_17582
OG0001453	XENTR15215, XENTR02669	AMPFI_20721
OG0001455	XENTR00058, XENTR11013, XENTR05881, XENTR12230	AMPFI_16555
OG0001456	XENTR09379	AMPFI_00318
OG0001459	XENTR19263, XENTR05668	AMPFI_19783
OG0001460	XENTR14447	AMPFI_23946
OG0001461	XENTR05990	AMPFI_25442, AMPFI_13135, AMPFI_20976, AMPFI_23123, AMPFI_22344
OG0001464	XENTR03158, XENTR17134, XENTR06200	AMPFI_22525, AMPFI_17212
OG0001466	XENTR16300	AMPFI_23243
OG0001466	XENTR03641	AMPFI_06839
OG0001467	XENTR16639	AMPFI_23736
OG0001468	XENTR04167, XENTR10607	AMPFI_19331
OG0001469	XENTR01260	AMPFI_02483
OG0001470	XENTR08880, XENTR08883	AMPFI_01501
OG0001472	XENTR12389	AMPFI_01053
OG0001472	XENTR13330	AMPFI_03075
OG0001473	XENTR16670, XENTR04818, XENTR04817	AMPFI_03739, AMPFI_01823
OG0001474	XENTR18010	AMPFI_18399
OG0001474	XENTR01827	AMPFI_21316
OG0001475	XENTR12916	AMPFI_12031, AMPFI_15659
OG0001476	XENTR11401	AMPFI_07443, AMPFI_07837
OG0001477	XENTR00994	AMPFI_17380
OG0001478	XENTR14390	AMPFI_01874
OG0001479	XENTR01295, XENTR15874, XENTR09664	AMPFI_06247
OG0001480	XENTR08394, XENTR12252, XENTR14932	AMPFI_21537
OG0001481	XENTR08156, XENTR03822	AMPFI_15128
OG0001483	XENTR10570	AMPFI_05890, AMPFI_08005
OG0001484	XENTR07065	AMPFI_10813
OG0001486	XENTR14269, XENTR05434, XENTR04448, XENTR04449	AMPFI_03189
OG0001488	XENTR17821	AMPFI_22555, AMPFI_21159, AMPFI_03583, AMPFI_03748
OG0001489	XENTR00338, XENTR12149	AMPFI_21994
OG0001490	XENTR16191, XENTR12791, XENTR03053	AMPFI_13984
OG0001492	XENTR06535, XENTR01139	AMPFI_14495
OG0001493	XENTR09429	AMPFI_23286
OG0001493	XENTR14218, XENTR06696	AMPFI_21759
OG0001495	XENTR13170	AMPFI_01445
OG0001496	XENTR07933	AMPFI_04050
OG0001498	XENTR17050, XENTR18305	AMPFI_14616, AMPFI_02778
OG0001500	XENTR08590, XENTR12582, XENTR10830	AMPFI_03212
OG0001501	XENTR06683, XENTR06684, XENTR12986	AMPFI_21405
OG0001503	XENTR14751	AMPFI_03346
OG0001503	XENTR05638	AMPFI_06513
OG0001505	XENTR00271	AMPFI_04877, AMPFI_09677
OG0001506	XENTR00266, XENTR08441, XENTR08440	AMPFI_22691
OG0001507	XENTR08992, XENTR07481	AMPFI_02586, AMPFI_16748
OG0001508	XENTR15984, XENTR15983, XENTR11480, XENTR11479	AMPFI_01605
OG0001509	XENTR04530	AMPFI_22351
OG0001509	XENTR10571, XENTR03196	AMPFI_24011
OG0001511	XENTR03205	AMPFI_24393
OG0001513	XENTR03148, XENTR05200	AMPFI_05914
OG0001514	XENTR09780, XENTR08966, XENTR10498	AMPFI_05173
OG0001515	XENTR04041, XENTR04537	AMPFI_22558
OG0001516	XENTR11018	AMPFI_17534, AMPFI_22070, AMPFI_04046
OG0001517	XENTR13941, XENTR13905	AMPFI_19672
OG0001518	XENTR06101, XENTR00879	AMPFI_20936
OG0001520	XENTR12857, XENTR05173	AMPFI_11649, AMPFI_06123
OG0001523	XENTR10881, XENTR17742	AMPFI_21945
OG0001524	XENTR09548	AMPFI_12143
OG0001524	XENTR00484	AMPFI_24831
OG0001525	XENTR12515, XENTR12514	AMPFI_18416
OG0001527	XENTR01509	AMPFI_06183
OG0001527	XENTR15735	AMPFI_10281
OG0001529	XENTR02811, XENTR02810, XENTR08383	AMPFI_24259
OG0001531	XENTR12449, XENTR11571, XENTR08724	AMPFI_13148
OG0001532	XENTR11612, XENTR16708, XENTR06237	AMPFI_06472
OG0001533	XENTR07080, XENTR17861	AMPFI_11865
OG0001534	XENTR05627, XENTR06763, XENTR05628	AMPFI_24532, AMPFI_01303, AMPFI_12321
OG0001536	XENTR00181, XENTR02934	AMPFI_24601
OG0001538	XENTR15405	AMPFI_06922
OG0001545	XENTR08623, XENTR05315, XENTR18196	AMPFI_07768
OG0001546	XENTR02403, XENTR05092	AMPFI_04446, AMPFI_19645, AMPFI_14806, AMPFI_24267
OG0001549	XENTR06613, XENTR07982, XENTR02588	AMPFI_01171, AMPFI_04433
OG0001550	XENTR12624	AMPFI_12309, AMPFI_21451
OG0001551	XENTR05545, XENTR05547	AMPFI_18500
OG0001552	XENTR07028	AMPFI_21436, AMPFI_14762, AMPFI_14933, AMPFI_14932, AMPFI_20376, AMPFI_20377
OG0001553	XENTR02229, XENTR09430, XENTR09742	AMPFI_24765
OG0001554	XENTR08488, XENTR05924	AMPFI_06413
OG0001557	XENTR11819	AMPFI_09537
OG0001558	XENTR16416, XENTR06488	AMPFI_15140
OG0001559	XENTR09039, XENTR06623	AMPFI_05445
OG0001560	XENTR12473, XENTR04353, XENTR13870, XENTR12299	AMPFI_08835
OG0001561	XENTR16133, XENTR07954, XENTR01341	AMPFI_06589
OG0001563	XENTR12134	AMPFI_13947, AMPFI_22270
OG0001564	XENTR03255, XENTR05932	AMPFI_01949, AMPFI_20454
OG0001566	XENTR12398, XENTR12399, XENTR04955	AMPFI_23598
OG0001567	XENTR10094, XENTR00289	AMPFI_05324
OG0001568	XENTR05615	AMPFI_05220
OG0001569	XENTR02711, XENTR00703, XENTR00702	AMPFI_09953
OG0001570	XENTR05431	AMPFI_12059
OG0001571	XENTR14473	AMPFI_18530
OG0001572	XENTR14408	AMPFI_12157
OG0001572	XENTR03742	AMPFI_15021
OG0001573	XENTR03987, XENTR08694	AMPFI_05942
OG0001574	XENTR01390, XENTR06575, XENTR18448, XENTR11497, XENTR11496	AMPFI_09279
OG0001575	XENTR14038, XENTR14037	AMPFI_15706
OG0001576	XENTR15048, XENTR13227	AMPFI_16525
OG0001578	XENTR01969, XENTR09544	AMPFI_11954
OG0001580	XENTR13327, XENTR07267	AMPFI_13898
OG0001581	XENTR07619, XENTR15249	AMPFI_14541, AMPFI_22362
OG0001582	XENTR07708, XENTR17762, XENTR01173	AMPFI_01796, AMPFI_13928
OG0001583	XENTR11561, XENTR14641	AMPFI_20716
OG0001584	XENTR09628, XENTR09629	AMPFI_22734
OG0001588	XENTR06850	AMPFI_02082, AMPFI_14208, AMPFI_03229, AMPFI_20258, AMPFI_23578, AMPFI_14929
OG0001589	XENTR11338	AMPFI_11604
OG0001590	XENTR10428	AMPFI_24468
OG0001592	XENTR11244, XENTR11243	AMPFI_20340, AMPFI_22753
OG0001593	XENTR11547, XENTR08681, XENTR08680, XENTR02666, XENTR11433	AMPFI_15712
OG0001594	XENTR11402	AMPFI_18261, AMPFI_11597
OG0001596	XENTR18374, XENTR16155	AMPFI_14311, AMPFI_21924
OG0001596	XENTR06371	AMPFI_21524
OG0001597	XENTR05372	AMPFI_13604
OG0001597	XENTR10161	AMPFI_12341
OG0001599	XENTR07390, XENTR07367	AMPFI_03121
OG0001600	XENTR16112, XENTR13590, XENTR11793	AMPFI_10540
OG0001604	XENTR11091	AMPFI_04179
OG0001604	XENTR13341	AMPFI_13911
OG0001605	XENTR04606	AMPFI_24911, AMPFI_18083
OG0001606	XENTR10494	AMPFI_03478
OG0001608	XENTR00220, XENTR05052	AMPFI_07127
OG0001609	XENTR06189	AMPFI_10765
OG0001609	XENTR11285	AMPFI_06902
OG0001610	XENTR16107, XENTR10867, XENTR00221	AMPFI_05189
OG0001611	XENTR13532, XENTR13440, XENTR02083	AMPFI_12536
OG0001612	XENTR11391	AMPFI_24849
OG0001614	XENTR03364	AMPFI_14043
OG0001614	XENTR09810	AMPFI_09076
OG0001617	XENTR11229, XENTR17736, XENTR07959	AMPFI_25615
OG0001620	XENTR12935, XENTR17480, XENTR03941	AMPFI_12324
OG0001621	XENTR01806, XENTR05633	AMPFI_09527
OG0001622	XENTR13104, XENTR02280	AMPFI_23787
OG0001624	XENTR12858, XENTR07807	AMPFI_12384
OG0001627	XENTR11789	AMPFI_13242
OG0001627	XENTR13175, XENTR07907	AMPFI_22299
OG0001628	XENTR01654	AMPFI_14676
OG0001630	XENTR10092, XENTR10093, XENTR11323, XENTR18767	AMPFI_09150
OG0001632	XENTR02813, XENTR01250, XENTR01348	AMPFI_15399
OG0001634	XENTR15612	AMPFI_21874
OG0001634	XENTR11998	AMPFI_22894
OG0001635	XENTR14373	AMPFI_19476
OG0001636	XENTR00472	AMPFI_05825
OG0001637	XENTR07980	AMPFI_14209
OG0001638	XENTR17765, XENTR01518	AMPFI_08503
OG0001639	XENTR05276, XENTR13285, XENTR13286	AMPFI_08162
OG0001640	XENTR11286	AMPFI_17177
OG0001641	XENTR14307	AMPFI_08722
OG0001642	XENTR09499, XENTR14534, XENTR14535	AMPFI_15628
OG0001644	XENTR02166	AMPFI_12516
OG0001645	XENTR12345, XENTR12346, XENTR17188, XENTR03387	AMPFI_06481
OG0001651	XENTR14299, XENTR16608	AMPFI_03860
OG0001652	XENTR13535	AMPFI_03475
OG0001653	XENTR11019	AMPFI_18635
OG0001654	XENTR09616, XENTR17243, XENTR09614	AMPFI_05689
OG0001655	XENTR03302, XENTR02328, XENTR08790, XENTR08791	AMPFI_16010
OG0001657	XENTR00532, XENTR17851	AMPFI_11506
OG0001658	XENTR12967	AMPFI_21118
OG0001659	XENTR05457, XENTR00169	AMPFI_20084
OG0001659	XENTR00170	AMPFI_10173
OG0001660	XENTR13183, XENTR03454, XENTR14380	AMPFI_15599
OG0001661	XENTR10294	AMPFI_03268, AMPFI_17995, AMPFI_16309
OG0001661	XENTR10421	AMPFI_24993, AMPFI_21610
OG0001662	XENTR08476	AMPFI_25752
OG0001662	XENTR03671, XENTR14025	AMPFI_08109
OG0001663	XENTR16289, XENTR18540, XENTR18541	AMPFI_14386
OG0001665	XENTR01674	AMPFI_22180
OG0001665	XENTR10394	AMPFI_12597
OG0001666	XENTR09349	AMPFI_24481, AMPFI_12799, AMPFI_14898
OG0001667	XENTR12439, XENTR07091	AMPFI_09938
OG0001668	XENTR00151	AMPFI_06781
OG0001669	XENTR13897, XENTR13898, XENTR12725	AMPFI_22930, AMPFI_17544
OG0001670	XENTR06115, XENTR06114	AMPFI_03662
OG0001670	XENTR00297	AMPFI_00129
OG0001671	XENTR08372	AMPFI_16125, AMPFI_09893
OG0001672	XENTR03686, XENTR05392, XENTR14798	AMPFI_19341
OG0001673	XENTR02411	AMPFI_18848
OG0001674	XENTR05318, XENTR08311, XENTR08310, XENTR08309	AMPFI_20075, AMPFI_01079
OG0001675	XENTR05024, XENTR15538	AMPFI_04125
OG0001676	XENTR08096	AMPFI_10805
OG0001677	XENTR06345	AMPFI_23211
OG0001680	XENTR09484, XENTR09485	AMPFI_18352
OG0001682	XENTR12019	AMPFI_17672, AMPFI_18771
OG0001682	XENTR18099	AMPFI_12014
OG0001683	XENTR14409, XENTR18194, XENTR05463, XENTR11397	AMPFI_22061
OG0001684	XENTR12235, XENTR00429	AMPFI_24253
OG0001685	XENTR03486, XENTR03485	AMPFI_05011
OG0001686	XENTR03714	AMPFI_25112
OG0001687	XENTR07300	AMPFI_24429, AMPFI_09173, AMPFI_17336
OG0001688	XENTR12165, XENTR12164, XENTR17332	AMPFI_10724
OG0001689	XENTR06536, XENTR01151, XENTR01152	AMPFI_19247
OG0001690	XENTR07789	AMPFI_20974, AMPFI_20761
OG0001691	XENTR19286	AMPFI_08102
OG0001691	XENTR00789, XENTR14685	AMPFI_00359
OG0001692	XENTR00015, XENTR05878, XENTR04738	AMPFI_02593
OG0001693	XENTR12044	AMPFI_08682
OG0001694	XENTR06610, XENTR07039	AMPFI_10870
OG0001695	XENTR18123, XENTR17708, XENTR18418	AMPFI_18897
OG0001703	XENTR02667	AMPFI_03974, AMPFI_10306, AMPFI_20867, AMPFI_22896
OG0001704	XENTR03806, XENTR03805	AMPFI_22958, AMPFI_17780
OG0001706	XENTR05262, XENTR06974, XENTR05263	AMPFI_00734
OG0001707	XENTR18222, XENTR18221, XENTR18924	AMPFI_01640, AMPFI_02566, AMPFI_19827, AMPFI_04732
OG0001707	XENTR04513	AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071
OG0001709	XENTR06407, XENTR13040, XENTR18243, XENTR18244, XENTR13039, XENTR06408	AMPFI_24047
OG0001710	XENTR16784, XENTR13163, XENTR16154	AMPFI_18639
OG0001711	XENTR06620, XENTR13096	AMPFI_23859, AMPFI_17093
OG0001712	XENTR05564, XENTR02704	AMPFI_01037, AMPFI_08833
OG0001713	XENTR06081	AMPFI_07986
OG0001714	XENTR03907	AMPFI_05879
OG0001714	XENTR16567	AMPFI_12759
OG0001716	XENTR15426	AMPFI_13866
OG0001720	XENTR17421, XENTR17422, XENTR01149	AMPFI_01920
OG0001721	XENTR13555, XENTR07868, XENTR08455	AMPFI_11273
OG0001724	XENTR07871	AMPFI_12909
OG0001726	XENTR10952	AMPFI_23403
OG0001726	XENTR11726	AMPFI_15123
OG0001727	XENTR02406, XENTR00200, XENTR00201	AMPFI_09267
OG0001728	XENTR08116, XENTR00572	AMPFI_01049
OG0001729	XENTR02877, XENTR02809	AMPFI_05820
OG0001730	XENTR00053, XENTR16791	AMPFI_09157
OG0001731	XENTR15747	AMPFI_18090, AMPFI_24445
OG0001732	XENTR09057, XENTR03190	AMPFI_05707, AMPFI_19074
OG0001733	XENTR07919	AMPFI_08124
OG0001734	XENTR17630	AMPFI_02431
OG0001734	XENTR17863, XENTR17864, XENTR17631	AMPFI_02529
OG0001735	XENTR05402, XENTR16930	AMPFI_02680
OG0001736	XENTR10208, XENTR16350	AMPFI_04077
OG0001737	XENTR19032	AMPFI_20661
OG0001738	XENTR14124, XENTR16771	AMPFI_08169
OG0001739	XENTR13668, XENTR18284	AMPFI_18533
OG0001740	XENTR17497, XENTR16779	AMPFI_08487
OG0001743	XENTR07739	AMPFI_21237
OG0001744	XENTR01893	AMPFI_00412
OG0001746	XENTR17012	AMPFI_09609
OG0001747	XENTR01108, XENTR03213, XENTR03209, XENTR03208, XENTR03210, XENTR03212, XENTR03211, XENTR03203, XENTR03204, XENTR07433	AMPFI_21460, AMPFI_03962
OG0001749	XENTR08701, XENTR03971, XENTR14372	AMPFI_24575, AMPFI_18873
OG0001752	XENTR05862, XENTR05863, XENTR10279	AMPFI_05645
OG0001755	XENTR09873	AMPFI_19529
OG0001756	XENTR08856	AMPFI_19308
OG0001756	XENTR02230	AMPFI_09088
OG0001757	XENTR14855, XENTR13413	AMPFI_11105
OG0001759	XENTR14143	AMPFI_25203
OG0001760	XENTR10103	AMPFI_13517
OG0001768	XENTR02663	AMPFI_03119
OG0001768	XENTR00583	AMPFI_14756, AMPFI_14757
OG0001769	XENTR12819	AMPFI_17583
OG0001769	XENTR13309	AMPFI_24487
OG0001770	XENTR05192, XENTR05256, XENTR09738, XENTR01019	AMPFI_16335
OG0001772	XENTR14857, XENTR14769, XENTR13408	AMPFI_24282, AMPFI_16628, AMPFI_22476, AMPFI_21430
OG0001774	XENTR10461	AMPFI_10680
OG0001775	XENTR08314, XENTR15724	AMPFI_09788
OG0001778	XENTR16949, XENTR16948	AMPFI_14017, AMPFI_10692
OG0001780	XENTR00800	AMPFI_07742
OG0001781	XENTR01701	AMPFI_23560
OG0001781	XENTR12943	AMPFI_08314
OG0001782	XENTR03438	AMPFI_24297
OG0001782	XENTR07561	AMPFI_12965
OG0001783	XENTR01760, XENTR09127	AMPFI_24257, AMPFI_01182
OG0001785	XENTR09347	AMPFI_02986, AMPFI_16358
OG0001787	XENTR16345, XENTR10666, XENTR10665, XENTR13689	AMPFI_25681
OG0001788	XENTR05179	AMPFI_09753
OG0001789	XENTR01158, XENTR11105	AMPFI_24598, AMPFI_14245
OG0001792	XENTR07735	AMPFI_21133
OG0001792	XENTR11934, XENTR11933	AMPFI_07829
OG0001793	XENTR10072	AMPFI_17091
OG0001794	XENTR10714	AMPFI_09033
OG0001796	XENTR03008, XENTR09342	AMPFI_24328, AMPFI_10392
OG0001798	XENTR16775, XENTR10051	AMPFI_13433, AMPFI_09922
OG0001800	XENTR11113, XENTR10796	AMPFI_11453
OG0001801	XENTR07950, XENTR17423, XENTR17424, XENTR15974, XENTR07415	AMPFI_12578
OG0001802	XENTR18670	AMPFI_15094, AMPFI_17886
OG0001803	XENTR06469, XENTR14813, XENTR04331	AMPFI_13781
OG0001804	XENTR12189, XENTR00869	AMPFI_10708
OG0001805	XENTR07066, XENTR17499	AMPFI_11465
OG0001806	XENTR00733, XENTR02566, XENTR02565	AMPFI_11361
OG0001807	XENTR12261	AMPFI_13156
OG0001808	XENTR15385, XENTR00368	AMPFI_01463
OG0001809	XENTR00099	AMPFI_15697
OG0001810	XENTR11814	AMPFI_19617
OG0001812	XENTR13693	AMPFI_01183, AMPFI_00507, AMPFI_00810
OG0001814	XENTR12256, XENTR09203	AMPFI_09086
OG0001816	XENTR04741	AMPFI_15030
OG0001818	XENTR08496, XENTR08495, XENTR08497, XENTR16571	AMPFI_13689
OG0001819	XENTR03393, XENTR03154	AMPFI_01254
OG0001820	XENTR11735, XENTR11739, XENTR08919	AMPFI_19349
OG0001822	XENTR17740	AMPFI_12887
OG0001823	XENTR01462, XENTR05709	AMPFI_19202
OG0001824	XENTR12094	AMPFI_18005
OG0001825	XENTR11940, XENTR09385, XENTR03315, XENTR13373, XENTR01399, XENTR12908	AMPFI_16509
OG0001827	XENTR06795	AMPFI_12500
OG0001828	XENTR16952	AMPFI_14487
OG0001829	XENTR00483, XENTR14302	AMPFI_21635, AMPFI_14667
OG0001830	XENTR04509, XENTR16727	AMPFI_00628
OG0001831	XENTR18275, XENTR17969	AMPFI_22534, AMPFI_24544
OG0001832	XENTR16823	AMPFI_01169
OG0001832	XENTR01410	AMPFI_13912
OG0001834	XENTR08408, XENTR02906	AMPFI_07413
OG0001835	XENTR09853	AMPFI_23564
OG0001846	XENTR18639, XENTR07601	AMPFI_05493
OG0001848	XENTR14304	AMPFI_19061
OG0001848	XENTR15790	AMPFI_12829
OG0001849	XENTR05212	AMPFI_09620
OG0001849	XENTR05214, XENTR06882	AMPFI_25919
OG0001851	XENTR10410	AMPFI_25094
OG0001852	XENTR14319, XENTR08373	AMPFI_09915
OG0001854	XENTR07106, XENTR07105	AMPFI_01259, AMPFI_13023, AMPFI_18179, AMPFI_15993, AMPFI_13024
OG0001855	XENTR04793	AMPFI_09460
OG0001856	XENTR00941, XENTR09781, XENTR05676, XENTR05677	AMPFI_19562
OG0001857	XENTR18087, XENTR13066	AMPFI_05151
OG0001858	XENTR01943	AMPFI_25738
OG0001859	XENTR08444	AMPFI_00003
OG0001861	XENTR07625	AMPFI_05758, AMPFI_05546
OG0001861	XENTR05532	AMPFI_02118
OG0001862	XENTR05039, XENTR12303, XENTR03115	AMPFI_04345, AMPFI_00240
OG0001863	XENTR01885	AMPFI_13121
OG0001864	XENTR04517, XENTR13336	AMPFI_00388
OG0001865	XENTR06410, XENTR04372	AMPFI_08697
OG0001867	XENTR18201	AMPFI_05628
OG0001868	XENTR12422	AMPFI_14717
OG0001869	XENTR12915	AMPFI_10638
OG0001870	XENTR05017, XENTR12751, XENTR08077, XENTR08078	AMPFI_13982
OG0001872	XENTR13643	AMPFI_20670
OG0001873	XENTR11870	AMPFI_03890
OG0001874	XENTR08894	AMPFI_11538
OG0001875	XENTR05396	AMPFI_04167
OG0001875	XENTR05593	AMPFI_06025
OG0001876	XENTR06060	AMPFI_19823
OG0001878	XENTR04362, XENTR12083, XENTR10903, XENTR05516	AMPFI_00022
OG0001879	XENTR12513	AMPFI_09991
OG0001881	XENTR16627, XENTR17045, XENTR12268	AMPFI_23664
OG0001882	XENTR06860, XENTR06863, XENTR05412	AMPFI_16163
OG0001883	XENTR04807, XENTR13720	AMPFI_12079
OG0001886	XENTR06797, XENTR15392	AMPFI_21596
OG0001888	XENTR17512, XENTR15191	AMPFI_13172
OG0001889	XENTR13126, XENTR01850	AMPFI_19720, AMPFI_19857
OG0001890	XENTR14057, XENTR07419, XENTR17098	AMPFI_12534
OG0001893	XENTR15523	AMPFI_19478
OG0001894	XENTR15449, XENTR08653	AMPFI_23829
OG0001895	XENTR16129	AMPFI_06234
OG0001896	XENTR06164, XENTR03942	AMPFI_00391
OG0001897	XENTR16598, XENTR13280, XENTR09183, XENTR08525	AMPFI_11385
OG0001898	XENTR15118	AMPFI_19357, AMPFI_23331
OG0001899	XENTR14578, XENTR09469	AMPFI_14699
OG0001900	XENTR02100	AMPFI_06753
OG0001901	XENTR18345	AMPFI_16364
OG0001903	XENTR07494	AMPFI_22480
OG0001913	XENTR06742, XENTR01451	AMPFI_20028
OG0001914	XENTR06764	AMPFI_23834, AMPFI_23742
OG0001915	XENTR06298	AMPFI_24256
OG0001916	XENTR10953	AMPFI_05143
OG0001916	XENTR12336	AMPFI_00220
OG0001917	XENTR00340, XENTR11451, XENTR14754, XENTR10651	AMPFI_25940
OG0001918	XENTR16543	AMPFI_18720
OG0001918	XENTR04216	AMPFI_24620
OG0001919	XENTR09434	AMPFI_20817
OG0001920	XENTR11529, XENTR17510, XENTR17509, XENTR00354	AMPFI_08261
OG0001923	XENTR13216	AMPFI_05606
OG0001925	XENTR17884, XENTR03374, XENTR12899	AMPFI_11073, AMPFI_16226
OG0001926	XENTR00430	AMPFI_12255
OG0001927	XENTR04644	AMPFI_08028
OG0001928	XENTR07469	AMPFI_03201
OG0001930	XENTR01448	AMPFI_11064
OG0001932	XENTR09901, XENTR15132	AMPFI_22509
OG0001933	XENTR06647	AMPFI_06742
OG0001934	XENTR05609	AMPFI_10308
OG0001935	XENTR00153	AMPFI_16321
OG0001935	XENTR08647	AMPFI_05252
OG0001936	XENTR08632	AMPFI_09706
OG0001936	XENTR04317	AMPFI_20180
OG0001937	XENTR17859	AMPFI_25708
OG0001939	XENTR02477, XENTR10993	AMPFI_25514
OG0001940	XENTR14019	AMPFI_23874
OG0001941	XENTR10384, XENTR17146	AMPFI_23257, AMPFI_25029, AMPFI_22977, AMPFI_02719
OG0001943	XENTR10899	AMPFI_17954
OG0001944	XENTR13879, XENTR13878	AMPFI_11227
OG0001945	XENTR03955, XENTR07870	AMPFI_00770
OG0001946	XENTR09726, XENTR07293, XENTR04877, XENTR04876	AMPFI_08294
OG0001947	XENTR07021, XENTR02357	AMPFI_19758
OG0001948	XENTR14766, XENTR08991, XENTR16041, XENTR06626	AMPFI_02982
OG0001949	XENTR01148, XENTR11100	AMPFI_14432
OG0001953	XENTR09118, XENTR10393	AMPFI_16409
OG0001956	XENTR05066	AMPFI_19282, AMPFI_00676, AMPFI_14451, AMPFI_17056
OG0001956	XENTR08133	AMPFI_03829
OG0001957	XENTR11349, XENTR12903, XENTR01129	AMPFI_20892
OG0001958	XENTR16906, XENTR09373, XENTR02730, XENTR00657	AMPFI_00496
OG0001961	XENTR01355, XENTR01247	AMPFI_18694
OG0001963	XENTR17226, XENTR11249, XENTR07153	AMPFI_06610
OG0001964	XENTR10264	AMPFI_15416
OG0001966	XENTR15870, XENTR04015	AMPFI_23585, AMPFI_04379
OG0001967	XENTR00364	AMPFI_04619
OG0001968	XENTR14913	AMPFI_03626
OG0001968	XENTR16410	AMPFI_02828
OG0001969	XENTR08255, XENTR15375	AMPFI_20288
OG0001971	XENTR06746, XENTR11941, XENTR05064, XENTR08132	AMPFI_13714
OG0001972	XENTR12033	AMPFI_15172
OG0001974	XENTR09807	AMPFI_21573
OG0001985	XENTR06332, XENTR03530	AMPFI_00548
OG0001986	XENTR01297	AMPFI_06341
OG0001987	XENTR04550, XENTR14677	AMPFI_15909
OG0001988	XENTR11854	AMPFI_17891
OG0001989	XENTR14006, XENTR12273	AMPFI_13109
OG0001990	XENTR12970	AMPFI_22626, AMPFI_02181
OG0001992	XENTR05527, XENTR15316	AMPFI_09449
OG0001993	XENTR06886	AMPFI_02374
OG0001994	XENTR10934, XENTR08885	AMPFI_17060
OG0001996	XENTR11695	AMPFI_15289
OG0001998	XENTR16338, XENTR14682	AMPFI_11941
OG0002000	XENTR12364	AMPFI_12151
OG0002001	XENTR12894	AMPFI_02709
OG0002002	XENTR06108, XENTR09713	AMPFI_00081
OG0002003	XENTR14361, XENTR02394	AMPFI_24835
OG0002004	XENTR18683	AMPFI_21797
OG0002005	XENTR02807, XENTR08268, XENTR01964	AMPFI_08128
OG0002006	XENTR12258, XENTR12259	AMPFI_06516
OG0002007	XENTR04883, XENTR07287	AMPFI_11296
OG0002008	XENTR08143, XENTR06727	AMPFI_06546
OG0002009	XENTR15588	AMPFI_08474, AMPFI_11951
OG0002009	XENTR12337, XENTR12338	AMPFI_13652
OG0002011	XENTR15809, XENTR12417	AMPFI_05538
OG0002012	XENTR15689, XENTR00529	AMPFI_22305
OG0002013	XENTR16536	AMPFI_00191, AMPFI_10559, AMPFI_10560
OG0002014	XENTR02871, XENTR11303	AMPFI_21176, AMPFI_02559
OG0002016	XENTR08295, XENTR04258	AMPFI_07033
OG0002017	XENTR14273, XENTR15282, XENTR15484	AMPFI_20559
OG0002018	XENTR12197, XENTR00896, XENTR09258, XENTR06435	AMPFI_23650
OG0002019	XENTR02945, XENTR17282	AMPFI_11037
OG0002020	XENTR01912, XENTR15447, XENTR08657	AMPFI_07498
OG0002023	XENTR12329, XENTR11622, XENTR16758	AMPFI_10310, AMPFI_25831
OG0002024	XENTR09931, XENTR16485	AMPFI_12404
OG0002025	XENTR01824	AMPFI_05377
OG0002026	XENTR08832	AMPFI_00510, AMPFI_07639
OG0002027	XENTR09267, XENTR07230, XENTR00276	AMPFI_12845
OG0002028	XENTR14364	AMPFI_05317
OG0002029	XENTR18899	AMPFI_14294
OG0002030	XENTR00366, XENTR13208, XENTR16901, XENTR04720	AMPFI_02627
OG0002031	XENTR15929, XENTR15928, XENTR08011	AMPFI_08223
OG0002032	XENTR02603	AMPFI_07992
OG0002034	XENTR02935	AMPFI_21516
OG0002035	XENTR13278, XENTR12372, XENTR13991	AMPFI_01549
