Orthogroup	XENTR	PFLAV
OG0000260	XENTR02375, XENTR07041	TCONS_00048892.p1
OG0000261	XENTR16283, XENTR07075, XENTR02029	TCONS_00022773.p1
OG0000263	XENTR08076	TCONS_00035956.p1
OG0000265	XENTR16202, XENTR06790, XENTR04690	TCONS_00015778.p1
OG0000265	XENTR16783	TCONS_00048368.p1
OG0000268	XENTR02299, XENTR06273, XENTR06272	TCONS_00056951.p1
OG0000268	XENTR08601, XENTR08600, XENTR12203	TCONS_00056936.p1
OG0000270	XENTR01639, XENTR12962	TCONS_00011867.p1
OG0000270	XENTR15949, XENTR01261	TCONS_00000584.p1
OG0000272	XENTR16722	TCONS_00005157.p1
OG0000272	XENTR12139, XENTR00222, XENTR10866	TCONS_00017292.p1
OG0000273	XENTR05880	TCONS_00052743.p1
OG0000273	XENTR04558	TCONS_00006176.p1
OG0000275	XENTR12980, XENTR06678	TCONS_00010942.p1
OG0000275	XENTR08145, XENTR07453, XENTR01933	TCONS_00030369.p1
OG0000276	XENTR11774, XENTR09720	TCONS_00030554.p1
OG0000277	XENTR14696, XENTR01190	TCONS_00004938.p1
OG0000277	XENTR10121, XENTR08844, XENTR08749	TCONS_00030524.p1
OG0000278	XENTR19229	TCONS_00045615.p1
OG0000278	XENTR09088	TCONS_00009844.p1
OG0000280	XENTR05041, XENTR11441, XENTR03406, XENTR03118	TCONS_00028111.p1, TCONS_00028123.p1
OG0000280	XENTR09398	TCONS_00000870.p1
OG0000280	XENTR05286	TCONS_00029109.p1
OG0000281	XENTR11395, XENTR11394, XENTR00724, XENTR17839, XENTR12423, XENTR05941, XENTR08165	TCONS_00007285.p1, TCONS_00007284.p1
OG0000281	XENTR05001, XENTR04901	TCONS_00030938.p1
OG0000282	XENTR02925, XENTR13973	TCONS_00055293.p1, TCONS_00055299.p1, TCONS_00056469.p1
OG0000282	XENTR07444	TCONS_00027170.p1
OG0000282	XENTR13582	TCONS_00026202.p1
OG0000284	XENTR07786, XENTR15522, XENTR13217	TCONS_00016164.p1, TCONS_00016165.p1, TCONS_00014716.p1, TCONS_00052056.p1, TCONS_00016169.p1, TCONS_00016167.p1
OG0000284	XENTR04307	TCONS_00046666.p1, TCONS_00052670.p1
OG0000286	XENTR17252, XENTR17250, XENTR17251	TCONS_00051360.p1
OG0000286	XENTR14882, XENTR03100	TCONS_00036258.p1, TCONS_00017713.p1, TCONS_00050380.p1, TCONS_00050379.p1, TCONS_00050705.p1, TCONS_00050726.p1, TCONS_00050727.p1, TCONS_00050729.p1
OG0000286	XENTR16087	TCONS_00051359.p1, TCONS_00051350.p1, TCONS_00051358.p1, TCONS_00050805.p1, TCONS_00051380.p1
OG0000286	XENTR08614, XENTR08615, XENTR17051	TCONS_00002609.p1, TCONS_00026539.p1, TCONS_00026526.p1
OG0000286	XENTR08670	TCONS_00000453.p1, TCONS_00027616.p1, TCONS_00003573.p1, TCONS_00001492.p1, TCONS_00040962.p1, TCONS_00040953.p1, TCONS_00040924.p1, TCONS_00040961.p1
OG0000288	XENTR03004	TCONS_00018785.p1
OG0000288	XENTR09626, XENTR07805	TCONS_00017749.p1
OG0000289	XENTR00324, XENTR04766	TCONS_00053984.p1
OG0000290	XENTR04155	TCONS_00019308.p1, TCONS_00032817.p1
OG0000295	XENTR01672	TCONS_00013638.p1, TCONS_00013221.p1, TCONS_00014416.p1, TCONS_00012427.p1
OG0000296	XENTR15309	TCONS_00012101.p1
OG0000296	XENTR04749, XENTR11549	TCONS_00054325.p1
OG0000296	XENTR17014, XENTR02673	TCONS_00029269.p1, TCONS_00029275.p1
OG0000296	XENTR06270, XENTR06080	TCONS_00020516.p1
OG0000297	XENTR05837, XENTR10437, XENTR10438, XENTR17204, XENTR02128, XENTR02129, XENTR16806	TCONS_00044885.p1
OG0000298	XENTR15513, XENTR15512, XENTR19224, XENTR17746, XENTR06109, XENTR04556	TCONS_00022152.p1, TCONS_00022103.p1
OG0000299	XENTR10892, XENTR10893, XENTR02454	TCONS_00044751.p1
OG0000300	XENTR05754	TCONS_00051728.p1, TCONS_00041285.p1
OG0000300	XENTR05964, XENTR06113	TCONS_00042413.p1, TCONS_00042459.p1
OG0000300	XENTR05895	TCONS_00006916.p1
OG0000301	XENTR10255	TCONS_00046298.p1, TCONS_00030550.p1
OG0000301	XENTR04265, XENTR08731, XENTR05595	TCONS_00030460.p1, TCONS_00030157.p1
OG0000301	XENTR00731, XENTR05032	TCONS_00026109.p1
OG0000301	XENTR12661	TCONS_00030156.p1
OG0000303	XENTR17264	TCONS_00057177.p1
OG0000305	XENTR15555	TCONS_00049715.p1
OG0000305	XENTR05359	TCONS_00019745.p1
OG0000305	XENTR04162, XENTR07218	TCONS_00020377.p1, TCONS_00020272.p1, TCONS_00020270.p1
OG0000307	XENTR13525, XENTR02085	TCONS_00003441.p1
OG0000307	XENTR01470	TCONS_00029082.p1, TCONS_00019733.p1, TCONS_00019723.p1
OG0000308	XENTR05341, XENTR03132	TCONS_00057161.p1, TCONS_00057159.p1
OG0000308	XENTR06275	TCONS_00007411.p1
OG0000309	XENTR18236, XENTR00768	TCONS_00047539.p1
OG0000310	XENTR02307, XENTR02306	TCONS_00020935.p1
OG0000312	XENTR10281, XENTR10282, XENTR04736, XENTR00030	TCONS_00028086.p1
OG0000312	XENTR12581	TCONS_00022862.p1
OG0000312	XENTR16372, XENTR10558	TCONS_00044132.p1, TCONS_00044224.p1
OG0000313	XENTR04895, XENTR02724	TCONS_00042682.p1
OG0000313	XENTR08592	TCONS_00050469.p1
OG0000313	XENTR05983, XENTR05982	TCONS_00049016.p1
OG0000314	XENTR09194, XENTR12236	TCONS_00053431.p1
OG0000314	XENTR04774, XENTR10527, XENTR11181	TCONS_00041694.p1, TCONS_00041695.p1
OG0000315	XENTR03674	TCONS_00006045.p1
OG0000315	XENTR04204, XENTR06293	TCONS_00057165.p1
OG0000315	XENTR02373	TCONS_00047575.p1
OG0000316	XENTR07574, XENTR05658	TCONS_00030421.p1
OG0000316	XENTR00550, XENTR11533	TCONS_00029806.p1
OG0000319	XENTR04638	TCONS_00021489.p1, TCONS_00021490.p1, TCONS_00021492.p1, TCONS_00021491.p1, TCONS_00045349.p1
OG0000319	XENTR08302	TCONS_00055966.p1
OG0000320	XENTR04771	TCONS_00045590.p1
OG0000321	XENTR04726	TCONS_00054648.p1
OG0000321	XENTR01810	TCONS_00042983.p1
OG0000321	XENTR09351, XENTR09906, XENTR02057, XENTR09352, XENTR09907	TCONS_00022869.p1
OG0000322	XENTR06441	TCONS_00022689.p1
OG0000323	XENTR18280	TCONS_00016624.p1
OG0000323	XENTR06278, XENTR08426	TCONS_00019989.p1
OG0000325	XENTR07161	TCONS_00036208.p1, TCONS_00031253.p1, TCONS_00031254.p2, TCONS_00031256.p1, TCONS_00027308.p1, TCONS_00037462.p1
OG0000325	XENTR03133, XENTR12265	TCONS_00026789.p1
OG0000326	XENTR10133, XENTR03102, XENTR17122	TCONS_00051511.p1
OG0000326	XENTR16483	TCONS_00022683.p1, TCONS_00021962.p1, TCONS_00020980.p1, TCONS_00021960.p1, TCONS_00021957.p1, TCONS_00021958.p1, TCONS_00021961.p1, TCONS_00056614.p1, TCONS_00056613.p1
OG0000329	XENTR05224, XENTR13205, XENTR13637, XENTR14193	TCONS_00003596.p1, TCONS_00002563.p1, TCONS_00021337.p1, TCONS_00021560.p1
OG0000330	XENTR13410, XENTR13411, XENTR13409, XENTR13412, XENTR03029, XENTR03030	TCONS_00009100.p1, TCONS_00009110.p1, TCONS_00009112.p1, TCONS_00009108.p1, TCONS_00009106.p1, TCONS_00044309.p1, TCONS_00016177.p1, TCONS_00015262.p1, TCONS_00010904.p1, TCONS_00009102.p1, TCONS_00009098.p1, TCONS_00010903.p1, TCONS_00010855.p1, TCONS_00009539.p1, TCONS_00003482.p1
OG0000331	XENTR05673, XENTR00936, XENTR09785, XENTR03900	TCONS_00008586.p1
OG0000332	XENTR14310, XENTR07549	TCONS_00031477.p1
OG0000333	XENTR16826	TCONS_00014899.p1
OG0000333	XENTR07996	TCONS_00044721.p1, TCONS_00002703.p1, TCONS_00045819.p1, TCONS_00045820.p1, TCONS_00045825.p1, TCONS_00025494.p1, TCONS_00025506.p1, TCONS_00025505.p1, TCONS_00025504.p1, TCONS_00025495.p1, TCONS_00014393.p1, TCONS_00014394.p1
OG0000338	XENTR03666, XENTR00810	TCONS_00006807.p1
OG0000338	XENTR00811, XENTR03279	TCONS_00006253.p1
OG0000338	XENTR12945	TCONS_00007127.p1
OG0000339	XENTR06902, XENTR11218	TCONS_00008981.p1, TCONS_00008974.p1, TCONS_00008979.p1, TCONS_00008978.p1, TCONS_00041930.p1, TCONS_00041933.p1, TCONS_00019931.p1, TCONS_00014499.p1
OG0000341	XENTR09328, XENTR07475, XENTR02979, XENTR12854	TCONS_00045365.p1
OG0000343	XENTR11384, XENTR11385, XENTR00663, XENTR09712	TCONS_00000994.p1
OG0000344	XENTR04022, XENTR04531, XENTR16339	TCONS_00006468.p1
OG0000344	XENTR18394	TCONS_00026346.p1
OG0000344	XENTR03764, XENTR07830	TCONS_00054946.p1, TCONS_00008395.p1, TCONS_00008396.p1, TCONS_00007036.p1, TCONS_00008894.p1, TCONS_00008025.p1, TCONS_00027278.p1, TCONS_00026304.p1, TCONS_00027279.p1, TCONS_00026356.p1, TCONS_00047146.p1, TCONS_00047154.p1, TCONS_00026336.p1, TCONS_00026341.p1, TCONS_00027240.p1, TCONS_00026874.p1
OG0000345	XENTR04999, XENTR04907, XENTR12817	TCONS_00031146.p1
OG0000346	XENTR17511, XENTR00075, XENTR04734	TCONS_00053050.p1, TCONS_00053093.p1
OG0000349	XENTR00525, XENTR13331, XENTR17614, XENTR17615, XENTR18310	TCONS_00045298.p1
OG0000350	XENTR15815, XENTR10276, XENTR02136, XENTR05748, XENTR16105	TCONS_00018385.p1
OG0000350	XENTR05868	TCONS_00031434.p1
OG0000350	XENTR14747, XENTR16793	TCONS_00009755.p1
OG0000350	XENTR09038, XENTR12529	TCONS_00009756.p1
OG0000352	XENTR04727, XENTR11543, XENTR14779	TCONS_00053533.p1
OG0000352	XENTR11161	TCONS_00055099.p1
OG0000352	XENTR18553	TCONS_00056445.p1
OG0000353	XENTR02225, XENTR09301, XENTR04872	TCONS_00030001.p1
OG0000356	XENTR04143	TCONS_00024066.p1, TCONS_00025424.p1
OG0000356	XENTR07422	TCONS_00030074.p1, TCONS_00024735.p1, TCONS_00024640.p1
OG0000357	XENTR10312, XENTR11352, XENTR14897	TCONS_00006770.p1
OG0000357	XENTR15970, XENTR17586, XENTR08879, XENTR13168	TCONS_00048191.p1
OG0000358	XENTR09276	TCONS_00037242.p1
OG0000358	XENTR00396	TCONS_00046701.p1
OG0000358	XENTR16746	TCONS_00037179.p1, TCONS_00037161.p1
OG0000358	XENTR09348	TCONS_00021276.p1, TCONS_00021752.p1
OG0000359	XENTR05950, XENTR00976	TCONS_00013824.p1
OG0000359	XENTR15161, XENTR14895, XENTR06527	TCONS_00021739.p1, TCONS_00012252.p1
OG0000359	XENTR09262	TCONS_00042042.p1
OG0000360	XENTR08788	TCONS_00056135.p1
OG0000360	XENTR18235	TCONS_00047755.p1
OG0000362	XENTR18283	TCONS_00022587.p1
OG0000363	XENTR18877	TCONS_00009940.p1, TCONS_00009923.p1
OG0000363	XENTR17199, XENTR06334, XENTR17198	TCONS_00006052.p1, TCONS_00002464.p1
OG0000364	XENTR07477	TCONS_00018286.p1, TCONS_00018299.p1, TCONS_00018279.p1, TCONS_00018290.p1, TCONS_00017256.p1, TCONS_00017257.p1, TCONS_00018289.p1, TCONS_00018297.p1, TCONS_00018296.p1, TCONS_00001102.p1, TCONS_00018287.p1, TCONS_00018291.p1, TCONS_00018285.p1
OG0000365	XENTR02627, XENTR09699, XENTR09824, XENTR03981, XENTR12218	TCONS_00053833.p1
OG0000367	XENTR00773, XENTR02827	TCONS_00049440.p1
OG0000367	XENTR18872, XENTR04515, XENTR03632	TCONS_00017935.p1
OG0000371	XENTR11137	TCONS_00015309.p1, TCONS_00016386.p1
OG0000372	XENTR05569, XENTR05568	TCONS_00029355.p1
OG0000372	XENTR06420	TCONS_00044124.p1
OG0000372	XENTR12969, XENTR16656	TCONS_00055414.p1
OG0000373	XENTR10296	TCONS_00006362.p1
OG0000374	XENTR12206, XENTR03156, XENTR06198	TCONS_00002547.p1
OG0000374	XENTR10123, XENTR08845	TCONS_00030526.p1
OG0000374	XENTR06197, XENTR03155	TCONS_00002546.p1
OG0000375	XENTR01003, XENTR07353, XENTR15338, XENTR09136	TCONS_00013336.p1
OG0000375	XENTR16323	TCONS_00046009.p1
OG0000378	XENTR12085, XENTR05893, XENTR15421, XENTR11577	TCONS_00001951.p1
OG0000378	XENTR06047, XENTR17806, XENTR08243	TCONS_00017780.p1
OG0000379	XENTR03681	TCONS_00005740.p1
OG0000379	XENTR09134	TCONS_00013597.p1
OG0000379	XENTR01840	TCONS_00013619.p1
OG0000379	XENTR07942	TCONS_00044694.p1
OG0000380	XENTR16530	TCONS_00040864.p1, TCONS_00038906.p1, TCONS_00015765.p1, TCONS_00044501.p1, TCONS_00034044.p1, TCONS_00014533.p1, TCONS_00051265.p1
OG0000380	XENTR15433	TCONS_00016402.p1, TCONS_00045778.p1
OG0000380	XENTR15662	TCONS_00037200.p1, TCONS_00044572.p1, TCONS_00026083.p1
OG0000380	XENTR02493	TCONS_00008319.p1, TCONS_00041135.p1
OG0000382	XENTR17328, XENTR11128	TCONS_00049124.p1
OG0000382	XENTR02893, XENTR02790, XENTR02892, XENTR02791	TCONS_00048188.p1
OG0000384	XENTR14248, XENTR04885	TCONS_00026546.p1
OG0000384	XENTR05374	TCONS_00019959.p1
OG0000385	XENTR08770, XENTR08013, XENTR01663, XENTR03165, XENTR03166, XENTR03167, XENTR08909	TCONS_00000219.p1
OG0000386	XENTR15040, XENTR18021, XENTR05259, XENTR18911, XENTR19193	TCONS_00021795.p1, TCONS_00024023.p1, TCONS_00025390.p1, TCONS_00048379.p1, TCONS_00009685.p1
OG0000389	XENTR17132	TCONS_00043098.p1
OG0000389	XENTR13046, XENTR07562	TCONS_00031058.p1
OG0000391	XENTR10506	TCONS_00027258.p1
OG0000391	XENTR14186, XENTR05222, XENTR03395, XENTR13204	TCONS_00003870.p1
OG0000392	XENTR05821, XENTR05820, XENTR16898, XENTR05822, XENTR00373	TCONS_00053118.p1
OG0000393	XENTR10938	TCONS_00035297.p1, TCONS_00035111.p1, TCONS_00000681.p1
OG0000393	XENTR11795	TCONS_00007376.p1
OG0000395	XENTR11886, XENTR11885, XENTR17144, XENTR02622	TCONS_00040479.p1
OG0000396	XENTR08117	TCONS_00028693.p1
OG0000397	XENTR18769	TCONS_00027690.p1
OG0000399	XENTR09009	TCONS_00010744.p1
OG0000399	XENTR15857, XENTR05296, XENTR05870	TCONS_00033335.p1
OG0000400	XENTR01263	TCONS_00000839.p1, TCONS_00000848.p1
OG0000401	XENTR02930	TCONS_00006320.p1, TCONS_00006317.p1, TCONS_00056947.p1
OG0000402	XENTR02219, XENTR11951, XENTR13580	TCONS_00027661.p1, TCONS_00041558.p1
OG0000402	XENTR12413	TCONS_00007774.p1, TCONS_00007776.p1, TCONS_00009297.p1, TCONS_00008069.p1, TCONS_00009298.p1, TCONS_00007087.p1, TCONS_00007773.p1, TCONS_00007089.p1
OG0000403	XENTR05766	TCONS_00022535.p1, TCONS_00002334.p1, TCONS_00002331.p1, TCONS_00002320.p1, TCONS_00022532.p1, TCONS_00022534.p1
OG0000403	XENTR00670, XENTR17855	TCONS_00000039.p1, TCONS_00001218.p1, TCONS_00002333.p1, TCONS_00022536.p1, TCONS_00022543.p1, TCONS_00016078.p1, TCONS_00018804.p1
OG0000404	XENTR04297, XENTR00047	TCONS_00054293.p1
OG0000404	XENTR15190	TCONS_00054584.p1
OG0000404	XENTR15188	TCONS_00053458.p1
OG0000405	XENTR12151, XENTR12577, XENTR12578, XENTR04243	TCONS_00029005.p1
OG0000409	XENTR11158, XENTR01144, XENTR10742, XENTR10743, XENTR10741, XENTR10740, XENTR11148, XENTR11149	TCONS_00047640.p1
OG0000410	XENTR15236, XENTR08231, XENTR08232, XENTR19019, XENTR18595, XENTR19175	TCONS_00043766.p1
OG0000411	XENTR12042, XENTR04225	TCONS_00000518.p1
OG0000411	XENTR06694	TCONS_00015591.p1
OG0000412	XENTR00072	TCONS_00047562.p1
OG0000412	XENTR04274	TCONS_00031385.p1
OG0000412	XENTR17107, XENTR15524	TCONS_00014987.p1, TCONS_00014980.p1, TCONS_00014982.p1, TCONS_00014985.p1
OG0000413	XENTR02384, XENTR00587, XENTR14291	TCONS_00011626.p1
OG0000413	XENTR06107, XENTR11920, XENTR09714	TCONS_00021738.p1
OG0000415	XENTR10423, XENTR12429, XENTR08187, XENTR02440, XENTR06896, XENTR06895, XENTR06897, XENTR06898, XENTR06892, XENTR06893, XENTR06894	TCONS_00043133.p1, TCONS_00042615.p1, TCONS_00049671.p1, TCONS_00049661.p1, TCONS_00019761.p1
OG0000416	XENTR17305, XENTR05440, XENTR12488, XENTR12486, XENTR12487, XENTR05445, XENTR05444, XENTR12485, XENTR05442, XENTR05443, XENTR16637	TCONS_00035217.p1
OG0000421	XENTR08101, XENTR08102, XENTR08100, XENTR04235, XENTR01412, XENTR15903, XENTR01411, XENTR15904	TCONS_00037029.p1, TCONS_00037027.p1, TCONS_00037026.p1, TCONS_00037025.p1, TCONS_00037028.p1, TCONS_00056194.p2, TCONS_00056197.p1, TCONS_00056198.p1, TCONS_00056183.p1, TCONS_00056184.p1
OG0000422	XENTR04080, XENTR07599	TCONS_00046248.p1, TCONS_00045180.p1, TCONS_00045181.p1
OG0000424	XENTR06704	TCONS_00036179.p1, TCONS_00031446.p1, TCONS_00031445.p1
OG0000425	XENTR12653, XENTR00617, XENTR02421	TCONS_00010844.p1
OG0000425	XENTR18784, XENTR10074	TCONS_00038275.p1, TCONS_00038300.p1
OG0000426	XENTR13177, XENTR13178	TCONS_00026285.p1
OG0000426	XENTR13136, XENTR11204, XENTR01857	TCONS_00012333.p1
OG0000427	XENTR16612	TCONS_00025042.p1
OG0000427	XENTR17783, XENTR06248	TCONS_00051959.p1, TCONS_00051958.p1, TCONS_00051956.p1
OG0000429	XENTR13742	TCONS_00017970.p1, TCONS_00017972.p1, TCONS_00016816.p1, TCONS_00017888.p1, TCONS_00017886.p1, TCONS_00016915.p1, TCONS_00017971.p1, TCONS_00017049.p1, TCONS_00018193.p1, TCONS_00018123.p1, TCONS_00018120.p1
OG0000430	XENTR00045, XENTR12676, XENTR12674, XENTR12675, XENTR12673, XENTR10139	TCONS_00025702.p1
OG0000431	XENTR00991	TCONS_00013224.p1
OG0000431	XENTR05779	TCONS_00043448.p1
OG0000431	XENTR09022, XENTR09024, XENTR09055	TCONS_00021923.p1
OG0000432	XENTR10719	TCONS_00054762.p1, TCONS_00005749.p1
OG0000432	XENTR02842, XENTR07037	TCONS_00048094.p1
OG0000433	XENTR13728, XENTR07334	TCONS_00012715.p1
OG0000433	XENTR08150, XENTR16244	TCONS_00002447.p1, TCONS_00001165.p1
OG0000434	XENTR02153	TCONS_00045696.p1, TCONS_00046744.p1, TCONS_00045692.p1, TCONS_00046746.p1, TCONS_00045695.p1, TCONS_00046745.p1, TCONS_00045585.p1, TCONS_00046892.p1
OG0000435	XENTR03847	TCONS_00046001.p1
OG0000436	XENTR17485, XENTR17484	TCONS_00020627.p1, TCONS_00020628.p1
OG0000442	XENTR03078, XENTR07242, XENTR07241	TCONS_00021580.p1
OG0000442	XENTR17716, XENTR12755	TCONS_00002190.p1
OG0000442	XENTR00127, XENTR16680	TCONS_00012602.p1
OG0000443	XENTR16164, XENTR16165	TCONS_00055579.p1
OG0000443	XENTR08253	TCONS_00028717.p1
OG0000444	XENTR16001, XENTR05337	TCONS_00023516.p1, TCONS_00023527.p1, TCONS_00023517.p1, TCONS_00023528.p1, TCONS_00023529.p1, TCONS_00023521.p1
OG0000445	XENTR04223	TCONS_00002401.p1, TCONS_00002110.p1, TCONS_00002102.p1, TCONS_00000750.p1
OG0000446	XENTR12284	TCONS_00018726.p1, TCONS_00017642.p1
OG0000446	XENTR09860	TCONS_00037495.p1
OG0000447	XENTR03570, XENTR16310, XENTR06964, XENTR06423	TCONS_00043056.p1
OG0000448	XENTR09535, XENTR16808, XENTR10820	TCONS_00044148.p1
OG0000450	XENTR14894, XENTR03676	TCONS_00006747.p1, TCONS_00006748.p1
OG0000454	XENTR15860	TCONS_00029324.p1
OG0000458	XENTR03626, XENTR03627, XENTR03628	TCONS_00046177.p1
OG0000458	XENTR03637, XENTR04639, XENTR17840	TCONS_00044692.p1
OG0000459	XENTR07204, XENTR12836, XENTR12837	TCONS_00055691.p1, TCONS_00055690.p1, TCONS_00055686.p1, TCONS_00055685.p1, TCONS_00055681.p1, TCONS_00055683.p1, TCONS_00055684.p1, TCONS_00055692.p1, TCONS_00055687.p1, TCONS_00055693.p1
OG0000460	XENTR16884	TCONS_00042098.p1
OG0000461	XENTR16800	TCONS_00019012.p1
OG0000461	XENTR03673, XENTR10322, XENTR10323	TCONS_00027189.p1
OG0000463	XENTR15683, XENTR18055	TCONS_00023571.p1, TCONS_00023572.p1, TCONS_00023533.p1
OG0000463	XENTR05720, XENTR03129	TCONS_00028391.p1
OG0000465	XENTR04514	TCONS_00046928.p1, TCONS_00045554.p1
OG0000465	XENTR12030	TCONS_00051741.p1
OG0000466	XENTR12080, XENTR12081	TCONS_00055165.p1, TCONS_00055198.p1, TCONS_00055551.p1, TCONS_00056318.p1, TCONS_00056377.p1, TCONS_00056378.p1, TCONS_00056319.p1, TCONS_00056320.p1, TCONS_00056380.p1, TCONS_00056381.p1
OG0000467	XENTR13171, XENTR04831, XENTR01243, XENTR00763	TCONS_00049014.p1
OG0000468	XENTR14149, XENTR14150, XENTR14148, XENTR14151	TCONS_00023318.p1, TCONS_00024958.p1, TCONS_00023321.p1, TCONS_00023193.p1, TCONS_00023191.p1, TCONS_00023328.p1, TCONS_00023322.p1
OG0000468	XENTR15317	TCONS_00042224.p1
OG0000469	XENTR07061, XENTR03510, XENTR16136, XENTR06384, XENTR06808	TCONS_00048981.p1
OG0000469	XENTR18040, XENTR09815	TCONS_00027949.p1
OG0000470	XENTR07308, XENTR18456	TCONS_00014594.p1
OG0000470	XENTR08990	TCONS_00009548.p1, TCONS_00010825.p1
OG0000471	XENTR04919, XENTR04918, XENTR05004, XENTR08938	TCONS_00031390.p1
OG0000472	XENTR17375, XENTR17373	TCONS_00022965.p1, TCONS_00037384.p1
OG0000473	XENTR07541, XENTR04001, XENTR14187, XENTR04930	TCONS_00030345.p1, TCONS_00054731.p1, TCONS_00001860.p1, TCONS_00030859.p1, TCONS_00030858.p1, TCONS_00030860.p1, TCONS_00057149.p1, TCONS_00057150.p1, TCONS_00055947.p1
OG0000474	XENTR05228, XENTR06948, XENTR12871, XENTR17592	TCONS_00019156.p1
OG0000475	XENTR00403, XENTR16167	TCONS_00003775.p1
OG0000476	XENTR14517	TCONS_00015826.p1, TCONS_00015827.p1
OG0000476	XENTR09662	TCONS_00004869.p2, TCONS_00014664.p1
OG0000478	XENTR07036	TCONS_00048865.p1, TCONS_00048864.p1, TCONS_00048866.p1
OG0000478	XENTR06377, XENTR05971, XENTR07968	TCONS_00053620.p1
OG0000479	XENTR00167, XENTR14181	TCONS_00000492.p1
OG0000479	XENTR15349, XENTR00798	TCONS_00006853.p1
OG0000480	XENTR10551, XENTR10531, XENTR04392, XENTR10532, XENTR01398, XENTR09020, XENTR09018, XENTR09017	TCONS_00050190.p1
OG0000481	XENTR18341	TCONS_00005590.p1
OG0000481	XENTR07539, XENTR12694	TCONS_00030958.p1
OG0000482	XENTR00585	TCONS_00010200.p1
OG0000485	XENTR04208, XENTR03378	TCONS_00056294.p1, TCONS_00056292.p1
OG0000485	XENTR10818	TCONS_00035498.p1
OG0000486	XENTR07282, XENTR04857	TCONS_00055977.p1, TCONS_00056066.p1, TCONS_00055302.p1, TCONS_00052656.p1, TCONS_00053745.p1, TCONS_00031403.p1, TCONS_00012362.p1
OG0000487	XENTR02388	TCONS_00010004.p1, TCONS_00010012.p1, TCONS_00010010.p1, TCONS_00010011.p1, TCONS_00010014.p1, TCONS_00010016.p1
OG0000487	XENTR15492	TCONS_00018203.p1, TCONS_00017152.p1
OG0000488	XENTR13001, XENTR13002, XENTR02455	TCONS_00010218.p1
OG0000489	XENTR00237, XENTR09516, XENTR00238, XENTR11465	TCONS_00017175.p1
OG0000490	XENTR04016, XENTR06481, XENTR16561, XENTR06162, XENTR06161	TCONS_00016246.p1
OG0000491	XENTR05260, XENTR04378, XENTR03295	TCONS_00044061.p1
OG0000494	XENTR11154, XENTR04560, XENTR01512, XENTR10308	TCONS_00005711.p1, TCONS_00017975.p1
OG0000495	XENTR00150, XENTR00149	TCONS_00050801.p1, TCONS_00051682.p1, TCONS_00051680.p1, TCONS_00051676.p1, TCONS_00051681.p1, TCONS_00051678.p1, TCONS_00051677.p1, TCONS_00022857.p1, TCONS_00022855.p1, TCONS_00021729.p1, TCONS_00021730.p1, TCONS_00022526.p1, TCONS_00004798.p1, TCONS_00037767.p1, TCONS_00006089.p1, TCONS_00006092.p1
OG0000496	XENTR02898	TCONS_00002699.p1
OG0000497	XENTR12510, XENTR13344	TCONS_00006015.p1
OG0000497	XENTR06183, XENTR09162	TCONS_00016143.p1
OG0000498	XENTR06646, XENTR04610, XENTR08348, XENTR02958, XENTR10209	TCONS_00008734.p1
OG0000499	XENTR04148	TCONS_00004484.p1
OG0000503	XENTR11822, XENTR11424, XENTR11425, XENTR12881, XENTR12882	TCONS_00023137.p1
OG0000503	XENTR10022	TCONS_00016415.p1
OG0000504	XENTR18610, XENTR02766, XENTR13287, XENTR05277	TCONS_00028051.p1
OG0000505	XENTR15726, XENTR09584, XENTR09585, XENTR10436, XENTR09693, XENTR09694	TCONS_00048589.p1, TCONS_00031917.p1, TCONS_00031941.p1
OG0000505	XENTR09583, XENTR09695	TCONS_00031914.p1
OG0000508	XENTR06935	TCONS_00056880.p1, TCONS_00056893.p1
OG0000508	XENTR13428	TCONS_00019601.p1
OG0000510	XENTR16454, XENTR14055, XENTR06353, XENTR15990	TCONS_00019767.p1, TCONS_00020826.p1
OG0000514	XENTR05611, XENTR01673	TCONS_00013334.p1
OG0000515	XENTR09527	TCONS_00037550.p1
OG0000516	XENTR10354, XENTR15576, XENTR10452	TCONS_00008150.p1
OG0000516	XENTR08167	TCONS_00009366.p1
OG0000519	XENTR04553	TCONS_00005130.p1
OG0000520	XENTR10317, XENTR14896	TCONS_00004595.p1
OG0000520	XENTR14507, XENTR14506, XENTR02607	TCONS_00035177.p1
OG0000521	XENTR12652, XENTR09000, XENTR04152, XENTR14112	TCONS_00011900.p1, TCONS_00040878.p1
OG0000522	XENTR11563	TCONS_00019381.p1, TCONS_00019380.p1, TCONS_00025944.p1, TCONS_00025880.p1, TCONS_00056298.p2, TCONS_00027495.p1
OG0000524	XENTR09435	TCONS_00030250.p1
OG0000525	XENTR09923, XENTR09922	TCONS_00016658.p1
OG0000525	XENTR10927, XENTR01759, XENTR09125	TCONS_00013078.p1
OG0000526	XENTR14537, XENTR00608	TCONS_00041894.p1, TCONS_00042136.p1, TCONS_00043491.p1, TCONS_00015113.p1, TCONS_00042832.p1
OG0000527	XENTR01298, XENTR15872	TCONS_00017774.p1
OG0000527	XENTR17958	TCONS_00017773.p1
OG0000528	XENTR08509, XENTR02076, XENTR15793, XENTR01661	TCONS_00011667.p1
OG0000529	XENTR04688	TCONS_00014944.p1
OG0000529	XENTR16534, XENTR03224, XENTR04094	TCONS_00051513.p1
OG0000530	XENTR09841, XENTR08688, XENTR03985	TCONS_00054317.p1
