Orthogroup	XENTR	MOUSE
OG0001410	XENTR04211	MOUSE22570, MOUSE22569, MOUSE22568
OG0001410	XENTR11331	MOUSE38530, MOUSE38529
OG0001410	XENTR08205	MOUSE29320, MOUSE29323, MOUSE29321
OG0001411	XENTR05513	MOUSE36550, MOUSE36551
OG0001412	XENTR01134	MOUSE37382, MOUSE37381, MOUSE37384, MOUSE37385, MOUSE37383
OG0001413	XENTR10327	MOUSE37829, MOUSE37830
OG0001413	XENTR01450	MOUSE44789, MOUSE44788, MOUSE44787
OG0001414	XENTR16760	MOUSE18642, MOUSE18643, MOUSE18644
OG0001414	XENTR03396	MOUSE02910
OG0001415	XENTR00799	MOUSE15314, MOUSE15315
OG0001416	XENTR04093	MOUSE34919, MOUSE34918, MOUSE34917, MOUSE34915, MOUSE34916
OG0001416	XENTR17575	MOUSE04273, MOUSE04275, MOUSE04277, MOUSE04272, MOUSE04274, MOUSE04276
OG0001417	XENTR16786	MOUSE19933
OG0001417	XENTR13968	MOUSE05282
OG0001417	XENTR05604	MOUSE19934
OG0001418	XENTR11447	MOUSE48894
OG0001418	XENTR00014	MOUSE33585, MOUSE33584, MOUSE33582, MOUSE33583
OG0001418	XENTR05877	MOUSE48523, MOUSE48522
OG0001418	XENTR04739	MOUSE10457, MOUSE10451, MOUSE10456, MOUSE10455, MOUSE10454, MOUSE10453, MOUSE10452
OG0001419	XENTR07503, XENTR07502	MOUSE24456, MOUSE24455
OG0001419	XENTR02430, XENTR02429	MOUSE27366, MOUSE27363, MOUSE27364, MOUSE27365
OG0001420	XENTR12964	MOUSE07329
OG0001420	XENTR18542	MOUSE53623, MOUSE53625, MOUSE53624
OG0001420	XENTR07058	MOUSE52687
OG0001420	XENTR02347	MOUSE14541
OG0001420	XENTR02348	MOUSE14539
OG0001421	XENTR02091	MOUSE42751, MOUSE42755, MOUSE42754, MOUSE42753
OG0001421	XENTR11642	MOUSE20249
OG0001421	XENTR10761	MOUSE08160, MOUSE08159
OG0001421	XENTR11862	MOUSE24554, MOUSE24560, MOUSE24559, MOUSE24561, MOUSE24562, MOUSE24558, MOUSE24556, MOUSE24557, MOUSE24553
OG0001422	XENTR07180	MOUSE26467, MOUSE26461, MOUSE26459
OG0001422	XENTR03319	MOUSE39837
OG0001423	XENTR11753	MOUSE17540, MOUSE17539
OG0001423	XENTR07724	MOUSE25516, MOUSE25512, MOUSE25514, MOUSE25513
OG0001423	XENTR12211	MOUSE50436
OG0001424	XENTR09472	MOUSE20236
OG0001424	XENTR01101	MOUSE01153, MOUSE01152
OG0001425	XENTR00165	MOUSE16522
OG0001425	XENTR10054	MOUSE51391
OG0001425	XENTR15292	MOUSE10602
OG0001426	XENTR10547	MOUSE15607
OG0001426	XENTR11607	MOUSE35131, MOUSE35132
OG0001426	XENTR18289	MOUSE04107, MOUSE04108
OG0001427	XENTR12966	MOUSE28295
OG0001428	XENTR08058	MOUSE34894, MOUSE34896, MOUSE34893, MOUSE19473
OG0001429	XENTR06303	MOUSE55263
OG0001429	XENTR08005	MOUSE00228, MOUSE00229
OG0001430	XENTR11865	MOUSE18637
OG0001430	XENTR09506	MOUSE20248
OG0001430	XENTR03841	MOUSE27511
OG0001430	XENTR12647	MOUSE42620
OG0001431	XENTR12951	MOUSE08755, MOUSE08756, MOUSE08757, MOUSE08758
OG0001431	XENTR14198	MOUSE05352
OG0001431	XENTR02286	MOUSE47889, MOUSE47890
OG0001432	XENTR14704	MOUSE29389
OG0001432	XENTR18322, XENTR18323	MOUSE35694, MOUSE35695
OG0001433	XENTR12757	MOUSE34100
OG0001433	XENTR01397	MOUSE13715
OG0001433	XENTR08074	MOUSE21744, MOUSE21743, MOUSE21745, MOUSE21742
OG0001434	XENTR14256, XENTR14257, XENTR14255	MOUSE32189, MOUSE32188
OG0001436	XENTR01109	MOUSE01177, MOUSE01176, MOUSE01175, MOUSE01178, MOUSE01174
OG0001437	XENTR07683	MOUSE19686
OG0001437	XENTR08203	MOUSE29315, MOUSE29316, MOUSE29317, MOUSE29314
OG0001438	XENTR00285	MOUSE29513
OG0001438	XENTR08739	MOUSE09504, MOUSE09510, MOUSE09509, MOUSE09507, MOUSE09505, MOUSE09508, MOUSE09506, MOUSE09511
OG0001439	XENTR02628	MOUSE51119, MOUSE51120
OG0001439	XENTR16250	MOUSE15889, MOUSE15891, MOUSE15890
OG0001440	XENTR02912, XENTR02913	MOUSE25141
OG0001440	XENTR13967	MOUSE05281
OG0001441	XENTR19038	MOUSE29186
OG0001441	XENTR15537	MOUSE12721, MOUSE12723, MOUSE12722, MOUSE12719, MOUSE12724, MOUSE12720
OG0001442	XENTR09401	MOUSE00569
OG0001442	XENTR05913	MOUSE54607, MOUSE54608
OG0001442	XENTR12864	MOUSE33802
OG0001445	XENTR00603	MOUSE28043, MOUSE28044
OG0001445	XENTR11995	MOUSE43177, MOUSE43176, MOUSE16757
OG0001446	XENTR11107	MOUSE04639
OG0001447	XENTR06688	MOUSE27483
OG0001447	XENTR11993	MOUSE43183
OG0001447	XENTR11860	MOUSE24581
OG0001449	XENTR18530	MOUSE35682, MOUSE35683, MOUSE35684, MOUSE35685, MOUSE35681
OG0001449	XENTR17594	MOUSE22414
OG0001451	XENTR01133	MOUSE37379
OG0001451	XENTR09852	MOUSE27131, MOUSE27130, MOUSE27132
OG0001452	XENTR05846	MOUSE10305
OG0001452	XENTR01476	MOUSE44844
OG0001452	XENTR12152	MOUSE30200, MOUSE30198
OG0001453	XENTR15215	MOUSE30224, MOUSE30225
OG0001453	XENTR02669	MOUSE51626, MOUSE51625
OG0001453	XENTR09383	MOUSE52256
OG0001454	XENTR01618	MOUSE03612, MOUSE03611
OG0001454	XENTR01050	MOUSE29689, MOUSE29692, MOUSE29690
OG0001455	XENTR00058	MOUSE33421, MOUSE33420
OG0001455	XENTR11013	MOUSE10542, MOUSE10541
OG0001455	XENTR05881	MOUSE48514
OG0001455	XENTR12230	MOUSE50421
OG0001456	XENTR09379	MOUSE52266, MOUSE52265
OG0001457	XENTR12907	MOUSE21714
OG0001457	XENTR05747, XENTR02139	MOUSE13575
OG0001457	XENTR01401	MOUSE21717, MOUSE21716, MOUSE13717
OG0001458	XENTR03285	MOUSE48244
OG0001458	XENTR14377	MOUSE54958, MOUSE54957
OG0001458	XENTR03961	MOUSE55371, MOUSE55365, MOUSE55370
OG0001458	XENTR03960	MOUSE55364, MOUSE55368, MOUSE55369
OG0001459	XENTR19263	MOUSE41970
OG0001460	XENTR14447	MOUSE11426, MOUSE11423, MOUSE11422, MOUSE11424
OG0001461	XENTR05990	MOUSE39120
OG0001462	XENTR15395	MOUSE24583, MOUSE24582, MOUSE24584
OG0001463	XENTR15129	MOUSE49422, MOUSE49423, MOUSE49421, MOUSE49420, MOUSE49419
OG0001463	XENTR03741	MOUSE49839, MOUSE49840, MOUSE49838
OG0001464	XENTR03158	MOUSE26209, MOUSE26208, MOUSE26207
OG0001464	XENTR17134	MOUSE32593, MOUSE32592
OG0001464	XENTR06200	MOUSE14773
OG0001465	XENTR17228	MOUSE34430, MOUSE34429
OG0001466	XENTR16300	MOUSE52956, MOUSE52958, MOUSE52960, MOUSE52959, MOUSE52957
OG0001466	XENTR03641	MOUSE19162
OG0001467	XENTR16639	MOUSE45067, MOUSE45066
OG0001468	XENTR04167	MOUSE22505
OG0001468	XENTR10607	MOUSE53195, MOUSE53196
OG0001468	XENTR03785	MOUSE02342
OG0001469	XENTR01908	MOUSE27763
OG0001469	XENTR01260	MOUSE00629
OG0001470	XENTR08880	MOUSE04730
OG0001470	XENTR08883	MOUSE04729, MOUSE04728, MOUSE04727
OG0001472	XENTR12389	MOUSE35226, MOUSE35228, MOUSE35227
OG0001472	XENTR13330	MOUSE29107, MOUSE29108
OG0001473	XENTR16670, XENTR04818	MOUSE14033
OG0001473	XENTR04817	MOUSE14034
OG0001474	XENTR18010	MOUSE27568, MOUSE27567
OG0001474	XENTR01827	MOUSE46193, MOUSE46194
OG0001475	XENTR12916	MOUSE34824, MOUSE34826, MOUSE34825, MOUSE34819, MOUSE34808, MOUSE34809, MOUSE34810, MOUSE34817, MOUSE34807, MOUSE34814, MOUSE34815, MOUSE34816, MOUSE34818, MOUSE34820, MOUSE34823
OG0001476	XENTR11401	MOUSE16255, MOUSE16258, MOUSE16256
OG0001477	XENTR00994	MOUSE46062, MOUSE46063
OG0001478	XENTR14390	MOUSE27453, MOUSE27451, MOUSE27450, MOUSE27452
OG0001479	XENTR01295	MOUSE31243, MOUSE31244
OG0001479	XENTR15874	MOUSE47409, MOUSE47405
OG0001479	XENTR09664	MOUSE25855, MOUSE25856
OG0001480	XENTR08394	MOUSE22219, MOUSE22220
OG0001480	XENTR14932	MOUSE53290, MOUSE53289, MOUSE53288, MOUSE53296, MOUSE53297, MOUSE53293
OG0001481	XENTR08156	MOUSE00030, MOUSE00028
OG0001481	XENTR03822	MOUSE07370, MOUSE07373, MOUSE07368, MOUSE07369, MOUSE07364, MOUSE07363
OG0001482	XENTR16187	MOUSE46256
OG0001482	XENTR10305	MOUSE37740, MOUSE37739
OG0001482	XENTR01513	MOUSE04374, MOUSE04372, MOUSE04376, MOUSE04375, MOUSE04373
OG0001483	XENTR10570	MOUSE05652, MOUSE05654, MOUSE47632, MOUSE47631
OG0001484	XENTR07065	MOUSE53748, MOUSE53749, MOUSE53750, MOUSE52709, MOUSE52710, MOUSE52703, MOUSE52708, MOUSE52704, MOUSE52702, MOUSE52705
OG0001485	XENTR03119	MOUSE44648
OG0001485	XENTR03410	MOUSE10100, MOUSE10098, MOUSE10097, MOUSE10099
OG0001486	XENTR14269	MOUSE41536, MOUSE41537, MOUSE41535
OG0001486	XENTR05434, XENTR04448, XENTR04449	MOUSE47343
OG0001487	XENTR03755	MOUSE49867, MOUSE49866
OG0001487	XENTR07678	MOUSE19692, MOUSE19693, MOUSE19694, MOUSE19691
OG0001488	XENTR17821	MOUSE45678, MOUSE45677
OG0001489	XENTR00338	MOUSE33270
OG0001489	XENTR12149	MOUSE13178, MOUSE13179, MOUSE13173, MOUSE13177, MOUSE13176, MOUSE13171, MOUSE13174, MOUSE13180, MOUSE13175
OG0001490	XENTR16191	MOUSE28079, MOUSE28081
OG0001490	XENTR12791	MOUSE20112, MOUSE20106
OG0001490	XENTR03053	MOUSE07918, MOUSE07919, MOUSE07917, MOUSE07920
OG0001491	XENTR09782	MOUSE06379, MOUSE06381, MOUSE06383, MOUSE06380, MOUSE06382
OG0001491	XENTR00937	MOUSE38680
OG0001492	XENTR06535	MOUSE04701
OG0001492	XENTR01139	MOUSE37399, MOUSE37397
OG0001493	XENTR09429	MOUSE11096, MOUSE11098
OG0001493	XENTR14218	MOUSE31559
OG0001493	XENTR06696	MOUSE20869
OG0001495	XENTR13170	MOUSE20162, MOUSE44563, MOUSE54696, MOUSE55120, MOUSE55122, MOUSE55123, MOUSE55126, MOUSE55121, MOUSE55124, MOUSE54519, MOUSE44520
OG0001496	XENTR07933	MOUSE40491, MOUSE40492, MOUSE40490
OG0001498	XENTR17050, XENTR18305	MOUSE15743
OG0001500	XENTR08590	MOUSE22932, MOUSE22931, MOUSE22929
OG0001500	XENTR12582	MOUSE53492, MOUSE53491
OG0001500	XENTR10830	MOUSE12949, MOUSE12952, MOUSE12951
OG0001501	XENTR06683, XENTR06684	MOUSE07106, MOUSE07104, MOUSE07103, MOUSE07108, MOUSE07102
OG0001501	XENTR12986	MOUSE28103, MOUSE28101, MOUSE28100, MOUSE28102, MOUSE28104
OG0001502	XENTR17438	MOUSE05923, MOUSE05925, MOUSE05924
OG0001503	XENTR14751	MOUSE48444
OG0001503	XENTR05638	MOUSE41776, MOUSE41774, MOUSE41777, MOUSE41772
OG0001504	XENTR02517	MOUSE28382, MOUSE28383, MOUSE28380, MOUSE28381, MOUSE28379
OG0001505	XENTR00271	MOUSE29456, MOUSE04126, MOUSE04125, MOUSE04124
OG0001506	XENTR00266	MOUSE29500
OG0001506	XENTR08441	MOUSE35074
OG0001506	XENTR08440	MOUSE35075
OG0001507	XENTR08992	MOUSE07522, MOUSE07519, MOUSE07520
OG0001507	XENTR07481	MOUSE49949, MOUSE49948
OG0001508	XENTR15984, XENTR15983	MOUSE45981, MOUSE45982
OG0001508	XENTR11480, XENTR11479	MOUSE44231, MOUSE44230, MOUSE44229, MOUSE44234, MOUSE44233, MOUSE44232
OG0001509	XENTR04021	MOUSE38245, MOUSE38247, MOUSE38246
OG0001509	XENTR04530	MOUSE37586
OG0001509	XENTR10571	MOUSE47629
OG0001509	XENTR03196	MOUSE52289
OG0001510	XENTR07005	MOUSE20754
OG0001510	XENTR12209	MOUSE50417, MOUSE50418, MOUSE50419, MOUSE50416
OG0001510	XENTR00355	MOUSE33174, MOUSE33173, MOUSE33176, MOUSE33177
OG0001511	XENTR03205	MOUSE22746, MOUSE22740, MOUSE22739, MOUSE22744, MOUSE22742, MOUSE22745, MOUSE22741, MOUSE22743
OG0001512	XENTR06982	MOUSE20712, MOUSE20713, MOUSE20711
OG0001512	XENTR02683	MOUSE44942, MOUSE44938, MOUSE44939, MOUSE44940, MOUSE44941
OG0001513	XENTR03148	MOUSE26246, MOUSE26245
OG0001513	XENTR05200	MOUSE02468, MOUSE02470, MOUSE02469, MOUSE02471
OG0001514	XENTR09780	MOUSE35821, MOUSE35822, MOUSE35820
OG0001514	XENTR10498	MOUSE46755
OG0001515	XENTR04041	MOUSE04853, MOUSE04849, MOUSE04850, MOUSE04851
OG0001515	XENTR04537	MOUSE02775, MOUSE02777, MOUSE02776
OG0001516	XENTR11018	MOUSE13217, MOUSE13218
OG0001517	XENTR13941	MOUSE13154
OG0001517	XENTR13905	MOUSE15948
OG0001517	XENTR09064	MOUSE37211, MOUSE37212, MOUSE37213
OG0001518	XENTR06101	MOUSE52417, MOUSE52416, MOUSE52422, MOUSE52424, MOUSE52423, MOUSE52425, MOUSE53077, MOUSE52419, MOUSE52418
OG0001518	XENTR10542	MOUSE15621
OG0001519	XENTR04354	MOUSE18415, MOUSE18423
OG0001519	XENTR07152	MOUSE33014, MOUSE33013, MOUSE33015
OG0001519	XENTR01425, XENTR01426, XENTR01427	MOUSE44757, MOUSE44756, MOUSE44755, MOUSE44753
OG0001520	XENTR12857	MOUSE34134, MOUSE34139, MOUSE34135, MOUSE34137, MOUSE34136, MOUSE34138
OG0001520	XENTR05173	MOUSE06660, MOUSE06662, MOUSE06661, MOUSE06668, MOUSE06664, MOUSE06666, MOUSE06667, MOUSE06665
OG0001521	XENTR14060, XENTR18950	MOUSE48456
OG0001521	XENTR14078	MOUSE10242
OG0001522	XENTR15230	MOUSE42847, MOUSE42848
OG0001522	XENTR06664	MOUSE07099
OG0001522	XENTR16658	MOUSE43311, MOUSE43310, MOUSE18117
OG0001523	XENTR10881	MOUSE45739, MOUSE45741
OG0001523	XENTR17742	MOUSE42024, MOUSE42028, MOUSE42026
OG0001524	XENTR09548	MOUSE21121
OG0001524	XENTR00484	MOUSE49229
OG0001525	XENTR12515	MOUSE37570, MOUSE37574, MOUSE37572, MOUSE37575, MOUSE37571
OG0001526	XENTR01289	MOUSE23723, MOUSE23721, MOUSE23722
OG0001526	XENTR17681	MOUSE25375, MOUSE25372, MOUSE25373, MOUSE25371, MOUSE25370, MOUSE25369, MOUSE25367, MOUSE25368
OG0001527	XENTR01509	MOUSE04311, MOUSE04310, MOUSE04313
OG0001527	XENTR15735	MOUSE13589
OG0001528	XENTR17324	MOUSE04103, MOUSE04104, MOUSE04100, MOUSE04102, MOUSE04101
OG0001528	XENTR04419	MOUSE15666, MOUSE15668, MOUSE15667, MOUSE15670, MOUSE15672, MOUSE15671, MOUSE15673, MOUSE15665
OG0001529	XENTR02811	MOUSE52864, MOUSE52868
OG0001529	XENTR02810	MOUSE52867, MOUSE52865, MOUSE52866, MOUSE52863, MOUSE52869, MOUSE52870
OG0001529	XENTR08383	MOUSE52745, MOUSE52750
OG0001530	XENTR13543	MOUSE11448, MOUSE11447
OG0001530	XENTR10562	MOUSE36978, MOUSE36976, MOUSE36977
OG0001531	XENTR12449	MOUSE20949, MOUSE20950, MOUSE20946, MOUSE20948
OG0001531	XENTR11571	MOUSE36117, MOUSE36116, MOUSE36114, MOUSE36115
OG0001531	XENTR08724	MOUSE03119, MOUSE03118
OG0001532	XENTR11612	MOUSE35123
OG0001532	XENTR16708	MOUSE04155
OG0001532	XENTR06237	MOUSE15421, MOUSE15419, MOUSE15420
OG0001533	XENTR07080	MOUSE13099
OG0001533	XENTR17861	MOUSE15783, MOUSE15785
OG0001534	XENTR05627	MOUSE14201, MOUSE14198, MOUSE14200, MOUSE14199
OG0001534	XENTR06763	MOUSE15122, MOUSE15124
OG0001536	XENTR00181	MOUSE18639
OG0001536	XENTR02934	MOUSE09966
OG0001538	XENTR15405	MOUSE24610, MOUSE24611, MOUSE24612
OG0001540	XENTR06044	MOUSE50910
OG0001540	XENTR15232, XENTR15233	MOUSE42840, MOUSE42841, MOUSE42853
OG0001540	XENTR13906	MOUSE15957, MOUSE15958, MOUSE15956
OG0001540	XENTR15078, XENTR15077, XENTR15079, XENTR15080, XENTR15081	MOUSE50911
OG0001545	XENTR08623	MOUSE19663, MOUSE19660, MOUSE19656, MOUSE19665
OG0001545	XENTR05315	MOUSE44861
OG0001545	XENTR18196	MOUSE30685, MOUSE30687, MOUSE30686, MOUSE30688, MOUSE30684
OG0001546	XENTR02403	MOUSE07046
OG0001546	XENTR05092	MOUSE18675
OG0001549	XENTR06613	MOUSE02003, MOUSE02005, MOUSE02006, MOUSE02007, MOUSE02004
OG0001549	XENTR07982	MOUSE41092, MOUSE41090, MOUSE41094, MOUSE41089, MOUSE41091
OG0001549	XENTR02588	MOUSE23486, MOUSE23487, MOUSE23485
OG0001550	XENTR12624	MOUSE53327
OG0001550	XENTR05520	MOUSE24814, MOUSE24815, MOUSE24813
OG0001551	XENTR05545, XENTR05547	MOUSE24761, MOUSE24759, MOUSE24760
OG0001552	XENTR07028	MOUSE52571, MOUSE52573, MOUSE52569, MOUSE52570, MOUSE52567, MOUSE52568, MOUSE52572
OG0001552	XENTR07027	MOUSE52563, MOUSE52564, MOUSE52565, MOUSE52566, MOUSE52562
OG0001553	XENTR02229	MOUSE47772, MOUSE47771
OG0001553	XENTR09430	MOUSE11102, MOUSE11100, MOUSE11099, MOUSE11101
OG0001553	XENTR09742	MOUSE03464, MOUSE03466, MOUSE03465
OG0001554	XENTR08488	MOUSE50205, MOUSE50202
OG0001554	XENTR05924	MOUSE54632
OG0001556	XENTR12703	MOUSE24734, MOUSE24733
OG0001556	XENTR11716	MOUSE07716, MOUSE07717, MOUSE07715, MOUSE07718
OG0001556	XENTR14115	MOUSE20303, MOUSE20302
OG0001557	XENTR11819	MOUSE27258
OG0001558	XENTR16416	MOUSE25248, MOUSE25247, MOUSE25246, MOUSE25245, MOUSE25249
OG0001558	XENTR06488	MOUSE47376, MOUSE47379, MOUSE47373
OG0001559	XENTR13444	MOUSE24618, MOUSE24617
OG0001559	XENTR09039	MOUSE11720
OG0001559	XENTR06623	MOUSE20118
OG0001560	XENTR12473	MOUSE32973, MOUSE32971, MOUSE32972, MOUSE32969
OG0001560	XENTR04353	MOUSE18411, MOUSE18412, MOUSE18410
OG0001560	XENTR13870	MOUSE44892, MOUSE44893
OG0001560	XENTR12299	MOUSE08985, MOUSE30177, MOUSE30176, MOUSE30175
OG0001561	XENTR16133	MOUSE40948, MOUSE40947, MOUSE40953, MOUSE40950, MOUSE40951, MOUSE40952, MOUSE40949
OG0001561	XENTR07954	MOUSE17306
OG0001561	XENTR01341	MOUSE14396, MOUSE14395, MOUSE14394
OG0001562	XENTR15269, XENTR15268, XENTR15270	MOUSE28416, MOUSE28415
OG0001562	XENTR03271	MOUSE23090
OG0001563	XENTR12134	MOUSE51339
OG0001564	XENTR03255	MOUSE22917, MOUSE22921, MOUSE22922, MOUSE22916, MOUSE22915, MOUSE22918
OG0001564	XENTR05932	MOUSE45322, MOUSE45323, MOUSE45324, MOUSE45325
OG0001565	XENTR14805	MOUSE50584, MOUSE50581, MOUSE50583, MOUSE50582, MOUSE50580, MOUSE50579
OG0001565	XENTR12160	MOUSE30141, MOUSE30140
OG0001566	XENTR12398, XENTR12399	MOUSE00194
OG0001566	XENTR04955	MOUSE55303, MOUSE55302, MOUSE55304
OG0001567	XENTR10094	MOUSE34755, MOUSE34756, MOUSE34757, MOUSE34758
OG0001567	XENTR00289	MOUSE29522, MOUSE29525
OG0001568	XENTR05615	MOUSE14020, MOUSE14021, MOUSE14017, MOUSE14016, MOUSE14018, MOUSE14019
OG0001569	XENTR02711	MOUSE47594
OG0001569	XENTR00703, XENTR00702	MOUSE53937, MOUSE53936, MOUSE53935
OG0001570	XENTR05431	MOUSE44020, MOUSE44021, MOUSE44017, MOUSE44014
OG0001571	XENTR14473	MOUSE50711, MOUSE50712
OG0001572	XENTR14408	MOUSE54749, MOUSE19684
OG0001572	XENTR03742	MOUSE49841
OG0001573	XENTR03987	MOUSE31358, MOUSE31355, MOUSE31356, MOUSE31357
OG0001573	XENTR08694	MOUSE32755
OG0001574	XENTR01390	MOUSE38567, MOUSE38566, MOUSE38568
OG0001574	XENTR06575	MOUSE06039
OG0001574	XENTR11497, XENTR11496	MOUSE42184, MOUSE42179, MOUSE42180
OG0001575	XENTR16150	MOUSE41044, MOUSE41045
OG0001576	XENTR15048	MOUSE10290, MOUSE10287, MOUSE10291, MOUSE10292, MOUSE10289, MOUSE10294, MOUSE10293
OG0001576	XENTR13227	MOUSE44864
OG0001577	XENTR08869	MOUSE35870, MOUSE35869, MOUSE35871, MOUSE35873, MOUSE35868, MOUSE35872
OG0001577	XENTR02240	MOUSE47869, MOUSE47870
OG0001578	XENTR01969	MOUSE12774, MOUSE12766
OG0001578	XENTR09544	MOUSE21125
OG0001579	XENTR06690	MOUSE01028, MOUSE01021, MOUSE01038, MOUSE01031, MOUSE01032, MOUSE01037, MOUSE01030, MOUSE01010, MOUSE01024, MOUSE01036, MOUSE01035, MOUSE01034, MOUSE01018, MOUSE01022, MOUSE01033, MOUSE01026, MOUSE01027, MOUSE01025, MOUSE01023, MOUSE01039, MOUSE01015, MOUSE01013, MOUSE01014, MOUSE01017, MOUSE01011, MOUSE01019, MOUSE01012, MOUSE01016, MOUSE01020
OG0001580	XENTR13327	MOUSE29104, MOUSE29103
OG0001580	XENTR07267	MOUSE43694, MOUSE43691, MOUSE43695, MOUSE43696
OG0001581	XENTR07619, XENTR15249	MOUSE24698, MOUSE24697, MOUSE24695, MOUSE24694, MOUSE24696
OG0001582	XENTR07708	MOUSE04519, MOUSE04518, MOUSE04517
OG0001582	XENTR01173	MOUSE37288, MOUSE37287
OG0001583	XENTR11561	MOUSE36152, MOUSE36154
OG0001583	XENTR14641	MOUSE21217
OG0001584	XENTR09628, XENTR09629	MOUSE15680, MOUSE15682, MOUSE15683, MOUSE15681
OG0001586	XENTR06970	MOUSE50137, MOUSE50136
OG0001589	XENTR13738	MOUSE06176, MOUSE06174, MOUSE06175
OG0001589	XENTR11338	MOUSE17048, MOUSE17047, MOUSE17051, MOUSE17050
OG0001590	XENTR10428	MOUSE27654
OG0001591	XENTR18380	MOUSE30444, MOUSE30442, MOUSE30437, MOUSE30438, MOUSE30440, MOUSE30439, MOUSE30443
OG0001591	XENTR18910, XENTR14328	MOUSE32273, MOUSE32275, MOUSE32272
OG0001592	XENTR11244	MOUSE51716, MOUSE51715, MOUSE51713, MOUSE51714
OG0001592	XENTR11243	MOUSE51718, MOUSE51717
OG0001593	XENTR08681, XENTR08680	MOUSE32562
OG0001593	XENTR02666	MOUSE51632, MOUSE51631, MOUSE51633, MOUSE51630
OG0001593	XENTR11433	MOUSE30807, MOUSE30806, MOUSE30799, MOUSE30803, MOUSE30800
OG0001594	XENTR11402	MOUSE16260
OG0001596	XENTR18374	MOUSE42091, MOUSE42094, MOUSE42092, MOUSE42093
OG0001596	XENTR16155	MOUSE09368, MOUSE09370, MOUSE09369
OG0001597	XENTR05372	MOUSE38913
OG0001597	XENTR10161	MOUSE46941, MOUSE46949, MOUSE46952, MOUSE46950
OG0001599	XENTR07390, XENTR07367	MOUSE06257, MOUSE06255
OG0001600	XENTR16112	MOUSE33841, MOUSE33842
OG0001600	XENTR13590	MOUSE53481, MOUSE06720
OG0001600	XENTR11793	MOUSE25359, MOUSE13644, MOUSE13647, MOUSE13646, MOUSE13645, MOUSE13643
OG0001602	XENTR04428	MOUSE27003, MOUSE27004, MOUSE27002, MOUSE27012, MOUSE27011, MOUSE27001, MOUSE26999, MOUSE27000, MOUSE27005, MOUSE27007, MOUSE27009, MOUSE27008, MOUSE27006, MOUSE27010
OG0001603	XENTR15113	MOUSE17807
OG0001603	XENTR12927	MOUSE17707, MOUSE17704, MOUSE17703
OG0001604	XENTR11091	MOUSE36002, MOUSE36001
OG0001604	XENTR13341	MOUSE04891, MOUSE04892
OG0001605	XENTR04606	MOUSE11891, MOUSE11892, MOUSE11890
OG0001606	XENTR08318	MOUSE19819, MOUSE19823, MOUSE19822, MOUSE19820, MOUSE19821
OG0001606	XENTR10494	MOUSE46734, MOUSE46733
OG0001607	XENTR12492	MOUSE43008
OG0001607	XENTR00637	MOUSE16125, MOUSE16127, MOUSE16126, MOUSE16128
OG0001607	XENTR10353	MOUSE24411, MOUSE24412
OG0001607	XENTR02637	MOUSE51167, MOUSE51163, MOUSE51165, MOUSE51161, MOUSE51164, MOUSE51162
OG0001609	XENTR06189	MOUSE12876
OG0001609	XENTR11285	MOUSE40801, MOUSE40800
OG0001610	XENTR16107	MOUSE33856, MOUSE33852, MOUSE33853, MOUSE33855
OG0001610	XENTR10867	MOUSE28650
OG0001610	XENTR00221	MOUSE16605, MOUSE19397, MOUSE13421
OG0001611	XENTR13532	MOUSE08216, MOUSE08215
OG0001611	XENTR13440	MOUSE24657, MOUSE24656
OG0001612	XENTR12835	MOUSE16377, MOUSE16379, MOUSE16380, MOUSE16381
OG0001612	XENTR11391	MOUSE52147, MOUSE52146, MOUSE52145, MOUSE52148
OG0001613	XENTR00997	MOUSE17708, MOUSE17709
OG0001614	XENTR03364	MOUSE01693, MOUSE01692
OG0001614	XENTR09810	MOUSE06439, MOUSE06438
OG0001615	XENTR04468	MOUSE27059, MOUSE27057, MOUSE27061
OG0001615	XENTR16398	MOUSE39391, MOUSE39390, MOUSE39392, MOUSE39389, MOUSE39393
OG0001617	XENTR11229	MOUSE40895, MOUSE40896
OG0001617	XENTR17736	MOUSE42003, MOUSE42000, MOUSE42001
OG0001617	XENTR07959	MOUSE17226
OG0001617	XENTR13009, XENTR13010	MOUSE42002
OG0001619	XENTR08523	MOUSE27703
OG0001619	XENTR00545	MOUSE19545
OG0001620	XENTR12935	MOUSE17818, MOUSE17820, MOUSE17821, MOUSE17822, MOUSE17823, MOUSE17824, MOUSE17819, MOUSE17825, MOUSE17817
OG0001620	XENTR03941	MOUSE24214, MOUSE24215
OG0001621	XENTR01806	MOUSE14973, MOUSE14972, MOUSE14969, MOUSE14970
OG0001621	XENTR05633	MOUSE14215
OG0001622	XENTR13104	MOUSE46681, MOUSE46686, MOUSE46682, MOUSE46683, MOUSE46685, MOUSE46684
OG0001622	XENTR02280	MOUSE47843, MOUSE47842, MOUSE47844
OG0001623	XENTR17580	MOUSE25474, MOUSE25473, MOUSE25472
OG0001623	XENTR06152	MOUSE25871, MOUSE25873, MOUSE25870
OG0001624	XENTR12858	MOUSE34133
OG0001624	XENTR07807	MOUSE29144, MOUSE29145, MOUSE29143, MOUSE29142, MOUSE32131, MOUSE32132
OG0001625	XENTR00351, XENTR00352	MOUSE33161, MOUSE33160, MOUSE33155, MOUSE33156, MOUSE33158, MOUSE33157
