Orthogroup	XENTR	DANRE
OG0000859	XENTR19026	DANRE14110, DANRE09123
OG0000859	XENTR03127	DANRE37658
OG0000859	XENTR05830	DANRE34320, DANRE34321
OG0000859	XENTR10647, XENTR10646	DANRE21314, DANRE21313, DANRE27682
OG0000860	XENTR06781	DANRE19228, DANRE19229, DANRE19230
OG0000860	XENTR03999	DANRE39966, DANRE39967
OG0000861	XENTR00233	DANRE14168, DANRE10478
OG0000863	XENTR05892	DANRE10032
OG0000866	XENTR12438	DANRE08582, DANRE21424
OG0000868	XENTR08506	DANRE11567, DANRE11568
OG0000868	XENTR04476	DANRE12042
OG0000869	XENTR08068	DANRE22964, DANRE22963, DANRE22965
OG0000869	XENTR11026	DANRE33411
OG0000871	XENTR14179	DANRE07004, DANRE07003
OG0000872	XENTR10169	DANRE25284, DANRE12354, DANRE25283, DANRE25280, DANRE25282, DANRE25281
OG0000872	XENTR12885	DANRE12355, DANRE12352, DANRE12353, DANRE31424
OG0000873	XENTR15243	DANRE00541, DANRE00542, DANRE21689, DANRE33650
OG0000873	XENTR11936	DANRE21688
OG0000873	XENTR08135	DANRE33651
OG0000874	XENTR03555	DANRE15945, DANRE15946
OG0000874	XENTR18666	DANRE08525, DANRE00850, DANRE00852, DANRE00851, DANRE15520
OG0000874	XENTR10470	DANRE09159
OG0000875	XENTR15432	DANRE18885, DANRE18882, DANRE28204, DANRE28280, DANRE28203, DANRE28205, DANRE28207, DANRE28206, DANRE28208, DANRE28209
OG0000875	XENTR08213	DANRE35854
OG0000876	XENTR06284, XENTR06285	DANRE24478, DANRE24477, DANRE24479
OG0000876	XENTR03810	DANRE23117, DANRE23116, DANRE23115, DANRE36571, DANRE36570
OG0000876	XENTR01097	DANRE41380
OG0000878	XENTR10168	DANRE12359
OG0000878	XENTR00725	DANRE12358, DANRE12360
OG0000878	XENTR09205	DANRE09130, DANRE09132, DANRE09131, DANRE09133, DANRE09129
OG0000879	XENTR10540	DANRE22248, DANRE22249
OG0000879	XENTR18110	DANRE33888, DANRE38206
OG0000879	XENTR03813	DANRE23042
OG0000880	XENTR11909, XENTR11908	DANRE36759, DANRE36756, DANRE36757
OG0000880	XENTR02551	DANRE02294
OG0000880	XENTR02382	DANRE30872, DANRE30873
OG0000880	XENTR15144	DANRE40327, DANRE40326
OG0000881	XENTR12933, XENTR12934	DANRE09222, DANRE13840, DANRE09221
OG0000881	XENTR11112, XENTR11328	DANRE34673, DANRE34674, DANRE07926, DANRE07927
OG0000882	XENTR03615	DANRE18780
OG0000882	XENTR02130	DANRE23952, DANRE23953, DANRE23954
OG0000882	XENTR16807	DANRE37050, DANRE37049
OG0000882	XENTR03617, XENTR03616	DANRE18776, DANRE18775, DANRE18777, DANRE18779, DANRE18778, DANRE18774
OG0000882	XENTR12051	DANRE15120, DANRE15121
OG0000883	XENTR11240	DANRE38413
OG0000883	XENTR08110	DANRE21589, DANRE21588
OG0000887	XENTR02978	DANRE02237, DANRE22542, DANRE22543
OG0000887	XENTR06287	DANRE24480
OG0000888	XENTR12831	DANRE13975, DANRE09386
OG0000888	XENTR13292, XENTR13291	DANRE28309
OG0000888	XENTR01928	DANRE33990, DANRE33989
OG0000889	XENTR17043	DANRE17250, DANRE17249
OG0000889	XENTR00818	DANRE33536
OG0000890	XENTR18941, XENTR07606, XENTR07605	DANRE17896
OG0000890	XENTR12846	DANRE16599, DANRE16600, DANRE16601
OG0000893	XENTR01359	DANRE25838
OG0000893	XENTR16287	DANRE25840
OG0000893	XENTR07052, XENTR07051	DANRE36977
OG0000894	XENTR12194	DANRE16233
OG0000894	XENTR04788	DANRE03636, DANRE03637, DANRE28552, DANRE28558, DANRE28553, DANRE28559
OG0000894	XENTR16604	DANRE30057
OG0000895	XENTR05065	DANRE19033
OG0000895	XENTR03432	DANRE00190
OG0000895	XENTR03123	DANRE12883
OG0000896	XENTR18869	DANRE27183
OG0000896	XENTR13448	DANRE18365, DANRE18364
OG0000896	XENTR09474	DANRE00892, DANRE00891
OG0000897	XENTR01334, XENTR01333	DANRE26250, DANRE26251
OG0000897	XENTR01226, XENTR03509	DANRE36838, DANRE40514, DANRE40513
OG0000898	XENTR03982	DANRE24566
OG0000898	XENTR12217	DANRE28890
OG0000899	XENTR11770, XENTR11769	DANRE39281
OG0000899	XENTR03655	DANRE06731, DANRE06730
OG0000900	XENTR07957	DANRE37018, DANRE37020, DANRE22462, DANRE22463, DANRE38428, DANRE38427
OG0000900	XENTR08949	DANRE31341, DANRE31340, DANRE31339, DANRE31342
OG0000900	XENTR16631	DANRE38426, DANRE38425, DANRE38422, DANRE38424, DANRE38423
OG0000900	XENTR11493	DANRE24788, DANRE24789, DANRE29507, DANRE29506, DANRE29503, DANRE29505, DANRE29504
OG0000904	XENTR10340	DANRE20075, DANRE20074, DANRE06232, DANRE06231
OG0000904	XENTR08923	DANRE05115, DANRE05114
OG0000904	XENTR04176	DANRE34681, DANRE34682
OG0000905	XENTR07482	DANRE38944, DANRE25791
OG0000905	XENTR18937	DANRE25774
OG0000906	XENTR15532, XENTR06172	DANRE19263
OG0000907	XENTR04660	DANRE26506, DANRE21488, DANRE21486, DANRE21487
OG0000907	XENTR05742	DANRE39569, DANRE39567, DANRE39568, DANRE39570
OG0000908	XENTR02189, XENTR02188, XENTR02186, XENTR02187, XENTR02185, XENTR02184	DANRE11316, DANRE40986
OG0000908	XENTR04273	DANRE05335
OG0000909	XENTR10672	DANRE18633, DANRE18637, DANRE18636, DANRE18635, DANRE18634, DANRE10754, DANRE10755
OG0000909	XENTR12839	DANRE43244, DANRE43245
OG0000909	XENTR08443	DANRE05844, DANRE05846, DANRE05845
OG0000911	XENTR18175	DANRE29022, DANRE29023, DANRE03444, DANRE03443
OG0000911	XENTR13431	DANRE23107, DANRE23108, DANRE23105, DANRE23104, DANRE23103, DANRE23106
OG0000911	XENTR10007	DANRE42638, DANRE42637
OG0000911	XENTR05207	DANRE36545, DANRE36544
OG0000912	XENTR06455	DANRE33561
OG0000912	XENTR12826	DANRE22054, DANRE22055
OG0000912	XENTR08744	DANRE06461
OG0000912	XENTR17481	DANRE15983
OG0000912	XENTR06537	DANRE20310, DANRE20311, DANRE08249, DANRE08250
OG0000913	XENTR01593	DANRE06706
OG0000913	XENTR13952	DANRE08772
OG0000914	XENTR11295	DANRE22546, DANRE22545
OG0000914	XENTR10460	DANRE39763, DANRE39764
OG0000914	XENTR02522	DANRE40362
OG0000914	XENTR02868	DANRE24949, DANRE24948, DANRE24950
OG0000915	XENTR06376	DANRE23018, DANRE23019, DANRE22768, DANRE22767
OG0000915	XENTR07971	DANRE36707, DANRE36706
OG0000915	XENTR14552	DANRE02290
OG0000915	XENTR15550	DANRE12496, DANRE12495
OG0000921	XENTR08015	DANRE09862, DANRE09863
OG0000921	XENTR09161	DANRE39952
OG0000923	XENTR08773	DANRE03489, DANRE03488, DANRE03490, DANRE42768, DANRE42769, DANRE42770, DANRE42771
OG0000923	XENTR13432	DANRE01688, DANRE01693, DANRE01689, DANRE23040
OG0000923	XENTR09911	DANRE42523, DANRE42522
OG0000923	XENTR09913	DANRE01690
OG0000925	XENTR13985	DANRE00252, DANRE00256, DANRE00255, DANRE00250, DANRE00254, DANRE00253, DANRE00251
OG0000925	XENTR02311	DANRE37121, DANRE37119, DANRE42422, DANRE42421, DANRE42420, DANRE37120
OG0000926	XENTR06553	DANRE24620, DANRE24621
OG0000927	XENTR00283	DANRE01936
OG0000927	XENTR14712	DANRE16153, DANRE16152, DANRE16151, DANRE42910
OG0000927	XENTR05915	DANRE33823, DANRE06403, DANRE06402
OG0000927	XENTR18984	DANRE37974, DANRE37973
OG0000928	XENTR05033	DANRE27687, DANRE27688, DANRE21003
OG0000928	XENTR05285	DANRE24965, DANRE24966, DANRE39163
OG0000929	XENTR00682	DANRE20492, DANRE38022
OG0000929	XENTR15957	DANRE24269, DANRE35282, DANRE35283, DANRE35284
OG0000929	XENTR09138	DANRE18912
OG0000929	XENTR05468, XENTR05469	DANRE15011
OG0000931	XENTR02004	DANRE04201
OG0000931	XENTR07908	DANRE20176
OG0000931	XENTR01984	DANRE35253
OG0000932	XENTR13910	DANRE39656, DANRE39655
OG0000932	XENTR16709	DANRE01028, DANRE01027
OG0000933	XENTR09950	DANRE11215
OG0000933	XENTR06630	DANRE20009, DANRE38011, DANRE38009
OG0000933	XENTR08513	DANRE05655, DANRE05654, DANRE05656
OG0000934	XENTR14739	DANRE41926, DANRE41925, DANRE41924, DANRE41923
OG0000934	XENTR18207	DANRE17314, DANRE17315
OG0000934	XENTR11383	DANRE40437
OG0000934	XENTR18032	DANRE31439
OG0000935	XENTR12574	DANRE12377, DANRE12378, DANRE37563, DANRE37564
OG0000935	XENTR06757	DANRE08991, DANRE13968, DANRE13967
OG0000935	XENTR07228	DANRE21030
OG0000935	XENTR08768	DANRE42779
OG0000936	XENTR02806	DANRE22478, DANRE36646
OG0000938	XENTR09019	DANRE03016
OG0000938	XENTR09487	DANRE07253, DANRE07254, DANRE07252, DANRE07251
OG0000938	XENTR03541, XENTR03542	DANRE15960, DANRE15529, DANRE15530
OG0000940	XENTR08691, XENTR08692	DANRE00412, DANRE00413
OG0000943	XENTR19197	DANRE25869, DANRE25868
OG0000943	XENTR06447	DANRE40729, DANRE40731, DANRE40730
OG0000944	XENTR14742	DANRE24388, DANRE24387, DANRE01130, DANRE01129
OG0000944	XENTR14462	DANRE06809
OG0000944	XENTR00679	DANRE06354
OG0000945	XENTR09889	DANRE38573, DANRE38572, DANRE38571
OG0000946	XENTR14125	DANRE38953, DANRE31325
OG0000947	XENTR08808	DANRE35473, DANRE35472, DANRE42151, DANRE42150, DANRE42152
OG0000947	XENTR01875	DANRE24883, DANRE24884, DANRE24882, DANRE28260
OG0000947	XENTR15993	DANRE10215
OG0000949	XENTR16409	DANRE19441
OG0000949	XENTR12925	DANRE14249
OG0000949	XENTR16343	DANRE15300, DANRE15301
OG0000949	XENTR13690	DANRE11410, DANRE11409
OG0000949	XENTR10671	DANRE18632, DANRE18631, DANRE18630, DANRE10756
OG0000950	XENTR14022	DANRE19560, DANRE19562, DANRE40927, DANRE40926
OG0000951	XENTR11436	DANRE10418, DANRE10419
OG0000951	XENTR10439	DANRE26017, DANRE26018
OG0000952	XENTR06419	DANRE20478, DANRE20479
OG0000952	XENTR10974	DANRE19201, DANRE19202
OG0000952	XENTR07516	DANRE06605, DANRE06606, DANRE06604
OG0000952	XENTR10972, XENTR10973	DANRE19204, DANRE19206, DANRE19205
OG0000953	XENTR16006	DANRE19601
OG0000953	XENTR05020	DANRE13570, DANRE09947
OG0000953	XENTR10025	DANRE02820
OG0000954	XENTR04163	DANRE35837
OG0000954	XENTR07350	DANRE29087
OG0000955	XENTR15251	DANRE16947, DANRE34598
OG0000955	XENTR15299	DANRE06010
OG0000957	XENTR13219, XENTR13218	DANRE28872, DANRE28871
OG0000957	XENTR09672	DANRE00386, DANRE00384
OG0000957	XENTR08642	DANRE34585, DANRE34586
OG0000958	XENTR16151	DANRE02719
OG0000960	XENTR00488	DANRE38907, DANRE38906, DANRE38905, DANRE12544, DANRE12542, DANRE12541, DANRE12543
OG0000960	XENTR16830	DANRE36890
OG0000963	XENTR09828	DANRE28340
OG0000963	XENTR00065	DANRE23590
OG0000964	XENTR11986, XENTR11979	DANRE13381, DANRE13380, DANRE13379
OG0000965	XENTR14312	DANRE07376
OG0000965	XENTR16944	DANRE37868
OG0000966	XENTR04933	DANRE07644, DANRE07643
OG0000966	XENTR10311	DANRE40850, DANRE40851, DANRE01429, DANRE01426, DANRE01428, DANRE01427, DANRE01430
OG0000967	XENTR08823	DANRE00803
OG0000967	XENTR06702	DANRE03536, DANRE03535
OG0000968	XENTR08955	DANRE30677
OG0000968	XENTR17733	DANRE26106
OG0000968	XENTR04038, XENTR04039	DANRE35064
OG0000968	XENTR04535	DANRE33908, DANRE33907
OG0000969	XENTR08014	DANRE09864
OG0000970	XENTR17949	DANRE03157
OG0000970	XENTR01182	DANRE33493, DANRE19214
OG0000972	XENTR13483, XENTR14024	DANRE40936, DANRE40935, DANRE40933, DANRE40932
OG0000972	XENTR02207	DANRE33608, DANRE33609, DANRE33606, DANRE33607, DANRE33610
OG0000973	XENTR15593	DANRE14561, DANRE14560, DANRE14559
OG0000974	XENTR01619	DANRE20581
OG0000976	XENTR10262	DANRE16182, DANRE41328, DANRE41326
OG0000978	XENTR01707	DANRE37039, DANRE37040, DANRE40773, DANRE40772
OG0000978	XENTR17274	DANRE38576
OG0000979	XENTR08662, XENTR08663, XENTR16278	DANRE05220, DANRE05219
OG0000981	XENTR14084	DANRE18988
OG0000982	XENTR15733	DANRE21553
OG0000982	XENTR18658	DANRE14101, DANRE09208
OG0000982	XENTR06997	DANRE39834, DANRE00506, DANRE00508
OG0000984	XENTR03417	DANRE19378, DANRE19379, DANRE19380, DANRE19381
OG0000984	XENTR01286, XENTR01285	DANRE21816, DANRE21815, DANRE21817
OG0000985	XENTR16979, XENTR16978	DANRE04256, DANRE05103, DANRE05104
OG0000985	XENTR04320, XENTR04319	DANRE00260
OG0000986	XENTR04261	DANRE05005
OG0000986	XENTR01926	DANRE00297, DANRE35316, DANRE35315
OG0000987	XENTR06356	DANRE28110
OG0000987	XENTR03812	DANRE36582, DANRE23126
OG0000988	XENTR12762	DANRE35176
OG0000988	XENTR06777, XENTR06778	DANRE19094, DANRE19093
OG0000988	XENTR09929	DANRE40003
OG0000989	XENTR17706	DANRE33209
OG0000989	XENTR18216, XENTR17530	DANRE32966, DANRE32685
OG0000989	XENTR16739, XENTR18881, XENTR18450, XENTR18330, XENTR16503	DANRE28105, DANRE28104
OG0000992	XENTR07391	DANRE30487, DANRE03990, DANRE03996, DANRE03997, DANRE03994
OG0000992	XENTR11894	DANRE10562, DANRE10561
OG0000993	XENTR14928	DANRE13216
OG0000994	XENTR15055	DANRE17301
OG0000994	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701	DANRE01452, DANRE01451
OG0000995	XENTR04796	DANRE16841, DANRE16843, DANRE16842, DANRE28496, DANRE28497, DANRE28495
OG0000995	XENTR07312	DANRE24817
OG0000996	XENTR00689	DANRE33745, DANRE33744, DANRE06309
OG0000996	XENTR11665	DANRE24287
OG0000996	XENTR03250	DANRE26741, DANRE26742, DANRE26739, DANRE26738, DANRE26740
OG0000999	XENTR05421	DANRE29607, DANRE29608, DANRE24716
OG0000999	XENTR17674, XENTR18093	DANRE38934, DANRE38936, DANRE25765, DANRE25766
OG0000999	XENTR05336	DANRE12419, DANRE12421, DANRE12420
OG0001000	XENTR02326	DANRE42294, DANRE42295
OG0001000	XENTR14403	DANRE07070, DANRE07071
OG0001000	XENTR05465	DANRE14961
OG0001000	XENTR00660, XENTR09708	DANRE00944
OG0001001	XENTR17916	DANRE00734, DANRE00733, DANRE37957, DANRE37956
OG0001001	XENTR02303	DANRE37124, DANRE37123, DANRE42439, DANRE42438
OG0001002	XENTR04429	DANRE38706, DANRE38705
OG0001003	XENTR06440	DANRE40912, DANRE40913, DANRE40910, DANRE40914, DANRE40911
OG0001004	XENTR11947	DANRE40173, DANRE40172, DANRE40171
OG0001004	XENTR00348	DANRE21514, DANRE21513, DANRE21515
OG0001004	XENTR12222	DANRE16753, DANRE28904, DANRE28905, DANRE28906
OG0001005	XENTR17351	DANRE36798, DANRE36796, DANRE36795, DANRE01792, DANRE01791
OG0001006	XENTR01787	DANRE15473
OG0001006	XENTR11011	DANRE40023, DANRE00151
OG0001006	XENTR09358	DANRE27457
OG0001007	XENTR03922	DANRE18273, DANRE18274
OG0001007	XENTR07754	DANRE40669, DANRE40663, DANRE40665
OG0001008	XENTR07071	DANRE31455, DANRE31458, DANRE31457, DANRE31456
OG0001008	XENTR13709	DANRE37707, DANRE37708, DANRE37709, DANRE25431, DANRE25430, DANRE25432
OG0001009	XENTR09611	DANRE10781
OG0001009	XENTR19086, XENTR04072	DANRE14714, DANRE14715
OG0001011	XENTR08483	DANRE08859
OG0001011	XENTR04705	DANRE15772, DANRE39513
OG0001011	XENTR12721	DANRE42860, DANRE42862, DANRE42861, DANRE42859, DANRE42863
OG0001012	XENTR07888	DANRE08919
OG0001012	XENTR14475	DANRE00992, DANRE08023, DANRE08022
OG0001012	XENTR17590, XENTR17589	DANRE42461, DANRE42462, DANRE15223, DANRE15221, DANRE15220, DANRE15222, DANRE15224
OG0001012	XENTR10096	DANRE01282
OG0001012	XENTR14494, XENTR18695	DANRE39697, DANRE00599, DANRE00600
OG0001012	XENTR15180	DANRE00905
OG0001013	XENTR01268	DANRE16533, DANRE28512
OG0001013	XENTR12519	DANRE15454, DANRE29403
OG0001013	XENTR05681	DANRE09337, DANRE09336, DANRE14020
OG0001013	XENTR13123	DANRE29097, DANRE04005, DANRE04004
OG0001015	XENTR03903, XENTR02699	DANRE36830
OG0001016	XENTR06361	DANRE23809, DANRE23808
OG0001016	XENTR11007	DANRE28181, DANRE24165, DANRE24166
OG0001017	XENTR06219	DANRE23148, DANRE23147, DANRE23146
OG0001018	XENTR12838	DANRE16608, DANRE16609
OG0001018	XENTR13405	DANRE11146, DANRE11145
OG0001019	XENTR19055	DANRE14405
OG0001019	XENTR18997	DANRE14404, DANRE09084, DANRE40539
OG0001021	XENTR03042	DANRE11742, DANRE11741, DANRE11743, DANRE11744
OG0001022	XENTR09212	DANRE41837, DANRE41838, DANRE41840
OG0001022	XENTR08786	DANRE06745
OG0001022	XENTR08785	DANRE06746
OG0001023	XENTR15705, XENTR15704	DANRE30665, DANRE30666
OG0001023	XENTR16017	DANRE38254, DANRE38252
OG0001023	XENTR02520	DANRE22441, DANRE43297, DANRE43298, DANRE22443, DANRE37001, DANRE37000, DANRE36998, DANRE36999
OG0001023	XENTR11481	DANRE03679, DANRE03680
OG0001024	XENTR05573	DANRE06260
OG0001024	XENTR09290	DANRE03283, DANRE11210, DANRE11211
OG0001024	XENTR01956	DANRE41223
OG0001026	XENTR01794	DANRE24755
OG0001027	XENTR14946	DANRE34291
OG0001027	XENTR18376	DANRE31125, DANRE31123, DANRE31124
OG0001028	XENTR08088	DANRE21742, DANRE21744, DANRE21743
OG0001029	XENTR00509	DANRE12697
OG0001029	XENTR04608	DANRE37177
OG0001029	XENTR00697	DANRE33751, DANRE33752
OG0001029	XENTR11720	DANRE09031, DANRE13693
OG0001030	XENTR10641	DANRE21685, DANRE28353
OG0001030	XENTR11652	DANRE17793, DANRE05538
OG0001030	XENTR00593	DANRE05568, DANRE05569
OG0001031	XENTR08916	DANRE05231
OG0001031	XENTR11732	DANRE16690
OG0001032	XENTR01314	DANRE18300, DANRE18301
OG0001032	XENTR15209	DANRE16885, DANRE16886, DANRE29809
OG0001032	XENTR06823	DANRE34198
OG0001033	XENTR11737	DANRE19218
OG0001033	XENTR02706	DANRE35345
OG0001033	XENTR00028	DANRE02095
OG0001033	XENTR04288, XENTR04289, XENTR10639	DANRE40162
OG0001034	XENTR13970	DANRE29926, DANRE29925, DANRE29927
OG0001034	XENTR02918	DANRE27195, DANRE27196, DANRE23974, DANRE23976, DANRE23973
OG0001036	XENTR15810	DANRE22471, DANRE22469
OG0001036	XENTR02160	DANRE10595, DANRE15083, DANRE15084, DANRE10596
OG0001037	XENTR06792	DANRE39620, DANRE39624, DANRE39622, DANRE39623, DANRE39619, DANRE34192, DANRE39621, DANRE34191, DANRE34188, DANRE34189, DANRE34190, DANRE26737, DANRE39625
OG0001037	XENTR04702	DANRE26734, DANRE26735, DANRE26736, DANRE24510
OG0001038	XENTR08755	DANRE15917, DANRE15918
OG0001038	XENTR10905	DANRE06671
OG0001038	XENTR13375	DANRE04444, DANRE22123, DANRE22124
OG0001039	XENTR00807	DANRE33581, DANRE33582
OG0001039	XENTR10799, XENTR11115	DANRE35466
OG0001042	XENTR15139	DANRE40759, DANRE40758, DANRE40284
OG0001042	XENTR17123	DANRE02474, DANRE02475, DANRE22411, DANRE22410
OG0001042	XENTR16376	DANRE12329, DANRE12330, DANRE12328, DANRE31604, DANRE31603
OG0001044	XENTR01479	DANRE37591, DANRE37590, DANRE37589
OG0001044	XENTR18041	DANRE19002
OG0001046	XENTR01853	DANRE29998, DANRE15431, DANRE15430
OG0001046	XENTR03892, XENTR03891	DANRE43288, DANRE29165
OG0001046	XENTR10518	DANRE30394, DANRE02971, DANRE02969, DANRE02970
OG0001047	XENTR15460	DANRE01241, DANRE08399, DANRE08397, DANRE08398, DANRE01243, DANRE01242
OG0001047	XENTR09715, XENTR19101	DANRE12244, DANRE12243, DANRE19750, DANRE19749
OG0001047	XENTR05905	DANRE06956, DANRE06957
OG0001048	XENTR06473	DANRE33726, DANRE33727
OG0001048	XENTR16609	DANRE19307, DANRE19308
OG0001049	XENTR00286	DANRE02648
OG0001049	XENTR02876	DANRE22854, DANRE22853, DANRE30738
OG0001049	XENTR03223	DANRE07752
OG0001050	XENTR18291	DANRE40771
OG0001050	XENTR03607	DANRE17632
OG0001050	XENTR01418, XENTR01419	DANRE37651, DANRE36467, DANRE25249, DANRE25251, DANRE25250
OG0001050	XENTR15902	DANRE09895, DANRE09896
OG0001051	XENTR02327	DANRE06749, DANRE42874, DANRE42875, DANRE06748, DANRE06750
OG0001052	XENTR06692	DANRE03271
OG0001052	XENTR04326	DANRE34546, DANRE34547
OG0001052	XENTR07297	DANRE04642
OG0001053	XENTR14072	DANRE28187, DANRE28188, DANRE28186, DANRE24594, DANRE24595
OG0001053	XENTR07099	DANRE23165
OG0001053	XENTR01123	DANRE42694, DANRE42693
OG0001053	XENTR07525	DANRE06732
OG0001053	XENTR04868, XENTR07295	DANRE05252
OG0001054	XENTR05688	DANRE14018, DANRE09333, DANRE14019
OG0001054	XENTR01830	DANRE29837
OG0001054	XENTR04823	DANRE43286, DANRE29468
OG0001054	XENTR17976	DANRE36034, DANRE30499
OG0001054	XENTR05689	DANRE14016, DANRE09332, DANRE14017
OG0001057	XENTR09898	DANRE22212
OG0001057	XENTR13492	DANRE07567, DANRE07566, DANRE00780, DANRE00781
OG0001057	XENTR07434	DANRE42445, DANRE42447, DANRE42446
OG0001057	XENTR15414	DANRE06049, DANRE06048
OG0001058	XENTR09698	DANRE00594, DANRE00593, DANRE39688, DANRE39689
OG0001058	XENTR10813	DANRE08014, DANRE08015, DANRE19843, DANRE19842
OG0001059	XENTR16833	DANRE11709, DANRE11710
OG0001060	XENTR14378	DANRE07143, DANRE07142
OG0001060	XENTR15320	DANRE30655
OG0001062	XENTR02358	DANRE28653, DANRE16543
OG0001062	XENTR00517	DANRE21837, DANRE21838
OG0001062	XENTR00439	DANRE26303, DANRE23617
OG0001063	XENTR01633	DANRE04656
OG0001065	XENTR14400	DANRE11578
OG0001065	XENTR14851	DANRE18855, DANRE18854, DANRE18853
OG0001066	XENTR08375, XENTR18939	DANRE40457
OG0001066	XENTR01227	DANRE40512, DANRE36839
OG0001067	XENTR15131, XENTR06306	DANRE42913
OG0001067	XENTR12290	DANRE16146
OG0001072	XENTR01131	DANRE34212, DANRE34213, DANRE33687, DANRE33686
OG0001072	XENTR14054	DANRE30991
OG0001073	XENTR03448	DANRE07148
OG0001073	XENTR09013	DANRE02614
OG0001075	XENTR14239	DANRE09111, DANRE09112, DANRE09110, DANRE09113, DANRE09109
OG0001075	XENTR06059	DANRE18109, DANRE18110, DANRE11682
OG0001076	XENTR04369	DANRE01059, DANRE01061, DANRE08511, DANRE08513, DANRE08512
OG0001076	XENTR03450	DANRE17845, DANRE17846, DANRE17844
OG0001077	XENTR02919	DANRE27192
OG0001077	XENTR03172	DANRE13619
OG0001078	XENTR16491	DANRE33231, DANRE33234, DANRE33233, DANRE33232
OG0001078	XENTR12278	DANRE22373, DANRE22374, DANRE22372, DANRE36986
OG0001078	XENTR05427	DANRE29517, DANRE24790, DANRE24791
OG0001078	XENTR16318	DANRE39097, DANRE39096, DANRE39098
OG0001079	XENTR02342	DANRE40520, DANRE40521
OG0001079	XENTR18570	DANRE39805
OG0001080	XENTR17306	DANRE10317
OG0001080	XENTR05053	DANRE38901, DANRE38902
OG0001081	XENTR11483, XENTR11482	DANRE12197, DANRE12196, DANRE12195
OG0001082	XENTR03787	DANRE01614
OG0001083	XENTR14939	DANRE11162, DANRE03313
OG0001083	XENTR08964	DANRE06572
OG0001083	XENTR02202, XENTR09760	DANRE11816, DANRE11815
OG0001084	XENTR03176	DANRE21390
OG0001084	XENTR06277	DANRE28176, DANRE28177
OG0001085	XENTR14464	DANRE36752, DANRE36751, DANRE22295
OG0001085	XENTR18960	DANRE39750, DANRE39751, DANRE02426
OG0001085	XENTR05968	DANRE30868, DANRE30869
OG0001085	XENTR02550	DANRE02298, DANRE02297, DANRE02296
OG0001086	XENTR14767	DANRE07854, DANRE07855, DANRE07853
OG0001086	XENTR08988, XENTR08989	DANRE34443
OG0001086	XENTR09494	DANRE06661, DANRE34442, DANRE34441, DANRE34444
OG0001088	XENTR12091	DANRE12098
OG0001088	XENTR01178	DANRE33509
OG0001089	XENTR06021	DANRE07983, DANRE07984, DANRE34147, DANRE34146, DANRE07986
OG0001091	XENTR05394	DANRE16115, DANRE41479
OG0001091	XENTR06870	DANRE03250
OG0001091	XENTR11806	DANRE14908, DANRE14909
OG0001091	XENTR06869	DANRE29822, DANRE03251
OG0001091	XENTR11805	DANRE14907
OG0001091	XENTR05395	DANRE41478
OG0001092	XENTR03567	DANRE15919, DANRE15921, DANRE15920
OG0001092	XENTR04358	DANRE01082, DANRE15922
OG0001093	XENTR14801	DANRE14894, DANRE14893
OG0001093	XENTR06916	DANRE03347, DANRE29218, DANRE29217
OG0001093	XENTR05391	DANRE16120, DANRE41468, DANRE41467, DANRE41466
OG0001094	XENTR06671	DANRE10894
OG0001094	XENTR12802	DANRE06835
OG0001094	XENTR09938	DANRE05547
OG0001095	XENTR12897	DANRE37105, DANRE37106
OG0001095	XENTR04215	DANRE21368, DANRE21367
OG0001096	XENTR04979, XENTR04980, XENTR10593	DANRE36317, DANRE41555, DANRE41553, DANRE41554
OG0001101	XENTR15140	DANRE40760
OG0001101	XENTR16380	DANRE43023, DANRE43024
OG0001101	XENTR13296	DANRE02373, DANRE40530, DANRE40528, DANRE40529
OG0001101	XENTR18754	DANRE02372
OG0001102	XENTR00597	DANRE05563
OG0001102	XENTR08075	DANRE05135
OG0001102	XENTR09517	DANRE05287, DANRE05288
OG0001103	XENTR11707	DANRE12024
OG0001103	XENTR08189	DANRE24316, DANRE24315, DANRE24314
OG0001104	XENTR13239	DANRE12309, DANRE12308
OG0001104	XENTR13771	DANRE15094
OG0001104	XENTR13900, XENTR18117	DANRE18450, DANRE18449, DANRE18448
OG0001105	XENTR09104	DANRE03125
OG0001106	XENTR12570	DANRE37557, DANRE37558
OG0001106	XENTR01358	DANRE26118, DANRE26117, DANRE26119
OG0001107	XENTR10533	DANRE01942, DANRE01943
OG0001107	XENTR02061	DANRE00878, DANRE00877, DANRE06921
OG0001107	XENTR02717	DANRE16573, DANRE16574, DANRE42251, DANRE42250
OG0001108	XENTR08568	DANRE22562, DANRE36536, DANRE36537, DANRE22561, DANRE22563
OG0001108	XENTR01519	DANRE07648, DANRE07647, DANRE07649, DANRE07646, DANRE07645
OG0001109	XENTR13118, XENTR13119	DANRE30375, DANRE30374
OG0001109	XENTR12458	DANRE05998, DANRE05997, DANRE05996
OG0001110	XENTR01316	DANRE26726, DANRE26727, DANRE24537, DANRE24538
OG0001110	XENTR07736	DANRE39856, DANRE19108
OG0001112	XENTR08598	DANRE36239
OG0001112	XENTR07078	DANRE15335, DANRE15332
OG0001112	XENTR02026, XENTR02027	DANRE20480, DANRE20481, DANRE15539, DANRE15538
OG0001113	XENTR03194	DANRE13286
OG0001114	XENTR05283, XENTR05282	DANRE12192, DANRE12194, DANRE25899
