Orthogroup	XENTR	STRPU_ok
OG0000548	XENTR14858, XENTR16215	STRPU_20610
OG0000548	XENTR09279, XENTR16463, XENTR06806	STRPU_22797, STRPU_01956
OG0000552	XENTR04244	STRPU_01962, STRPU_22803
OG0000552	XENTR15303	STRPU_05705
OG0000553	XENTR04835, XENTR02530, XENTR06601	STRPU_23171
OG0000553	XENTR15181, XENTR02641, XENTR10623, XENTR10625, XENTR10624	STRPU_03995, STRPU_03988
OG0000553	XENTR07370	STRPU_09287
OG0000560	XENTR09304	STRPU_20770, STRPU_20918, STRPU_20919, STRPU_01418, STRPU_23742, STRPU_10871
OG0000561	XENTR08505	STRPU_21549
OG0000562	XENTR08112	STRPU_26809
OG0000562	XENTR00450, XENTR10477	STRPU_25528
OG0000564	XENTR11680, XENTR00195, XENTR13086	STRPU_21576, STRPU_00279
OG0000564	XENTR11650, XENTR00592	STRPU_20975
OG0000565	XENTR14800	STRPU_12091, STRPU_12090, STRPU_26877
OG0000566	XENTR08128	STRPU_22145
OG0000566	XENTR02577	STRPU_14680
OG0000567	XENTR01468, XENTR04575, XENTR17225	STRPU_26517
OG0000567	XENTR15381	STRPU_18559
OG0000570	XENTR18916, XENTR18917, XENTR14036, XENTR01676	STRPU_23827, STRPU_23864, STRPU_23861, STRPU_23825, STRPU_23826, STRPU_23863, STRPU_23858, STRPU_23822, STRPU_23816, STRPU_23850
OG0000572	XENTR13098, XENTR15792	STRPU_21193
OG0000572	XENTR15287, XENTR08060, XENTR08059	STRPU_11231, STRPU_11269
OG0000573	XENTR00290, XENTR12035, XENTR12034	STRPU_11052, STRPU_00392
OG0000573	XENTR08127	STRPU_27100, STRPU_27089
OG0000574	XENTR07361	STRPU_08865, STRPU_00956
OG0000574	XENTR06500	STRPU_00802, STRPU_19767
OG0000575	XENTR00803, XENTR15351, XENTR11211, XENTR03152	STRPU_15788
OG0000576	XENTR08548, XENTR01107, XENTR13035	STRPU_23119
OG0000578	XENTR16212, XENTR09090, XENTR03873, XENTR03874	STRPU_21618
OG0000579	XENTR09281, XENTR02526, XENTR06804, XENTR04843, XENTR06803, XENTR06802	STRPU_23503
OG0000580	XENTR15703, XENTR08338	STRPU_12039, STRPU_01257, STRPU_12038
OG0000581	XENTR03879	STRPU_21308
OG0000581	XENTR01643, XENTR03880, XENTR01642	STRPU_21309
OG0000583	XENTR02046, XENTR15416, XENTR05897, XENTR15995	STRPU_17032, STRPU_01798
OG0000587	XENTR08579, XENTR15453, XENTR11141, XENTR11142	STRPU_06588, STRPU_06512
OG0000587	XENTR02064	STRPU_21487, STRPU_21496
OG0000588	XENTR06511, XENTR13248, XENTR15252	STRPU_00676, STRPU_18950
OG0000588	XENTR17128	STRPU_17075
OG0000589	XENTR11197, XENTR12066, XENTR01256, XENTR01604	STRPU_13052
OG0000590	XENTR14925, XENTR01750, XENTR12267, XENTR05220	STRPU_25115
OG0000590	XENTR09959, XENTR09960, XENTR17798, XENTR17799	STRPU_25616
OG0000591	XENTR07336	STRPU_08932
OG0000592	XENTR09881	STRPU_16888
OG0000592	XENTR09851	STRPU_15820, STRPU_15868
OG0000593	XENTR16603, XENTR04787, XENTR09811	STRPU_09183, STRPU_02152
OG0000594	XENTR12851, XENTR04133, XENTR12850, XENTR02361	STRPU_23518
OG0000597	XENTR17671, XENTR17670, XENTR19170, XENTR01128	STRPU_14406
OG0000597	XENTR02665, XENTR08682	STRPU_22530
OG0000598	XENTR17433, XENTR13111	STRPU_26530, STRPU_26404, STRPU_26772
OG0000600	XENTR03978, XENTR05099, XENTR03977, XENTR14383	STRPU_18065, STRPU_18063
OG0000601	XENTR10249, XENTR17602, XENTR17601, XENTR02697	STRPU_16081, STRPU_16088, STRPU_16087
OG0000602	XENTR02033, XENTR02032, XENTR03241	STRPU_06890, STRPU_06914
OG0000602	XENTR03242, XENTR15509, XENTR02031	STRPU_06715
OG0000603	XENTR06631, XENTR12110, XENTR06556	STRPU_00284, STRPU_21569
OG0000609	XENTR09031, XENTR09032	STRPU_24853
OG0000609	XENTR09422	STRPU_24616
OG0000610	XENTR06743, XENTR10275	STRPU_27140, STRPU_27141
OG0000610	XENTR09167, XENTR16828	STRPU_19602
OG0000611	XENTR00513	STRPU_26016
OG0000613	XENTR14077, XENTR01460	STRPU_26787
OG0000614	XENTR14290	STRPU_21878
OG0000615	XENTR05253, XENTR05188, XENTR16074, XENTR00273	STRPU_06171
OG0000616	XENTR16458	STRPU_03576
OG0000616	XENTR06048, XENTR12306	STRPU_03499, STRPU_03575, STRPU_03497
OG0000617	XENTR02359	STRPU_22373
OG0000618	XENTR12353	STRPU_17394, STRPU_17402
OG0000619	XENTR13390, XENTR07082, XENTR07081, XENTR09376	STRPU_06659
OG0000623	XENTR07882	STRPU_07960, STRPU_07951
OG0000623	XENTR16677, XENTR03896	STRPU_00318
OG0000624	XENTR10751, XENTR05400	STRPU_02433, STRPU_13713, STRPU_14119, STRPU_13328, STRPU_26382
OG0000625	XENTR00631, XENTR00632, XENTR00633, XENTR10082	STRPU_03700, STRPU_02905
OG0000626	XENTR08195, XENTR07632	STRPU_24334
OG0000627	XENTR10097, XENTR14582	STRPU_03283, STRPU_03246
OG0000628	XENTR12865, XENTR04952	STRPU_17753
OG0000628	XENTR02456, XENTR13000	STRPU_07211
OG0000629	XENTR14339	STRPU_19527
OG0000634	XENTR18822, XENTR18823, XENTR19156	STRPU_00599
OG0000635	XENTR06487	STRPU_25070
OG0000635	XENTR02072, XENTR02107	STRPU_17828
OG0000636	XENTR11087, XENTR12476	STRPU_09946
OG0000637	XENTR17167	STRPU_20362
OG0000639	XENTR14136, XENTR08621	STRPU_27017
OG0000639	XENTR10212, XENTR12548, XENTR02478	STRPU_25405
OG0000642	XENTR11733	STRPU_04607, STRPU_04606, STRPU_04846
OG0000643	XENTR10328	STRPU_14556
OG0000645	XENTR00518	STRPU_25221
OG0000646	XENTR04406	STRPU_11448
OG0000646	XENTR07263, XENTR07262, XENTR17137	STRPU_25760
OG0000647	XENTR17079	STRPU_06712
OG0000648	XENTR08177	STRPU_00211
OG0000648	XENTR08176	STRPU_25949, STRPU_00209
OG0000648	XENTR08178, XENTR10991	STRPU_25924
OG0000649	XENTR03771, XENTR03773, XENTR03774, XENTR03772, XENTR03775, XENTR11809	STRPU_02393, STRPU_13680, STRPU_13650, STRPU_02415, STRPU_00020, STRPU_13871, STRPU_13879
OG0000651	XENTR05217, XENTR03187	STRPU_22117
OG0000654	XENTR06209, XENTR17283, XENTR15108, XENTR08609	STRPU_25001
OG0000657	XENTR09582, XENTR05287	STRPU_00184, STRPU_17300
OG0000660	XENTR01113	STRPU_13999
OG0000660	XENTR00531	STRPU_02267, STRPU_17655
OG0000662	XENTR12483	STRPU_09696, STRPU_09739
OG0000662	XENTR01671, XENTR04789	STRPU_08344
OG0000664	XENTR18935, XENTR10788, XENTR02592	STRPU_23931
OG0000664	XENTR08222, XENTR08223, XENTR08221, XENTR05344	STRPU_24936
OG0000665	XENTR10286, XENTR14432, XENTR14325, XENTR18084, XENTR14324	STRPU_26452, STRPU_26774, STRPU_27239, STRPU_27242
OG0000666	XENTR13165	STRPU_22324
OG0000670	XENTR12241, XENTR00704, XENTR09058, XENTR03191, XENTR03192, XENTR07429	STRPU_06883
OG0000671	XENTR09206	STRPU_24917
OG0000671	XENTR09653, XENTR02371, XENTR07969, XENTR16879, XENTR00381	STRPU_24916
OG0000672	XENTR14352	STRPU_20779
OG0000674	XENTR01435, XENTR06759	STRPU_26356
OG0000676	XENTR05112, XENTR10868	STRPU_24012
OG0000676	XENTR08597, XENTR02025, XENTR07079	STRPU_06999
OG0000680	XENTR17739	STRPU_08041
OG0000680	XENTR03777, XENTR07100	STRPU_07455, STRPU_07457, STRPU_07456, STRPU_07476
OG0000681	XENTR01035, XENTR10823	STRPU_05744
OG0000681	XENTR02583, XENTR09876, XENTR09875	STRPU_12569, STRPU_12568
OG0000682	XENTR06453, XENTR17621, XENTR15062	STRPU_09978, STRPU_09955
OG0000683	XENTR15130	STRPU_06350
OG0000683	XENTR06503, XENTR00426	STRPU_18850
OG0000684	XENTR16125, XENTR03725, XENTR09968, XENTR03724	STRPU_25416
OG0000690	XENTR12763, XENTR09156	STRPU_08035
OG0000690	XENTR16042	STRPU_17155
OG0000690	XENTR13758	STRPU_18294, STRPU_01161
OG0000691	XENTR12556, XENTR00454	STRPU_25430
OG0000691	XENTR14240, XENTR02488	STRPU_24302
OG0000692	XENTR09451	STRPU_20690, STRPU_24956, STRPU_15312
OG0000693	XENTR17235, XENTR06541	STRPU_11407
OG0000693	XENTR06151	STRPU_19430, STRPU_19438
OG0000694	XENTR09772	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822
OG0000696	XENTR00213	STRPU_24482
OG0000696	XENTR05925	STRPU_21259, STRPU_10267, STRPU_23135
OG0000697	XENTR02874, XENTR02556, XENTR06818, XENTR11308	STRPU_22408
OG0000698	XENTR05540	STRPU_21595
OG0000698	XENTR12807, XENTR11709	STRPU_21594
OG0000700	XENTR17342, XENTR09480	STRPU_16384, STRPU_16362
OG0000701	XENTR08735, XENTR08734, XENTR08926, XENTR08927, XENTR06451, XENTR01949	STRPU_09920, STRPU_09919
OG0000702	XENTR11939, XENTR05068, XENTR14141	STRPU_23036, STRPU_00912
OG0000703	XENTR08730, XENTR08729, XENTR05594	STRPU_04784
OG0000706	XENTR02593	STRPU_23155
OG0000708	XENTR03991	STRPU_18963, STRPU_18977
OG0000708	XENTR06811	STRPU_00882, STRPU_23008
OG0000709	XENTR12794	STRPU_20537
OG0000710	XENTR05184, XENTR11575, XENTR05464	STRPU_25484
OG0000711	XENTR17290, XENTR14028	STRPU_12186
OG0000711	XENTR12075, XENTR10806	STRPU_11659
OG0000712	XENTR04994, XENTR00668, XENTR15876, XENTR04890	STRPU_05053, STRPU_05129
OG0000713	XENTR18876, XENTR06309	STRPU_06419, STRPU_06412, STRPU_06420, STRPU_06413, STRPU_12045, STRPU_01249, STRPU_18802, STRPU_00584, STRPU_07550, STRPU_23982, STRPU_23980, STRPU_06767
OG0000715	XENTR03141, XENTR05201, XENTR15992	STRPU_13461
OG0000716	XENTR06302, XENTR07615, XENTR18854, XENTR11906	STRPU_17012
OG0000718	XENTR16847, XENTR16460, XENTR09687, XENTR17406, XENTR09096, XENTR10099	STRPU_04006, STRPU_04005
OG0000720	XENTR00549, XENTR11251	STRPU_22043
OG0000721	XENTR07131, XENTR04541	STRPU_14994, STRPU_14964
OG0000722	XENTR06651, XENTR07504, XENTR09493, XENTR17327	STRPU_20560
OG0000724	XENTR15314	STRPU_21597
OG0000725	XENTR04704, XENTR14529	STRPU_19812, STRPU_00755
OG0000725	XENTR04435	STRPU_12601
OG0000726	XENTR09424, XENTR03808	STRPU_13494
OG0000730	XENTR03375, XENTR12898	STRPU_18716
OG0000731	XENTR06230, XENTR09272, XENTR06186	STRPU_06695
OG0000732	XENTR11927, XENTR08594	STRPU_06871
OG0000733	XENTR12956, XENTR09501, XENTR05537	STRPU_21566
OG0000733	XENTR08499	STRPU_20797
OG0000734	XENTR06181, XENTR01296	STRPU_20020
OG0000735	XENTR03017, XENTR16831, XENTR00243, XENTR00244	STRPU_24284
OG0000736	XENTR15994, XENTR08563	STRPU_21933, STRPU_07453, STRPU_07445
OG0000736	XENTR05404, XENTR04965, XENTR02910	STRPU_22089
OG0000737	XENTR14208, XENTR06458	STRPU_09307
OG0000740	XENTR18507, XENTR17533, XENTR10575, XENTR10574	STRPU_13396, STRPU_13375
OG0000743	XENTR01379, XENTR11189, XENTR01696	STRPU_08228
OG0000743	XENTR01380, XENTR01695	STRPU_08229
OG0000744	XENTR04571, XENTR16235, XENTR02481	STRPU_25504, STRPU_25505, STRPU_25506
OG0000745	XENTR18661, XENTR01647	STRPU_19598
OG0000746	XENTR13882, XENTR13881, XENTR13885	STRPU_20405
OG0000748	XENTR10860, XENTR10861	STRPU_22034
OG0000749	XENTR13529, XENTR13528	STRPU_21644, STRPU_21708
OG0000750	XENTR09003, XENTR08374	STRPU_21563
OG0000750	XENTR09731	STRPU_04644, STRPU_04622
OG0000751	XENTR03358, XENTR00118	STRPU_13591, STRPU_01611
OG0000752	XENTR14203	STRPU_10384
OG0000752	XENTR03680	STRPU_17910
OG0000752	XENTR00306, XENTR11450	STRPU_19015
OG0000753	XENTR13232	STRPU_23569
OG0000753	XENTR16935, XENTR06041, XENTR06042	STRPU_03838
OG0000755	XENTR15916, XENTR06639, XENTR08361, XENTR08360	STRPU_26250
OG0000758	XENTR12870, XENTR12401, XENTR02503, XENTR06058	STRPU_24891
OG0000759	XENTR03136, XENTR03134, XENTR01884, XENTR05238, XENTR18352	STRPU_25007
OG0000760	XENTR10725, XENTR13468	STRPU_01895, STRPU_22741
OG0000761	XENTR17935, XENTR12007, XENTR15207, XENTR01309	STRPU_19482
OG0000762	XENTR07103, XENTR01118, XENTR14074	STRPU_24145
OG0000763	XENTR05044, XENTR08259, XENTR08260, XENTR18281, XENTR10626	STRPU_26640
OG0000764	XENTR06830, XENTR13254	STRPU_19433, STRPU_19427
OG0000765	XENTR01990, XENTR01184	STRPU_20844, STRPU_20882
OG0000766	XENTR13873, XENTR17891, XENTR13807, XENTR00551	STRPU_26502, STRPU_12701
OG0000767	XENTR03830, XENTR11683, XENTR00589	STRPU_20571
OG0000768	XENTR00756, XENTR13472, XENTR18974	STRPU_23593
OG0000772	XENTR07457, XENTR07456, XENTR07455	STRPU_04727, STRPU_04734, STRPU_04728
OG0000774	XENTR04669, XENTR14580	STRPU_01825, STRPU_19314
OG0000774	XENTR04231	STRPU_09065, STRPU_02041
OG0000775	XENTR09141, XENTR01130	STRPU_21116, STRPU_23930, STRPU_07226
OG0000777	XENTR13724	STRPU_26898, STRPU_26897, STRPU_08984
OG0000778	XENTR03112, XENTR04100	STRPU_11330
OG0000779	XENTR06178	STRPU_20061
OG0000779	XENTR02460, XENTR07467, XENTR06587	STRPU_15696
OG0000780	XENTR11708	STRPU_21536
OG0000780	XENTR10194	STRPU_18748
OG0000781	XENTR15057	STRPU_08929, STRPU_00630, STRPU_00629, STRPU_08928, STRPU_00628, STRPU_08927, STRPU_17724, STRPU_17701, STRPU_25935
OG0000782	XENTR15723, XENTR08315, XENTR12833, XENTR02660	STRPU_27022
OG0000784	XENTR09641, XENTR15068, XENTR00277, XENTR07231, XENTR09268, XENTR13377	STRPU_24373
OG0000786	XENTR02070, XENTR07423, XENTR02335, XENTR02338, XENTR02336, XENTR00867, XENTR12186	STRPU_15453
OG0000786	XENTR12489	STRPU_15092
OG0000787	XENTR02696, XENTR08733, XENTR12281, XENTR08846	STRPU_04197, STRPU_04234
OG0000788	XENTR04467, XENTR16399	STRPU_11964, STRPU_01625
OG0000788	XENTR15693, XENTR18205	STRPU_26569
OG0000790	XENTR03512, XENTR08093	STRPU_22128
OG0000791	XENTR01881, XENTR06218, XENTR04189	STRPU_13705, STRPU_00440
OG0000792	XENTR02294	STRPU_25047
OG0000792	XENTR01146	STRPU_14909
OG0000793	XENTR18227, XENTR14087, XENTR10065, XENTR12127, XENTR12126	STRPU_26762, STRPU_26748
OG0000794	XENTR18009	STRPU_15852, STRPU_15804
OG0000797	XENTR01630, XENTR05651	STRPU_04347
OG0000798	XENTR07369, XENTR01010	STRPU_05696
OG0000799	XENTR08849, XENTR10335, XENTR08757, XENTR01900	STRPU_09727, STRPU_09770
OG0000801	XENTR05278, XENTR05077	STRPU_23079, STRPU_00663
OG0000802	XENTR07794, XENTR06509, XENTR13246, XENTR16777, XENTR02068, XENTR09051, XENTR09050, XENTR12147	STRPU_18369
OG0000803	XENTR10876, XENTR10877	STRPU_12487, STRPU_12512
OG0000809	XENTR00087, XENTR14827, XENTR06847	STRPU_18374
OG0000810	XENTR00056	STRPU_19223
OG0000810	XENTR17048, XENTR16257	STRPU_16445
OG0000811	XENTR11168, XENTR16298	STRPU_14620, STRPU_14638, STRPU_22961, STRPU_22960, STRPU_14640, STRPU_25911
OG0000813	XENTR13150, XENTR13151	STRPU_04740, STRPU_04739
OG0000814	XENTR13230	STRPU_21983
OG0000814	XENTR03397	STRPU_15086, STRPU_16415, STRPU_15087, STRPU_15083
OG0000816	XENTR12785, XENTR13049, XENTR02094	STRPU_21113
OG0000816	XENTR05575, XENTR16977	STRPU_04037, STRPU_00076
OG0000817	XENTR05219	STRPU_22107
OG0000817	XENTR09302	STRPU_04676
OG0000817	XENTR17704, XENTR17705	STRPU_14081, STRPU_00839
OG0000818	XENTR00964, XENTR01697, XENTR05672	STRPU_08499
OG0000819	XENTR09864	STRPU_13106, STRPU_13090
OG0000819	XENTR10193, XENTR10192	STRPU_02243, STRPU_15556
OG0000820	XENTR07096	STRPU_14124
OG0000822	XENTR08343	STRPU_11821
OG0000822	XENTR17339	STRPU_13103, STRPU_13093
OG0000824	XENTR04940, XENTR04939, XENTR11038	STRPU_25265
OG0000825	XENTR01022, XENTR10589, XENTR16089	STRPU_05131, STRPU_05055
OG0000825	XENTR09274	STRPU_12931
OG0000827	XENTR18584	STRPU_24864, STRPU_24863, STRPU_24060
OG0000828	XENTR00582	STRPU_23372
OG0000828	XENTR06348	STRPU_15585, STRPU_02220
OG0000829	XENTR05273, XENTR00567	STRPU_03315
OG0000829	XENTR08272, XENTR01966, XENTR19142	STRPU_10209
OG0000830	XENTR01489, XENTR18052	STRPU_26494
OG0000831	XENTR00317	STRPU_25894, STRPU_25422, STRPU_25896
OG0000832	XENTR08500	STRPU_17567, STRPU_17584, STRPU_24442, STRPU_17065, STRPU_17067
OG0000833	XENTR05865, XENTR12214, XENTR04296, XENTR00046	STRPU_18167, STRPU_18151
OG0000834	XENTR17187	STRPU_24584, STRPU_24595
OG0000835	XENTR16025, XENTR16652	STRPU_11532
OG0000836	XENTR10284, XENTR11931, XENTR11932	STRPU_22902, STRPU_22889
OG0000837	XENTR04077, XENTR09514, XENTR18045	STRPU_24375
OG0000838	XENTR08945	STRPU_12478
OG0000841	XENTR17534, XENTR09566, XENTR09621, XENTR09619, XENTR08800	STRPU_25231
OG0000842	XENTR15843, XENTR15340, XENTR13923, XENTR01677, XENTR11008, XENTR11009	STRPU_22935
OG0000844	XENTR17965, XENTR18460, XENTR06250	STRPU_10513
OG0000845	XENTR08484	STRPU_17391
OG0000847	XENTR00819	STRPU_14471
OG0000848	XENTR13197, XENTR13196, XENTR12202	STRPU_04979
OG0000848	XENTR08322, XENTR02654	STRPU_21912
OG0000849	XENTR02560	STRPU_02904
OG0000850	XENTR00057	STRPU_01821, STRPU_19318
OG0000850	XENTR12447	STRPU_01567, STRPU_09392
OG0000851	XENTR10592, XENTR01014	STRPU_04950
OG0000852	XENTR17178	STRPU_27397
OG0000852	XENTR02441, XENTR15626	STRPU_26323
OG0000855	XENTR02574, XENTR02573	STRPU_14665
OG0000857	XENTR11492	STRPU_01644, STRPU_11981
OG0000858	XENTR15971	STRPU_23333
OG0000858	XENTR10077, XENTR10078	STRPU_03252, STRPU_03287
OG0000860	XENTR06781, XENTR03999	STRPU_19409
OG0000866	XENTR12438	STRPU_25209, STRPU_01892
OG0000868	XENTR08506	STRPU_21550
OG0000868	XENTR18653	STRPU_16752
OG0000869	XENTR08068	STRPU_11325
OG0000869	XENTR11026	STRPU_18300, STRPU_01157
OG0000871	XENTR14179	STRPU_17837, STRPU_17836, STRPU_17284, STRPU_17286
OG0000872	XENTR10169	STRPU_11965, STRPU_01626
OG0000874	XENTR10470	STRPU_25374
OG0000875	XENTR15432	STRPU_19189
OG0000875	XENTR08213	STRPU_13557
OG0000878	XENTR10168	STRPU_12243
OG0000878	XENTR09205	STRPU_24918
OG0000879	XENTR03813	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863
OG0000880	XENTR11909, XENTR11908, XENTR02551, XENTR02382	STRPU_21962
OG0000881	XENTR12933, XENTR12934	STRPU_19362
OG0000881	XENTR11112, XENTR11328	STRPU_14886
OG0000882	XENTR02130, XENTR16807, XENTR03617, XENTR03616, XENTR12051	STRPU_07358, STRPU_07357
OG0000887	XENTR06287	STRPU_13716
OG0000888	XENTR12831, XENTR13292, XENTR13291	STRPU_27059
OG0000888	XENTR01928	STRPU_04199, STRPU_04237
OG0000889	XENTR17043	STRPU_21634, STRPU_21635
OG0000889	XENTR16104, XENTR00818	STRPU_14204, STRPU_00423
OG0000890	XENTR18941, XENTR07606, XENTR07605, XENTR12846	STRPU_17572
OG0000893	XENTR01359, XENTR16287, XENTR07052, XENTR07051	STRPU_11138, STRPU_11115, STRPU_17260
OG0000894	XENTR12194	STRPU_00073, STRPU_05725
OG0000894	XENTR04788, XENTR16604	STRPU_08351
OG0000896	XENTR18869	STRPU_02181, STRPU_09218
OG0000896	XENTR13448, XENTR09474	STRPU_21363
OG0000897	XENTR01334, XENTR01333	STRPU_22622
OG0000897	XENTR01226, XENTR03509	STRPU_22853, STRPU_22852, STRPU_22851
OG0000898	XENTR03982, XENTR12217	STRPU_18627, STRPU_18582
OG0000899	XENTR11770, XENTR11769, XENTR03655	STRPU_05178
OG0000904	XENTR10340, XENTR08923	STRPU_04732, STRPU_04725, STRPU_04724
OG0000905	XENTR07482, XENTR18937	STRPU_01236, STRPU_12062, STRPU_12061
OG0000906	XENTR15532, XENTR06172	STRPU_20167
OG0000907	XENTR04660	STRPU_19282, STRPU_00404
OG0000908	XENTR02189, XENTR02188, XENTR02186, XENTR02187, XENTR02185, XENTR02184	STRPU_10409
OG0000908	XENTR04273	STRPU_04140
OG0000909	XENTR10672, XENTR12839, XENTR08443	STRPU_17078, STRPU_17082
OG0000911	XENTR18175	STRPU_22245
OG0000912	XENTR06455, XENTR12826, XENTR08744, XENTR17481	STRPU_09304
OG0000912	XENTR06537	STRPU_14305
OG0000913	XENTR01593, XENTR13952	STRPU_05760
OG0000915	XENTR06376, XENTR07971, XENTR14552, XENTR15550	STRPU_23266
OG0000921	XENTR09161	STRPU_02601, STRPU_19926
OG0000923	XENTR08773	STRPU_24165
OG0000923	XENTR09913	STRPU_25213
OG0000925	XENTR13985	STRPU_18396
OG0000925	XENTR02311	STRPU_06765, STRPU_06773
OG0000926	XENTR00402	STRPU_26152
OG0000926	XENTR06553	STRPU_16992
OG0000928	XENTR05033, XENTR05285	STRPU_26844
OG0000929	XENTR00682, XENTR15957, XENTR09138, XENTR05468, XENTR05469	STRPU_17708, STRPU_13746, STRPU_01503
OG0000931	XENTR07908	STRPU_10319
OG0000932	XENTR13910, XENTR16709	STRPU_14600
OG0000934	XENTR14739, XENTR18207	STRPU_17512
OG0000934	XENTR11383, XENTR18032	STRPU_12472
OG0000935	XENTR12574, XENTR06757, XENTR07228, XENTR08768	STRPU_00845, STRPU_14076
OG0000936	XENTR02806	STRPU_17259, STRPU_17297, STRPU_17313, STRPU_17304, STRPU_17314, STRPU_17305, STRPU_09371, STRPU_09370, STRPU_18688
OG0000943	XENTR06447	STRPU_15088
OG0000944	XENTR10992, XENTR07595, XENTR10654, XENTR10653, XENTR03094, XENTR03561, XENTR14742, XENTR14462, XENTR00679	STRPU_04925
OG0000945	XENTR09889	STRPU_06784, STRPU_26122
OG0000946	XENTR14125	STRPU_12293
OG0000947	XENTR08808, XENTR01875	STRPU_23678, STRPU_23653
OG0000947	XENTR15993	STRPU_23988
OG0000949	XENTR16409, XENTR12925, XENTR16343, XENTR13690, XENTR10671	STRPU_17047, STRPU_01811
OG0000951	XENTR11436, XENTR10439	STRPU_26714
OG0000952	XENTR06419, XENTR10974	STRPU_05319
OG0000952	XENTR07516, XENTR10972, XENTR10973	STRPU_05320
OG0000953	XENTR16006, XENTR05020, XENTR10025	STRPU_11350, STRPU_10566, STRPU_23631
OG0000954	XENTR04163	STRPU_14000
OG0000954	XENTR07349, XENTR07350	STRPU_08333
OG0000955	XENTR15251	STRPU_19275, STRPU_00412
OG0000955	XENTR15299	STRPU_05708
OG0000957	XENTR08642	STRPU_26358
OG0000958	XENTR16151	STRPU_01979, STRPU_22820
OG0000960	XENTR00488, XENTR11786, XENTR16830, XENTR19097	STRPU_25823
OG0000963	XENTR00065	STRPU_01836
OG0000964	XENTR15845	STRPU_17480, STRPU_17483, STRPU_17484
OG0000965	XENTR14312	STRPU_04296, STRPU_04326, STRPU_04357
OG0000965	XENTR16944	STRPU_25366
OG0000966	XENTR04933, XENTR10311	STRPU_14353
OG0000967	XENTR08823	STRPU_04947
OG0000967	XENTR06702	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306
OG0000968	XENTR08955, XENTR17733	STRPU_12147, STRPU_12115
OG0000968	XENTR04038, XENTR04039, XENTR04535	STRPU_15550, STRPU_02249
OG0000969	XENTR08014	STRPU_04503, STRPU_13343, STRPU_13345, STRPU_13346
OG0000970	XENTR01182	STRPU_15417
OG0000972	XENTR13483, XENTR14024	STRPU_15045
OG0000972	XENTR02207	STRPU_04339, STRPU_04312
OG0000973	XENTR15593	STRPU_20263
OG0000974	XENTR01619	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223
OG0000978	XENTR01707, XENTR17274, XENTR04595	STRPU_26153
OG0000979	XENTR08662, XENTR08663, XENTR16278	STRPU_23044, STRPU_23043, STRPU_25737, STRPU_25248
OG0000981	XENTR14084	STRPU_26885
OG0000982	XENTR15733, XENTR18658, XENTR06997	STRPU_22197
OG0000984	XENTR03417	STRPU_27147
OG0000984	XENTR01286, XENTR01285	STRPU_16245, STRPU_16206
OG0000985	XENTR01934, XENTR16979, XENTR16978, XENTR04320, XENTR04319	STRPU_04359
OG0000987	XENTR06356, XENTR03812	STRPU_24310
OG0000988	XENTR12762, XENTR06777, XENTR06778, XENTR09929	STRPU_19747, STRPU_14029, STRPU_14027, STRPU_14031, STRPU_20149
OG0000992	XENTR07391	STRPU_08115, STRPU_08101
OG0000992	XENTR15056, XENTR11894	STRPU_00060, STRPU_09680
OG0000994	XENTR15055	STRPU_24886
OG0000994	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701	STRPU_10294
OG0000995	XENTR04796, XENTR07312	STRPU_08653
OG0000996	XENTR00689, XENTR11665, XENTR03250	STRPU_06423
OG0000999	XENTR05421, XENTR17674, XENTR18093, XENTR05336	STRPU_11511
OG0001000	XENTR02326, XENTR14403	STRPU_17978
OG0001001	XENTR17916	STRPU_06920, STRPU_06897, STRPU_06919
OG0001001	XENTR02303	STRPU_06896, STRPU_06918
OG0001002	XENTR05426, XENTR04429	STRPU_12183
OG0001003	XENTR06440, XENTR12183	STRPU_14729
OG0001005	XENTR17351	STRPU_22006
OG0001006	XENTR01787	STRPU_16623
OG0001006	XENTR11011, XENTR15378, XENTR09358	STRPU_19160
OG0001008	XENTR07071, XENTR13709	STRPU_12298
OG0001009	XENTR09611, XENTR19086, XENTR04072	STRPU_08468, STRPU_08469
OG0001016	XENTR06361	STRPU_13418
OG0001016	XENTR11007	STRPU_22033
OG0001017	XENTR01882, XENTR06219	STRPU_22555
OG0001018	XENTR12838	STRPU_17343, STRPU_17363
OG0001018	XENTR13405	STRPU_20600
OG0001021	XENTR03042	STRPU_20988
OG0001022	XENTR18242, XENTR09212, XENTR08786, XENTR08785	STRPU_06174, STRPU_06175
OG0001023	XENTR15705, XENTR15704, XENTR16017, XENTR02520, XENTR11481	STRPU_11672
OG0001026	XENTR01794	STRPU_08439
OG0001027	XENTR18376	STRPU_19450, STRPU_19451, STRPU_19445, STRPU_19447, STRPU_21612, STRPU_21611, STRPU_21613, STRPU_19955, STRPU_01186
OG0001028	XENTR08088, XENTR09574, XENTR09575	STRPU_26808
