Orthogroup	XENTR	AENJA_ok
OG0001060	XENTR14378	AENJA_25128
OG0001062	XENTR02358, XENTR00517, XENTR00439	AENJA_10657
OG0001063	XENTR01633	AENJA_15475
OG0001065	XENTR14400, XENTR14851	AENJA_19195
OG0001066	XENTR08375, XENTR18939, XENTR01227	AENJA_19790
OG0001067	XENTR15131, XENTR06306, XENTR12290	AENJA_20835
OG0001072	XENTR01131	AENJA_00305, AENJA_03396
OG0001072	XENTR14054	AENJA_18929
OG0001073	XENTR13757, XENTR03448, XENTR09013	AENJA_00575
OG0001075	XENTR05482, XENTR14239, XENTR06059	AENJA_00807
OG0001076	XENTR04369, XENTR03450	AENJA_01569
OG0001077	XENTR02919	AENJA_01679
OG0001077	XENTR03172	AENJA_05855
OG0001078	XENTR16491, XENTR12278, XENTR05427, XENTR16318	AENJA_10264
OG0001079	XENTR02342, XENTR18570	AENJA_03947
OG0001080	XENTR17306	AENJA_04073
OG0001080	XENTR00219, XENTR05053	AENJA_09896
OG0001081	XENTR11483, XENTR11482	AENJA_16503, AENJA_04238
OG0001082	XENTR04166, XENTR03787	AENJA_06872, AENJA_21482
OG0001083	XENTR14939, XENTR08964, XENTR02202, XENTR09760	AENJA_07171
OG0001084	XENTR03176	AENJA_07749
OG0001085	XENTR14464, XENTR18960, XENTR05968, XENTR02550	AENJA_09145, AENJA_21401
OG0001086	XENTR14767, XENTR08988, XENTR08989, XENTR09494	AENJA_12710
OG0001089	XENTR12503	AENJA_16474
OG0001091	XENTR05394, XENTR06870, XENTR11806, XENTR06869, XENTR11805, XENTR05395, XENTR11804	AENJA_17138
OG0001092	XENTR04358	AENJA_18221
OG0001093	XENTR14801, XENTR06916, XENTR05391	AENJA_19251
OG0001094	XENTR06671, XENTR12802, XENTR09938	AENJA_23025
OG0001095	XENTR12897, XENTR04215	AENJA_25247
OG0001101	XENTR16380	AENJA_00373
OG0001102	XENTR00597	AENJA_00718
OG0001102	XENTR08075	AENJA_03278, AENJA_21711
OG0001103	XENTR08189	AENJA_01387
OG0001104	XENTR13239	AENJA_02199
OG0001105	XENTR00250	AENJA_15729
OG0001105	XENTR09104	AENJA_02419
OG0001106	XENTR12570	AENJA_23681, AENJA_03788
OG0001107	XENTR10533, XENTR02061, XENTR02717	AENJA_04030
OG0001108	XENTR08568	AENJA_04372, AENJA_04373
OG0001109	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458	AENJA_05558
OG0001110	XENTR01316, XENTR07736	AENJA_06070
OG0001112	XENTR08598, XENTR07078	AENJA_06304
OG0001113	XENTR03194	AENJA_23050
OG0001115	XENTR18977, XENTR15749, XENTR18459, XENTR14532	AENJA_18256, AENJA_09261
OG0001119	XENTR18158	AENJA_13579
OG0001120	XENTR06417, XENTR10567, XENTR10976	AENJA_13747
OG0001121	XENTR00146, XENTR15147	AENJA_14865
OG0001123	XENTR10415	AENJA_20117
OG0001123	XENTR03409	AENJA_15687
OG0001124	XENTR06212	AENJA_16308
OG0001126	XENTR18698	AENJA_21732
OG0001126	XENTR17124	AENJA_22248
OG0001127	XENTR08219, XENTR08218, XENTR06362	AENJA_26609
OG0001128	XENTR02079, XENTR13449, XENTR13450	AENJA_26741
OG0001129	XENTR05147	AENJA_00009
OG0001129	XENTR08362	AENJA_00007
OG0001130	XENTR03434	AENJA_08024, AENJA_00712
OG0001131	XENTR08901, XENTR13407	AENJA_00720
OG0001132	XENTR06989	AENJA_02927
OG0001133	XENTR17678	AENJA_14482
OG0001133	XENTR15362	AENJA_07797
OG0001134	XENTR10250, XENTR00965, XENTR03216, XENTR03221	AENJA_06301
OG0001135	XENTR14974	AENJA_06307
OG0001136	XENTR10642, XENTR00557, XENTR12118	AENJA_06348
OG0001137	XENTR12668, XENTR04145	AENJA_06755
OG0001138	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640	AENJA_08339
OG0001139	XENTR12289	AENJA_20595, AENJA_19443
OG0001139	XENTR07646, XENTR17010	AENJA_08828
OG0001141	XENTR05715	AENJA_11192
OG0001142	XENTR06629	AENJA_13577
OG0001143	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685	AENJA_25253, AENJA_15506
OG0001144	XENTR08544, XENTR07178, XENTR03323, XENTR03322	AENJA_15840
OG0001145	XENTR16059	AENJA_16323, AENJA_18476
OG0001146	XENTR04404, XENTR04096, XENTR12242	AENJA_19404
OG0001148	XENTR10476	AENJA_25511
OG0001149	XENTR12926, XENTR00444	AENJA_26319, AENJA_26318
OG0001154	XENTR13800, XENTR19207	AENJA_12572, AENJA_17436, AENJA_25572, AENJA_14931, AENJA_26447, AENJA_16329, AENJA_15711, AENJA_11056, AENJA_07414, AENJA_12524, AENJA_14590, AENJA_24328, AENJA_26448, AENJA_02952, AENJA_13066, AENJA_21226, AENJA_13364, AENJA_13871, AENJA_25116, AENJA_11567, AENJA_07597, AENJA_14409, AENJA_11910, AENJA_02184, AENJA_00900, AENJA_11905, AENJA_20009, AENJA_18579, AENJA_24590, AENJA_14399, AENJA_24957, AENJA_08662, AENJA_13278, AENJA_10637, AENJA_21275, AENJA_13068, AENJA_26052, AENJA_24533, AENJA_23832, AENJA_04161, AENJA_19415
OG0001155	XENTR09180	AENJA_01168
OG0001155	XENTR04938	AENJA_24946
OG0001156	XENTR07093, XENTR06912, XENTR01092	AENJA_01685
OG0001157	XENTR04127	AENJA_02080
OG0001158	XENTR16126, XENTR16127, XENTR07686, XENTR07685	AENJA_02265, AENJA_16983
OG0001159	XENTR05163, XENTR05113	AENJA_02590
OG0001160	XENTR08948, XENTR07949	AENJA_03496, AENJA_15940
OG0001161	XENTR05290, XENTR17947	AENJA_03513, AENJA_15958
OG0001162	XENTR10454, XENTR14933	AENJA_09881, AENJA_03826
OG0001163	XENTR08141	AENJA_23044, AENJA_20499, AENJA_04071, AENJA_23045
OG0001164	XENTR00877	AENJA_04659
OG0001165	XENTR03624	AENJA_18566
OG0001165	XENTR02305	AENJA_05192
OG0001166	XENTR18013, XENTR18012, XENTR14106	AENJA_05454
OG0001167	XENTR07709, XENTR06636, XENTR08900	AENJA_06024
OG0001168	XENTR12949, XENTR06904, XENTR00455	AENJA_26059, AENJA_06080, AENJA_26060
OG0001169	XENTR18438	AENJA_06689
OG0001170	XENTR14411	AENJA_14574
OG0001171	XENTR06589	AENJA_07498
OG0001172	XENTR06358, XENTR09420	AENJA_08737
OG0001172	XENTR08224, XENTR15936	AENJA_15031
OG0001173	XENTR06425, XENTR01039	AENJA_10142
OG0001173	XENTR06289, XENTR03346, XENTR03345	AENJA_26334, AENJA_10143, AENJA_26329, AENJA_16896
OG0001174	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963	AENJA_10268
OG0001175	XENTR04334, XENTR01937	AENJA_10616
OG0001176	XENTR04321	AENJA_11857
OG0001177	XENTR04520	AENJA_12717
OG0001177	XENTR01947	AENJA_23960, AENJA_22118
OG0001178	XENTR00333	AENJA_12752
OG0001178	XENTR02313	AENJA_14989
OG0001179	XENTR01714	AENJA_26058
OG0001180	XENTR11241, XENTR01431, XENTR19021	AENJA_13732
OG0001181	XENTR02917, XENTR13969	AENJA_14047
OG0001182	XENTR04131, XENTR14389, XENTR06978, XENTR10070	AENJA_14313
OG0001183	XENTR15931, XENTR15930	AENJA_20906, AENJA_18317, AENJA_20566, AENJA_15024
OG0001184	XENTR11761	AENJA_17799
OG0001184	XENTR16633	AENJA_15086
OG0001185	XENTR05474, XENTR09610, XENTR09609	AENJA_17542
OG0001186	XENTR07680, XENTR03745	AENJA_21307
OG0001186	XENTR03736	AENJA_18825
OG0001187	XENTR11283	AENJA_19216, AENJA_19215
OG0001188	XENTR12660, XENTR10956, XENTR04124	AENJA_22812
OG0001190	XENTR06259, XENTR16660, XENTR16659	AENJA_24531
OG0001196	XENTR18694, XENTR11054, XENTR19094	AENJA_00058
OG0001197	XENTR14109	AENJA_00493
OG0001198	XENTR13281	AENJA_01200
OG0001198	XENTR16301	AENJA_21857
OG0001199	XENTR12723	AENJA_24392
OG0001201	XENTR17811	AENJA_02210
OG0001202	XENTR11567, XENTR11566	AENJA_03117
OG0001203	XENTR16211	AENJA_17348
OG0001204	XENTR13340	AENJA_20148
OG0001205	XENTR14919	AENJA_04101
OG0001205	XENTR03556	AENJA_26398
OG0001207	XENTR10602, XENTR06956, XENTR16548	AENJA_07276
OG0001208	XENTR05399, XENTR14797	AENJA_09031
OG0001209	XENTR17550	AENJA_09041
OG0001210	XENTR12983	AENJA_18956
OG0001210	XENTR09378	AENJA_09591
OG0001211	XENTR04154, XENTR06866	AENJA_09699
OG0001212	XENTR16369, XENTR16368, XENTR17241, XENTR17240	AENJA_14546, AENJA_09958
OG0001213	XENTR10507	AENJA_11717
OG0001213	XENTR01205	AENJA_11254
OG0001214	XENTR02921	AENJA_24301
OG0001215	XENTR12954, XENTR16550, XENTR16549	AENJA_15953
OG0001216	XENTR13109	AENJA_16979
OG0001217	XENTR07688, XENTR11580, XENTR00148	AENJA_17612
OG0001218	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396	AENJA_18179
OG0001219	XENTR03647, XENTR18228, XENTR12113	AENJA_18562
OG0001220	XENTR06344, XENTR06343	AENJA_21603
OG0001220	XENTR09829	AENJA_21600
OG0001221	XENTR15915	AENJA_19765
OG0001223	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495	AENJA_21588
OG0001224	XENTR18588	AENJA_22625
OG0001225	XENTR09310, XENTR06994, XENTR15732	AENJA_23700
OG0001230	XENTR07940	AENJA_02087
OG0001231	XENTR03878, XENTR01648	AENJA_02177
OG0001232	XENTR01820	AENJA_07338, AENJA_02228, AENJA_20090, AENJA_20091
OG0001233	XENTR15515	AENJA_02446
OG0001238	XENTR08981	AENJA_07960
OG0001238	XENTR12621, XENTR06928, XENTR03786	AENJA_05667
OG0001239	XENTR05992	AENJA_12406, AENJA_24743, AENJA_06569
OG0001240	XENTR01403, XENTR05719, XENTR12304, XENTR05718	AENJA_07030
OG0001241	XENTR12971	AENJA_21346
OG0001241	XENTR07087, XENTR02055	AENJA_07588
OG0001243	XENTR17516, XENTR17517	AENJA_09040
OG0001245	XENTR09296	AENJA_11242
OG0001245	XENTR03643, XENTR11740, XENTR09295	AENJA_11241
OG0001247	XENTR19062, XENTR18189, XENTR18467, XENTR11045	AENJA_24053
OG0001248	XENTR01078, XENTR18804, XENTR03776	AENJA_17279
OG0001249	XENTR04710, XENTR00318	AENJA_17683
OG0001250	XENTR10529, XENTR04777, XENTR07316	AENJA_18393
OG0001252	XENTR06520, XENTR03993, XENTR03992, XENTR09825	AENJA_20096
OG0001253	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523	AENJA_21103
OG0001254	XENTR03435, XENTR01471	AENJA_25593
OG0001261	XENTR03563, XENTR16999	AENJA_00856
OG0001262	XENTR06170, XENTR06171, XENTR19017, XENTR15533	AENJA_25759
OG0001263	XENTR06868	AENJA_25444
OG0001264	XENTR02490, XENTR03731, XENTR05140	AENJA_02714
OG0001266	XENTR10900, XENTR02450	AENJA_06321
OG0001267	XENTR14460	AENJA_03493
OG0001267	XENTR06333	AENJA_10310
OG0001268	XENTR08282	AENJA_03712
OG0001270	XENTR01782	AENJA_04208
OG0001270	XENTR12521, XENTR12522	AENJA_21003
OG0001271	XENTR17754, XENTR02751, XENTR07226	AENJA_04651
OG0001273	XENTR13224, XENTR14752, XENTR14082	AENJA_05090
OG0001274	XENTR13249, XENTR15210, XENTR15211, XENTR07752	AENJA_06074
OG0001275	XENTR14625	AENJA_09059
OG0001275	XENTR14624	AENJA_07370
OG0001276	XENTR09721, XENTR13760	AENJA_07718, AENJA_07717
OG0001278	XENTR09813	AENJA_09367
OG0001279	XENTR11976, XENTR14916	AENJA_09382
OG0001280	XENTR13872, XENTR04350, XENTR07156	AENJA_11194
OG0001282	XENTR16436, XENTR00274	AENJA_12223
OG0001284	XENTR15697	AENJA_14056
OG0001284	XENTR01467, XENTR01466	AENJA_21135
OG0001287	XENTR06418, XENTR10568, XENTR10975, XENTR14177	AENJA_18219
OG0001288	XENTR05832, XENTR05833	AENJA_22039
OG0001290	XENTR08522, XENTR00546, XENTR09553, XENTR04590	AENJA_21150
OG0001291	XENTR02209, XENTR05578, XENTR07580, XENTR07579	AENJA_21434
OG0001292	XENTR03404, XENTR01086	AENJA_21781
OG0001293	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560	AENJA_23236
OG0001294	XENTR08985, XENTR08984	AENJA_25092
OG0001295	XENTR07162, XENTR07111	AENJA_25589
OG0001296	XENTR10758, XENTR16218, XENTR01664, XENTR01665	AENJA_26215
OG0001300	XENTR09380, XENTR15087, XENTR13396	AENJA_00411
OG0001302	XENTR00019	AENJA_13024
OG0001302	XENTR05127, XENTR05128	AENJA_01840
OG0001304	XENTR13603, XENTR09891, XENTR07804, XENTR02497	AENJA_14579
OG0001305	XENTR06508, XENTR06784, XENTR15394	AENJA_03926
OG0001306	XENTR00068	AENJA_13028
OG0001306	XENTR06783	AENJA_24214
OG0001308	XENTR08924, XENTR10339, XENTR11736	AENJA_05647
OG0001309	XENTR12950	AENJA_07716
OG0001310	XENTR02393	AENJA_06272
OG0001310	XENTR15418	AENJA_10879
OG0001311	XENTR11767	AENJA_06702
OG0001311	XENTR16951	AENJA_15801
OG0001313	XENTR06253	AENJA_13129, AENJA_20249, AENJA_13484, AENJA_07345
OG0001315	XENTR18202, XENTR00932, XENTR03902	AENJA_26453
OG0001316	XENTR05492, XENTR15964, XENTR00686	AENJA_08714
OG0001317	XENTR06399	AENJA_08900
OG0001318	XENTR10187	AENJA_09435
OG0001319	XENTR00669, XENTR10926, XENTR09062	AENJA_09605
OG0001320	XENTR12547	AENJA_12368
OG0001320	XENTR13078, XENTR04130	AENJA_16608
OG0001321	XENTR11250, XENTR11532, XENTR11534	AENJA_14609
OG0001322	XENTR10160, XENTR16770	AENJA_15110
OG0001322	XENTR07426	AENJA_16813
OG0001324	XENTR08414	AENJA_15995
OG0001326	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848	AENJA_18964
OG0001327	XENTR10101, XENTR14547	AENJA_26627
OG0001329	XENTR00757	AENJA_19033
OG0001330	XENTR14976, XENTR11097, XENTR10939	AENJA_20881
OG0001333	XENTR01835	AENJA_23772
OG0001339	XENTR10662, XENTR05180	AENJA_00104
OG0001341	XENTR17450	AENJA_21191
OG0001344	XENTR06464	AENJA_01361
OG0001345	XENTR02832	AENJA_17713
OG0001348	XENTR02721, XENTR02053	AENJA_01884
OG0001350	XENTR00070	AENJA_05873
OG0001351	XENTR02308	AENJA_17428, AENJA_06682
OG0001352	XENTR02276, XENTR07810	AENJA_06720, AENJA_06721, AENJA_06723
OG0001353	XENTR09957, XENTR02518	AENJA_06742
OG0001354	XENTR09675	AENJA_09573
OG0001354	XENTR12221, XENTR00037, XENTR04304	AENJA_07753
OG0001355	XENTR08752, XENTR12634, XENTR02287, XENTR14204	AENJA_08188
OG0001356	XENTR11301, XENTR02362, XENTR06819	AENJA_08269
OG0001357	XENTR05091, XENTR02425, XENTR12657	AENJA_08567
OG0001358	XENTR12813, XENTR14180, XENTR08002	AENJA_22577
OG0001359	XENTR04346, XENTR10433, XENTR08085, XENTR18085	AENJA_11211
OG0001360	XENTR05571	AENJA_11441
OG0001361	XENTR11816, XENTR11817, XENTR17007	AENJA_11584
OG0001362	XENTR09103	AENJA_11906
OG0001363	XENTR09917, XENTR06150	AENJA_12332
OG0001364	XENTR17966, XENTR03257	AENJA_13074
OG0001365	XENTR03966, XENTR05559	AENJA_13131
OG0001367	XENTR02449, XENTR12179, XENTR12890	AENJA_16641
OG0001369	XENTR07049, XENTR14549, XENTR14550, XENTR10107	AENJA_17277
OG0001370	XENTR01446	AENJA_17284
OG0001371	XENTR09788	AENJA_17844, AENJA_24112
OG0001372	XENTR17215	AENJA_25899
OG0001373	XENTR01826, XENTR09130, XENTR04806	AENJA_17959
OG0001374	XENTR15855, XENTR14140	AENJA_18703
OG0001375	XENTR05015	AENJA_25362
OG0001375	XENTR07997, XENTR12997	AENJA_20082
OG0001376	XENTR13691, XENTR14498, XENTR07143	AENJA_21276, AENJA_20852, AENJA_20854
OG0001377	XENTR07904, XENTR16306	AENJA_21043
OG0001378	XENTR01985, XENTR01998, XENTR11085, XENTR12484	AENJA_22766
OG0001379	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100	AENJA_23248
OG0001380	XENTR13793, XENTR03477, XENTR03478	AENJA_23604
OG0001381	XENTR15731, XENTR09312, XENTR06992	AENJA_23800
OG0001382	XENTR05428	AENJA_23995
OG0001384	XENTR06196, XENTR07238	AENJA_25726
OG0001385	XENTR05861	AENJA_26212
OG0001386	XENTR17191, XENTR01734	AENJA_26718
OG0001394	XENTR16874	AENJA_00558
OG0001395	XENTR05456, XENTR16923, XENTR11578, XENTR07687	AENJA_00590
OG0001397	XENTR17141, XENTR17665	AENJA_05269
OG0001397	XENTR11843	AENJA_01101
OG0001399	XENTR06193, XENTR06192	AENJA_19357
OG0001399	XENTR02498, XENTR09890	AENJA_02205
OG0001400	XENTR07182, XENTR03349, XENTR03348	AENJA_02507
OG0001403	XENTR06529, XENTR17701, XENTR10933	AENJA_03318, AENJA_22706, AENJA_22705, AENJA_03342
OG0001404	XENTR10088	AENJA_05828
OG0001405	XENTR07643, XENTR11005	AENJA_03978
OG0001405	XENTR16937, XENTR16938	AENJA_13814
OG0001406	XENTR09026, XENTR05268	AENJA_04091
OG0001408	XENTR06160, XENTR13671, XENTR01315	AENJA_05533
OG0001409	XENTR08239, XENTR15156	AENJA_06247
OG0001410	XENTR04211, XENTR11331	AENJA_18215
OG0001410	XENTR08205	AENJA_06436
OG0001411	XENTR05513	AENJA_06963, AENJA_10958
OG0001412	XENTR01134	AENJA_07170
OG0001413	XENTR10327	AENJA_07474
OG0001413	XENTR01450	AENJA_17343
OG0001414	XENTR03396	AENJA_08160
OG0001415	XENTR00799	AENJA_09149, AENJA_15367
OG0001416	XENTR04093, XENTR17575	AENJA_09757
OG0001417	XENTR13968	AENJA_10714
OG0001417	XENTR05604	AENJA_11502
OG0001418	XENTR11447, XENTR00014, XENTR05877, XENTR04739	AENJA_10983
OG0001419	XENTR07503, XENTR07502, XENTR02430, XENTR02429	AENJA_12607, AENJA_12606
OG0001420	XENTR12964, XENTR18542, XENTR07058, XENTR02347, XENTR02348	AENJA_13248
OG0001421	XENTR11642, XENTR10761, XENTR11862	AENJA_13339
OG0001422	XENTR07180, XENTR03319	AENJA_14173
OG0001423	XENTR11753, XENTR07724, XENTR12211	AENJA_14934
OG0001424	XENTR09472	AENJA_15682
OG0001425	XENTR00165, XENTR10054, XENTR15292	AENJA_15774
OG0001427	XENTR12966	AENJA_17543
OG0001428	XENTR08058	AENJA_18858
OG0001430	XENTR11865, XENTR09506, XENTR03841, XENTR12647	AENJA_19108
OG0001431	XENTR12951, XENTR14198	AENJA_23459
OG0001432	XENTR18322, XENTR18323	AENJA_25391
OG0001433	XENTR12757, XENTR01397, XENTR08074	AENJA_26002
OG0001434	XENTR14256, XENTR14257, XENTR14255	AENJA_26114
OG0001440	XENTR02912, XENTR02913, XENTR13967	AENJA_03160
OG0001441	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537	AENJA_00362
OG0001445	XENTR00603, XENTR11995	AENJA_02385
OG0001446	XENTR11107	AENJA_02687, AENJA_10576
OG0001447	XENTR06688, XENTR11993, XENTR11860	AENJA_03127
OG0001449	XENTR18530	AENJA_04181
OG0001449	XENTR17594	AENJA_05517
OG0001451	XENTR01133	AENJA_04889
OG0001451	XENTR09852	AENJA_16142
OG0001452	XENTR05846, XENTR01476, XENTR12152	AENJA_05087
OG0001454	XENTR01618, XENTR01050	AENJA_06306
OG0001455	XENTR00058, XENTR11013, XENTR05881, XENTR12230	AENJA_06571
OG0001456	XENTR09379	AENJA_07027
OG0001457	XENTR05747, XENTR02139	AENJA_07426
OG0001458	XENTR03285, XENTR14377, XENTR03961, XENTR03960	AENJA_08456
OG0001459	XENTR19263, XENTR05668	AENJA_18303, AENJA_08470
OG0001460	XENTR14447	AENJA_09064
OG0001461	XENTR05990	AENJA_09214
OG0001462	XENTR15395	AENJA_09362
OG0001463	XENTR15129, XENTR03741	AENJA_09831
OG0001464	XENTR03158, XENTR17134, XENTR06200	AENJA_09857
OG0001465	XENTR17228	AENJA_10007
OG0001466	XENTR16300	AENJA_17986
OG0001466	XENTR03641	AENJA_10074
OG0001468	XENTR04167, XENTR10607	AENJA_10995
OG0001469	XENTR01260	AENJA_11151
OG0001470	XENTR08880, XENTR08883	AENJA_11625
OG0001472	XENTR12389	AENJA_12236
OG0001472	XENTR13330	AENJA_13235
OG0001473	XENTR16670, XENTR04818, XENTR04817	AENJA_13618
OG0001474	XENTR18010	AENJA_14700
OG0001474	XENTR01827	AENJA_24781
OG0001475	XENTR12916	AENJA_14793
OG0001476	XENTR11401	AENJA_14828
OG0001477	XENTR00994	AENJA_15225
OG0001478	XENTR14390	AENJA_19708
OG0001479	XENTR01295, XENTR15874, XENTR09664	AENJA_16158
OG0001480	XENTR08394, XENTR12252, XENTR14932	AENJA_16776
OG0001481	XENTR08156, XENTR03822	AENJA_17029
OG0001483	XENTR10570	AENJA_19356
OG0001484	XENTR07065	AENJA_21194
OG0001485	XENTR03119, XENTR03410	AENJA_21469
OG0001486	XENTR14269, XENTR05434, XENTR04448, XENTR04449	AENJA_21858
OG0001489	XENTR00338, XENTR12149	AENJA_24467
OG0001490	XENTR16191, XENTR12791, XENTR03053	AENJA_25216
OG0001492	XENTR06535, XENTR01139	AENJA_25544
OG0001493	XENTR09429	AENJA_26227
OG0001498	XENTR17050, XENTR18305	AENJA_22536, AENJA_25822, AENJA_01053
OG0001500	XENTR08590, XENTR12582, XENTR10830	AENJA_01887
OG0001501	XENTR06683, XENTR06684, XENTR12986	AENJA_02988
OG0001502	XENTR17438	AENJA_03421
OG0001503	XENTR14751	AENJA_23557
OG0001503	XENTR05638	AENJA_03755
OG0001504	XENTR02517	AENJA_04830, AENJA_04833, AENJA_15576, AENJA_04039
OG0001505	XENTR00271	AENJA_04619
OG0001506	XENTR00266, XENTR08441, XENTR08440	AENJA_05938
OG0001507	XENTR08992, XENTR07481	AENJA_06136
OG0001508	XENTR15984, XENTR15983, XENTR11480, XENTR11479	AENJA_06316
OG0001509	XENTR10571, XENTR03196	AENJA_07590
OG0001510	XENTR07005, XENTR12209, XENTR00355	AENJA_08660
OG0001511	XENTR03205	AENJA_08942
OG0001515	XENTR04041, XENTR04537	AENJA_10215
OG0001516	XENTR11018	AENJA_10243
OG0001517	XENTR13941, XENTR13905	AENJA_10361
OG0001518	XENTR06101, XENTR00879	AENJA_11024
OG0001520	XENTR12857, XENTR05173	AENJA_12318
OG0001521	XENTR14078	AENJA_13001
OG0001523	XENTR10881, XENTR17742	AENJA_14135
OG0001524	XENTR09548	AENJA_19275
OG0001524	XENTR00484	AENJA_15536
OG0001525	XENTR12515, XENTR12514	AENJA_16414
OG0001526	XENTR01289, XENTR17681, XENTR16198	AENJA_16663
OG0001527	XENTR15735	AENJA_16808
OG0001528	XENTR17324, XENTR04419	AENJA_17449
OG0001529	XENTR02811, XENTR02810, XENTR08383	AENJA_18632
OG0001531	XENTR12449, XENTR11571, XENTR08724	AENJA_20341
OG0001532	XENTR11612, XENTR16708, XENTR06237	AENJA_20708
OG0001533	XENTR07080, XENTR17861	AENJA_20965
OG0001534	XENTR05627, XENTR06763, XENTR05628	AENJA_21491, AENJA_21490
OG0001536	XENTR02934	AENJA_25332, AENJA_25327
OG0001545	XENTR08623, XENTR05315, XENTR18196	AENJA_00995
OG0001546	XENTR02403, XENTR05092	AENJA_02497
OG0001549	XENTR06613, XENTR07982, XENTR02588	AENJA_04459
OG0001550	XENTR12624	AENJA_05034, AENJA_05035
OG0001551	XENTR05545, XENTR05547	AENJA_05503
OG0001552	XENTR07028	AENJA_06118
OG0001553	XENTR02229, XENTR09430, XENTR09742	AENJA_06179
OG0001554	XENTR08488, XENTR05924	AENJA_07567
OG0001557	XENTR11819	AENJA_13295
OG0001558	XENTR16416, XENTR06488	AENJA_08311
OG0001559	XENTR09039, XENTR06623	AENJA_08667
OG0001560	XENTR12473, XENTR04353, XENTR13870, XENTR12299	AENJA_09404
OG0001561	XENTR16133, XENTR07954, XENTR01341	AENJA_09420
OG0001563	XENTR12134	AENJA_12465
OG0001564	XENTR03255, XENTR05932	AENJA_11930
OG0001565	XENTR14497, XENTR14805, XENTR12160	AENJA_12372
OG0001566	XENTR12398, XENTR12399, XENTR04955	AENJA_12513
OG0001567	XENTR10094, XENTR00289	AENJA_13019
OG0001568	XENTR05615	AENJA_13880
OG0001569	XENTR02711, XENTR00703, XENTR00702	AENJA_14238
OG0001570	XENTR05431	AENJA_24461
OG0001571	XENTR14473	AENJA_17758
OG0001572	XENTR14408	AENJA_22665
OG0001572	XENTR03742	AENJA_18250
OG0001573	XENTR03987, XENTR08694	AENJA_19183
OG0001574	XENTR01390, XENTR06575, XENTR18448, XENTR11497, XENTR11496	AENJA_21910
OG0001575	XENTR14038, XENTR14037	AENJA_21919
OG0001576	XENTR15048, XENTR13227	AENJA_23479
OG0001578	XENTR01969, XENTR09544	AENJA_24180
OG0001579	XENTR06690	AENJA_24228
OG0001580	XENTR13327, XENTR07267	AENJA_25168
OG0001581	XENTR07619, XENTR15249	AENJA_26171
OG0001582	XENTR07708, XENTR17762, XENTR01173	AENJA_26338
OG0001583	XENTR11561, XENTR14641	AENJA_26528
OG0001584	XENTR09628, XENTR09629	AENJA_26828
OG0001588	XENTR06850	AENJA_15642, AENJA_24457, AENJA_10082, AENJA_00109, AENJA_10785
OG0001589	XENTR13738	AENJA_00308
OG0001589	XENTR11338	AENJA_25068
OG0001590	XENTR10428	AENJA_00406, AENJA_14826, AENJA_14823
OG0001592	XENTR11244, XENTR11243	AENJA_17749, AENJA_01022, AENJA_25249
OG0001593	XENTR11547, XENTR08681, XENTR08680, XENTR02666, XENTR11433	AENJA_01627
OG0001596	XENTR18374, XENTR16155	AENJA_02913, AENJA_03897, AENJA_02915
OG0001596	XENTR06371	AENJA_08460
OG0001597	XENTR05372, XENTR10161	AENJA_17835, AENJA_03457
OG0001599	XENTR07390, XENTR07367	AENJA_04501
OG0001600	XENTR16112, XENTR13590, XENTR11793	AENJA_04862
OG0001603	XENTR12927	AENJA_25082, AENJA_05289
OG0001604	XENTR13341	AENJA_11253
OG0001605	XENTR04606	AENJA_06440
OG0001606	XENTR08318	AENJA_06477
OG0001608	XENTR00220, XENTR05052	AENJA_08413, AENJA_07328
OG0001609	XENTR06189	AENJA_08323
OG0001609	XENTR11285	AENJA_19787
OG0001610	XENTR16107, XENTR10867, XENTR00221	AENJA_08526, AENJA_08533, AENJA_08527, AENJA_09111, AENJA_08532
OG0001611	XENTR13532, XENTR13440, XENTR02083	AENJA_08569
OG0001612	XENTR11391	AENJA_09589
OG0001613	XENTR00997	AENJA_18613, AENJA_13644, AENJA_09920, AENJA_23085, AENJA_23061, AENJA_20693
OG0001614	XENTR03364	AENJA_17703
OG0001614	XENTR09810	AENJA_10096
OG0001615	XENTR04468, XENTR16398	AENJA_10716
OG0001617	XENTR11229, XENTR17736, XENTR07959	AENJA_12188
OG0001620	XENTR12935, XENTR17480, XENTR03941	AENJA_13924
OG0001621	XENTR01806, XENTR05633	AENJA_13994, AENJA_13992
