Orthogroup	XENTR	OWEFU
OG0001058	XENTR09698, XENTR10813	OFUSG09700.3.p1, OFUSG09700.1.p1, OFUSG09700.2.p1
OG0001059	XENTR16833	OFUSG12919.1.p1
OG0001060	XENTR14378	OFUSG11519.1.p1
OG0001060	XENTR15320	OFUSG03037.1.p1
OG0001062	XENTR02358, XENTR00517, XENTR00439	OFUSG17199.1.p1, OFUSG17199.2.p1
OG0001063	XENTR01633	OFUSG11469.1.p1
OG0001065	XENTR14400, XENTR14851	OFUSG12064.1.p1
OG0001067	XENTR15131, XENTR06306, XENTR12290	OFUSG12106.1.p1, OFUSG11202.1.p1, OFUSG08267.1.p1
OG0001072	XENTR01131	OFUSG14989.1.p1, OFUSG14989.2.p1
OG0001072	XENTR14054	OFUSG23887.1.p1, OFUSG23887.2.p1
OG0001073	XENTR13757, XENTR03448, XENTR09013	OFUSG03347.1.p1
OG0001075	XENTR05482, XENTR14239, XENTR06059	OFUSG21504.2.p1, OFUSG21504.3.p1, OFUSG21504.1.p1, OFUSG21503.2.p1, OFUSG21503.1.p1
OG0001076	XENTR04369, XENTR03450	OFUSG03330.1.p1
OG0001077	XENTR02919	OFUSG15956.1.p1, OFUSG15957.1.p1
OG0001077	XENTR03172	OFUSG04034.1.p1
OG0001078	XENTR16491, XENTR12278, XENTR05427, XENTR16318	OFUSG07195.2.p1, OFUSG07195.1.p1, OFUSG07195.3.p1
OG0001079	XENTR05981	OFUSG22304.1.p1
OG0001079	XENTR02342, XENTR18570	OFUSG06804.1.p1
OG0001080	XENTR17306	OFUSG16677.1.p1
OG0001080	XENTR00219, XENTR05053	OFUSG00008.1.p1
OG0001081	XENTR11483, XENTR11482	OFUSG14342.1.p1, OFUSG07840.1.p1
OG0001082	XENTR04166, XENTR03787	OFUSG04037.1.p1
OG0001083	XENTR14939, XENTR08964, XENTR02202, XENTR09760	OFUSG06289.3.p1, OFUSG06289.2.p1, OFUSG06289.4.p1, OFUSG06289.1.p1, OFUSG06289.5.p1
OG0001084	XENTR03176	OFUSG00659.1.p1, OFUSG00659.2.p1
OG0001085	XENTR14464, XENTR18960, XENTR05968, XENTR02550	OFUSG06361.1.p1
OG0001088	XENTR12091	OFUSG13450.1.p1, OFUSG12189.1.p1, OFUSG12203.1.p1, OFUSG11695.1.p1, OFUSG21814.1.p1, OFUSG03469.1.p1, OFUSG11008.1.p1
OG0001088	XENTR01178	OFUSG11487.2.p1, OFUSG11487.1.p1
OG0001089	XENTR12503	OFUSG19616.1.p1
OG0001089	XENTR06021	OFUSG19615.2.p1, OFUSG19615.4.p1, OFUSG19615.3.p1, OFUSG19615.1.p1
OG0001091	XENTR05394, XENTR06870, XENTR11806, XENTR06869, XENTR11805, XENTR05395, XENTR11804	OFUSG17661.2.p1, OFUSG17661.1.p1
OG0001092	XENTR04356, XENTR03567, XENTR04358	OFUSG02473.1.p1
OG0001093	XENTR14801, XENTR06916, XENTR05391	OFUSG16311.1.p1
OG0001094	XENTR06671, XENTR12802, XENTR09938	OFUSG12462.1.p1
OG0001095	XENTR12897, XENTR04215	OFUSG13749.1.p1, OFUSG13749.3.p1, OFUSG13749.2.p1
OG0001102	XENTR00597	OFUSG12472.1.p1
OG0001102	XENTR08075	OFUSG11952.1.p1, OFUSG11951.2.p1, OFUSG11951.1.p1
OG0001103	XENTR11707	OFUSG12330.1.p1
OG0001103	XENTR08189	OFUSG17037.1.p1, OFUSG17037.3.p1, OFUSG17037.2.p1, OFUSG17037.4.p1
OG0001104	XENTR13239	OFUSG23716.1.p1
OG0001105	XENTR00250	OFUSG16233.2.p1, OFUSG16233.1.p1, OFUSG16233.4.p1, OFUSG16233.3.p1
OG0001105	XENTR09104	OFUSG18002.1.p1
OG0001106	XENTR12570	OFUSG09718.2.p1, OFUSG09718.1.p1
OG0001107	XENTR10533, XENTR02061, XENTR02717	OFUSG24708.1.p1
OG0001108	XENTR08568	OFUSG17063.1.p1
OG0001108	XENTR01519	OFUSG24077.2.p1, OFUSG24077.1.p1
OG0001109	XENTR13118, XENTR13119, XENTR13710, XENTR07737, XENTR12458	OFUSG13382.1.p1, OFUSG03479.1.p1, OFUSG03480.1.p1, OFUSG02782.1.p1, OFUSG02782.2.p1
OG0001110	XENTR01316, XENTR07736	OFUSG08276.1.p1
OG0001112	XENTR08598, XENTR07078	OFUSG13817.3.p1, OFUSG13817.1.p1, OFUSG13817.4.p1, OFUSG13817.2.p1, OFUSG13817.5.p1
OG0001113	XENTR03194	OFUSG14818.1.p1
OG0001114	XENTR05283, XENTR05282, XENTR18949	OFUSG04229.1.p1
OG0001117	XENTR04976, XENTR19058, XENTR12412	OFUSG16636.1.p1, OFUSG14207.1.p1
OG0001118	XENTR08709, XENTR12886	OFUSG08091.2.p1, OFUSG08091.5.p1, OFUSG08091.1.p1, OFUSG08091.4.p1, OFUSG08091.3.p1
OG0001119	XENTR05752	OFUSG21187.2.p1, OFUSG21187.1.p1, OFUSG21187.3.p1, OFUSG21187.5.p1, OFUSG21187.4.p1
OG0001121	XENTR00146, XENTR15147	OFUSG00225.1.p1, OFUSG00225.2.p1
OG0001123	XENTR10415	OFUSG12701.1.p1
OG0001123	XENTR03409	OFUSG22297.1.p1
OG0001124	XENTR16582	OFUSG10854.1.p1
OG0001124	XENTR06212	OFUSG07596.1.p1
OG0001126	XENTR18698	OFUSG24750.1.p1
OG0001126	XENTR17124	OFUSG06152.1.p1
OG0001127	XENTR08219, XENTR08218, XENTR06362	OFUSG16574.1.p1, OFUSG16574.2.p1
OG0001128	XENTR08508, XENTR02079, XENTR13449, XENTR13450	OFUSG11491.1.p1
OG0001129	XENTR05147	OFUSG05147.2.p1, OFUSG05147.1.p1
OG0001130	XENTR03434	OFUSG09111.1.p1, OFUSG08598.1.p1
OG0001131	XENTR08901, XENTR13407	OFUSG21658.1.p1
OG0001132	XENTR06989	OFUSG20144.1.p1
OG0001133	XENTR17678	OFUSG08388.1.p1
OG0001133	XENTR15362	OFUSG21360.1.p1
OG0001134	XENTR10250, XENTR00965, XENTR03216, XENTR03221	OFUSG10062.2.p1, OFUSG10062.1.p1
OG0001135	XENTR14974	OFUSG17784.2.p1, OFUSG17784.1.p1
OG0001135	XENTR01797, XENTR01779	OFUSG17785.1.p1, OFUSG02833.1.p1
OG0001136	XENTR10642, XENTR00557, XENTR12118	OFUSG20143.1.p1, OFUSG20143.4.p1, OFUSG20143.3.p1, OFUSG20143.2.p1
OG0001137	XENTR12668, XENTR04145	OFUSG11347.1.p1
OG0001138	XENTR05997, XENTR02144, XENTR04471, XENTR18324, XENTR16579, XENTR16494, XENTR08552, XENTR05227, XENTR06291, XENTR15641, XENTR15640	OFUSG13035.1.p1, OFUSG13035.2.p1
OG0001139	XENTR12289	OFUSG26881.1.p1
OG0001139	XENTR07646, XENTR17010	OFUSG25576.1.p1
OG0001140	XENTR00230, XENTR13675, XENTR13933	OFUSG20072.1.p1, OFUSG00173.1.p1
OG0001141	XENTR05715	OFUSG09098.2.p1, OFUSG09098.1.p1
OG0001142	XENTR06629	OFUSG10654.1.p1
OG0001143	XENTR16291, XENTR08123, XENTR08124, XENTR08673, XENTR09685	OFUSG16015.1.p1
OG0001144	XENTR08544, XENTR07178, XENTR03323, XENTR03322	OFUSG23430.1.p1
OG0001146	XENTR04404, XENTR04096, XENTR12242	OFUSG16918.1.p1
OG0001148	XENTR10476	OFUSG04841.1.p1
OG0001149	XENTR12926, XENTR00444	OFUSG26608.1.p1, OFUSG26608.2.p1
OG0001155	XENTR09180	OFUSG23517.1.p1
OG0001155	XENTR04938	OFUSG22403.1.p1
OG0001156	XENTR07093, XENTR06912, XENTR01092	OFUSG03954.1.p1, OFUSG03954.2.p1, OFUSG03954.3.p1
OG0001158	XENTR16126, XENTR16127, XENTR07686, XENTR07685	OFUSG20905.2.p1, OFUSG20905.1.p1
OG0001160	XENTR08948, XENTR07949	OFUSG07954.1.p1
OG0001161	XENTR05290, XENTR17947	OFUSG16226.3.p1, OFUSG16226.2.p1, OFUSG16226.1.p1
OG0001162	XENTR10454, XENTR14933	OFUSG20181.1.p1
OG0001163	XENTR08141	OFUSG11184.1.p1, OFUSG11184.2.p1
OG0001164	XENTR00877	OFUSG24177.1.p1
OG0001165	XENTR03624	OFUSG13166.1.p1
OG0001165	XENTR02305	OFUSG14678.1.p1, OFUSG14678.2.p1
OG0001166	XENTR18013, XENTR18012, XENTR14106	OFUSG02486.1.p1
OG0001167	XENTR07709, XENTR06636, XENTR08900	OFUSG21708.1.p1
OG0001168	XENTR12949, XENTR06904, XENTR00455	OFUSG18913.1.p1
OG0001169	XENTR00013, XENTR11448	OFUSG23419.1.p1
OG0001169	XENTR18438	OFUSG02492.1.p1
OG0001170	XENTR11874, XENTR14412, XENTR07877, XENTR14411	OFUSG01257.1.p1
OG0001171	XENTR06589	OFUSG16690.1.p1
OG0001172	XENTR06358, XENTR09420	OFUSG24342.1.p1
OG0001173	XENTR06425, XENTR01039	OFUSG04684.1.p1
OG0001173	XENTR06289, XENTR03346, XENTR03345	OFUSG26111.1.p1, OFUSG25326.1.p1, OFUSG04683.1.p1
OG0001174	XENTR02782, XENTR11221, XENTR04237, XENTR14224, XENTR15091, XENTR01015, XENTR02796, XENTR05165, XENTR02815, XENTR11287, XENTR11289, XENTR11288, XENTR11300, XENTR02248, XENTR02246, XENTR01963	OFUSG06404.1.p1, OFUSG06737.1.p1
OG0001175	XENTR04334, XENTR01937	OFUSG26257.3.p1
OG0001176	XENTR04321	OFUSG10722.1.p1
OG0001177	XENTR04520, XENTR01947	OFUSG21019.1.p1, OFUSG21014.1.p1, OFUSG21016.1.p1
OG0001178	XENTR00333	OFUSG12774.1.p1
OG0001178	XENTR02313	OFUSG25843.1.p1
OG0001179	XENTR01714	OFUSG23169.1.p1
OG0001180	XENTR11241, XENTR01431, XENTR19021	OFUSG19622.1.p1
OG0001181	XENTR02917, XENTR13969	OFUSG04163.4.p1, OFUSG04163.3.p1, OFUSG04163.2.p1, OFUSG04163.5.p1, OFUSG04163.1.p1
OG0001182	XENTR04131, XENTR14389, XENTR06978, XENTR10070	OFUSG07436.2.p1, OFUSG07436.1.p1, OFUSG07437.1.p1, OFUSG21970.1.p1, OFUSG20652.1.p1
OG0001183	XENTR15931, XENTR15930	OFUSG16748.1.p1
OG0001184	XENTR11761	OFUSG07947.1.p1, OFUSG07947.2.p1
OG0001184	XENTR16633	OFUSG05984.1.p1
OG0001185	XENTR09610, XENTR09609	OFUSG20935.1.p1
OG0001186	XENTR07680, XENTR03745	OFUSG20257.1.p1
OG0001186	XENTR03736	OFUSG20541.1.p1
OG0001188	XENTR04124	OFUSG12424.3.p1, OFUSG12424.2.p1, OFUSG12424.4.p1, OFUSG12424.1.p1
OG0001189	XENTR16871, XENTR08031, XENTR04626	OFUSG13393.2.p1, OFUSG13393.1.p1
OG0001190	XENTR06259, XENTR16660, XENTR16659	OFUSG17154.1.p1
OG0001191	XENTR02213, XENTR13144, XENTR08963	OFUSG19246.1.p1
OG0001196	XENTR18694, XENTR11054, XENTR19094	OFUSG09460.1.p1
OG0001197	XENTR14109	OFUSG12312.1.p1
OG0001197	XENTR02293, XENTR07184	OFUSG04366.2.p1, OFUSG04366.1.p1
OG0001198	XENTR13281	OFUSG09269.1.p1
OG0001198	XENTR16301	OFUSG01615.2.p1, OFUSG01615.1.p1, OFUSG01616.2.p1, OFUSG01616.1.p1
OG0001199	XENTR12723	OFUSG23535.1.p1, OFUSG23535.2.p1
OG0001200	XENTR03069	OFUSG25224.1.p1
OG0001201	XENTR05955, XENTR17812, XENTR17811	OFUSG05227.1.p1
OG0001202	XENTR11567, XENTR11566	OFUSG14587.1.p1
OG0001204	XENTR01197, XENTR13340	OFUSG22699.1.p1
OG0001205	XENTR14919	OFUSG03656.1.p1
OG0001205	XENTR03556	OFUSG02818.1.p1
OG0001207	XENTR10602, XENTR06956, XENTR16548	OFUSG04252.2.p1, OFUSG04252.1.p1
OG0001208	XENTR05399, XENTR14797	OFUSG23596.1.p1, OFUSG23596.2.p1
OG0001209	XENTR17550	OFUSG16185.1.p1
OG0001210	XENTR12983	OFUSG21803.1.p1
OG0001210	XENTR09378	OFUSG16955.1.p1
OG0001211	XENTR04154, XENTR06866	OFUSG26423.1.p1
OG0001212	XENTR17241, XENTR17240	OFUSG02118.1.p1
OG0001213	XENTR10507	OFUSG05564.1.p1
OG0001213	XENTR01205	OFUSG24083.1.p1
OG0001214	XENTR02921	OFUSG23587.1.p1, OFUSG23585.1.p1, OFUSG23586.1.p1
OG0001215	XENTR12954, XENTR16550, XENTR16549	OFUSG23468.1.p1
OG0001216	XENTR13109	OFUSG24041.1.p1
OG0001216	XENTR05946	OFUSG05379.1.p1
OG0001217	XENTR07688, XENTR11580, XENTR00148	OFUSG01813.2.p1, OFUSG01813.1.p1, OFUSG01813.3.p1
OG0001218	XENTR16071, XENTR10134, XENTR14884, XENTR14883, XENTR16396	OFUSG23686.1.p1
OG0001219	XENTR03647, XENTR18228, XENTR12113	OFUSG21415.1.p1
OG0001220	XENTR06344, XENTR06343	OFUSG14871.1.p1
OG0001221	XENTR15915	OFUSG05323.1.p1, OFUSG04940.1.p1, OFUSG20341.1.p1
OG0001223	XENTR07799, XENTR10652, XENTR13605, XENTR02494, XENTR02495	OFUSG20458.1.p1, OFUSG20458.3.p1, OFUSG20458.2.p1
OG0001225	XENTR09310, XENTR06994, XENTR15732	OFUSG04589.1.p1
OG0001226	XENTR11877, XENTR07881	OFUSG00663.1.p1, OFUSG17943.2.p1, OFUSG17943.1.p1, OFUSG21268.1.p1
OG0001226	XENTR05450	OFUSG22727.1.p1
OG0001227	XENTR02799, XENTR01332, XENTR12049, XENTR10779, XENTR05921	OFUSG00654.1.p1
OG0001231	XENTR03878, XENTR01648	OFUSG12258.4.p1, OFUSG12258.5.p1, OFUSG12258.2.p1, OFUSG12258.3.p1, OFUSG12258.1.p1
OG0001232	XENTR01820	OFUSG07641.1.p1, OFUSG07649.1.p1
OG0001234	XENTR15695, XENTR00503	OFUSG05267.1.p1
OG0001237	XENTR03125, XENTR11439, XENTR05845	OFUSG04283.1.p1, OFUSG04283.2.p1
OG0001238	XENTR08981	OFUSG19388.1.p1
OG0001238	XENTR12621, XENTR06928, XENTR03786	OFUSG21344.1.p1
OG0001239	XENTR05992, XENTR11309	OFUSG05931.1.p1, OFUSG05931.2.p1
OG0001240	XENTR01403, XENTR05719, XENTR12304, XENTR05718	OFUSG20659.1.p1
OG0001241	XENTR12971	OFUSG12948.2.p1, OFUSG12948.1.p1
OG0001241	XENTR07087, XENTR02055	OFUSG14006.1.p1
OG0001243	XENTR17516, XENTR17517	OFUSG16186.2.p1, OFUSG16186.3.p1, OFUSG16186.1.p1, OFUSG16186.5.p1, OFUSG16186.4.p1
OG0001245	XENTR09296	OFUSG10421.2.p1, OFUSG10421.4.p1, OFUSG10421.3.p1, OFUSG10421.1.p1
OG0001247	XENTR19062, XENTR18189, XENTR18467, XENTR11045	OFUSG05637.1.p1, OFUSG05637.3.p1, OFUSG05637.4.p1, OFUSG05637.2.p1
OG0001249	XENTR10238, XENTR10239, XENTR04710, XENTR00318	OFUSG17354.1.p1
OG0001250	XENTR04777, XENTR07316	OFUSG09998.1.p1, OFUSG09998.2.p1
OG0001251	XENTR12411	OFUSG04849.1.p1
OG0001252	XENTR06520, XENTR03993, XENTR03992, XENTR09825	OFUSG16975.2.p1, OFUSG16975.1.p1
OG0001253	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523	OFUSG06702.1.p1
OG0001254	XENTR03435, XENTR01471	OFUSG24259.1.p1, OFUSG24259.5.p1, OFUSG24259.3.p1, OFUSG24259.4.p1, OFUSG24259.2.p1
OG0001255	XENTR13075, XENTR00445, XENTR14530, XENTR02994, XENTR07995, XENTR10739	OFUSG26725.1.p1
OG0001256	XENTR12356	OFUSG01838.2.p1, OFUSG01838.3.p1, OFUSG01838.1.p1
OG0001261	XENTR03563, XENTR16999	OFUSG02179.1.p1
OG0001262	XENTR06170, XENTR06171, XENTR19017, XENTR15533	OFUSG07691.1.p1
OG0001263	XENTR06868	OFUSG09274.1.p1
OG0001264	XENTR02490, XENTR03731, XENTR05140	OFUSG23132.1.p1
OG0001266	XENTR10900, XENTR02450	OFUSG16970.1.p1
OG0001267	XENTR14460	OFUSG03362.1.p1
OG0001267	XENTR06333	OFUSG22343.1.p1
OG0001268	XENTR08282	OFUSG09833.1.p1
OG0001268	XENTR18855	OFUSG06589.1.p1, OFUSG06589.2.p1
OG0001270	XENTR01782	OFUSG18535.1.p1
OG0001270	XENTR12521, XENTR12522	OFUSG05149.1.p1
OG0001271	XENTR17754, XENTR02751, XENTR07226	OFUSG04260.2.p1, OFUSG04260.1.p1
OG0001272	XENTR18340, XENTR09464, XENTR00960	OFUSG15558.2.p1, OFUSG15558.1.p1
OG0001273	XENTR13224, XENTR14752, XENTR14082	OFUSG08474.2.p1, OFUSG08474.1.p1
OG0001274	XENTR13249, XENTR15210, XENTR15211, XENTR07752	OFUSG26621.1.p1, OFUSG26621.2.p1
OG0001275	XENTR14625	OFUSG00065.1.p1
OG0001275	XENTR14624	OFUSG00063.1.p1
OG0001276	XENTR09721, XENTR13760	OFUSG02131.2.p1, OFUSG02131.1.p1
OG0001278	XENTR09813	OFUSG21422.1.p1
OG0001279	XENTR11976, XENTR14916	OFUSG11783.1.p1
OG0001280	XENTR13872, XENTR04350, XENTR07156	OFUSG08879.1.p1
OG0001281	XENTR10819, XENTR07891, XENTR08370, XENTR12911, XENTR17643	OFUSG11373.1.p1
OG0001282	XENTR16436, XENTR00274	OFUSG01601.2.p1, OFUSG01601.1.p1
OG0001284	XENTR15697	OFUSG16498.1.p1
OG0001284	XENTR01467, XENTR01466	OFUSG08836.1.p1, OFUSG08837.1.p1
OG0001287	XENTR06418, XENTR10568, XENTR10975, XENTR14177	OFUSG02471.1.p1
OG0001289	XENTR03860	OFUSG23642.1.p1
OG0001291	XENTR02209, XENTR05578, XENTR07580, XENTR07579	OFUSG10221.1.p1
OG0001292	XENTR03404, XENTR01086	OFUSG16670.1.p1
OG0001293	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560	OFUSG22587.1.p1
OG0001294	XENTR08985, XENTR08984	OFUSG12455.1.p1, OFUSG12455.2.p1, OFUSG12455.4.p1, OFUSG12455.3.p1
OG0001295	XENTR07162, XENTR07111	OFUSG26538.2.p1, OFUSG26538.1.p1
OG0001296	XENTR10758, XENTR16218, XENTR01664, XENTR01665	OFUSG22042.1.p1
OG0001297	XENTR07068, XENTR07067, XENTR01254, XENTR17500	OFUSG07798.1.p1
OG0001300	XENTR09380, XENTR15087, XENTR13396	OFUSG06989.2.p1, OFUSG06989.1.p1, OFUSG06989.3.p1, OFUSG06989.4.p1
OG0001302	XENTR00019	OFUSG26569.1.p1
OG0001302	XENTR05127, XENTR05128	OFUSG15207.1.p1
OG0001304	XENTR13603, XENTR09891, XENTR07804, XENTR02497	OFUSG05114.1.p1
OG0001305	XENTR06508, XENTR06784, XENTR15394	OFUSG08198.1.p1
OG0001306	XENTR00068	OFUSG23546.1.p1
OG0001306	XENTR06783	OFUSG07657.1.p1, OFUSG07657.2.p1
OG0001308	XENTR08924, XENTR10339, XENTR11736	OFUSG10535.1.p1
OG0001309	XENTR12950	OFUSG21047.1.p1, OFUSG22086.1.p1, OFUSG25240.1.p1, OFUSG07752.1.p1
OG0001310	XENTR02393	OFUSG11461.1.p1
OG0001310	XENTR15418	OFUSG06993.1.p1, OFUSG06993.2.p1, OFUSG06993.3.p1
OG0001311	XENTR11767	OFUSG12707.3.p1, OFUSG12707.2.p1, OFUSG12707.1.p1
OG0001311	XENTR16951	OFUSG15938.2.p1, OFUSG15938.1.p1
OG0001313	XENTR06253, XENTR05706, XENTR13563	OFUSG00097.1.p1, OFUSG00029.1.p1
OG0001315	XENTR18202, XENTR00932, XENTR03902	OFUSG10828.1.p1
OG0001316	XENTR05492, XENTR15964, XENTR00686	OFUSG25497.3.p1, OFUSG25497.2.p1, OFUSG25497.1.p1
OG0001317	XENTR06399	OFUSG06662.2.p1, OFUSG06662.1.p1
OG0001318	XENTR10187	OFUSG00323.1.p1
OG0001318	XENTR00640	OFUSG00343.1.p1
OG0001319	XENTR00669, XENTR10926, XENTR09062	OFUSG26856.1.p1, OFUSG26856.2.p1
OG0001320	XENTR12547	OFUSG23083.1.p1
OG0001320	XENTR13078, XENTR04130	OFUSG21928.1.p1, OFUSG11012.1.p1, OFUSG11010.1.p1
OG0001321	XENTR11250, XENTR11532, XENTR11534	OFUSG16548.1.p1
OG0001322	XENTR10160, XENTR16770	OFUSG07154.2.p1, OFUSG07154.1.p1
OG0001322	XENTR07426	OFUSG11624.1.p1
OG0001324	XENTR08414	OFUSG16607.1.p1
OG0001325	XENTR05586, XENTR05589, XENTR05579, XENTR05585, XENTR05588, XENTR08671, XENTR05587, XENTR05590, XENTR05591, XENTR05592	OFUSG10884.1.p1
OG0001326	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848	OFUSG19214.1.p1
OG0001327	XENTR10101, XENTR14547	OFUSG06432.1.p1
OG0001328	XENTR09916	OFUSG02927.1.p1, OFUSG25134.1.p1, OFUSG25133.1.p1, OFUSG11426.1.p1, OFUSG25137.1.p1
OG0001329	XENTR00757	OFUSG19399.1.p1, OFUSG06594.1.p1
OG0001330	XENTR14976, XENTR11097, XENTR10939	OFUSG15141.1.p1
OG0001331	XENTR14937, XENTR18315	OFUSG06502.1.p1
OG0001332	XENTR11574, XENTR14153, XENTR14152	OFUSG17350.1.p1
OG0001333	XENTR01835	OFUSG07585.1.p1, OFUSG07585.2.p1
OG0001337	XENTR04761, XENTR09361	OFUSG21230.1.p1
OG0001341	XENTR17450	OFUSG06041.1.p1
OG0001344	XENTR06464	OFUSG10181.1.p1
OG0001345	XENTR02832	OFUSG06158.1.p1
OG0001348	XENTR02721, XENTR02053	OFUSG14452.1.p1, OFUSG14452.2.p1
OG0001350	XENTR00070	OFUSG13619.1.p1, OFUSG20926.1.p1
OG0001351	XENTR06632	OFUSG24766.1.p1, OFUSG24766.2.p1
OG0001351	XENTR02308	OFUSG24770.1.p1
OG0001352	XENTR02276, XENTR07810	OFUSG21804.1.p1, OFUSG10126.1.p1
OG0001353	XENTR09948	OFUSG21880.1.p1
OG0001354	XENTR09675	OFUSG09421.1.p1
OG0001354	XENTR04304	OFUSG21208.1.p1
OG0001355	XENTR08752, XENTR12634, XENTR02287, XENTR14204	OFUSG06812.1.p1
OG0001356	XENTR11301, XENTR02362	OFUSG05861.1.p1, OFUSG19759.1.p1
OG0001357	XENTR05091, XENTR02425, XENTR12657	OFUSG11869.2.p1, OFUSG11869.1.p1
OG0001359	XENTR04346, XENTR10433, XENTR08085, XENTR18085	OFUSG09546.1.p1, OFUSG09546.4.p1, OFUSG09546.3.p1, OFUSG09546.2.p1
OG0001362	XENTR09103	OFUSG10756.1.p1
OG0001363	XENTR09917, XENTR06150	OFUSG08098.1.p1, OFUSG06851.1.p1, OFUSG04232.2.p1, OFUSG04232.1.p1, OFUSG10137.2.p1, OFUSG10137.1.p1
OG0001364	XENTR17966, XENTR03257	OFUSG21480.2.p1, OFUSG21480.1.p1
OG0001366	XENTR03370	OFUSG24531.1.p1, OFUSG24531.2.p1
OG0001367	XENTR02449, XENTR12179, XENTR12890	OFUSG13306.3.p1, OFUSG13306.2.p1, OFUSG13306.1.p1
OG0001368	XENTR09946, XENTR11688	OFUSG11560.1.p1
OG0001370	XENTR01446	OFUSG26505.1.p1
OG0001370	XENTR09409	OFUSG07390.1.p1
OG0001371	XENTR09788	OFUSG17879.1.p1
OG0001372	XENTR17215	OFUSG17365.1.p1
OG0001373	XENTR01826, XENTR09130, XENTR04806	OFUSG10557.1.p1
OG0001374	XENTR15855, XENTR14140	OFUSG04562.1.p1
OG0001375	XENTR05015	OFUSG07343.1.p1
OG0001375	XENTR07997, XENTR12997	OFUSG17328.1.p1
OG0001376	XENTR13691, XENTR14498, XENTR07143	OFUSG09428.1.p1
OG0001377	XENTR07904, XENTR16306	OFUSG05993.5.p1, OFUSG05993.1.p1, OFUSG05993.4.p1, OFUSG05993.3.p1, OFUSG05993.2.p1
OG0001378	XENTR01985, XENTR01998, XENTR11085, XENTR12484	OFUSG06638.1.p1
OG0001379	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100	OFUSG25798.1.p1
OG0001380	XENTR13793, XENTR03477, XENTR03478	OFUSG02941.1.p1
OG0001382	XENTR05428	OFUSG07337.1.p1, OFUSG07337.3.p1, OFUSG07337.2.p1
OG0001384	XENTR06196, XENTR07238	OFUSG25874.1.p1, OFUSG25878.1.p1
OG0001386	XENTR17191, XENTR01734	OFUSG04435.2.p1, OFUSG04435.1.p1
OG0001387	XENTR00111, XENTR05202	OFUSG08838.2.p1, OFUSG08838.1.p1, OFUSG09228.1.p1, OFUSG09227.1.p1, OFUSG09228.2.p1, OFUSG09228.3.p1, OFUSG09222.1.p1, OFUSG09222.2.p1, OFUSG23297.1.p1, OFUSG21160.1.p1
OG0001388	XENTR06312, XENTR11586, XENTR11585	OFUSG02522.1.p1, OFUSG02522.2.p1, OFUSG03415.1.p1, OFUSG12507.1.p1
OG0001389	XENTR05255, XENTR05190, XENTR01018, XENTR09739	OFUSG02820.1.p1, OFUSG02820.2.p1
OG0001390	XENTR03382, XENTR16716, XENTR00398, XENTR02568	OFUSG20512.1.p1
OG0001394	XENTR16874	OFUSG03004.2.p1, OFUSG03004.3.p1, OFUSG03004.1.p1
OG0001395	XENTR05456, XENTR16923, XENTR11578, XENTR07687	OFUSG00519.1.p1, OFUSG00519.2.p1
OG0001397	XENTR17141, XENTR17665	OFUSG18946.1.p1
OG0001397	XENTR11843	OFUSG05696.1.p1
OG0001399	XENTR02498, XENTR09890	OFUSG05115.2.p1, OFUSG05115.1.p1
OG0001400	XENTR07182, XENTR03349, XENTR03348	OFUSG16752.1.p1
OG0001402	XENTR04534, XENTR14904, XENTR04036	OFUSG15266.1.p1
OG0001403	XENTR06529, XENTR17701, XENTR10933	OFUSG22106.1.p1, OFUSG22108.1.p1, OFUSG22105.1.p1, OFUSG13041.1.p1, OFUSG13041.4.p1, OFUSG13041.2.p1, OFUSG13041.3.p1, OFUSG01446.1.p1
OG0001404	XENTR15166, XENTR15165	OFUSG20498.1.p1, OFUSG06110.1.p1
OG0001404	XENTR10088	OFUSG13591.1.p1
OG0001405	XENTR16937, XENTR16938	OFUSG08687.1.p1
OG0001406	XENTR09026, XENTR05268	OFUSG26862.2.p1, OFUSG26862.1.p1
OG0001408	XENTR06160, XENTR13671, XENTR01315	OFUSG26701.3.p1, OFUSG26701.5.p1, OFUSG26701.1.p1, OFUSG26701.2.p1, OFUSG26701.4.p1
OG0001409	XENTR08239, XENTR15156	OFUSG08545.1.p1
OG0001410	XENTR04211, XENTR11331	OFUSG03571.1.p1
OG0001410	XENTR08205	OFUSG05214.1.p1
OG0001411	XENTR05513	OFUSG03508.1.p1
OG0001412	XENTR01134	OFUSG18887.1.p1
OG0001413	XENTR10327	OFUSG22121.1.p1
OG0001413	XENTR01450	OFUSG08829.2.p1, OFUSG08829.1.p1
OG0001414	XENTR16760	OFUSG11958.2.p1, OFUSG11958.1.p1
OG0001414	XENTR03396	OFUSG18118.1.p1
OG0001415	XENTR00799	OFUSG15519.1.p1
OG0001416	XENTR04093, XENTR17575	OFUSG13299.1.p1, OFUSG13300.2.p1, OFUSG13300.1.p1
OG0001417	XENTR16786	OFUSG23096.1.p1
OG0001417	XENTR13968	OFUSG16507.1.p1
OG0001418	XENTR11447, XENTR00014, XENTR05877, XENTR04739	OFUSG17720.1.p1
