Orthogroup	XENTR	APOSJ_ok
OG0001249	XENTR10238, XENTR10239, XENTR04710, XENTR00318	APOSJ_49684, APOSJ_49687, APOSJ_49685, APOSJ_49681, APOSJ_49683, APOSJ_49686, APOSJ_49682
OG0001250	XENTR10529, XENTR04777, XENTR07316	APOSJ_45773, APOSJ_45772
OG0001251	XENTR12411	APOSJ_26930, APOSJ_53060
OG0001252	XENTR06520, XENTR03993, XENTR03992, XENTR09825	APOSJ_57275, APOSJ_57272, APOSJ_57271, APOSJ_57277, APOSJ_57273, APOSJ_57279, APOSJ_57280, APOSJ_57276, APOSJ_57274
OG0001253	XENTR01323, XENTR07953, XENTR11293, XENTR01322, XENTR02523	APOSJ_63481
OG0001254	XENTR03435, XENTR01471	APOSJ_20082, APOSJ_20079, APOSJ_20080, APOSJ_20081, APOSJ_20083
OG0001256	XENTR12356	APOSJ_22662, APOSJ_16855, APOSJ_16856, APOSJ_08655, APOSJ_16851, APOSJ_41118, APOSJ_12081, APOSJ_08656, APOSJ_40675, APOSJ_16853, APOSJ_08669, APOSJ_08664, APOSJ_16852, APOSJ_55433, APOSJ_55436, APOSJ_18496, APOSJ_55435, APOSJ_16854, APOSJ_16857
OG0001261	XENTR03563, XENTR16999	APOSJ_27066, APOSJ_38946, APOSJ_27062, APOSJ_27063, APOSJ_27071, APOSJ_27067, APOSJ_27065, APOSJ_27064
OG0001262	XENTR06170, XENTR06171, XENTR19017, XENTR15533	APOSJ_28304, APOSJ_28303, APOSJ_46237, APOSJ_28302
OG0001263	XENTR06868	APOSJ_27866, APOSJ_27867
OG0001264	XENTR02490, XENTR03731, XENTR05140	APOSJ_45943, APOSJ_45939, APOSJ_45942, APOSJ_45944, APOSJ_06798, APOSJ_45941, APOSJ_59790, APOSJ_06799, APOSJ_45940
OG0001266	XENTR10900, XENTR02450	APOSJ_03810
OG0001267	XENTR14460	APOSJ_24539
OG0001267	XENTR06333	APOSJ_40387, APOSJ_40388
OG0001268	XENTR08282	APOSJ_30635, APOSJ_30631, APOSJ_30630, APOSJ_61129, APOSJ_26078, APOSJ_61134, APOSJ_30632, APOSJ_61130, APOSJ_30629
OG0001268	XENTR18855	APOSJ_31771
OG0001270	XENTR01782	APOSJ_00845, APOSJ_10264
OG0001270	XENTR12521, XENTR12522	APOSJ_39650, APOSJ_52054, APOSJ_52055, APOSJ_52049, APOSJ_52052
OG0001271	XENTR17754, XENTR02751, XENTR07226	APOSJ_42324, APOSJ_42325, APOSJ_42323, APOSJ_42327, APOSJ_42326, APOSJ_42322
OG0001272	XENTR18340, XENTR09464, XENTR00960	APOSJ_63437, APOSJ_56345, APOSJ_64374, APOSJ_14803, APOSJ_14802
OG0001273	XENTR13224, XENTR14752, XENTR14082	APOSJ_07726, APOSJ_19500, APOSJ_19498
OG0001274	XENTR13249, XENTR15210, XENTR15211, XENTR07752	APOSJ_63498, APOSJ_63499, APOSJ_63500, APOSJ_63501
OG0001275	XENTR14625	APOSJ_19016
OG0001275	XENTR14624	APOSJ_40449, APOSJ_40448, APOSJ_40447, APOSJ_40446, APOSJ_40445, APOSJ_40443, APOSJ_64594, APOSJ_40444
OG0001276	XENTR09721, XENTR13760	APOSJ_00033, APOSJ_37707, APOSJ_47385, APOSJ_00028, APOSJ_17176, APOSJ_00034, APOSJ_06801, APOSJ_21732, APOSJ_00032, APOSJ_40492, APOSJ_00029, APOSJ_00030, APOSJ_42710, APOSJ_17171, APOSJ_21731, APOSJ_21730, APOSJ_47368, APOSJ_21729, APOSJ_21728, APOSJ_17170, APOSJ_00027, APOSJ_00031
OG0001278	XENTR09813	APOSJ_45303, APOSJ_16356
OG0001279	XENTR11976, XENTR14916	APOSJ_00366, APOSJ_00367
OG0001280	XENTR13872, XENTR04350, XENTR07156	APOSJ_38817, APOSJ_38818, APOSJ_38816
OG0001282	XENTR16436, XENTR00274	APOSJ_53381, APOSJ_53380, APOSJ_53382, APOSJ_53379, APOSJ_53383, APOSJ_62917, APOSJ_63341, APOSJ_62919
OG0001284	XENTR15697	APOSJ_51094, APOSJ_51096, APOSJ_51095, APOSJ_51093
OG0001284	XENTR01467, XENTR01466	APOSJ_38180, APOSJ_38179, APOSJ_38178, APOSJ_39124
OG0001287	XENTR06418, XENTR10568, XENTR10975, XENTR14177	APOSJ_30564, APOSJ_02347, APOSJ_31786, APOSJ_62177
OG0001288	XENTR05832, XENTR05833	APOSJ_22796
OG0001290	XENTR08522, XENTR00546, XENTR09553, XENTR04590	APOSJ_34219, APOSJ_34220
OG0001291	XENTR02209, XENTR05578, XENTR07580, XENTR07579	APOSJ_13944, APOSJ_61515, APOSJ_61517, APOSJ_61511, APOSJ_61514, APOSJ_61513, APOSJ_61512, APOSJ_61516
OG0001292	XENTR03404, XENTR01086	APOSJ_35425, APOSJ_55180, APOSJ_35427, APOSJ_35424
OG0001293	XENTR06445, XENTR06449, XENTR06446, XENTR16665, XENTR14560	APOSJ_46121, APOSJ_46120, APOSJ_46118, APOSJ_46119
OG0001294	XENTR08985, XENTR08984	APOSJ_33881, APOSJ_12351, APOSJ_55521, APOSJ_60130, APOSJ_60133, APOSJ_55523, APOSJ_60129, APOSJ_55517, APOSJ_33889, APOSJ_12353, APOSJ_12350, APOSJ_55520, APOSJ_12352, APOSJ_55516, APOSJ_55525, APOSJ_12355, APOSJ_12354, APOSJ_12349, APOSJ_55519, APOSJ_55524, APOSJ_60131, APOSJ_60128, APOSJ_55522
OG0001295	XENTR07162, XENTR07111	APOSJ_42068, APOSJ_42067
OG0001296	XENTR10758, XENTR16218, XENTR01664, XENTR01665	APOSJ_05820
OG0001297	XENTR07068, XENTR07067, XENTR01254, XENTR17500	APOSJ_40127, APOSJ_40126, APOSJ_40128, APOSJ_50636
OG0001300	XENTR09380, XENTR15087, XENTR13396	APOSJ_00778
OG0001302	XENTR00019	APOSJ_50423, APOSJ_14148, APOSJ_45734, APOSJ_14151, APOSJ_50422, APOSJ_50421, APOSJ_38024
OG0001302	XENTR05127, XENTR05128	APOSJ_52702, APOSJ_52697
OG0001305	XENTR06508, XENTR06784, XENTR15394	APOSJ_09587, APOSJ_09588
OG0001306	XENTR00068	APOSJ_58894
OG0001306	XENTR06783	APOSJ_11291
OG0001308	XENTR08924, XENTR10339, XENTR11736	APOSJ_62820, APOSJ_49337, APOSJ_62822
OG0001309	XENTR12950	APOSJ_45180, APOSJ_45181, APOSJ_45182, APOSJ_45183
OG0001310	XENTR02393	APOSJ_62169
OG0001310	XENTR15418	APOSJ_54029, APOSJ_54028
OG0001311	XENTR11767	APOSJ_36807
OG0001311	XENTR16951	APOSJ_22226, APOSJ_22227, APOSJ_48297
OG0001312	XENTR12977	APOSJ_23773, APOSJ_03205, APOSJ_03206
OG0001313	XENTR06253	APOSJ_33906, APOSJ_33908
OG0001315	XENTR18202, XENTR00932, XENTR03902	APOSJ_13986, APOSJ_48674, APOSJ_06707, APOSJ_25709
OG0001316	XENTR05492, XENTR15964, XENTR00686	APOSJ_31679, APOSJ_47166, APOSJ_45850, APOSJ_47162, APOSJ_45860, APOSJ_45836, APOSJ_26892, APOSJ_47165, APOSJ_31680, APOSJ_47163, APOSJ_47164, APOSJ_31682, APOSJ_23602
OG0001317	XENTR06399	APOSJ_51974, APOSJ_51821, APOSJ_38859, APOSJ_38855, APOSJ_51884
OG0001318	XENTR10187	APOSJ_38930, APOSJ_26105, APOSJ_12648, APOSJ_38928, APOSJ_38929, APOSJ_43686, APOSJ_38925, APOSJ_26107
OG0001318	XENTR00640	APOSJ_58195, APOSJ_58196, APOSJ_25774
OG0001319	XENTR00669, XENTR10926, XENTR09062	APOSJ_49796
OG0001320	XENTR12547	APOSJ_57053, APOSJ_18022
OG0001320	XENTR13078, XENTR04130	APOSJ_18945
OG0001321	XENTR11250, XENTR11532, XENTR11534	APOSJ_00883, APOSJ_05483, APOSJ_00884
OG0001322	XENTR10160, XENTR16770	APOSJ_17574, APOSJ_34586
OG0001322	XENTR07426	APOSJ_25010, APOSJ_25009
OG0001323	XENTR04149, XENTR14533, XENTR06661, XENTR12671	APOSJ_22973
OG0001324	XENTR08414	APOSJ_27568, APOSJ_63968, APOSJ_63983, APOSJ_27573, APOSJ_27571, APOSJ_33050, APOSJ_33047, APOSJ_33052, APOSJ_33051, APOSJ_33048, APOSJ_33049, APOSJ_63992, APOSJ_63953, APOSJ_27563
OG0001326	XENTR09549, XENTR01917, XENTR01916, XENTR08643, XENTR11848	APOSJ_44084, APOSJ_48298
OG0001327	XENTR10101, XENTR14547	APOSJ_32560, APOSJ_15638
OG0001329	XENTR00757	APOSJ_53471, APOSJ_53474, APOSJ_53473
OG0001330	XENTR14976, XENTR11097, XENTR10939	APOSJ_55342, APOSJ_55345, APOSJ_47110, APOSJ_55344
OG0001332	XENTR11574, XENTR14153, XENTR14152	APOSJ_34905, APOSJ_34907, APOSJ_34906, APOSJ_34908, APOSJ_34904
OG0001333	XENTR01835	APOSJ_54634, APOSJ_27713, APOSJ_11036, APOSJ_48030, APOSJ_01772, APOSJ_48029, APOSJ_42588, APOSJ_58038, APOSJ_58032, APOSJ_48031, APOSJ_58027, APOSJ_54633, APOSJ_48032, APOSJ_01771
OG0001337	XENTR04761, XENTR09361	APOSJ_00699, APOSJ_25641, APOSJ_62000, APOSJ_00714, APOSJ_08080, APOSJ_61995, APOSJ_30806, APOSJ_00711
OG0001341	XENTR17450	APOSJ_13756, APOSJ_26232, APOSJ_55577, APOSJ_47616, APOSJ_13755, APOSJ_47617, APOSJ_51109, APOSJ_26204, APOSJ_07563, APOSJ_47614, APOSJ_51124, APOSJ_55588, APOSJ_13754, APOSJ_07564, APOSJ_26219, APOSJ_26213
OG0001344	XENTR06464	APOSJ_53449, APOSJ_53444, APOSJ_53446, APOSJ_53445, APOSJ_53443, APOSJ_53448
OG0001345	XENTR02832	APOSJ_27585, APOSJ_27586, APOSJ_27587
OG0001348	XENTR02721, XENTR02053	APOSJ_64919, APOSJ_64920, APOSJ_25094, APOSJ_64921
OG0001350	XENTR00070	APOSJ_58137, APOSJ_58135, APOSJ_58134, APOSJ_56731, APOSJ_56732, APOSJ_58136, APOSJ_56733, APOSJ_56730
OG0001351	XENTR02308	APOSJ_64597, APOSJ_60152
OG0001352	XENTR02276, XENTR07810	APOSJ_35179, APOSJ_35178, APOSJ_35177, APOSJ_35176, APOSJ_35180, APOSJ_34965, APOSJ_34968, APOSJ_34966, APOSJ_34964, APOSJ_53108, APOSJ_53107
OG0001353	XENTR09948	APOSJ_23313, APOSJ_14345
OG0001353	XENTR09957, XENTR02518	APOSJ_07681, APOSJ_07682
OG0001354	XENTR04304	APOSJ_12562, APOSJ_13772
OG0001355	XENTR08752, XENTR12634, XENTR02287, XENTR14204	APOSJ_04974, APOSJ_04973
OG0001356	XENTR11301, XENTR02362, XENTR06819	APOSJ_55102, APOSJ_45190, APOSJ_19994, APOSJ_08640, APOSJ_55103, APOSJ_45195, APOSJ_08639, APOSJ_08638, APOSJ_65373, APOSJ_45192, APOSJ_45191
OG0001359	XENTR04346, XENTR10433, XENTR08085, XENTR18085	APOSJ_20250, APOSJ_20249
OG0001361	XENTR11816, XENTR11817, XENTR17007	APOSJ_12183
OG0001362	XENTR09103	APOSJ_21174
OG0001363	XENTR09917, XENTR06150	APOSJ_18304
OG0001364	XENTR17966, XENTR03257	APOSJ_48961
OG0001365	XENTR03966, XENTR05559	APOSJ_19266, APOSJ_17777, APOSJ_28052, APOSJ_28051, APOSJ_17778, APOSJ_17781, APOSJ_17782, APOSJ_48818, APOSJ_19779, APOSJ_19780
OG0001366	XENTR03370	APOSJ_15729
OG0001367	XENTR02449, XENTR12179, XENTR12890	APOSJ_43134, APOSJ_64574
OG0001368	XENTR09946, XENTR11688	APOSJ_11663, APOSJ_11664, APOSJ_08285, APOSJ_08277, APOSJ_33258, APOSJ_11662
OG0001369	XENTR07049, XENTR14549, XENTR14550, XENTR10107	APOSJ_27114, APOSJ_27111, APOSJ_27113, APOSJ_27110, APOSJ_20416, APOSJ_27112
OG0001370	XENTR01446	APOSJ_23259
OG0001370	XENTR09409	APOSJ_51380
OG0001371	XENTR09788	APOSJ_60337, APOSJ_41614, APOSJ_41615, APOSJ_05666, APOSJ_05668, APOSJ_05667
OG0001372	XENTR17215	APOSJ_22680, APOSJ_51824, APOSJ_22681, APOSJ_22679, APOSJ_22682
OG0001373	XENTR01826, XENTR09130, XENTR04806	APOSJ_33658, APOSJ_33657, APOSJ_33660, APOSJ_33656, APOSJ_33659, APOSJ_33655, APOSJ_12552
OG0001374	XENTR15855, XENTR14140	APOSJ_06603, APOSJ_42895, APOSJ_02943, APOSJ_02946
OG0001375	XENTR05015	APOSJ_32605
OG0001375	XENTR07997, XENTR12997	APOSJ_42027, APOSJ_01914, APOSJ_01916, APOSJ_11798, APOSJ_01917, APOSJ_01918, APOSJ_01915, APOSJ_01919
OG0001376	XENTR13691, XENTR14498, XENTR07143	APOSJ_40424, APOSJ_40425
OG0001377	XENTR07904, XENTR16306	APOSJ_16777, APOSJ_16778, APOSJ_16776, APOSJ_16775, APOSJ_16779, APOSJ_16774
OG0001378	XENTR01985, XENTR01998, XENTR11085, XENTR12484	APOSJ_23820, APOSJ_23821, APOSJ_18962
OG0001379	XENTR05934, XENTR18078, XENTR18079, XENTR06099, XENTR06100	APOSJ_32392, APOSJ_32393, APOSJ_32390, APOSJ_32389, APOSJ_31749, APOSJ_05697, APOSJ_31750, APOSJ_32391
OG0001380	XENTR13793, XENTR03477, XENTR03478	APOSJ_31089
OG0001381	XENTR15731, XENTR09312, XENTR06992	APOSJ_28946, APOSJ_28947, APOSJ_28949, APOSJ_28948
OG0001382	XENTR05428	APOSJ_38348, APOSJ_38346, APOSJ_38347, APOSJ_38349, APOSJ_38344, APOSJ_38345
OG0001384	XENTR06196, XENTR07238	APOSJ_64140, APOSJ_57281, APOSJ_64143, APOSJ_64141, APOSJ_64142, APOSJ_57283, APOSJ_56396, APOSJ_64144
OG0001389	XENTR05255, XENTR05190, XENTR01018, XENTR09739	APOSJ_21023
OG0001394	XENTR16874	APOSJ_14603, APOSJ_14601, APOSJ_32575, APOSJ_32572, APOSJ_14602, APOSJ_32574, APOSJ_32577, APOSJ_36758, APOSJ_32573, APOSJ_32576, APOSJ_14600, APOSJ_26314
OG0001395	XENTR05456, XENTR16923, XENTR11578, XENTR07687	APOSJ_19595
OG0001397	XENTR17141, XENTR17665	APOSJ_08999, APOSJ_08998
OG0001397	XENTR11843	APOSJ_58982, APOSJ_58981
OG0001399	XENTR06193, XENTR06192	APOSJ_63162, APOSJ_63166, APOSJ_63165, APOSJ_63164, APOSJ_63163, APOSJ_51444
OG0001399	XENTR02498, XENTR09890	APOSJ_50593, APOSJ_50594
OG0001400	XENTR07182, XENTR03349, XENTR03348	APOSJ_40398, APOSJ_52484, APOSJ_40397, APOSJ_40400
OG0001402	XENTR04534, XENTR14904, XENTR04036	APOSJ_05185, APOSJ_05184
OG0001403	XENTR06529, XENTR17701, XENTR10933	APOSJ_33027, APOSJ_34083, APOSJ_34085, APOSJ_34082
OG0001404	XENTR10088	APOSJ_28116, APOSJ_28135, APOSJ_38973
OG0001405	XENTR07643, XENTR11005	APOSJ_37660, APOSJ_37658, APOSJ_37654, APOSJ_37655, APOSJ_37659
OG0001405	XENTR16937, XENTR16938	APOSJ_13259
OG0001406	XENTR09026, XENTR05268	APOSJ_01575
OG0001408	XENTR06160, XENTR13671, XENTR01315	APOSJ_62183, APOSJ_62674
OG0001409	XENTR08239, XENTR15156	APOSJ_07829, APOSJ_09406, APOSJ_09407, APOSJ_09408, APOSJ_09409, APOSJ_09410
OG0001410	XENTR04211, XENTR11331	APOSJ_51759, APOSJ_51757, APOSJ_05846, APOSJ_51758
OG0001410	XENTR08205	APOSJ_04633
OG0001411	XENTR05513	APOSJ_38351, APOSJ_52153, APOSJ_55708, APOSJ_33498, APOSJ_55701, APOSJ_33500, APOSJ_63215, APOSJ_45710, APOSJ_26956, APOSJ_33502, APOSJ_33501, APOSJ_26953, APOSJ_33507, APOSJ_26954, APOSJ_33506, APOSJ_33504, APOSJ_52154, APOSJ_33505, APOSJ_55703, APOSJ_33503, APOSJ_26957, APOSJ_55709, APOSJ_45708, APOSJ_55707, APOSJ_45709, APOSJ_26952, APOSJ_38354, APOSJ_33499
OG0001412	XENTR01134	APOSJ_02937
OG0001413	XENTR10327	APOSJ_13128, APOSJ_56198
OG0001413	XENTR01450	APOSJ_53004, APOSJ_60766
OG0001414	XENTR16760	APOSJ_13920, APOSJ_13919, APOSJ_13921, APOSJ_13922
OG0001414	XENTR03396	APOSJ_63059, APOSJ_63062, APOSJ_63061, APOSJ_63060, APOSJ_63057, APOSJ_63058
OG0001415	XENTR00799	APOSJ_07314, APOSJ_64693, APOSJ_51268, APOSJ_36844
OG0001416	XENTR04093, XENTR17575	APOSJ_65416
OG0001417	XENTR13968	APOSJ_53606, APOSJ_65112, APOSJ_63699, APOSJ_65113
OG0001417	XENTR05604	APOSJ_25784, APOSJ_25783, APOSJ_25785, APOSJ_25782
OG0001418	XENTR11447, XENTR00014, XENTR05877, XENTR04739	APOSJ_63883, APOSJ_63882, APOSJ_63881
OG0001419	XENTR07503, XENTR07502, XENTR02430, XENTR02429	APOSJ_38110, APOSJ_14045, APOSJ_62069, APOSJ_14049, APOSJ_62068, APOSJ_38109, APOSJ_14044, APOSJ_38112, APOSJ_41472, APOSJ_38113, APOSJ_50993, APOSJ_22877
OG0001420	XENTR12964, XENTR18542, XENTR07058, XENTR02347, XENTR02348	APOSJ_24455, APOSJ_24456, APOSJ_24454
OG0001421	XENTR11642, XENTR10761, XENTR11862	APOSJ_16340, APOSJ_16339
OG0001422	XENTR07180, XENTR03319	APOSJ_00918, APOSJ_00916
OG0001423	XENTR11753, XENTR07724, XENTR12211	APOSJ_49156, APOSJ_62797, APOSJ_49158
OG0001424	XENTR09472	APOSJ_33187, APOSJ_33186
OG0001425	XENTR00165, XENTR10054, XENTR15292	APOSJ_02691, APOSJ_03645, APOSJ_65175, APOSJ_02690, APOSJ_16541, APOSJ_02689, APOSJ_02694, APOSJ_02692
OG0001427	XENTR12966	APOSJ_47860
OG0001428	XENTR08058	APOSJ_61295, APOSJ_40068, APOSJ_08747, APOSJ_02448, APOSJ_45811
OG0001429	XENTR06303, XENTR08005	APOSJ_58301, APOSJ_02678, APOSJ_02680, APOSJ_02683, APOSJ_02682, APOSJ_02679
OG0001430	XENTR11865, XENTR09506, XENTR03841, XENTR12647	APOSJ_18614
OG0001431	XENTR12951, XENTR14198	APOSJ_59960, APOSJ_57946, APOSJ_58259, APOSJ_58262, APOSJ_57944, APOSJ_58261, APOSJ_58260, APOSJ_34692, APOSJ_57943, APOSJ_57947, APOSJ_57945, APOSJ_57948
OG0001432	XENTR18322, XENTR18323	APOSJ_58435, APOSJ_58436, APOSJ_58438, APOSJ_58439, APOSJ_58437
OG0001433	XENTR12757, XENTR01397, XENTR08074	APOSJ_00375, APOSJ_00374
OG0001434	XENTR14256, XENTR14257, XENTR14255	APOSJ_53500, APOSJ_18726
OG0001437	XENTR07683, XENTR08203	APOSJ_05128
OG0001440	XENTR02912, XENTR02913, XENTR13967	APOSJ_27900, APOSJ_27899
OG0001441	XENTR19038, XENTR08191, XENTR08190, XENTR13903, XENTR15537	APOSJ_11765
OG0001445	XENTR00603, XENTR11995	APOSJ_48231, APOSJ_61399, APOSJ_13482, APOSJ_19159, APOSJ_48233, APOSJ_13481, APOSJ_13478, APOSJ_61401, APOSJ_48234, APOSJ_13485, APOSJ_61400, APOSJ_13486, APOSJ_12279, APOSJ_52238, APOSJ_61398, APOSJ_40917, APOSJ_41165, APOSJ_52261, APOSJ_02004, APOSJ_48230, APOSJ_12281, APOSJ_41135, APOSJ_19163, APOSJ_13480, APOSJ_48232
OG0001446	XENTR11107	APOSJ_44285, APOSJ_11070, APOSJ_58994, APOSJ_11086, APOSJ_36494, APOSJ_27978, APOSJ_11067, APOSJ_58998, APOSJ_58995, APOSJ_58996, APOSJ_58997, APOSJ_59620
OG0001447	XENTR06688, XENTR11993, XENTR11860	APOSJ_44814, APOSJ_28079, APOSJ_28082, APOSJ_28081, APOSJ_28080
OG0001449	XENTR18530	APOSJ_09119, APOSJ_58492
OG0001449	XENTR17594	APOSJ_21245, APOSJ_21244
OG0001451	XENTR01133	APOSJ_60575, APOSJ_09090, APOSJ_58280, APOSJ_09094, APOSJ_09093, APOSJ_47714, APOSJ_09092, APOSJ_09091
OG0001451	XENTR09852	APOSJ_31618, APOSJ_31620
OG0001452	XENTR05846, XENTR01476, XENTR12152	APOSJ_12826, APOSJ_12828, APOSJ_12827, APOSJ_12825
OG0001453	XENTR15215, XENTR02669	APOSJ_03694
OG0001454	XENTR01618, XENTR01050	APOSJ_38412, APOSJ_38411
OG0001455	XENTR00058, XENTR11013, XENTR05881, XENTR12230	APOSJ_19092, APOSJ_19091
OG0001456	XENTR09379	APOSJ_36129, APOSJ_36127, APOSJ_36126, APOSJ_36125, APOSJ_36128, APOSJ_36124, APOSJ_14012, APOSJ_25848
OG0001457	XENTR12907, XENTR05747, XENTR02139, XENTR01401, XENTR05746	APOSJ_63846, APOSJ_63845, APOSJ_55613
OG0001459	XENTR19263, XENTR05668	APOSJ_49247, APOSJ_49246, APOSJ_49250, APOSJ_65412, APOSJ_49248, APOSJ_49249, APOSJ_65411, APOSJ_49251, APOSJ_35348, APOSJ_52084
OG0001460	XENTR14447	APOSJ_22989, APOSJ_22990
OG0001461	XENTR05990	APOSJ_42829, APOSJ_32423, APOSJ_05887, APOSJ_42828, APOSJ_42825, APOSJ_32421, APOSJ_42826, APOSJ_53272, APOSJ_02591, APOSJ_42827, APOSJ_32425, APOSJ_32419, APOSJ_32420, APOSJ_32424, APOSJ_32418
OG0001462	XENTR15395	APOSJ_37906, APOSJ_37479
OG0001463	XENTR15129, XENTR03741	APOSJ_05955, APOSJ_05956
OG0001464	XENTR03158, XENTR17134, XENTR06200	APOSJ_62735, APOSJ_62738, APOSJ_62734
OG0001465	XENTR17228	APOSJ_01193, APOSJ_26102, APOSJ_01191, APOSJ_01192
OG0001466	XENTR03641	APOSJ_55773, APOSJ_49228, APOSJ_20185, APOSJ_20186, APOSJ_63188, APOSJ_49229, APOSJ_49227
OG0001467	XENTR16639	APOSJ_48095
OG0001468	XENTR04167, XENTR10607	APOSJ_23856, APOSJ_23854, APOSJ_23853, APOSJ_23852
OG0001469	XENTR01260	APOSJ_58140
OG0001470	XENTR08880, XENTR08883	APOSJ_62615
OG0001472	XENTR12389	APOSJ_20884, APOSJ_02763
OG0001472	XENTR13330	APOSJ_04800, APOSJ_04801
OG0001473	XENTR16670, XENTR04818, XENTR04817	APOSJ_63513, APOSJ_63514, APOSJ_30846, APOSJ_62194, APOSJ_30848, APOSJ_30847
OG0001474	XENTR18010	APOSJ_53524, APOSJ_26185, APOSJ_26183, APOSJ_26184
OG0001475	XENTR12916	APOSJ_43620
OG0001476	XENTR11401	APOSJ_05896, APOSJ_05895, APOSJ_05894, APOSJ_05897
OG0001478	XENTR14390	APOSJ_40906, APOSJ_40905, APOSJ_40911, APOSJ_40910, APOSJ_40904, APOSJ_40907, APOSJ_40909, APOSJ_55742
OG0001479	XENTR01295, XENTR15874, XENTR09664	APOSJ_16438, APOSJ_29892, APOSJ_29818, APOSJ_16436
OG0001480	XENTR08394, XENTR12252, XENTR14932	APOSJ_32378, APOSJ_32380, APOSJ_32377
OG0001481	XENTR08156, XENTR03822	APOSJ_59081, APOSJ_59080
OG0001482	XENTR16187, XENTR10305, XENTR01513	APOSJ_35936, APOSJ_35937
OG0001483	XENTR10570	APOSJ_57364, APOSJ_51007, APOSJ_56520, APOSJ_64029, APOSJ_51008, APOSJ_57365, APOSJ_64030, APOSJ_64025, APOSJ_64027, APOSJ_19561, APOSJ_57363, APOSJ_64912, APOSJ_16808, APOSJ_57366, APOSJ_51011, APOSJ_51547, APOSJ_57367, APOSJ_51010, APOSJ_51013, APOSJ_51014, APOSJ_19564, APOSJ_64028, APOSJ_34936, APOSJ_51012
OG0001484	XENTR07065	APOSJ_16822, APOSJ_40457, APOSJ_16820, APOSJ_16823, APOSJ_16824, APOSJ_16819, APOSJ_16821, APOSJ_16818, APOSJ_16825
OG0001485	XENTR03119, XENTR03410	APOSJ_26209, APOSJ_26208, APOSJ_26210, APOSJ_26206, APOSJ_34046, APOSJ_26207
OG0001486	XENTR14269, XENTR05434, XENTR04448, XENTR04449	APOSJ_09178
OG0001487	XENTR15807, XENTR15808, XENTR03755, XENTR07678	APOSJ_59292, APOSJ_16234, APOSJ_64489, APOSJ_62649, APOSJ_16229, APOSJ_64490, APOSJ_16232, APOSJ_64486, APOSJ_16235, APOSJ_27035, APOSJ_16227, APOSJ_27055
OG0001488	XENTR17821	APOSJ_46153, APOSJ_20655, APOSJ_13032, APOSJ_60370, APOSJ_46220
OG0001489	XENTR00338, XENTR12149	APOSJ_60984, APOSJ_14586
OG0001490	XENTR16191, XENTR12791, XENTR03053	APOSJ_48336, APOSJ_07680
OG0001492	XENTR06535, XENTR01139	APOSJ_62402
OG0001493	XENTR09429	APOSJ_14527, APOSJ_23245, APOSJ_25825, APOSJ_14528
OG0001495	XENTR13170	APOSJ_01130, APOSJ_01128, APOSJ_01127, APOSJ_01131, APOSJ_01129
OG0001496	XENTR07933	APOSJ_35718, APOSJ_35320, APOSJ_43116, APOSJ_43117, APOSJ_51627
OG0001500	XENTR08590, XENTR12582, XENTR10830	APOSJ_60578, APOSJ_60574, APOSJ_60579, APOSJ_05866, APOSJ_25800, APOSJ_60577, APOSJ_60576, APOSJ_60581, APOSJ_60573, APOSJ_60582
OG0001501	XENTR06683, XENTR06684, XENTR12986	APOSJ_36887
OG0001502	XENTR17438	APOSJ_52685, APOSJ_52686, APOSJ_52688, APOSJ_58829, APOSJ_52681, APOSJ_52682, APOSJ_52683, APOSJ_52684, APOSJ_52687
OG0001503	XENTR14751	APOSJ_39257
OG0001503	XENTR05638	APOSJ_26139, APOSJ_26137, APOSJ_26138, APOSJ_26136
OG0001504	XENTR02517	APOSJ_35252, APOSJ_31363, APOSJ_05029, APOSJ_31367, APOSJ_05030
OG0001505	XENTR00271	APOSJ_22967
OG0001506	XENTR00266, XENTR08441, XENTR08440	APOSJ_40132, APOSJ_06340, APOSJ_06342, APOSJ_06334, APOSJ_06337, APOSJ_06341, APOSJ_06338, APOSJ_06339
OG0001507	XENTR08992, XENTR07481	APOSJ_54371, APOSJ_54370
OG0001508	XENTR15984, XENTR15983, XENTR11480, XENTR11479	APOSJ_28090
OG0001509	XENTR10571, XENTR03196	APOSJ_32589, APOSJ_06824, APOSJ_32593, APOSJ_32592, APOSJ_06822, APOSJ_63990
OG0001510	XENTR07005, XENTR12209, XENTR00355	APOSJ_51289, APOSJ_51290
OG0001511	XENTR03205	APOSJ_03992, APOSJ_03991, APOSJ_03993, APOSJ_03994
OG0001513	XENTR03148, XENTR05200	APOSJ_27426, APOSJ_17427, APOSJ_17428, APOSJ_11682, APOSJ_11684, APOSJ_11069, APOSJ_11681, APOSJ_59803, APOSJ_17425, APOSJ_17424, APOSJ_11683
OG0001515	XENTR04041, XENTR04537	APOSJ_43857, APOSJ_15158, APOSJ_15159, APOSJ_15160, APOSJ_62098, APOSJ_29787, APOSJ_57954, APOSJ_57959, APOSJ_22246, APOSJ_62090, APOSJ_15162, APOSJ_57957, APOSJ_15161, APOSJ_57956
