Orthogroup	ASTMX	HUMAN
OG0000430	ASTMX20525	HUMAN15964
OG0000430	ASTMX18883	HUMAN29714, HUMAN23702, HUMAN04700
OG0000431	ASTMX19915	HUMAN10656
OG0000431	ASTMX11097	HUMAN22396
OG0000431	ASTMX09197, ASTMX22566	HUMAN05405, HUMAN05406
OG0000431	ASTMX06516	HUMAN21847
OG0000431	ASTMX00145, ASTMX09571	HUMAN07891, HUMAN07892, HUMAN07890
OG0000432	ASTMX14397, ASTMX08330	HUMAN05787, HUMAN05786
OG0000432	ASTMX02099, ASTMX08388	HUMAN21045
OG0000432	ASTMX03080, ASTMX07191	HUMAN26492
OG0000432	ASTMX18766, ASTMX16836	HUMAN20952
OG0000433	ASTMX01496	HUMAN13341
OG0000433	ASTMX04993	HUMAN12146
OG0000433	ASTMX10245, ASTMX08139	HUMAN25706, HUMAN25705
OG0000433	ASTMX12987	HUMAN21369
OG0000434	ASTMX05014	HUMAN24562
OG0000435	ASTMX07675	HUMAN08429
OG0000435	ASTMX22596, ASTMX08016	HUMAN13679
OG0000435	ASTMX00822	HUMAN00704
OG0000435	ASTMX11321, ASTMX01296	HUMAN27348
OG0000435	ASTMX01968, ASTMX00957	HUMAN18944, HUMAN18945
OG0000436	ASTMX22621	HUMAN20651
OG0000436	ASTMX04268	HUMAN20650, HUMAN20652
OG0000442	ASTMX11711	HUMAN21746
OG0000442	ASTMX07283	HUMAN07667
OG0000442	ASTMX06201	HUMAN21390
OG0000442	ASTMX00907	HUMAN00644
OG0000442	ASTMX14474	HUMAN25507
OG0000442	ASTMX03715	HUMAN26607
OG0000442	ASTMX07828, ASTMX20141	HUMAN13221
OG0000443	ASTMX18401	HUMAN29014
OG0000443	ASTMX12956	HUMAN17576, HUMAN17575
OG0000443	ASTMX05909	HUMAN23658
OG0000444	ASTMX14380	HUMAN06130, HUMAN06129
OG0000444	ASTMX00703	HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374
OG0000444	ASTMX10912	HUMAN05043
OG0000444	ASTMX16562	HUMAN20398
OG0000445	ASTMX09933	HUMAN25336, HUMAN25337
OG0000446	ASTMX01267	HUMAN27630
OG0000446	ASTMX06530	HUMAN01314
OG0000446	ASTMX15320	HUMAN04379
OG0000446	ASTMX04327, ASTMX15770	HUMAN28173
OG0000447	ASTMX14913	HUMAN22936
OG0000447	ASTMX09104	HUMAN29983
OG0000447	ASTMX06112, ASTMX14924	HUMAN05378
OG0000447	ASTMX04090	HUMAN24000
OG0000447	ASTMX14911	HUMAN24004
OG0000448	ASTMX09521, ASTMX22210	HUMAN07702
OG0000448	ASTMX00471	HUMAN07715
OG0000448	ASTMX04751	HUMAN30104, HUMAN30616
OG0000448	ASTMX08343, ASTMX16237	HUMAN23990
OG0000448	ASTMX02729	HUMAN22306, HUMAN22305
OG0000449	ASTMX18026	HUMAN16132
OG0000449	ASTMX10844, ASTMX10845, ASTMX10843	HUMAN05747, HUMAN05746, HUMAN05748
OG0000449	ASTMX13513	HUMAN21335, HUMAN21336
OG0000449	ASTMX06017	HUMAN01157
OG0000450	ASTMX07538	HUMAN21185
OG0000450	ASTMX08134	HUMAN25687
OG0000450	ASTMX01427	HUMAN10924
OG0000450	ASTMX10964, ASTMX17597	HUMAN04606, HUMAN04607
OG0000450	ASTMX18833	HUMAN07391
OG0000450	ASTMX18053	HUMAN10922
OG0000450	ASTMX11721, ASTMX11722	HUMAN26408, HUMAN26409
OG0000452	ASTMX15971	HUMAN28968, HUMAN08620, HUMAN08619, HUMAN08617, HUMAN08618
OG0000454	ASTMX19705	HUMAN14912
OG0000458	ASTMX13023	HUMAN27361
OG0000458	ASTMX10795, ASTMX08179	HUMAN27427, HUMAN27426
OG0000458	ASTMX16062	HUMAN27814
OG0000458	ASTMX04818, ASTMX06686	HUMAN18825
OG0000458	ASTMX09867, ASTMX09869, ASTMX09868	HUMAN00588
OG0000458	ASTMX12750	HUMAN27908, HUMAN27907
OG0000459	ASTMX06073, ASTMX06074, ASTMX07294	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499
OG0000460	ASTMX20066	HUMAN12680
OG0000461	ASTMX14096	HUMAN12693
OG0000461	ASTMX09634	HUMAN26401, HUMAN26402
OG0000461	ASTMX19013	HUMAN07313, HUMAN07312, HUMAN07311, HUMAN07310
OG0000462	ASTMX17366	HUMAN11153
OG0000462	ASTMX12333	HUMAN14053
OG0000462	ASTMX15182	HUMAN11151
OG0000462	ASTMX11771	HUMAN11152
OG0000462	ASTMX06582	HUMAN23216
OG0000462	ASTMX16055, ASTMX06581, ASTMX19962	HUMAN23220, HUMAN23219, HUMAN23218
OG0000462	ASTMX19469, ASTMX06583	HUMAN23215
OG0000462	ASTMX07465	HUMAN19113
OG0000462	ASTMX10063, ASTMX16418	HUMAN08144
OG0000463	ASTMX05187	HUMAN26997, HUMAN04467
OG0000463	ASTMX18847	HUMAN28833
OG0000464	ASTMX22971	HUMAN24691
OG0000465	ASTMX14121	HUMAN13778
OG0000465	ASTMX02125	HUMAN00068
OG0000466	ASTMX08504	HUMAN01325, HUMAN01326, HUMAN01324, HUMAN01323, HUMAN01322
OG0000467	ASTMX19597, ASTMX15795	HUMAN29942
OG0000467	ASTMX10740, ASTMX09415	HUMAN20849
OG0000467	ASTMX01966, ASTMX05515	HUMAN02441
OG0000467	ASTMX02018	HUMAN02850, HUMAN02852
OG0000468	ASTMX16968, ASTMX16966, ASTMX16964, ASTMX16965, ASTMX16967, ASTMX08249	HUMAN29031
OG0000468	ASTMX07575	HUMAN08624
OG0000469	ASTMX08379	HUMAN20925
OG0000469	ASTMX11781	HUMAN02455
OG0000469	ASTMX01028, ASTMX09278, ASTMX13963	HUMAN20460
OG0000469	ASTMX16633, ASTMX02217	HUMAN02876
OG0000469	ASTMX04047	HUMAN30502, HUMAN30503
OG0000469	ASTMX15740	HUMAN23651
OG0000470	ASTMX20617	HUMAN10148
OG0000470	ASTMX01420, ASTMX16395	HUMAN13194
OG0000470	ASTMX15646	HUMAN08602, HUMAN08603
OG0000470	ASTMX03241	HUMAN02695
OG0000471	ASTMX04676, ASTMX16280	HUMAN23110, HUMAN23109
OG0000471	ASTMX07614	HUMAN03462
OG0000471	ASTMX11079	HUMAN03379
OG0000472	ASTMX08994, ASTMX08995	HUMAN11470
OG0000472	ASTMX08847, ASTMX08908	HUMAN01138
OG0000472	ASTMX20133, ASTMX12788, ASTMX12352	HUMAN05491
OG0000473	ASTMX17247	HUMAN12691
OG0000473	ASTMX08279, ASTMX14205, ASTMX22328, ASTMX21061	HUMAN14596
OG0000474	ASTMX09410, ASTMX04778	HUMAN06611, HUMAN06612
OG0000474	ASTMX21427, ASTMX22551	HUMAN12853, HUMAN12852
OG0000474	ASTMX04489	HUMAN20808
OG0000474	ASTMX17013, ASTMX16239	HUMAN18157
OG0000475	ASTMX05454	HUMAN21413
OG0000475	ASTMX09395, ASTMX04770	HUMAN06680
OG0000475	ASTMX04247	HUMAN23203
OG0000475	ASTMX22981, ASTMX05456	HUMAN21411
OG0000476	ASTMX15748	HUMAN29055
OG0000476	ASTMX15079	HUMAN29052
OG0000477	ASTMX17413, ASTMX12779	HUMAN01068
OG0000477	ASTMX02431, ASTMX11940	HUMAN14127, HUMAN14126
OG0000477	ASTMX12860, ASTMX09034	HUMAN23358, HUMAN23357
OG0000478	ASTMX16617	HUMAN26855
OG0000478	ASTMX00925	HUMAN20441
OG0000479	ASTMX07487, ASTMX08702	HUMAN00548
OG0000479	ASTMX01240, ASTMX04831	HUMAN25778
OG0000479	ASTMX08818	HUMAN30326
OG0000479	ASTMX21850, ASTMX17585	HUMAN04562
OG0000479	ASTMX15198	HUMAN19754
OG0000479	ASTMX05901	HUMAN19753
OG0000480	ASTMX05218, ASTMX07171	HUMAN00364, HUMAN00362
OG0000480	ASTMX07170	HUMAN00363
OG0000481	ASTMX04468	HUMAN10858
OG0000481	ASTMX15759	HUMAN29162
OG0000481	ASTMX21277	HUMAN23804
OG0000481	ASTMX10551	HUMAN27663
OG0000481	ASTMX10155	HUMAN23805
OG0000482	ASTMX02712	HUMAN04810
OG0000482	ASTMX01408, ASTMX16479	HUMAN18681
OG0000482	ASTMX01407, ASTMX16480	HUMAN18687
OG0000484	ASTMX21963	HUMAN23384, HUMAN23383, HUMAN23382
OG0000484	ASTMX03189, ASTMX02359	HUMAN15014
OG0000485	ASTMX18912, ASTMX15444	HUMAN20638
OG0000485	ASTMX02971, ASTMX22496	HUMAN05761, HUMAN05762
OG0000486	ASTMX03758	HUMAN22789
OG0000487	ASTMX16551	HUMAN08710
OG0000487	ASTMX07842	HUMAN13410
OG0000488	ASTMX08717	HUMAN00613
OG0000488	ASTMX03433, ASTMX00689	HUMAN19011
OG0000488	ASTMX15969	HUMAN08583
OG0000489	ASTMX09842	HUMAN28123, HUMAN28122
OG0000489	ASTMX04138, ASTMX06584	HUMAN25265
OG0000489	ASTMX11463	HUMAN19041
OG0000489	ASTMX18490	HUMAN00804
OG0000490	ASTMX14197	HUMAN14885
OG0000490	ASTMX19145	HUMAN24885
OG0000490	ASTMX08725, ASTMX15774	HUMAN24884
OG0000490	ASTMX08972, ASTMX03317	HUMAN29378
OG0000491	ASTMX05642	HUMAN30458
OG0000491	ASTMX17371, ASTMX11249	HUMAN23052
OG0000492	ASTMX00365, ASTMX03605	HUMAN03937
OG0000492	ASTMX08527, ASTMX08299, ASTMX22795	HUMAN02314
OG0000494	ASTMX16000, ASTMX05886	HUMAN11765
OG0000494	ASTMX17592, ASTMX10961	HUMAN04544
OG0000494	ASTMX13194	HUMAN07415
OG0000494	ASTMX13294	HUMAN11773
OG0000494	ASTMX10353	HUMAN07288
OG0000495	ASTMX01188	HUMAN25846
OG0000496	ASTMX09081	HUMAN23175
OG0000496	ASTMX00196	HUMAN11045
OG0000496	ASTMX09082	HUMAN23172
OG0000496	ASTMX00197	HUMAN11047, HUMAN11048
OG0000496	ASTMX14117, ASTMX19979	HUMAN02986
OG0000496	ASTMX00923, ASTMX09083	HUMAN23171
OG0000496	ASTMX00198	HUMAN11049
OG0000497	ASTMX10346	HUMAN07212
OG0000497	ASTMX13802, ASTMX03464	HUMAN12464
OG0000497	ASTMX21023	HUMAN29410
OG0000497	ASTMX02074	HUMAN02197
OG0000498	ASTMX00213	HUMAN11282
OG0000498	ASTMX00420	HUMAN11283
OG0000498	ASTMX17520	HUMAN08229, HUMAN08228
OG0000498	ASTMX13589, ASTMX20713	HUMAN14106
OG0000498	ASTMX07450, ASTMX11775	HUMAN19165
OG0000498	ASTMX16597, ASTMX00588	HUMAN11327
OG0000499	ASTMX02332, ASTMX03000	HUMAN12159, HUMAN12209, HUMAN12234
OG0000499	ASTMX21718	HUMAN15469, HUMAN15466, HUMAN15467
OG0000499	ASTMX01239, ASTMX04830	HUMAN02683
OG0000500	ASTMX22006	HUMAN27609
OG0000500	ASTMX15007, ASTMX15008, ASTMX15005, ASTMX15006, ASTMX17895, ASTMX19799, ASTMX19798, ASTMX19625, ASTMX16783, ASTMX19813, ASTMX18087, ASTMX17579, ASTMX22421, ASTMX17576, ASTMX16566, ASTMX14301, ASTMX12974, ASTMX07183, ASTMX07184, ASTMX02631, ASTMX14164, ASTMX14183, ASTMX04513, ASTMX17894, ASTMX10270, ASTMX22204, ASTMX18407, ASTMX14155, ASTMX19030, ASTMX12765	HUMAN02612, HUMAN02613, HUMAN02610, HUMAN02609, HUMAN24725
OG0000503	ASTMX07343	HUMAN16023
OG0000503	ASTMX16980	HUMAN04313, HUMAN04314
OG0000503	ASTMX03072	HUMAN26939, HUMAN26938
OG0000503	ASTMX21242	HUMAN09859, HUMAN09860
OG0000504	ASTMX10657	HUMAN01815
OG0000504	ASTMX03402	HUMAN23327
OG0000504	ASTMX11929, ASTMX02863	HUMAN14139
OG0000504	ASTMX05201, ASTMX20171	HUMAN09762
OG0000505	ASTMX04944	HUMAN14348
OG0000505	ASTMX15734	HUMAN28801
OG0000505	ASTMX05133	HUMAN09568, HUMAN09567
OG0000505	ASTMX18350	HUMAN01622
OG0000506	ASTMX05502	HUMAN22035, HUMAN22034
OG0000506	ASTMX16924	HUMAN11883, HUMAN11882
OG0000506	ASTMX10856	HUMAN05281, HUMAN05280
OG0000506	ASTMX08798	HUMAN30005
OG0000508	ASTMX01457	HUMAN12380
OG0000508	ASTMX09874	HUMAN26281
OG0000508	ASTMX07533	HUMAN06650, HUMAN18003
OG0000508	ASTMX21261, ASTMX15755	HUMAN07104
OG0000508	ASTMX12540, ASTMX13811	HUMAN11706
OG0000510	ASTMX10189, ASTMX20520	HUMAN12686
OG0000510	ASTMX12852	HUMAN07364
OG0000510	ASTMX10966, ASTMX16608	HUMAN05041
OG0000511	ASTMX13576	HUMAN28151
OG0000512	ASTMX15891	HUMAN27287, HUMAN27288
OG0000512	ASTMX12990	HUMAN21918
OG0000512	ASTMX21535, ASTMX22365, ASTMX21536, ASTMX10730, ASTMX01582, ASTMX01607, ASTMX22852, ASTMX06930, ASTMX06929, ASTMX06932, ASTMX06931, ASTMX21240, ASTMX20557, ASTMX06898, ASTMX03503	HUMAN18135, HUMAN18133, HUMAN18132, HUMAN18134
OG0000513	ASTMX01506	HUMAN03652, HUMAN03654, HUMAN03653, HUMAN03655
OG0000513	ASTMX15656	HUMAN17218
OG0000513	ASTMX13880	HUMAN22774
OG0000513	ASTMX21279	HUMAN23795
OG0000514	ASTMX15495	HUMAN20065
OG0000514	ASTMX20347	HUMAN10473, HUMAN10472
OG0000514	ASTMX17787	HUMAN13478
OG0000514	ASTMX03613	HUMAN13479
OG0000515	ASTMX16147	HUMAN03447
OG0000516	ASTMX06518	HUMAN28001
OG0000516	ASTMX01654	HUMAN08226
OG0000516	ASTMX13984	HUMAN19549
OG0000516	ASTMX12362	HUMAN05499
OG0000516	ASTMX20641	HUMAN24427
OG0000517	ASTMX09398, ASTMX10775	HUMAN06469
OG0000519	ASTMX13209, ASTMX05997	HUMAN19982, HUMAN19989, HUMAN19990, HUMAN19995, HUMAN19992
OG0000520	ASTMX09994	HUMAN07303
OG0000520	ASTMX07327	HUMAN10919
OG0000520	ASTMX19989, ASTMX14233	HUMAN15317
OG0000520	ASTMX09883	HUMAN05571
OG0000521	ASTMX12513	HUMAN15885
OG0000521	ASTMX04599	HUMAN08587
OG0000521	ASTMX14516, ASTMX14141	HUMAN16883
OG0000522	ASTMX18924	HUMAN17344, HUMAN22248
OG0000522	ASTMX19564, ASTMX01611	HUMAN22247
OG0000522	ASTMX06605	HUMAN17343
OG0000523	ASTMX14503	HUMAN07168
OG0000523	ASTMX14292	HUMAN09547
OG0000523	ASTMX12401	HUMAN10110
OG0000524	ASTMX13403, ASTMX02748	HUMAN03324
OG0000525	ASTMX22715	HUMAN02221, HUMAN02222
OG0000525	ASTMX12399	HUMAN29313
OG0000525	ASTMX02688	HUMAN12020, HUMAN15942
OG0000525	ASTMX11391	HUMAN12019
OG0000526	ASTMX04211, ASTMX04131	HUMAN18666, HUMAN17074
OG0000527	ASTMX22367	HUMAN02303
OG0000527	ASTMX14201, ASTMX19141	HUMAN14497
OG0000527	ASTMX08597, ASTMX10376	HUMAN29406
OG0000528	ASTMX18461	HUMAN08895
OG0000528	ASTMX02315	HUMAN15806, HUMAN15805
OG0000528	ASTMX10467	HUMAN04719
OG0000528	ASTMX20121	HUMAN16886
OG0000529	ASTMX12434	HUMAN02129
OG0000529	ASTMX21144, ASTMX18927	HUMAN17231, HUMAN17232
OG0000529	ASTMX11508, ASTMX07444, ASTMX17776	HUMAN05856, HUMAN11986
OG0000529	ASTMX00725	HUMAN00177
OG0000530	ASTMX17387	HUMAN29041
OG0000530	ASTMX07408, ASTMX19455	HUMAN01293
OG0000531	ASTMX15872, ASTMX16153	HUMAN12927, HUMAN18096
OG0000531	ASTMX06454	HUMAN02976
OG0000531	ASTMX20431	HUMAN18092
OG0000532	ASTMX01302, ASTMX15057	HUMAN16791
OG0000533	ASTMX17186	HUMAN07476
OG0000534	ASTMX08654, ASTMX15015, ASTMX16887	HUMAN17739
OG0000534	ASTMX17809, ASTMX14095	HUMAN12812, HUMAN12811
OG0000535	ASTMX07978	HUMAN24304
OG0000535	ASTMX22489	HUMAN22290
OG0000537	ASTMX02700	HUMAN30216
OG0000537	ASTMX00178	HUMAN07840
OG0000537	ASTMX15548, ASTMX22237	HUMAN18315
OG0000537	ASTMX15547	HUMAN18316
OG0000537	ASTMX02699	HUMAN30217
OG0000537	ASTMX00179	HUMAN07839
OG0000538	ASTMX06663	HUMAN17702
OG0000538	ASTMX01046	HUMAN06667, HUMAN06666
OG0000538	ASTMX13231, ASTMX04495, ASTMX12645, ASTMX21007	HUMAN03004
OG0000539	ASTMX18298	HUMAN12531
OG0000539	ASTMX11895	HUMAN26140, HUMAN26141, HUMAN05513
OG0000540	ASTMX17477	HUMAN27588
OG0000540	ASTMX11992, ASTMX08565, ASTMX06601	HUMAN03609
OG0000540	ASTMX18502, ASTMX17476	HUMAN27589
OG0000540	ASTMX07387	HUMAN02919, HUMAN02918
OG0000540	ASTMX17150, ASTMX12690	HUMAN18270
OG0000540	ASTMX05290	HUMAN06351
OG0000540	ASTMX07380	HUMAN12799, HUMAN12798
OG0000542	ASTMX11231	HUMAN07559
OG0000542	ASTMX21069	HUMAN30229
OG0000542	ASTMX04273	HUMAN20659
OG0000544	ASTMX11235, ASTMX03698	HUMAN07581
OG0000544	ASTMX22927	HUMAN28510
OG0000544	ASTMX06964, ASTMX06963	HUMAN22577
OG0000544	ASTMX02823, ASTMX10067	HUMAN28509
OG0000545	ASTMX10987	HUMAN09330
OG0000545	ASTMX08452, ASTMX01683	HUMAN16986
OG0000545	ASTMX12544	HUMAN04980
OG0000545	ASTMX08514	HUMAN08518
OG0000545	ASTMX06310	HUMAN15565
OG0000546	ASTMX04133	HUMAN14774
OG0000546	ASTMX22988	HUMAN00899
OG0000546	ASTMX21232	HUMAN06794, HUMAN06793
OG0000546	ASTMX02230	HUMAN04696, HUMAN04695, HUMAN04697
OG0000547	ASTMX00797, ASTMX00796, ASTMX04032, ASTMX00795	HUMAN20436, HUMAN20437
OG0000548	ASTMX20814	HUMAN24231
OG0000548	ASTMX19774	HUMAN27638, HUMAN27637
OG0000548	ASTMX15937	HUMAN17353
OG0000548	ASTMX10502	HUMAN03638
OG0000548	ASTMX10235	HUMAN02528
OG0000548	ASTMX16625, ASTMX05347	HUMAN06895
OG0000550	ASTMX00671	HUMAN04259
OG0000550	ASTMX00672, ASTMX00670, ASTMX00669, ASTMX00673	HUMAN17929
OG0000551	ASTMX02105	HUMAN21041
OG0000552	ASTMX21676	HUMAN23580
OG0000552	ASTMX01181	HUMAN13654
OG0000552	ASTMX00313	HUMAN30481
OG0000553	ASTMX09263	HUMAN02361
OG0000553	ASTMX16310	HUMAN06910
OG0000553	ASTMX17368	HUMAN19362
OG0000553	ASTMX03487	HUMAN05458, HUMAN05459
OG0000553	ASTMX14321	HUMAN20240
OG0000553	ASTMX21466, ASTMX11677	HUMAN12995
OG0000554	ASTMX01832	HUMAN28125
OG0000554	ASTMX14014	HUMAN22160
OG0000554	ASTMX18036, ASTMX05113	HUMAN27603
OG0000554	ASTMX22267	HUMAN24024
OG0000554	ASTMX07583	HUMAN16725
OG0000557	ASTMX07708	HUMAN10138, HUMAN10139
OG0000557	ASTMX18714, ASTMX18712, ASTMX18706, ASTMX18708, ASTMX18709, ASTMX18704, ASTMX07707	HUMAN04037, HUMAN04031, HUMAN04032, HUMAN04034, HUMAN04033, HUMAN04028, HUMAN04027, HUMAN04029
OG0000560	ASTMX10434, ASTMX12293	HUMAN03172, HUMAN03171
OG0000561	ASTMX19650	HUMAN08902
OG0000561	ASTMX12281	HUMAN08905
OG0000561	ASTMX09747	HUMAN04883
OG0000561	ASTMX04726	HUMAN23834
OG0000562	ASTMX02939	HUMAN14967, HUMAN14968
OG0000562	ASTMX18239, ASTMX07420	HUMAN20748, HUMAN20749
OG0000563	ASTMX12226, ASTMX05877	HUMAN13046
OG0000563	ASTMX13470	HUMAN07267
OG0000564	ASTMX18629, ASTMX04222	HUMAN25870
OG0000564	ASTMX15637	HUMAN09308
OG0000564	ASTMX13514, ASTMX14790	HUMAN09010
OG0000564	ASTMX21125	HUMAN18697
OG0000565	ASTMX06713	HUMAN26569, HUMAN26572, HUMAN26570
OG0000566	ASTMX06097	HUMAN13951
OG0000566	ASTMX02203	HUMAN09508
OG0000566	ASTMX02202	HUMAN09507
OG0000566	ASTMX09638	HUMAN12454
OG0000567	ASTMX07889	HUMAN07964
OG0000567	ASTMX10650	HUMAN01748
OG0000567	ASTMX02913	HUMAN14288, HUMAN14286, HUMAN14287
OG0000570	ASTMX10311	HUMAN20050
OG0000570	ASTMX21575, ASTMX01487	HUMAN13467, HUMAN13468
OG0000570	ASTMX14282	HUMAN20512
OG0000572	ASTMX14415	HUMAN16893
OG0000572	ASTMX08526	HUMAN09020
OG0000572	ASTMX09438	HUMAN05894
OG0000572	ASTMX05246	HUMAN00191
OG0000573	ASTMX14748, ASTMX06784	HUMAN05881
OG0000573	ASTMX18772	HUMAN26705
OG0000573	ASTMX02110	HUMAN00083
OG0000574	ASTMX11657	HUMAN12049
OG0000574	ASTMX08559	HUMAN14519
OG0000575	ASTMX18324	HUMAN19743
OG0000575	ASTMX10924	HUMAN04569
OG0000575	ASTMX11741, ASTMX07926	HUMAN23201
OG0000575	ASTMX05390, ASTMX08403	HUMAN17765, HUMAN17763
OG0000576	ASTMX05718	HUMAN06494, HUMAN17099
OG0000576	ASTMX14775	HUMAN19648
OG0000576	ASTMX02752	HUMAN06497
OG0000576	ASTMX00788	HUMAN20975
OG0000578	ASTMX18006, ASTMX10470	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777
OG0000578	ASTMX08286, ASTMX01576	HUMAN16988, HUMAN16989
OG0000578	ASTMX10827, ASTMX04585	HUMAN08467
OG0000578	ASTMX13822, ASTMX06067	HUMAN15796
OG0000579	ASTMX19442, ASTMX10867	HUMAN06899
OG0000579	ASTMX05568	HUMAN02365
OG0000579	ASTMX19217	HUMAN20498
OG0000579	ASTMX02063, ASTMX06365	HUMAN30498
OG0000580	ASTMX14484	HUMAN03958
OG0000580	ASTMX07599, ASTMX04139	HUMAN25266
OG0000580	ASTMX04250	HUMAN00808
OG0000581	ASTMX10825	HUMAN08477
OG0000581	ASTMX10598	HUMAN16919
OG0000581	ASTMX10599	HUMAN16920
OG0000581	ASTMX10824	HUMAN08478, HUMAN08479
OG0000582	ASTMX11411	HUMAN14892
OG0000582	ASTMX20610	HUMAN02173
OG0000582	ASTMX13349, ASTMX13077	HUMAN29110
OG0000582	ASTMX01858, ASTMX10152	HUMAN24912
OG0000583	ASTMX19288, ASTMX12142	HUMAN30390, HUMAN30389
OG0000583	ASTMX19104, ASTMX09781	HUMAN17451, HUMAN17452
OG0000583	ASTMX15227	HUMAN25385
OG0000583	ASTMX16808, ASTMX07495	HUMAN00760
OG0000584	ASTMX03102, ASTMX07415	HUMAN01300
OG0000585	ASTMX10753, ASTMX02113	HUMAN21116
OG0000585	ASTMX17466, ASTMX08311	HUMAN26483, HUMAN26481
OG0000585	ASTMX20178, ASTMX01009	HUMAN01438
OG0000586	ASTMX06304, ASTMX01062	HUMAN05084, HUMAN05083
OG0000586	ASTMX07105, ASTMX02632	HUMAN20402
OG0000586	ASTMX21166, ASTMX07309, ASTMX21686	HUMAN16092
OG0000587	ASTMX17633, ASTMX15674	HUMAN18299, HUMAN18301
OG0000587	ASTMX05654	HUMAN26727
OG0000587	ASTMX18684	HUMAN29633
OG0000587	ASTMX02880	HUMAN29632
OG0000587	ASTMX13819	HUMAN15867
OG0000588	ASTMX14157, ASTMX18468	HUMAN14858
OG0000588	ASTMX06494	HUMAN01187
OG0000588	ASTMX10386, ASTMX19382	HUMAN28650
OG0000588	ASTMX03016	HUMAN05176, HUMAN05175
OG0000589	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370	HUMAN16335, HUMAN03934
OG0000589	ASTMX02599, ASTMX02002, ASTMX18733	HUMAN02319
OG0000590	ASTMX20440	HUMAN12674, HUMAN20582
OG0000590	ASTMX15142	HUMAN20581
OG0000590	ASTMX10181, ASTMX04496	HUMAN06597
OG0000590	ASTMX11935	HUMAN13708
OG0000590	ASTMX00513	HUMAN19211
OG0000591	ASTMX04992, ASTMX12325	HUMAN12144
OG0000591	ASTMX09194	HUMAN05235
OG0000591	ASTMX03131, ASTMX08773	HUMAN17606
OG0000592	ASTMX15625	HUMAN28912
OG0000592	ASTMX01208	HUMAN11498
OG0000592	ASTMX00581, ASTMX20394	HUMAN04372, HUMAN04369
OG0000593	ASTMX07725	HUMAN20155
OG0000593	ASTMX21954	HUMAN13573
OG0000593	ASTMX09942	HUMAN08183
OG0000593	ASTMX00591, ASTMX02549	HUMAN11452
OG0000593	ASTMX05477	HUMAN28338
OG0000593	ASTMX19749	HUMAN18999
OG0000594	ASTMX12792, ASTMX14374	HUMAN05742
OG0000594	ASTMX18889	HUMAN19377
OG0000594	ASTMX12791, ASTMX14375	HUMAN05741
OG0000594	ASTMX18890	HUMAN02011, HUMAN19379
OG0000594	ASTMX00628	HUMAN21115, HUMAN06244, HUMAN06243
OG0000597	ASTMX09658	HUMAN10866
OG0000597	ASTMX18806	HUMAN12318
OG0000597	ASTMX12198	HUMAN05005
OG0000597	ASTMX15757	HUMAN07090
OG0000597	ASTMX16916	HUMAN28946
OG0000600	ASTMX20645	HUMAN29715
OG0000600	ASTMX04525	HUMAN30123
OG0000601	ASTMX01445	HUMAN12747, HUMAN12745, HUMAN12746
OG0000601	ASTMX20990	HUMAN03315, HUMAN03312
OG0000601	ASTMX07641, ASTMX07642	HUMAN03311, HUMAN03313
OG0000601	ASTMX05034, ASTMX05939	HUMAN27680
OG0000602	ASTMX11828	HUMAN30350
OG0000602	ASTMX15540, ASTMX07892, ASTMX18681	HUMAN07761
OG0000602	ASTMX15541, ASTMX07893	HUMAN18490
OG0000602	ASTMX11827	HUMAN30349
OG0000602	ASTMX00030, ASTMX18680	HUMAN07762
OG0000603	ASTMX10221, ASTMX04851	HUMAN08741
OG0000603	ASTMX06561	HUMAN16967, HUMAN16962
OG0000604	ASTMX11005, ASTMX17547	HUMAN09221
OG0000604	ASTMX19569	HUMAN02688
OG0000604	ASTMX12146, ASTMX03234, ASTMX19571, ASTMX20953, ASTMX20951	HUMAN15456
OG0000607	ASTMX15507	HUMAN16331
OG0000607	ASTMX16125	HUMAN06857
OG0000607	ASTMX15313	HUMAN02344, HUMAN02342, HUMAN02340
OG0000608	ASTMX19885	HUMAN20227
OG0000609	ASTMX09487	HUMAN08370
OG0000609	ASTMX00147, ASTMX19500	HUMAN07817
OG0000609	ASTMX13250	HUMAN18125, HUMAN18126
OG0000609	ASTMX05358	HUMAN06700
OG0000610	ASTMX09076	HUMAN01601
OG0000610	ASTMX07077	HUMAN09728
OG0000610	ASTMX15042	HUMAN09729
OG0000610	ASTMX03105, ASTMX08602	HUMAN29369
OG0000611	ASTMX07157	HUMAN29652
OG0000611	ASTMX09331, ASTMX05615	HUMAN30039
OG0000611	ASTMX12827	HUMAN11001
OG0000612	ASTMX10076	HUMAN22280
OG0000612	ASTMX09692, ASTMX18860	HUMAN03773
OG0000612	ASTMX09749	HUMAN17186
OG0000612	ASTMX15804	HUMAN18998
OG0000613	ASTMX01217	HUMAN25530
OG0000613	ASTMX05307	HUMAN19034
OG0000613	ASTMX07479, ASTMX16319	HUMAN00632
OG0000613	ASTMX03360	HUMAN23544, HUMAN23543
OG0000614	ASTMX11010	HUMAN15491
OG0000615	ASTMX21454, ASTMX20753	HUMAN30186
OG0000615	ASTMX11891	HUMAN17431
OG0000615	ASTMX11351	HUMAN11804
