Orthogroup	ASTMX	BRALA
OG0001167	ASTMX18844, ASTMX18845, ASTMX07609	BRALA30313
OG0001168	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562	BRALA29323, BRALA27661, BRALA20565
OG0001169	ASTMX04343	BRALA11830, BRALA12506
OG0001170	ASTMX11047	BRALA19296
OG0001171	ASTMX06140	BRALA30065
OG0001172	ASTMX02640, ASTMX12998	BRALA06911
OG0001172	ASTMX05444, ASTMX13620, ASTMX07385	BRALA04692
OG0001173	ASTMX06808	BRALA04333
OG0001174	ASTMX00942	BRALA15302
OG0001175	ASTMX15626, ASTMX17938, ASTMX10319	BRALA00132
OG0001176	ASTMX10558	BRALA21617
OG0001176	ASTMX10559, ASTMX01481, ASTMX13540	BRALA04000, BRALA04002
OG0001178	ASTMX12782, ASTMX12781	BRALA05138
OG0001178	ASTMX00134, ASTMX00554	BRALA06035
OG0001179	ASTMX12400	BRALA03116
OG0001179	ASTMX07456	BRALA20573
OG0001180	ASTMX12027, ASTMX19199, ASTMX09020	BRALA14556, BRALA34405
OG0001181	ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260	BRALA18132
OG0001182	ASTMX12103, ASTMX13653	BRALA02232
OG0001183	ASTMX19735, ASTMX17804	BRALA24188
OG0001184	ASTMX19302	BRALA10129
OG0001184	ASTMX00228	BRALA21684
OG0001185	ASTMX10936	BRALA27214
OG0001186	ASTMX18547, ASTMX02567	BRALA19974
OG0001186	ASTMX13845	BRALA16139
OG0001187	ASTMX10749	BRALA30941, BRALA21630, BRALA21207, BRALA21632, BRALA21208, BRALA21618, BRALA21631, BRALA21624, BRALA03471, BRALA21633, BRALA02756, BRALA21497, BRALA21626, BRALA21498, BRALA23700, BRALA25921, BRALA07734, BRALA21623, BRALA21629, BRALA21620, BRALA07709, BRALA21622, BRALA21625, BRALA30940
OG0001188	ASTMX14514, ASTMX03224	BRALA10757
OG0001189	ASTMX06692, ASTMX04816, ASTMX01328, ASTMX13413, ASTMX17159	BRALA16685
OG0001190	ASTMX11323, ASTMX13686, ASTMX05267	BRALA25890
OG0001191	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730	BRALA27930
OG0001192	ASTMX10488	BRALA31134, BRALA31609, BRALA20503, BRALA09378, BRALA12761, BRALA07757, BRALA20502, BRALA07758, BRALA09889, BRALA07761, BRALA07760, BRALA09891, BRALA09892, BRALA07759, BRALA09888, BRALA09359, BRALA09368
OG0001192	ASTMX09214	BRALA19222
OG0001196	ASTMX11519, ASTMX11174, ASTMX02339	BRALA25128
OG0001197	ASTMX03942	BRALA24133
OG0001197	ASTMX01914, ASTMX20138	BRALA01046
OG0001198	ASTMX02424, ASTMX06547	BRALA09601
OG0001198	ASTMX02630	BRALA02488
OG0001199	ASTMX03290	BRALA28833
OG0001199	ASTMX03812	BRALA15988
OG0001199	ASTMX03813	BRALA34865
OG0001200	ASTMX11139	BRALA24997
OG0001202	ASTMX12631, ASTMX12630	BRALA07019
OG0001204	ASTMX05878, ASTMX12225	BRALA24154, BRALA24153
OG0001205	ASTMX13657	BRALA11819
OG0001207	ASTMX15583	BRALA21595, BRALA21596
OG0001207	ASTMX21871, ASTMX07379, ASTMX05452	BRALA29973
OG0001208	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017	BRALA01086
OG0001210	ASTMX01254	BRALA17839
OG0001212	ASTMX22528, ASTMX14804	BRALA15930
OG0001213	ASTMX13388	BRALA28371
OG0001213	ASTMX21450	BRALA34460
OG0001214	ASTMX09593, ASTMX12596	BRALA28235
OG0001215	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044	BRALA00597
OG0001216	ASTMX20220, ASTMX20446	BRALA05650
OG0001216	ASTMX21172	BRALA19958
OG0001217	ASTMX09378, ASTMX07954, ASTMX01127, ASTMX10707, ASTMX01247, ASTMX16527, ASTMX07955	BRALA28081
OG0001219	ASTMX10652, ASTMX14229	BRALA10294
OG0001220	ASTMX05948, ASTMX05949	BRALA31139, BRALA34263
OG0001221	ASTMX07026	BRALA22011
OG0001223	ASTMX03153, ASTMX00191, ASTMX01647, ASTMX07473	BRALA03165
OG0001224	ASTMX06442	BRALA26622
OG0001225	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916	BRALA04168
OG0001226	ASTMX15119, ASTMX01133, ASTMX11042	BRALA29243
OG0001227	ASTMX20461	BRALA33981
OG0001230	ASTMX12022, ASTMX17829, ASTMX11524, ASTMX05007, ASTMX17828	BRALA09760
OG0001231	ASTMX10826, ASTMX10594, ASTMX16865, ASTMX13823, ASTMX06066	BRALA31220
OG0001232	ASTMX03619	BRALA16719, BRALA06486
OG0001233	ASTMX05613, ASTMX05612, ASTMX20633	BRALA20387, BRALA22451, BRALA22452
OG0001234	ASTMX08429	BRALA12494
OG0001236	ASTMX01850	BRALA27296
OG0001236	ASTMX11510	BRALA03699
OG0001237	ASTMX04904, ASTMX20913, ASTMX01867, ASTMX07784, ASTMX12070	BRALA07915
OG0001237	ASTMX02167	BRALA04360
OG0001238	ASTMX03666	BRALA16537
OG0001238	ASTMX13748, ASTMX05355	BRALA10747
OG0001241	ASTMX06697	BRALA15125
OG0001241	ASTMX04159, ASTMX18901	BRALA14260
OG0001242	ASTMX06205, ASTMX18340	BRALA00932, BRALA01201, BRALA00933, BRALA00934, BRALA00927, BRALA00929, BRALA00928, BRALA00930, BRALA00926, BRALA00931
OG0001243	ASTMX17034, ASTMX02160, ASTMX19994	BRALA07764
OG0001247	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338	BRALA17334
OG0001248	ASTMX11443, ASTMX17482, ASTMX05341, ASTMX19178	BRALA00477
OG0001249	ASTMX00503	BRALA00961
OG0001250	ASTMX15491, ASTMX07689, ASTMX20710	BRALA25027
OG0001251	ASTMX12740	BRALA03569
OG0001252	ASTMX14189, ASTMX20484, ASTMX19839, ASTMX18184, ASTMX07917	BRALA05331
OG0001253	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786	BRALA09366
OG0001255	ASTMX06824, ASTMX12253, ASTMX12915, ASTMX22403, ASTMX15660, ASTMX11198, ASTMX08567, ASTMX14314, ASTMX05306, ASTMX16297, ASTMX08714, ASTMX09718	BRALA02813
OG0001256	ASTMX12301, ASTMX04241, ASTMX01544	BRALA27869
OG0001261	ASTMX19187, ASTMX01634, ASTMX00068	BRALA16992, BRALA16993, BRALA34932
OG0001262	ASTMX21377	BRALA35145
OG0001263	ASTMX17678, ASTMX07639	BRALA03642
OG0001263	ASTMX17278	BRALA10859
OG0001264	ASTMX07471, ASTMX13848, ASTMX00881	BRALA03222
OG0001267	ASTMX15901	BRALA16976
OG0001267	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889	BRALA24251
OG0001270	ASTMX19479	BRALA25030
OG0001270	ASTMX03630	BRALA13955
OG0001271	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815	BRALA17017
OG0001273	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354	BRALA23210
OG0001274	ASTMX22021, ASTMX13163, ASTMX06912	BRALA10091
OG0001276	ASTMX03010, ASTMX09183	BRALA19427
OG0001278	ASTMX04865	BRALA04581, BRALA14775
OG0001279	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584	BRALA24710
OG0001280	ASTMX19448, ASTMX11018, ASTMX16795, ASTMX21805, ASTMX18435	BRALA09515
OG0001282	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656, ASTMX11349	BRALA02372
OG0001284	ASTMX09601	BRALA14486
OG0001284	ASTMX06818, ASTMX13787, ASTMX17233	BRALA09529
OG0001287	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804	BRALA08199
OG0001288	ASTMX00451, ASTMX12396	BRALA01391
OG0001289	ASTMX08475, ASTMX15265, ASTMX01501	BRALA12193
OG0001290	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455	BRALA17572
OG0001291	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302	BRALA17947
OG0001292	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449	BRALA14445
OG0001293	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515	BRALA33561, BRALA26881
OG0001294	ASTMX01279	BRALA29575
OG0001295	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791	BRALA00094
OG0001296	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113	BRALA22582
OG0001297	ASTMX21540, ASTMX18732, ASTMX17762	BRALA23851
OG0001300	ASTMX06507, ASTMX16708, ASTMX01169	BRALA05943, BRALA27824
OG0001302	ASTMX00499	BRALA01346
OG0001302	ASTMX18397	BRALA17951
OG0001304	ASTMX10044, ASTMX00193, ASTMX03156, ASTMX11455	BRALA22379
OG0001305	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148	BRALA10193
OG0001306	ASTMX15047, ASTMX12449	BRALA05038
OG0001306	ASTMX07805	BRALA19534
OG0001308	ASTMX12136, ASTMX14880, ASTMX11270	BRALA03706
OG0001309	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053, ASTMX15510	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331
OG0001310	ASTMX09500	BRALA22585
OG0001310	ASTMX19103, ASTMX15228, ASTMX19102	BRALA27863
OG0001311	ASTMX15821, ASTMX19766	BRALA10689, BRALA14115
OG0001311	ASTMX21056, ASTMX12561	BRALA14116
OG0001312	ASTMX21632, ASTMX06204	BRALA29353
OG0001313	ASTMX09384, ASTMX06013	BRALA24002
OG0001316	ASTMX11105, ASTMX06180, ASTMX08793	BRALA15900, BRALA15901
OG0001317	ASTMX07111	BRALA12724
OG0001317	ASTMX20575	BRALA18356
OG0001318	ASTMX01432	BRALA08906
OG0001318	ASTMX07560, ASTMX04187	BRALA01956
OG0001319	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136	BRALA24213
OG0001320	ASTMX02658	BRALA11528
OG0001320	ASTMX12886, ASTMX12104	BRALA25109
OG0001321	ASTMX06232, ASTMX07920, ASTMX01880	BRALA08021
OG0001322	ASTMX01716, ASTMX07256	BRALA09871
OG0001322	ASTMX16188	BRALA13321
OG0001324	ASTMX04156	BRALA21958, BRALA33648
OG0001325	ASTMX19331	BRALA04015
OG0001326	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581	BRALA24570
OG0001327	ASTMX01100	BRALA10354
OG0001327	ASTMX18676, ASTMX05552	BRALA19771
OG0001329	ASTMX07142, ASTMX13340	BRALA32195, BRALA12680
OG0001329	ASTMX03753, ASTMX00036	BRALA25736
OG0001330	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195	BRALA23942
OG0001331	ASTMX11613	BRALA34572, BRALA33928
OG0001332	ASTMX08248, ASTMX16970	BRALA05167
OG0001333	ASTMX05919, ASTMX07699	BRALA25392
OG0001337	ASTMX05953, ASTMX13440, ASTMX17317	BRALA01268
OG0001338	ASTMX02848, ASTMX02429, ASTMX07774, ASTMX17352, ASTMX15485, ASTMX04951, ASTMX19144, ASTMX14195, ASTMX02380, ASTMX09048	BRALA00398, BRALA09096
OG0001339	ASTMX08150, ASTMX03817, ASTMX01194	BRALA35366, BRALA34173, BRALA33697
OG0001339	ASTMX01525	BRALA16667, BRALA16668
OG0001341	ASTMX04021, ASTMX18606	BRALA12816
OG0001344	ASTMX12839	BRALA03869
OG0001345	ASTMX17745	BRALA20076, BRALA00376
OG0001348	ASTMX09799, ASTMX08553, ASTMX19294	BRALA16187
OG0001350	ASTMX06475	BRALA27720
OG0001351	ASTMX15206, ASTMX00127, ASTMX00552	BRALA24199
OG0001352	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804	BRALA06260
OG0001353	ASTMX11924, ASTMX13745	BRALA23222, BRALA23221
OG0001354	ASTMX11901	BRALA17798
OG0001354	ASTMX15487, ASTMX02827, ASTMX19253	BRALA25624
OG0001355	ASTMX21361, ASTMX17683, ASTMX22296, ASTMX03894, ASTMX05031, ASTMX05922	BRALA32786
OG0001356	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094	BRALA19061
OG0001356	ASTMX19357	BRALA17347
OG0001357	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930	BRALA15175
OG0001359	ASTMX02428, ASTMX11942, ASTMX17796, ASTMX09162	BRALA16599
OG0001361	ASTMX01071, ASTMX20061, ASTMX16172	BRALA08920
OG0001362	ASTMX11654	BRALA29842
OG0001362	ASTMX11652	BRALA30595
OG0001363	ASTMX08285, ASTMX10326, ASTMX03420	BRALA22243
OG0001364	ASTMX17782, ASTMX06972, ASTMX17850	BRALA08614
OG0001365	ASTMX00017, ASTMX18825, ASTMX17303	BRALA19433
OG0001366	ASTMX01928, ASTMX19346	BRALA16997
OG0001367	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021	BRALA15242
OG0001368	ASTMX03257, ASTMX15096, ASTMX16548	BRALA10834
OG0001369	ASTMX00950, ASTMX16841, ASTMX05553, ASTMX14417	BRALA10956
OG0001370	ASTMX09028	BRALA16806
OG0001370	ASTMX12996	BRALA14045
OG0001371	ASTMX10538	BRALA26374, BRALA06219, BRALA06218, BRALA06220
OG0001373	ASTMX07702, ASTMX20451, ASTMX17338, ASTMX22761, ASTMX07731	BRALA10384
OG0001374	ASTMX18408, ASTMX04259, ASTMX21457	BRALA26737
OG0001375	ASTMX15348	BRALA16842
OG0001375	ASTMX12879, ASTMX05755, ASTMX08713	BRALA15116
OG0001376	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887	BRALA20906
OG0001377	ASTMX02709, ASTMX03269	BRALA25843
OG0001377	ASTMX20261, ASTMX18913, ASTMX20260, ASTMX20259, ASTMX21994, ASTMX15701	BRALA01464, BRALA01463, BRALA18909, BRALA17460, BRALA13854
OG0001378	ASTMX05115, ASTMX18038, ASTMX12590, ASTMX15728, ASTMX14012, ASTMX04632	BRALA16333
OG0001379	ASTMX03133, ASTMX08769, ASTMX08803, ASTMX08802, ASTMX03013, ASTMX03014	BRALA23817
OG0001380	ASTMX17025, ASTMX12187, ASTMX16524, ASTMX23050, ASTMX17026	BRALA19207, BRALA19208
OG0001381	ASTMX02347, ASTMX05157, ASTMX14705, ASTMX10023, ASTMX03370	BRALA09523
OG0001382	ASTMX22770, ASTMX17021	BRALA23866
OG0001384	ASTMX02250, ASTMX07280	BRALA12204
OG0001387	ASTMX07864, ASTMX13262, ASTMX14247, ASTMX08858	BRALA12192
OG0001389	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746	BRALA22941
OG0001390	ASTMX20982, ASTMX17481, ASTMX20981, ASTMX22009, ASTMX10198, ASTMX21093, ASTMX07276, ASTMX15839, ASTMX15918	BRALA02262
OG0001394	ASTMX11802, ASTMX15905	BRALA31862
OG0001395	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549	BRALA15754
OG0001397	ASTMX08012, ASTMX19505	BRALA25855
OG0001397	ASTMX01488	BRALA09927
OG0001399	ASTMX06124	BRALA06146
OG0001399	ASTMX11454, ASTMX00428	BRALA22380
OG0001400	ASTMX01461, ASTMX15365, ASTMX12046, ASTMX21798, ASTMX01897	BRALA04732
OG0001401	ASTMX06505, ASTMX08424	BRALA23825
OG0001402	ASTMX12851, ASTMX11974, ASTMX07328, ASTMX11686	BRALA26708
OG0001403	ASTMX21751, ASTMX11295, ASTMX18514, ASTMX13183	BRALA14932, BRALA09650, BRALA23378, BRALA25402
OG0001404	ASTMX03622	BRALA06453
OG0001404	ASTMX05687	BRALA05435
OG0001405	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520	BRALA22383
OG0001405	ASTMX21998	BRALA05583
OG0001406	ASTMX11154, ASTMX06992, ASTMX15717	BRALA14289
OG0001408	ASTMX08971, ASTMX19130, ASTMX19997, ASTMX18382, ASTMX18903, ASTMX19996, ASTMX18383	BRALA20622
OG0001409	ASTMX08743	BRALA30797
OG0001410	ASTMX14683	BRALA31201
OG0001410	ASTMX11950	BRALA20220
OG0001411	ASTMX12471	BRALA11764
OG0001412	ASTMX19015, ASTMX19014	BRALA11457
OG0001413	ASTMX19024	BRALA29483
OG0001414	ASTMX02756	BRALA13859
OG0001416	ASTMX16935, ASTMX00724, ASTMX04812	BRALA05590
OG0001417	ASTMX08035, ASTMX09578	BRALA12517
OG0001417	ASTMX15359, ASTMX02876	BRALA04649
OG0001418	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463	BRALA01078
OG0001419	ASTMX03238, ASTMX11069, ASTMX03239, ASTMX17546, ASTMX11003	BRALA10891
OG0001420	ASTMX04576, ASTMX01772, ASTMX08878, ASTMX08385, ASTMX19032, ASTMX19033	BRALA30793
OG0001421	ASTMX10787, ASTMX08122, ASTMX03810	BRALA21204
OG0001422	ASTMX17695, ASTMX01913	BRALA00576
OG0001423	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608	BRALA27549
OG0001424	ASTMX17288	BRALA07796
OG0001424	ASTMX12720	BRALA01936
OG0001425	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948	BRALA01395, BRALA23464
OG0001426	ASTMX19079	BRALA05645
OG0001427	ASTMX01765, ASTMX17165	BRALA18499, BRALA18498
OG0001428	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746	BRALA05407
OG0001429	ASTMX07960, ASTMX05781, ASTMX16296	BRALA31269
OG0001430	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065	BRALA24398
OG0001431	ASTMX15509, ASTMX15371, ASTMX05030	BRALA18565
OG0001432	ASTMX06431, ASTMX01758, ASTMX06145	BRALA35861
OG0001433	ASTMX02460, ASTMX00906, ASTMX19534, ASTMX10945	BRALA16638
OG0001434	ASTMX09914	BRALA19313
OG0001435	ASTMX16673, ASTMX07968	BRALA12155, BRALA20436, BRALA11184, BRALA11185, BRALA11186, BRALA22252, BRALA22250
OG0001436	ASTMX01918	BRALA04579
OG0001437	ASTMX02671, ASTMX18553, ASTMX12632	BRALA17173, BRALA21217
OG0001438	ASTMX16984	BRALA08586
OG0001439	ASTMX16507	BRALA18888
OG0001440	ASTMX06448, ASTMX19471, ASTMX02877	BRALA04659
OG0001441	ASTMX07478, ASTMX16318, ASTMX01057, ASTMX00844, ASTMX10140, ASTMX21644, ASTMX03800	BRALA01822
OG0001445	ASTMX04130, ASTMX07057	BRALA11531
OG0001447	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124	BRALA13329
OG0001447	ASTMX04644	BRALA06941, BRALA06898
OG0001449	ASTMX21017, ASTMX21018	BRALA16673
OG0001449	ASTMX16238	BRALA07054
OG0001450	ASTMX01996	BRALA12595, BRALA20161
OG0001450	ASTMX06326	BRALA21555, BRALA20362
OG0001451	ASTMX19016	BRALA01804
OG0001451	ASTMX00580	BRALA02256
OG0001452	ASTMX12067, ASTMX20582, ASTMX19197	BRALA16822
OG0001455	ASTMX18526, ASTMX02821, ASTMX21962, ASTMX02358, ASTMX03190, ASTMX04167	BRALA05122
OG0001456	ASTMX18388	BRALA15559
OG0001456	ASTMX18392, ASTMX18390	BRALA15558
OG0001457	ASTMX18878, ASTMX08470	BRALA16644
OG0001458	ASTMX19929, ASTMX03755, ASTMX18146, ASTMX01176, ASTMX00012, ASTMX13313, ASTMX00013	BRALA22462, BRALA22464
OG0001459	ASTMX20587, ASTMX19737	BRALA19924
OG0001460	ASTMX05935	BRALA14211, BRALA14210
OG0001460	ASTMX06612	BRALA23956
OG0001461	ASTMX05184	BRALA06116, BRALA30847
OG0001462	ASTMX19123	BRALA13313
OG0001463	ASTMX00203, ASTMX01706	BRALA20798, BRALA11798, BRALA05503, BRALA20800, BRALA07681, BRALA19623, BRALA19618
OG0001464	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688	BRALA06889
OG0001465	ASTMX22228	BRALA08552
OG0001465	ASTMX20175, ASTMX20176	BRALA08555, BRALA14422
OG0001466	ASTMX10811	BRALA02000
OG0001466	ASTMX14884	BRALA06618
OG0001467	ASTMX14338	BRALA17547, BRALA18447
OG0001467	ASTMX02258	BRALA11204, BRALA15279
OG0001468	ASTMX14778, ASTMX06215, ASTMX18545	BRALA04572
OG0001469	ASTMX17940	BRALA25074
OG0001469	ASTMX05748	BRALA11811
OG0001470	ASTMX22480, ASTMX02997, ASTMX02333	BRALA29321
OG0001472	ASTMX14550	BRALA14063
OG0001472	ASTMX17138	BRALA22363
OG0001473	ASTMX15501, ASTMX19877	BRALA03292, BRALA33985
OG0001474	ASTMX12989	BRALA09018
OG0001474	ASTMX07703	BRALA10385
OG0001475	ASTMX01033, ASTMX04792	BRALA05604
OG0001476	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706	BRALA24804
OG0001477	ASTMX18316	BRALA11225
OG0001478	ASTMX12885	BRALA15252
OG0001478	ASTMX07723	BRALA21973
OG0001479	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077	BRALA03008
OG0001480	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426	BRALA11374
OG0001481	ASTMX13516, ASTMX08128, ASTMX08933, ASTMX13517, ASTMX14788	BRALA21598
OG0001482	ASTMX10958, ASTMX07796, ASTMX13431, ASTMX13296, ASTMX22753, ASTMX17504	BRALA29699
OG0001484	ASTMX18774	BRALA22671
OG0001485	ASTMX21673	BRALA09598
OG0001486	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981	BRALA08931
OG0001487	ASTMX18578	BRALA20247
OG0001488	ASTMX18812	BRALA24192
OG0001489	ASTMX12776, ASTMX12086, ASTMX11213	BRALA05316
OG0001490	ASTMX07604, ASTMX00526, ASTMX03930, ASTMX19516, ASTMX03287, ASTMX16189	BRALA26116
OG0001491	ASTMX19098, ASTMX04511, ASTMX09068, ASTMX20207, ASTMX07683	BRALA10451
OG0001492	ASTMX17077, ASTMX04445	BRALA14954
OG0001493	ASTMX20989, ASTMX22693	BRALA03740
OG0001493	ASTMX18828, ASTMX13877, ASTMX11307	BRALA03715
OG0001495	ASTMX17637	BRALA09380
OG0001496	ASTMX09754	BRALA11939, BRALA23998, BRALA33660, BRALA11958, BRALA05423
OG0001498	ASTMX14816, ASTMX14815, ASTMX17721	BRALA33873, BRALA16329, BRALA29986
OG0001500	ASTMX19077, ASTMX07007, ASTMX07549, ASTMX07006	BRALA11705
OG0001501	ASTMX09507	BRALA26158
OG0001502	ASTMX20142, ASTMX07825	BRALA06307, BRALA06308
OG0001503	ASTMX02356	BRALA13476
OG0001503	ASTMX19525	BRALA11114
OG0001504	ASTMX13743	BRALA28116, BRALA35187
OG0001506	ASTMX16668, ASTMX02040	BRALA05725
OG0001507	ASTMX04595, ASTMX10941, ASTMX13047	BRALA34079
OG0001508	ASTMX16208, ASTMX16207	BRALA28941
OG0001509	ASTMX03511, ASTMX17942	BRALA24616
OG0001509	ASTMX18743, ASTMX06334	BRALA12089
OG0001511	ASTMX18393, ASTMX02680	BRALA35622
OG0001514	ASTMX17600, ASTMX19950, ASTMX08119	BRALA29845
OG0001515	ASTMX03532	BRALA14332
OG0001516	ASTMX06094, ASTMX22766	BRALA05014
OG0001517	ASTMX05080, ASTMX07941	BRALA15345, BRALA01055, BRALA01054
OG0001518	ASTMX10339, ASTMX09456	BRALA12776
OG0001519	ASTMX02035, ASTMX10088	BRALA13551
OG0001520	ASTMX04278	BRALA14767
OG0001521	ASTMX19191	BRALA08916, BRALA27260
OG0001521	ASTMX22388, ASTMX03359, ASTMX10387, ASTMX09846, ASTMX06803	BRALA22864, BRALA07614, BRALA09139, BRALA09147
OG0001522	ASTMX05739	BRALA01706, BRALA15136
OG0001523	ASTMX02548, ASTMX01083, ASTMX17910, ASTMX07261	BRALA25534
OG0001524	ASTMX02800	BRALA33381
OG0001524	ASTMX10909	BRALA27325
OG0001525	ASTMX03602	BRALA14939
OG0001526	ASTMX08595, ASTMX10378, ASTMX13114	BRALA10086
OG0001527	ASTMX03505	BRALA23937
OG0001528	ASTMX15564, ASTMX07962, ASTMX15565	BRALA26789
OG0001529	ASTMX09418, ASTMX00938, ASTMX00780	BRALA15428
OG0001530	ASTMX06951	BRALA35388
OG0001531	ASTMX12093, ASTMX01941, ASTMX07973, ASTMX13493	BRALA21412
OG0001533	ASTMX12054, ASTMX05383, ASTMX00173	BRALA11358, BRALA21080, BRALA17503, BRALA03658
OG0001534	ASTMX18082, ASTMX07715, ASTMX20898, ASTMX01419	BRALA06233
OG0001536	ASTMX15808	BRALA13363
OG0001538	ASTMX10517, ASTMX02477, ASTMX03859	BRALA30154, BRALA10212, BRALA19183
OG0001545	ASTMX03396, ASTMX18260, ASTMX09148, ASTMX14733	BRALA01668
OG0001546	ASTMX10973, ASTMX01598	BRALA34422, BRALA33843, BRALA32104, BRALA35704
OG0001549	ASTMX20825, ASTMX02013, ASTMX05521, ASTMX19063, ASTMX09254	BRALA09715
OG0001550	ASTMX18336, ASTMX06212	BRALA22178, BRALA33216
OG0001550	ASTMX14152	BRALA00672, BRALA22087
OG0001551	ASTMX01345, ASTMX03884	BRALA31004
OG0001552	ASTMX18767, ASTMX16838	BRALA12708
OG0001553	ASTMX13473, ASTMX02742, ASTMX20664	BRALA03739
OG0001554	ASTMX03717, ASTMX05853, ASTMX03716, ASTMX07008	BRALA27979
OG0001556	ASTMX06308, ASTMX13006, ASTMX20843, ASTMX01352, ASTMX03951	BRALA21601
OG0001557	ASTMX20060	BRALA07630
OG0001559	ASTMX07506	BRALA10909, BRALA10784
OG0001559	ASTMX04609, ASTMX03837, ASTMX21052	BRALA30365
OG0001560	ASTMX02440	BRALA27054
OG0001561	ASTMX12815, ASTMX13331, ASTMX05206, ASTMX16235	BRALA27873, BRALA35814, BRALA27872
OG0001563	ASTMX16894	BRALA16659, BRALA25832, BRALA18213, BRALA15065
OG0001564	ASTMX08776, ASTMX08775, ASTMX04344, ASTMX08787	BRALA13673
OG0001565	ASTMX15863, ASTMX02963, ASTMX07043, ASTMX09666	BRALA25777, BRALA28970
OG0001565	ASTMX20589	BRALA18811
OG0001566	ASTMX01234, ASTMX16422	BRALA12270
OG0001567	ASTMX04861, ASTMX05681	BRALA05651
OG0001568	ASTMX14315	BRALA13964
OG0001569	ASTMX09567, ASTMX00111, ASTMX08814, ASTMX08813	BRALA14283, BRALA14287, BRALA06617, BRALA01274, BRALA06766, BRALA06767, BRALA06768, BRALA03911, BRALA06770, BRALA06769
OG0001570	ASTMX17213	BRALA17639
OG0001571	ASTMX12366, ASTMX03489	BRALA16523
OG0001572	ASTMX10710	BRALA16186
OG0001572	ASTMX21679	BRALA31604
OG0001573	ASTMX07410, ASTMX09054	BRALA01224
OG0001574	ASTMX04955, ASTMX14909, ASTMX14908, ASTMX10114	BRALA10408
OG0001576	ASTMX04056	BRALA09477
OG0001577	ASTMX22840	BRALA27598
OG0001578	ASTMX17269	BRALA11454
OG0001579	ASTMX15612, ASTMX02790, ASTMX18014	BRALA03709
OG0001580	ASTMX17141, ASTMX00422, ASTMX07082	BRALA20586
OG0001581	ASTMX16532	BRALA25126, BRALA24401, BRALA23458, BRALA23457, BRALA23456
OG0001582	ASTMX05961, ASTMX13814, ASTMX08233, ASTMX17082	BRALA28423
OG0001583	ASTMX21750, ASTMX01613, ASTMX19566, ASTMX06604, ASTMX04877	BRALA27471
