Orthogroup	ASTMX	AENJA_ok
OG0000716	ASTMX07959, ASTMX03833, ASTMX05778	AENJA_17206
OG0000717	ASTMX00510	AENJA_19227
OG0000718	ASTMX00156, ASTMX21497, ASTMX08739, ASTMX06759, ASTMX18042, ASTMX01851	AENJA_24056, AENJA_24052, AENJA_21088
OG0000720	ASTMX08205, ASTMX06231	AENJA_14612
OG0000721	ASTMX09355, ASTMX10626	AENJA_16007
OG0000721	ASTMX01119, ASTMX09098, ASTMX11905, ASTMX16534	AENJA_01615
OG0000722	ASTMX11006, ASTMX22801, ASTMX12541, ASTMX04707, ASTMX03237, ASTMX11068, ASTMX03598, ASTMX02154, ASTMX08313	AENJA_02846
OG0000726	ASTMX13772, ASTMX13000, ASTMX04188, ASTMX09401	AENJA_14697
OG0000730	ASTMX20397, ASTMX07875, ASTMX13260	AENJA_08838
OG0000730	ASTMX18548, ASTMX02642, ASTMX01674, ASTMX00160, ASTMX01043	AENJA_04711
OG0000731	ASTMX02541, ASTMX17854, ASTMX16715, ASTMX02722	AENJA_07204
OG0000732	ASTMX04110, ASTMX08757, ASTMX08756	AENJA_23886
OG0000732	ASTMX19433, ASTMX11592, ASTMX05482	AENJA_12389
OG0000733	ASTMX13523, ASTMX10818, ASTMX05629, ASTMX01287	AENJA_07801
OG0000734	ASTMX19512, ASTMX21022, ASTMX19965, ASTMX01932, ASTMX22860	AENJA_10770
OG0000735	ASTMX18670, ASTMX15914, ASTMX01829, ASTMX03219	AENJA_15834
OG0000736	ASTMX19171	AENJA_24261
OG0000736	ASTMX08660, ASTMX00487	AENJA_25876
OG0000740	ASTMX14537, ASTMX06828, ASTMX20426, ASTMX10405	AENJA_11591
OG0000741	ASTMX17362	AENJA_24551, AENJA_18140, AENJA_01425
OG0000743	ASTMX20693, ASTMX11433, ASTMX04870	AENJA_02220, AENJA_13371
OG0000743	ASTMX03638, ASTMX04869, ASTMX21402	AENJA_13756, AENJA_04913
OG0000744	ASTMX08430, ASTMX13118, ASTMX02655, ASTMX15516	AENJA_07063, AENJA_07064
OG0000745	ASTMX10595	AENJA_19385
OG0000746	ASTMX17663	AENJA_09613
OG0000748	ASTMX16043	AENJA_15960
OG0000749	ASTMX16104, ASTMX05800, ASTMX02758	AENJA_18432
OG0000750	ASTMX15609	AENJA_20977
OG0000751	ASTMX20516, ASTMX04152, ASTMX15696	AENJA_22604
OG0000752	ASTMX06480, ASTMX04128	AENJA_26667
OG0000753	ASTMX22178, ASTMX21967	AENJA_01120
OG0000753	ASTMX20031, ASTMX02344, ASTMX11178	AENJA_10740
OG0000755	ASTMX12763, ASTMX09944, ASTMX09713, ASTMX10144	AENJA_02216
OG0000756	ASTMX08072	AENJA_03035
OG0000757	ASTMX17086	AENJA_15686
OG0000757	ASTMX05445	AENJA_08837
OG0000758	ASTMX19547, ASTMX16359, ASTMX11953, ASTMX19955, ASTMX17536, ASTMX07595	AENJA_07914
OG0000759	ASTMX14677, ASTMX13249, ASTMX18116, ASTMX06445, ASTMX15465, ASTMX13612, ASTMX13613	AENJA_12039
OG0000760	ASTMX16638, ASTMX08318, ASTMX02096, ASTMX16846, ASTMX02097	AENJA_12914
OG0000761	ASTMX04074, ASTMX18480, ASTMX02391	AENJA_13286
OG0000762	ASTMX05730, ASTMX00651	AENJA_17187
OG0000763	ASTMX14556, ASTMX10316, ASTMX02051, ASTMX06717	AENJA_17341
OG0000764	ASTMX06499, ASTMX03308	AENJA_20419
OG0000765	ASTMX18648, ASTMX05048	AENJA_22260
OG0000766	ASTMX11015, ASTMX06840, ASTMX04918, ASTMX08201	AENJA_22560
OG0000767	ASTMX03288, ASTMX02324, ASTMX18659, ASTMX03804	AENJA_23872
OG0000768	ASTMX07141, ASTMX00777, ASTMX22777, ASTMX20032	AENJA_24479
OG0000772	ASTMX21784	AENJA_24869, AENJA_00651
OG0000772	ASTMX06747	AENJA_10656
OG0000774	ASTMX06458	AENJA_01594
OG0000774	ASTMX12899	AENJA_14294
OG0000774	ASTMX04044	AENJA_06861
OG0000776	ASTMX07839, ASTMX16276, ASTMX00140, ASTMX08791, ASTMX16952	AENJA_16571
OG0000777	ASTMX11385	AENJA_05898, AENJA_04500
OG0000778	ASTMX20492	AENJA_05941
OG0000778	ASTMX18216, ASTMX05703	AENJA_05940
OG0000779	ASTMX03437, ASTMX00687, ASTMX11032, ASTMX06141	AENJA_08422
OG0000780	ASTMX01363	AENJA_22246
OG0000780	ASTMX05871	AENJA_14707
OG0000781	ASTMX01378	AENJA_15224, AENJA_20107
OG0000782	ASTMX02444, ASTMX19387, ASTMX06219, ASTMX00254	AENJA_17040
OG0000786	ASTMX08950, ASTMX01793, ASTMX05538, ASTMX15702, ASTMX17407, ASTMX20594, ASTMX20593, ASTMX22132, ASTMX20592, ASTMX16013, ASTMX13074	AENJA_06215
OG0000787	ASTMX18588, ASTMX20527, ASTMX20528, ASTMX03662, ASTMX06610, ASTMX03035	AENJA_00390
OG0000788	ASTMX03595, ASTMX18586	AENJA_19776
OG0000788	ASTMX05072, ASTMX10651, ASTMX11933, ASTMX02454	AENJA_01187
OG0000790	ASTMX22472	AENJA_05227, AENJA_22178, AENJA_20968
OG0000791	ASTMX13100, ASTMX11966, ASTMX00979, ASTMX16746, ASTMX17098	AENJA_05472
OG0000792	ASTMX01915	AENJA_06794
OG0000792	ASTMX11855, ASTMX16348	AENJA_22407
OG0000793	ASTMX14223, ASTMX10357, ASTMX01727, ASTMX02233, ASTMX02443, ASTMX05161, ASTMX20115	AENJA_10797
OG0000795	ASTMX15720	AENJA_14885, AENJA_12941
OG0000797	ASTMX20588, ASTMX19577	AENJA_12225
OG0000798	ASTMX21193, ASTMX11678, ASTMX10211	AENJA_13993
OG0000799	ASTMX17390, ASTMX14818, ASTMX00307, ASTMX10072, ASTMX09971, ASTMX14456, ASTMX15426	AENJA_16513
OG0000800	ASTMX10910, ASTMX21176, ASTMX21175	AENJA_17652
OG0000801	ASTMX01728, ASTMX02234, ASTMX15089	AENJA_25017, AENJA_26418, AENJA_18704
OG0000802	ASTMX06019, ASTMX21699, ASTMX11410, ASTMX02887, ASTMX04926, ASTMX14181, ASTMX13825, ASTMX08074, ASTMX21722, ASTMX16382, ASTMX05118, ASTMX11346	AENJA_19187
OG0000803	ASTMX01085, ASTMX17361	AENJA_21679
OG0000809	ASTMX18076, ASTMX16871, ASTMX20241, ASTMX06550, ASTMX06551, ASTMX02419, ASTMX12066	AENJA_02164
OG0000810	ASTMX22884, ASTMX14057	AENJA_24609
OG0000810	ASTMX12714, ASTMX07516, ASTMX17120	AENJA_24929, AENJA_02925
OG0000811	ASTMX16565	AENJA_02995, AENJA_03253, AENJA_03247, AENJA_22383, AENJA_03249, AENJA_03248, AENJA_07553, AENJA_03042, AENJA_04170, AENJA_16213
OG0000813	ASTMX04213	AENJA_03651, AENJA_14254
OG0000813	ASTMX12845, ASTMX17981	AENJA_23135
OG0000814	ASTMX15595	AENJA_17687, AENJA_08768, AENJA_09662
OG0000815	ASTMX05918	AENJA_11775
OG0000815	ASTMX00181	AENJA_11030
OG0000816	ASTMX01604, ASTMX07613, ASTMX14361	AENJA_21712
OG0000816	ASTMX03674, ASTMX12133	AENJA_05704
OG0000817	ASTMX22057	AENJA_07214
OG0000817	ASTMX12294	AENJA_18385
OG0000817	ASTMX19659	AENJA_14055
OG0000818	ASTMX12922, ASTMX22575, ASTMX07670, ASTMX01486, ASTMX09066	AENJA_07677
OG0000819	ASTMX14488	AENJA_23147
OG0000819	ASTMX05872, ASTMX12231	AENJA_24188
OG0000820	ASTMX08673, ASTMX00527	AENJA_23750
OG0000821	ASTMX15915	AENJA_25230
OG0000822	ASTMX12417	AENJA_26562
OG0000824	ASTMX19096, ASTMX19094, ASTMX19092, ASTMX12217, ASTMX19091, ASTMX12216, ASTMX19095	AENJA_00764
OG0000825	ASTMX19849, ASTMX06289	AENJA_01783
OG0000826	ASTMX19669	AENJA_02454, AENJA_02453, AENJA_09226, AENJA_02455
OG0000828	ASTMX19023	AENJA_14692
OG0000829	ASTMX20116, ASTMX18197, ASTMX04946, ASTMX13633, ASTMX12842	AENJA_07432
OG0000829	ASTMX02806, ASTMX14699, ASTMX09961, ASTMX19415, ASTMX04647, ASTMX18505	AENJA_18083
OG0000830	ASTMX15395, ASTMX17788, ASTMX07267, ASTMX03575	AENJA_15149
OG0000831	ASTMX10322, ASTMX00501	AENJA_09091
OG0000832	ASTMX15114, ASTMX12276, ASTMX04850	AENJA_09731, AENJA_09723
OG0000833	ASTMX16676, ASTMX17036, ASTMX20537, ASTMX17998	AENJA_13518
OG0000834	ASTMX03780	AENJA_15508
OG0000835	ASTMX11779	AENJA_17324
OG0000835	ASTMX01087, ASTMX09001, ASTMX07115, ASTMX07230	AENJA_22772
OG0000836	ASTMX14295, ASTMX00637, ASTMX02859	AENJA_19604
OG0000837	ASTMX04294, ASTMX04295, ASTMX04140, ASTMX07602, ASTMX17291	AENJA_25179
OG0000841	ASTMX20424, ASTMX10887, ASTMX01216, ASTMX12144	AENJA_00152
OG0000842	ASTMX13270, ASTMX14600, ASTMX21767, ASTMX08674, ASTMX22831, ASTMX05913, ASTMX19115, ASTMX09604	AENJA_00962
OG0000844	ASTMX05225, ASTMX06886, ASTMX11513, ASTMX04355, ASTMX10336, ASTMX04359	AENJA_02377
OG0000845	ASTMX05855	AENJA_11386
OG0000846	ASTMX14946, ASTMX06081	AENJA_25187, AENJA_04744, AENJA_21051, AENJA_24758
OG0000847	ASTMX04476	AENJA_19531
OG0000847	ASTMX13199, ASTMX17255	AENJA_05909
OG0000848	ASTMX13979, ASTMX14345, ASTMX04742	AENJA_06120
OG0000848	ASTMX00257, ASTMX06224, ASTMX13366	AENJA_26421
OG0000849	ASTMX14573	AENJA_06598
OG0000849	ASTMX21951	AENJA_17459
OG0000850	ASTMX16693, ASTMX02820	AENJA_06947, AENJA_14500
OG0000850	ASTMX12095	AENJA_26527
OG0000851	ASTMX09788, ASTMX09789, ASTMX17144, ASTMX08263	AENJA_07613
OG0000852	ASTMX14218, ASTMX09079, ASTMX14219	AENJA_20937
OG0000852	ASTMX01973, ASTMX04325	AENJA_07998
OG0000854	ASTMX08448, ASTMX07266, ASTMX08447	AENJA_12138
OG0000855	ASTMX05866, ASTMX09644	AENJA_13524, AENJA_13527, AENJA_13526, AENJA_13521
OG0000857	ASTMX18737, ASTMX15778, ASTMX01089, ASTMX09003	AENJA_19063
OG0000858	ASTMX03492	AENJA_19600
OG0000860	ASTMX22579, ASTMX13435, ASTMX16785, ASTMX21569, ASTMX19755	AENJA_22939
OG0000866	ASTMX16257, ASTMX10404	AENJA_00019
OG0000869	ASTMX05238	AENJA_03586
OG0000869	ASTMX03029, ASTMX03031, ASTMX03030	AENJA_21120
OG0000871	ASTMX08820	AENJA_15432, AENJA_15433
OG0000871	ASTMX22315	AENJA_06473
OG0000872	ASTMX20999	AENJA_06798
OG0000873	ASTMX22220	AENJA_07645
OG0000874	ASTMX01664, ASTMX03695, ASTMX11238, ASTMX21323	AENJA_07937
OG0000874	ASTMX03655, ASTMX07423	AENJA_07996
OG0000875	ASTMX10227, ASTMX22128	AENJA_08703
OG0000875	ASTMX15020	AENJA_14919
OG0000877	ASTMX02085	AENJA_09093
OG0000878	ASTMX14927	AENJA_13562
OG0000879	ASTMX07159, ASTMX20218, ASTMX05667	AENJA_23882
OG0000879	ASTMX19602, ASTMX05400	AENJA_14015
OG0000880	ASTMX19119, ASTMX05557, ASTMX08534, ASTMX10778	AENJA_17126
OG0000881	ASTMX08736, ASTMX09138	AENJA_19719
OG0000881	ASTMX09646, ASTMX05888	AENJA_21849
OG0000882	ASTMX12618, ASTMX07464, ASTMX13019, ASTMX05010	AENJA_23321
OG0000887	ASTMX05512, ASTMX10768	AENJA_00163
OG0000887	ASTMX16791	AENJA_21693
OG0000888	ASTMX14224, ASTMX11928	AENJA_02929
OG0000888	ASTMX18926	AENJA_02481
OG0000889	ASTMX17253, ASTMX13198, ASTMX13987, ASTMX20205	AENJA_05911
OG0000890	ASTMX13028, ASTMX21054, ASTMX07291	AENJA_09730
OG0000892	ASTMX13286, ASTMX17844, ASTMX06337, ASTMX22137, ASTMX21089, ASTMX21944, ASTMX19404, ASTMX19403, ASTMX19405, ASTMX19406, ASTMX19411, ASTMX11754, ASTMX16643, ASTMX17014, ASTMX17959, ASTMX17961, ASTMX16640, ASTMX16641, ASTMX17957, ASTMX17958, ASTMX16642, ASTMX16639, ASTMX17960, ASTMX22501, ASTMX15187, ASTMX05596, ASTMX05595, ASTMX05597, ASTMX05579, ASTMX22607, ASTMX15537, ASTMX15538, ASTMX15677, ASTMX15676, ASTMX01659, ASTMX01657, ASTMX01658	AENJA_15266
OG0000893	ASTMX16839, ASTMX15713, ASTMX05174, ASTMX05175, ASTMX05176, ASTMX15714	AENJA_16180
OG0000894	ASTMX14915, ASTMX19186	AENJA_18194, AENJA_24655
OG0000894	ASTMX07726, ASTMX19891, ASTMX11065	AENJA_16901
OG0000896	ASTMX08984	AENJA_17963, AENJA_20857
OG0000896	ASTMX03839, ASTMX20490	AENJA_26740
OG0000897	ASTMX00619	AENJA_25522
OG0000897	ASTMX00999, ASTMX08838	AENJA_19794, AENJA_19793
OG0000898	ASTMX07406, ASTMX18529	AENJA_20658
OG0000899	ASTMX04348, ASTMX20253, ASTMX02728, ASTMX04745, ASTMX18004	AENJA_23421
OG0000904	ASTMX09306, ASTMX14881, ASTMX12135	AENJA_02063
OG0000905	ASTMX00338, ASTMX14498, ASTMX00347	AENJA_03454, AENJA_12044
OG0000906	ASTMX22382	AENJA_16891, AENJA_05473, AENJA_17075
OG0000907	ASTMX09038	AENJA_06223
OG0000908	ASTMX13391, ASTMX06616	AENJA_26233
OG0000909	ASTMX14114, ASTMX08183, ASTMX18935, ASTMX02527	AENJA_07565
OG0000911	ASTMX10186, ASTMX20068	AENJA_08748
OG0000912	ASTMX10500, ASTMX10501, ASTMX16615	AENJA_11633
OG0000912	ASTMX13041, ASTMX04397	AENJA_09966
OG0000913	ASTMX04731, ASTMX14355	AENJA_11700
OG0000915	ASTMX19052, ASTMX06403, ASTMX16161, ASTMX09477, ASTMX05555, ASTMX07212	AENJA_20431
OG0000921	ASTMX13599	AENJA_16626
OG0000921	ASTMX02073	AENJA_00754
OG0000923	ASTMX12705	AENJA_09851
OG0000923	ASTMX14532	AENJA_01176
OG0000923	ASTMX21755	AENJA_01177
OG0000925	ASTMX10561	AENJA_14502
OG0000925	ASTMX00132, ASTMX00555	AENJA_01829
OG0000926	ASTMX09128	AENJA_07568
OG0000928	ASTMX22584, ASTMX18625, ASTMX17517, ASTMX00645, ASTMX01726	AENJA_06210
OG0000929	ASTMX04114, ASTMX07004, ASTMX06184, ASTMX16944, ASTMX10239, ASTMX04285	AENJA_18717, AENJA_24686
OG0000930	ASTMX02277, ASTMX03926, ASTMX03925	AENJA_07380
OG0000931	ASTMX03676	AENJA_08166
OG0000932	ASTMX05094, ASTMX12156, ASTMX11727	AENJA_10313
OG0000932	ASTMX11726	AENJA_10314
OG0000934	ASTMX09810, ASTMX09922	AENJA_23792
OG0000934	ASTMX09273, ASTMX08879, ASTMX19792	AENJA_12733
OG0000935	ASTMX04934, ASTMX18192, ASTMX02617, ASTMX18423, ASTMX09074, ASTMX14216, ASTMX00813	AENJA_14023
OG0000936	ASTMX15303, ASTMX09443	AENJA_22898, AENJA_26348, AENJA_22899
OG0000938	ASTMX01692, ASTMX19323, ASTMX19322, ASTMX04693, ASTMX09745, ASTMX01666, ASTMX21733, ASTMX21732	AENJA_21758
OG0000943	ASTMX21773	AENJA_00401
OG0000944	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164	AENJA_00580
OG0000945	ASTMX00204, ASTMX12524, ASTMX16834	AENJA_04250, AENJA_01600, AENJA_21590
OG0000946	ASTMX14434	AENJA_01969
OG0000946	ASTMX18936, ASTMX00332, ASTMX10860	AENJA_16618
OG0000947	ASTMX10737, ASTMX06666, ASTMX16756, ASTMX11945	AENJA_22086
OG0000947	ASTMX05367, ASTMX22371, ASTMX07513, ASTMX12713	AENJA_02339
OG0000949	ASTMX15084, ASTMX08824, ASTMX21187, ASTMX22481, ASTMX19646, ASTMX11332, ASTMX19844, ASTMX08182	AENJA_04000
OG0000951	ASTMX01864, ASTMX01863, ASTMX22222, ASTMX05129	AENJA_21157
OG0000952	ASTMX04103, ASTMX16768	AENJA_05461
OG0000952	ASTMX08010, ASTMX16769	AENJA_05453
OG0000954	ASTMX15027	AENJA_24386
OG0000954	ASTMX21854	AENJA_08232
OG0000955	ASTMX18471, ASTMX19384	AENJA_09334, AENJA_19306
OG0000955	ASTMX22024	AENJA_22675
OG0000955	ASTMX11621	AENJA_26657
OG0000957	ASTMX04943, ASTMX06936	AENJA_17037, AENJA_17036
OG0000958	ASTMX06367, ASTMX12813, ASTMX16637	AENJA_19017
OG0000960	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147	AENJA_23956
OG0000963	ASTMX07918, ASTMX18186	AENJA_01165
OG0000963	ASTMX05064, ASTMX15961	AENJA_06323
OG0000964	ASTMX14595	AENJA_06851, AENJA_04088, AENJA_01513, AENJA_06848
OG0000965	ASTMX11644	AENJA_05586, AENJA_05584
OG0000965	ASTMX05585	AENJA_02282
OG0000966	ASTMX02282, ASTMX09390, ASTMX05066, ASTMX09997	AENJA_02547
OG0000967	ASTMX08221	AENJA_02972
OG0000967	ASTMX07666, ASTMX03215	AENJA_22529
OG0000968	ASTMX00225, ASTMX16299, ASTMX00443	AENJA_03154
OG0000968	ASTMX13057, ASTMX11973	AENJA_10751
OG0000969	ASTMX01808	AENJA_03216
OG0000970	ASTMX16775, ASTMX10621	AENJA_03395
OG0000972	ASTMX18834	AENJA_03845
OG0000972	ASTMX16325	AENJA_26036
OG0000973	ASTMX13794, ASTMX13793	AENJA_19754, AENJA_10901
OG0000974	ASTMX15410	AENJA_05735, AENJA_05736
OG0000978	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648	AENJA_08414
OG0000979	ASTMX07631	AENJA_08501
OG0000981	ASTMX07777	AENJA_08762
OG0000982	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025	AENJA_09037
OG0000985	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706	AENJA_14891
OG0000986	ASTMX17978	AENJA_19041
OG0000987	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766	AENJA_23574
OG0000988	ASTMX14582, ASTMX10358, ASTMX14055	AENJA_25125
OG0000992	ASTMX21108	AENJA_01350
OG0000992	ASTMX16823, ASTMX21083	AENJA_08136
OG0000994	ASTMX09930	AENJA_20560
OG0000994	ASTMX09998	AENJA_02296
OG0000996	ASTMX23040, ASTMX18947, ASTMX18386	AENJA_04444
OG0000996	ASTMX22748, ASTMX01122, ASTMX09090, ASTMX06171, ASTMX18948	AENJA_26096
OG0000999	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560	AENJA_10712
OG0001000	ASTMX00037, ASTMX14963	AENJA_07118
OG0001001	ASTMX17780, ASTMX06967, ASTMX00557, ASTMX00122	AENJA_07866
OG0001002	ASTMX03599	AENJA_11066
OG0001003	ASTMX14461, ASTMX16003	AENJA_13424
OG0001005	ASTMX01027, ASTMX13959	AENJA_17128
OG0001006	ASTMX19697	AENJA_21663
OG0001006	ASTMX13446, ASTMX05959, ASTMX13127	AENJA_25248
OG0001008	ASTMX17365, ASTMX17759, ASTMX01070	AENJA_24757
OG0001009	ASTMX00855	AENJA_24783
OG0001015	ASTMX04064, ASTMX10509, ASTMX07749	AENJA_05530
OG0001016	ASTMX02659	AENJA_26608
OG0001018	ASTMX07293	AENJA_02393
OG0001018	ASTMX14402	AENJA_12182
OG0001021	ASTMX08511	AENJA_25578
OG0001022	ASTMX16902, ASTMX00545, ASTMX07556, ASTMX16176	AENJA_03120
OG0001023	ASTMX19031, ASTMX20687, ASTMX01426, ASTMX20596, ASTMX06914	AENJA_03151
OG0001024	ASTMX03675, ASTMX18108, ASTMX07995, ASTMX09301, ASTMX15826, ASTMX03255	AENJA_11445
OG0001026	ASTMX15598, ASTMX17425, ASTMX16409	AENJA_04437
OG0001027	ASTMX12602	AENJA_06667, AENJA_06665, AENJA_06666
OG0001028	ASTMX02432, ASTMX02433, ASTMX10276, ASTMX00251	AENJA_07594
OG0001029	ASTMX06248, ASTMX01653	AENJA_24200
OG0001029	ASTMX09096, ASTMX11906, ASTMX09903, ASTMX05770, ASTMX16817	AENJA_07743
OG0001030	ASTMX02452, ASTMX18172	AENJA_12462
OG0001031	ASTMX07625	AENJA_12602
OG0001032	ASTMX15532, ASTMX03793, ASTMX13164, ASTMX18965, ASTMX09608, ASTMX13460	AENJA_13410
OG0001033	ASTMX11272, ASTMX16778, ASTMX20310	AENJA_13779
OG0001034	ASTMX14094, ASTMX17808, ASTMX08019, ASTMX09126	AENJA_14415
OG0001036	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857	AENJA_19830
OG0001037	ASTMX09605, ASTMX13457, ASTMX18385, ASTMX09123	AENJA_20909
OG0001039	ASTMX00965	AENJA_24765
OG0001042	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999	AENJA_00375
OG0001044	ASTMX11020	AENJA_01430, AENJA_04864
OG0001044	ASTMX07810, ASTMX07811	AENJA_13241, AENJA_00477
OG0001046	ASTMX04989, ASTMX12326, ASTMX15400, ASTMX21403, ASTMX04871	AENJA_01047
OG0001047	ASTMX13719, ASTMX02988, ASTMX09193, ASTMX08799	AENJA_13898, AENJA_01886
OG0001048	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970	AENJA_02250, AENJA_17677
OG0001049	ASTMX16983, ASTMX16917	AENJA_02745
OG0001049	ASTMX15120, ASTMX04802	AENJA_16062
OG0001050	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846	AENJA_03323
OG0001052	ASTMX02792, ASTMX15614	AENJA_06392
OG0001052	ASTMX06955, ASTMX02780	AENJA_03703
OG0001053	ASTMX18300, ASTMX22111, ASTMX05732, ASTMX04777, ASTMX00654	AENJA_05825
OG0001053	ASTMX04746	AENJA_03704
OG0001054	ASTMX11497, ASTMX10102, ASTMX07817, ASTMX12306, ASTMX15402, ASTMX15877, ASTMX07816, ASTMX19836, ASTMX11496, ASTMX10101	AENJA_06350, AENJA_04202
OG0001058	ASTMX18033, ASTMX05110, ASTMX11885, ASTMX17859	AENJA_07821
OG0001059	ASTMX17167, ASTMX13012, ASTMX17166, ASTMX13011	AENJA_08095
OG0001062	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790	AENJA_10657
OG0001063	ASTMX10605	AENJA_15475
OG0001065	ASTMX18463, ASTMX10224	AENJA_19195
OG0001066	ASTMX20286, ASTMX02069, ASTMX08837, ASTMX00998, ASTMX09220	AENJA_19790
OG0001067	ASTMX00002, ASTMX08589	AENJA_20835
OG0001068	ASTMX16663, ASTMX10634	AENJA_21475
OG0001072	ASTMX19026	AENJA_00305, AENJA_03396
OG0001072	ASTMX07116	AENJA_18929
OG0001073	ASTMX00299, ASTMX15138, ASTMX15137, ASTMX15139, ASTMX07175	AENJA_00575
OG0001075	ASTMX15603, ASTMX17534, ASTMX07596	AENJA_00807
OG0001076	ASTMX03684, ASTMX11243, ASTMX11094	AENJA_01569
OG0001077	ASTMX08017	AENJA_01679
OG0001077	ASTMX12567	AENJA_05855
OG0001077	ASTMX10837	AENJA_02550
OG0001078	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731	AENJA_10264
OG0001079	ASTMX13695, ASTMX07130, ASTMX04052	AENJA_03947
OG0001080	ASTMX20362	AENJA_04073
OG0001080	ASTMX17093, ASTMX00271	AENJA_09896
OG0001081	ASTMX07535	AENJA_21808
OG0001081	ASTMX07534, ASTMX20170, ASTMX20169	AENJA_16503, AENJA_04238
OG0001082	ASTMX05356	AENJA_06872, AENJA_21482
OG0001083	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493	AENJA_07171
OG0001084	ASTMX13267, ASTMX14596, ASTMX13269	AENJA_07749
OG0001085	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559	AENJA_09145, AENJA_21401
OG0001086	ASTMX17217, ASTMX13682, ASTMX15645, ASTMX04708, ASTMX12542	AENJA_12710
OG0001089	ASTMX21827	AENJA_16474
OG0001090	ASTMX12686	AENJA_16877
OG0001091	ASTMX04144, ASTMX08666, ASTMX21338, ASTMX12021, ASTMX21337, ASTMX12020, ASTMX08667	AENJA_17138
OG0001092	ASTMX11224	AENJA_18221
OG0001093	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672	AENJA_19251
OG0001094	ASTMX20728, ASTMX11817, ASTMX22892	AENJA_23025
OG0001095	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271	AENJA_25247
OG0001101	ASTMX18645	AENJA_00373
OG0001102	ASTMX10946	AENJA_03278, AENJA_21711
OG0001103	ASTMX07925	AENJA_01387
OG0001105	ASTMX06295	AENJA_15729
OG0001105	ASTMX16452	AENJA_02419
OG0001106	ASTMX12402	AENJA_23681, AENJA_03788
OG0001107	ASTMX07155, ASTMX18532, ASTMX08783, ASTMX07277, ASTMX12968	AENJA_04030
OG0001108	ASTMX10776	AENJA_04372, AENJA_04373
OG0001109	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867	AENJA_05558
OG0001110	ASTMX19998, ASTMX20209, ASTMX10366, ASTMX18902, ASTMX13352	AENJA_06070
OG0001112	ASTMX08753, ASTMX12056	AENJA_06304
OG0001113	ASTMX19887	AENJA_06313
OG0001113	ASTMX17682, ASTMX17433	AENJA_23050
OG0001115	ASTMX22571, ASTMX01777, ASTMX14280, ASTMX19074, ASTMX15784, ASTMX16079, ASTMX09277	AENJA_18256, AENJA_09261
OG0001116	ASTMX16860	AENJA_25869, AENJA_12085
OG0001117	ASTMX11969	AENJA_24744, AENJA_23285, AENJA_19626, AENJA_12822
OG0001118	ASTMX16589	AENJA_12961
OG0001119	ASTMX11748	AENJA_13579
OG0001120	ASTMX04101, ASTMX08003, ASTMX10732, ASTMX16697, ASTMX08805, ASTMX16767	AENJA_13747
OG0001121	ASTMX15268, ASTMX07286	AENJA_14865
OG0001123	ASTMX11965	AENJA_20117
OG0001123	ASTMX03333	AENJA_15687
OG0001124	ASTMX21249	AENJA_16308
OG0001126	ASTMX15842	AENJA_21732
OG0001126	ASTMX15843	AENJA_22248
OG0001127	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770	AENJA_26609
OG0001128	ASTMX06330, ASTMX08219, ASTMX03840	AENJA_26741
OG0001129	ASTMX10908, ASTMX12420, ASTMX13922	AENJA_00009
OG0001129	ASTMX10145, ASTMX09711	AENJA_00007
OG0001130	ASTMX10575	AENJA_08024, AENJA_00712
OG0001131	ASTMX07608, ASTMX14403, ASTMX04858	AENJA_00720
OG0001132	ASTMX10021	AENJA_02927
OG0001133	ASTMX13789	AENJA_14482
OG0001133	ASTMX12861	AENJA_07797
OG0001134	ASTMX21574, ASTMX21573, ASTMX07671	AENJA_06301
OG0001135	ASTMX15353, ASTMX19619	AENJA_06307
OG0001136	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730	AENJA_06348
OG0001137	ASTMX12515, ASTMX16194, ASTMX01698	AENJA_06755
OG0001138	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720	AENJA_08339
OG0001139	ASTMX08590	AENJA_20595, AENJA_19443
