Orthogroup	ASTMX	SCHMD
OG0001081	ASTMX07534, ASTMX20170, ASTMX20169	SCHMD05425
OG0001083	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493	SCHMD07690
OG0001084	ASTMX13267, ASTMX14596, ASTMX13269	SCHMD10718
OG0001084	ASTMX21978, ASTMX16214	SCHMD10717
OG0001085	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559	SCHMD03894
OG0001086	ASTMX17217, ASTMX13682, ASTMX15645, ASTMX04708, ASTMX12542	SCHMD14120
OG0001088	ASTMX01346	SCHMD01007, SCHMD19898, SCHMD23791
OG0001089	ASTMX21827	SCHMD10517
OG0001090	ASTMX12686	SCHMD28285, SCHMD17161, SCHMD03349, SCHMD20311, SCHMD27970, SCHMD02491, SCHMD22171, SCHMD15052, SCHMD14871, SCHMD23868, SCHMD00934, SCHMD02957, SCHMD02170, SCHMD23588, SCHMD18161, SCHMD24510, SCHMD25428, SCHMD28135, SCHMD05847, SCHMD13313, SCHMD09556, SCHMD06679, SCHMD00092, SCHMD03303, SCHMD27352, SCHMD03833, SCHMD14325, SCHMD12843, SCHMD25555, SCHMD14278, SCHMD22966, SCHMD27178, SCHMD23857
OG0001091	ASTMX04144, ASTMX08666, ASTMX21338, ASTMX12021, ASTMX21337, ASTMX12020, ASTMX08667	SCHMD13206, SCHMD15908
OG0001092	ASTMX11230	SCHMD17999
OG0001092	ASTMX11224	SCHMD18945
OG0001092	ASTMX11225	SCHMD28277
OG0001092	ASTMX11227	SCHMD28278, SCHMD18946
OG0001093	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672	SCHMD16772
OG0001094	ASTMX20728, ASTMX11817, ASTMX22892	SCHMD01339, SCHMD02841, SCHMD07133, SCHMD16607, SCHMD02809, SCHMD26909, SCHMD21662
OG0001096	ASTMX18205, ASTMX09790	SCHMD11467, SCHMD14874
OG0001101	ASTMX18645	SCHMD06917, SCHMD18684, SCHMD23170, SCHMD18685
OG0001101	ASTMX23013	SCHMD23171
OG0001103	ASTMX01362	SCHMD10595
OG0001108	ASTMX10776, ASTMX02283	SCHMD08133
OG0001112	ASTMX08753, ASTMX12056	SCHMD26529, SCHMD08447
OG0001113	ASTMX19887	SCHMD04717
OG0001113	ASTMX17682	SCHMD10085
OG0001113	ASTMX17433	SCHMD08665, SCHMD03992
OG0001114	ASTMX20168, ASTMX05200, ASTMX10656	SCHMD27710, SCHMD15592, SCHMD14156
OG0001116	ASTMX16860	SCHMD19491
OG0001116	ASTMX18344, ASTMX17053	SCHMD04023
OG0001117	ASTMX13101, ASTMX11968, ASTMX06395, ASTMX11969	SCHMD18856
OG0001118	ASTMX16589	SCHMD22443
OG0001121	ASTMX15268, ASTMX07286	SCHMD18066, SCHMD06995, SCHMD25343, SCHMD23015, SCHMD06994
OG0001123	ASTMX11965	SCHMD02756
OG0001124	ASTMX11649, ASTMX21249	SCHMD24013
OG0001126	ASTMX15842, ASTMX02684	SCHMD17192
OG0001128	ASTMX18460, ASTMX16489, ASTMX06330, ASTMX08219, ASTMX03840	SCHMD08323
OG0001129	ASTMX10908, ASTMX12420, ASTMX13922	SCHMD15504, SCHMD18282, SCHMD05846
OG0001130	ASTMX10575	SCHMD04030
OG0001133	ASTMX13789	SCHMD18643
OG0001133	ASTMX12861	SCHMD29299, SCHMD19714
OG0001135	ASTMX18867	SCHMD28946
OG0001136	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730	SCHMD09640
OG0001138	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720	SCHMD00170
OG0001139	ASTMX08590, ASTMX08334, ASTMX02193, ASTMX16174	SCHMD00334
OG0001140	ASTMX00871, ASTMX01335	SCHMD22679, SCHMD17712, SCHMD14631, SCHMD02111, SCHMD16673, SCHMD18031, SCHMD24981, SCHMD17350, SCHMD11695, SCHMD21848, SCHMD22963, SCHMD14630, SCHMD17713, SCHMD26239, SCHMD04472
OG0001141	ASTMX18850, ASTMX15737	SCHMD02981, SCHMD09902, SCHMD11211, SCHMD15344, SCHMD18658
OG0001142	ASTMX06998	SCHMD12785, SCHMD19807, SCHMD09379
OG0001143	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862	SCHMD05178
OG0001146	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223	SCHMD06189
OG0001149	ASTMX19645, ASTMX17794	SCHMD16336, SCHMD29633
OG0001155	ASTMX05916	SCHMD01897
OG0001156	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559	SCHMD11390
OG0001158	ASTMX02087, ASTMX17173, ASTMX12628	SCHMD01514, SCHMD06104, SCHMD00376
OG0001161	ASTMX05139, ASTMX19392, ASTMX10567	SCHMD27832, SCHMD10429, SCHMD10428
OG0001162	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039	SCHMD04355, SCHMD04356
OG0001164	ASTMX15332, ASTMX23034	SCHMD22065
OG0001165	ASTMX13025	SCHMD11819
OG0001165	ASTMX00124	SCHMD07378, SCHMD22157, SCHMD03644, SCHMD08052, SCHMD12131
OG0001167	ASTMX18844, ASTMX18845, ASTMX07609	SCHMD08043, SCHMD04406
OG0001172	ASTMX02640, ASTMX12998	SCHMD19335
OG0001175	ASTMX15626, ASTMX17938, ASTMX10319	SCHMD18473
OG0001176	ASTMX10558	SCHMD08283
OG0001176	ASTMX21031, ASTMX00469, ASTMX18559	SCHMD14886
OG0001178	ASTMX12782, ASTMX12781	SCHMD07684
OG0001178	ASTMX00134, ASTMX00554	SCHMD13713
OG0001179	ASTMX07456	SCHMD26379
OG0001181	ASTMX22174, ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260	SCHMD21797
OG0001183	ASTMX12002	SCHMD25354
OG0001183	ASTMX19735, ASTMX17804	SCHMD02325
OG0001184	ASTMX19302	SCHMD12752
OG0001184	ASTMX00228	SCHMD29753, SCHMD15110, SCHMD23640
OG0001185	ASTMX07482, ASTMX10936	SCHMD23236
OG0001186	ASTMX18547, ASTMX02567	SCHMD20610
OG0001186	ASTMX13845	SCHMD05037
OG0001188	ASTMX14514, ASTMX03224	SCHMD05963, SCHMD14167
OG0001189	ASTMX06692, ASTMX04816, ASTMX01328, ASTMX13413, ASTMX17159	SCHMD17573, SCHMD27159, SCHMD05552
OG0001191	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730	SCHMD11387
OG0001193	ASTMX22129	SCHMD12958, SCHMD22452, SCHMD02700, SCHMD19896, SCHMD17670, SCHMD09694, SCHMD27509, SCHMD10677, SCHMD09180, SCHMD00362, SCHMD21792, SCHMD04316, SCHMD11407, SCHMD03239, SCHMD21281, SCHMD12921, SCHMD15927, SCHMD20908, SCHMD01832, SCHMD05239, SCHMD07556, SCHMD12326, SCHMD10433, SCHMD14912, SCHMD12015, SCHMD00712, SCHMD22176, SCHMD21183, SCHMD17249, SCHMD00775, SCHMD00226, SCHMD16468, SCHMD10676, SCHMD04602, SCHMD03712, SCHMD15498, SCHMD06416, SCHMD28037, SCHMD18646, SCHMD26455, SCHMD10614, SCHMD20982, SCHMD07377, SCHMD14926, SCHMD28029, SCHMD00163, SCHMD18413, SCHMD10104, SCHMD20192, SCHMD12959, SCHMD20223, SCHMD00045, SCHMD17962, SCHMD26085, SCHMD03128, SCHMD23419, SCHMD00363, SCHMD17671, SCHMD02699, SCHMD26368, SCHMD21791, SCHMD21300, SCHMD29384, SCHMD15837, SCHMD11488
OG0001197	ASTMX03942	SCHMD06230
OG0001197	ASTMX01914, ASTMX20138	SCHMD16253
OG0001198	ASTMX02630	SCHMD04078
OG0001199	ASTMX03290	SCHMD17507, SCHMD14047
OG0001199	ASTMX03812	SCHMD17830
OG0001199	ASTMX03813	SCHMD16496
OG0001201	ASTMX18598	SCHMD18644
OG0001204	ASTMX05907, ASTMX05878, ASTMX12225	SCHMD08657, SCHMD22624, SCHMD10325
OG0001207	ASTMX15583, ASTMX21871, ASTMX07379, ASTMX05452	SCHMD07731
OG0001208	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017	SCHMD11671, SCHMD13440, SCHMD22806
OG0001210	ASTMX01254	SCHMD19441
OG0001210	ASTMX10343	SCHMD03204
OG0001213	ASTMX13388	SCHMD01086
OG0001213	ASTMX21450	SCHMD21364, SCHMD26387, SCHMD21954, SCHMD22675
OG0001214	ASTMX09593	SCHMD22221
OG0001215	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044	SCHMD25774
OG0001216	ASTMX21172	SCHMD13349
OG0001217	ASTMX09378, ASTMX07954, ASTMX01127, ASTMX10707, ASTMX01247, ASTMX16527, ASTMX07955	SCHMD18537
OG0001217	ASTMX20834, ASTMX01246	SCHMD21187, SCHMD21148
OG0001218	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605	SCHMD03255
OG0001219	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229	SCHMD09614, SCHMD00713
OG0001221	ASTMX07026	SCHMD16690
OG0001223	ASTMX03153, ASTMX00191, ASTMX01647, ASTMX07473	SCHMD08671
OG0001226	ASTMX15119, ASTMX01133, ASTMX11042, ASTMX11041, ASTMX08711	SCHMD21222
OG0001229	ASTMX13273	SCHMD24701
OG0001230	ASTMX17828	SCHMD04385, SCHMD04382, SCHMD28531
OG0001234	ASTMX20381	SCHMD01688
OG0001236	ASTMX01850	SCHMD08913, SCHMD03442
OG0001236	ASTMX11510	SCHMD05776
OG0001236	ASTMX06878	SCHMD14035
OG0001238	ASTMX03666, ASTMX13748, ASTMX05355	SCHMD09688
OG0001239	ASTMX05182	SCHMD22059, SCHMD04401, SCHMD16791
OG0001241	ASTMX06697	SCHMD04223
OG0001241	ASTMX04159, ASTMX18901	SCHMD16327
OG0001249	ASTMX20181, ASTMX10323, ASTMX00502, ASTMX04928	SCHMD01149
OG0001250	ASTMX15491, ASTMX07689, ASTMX20710	SCHMD08101, SCHMD04347
OG0001251	ASTMX13849, ASTMX12740	SCHMD18877, SCHMD19053, SCHMD14253, SCHMD20912, SCHMD12715
OG0001254	ASTMX21460, ASTMX21459, ASTMX10576, ASTMX17225	SCHMD14258, SCHMD09217
OG0001256	ASTMX12301, ASTMX04241, ASTMX01544	SCHMD23608, SCHMD16589, SCHMD16774, SCHMD00239, SCHMD25518
OG0001261	ASTMX19187, ASTMX01634, ASTMX00068	SCHMD13436
OG0001262	ASTMX21377	SCHMD20011
OG0001263	ASTMX22241, ASTMX17678, ASTMX07639, ASTMX17278	SCHMD17470
OG0001264	ASTMX07471, ASTMX13848, ASTMX00881	SCHMD27230, SCHMD17432
OG0001266	ASTMX20652, ASTMX13871, ASTMX00959, ASTMX01967	SCHMD10438
OG0001267	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889	SCHMD05399
OG0001271	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815	SCHMD05357
OG0001272	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726	SCHMD22716, SCHMD09459
OG0001273	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354	SCHMD13838, SCHMD25918, SCHMD21739
OG0001275	ASTMX03842	SCHMD12521
OG0001279	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584	SCHMD06836
OG0001280	ASTMX19448, ASTMX11018, ASTMX16795, ASTMX21805, ASTMX18435	SCHMD09937, SCHMD20104, SCHMD05674, SCHMD11884
OG0001282	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656	SCHMD08025
OG0001282	ASTMX11349	SCHMD08022
OG0001284	ASTMX09601	SCHMD09316
OG0001284	ASTMX06818, ASTMX13787, ASTMX17233	SCHMD00434
OG0001287	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804	SCHMD07530
OG0001291	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302	SCHMD20641, SCHMD11793
OG0001294	ASTMX01279	SCHMD26181, SCHMD17649, SCHMD26146, SCHMD20417, SCHMD20418
OG0001296	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113	SCHMD20454, SCHMD11060
OG0001297	ASTMX21540, ASTMX18732, ASTMX17762	SCHMD10762
OG0001300	ASTMX06507, ASTMX16708, ASTMX01169	SCHMD00214, SCHMD19001, SCHMD09152, SCHMD17144, SCHMD02202
OG0001302	ASTMX00499	SCHMD13885
OG0001302	ASTMX18397	SCHMD08617, SCHMD27826
OG0001304	ASTMX10044, ASTMX00193, ASTMX03156, ASTMX11455	SCHMD13840
OG0001306	ASTMX15047, ASTMX12449	SCHMD04516
OG0001308	ASTMX12136, ASTMX14880, ASTMX11270	SCHMD08020
OG0001310	ASTMX09500	SCHMD19422
OG0001310	ASTMX19103, ASTMX15228, ASTMX19102	SCHMD09167
OG0001311	ASTMX15821, ASTMX19766	SCHMD05801
OG0001312	ASTMX21632, ASTMX06204	SCHMD02056, SCHMD02055
OG0001316	ASTMX11105, ASTMX06180, ASTMX08793	SCHMD15981
OG0001318	ASTMX01432	SCHMD07054
OG0001318	ASTMX07560, ASTMX04187	SCHMD16802
OG0001319	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136	SCHMD14764
OG0001320	ASTMX02658	SCHMD01321, SCHMD01324, SCHMD01322
OG0001320	ASTMX12886, ASTMX12104	SCHMD05527
OG0001321	ASTMX06232	SCHMD23818
OG0001322	ASTMX01716, ASTMX07256, ASTMX16188	SCHMD09506
OG0001323	ASTMX20487, ASTMX03231, ASTMX03928, ASTMX19519, ASTMX04601	SCHMD14852, SCHMD22300
OG0001325	ASTMX19331	SCHMD05728
OG0001326	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581	SCHMD29052, SCHMD26738, SCHMD21907, SCHMD17595, SCHMD08761, SCHMD19423
OG0001327	ASTMX18676, ASTMX05552	SCHMD08653, SCHMD04846
OG0001329	ASTMX07142, ASTMX13340	SCHMD15324
OG0001331	ASTMX11613	SCHMD14545
OG0001332	ASTMX08248, ASTMX16970	SCHMD04204
OG0001333	ASTMX05919, ASTMX07699	SCHMD15673, SCHMD23155
OG0001337	ASTMX05953, ASTMX13440, ASTMX17317	SCHMD11229, SCHMD01704, SCHMD14444
OG0001339	ASTMX08150, ASTMX03817, ASTMX01194	SCHMD08909
OG0001341	ASTMX04021, ASTMX18606	SCHMD01188, SCHMD02608
OG0001348	ASTMX09799, ASTMX08553, ASTMX19294	SCHMD24331, SCHMD29399
OG0001350	ASTMX06475	SCHMD16735, SCHMD15485, SCHMD23052
OG0001350	ASTMX15964	SCHMD17071, SCHMD29804, SCHMD10618
OG0001351	ASTMX00127, ASTMX00552	SCHMD24241
OG0001353	ASTMX11924, ASTMX13745	SCHMD10586
OG0001354	ASTMX11901	SCHMD11475, SCHMD26080
OG0001354	ASTMX15487, ASTMX02827, ASTMX19253	SCHMD12063
OG0001355	ASTMX21361, ASTMX17683, ASTMX22296, ASTMX03894, ASTMX05031, ASTMX05922	SCHMD23781
OG0001356	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094	SCHMD21598, SCHMD19916
OG0001357	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930	SCHMD16921
OG0001362	ASTMX11654	SCHMD04122, SCHMD05643, SCHMD13617
OG0001362	ASTMX20468	SCHMD13619, SCHMD27588
OG0001363	ASTMX08285, ASTMX10326, ASTMX03420	SCHMD05287, SCHMD16288, SCHMD05291
OG0001367	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021	SCHMD04624
OG0001368	ASTMX03257, ASTMX15096, ASTMX16548	SCHMD02343
OG0001370	ASTMX09028	SCHMD12004
OG0001370	ASTMX12996	SCHMD18225, SCHMD11963
OG0001371	ASTMX10538	SCHMD02523
OG0001372	ASTMX06020	SCHMD12353, SCHMD23970
OG0001375	ASTMX15348, ASTMX12879, ASTMX05755, ASTMX08713	SCHMD18333
OG0001376	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887	SCHMD14191, SCHMD01800
OG0001378	ASTMX12590, ASTMX15728	SCHMD12504, SCHMD07107
OG0001385	ASTMX12141	SCHMD01908, SCHMD03151, SCHMD17215, SCHMD24251, SCHMD27846, SCHMD02887, SCHMD11624, SCHMD23448, SCHMD19127, SCHMD25605, SCHMD28267, SCHMD17606, SCHMD15084, SCHMD05289, SCHMD01079, SCHMD09083, SCHMD01371, SCHMD22024, SCHMD20763, SCHMD00169, SCHMD10113, SCHMD25905, SCHMD23599, SCHMD20992, SCHMD25254, SCHMD04155, SCHMD13353, SCHMD04418, SCHMD04625, SCHMD01016, SCHMD05445, SCHMD11800, SCHMD07275, SCHMD24250, SCHMD23891, SCHMD22262, SCHMD03886, SCHMD08662, SCHMD26442, SCHMD17996, SCHMD07274, SCHMD18437, SCHMD19128, SCHMD05290, SCHMD02781, SCHMD20262, SCHMD04634, SCHMD21900, SCHMD12522, SCHMD05458, SCHMD01372, SCHMD01080, SCHMD22023, SCHMD12942, SCHMD02783
OG0001386	ASTMX13567	SCHMD24943, SCHMD20670, SCHMD14052, SCHMD07967, SCHMD00663
OG0001386	ASTMX13566	SCHMD21484, SCHMD16845, SCHMD00665, SCHMD00661, SCHMD00664, SCHMD14822, SCHMD16844
OG0001388	ASTMX09590, ASTMX20153, ASTMX01154	SCHMD08532, SCHMD23425, SCHMD17454, SCHMD02828, SCHMD15156, SCHMD02831, SCHMD24634, SCHMD12999
OG0001389	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746	SCHMD02031, SCHMD17776
OG0001394	ASTMX11802, ASTMX15905	SCHMD23211, SCHMD24249
OG0001395	ASTMX20147, ASTMX19549	SCHMD08832
OG0001397	ASTMX08012, ASTMX19505	SCHMD08548, SCHMD08095
OG0001399	ASTMX06124, ASTMX11454, ASTMX00428	SCHMD20091, SCHMD16432
OG0001400	ASTMX01461, ASTMX15365, ASTMX12046, ASTMX21798, ASTMX01897	SCHMD26317
OG0001401	ASTMX06505, ASTMX08424, ASTMX22162	SCHMD15712
OG0001402	ASTMX12851, ASTMX11974, ASTMX07328, ASTMX11686	SCHMD06853
OG0001404	ASTMX05687	SCHMD14853
OG0001405	ASTMX21998	SCHMD16175
OG0001406	ASTMX11154, ASTMX06992, ASTMX15717	SCHMD13359, SCHMD19152
OG0001408	ASTMX19997	SCHMD23659
OG0001408	ASTMX18382	SCHMD15840, SCHMD15841
OG0001409	ASTMX08743	SCHMD04792
OG0001410	ASTMX14683	SCHMD09832
OG0001410	ASTMX11950	SCHMD09687
OG0001411	ASTMX12471	SCHMD13416, SCHMD19137
OG0001412	ASTMX19015, ASTMX19014	SCHMD13223
OG0001413	ASTMX19024	SCHMD02827
OG0001414	ASTMX11571	SCHMD11042
OG0001414	ASTMX02756	SCHMD19649
OG0001416	ASTMX16935, ASTMX00724, ASTMX04812	SCHMD01722
OG0001417	ASTMX15359, ASTMX02876	SCHMD06429, SCHMD24380, SCHMD19840, SCHMD16804, SCHMD06430
OG0001421	ASTMX08217, ASTMX10787, ASTMX08122, ASTMX03810	SCHMD14208
OG0001422	ASTMX17695, ASTMX01913	SCHMD18897, SCHMD04981, SCHMD04982
OG0001425	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948	SCHMD16287, SCHMD09188, SCHMD09187
OG0001426	ASTMX11150, ASTMX19183, ASTMX05528, ASTMX15051, ASTMX19182, ASTMX02679, ASTMX19079	SCHMD02033
OG0001427	ASTMX01765, ASTMX17165	SCHMD03939, SCHMD00575
OG0001428	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746	SCHMD06125
OG0001429	ASTMX07960, ASTMX05781, ASTMX16296	SCHMD14421
OG0001430	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065	SCHMD00026
OG0001432	ASTMX06431, ASTMX01758, ASTMX06145	SCHMD08255
OG0001432	ASTMX08157, ASTMX21019	SCHMD22173
OG0001433	ASTMX02460, ASTMX00906, ASTMX19534, ASTMX10945	SCHMD13899, SCHMD22723, SCHMD08627, SCHMD01242
OG0001434	ASTMX09914	SCHMD11795
OG0001438	ASTMX16984, ASTMX08969, ASTMX20091, ASTMX02810, ASTMX03899	SCHMD03715, SCHMD17114
OG0001440	ASTMX06448, ASTMX19471, ASTMX02877	SCHMD08958, SCHMD08957
OG0001445	ASTMX04130, ASTMX07057	SCHMD04082
OG0001447	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124	SCHMD14223
OG0001449	ASTMX21017, ASTMX21018	SCHMD11900
OG0001449	ASTMX16238	SCHMD21822
OG0001450	ASTMX01996	SCHMD00462
OG0001450	ASTMX06326	SCHMD07895, SCHMD05056, SCHMD20237, SCHMD06489, SCHMD06487, SCHMD13375, SCHMD10521
OG0001451	ASTMX19016, ASTMX00580	SCHMD11378, SCHMD13989, SCHMD09385, SCHMD09340
OG0001454	ASTMX22213, ASTMX18012, ASTMX21139	SCHMD21412, SCHMD12857, SCHMD10712, SCHMD05935, SCHMD27841, SCHMD03145
OG0001455	ASTMX18526	SCHMD21247, SCHMD23564
OG0001456	ASTMX18391	SCHMD21418
OG0001456	ASTMX18388, ASTMX18389, ASTMX18392, ASTMX18390	SCHMD22269, SCHMD26154
OG0001458	ASTMX19929, ASTMX03755, ASTMX18146, ASTMX01176, ASTMX00012, ASTMX13313, ASTMX00013	SCHMD07871
OG0001460	ASTMX05935	SCHMD10311, SCHMD23647
OG0001460	ASTMX06612	SCHMD10312, SCHMD23646
OG0001461	ASTMX05184	SCHMD13257
OG0001464	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688	SCHMD20463
OG0001466	ASTMX14884	SCHMD12996, SCHMD13074
OG0001467	ASTMX14338	SCHMD12343
OG0001467	ASTMX02258	SCHMD19099
OG0001468	ASTMX14778, ASTMX06215, ASTMX18545, ASTMX05354	SCHMD00390
OG0001469	ASTMX17940	SCHMD09394
OG0001469	ASTMX05748	SCHMD24067, SCHMD10449
OG0001470	ASTMX22480, ASTMX02997, ASTMX02333	SCHMD02321
OG0001472	ASTMX14550	SCHMD12948
OG0001472	ASTMX17138	SCHMD13936, SCHMD13397, SCHMD27432
OG0001474	ASTMX12989	SCHMD07415
OG0001474	ASTMX07703	SCHMD11576, SCHMD26877
OG0001475	ASTMX01033, ASTMX04792	SCHMD01990, SCHMD01568, SCHMD01569, SCHMD13677, SCHMD05348
OG0001479	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077	SCHMD12413, SCHMD08686
OG0001480	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426	SCHMD13493
OG0001482	ASTMX17250	SCHMD02244
OG0001482	ASTMX22753, ASTMX17504	SCHMD09593, SCHMD10073, SCHMD09185, SCHMD02242
OG0001483	ASTMX15156, ASTMX00093	SCHMD00397
OG0001484	ASTMX17553, ASTMX17552, ASTMX18774	SCHMD14277
OG0001485	ASTMX21673	SCHMD18182
OG0001488	ASTMX18813	SCHMD21551
OG0001493	ASTMX18828, ASTMX13877, ASTMX11307	SCHMD11122
OG0001496	ASTMX09754	SCHMD04335
OG0001501	ASTMX22706, ASTMX09507	SCHMD02704
OG0001502	ASTMX20142, ASTMX07825	SCHMD06697
OG0001503	ASTMX02356	SCHMD25279, SCHMD19928
OG0001503	ASTMX19525	SCHMD25148
OG0001504	ASTMX13743	SCHMD05964
OG0001506	ASTMX16668, ASTMX02040	SCHMD04881
OG0001507	ASTMX04595, ASTMX10941, ASTMX13047	SCHMD00476, SCHMD00993
OG0001508	ASTMX16208, ASTMX16207	SCHMD22201, SCHMD18843, SCHMD16325, SCHMD15374
OG0001508	ASTMX21298	SCHMD25241, SCHMD10291
OG0001510	ASTMX20539	SCHMD18903
OG0001511	ASTMX18393, ASTMX02680	SCHMD14385
OG0001512	ASTMX10020, ASTMX02034, ASTMX11028	SCHMD25662, SCHMD20631, SCHMD17238, SCHMD26046, SCHMD14306, SCHMD08743, SCHMD08744, SCHMD14305, SCHMD08415, SCHMD00450
OG0001513	ASTMX14670	SCHMD20809
OG0001515	ASTMX13055, ASTMX11972	SCHMD18483
OG0001516	ASTMX06094, ASTMX22766	SCHMD07784
OG0001517	ASTMX05080, ASTMX07941	SCHMD13953, SCHMD02103, SCHMD04959, SCHMD27460
OG0001518	ASTMX06555	SCHMD00912, SCHMD00913, SCHMD08704, SCHMD08705
OG0001519	ASTMX02035, ASTMX10088	SCHMD01453, SCHMD11573
OG0001522	ASTMX05739, ASTMX08097, ASTMX22565, ASTMX01282	SCHMD06814
OG0001524	ASTMX02800	SCHMD08154
OG0001524	ASTMX10909	SCHMD06432
OG0001525	ASTMX03602	SCHMD22768, SCHMD18999, SCHMD19000, SCHMD08330
OG0001526	ASTMX08595, ASTMX10378	SCHMD16304
OG0001527	ASTMX03505	SCHMD05435
OG0001530	ASTMX06951	SCHMD11853
OG0001532	ASTMX04807	SCHMD11603
OG0001532	ASTMX04808, ASTMX17443, ASTMX02683, ASTMX09204, ASTMX06449	SCHMD11604
OG0001533	ASTMX12054, ASTMX05383, ASTMX00173	SCHMD16757, SCHMD04796
OG0001534	ASTMX18082, ASTMX07715, ASTMX20898, ASTMX01419	SCHMD13063
OG0001536	ASTMX15808	SCHMD04145
OG0001538	ASTMX10517, ASTMX02477, ASTMX03859	SCHMD03674
OG0001546	ASTMX10973, ASTMX01598	SCHMD23904
OG0001551	ASTMX01345, ASTMX03884	SCHMD21975
OG0001552	ASTMX18767	SCHMD26668
OG0001553	ASTMX13473, ASTMX02742, ASTMX20664, ASTMX05977, ASTMX20988	SCHMD15846, SCHMD15532, SCHMD10896, SCHMD19069, SCHMD06566
OG0001554	ASTMX03717, ASTMX05853, ASTMX03716, ASTMX07008	SCHMD11035
OG0001557	ASTMX08321	SCHMD13972
OG0001558	ASTMX15085, ASTMX15086, ASTMX13703, ASTMX08558	SCHMD18412, SCHMD28405
OG0001559	ASTMX04609, ASTMX03837, ASTMX21052	SCHMD02521
OG0001560	ASTMX18831, ASTMX22394, ASTMX22725, ASTMX02440	SCHMD19288, SCHMD02478
OG0001561	ASTMX12815, ASTMX13331, ASTMX05206, ASTMX16235	SCHMD21318
OG0001562	ASTMX18908	SCHMD12692
OG0001563	ASTMX16894	SCHMD18145
OG0001565	ASTMX20589	SCHMD26958, SCHMD27759, SCHMD17155
OG0001566	ASTMX01234, ASTMX16422	SCHMD02705
OG0001567	ASTMX04861, ASTMX05681, ASTMX15554	SCHMD03492, SCHMD11013, SCHMD12195
OG0001568	ASTMX14315	SCHMD04206
OG0001569	ASTMX09567, ASTMX00111, ASTMX08814, ASTMX08813	SCHMD19450
OG0001571	ASTMX12366, ASTMX03489	SCHMD26358
OG0001572	ASTMX10710	SCHMD04033
OG0001572	ASTMX21679	SCHMD14275, SCHMD14274
OG0001576	ASTMX04056	SCHMD23672
OG0001578	ASTMX17269	SCHMD10414
OG0001579	ASTMX18013	SCHMD24685
OG0001580	ASTMX17141, ASTMX00422, ASTMX07082	SCHMD08361, SCHMD16167, SCHMD15393
OG0001583	ASTMX21750, ASTMX01613, ASTMX19566, ASTMX06604, ASTMX04877	SCHMD16986, SCHMD12401, SCHMD16987, SCHMD12400, SCHMD11526
OG0001584	ASTMX21214	SCHMD00503
OG0001589	ASTMX19868, ASTMX21658, ASTMX21657, ASTMX21656, ASTMX20087, ASTMX19867	SCHMD27652, SCHMD23084
OG0001590	ASTMX14704	SCHMD09240
OG0001593	ASTMX21886, ASTMX18436, ASTMX00248, ASTMX04255	SCHMD12117, SCHMD02219, SCHMD12348, SCHMD22687
