Orthogroup	ASTMX	SACKO_ok
OG0000344	ASTMX03514, ASTMX09657, ASTMX05816, ASTMX17941	SACKO_24527
OG0000344	ASTMX06942, ASTMX11054	SACKO_16635, SACKO_16639, SACKO_02039, SACKO_11488, SACKO_11480, SACKO_11492, SACKO_11497, SACKO_16581
OG0000345	ASTMX17770, ASTMX16023, ASTMX16273, ASTMX07982, ASTMX01509	SACKO_19848
OG0000346	ASTMX02056	SACKO_01931
OG0000346	ASTMX22643, ASTMX06469, ASTMX11553, ASTMX10029	SACKO_27501
OG0000349	ASTMX19278, ASTMX04917, ASTMX08922	SACKO_02869
OG0000350	ASTMX11261, ASTMX15296, ASTMX12615, ASTMX04193, ASTMX12247	SACKO_31750
OG0000350	ASTMX17843	SACKO_29686
OG0000350	ASTMX08191	SACKO_31584
OG0000350	ASTMX17692, ASTMX01389, ASTMX08192, ASTMX14099	SACKO_31595
OG0000352	ASTMX05896, ASTMX03995, ASTMX17359, ASTMX13140	SACKO_34178
OG0000352	ASTMX01195	SACKO_00810
OG0000352	ASTMX07258	SACKO_22008, SACKO_07999
OG0000353	ASTMX09282, ASTMX22996, ASTMX17983, ASTMX09283, ASTMX12295, ASTMX10436, ASTMX14017, ASTMX15244	SACKO_06444
OG0000356	ASTMX12514, ASTMX01697	SACKO_08290, SACKO_08335, SACKO_08330
OG0000356	ASTMX09465, ASTMX09256	SACKO_19855, SACKO_00337
OG0000357	ASTMX09989, ASTMX05067, ASTMX15356	SACKO_02742
OG0000357	ASTMX15888, ASTMX01105, ASTMX14562, ASTMX04757	SACKO_14095
OG0000358	ASTMX16628	SACKO_01547
OG0000358	ASTMX07152, ASTMX07224	SACKO_13758
OG0000358	ASTMX07099	SACKO_22456
OG0000358	ASTMX00097	SACKO_27158, SACKO_05158
OG0000359	ASTMX07087, ASTMX13220	SACKO_17662
OG0000359	ASTMX09819, ASTMX07326	SACKO_33693, SACKO_21762, SACKO_26778
OG0000359	ASTMX01180	SACKO_21197
OG0000360	ASTMX04622	SACKO_27760
OG0000360	ASTMX22133, ASTMX09946	SACKO_01907
OG0000360	ASTMX13961	SACKO_11056
OG0000363	ASTMX15773, ASTMX01558, ASTMX08726	SACKO_20204
OG0000363	ASTMX19424	SACKO_08051
OG0000364	ASTMX08125	SACKO_08428, SACKO_08491
OG0000365	ASTMX14935, ASTMX12525, ASTMX16950, ASTMX06169, ASTMX07405, ASTMX03199, ASTMX04165	SACKO_00527
OG0000367	ASTMX09449, ASTMX02026, ASTMX13956	SACKO_26443
OG0000367	ASTMX06700, ASTMX14123, ASTMX14122, ASTMX18667	SACKO_11424
OG0000369	ASTMX22601	SACKO_21976
OG0000371	ASTMX11842	SACKO_19490, SACKO_27434
OG0000371	ASTMX16154	SACKO_00209
OG0000372	ASTMX00698	SACKO_32909
OG0000372	ASTMX11491	SACKO_01910
OG0000372	ASTMX06694, ASTMX07580, ASTMX13013	SACKO_24569, SACKO_24546
OG0000373	ASTMX13546, ASTMX07311, ASTMX17503	SACKO_05445
OG0000373	ASTMX11338, ASTMX01301, ASTMX01605	SACKO_09368
OG0000374	ASTMX01921, ASTMX08407, ASTMX04767, ASTMX00978	SACKO_03090
OG0000374	ASTMX20213, ASTMX12128, ASTMX03034	SACKO_31860
OG0000374	ASTMX04768, ASTMX06554, ASTMX08406	SACKO_03086
OG0000375	ASTMX17658, ASTMX18679, ASTMX11890, ASTMX11667, ASTMX04506, ASTMX04504	SACKO_30463
OG0000375	ASTMX12920	SACKO_19877
OG0000377	ASTMX11710	SACKO_05307
OG0000378	ASTMX14466, ASTMX10279, ASTMX09784, ASTMX19100, ASTMX01130	SACKO_09446
OG0000378	ASTMX03495, ASTMX00112, ASTMX09555, ASTMX08740, ASTMX06762	SACKO_10039
OG0000379	ASTMX13728	SACKO_05446
OG0000379	ASTMX04508	SACKO_01024
OG0000379	ASTMX13150	SACKO_24470
OG0000379	ASTMX22205	SACKO_23824
OG0000382	ASTMX09281	SACKO_08216
OG0000382	ASTMX08358, ASTMX08357, ASTMX10496	SACKO_06165
OG0000382	ASTMX05165, ASTMX22929, ASTMX06353, ASTMX05166, ASTMX02014, ASTMX06354	SACKO_14094
OG0000383	ASTMX21650	SACKO_24915, SACKO_08143, SACKO_03243, SACKO_07756, SACKO_31341, SACKO_25467, SACKO_33759, SACKO_32441, SACKO_09443, SACKO_20779, SACKO_02746, SACKO_13657, SACKO_18629, SACKO_27153, SACKO_21398, SACKO_06672, SACKO_23433, SACKO_05974, SACKO_27470, SACKO_27598, SACKO_28815, SACKO_20409, SACKO_20388, SACKO_21539, SACKO_30092, SACKO_22646, SACKO_08485, SACKO_26590, SACKO_21198, SACKO_14444, SACKO_20483, SACKO_15651, SACKO_23590, SACKO_13415, SACKO_29130, SACKO_24932
OG0000384	ASTMX19452, ASTMX14011	SACKO_13737, SACKO_13722
OG0000384	ASTMX01899, ASTMX12044	SACKO_27089
OG0000385	ASTMX12707, ASTMX02895, ASTMX01809, ASTMX18429, ASTMX18427	SACKO_20574, SACKO_20579, SACKO_25649, SACKO_25651
OG0000385	ASTMX18428	SACKO_16440
OG0000386	ASTMX04680, ASTMX21914, ASTMX04732, ASTMX10701, ASTMX14354, ASTMX03719	SACKO_11246, SACKO_30840, SACKO_05054, SACKO_30525, SACKO_06363, SACKO_06362, SACKO_06354, SACKO_06364, SACKO_06047
OG0000389	ASTMX12665, ASTMX03229	SACKO_05192
OG0000391	ASTMX13969	SACKO_03376
OG0000391	ASTMX04762, ASTMX02755, ASTMX07882	SACKO_21842
OG0000392	ASTMX12388, ASTMX03996, ASTMX06463, ASTMX05494	SACKO_27590
OG0000393	ASTMX19684, ASTMX19683	SACKO_24305
OG0000393	ASTMX20759	SACKO_34206
OG0000395	ASTMX16181, ASTMX02977, ASTMX22442, ASTMX18916	SACKO_07419
OG0000397	ASTMX18504	SACKO_06461
OG0000399	ASTMX15648, ASTMX13680	SACKO_31626
OG0000399	ASTMX07577, ASTMX13014	SACKO_26961
OG0000399	ASTMX14554, ASTMX05126, ASTMX19706	SACKO_24326
OG0000400	ASTMX08052	SACKO_04072
OG0000401	ASTMX17054, ASTMX15521, ASTMX14025	SACKO_22556, SACKO_22554, SACKO_09922
OG0000402	ASTMX15651, ASTMX21467, ASTMX17950, ASTMX07646, ASTMX19109	SACKO_12739
OG0000402	ASTMX00692, ASTMX17284, ASTMX02556	SACKO_05257, SACKO_05263, SACKO_05292, SACKO_17632, SACKO_17651, SACKO_17642, SACKO_17652, SACKO_15505, SACKO_18949, SACKO_05251, SACKO_05260, SACKO_18973
OG0000403	ASTMX04628	SACKO_31259, SACKO_14239
OG0000404	ASTMX17035, ASTMX14046	SACKO_23210
OG0000404	ASTMX11279	SACKO_32719
OG0000405	ASTMX06845, ASTMX10883, ASTMX04895, ASTMX21258, ASTMX08631	SACKO_03471
OG0000406	ASTMX16035	SACKO_30314, SACKO_09458, SACKO_01507, SACKO_15632, SACKO_15603, SACKO_15612, SACKO_09593, SACKO_05337, SACKO_14152, SACKO_25981, SACKO_19110, SACKO_16346, SACKO_19142, SACKO_10043, SACKO_15607, SACKO_23284, SACKO_02161, SACKO_34233, SACKO_02229, SACKO_02242, SACKO_28267, SACKO_33848, SACKO_26913, SACKO_26886, SACKO_01638, SACKO_01662, SACKO_32794, SACKO_15601, SACKO_05243, SACKO_15629, SACKO_28827
OG0000409	ASTMX06796, ASTMX06795	SACKO_31828
OG0000410	ASTMX06774, ASTMX04085, ASTMX05774, ASTMX06993, ASTMX14821, ASTMX06987, ASTMX06988, ASTMX14822, ASTMX22001, ASTMX06989, ASTMX02686, ASTMX10008	SACKO_33944
OG0000411	ASTMX20008, ASTMX01392, ASTMX12902	SACKO_05252
OG0000411	ASTMX15616	SACKO_04974
OG0000412	ASTMX13390, ASTMX06615	SACKO_20586
OG0000412	ASTMX11203, ASTMX12505	SACKO_09277
OG0000413	ASTMX22225, ASTMX13671, ASTMX19651, ASTMX16482, ASTMX04390	SACKO_11939
OG0000413	ASTMX16688, ASTMX04912, ASTMX09192, ASTMX19930	SACKO_26133
OG0000415	ASTMX01956, ASTMX21705, ASTMX02652, ASTMX19313, ASTMX01972, ASTMX00955, ASTMX01971, ASTMX00515	SACKO_15332, SACKO_04092, SACKO_26103, SACKO_11472
OG0000416	ASTMX16726, ASTMX21802, ASTMX21803, ASTMX16725	SACKO_27496
OG0000419	ASTMX19880	SACKO_13235
OG0000419	ASTMX14421, ASTMX01798, ASTMX13831, ASTMX01797	SACKO_13227
OG0000422	ASTMX00828, ASTMX04590, ASTMX14110, ASTMX06444, ASTMX19359	SACKO_01649, SACKO_01631
OG0000424	ASTMX07663	SACKO_03765, SACKO_31497
OG0000425	ASTMX16190, ASTMX11596, ASTMX04218, ASTMX01381, ASTMX08082	SACKO_06112
OG0000425	ASTMX16429, ASTMX07289, ASTMX14964	SACKO_09919
OG0000426	ASTMX14958	SACKO_26352, SACKO_06534
OG0000426	ASTMX11516, ASTMX15003, ASTMX14175, ASTMX10096, ASTMX04997	SACKO_02762
OG0000427	ASTMX06287, ASTMX09008	SACKO_23359
OG0000427	ASTMX05255, ASTMX14566, ASTMX04360, ASTMX10338	SACKO_09178
OG0000429	ASTMX07836	SACKO_05554, SACKO_03161, SACKO_25615, SACKO_11011, SACKO_33365, SACKO_29691, SACKO_29695
OG0000430	ASTMX07369	SACKO_17116
OG0000430	ASTMX20525, ASTMX18883, ASTMX07370, ASTMX07368, ASTMX07365, ASTMX07367, ASTMX07366, ASTMX22456	SACKO_23364
OG0000431	ASTMX19915	SACKO_22052
OG0000431	ASTMX11097, ASTMX09197, ASTMX22566	SACKO_06822
OG0000431	ASTMX06516, ASTMX00145, ASTMX09571	SACKO_26117
OG0000432	ASTMX14397, ASTMX08330, ASTMX02099, ASTMX08388, ASTMX14398	SACKO_04551
OG0000432	ASTMX03080, ASTMX07191, ASTMX18766, ASTMX16836	SACKO_26085
OG0000433	ASTMX01496, ASTMX04993	SACKO_18114
OG0000433	ASTMX10245, ASTMX08139, ASTMX12987	SACKO_07666
OG0000434	ASTMX05014	SACKO_17023
OG0000435	ASTMX07675	SACKO_25249
OG0000435	ASTMX17180, ASTMX22596, ASTMX08016, ASTMX00822, ASTMX11321, ASTMX01296, ASTMX01968, ASTMX00957	SACKO_21913, SACKO_31971
OG0000436	ASTMX00162, ASTMX01672, ASTMX22621, ASTMX04268	SACKO_03318
OG0000442	ASTMX11711, ASTMX07283, ASTMX12980	SACKO_15700
OG0000442	ASTMX06201, ASTMX00907, ASTMX14474	SACKO_00306
OG0000442	ASTMX03715, ASTMX07828, ASTMX20141	SACKO_06006
OG0000443	ASTMX18401, ASTMX18402, ASTMX12956	SACKO_14263
OG0000443	ASTMX05909	SACKO_12295, SACKO_25347
OG0000444	ASTMX14380, ASTMX00703, ASTMX21179	SACKO_08879, SACKO_08903
OG0000444	ASTMX10912, ASTMX16562	SACKO_16809
OG0000445	ASTMX09933	SACKO_01829, SACKO_19774, SACKO_27379, SACKO_27346
OG0000446	ASTMX01267	SACKO_11810
OG0000446	ASTMX15320	SACKO_19980
OG0000446	ASTMX05013	SACKO_08437
OG0000447	ASTMX14913, ASTMX09104, ASTMX06112, ASTMX14924, ASTMX04090, ASTMX14911, ASTMX21473	SACKO_31056
OG0000448	ASTMX09522, ASTMX00028, ASTMX09521, ASTMX22210	SACKO_30613
OG0000450	ASTMX18053, ASTMX11721, ASTMX11722	SACKO_20176, SACKO_20166, SACKO_10223
OG0000453	ASTMX04911	SACKO_27333, SACKO_27397, SACKO_25837, SACKO_27383, SACKO_06847, SACKO_06848, SACKO_27408, SACKO_27399, SACKO_27407, SACKO_27405, SACKO_03955, SACKO_29489
OG0000458	ASTMX13023	SACKO_26555
OG0000458	ASTMX10795, ASTMX08179, ASTMX16062, ASTMX04818, ASTMX06686	SACKO_12957
OG0000459	ASTMX06073, ASTMX06074, ASTMX07294	SACKO_27777, SACKO_27762, SACKO_27765, SACKO_27780, SACKO_27782, SACKO_27786
OG0000460	ASTMX20066	SACKO_30614
OG0000461	ASTMX14096	SACKO_15370
OG0000463	ASTMX05187	SACKO_15405
OG0000463	ASTMX18847	SACKO_21927
OG0000465	ASTMX14121	SACKO_34041
OG0000465	ASTMX02125	SACKO_07203
OG0000466	ASTMX18064, ASTMX08504, ASTMX20737	SACKO_04143, SACKO_09641, SACKO_13679, SACKO_07455
OG0000467	ASTMX19597, ASTMX15795, ASTMX10740, ASTMX09415, ASTMX01966, ASTMX05515, ASTMX02018	SACKO_32050
OG0000468	ASTMX16969	SACKO_06371
OG0000468	ASTMX16968, ASTMX16966, ASTMX16964, ASTMX16965, ASTMX16967, ASTMX08249	SACKO_06372, SACKO_06400, SACKO_23390, SACKO_12657
OG0000468	ASTMX07575	SACKO_06761
OG0000469	ASTMX17554, ASTMX08379, ASTMX20035	SACKO_32529
OG0000469	ASTMX01028, ASTMX09278	SACKO_32539
OG0000469	ASTMX15740, ASTMX02909	SACKO_12218
OG0000470	ASTMX20617, ASTMX01420, ASTMX16395	SACKO_13430
OG0000470	ASTMX15646, ASTMX03241, ASTMX22015	SACKO_20424
OG0000471	ASTMX04676, ASTMX16280, ASTMX07614	SACKO_31836, SACKO_31844
OG0000472	ASTMX08994, ASTMX08995	SACKO_09536
OG0000474	ASTMX09410, ASTMX04778, ASTMX21427, ASTMX22551, ASTMX19649, ASTMX03307, ASTMX04489, ASTMX17013, ASTMX16239	SACKO_26694
OG0000475	ASTMX05457	SACKO_01439
OG0000475	ASTMX04247, ASTMX09728, ASTMX05455, ASTMX08656, ASTMX22981, ASTMX05456	SACKO_01437
OG0000476	ASTMX15748	SACKO_17515
OG0000476	ASTMX15079	SACKO_29718, SACKO_29707, SACKO_29711, SACKO_16110
OG0000478	ASTMX00925, ASTMX16616	SACKO_16775
OG0000479	ASTMX07487, ASTMX08702, ASTMX01240, ASTMX04831, ASTMX08818	SACKO_30305
OG0000479	ASTMX21850, ASTMX17585, ASTMX15198, ASTMX05901	SACKO_20169
OG0000480	ASTMX05218	SACKO_31389
OG0000481	ASTMX04468	SACKO_18810
OG0000481	ASTMX21277, ASTMX10551	SACKO_17872
OG0000482	ASTMX01407, ASTMX16480	SACKO_25745, SACKO_25747
OG0000484	ASTMX06464, ASTMX05493, ASTMX21963, ASTMX03189, ASTMX02359, ASTMX05957	SACKO_23202
OG0000485	ASTMX18912, ASTMX15444	SACKO_12872
OG0000485	ASTMX02971, ASTMX22496	SACKO_32346
OG0000486	ASTMX13378, ASTMX03758	SACKO_03067, SACKO_03069, SACKO_29945, SACKO_29937, SACKO_07182, SACKO_07195, SACKO_21708, SACKO_28616, SACKO_28629
OG0000487	ASTMX08062, ASTMX13666	SACKO_22207, SACKO_22192, SACKO_22249, SACKO_22216
OG0000487	ASTMX07842, ASTMX20342	SACKO_08406, SACKO_08473, SACKO_34025, SACKO_08477, SACKO_08456
OG0000488	ASTMX08717, ASTMX03433, ASTMX00689	SACKO_32393
OG0000489	ASTMX09842, ASTMX01834, ASTMX04138, ASTMX06584, ASTMX11463, ASTMX18490	SACKO_02948, SACKO_20823
OG0000490	ASTMX19146, ASTMX08274, ASTMX14197, ASTMX19145, ASTMX08725, ASTMX15774, ASTMX08972, ASTMX03317	SACKO_25826
OG0000491	ASTMX05642, ASTMX18439, ASTMX18438, ASTMX18437, ASTMX14753, ASTMX17371, ASTMX11249	SACKO_09275
OG0000494	ASTMX16000, ASTMX05886, ASTMX17592, ASTMX10961, ASTMX13194, ASTMX13294, ASTMX10353	SACKO_09661, SACKO_20661, SACKO_20676, SACKO_20667, SACKO_20670, SACKO_29545
OG0000495	ASTMX01188	SACKO_17840, SACKO_17826, SACKO_13928, SACKO_02191, SACKO_02199
OG0000496	ASTMX14117, ASTMX19979	SACKO_17283
OG0000497	ASTMX22201, ASTMX10346, ASTMX13802, ASTMX03464, ASTMX13801	SACKO_07766
OG0000497	ASTMX21023, ASTMX02074	SACKO_21404
OG0000498	ASTMX00213, ASTMX00420, ASTMX17520, ASTMX13589, ASTMX20713, ASTMX07450, ASTMX11775, ASTMX16597, ASTMX00588	SACKO_16151
OG0000499	ASTMX01239, ASTMX04830	SACKO_07869, SACKO_25714, SACKO_13488, SACKO_07888, SACKO_07856, SACKO_07885
OG0000503	ASTMX07343, ASTMX16980, ASTMX02609, ASTMX03072	SACKO_26118
OG0000503	ASTMX21242	SACKO_18333, SACKO_27461
OG0000504	ASTMX09815, ASTMX14231, ASTMX10657, ASTMX03402, ASTMX11929, ASTMX02863, ASTMX05201, ASTMX20171	SACKO_26022
OG0000505	ASTMX04944, ASTMX15734, ASTMX05133	SACKO_33776
OG0000505	ASTMX18350	SACKO_07335
OG0000508	ASTMX01457, ASTMX09874	SACKO_04141
OG0000508	ASTMX07533	SACKO_03535
OG0000510	ASTMX10189, ASTMX20520, ASTMX12755, ASTMX12852, ASTMX10966, ASTMX16608	SACKO_00307, SACKO_08802
OG0000514	ASTMX10637, ASTMX15495, ASTMX20347, ASTMX17787, ASTMX03613, ASTMX20346	SACKO_06731
OG0000515	ASTMX16147	SACKO_34014, SACKO_02419, SACKO_16456, SACKO_16452, SACKO_13973, SACKO_01627
OG0000516	ASTMX01654, ASTMX13984, ASTMX12362	SACKO_26866
OG0000516	ASTMX20641	SACKO_23319, SACKO_05262, SACKO_21254, SACKO_26833
OG0000519	ASTMX13209, ASTMX05997	SACKO_32736
OG0000520	ASTMX09994, ASTMX18836, ASTMX07327	SACKO_18204
OG0000521	ASTMX12513, ASTMX04599, ASTMX14516, ASTMX14141, ASTMX03940, ASTMX02711	SACKO_05637
OG0000522	ASTMX18924	SACKO_08798
OG0000522	ASTMX19564, ASTMX01611	SACKO_03537, SACKO_08795, SACKO_03413, SACKO_08800, SACKO_20367
OG0000523	ASTMX14503	SACKO_25122
OG0000524	ASTMX13403, ASTMX02748	SACKO_11508
OG0000525	ASTMX22715, ASTMX10039, ASTMX12399	SACKO_14070
OG0000525	ASTMX02688, ASTMX11391	SACKO_16659
OG0000526	ASTMX04211, ASTMX04131	SACKO_01849, SACKO_09502, SACKO_07763, SACKO_25850, SACKO_20379, SACKO_20421, SACKO_08249, SACKO_01860, SACKO_08239
OG0000527	ASTMX21736, ASTMX22367, ASTMX02383, ASTMX14201, ASTMX19141	SACKO_06716, SACKO_06738
OG0000527	ASTMX08597, ASTMX10376	SACKO_06751
OG0000528	ASTMX18461, ASTMX02315, ASTMX10467, ASTMX20121	SACKO_09093
OG0000529	ASTMX12434	SACKO_27420
OG0000529	ASTMX21144, ASTMX18927	SACKO_04593
OG0000529	ASTMX11508, ASTMX07444, ASTMX17776, ASTMX00725	SACKO_22339
OG0000530	ASTMX03176, ASTMX02906, ASTMX17387, ASTMX07408, ASTMX19455	SACKO_04253
OG0000531	ASTMX15871, ASTMX06454, ASTMX20431, ASTMX05437	SACKO_04723
OG0000533	ASTMX17186, ASTMX16729	SACKO_16139, SACKO_15202, SACKO_31024
OG0000534	ASTMX16886	SACKO_02672
OG0000535	ASTMX07978, ASTMX01946, ASTMX20355, ASTMX22489	SACKO_22523, SACKO_22514, SACKO_22501, SACKO_22484
OG0000537	ASTMX02700, ASTMX00178, ASTMX15548, ASTMX22237	SACKO_26142
OG0000537	ASTMX15547, ASTMX02699, ASTMX00179	SACKO_26151
OG0000538	ASTMX06663, ASTMX01046, ASTMX13231, ASTMX04495, ASTMX12645, ASTMX21007	SACKO_05534, SACKO_05532
OG0000539	ASTMX18298, ASTMX11895	SACKO_32564, SACKO_32586, SACKO_16875, SACKO_08069, SACKO_18308, SACKO_33041, SACKO_01049, SACKO_01046, SACKO_01052
OG0000542	ASTMX21069	SACKO_04085
OG0000542	ASTMX04273	SACKO_31227, SACKO_03340
OG0000542	ASTMX13974	SACKO_04081
OG0000544	ASTMX11235, ASTMX03698, ASTMX08268	SACKO_01595
OG0000544	ASTMX06964, ASTMX06963	SACKO_21942
OG0000545	ASTMX10987	SACKO_31593
OG0000545	ASTMX08452, ASTMX01683, ASTMX12544, ASTMX08514, ASTMX06310	SACKO_11658
OG0000546	ASTMX04133, ASTMX22988, ASTMX21232, ASTMX02230	SACKO_28319, SACKO_20478, SACKO_15121, SACKO_20498, SACKO_18803, SACKO_18787, SACKO_11479
OG0000547	ASTMX00797, ASTMX00796, ASTMX04032, ASTMX00795	SACKO_29860, SACKO_29855
OG0000548	ASTMX20814, ASTMX19774, ASTMX15937, ASTMX10502	SACKO_24136
OG0000548	ASTMX10235	SACKO_21638
OG0000548	ASTMX16625, ASTMX05347	SACKO_01196
OG0000550	ASTMX22613	SACKO_29039
OG0000551	ASTMX02105	SACKO_27987
OG0000552	ASTMX21676	SACKO_16965
OG0000553	ASTMX06372, ASTMX14267, ASTMX09263, ASTMX16310	SACKO_30818
OG0000553	ASTMX17368, ASTMX03487, ASTMX06718	SACKO_27631
OG0000553	ASTMX14321, ASTMX21466, ASTMX11677	SACKO_24378
OG0000554	ASTMX01832, ASTMX14014, ASTMX18036, ASTMX05113, ASTMX22267, ASTMX07583, ASTMX22268	SACKO_04829
OG0000560	ASTMX10434, ASTMX12293	SACKO_03111, SACKO_03110, SACKO_19995, SACKO_30877
OG0000561	ASTMX19650	SACKO_01260, SACKO_27682, SACKO_33677, SACKO_00159, SACKO_01255
OG0000561	ASTMX12281, ASTMX09747, ASTMX04726	SACKO_31249
OG0000562	ASTMX02939	SACKO_07813
OG0000563	ASTMX13470	SACKO_05456
OG0000564	ASTMX10683, ASTMX04443, ASTMX18629, ASTMX04222, ASTMX15637	SACKO_32358
OG0000564	ASTMX13514, ASTMX14790, ASTMX21125	SACKO_24811
OG0000565	ASTMX06713	SACKO_01668, SACKO_01698, SACKO_03932, SACKO_03934, SACKO_03950
OG0000566	ASTMX02202	SACKO_13906
OG0000566	ASTMX09638	SACKO_18189
OG0000567	ASTMX07889, ASTMX10650	SACKO_21311, SACKO_16516
OG0000567	ASTMX02913	SACKO_01005
OG0000570	ASTMX10311, ASTMX21575, ASTMX01487, ASTMX14282	SACKO_16042, SACKO_16064
OG0000572	ASTMX14415, ASTMX08526	SACKO_18077
OG0000573	ASTMX11352, ASTMX15555, ASTMX04860, ASTMX18772, ASTMX02110	SACKO_21574
OG0000573	ASTMX02201	SACKO_26024
OG0000574	ASTMX11657	SACKO_28187
OG0000574	ASTMX08559	SACKO_25843
OG0000575	ASTMX18324, ASTMX05900, ASTMX10924, ASTMX11741, ASTMX07926, ASTMX05390, ASTMX08403	SACKO_27278, SACKO_27258
OG0000576	ASTMX00576, ASTMX05718, ASTMX14775, ASTMX02752, ASTMX15841, ASTMX00788	SACKO_23536
OG0000578	ASTMX18006, ASTMX10470, ASTMX08286, ASTMX01576, ASTMX10827, ASTMX04585	SACKO_32404
OG0000579	ASTMX19442, ASTMX10867, ASTMX05568, ASTMX19217, ASTMX02063, ASTMX06365	SACKO_30809
OG0000580	ASTMX08882	SACKO_31738
OG0000580	ASTMX14484	SACKO_19146
OG0000581	ASTMX10825	SACKO_01235
OG0000581	ASTMX10599, ASTMX16863, ASTMX10824, ASTMX04580	SACKO_01269
OG0000581	ASTMX10823	SACKO_01278
OG0000582	ASTMX11411, ASTMX20610, ASTMX13349, ASTMX13077, ASTMX01858, ASTMX10152	SACKO_28539
OG0000583	ASTMX19288, ASTMX12142, ASTMX19104, ASTMX09781, ASTMX15227, ASTMX16808, ASTMX07495	SACKO_33042, SACKO_33044
OG0000584	ASTMX03102, ASTMX07415, ASTMX15596, ASTMX18904	SACKO_22448, SACKO_23608, SACKO_23662
OG0000587	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880	SACKO_31646
OG0000587	ASTMX13819	SACKO_32372
OG0000588	ASTMX14157, ASTMX18468, ASTMX06494, ASTMX10386, ASTMX19382	SACKO_19722
OG0000588	ASTMX03016	SACKO_13333
OG0000589	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370, ASTMX02599, ASTMX02002, ASTMX18733, ASTMX08294, ASTMX08295, ASTMX08296	SACKO_03632
OG0000590	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496	SACKO_30925
OG0000590	ASTMX11935, ASTMX00513	SACKO_30919, SACKO_30264
OG0000591	ASTMX04992, ASTMX12325	SACKO_22613
OG0000591	ASTMX06089	SACKO_32003
OG0000591	ASTMX09194	SACKO_32007
OG0000592	ASTMX01208	SACKO_27135
OG0000592	ASTMX00581, ASTMX20394	SACKO_27142, SACKO_27110, SACKO_27143, SACKO_27108
OG0000592	ASTMX11355	SACKO_29473
OG0000593	ASTMX11066, ASTMX07725, ASTMX21954, ASTMX04864	SACKO_28197
OG0000593	ASTMX09942, ASTMX00591, ASTMX02549, ASTMX05477, ASTMX19749	SACKO_29618
OG0000594	ASTMX10755, ASTMX00628	SACKO_33771
OG0000597	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757	SACKO_18453
OG0000597	ASTMX00247, ASTMX15148, ASTMX16916	SACKO_13955
OG0000600	ASTMX20643, ASTMX08135, ASTMX01949, ASTMX20647, ASTMX20645, ASTMX04525	SACKO_34109, SACKO_34187
OG0000602	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681	SACKO_18486
OG0000602	ASTMX15541, ASTMX07893, ASTMX11827, ASTMX00030, ASTMX18680	SACKO_11346, SACKO_18509
OG0000603	ASTMX01585, ASTMX22855	SACKO_31619
OG0000603	ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202	SACKO_31604
OG0000604	ASTMX19937, ASTMX21867, ASTMX19572, ASTMX20954	SACKO_11960
OG0000607	ASTMX02194, ASTMX15507, ASTMX16125, ASTMX15313	SACKO_22583, SACKO_22581
OG0000609	ASTMX09487	SACKO_07030
OG0000609	ASTMX13250	SACKO_07908
OG0000610	ASTMX09076, ASTMX07077, ASTMX09077	SACKO_22412
OG0000610	ASTMX03105, ASTMX08602	SACKO_14590
OG0000611	ASTMX12827	SACKO_26761
OG0000612	ASTMX10076, ASTMX09692, ASTMX18860, ASTMX09749	SACKO_10524
OG0000612	ASTMX15804	SACKO_16423
OG0000614	ASTMX11010	SACKO_31628, SACKO_31587
OG0000615	ASTMX21454, ASTMX20753, ASTMX11891, ASTMX11351, ASTMX16657, ASTMX03183	SACKO_26394
OG0000616	ASTMX16225	SACKO_26877
OG0000617	ASTMX00627	SACKO_26070
OG0000618	ASTMX22556	SACKO_05303
OG0000619	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697	SACKO_18510
OG0000620	ASTMX19268, ASTMX02620	SACKO_01158, SACKO_01207, SACKO_01213
OG0000621	ASTMX01766, ASTMX12194, ASTMX07935	SACKO_20461, SACKO_20441, SACKO_20468
OG0000623	ASTMX07600	SACKO_21523, SACKO_18029
OG0000623	ASTMX07831, ASTMX20139, ASTMX15503	SACKO_10005
OG0000624	ASTMX13226, ASTMX19412, ASTMX08664	SACKO_27238
OG0000625	ASTMX11301, ASTMX11304, ASTMX11302, ASTMX16523, ASTMX16522, ASTMX11303, ASTMX14967, ASTMX11878	SACKO_11899
OG0000625	ASTMX10549	SACKO_14160, SACKO_14150, SACKO_11736
OG0000626	ASTMX00847, ASTMX01224, ASTMX06433, ASTMX01759, ASTMX01760	SACKO_21363
OG0000627	ASTMX02960, ASTMX07039, ASTMX06195	SACKO_02990
OG0000628	ASTMX05782, ASTMX11840, ASTMX18687	SACKO_05282
OG0000628	ASTMX03435, ASTMX03434, ASTMX12380, ASTMX18405, ASTMX15898	SACKO_26977
OG0000633	ASTMX11538	SACKO_05062
OG0000634	ASTMX01056, ASTMX12422	SACKO_28150, SACKO_28152
