Orthogroup	ASTMX	HELIO_ok
OG0000816	ASTMX01604, ASTMX07613, ASTMX14361	HELIO_09415
OG0000816	ASTMX03674, ASTMX12133	HELIO_05766
OG0000817	ASTMX22057	HELIO_10156
OG0000817	ASTMX12294	HELIO_06308
OG0000818	ASTMX12922, ASTMX22575, ASTMX07670, ASTMX01486, ASTMX09066	HELIO_09790
OG0000819	ASTMX14488	HELIO_01104
OG0000819	ASTMX05872, ASTMX12231	HELIO_11548
OG0000820	ASTMX23035, ASTMX11792, ASTMX15475	HELIO_08795
OG0000821	ASTMX02999, ASTMX14925, ASTMX09163, ASTMX05636, ASTMX01012	HELIO_02025
OG0000821	ASTMX14482	HELIO_04282
OG0000822	ASTMX12417	HELIO_09040
OG0000822	ASTMX10309	HELIO_08036
OG0000822	ASTMX12605	HELIO_00217
OG0000824	ASTMX19096, ASTMX19094, ASTMX19092, ASTMX12217, ASTMX19091, ASTMX12216, ASTMX19095	HELIO_00999
OG0000825	ASTMX14867, ASTMX09792	HELIO_05366
OG0000825	ASTMX19849, ASTMX06289	HELIO_00080, HELIO_08583
OG0000826	ASTMX19669	HELIO_04619
OG0000827	ASTMX03408, ASTMX03367	HELIO_06494
OG0000828	ASTMX13643	HELIO_02812
OG0000828	ASTMX19023	HELIO_08756
OG0000829	ASTMX02806, ASTMX14699, ASTMX09961, ASTMX19415, ASTMX04647, ASTMX18505	HELIO_06164
OG0000831	ASTMX10322, ASTMX00501	HELIO_07082
OG0000833	ASTMX16676, ASTMX17036, ASTMX20537, ASTMX17998	HELIO_03677, HELIO_04782
OG0000834	ASTMX03780	HELIO_06529
OG0000835	ASTMX01087, ASTMX09001, ASTMX07115, ASTMX07230	HELIO_04941
OG0000836	ASTMX14295, ASTMX00637, ASTMX02859	HELIO_03410
OG0000837	ASTMX04294, ASTMX04295, ASTMX04140, ASTMX07602, ASTMX17291	HELIO_06103
OG0000838	ASTMX09271, ASTMX02044, ASTMX09270, ASTMX02043, ASTMX16316	HELIO_00849
OG0000841	ASTMX20424, ASTMX10887, ASTMX01216, ASTMX12144	HELIO_01420
OG0000842	ASTMX13270, ASTMX14600, ASTMX21767, ASTMX08674, ASTMX22831, ASTMX05913, ASTMX19115, ASTMX09604	HELIO_07760
OG0000844	ASTMX05225, ASTMX06886, ASTMX11513, ASTMX04355, ASTMX10336, ASTMX04359	HELIO_12719
OG0000845	ASTMX05855	HELIO_12001
OG0000847	ASTMX13199, ASTMX17255	HELIO_07547
OG0000848	ASTMX13979, ASTMX14345, ASTMX04742	HELIO_03626
OG0000848	ASTMX00257, ASTMX06224, ASTMX13366	HELIO_01690
OG0000849	ASTMX14573	HELIO_02567
OG0000850	ASTMX16693, ASTMX02820	HELIO_09938
OG0000850	ASTMX12095	HELIO_06017
OG0000851	ASTMX09788, ASTMX09789, ASTMX17144, ASTMX08263	HELIO_11326
OG0000852	ASTMX14218, ASTMX09079, ASTMX14219	HELIO_03095
OG0000852	ASTMX01973, ASTMX04325	HELIO_01058
OG0000855	ASTMX05866, ASTMX09644	HELIO_00071
OG0000855	ASTMX09643	HELIO_07301
OG0000857	ASTMX18737, ASTMX15778, ASTMX01089, ASTMX09003	HELIO_09917
OG0000858	ASTMX14432	HELIO_11496
OG0000858	ASTMX08402	HELIO_09884
OG0000858	ASTMX03492	HELIO_10581
OG0000860	ASTMX22579, ASTMX13435, ASTMX16785, ASTMX21569, ASTMX19755	HELIO_06728, HELIO_10827, HELIO_04489
OG0000866	ASTMX16257, ASTMX10404	HELIO_06913
OG0000868	ASTMX18458, ASTMX16490	HELIO_01384
OG0000869	ASTMX05238	HELIO_09192
OG0000869	ASTMX03029, ASTMX03031, ASTMX03030	HELIO_12015
OG0000871	ASTMX08820	HELIO_05455, HELIO_10685, HELIO_01060
OG0000871	ASTMX22315	HELIO_09841
OG0000872	ASTMX20999	HELIO_10138
OG0000873	ASTMX22220	HELIO_12140
OG0000875	ASTMX10227, ASTMX22128	HELIO_11887
OG0000877	ASTMX02085	HELIO_03881
OG0000878	ASTMX14927	HELIO_11704
OG0000879	ASTMX19602, ASTMX05400	HELIO_12212, HELIO_12213
OG0000880	ASTMX19119, ASTMX05557, ASTMX08534, ASTMX10778	HELIO_01486
OG0000881	ASTMX08736, ASTMX09138	HELIO_08698
OG0000881	ASTMX09646, ASTMX05888	HELIO_01944
OG0000882	ASTMX12618, ASTMX07464, ASTMX13019, ASTMX05010	HELIO_12401
OG0000887	ASTMX16791	HELIO_02768
OG0000888	ASTMX14224, ASTMX11928	HELIO_05889
OG0000888	ASTMX18926	HELIO_01489
OG0000889	ASTMX01303, ASTMX13535	HELIO_04264, HELIO_00210
OG0000893	ASTMX16839, ASTMX15713, ASTMX05174, ASTMX05175, ASTMX05176, ASTMX15714	HELIO_04931, HELIO_07627
OG0000894	ASTMX14915, ASTMX19186	HELIO_06317
OG0000894	ASTMX07726, ASTMX19891, ASTMX11065	HELIO_06932
OG0000896	ASTMX08984	HELIO_12759
OG0000896	ASTMX03839, ASTMX20490	HELIO_06843
OG0000897	ASTMX00619	HELIO_09055
OG0000897	ASTMX00999, ASTMX08838	HELIO_12050
OG0000898	ASTMX07406, ASTMX18529	HELIO_04279
OG0000899	ASTMX04348, ASTMX20253, ASTMX02728, ASTMX04745, ASTMX18004	HELIO_09464
OG0000904	ASTMX09306, ASTMX14881, ASTMX12135	HELIO_11725, HELIO_04556
OG0000905	ASTMX00338, ASTMX14498, ASTMX00347	HELIO_07570
OG0000907	ASTMX06533, ASTMX02843	HELIO_12545
OG0000908	ASTMX20519, ASTMX14450	HELIO_00145
OG0000908	ASTMX13391, ASTMX06616	HELIO_11059
OG0000909	ASTMX14114, ASTMX08183, ASTMX18935, ASTMX02527	HELIO_00246
OG0000911	ASTMX10186, ASTMX20068	HELIO_10858
OG0000912	ASTMX10500, ASTMX10501, ASTMX16615	HELIO_10841
OG0000912	ASTMX13041, ASTMX04397	HELIO_12695, HELIO_12697
OG0000913	ASTMX04731, ASTMX14355	HELIO_06048
OG0000915	ASTMX19052, ASTMX06403, ASTMX16161, ASTMX09477, ASTMX05555, ASTMX07212	HELIO_03730
OG0000921	ASTMX02073	HELIO_03668
OG0000923	ASTMX14532	HELIO_12673
OG0000923	ASTMX21755	HELIO_06362
OG0000925	ASTMX10561	HELIO_09608
OG0000925	ASTMX00132, ASTMX00555	HELIO_02417
OG0000926	ASTMX20470	HELIO_00674, HELIO_04672
OG0000928	ASTMX22584, ASTMX18625, ASTMX17517, ASTMX00645, ASTMX01726	HELIO_10500, HELIO_10501, HELIO_01658
OG0000929	ASTMX04114, ASTMX07004, ASTMX06184, ASTMX16944, ASTMX10239, ASTMX04285	HELIO_11603, HELIO_11221
OG0000931	ASTMX03676	HELIO_09729
OG0000932	ASTMX05094, ASTMX12156, ASTMX11727	HELIO_12492
OG0000932	ASTMX11726	HELIO_07928
OG0000934	ASTMX09810, ASTMX09922	HELIO_01254
OG0000934	ASTMX09273, ASTMX08879, ASTMX19792	HELIO_02606
OG0000935	ASTMX04934, ASTMX18192, ASTMX02617, ASTMX18423, ASTMX09074, ASTMX14216, ASTMX00813	HELIO_05900
OG0000936	ASTMX15303, ASTMX09443	HELIO_12637
OG0000943	ASTMX21773	HELIO_02892
OG0000944	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164	HELIO_00838, HELIO_00839
OG0000945	ASTMX00204, ASTMX12524, ASTMX16834	HELIO_12211, HELIO_09173
OG0000946	ASTMX18936, ASTMX00332, ASTMX10860	HELIO_00131
OG0000947	ASTMX10737, ASTMX06666, ASTMX16756, ASTMX11945	HELIO_05356
OG0000947	ASTMX05367, ASTMX22371, ASTMX07513, ASTMX12713	HELIO_05079
OG0000949	ASTMX15084, ASTMX08824, ASTMX21187, ASTMX22481, ASTMX19646, ASTMX11332, ASTMX19844, ASTMX08182	HELIO_03725
OG0000951	ASTMX01864, ASTMX01863, ASTMX22222, ASTMX05129	HELIO_12483
OG0000952	ASTMX04103, ASTMX16768	HELIO_10871
OG0000952	ASTMX08010, ASTMX16769	HELIO_06071
OG0000953	ASTMX18226, ASTMX12548, ASTMX06834, ASTMX00739	HELIO_10829, HELIO_11999, HELIO_00087
OG0000954	ASTMX15027	HELIO_08553
OG0000954	ASTMX21854	HELIO_10186
OG0000955	ASTMX18471, ASTMX19384	HELIO_03286
OG0000955	ASTMX11621	HELIO_07820
OG0000957	ASTMX04943, ASTMX06936	HELIO_09500
OG0000960	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147	HELIO_04120
OG0000963	ASTMX07918, ASTMX18186	HELIO_01247
OG0000963	ASTMX05064, ASTMX15961	HELIO_02112
OG0000964	ASTMX14595	HELIO_02016
OG0000965	ASTMX11644	HELIO_02433, HELIO_01613
OG0000965	ASTMX05585	HELIO_02543
OG0000966	ASTMX02282, ASTMX09390, ASTMX05066, ASTMX09997	HELIO_12553
OG0000967	ASTMX08221	HELIO_05380
OG0000967	ASTMX07666, ASTMX03215	HELIO_03536, HELIO_01717
OG0000968	ASTMX00225, ASTMX16299, ASTMX00443	HELIO_03389
OG0000969	ASTMX01808	HELIO_04198, HELIO_02734
OG0000970	ASTMX16775, ASTMX10621	HELIO_01898
OG0000971	ASTMX00664	HELIO_04852
OG0000971	ASTMX14779	HELIO_05470, HELIO_04766
OG0000972	ASTMX18834	HELIO_03437
OG0000972	ASTMX16325	HELIO_10088, HELIO_10089
OG0000973	ASTMX13794, ASTMX13793	HELIO_11192
OG0000974	ASTMX15410	HELIO_11927, HELIO_03653, HELIO_04736
OG0000978	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648	HELIO_07153
OG0000979	ASTMX07631	HELIO_10893, HELIO_10640, HELIO_04188
OG0000981	ASTMX07777	HELIO_10861
OG0000982	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025	HELIO_07584
OG0000985	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706	HELIO_01102
OG0000987	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766	HELIO_01520
OG0000988	ASTMX14582, ASTMX10358, ASTMX14055	HELIO_06322
OG0000992	ASTMX21108	HELIO_10125
OG0000992	ASTMX16823, ASTMX21083	HELIO_02780
OG0000994	ASTMX09930	HELIO_02373
OG0000994	ASTMX09998	HELIO_07661
OG0000995	ASTMX18626, ASTMX17670, ASTMX10200, ASTMX11669, ASTMX21664	HELIO_03487, HELIO_06963
OG0000996	ASTMX23040, ASTMX18947, ASTMX18386, ASTMX22748, ASTMX01122, ASTMX09090, ASTMX06171, ASTMX18948	HELIO_08470
OG0000999	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560	HELIO_05906
OG0001000	ASTMX00037, ASTMX14963	HELIO_11748
OG0001001	ASTMX17780, ASTMX06967	HELIO_03180, HELIO_03179
OG0001001	ASTMX00557, ASTMX00122	HELIO_08058
OG0001002	ASTMX03599	HELIO_11589
OG0001003	ASTMX14461, ASTMX16003	HELIO_03157, HELIO_03158
OG0001005	ASTMX01027, ASTMX13959	HELIO_11378
OG0001006	ASTMX19697	HELIO_12602
OG0001006	ASTMX13446, ASTMX05959, ASTMX13127	HELIO_03139
OG0001008	ASTMX15308	HELIO_10518
OG0001009	ASTMX08160, ASTMX00855	HELIO_05966
OG0001016	ASTMX02659	HELIO_06921
OG0001016	ASTMX09603	HELIO_03156
OG0001017	ASTMX17970, ASTMX04766	HELIO_05638
OG0001017	ASTMX17968, ASTMX17967, ASTMX13099, ASTMX17966, ASTMX17965	HELIO_05629
OG0001018	ASTMX07293	HELIO_02325
OG0001018	ASTMX14402	HELIO_10601
OG0001021	ASTMX08511	HELIO_12585
OG0001022	ASTMX16902, ASTMX00545, ASTMX07556, ASTMX16176	HELIO_07003
OG0001023	ASTMX19031, ASTMX20687, ASTMX01426, ASTMX20596, ASTMX06914	HELIO_03660
OG0001026	ASTMX15598, ASTMX17425, ASTMX16409	HELIO_01202
OG0001027	ASTMX12602	HELIO_03833, HELIO_00869
OG0001028	ASTMX02432, ASTMX02433, ASTMX10276, ASTMX00251	HELIO_12036
OG0001029	ASTMX06248, ASTMX01653	HELIO_12058
OG0001029	ASTMX09096, ASTMX11906, ASTMX09903, ASTMX05770, ASTMX16817	HELIO_00445
OG0001030	ASTMX02452, ASTMX18172	HELIO_02439
OG0001030	ASTMX14787, ASTMX04535, ASTMX18636	HELIO_10962
OG0001031	ASTMX07625	HELIO_05592
OG0001032	ASTMX15532, ASTMX03793, ASTMX13164, ASTMX18965, ASTMX09608, ASTMX13460	HELIO_01696
OG0001033	ASTMX11272, ASTMX16778, ASTMX20310	HELIO_09215
OG0001033	ASTMX02891, ASTMX13562	HELIO_06818
OG0001034	ASTMX14094, ASTMX17808, ASTMX08019, ASTMX09126	HELIO_08529, HELIO_10699
OG0001036	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857	HELIO_01681
OG0001037	ASTMX09605, ASTMX13457, ASTMX18385, ASTMX09123	HELIO_10784
OG0001039	ASTMX00965	HELIO_03051
OG0001042	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999	HELIO_08977
OG0001044	ASTMX11020	HELIO_11285
OG0001046	ASTMX04989, ASTMX12326, ASTMX15400, ASTMX21403, ASTMX04871	HELIO_07188
OG0001047	ASTMX13719, ASTMX02988, ASTMX09193, ASTMX08799	HELIO_10070, HELIO_09414
OG0001048	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970	HELIO_00893, HELIO_12024
OG0001049	ASTMX16983, ASTMX16917	HELIO_09140
OG0001049	ASTMX15120, ASTMX04802	HELIO_12069
OG0001050	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846	HELIO_07822
OG0001052	ASTMX02792, ASTMX15614	HELIO_07737
OG0001053	ASTMX18300, ASTMX22111, ASTMX05732, ASTMX04777, ASTMX00654	HELIO_00232
OG0001053	ASTMX04746	HELIO_06885
OG0001058	ASTMX18033, ASTMX05110, ASTMX11885, ASTMX17859	HELIO_10312
OG0001059	ASTMX17167, ASTMX13012, ASTMX17166, ASTMX13011	HELIO_11528
OG0001060	ASTMX14477, ASTMX15173	HELIO_04663
OG0001062	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790	HELIO_10831
OG0001063	ASTMX10605	HELIO_12546
OG0001065	ASTMX18463, ASTMX10224	HELIO_04289
OG0001066	ASTMX01339	HELIO_06550
OG0001067	ASTMX00002, ASTMX08589	HELIO_08543
OG0001068	ASTMX16663, ASTMX10634	HELIO_11318
OG0001072	ASTMX19026	HELIO_02051
OG0001072	ASTMX07116	HELIO_11812
OG0001073	ASTMX00299, ASTMX15138, ASTMX15137, ASTMX15139, ASTMX07175	HELIO_10163
OG0001075	ASTMX15603, ASTMX17534, ASTMX07596	HELIO_03042
OG0001076	ASTMX03684, ASTMX11243, ASTMX11094	HELIO_10241
OG0001077	ASTMX08017	HELIO_00459
OG0001078	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731	HELIO_05283
OG0001079	ASTMX13695, ASTMX07130, ASTMX04052	HELIO_01927
OG0001080	ASTMX20362	HELIO_05367
OG0001080	ASTMX17093, ASTMX00271	HELIO_07062
OG0001081	ASTMX07534, ASTMX20170, ASTMX20169	HELIO_05200, HELIO_10290, HELIO_06610, HELIO_11737
OG0001082	ASTMX05356	HELIO_11176
OG0001084	ASTMX13267, ASTMX14596, ASTMX13269	HELIO_02656
OG0001085	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559	HELIO_07664
OG0001086	ASTMX17217, ASTMX13682, ASTMX15645, ASTMX04708, ASTMX12542	HELIO_00354
OG0001089	ASTMX21827	HELIO_12254
OG0001090	ASTMX12686	HELIO_04216
OG0001092	ASTMX11230	HELIO_09889
OG0001092	ASTMX11224	HELIO_09890
OG0001095	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271	HELIO_00438
OG0001096	ASTMX18205, ASTMX09790	HELIO_11485
OG0001101	ASTMX18645	HELIO_11659
OG0001103	ASTMX01362	HELIO_09522
OG0001103	ASTMX07925	HELIO_03297
OG0001105	ASTMX06295	HELIO_08271
OG0001106	ASTMX12402	HELIO_08971
OG0001107	ASTMX07155, ASTMX18532, ASTMX08783, ASTMX07277, ASTMX12968	HELIO_04866
OG0001108	ASTMX10776	HELIO_00460
OG0001108	ASTMX02283	HELIO_08728
OG0001109	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867	HELIO_04286
OG0001110	ASTMX19998, ASTMX20209, ASTMX10366, ASTMX18902, ASTMX13352	HELIO_10394
OG0001112	ASTMX08753, ASTMX12056	HELIO_11241
OG0001113	ASTMX19887	HELIO_11363
OG0001114	ASTMX20168, ASTMX05200, ASTMX10656	HELIO_01619
OG0001115	ASTMX22571, ASTMX01777, ASTMX14280, ASTMX19074, ASTMX15784, ASTMX16079, ASTMX09277	HELIO_08018, HELIO_01170
OG0001116	ASTMX16860	HELIO_11648
OG0001119	ASTMX11748	HELIO_04951
OG0001121	ASTMX15268, ASTMX07286	HELIO_02833, HELIO_04338
OG0001123	ASTMX11965	HELIO_05833
OG0001123	ASTMX03333	HELIO_11888
OG0001124	ASTMX11649	HELIO_05892
OG0001124	ASTMX21249	HELIO_11497
OG0001126	ASTMX15842	HELIO_08150
OG0001126	ASTMX15843	HELIO_09972
OG0001127	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770	HELIO_07919
OG0001128	ASTMX18460, ASTMX16489, ASTMX06330, ASTMX08219, ASTMX03840	HELIO_07418
OG0001129	ASTMX10908, ASTMX12420, ASTMX13922	HELIO_05218
OG0001129	ASTMX10145, ASTMX09711	HELIO_02379
OG0001130	ASTMX10575	HELIO_08960, HELIO_05662
OG0001131	ASTMX07608, ASTMX14403, ASTMX04858	HELIO_11533
OG0001132	ASTMX10021	HELIO_09410
OG0001133	ASTMX12861	HELIO_10368
OG0001134	ASTMX21574, ASTMX21573, ASTMX07671	HELIO_12460
OG0001135	ASTMX15353, ASTMX19619, ASTMX18867	HELIO_07754
OG0001137	ASTMX12515, ASTMX16194, ASTMX01698	HELIO_03163
OG0001138	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720	HELIO_09443
OG0001139	ASTMX08334, ASTMX02193, ASTMX16174	HELIO_04488
OG0001140	ASTMX00871, ASTMX01335	HELIO_00781
OG0001141	ASTMX18850, ASTMX15737	HELIO_08701, HELIO_05429, HELIO_04831
OG0001142	ASTMX06998	HELIO_05081
OG0001143	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862	HELIO_02868
OG0001144	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825	HELIO_08158
OG0001146	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223	HELIO_04581
OG0001148	ASTMX07421	HELIO_12317
OG0001149	ASTMX19645, ASTMX17794	HELIO_07596
OG0001155	ASTMX05884	HELIO_01105
OG0001156	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559	HELIO_05032
OG0001158	ASTMX02087, ASTMX17173, ASTMX12628	HELIO_03567, HELIO_07771
OG0001159	ASTMX04571, ASTMX16858	HELIO_09181
OG0001160	ASTMX03036, ASTMX02042, ASTMX09272	HELIO_10702
OG0001161	ASTMX05139, ASTMX19392, ASTMX10567	HELIO_01628
OG0001162	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039	HELIO_09342, HELIO_11797
OG0001163	ASTMX21149, ASTMX13397, ASTMX06626	HELIO_12002
OG0001164	ASTMX23034	HELIO_09308, HELIO_08913
OG0001165	ASTMX13025	HELIO_08812
OG0001165	ASTMX00124	HELIO_00728
OG0001166	ASTMX14476, ASTMX21070, ASTMX15099, ASTMX16555, ASTMX04635	HELIO_00329
OG0001167	ASTMX18844, ASTMX18845, ASTMX07609	HELIO_08270
OG0001168	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562	HELIO_00913
OG0001169	ASTMX04343	HELIO_01933
OG0001170	ASTMX11047	HELIO_06339
OG0001171	ASTMX06140	HELIO_07445
OG0001172	ASTMX02640, ASTMX12998	HELIO_12376
OG0001172	ASTMX05444, ASTMX13620, ASTMX07385	HELIO_03682
OG0001174	ASTMX00942	HELIO_03977
OG0001175	ASTMX15626, ASTMX17938, ASTMX10319	HELIO_11278
OG0001176	ASTMX10559, ASTMX01481, ASTMX13540	HELIO_06263
OG0001177	ASTMX14125	HELIO_06526
OG0001177	ASTMX15939	HELIO_10848
OG0001178	ASTMX12782, ASTMX12781	HELIO_07560, HELIO_03485
OG0001178	ASTMX00134, ASTMX00554	HELIO_05752
OG0001179	ASTMX12400	HELIO_04085, HELIO_04405
OG0001179	ASTMX07456	HELIO_06718
OG0001181	ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260	HELIO_05206
OG0001182	ASTMX12103, ASTMX13653, ASTMX19714, ASTMX07068, ASTMX07067	HELIO_05272, HELIO_04697
OG0001183	ASTMX19735, ASTMX17804	HELIO_08524
OG0001184	ASTMX19302	HELIO_12185
OG0001184	ASTMX00228	HELIO_02728
OG0001185	ASTMX07482, ASTMX10936	HELIO_12657
OG0001186	ASTMX18547, ASTMX02567	HELIO_09188
OG0001186	ASTMX13845	HELIO_01928
OG0001187	ASTMX10749	HELIO_05364
OG0001188	ASTMX10472, ASTMX16516, ASTMX05803, ASTMX14514, ASTMX03224	HELIO_03558
OG0001190	ASTMX11323, ASTMX13686, ASTMX05267	HELIO_03395
OG0001191	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730	HELIO_06301
OG0001196	ASTMX11519, ASTMX11174, ASTMX02339	HELIO_04183
OG0001197	ASTMX03942	HELIO_04520
OG0001198	ASTMX02424, ASTMX06547	HELIO_03508
OG0001198	ASTMX02630	HELIO_05572
OG0001199	ASTMX03290	HELIO_10405
OG0001199	ASTMX03812	HELIO_01130
OG0001201	ASTMX18598	HELIO_08628
OG0001202	ASTMX12631, ASTMX12630	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869
OG0001204	ASTMX05878, ASTMX12225	HELIO_07269
OG0001205	ASTMX13657	HELIO_04532, HELIO_09648
OG0001207	ASTMX15583	HELIO_10416
OG0001207	ASTMX21871, ASTMX07379, ASTMX05452	HELIO_09377
OG0001208	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017	HELIO_05489
OG0001210	ASTMX01254	HELIO_01552
OG0001210	ASTMX10342, ASTMX10343	HELIO_03776
OG0001211	ASTMX18975, ASTMX16242	HELIO_12099
OG0001212	ASTMX14803	HELIO_05237
OG0001213	ASTMX13388	HELIO_11611
OG0001213	ASTMX21450	HELIO_01934
OG0001214	ASTMX12596	HELIO_04580
OG0001215	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044	HELIO_00251
OG0001216	ASTMX20220	HELIO_01588
OG0001216	ASTMX21172	HELIO_04477
OG0001217	ASTMX09378, ASTMX07954, ASTMX01127, ASTMX10707, ASTMX01247, ASTMX16527, ASTMX07955	HELIO_09665
OG0001218	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605	HELIO_10349
OG0001219	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229	HELIO_07847
OG0001220	ASTMX05948, ASTMX05949	HELIO_12730
OG0001221	ASTMX07026	HELIO_07645
OG0001223	ASTMX03153, ASTMX00191, ASTMX01647, ASTMX07473	HELIO_08053
OG0001224	ASTMX06442	HELIO_01823
OG0001225	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916	HELIO_09303
OG0001231	ASTMX10826, ASTMX10594, ASTMX16865, ASTMX13823, ASTMX06066	HELIO_02150
OG0001232	ASTMX03619	HELIO_07324
OG0001233	ASTMX05613, ASTMX05612, ASTMX20633	HELIO_05738
OG0001234	ASTMX08429	HELIO_07394
OG0001236	ASTMX01850	HELIO_09754
OG0001237	ASTMX02167	HELIO_09190, HELIO_06015
OG0001238	ASTMX03666	HELIO_06977
OG0001239	ASTMX05182, ASTMX13945, ASTMX09470	HELIO_10768
OG0001240	ASTMX20546, ASTMX04906, ASTMX01860, ASTMX15738, ASTMX18848	HELIO_05508
OG0001241	ASTMX06697	HELIO_03226
OG0001241	ASTMX04159, ASTMX18901	HELIO_12192
OG0001242	ASTMX06205, ASTMX18340	HELIO_06262
OG0001243	ASTMX17034, ASTMX02160, ASTMX19994	HELIO_09478
OG0001247	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338	HELIO_00879
OG0001248	ASTMX11443, ASTMX17482, ASTMX05341, ASTMX19178	HELIO_05974
OG0001250	ASTMX15491, ASTMX07689, ASTMX20710	HELIO_01985
OG0001251	ASTMX12740	HELIO_03697
OG0001252	ASTMX14189, ASTMX20484, ASTMX19839, ASTMX18184, ASTMX07917	HELIO_06077
OG0001253	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786	HELIO_12144
OG0001254	ASTMX21459, ASTMX10576, ASTMX17225	HELIO_05460
OG0001256	ASTMX12301, ASTMX04241, ASTMX01544	HELIO_03181
OG0001261	ASTMX19187, ASTMX01634, ASTMX00068	HELIO_03943
OG0001262	ASTMX21377	HELIO_07069, HELIO_09573, HELIO_00924
OG0001263	ASTMX17678, ASTMX07639	HELIO_01885
OG0001263	ASTMX17278	HELIO_04331
OG0001264	ASTMX07471, ASTMX13848, ASTMX00881	HELIO_12570
OG0001266	ASTMX20652, ASTMX13871, ASTMX00959, ASTMX01967	HELIO_12361
OG0001267	ASTMX15901	HELIO_05562
OG0001267	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889	HELIO_09471
OG0001268	ASTMX20034	HELIO_12028
OG0001270	ASTMX19479	HELIO_02110
OG0001270	ASTMX03630	HELIO_02804
OG0001271	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815	HELIO_11242
OG0001272	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726	HELIO_01808
OG0001273	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354	HELIO_12680
OG0001274	ASTMX22021, ASTMX13163, ASTMX06912	HELIO_06326
OG0001275	ASTMX03842	HELIO_03038
OG0001276	ASTMX03010, ASTMX09183	HELIO_11104
OG0001278	ASTMX04865	HELIO_10541, HELIO_03037
OG0001279	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584	HELIO_12791
OG0001282	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656	HELIO_03746
OG0001284	ASTMX09601	HELIO_06649
OG0001284	ASTMX06818, ASTMX13787, ASTMX17233	HELIO_03045
OG0001288	ASTMX00451, ASTMX12396	HELIO_10795
OG0001290	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455	HELIO_11508
OG0001291	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302	HELIO_10055
OG0001292	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449	HELIO_11499
OG0001293	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515	HELIO_07956
OG0001294	ASTMX01279	HELIO_08951
OG0001295	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791	HELIO_12648
OG0001296	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113	HELIO_12075
OG0001297	ASTMX21540, ASTMX18732, ASTMX17762	HELIO_05910
OG0001300	ASTMX06507, ASTMX16708, ASTMX01169	HELIO_09555
