Orthogroup	ASTMX	ORYLA
OG0000908	ASTMX14450	ORYLA18118
OG0000908	ASTMX13391, ASTMX06616	ORYLA08105
OG0000909	ASTMX14114	ORYLA11368
OG0000909	ASTMX18935	ORYLA19848
OG0000909	ASTMX02527	ORYLA10623
OG0000911	ASTMX10186	ORYLA16469
OG0000911	ASTMX20068	ORYLA08345
OG0000911	ASTMX07865	ORYLA09695
OG0000911	ASTMX06052	ORYLA13753
OG0000912	ASTMX10500, ASTMX10501	ORYLA04947, ORYLA00892
OG0000912	ASTMX16615	ORYLA01289
OG0000912	ASTMX13041	ORYLA03978
OG0000912	ASTMX04397	ORYLA03457
OG0000913	ASTMX04731	ORYLA01511
OG0000914	ASTMX10770	ORYLA15437
OG0000914	ASTMX04016	ORYLA20258
OG0000914	ASTMX01787	ORYLA15690
OG0000914	ASTMX05533	ORYLA14429
OG0000914	ASTMX00615	ORYLA14695
OG0000915	ASTMX19052, ASTMX06403	ORYLA15453
OG0000915	ASTMX16161	ORYLA11264
OG0000915	ASTMX09477	ORYLA13698
OG0000915	ASTMX05555	ORYLA14400
OG0000915	ASTMX07212	ORYLA15346
OG0000916	ASTMX16683, ASTMX13125	ORYLA12808, ORYLA18238, ORYLA13182
OG0000916	ASTMX18305, ASTMX18615	ORYLA13181
OG0000921	ASTMX01807	ORYLA05705
OG0000921	ASTMX13599	ORYLA19667
OG0000921	ASTMX02073	ORYLA13652
OG0000923	ASTMX12705	ORYLA09846
OG0000923	ASTMX05362	ORYLA15757, ORYLA14372
OG0000923	ASTMX00157	ORYLA10056
OG0000925	ASTMX10561	ORYLA19836
OG0000925	ASTMX00132, ASTMX00555	ORYLA09614
OG0000926	ASTMX09727	ORYLA14725
OG0000927	ASTMX14905	ORYLA13440
OG0000927	ASTMX18145	ORYLA04252
OG0000927	ASTMX01174	ORYLA01277
OG0000927	ASTMX14825	ORYLA04322
OG0000927	ASTMX06980	ORYLA07282
OG0000927	ASTMX08592	ORYLA09767
OG0000928	ASTMX22584	ORYLA07148
OG0000928	ASTMX00645	ORYLA14647
OG0000928	ASTMX01726	ORYLA12139
OG0000929	ASTMX04114, ASTMX07004	ORYLA07554
OG0000929	ASTMX06184	ORYLA09115
OG0000929	ASTMX16944	ORYLA04169
OG0000929	ASTMX10239	ORYLA11547
OG0000929	ASTMX04285	ORYLA02109
OG0000930	ASTMX02277	ORYLA03801
OG0000930	ASTMX03926, ASTMX03925	ORYLA04130
OG0000931	ASTMX12585	ORYLA04942, ORYLA19930
OG0000931	ASTMX03676	ORYLA17563
OG0000932	ASTMX05094	ORYLA17977
OG0000932	ASTMX11726	ORYLA03357
OG0000933	ASTMX03259	ORYLA04779
OG0000933	ASTMX06999	ORYLA07694
OG0000933	ASTMX05807	ORYLA10078
OG0000934	ASTMX09810	ORYLA09601
OG0000934	ASTMX09922	ORYLA11859
OG0000934	ASTMX08879	ORYLA16233
OG0000934	ASTMX19792	ORYLA10870
OG0000935	ASTMX04934	ORYLA13027
OG0000935	ASTMX18192	ORYLA06809
OG0000935	ASTMX09074	ORYLA05774
OG0000935	ASTMX14216	ORYLA01692
OG0000935	ASTMX00813	ORYLA15882, ORYLA14011
OG0000936	ASTMX15303	ORYLA15832
OG0000936	ASTMX09443	ORYLA13766
OG0000938	ASTMX01692	ORYLA13059
OG0000938	ASTMX09745	ORYLA01073, ORYLA01074
OG0000938	ASTMX01666, ASTMX21733	ORYLA00524
OG0000938	ASTMX21732	ORYLA07193, ORYLA00523
OG0000943	ASTMX05186	ORYLA15376
OG0000943	ASTMX21773	ORYLA17852
OG0000944	ASTMX07936	ORYLA09043
OG0000944	ASTMX13997	ORYLA04158
OG0000944	ASTMX01164	ORYLA01246
OG0000945	ASTMX00204	ORYLA12060
OG0000945	ASTMX12524	ORYLA00813
OG0000945	ASTMX16834	ORYLA05640
OG0000946	ASTMX14434	ORYLA14183, ORYLA10918
OG0000946	ASTMX00332	ORYLA15133
OG0000946	ASTMX10860	ORYLA11209
OG0000947	ASTMX10737, ASTMX06666	ORYLA08406
OG0000947	ASTMX16756, ASTMX11945	ORYLA19529
OG0000947	ASTMX05367	ORYLA15837
OG0000947	ASTMX12713	ORYLA09649
OG0000949	ASTMX15084	ORYLA02756
OG0000949	ASTMX08824	ORYLA00973
OG0000949	ASTMX21187, ASTMX22481, ASTMX19646	ORYLA19847
OG0000949	ASTMX11332	ORYLA10622
OG0000949	ASTMX19844	ORYLA11369
OG0000949	ASTMX08182	ORYLA08705
OG0000950	ASTMX09628	ORYLA04359
OG0000950	ASTMX16099	ORYLA02766
OG0000950	ASTMX18311	ORYLA17857
OG0000951	ASTMX22222	ORYLA06116
OG0000951	ASTMX05129	ORYLA14933
OG0000951	ASTMX04202	ORYLA04877
OG0000952	ASTMX04103	ORYLA03901
OG0000952	ASTMX16768	ORYLA02988
OG0000952	ASTMX08010	ORYLA01232
OG0000952	ASTMX16769	ORYLA17229, ORYLA02987
OG0000953	ASTMX18226	ORYLA02556
OG0000953	ASTMX12548, ASTMX06834	ORYLA05667
OG0000953	ASTMX00739	ORYLA13885
OG0000954	ASTMX15027	ORYLA20086
OG0000954	ASTMX21854	ORYLA16757, ORYLA16758
OG0000955	ASTMX19384	ORYLA17644
OG0000955	ASTMX22024	ORYLA12176
OG0000955	ASTMX11621	ORYLA19752
OG0000957	ASTMX21698	ORYLA17099
OG0000957	ASTMX11409	ORYLA00858
OG0000957	ASTMX14243	ORYLA02737
OG0000957	ASTMX04943	ORYLA13659
OG0000957	ASTMX06936	ORYLA18079
OG0000958	ASTMX06367	ORYLA13781
OG0000958	ASTMX16637	ORYLA11059, ORYLA11060
OG0000960	ASTMX16444	ORYLA12743
OG0000960	ASTMX07245	ORYLA15353
OG0000960	ASTMX15601	ORYLA05468
OG0000960	ASTMX10147	ORYLA01555
OG0000963	ASTMX07918	ORYLA13485
OG0000963	ASTMX18186	ORYLA06840, ORYLA06839
OG0000963	ASTMX05064	ORYLA17317
OG0000963	ASTMX15961	ORYLA13364
OG0000964	ASTMX14595	ORYLA17226
OG0000964	ASTMX06312	ORYLA03089
OG0000965	ASTMX11644	ORYLA20470
OG0000965	ASTMX05585	ORYLA07478
OG0000966	ASTMX02282	ORYLA19569
OG0000966	ASTMX05066	ORYLA17821
OG0000966	ASTMX09997	ORYLA02666
OG0000967	ASTMX08221	ORYLA04076
OG0000967	ASTMX07666	ORYLA19755
OG0000967	ASTMX03215	ORYLA04962
OG0000968	ASTMX00225	ORYLA12327
OG0000968	ASTMX16299	ORYLA10874
OG0000968	ASTMX00443	ORYLA14830
OG0000968	ASTMX11973	ORYLA17573
OG0000969	ASTMX01808	ORYLA05704
OG0000970	ASTMX10621	ORYLA02643
OG0000972	ASTMX18834	ORYLA17856
OG0000972	ASTMX16325	ORYLA03686, ORYLA18142
OG0000973	ASTMX13794, ASTMX13793	ORYLA01659
OG0000974	ASTMX15410	ORYLA03871
OG0000976	ASTMX04179	ORYLA12287
OG0000976	ASTMX20853	ORYLA09719
OG0000978	ASTMX10667	ORYLA08899
OG0000978	ASTMX02304	ORYLA06773
OG0000978	ASTMX07458	ORYLA14000
OG0000978	ASTMX17117	ORYLA15891
OG0000978	ASTMX00202	ORYLA12640
OG0000978	ASTMX01648	ORYLA07570
OG0000979	ASTMX07631	ORYLA04958, ORYLA04959
OG0000981	ASTMX07777	ORYLA02383, ORYLA17398
OG0000982	ASTMX07919	ORYLA13484
OG0000982	ASTMX11536, ASTMX07445	ORYLA05721
OG0000982	ASTMX13438	ORYLA17666
OG0000982	ASTMX10025	ORYLA02909
OG0000984	ASTMX02397	ORYLA13312
OG0000985	ASTMX09768	ORYLA02598
OG0000985	ASTMX15611	ORYLA08267
OG0000985	ASTMX12134	ORYLA04784
OG0000985	ASTMX04706	ORYLA01425
OG0000986	ASTMX21143	ORYLA02350
OG0000986	ASTMX19507	ORYLA05019
OG0000986	ASTMX13383	ORYLA08270
OG0000986	ASTMX12846, ASTMX17978	ORYLA02693, ORYLA17557
OG0000987	ASTMX15681, ASTMX02636	ORYLA08918, ORYLA06392
OG0000987	ASTMX09408	ORYLA13755
OG0000987	ASTMX04754	ORYLA15702
OG0000987	ASTMX04880, ASTMX14766	ORYLA09779
OG0000988	ASTMX14582	ORYLA19585
OG0000988	ASTMX10358	ORYLA02424, ORYLA02425
OG0000988	ASTMX14055	ORYLA13645
OG0000992	ASTMX21108	ORYLA16313, ORYLA19691
OG0000992	ASTMX16823, ASTMX21083	ORYLA01948
OG0000994	ASTMX09930	ORYLA11419
OG0000994	ASTMX09998	ORYLA18398
OG0000995	ASTMX18626	ORYLA00280
OG0000995	ASTMX17670	ORYLA17021
OG0000995	ASTMX11669	ORYLA08300
OG0000995	ASTMX21664	ORYLA07992
OG0000996	ASTMX01122	ORYLA01364
OG0000996	ASTMX09090, ASTMX06171	ORYLA09102
OG0000996	ASTMX18948	ORYLA20110
OG0000997	ASTMX09339	ORYLA03206, ORYLA04500
OG0000999	ASTMX07361	ORYLA17143
OG0000999	ASTMX15986	ORYLA07960
OG0000999	ASTMX16560	ORYLA15047
OG0001000	ASTMX00037	ORYLA09416
OG0001000	ASTMX14963	ORYLA00982
OG0001000	ASTMX04263	ORYLA02107
OG0001000	ASTMX18124	ORYLA04112
OG0001000	ASTMX11874	ORYLA03296
OG0001001	ASTMX17780, ASTMX06967	ORYLA04326, ORYLA07294
OG0001001	ASTMX00557	ORYLA08735
OG0001001	ASTMX00122	ORYLA09611
OG0001002	ASTMX03599	ORYLA08682
OG0001003	ASTMX14461	ORYLA17863
OG0001003	ASTMX16003	ORYLA04404
OG0001004	ASTMX03982	ORYLA12912
OG0001004	ASTMX10486	ORYLA07357
OG0001004	ASTMX02824	ORYLA12944
OG0001004	ASTMX18866	ORYLA17121
OG0001004	ASTMX11607	ORYLA00260
OG0001005	ASTMX13958	ORYLA19246
OG0001005	ASTMX13959	ORYLA13692, ORYLA18566, ORYLA18531, ORYLA19208
OG0001006	ASTMX19697	ORYLA00587
OG0001006	ASTMX13446	ORYLA17469
OG0001006	ASTMX13127	ORYLA06935
OG0001007	ASTMX19285	ORYLA13224
OG0001007	ASTMX05091	ORYLA17845
OG0001008	ASTMX18731	ORYLA14021
OG0001008	ASTMX17365	ORYLA10968
OG0001008	ASTMX17759, ASTMX01070	ORYLA12088
OG0001009	ASTMX08160	ORYLA10070
OG0001009	ASTMX00855	ORYLA02205
OG0001011	ASTMX03714	ORYLA04068
OG0001011	ASTMX05856	ORYLA03585
OG0001011	ASTMX01644	ORYLA00313
OG0001011	ASTMX01606	ORYLA07327
OG0001011	ASTMX00031	ORYLA09923
OG0001012	ASTMX04365	ORYLA03691
OG0001012	ASTMX14969, ASTMX11879	ORYLA03287
OG0001012	ASTMX00113	ORYLA09576
OG0001012	ASTMX09552	ORYLA12224
OG0001012	ASTMX07040	ORYLA03675
OG0001012	ASTMX02961	ORYLA04094
OG0001012	ASTMX12817	ORYLA17879
OG0001012	ASTMX13081	ORYLA02847
OG0001012	ASTMX21444	ORYLA04426
OG0001013	ASTMX17662, ASTMX08576	ORYLA17033
OG0001013	ASTMX12311	ORYLA00568
OG0001013	ASTMX03627	ORYLA16911
OG0001013	ASTMX10104	ORYLA05815
OG0001013	ASTMX11498	ORYLA01878
OG0001013	ASTMX01563	ORYLA08175, ORYLA16273
OG0001015	ASTMX07749	ORYLA16717
OG0001016	ASTMX02659	ORYLA08912
OG0001016	ASTMX09603	ORYLA08838
OG0001017	ASTMX04766	ORYLA15745
OG0001017	ASTMX17968, ASTMX17967, ASTMX13099	ORYLA06969
OG0001017	ASTMX17966	ORYLA08875
OG0001018	ASTMX07293	ORYLA04621
OG0001019	ASTMX13586	ORYLA01968
OG0001019	ASTMX13588	ORYLA01969
OG0001019	ASTMX11430	ORYLA20371
OG0001019	ASTMX14065	ORYLA16086
OG0001021	ASTMX08511	ORYLA19735
OG0001022	ASTMX16902	ORYLA13121, ORYLA06595
OG0001022	ASTMX00545	ORYLA08639, ORYLA08638, ORYLA08637
OG0001022	ASTMX07556	ORYLA09711, ORYLA09710
OG0001022	ASTMX16176	ORYLA01094
OG0001023	ASTMX19031	ORYLA11181
OG0001023	ASTMX20687	ORYLA13986
OG0001024	ASTMX09301	ORYLA01426
OG0001024	ASTMX15826, ASTMX03255	ORYLA04903
OG0001026	ASTMX15598	ORYLA08000
OG0001026	ASTMX17425	ORYLA00251
OG0001026	ASTMX16409	ORYLA17169
OG0001027	ASTMX11181	ORYLA02447
OG0001027	ASTMX12602	ORYLA10175
OG0001028	ASTMX02432	ORYLA13607
OG0001028	ASTMX02433	ORYLA13608
OG0001028	ASTMX10276	ORYLA14880
OG0001028	ASTMX00251	ORYLA12157
OG0001029	ASTMX06248	ORYLA15182
OG0001029	ASTMX01653	ORYLA07577
OG0001029	ASTMX09096	ORYLA04296
OG0001029	ASTMX11906	ORYLA09423
OG0001029	ASTMX09903	ORYLA11605
OG0001029	ASTMX05770	ORYLA05963
OG0001029	ASTMX16817	ORYLA02036
OG0001030	ASTMX02452, ASTMX18172	ORYLA06855
OG0001030	ASTMX04535	ORYLA11995
OG0001030	ASTMX18636	ORYLA05220
OG0001031	ASTMX07625	ORYLA05281
OG0001031	ASTMX17308	ORYLA00443
OG0001032	ASTMX15532	ORYLA06882
OG0001032	ASTMX03793	ORYLA13285, ORYLA13284, ORYLA06883, ORYLA13286
OG0001032	ASTMX09608	ORYLA02880
OG0001032	ASTMX13460	ORYLA18152
OG0001033	ASTMX16778	ORYLA02412
OG0001033	ASTMX20310	ORYLA17551
OG0001033	ASTMX02891	ORYLA13566
OG0001033	ASTMX13562	ORYLA13207
OG0001034	ASTMX14094	ORYLA16497
OG0001034	ASTMX17808	ORYLA08333
OG0001034	ASTMX08019, ASTMX09126	ORYLA09185
OG0001036	ASTMX00943	ORYLA15963
OG0001036	ASTMX04320	ORYLA02163
OG0001036	ASTMX20857	ORYLA05632
OG0001037	ASTMX09605	ORYLA02947
OG0001037	ASTMX09123	ORYLA08956
OG0001038	ASTMX15430	ORYLA00365
OG0001038	ASTMX04713	ORYLA00910
OG0001038	ASTMX08425	ORYLA05052
OG0001039	ASTMX00965	ORYLA14221
OG0001042	ASTMX01745	ORYLA20004, ORYLA16045
OG0001042	ASTMX19070, ASTMX15836	ORYLA14257
OG0001042	ASTMX01999	ORYLA11093
OG0001046	ASTMX04989	ORYLA16931, ORYLA16932, ORYLA16930
OG0001046	ASTMX12326	ORYLA00538
OG0001046	ASTMX15400	ORYLA00652
OG0001046	ASTMX21403	ORYLA16674
OG0001046	ASTMX04871	ORYLA00732
OG0001047	ASTMX13719	ORYLA03716
OG0001047	ASTMX02988	ORYLA03850
OG0001047	ASTMX09193	ORYLA03098
OG0001047	ASTMX08799	ORYLA01025
OG0001048	ASTMX11990	ORYLA17951
OG0001048	ASTMX06652, ASTMX16463	ORYLA07722
OG0001048	ASTMX18179	ORYLA02542
OG0001048	ASTMX03970	ORYLA04597
OG0001049	ASTMX16983	ORYLA13294
OG0001049	ASTMX16917	ORYLA06586
OG0001049	ASTMX06351	ORYLA15462
OG0001049	ASTMX20676	ORYLA10866
OG0001049	ASTMX15120	ORYLA03790
OG0001049	ASTMX04802	ORYLA15642
OG0001050	ASTMX02532, ASTMX22959	ORYLA10628
OG0001050	ASTMX17116	ORYLA15890
OG0001050	ASTMX01295	ORYLA11461
OG0001050	ASTMX07885, ASTMX07884	ORYLA12452
OG0001050	ASTMX00384	ORYLA15112
OG0001050	ASTMX06846	ORYLA06038
OG0001051	ASTMX09516	ORYLA08725
OG0001051	ASTMX00023	ORYLA09931
OG0001051	ASTMX04621	ORYLA01092
OG0001052	ASTMX02792	ORYLA04967, ORYLA04966
OG0001052	ASTMX15614	ORYLA02277
OG0001052	ASTMX06955	ORYLA18159
OG0001052	ASTMX02780	ORYLA04669
OG0001053	ASTMX18300	ORYLA08049, ORYLA16446
OG0001053	ASTMX22111, ASTMX05732	ORYLA07098
OG0001053	ASTMX04777	ORYLA15733
OG0001053	ASTMX00654	ORYLA09475
OG0001053	ASTMX04746	ORYLA20458
OG0001054	ASTMX11497, ASTMX10102	ORYLA05817
OG0001054	ASTMX07817	ORYLA00804
OG0001054	ASTMX12306	ORYLA00542
OG0001054	ASTMX07816, ASTMX19836	ORYLA16783
OG0001054	ASTMX11496, ASTMX10101	ORYLA01880
OG0001057	ASTMX16121	ORYLA13279
OG0001057	ASTMX18759, ASTMX08231	ORYLA04087
OG0001057	ASTMX21869	ORYLA09608
OG0001057	ASTMX11631	ORYLA01089
OG0001058	ASTMX18033	ORYLA02850
OG0001058	ASTMX05110	ORYLA17789
OG0001058	ASTMX11885	ORYLA03281
OG0001059	ASTMX13011	ORYLA07025
OG0001060	ASTMX14477, ASTMX15173	ORYLA11754
OG0001062	ASTMX14307	ORYLA17093
OG0001062	ASTMX08563	ORYLA00055
OG0001062	ASTMX02379	ORYLA13062
OG0001062	ASTMX17790	ORYLA13265
OG0001063	ASTMX10605	ORYLA04692
OG0001065	ASTMX18463	ORYLA10407
OG0001065	ASTMX10224	ORYLA11700
OG0001066	ASTMX20286	ORYLA20141
OG0001066	ASTMX08837, ASTMX00998	ORYLA15783
OG0001066	ASTMX01339	ORYLA11478
OG0001067	ASTMX00002	ORYLA09765
OG0001067	ASTMX08589	ORYLA19474
OG0001068	ASTMX05254, ASTMX01003	ORYLA14036
OG0001068	ASTMX16663	ORYLA08837
OG0001068	ASTMX10634	ORYLA01885, ORYLA05843
OG0001070	ASTMX16685, ASTMX21992	ORYLA07234, ORYLA08158
OG0001070	ASTMX22412, ASTMX22433, ASTMX19305, ASTMX21923, ASTMX18444, ASTMX18434	ORYLA18467, ORYLA19890, ORYLA08466, ORYLA08467, ORYLA19497, ORYLA08425, ORYLA01299, ORYLA07241, ORYLA08462, ORYLA08391, ORYLA19056, ORYLA08471, ORYLA01709, ORYLA08491, ORYLA08472, ORYLA08448, ORYLA08428, ORYLA07244, ORYLA00008
OG0001070	ASTMX20358, ASTMX20929	ORYLA08435, ORYLA19301, ORYLA08458, ORYLA08441, ORYLA08468, ORYLA08451, ORYLA19398, ORYLA01517, ORYLA08159
OG0001070	ASTMX16819	ORYLA08487
OG0001072	ASTMX19026	ORYLA17591
OG0001072	ASTMX07116	ORYLA18588
OG0001073	ASTMX00299	ORYLA01147
OG0001073	ASTMX07175	ORYLA12256
OG0001075	ASTMX15603	ORYLA05471, ORYLA05470
OG0001075	ASTMX17534, ASTMX07596	ORYLA10387
OG0001076	ASTMX03684	ORYLA04025
OG0001076	ASTMX11243	ORYLA03193
OG0001076	ASTMX11094	ORYLA12782
OG0001077	ASTMX08017	ORYLA06555
OG0001077	ASTMX12567	ORYLA01775
OG0001077	ASTMX10837	ORYLA10005
OG0001078	ASTMX14428	ORYLA11135
OG0001078	ASTMX16990	ORYLA15991
OG0001078	ASTMX15708	ORYLA14030
OG0001078	ASTMX07308	ORYLA16359
OG0001078	ASTMX21162	ORYLA08030
OG0001078	ASTMX01731	ORYLA19617
OG0001079	ASTMX13695	ORYLA13958
OG0001079	ASTMX07130	ORYLA14764
OG0001079	ASTMX04052	ORYLA20201
OG0001080	ASTMX20362	ORYLA06070
OG0001080	ASTMX17093	ORYLA01954
OG0001080	ASTMX00271	ORYLA12745
OG0001081	ASTMX07534, ASTMX20170, ASTMX20169	ORYLA12631, ORYLA12630
OG0001082	ASTMX05356	ORYLA16190, ORYLA14374
OG0001083	ASTMX10427	ORYLA08355
OG0001083	ASTMX17603	ORYLA01216
OG0001083	ASTMX08493	ORYLA10438
OG0001084	ASTMX13267	ORYLA08418
OG0001084	ASTMX14596	ORYLA10033
OG0001084	ASTMX13269	ORYLA10032, ORYLA08417
OG0001084	ASTMX21978, ASTMX16214	ORYLA08935
OG0001085	ASTMX04023, ASTMX22544	ORYLA14313
OG0001085	ASTMX08536	ORYLA10899, ORYLA10898
OG0001085	ASTMX05559	ORYLA14405
OG0001086	ASTMX17217	ORYLA03507
OG0001086	ASTMX13682	ORYLA10518, ORYLA10517
OG0001086	ASTMX04708	ORYLA01082
OG0001086	ASTMX12542	ORYLA04201
OG0001089	ASTMX21827	ORYLA06013
OG0001089	ASTMX11862	ORYLA03773
OG0001089	ASTMX12798	ORYLA04210
OG0001089	ASTMX07940	ORYLA08992
OG0001089	ASTMX13996	ORYLA04156
OG0001090	ASTMX12686	ORYLA18206
OG0001091	ASTMX04144, ASTMX08666	ORYLA09872
OG0001091	ASTMX21338	ORYLA07822
OG0001091	ASTMX12021	ORYLA01798
OG0001091	ASTMX12020	ORYLA01797
OG0001091	ASTMX08667	ORYLA09871
OG0001092	ASTMX11230	ORYLA00474
OG0001092	ASTMX13973	ORYLA04030
OG0001092	ASTMX11224	ORYLA00476
OG0001093	ASTMX12014	ORYLA01792
OG0001093	ASTMX12657	ORYLA08189
OG0001093	ASTMX16037	ORYLA17127
OG0001093	ASTMX04141, ASTMX08672	ORYLA09876
OG0001094	ASTMX20728	ORYLA10145
OG0001094	ASTMX11817	ORYLA01044
OG0001094	ASTMX22892	ORYLA11275, ORYLA05201
OG0001095	ASTMX01042	ORYLA13938
OG0001095	ASTMX06668, ASTMX10417	ORYLA08700
OG0001095	ASTMX04271	ORYLA02122
OG0001096	ASTMX18205, ASTMX09790	ORYLA08777, ORYLA09557
OG0001101	ASTMX17108	ORYLA16044
OG0001101	ASTMX18645	ORYLA10929
OG0001101	ASTMX05377	ORYLA14339
OG0001101	ASTMX14058	ORYLA16078
OG0001102	ASTMX10946	ORYLA05138
OG0001102	ASTMX06585	ORYLA20024
OG0001103	ASTMX07925	ORYLA08995
OG0001104	ASTMX04326	ORYLA01647
OG0001104	ASTMX19128	ORYLA11309
OG0001106	ASTMX12402, ASTMX00435	ORYLA20354
OG0001107	ASTMX07155	ORYLA12765
OG0001107	ASTMX18532	ORYLA03943
OG0001107	ASTMX08783	ORYLA01001
OG0001107	ASTMX07277	ORYLA08767
OG0001107	ASTMX12968	ORYLA09544
OG0001108	ASTMX10776	ORYLA14450
OG0001108	ASTMX02283	ORYLA18375
OG0001109	ASTMX22098	ORYLA16661
OG0001109	ASTMX20867	ORYLA14078
OG0001110	ASTMX19998, ASTMX20209	ORYLA08952
OG0001110	ASTMX18902	ORYLA08953
OG0001110	ASTMX13352	ORYLA18020
OG0001112	ASTMX08753	ORYLA12894
OG0001112	ASTMX12056	ORYLA09914, ORYLA08799
OG0001112	ASTMX04106	ORYLA07255
OG0001113	ASTMX17682	ORYLA03611
OG0001113	ASTMX17433	ORYLA00138
OG0001114	ASTMX20168	ORYLA12632, ORYLA12633
OG0001114	ASTMX05200	ORYLA14795
OG0001114	ASTMX10656	ORYLA05778
OG0001115	ASTMX22571, ASTMX01777	ORYLA15699
OG0001115	ASTMX14280	ORYLA13897
OG0001115	ASTMX15784	ORYLA14688
OG0001115	ASTMX16079	ORYLA10923
OG0001116	ASTMX16860	ORYLA08841
OG0001116	ASTMX17053	ORYLA08216
OG0001117	ASTMX13101, ASTMX11968	ORYLA06972, ORYLA06971
OG0001117	ASTMX06395	ORYLA14305
OG0001118	ASTMX16590	ORYLA12368
OG0001118	ASTMX07119	ORYLA18722
OG0001118	ASTMX16591	ORYLA18723
OG0001118	ASTMX16589	ORYLA10960
OG0001119	ASTMX21339, ASTMX20001	ORYLA05124
OG0001119	ASTMX11748	ORYLA09259
OG0001120	ASTMX04101	ORYLA03903
OG0001120	ASTMX08003	ORYLA01234
OG0001121	ASTMX15268	ORYLA05153
OG0001121	ASTMX07286	ORYLA20092
OG0001123	ASTMX11965	ORYLA09262
OG0001123	ASTMX03333	ORYLA17703
OG0001124	ASTMX11649	ORYLA08277
OG0001124	ASTMX21249	ORYLA02278
OG0001126	ASTMX02684	ORYLA07447
OG0001126	ASTMX15843	ORYLA14267
OG0001127	ASTMX02660, ASTMX13770	ORYLA06210
OG0001128	ASTMX18460, ASTMX16489	ORYLA11339
OG0001128	ASTMX06330	ORYLA03669
OG0001129	ASTMX10908	ORYLA15169
OG0001129	ASTMX12420	ORYLA12442
OG0001129	ASTMX09711	ORYLA05461
OG0001131	ASTMX07608	ORYLA00774
OG0001131	ASTMX14403, ASTMX04858	ORYLA11383
OG0001132	ASTMX10021	ORYLA15693
OG0001133	ASTMX13789	ORYLA01655
OG0001133	ASTMX12861	ORYLA02500
OG0001134	ASTMX21574	ORYLA16671
OG0001135	ASTMX15353	ORYLA18988
OG0001135	ASTMX19619	ORYLA08362
OG0001135	ASTMX18867	ORYLA16838
OG0001136	ASTMX03984	ORYLA13203
OG0001136	ASTMX03125	ORYLA06530
OG0001136	ASTMX00617, ASTMX01730	ORYLA12133
OG0001137	ASTMX12515, ASTMX16194	ORYLA03035
OG0001137	ASTMX01698	ORYLA00090
OG0001138	ASTMX18696, ASTMX18698	ORYLA14334, ORYLA15755
OG0001138	ASTMX13761	ORYLA09204
OG0001138	ASTMX15448	ORYLA06399
OG0001138	ASTMX17720	ORYLA09997
OG0001139	ASTMX08590	ORYLA15805
OG0001139	ASTMX02193	ORYLA14857
OG0001139	ASTMX16174	ORYLA11008
OG0001140	ASTMX00871	ORYLA05368, ORYLA02157
OG0001140	ASTMX01335	ORYLA10675
OG0001141	ASTMX15737	ORYLA02472
OG0001142	ASTMX06998	ORYLA07693
OG0001143	ASTMX19786	ORYLA11035
OG0001143	ASTMX21932	ORYLA12195
OG0001143	ASTMX06862	ORYLA06058
OG0001144	ASTMX11062	ORYLA15705
OG0001144	ASTMX09403	ORYLA20146
OG0001144	ASTMX17694	ORYLA09889
OG0001144	ASTMX01911	ORYLA01834, ORYLA01835
OG0001146	ASTMX16476	ORYLA13499
OG0001146	ASTMX05676	ORYLA15595
OG0001146	ASTMX10477, ASTMX20223	ORYLA07425
OG0001148	ASTMX07421	ORYLA01854, ORYLA05396
OG0001149	ASTMX19645	ORYLA01670
OG0001149	ASTMX17794	ORYLA13258
OG0001155	ASTMX05916	ORYLA02505
OG0001155	ASTMX05884	ORYLA03252
OG0001156	ASTMX06046, ASTMX21567	ORYLA14447, ORYLA15424
OG0001156	ASTMX13224	ORYLA17150
OG0001156	ASTMX10835, ASTMX00559	ORYLA10003
OG0001158	ASTMX02087	ORYLA13950, ORYLA15560
OG0001158	ASTMX12628	ORYLA06290, ORYLA20120
OG0001159	ASTMX04571	ORYLA10160
OG0001159	ASTMX16858	ORYLA05356
OG0001160	ASTMX03036	ORYLA11144
OG0001161	ASTMX05139	ORYLA14942
OG0001161	ASTMX19392	ORYLA12582
OG0001161	ASTMX10567	ORYLA02883
OG0001162	ASTMX06131	ORYLA03278, ORYLA04547
OG0001162	ASTMX00151, ASTMX17408	ORYLA08795
OG0001163	ASTMX13397, ASTMX06626	ORYLA08093, ORYLA04995
OG0001164	ASTMX15332	ORYLA06374
OG0001165	ASTMX13025	ORYLA11504
OG0001165	ASTMX00124	ORYLA09619
OG0001166	ASTMX14476, ASTMX21070	ORYLA11757, ORYLA11756, ORYLA11755
OG0001166	ASTMX15099, ASTMX16555	ORYLA10465
OG0001167	ASTMX18844, ASTMX18845	ORYLA10169
OG0001167	ASTMX07609	ORYLA04713
OG0001168	ASTMX12263	ORYLA01742
OG0001168	ASTMX06712, ASTMX05338	ORYLA14387
OG0001168	ASTMX22562	ORYLA15300
OG0001169	ASTMX19435	ORYLA17081
OG0001169	ASTMX04343	ORYLA03593
OG0001170	ASTMX10709	ORYLA04285
OG0001170	ASTMX11045, ASTMX11046	ORYLA11372
OG0001170	ASTMX11047	ORYLA03658
OG0001171	ASTMX06140	ORYLA09088
OG0001171	ASTMX11035	ORYLA11731
OG0001171	ASTMX09871	ORYLA02030
OG0001171	ASTMX18404	ORYLA05693
OG0001171	ASTMX03436	ORYLA15553
OG0001172	ASTMX02640	ORYLA08914, ORYLA06213
