Orthogroup	ASTMX	DANRE
OG0001009	ASTMX08160	DANRE10781
OG0001009	ASTMX00855	DANRE14714, DANRE14715
OG0001011	ASTMX05856	DANRE08859
OG0001011	ASTMX01644	DANRE15772
OG0001011	ASTMX01606	DANRE39513
OG0001011	ASTMX00031	DANRE42860, DANRE42862, DANRE42861, DANRE42859, DANRE42863
OG0001012	ASTMX04365	DANRE08919
OG0001012	ASTMX13046	DANRE20001
OG0001012	ASTMX14969	DANRE00992
OG0001012	ASTMX11879	DANRE08023, DANRE08022
OG0001012	ASTMX00113	DANRE42461, DANRE42462
OG0001012	ASTMX09552	DANRE15223, DANRE15221, DANRE15220, DANRE15222, DANRE15224
OG0001012	ASTMX02961	DANRE01282
OG0001012	ASTMX12817	DANRE39697
OG0001012	ASTMX13081	DANRE00599, DANRE00600
OG0001012	ASTMX21444	DANRE00905
OG0001013	ASTMX08575	DANRE16533
OG0001013	ASTMX12311	DANRE15454
OG0001013	ASTMX03627	DANRE29403
OG0001013	ASTMX10104	DANRE09337, DANRE09336
OG0001013	ASTMX11498	DANRE14020
OG0001013	ASTMX01563	DANRE29097, DANRE04005, DANRE04004
OG0001015	ASTMX04064, ASTMX10509	DANRE36830
OG0001015	ASTMX07749	DANRE28847, DANRE28849, DANRE28848, DANRE28850
OG0001016	ASTMX02659	DANRE23809, DANRE23808
OG0001016	ASTMX09603	DANRE28181, DANRE24165, DANRE24166
OG0001017	ASTMX04766	DANRE23148, DANRE23147, DANRE23146
OG0001017	ASTMX17968	DANRE23925, DANRE23924
OG0001017	ASTMX17967, ASTMX13099	DANRE26677
OG0001017	ASTMX17965	DANRE23145
OG0001018	ASTMX07293	DANRE16608, DANRE16609
OG0001018	ASTMX14402	DANRE11146, DANRE11145
OG0001019	ASTMX13586	DANRE14405
OG0001019	ASTMX13588	DANRE14404
OG0001019	ASTMX11430	DANRE09084
OG0001019	ASTMX14065	DANRE40539
OG0001021	ASTMX08511	DANRE11742, DANRE11741, DANRE11743, DANRE11744
OG0001022	ASTMX00545	DANRE41837, DANRE41838, DANRE41840
OG0001022	ASTMX07556	DANRE41841, DANRE41839
OG0001022	ASTMX16176	DANRE06745
OG0001023	ASTMX19031	DANRE30665, DANRE30666
OG0001023	ASTMX20687	DANRE22441, DANRE43297, DANRE43298, DANRE22443, DANRE37001, DANRE37000, DANRE36998, DANRE36999
OG0001023	ASTMX01426	DANRE03679, DANRE03680
OG0001023	ASTMX06914	DANRE38253, DANRE38255
OG0001024	ASTMX03675	DANRE07373
OG0001024	ASTMX18108	DANRE04817, DANRE04816
OG0001024	ASTMX07995, ASTMX09301	DANRE06260
OG0001024	ASTMX15826	DANRE03283
OG0001024	ASTMX03255	DANRE11210, DANRE11211
OG0001026	ASTMX15598	DANRE24755
OG0001026	ASTMX17425	DANRE36129, DANRE36130
OG0001026	ASTMX16409	DANRE29853
OG0001027	ASTMX11181	DANRE34291
OG0001027	ASTMX12602	DANRE31125, DANRE31123, DANRE31124
OG0001028	ASTMX02432	DANRE21742
OG0001028	ASTMX02433	DANRE21744, DANRE21743
OG0001028	ASTMX10276	DANRE12753, DANRE12754, DANRE12752
OG0001028	ASTMX00251	DANRE38499
OG0001029	ASTMX06248	DANRE12697
OG0001029	ASTMX01653	DANRE37177
OG0001029	ASTMX09096	DANRE33751, DANRE33752
OG0001029	ASTMX05770	DANRE09031
OG0001029	ASTMX16817	DANRE13693
OG0001030	ASTMX02452	DANRE21685
OG0001030	ASTMX18172	DANRE28353
OG0001030	ASTMX14787	DANRE17793
OG0001030	ASTMX18636	DANRE16720, DANRE16719, DANRE16721, DANRE05568, DANRE05569
OG0001031	ASTMX07625	DANRE05231
OG0001031	ASTMX17308	DANRE16690
OG0001032	ASTMX03793	DANRE18300
OG0001032	ASTMX13164	DANRE16885, DANRE16886
OG0001032	ASTMX18965	DANRE29809
OG0001032	ASTMX09608	DANRE34198
OG0001032	ASTMX13460	DANRE34199, DANRE39614
OG0001033	ASTMX11272	DANRE34683
OG0001033	ASTMX16778	DANRE19218
OG0001033	ASTMX20310	DANRE35345
OG0001033	ASTMX02891	DANRE02095
OG0001033	ASTMX13562	DANRE40162
OG0001034	ASTMX14094	DANRE29926, DANRE29925, DANRE29927
OG0001034	ASTMX08019	DANRE27195, DANRE27196
OG0001034	ASTMX09126	DANRE23974, DANRE23976, DANRE23973
OG0001036	ASTMX15297	DANRE22470
OG0001036	ASTMX00943	DANRE22471, DANRE22469
OG0001036	ASTMX04320	DANRE15084
OG0001036	ASTMX20857	DANRE10596
OG0001037	ASTMX09605	DANRE34192, DANRE39621, DANRE34191, DANRE34188, DANRE34189, DANRE34190
OG0001037	ASTMX13457	DANRE26737, DANRE39625
OG0001037	ASTMX18385	DANRE26734, DANRE26735, DANRE26736
OG0001037	ASTMX09123	DANRE24510
OG0001038	ASTMX15430	DANRE15917, DANRE15918
OG0001038	ASTMX04713	DANRE06671
OG0001038	ASTMX08425	DANRE04444
OG0001039	ASTMX00965	DANRE35466
OG0001042	ASTMX01745	DANRE40759, DANRE40758, DANRE40284
OG0001042	ASTMX15836	DANRE02474, DANRE02475
OG0001042	ASTMX02594	DANRE12329, DANRE12330, DANRE12328
OG0001042	ASTMX01999	DANRE31604, DANRE31603
OG0001044	ASTMX11020	DANRE37591, DANRE37590, DANRE37589
OG0001044	ASTMX07810, ASTMX07811	DANRE19002
OG0001046	ASTMX04989	DANRE29998
OG0001046	ASTMX12326	DANRE15431, DANRE15430
OG0001046	ASTMX15400	DANRE43288, DANRE29165
OG0001046	ASTMX21403	DANRE30394
OG0001046	ASTMX04871	DANRE02971, DANRE02969, DANRE02970
OG0001047	ASTMX13719	DANRE08397, DANRE08398
OG0001047	ASTMX02988	DANRE01243, DANRE01242
OG0001047	ASTMX09193	DANRE12244, DANRE12243, DANRE19750, DANRE19749
OG0001047	ASTMX08799	DANRE06956, DANRE06957
OG0001048	ASTMX11990	DANRE33726, DANRE33727
OG0001048	ASTMX06652	DANRE05406
OG0001048	ASTMX16463	DANRE03103
OG0001048	ASTMX18179	DANRE19307, DANRE19308
OG0001048	ASTMX03970	DANRE20140, DANRE20141, DANRE20142
OG0001049	ASTMX16983	DANRE02648
OG0001049	ASTMX16917	DANRE23652
OG0001049	ASTMX06351	DANRE22854, DANRE22853
OG0001049	ASTMX20676	DANRE30738
OG0001049	ASTMX15120	DANRE07752
OG0001049	ASTMX04802	DANRE23213
OG0001050	ASTMX17116	DANRE40771
OG0001050	ASTMX01295	DANRE17632
OG0001050	ASTMX07885, ASTMX07884	DANRE37651
OG0001050	ASTMX00384	DANRE25249, DANRE25251, DANRE25250
OG0001050	ASTMX06846	DANRE09895, DANRE09896
OG0001051	ASTMX00023	DANRE42874, DANRE42875
OG0001051	ASTMX04621	DANRE06748, DANRE06750
OG0001052	ASTMX02792	DANRE03270, DANRE05763
OG0001052	ASTMX15614	DANRE03271
OG0001052	ASTMX06955	DANRE34546, DANRE34547
OG0001052	ASTMX02780	DANRE04642
OG0001053	ASTMX18300	DANRE03466
OG0001053	ASTMX22111, ASTMX05732	DANRE28187, DANRE28188, DANRE28186, DANRE24594, DANRE24595
OG0001053	ASTMX04777	DANRE23165
OG0001053	ASTMX00654	DANRE42694, DANRE42693
OG0001053	ASTMX04746	DANRE06732
OG0001054	ASTMX11497	DANRE14018
OG0001054	ASTMX10102	DANRE09333
OG0001054	ASTMX07817	DANRE30361, DANRE36031
OG0001054	ASTMX12306	DANRE15461, DANRE15462
OG0001054	ASTMX15402	DANRE43286, DANRE29468
OG0001054	ASTMX07816	DANRE36034
OG0001054	ASTMX19836	DANRE30499
OG0001054	ASTMX11496	DANRE14016
OG0001054	ASTMX10101	DANRE09332
OG0001057	ASTMX16121	DANRE22212
OG0001057	ASTMX18759	DANRE07567, DANRE07566
OG0001057	ASTMX08231	DANRE00780, DANRE00781
OG0001057	ASTMX21869	DANRE42445, DANRE42447, DANRE42446
OG0001057	ASTMX11631	DANRE06049, DANRE06048
OG0001058	ASTMX18033	DANRE00594, DANRE00593
OG0001058	ASTMX05110	DANRE39688, DANRE39689
OG0001058	ASTMX11885	DANRE08014, DANRE08015
OG0001058	ASTMX17859	DANRE19843, DANRE19842
OG0001059	ASTMX17167	DANRE18761
OG0001059	ASTMX17166	DANRE24662, DANRE24659, DANRE24661, DANRE24660
OG0001059	ASTMX13011	DANRE11709, DANRE11710
OG0001060	ASTMX14477, ASTMX15173	DANRE30655
OG0001062	ASTMX14307	DANRE28653
OG0001062	ASTMX08563	DANRE16543
OG0001062	ASTMX02379	DANRE21837, DANRE21838
OG0001062	ASTMX17790	DANRE23617
OG0001063	ASTMX10605	DANRE04656
OG0001065	ASTMX18463	DANRE11578
OG0001065	ASTMX10224	DANRE18855, DANRE18854, DANRE18853
OG0001066	ASTMX20286	DANRE40457
OG0001066	ASTMX02069	DANRE39945, DANRE22302
OG0001066	ASTMX08837, ASTMX00998	DANRE40512, DANRE36839
OG0001067	ASTMX00002	DANRE42913
OG0001067	ASTMX08589	DANRE16146
OG0001068	ASTMX05254	DANRE22932, DANRE22934, DANRE22933
OG0001068	ASTMX01003	DANRE36832
OG0001068	ASTMX16667	DANRE27671, DANRE27672, DANRE27673
OG0001068	ASTMX16663	DANRE24452
OG0001068	ASTMX10634	DANRE09994
OG0001070	ASTMX16685, ASTMX21992	DANRE08972
OG0001070	ASTMX22412, ASTMX22433, ASTMX19305, ASTMX21923, ASTMX18444, ASTMX18434	DANRE08664, DANRE43004, DANRE23709
OG0001070	ASTMX20358, ASTMX20929	DANRE32853
OG0001070	ASTMX16819	DANRE16871
OG0001072	ASTMX19026	DANRE33687, DANRE33686
OG0001072	ASTMX07116	DANRE30991
OG0001073	ASTMX15137	DANRE07147
OG0001073	ASTMX15139	DANRE07148
OG0001073	ASTMX07175	DANRE02614
OG0001075	ASTMX15603	DANRE09111, DANRE09112, DANRE09110, DANRE09113, DANRE09109
OG0001075	ASTMX17534	DANRE18109, DANRE18110
OG0001075	ASTMX07596	DANRE11682
OG0001076	ASTMX03684	DANRE01059, DANRE01061
OG0001076	ASTMX11243	DANRE08511, DANRE08513, DANRE08512
OG0001076	ASTMX11094	DANRE17845, DANRE17846, DANRE17844
OG0001077	ASTMX08017	DANRE27192
OG0001077	ASTMX12567	DANRE13619
OG0001077	ASTMX10837	DANRE42724
OG0001078	ASTMX14428	DANRE33231, DANRE33234, DANRE33233, DANRE33232
OG0001078	ASTMX16990	DANRE22372
OG0001078	ASTMX15708	DANRE36986
OG0001078	ASTMX07308	DANRE29517
OG0001078	ASTMX21162	DANRE24790, DANRE24791
OG0001078	ASTMX01731	DANRE39097, DANRE39096, DANRE39098
OG0001079	ASTMX13695	DANRE40520, DANRE40521
OG0001079	ASTMX07130	DANRE31014
OG0001079	ASTMX04052	DANRE39805
OG0001080	ASTMX20362	DANRE10317
OG0001080	ASTMX00271	DANRE38901, DANRE38902
OG0001081	ASTMX20170	DANRE12197
OG0001081	ASTMX20169	DANRE12196, DANRE12195
OG0001082	ASTMX05356	DANRE01614
OG0001083	ASTMX03242	DANRE11162
OG0001083	ASTMX10427	DANRE03313
OG0001083	ASTMX17603	DANRE06572
OG0001083	ASTMX08493	DANRE11816, DANRE11815
OG0001084	ASTMX13267	DANRE21390
OG0001084	ASTMX13269	DANRE21391
OG0001084	ASTMX21978, ASTMX16214	DANRE28176, DANRE28177
OG0001085	ASTMX04023	DANRE39750, DANRE39751
OG0001085	ASTMX22544	DANRE02426
OG0001085	ASTMX08536	DANRE30868, DANRE30869
OG0001085	ASTMX05559	DANRE02298, DANRE02297, DANRE02296
OG0001086	ASTMX17217	DANRE07854, DANRE07855, DANRE07853
OG0001086	ASTMX13682	DANRE34443
OG0001086	ASTMX15645	DANRE18052, DANRE18053
OG0001086	ASTMX04708	DANRE06661
OG0001086	ASTMX12542	DANRE34442, DANRE34441, DANRE34444
OG0001088	ASTMX01346	DANRE12098
OG0001088	ASTMX13182	DANRE33509
OG0001089	ASTMX11862	DANRE07983, DANRE07984
OG0001089	ASTMX12798	DANRE34147, DANRE34146
OG0001089	ASTMX07940	DANRE24397, DANRE24398, DANRE24396, DANRE24395
OG0001089	ASTMX13996	DANRE01127, DANRE01126
OG0001090	ASTMX12686	DANRE35590, DANRE23405, DANRE04613, DANRE35589
OG0001091	ASTMX04144	DANRE16115
OG0001091	ASTMX08666	DANRE41479
OG0001091	ASTMX21338	DANRE03250
OG0001091	ASTMX12021	DANRE14908, DANRE14909
OG0001091	ASTMX12020	DANRE14907
OG0001091	ASTMX08667	DANRE41478
OG0001092	ASTMX13973	DANRE01084, DANRE01083
OG0001092	ASTMX01637	DANRE15919, DANRE15921, DANRE15920
OG0001092	ASTMX11224	DANRE01082, DANRE15922
OG0001093	ASTMX12014	DANRE14894, DANRE14893
OG0001093	ASTMX12657	DANRE03347
OG0001093	ASTMX16037	DANRE29218, DANRE29217
OG0001093	ASTMX04141	DANRE16120
OG0001093	ASTMX08672	DANRE41468, DANRE41467, DANRE41466
OG0001094	ASTMX20728	DANRE10894
OG0001094	ASTMX11817	DANRE06835
OG0001094	ASTMX22892	DANRE05547
OG0001095	ASTMX01042	DANRE37105, DANRE37106
OG0001095	ASTMX06668, ASTMX10417	DANRE21368, DANRE21367
OG0001095	ASTMX04271	DANRE14978
OG0001096	ASTMX18205	DANRE36317
OG0001096	ASTMX09790	DANRE41555, DANRE41553, DANRE41554
OG0001097	ASTMX08081	DANRE20703, DANRE19071
OG0001101	ASTMX17108	DANRE40760
OG0001101	ASTMX18645	DANRE43023, DANRE43024
OG0001101	ASTMX05377	DANRE02373
OG0001101	ASTMX14058	DANRE40530, DANRE40528, DANRE40529
OG0001101	ASTMX23013	DANRE02372
OG0001102	ASTMX10946	DANRE05135
OG0001102	ASTMX06585	DANRE05287, DANRE05288
OG0001103	ASTMX01362	DANRE12024
OG0001103	ASTMX07925	DANRE24316, DANRE24315, DANRE24314
OG0001104	ASTMX04326	DANRE15094
OG0001104	ASTMX19128	DANRE18450, DANRE18449, DANRE18448
OG0001105	ASTMX16452	DANRE03125
OG0001106	ASTMX12402	DANRE37557
OG0001106	ASTMX00435	DANRE26118, DANRE26117, DANRE26119
OG0001107	ASTMX07154	DANRE42252, DANRE00876
OG0001107	ASTMX07155	DANRE01942, DANRE01943
OG0001107	ASTMX18532	DANRE00878, DANRE00877
OG0001107	ASTMX08783	DANRE06921
OG0001107	ASTMX07277	DANRE16573, DANRE16574
OG0001107	ASTMX12968	DANRE42251, DANRE42250
OG0001108	ASTMX10776	DANRE36536, DANRE36537, DANRE22561, DANRE22563
OG0001108	ASTMX02283	DANRE07648, DANRE07647, DANRE07649, DANRE07646, DANRE07645
OG0001109	ASTMX22098	DANRE30375, DANRE30374
OG0001109	ASTMX20867	DANRE05998, DANRE05997, DANRE05996
OG0001110	ASTMX19998, ASTMX20209	DANRE26726, DANRE26727, DANRE24537, DANRE24538
OG0001110	ASTMX10366, ASTMX18902	DANRE39856, DANRE19108
OG0001110	ASTMX13352	DANRE39854, DANRE39855
OG0001112	ASTMX08753	DANRE36239
OG0001112	ASTMX12056	DANRE41400, DANRE15335, DANRE15332
OG0001112	ASTMX04106	DANRE20480, DANRE20481, DANRE15539, DANRE15538
OG0001113	ASTMX19887	DANRE29306
OG0001113	ASTMX17682	DANRE13286
OG0001113	ASTMX17433	DANRE36120
OG0001114	ASTMX20168	DANRE12192, DANRE12194
OG0001114	ASTMX05200	DANRE25899
OG0001114	ASTMX10656	DANRE10621, DANRE10620, DANRE10623, DANRE10622
OG0001115	ASTMX22571	DANRE20671
OG0001115	ASTMX01777	DANRE40340
OG0001115	ASTMX14280	DANRE01643
OG0001115	ASTMX15784	DANRE24999
OG0001115	ASTMX16079	DANRE31371
OG0001116	ASTMX16860	DANRE42044, DANRE42046, DANRE42047
OG0001116	ASTMX18344	DANRE26874
OG0001117	ASTMX13101	DANRE26679
OG0001117	ASTMX11968	DANRE24503
OG0001117	ASTMX06395	DANRE22781
OG0001118	ASTMX16590	DANRE39327
OG0001118	ASTMX07119	DANRE31005
OG0001118	ASTMX16591	DANRE31007, DANRE31006, DANRE31008
OG0001119	ASTMX21339, ASTMX20001	DANRE04501
OG0001119	ASTMX11748	DANRE38793, DANRE38795, DANRE38796, DANRE38794
OG0001120	ASTMX04101	DANRE20475
OG0001120	ASTMX08003	DANRE06618, DANRE06617
OG0001120	ASTMX10732	DANRE35418
OG0001120	ASTMX16697	DANRE42918, DANRE42917
OG0001120	ASTMX08805	DANRE06970, DANRE06969, DANRE06968, DANRE06971
OG0001121	ASTMX15268	DANRE05588, DANRE05587
OG0001121	ASTMX07286	DANRE16589
OG0001123	ASTMX11965	DANRE23983
OG0001123	ASTMX03333	DANRE34793, DANRE34794
OG0001124	ASTMX11649	DANRE03040
OG0001124	ASTMX21249	DANRE01476
OG0001126	ASTMX02684	DANRE37911
OG0001126	ASTMX15843	DANRE02473
OG0001127	ASTMX12680	DANRE41783, DANRE41782
OG0001127	ASTMX16751	DANRE15362, DANRE15363
OG0001127	ASTMX02660, ASTMX13770	DANRE27928, DANRE27929, DANRE27930, DANRE27931
OG0001128	ASTMX18460	DANRE11570
OG0001128	ASTMX16489	DANRE11571
OG0001128	ASTMX06330	DANRE13253, DANRE13252
OG0001128	ASTMX08219	DANRE00033
OG0001128	ASTMX03840	DANRE18370, DANRE18369, DANRE18368, DANRE18366, DANRE18367
OG0001129	ASTMX10908	DANRE12805
OG0001129	ASTMX12420	DANRE38100
OG0001129	ASTMX13922	DANRE10144
OG0001129	ASTMX09711	DANRE09107
OG0001130	ASTMX10575	DANRE00191, DANRE00192
OG0001131	ASTMX07608	DANRE35573, DANRE35575, DANRE35574, DANRE05263, DANRE05262
OG0001131	ASTMX14403	DANRE11143
OG0001131	ASTMX04858	DANRE17459
OG0001132	ASTMX10021	DANRE00495, DANRE00494, DANRE00496
OG0001133	ASTMX13789	DANRE14565
OG0001133	ASTMX12861	DANRE00326, DANRE00325
OG0001134	ASTMX21574	DANRE30384
OG0001134	ASTMX07671	DANRE03544, DANRE03543
OG0001135	ASTMX15353	DANRE15167, DANRE15168
OG0001135	ASTMX19619	DANRE15171, DANRE15169, DANRE15170, DANRE03694
OG0001135	ASTMX18867	DANRE28908, DANRE28907
OG0001136	ASTMX03984	DANRE40170, DANRE40169
OG0001136	ASTMX03125	DANRE26964, DANRE26965
OG0001136	ASTMX00617, ASTMX01730	DANRE39095, DANRE39094
OG0001137	ASTMX12515	DANRE34399
OG0001137	ASTMX16194	DANRE07711, DANRE07714, DANRE07715, DANRE07713, DANRE07712, DANRE07710
OG0001138	ASTMX18696, ASTMX18698	DANRE23035, DANRE23036, DANRE36919, DANRE36920
OG0001138	ASTMX13761	DANRE38760, DANRE38759
OG0001138	ASTMX15448	DANRE27896, DANRE27895, DANRE27897
OG0001138	ASTMX17720	DANRE42085
OG0001139	ASTMX08590	DANRE16147, DANRE16148
OG0001139	ASTMX02193	DANRE25097
OG0001139	ASTMX16174	DANRE30941, DANRE30942
OG0001140	ASTMX00871	DANRE14735, DANRE14736
OG0001140	ASTMX01335	DANRE12076, DANRE12078
OG0001141	ASTMX18850	DANRE41144, DANRE41143, DANRE41145
OG0001141	ASTMX15737	DANRE34924, DANRE34925
OG0001142	ASTMX06998	DANRE38005, DANRE38003
OG0001143	ASTMX05178	DANRE25849
OG0001143	ASTMX19786	DANRE30754, DANRE30755
OG0001143	ASTMX21932	DANRE13212
OG0001143	ASTMX06862	DANRE09922
OG0001144	ASTMX11062	DANRE23119, DANRE23118
OG0001144	ASTMX09403	DANRE36574, DANRE36575, DANRE36573
OG0001144	ASTMX17694	DANRE41447
OG0001144	ASTMX19825	DANRE14316, DANRE14317
OG0001146	ASTMX16476	DANRE36295, DANRE36291, DANRE36297, DANRE36294
OG0001146	ASTMX05676	DANRE41104, DANRE41105
OG0001146	ASTMX10477, ASTMX20223	DANRE33875, DANRE33874
OG0001148	ASTMX07421	DANRE15191, DANRE15190, DANRE15189
OG0001149	ASTMX19645	DANRE14289, DANRE14290, DANRE14288
OG0001149	ASTMX17794	DANRE43370, DANRE43369
OG0001150	ASTMX12204	DANRE20374, DANRE20373
OG0001155	ASTMX05916	DANRE00096
OG0001155	ASTMX05884	DANRE07922
OG0001156	ASTMX06046	DANRE36530
OG0001156	ASTMX21567	DANRE22268
OG0001156	ASTMX13224	DANRE29205, DANRE29204
OG0001156	ASTMX10835, ASTMX00559	DANRE42727, DANRE42726
OG0001158	ASTMX02087	DANRE36872
OG0001158	ASTMX12628	DANRE23963, DANRE23962
OG0001159	ASTMX04571	DANRE05470
OG0001159	ASTMX16858	DANRE10627
OG0001160	ASTMX03036	DANRE31338
OG0001160	ASTMX02042	DANRE39872
OG0001160	ASTMX09272	DANRE20664, DANRE20663
OG0001161	ASTMX19392	DANRE38331, DANRE38329, DANRE38330, DANRE25997
OG0001161	ASTMX10567	DANRE00207, DANRE00210, DANRE00209
OG0001162	ASTMX14904	DANRE08007, DANRE08006, DANRE08008, DANRE08009
OG0001162	ASTMX06131	DANRE19831, DANRE19828, DANRE19830, DANRE19829
OG0001162	ASTMX00151	DANRE42512, DANRE42511
OG0001162	ASTMX17408	DANRE43065
OG0001163	ASTMX13397	DANRE04351
OG0001163	ASTMX06626	DANRE05359
OG0001164	ASTMX15332	DANRE00549, DANRE00552, DANRE00551
OG0001165	ASTMX13025	DANRE18768
OG0001165	ASTMX00124	DANRE42434, DANRE42435, DANRE42433
OG0001166	ASTMX14476	DANRE09039, DANRE09040
OG0001166	ASTMX21070	DANRE30842, DANRE30843, DANRE30844, DANRE30841
OG0001166	ASTMX15099, ASTMX16555	DANRE11857
OG0001166	ASTMX04635	DANRE06281
OG0001167	ASTMX18844, ASTMX18845	DANRE11150
OG0001167	ASTMX07609	DANRE05260, DANRE05261
OG0001168	ASTMX12263	DANRE14763, DANRE14762
OG0001168	ASTMX06712	DANRE01592, DANRE09690, DANRE09691
OG0001168	ASTMX05338	DANRE01594, DANRE01593
OG0001168	ASTMX22562	DANRE25534, DANRE25535
OG0001169	ASTMX19435	DANRE28707
OG0001169	ASTMX04343	DANRE08936, DANRE08937
OG0001170	ASTMX20679	DANRE07719, DANRE07718
OG0001170	ASTMX10709	DANRE33792, DANRE33791
OG0001170	ASTMX11045, ASTMX11046	DANRE23256, DANRE23257
OG0001171	ASTMX06140	DANRE24329
OG0001171	ASTMX11035	DANRE23281
OG0001171	ASTMX09871	DANRE14514, DANRE14513
OG0001171	ASTMX18404	DANRE09798, DANRE09799
OG0001171	ASTMX03436	DANRE22398, DANRE22399, DANRE22400
OG0001172	ASTMX02640	DANRE28103, DANRE23854
OG0001172	ASTMX12998	DANRE42209
OG0001172	ASTMX05444	DANRE35704
OG0001172	ASTMX13620	DANRE41740
OG0001172	ASTMX07385	DANRE29561
OG0001173	ASTMX06808	DANRE09871, DANRE09870
OG0001174	ASTMX00942	DANRE36611
OG0001175	ASTMX15626	DANRE40566, DANRE40568, DANRE40567
OG0001175	ASTMX17938	DANRE40616, DANRE40615
OG0001175	ASTMX10319	DANRE00572
OG0001176	ASTMX21031, ASTMX00469	DANRE38313
OG0001176	ASTMX18559	DANRE14113
OG0001176	ASTMX10559	DANRE00258
OG0001176	ASTMX01481	DANRE03914
OG0001176	ASTMX13540	DANRE05037, DANRE05038
OG0001177	ASTMX14125	DANRE26390, DANRE26389
OG0001177	ASTMX15939	DANRE40862, DANRE40864, DANRE40863
OG0001178	ASTMX12781	DANRE17522, DANRE17523
OG0001178	ASTMX00134, ASTMX00554	DANRE42414, DANRE42416, DANRE42415
OG0001179	ASTMX12400	DANRE39019
OG0001179	ASTMX07456	DANRE37036, DANRE37035
OG0001180	ASTMX12027	DANRE14996, DANRE14995
OG0001180	ASTMX19199	DANRE10618, DANRE10617
OG0001180	ASTMX09020	DANRE12888
OG0001181	ASTMX18946	DANRE23910, DANRE23911
OG0001181	ASTMX06446	DANRE26674, DANRE26675
OG0001181	ASTMX17051	DANRE03474
OG0001181	ASTMX17260	DANRE29972, DANRE29971
OG0001182	ASTMX12103	DANRE05777
OG0001182	ASTMX13653	DANRE10680, DANRE43038
OG0001182	ASTMX19714	DANRE33939
OG0001182	ASTMX07068, ASTMX07067	DANRE12316
OG0001183	ASTMX19735	DANRE29477, DANRE29478, DANRE29479, DANRE29476, DANRE29483, DANRE29481, DANRE29482, DANRE29480
OG0001183	ASTMX17804	DANRE24697
OG0001184	ASTMX19302	DANRE14296
OG0001184	ASTMX00228	DANRE38448
OG0001185	ASTMX07482	DANRE10091, DANRE10087, DANRE10090, DANRE10088, DANRE10089
OG0001185	ASTMX10936	DANRE05149, DANRE05150
OG0001186	ASTMX18547	DANRE26898, DANRE26897
OG0001186	ASTMX02567	DANRE26189
OG0001186	ASTMX13845	DANRE39141
OG0001187	ASTMX10749	DANRE02200
OG0001188	ASTMX10472	DANRE20180, DANRE20181, DANRE37779
OG0001188	ASTMX16516	DANRE37780
OG0001188	ASTMX05803	DANRE05645
OG0001188	ASTMX14514	DANRE02573
OG0001188	ASTMX03224	DANRE11351, DANRE11352
OG0001189	ASTMX06692	DANRE22507
OG0001189	ASTMX04816	DANRE23239, DANRE23238
OG0001189	ASTMX13413	DANRE18126
OG0001190	ASTMX11323	DANRE11385, DANRE11386
OG0001190	ASTMX13686	DANRE02521, DANRE02522
OG0001190	ASTMX05267	DANRE22917, DANRE22916, DANRE22915
OG0001191	ASTMX17768	DANRE41174
OG0001191	ASTMX05237	DANRE11828, DANRE11011, DANRE11829
OG0001191	ASTMX10430	DANRE03309, DANRE03310
OG0001191	ASTMX15730	DANRE06571
OG0001192	ASTMX16386	DANRE11992
OG0001196	ASTMX11519	DANRE14067, DANRE14066
OG0001196	ASTMX11174	DANRE34121, DANRE34124, DANRE34123, DANRE34122
OG0001196	ASTMX02339	DANRE08119, DANRE08109, DANRE08110, DANRE08111, DANRE08114, DANRE08117, DANRE08118, DANRE08116, DANRE08115, DANRE08113, DANRE08112
OG0001197	ASTMX03942	DANRE19964, DANRE19965
OG0001197	ASTMX01914	DANRE09525
OG0001197	ASTMX20138	DANRE42674
OG0001198	ASTMX02424	DANRE21730
OG0001198	ASTMX06547	DANRE27839
OG0001198	ASTMX02630	DANRE12408
OG0001199	ASTMX03290	DANRE11652, DANRE11653
OG0001199	ASTMX03812	DANRE18330, DANRE18331
OG0001200	ASTMX11139	DANRE18025, DANRE18026
OG0001201	ASTMX07237	DANRE12519
OG0001201	ASTMX15800	DANRE22352, DANRE22354
OG0001201	ASTMX18361	DANRE24906
OG0001201	ASTMX18598	DANRE22353
OG0001203	ASTMX14697	DANRE06831, DANRE06833, DANRE06834, DANRE05649
OG0001203	ASTMX11816	DANRE06832
OG0001203	ASTMX05804	DANRE05648, DANRE05647
OG0001203	ASTMX02785, ASTMX14698	DANRE04646, DANRE04647
OG0001204	ASTMX05907	DANRE00077
OG0001204	ASTMX05878	DANRE07914, DANRE07913
OG0001204	ASTMX12225	DANRE20317, DANRE20315, DANRE20314
OG0001205	ASTMX13657	DANRE10682
OG0001205	ASTMX01662	DANRE15947
OG0001205	ASTMX03694	DANRE08524, DANRE00853
OG0001205	ASTMX01184	DANRE06430
OG0001207	ASTMX15583	DANRE42063
OG0001207	ASTMX07379	DANRE29571
OG0001207	ASTMX05452	DANRE35692
OG0001208	ASTMX00484	DANRE35541
OG0001208	ASTMX08670	DANRE41476, DANRE41472, DANRE41473
OG0001208	ASTMX06752	DANRE09739, DANRE09738
OG0001210	ASTMX01254	DANRE18802, DANRE18801, DANRE18800
OG0001210	ASTMX10342	DANRE26759
OG0001211	ASTMX18975	DANRE02626, DANRE02625
OG0001211	ASTMX16242	DANRE41666
OG0001212	ASTMX22528	DANRE04861, DANRE04863, DANRE04862
