Orthogroup	ASTMX	BRAFL
OG0000516	ASTMX01654, ASTMX13984, ASTMX12362	bflo_04958, bflo_04964, bflo_04978, bflo_04972, bflo_04974, bflo_04979, bflo_04981, bflo_04962, bflo_04969, bflo_04966, bflo_04961, bflo_04983, bflo_04986, bflo_04976, bflo_04732, bflo_03764, bflo_22939, bflo_13085
OG0000516	ASTMX20641	bflo_13506
OG0000517	ASTMX09398, ASTMX10775, ASTMX13252, ASTMX18055, ASTMX22426, ASTMX13873	bflo_02363, bflo_03618
OG0000519	ASTMX13209, ASTMX05997	bflo_04746, bflo_19841
OG0000521	ASTMX12513, ASTMX04599, ASTMX14516, ASTMX14141, ASTMX03940, ASTMX02711	bflo_10380
OG0000522	ASTMX19564, ASTMX01611	bflo_10022, bflo_10021
OG0000523	ASTMX14292, ASTMX12401	bflo_05805
OG0000524	ASTMX13403, ASTMX02748	bflo_07612
OG0000525	ASTMX22715, ASTMX10039, ASTMX12399	bflo_16581
OG0000525	ASTMX17740, ASTMX22684, ASTMX02688, ASTMX11391	bflo_22957
OG0000526	ASTMX04211, ASTMX04131	bflo_03466, bflo_05443, bflo_05444, bflo_21568, bflo_09245, bflo_14836, bflo_08760, bflo_15247, bflo_13787, bflo_26442, bflo_00822, bflo_00641, bflo_26490, bflo_00115, bflo_21914, bflo_03791, bflo_21569
OG0000527	ASTMX21736, ASTMX22367, ASTMX02383, ASTMX14201, ASTMX19141	bflo_01262
OG0000528	ASTMX18461, ASTMX02315, ASTMX10467, ASTMX20121	bflo_07977
OG0000529	ASTMX11508, ASTMX07444, ASTMX17776, ASTMX00725	bflo_24350
OG0000530	ASTMX03176, ASTMX02906, ASTMX17387, ASTMX07408, ASTMX19455	bflo_25160
OG0000531	ASTMX15871, ASTMX06454, ASTMX20431, ASTMX05437	bflo_00390
OG0000532	ASTMX01302, ASTMX15057	bflo_17770
OG0000533	ASTMX16723	bflo_20601, bflo_11898
OG0000534	ASTMX08654, ASTMX15015, ASTMX16887, ASTMX17809, ASTMX14095	bflo_19475
OG0000535	ASTMX07978, ASTMX01946, ASTMX20355, ASTMX22489	bflo_23349
OG0000537	ASTMX02700, ASTMX00178, ASTMX15548, ASTMX22237	bflo_21616
OG0000537	ASTMX15547, ASTMX02699, ASTMX00179	bflo_21615
OG0000539	ASTMX18298, ASTMX11895	bflo_11764, bflo_18430, bflo_04586, bflo_01715, bflo_09848, bflo_04616, bflo_10638, bflo_10636, bflo_19528
OG0000540	ASTMX20622, ASTMX08053, ASTMX10282, ASTMX17477, ASTMX20569, ASTMX11992, ASTMX08565, ASTMX06601, ASTMX18502, ASTMX17476, ASTMX07387, ASTMX17150, ASTMX12690, ASTMX05290, ASTMX07380	bflo_00156, bflo_00167, bflo_00147, bflo_00174, bflo_00178, bflo_00136, bflo_26475, bflo_00126, bflo_26547, bflo_26513, bflo_00098, bflo_26502, bflo_26564, bflo_26524, bflo_26482
OG0000542	ASTMX04273	bflo_00805
OG0000544	ASTMX11235, ASTMX03698, ASTMX08268	bflo_14131
OG0000544	ASTMX06964, ASTMX06963	bflo_07969
OG0000544	ASTMX02823, ASTMX10067	bflo_25327
OG0000545	ASTMX10987	bflo_18231
OG0000545	ASTMX08452, ASTMX01683, ASTMX12544, ASTMX08514, ASTMX06310	bflo_12226
OG0000546	ASTMX04133, ASTMX22988, ASTMX21232, ASTMX02230	bflo_22147
OG0000547	ASTMX00797, ASTMX00796, ASTMX04032, ASTMX00795	bflo_19336
OG0000548	ASTMX20814, ASTMX19774, ASTMX15937, ASTMX10502	bflo_09374
OG0000548	ASTMX10235	bflo_10945
OG0000548	ASTMX16625, ASTMX05347	bflo_11390
OG0000550	ASTMX00672, ASTMX00670, ASTMX00669, ASTMX00673	bflo_20434, bflo_02305, bflo_02304
OG0000551	ASTMX02105	bflo_12938, bflo_07425, bflo_12554
OG0000552	ASTMX21676	bflo_07608
OG0000553	ASTMX17368, ASTMX03487, ASTMX06718	bflo_01191
OG0000553	ASTMX14321, ASTMX21466, ASTMX11677	bflo_23301
OG0000554	ASTMX07583	bflo_10796
OG0000554	ASTMX22268	bflo_02002
OG0000560	ASTMX10434, ASTMX12293	bflo_21065, bflo_17516, bflo_25084, bflo_24948, bflo_24301, bflo_25087, bflo_24121, bflo_24472, bflo_25015
OG0000561	ASTMX19650	bflo_08446, bflo_27388, bflo_22174
OG0000561	ASTMX12281, ASTMX09747, ASTMX04726	bflo_22164
OG0000562	ASTMX02939	bflo_01967
OG0000562	ASTMX18239, ASTMX07420	bflo_12589, bflo_27046
OG0000564	ASTMX10683, ASTMX04443, ASTMX18629, ASTMX04222, ASTMX15637	bflo_12710
OG0000564	ASTMX13514, ASTMX14790, ASTMX21125	bflo_11709
OG0000565	ASTMX06713	bflo_23423, bflo_00721, bflo_21031, bflo_25370, bflo_12816, bflo_06157, bflo_02938, bflo_02291
OG0000566	ASTMX09638	bflo_04927
OG0000567	ASTMX07889, ASTMX10650	bflo_12747, bflo_00564
OG0000567	ASTMX02913	bflo_26349, bflo_16510
OG0000570	ASTMX10311, ASTMX21575, ASTMX01487, ASTMX14282	bflo_05300, bflo_11340
OG0000572	ASTMX14415, ASTMX08526	bflo_05895
OG0000572	ASTMX09438, ASTMX05246	bflo_23930
OG0000573	ASTMX11352, ASTMX15555, ASTMX04860, ASTMX18772, ASTMX02110	bflo_24510
OG0000573	ASTMX02201	bflo_06124
OG0000574	ASTMX11657	bflo_23738
OG0000574	ASTMX08559	bflo_15787
OG0000575	ASTMX18324, ASTMX05900, ASTMX10924, ASTMX11741, ASTMX07926, ASTMX05390, ASTMX08403	bflo_22268
OG0000576	ASTMX02752	bflo_00644
OG0000579	ASTMX19442, ASTMX10867, ASTMX05568, ASTMX19217, ASTMX02063, ASTMX06365	bflo_12221
OG0000580	ASTMX08882	bflo_01833
OG0000580	ASTMX14484	bflo_03722
OG0000581	ASTMX10825	bflo_17912
OG0000581	ASTMX10599, ASTMX16863, ASTMX10824, ASTMX04580	bflo_13400
OG0000581	ASTMX10823	bflo_15589
OG0000582	ASTMX11411, ASTMX20610, ASTMX13349, ASTMX13077, ASTMX01858, ASTMX10152	bflo_16708
OG0000584	ASTMX03102, ASTMX07415, ASTMX15596, ASTMX18904	bflo_25906, bflo_25368, bflo_25269
OG0000585	ASTMX10753, ASTMX02113, ASTMX17466, ASTMX08311, ASTMX20178, ASTMX01009	bflo_12167
OG0000586	ASTMX16567	bflo_03607
OG0000587	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880	bflo_22172
OG0000587	ASTMX13819	bflo_21539
OG0000588	ASTMX14157, ASTMX18468, ASTMX06494, ASTMX10386, ASTMX19382	bflo_25659
OG0000588	ASTMX03016	bflo_18379
OG0000589	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370, ASTMX02599, ASTMX02002, ASTMX18733, ASTMX08294, ASTMX08295, ASTMX08296	bflo_16480, bflo_24537
OG0000590	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496	bflo_02465
OG0000590	ASTMX11935, ASTMX00513	bflo_13755
OG0000591	ASTMX04992, ASTMX12325	bflo_23823, bflo_04558
OG0000591	ASTMX09194	bflo_22417
OG0000592	ASTMX01208	bflo_18186
OG0000592	ASTMX00581, ASTMX20394	bflo_18254, bflo_09136
OG0000593	ASTMX11066, ASTMX07725, ASTMX21954, ASTMX04864	bflo_23756
OG0000593	ASTMX09942, ASTMX00591, ASTMX02549, ASTMX05477, ASTMX19749	bflo_12794
OG0000594	ASTMX10755, ASTMX00628	bflo_12009, bflo_11236
OG0000597	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757	bflo_20762, bflo_20033
OG0000597	ASTMX00247, ASTMX15148, ASTMX16916	bflo_08218
OG0000600	ASTMX20647	bflo_17336
OG0000601	ASTMX20990, ASTMX07640, ASTMX07641, ASTMX07642, ASTMX05034, ASTMX05939	bflo_23194, bflo_02476, bflo_02479
OG0000602	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681	bflo_21292
OG0000602	ASTMX15541, ASTMX07893, ASTMX11827, ASTMX00030, ASTMX18680	bflo_21257
OG0000603	ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202	bflo_04842
OG0000604	ASTMX20952, ASTMX03236, ASTMX19938, ASTMX03235, ASTMX11005, ASTMX17547, ASTMX19569, ASTMX12146, ASTMX03234, ASTMX19571, ASTMX20953, ASTMX20951, ASTMX19937, ASTMX21867, ASTMX19572, ASTMX20954	bflo_14466
OG0000607	ASTMX02194, ASTMX15507, ASTMX16125, ASTMX15313	bflo_03955
OG0000609	ASTMX09487	bflo_06226
OG0000609	ASTMX19499, ASTMX00147, ASTMX19500	bflo_10430, bflo_12331, bflo_11801, bflo_12180, bflo_10255, bflo_10429
OG0000609	ASTMX13250	bflo_02450
OG0000609	ASTMX05358	bflo_25757, bflo_26350
OG0000610	ASTMX09076, ASTMX07077, ASTMX09077	bflo_06848
OG0000610	ASTMX03105, ASTMX08602	bflo_16219
OG0000611	ASTMX07157, ASTMX09331, ASTMX05615	bflo_14598
OG0000611	ASTMX12827	bflo_13769
OG0000612	ASTMX09692, ASTMX18860, ASTMX09749	bflo_08808
OG0000612	ASTMX15804	bflo_13076
OG0000613	ASTMX01217, ASTMX05307, ASTMX07479, ASTMX16319	bflo_01058
OG0000613	ASTMX03360	bflo_06280
OG0000614	ASTMX11010	bflo_05248, bflo_12534, bflo_23560
OG0000615	ASTMX21454, ASTMX20753	bflo_21223
OG0000616	ASTMX16225	bflo_16048
OG0000617	ASTMX00627	bflo_11487
OG0000619	ASTMX11692, ASTMX15038	bflo_22484
OG0000620	ASTMX19268, ASTMX02620	bflo_22429, bflo_05409
OG0000621	ASTMX01766	bflo_23720
OG0000621	ASTMX12194, ASTMX07935	bflo_04514
OG0000623	ASTMX07600	bflo_05993
OG0000623	ASTMX07831, ASTMX20139, ASTMX15503	bflo_18608, bflo_22702
OG0000624	ASTMX13226, ASTMX19412, ASTMX08664	bflo_18705
OG0000625	ASTMX11301, ASTMX11304, ASTMX11302, ASTMX16523, ASTMX16522, ASTMX11303, ASTMX14967, ASTMX11878	bflo_13602
OG0000626	ASTMX00847, ASTMX01224, ASTMX06433, ASTMX01759, ASTMX01760	bflo_01067
OG0000627	ASTMX02960, ASTMX07039, ASTMX06195	bflo_11148
OG0000628	ASTMX05782, ASTMX11840, ASTMX18687	bflo_04338
OG0000628	ASTMX03435, ASTMX03434, ASTMX12380, ASTMX18405, ASTMX15898	bflo_04756
OG0000629	ASTMX09268	bflo_19152, bflo_03279
OG0000629	ASTMX09266, ASTMX08860, ASTMX17914, ASTMX07251	bflo_03281
OG0000633	ASTMX11538	bflo_15810, bflo_05433, bflo_06357, bflo_06920, bflo_06887, bflo_06921, bflo_06972, bflo_07875, bflo_06813, bflo_06924, bflo_09159, bflo_21204, bflo_24198
OG0000634	ASTMX01056, ASTMX12422	bflo_23919
OG0000636	ASTMX16568, ASTMX15211, ASTMX02467, ASTMX01529, ASTMX19165, ASTMX14950	bflo_10717, bflo_05158
OG0000637	ASTMX21369	bflo_15987
OG0000637	ASTMX21579, ASTMX17434	bflo_13690
OG0000639	ASTMX07088, ASTMX03393	bflo_00204
OG0000639	ASTMX02657, ASTMX18519, ASTMX07469	bflo_13390
OG0000641	ASTMX22253, ASTMX00505, ASTMX10774, ASTMX10773, ASTMX09397, ASTMX00810, ASTMX22520	bflo_03831, bflo_26728, bflo_00901, bflo_00902
OG0000642	ASTMX01930, ASTMX01929, ASTMX17309, ASTMX04214, ASTMX12313	bflo_06990
OG0000643	ASTMX02318, ASTMX01314	bflo_25724
OG0000643	ASTMX20408, ASTMX05940, ASTMX03512	bflo_20210
OG0000645	ASTMX12833, ASTMX02606	bflo_13206
OG0000645	ASTMX18567, ASTMX05124	bflo_08017
OG0000646	ASTMX16478, ASTMX02676	bflo_24088
OG0000646	ASTMX07029, ASTMX07086, ASTMX20232	bflo_12788
OG0000647	ASTMX19826, ASTMX06640	bflo_10183
OG0000647	ASTMX12729, ASTMX12730	bflo_23085
OG0000648	ASTMX22428, ASTMX02643	bflo_12702
OG0000648	ASTMX15128, ASTMX02551	bflo_12700
OG0000649	ASTMX09392, ASTMX04774, ASTMX18484, ASTMX18485, ASTMX01888	bflo_19169, bflo_02204, bflo_23734
OG0000650	ASTMX12731, ASTMX05353, ASTMX08700, ASTMX08975, ASTMX20574, ASTMX08278, ASTMX16890, ASTMX00837, ASTMX13841	bflo_07845, bflo_02924
OG0000651	ASTMX17737, ASTMX05303, ASTMX08641	bflo_00909
OG0000652	ASTMX00762, ASTMX06378, ASTMX06377, ASTMX00760, ASTMX00761, ASTMX07128, ASTMX20824, ASTMX06369	bflo_12260
OG0000654	ASTMX13738, ASTMX11052, ASTMX19746, ASTMX10206, ASTMX17145, ASTMX00164	bflo_02577
OG0000657	ASTMX12483, ASTMX19401	bflo_05126
OG0000660	ASTMX00650, ASTMX17867	bflo_04466
OG0000660	ASTMX22390, ASTMX13764, ASTMX14506, ASTMX05874	bflo_18320
OG0000660	ASTMX20321	bflo_04617
OG0000662	ASTMX17885	bflo_09255
OG0000662	ASTMX16404, ASTMX12633, ASTMX19890, ASTMX07727	bflo_23849
OG0000664	ASTMX04014, ASTMX05721, ASTMX16074, ASTMX00707	bflo_11369
OG0000665	ASTMX00639, ASTMX14293, ASTMX19003, ASTMX12074, ASTMX09156, ASTMX14734, ASTMX03383	bflo_06772
OG0000666	ASTMX19047	bflo_11545
OG0000667	ASTMX20350, ASTMX23022, ASTMX21283	bflo_04093, bflo_25426
OG0000667	ASTMX23017	bflo_22846
OG0000670	ASTMX20785, ASTMX03449, ASTMX08812, ASTMX09574, ASTMX02280, ASTMX21360, ASTMX21701, ASTMX18201	bflo_21701
OG0000671	ASTMX06408, ASTMX19050, ASTMX20927, ASTMX00924, ASTMX01022, ASTMX16162, ASTMX15147	bflo_02233, bflo_02719
OG0000672	ASTMX06515, ASTMX05666	bflo_21591
OG0000672	ASTMX04882	bflo_18607
OG0000674	ASTMX09072, ASTMX11026	bflo_03109
OG0000674	ASTMX07263, ASTMX16632, ASTMX09005	bflo_09819
OG0000675	ASTMX11306	bflo_04950, bflo_08779, bflo_17155, bflo_17844, bflo_17299, bflo_04268
OG0000676	ASTMX00864, ASTMX18277	bflo_01208
OG0000676	ASTMX08754, ASTMX04107, ASTMX12053, ASTMX05384, ASTMX03141	bflo_21661
OG0000680	ASTMX04094, ASTMX17912, ASTMX07260	bflo_11480, bflo_11478, bflo_12784, bflo_11600, bflo_11950, bflo_11953, bflo_06681
OG0000680	ASTMX09412	bflo_06524, bflo_11051, bflo_11738
OG0000681	ASTMX16270, ASTMX14874, ASTMX04528, ASTMX09518	bflo_15452
OG0000681	ASTMX09258, ASTMX00394	bflo_09887
OG0000682	ASTMX11995, ASTMX12288, ASTMX10499, ASTMX07767	bflo_10546, bflo_10014
OG0000683	ASTMX00004, ASTMX04192	bflo_08553
OG0000683	ASTMX02366, ASTMX20098, ASTMX14160	bflo_25223
OG0000684	ASTMX02086, ASTMX02670, ASTMX17835, ASTMX13854	bflo_13113
OG0000685	ASTMX19743, ASTMX06302, ASTMX05561, ASTMX15879, ASTMX18992	bflo_08805
OG0000686	ASTMX05101, ASTMX19072	bflo_00607, bflo_04095, bflo_04081, bflo_04128, bflo_14458, bflo_27316, bflo_04130, bflo_04079, bflo_04078, bflo_04080, bflo_04108, bflo_25179, bflo_26179, bflo_26093, bflo_25541, bflo_09058, bflo_11986, bflo_25503, bflo_25504, bflo_13703, bflo_15338, bflo_12005, bflo_11942, bflo_12102, bflo_18972, bflo_04741, bflo_25922, bflo_06347, bflo_08793, bflo_12364, bflo_14690, bflo_14215, bflo_14503, bflo_14960, bflo_14506, bflo_21435, bflo_21436, bflo_14542, bflo_12237, bflo_11382, bflo_11926, bflo_11598, bflo_11948, bflo_25921
OG0000690	ASTMX00910, ASTMX12919	bflo_00919
OG0000690	ASTMX02690	bflo_17423
OG0000690	ASTMX17891, ASTMX22294	bflo_25725
OG0000691	ASTMX15518	bflo_13891
OG0000691	ASTMX17535, ASTMX19545, ASTMX15604, ASTMX00917, ASTMX18521	bflo_01480
OG0000692	ASTMX05795	bflo_25652
OG0000693	ASTMX01005, ASTMX05252, ASTMX09341, ASTMX22319, ASTMX13726, ASTMX10635	bflo_24457
OG0000693	ASTMX11362	bflo_15843
OG0000694	ASTMX03278, ASTMX14068, ASTMX09753, ASTMX09044	bflo_16417
OG0000695	ASTMX16491, ASTMX20005, ASTMX13926, ASTMX15636, ASTMX04364, ASTMX03944, ASTMX02716, ASTMX01311, ASTMX08058	bflo_15602, bflo_23371, bflo_00832, bflo_20412
OG0000696	ASTMX10247	bflo_01530
OG0000697	ASTMX20673, ASTMX15925, ASTMX22108, ASTMX19355, ASTMX01748, ASTMX13942, ASTMX09469	bflo_12428
OG0000698	ASTMX11812, ASTMX12891, ASTMX01360, ASTMX12890, ASTMX09372	bflo_11041
OG0000699	ASTMX16931, ASTMX12166	bflo_22458
OG0000700	ASTMX10307, ASTMX02187	bflo_03482
OG0000701	ASTMX20666, ASTMX10954, ASTMX11996, ASTMX15941	bflo_10548
OG0000702	ASTMX18168, ASTMX02447, ASTMX15168, ASTMX00641, ASTMX14288	bflo_12229
OG0000703	ASTMX02735, ASTMX03772, ASTMX19327	bflo_07565
OG0000705	ASTMX07195, ASTMX07146, ASTMX07194, ASTMX07193, ASTMX21013, ASTMX15889, ASTMX17551, ASTMX08378, ASTMX01770, ASTMX08876, ASTMX00794, ASTMX09026, ASTMX02406, ASTMX21950	bflo_03840
OG0000706	ASTMX06417, ASTMX00708	bflo_11940
OG0000708	ASTMX20485, ASTMX07401	bflo_25666
OG0000708	ASTMX01986, ASTMX04018	bflo_11530
OG0000709	ASTMX03927, ASTMX01587, ASTMX01677, ASTMX01678, ASTMX12944	bflo_24062
OG0000710	ASTMX11525, ASTMX00218	bflo_13156
OG0000711	ASTMX10859	bflo_03306
OG0000711	ASTMX02221, ASTMX06274	bflo_03574, bflo_02975
OG0000711	ASTMX00349, ASTMX10858	bflo_04395
OG0000712	ASTMX22569, ASTMX03963, ASTMX04673, ASTMX01123, ASTMX10729, ASTMX02260, ASTMX21387, ASTMX03749	bflo_26526, bflo_14133
OG0000713	ASTMX05607, ASTMX20151, ASTMX06165, ASTMX06166	bflo_21867, bflo_21513, bflo_02677
OG0000715	ASTMX14672, ASTMX18871, ASTMX22799, ASTMX19603, ASTMX07512, ASTMX20053, ASTMX05364	bflo_19456
OG0000716	ASTMX07959, ASTMX03833, ASTMX05778	bflo_18078
OG0000717	ASTMX00510	bflo_16636
OG0000718	ASTMX00156, ASTMX21497, ASTMX08739, ASTMX06759, ASTMX18042, ASTMX01851	bflo_19048
OG0000720	ASTMX08205, ASTMX06231	bflo_07282
OG0000721	ASTMX09355, ASTMX10626	bflo_20743
OG0000721	ASTMX01119, ASTMX09098, ASTMX11905, ASTMX16534	bflo_17766
OG0000722	ASTMX11006, ASTMX22801, ASTMX12541, ASTMX04707, ASTMX03237, ASTMX11068, ASTMX03598, ASTMX02154, ASTMX08313	bflo_12630, bflo_12642
OG0000723	ASTMX06370, ASTMX00757, ASTMX03618	bflo_16835, bflo_07774, bflo_07630, bflo_05135, bflo_22054
OG0000725	ASTMX17945, ASTMX15661, ASTMX11197	bflo_16019
OG0000726	ASTMX13772, ASTMX13000, ASTMX04188, ASTMX09401	bflo_19350
OG0000730	ASTMX20397, ASTMX07875, ASTMX13260	bflo_18664
OG0000730	ASTMX18548, ASTMX02642, ASTMX01674, ASTMX00160, ASTMX01043	bflo_18663
OG0000732	ASTMX04110, ASTMX08757, ASTMX08756	bflo_21787
OG0000732	ASTMX19433, ASTMX11592, ASTMX05482	bflo_25639
OG0000733	ASTMX13523, ASTMX10818, ASTMX05629, ASTMX01287	bflo_12810
OG0000733	ASTMX12275, ASTMX15113, ASTMX04231	bflo_07935
OG0000734	ASTMX19512, ASTMX21022, ASTMX19965, ASTMX01932, ASTMX22860	bflo_15574
OG0000735	ASTMX18670, ASTMX15914, ASTMX01829, ASTMX03219	bflo_01496
OG0000736	ASTMX19171	bflo_26430
OG0000736	ASTMX08660, ASTMX00487	bflo_00735
OG0000738	ASTMX10645	bflo_25128, bflo_24022
OG0000738	ASTMX09714, ASTMX09715	bflo_25060, bflo_24960, bflo_25061, bflo_25008, bflo_24685
OG0000740	ASTMX14537, ASTMX06828, ASTMX20426, ASTMX10405	bflo_19201
OG0000740	ASTMX12672, ASTMX03661	bflo_08713
OG0000743	ASTMX20693, ASTMX11433, ASTMX04870	bflo_23103
OG0000743	ASTMX03638, ASTMX04869, ASTMX21402	bflo_23390
OG0000744	ASTMX08430, ASTMX13118, ASTMX02655, ASTMX15516	bflo_07888, bflo_08706, bflo_13928
OG0000745	ASTMX10595	bflo_22342
OG0000746	ASTMX14203, ASTMX19139	bflo_16695, bflo_16866, bflo_16868, bflo_16812
OG0000748	ASTMX16043	bflo_00355
OG0000749	ASTMX16104, ASTMX05800, ASTMX02758	bflo_11190
OG0000750	ASTMX15609	bflo_24245, bflo_13122
OG0000751	ASTMX20516, ASTMX04152, ASTMX15696	bflo_19051, bflo_18792
OG0000751	ASTMX19712, ASTMX07901	bflo_08486
OG0000752	ASTMX12098	bflo_09173
OG0000752	ASTMX06480, ASTMX04128	bflo_25764
OG0000753	ASTMX22178, ASTMX21967	bflo_07197
OG0000753	ASTMX20031, ASTMX02344, ASTMX11178	bflo_21758
OG0000755	ASTMX12763, ASTMX09944, ASTMX09713, ASTMX10144	bflo_13054
OG0000756	ASTMX17607	bflo_24481, bflo_26484
OG0000756	ASTMX08072	bflo_23308, bflo_23505
OG0000757	ASTMX17086	bflo_20811
OG0000757	ASTMX05445	bflo_18826, bflo_04296
OG0000758	ASTMX19547, ASTMX16359, ASTMX11953, ASTMX19955, ASTMX17536, ASTMX07595	bflo_01097
OG0000759	ASTMX18116, ASTMX06445, ASTMX15465, ASTMX13612, ASTMX13613	bflo_02579, bflo_02659
OG0000760	ASTMX16638, ASTMX08318, ASTMX02096, ASTMX16846, ASTMX02097	bflo_11514
OG0000761	ASTMX04074, ASTMX18480, ASTMX02391	bflo_16367
OG0000762	ASTMX05730, ASTMX00651	bflo_02491, bflo_02535
OG0000763	ASTMX14556, ASTMX10316, ASTMX02051	bflo_06587
OG0000765	ASTMX18648, ASTMX05048	bflo_08626
OG0000766	ASTMX11015, ASTMX06840, ASTMX04918, ASTMX08201	bflo_05997
OG0000767	ASTMX03288, ASTMX02324, ASTMX18659, ASTMX03804	bflo_14537, bflo_17883
OG0000768	ASTMX07141, ASTMX00777, ASTMX22777, ASTMX20032	bflo_12288
OG0000772	ASTMX21784	bflo_08683
OG0000772	ASTMX06747	bflo_13063
OG0000774	ASTMX06458	bflo_25631
OG0000774	ASTMX12899	bflo_23899
OG0000774	ASTMX04044	bflo_11567
OG0000775	ASTMX08143	bflo_25667
OG0000775	ASTMX19025	bflo_18209, bflo_17805, bflo_18208, bflo_16771, bflo_00359, bflo_15150
OG0000777	ASTMX11385	bflo_23099
OG0000778	ASTMX18216, ASTMX05703	bflo_12322, bflo_00934
OG0000779	ASTMX03346	bflo_16829
OG0000779	ASTMX03437, ASTMX00687, ASTMX11032, ASTMX06141	bflo_05592
OG0000780	ASTMX01363	bflo_13962
OG0000780	ASTMX05871	bflo_25174
OG0000781	ASTMX01378	bflo_25793, bflo_17209, bflo_17450, bflo_17842
OG0000782	ASTMX19387, ASTMX06219, ASTMX00254	bflo_25636
OG0000784	ASTMX16655, ASTMX03185, ASTMX16934	bflo_22377, bflo_22425
OG0000784	ASTMX19363, ASTMX06706	bflo_26168, bflo_10268, bflo_09560
OG0000786	ASTMX08950	bflo_22842
OG0000786	ASTMX01793, ASTMX05538, ASTMX15702, ASTMX17407, ASTMX20594, ASTMX20593, ASTMX22132, ASTMX20592, ASTMX16013, ASTMX13074	bflo_21670
OG0000787	ASTMX18588, ASTMX20527, ASTMX20528, ASTMX03662, ASTMX06610, ASTMX03035	bflo_08501
OG0000788	ASTMX03595, ASTMX18586	bflo_03223
OG0000788	ASTMX05072, ASTMX10651, ASTMX11933, ASTMX02454	bflo_02988
OG0000789	ASTMX05744, ASTMX05742, ASTMX21288	bflo_09423, bflo_18363, bflo_11778, bflo_18440, bflo_18471
OG0000790	ASTMX22472	bflo_02731, bflo_14990, bflo_14815, bflo_12986, bflo_12988, bflo_13720, bflo_13722, bflo_14546, bflo_14501, bflo_19845, bflo_14720, bflo_14962, bflo_14502, bflo_14719, bflo_14901, bflo_15345, bflo_08027, bflo_05185, bflo_00279, bflo_10977, bflo_07988, bflo_17093, bflo_08059
OG0000791	ASTMX13100, ASTMX11966, ASTMX00979, ASTMX16746, ASTMX17098	bflo_18766
OG0000792	ASTMX01915	bflo_02568
OG0000792	ASTMX16348	bflo_20459
OG0000793	ASTMX14223, ASTMX10357, ASTMX01727, ASTMX02233, ASTMX02443, ASTMX05161, ASTMX20115	bflo_06217
OG0000795	ASTMX15720	bflo_15104
OG0000798	ASTMX21193, ASTMX11678, ASTMX10211	bflo_14240
OG0000799	ASTMX17390, ASTMX14818, ASTMX00307, ASTMX10072, ASTMX09971, ASTMX14456, ASTMX15426	bflo_10428
OG0000800	ASTMX14154, ASTMX10910, ASTMX21176, ASTMX21175, ASTMX03211	bflo_09025
OG0000801	ASTMX01728, ASTMX02234, ASTMX15089	bflo_08310
OG0000802	ASTMX06019, ASTMX21699, ASTMX11410, ASTMX02887, ASTMX04926, ASTMX14181, ASTMX13825, ASTMX08074, ASTMX21722, ASTMX16382, ASTMX05118, ASTMX11346	bflo_25821, bflo_26295
OG0000805	ASTMX10697, ASTMX13799, ASTMX19764, ASTMX17903, ASTMX12444, ASTMX09333, ASTMX07001, ASTMX16652	bflo_23872, bflo_23871, bflo_22595, bflo_22285, bflo_21225, bflo_22287, bflo_14885
OG0000809	ASTMX18076, ASTMX16871, ASTMX20241, ASTMX06550, ASTMX06551, ASTMX02419, ASTMX12066	bflo_25858
OG0000810	ASTMX22884, ASTMX14057	bflo_25756
OG0000810	ASTMX12714, ASTMX07516, ASTMX17120	bflo_00231
OG0000811	ASTMX16565	bflo_16577
OG0000813	ASTMX04213	bflo_07088
OG0000813	ASTMX12845, ASTMX17981	bflo_08447
OG0000814	ASTMX15594	bflo_04758
OG0000815	ASTMX05918	bflo_05473
OG0000815	ASTMX00181	bflo_21696
OG0000815	ASTMX08658	bflo_02427
OG0000816	ASTMX01604, ASTMX07613, ASTMX14361	bflo_18431
OG0000816	ASTMX03674, ASTMX12133	bflo_07555
OG0000817	ASTMX22057	bflo_00856
OG0000817	ASTMX12294	bflo_07439
OG0000817	ASTMX19659	bflo_18969
OG0000818	ASTMX12922, ASTMX22575, ASTMX07670, ASTMX01486, ASTMX09066	bflo_23425
OG0000819	ASTMX14488	bflo_10524
OG0000819	ASTMX05872, ASTMX12231	bflo_20956
OG0000820	ASTMX23035, ASTMX11792, ASTMX15475	bflo_18733
OG0000822	ASTMX12417	bflo_03526, bflo_03719, bflo_03555, bflo_03528
OG0000822	ASTMX10309	bflo_09872, bflo_09868
OG0000822	ASTMX03593	bflo_04733
OG0000824	ASTMX19096, ASTMX19094, ASTMX19092, ASTMX12217, ASTMX19091, ASTMX12216, ASTMX19095	bflo_13274
OG0000825	ASTMX14867, ASTMX09792	bflo_15210
OG0000825	ASTMX19849, ASTMX06289	bflo_08984, bflo_09151, bflo_09150
OG0000826	ASTMX19669	bflo_01977, bflo_13774
OG0000827	ASTMX03408, ASTMX03367	bflo_18876, bflo_03038, bflo_06200, bflo_05865, bflo_25409
OG0000828	ASTMX13643	bflo_07597
