Orthogroup	ASTMX	AMPFI_ok
OG0001308	ASTMX12136, ASTMX14880, ASTMX11270	AMPFI_00605, AMPFI_01794, AMPFI_03456
OG0001309	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053, ASTMX15510	AMPFI_12360
OG0001310	ASTMX09500	AMPFI_04482, AMPFI_16368
OG0001310	ASTMX19103, ASTMX15228, ASTMX19102	AMPFI_06804
OG0001311	ASTMX15821, ASTMX19766	AMPFI_12130
OG0001315	ASTMX16453, ASTMX21035, ASTMX07687, ASTMX17931	AMPFI_03331
OG0001316	ASTMX11105, ASTMX06180, ASTMX08793	AMPFI_11413
OG0001317	ASTMX07111	AMPFI_14996
OG0001317	ASTMX20575	AMPFI_02448
OG0001318	ASTMX01432	AMPFI_07561
OG0001318	ASTMX07560, ASTMX04187	AMPFI_11299
OG0001319	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136	AMPFI_11777
OG0001320	ASTMX02658	AMPFI_25009, AMPFI_10016
OG0001320	ASTMX12886, ASTMX12104	AMPFI_00452
OG0001321	ASTMX06232, ASTMX07920, ASTMX01880	AMPFI_00079
OG0001322	ASTMX01716, ASTMX07256	AMPFI_10344
OG0001322	ASTMX16188	AMPFI_23671
OG0001323	ASTMX20487, ASTMX03231, ASTMX03928, ASTMX19519, ASTMX04601	AMPFI_22091
OG0001324	ASTMX04156	AMPFI_20900, AMPFI_04734, AMPFI_24533
OG0001325	ASTMX19331	AMPFI_10346
OG0001326	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581	AMPFI_12886
OG0001327	ASTMX01100	AMPFI_08065
OG0001327	ASTMX18676, ASTMX05552	AMPFI_15522
OG0001329	ASTMX07142, ASTMX13340	AMPFI_21747
OG0001330	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195	AMPFI_05140
OG0001331	ASTMX11613	AMPFI_12424
OG0001332	ASTMX08248, ASTMX16970	AMPFI_20259
OG0001333	ASTMX05919, ASTMX07699	AMPFI_00843, AMPFI_13930
OG0001339	ASTMX08151	AMPFI_22596
OG0001339	ASTMX08150, ASTMX03817, ASTMX01194	AMPFI_08229, AMPFI_18290, AMPFI_13383, AMPFI_23908, AMPFI_16347, AMPFI_22494, AMPFI_15490
OG0001341	ASTMX04021, ASTMX18606	AMPFI_01027
OG0001344	ASTMX12839, ASTMX12838	AMPFI_22417
OG0001345	ASTMX17745	AMPFI_09770
OG0001348	ASTMX09799, ASTMX08553, ASTMX19294	AMPFI_00159
OG0001350	ASTMX06475	AMPFI_25832
OG0001351	ASTMX00127, ASTMX00552	AMPFI_22361
OG0001352	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804	AMPFI_15694, AMPFI_18452, AMPFI_22485
OG0001354	ASTMX15487, ASTMX02827, ASTMX19253	AMPFI_24004
OG0001355	ASTMX03894, ASTMX05031, ASTMX05922	AMPFI_14446
OG0001356	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094, ASTMX19357	AMPFI_01615
OG0001357	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930	AMPFI_24417
OG0001360	ASTMX19584	AMPFI_12400, AMPFI_23660
OG0001362	ASTMX11654	AMPFI_22273
OG0001362	ASTMX11652	AMPFI_09488
OG0001362	ASTMX20468	AMPFI_13811
OG0001363	ASTMX08285, ASTMX10326, ASTMX03420	AMPFI_00070, AMPFI_09800, AMPFI_08365
OG0001364	ASTMX17782, ASTMX06972, ASTMX17850	AMPFI_14823, AMPFI_11134
OG0001365	ASTMX00017, ASTMX18825, ASTMX17303	AMPFI_13985, AMPFI_25879, AMPFI_10449
OG0001366	ASTMX01928, ASTMX19346	AMPFI_17877
OG0001366	ASTMX02673	AMPFI_02545
OG0001367	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021	AMPFI_02161
OG0001368	ASTMX03257, ASTMX15096, ASTMX16548	AMPFI_11158
OG0001369	ASTMX00950, ASTMX16841, ASTMX05553, ASTMX14417	AMPFI_22208
OG0001370	ASTMX09028	AMPFI_06706
OG0001370	ASTMX12996	AMPFI_09461
OG0001371	ASTMX10538	AMPFI_10372, AMPFI_15938, AMPFI_12819
OG0001372	ASTMX06020	AMPFI_21335
OG0001373	ASTMX07702, ASTMX20451, ASTMX17338, ASTMX22761, ASTMX07731	AMPFI_00190
OG0001374	ASTMX18408, ASTMX04259, ASTMX21457	AMPFI_17974
OG0001375	ASTMX15348	AMPFI_00915
OG0001375	ASTMX12879, ASTMX05755, ASTMX08713	AMPFI_06104
OG0001376	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887	AMPFI_21697
OG0001378	ASTMX05115, ASTMX18038, ASTMX12590, ASTMX15728, ASTMX14012, ASTMX04632	AMPFI_15247
OG0001379	ASTMX03133, ASTMX08769, ASTMX08803, ASTMX08802, ASTMX03013, ASTMX03014	AMPFI_14320
OG0001380	ASTMX17025, ASTMX12187, ASTMX16524, ASTMX23050, ASTMX17026	AMPFI_08147
OG0001381	ASTMX02347, ASTMX05157, ASTMX14705, ASTMX10023, ASTMX03370	AMPFI_12006
OG0001382	ASTMX22770, ASTMX17021	AMPFI_12332
OG0001384	ASTMX02250, ASTMX07280	AMPFI_23681
OG0001386	ASTMX13567	AMPFI_07982
OG0001387	ASTMX14247, ASTMX08858	AMPFI_00234
OG0001388	ASTMX09590, ASTMX20153, ASTMX01154	AMPFI_08168, AMPFI_12817, AMPFI_11142, AMPFI_13636, AMPFI_00338
OG0001388	ASTMX17868	AMPFI_11567, AMPFI_07764, AMPFI_16897, AMPFI_02883
OG0001389	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746	AMPFI_05693, AMPFI_24952
OG0001394	ASTMX11802, ASTMX15905	AMPFI_09024
OG0001395	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549	AMPFI_24070
OG0001397	ASTMX08012, ASTMX19505	AMPFI_21706
OG0001397	ASTMX01488	AMPFI_17878, AMPFI_10775
OG0001399	ASTMX06124	AMPFI_07188
OG0001399	ASTMX11454, ASTMX00428	AMPFI_21935
OG0001400	ASTMX01461, ASTMX15365, ASTMX12046, ASTMX21798, ASTMX01897	AMPFI_24285
OG0001401	ASTMX22162	AMPFI_16893
OG0001402	ASTMX12851, ASTMX11974, ASTMX07328, ASTMX11686	AMPFI_26005
OG0001403	ASTMX21751, ASTMX11295, ASTMX18514, ASTMX13183	AMPFI_17230
OG0001404	ASTMX03622	AMPFI_18013
OG0001404	ASTMX05687	AMPFI_10794, AMPFI_03093
OG0001405	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520	AMPFI_15743
OG0001405	ASTMX21998	AMPFI_16561
OG0001406	ASTMX11154, ASTMX06992, ASTMX15717	AMPFI_09333
OG0001408	ASTMX08971, ASTMX19130, ASTMX19997, ASTMX18382, ASTMX18903, ASTMX19996	AMPFI_21365
OG0001410	ASTMX14683	AMPFI_02616
OG0001411	ASTMX12471	AMPFI_10031
OG0001412	ASTMX19015, ASTMX19014	AMPFI_08141
OG0001413	ASTMX19024	AMPFI_15619
OG0001414	ASTMX11571	AMPFI_02896
OG0001414	ASTMX02756	AMPFI_20423
OG0001416	ASTMX16935, ASTMX00724, ASTMX04812	AMPFI_14851
OG0001417	ASTMX15359, ASTMX02876	AMPFI_09940
OG0001418	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463	AMPFI_15591
OG0001419	ASTMX03238, ASTMX11069, ASTMX03239, ASTMX17546, ASTMX11003	AMPFI_25243, AMPFI_17376
OG0001421	ASTMX10787, ASTMX08122, ASTMX03810	AMPFI_22931
OG0001422	ASTMX17695, ASTMX01913	AMPFI_23699
OG0001423	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608	AMPFI_19050, AMPFI_22796
OG0001424	ASTMX17288	AMPFI_01906
OG0001425	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948	AMPFI_13079
OG0001426	ASTMX19079	AMPFI_07973
OG0001427	ASTMX10767, ASTMX01765, ASTMX17165	AMPFI_07391
OG0001428	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746	AMPFI_11938
OG0001429	ASTMX07960, ASTMX05781, ASTMX16296	AMPFI_15702
OG0001430	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065	AMPFI_07622
OG0001431	ASTMX15509, ASTMX15371	AMPFI_11117
OG0001432	ASTMX08157, ASTMX21019	AMPFI_07409
OG0001433	ASTMX02460, ASTMX00906, ASTMX19534, ASTMX10945	AMPFI_00657
OG0001434	ASTMX09914	AMPFI_06188
OG0001436	ASTMX01918	AMPFI_07709
OG0001437	ASTMX02671, ASTMX18553, ASTMX12632	AMPFI_07780, AMPFI_13432
OG0001438	ASTMX16984, ASTMX08969, ASTMX20091, ASTMX02810, ASTMX03899	AMPFI_17699
OG0001441	ASTMX07478, ASTMX16318, ASTMX01057, ASTMX00844, ASTMX10140, ASTMX21644, ASTMX03800	AMPFI_01278
OG0001445	ASTMX04130, ASTMX07057	AMPFI_06828
OG0001447	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124	AMPFI_14165
OG0001449	ASTMX21017, ASTMX21018	AMPFI_17066
OG0001449	ASTMX16238	AMPFI_22357
OG0001450	ASTMX06326	AMPFI_21801, AMPFI_22800, AMPFI_25470
OG0001451	ASTMX00580	AMPFI_16214
OG0001452	ASTMX12067, ASTMX20582, ASTMX19197	AMPFI_17582
OG0001452	ASTMX12069	AMPFI_24052
OG0001453	ASTMX22407, ASTMX10274, ASTMX00250	AMPFI_20721
OG0001455	ASTMX18526, ASTMX02821, ASTMX21962, ASTMX02358, ASTMX03190, ASTMX04167	AMPFI_16555
OG0001456	ASTMX18391	AMPFI_01959
OG0001456	ASTMX22915	AMPFI_23142
OG0001456	ASTMX18388	AMPFI_13598
OG0001456	ASTMX18392, ASTMX18390	AMPFI_00318
OG0001459	ASTMX20587, ASTMX19737	AMPFI_19783
OG0001460	ASTMX05935	AMPFI_01461
OG0001460	ASTMX06612	AMPFI_23946
OG0001461	ASTMX05184	AMPFI_25442, AMPFI_13135, AMPFI_20976, AMPFI_23123, AMPFI_22344
OG0001464	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688	AMPFI_22525, AMPFI_17212
OG0001466	ASTMX10811	AMPFI_23243
OG0001466	ASTMX14884	AMPFI_06839
OG0001467	ASTMX02258	AMPFI_23736
OG0001468	ASTMX14778, ASTMX06215, ASTMX18545	AMPFI_19331
OG0001469	ASTMX05748	AMPFI_02483
OG0001470	ASTMX22480, ASTMX02997, ASTMX02333	AMPFI_01501
OG0001472	ASTMX14550	AMPFI_01053
OG0001472	ASTMX17138	AMPFI_03075
OG0001473	ASTMX15501, ASTMX19877	AMPFI_03739, AMPFI_01823
OG0001474	ASTMX12989	AMPFI_18399, AMPFI_15974, AMPFI_12260
OG0001474	ASTMX07703	AMPFI_21316
OG0001475	ASTMX01033, ASTMX04792	AMPFI_15659
OG0001476	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706	AMPFI_07443, AMPFI_07837
OG0001477	ASTMX18316	AMPFI_17380
OG0001478	ASTMX12885	AMPFI_01874
OG0001478	ASTMX07723	AMPFI_18015, AMPFI_17948
OG0001479	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077	AMPFI_06247
OG0001480	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426	AMPFI_21537
OG0001481	ASTMX08128, ASTMX08933, ASTMX13517, ASTMX14788	AMPFI_15128
OG0001482	ASTMX17250	AMPFI_20329
OG0001483	ASTMX15156, ASTMX00093	AMPFI_08005
OG0001484	ASTMX18774	AMPFI_10813
OG0001486	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981	AMPFI_03189
OG0001488	ASTMX18812	AMPFI_22555, AMPFI_21159, AMPFI_03583, AMPFI_03748
OG0001488	ASTMX18813	AMPFI_00093
OG0001489	ASTMX12776, ASTMX12086, ASTMX11213	AMPFI_21994
OG0001490	ASTMX07604, ASTMX00526, ASTMX03930, ASTMX19516, ASTMX03287, ASTMX16189	AMPFI_13984
OG0001491	ASTMX19098	AMPFI_23928
OG0001492	ASTMX17077, ASTMX04445	AMPFI_14495
OG0001493	ASTMX20989	AMPFI_23286
OG0001493	ASTMX18828, ASTMX13877, ASTMX11307	AMPFI_21759
OG0001495	ASTMX17637	AMPFI_01445
OG0001496	ASTMX09754	AMPFI_04050
OG0001498	ASTMX14816, ASTMX14815, ASTMX17721	AMPFI_14616, AMPFI_02778
OG0001500	ASTMX19077, ASTMX07007, ASTMX07549, ASTMX07006	AMPFI_03212
OG0001501	ASTMX22706	AMPFI_19980
OG0001501	ASTMX09507	AMPFI_21405
OG0001503	ASTMX02356	AMPFI_03346
OG0001503	ASTMX19525	AMPFI_06513
OG0001505	ASTMX16658, ASTMX10480	AMPFI_04877, AMPFI_09677
OG0001506	ASTMX16668, ASTMX02040	AMPFI_22691
OG0001507	ASTMX04595, ASTMX10941, ASTMX13047	AMPFI_02586, AMPFI_16748
OG0001508	ASTMX16208, ASTMX16207	AMPFI_01605
OG0001509	ASTMX17942	AMPFI_22351
OG0001509	ASTMX18743, ASTMX06334	AMPFI_24011
OG0001510	ASTMX20539	AMPFI_24135
OG0001511	ASTMX18393, ASTMX02680	AMPFI_24393
OG0001513	ASTMX14668, ASTMX14669, ASTMX05393, ASTMX15300	AMPFI_05914
OG0001514	ASTMX17600, ASTMX19950, ASTMX08119	AMPFI_05173
OG0001515	ASTMX13055, ASTMX11972	AMPFI_22558
OG0001516	ASTMX06094, ASTMX22766	AMPFI_17534, AMPFI_22070, AMPFI_04046
OG0001517	ASTMX05080, ASTMX07941	AMPFI_19672
OG0001518	ASTMX10339, ASTMX09456	AMPFI_20936
OG0001520	ASTMX04278	AMPFI_11649, AMPFI_06123
OG0001523	ASTMX02548, ASTMX01083, ASTMX17910, ASTMX07261	AMPFI_21945
OG0001524	ASTMX02800	AMPFI_12143
OG0001524	ASTMX10909	AMPFI_24831
OG0001525	ASTMX03602	AMPFI_18416
OG0001527	ASTMX03505	AMPFI_06183
OG0001529	ASTMX09418, ASTMX00938, ASTMX00780	AMPFI_24259
OG0001531	ASTMX12093, ASTMX01941, ASTMX07973, ASTMX13493	AMPFI_13148
OG0001532	ASTMX04808, ASTMX17443, ASTMX02683, ASTMX09204, ASTMX06449	AMPFI_06472
OG0001533	ASTMX12054, ASTMX05383, ASTMX00173	AMPFI_11865
OG0001534	ASTMX18082, ASTMX07715, ASTMX20898, ASTMX01419	AMPFI_24532, AMPFI_01303, AMPFI_12321
OG0001536	ASTMX21864, ASTMX11568, ASTMX15808	AMPFI_24601
OG0001538	ASTMX10517, ASTMX02477, ASTMX03859	AMPFI_06922
OG0001545	ASTMX03396, ASTMX18260, ASTMX09148, ASTMX14733	AMPFI_07768
OG0001546	ASTMX10973, ASTMX01598	AMPFI_04446, AMPFI_19645, AMPFI_14806, AMPFI_24267
OG0001549	ASTMX20825, ASTMX02013, ASTMX05521, ASTMX19063, ASTMX09254	AMPFI_01171, AMPFI_04433
OG0001550	ASTMX18336, ASTMX06212	AMPFI_12309, AMPFI_21451
OG0001551	ASTMX01345, ASTMX03884	AMPFI_18500
OG0001552	ASTMX18767	AMPFI_21436, AMPFI_14762, AMPFI_14933, AMPFI_14932, AMPFI_20376, AMPFI_20377
OG0001553	ASTMX13473, ASTMX02742, ASTMX20664	AMPFI_24765
OG0001554	ASTMX03717, ASTMX05853, ASTMX03716, ASTMX07008	AMPFI_06413
OG0001557	ASTMX20060	AMPFI_09537
OG0001558	ASTMX15085, ASTMX15086, ASTMX13703, ASTMX08558	AMPFI_15140
OG0001559	ASTMX04609, ASTMX03837, ASTMX21052	AMPFI_05445
OG0001560	ASTMX02440	AMPFI_08835
OG0001561	ASTMX12815, ASTMX13331, ASTMX05206, ASTMX16235	AMPFI_06589
OG0001562	ASTMX18908	AMPFI_05912
OG0001563	ASTMX16894	AMPFI_13947, AMPFI_22270
OG0001564	ASTMX08775, ASTMX04344, ASTMX08787	AMPFI_01949, AMPFI_20454
OG0001566	ASTMX01234, ASTMX16422	AMPFI_23598
OG0001567	ASTMX04861, ASTMX05681	AMPFI_05324
OG0001568	ASTMX14315	AMPFI_05220
OG0001569	ASTMX09567, ASTMX00111, ASTMX08814, ASTMX08813	AMPFI_09953
OG0001570	ASTMX17213	AMPFI_12059
OG0001572	ASTMX10710	AMPFI_12157
OG0001572	ASTMX21679	AMPFI_15021
OG0001573	ASTMX07410, ASTMX09054	AMPFI_05942
OG0001574	ASTMX04955, ASTMX14909, ASTMX14908, ASTMX10114	AMPFI_09279
OG0001576	ASTMX04056	AMPFI_16525
OG0001577	ASTMX22840	AMPFI_07336
OG0001578	ASTMX17269	AMPFI_11954
OG0001580	ASTMX17141, ASTMX00422, ASTMX07082	AMPFI_13898
OG0001581	ASTMX16532	AMPFI_14541, AMPFI_22362
OG0001582	ASTMX05961, ASTMX13814, ASTMX08233, ASTMX17082	AMPFI_01796, AMPFI_13928
OG0001583	ASTMX21750, ASTMX01613, ASTMX19566, ASTMX06604, ASTMX04877	AMPFI_20716
OG0001584	ASTMX21214	AMPFI_15798
OG0001584	ASTMX16901	AMPFI_22734
OG0001589	ASTMX19867	AMPFI_11604
OG0001590	ASTMX14704	AMPFI_24468
OG0001592	ASTMX00643, ASTMX07089, ASTMX03557, ASTMX03556, ASTMX19200, ASTMX12025	AMPFI_20340, AMPFI_22753
OG0001593	ASTMX21886, ASTMX18436, ASTMX00248, ASTMX04255	AMPFI_15712
OG0001594	ASTMX03704	AMPFI_18261, AMPFI_11597
OG0001595	ASTMX11941	AMPFI_02395, AMPFI_15687, AMPFI_06854
OG0001596	ASTMX20215, ASTMX07221, ASTMX08395, ASTMX02127	AMPFI_14311, AMPFI_21924
OG0001596	ASTMX17112	AMPFI_21524
OG0001597	ASTMX12010	AMPFI_13604
OG0001597	ASTMX02205	AMPFI_12341
OG0001598	ASTMX20268, ASTMX15183, ASTMX20566, ASTMX05564	AMPFI_12444, AMPFI_14998
OG0001599	ASTMX14693, ASTMX18782	AMPFI_03121
OG0001600	ASTMX00827, ASTMX04589, ASTMX16583, ASTMX11957, ASTMX16357	AMPFI_10540
OG0001603	ASTMX22513	AMPFI_09372
OG0001604	ASTMX20038	AMPFI_04179
OG0001604	ASTMX22550, ASTMX05873	AMPFI_13911
OG0001605	ASTMX17869, ASTMX10907, ASTMX17438, ASTMX13921	AMPFI_24911, AMPFI_18083
OG0001606	ASTMX19946	AMPFI_03478
OG0001608	ASTMX13914, ASTMX16442, ASTMX00272	AMPFI_07127
OG0001609	ASTMX05434	AMPFI_10765
OG0001609	ASTMX10748	AMPFI_06902
OG0001610	ASTMX11326, ASTMX21155, ASTMX22190, ASTMX15390	AMPFI_05189
OG0001611	ASTMX19687, ASTMX14783, ASTMX22329, ASTMX10519, ASTMX17389, ASTMX13933	AMPFI_12536
OG0001612	ASTMX08047	AMPFI_24849
OG0001614	ASTMX11931	AMPFI_14043
OG0001614	ASTMX01689	AMPFI_09076
OG0001617	ASTMX09414, ASTMX08375, ASTMX07272, ASTMX08862	AMPFI_25615
OG0001620	ASTMX09139, ASTMX06536, ASTMX11560	AMPFI_12324
OG0001621	ASTMX22157, ASTMX01413, ASTMX19883	AMPFI_09527
OG0001622	ASTMX12674, ASTMX13967, ASTMX13341, ASTMX13342	AMPFI_23787
OG0001624	ASTMX01754, ASTMX01222, ASTMX04277, ASTMX13741	AMPFI_12384
OG0001627	ASTMX10150	AMPFI_13242
OG0001627	ASTMX14956, ASTMX16098, ASTMX14955, ASTMX18107, ASTMX18106	AMPFI_22299
OG0001628	ASTMX10611	AMPFI_14676
OG0001628	ASTMX13713	AMPFI_12805
OG0001630	ASTMX05682, ASTMX08423, ASTMX10758, ASTMX08422, ASTMX08421, ASTMX10759	AMPFI_09150
OG0001632	ASTMX09246, ASTMX19438, ASTMX01979	AMPFI_15399
OG0001633	ASTMX13757	AMPFI_10105
OG0001634	ASTMX20573, ASTMX09757	AMPFI_21874
OG0001634	ASTMX05822, ASTMX13820	AMPFI_22894
OG0001635	ASTMX10717, ASTMX01151, ASTMX11894	AMPFI_19476
OG0001636	ASTMX18724, ASTMX18727, ASTMX18726	AMPFI_05825
OG0001637	ASTMX17324	AMPFI_14209
OG0001638	ASTMX17085, ASTMX13300, ASTMX13301	AMPFI_08503
OG0001639	ASTMX05202, ASTMX20932, ASTMX02862	AMPFI_08162
OG0001640	ASTMX10782, ASTMX15950	AMPFI_17177
OG0001641	ASTMX17044, ASTMX12642, ASTMX21552	AMPFI_08722
OG0001642	ASTMX03937, ASTMX06995, ASTMX06996, ASTMX06997	AMPFI_15628
OG0001644	ASTMX13408, ASTMX01826	AMPFI_12516
OG0001645	ASTMX19175, ASTMX03779, ASTMX10830, ASTMX00567, ASTMX00568, ASTMX10831, ASTMX03778	AMPFI_06481
OG0001651	ASTMX03971, ASTMX16462, ASTMX06653	AMPFI_03860
OG0001652	ASTMX09489	AMPFI_03475
OG0001653	ASTMX03023	AMPFI_18635
OG0001654	ASTMX03438, ASTMX02489, ASTMX03875	AMPFI_05689
OG0001655	ASTMX19212, ASTMX01670, ASTMX07000, ASTMX09332	AMPFI_16010
OG0001656	ASTMX10174	AMPFI_09616
OG0001657	ASTMX22284, ASTMX12850, ASTMX15429	AMPFI_11506
OG0001658	ASTMX06437, ASTMX01763	AMPFI_21118
OG0001659	ASTMX08703, ASTMX07489, ASTMX04832, ASTMX01242	AMPFI_20084
OG0001659	ASTMX04833	AMPFI_10173
OG0001660	ASTMX16915, ASTMX11846, ASTMX17881, ASTMX16914	AMPFI_15599
OG0001661	ASTMX14504	AMPFI_03268, AMPFI_17995, AMPFI_16309
OG0001661	ASTMX12346	AMPFI_24993, AMPFI_21610
OG0001662	ASTMX05842	AMPFI_25752
OG0001662	ASTMX03470, ASTMX17684, ASTMX18835	AMPFI_08109
OG0001663	ASTMX05177, ASTMX19785, ASTMX01771, ASTMX08877	AMPFI_14386
OG0001665	ASTMX16406	AMPFI_22180
OG0001665	ASTMX15478	AMPFI_12597
OG0001666	ASTMX00039	AMPFI_24481, AMPFI_12799, AMPFI_14898
OG0001667	ASTMX01443, ASTMX00838, ASTMX16259, ASTMX21564	AMPFI_09938
OG0001668	ASTMX01187	AMPFI_06781
OG0001668	ASTMX08165	AMPFI_25005
OG0001669	ASTMX19672, ASTMX06043, ASTMX01960, ASTMX03795	AMPFI_22930, AMPFI_17544
OG0001670	ASTMX16010, ASTMX13698	AMPFI_03662
OG0001671	ASTMX22730, ASTMX02090	AMPFI_16125, AMPFI_09893
OG0001672	ASTMX12193, ASTMX07934, ASTMX08671, ASTMX18092, ASTMX01458, ASTMX12016	AMPFI_19341
OG0001673	ASTMX18919, ASTMX01248, ASTMX09514	AMPFI_18848
OG0001673	ASTMX10984	AMPFI_05431
OG0001674	ASTMX22303, ASTMX21243, ASTMX12863	AMPFI_20075, AMPFI_01079
OG0001675	ASTMX06836, ASTMX12553, ASTMX10815, ASTMX08168	AMPFI_04125
OG0001676	ASTMX18175	AMPFI_10805
OG0001677	ASTMX05947, ASTMX20317	AMPFI_23211
OG0001680	ASTMX10466	AMPFI_18352
OG0001682	ASTMX11437	AMPFI_12014
OG0001683	ASTMX09827, ASTMX01135, ASTMX07486, ASTMX08701, ASTMX18381, ASTMX11426	AMPFI_22061
OG0001684	ASTMX01855, ASTMX02369	AMPFI_24253
OG0001685	ASTMX11627, ASTMX01624	AMPFI_05011
OG0001686	ASTMX17655	AMPFI_25112
OG0001687	ASTMX02771	AMPFI_24429, AMPFI_09173, AMPFI_17336
OG0001688	ASTMX20357, ASTMX05569, ASTMX09337, ASTMX11298	AMPFI_10724
OG0001689	ASTMX04446, ASTMX16343	AMPFI_19247
OG0001690	ASTMX16868	AMPFI_20974, AMPFI_20761
OG0001691	ASTMX01434	AMPFI_08102
OG0001691	ASTMX18308	AMPFI_00359
OG0001692	ASTMX22103, ASTMX18374, ASTMX11541	AMPFI_02593
OG0001694	ASTMX03047, ASTMX09475, ASTMX05517	AMPFI_10870
OG0001703	ASTMX02214	AMPFI_03974, AMPFI_10306, AMPFI_20867, AMPFI_22896
OG0001704	ASTMX09400	AMPFI_22958, AMPFI_17780
OG0001706	ASTMX05640, ASTMX20258, ASTMX05639	AMPFI_00734
OG0001707	ASTMX18307, ASTMX18306	AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071
OG0001708	ASTMX08054, ASTMX06200, ASTMX04674	AMPFI_10288, AMPFI_03554
OG0001709	ASTMX04095	AMPFI_24047
OG0001710	ASTMX07220, ASTMX20214, ASTMX04024, ASTMX02128	AMPFI_18639
OG0001711	ASTMX13045, ASTMX17864, ASTMX16102, ASTMX04614, ASTMX04603	AMPFI_23859, AMPFI_17093
OG0001712	ASTMX02736, ASTMX17679	AMPFI_01037, AMPFI_08833
OG0001713	ASTMX17234	AMPFI_07986
OG0001714	ASTMX14531, ASTMX21207	AMPFI_05879
OG0001714	ASTMX02509, ASTMX10518	AMPFI_12759
OG0001716	ASTMX14251, ASTMX20968	AMPFI_13866
OG0001717	ASTMX23057	AMPFI_12176
OG0001718	ASTMX04823, ASTMX19689	AMPFI_15984
OG0001720	ASTMX02308, ASTMX17599, ASTMX16344	AMPFI_01920
OG0001721	ASTMX00052, ASTMX01262, ASTMX09503, ASTMX12296	AMPFI_11273
OG0001723	ASTMX11836	AMPFI_21807
OG0001724	ASTMX09937, ASTMX07584	AMPFI_12909
OG0001726	ASTMX20123, ASTMX05802	AMPFI_23403
OG0001726	ASTMX19585	AMPFI_15123
OG0001727	ASTMX18920, ASTMX10976, ASTMX04884, ASTMX01599	AMPFI_09267
OG0001728	ASTMX21307, ASTMX13636	AMPFI_01049
OG0001728	ASTMX21306	AMPFI_00465
OG0001729	ASTMX00418, ASTMX17746, ASTMX09227	AMPFI_05820
OG0001730	ASTMX20533, ASTMX14053, ASTMX14051, ASTMX02853	AMPFI_09157
OG0001731	ASTMX15705, ASTMX21816, ASTMX03042	AMPFI_18090, AMPFI_24445
OG0001732	ASTMX00146, ASTMX09573, ASTMX02281	AMPFI_05707, AMPFI_19074
OG0001733	ASTMX21900, ASTMX21495	AMPFI_08124
OG0001734	ASTMX02188	AMPFI_02431
OG0001735	ASTMX08661, ASTMX00485, ASTMX18296, ASTMX19896	AMPFI_02680
OG0001736	ASTMX02648	AMPFI_04077
OG0001737	ASTMX06149, ASTMX06428	AMPFI_20661
OG0001738	ASTMX04483, ASTMX07349, ASTMX21178, ASTMX07257	AMPFI_08169
OG0001739	ASTMX19266, ASTMX03558, ASTMX00354	AMPFI_18533
OG0001740	ASTMX01964, ASTMX16171	AMPFI_08487
OG0001743	ASTMX13429, ASTMX22574, ASTMX10367	AMPFI_21237
OG0001746	ASTMX09002, ASTMX01088, ASTMX02180	AMPFI_09609
OG0001747	ASTMX00575, ASTMX06318, ASTMX11440	AMPFI_21460, AMPFI_03962
OG0001749	ASTMX22968, ASTMX04661, ASTMX13306, ASTMX00021, ASTMX01155	AMPFI_24575, AMPFI_18873
OG0001751	ASTMX17602	AMPFI_25042, AMPFI_24009
OG0001752	ASTMX02858, ASTMX14298	AMPFI_05645
OG0001755	ASTMX00395	AMPFI_19529
OG0001756	ASTMX08584	AMPFI_19308
OG0001756	ASTMX13471	AMPFI_09088
OG0001757	ASTMX10237, ASTMX20720, ASTMX20721	AMPFI_11105
