Orthogroup	ASTMX	OWEFU
OG0000597	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757	OFUSG24146.1.p1, OFUSG24148.1.p1
OG0000600	ASTMX20643, ASTMX08135, ASTMX01949, ASTMX20647, ASTMX20645, ASTMX04525	OFUSG01055.1.p1
OG0000601	ASTMX20990, ASTMX07640, ASTMX07641, ASTMX07642, ASTMX05034, ASTMX05939	OFUSG06003.1.p1
OG0000602	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681	OFUSG14405.1.p1
OG0000602	ASTMX15541, ASTMX07893, ASTMX11827, ASTMX00030, ASTMX18680	OFUSG14404.1.p1
OG0000603	ASTMX01585, ASTMX22855	OFUSG04731.1.p1
OG0000603	ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202	OFUSG11716.1.p1, OFUSG11716.2.p1
OG0000604	ASTMX19937, ASTMX21867	OFUSG21656.1.p1
OG0000604	ASTMX19572, ASTMX20954	OFUSG21649.1.p1
OG0000607	ASTMX02194, ASTMX15507, ASTMX16125, ASTMX15313	OFUSG00975.1.p1
OG0000608	ASTMX19885	OFUSG01950.1.p1
OG0000609	ASTMX09487	OFUSG21513.1.p1
OG0000609	ASTMX13250	OFUSG16039.1.p1
OG0000610	ASTMX09076, ASTMX07077, ASTMX09077	OFUSG20066.1.p1, OFUSG09506.1.p1
OG0000610	ASTMX15042, ASTMX03105, ASTMX08602	OFUSG08338.1.p1
OG0000611	ASTMX12827	OFUSG22888.1.p1
OG0000612	ASTMX10076, ASTMX09692, ASTMX18860, ASTMX09749	OFUSG06644.1.p1
OG0000612	ASTMX15804	OFUSG23094.1.p1
OG0000613	ASTMX01217, ASTMX05307, ASTMX07479, ASTMX16319	OFUSG12632.1.p1
OG0000613	ASTMX03360	OFUSG08463.1.p1
OG0000614	ASTMX11010	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1
OG0000615	ASTMX21454, ASTMX20753, ASTMX11891, ASTMX11351, ASTMX16657, ASTMX03183	OFUSG13992.1.p1, OFUSG13992.2.p1
OG0000616	ASTMX16225	OFUSG19762.4.p1, OFUSG19762.2.p1, OFUSG19762.5.p1, OFUSG19762.3.p1, OFUSG19762.1.p1
OG0000617	ASTMX00627	OFUSG19377.1.p1
OG0000618	ASTMX02522	OFUSG00935.1.p1
OG0000619	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697	OFUSG13853.1.p1, OFUSG13853.2.p1, OFUSG13857.1.p1, OFUSG13856.1.p1
OG0000619	ASTMX11692, ASTMX15038	OFUSG13852.1.p1
OG0000620	ASTMX19268, ASTMX02620	OFUSG26688.1.p1
OG0000621	ASTMX01766, ASTMX12194, ASTMX07935	OFUSG12004.1.p1
OG0000623	ASTMX07600	OFUSG17186.1.p1
OG0000623	ASTMX07831, ASTMX20139, ASTMX15503	OFUSG24609.2.p1, OFUSG24609.3.p1, OFUSG24609.1.p1
OG0000624	ASTMX13226, ASTMX19412, ASTMX08664	OFUSG24408.1.p1, OFUSG24408.2.p1
OG0000625	ASTMX11301, ASTMX11304, ASTMX11302, ASTMX16523, ASTMX16522, ASTMX11303, ASTMX14967, ASTMX11878	OFUSG19939.1.p1
OG0000626	ASTMX00847, ASTMX01224, ASTMX06433, ASTMX01759, ASTMX01760	OFUSG21226.2.p1, OFUSG21226.4.p1, OFUSG21226.1.p1, OFUSG21226.3.p1, OFUSG21226.5.p1
OG0000627	ASTMX00646, ASTMX01724	OFUSG19903.2.p1, OFUSG19903.1.p1
OG0000627	ASTMX02960, ASTMX07039, ASTMX06195	OFUSG09840.4.p1, OFUSG09840.2.p1, OFUSG09840.3.p1, OFUSG09840.5.p1, OFUSG09840.1.p1
OG0000628	ASTMX05782, ASTMX11840, ASTMX18687	OFUSG00909.1.p1
OG0000628	ASTMX03435, ASTMX03434, ASTMX12380, ASTMX18405, ASTMX15898	OFUSG13391.1.p1
OG0000629	ASTMX02967	OFUSG07455.1.p1
OG0000629	ASTMX18251, ASTMX09266, ASTMX08860, ASTMX17914, ASTMX07251	OFUSG00777.1.p1
OG0000633	ASTMX11538	OFUSG04705.1.p1, OFUSG17551.1.p1, OFUSG04706.1.p1, OFUSG04704.1.p1, OFUSG09107.1.p1, OFUSG03169.1.p1, OFUSG11302.1.p1, OFUSG24443.2.p1, OFUSG24443.1.p1, OFUSG08494.1.p1, OFUSG16667.1.p1, OFUSG02766.1.p1, OFUSG14912.1.p1, OFUSG02763.1.p1, OFUSG02764.1.p1, OFUSG16666.2.p1, OFUSG16666.1.p1
OG0000634	ASTMX01056, ASTMX12422	OFUSG25455.1.p1, OFUSG13962.1.p1
OG0000636	ASTMX16568, ASTMX15211, ASTMX02467, ASTMX01529, ASTMX19165, ASTMX14950	OFUSG19283.1.p1
OG0000637	ASTMX21369	OFUSG08218.1.p1
OG0000637	ASTMX21579, ASTMX17434	OFUSG21914.1.p1
OG0000639	ASTMX07088, ASTMX03393	OFUSG09740.1.p1
OG0000639	ASTMX02657, ASTMX18519, ASTMX07469	OFUSG05397.1.p1
OG0000642	ASTMX01930, ASTMX01929, ASTMX17309, ASTMX04214, ASTMX12313	OFUSG10098.1.p1, OFUSG10098.2.p1
OG0000643	ASTMX02318, ASTMX01314	OFUSG26510.1.p1
OG0000643	ASTMX20408, ASTMX05940, ASTMX03512	OFUSG24224.2.p1, OFUSG24224.4.p1, OFUSG24224.1.p1, OFUSG24224.3.p1, OFUSG24224.5.p1
OG0000645	ASTMX12833, ASTMX02606	OFUSG05054.1.p1
OG0000646	ASTMX06884, ASTMX16478, ASTMX02676	OFUSG17652.1.p1
OG0000646	ASTMX07029, ASTMX07086, ASTMX20232	OFUSG20855.1.p1
OG0000647	ASTMX19826, ASTMX06640	OFUSG06075.1.p1
OG0000648	ASTMX22428, ASTMX02643	OFUSG23086.1.p1
OG0000648	ASTMX15128, ASTMX02551	OFUSG23087.1.p1
OG0000649	ASTMX09392, ASTMX04774, ASTMX18484, ASTMX18485, ASTMX01888	OFUSG04155.1.p1, OFUSG03689.1.p1, OFUSG10822.1.p1, OFUSG04063.1.p1, OFUSG05062.1.p1, OFUSG04064.1.p1, OFUSG04062.1.p1, OFUSG05061.1.p1, OFUSG05061.2.p1, OFUSG10971.1.p1, OFUSG16766.1.p1, OFUSG07315.1.p1, OFUSG07687.1.p1, OFUSG07537.1.p1, OFUSG03255.1.p1, OFUSG11210.1.p1
OG0000650	ASTMX12731, ASTMX05353, ASTMX08700, ASTMX08975, ASTMX20574, ASTMX08278, ASTMX16890, ASTMX00837, ASTMX13841	OFUSG18209.1.p1
OG0000651	ASTMX17737, ASTMX05303, ASTMX08641	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1
OG0000652	ASTMX06377, ASTMX00760	OFUSG13483.3.p1, OFUSG13483.2.p1, OFUSG13483.1.p1
OG0000654	ASTMX13738, ASTMX11052, ASTMX19746, ASTMX10206, ASTMX17145, ASTMX00164	OFUSG04714.1.p1
OG0000657	ASTMX12483, ASTMX19401	OFUSG00337.1.p1
OG0000660	ASTMX00650, ASTMX17867	OFUSG16300.1.p1
OG0000660	ASTMX22390, ASTMX13764, ASTMX14506, ASTMX05874	OFUSG00254.1.p1
OG0000662	ASTMX17885	OFUSG19351.1.p1
OG0000662	ASTMX16404, ASTMX12633, ASTMX19890, ASTMX07727	OFUSG11101.1.p1
OG0000663	ASTMX22176	OFUSG26455.1.p1
OG0000664	ASTMX04014, ASTMX05721, ASTMX16074, ASTMX00707	OFUSG06083.1.p1
OG0000664	ASTMX05443, ASTMX20094	OFUSG16644.1.p1
OG0000665	ASTMX00639, ASTMX14293, ASTMX19003, ASTMX12074, ASTMX09156, ASTMX14734, ASTMX03383	OFUSG09816.3.p1, OFUSG09816.1.p1, OFUSG09816.2.p1
OG0000666	ASTMX19047	OFUSG06195.2.p1, OFUSG06195.1.p1, OFUSG06195.3.p1, OFUSG06195.5.p1, OFUSG06195.4.p1
OG0000667	ASTMX20350, ASTMX23022, ASTMX21283	OFUSG00559.2.p1, OFUSG00559.1.p1, OFUSG00558.1.p1, OFUSG00768.1.p1, OFUSG09757.2.p1, OFUSG09757.1.p1
OG0000670	ASTMX20785, ASTMX03449, ASTMX08812, ASTMX09574, ASTMX02280, ASTMX21360, ASTMX21701, ASTMX18201	OFUSG24801.2.p1, OFUSG24801.1.p1, OFUSG24764.1.p1, OFUSG24763.1.p1
OG0000671	ASTMX06408, ASTMX19050, ASTMX20927, ASTMX00924, ASTMX01022, ASTMX16162, ASTMX15147	OFUSG16516.2.p1, OFUSG16516.1.p1, OFUSG04636.1.p1
OG0000672	ASTMX06515, ASTMX05666	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1
OG0000672	ASTMX04882	OFUSG12085.1.p1
OG0000674	ASTMX09072, ASTMX11026	OFUSG08473.1.p1
OG0000674	ASTMX07263, ASTMX16632, ASTMX09005	OFUSG07969.1.p1
OG0000675	ASTMX11306	OFUSG03298.1.p1, OFUSG05752.2.p1, OFUSG05752.4.p1, OFUSG05753.1.p1, OFUSG05752.1.p1, OFUSG05752.3.p1, OFUSG01054.1.p1, OFUSG00991.1.p1
OG0000676	ASTMX00864, ASTMX18277	OFUSG21048.1.p1
OG0000676	ASTMX08754, ASTMX04107, ASTMX12053, ASTMX05384, ASTMX03141	OFUSG14430.1.p1
OG0000678	ASTMX01451, ASTMX04995, ASTMX12327, ASTMX19465, ASTMX12926	OFUSG10078.1.p1, OFUSG10078.2.p1
OG0000680	ASTMX04094, ASTMX17912, ASTMX07260	OFUSG12758.1.p1
OG0000680	ASTMX09412	OFUSG26520.1.p1, OFUSG01684.1.p1, OFUSG01687.1.p1
OG0000681	ASTMX16270, ASTMX14874, ASTMX04528, ASTMX09518	OFUSG02151.1.p1
OG0000681	ASTMX09258, ASTMX00394	OFUSG07049.2.p1, OFUSG07049.1.p1
OG0000682	ASTMX11995, ASTMX12288, ASTMX10499, ASTMX07767	OFUSG06498.1.p1
OG0000683	ASTMX00004, ASTMX04192	OFUSG25839.2.p1, OFUSG25839.1.p1
OG0000683	ASTMX02366, ASTMX20098, ASTMX14160	OFUSG17452.5.p1, OFUSG17452.4.p1, OFUSG17452.2.p1, OFUSG17452.3.p1, OFUSG17452.1.p1
OG0000684	ASTMX02086, ASTMX02670, ASTMX17835, ASTMX13854	OFUSG20203.4.p1, OFUSG20203.1.p1, OFUSG20203.2.p1, OFUSG20203.5.p1, OFUSG20203.3.p1
OG0000685	ASTMX19743, ASTMX06302, ASTMX05561, ASTMX15879, ASTMX18992, ASTMX21758	OFUSG07501.2.p1, OFUSG07501.4.p1, OFUSG07501.3.p1, OFUSG07501.5.p1, OFUSG07501.1.p1
OG0000686	ASTMX05101, ASTMX19072	OFUSG07661.1.p1
OG0000690	ASTMX00910, ASTMX12919	OFUSG21408.1.p1
OG0000690	ASTMX02690	OFUSG00182.1.p1
OG0000690	ASTMX17891, ASTMX22294	OFUSG17680.1.p1
OG0000691	ASTMX15518	OFUSG20437.2.p1, OFUSG20437.1.p1
OG0000691	ASTMX17535, ASTMX19545, ASTMX15604, ASTMX00917, ASTMX18521	OFUSG13069.3.p1, OFUSG13069.2.p1, OFUSG13069.1.p1
OG0000692	ASTMX05795	OFUSG17216.1.p1
OG0000693	ASTMX01005, ASTMX05252, ASTMX09341, ASTMX22319, ASTMX13726, ASTMX10635	OFUSG17230.1.p1, OFUSG17230.2.p1
OG0000693	ASTMX11362	OFUSG25400.3.p1, OFUSG25400.2.p1, OFUSG25400.1.p1
OG0000694	ASTMX03278, ASTMX14068, ASTMX09753, ASTMX09044	OFUSG08082.1.p1
OG0000696	ASTMX10247	OFUSG17219.1.p1
OG0000697	ASTMX20673, ASTMX15925, ASTMX22108, ASTMX19355, ASTMX01748, ASTMX13942, ASTMX09469	OFUSG06460.1.p1, OFUSG06460.3.p1, OFUSG06460.4.p1, OFUSG06460.2.p1
OG0000698	ASTMX03878	OFUSG25096.1.p1
OG0000698	ASTMX11812, ASTMX12891, ASTMX01360, ASTMX12890, ASTMX09372	OFUSG25097.1.p1
OG0000699	ASTMX12167, ASTMX03451	OFUSG11422.1.p1
OG0000701	ASTMX20666, ASTMX10954, ASTMX11996, ASTMX15941	OFUSG09694.1.p1, OFUSG26676.1.p1, OFUSG19007.2.p1, OFUSG19007.4.p1, OFUSG19007.1.p1, OFUSG19007.3.p1, OFUSG09370.1.p1
OG0000702	ASTMX18168, ASTMX02447, ASTMX15168, ASTMX00641, ASTMX14288	OFUSG04071.1.p1, OFUSG04071.2.p1, OFUSG04071.5.p1, OFUSG04071.4.p1, OFUSG04071.3.p1
OG0000703	ASTMX02735, ASTMX03772, ASTMX19327	OFUSG18539.1.p1
OG0000706	ASTMX06417, ASTMX00708	OFUSG06700.1.p1
OG0000708	ASTMX20485, ASTMX07401	OFUSG21283.1.p1
OG0000708	ASTMX01986, ASTMX04018	OFUSG18936.1.p1
OG0000709	ASTMX03927, ASTMX01587, ASTMX01677, ASTMX01678, ASTMX12944	OFUSG21845.2.p1, OFUSG21845.1.p1
OG0000710	ASTMX09787, ASTMX01132, ASTMX21085, ASTMX15140	OFUSG04812.1.p1
OG0000711	ASTMX10859	OFUSG01514.1.p1
OG0000711	ASTMX02221, ASTMX06274	OFUSG00761.1.p1
OG0000711	ASTMX00349, ASTMX10858	OFUSG00164.1.p1
OG0000712	ASTMX22569, ASTMX03963, ASTMX04673, ASTMX01123, ASTMX10729, ASTMX02260, ASTMX21387, ASTMX03749	OFUSG02312.2.p1, OFUSG02312.1.p1
OG0000713	ASTMX05607, ASTMX20151, ASTMX06165, ASTMX06166	OFUSG13986.1.p1
OG0000715	ASTMX14672, ASTMX18871, ASTMX22799, ASTMX19603, ASTMX07512, ASTMX20053, ASTMX05364	OFUSG24400.1.p1, OFUSG24400.3.p1, OFUSG24400.2.p1, OFUSG24400.4.p1
OG0000716	ASTMX07959, ASTMX03833, ASTMX05778	OFUSG00381.1.p1
OG0000717	ASTMX00510	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1
OG0000718	ASTMX00156, ASTMX21497, ASTMX08739, ASTMX06759, ASTMX18042, ASTMX01851, ASTMX22450	OFUSG19609.1.p1, OFUSG19609.2.p1
OG0000720	ASTMX08205, ASTMX06231	OFUSG24445.4.p1, OFUSG24445.2.p1, OFUSG24445.3.p1, OFUSG24445.5.p1, OFUSG24445.1.p1
OG0000721	ASTMX09355, ASTMX10626	OFUSG22702.2.p1, OFUSG22702.1.p1
OG0000721	ASTMX01119, ASTMX09098, ASTMX11905, ASTMX16534	OFUSG01480.1.p1, OFUSG01480.2.p1
OG0000722	ASTMX11006, ASTMX22801, ASTMX12541, ASTMX04707, ASTMX03237, ASTMX11068, ASTMX03598, ASTMX02154, ASTMX08313	OFUSG11385.1.p1
OG0000724	ASTMX14147, ASTMX14520, ASTMX08940, ASTMX16541	OFUSG12294.1.p1, OFUSG12294.2.p1
OG0000725	ASTMX17945, ASTMX15661, ASTMX11197	OFUSG07689.1.p1
OG0000725	ASTMX12603, ASTMX18944	OFUSG07873.1.p1
OG0000726	ASTMX13772, ASTMX13000, ASTMX04188, ASTMX09401	OFUSG16555.1.p1
OG0000730	ASTMX20397, ASTMX07875, ASTMX13260	OFUSG15932.1.p1, OFUSG20088.1.p1
OG0000730	ASTMX18548, ASTMX02642, ASTMX01674, ASTMX00160, ASTMX01043	OFUSG16513.1.p1
OG0000731	ASTMX02541, ASTMX17854, ASTMX16715, ASTMX02722	OFUSG14224.4.p1, OFUSG14224.1.p1, OFUSG14224.2.p1, OFUSG14224.3.p1, OFUSG14224.5.p1
OG0000732	ASTMX04110, ASTMX08757, ASTMX08756	OFUSG24914.1.p1
OG0000732	ASTMX19433, ASTMX11592, ASTMX05482	OFUSG26355.1.p1, OFUSG26355.2.p1
OG0000733	ASTMX13523, ASTMX10818, ASTMX05629, ASTMX01287	OFUSG22012.1.p1
OG0000733	ASTMX12275, ASTMX15113, ASTMX04231	OFUSG11826.1.p1
OG0000734	ASTMX19512, ASTMX21022, ASTMX19965, ASTMX01932, ASTMX22860	OFUSG08307.1.p1
OG0000735	ASTMX18670, ASTMX15914, ASTMX01829, ASTMX03219	OFUSG16966.1.p1, OFUSG16966.2.p1
OG0000736	ASTMX19171	OFUSG17139.1.p1, OFUSG17140.1.p1, OFUSG21337.1.p1
OG0000736	ASTMX08660, ASTMX00487	OFUSG13076.1.p1
OG0000737	ASTMX07624, ASTMX11985	OFUSG06204.2.p1, OFUSG06204.1.p1
OG0000740	ASTMX14537, ASTMX06828, ASTMX20426, ASTMX10405	OFUSG16696.1.p1
OG0000743	ASTMX20693, ASTMX11433, ASTMX04870	OFUSG10970.2.p1, OFUSG10970.1.p1, OFUSG10542.1.p1
OG0000743	ASTMX03638, ASTMX04869, ASTMX21402	OFUSG10972.1.p1
OG0000744	ASTMX08430, ASTMX13118, ASTMX02655, ASTMX15516	OFUSG23163.1.p1
OG0000745	ASTMX10595	OFUSG03164.1.p1
OG0000746	ASTMX13418	OFUSG07705.1.p1
OG0000748	ASTMX16043	OFUSG23274.1.p1
OG0000749	ASTMX16104, ASTMX05800, ASTMX02758	OFUSG11790.1.p1
OG0000751	ASTMX20516, ASTMX04152, ASTMX15696	OFUSG16377.1.p1, OFUSG16377.2.p1
OG0000752	ASTMX12098	OFUSG06577.1.p1
OG0000752	ASTMX06480, ASTMX04128	OFUSG23281.1.p1
OG0000753	ASTMX22178, ASTMX21967	OFUSG03990.1.p1
OG0000753	ASTMX20031, ASTMX02344, ASTMX11178	OFUSG09322.2.p1, OFUSG09322.1.p1
OG0000755	ASTMX12763, ASTMX09944, ASTMX09713, ASTMX10144	OFUSG22904.1.p1
OG0000757	ASTMX17086	OFUSG15507.1.p1
OG0000758	ASTMX19954, ASTMX19547, ASTMX16359, ASTMX11953, ASTMX19955, ASTMX17536, ASTMX07595	OFUSG26565.1.p1
OG0000759	ASTMX14677, ASTMX13249, ASTMX18116, ASTMX06445, ASTMX15465, ASTMX13612, ASTMX13613	OFUSG04506.3.p1, OFUSG04506.2.p1, OFUSG04506.5.p1, OFUSG04506.4.p1, OFUSG04506.1.p1
OG0000760	ASTMX16638, ASTMX08318, ASTMX02096, ASTMX16846, ASTMX02097	OFUSG06964.1.p1
OG0000761	ASTMX04074, ASTMX18480, ASTMX02391	OFUSG08030.3.p1, OFUSG08030.1.p1, OFUSG08030.2.p1
OG0000763	ASTMX14556, ASTMX10316, ASTMX02051, ASTMX06717	OFUSG00086.1.p1, OFUSG08828.1.p1
OG0000765	ASTMX18648, ASTMX05048	OFUSG21598.1.p1, OFUSG21598.2.p1
OG0000766	ASTMX11015, ASTMX06840, ASTMX04918, ASTMX08201	OFUSG19864.1.p1
OG0000767	ASTMX03288, ASTMX02324, ASTMX18659, ASTMX03804	OFUSG07632.1.p1, OFUSG11580.1.p1
OG0000768	ASTMX07141, ASTMX00777, ASTMX22777, ASTMX20032	OFUSG19400.2.p1, OFUSG19400.1.p1
OG0000772	ASTMX21784	OFUSG02068.1.p1
OG0000772	ASTMX06747	OFUSG05265.1.p1
OG0000774	ASTMX04044	OFUSG18867.1.p1
OG0000775	ASTMX08143	OFUSG15943.1.p1, OFUSG26561.1.p1, OFUSG26560.1.p1
OG0000776	ASTMX07839, ASTMX16276, ASTMX00140, ASTMX08791, ASTMX16952	OFUSG17361.1.p1, OFUSG17361.2.p1, OFUSG17632.1.p1
OG0000777	ASTMX11385	OFUSG10266.1.p1, OFUSG10130.1.p1, OFUSG10317.1.p1, OFUSG10318.1.p1
OG0000778	ASTMX13835, ASTMX20627, ASTMX08752, ASTMX06889, ASTMX05232, ASTMX09431, ASTMX20492, ASTMX18216, ASTMX05703	OFUSG11453.1.p1
OG0000779	ASTMX03346	OFUSG07668.1.p1
OG0000779	ASTMX03437, ASTMX00687, ASTMX11032, ASTMX06141	OFUSG25635.2.p1, OFUSG25635.1.p1
OG0000780	ASTMX01363	OFUSG11326.1.p1
OG0000780	ASTMX05871	OFUSG12906.1.p1
OG0000781	ASTMX01378	OFUSG00283.1.p1, OFUSG00284.1.p1, OFUSG01008.1.p1
OG0000782	ASTMX02444, ASTMX19387, ASTMX06219, ASTMX00254	OFUSG08693.1.p1
OG0000784	ASTMX19363, ASTMX06706	OFUSG06112.1.p1
OG0000786	ASTMX08950, ASTMX01793, ASTMX05538, ASTMX15702, ASTMX17407, ASTMX20594, ASTMX20593, ASTMX22132, ASTMX20592, ASTMX16013, ASTMX13074	OFUSG11819.1.p1
OG0000787	ASTMX18588, ASTMX20527, ASTMX20528, ASTMX03662, ASTMX06610, ASTMX03035	OFUSG11014.1.p1
OG0000788	ASTMX03595, ASTMX18586	OFUSG00699.1.p1
OG0000788	ASTMX05072, ASTMX10651, ASTMX11933, ASTMX02454	OFUSG19658.1.p1
OG0000789	ASTMX05744, ASTMX05742, ASTMX21288	OFUSG18594.1.p1, OFUSG24789.1.p1, OFUSG24792.1.p1, OFUSG01000.1.p1
OG0000790	ASTMX22472	OFUSG03972.1.p1, OFUSG06375.1.p1, OFUSG03971.1.p1
OG0000791	ASTMX13100, ASTMX11966, ASTMX00979, ASTMX16746, ASTMX17098	OFUSG04398.4.p1, OFUSG04398.3.p1, OFUSG04398.2.p1, OFUSG04398.5.p1, OFUSG04398.1.p1
OG0000792	ASTMX01915	OFUSG04365.1.p1
OG0000792	ASTMX16348	OFUSG22559.1.p1
OG0000793	ASTMX14223, ASTMX10357, ASTMX01727, ASTMX02233, ASTMX02443, ASTMX05161, ASTMX20115	OFUSG09289.1.p1
OG0000795	ASTMX15720	OFUSG26685.1.p1, OFUSG23098.1.p1, OFUSG08900.1.p1, OFUSG06424.1.p1, OFUSG10160.1.p1, OFUSG00297.1.p1, OFUSG26040.1.p1, OFUSG09244.1.p1, OFUSG26041.1.p1, OFUSG06946.1.p1, OFUSG21508.1.p1
OG0000797	ASTMX20588, ASTMX19577	OFUSG10229.1.p1
OG0000798	ASTMX21193, ASTMX11678, ASTMX10211	OFUSG02728.2.p1, OFUSG02728.5.p1, OFUSG02728.1.p1, OFUSG02728.3.p1, OFUSG02728.4.p1
OG0000799	ASTMX17390, ASTMX14818, ASTMX00307, ASTMX10072, ASTMX09971, ASTMX14456, ASTMX15426	OFUSG06054.2.p1, OFUSG06054.1.p1, OFUSG06052.2.p1, OFUSG06052.1.p1
OG0000800	ASTMX03211	OFUSG06584.1.p1
OG0000801	ASTMX01728, ASTMX02234, ASTMX15089	OFUSG04291.1.p1, OFUSG04291.2.p1
OG0000802	ASTMX06019, ASTMX21699, ASTMX11410, ASTMX02887, ASTMX04926, ASTMX14181, ASTMX13825, ASTMX08074, ASTMX21722, ASTMX16382, ASTMX05118, ASTMX11346	OFUSG21207.1.p1
OG0000803	ASTMX01085, ASTMX17361	OFUSG07578.2.p1, OFUSG07578.4.p1, OFUSG07578.1.p1, OFUSG07578.3.p1
OG0000809	ASTMX06550	OFUSG17351.1.p1, OFUSG17351.2.p1
OG0000810	ASTMX22884, ASTMX14057	OFUSG13316.1.p1
OG0000810	ASTMX12714, ASTMX07516, ASTMX17120	OFUSG25434.3.p1, OFUSG25434.2.p1, OFUSG25434.1.p1
OG0000813	ASTMX04213	OFUSG10957.1.p1, OFUSG10956.1.p1
OG0000814	ASTMX15594	OFUSG25287.1.p1, OFUSG25288.1.p1, OFUSG25696.1.p1, OFUSG25695.1.p1
OG0000814	ASTMX15595	OFUSG20971.1.p1
OG0000815	ASTMX05918	OFUSG09614.1.p1, OFUSG09614.3.p1, OFUSG09614.2.p1
OG0000815	ASTMX00181	OFUSG24917.1.p1
OG0000815	ASTMX08658	OFUSG04646.2.p1, OFUSG04646.1.p1
OG0000816	ASTMX01604, ASTMX07613, ASTMX14361	OFUSG12543.1.p1
OG0000816	ASTMX03674, ASTMX12133	OFUSG10926.1.p1
OG0000817	ASTMX22057	OFUSG23697.1.p1
OG0000817	ASTMX12294	OFUSG18100.1.p1
OG0000817	ASTMX19659	OFUSG04259.1.p1
OG0000818	ASTMX12922, ASTMX22575, ASTMX07670, ASTMX01486, ASTMX09066	OFUSG10058.1.p1, OFUSG10058.3.p1, OFUSG10058.2.p1
OG0000819	ASTMX14488	OFUSG25384.2.p1, OFUSG25384.1.p1
OG0000819	ASTMX05872, ASTMX12231	OFUSG22325.2.p1, OFUSG22325.1.p1
OG0000820	ASTMX08673, ASTMX00527	OFUSG16562.1.p1
OG0000822	ASTMX12417	OFUSG12185.1.p1
OG0000822	ASTMX10309	OFUSG07627.1.p1, OFUSG07627.3.p1, OFUSG07627.2.p1
OG0000822	ASTMX12605	OFUSG03485.1.p1
OG0000823	ASTMX19476	OFUSG25821.1.p1, OFUSG25821.2.p1
OG0000824	ASTMX19096, ASTMX19094, ASTMX19092, ASTMX12217, ASTMX19091, ASTMX12216, ASTMX19095	OFUSG02604.1.p1, OFUSG23186.1.p1, OFUSG03277.1.p1, OFUSG02456.2.p1, OFUSG02456.1.p1, OFUSG02606.1.p1, OFUSG02605.1.p1, OFUSG02629.1.p1, OFUSG02606.2.p1, OFUSG02606.4.p1, OFUSG02606.3.p1, OFUSG02631.1.p1, OFUSG02631.2.p1
OG0000825	ASTMX14867, ASTMX09792	OFUSG03447.3.p1, OFUSG03447.2.p1, OFUSG03447.1.p1
OG0000825	ASTMX19849, ASTMX06289	OFUSG19469.1.p1
OG0000826	ASTMX19669	OFUSG20773.1.p1, OFUSG20775.1.p1
OG0000827	ASTMX03408, ASTMX03367	OFUSG12430.2.p1, OFUSG12430.1.p1, OFUSG20387.1.p1
OG0000828	ASTMX13643	OFUSG16610.1.p1
OG0000828	ASTMX19023	OFUSG14927.1.p1
OG0000829	ASTMX20116, ASTMX18197, ASTMX04946, ASTMX13633, ASTMX12842, ASTMX02806, ASTMX14699, ASTMX09961, ASTMX19415, ASTMX04647, ASTMX18505	OFUSG05943.1.p1
OG0000832	ASTMX15114, ASTMX12276, ASTMX04850	OFUSG10360.1.p1
OG0000833	ASTMX16676, ASTMX17036, ASTMX20537, ASTMX17998	OFUSG12738.1.p1
OG0000834	ASTMX06048, ASTMX10777, ASTMX03780, ASTMX11762, ASTMX10829, ASTMX00566	OFUSG04057.5.p1, OFUSG04057.2.p1, OFUSG04057.3.p1, OFUSG04057.1.p1, OFUSG04057.4.p1
OG0000835	ASTMX11779	OFUSG01553.1.p1, OFUSG01553.2.p1, OFUSG21973.1.p1
OG0000836	ASTMX14295, ASTMX00637, ASTMX02859	OFUSG04483.1.p1
OG0000837	ASTMX04294, ASTMX04295, ASTMX04140, ASTMX07602, ASTMX17291	OFUSG01837.1.p1, OFUSG13636.1.p1, OFUSG01835.1.p1
OG0000838	ASTMX09271, ASTMX02044, ASTMX09270, ASTMX02043, ASTMX16316	OFUSG07503.1.p1
OG0000841	ASTMX20424, ASTMX10887, ASTMX01216, ASTMX12144	OFUSG20856.1.p1, OFUSG20856.4.p1, OFUSG20856.2.p1, OFUSG20856.3.p1
OG0000842	ASTMX13270, ASTMX14600, ASTMX21767, ASTMX08674, ASTMX22831, ASTMX05913, ASTMX19115, ASTMX09604	OFUSG17660.1.p1
OG0000844	ASTMX05225, ASTMX06886, ASTMX11513, ASTMX04355, ASTMX10336, ASTMX04359	OFUSG21494.2.p1, OFUSG21494.1.p1
OG0000845	ASTMX11852, ASTMX04520	OFUSG00051.1.p1
OG0000845	ASTMX05855	OFUSG00112.1.p1
OG0000847	ASTMX04476	OFUSG15294.1.p1
OG0000847	ASTMX13199, ASTMX17255	OFUSG24225.1.p1, OFUSG24225.2.p1
