Orthogroup	ASTMX	APOSJ_ok
OG0001291	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302	APOSJ_13944, APOSJ_61515, APOSJ_61517, APOSJ_61511, APOSJ_61514, APOSJ_61513, APOSJ_61512, APOSJ_61516
OG0001292	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449	APOSJ_35425, APOSJ_55180, APOSJ_35427, APOSJ_35424
OG0001293	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515	APOSJ_46121, APOSJ_46120, APOSJ_46118, APOSJ_46119
OG0001294	ASTMX01279	APOSJ_33881, APOSJ_12351, APOSJ_55521, APOSJ_60130, APOSJ_60133, APOSJ_55523, APOSJ_60129, APOSJ_55517, APOSJ_33889, APOSJ_12353, APOSJ_12350, APOSJ_55520, APOSJ_12352, APOSJ_55516, APOSJ_55525, APOSJ_12355, APOSJ_12354, APOSJ_12349, APOSJ_55519, APOSJ_55524, APOSJ_60131, APOSJ_60128, APOSJ_55522
OG0001295	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791	APOSJ_42068, APOSJ_42067
OG0001296	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113	APOSJ_05820
OG0001297	ASTMX21540, ASTMX18732, ASTMX17762	APOSJ_40127, APOSJ_40126, APOSJ_40128, APOSJ_50636
OG0001300	ASTMX06507, ASTMX16708, ASTMX01169	APOSJ_00778
OG0001302	ASTMX00499	APOSJ_50423, APOSJ_14148, APOSJ_45734, APOSJ_14151, APOSJ_50422, APOSJ_50421, APOSJ_38024
OG0001302	ASTMX18397	APOSJ_52702, APOSJ_52697
OG0001305	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148	APOSJ_09587, APOSJ_09588
OG0001306	ASTMX15047, ASTMX12449	APOSJ_58894
OG0001306	ASTMX07805	APOSJ_11291
OG0001308	ASTMX12136, ASTMX14880, ASTMX11270	APOSJ_62820, APOSJ_49337, APOSJ_62822
OG0001309	ASTMX18355, ASTMX18354, ASTMX18353, ASTMX17029, ASTMX13053, ASTMX15510	APOSJ_45180, APOSJ_45181, APOSJ_45182, APOSJ_45183
OG0001310	ASTMX09500	APOSJ_62169
OG0001310	ASTMX19103, ASTMX15228, ASTMX19102	APOSJ_54029, APOSJ_54028
OG0001311	ASTMX15821, ASTMX19766	APOSJ_36807
OG0001311	ASTMX21056, ASTMX12561	APOSJ_22226, APOSJ_22227, APOSJ_48297
OG0001312	ASTMX21632, ASTMX06204	APOSJ_41375, APOSJ_23773, APOSJ_03205, APOSJ_03206
OG0001315	ASTMX16453, ASTMX21035, ASTMX07687, ASTMX17931	APOSJ_13986, APOSJ_48674, APOSJ_06707, APOSJ_25709
OG0001316	ASTMX11105, ASTMX06180, ASTMX08793	APOSJ_31679, APOSJ_47166, APOSJ_45850, APOSJ_47162, APOSJ_45860, APOSJ_45836, APOSJ_26892, APOSJ_47165, APOSJ_31680, APOSJ_47163, APOSJ_47164, APOSJ_31682, APOSJ_23602
OG0001317	ASTMX07111	APOSJ_51974, APOSJ_51821, APOSJ_38859, APOSJ_38855, APOSJ_51884
OG0001318	ASTMX01432	APOSJ_38930, APOSJ_26105, APOSJ_12648, APOSJ_38928, APOSJ_38929, APOSJ_43686, APOSJ_38925, APOSJ_26107
OG0001318	ASTMX07560, ASTMX04187	APOSJ_58195, APOSJ_58196, APOSJ_25774
OG0001319	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136	APOSJ_49796
OG0001320	ASTMX02658	APOSJ_57053, APOSJ_18022
OG0001320	ASTMX12886, ASTMX12104	APOSJ_18945
OG0001321	ASTMX06232, ASTMX07920, ASTMX01880	APOSJ_00883, APOSJ_05483, APOSJ_00884
OG0001322	ASTMX01716, ASTMX07256	APOSJ_17574, APOSJ_34586
OG0001322	ASTMX16188	APOSJ_25010, APOSJ_25009
OG0001323	ASTMX20487, ASTMX03231, ASTMX03928, ASTMX19519, ASTMX04601	APOSJ_22973
OG0001324	ASTMX04156	APOSJ_27568, APOSJ_63968, APOSJ_63983, APOSJ_27573, APOSJ_27571, APOSJ_33050, APOSJ_33047, APOSJ_33052, APOSJ_33051, APOSJ_33048, APOSJ_33049, APOSJ_63992, APOSJ_63953, APOSJ_27563
OG0001325	ASTMX19331	APOSJ_07903, APOSJ_07905
OG0001326	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581	APOSJ_44084, APOSJ_48298
OG0001327	ASTMX01100	APOSJ_43125
OG0001327	ASTMX18676, ASTMX05552	APOSJ_32560, APOSJ_15638
OG0001329	ASTMX07142, ASTMX13340	APOSJ_53471, APOSJ_53474, APOSJ_53473
OG0001330	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195	APOSJ_55342, APOSJ_55345, APOSJ_47110, APOSJ_55344
OG0001332	ASTMX08248, ASTMX16970	APOSJ_34905, APOSJ_34907, APOSJ_34906, APOSJ_34908, APOSJ_34904
OG0001333	ASTMX05919, ASTMX07699	APOSJ_54634, APOSJ_27713, APOSJ_11036, APOSJ_48030, APOSJ_01772, APOSJ_48029, APOSJ_42588, APOSJ_58038, APOSJ_58032, APOSJ_48031, APOSJ_58027, APOSJ_54633, APOSJ_48032, APOSJ_01771
OG0001337	ASTMX05953, ASTMX13440, ASTMX17317	APOSJ_00699, APOSJ_25641, APOSJ_62000, APOSJ_00714, APOSJ_08080, APOSJ_61995, APOSJ_30806, APOSJ_00711
OG0001341	ASTMX04021, ASTMX18606	APOSJ_13756, APOSJ_26232, APOSJ_55577, APOSJ_47616, APOSJ_13755, APOSJ_47617, APOSJ_51109, APOSJ_26204, APOSJ_07563, APOSJ_47614, APOSJ_51124, APOSJ_55588, APOSJ_13754, APOSJ_07564, APOSJ_26219, APOSJ_26213
OG0001344	ASTMX12839, ASTMX12838	APOSJ_53449, APOSJ_53444, APOSJ_53446, APOSJ_53445, APOSJ_53443, APOSJ_53448
OG0001345	ASTMX17745	APOSJ_27585, APOSJ_27586, APOSJ_27587
OG0001348	ASTMX09799, ASTMX08553, ASTMX19294	APOSJ_64919, APOSJ_64920, APOSJ_25094, APOSJ_64921
OG0001350	ASTMX06475	APOSJ_58137, APOSJ_58135, APOSJ_58134, APOSJ_56731, APOSJ_56732, APOSJ_58136, APOSJ_56733, APOSJ_56730
OG0001350	ASTMX15964	APOSJ_37537, APOSJ_05346, APOSJ_05345, APOSJ_36144, APOSJ_36143
OG0001351	ASTMX00127, ASTMX00552	APOSJ_64597, APOSJ_60152
OG0001352	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804	APOSJ_35179, APOSJ_35178, APOSJ_35177, APOSJ_35176, APOSJ_35180, APOSJ_34965, APOSJ_34968, APOSJ_34966, APOSJ_34964, APOSJ_53108, APOSJ_53107
OG0001353	ASTMX14151	APOSJ_23313, APOSJ_14345
OG0001353	ASTMX11924, ASTMX13745	APOSJ_07681, APOSJ_07682
OG0001354	ASTMX19253	APOSJ_12562, APOSJ_13772
OG0001355	ASTMX03894, ASTMX05031, ASTMX05922	APOSJ_04974, APOSJ_04973
OG0001356	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094, ASTMX19357	APOSJ_55102, APOSJ_45190, APOSJ_19994, APOSJ_08640, APOSJ_55103, APOSJ_45195, APOSJ_08639, APOSJ_08638, APOSJ_65373, APOSJ_45192, APOSJ_45191
OG0001358	ASTMX08140	APOSJ_05394
OG0001359	ASTMX02428, ASTMX11942, ASTMX17796, ASTMX09162	APOSJ_20250, APOSJ_20249
OG0001361	ASTMX01071, ASTMX20061, ASTMX16172	APOSJ_12183
OG0001362	ASTMX11654	APOSJ_21174
OG0001363	ASTMX08285, ASTMX10326, ASTMX03420	APOSJ_18304
OG0001364	ASTMX17782, ASTMX06972, ASTMX17850	APOSJ_48961
OG0001365	ASTMX00017, ASTMX18825, ASTMX17303	APOSJ_19266, APOSJ_17777, APOSJ_28052, APOSJ_28051, APOSJ_17778, APOSJ_17781, APOSJ_17782, APOSJ_48818, APOSJ_19779, APOSJ_19780
OG0001366	ASTMX01928, ASTMX19346	APOSJ_15729
OG0001366	ASTMX02673	APOSJ_15542, APOSJ_15543, APOSJ_15544
OG0001367	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021	APOSJ_43134, APOSJ_64574
OG0001368	ASTMX03257, ASTMX15096, ASTMX16548	APOSJ_11663, APOSJ_11664, APOSJ_08285, APOSJ_08277, APOSJ_33258, APOSJ_11662
OG0001369	ASTMX00950, ASTMX16841, ASTMX05553, ASTMX14417	APOSJ_27114, APOSJ_27111, APOSJ_27113, APOSJ_27110, APOSJ_20416, APOSJ_27112
OG0001370	ASTMX09028	APOSJ_23259
OG0001370	ASTMX12996	APOSJ_51380
OG0001371	ASTMX10538	APOSJ_60337, APOSJ_41614, APOSJ_41615, APOSJ_05666, APOSJ_05668, APOSJ_05667
OG0001372	ASTMX06020	APOSJ_22680, APOSJ_51824, APOSJ_22681, APOSJ_22679, APOSJ_22682
OG0001373	ASTMX07702, ASTMX20451, ASTMX17338, ASTMX22761, ASTMX07731	APOSJ_33658, APOSJ_33657, APOSJ_33660, APOSJ_33656, APOSJ_33659, APOSJ_33655, APOSJ_12552
OG0001374	ASTMX18408, ASTMX04259, ASTMX21457	APOSJ_06603, APOSJ_42895, APOSJ_02943, APOSJ_02946
OG0001375	ASTMX15348	APOSJ_32605
OG0001375	ASTMX12879, ASTMX05755, ASTMX08713	APOSJ_42027, APOSJ_01914, APOSJ_01916, APOSJ_11798, APOSJ_01917, APOSJ_01918, APOSJ_01915, APOSJ_01919
OG0001376	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887	APOSJ_40424, APOSJ_40425
OG0001377	ASTMX02709, ASTMX03269, ASTMX20261, ASTMX18913, ASTMX20260, ASTMX20259, ASTMX21994, ASTMX15701	APOSJ_16777, APOSJ_16778, APOSJ_16776, APOSJ_16775, APOSJ_16779, APOSJ_16774
OG0001378	ASTMX05115, ASTMX18038, ASTMX12590, ASTMX15728, ASTMX14012, ASTMX04632	APOSJ_23820, APOSJ_23821, APOSJ_18962
OG0001379	ASTMX03133, ASTMX08769, ASTMX08803, ASTMX08802, ASTMX03013, ASTMX03014	APOSJ_32392, APOSJ_32393, APOSJ_32390, APOSJ_32389, APOSJ_31749, APOSJ_05697, APOSJ_31750, APOSJ_32391
OG0001380	ASTMX17025, ASTMX12187, ASTMX16524, ASTMX23050, ASTMX17026	APOSJ_31089
OG0001381	ASTMX02347, ASTMX05157, ASTMX14705, ASTMX10023, ASTMX03370	APOSJ_28946, APOSJ_28947, APOSJ_28949, APOSJ_28948
OG0001382	ASTMX22770, ASTMX17021	APOSJ_38348, APOSJ_38346, APOSJ_38347, APOSJ_38349, APOSJ_38344, APOSJ_38345
OG0001384	ASTMX02250, ASTMX07280	APOSJ_64140, APOSJ_57281, APOSJ_64143, APOSJ_64141, APOSJ_64142, APOSJ_57283, APOSJ_56396, APOSJ_64144
OG0001386	ASTMX13567	APOSJ_12830, APOSJ_12824, APOSJ_12831, APOSJ_12829
OG0001389	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746	APOSJ_21023
OG0001394	ASTMX11802, ASTMX15905	APOSJ_14603, APOSJ_14601, APOSJ_32575, APOSJ_32572, APOSJ_14602, APOSJ_32574, APOSJ_32577, APOSJ_36758, APOSJ_32573, APOSJ_32576, APOSJ_14600, APOSJ_26314
OG0001395	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549	APOSJ_19595
OG0001397	ASTMX08012, ASTMX19505	APOSJ_08999, APOSJ_08998
OG0001397	ASTMX01488	APOSJ_58982, APOSJ_58981
OG0001399	ASTMX06124	APOSJ_63162, APOSJ_63166, APOSJ_63165, APOSJ_63164, APOSJ_63163, APOSJ_51444
OG0001399	ASTMX11454, ASTMX00428	APOSJ_50593, APOSJ_50594
OG0001400	ASTMX01461, ASTMX15365, ASTMX12046, ASTMX21798, ASTMX01897	APOSJ_40398, APOSJ_52484, APOSJ_40397, APOSJ_40400
OG0001401	ASTMX22162	APOSJ_41226, APOSJ_57926, APOSJ_41227
OG0001402	ASTMX12851, ASTMX11974, ASTMX07328, ASTMX11686	APOSJ_05185, APOSJ_05184
OG0001403	ASTMX21751, ASTMX11295, ASTMX18514, ASTMX13183	APOSJ_33027, APOSJ_34083, APOSJ_34085, APOSJ_34082
OG0001404	ASTMX05687	APOSJ_28116, APOSJ_28135, APOSJ_38973
OG0001405	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520	APOSJ_37660, APOSJ_37658, APOSJ_37654, APOSJ_37655, APOSJ_37659
OG0001405	ASTMX21998	APOSJ_13259
OG0001406	ASTMX11154, ASTMX06992, ASTMX15717	APOSJ_01575
OG0001408	ASTMX08971, ASTMX19130, ASTMX19997, ASTMX18382, ASTMX18903, ASTMX19996	APOSJ_62183, APOSJ_62674
OG0001409	ASTMX06764, ASTMX08743, ASTMX16438, ASTMX11918	APOSJ_07829, APOSJ_09406, APOSJ_09407, APOSJ_09408, APOSJ_09409, APOSJ_09410
OG0001410	ASTMX14683	APOSJ_51759, APOSJ_51757, APOSJ_05846, APOSJ_51758
OG0001410	ASTMX11950	APOSJ_04633
OG0001411	ASTMX12471	APOSJ_38351, APOSJ_52153, APOSJ_55708, APOSJ_33498, APOSJ_55701, APOSJ_33500, APOSJ_63215, APOSJ_45710, APOSJ_26956, APOSJ_33502, APOSJ_33501, APOSJ_26953, APOSJ_33507, APOSJ_26954, APOSJ_33506, APOSJ_33504, APOSJ_52154, APOSJ_33505, APOSJ_55703, APOSJ_33503, APOSJ_26957, APOSJ_55709, APOSJ_45708, APOSJ_55707, APOSJ_45709, APOSJ_26952, APOSJ_38354, APOSJ_33499
OG0001412	ASTMX19015	APOSJ_08051, APOSJ_27255, APOSJ_50629, APOSJ_18073, APOSJ_08050, APOSJ_57056, APOSJ_50632, APOSJ_32891, APOSJ_50630, APOSJ_09735, APOSJ_09732, APOSJ_08048, APOSJ_08052, APOSJ_08049, APOSJ_27259, APOSJ_09734, APOSJ_09733, APOSJ_43373, APOSJ_50243, APOSJ_32846, APOSJ_27260
OG0001412	ASTMX19014	APOSJ_02937
OG0001413	ASTMX19024	APOSJ_13128, APOSJ_56198
OG0001414	ASTMX02756	APOSJ_63059, APOSJ_63062, APOSJ_63061, APOSJ_63060, APOSJ_63057, APOSJ_63058
OG0001416	ASTMX16935, ASTMX00724, ASTMX04812	APOSJ_65416
OG0001417	ASTMX15359, ASTMX02876	APOSJ_53606, APOSJ_65112, APOSJ_63699, APOSJ_65113
OG0001418	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463	APOSJ_63883, APOSJ_63882, APOSJ_63881
OG0001419	ASTMX03238, ASTMX11069, ASTMX03239, ASTMX17546, ASTMX11003	APOSJ_38110, APOSJ_14045, APOSJ_62069, APOSJ_14049, APOSJ_62068, APOSJ_38109, APOSJ_14044, APOSJ_38112, APOSJ_41472, APOSJ_38113, APOSJ_50993, APOSJ_22877
OG0001420	ASTMX04576, ASTMX01772, ASTMX08878, ASTMX08385, ASTMX19032, ASTMX19033	APOSJ_24455, APOSJ_24456, APOSJ_24454
OG0001421	ASTMX10787, ASTMX08122, ASTMX03810	APOSJ_16340, APOSJ_16339
OG0001422	ASTMX17695, ASTMX01913	APOSJ_00918, APOSJ_00916
OG0001423	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608	APOSJ_49156, APOSJ_62797, APOSJ_49158
OG0001424	ASTMX17288	APOSJ_33187, APOSJ_33186
OG0001425	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948	APOSJ_02691, APOSJ_03645, APOSJ_65175, APOSJ_02690, APOSJ_16541, APOSJ_02689, APOSJ_02694, APOSJ_02692
OG0001426	ASTMX19079	APOSJ_20659, APOSJ_03328
OG0001427	ASTMX01765, ASTMX17165	APOSJ_47860
OG0001428	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746	APOSJ_61295, APOSJ_40068, APOSJ_08747, APOSJ_02448, APOSJ_45811
OG0001429	ASTMX07960, ASTMX05781, ASTMX16296	APOSJ_58301, APOSJ_02678, APOSJ_02680, APOSJ_02683, APOSJ_02682, APOSJ_02679
OG0001430	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065	APOSJ_18614
OG0001431	ASTMX15509, ASTMX15371	APOSJ_59960, APOSJ_57946, APOSJ_58259, APOSJ_58262, APOSJ_57944, APOSJ_58261, APOSJ_58260, APOSJ_34692, APOSJ_57943, APOSJ_57947, APOSJ_57945, APOSJ_57948
OG0001432	ASTMX08157, ASTMX21019	APOSJ_58435, APOSJ_58436, APOSJ_58438, APOSJ_58439, APOSJ_58437
OG0001433	ASTMX02460, ASTMX00906, ASTMX19534, ASTMX10945	APOSJ_00375, APOSJ_00374
OG0001434	ASTMX09914, ASTMX09915	APOSJ_18726
OG0001436	ASTMX01918	APOSJ_52665, APOSJ_52664
OG0001437	ASTMX02671, ASTMX18553, ASTMX12632	APOSJ_05128
OG0001440	ASTMX06448, ASTMX19471, ASTMX02877	APOSJ_27900, APOSJ_27899
OG0001441	ASTMX07478, ASTMX16318, ASTMX01057, ASTMX00844, ASTMX10140, ASTMX21644, ASTMX03800	APOSJ_11765
OG0001445	ASTMX04130, ASTMX07057	APOSJ_48231, APOSJ_61399, APOSJ_13482, APOSJ_19159, APOSJ_48233, APOSJ_13481, APOSJ_13478, APOSJ_61401, APOSJ_48234, APOSJ_13485, APOSJ_61400, APOSJ_13486, APOSJ_12279, APOSJ_52238, APOSJ_61398, APOSJ_40917, APOSJ_41165, APOSJ_52261, APOSJ_02004, APOSJ_48230, APOSJ_12281, APOSJ_41135, APOSJ_19163, APOSJ_13480, APOSJ_48232
OG0001447	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124	APOSJ_44814, APOSJ_28079, APOSJ_28082, APOSJ_28081, APOSJ_28080
OG0001449	ASTMX21017, ASTMX21018	APOSJ_09119, APOSJ_58492
OG0001449	ASTMX16238	APOSJ_21245, APOSJ_21244
OG0001450	ASTMX01996	APOSJ_20784
OG0001450	ASTMX06326	APOSJ_32187
OG0001451	ASTMX19016	APOSJ_60575, APOSJ_09090, APOSJ_58280, APOSJ_09094, APOSJ_09093, APOSJ_47714, APOSJ_09092, APOSJ_09091
OG0001451	ASTMX00580	APOSJ_31618, APOSJ_31620
OG0001452	ASTMX12067, ASTMX20582, ASTMX19197	APOSJ_12826, APOSJ_12828, APOSJ_12827, APOSJ_12825
OG0001453	ASTMX22407, ASTMX10274, ASTMX00250	APOSJ_03694
OG0001454	ASTMX18012, ASTMX21139	APOSJ_38412, APOSJ_38411
OG0001455	ASTMX18526, ASTMX02821, ASTMX21962, ASTMX02358, ASTMX03190, ASTMX04167	APOSJ_19092, APOSJ_19091
OG0001456	ASTMX18392, ASTMX18390	APOSJ_36129, APOSJ_36127, APOSJ_36126, APOSJ_36125, APOSJ_36128, APOSJ_36124, APOSJ_14012, APOSJ_25848
OG0001457	ASTMX04194, ASTMX01925, ASTMX22469, ASTMX00888, ASTMX08468, ASTMX19726, ASTMX18878, ASTMX08470	APOSJ_63846, APOSJ_63845, APOSJ_55613
OG0001459	ASTMX20587, ASTMX19737	APOSJ_49247, APOSJ_49246, APOSJ_49250, APOSJ_65412, APOSJ_49248, APOSJ_49249, APOSJ_65411, APOSJ_49251, APOSJ_35348, APOSJ_52084
OG0001460	ASTMX05935	APOSJ_22473, APOSJ_22474, APOSJ_22475
OG0001460	ASTMX06612	APOSJ_22989, APOSJ_22990
OG0001461	ASTMX05184	APOSJ_42829, APOSJ_32423, APOSJ_05887, APOSJ_42828, APOSJ_42825, APOSJ_32421, APOSJ_42826, APOSJ_53272, APOSJ_02591, APOSJ_42827, APOSJ_32425, APOSJ_32419, APOSJ_32420, APOSJ_32424, APOSJ_32418
OG0001462	ASTMX19123	APOSJ_37906, APOSJ_37479
OG0001463	ASTMX00203, ASTMX01706	APOSJ_05955, APOSJ_05956
OG0001464	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688	APOSJ_62735, APOSJ_62738, APOSJ_62734
OG0001465	ASTMX22228, ASTMX20175, ASTMX20176	APOSJ_01193, APOSJ_26102, APOSJ_01191, APOSJ_01192
OG0001466	ASTMX14884	APOSJ_55773, APOSJ_49228, APOSJ_20185, APOSJ_20186, APOSJ_63188, APOSJ_49229, APOSJ_49227
OG0001467	ASTMX14338	APOSJ_22274, APOSJ_22277
OG0001467	ASTMX02258	APOSJ_48095
OG0001468	ASTMX14778, ASTMX06215, ASTMX18545	APOSJ_23856, APOSJ_23854, APOSJ_23853, APOSJ_23852
OG0001469	ASTMX05748	APOSJ_58140
OG0001470	ASTMX22480, ASTMX02997, ASTMX02333	APOSJ_62615
OG0001472	ASTMX14550	APOSJ_20884, APOSJ_02763
OG0001472	ASTMX17138	APOSJ_04800, APOSJ_04801
OG0001473	ASTMX15501, ASTMX19877	APOSJ_63513, APOSJ_63514, APOSJ_30846, APOSJ_62194, APOSJ_30848, APOSJ_30847
OG0001474	ASTMX12989	APOSJ_53524, APOSJ_26185, APOSJ_26183, APOSJ_26184
OG0001475	ASTMX01033, ASTMX04792	APOSJ_43620
OG0001476	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706	APOSJ_05896, APOSJ_05895, APOSJ_05894, APOSJ_05897
OG0001478	ASTMX12885	APOSJ_40906, APOSJ_40905, APOSJ_40911, APOSJ_40910, APOSJ_40904, APOSJ_40907, APOSJ_40909, APOSJ_55742
OG0001479	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077	APOSJ_16438, APOSJ_29892, APOSJ_29818, APOSJ_16436
OG0001480	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426	APOSJ_32378, APOSJ_32380, APOSJ_32377
OG0001481	ASTMX08128, ASTMX08933, ASTMX13517, ASTMX14788	APOSJ_59081, APOSJ_59080
OG0001482	ASTMX17250	APOSJ_53360
OG0001482	ASTMX10958, ASTMX07796, ASTMX13431, ASTMX13296, ASTMX22753, ASTMX17504	APOSJ_35936, APOSJ_35937
OG0001484	ASTMX18774	APOSJ_16822, APOSJ_40457, APOSJ_16820, APOSJ_16823, APOSJ_16824, APOSJ_16819, APOSJ_16821, APOSJ_16818, APOSJ_16825
OG0001485	ASTMX21673	APOSJ_48935
OG0001485	ASTMX04894, ASTMX10882, ASTMX03334, ASTMX21672	APOSJ_26209, APOSJ_26208, APOSJ_26210, APOSJ_26206, APOSJ_34046, APOSJ_26207
OG0001486	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981	APOSJ_09178
OG0001487	ASTMX16831, ASTMX00874, ASTMX18578	APOSJ_59292, APOSJ_16234, APOSJ_64489, APOSJ_62649, APOSJ_16229, APOSJ_64490, APOSJ_16232, APOSJ_64486, APOSJ_16235, APOSJ_27035, APOSJ_16227, APOSJ_27055
OG0001488	ASTMX18812	APOSJ_46153, APOSJ_20655, APOSJ_13032, APOSJ_60370, APOSJ_46220
OG0001488	ASTMX18813	APOSJ_46129
OG0001489	ASTMX12776, ASTMX12086, ASTMX11213	APOSJ_60984, APOSJ_14586
OG0001490	ASTMX07604, ASTMX00526, ASTMX03930, ASTMX19516, ASTMX03287, ASTMX16189	APOSJ_48336, APOSJ_07680
OG0001492	ASTMX17077, ASTMX04445	APOSJ_62402
OG0001493	ASTMX20989, ASTMX22693	APOSJ_14527, APOSJ_23245, APOSJ_25825, APOSJ_14528
OG0001495	ASTMX17637	APOSJ_01130, APOSJ_01128, APOSJ_01127, APOSJ_01131, APOSJ_01129
OG0001496	ASTMX09754	APOSJ_35718, APOSJ_35320, APOSJ_43116, APOSJ_43117, APOSJ_51627
OG0001500	ASTMX19077, ASTMX07007, ASTMX07549, ASTMX07006	APOSJ_60578, APOSJ_60574, APOSJ_60579, APOSJ_05866, APOSJ_25800, APOSJ_60577, APOSJ_60576, APOSJ_60581, APOSJ_60573, APOSJ_60582
OG0001501	ASTMX09507	APOSJ_36887
OG0001502	ASTMX20142, ASTMX07825	APOSJ_52685, APOSJ_52686, APOSJ_52688, APOSJ_58829, APOSJ_52681, APOSJ_52682, APOSJ_52683, APOSJ_52684, APOSJ_52687
OG0001503	ASTMX02356	APOSJ_39257
OG0001503	ASTMX19525	APOSJ_26139, APOSJ_26137, APOSJ_26138, APOSJ_26136
OG0001504	ASTMX13743	APOSJ_35252, APOSJ_31363, APOSJ_05029, APOSJ_31367, APOSJ_05030
OG0001505	ASTMX16658, ASTMX10480	APOSJ_22967
OG0001506	ASTMX16668, ASTMX02040	APOSJ_40132, APOSJ_06340, APOSJ_06342, APOSJ_06334, APOSJ_06337, APOSJ_06341, APOSJ_06338, APOSJ_06339
OG0001507	ASTMX04595, ASTMX10941, ASTMX13047	APOSJ_54371, APOSJ_54370
OG0001508	ASTMX16208, ASTMX16207	APOSJ_28090
OG0001509	ASTMX18743, ASTMX06334	APOSJ_32589, APOSJ_06824, APOSJ_32593, APOSJ_32592, APOSJ_06822, APOSJ_63990
OG0001510	ASTMX01738, ASTMX20539, ASTMX20538, ASTMX05480	APOSJ_51289, APOSJ_51290
OG0001511	ASTMX18393, ASTMX02680	APOSJ_03992, APOSJ_03991, APOSJ_03993, APOSJ_03994
OG0001513	ASTMX14668, ASTMX14669, ASTMX05393, ASTMX15300	APOSJ_27426, APOSJ_17427, APOSJ_17428, APOSJ_11682, APOSJ_11684, APOSJ_11069, APOSJ_11681, APOSJ_59803, APOSJ_17425, APOSJ_17424, APOSJ_11683
OG0001515	ASTMX13055, ASTMX11972	APOSJ_43857, APOSJ_15158, APOSJ_15159, APOSJ_15160, APOSJ_62098, APOSJ_29787, APOSJ_57954, APOSJ_57959, APOSJ_22246, APOSJ_62090, APOSJ_15162, APOSJ_57957, APOSJ_15161, APOSJ_57956
OG0001515	ASTMX03532	APOSJ_57955
OG0001516	ASTMX06094, ASTMX22766	APOSJ_47832, APOSJ_61364, APOSJ_01984, APOSJ_61365, APOSJ_12232, APOSJ_12223, APOSJ_12226, APOSJ_61363, APOSJ_61361, APOSJ_01991, APOSJ_61366, APOSJ_40862, APOSJ_12225, APOSJ_31069, APOSJ_31068, APOSJ_12224, APOSJ_01983, APOSJ_47836, APOSJ_61367, APOSJ_47835, APOSJ_47837, APOSJ_61362, APOSJ_01981, APOSJ_61360, APOSJ_47833, APOSJ_47834, APOSJ_47838, APOSJ_40874, APOSJ_01982
OG0001517	ASTMX05080, ASTMX07941	APOSJ_64375
OG0001518	ASTMX10339, ASTMX09456	APOSJ_38488, APOSJ_06551
OG0001520	ASTMX04278	APOSJ_06930, APOSJ_04719, APOSJ_04720
OG0001521	ASTMX22388, ASTMX03359, ASTMX10387, ASTMX09846, ASTMX06803	APOSJ_16952
OG0001522	ASTMX05739	APOSJ_53441
OG0001523	ASTMX02548, ASTMX01083, ASTMX17910, ASTMX07261	APOSJ_57805, APOSJ_13811, APOSJ_21350, APOSJ_41208, APOSJ_41210, APOSJ_13814, APOSJ_13812, APOSJ_13810, APOSJ_41209, APOSJ_57806, APOSJ_13813, APOSJ_13815, APOSJ_41211, APOSJ_41212
OG0001524	ASTMX10909	APOSJ_00646, APOSJ_00649, APOSJ_00648, APOSJ_00647
OG0001525	ASTMX03602	APOSJ_63579
OG0001526	ASTMX08595, ASTMX10378, ASTMX13114	APOSJ_52880, APOSJ_52879
OG0001527	ASTMX03505	APOSJ_12095
