Orthogroup	ASTMX	CAEEL
OG0000932	ASTMX05094, ASTMX12156, ASTMX11727	CAEEL07026, CAEEL07025
OG0000933	ASTMX03259, ASTMX06999, ASTMX13050, ASTMX05807, ASTMX22463	CAEEL13637
OG0000934	ASTMX09810, ASTMX09922	CAEEL20095, CAEEL02005
OG0000934	ASTMX09273, ASTMX08879, ASTMX19792	CAEEL18567
OG0000935	ASTMX04934, ASTMX18192, ASTMX02617, ASTMX18423, ASTMX09074, ASTMX14216, ASTMX00813	CAEEL10988, CAEEL18743
OG0000944	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164	CAEEL08647, CAEEL08646
OG0000944	ASTMX10713	CAEEL15360
OG0000945	ASTMX00204, ASTMX12524, ASTMX16834	CAEEL00537
OG0000946	ASTMX14434	CAEEL05453
OG0000947	ASTMX10737, ASTMX06666, ASTMX16756, ASTMX11945, ASTMX05367, ASTMX22371, ASTMX07513, ASTMX12713	CAEEL07660
OG0000949	ASTMX15084, ASTMX08824, ASTMX21187, ASTMX22481, ASTMX19646, ASTMX11332, ASTMX19844, ASTMX08182	CAEEL02872, CAEEL06438
OG0000950	ASTMX05864, ASTMX09628, ASTMX16099, ASTMX18311	CAEEL06912
OG0000951	ASTMX01864, ASTMX01863, ASTMX22222, ASTMX05129	CAEEL00056
OG0000954	ASTMX15027, ASTMX21854	CAEEL05990
OG0000955	ASTMX18471, ASTMX19384	CAEEL05680, CAEEL05073
OG0000955	ASTMX22024	CAEEL01495
OG0000957	ASTMX04943, ASTMX06936	CAEEL00119
OG0000963	ASTMX05064, ASTMX15961	CAEEL19266, CAEEL06520, CAEEL01905, CAEEL10906
OG0000965	ASTMX11644	CAEEL09524
OG0000965	ASTMX05585	CAEEL02685
OG0000967	ASTMX08221, ASTMX07666, ASTMX03215	CAEEL09409
OG0000969	ASTMX01808	CAEEL17140, CAEEL19686
OG0000970	ASTMX16775, ASTMX10621	CAEEL12249
OG0000971	ASTMX00674	CAEEL13149
OG0000972	ASTMX18834	CAEEL01404, CAEEL10528
OG0000974	ASTMX15410	CAEEL05136, CAEEL05137
OG0000977	ASTMX18656	CAEEL07521
OG0000978	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648	CAEEL10436, CAEEL10678, CAEEL04915
OG0000979	ASTMX07631	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649
OG0000982	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025	CAEEL00871
OG0000985	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706	CAEEL11989
OG0000987	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766	CAEEL18448
OG0000988	ASTMX14582, ASTMX10358, ASTMX14055	CAEEL12259, CAEEL12260, CAEEL05294
OG0000989	ASTMX21794, ASTMX21040, ASTMX06443, ASTMX15397, ASTMX15396, ASTMX21290, ASTMX12898, ASTMX04135, ASTMX08566, ASTMX11776, ASTMX03087, ASTMX21439	CAEEL18561, CAEEL20721
OG0000992	ASTMX21108	CAEEL04373
OG0000994	ASTMX09930	CAEEL01877
OG0000994	ASTMX09998	CAEEL05339, CAEEL08529
OG0000995	ASTMX18626, ASTMX17670, ASTMX10200, ASTMX11669, ASTMX21664	CAEEL01961
OG0000999	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560	CAEEL12779, CAEEL06159
OG0001001	ASTMX17780, ASTMX06967	CAEEL19402, CAEEL20405, CAEEL20234, CAEEL19403
OG0001002	ASTMX03599	CAEEL07056, CAEEL14828, CAEEL19782, CAEEL15732
OG0001004	ASTMX03982, ASTMX10486, ASTMX02824, ASTMX18866, ASTMX11607	CAEEL04943
OG0001005	ASTMX13958, ASTMX01027, ASTMX13959	CAEEL01384
OG0001006	ASTMX19697	CAEEL08218, CAEEL00364, CAEEL10732
OG0001007	ASTMX19285, ASTMX05091	CAEEL19587
OG0001008	ASTMX15308	CAEEL05786
OG0001009	ASTMX08160, ASTMX00855	CAEEL20001
OG0001013	ASTMX21078, ASTMX17661, ASTMX17662, ASTMX08576, ASTMX08575, ASTMX12311, ASTMX03627, ASTMX10104, ASTMX11498, ASTMX01563	CAEEL16541
OG0001015	ASTMX04064, ASTMX10509, ASTMX07749	CAEEL16067, CAEEL20263
OG0001016	ASTMX02659	CAEEL09313
OG0001016	ASTMX09603	CAEEL08789, CAEEL11986
OG0001017	ASTMX17970, ASTMX04766	CAEEL09308
OG0001018	ASTMX07293	CAEEL00183
OG0001018	ASTMX14402	CAEEL07047
OG0001019	ASTMX13586, ASTMX13588, ASTMX11430, ASTMX14065	CAEEL13859, CAEEL13858
OG0001022	ASTMX16902, ASTMX00545, ASTMX07556, ASTMX16176	CAEEL06254, CAEEL20075, CAEEL20775
OG0001023	ASTMX19031, ASTMX20687, ASTMX01426, ASTMX20596, ASTMX06914	CAEEL05078
OG0001024	ASTMX03675, ASTMX18108, ASTMX07995, ASTMX09301, ASTMX15826, ASTMX03255	CAEEL11623
OG0001028	ASTMX02432, ASTMX02433, ASTMX10276, ASTMX00251	CAEEL01212
OG0001029	ASTMX06248, ASTMX01653	CAEEL01262
OG0001030	ASTMX02452, ASTMX18172, ASTMX14787, ASTMX04535, ASTMX18636	CAEEL11812
OG0001031	ASTMX07625	CAEEL12448
OG0001032	ASTMX15532, ASTMX03793, ASTMX13164, ASTMX18965, ASTMX09608, ASTMX13460	CAEEL20070, CAEEL15717
OG0001033	ASTMX02891, ASTMX13562	CAEEL10717
OG0001034	ASTMX14094, ASTMX17808, ASTMX08019, ASTMX09126	CAEEL07054, CAEEL07055
OG0001036	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857	CAEEL18611
OG0001037	ASTMX09605, ASTMX13457, ASTMX18385, ASTMX09123	CAEEL18600
OG0001038	ASTMX15430, ASTMX04713, ASTMX08425	CAEEL20450
OG0001039	ASTMX00965, ASTMX19682	CAEEL10624
OG0001042	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999	CAEEL09943
OG0001044	ASTMX07810, ASTMX07811	CAEEL20285
OG0001046	ASTMX04989, ASTMX12326, ASTMX15400, ASTMX21403, ASTMX04871	CAEEL19183
OG0001050	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846	CAEEL14076, CAEEL15706
OG0001052	ASTMX06955, ASTMX02780	CAEEL10987
OG0001053	ASTMX18300, ASTMX22111, ASTMX05732, ASTMX04777, ASTMX00654	CAEEL07572
OG0001053	ASTMX04746	CAEEL09742
OG0001058	ASTMX18033, ASTMX05110, ASTMX11885, ASTMX17859	CAEEL19015
OG0001059	ASTMX17167	CAEEL00192
OG0001060	ASTMX14477, ASTMX15173	CAEEL15786
OG0001062	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790	CAEEL08101
OG0001063	ASTMX10605	CAEEL15713, CAEEL15714
OG0001066	ASTMX20286, ASTMX02069, ASTMX08837, ASTMX00998, ASTMX09220	CAEEL12576
OG0001072	ASTMX19026	CAEEL08406
OG0001073	ASTMX17875, ASTMX07177	CAEEL07965
OG0001075	ASTMX15603, ASTMX17534, ASTMX07596	CAEEL11648, CAEEL18873
OG0001076	ASTMX03684, ASTMX11243, ASTMX11094	CAEEL07541
OG0001077	ASTMX10837	CAEEL18659
OG0001078	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731	CAEEL19295
OG0001079	ASTMX13695, ASTMX07130, ASTMX04052	CAEEL10503
OG0001080	ASTMX20362	CAEEL08359
OG0001082	ASTMX05356	CAEEL19080, CAEEL19079, CAEEL09741
OG0001083	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493	CAEEL06682
OG0001084	ASTMX13267, ASTMX14596, ASTMX13269	CAEEL01831
OG0001085	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559	CAEEL09995, CAEEL09996
OG0001092	ASTMX11230, ASTMX13973, ASTMX21247, ASTMX01637, ASTMX11224, ASTMX11225, ASTMX11227	CAEEL07387
OG0001093	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672	CAEEL00638, CAEEL00637
OG0001094	ASTMX20728, ASTMX11817, ASTMX22892	CAEEL13053, CAEEL13054
OG0001095	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271	CAEEL07595
OG0001096	ASTMX18205, ASTMX09790	CAEEL04621, CAEEL17752
OG0001101	ASTMX18645	CAEEL11585
OG0001102	ASTMX10946, ASTMX06585	CAEEL08853
OG0001103	ASTMX07925	CAEEL18815
OG0001104	ASTMX04326, ASTMX19128	CAEEL20081
OG0001107	ASTMX07155, ASTMX18532, ASTMX08783, ASTMX07277, ASTMX12968	CAEEL18427
OG0001108	ASTMX10776, ASTMX02283	CAEEL09307
OG0001109	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001112	ASTMX08753, ASTMX12056	CAEEL19902
OG0001112	ASTMX04106	CAEEL19901
OG0001113	ASTMX19887	CAEEL15158
OG0001113	ASTMX17682	CAEEL01128
OG0001113	ASTMX17433	CAEEL07385
OG0001114	ASTMX20168, ASTMX05200, ASTMX10656	CAEEL11582, CAEEL01758, CAEEL01759
OG0001116	ASTMX16860	CAEEL04351
OG0001117	ASTMX11969	CAEEL08762
OG0001124	ASTMX11649, ASTMX21249	CAEEL08814
OG0001126	ASTMX15842, ASTMX02684	CAEEL04859
OG0001130	ASTMX10575	CAEEL00952, CAEEL00232
OG0001131	ASTMX07608, ASTMX14403, ASTMX04858	CAEEL14208
OG0001132	ASTMX10021	CAEEL04290
OG0001133	ASTMX12861	CAEEL11294
OG0001135	ASTMX18867	CAEEL02069
OG0001136	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730	CAEEL02001
OG0001137	ASTMX12515, ASTMX16194, ASTMX01698	CAEEL04790
OG0001138	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720	CAEEL07800, CAEEL07799
OG0001139	ASTMX08590	CAEEL06928, CAEEL15457
OG0001140	ASTMX00871, ASTMX01335	CAEEL14389
OG0001141	ASTMX18850, ASTMX15737	CAEEL01107, CAEEL01106
OG0001142	ASTMX06998	CAEEL12657
OG0001143	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862	CAEEL01013
OG0001155	ASTMX05916	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526
OG0001156	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559	CAEEL20728
OG0001158	ASTMX02087, ASTMX17173, ASTMX12628	CAEEL00147
OG0001159	ASTMX04571, ASTMX16858	CAEEL07987, CAEEL18966
OG0001160	ASTMX03036, ASTMX02042, ASTMX09272	CAEEL16381, CAEEL20121
OG0001162	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039	CAEEL18096
OG0001163	ASTMX21149, ASTMX13397, ASTMX06626	CAEEL11823, CAEEL14454, CAEEL17374
OG0001164	ASTMX15332, ASTMX23034	CAEEL07306
OG0001165	ASTMX13025	CAEEL19696
OG0001167	ASTMX18844, ASTMX18845, ASTMX07609	CAEEL04546
OG0001171	ASTMX06140, ASTMX11035, ASTMX09871, ASTMX18404, ASTMX03436	CAEEL20677
OG0001172	ASTMX02640, ASTMX12998	CAEEL13596
OG0001173	ASTMX06808	CAEEL15708
OG0001175	ASTMX15626, ASTMX17938, ASTMX10319	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001176	ASTMX10559, ASTMX01481, ASTMX13540	CAEEL11466
OG0001177	ASTMX14125, ASTMX15939	CAEEL08262, CAEEL18706
OG0001178	ASTMX12782, ASTMX12781	CAEEL05306
OG0001179	ASTMX12400, ASTMX07456	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939
OG0001180	ASTMX12027, ASTMX19199, ASTMX09020	CAEEL00751
OG0001181	ASTMX22174, ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260	CAEEL08327
OG0001183	ASTMX12002	CAEEL12969
OG0001184	ASTMX19302	CAEEL20576
OG0001184	ASTMX00228	CAEEL19676
OG0001185	ASTMX07482	CAEEL01778
OG0001186	ASTMX18547, ASTMX02567	CAEEL00480
OG0001186	ASTMX13845	CAEEL09703
OG0001188	ASTMX10472, ASTMX16516, ASTMX05803, ASTMX14514, ASTMX03224	CAEEL14362
OG0001189	ASTMX06692, ASTMX04816, ASTMX01328, ASTMX13413, ASTMX17159	CAEEL01928
OG0001191	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730	CAEEL09751, CAEEL20476, CAEEL09505
OG0001197	ASTMX03942	CAEEL11613
OG0001201	ASTMX07237, ASTMX15800, ASTMX18361, ASTMX18598	CAEEL02666
OG0001203	ASTMX14697, ASTMX11816, ASTMX05804, ASTMX02785, ASTMX14698	CAEEL09769
OG0001204	ASTMX05907, ASTMX05878, ASTMX12225	CAEEL09132
OG0001208	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017	CAEEL10574
OG0001210	ASTMX01254	CAEEL06396
OG0001210	ASTMX10342, ASTMX10343	CAEEL06380
OG0001213	ASTMX13388	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001214	ASTMX09593	CAEEL08401
OG0001215	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044	CAEEL11249
OG0001216	ASTMX20220, ASTMX20446	CAEEL04644
OG0001217	ASTMX09378, ASTMX07954, ASTMX01127, ASTMX10707, ASTMX01247, ASTMX16527, ASTMX07955	CAEEL08746
OG0001218	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605	CAEEL20131, CAEEL14167
OG0001219	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229	CAEEL20379
OG0001220	ASTMX05948, ASTMX05949	CAEEL07890
OG0001221	ASTMX07026	CAEEL13124
OG0001223	ASTMX03153, ASTMX00191, ASTMX01647, ASTMX07473	CAEEL02795
OG0001224	ASTMX06442, ASTMX00720	CAEEL07196
OG0001225	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916	CAEEL02873
OG0001226	ASTMX15119, ASTMX01133, ASTMX11042	CAEEL02848, CAEEL02849
OG0001230	ASTMX17828	CAEEL12987, CAEEL17236, CAEEL15243, CAEEL01949
OG0001233	ASTMX05613, ASTMX05612, ASTMX20633	CAEEL03755, CAEEL04189
OG0001234	ASTMX08429, ASTMX22078, ASTMX21091, ASTMX21910, ASTMX21709, ASTMX00219, ASTMX21708, ASTMX20381	CAEEL00806
OG0001236	ASTMX01850, ASTMX11510, ASTMX06878	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	ASTMX03666, ASTMX13748, ASTMX05355	CAEEL05166, CAEEL11182
OG0001239	ASTMX05182, ASTMX13945, ASTMX09470	CAEEL12011
OG0001241	ASTMX06697	CAEEL01749
OG0001241	ASTMX04159, ASTMX18901	CAEEL19375
OG0001243	ASTMX17034, ASTMX02160, ASTMX19994	CAEEL01806
OG0001247	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338	CAEEL10570
OG0001248	ASTMX11443, ASTMX17482, ASTMX05341, ASTMX19178	CAEEL08830
OG0001249	ASTMX20180, ASTMX00503, ASTMX20181, ASTMX10323, ASTMX00502, ASTMX04928	CAEEL06406
OG0001250	ASTMX15491, ASTMX07689, ASTMX20710	CAEEL18712
OG0001251	ASTMX13849, ASTMX12740	CAEEL01802
OG0001252	ASTMX14189, ASTMX20484, ASTMX19839, ASTMX18184, ASTMX07917	CAEEL05030
OG0001253	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786	CAEEL10888, CAEEL10887
OG0001254	ASTMX21460, ASTMX21459, ASTMX10576, ASTMX17225	CAEEL00935
OG0001256	ASTMX12301, ASTMX04241, ASTMX01544	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001261	ASTMX19187, ASTMX01634, ASTMX00068	CAEEL07850
OG0001262	ASTMX21377	CAEEL15249, CAEEL20627
OG0001266	ASTMX20652, ASTMX13871, ASTMX00959, ASTMX01967	CAEEL07143
OG0001267	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889	CAEEL14111
OG0001268	ASTMX20034	CAEEL11342
OG0001270	ASTMX19479, ASTMX03630	CAEEL01959
OG0001271	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815	CAEEL08717, CAEEL00634
OG0001272	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726	CAEEL07720, CAEEL09293
OG0001274	ASTMX22021, ASTMX13163, ASTMX06912	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	ASTMX04865	CAEEL20013
OG0001278	ASTMX10228	CAEEL10735
OG0001279	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584	CAEEL15321, CAEEL15322, CAEEL20353
OG0001280	ASTMX19448, ASTMX11018, ASTMX16795, ASTMX21805, ASTMX18435	CAEEL00726
OG0001281	ASTMX02972, ASTMX13937, ASTMX06587, ASTMX05626	CAEEL05459
OG0001282	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656	CAEEL04296
OG0001284	ASTMX09601	CAEEL08223
OG0001284	ASTMX06818, ASTMX13787, ASTMX17233	CAEEL01272
OG0001285	ASTMX04588, ASTMX06608, ASTMX09962	CAEEL06501
OG0001287	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804	CAEEL16475
OG0001288	ASTMX00451, ASTMX12396	CAEEL18355
OG0001290	ASTMX21384	CAEEL12280
OG0001290	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455	CAEEL12279
OG0001291	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302	CAEEL11483
OG0001292	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449	CAEEL07942
OG0001293	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515	CAEEL07048
OG0001294	ASTMX01279	CAEEL15893
OG0001296	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113	CAEEL00003, CAEEL14758
OG0001300	ASTMX06507, ASTMX16708, ASTMX01169	CAEEL09562
OG0001302	ASTMX00499	CAEEL01736
OG0001302	ASTMX18397	CAEEL12633
OG0001304	ASTMX10044, ASTMX00193, ASTMX03156, ASTMX11455	CAEEL00728
OG0001305	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148	CAEEL19700
OG0001306	ASTMX15047, ASTMX12449	CAEEL05042
OG0001306	ASTMX07805	CAEEL06741
OG0001310	ASTMX09500	CAEEL16286
OG0001311	ASTMX15821, ASTMX19766	CAEEL07271, CAEEL18160
OG0001315	ASTMX16453, ASTMX21035, ASTMX07687, ASTMX17931	CAEEL20540
OG0001318	ASTMX01432	CAEEL06153
OG0001318	ASTMX07560, ASTMX04187	CAEEL02686
OG0001319	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136	CAEEL15967
OG0001320	ASTMX02658	CAEEL02958
OG0001320	ASTMX12886, ASTMX12104	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907
OG0001321	ASTMX01879, ASTMX15374	CAEEL02303, CAEEL00016
OG0001325	ASTMX03760, ASTMX19330, ASTMX19332, ASTMX19329, ASTMX03771, ASTMX19331	CAEEL12980
OG0001326	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581	CAEEL18463, CAEEL12672, CAEEL19447
OG0001327	ASTMX18676, ASTMX05552	CAEEL12070
OG0001329	ASTMX07142, ASTMX13340	CAEEL03625, CAEEL07934
OG0001330	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195	CAEEL07772
OG0001333	ASTMX05919, ASTMX07699	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153
OG0001337	ASTMX05953, ASTMX13440, ASTMX17317	CAEEL08858
OG0001339	ASTMX08150, ASTMX03817, ASTMX01194	CAEEL01555
OG0001341	ASTMX04021, ASTMX18606	CAEEL12273
OG0001344	ASTMX12839, ASTMX12838	CAEEL12166
OG0001348	ASTMX09799, ASTMX08553, ASTMX19294	CAEEL20290
OG0001350	ASTMX06475	CAEEL06068
OG0001350	ASTMX15964	CAEEL05555
OG0001351	ASTMX15206	CAEEL20071, CAEEL20072
OG0001353	ASTMX11924, ASTMX13745	CAEEL07231
OG0001354	ASTMX11901	CAEEL18385
OG0001355	ASTMX03894, ASTMX05031, ASTMX05922	CAEEL19633
OG0001356	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094	CAEEL10619
OG0001357	ASTMX19807, ASTMX13049, ASTMX01586, ASTMX13683, ASTMX13930	CAEEL15128
OG0001363	ASTMX08285, ASTMX10326, ASTMX03420	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272
OG0001364	ASTMX17782, ASTMX06972, ASTMX17850	CAEEL16269
OG0001366	ASTMX14130, ASTMX01928, ASTMX19346, ASTMX14132, ASTMX14131, ASTMX19344, ASTMX18739, ASTMX02673	CAEEL07140
OG0001367	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021	CAEEL16176
OG0001368	ASTMX03257, ASTMX15096, ASTMX16548	CAEEL15247
OG0001369	ASTMX00950, ASTMX16841, ASTMX05553, ASTMX14417	CAEEL05836
OG0001370	ASTMX09028	CAEEL19838
OG0001370	ASTMX12996	CAEEL11201
OG0001372	ASTMX06020	CAEEL04824, CAEEL16917
OG0001375	ASTMX12879, ASTMX05755, ASTMX08713	CAEEL01718
OG0001376	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887	CAEEL18806
OG0001378	ASTMX05115, ASTMX18038, ASTMX12590, ASTMX15728, ASTMX14012, ASTMX04632	CAEEL01898
OG0001379	ASTMX03133, ASTMX08769, ASTMX08803, ASTMX08802, ASTMX03013, ASTMX03014	CAEEL20800, CAEEL08440
OG0001380	ASTMX17025, ASTMX12187, ASTMX16524, ASTMX23050, ASTMX17026	CAEEL07027
OG0001381	ASTMX02347, ASTMX05157, ASTMX14705, ASTMX10023, ASTMX03370	CAEEL01510
OG0001386	ASTMX13566	CAEEL08301
OG0001387	ASTMX07864, ASTMX13262, ASTMX14247, ASTMX08858	CAEEL01449, CAEEL05040, CAEEL06498
OG0001388	ASTMX17868	CAEEL06695
OG0001389	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746	CAEEL06582
OG0001394	ASTMX11802, ASTMX15905	CAEEL16146
OG0001395	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549	CAEEL01604
OG0001397	ASTMX08012, ASTMX19505	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001397	ASTMX01488	CAEEL19290
OG0001399	ASTMX06124, ASTMX11454, ASTMX00428	CAEEL00972
OG0001404	ASTMX03622	CAEEL15778
OG0001405	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520	CAEEL00987
OG0001405	ASTMX21998	CAEEL02297
OG0001408	ASTMX08971, ASTMX19130, ASTMX19997, ASTMX18382, ASTMX18903, ASTMX19996	CAEEL19513
OG0001409	ASTMX06764, ASTMX08743, ASTMX16438, ASTMX11918	CAEEL02567
OG0001410	ASTMX14683	CAEEL16277
OG0001411	ASTMX12471	CAEEL07405
OG0001413	ASTMX19024	CAEEL08368
OG0001414	ASTMX11571	CAEEL15043
OG0001414	ASTMX02756	CAEEL13823
OG0001418	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463	CAEEL11722
OG0001421	ASTMX10787, ASTMX08122, ASTMX03810	CAEEL14241
OG0001422	ASTMX17695, ASTMX01913	CAEEL06778
OG0001423	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608	CAEEL18493
OG0001424	ASTMX17288	CAEEL12121
OG0001425	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	ASTMX11150, ASTMX19183, ASTMX05528, ASTMX15051, ASTMX19182, ASTMX02679, ASTMX19079	CAEEL06005, CAEEL06004
OG0001427	ASTMX10767	CAEEL17428, CAEEL17430
OG0001428	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746	CAEEL05279
OG0001430	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065	CAEEL14236
OG0001432	ASTMX06431, ASTMX01758, ASTMX06145, ASTMX08157, ASTMX21019	CAEEL18746
OG0001433	ASTMX02460, ASTMX00906, ASTMX19534, ASTMX10945	CAEEL01226
OG0001436	ASTMX01918	CAEEL01644, CAEEL01645
OG0001437	ASTMX02671, ASTMX18553, ASTMX12632	CAEEL01346, CAEEL01345
OG0001440	ASTMX06448, ASTMX19471, ASTMX02877	CAEEL02919
OG0001445	ASTMX04130, ASTMX07057	CAEEL10043, CAEEL10044
OG0001447	ASTMX04644	CAEEL00798, CAEEL00797
OG0001449	ASTMX21017, ASTMX21018	CAEEL05216
OG0001452	ASTMX12067, ASTMX20582, ASTMX19197	CAEEL02837
OG0001455	ASTMX18526	CAEEL04493
OG0001458	ASTMX19929, ASTMX03755, ASTMX18146, ASTMX01176, ASTMX00012, ASTMX13313, ASTMX00013	CAEEL04619
OG0001459	ASTMX20587, ASTMX19737	CAEEL20135, CAEEL17975
OG0001460	ASTMX05935	CAEEL11040, CAEEL11027
OG0001461	ASTMX05184	CAEEL09368
OG0001462	ASTMX19123	CAEEL03309
OG0001464	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688	CAEEL07180
OG0001465	ASTMX22228	CAEEL06490
OG0001466	ASTMX10811, ASTMX14884	CAEEL00165
OG0001468	ASTMX14778, ASTMX06215, ASTMX18545, ASTMX05354	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	ASTMX17940	CAEEL06147
OG0001469	ASTMX05748	CAEEL06502
OG0001472	ASTMX14550	CAEEL07491
OG0001472	ASTMX17138	CAEEL02663
OG0001473	ASTMX15501, ASTMX19877	CAEEL15728, CAEEL16017
OG0001474	ASTMX07703	CAEEL07328
OG0001475	ASTMX01033, ASTMX04792	CAEEL05298
OG0001476	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706	CAEEL00667
OG0001478	ASTMX12885, ASTMX07723	CAEEL11433
OG0001479	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077	CAEEL19245
OG0001480	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426	CAEEL01047
OG0001482	ASTMX17250, ASTMX10958, ASTMX07796, ASTMX13431, ASTMX13296, ASTMX22753, ASTMX17504	CAEEL08859
OG0001484	ASTMX17553, ASTMX17552, ASTMX18774	CAEEL01076, CAEEL01075
OG0001485	ASTMX04894, ASTMX10882, ASTMX03334, ASTMX21672	CAEEL01187
OG0001486	ASTMX09250, ASTMX10289, ASTMX01104, ASTMX08981	CAEEL06199
OG0001489	ASTMX12776, ASTMX12086, ASTMX11213	CAEEL05101
OG0001493	ASTMX18828, ASTMX13877, ASTMX11307	CAEEL11731
OG0001500	ASTMX19077, ASTMX07007, ASTMX07549, ASTMX07006	CAEEL11009
OG0001501	ASTMX22706	CAEEL00103
