Orthogroup	ASTMX	XENTR
OG0000796	ASTMX20198	XENTR03253
OG0000796	ASTMX08788, ASTMX18533	XENTR05933
OG0000797	ASTMX20588	XENTR01630
OG0000797	ASTMX19577	XENTR05651
OG0000798	ASTMX11678	XENTR07369
OG0000798	ASTMX10211	XENTR01010
OG0000798	ASTMX11679, ASTMX06892	XENTR13650
OG0000799	ASTMX17390	XENTR08849
OG0000799	ASTMX14818, ASTMX00307	XENTR10335
OG0000799	ASTMX10072	XENTR08757
OG0000799	ASTMX09971	XENTR01900
OG0000800	ASTMX14154	XENTR09887
OG0000801	ASTMX01728, ASTMX02234	XENTR05278
OG0000801	ASTMX15089	XENTR05077
OG0000802	ASTMX06019	XENTR07794
OG0000802	ASTMX21699, ASTMX11410	XENTR06509
OG0000802	ASTMX02887	XENTR13246
OG0000802	ASTMX04926	XENTR16777
OG0000802	ASTMX13825	XENTR02068
OG0000802	ASTMX08074, ASTMX21722	XENTR09051, XENTR09050
OG0000802	ASTMX16382, ASTMX05118, ASTMX11346	XENTR12147
OG0000803	ASTMX01085	XENTR10876, XENTR10877
OG0000805	ASTMX13799, ASTMX19764	XENTR06363, XENTR15603, XENTR15604
OG0000805	ASTMX17903, ASTMX12444	XENTR04693
OG0000805	ASTMX09333, ASTMX07001	XENTR08777
OG0000805	ASTMX16652	XENTR00279
OG0000809	ASTMX16871	XENTR00087
OG0000809	ASTMX06551	XENTR14827
OG0000809	ASTMX12066	XENTR06847
OG0000810	ASTMX14057	XENTR00056
OG0000810	ASTMX12714	XENTR17048
OG0000810	ASTMX07516, ASTMX17120	XENTR16257
OG0000811	ASTMX16565	XENTR11168, XENTR16298
OG0000813	ASTMX04213	XENTR13150, XENTR13151
OG0000815	ASTMX00181	XENTR02731
OG0000815	ASTMX08658	XENTR05406
OG0000816	ASTMX01604	XENTR12785
OG0000816	ASTMX07613	XENTR13049
OG0000816	ASTMX14361	XENTR02094
OG0000816	ASTMX03674	XENTR05575
OG0000816	ASTMX12133	XENTR16977
OG0000817	ASTMX22057	XENTR05219
OG0000817	ASTMX12294	XENTR09302
OG0000817	ASTMX19659	XENTR17704, XENTR17705
OG0000818	ASTMX15406	XENTR04812
OG0000818	ASTMX07670	XENTR00964
OG0000818	ASTMX01486	XENTR01697
OG0000818	ASTMX09066	XENTR05672
OG0000819	ASTMX14488	XENTR09864
OG0000819	ASTMX05872, ASTMX12231	XENTR10193, XENTR10192
OG0000820	ASTMX12576, ASTMX21202	XENTR03160
OG0000820	ASTMX08673, ASTMX00527	XENTR05390
OG0000820	ASTMX23035, ASTMX11792, ASTMX15475	XENTR07096
OG0000821	ASTMX09163	XENTR06564, XENTR18975
OG0000821	ASTMX05636, ASTMX01012	XENTR04316
OG0000821	ASTMX15915	XENTR09806, XENTR05076, XENTR10983, XENTR10984, XENTR04315, XENTR12544, XENTR04311
OG0000822	ASTMX12417	XENTR08343
OG0000822	ASTMX10309	XENTR17339
OG0000824	ASTMX19096, ASTMX19094, ASTMX19092, ASTMX12217, ASTMX19091, ASTMX12216, ASTMX19095	XENTR04940, XENTR04939, XENTR11038
OG0000825	ASTMX09792	XENTR10589
OG0000825	ASTMX19849, ASTMX06289	XENTR09274
OG0000826	ASTMX19669	XENTR02499
OG0000827	ASTMX00352	XENTR16985
OG0000827	ASTMX03408, ASTMX03367	XENTR18584
OG0000828	ASTMX13643	XENTR00582
OG0000828	ASTMX19023	XENTR06348
OG0000829	ASTMX20116	XENTR05273
OG0000829	ASTMX18197, ASTMX04946, ASTMX13633, ASTMX12842	XENTR00567
OG0000829	ASTMX02806, ASTMX14699	XENTR08272
OG0000829	ASTMX09961, ASTMX19415	XENTR01966
OG0000830	ASTMX15395, ASTMX17788	XENTR01489
OG0000830	ASTMX07267, ASTMX03575	XENTR18052
OG0000831	ASTMX10322, ASTMX00501	XENTR00317
OG0000831	ASTMX02796, ASTMX17883	XENTR09776
OG0000832	ASTMX15114, ASTMX12276	XENTR08500
OG0000833	ASTMX16676	XENTR05865
OG0000833	ASTMX17036	XENTR04296
OG0000833	ASTMX17998	XENTR00046
OG0000834	ASTMX06048, ASTMX10777	XENTR08567
OG0000834	ASTMX03780	XENTR17187
OG0000834	ASTMX11762	XENTR03386
OG0000834	ASTMX10829, ASTMX00566	XENTR12342
OG0000835	ASTMX09001	XENTR16025
OG0000835	ASTMX07115, ASTMX07230	XENTR16652
OG0000836	ASTMX14295, ASTMX00637	XENTR10284
OG0000836	ASTMX02859	XENTR11931, XENTR11932
OG0000837	ASTMX11955	XENTR12402
OG0000837	ASTMX04140, ASTMX07602	XENTR09514
OG0000837	ASTMX17291	XENTR18045
OG0000838	ASTMX16316	XENTR08945
OG0000841	ASTMX20424	XENTR17534
OG0000841	ASTMX10887	XENTR09566
OG0000841	ASTMX01216	XENTR09621
OG0000841	ASTMX12144	XENTR08800
OG0000842	ASTMX21767, ASTMX08674, ASTMX22831	XENTR15843
OG0000842	ASTMX05913	XENTR13923
OG0000842	ASTMX19115	XENTR01677
OG0000842	ASTMX09604	XENTR11008
OG0000844	ASTMX05225	XENTR17965
OG0000844	ASTMX06886, ASTMX11513	XENTR18460
OG0000844	ASTMX04355	XENTR06250
OG0000845	ASTMX11852	XENTR10269
OG0000845	ASTMX04520	XENTR12604
OG0000845	ASTMX05855	XENTR08484
OG0000846	ASTMX14946	XENTR17745
OG0000846	ASTMX06081	XENTR16919, XENTR16918
OG0000847	ASTMX04476	XENTR18143, XENTR18591
OG0000847	ASTMX13199	XENTR00819
OG0000848	ASTMX13979	XENTR13197, XENTR13196
OG0000848	ASTMX14345	XENTR12202
OG0000849	ASTMX14573	XENTR02560
OG0000849	ASTMX13338	XENTR07414
OG0000849	ASTMX16587, ASTMX06284	XENTR04112
OG0000850	ASTMX16693, ASTMX02820	XENTR00057
OG0000850	ASTMX12095	XENTR12447
OG0000851	ASTMX09789, ASTMX17144	XENTR10592
OG0000851	ASTMX08263	XENTR01014
OG0000852	ASTMX14218, ASTMX09079, ASTMX14219	XENTR17178
OG0000852	ASTMX01973	XENTR02441
OG0000852	ASTMX04325	XENTR15626
OG0000853	ASTMX09686	XENTR02400
OG0000853	ASTMX12533, ASTMX13818	XENTR02063
OG0000855	ASTMX05866	XENTR02574, XENTR02573
OG0000856	ASTMX08887, ASTMX08886	XENTR02561
OG0000857	ASTMX18737, ASTMX15778, ASTMX01089, ASTMX09003	XENTR11492
OG0000858	ASTMX14432	XENTR15971
OG0000858	ASTMX03492	XENTR10077, XENTR10078
OG0000859	ASTMX18557, ASTMX14932	XENTR19026
OG0000859	ASTMX18996, ASTMX04905	XENTR03127
OG0000859	ASTMX12394	XENTR05830
OG0000859	ASTMX18622, ASTMX17513	XENTR10647, XENTR10646
OG0000860	ASTMX16785	XENTR06781
OG0000860	ASTMX21569	XENTR03999
OG0000861	ASTMX09840, ASTMX14709	XENTR00233
OG0000863	ASTMX14464	XENTR05892
OG0000866	ASTMX16257, ASTMX10404	XENTR12438
OG0000868	ASTMX18458	XENTR08506
OG0000868	ASTMX16949	XENTR18653
OG0000869	ASTMX05238	XENTR08068
OG0000869	ASTMX03029	XENTR11026
OG0000871	ASTMX08820	XENTR14179
OG0000872	ASTMX20999	XENTR10169
OG0000872	ASTMX02605	XENTR12885
OG0000873	ASTMX15341	XENTR15243
OG0000873	ASTMX18171, ASTMX02450	XENTR11936
OG0000873	ASTMX18538	XENTR08135
OG0000874	ASTMX01664	XENTR03555
OG0000874	ASTMX03695, ASTMX11238, ASTMX21323	XENTR18666
OG0000874	ASTMX03655, ASTMX07423	XENTR10470
OG0000875	ASTMX10227, ASTMX22128	XENTR15432
OG0000875	ASTMX15020	XENTR08213
OG0000876	ASTMX16648	XENTR06284, XENTR06285
OG0000876	ASTMX11061, ASTMX09402	XENTR03810
OG0000876	ASTMX16730	XENTR01097
OG0000877	ASTMX00683	XENTR19180
OG0000878	ASTMX02607	XENTR00725
OG0000878	ASTMX14927	XENTR09205
OG0000879	ASTMX07159	XENTR10540
OG0000879	ASTMX20218, ASTMX05667	XENTR18110
OG0000879	ASTMX19602	XENTR03813
OG0000880	ASTMX19119	XENTR11909, XENTR11908
OG0000880	ASTMX05557	XENTR02551
OG0000880	ASTMX08534	XENTR02382
OG0000880	ASTMX08874, ASTMX01769	XENTR15144
OG0000881	ASTMX08736, ASTMX09138	XENTR12933, XENTR12934
OG0000881	ASTMX09646, ASTMX05888	XENTR11112, XENTR11328
OG0000882	ASTMX13018	XENTR03615
OG0000882	ASTMX12618	XENTR02130
OG0000882	ASTMX07464	XENTR16807
OG0000882	ASTMX13019	XENTR03617, XENTR03616
OG0000882	ASTMX05010	XENTR12051
OG0000883	ASTMX03555	XENTR11240
OG0000883	ASTMX07903	XENTR08110
OG0000887	ASTMX05512, ASTMX10768	XENTR02978
OG0000887	ASTMX16791	XENTR06287
OG0000888	ASTMX14224	XENTR12831
OG0000888	ASTMX11928	XENTR13292, XENTR13291
OG0000888	ASTMX18926	XENTR01928
OG0000889	ASTMX01303, ASTMX13535	XENTR17043
OG0000889	ASTMX13198	XENTR00818
OG0000890	ASTMX13028	XENTR18941, XENTR07606, XENTR07605
OG0000890	ASTMX07291	XENTR12846
OG0000893	ASTMX05174	XENTR01359
OG0000893	ASTMX05176	XENTR16287
OG0000893	ASTMX15714	XENTR07051
OG0000894	ASTMX14915, ASTMX19186	XENTR12194
OG0000894	ASTMX07726, ASTMX19891	XENTR04788
OG0000894	ASTMX11065	XENTR16604
OG0000895	ASTMX07765	XENTR05065
OG0000895	ASTMX10574	XENTR03432
OG0000895	ASTMX09017	XENTR03123
OG0000896	ASTMX08984	XENTR18869
OG0000896	ASTMX03839	XENTR13448
OG0000896	ASTMX20490	XENTR09474
OG0000897	ASTMX00619	XENTR01334, XENTR01333
OG0000897	ASTMX00999, ASTMX08838	XENTR01226, XENTR03509
OG0000898	ASTMX07406	XENTR03982
OG0000898	ASTMX18529	XENTR12217
OG0000899	ASTMX02728	XENTR11770, XENTR11769
OG0000899	ASTMX04745	XENTR03655
OG0000900	ASTMX07447, ASTMX15310	XENTR07957
OG0000900	ASTMX21378, ASTMX00238	XENTR16631
OG0000900	ASTMX21380, ASTMX17023	XENTR11493
OG0000904	ASTMX09306, ASTMX14881	XENTR10340
OG0000904	ASTMX12135	XENTR08923
OG0000904	ASTMX11271	XENTR04176
OG0000905	ASTMX00338, ASTMX14498	XENTR07482
OG0000905	ASTMX00347	XENTR18937
OG0000907	ASTMX06533, ASTMX02843	XENTR04660
OG0000907	ASTMX09038	XENTR05742
OG0000908	ASTMX20519, ASTMX14450	XENTR02189, XENTR02188, XENTR02186, XENTR02187, XENTR02185, XENTR02184
OG0000908	ASTMX13391, ASTMX06616	XENTR04273
OG0000909	ASTMX14114, ASTMX08183	XENTR10672
OG0000909	ASTMX18935	XENTR12839
OG0000909	ASTMX02527	XENTR08443
OG0000911	ASTMX10186, ASTMX20068	XENTR18175
OG0000911	ASTMX11057	XENTR13431
OG0000911	ASTMX07865	XENTR10007
OG0000911	ASTMX06052	XENTR05207
OG0000912	ASTMX10500, ASTMX10501	XENTR12826
OG0000912	ASTMX16615	XENTR08744
OG0000912	ASTMX13041, ASTMX04397	XENTR06537
OG0000913	ASTMX04731	XENTR01593
OG0000913	ASTMX14355	XENTR13952
OG0000914	ASTMX10770	XENTR11295
OG0000914	ASTMX04016	XENTR10460
OG0000914	ASTMX01787	XENTR02522
OG0000914	ASTMX00615	XENTR02868
OG0000915	ASTMX19052, ASTMX06403	XENTR06376
OG0000915	ASTMX09477	XENTR07971
OG0000915	ASTMX05555	XENTR14552
OG0000915	ASTMX07212	XENTR15550
OG0000921	ASTMX01807	XENTR08015
OG0000921	ASTMX02073	XENTR09161
OG0000923	ASTMX12705	XENTR08773
OG0000923	ASTMX05362	XENTR13432
OG0000923	ASTMX00157	XENTR09911
OG0000923	ASTMX10398	XENTR09912
OG0000923	ASTMX21755	XENTR09913
OG0000925	ASTMX10561	XENTR13985
OG0000925	ASTMX00132, ASTMX00555	XENTR02311
OG0000926	ASTMX09727	XENTR00402
OG0000926	ASTMX09128	XENTR06553
OG0000927	ASTMX14905	XENTR00283
OG0000927	ASTMX00005	XENTR14712
OG0000927	ASTMX18145, ASTMX01174	XENTR05915
OG0000927	ASTMX06980	XENTR18984
OG0000928	ASTMX22584, ASTMX18625	XENTR05033
OG0000928	ASTMX00645, ASTMX01726	XENTR05285
OG0000929	ASTMX04114, ASTMX07004	XENTR00682
OG0000929	ASTMX06184, ASTMX16944	XENTR15957
OG0000929	ASTMX10239	XENTR09138
OG0000929	ASTMX04285	XENTR05468, XENTR05469
OG0000931	ASTMX12585	XENTR02004
OG0000931	ASTMX17985, ASTMX22261, ASTMX22383	XENTR07908
OG0000931	ASTMX03676	XENTR01984
OG0000932	ASTMX05094	XENTR13910
OG0000932	ASTMX12156, ASTMX11727	XENTR16709
OG0000933	ASTMX03259	XENTR09950
OG0000933	ASTMX06999, ASTMX13050	XENTR06630
OG0000933	ASTMX05807	XENTR08513
OG0000934	ASTMX09810	XENTR14739
OG0000934	ASTMX09922	XENTR18207
OG0000934	ASTMX08879	XENTR11383
OG0000934	ASTMX19792	XENTR18032
OG0000935	ASTMX02617, ASTMX18423	XENTR12574
OG0000935	ASTMX09074, ASTMX14216	XENTR06757
OG0000935	ASTMX00813	XENTR07228
OG0000936	ASTMX15303, ASTMX09443	XENTR02806
OG0000938	ASTMX01692	XENTR09019
OG0000938	ASTMX19323, ASTMX19322, ASTMX04693, ASTMX09745	XENTR09487
OG0000938	ASTMX01666, ASTMX21733	XENTR03541, XENTR03542
OG0000940	ASTMX10004	XENTR08691, XENTR08692
OG0000943	ASTMX05186	XENTR19197
OG0000943	ASTMX21773	XENTR06447
OG0000944	ASTMX07936, ASTMX13997	XENTR14742
OG0000944	ASTMX11801	XENTR14462
OG0000944	ASTMX01164	XENTR00679
OG0000945	ASTMX00204	XENTR09889
OG0000946	ASTMX18936, ASTMX00332, ASTMX10860	XENTR14125
OG0000947	ASTMX10737, ASTMX06666	XENTR08808
OG0000947	ASTMX16756, ASTMX11945	XENTR01875
OG0000947	ASTMX07513	XENTR15993
OG0000949	ASTMX15084	XENTR16409
OG0000949	ASTMX21187, ASTMX22481, ASTMX19646	XENTR16343
OG0000949	ASTMX11332	XENTR13690
OG0000949	ASTMX19844, ASTMX08182	XENTR10671
OG0000950	ASTMX09628	XENTR06315
OG0000950	ASTMX16099, ASTMX18311	XENTR14022
OG0000951	ASTMX01863, ASTMX22222	XENTR11436
OG0000951	ASTMX05129	XENTR10439
OG0000952	ASTMX04103	XENTR06419
OG0000952	ASTMX16768	XENTR10974
OG0000952	ASTMX08010	XENTR07516
OG0000952	ASTMX16769	XENTR10972, XENTR10973
OG0000953	ASTMX18226	XENTR16006
OG0000953	ASTMX12548, ASTMX06834	XENTR05020
OG0000953	ASTMX00739	XENTR10025
OG0000954	ASTMX15027	XENTR04163
OG0000954	ASTMX21854	XENTR07350
OG0000955	ASTMX18471, ASTMX19384	XENTR15251
OG0000955	ASTMX11621	XENTR15299
OG0000957	ASTMX14243	XENTR09672
OG0000957	ASTMX06936	XENTR08642
OG0000958	ASTMX06367	XENTR16151
OG0000960	ASTMX16444, ASTMX07245	XENTR00488
OG0000960	ASTMX15601	XENTR11786
OG0000963	ASTMX07918, ASTMX18186	XENTR09828
OG0000963	ASTMX15961	XENTR00065
OG0000964	ASTMX14595	XENTR15845
OG0000964	ASTMX06312	XENTR11986, XENTR11979
OG0000965	ASTMX11644	XENTR14312
OG0000965	ASTMX05585	XENTR16944
OG0000966	ASTMX02282	XENTR04933
OG0000966	ASTMX05066, ASTMX09997	XENTR10311
OG0000967	ASTMX08221	XENTR08823
OG0000967	ASTMX07666	XENTR06702
OG0000968	ASTMX16299	XENTR08955
OG0000968	ASTMX00443	XENTR17733
OG0000968	ASTMX13057	XENTR04038, XENTR04039
OG0000968	ASTMX11973	XENTR04535
OG0000969	ASTMX01808	XENTR08014
OG0000970	ASTMX04466	XENTR17949
OG0000970	ASTMX16775, ASTMX10621	XENTR01182
OG0000971	ASTMX00674	XENTR17892
OG0000972	ASTMX18834	XENTR13483, XENTR14024
OG0000972	ASTMX16325	XENTR02207
OG0000973	ASTMX13794, ASTMX13793	XENTR15593
OG0000974	ASTMX15410	XENTR01619
OG0000976	ASTMX04179, ASTMX20853	XENTR10262
OG0000978	ASTMX07458, ASTMX17117	XENTR01707
OG0000978	ASTMX00202	XENTR17274
OG0000978	ASTMX01648	XENTR04595
OG0000979	ASTMX07631	XENTR08662, XENTR08663, XENTR16278
OG0000981	ASTMX07777	XENTR14084
OG0000982	ASTMX07919	XENTR15733
OG0000982	ASTMX11536, ASTMX07445	XENTR18658
OG0000982	ASTMX13438, ASTMX10025	XENTR06997
OG0000984	ASTMX02397	XENTR01286, XENTR01285
OG0000985	ASTMX09768	XENTR01934
OG0000985	ASTMX15611, ASTMX12134	XENTR16979, XENTR16978
OG0000986	ASTMX19507, ASTMX13383	XENTR04261
OG0000986	ASTMX17978	XENTR01926
OG0000987	ASTMX15681, ASTMX02636	XENTR06356
OG0000987	ASTMX09408, ASTMX04754	XENTR03812
OG0000988	ASTMX14582	XENTR12762
OG0000988	ASTMX10358	XENTR06777, XENTR06778
OG0000988	ASTMX14055	XENTR09929
OG0000989	ASTMX21794	XENTR17706
OG0000989	ASTMX15397, ASTMX15396, ASTMX21290	XENTR18217, XENTR17094, XENTR17707
OG0000992	ASTMX21108	XENTR07391
OG0000992	ASTMX16823	XENTR11894
OG0000994	ASTMX09930	XENTR15055
OG0000994	ASTMX09998	XENTR12451, XENTR12452, XENTR02702, XENTR02703, XENTR02701
OG0000995	ASTMX18626, ASTMX17670	XENTR04796
OG0000995	ASTMX21664	XENTR07312
OG0000996	ASTMX22748, ASTMX01122	XENTR00689
OG0000996	ASTMX09090, ASTMX06171	XENTR11665
OG0000996	ASTMX18948	XENTR03250
OG0000999	ASTMX07361, ASTMX15986	XENTR05421
OG0000999	ASTMX14492, ASTMX00353	XENTR17674, XENTR18093
OG0000999	ASTMX16560	XENTR05336
OG0001000	ASTMX00037	XENTR02326
OG0001000	ASTMX14963	XENTR14403
OG0001000	ASTMX04263	XENTR05465
OG0001000	ASTMX18124, ASTMX11874	XENTR00660, XENTR09708
OG0001001	ASTMX17780, ASTMX06967	XENTR17916
OG0001001	ASTMX00557, ASTMX00122	XENTR02303
OG0001002	ASTMX03599	XENTR04429
OG0001003	ASTMX14461	XENTR06440
OG0001004	ASTMX03982	XENTR11947
OG0001004	ASTMX10486	XENTR13944
OG0001004	ASTMX02824	XENTR00348
OG0001004	ASTMX18866, ASTMX11607	XENTR12222
OG0001005	ASTMX01027, ASTMX13959	XENTR17351
OG0001006	ASTMX19697	XENTR01787
OG0001006	ASTMX13446	XENTR11011
OG0001006	ASTMX13127	XENTR09358
OG0001007	ASTMX19285	XENTR03922
OG0001007	ASTMX05091	XENTR07754
OG0001008	ASTMX18731	XENTR01253
OG0001008	ASTMX17365	XENTR07071
OG0001008	ASTMX17759, ASTMX01070	XENTR13709
OG0001009	ASTMX08160	XENTR09611
OG0001009	ASTMX00855	XENTR19086, XENTR04072
OG0001011	ASTMX03714, ASTMX05856	XENTR08483
OG0001011	ASTMX01644, ASTMX01606	XENTR04705
OG0001011	ASTMX00031	XENTR12721
OG0001012	ASTMX04365	XENTR07888
OG0001012	ASTMX15204	XENTR11929
OG0001012	ASTMX11880	XENTR14474
OG0001012	ASTMX14969, ASTMX11879	XENTR14475
OG0001012	ASTMX00113, ASTMX09552	XENTR17590, XENTR17589
OG0001012	ASTMX07040, ASTMX02961	XENTR10096
OG0001012	ASTMX12817, ASTMX13081	XENTR14494, XENTR18695
OG0001012	ASTMX21444	XENTR15180
OG0001013	ASTMX17661, ASTMX17662, ASTMX08576, ASTMX08575	XENTR01268
OG0001013	ASTMX12311, ASTMX03627	XENTR12519
OG0001013	ASTMX10104, ASTMX11498	XENTR05681
OG0001013	ASTMX01563	XENTR13123
OG0001015	ASTMX04064, ASTMX10509	XENTR03903, XENTR02699
OG0001016	ASTMX02659	XENTR06361
OG0001016	ASTMX09603	XENTR11007
OG0001017	ASTMX17970	XENTR01882
OG0001017	ASTMX04766	XENTR06219
OG0001018	ASTMX07293	XENTR12838
OG0001018	ASTMX14402	XENTR13405
OG0001019	ASTMX13586	XENTR19055
OG0001019	ASTMX13588, ASTMX11430, ASTMX14065	XENTR18997
OG0001021	ASTMX08511	XENTR03042
OG0001022	ASTMX16902	XENTR18242
OG0001022	ASTMX00545	XENTR09212
OG0001022	ASTMX16176	XENTR08786
OG0001023	ASTMX19031	XENTR15705, XENTR15704
OG0001023	ASTMX20687	XENTR02520
OG0001023	ASTMX01426	XENTR11481
OG0001024	ASTMX15826, ASTMX03255	XENTR09290
OG0001026	ASTMX15598	XENTR01794
OG0001027	ASTMX11181	XENTR14946
OG0001027	ASTMX12602	XENTR18376
OG0001028	ASTMX02432, ASTMX02433	XENTR08088
OG0001029	ASTMX06248	XENTR00509
OG0001029	ASTMX01653	XENTR04608
OG0001029	ASTMX09096	XENTR00697
OG0001029	ASTMX11906	XENTR10786
OG0001029	ASTMX05770, ASTMX16817	XENTR11720
OG0001030	ASTMX02452, ASTMX18172	XENTR10641
OG0001030	ASTMX14787, ASTMX04535	XENTR11652
OG0001030	ASTMX18636	XENTR00593
OG0001031	ASTMX07625	XENTR08916
OG0001031	ASTMX17308	XENTR11732
OG0001032	ASTMX15532, ASTMX03793	XENTR01314
OG0001032	ASTMX13164, ASTMX18965	XENTR15209
OG0001032	ASTMX09608	XENTR06823
OG0001033	ASTMX16778	XENTR11737
OG0001033	ASTMX20310	XENTR02706
OG0001033	ASTMX02891	XENTR00028
OG0001033	ASTMX13562	XENTR04288, XENTR04289
OG0001034	ASTMX14094, ASTMX17808	XENTR13970
OG0001034	ASTMX08019, ASTMX09126	XENTR02918
OG0001036	ASTMX00943	XENTR15810
OG0001036	ASTMX04320, ASTMX20857	XENTR02160
OG0001037	ASTMX09605, ASTMX13457	XENTR06792
OG0001037	ASTMX18385, ASTMX09123	XENTR04702
OG0001038	ASTMX15430	XENTR08755
OG0001038	ASTMX04713	XENTR10905
OG0001038	ASTMX08425	XENTR13375
OG0001039	ASTMX00965	XENTR10799, XENTR11115
OG0001042	ASTMX01745	XENTR15139
OG0001042	ASTMX19070, ASTMX15836	XENTR17123
OG0001042	ASTMX02594, ASTMX01999	XENTR16376
OG0001044	ASTMX11020	XENTR01479
OG0001044	ASTMX07810, ASTMX07811	XENTR18041
OG0001046	ASTMX04989, ASTMX12326	XENTR01853
OG0001046	ASTMX15400	XENTR03892, XENTR03891
OG0001046	ASTMX21403, ASTMX04871	XENTR10518
OG0001047	ASTMX13719, ASTMX02988	XENTR15460
OG0001047	ASTMX09193	XENTR09715, XENTR19101
OG0001047	ASTMX08799	XENTR05905
OG0001048	ASTMX11990	XENTR06473
OG0001048	ASTMX19153, ASTMX16464	XENTR14297
OG0001048	ASTMX18179	XENTR16609
OG0001049	ASTMX16983	XENTR00286
OG0001049	ASTMX06351, ASTMX20676	XENTR02876
OG0001049	ASTMX15120	XENTR03223
OG0001050	ASTMX02532, ASTMX22959	XENTR08446
OG0001050	ASTMX17116	XENTR18291
OG0001050	ASTMX01295	XENTR03607
OG0001050	ASTMX07885, ASTMX07884, ASTMX00384	XENTR01418, XENTR01419
OG0001050	ASTMX06846	XENTR15902
OG0001051	ASTMX16177, ASTMX09516, ASTMX00023, ASTMX04621	XENTR02327
OG0001052	ASTMX15614	XENTR06692
OG0001052	ASTMX06955	XENTR04326
OG0001052	ASTMX02780	XENTR07297
OG0001053	ASTMX22111, ASTMX05732	XENTR14072
OG0001053	ASTMX04777	XENTR07099
OG0001053	ASTMX00654	XENTR01123
OG0001053	ASTMX04746	XENTR07525
OG0001054	ASTMX11497, ASTMX10102	XENTR05688
OG0001054	ASTMX15402	XENTR04823
OG0001054	ASTMX07816, ASTMX19836	XENTR17976
OG0001054	ASTMX11496, ASTMX10101	XENTR05689
OG0001057	ASTMX16121	XENTR09898
OG0001057	ASTMX18759, ASTMX08231	XENTR13492
OG0001057	ASTMX21869	XENTR07434
OG0001057	ASTMX11631	XENTR15414
OG0001058	ASTMX18033, ASTMX05110	XENTR09698
OG0001058	ASTMX11885, ASTMX17859	XENTR10813
OG0001059	ASTMX13011	XENTR16833
OG0001060	ASTMX14477, ASTMX15173	XENTR15320
OG0001062	ASTMX14307, ASTMX08563	XENTR02358
OG0001062	ASTMX02379	XENTR00517
OG0001062	ASTMX17790	XENTR00439
OG0001063	ASTMX10605	XENTR01633
OG0001065	ASTMX18463	XENTR14400
OG0001065	ASTMX10224	XENTR14851
OG0001066	ASTMX20286	XENTR08375, XENTR18939
OG0001066	ASTMX08837, ASTMX00998	XENTR01227
OG0001066	ASTMX01339	XENTR05175
OG0001067	ASTMX00002	XENTR15131, XENTR06306
OG0001067	ASTMX08589	XENTR12290
OG0001072	ASTMX19026	XENTR01131
OG0001072	ASTMX07116	XENTR14054
OG0001073	ASTMX00299	XENTR13757
OG0001073	ASTMX15139	XENTR03448
OG0001073	ASTMX07175	XENTR09013
OG0001075	ASTMX15603	XENTR14239
OG0001075	ASTMX17534, ASTMX07596	XENTR06059
OG0001076	ASTMX03684, ASTMX11243	XENTR04369
OG0001076	ASTMX11094	XENTR03450
OG0001077	ASTMX08017	XENTR02919
OG0001077	ASTMX12567	XENTR03172
OG0001078	ASTMX14428	XENTR16491
OG0001078	ASTMX16990, ASTMX15708	XENTR12278
OG0001078	ASTMX07308, ASTMX21162	XENTR05427
OG0001078	ASTMX01731	XENTR16318
OG0001079	ASTMX07129	XENTR05981
OG0001079	ASTMX13695	XENTR02342
OG0001079	ASTMX04052	XENTR18570
OG0001080	ASTMX20362	XENTR17306
OG0001080	ASTMX17093	XENTR00219
OG0001080	ASTMX00271	XENTR05053
OG0001081	ASTMX07534, ASTMX20170, ASTMX20169	XENTR11483, XENTR11482
OG0001082	ASTMX05356	XENTR04166, XENTR03787
OG0001083	ASTMX03242, ASTMX10427	XENTR14939
OG0001083	ASTMX17603	XENTR08964
OG0001083	ASTMX08493	XENTR02202, XENTR09760
OG0001084	ASTMX13267, ASTMX14596	XENTR03176
OG0001084	ASTMX21978, ASTMX16214	XENTR06277
OG0001085	ASTMX04023, ASTMX22544	XENTR18960
OG0001085	ASTMX08536	XENTR05968
OG0001085	ASTMX05559	XENTR02550
OG0001086	ASTMX17217	XENTR14767
OG0001086	ASTMX13682	XENTR08988, XENTR08989
OG0001086	ASTMX04708, ASTMX12542	XENTR09494
OG0001088	ASTMX01346	XENTR12091
OG0001088	ASTMX13182	XENTR01178
OG0001089	ASTMX21827	XENTR12503
OG0001089	ASTMX11862, ASTMX12798	XENTR06021
OG0001091	ASTMX04144, ASTMX08666	XENTR05394
OG0001091	ASTMX21338	XENTR06870
OG0001091	ASTMX12021	XENTR11806
OG0001091	ASTMX12020	XENTR11805
OG0001091	ASTMX08667	XENTR05395
OG0001092	ASTMX11230	XENTR04356
OG0001092	ASTMX01637	XENTR03567
OG0001092	ASTMX11224	XENTR04358
OG0001093	ASTMX12014	XENTR14801
OG0001093	ASTMX12657, ASTMX16037	XENTR06916
OG0001093	ASTMX04141, ASTMX08672	XENTR05391
OG0001094	ASTMX20728	XENTR06671
OG0001094	ASTMX11817	XENTR12802
OG0001094	ASTMX22892	XENTR09938
OG0001095	ASTMX01042	XENTR12897
OG0001095	ASTMX06668, ASTMX10417	XENTR04215
OG0001096	ASTMX18205, ASTMX09790	XENTR04979, XENTR04980, XENTR10593
OG0001101	ASTMX17108	XENTR15140
OG0001101	ASTMX18645	XENTR16380
OG0001101	ASTMX05377, ASTMX14058	XENTR13296
