Orthogroup	ASTMX	MOUSE
OG0000194	ASTMX03197, ASTMX16653	MOUSE29432, MOUSE29433, MOUSE29431
OG0000194	ASTMX22443, ASTMX22363, ASTMX14331	MOUSE34698, MOUSE34700, MOUSE34701, MOUSE34699, MOUSE34696, MOUSE34697, MOUSE34695
OG0000197	ASTMX14222	MOUSE30186
OG0000197	ASTMX13243, ASTMX19993	MOUSE51336
OG0000197	ASTMX12768	MOUSE34852
OG0000197	ASTMX04797	MOUSE34853
OG0000197	ASTMX20680, ASTMX12767	MOUSE52313
OG0000197	ASTMX04274	MOUSE34129
OG0000197	ASTMX00851, ASTMX10141	MOUSE29305, MOUSE29309, MOUSE29308, MOUSE29310, MOUSE29311, MOUSE29313, MOUSE29307, MOUSE29312
OG0000198	ASTMX21468	MOUSE37485, MOUSE37483, MOUSE37486, MOUSE37484
OG0000198	ASTMX19231, ASTMX14686	MOUSE15130, MOUSE15131
OG0000199	ASTMX14809, ASTMX14810, ASTMX14807	MOUSE19334, MOUSE19337, MOUSE19328, MOUSE19330, MOUSE19332, MOUSE19317, MOUSE19315, MOUSE19316, MOUSE19321, MOUSE19320, MOUSE19318, MOUSE19324, MOUSE19326, MOUSE19325, MOUSE19323, MOUSE19331, MOUSE19333, MOUSE19327, MOUSE19329, MOUSE19319, MOUSE19322, MOUSE19336, MOUSE19335, MOUSE19338, MOUSE19340, MOUSE19342
OG0000200	ASTMX16217	MOUSE09077, MOUSE09076, MOUSE09084, MOUSE09086, MOUSE09087, MOUSE09085, MOUSE09083, MOUSE09081, MOUSE09080, MOUSE09094, MOUSE09093, MOUSE09088, MOUSE09089, MOUSE09091, MOUSE09073, MOUSE09075, MOUSE23229
OG0000200	ASTMX11123	MOUSE09079, MOUSE09070, MOUSE09069, MOUSE09071
OG0000200	ASTMX02850	MOUSE23999
OG0000200	ASTMX06297	MOUSE30022, MOUSE30021
OG0000201	ASTMX19802, ASTMX14681, ASTMX19801	MOUSE38533, MOUSE38534
OG0000201	ASTMX15505	MOUSE14083
OG0000201	ASTMX17973	MOUSE04353, MOUSE04354
OG0000201	ASTMX12848	MOUSE26660
OG0000201	ASTMX16004, ASTMX17974	MOUSE01054
OG0000201	ASTMX13076	MOUSE03853, MOUSE03854, MOUSE03851, MOUSE03850, MOUSE03855, MOUSE03849, MOUSE03848, MOUSE03852, MOUSE03856
OG0000201	ASTMX16014	MOUSE01053, MOUSE01052
OG0000202	ASTMX21420, ASTMX18088	MOUSE05722, MOUSE05721
OG0000202	ASTMX01815	MOUSE35258, MOUSE35254, MOUSE35255, MOUSE35274, MOUSE35257, MOUSE35256, MOUSE35272
OG0000202	ASTMX12049, ASTMX15021	MOUSE22331, MOUSE22330, MOUSE22329
OG0000202	ASTMX14453	MOUSE07511, MOUSE48067, MOUSE48245, MOUSE47837, MOUSE47835, MOUSE47833, MOUSE47834
OG0000202	ASTMX09955, ASTMX19428	MOUSE12756, MOUSE12757, MOUSE12758, MOUSE12754
OG0000202	ASTMX05837, ASTMX07752	MOUSE46869, MOUSE46868, MOUSE46870
OG0000202	ASTMX02721	MOUSE27899, MOUSE27900, MOUSE27898
OG0000202	ASTMX17241	MOUSE03258
OG0000202	ASTMX18862, ASTMX09691	MOUSE46792, MOUSE46791
OG0000202	ASTMX06807	MOUSE30371, MOUSE30372, MOUSE30373, MOUSE30374
OG0000203	ASTMX16274	MOUSE48169, MOUSE48170
OG0000203	ASTMX01226	MOUSE00419
OG0000203	ASTMX00857	MOUSE33851
OG0000203	ASTMX06010	MOUSE15592
OG0000203	ASTMX05701, ASTMX05700	MOUSE34963
OG0000203	ASTMX19932	MOUSE04014
OG0000203	ASTMX05273, ASTMX00753	MOUSE35047
OG0000204	ASTMX05231, ASTMX02270	MOUSE23102, MOUSE23101
OG0000204	ASTMX08546, ASTMX02616	MOUSE41512
OG0000204	ASTMX01734	MOUSE47328, MOUSE47326, MOUSE47327
OG0000204	ASTMX00447, ASTMX00221	MOUSE44453, MOUSE44451, MOUSE44452
OG0000204	ASTMX00441	MOUSE27284
OG0000204	ASTMX21977	MOUSE41513, MOUSE41514, MOUSE47329
OG0000204	ASTMX00222	MOUSE27285
OG0000204	ASTMX00448, ASTMX00240	MOUSE46997
OG0000205	ASTMX13522	MOUSE07349
OG0000205	ASTMX16114	MOUSE24811, MOUSE24810
OG0000205	ASTMX20065, ASTMX10182	MOUSE05525
OG0000205	ASTMX20441	MOUSE18370
OG0000205	ASTMX12995	MOUSE14654
OG0000205	ASTMX02305, ASTMX10670	MOUSE35468, MOUSE35467
OG0000205	ASTMX05423, ASTMX14679	MOUSE26285, MOUSE26286, MOUSE26284
OG0000206	ASTMX13968	MOUSE46696, MOUSE46691
OG0000207	ASTMX11086	MOUSE19031
OG0000207	ASTMX18027	MOUSE28832, MOUSE28833
OG0000207	ASTMX11639	MOUSE32259, MOUSE32258
OG0000207	ASTMX13861	MOUSE33675, MOUSE33676, MOUSE33674
OG0000207	ASTMX20482	MOUSE15842, MOUSE15840, MOUSE15841
OG0000207	ASTMX06362	MOUSE24286, MOUSE24289
OG0000208	ASTMX14534	MOUSE28784, MOUSE28785
OG0000208	ASTMX12214, ASTMX04375	MOUSE04342, MOUSE04346, MOUSE04345, MOUSE04344, MOUSE04343
OG0000208	ASTMX14594, ASTMX12234	MOUSE04690
OG0000208	ASTMX18583	MOUSE39382
OG0000208	ASTMX05181	MOUSE39136
OG0000209	ASTMX21724	MOUSE46040, MOUSE46041, MOUSE46039
OG0000210	ASTMX06462	MOUSE33248, MOUSE33247, MOUSE33246
OG0000210	ASTMX16896	MOUSE15655, MOUSE15654
OG0000211	ASTMX14936	MOUSE51114, MOUSE51115
OG0000211	ASTMX02506	MOUSE28046
OG0000211	ASTMX08965	MOUSE10073, MOUSE10072
OG0000211	ASTMX12406	MOUSE44580, MOUSE44581, MOUSE44579
OG0000211	ASTMX15733, ASTMX12502	MOUSE20694, MOUSE20693
OG0000211	ASTMX00388, ASTMX07887	MOUSE01466, MOUSE44832
OG0000213	ASTMX13716, ASTMX02993	MOUSE04327, MOUSE04326
OG0000213	ASTMX16332	MOUSE37340
OG0000215	ASTMX09309	MOUSE19203
OG0000215	ASTMX14457	MOUSE27957
OG0000215	ASTMX12693	MOUSE22557
OG0000215	ASTMX07222	MOUSE39371, MOUSE39373, MOUSE39370, MOUSE39372
OG0000216	ASTMX13790	MOUSE17640
OG0000217	ASTMX22275, ASTMX22014, ASTMX22013, ASTMX21865	MOUSE40152, MOUSE40161, MOUSE40170, MOUSE40173, MOUSE40176, MOUSE40175, MOUSE40174, MOUSE40164, MOUSE40153, MOUSE40159, MOUSE40158, MOUSE40149, MOUSE40165, MOUSE40160, MOUSE40169, MOUSE40156, MOUSE40168, MOUSE40157, MOUSE40167, MOUSE40162, MOUSE40087, MOUSE40089, MOUSE40088, MOUSE40090, MOUSE40091, MOUSE40092, MOUSE40099, MOUSE40103, MOUSE40102, MOUSE40067, MOUSE40056, MOUSE40057, MOUSE40075, MOUSE40062, MOUSE40063, MOUSE40064, MOUSE40079, MOUSE40085, MOUSE40086, MOUSE40135, MOUSE40137, MOUSE40139, MOUSE40142, MOUSE40143, MOUSE40078, MOUSE40118, MOUSE40098
OG0000217	ASTMX02470, ASTMX13539	MOUSE40182
OG0000218	ASTMX14255, ASTMX06375	MOUSE10867
OG0000219	ASTMX10608	MOUSE15676, MOUSE15675
OG0000220	ASTMX14009, ASTMX14010	MOUSE29601, MOUSE29602
OG0000220	ASTMX09978	MOUSE40568, MOUSE40569, MOUSE40573, MOUSE40572, MOUSE40571, MOUSE40570
OG0000220	ASTMX02750	MOUSE11165, MOUSE11164
OG0000220	ASTMX13093, ASTMX15732	MOUSE36880
OG0000221	ASTMX13257, ASTMX12726	MOUSE22515, MOUSE22518, MOUSE22513, MOUSE22517, MOUSE22516, MOUSE22514
OG0000221	ASTMX17261, ASTMX17047	MOUSE05742, MOUSE05741
OG0000221	ASTMX14659	MOUSE29915, MOUSE29913, MOUSE29916, MOUSE29920, MOUSE29914, MOUSE29919, MOUSE29918, MOUSE29912, MOUSE29917
OG0000221	ASTMX05690	MOUSE35058, MOUSE35056, MOUSE35053, MOUSE35051, MOUSE35055, MOUSE35054
OG0000221	ASTMX00084	MOUSE22156
OG0000221	ASTMX22683	MOUSE18361
OG0000222	ASTMX14568	MOUSE34452, MOUSE34453, MOUSE34454
OG0000222	ASTMX11163	MOUSE22872, MOUSE22873, MOUSE22874
OG0000223	ASTMX17097	MOUSE13614
OG0000223	ASTMX19956	MOUSE28432, MOUSE28431
OG0000223	ASTMX01390, ASTMX13426	MOUSE35624, MOUSE35625
OG0000223	ASTMX05635	MOUSE40481, MOUSE40482, MOUSE40480, MOUSE40478, MOUSE40473, MOUSE40474, MOUSE40475, MOUSE40476, MOUSE40477, MOUSE40472, MOUSE40479, MOUSE40483
OG0000223	ASTMX07750, ASTMX06611	MOUSE20969, MOUSE20966, MOUSE20968, MOUSE20970
OG0000223	ASTMX15854	MOUSE20967
OG0000224	ASTMX05104	MOUSE15355
OG0000224	ASTMX12973	MOUSE13080, MOUSE13079
OG0000224	ASTMX00539	MOUSE13081
OG0000224	ASTMX05602, ASTMX20631, ASTMX20629	MOUSE38292
OG0000224	ASTMX03180, ASTMX16661	MOUSE29507
OG0000224	ASTMX03143, ASTMX08749	MOUSE52355, MOUSE52356, MOUSE52354, MOUSE52353
OG0000224	ASTMX06986, ASTMX14823	MOUSE04139, MOUSE04140, MOUSE04137
OG0000224	ASTMX11760	MOUSE04138
OG0000224	ASTMX00714	MOUSE33772, MOUSE33773
OG0000224	ASTMX20852	MOUSE16389
OG0000224	ASTMX03915	MOUSE54997, MOUSE54995
OG0000224	ASTMX19084	MOUSE16212
OG0000224	ASTMX05006	MOUSE16211
OG0000224	ASTMX09362, ASTMX20555, ASTMX09363	MOUSE38145
OG0000224	ASTMX09360, ASTMX20552, ASTMX09361, ASTMX20553, ASTMX04185, ASTMX09357, ASTMX09359	MOUSE38138, MOUSE38144
OG0000225	ASTMX16084, ASTMX16085	MOUSE06880, MOUSE06881, MOUSE06882
OG0000225	ASTMX16083	MOUSE06888
OG0000225	ASTMX11790	MOUSE23452, MOUSE23453, MOUSE23451
OG0000225	ASTMX09442, ASTMX17744	MOUSE52882, MOUSE52881, MOUSE52880
OG0000225	ASTMX14393	MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427
OG0000225	ASTMX04772	MOUSE02372, MOUSE02371
OG0000225	ASTMX20768	MOUSE37168, MOUSE37169, MOUSE37170
OG0000225	ASTMX04717	MOUSE19594, MOUSE19593, MOUSE19595
OG0000226	ASTMX03292	MOUSE18638
OG0000226	ASTMX10409	MOUSE22186, MOUSE22185, MOUSE22183, MOUSE22182
OG0000226	ASTMX10407	MOUSE22184
OG0000227	ASTMX14933, ASTMX18558	MOUSE01608
OG0000227	ASTMX02672	MOUSE22121
OG0000227	ASTMX19343	MOUSE22120
OG0000227	ASTMX17511	MOUSE01605
OG0000227	ASTMX21030	MOUSE01607, MOUSE01606
OG0000227	ASTMX00467	MOUSE51778
OG0000227	ASTMX17802, ASTMX07384, ASTMX15014, ASTMX15013, ASTMX08655	MOUSE15731
OG0000227	ASTMX14981, ASTMX11122	MOUSE09066
OG0000227	ASTMX17731	MOUSE28250
OG0000228	ASTMX08232, ASTMX13813	MOUSE04514
OG0000228	ASTMX10957, ASTMX17589	MOUSE26665, MOUSE26664, MOUSE26662
OG0000228	ASTMX16365, ASTMX10925	MOUSE26668, MOUSE26670, MOUSE26669, MOUSE26671
OG0000229	ASTMX14119, ASTMX05743	MOUSE06543
OG0000229	ASTMX07950	MOUSE55219
OG0000230	ASTMX01329	MOUSE06858, MOUSE06860, MOUSE06859
OG0000230	ASTMX01406	MOUSE06862, MOUSE06861
OG0000230	ASTMX02228, ASTMX12843, ASTMX12844	MOUSE05016, MOUSE05015, MOUSE05014, MOUSE05011, MOUSE05018
OG0000231	ASTMX01168, ASTMX10711	MOUSE54203
OG0000231	ASTMX06042, ASTMX21702	MOUSE21875, MOUSE21876
OG0000231	ASTMX18443	MOUSE36429
OG0000231	ASTMX00067	MOUSE45631, MOUSE45630
OG0000231	ASTMX21905, ASTMX09216	MOUSE49173
OG0000231	ASTMX07397, ASTMX07396	MOUSE32117
OG0000233	ASTMX14603	MOUSE32454, MOUSE32453
OG0000234	ASTMX03378	MOUSE19093
OG0000234	ASTMX21596	MOUSE19092, MOUSE19095, MOUSE19096, MOUSE19094
OG0000234	ASTMX09075, ASTMX14217	MOUSE30639, MOUSE30638, MOUSE30635, MOUSE30636, MOUSE30637
OG0000234	ASTMX02028	MOUSE24948, MOUSE24946, MOUSE24950, MOUSE24944, MOUSE24952, MOUSE24951, MOUSE24954, MOUSE24945, MOUSE24953, MOUSE24947, MOUSE24949
OG0000234	ASTMX03572	MOUSE26980, MOUSE26977, MOUSE26979, MOUSE26978
OG0000235	ASTMX06227, ASTMX00260	MOUSE51673, MOUSE51675
OG0000235	ASTMX11628	MOUSE36295, MOUSE36296
OG0000235	ASTMX03682	MOUSE38889
OG0000235	ASTMX10834	MOUSE23374
OG0000236	ASTMX08747, ASTMX03149	MOUSE31733
OG0000236	ASTMX10243, ASTMX08142	MOUSE00105
OG0000238	ASTMX20450, ASTMX07704	MOUSE46195, MOUSE46196
OG0000238	ASTMX22020, ASTMX08638	MOUSE39882
OG0000238	ASTMX11056, ASTMX15298	MOUSE14681, MOUSE14680, MOUSE14679, MOUSE02481
OG0000238	ASTMX08927, ASTMX16413	MOUSE19005
OG0000239	ASTMX07645, ASTMX14835	MOUSE05656, MOUSE05655
OG0000239	ASTMX20429, ASTMX05441	MOUSE22235, MOUSE22234, MOUSE22233, MOUSE22237, MOUSE22236
OG0000239	ASTMX01276, ASTMX03280	MOUSE07433
OG0000239	ASTMX15869, ASTMX10448	MOUSE05662, MOUSE05661
OG0000239	ASTMX21437, ASTMX01895	MOUSE39765, MOUSE39768, MOUSE39766
OG0000240	ASTMX02102, ASTMX10352, ASTMX10354	MOUSE01108, MOUSE01109, MOUSE01110, MOUSE01106, MOUSE01103, MOUSE01105, MOUSE01104, MOUSE01111
OG0000240	ASTMX10617	MOUSE01114, MOUSE01115, MOUSE01113
OG0000242	ASTMX22355, ASTMX17492, ASTMX17491, ASTMX21993	MOUSE02203, MOUSE02202
OG0000242	ASTMX00357	MOUSE26960, MOUSE26962, MOUSE26961
OG0000242	ASTMX20526, ASTMX12612	MOUSE42234
OG0000242	ASTMX04049	MOUSE21780, MOUSE21779
OG0000242	ASTMX03054	MOUSE35398
OG0000243	ASTMX18261	MOUSE44863, MOUSE27672, MOUSE27671
OG0000244	ASTMX01790	MOUSE17322, MOUSE14484, MOUSE14482
OG0000244	ASTMX01791, ASTMX05536, ASTMX00432, ASTMX01984	MOUSE14483
OG0000244	ASTMX17641, ASTMX00972	MOUSE40945
OG0000244	ASTMX16602	MOUSE49833
OG0000244	ASTMX08895, ASTMX21456	MOUSE52466, MOUSE52468, MOUSE52465
OG0000244	ASTMX15853	MOUSE28443
OG0000244	ASTMX06255	MOUSE49097, MOUSE49096
OG0000244	ASTMX15851	MOUSE28439, MOUSE28440, MOUSE28444, MOUSE28445, MOUSE28442, MOUSE28446, MOUSE28447, MOUSE28438, MOUSE28448, MOUSE28449
OG0000244	ASTMX07398	MOUSE32118
OG0000245	ASTMX00360, ASTMX02206	MOUSE44329, MOUSE44328
OG0000245	ASTMX13276	MOUSE41936
OG0000245	ASTMX03731	MOUSE16429, MOUSE16428, MOUSE16427
OG0000245	ASTMX22441	MOUSE50569, MOUSE50568
OG0000245	ASTMX15530	MOUSE24377
OG0000245	ASTMX14838, ASTMX17043, ASTMX08650, ASTMX15018	MOUSE26206, MOUSE26205
OG0000245	ASTMX17329, ASTMX18788	MOUSE06007
OG0000245	ASTMX10201, ASTMX19475	MOUSE03802, MOUSE03801
OG0000245	ASTMX06868	MOUSE44302
OG0000245	ASTMX19608	MOUSE14115
OG0000246	ASTMX19738	MOUSE44244, MOUSE44246, MOUSE44245
OG0000248	ASTMX11343, ASTMX11267	MOUSE09714, MOUSE09715, MOUSE09716, MOUSE09726, MOUSE09722, MOUSE09717, MOUSE09695, MOUSE09693, MOUSE09694, MOUSE09819, MOUSE09818
OG0000248	ASTMX06856	MOUSE30742, MOUSE30741
OG0000248	ASTMX06855	MOUSE30740
OG0000249	ASTMX21591, ASTMX22691	MOUSE27685, MOUSE27686, MOUSE27684, MOUSE27687, MOUSE27689, MOUSE27688
OG0000249	ASTMX16793, ASTMX20743	MOUSE18417
OG0000249	ASTMX13638	MOUSE19470, MOUSE19471, MOUSE19469, MOUSE19467, MOUSE19468
OG0000250	ASTMX22935	MOUSE06159
OG0000250	ASTMX21081	MOUSE06158, MOUSE06161, MOUSE06160
OG0000250	ASTMX10554	MOUSE47989, MOUSE47988
OG0000250	ASTMX10861	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922
OG0000251	ASTMX02278	MOUSE15436, MOUSE15435, MOUSE15434, MOUSE15438, MOUSE15439, MOUSE15441, MOUSE15440
OG0000251	ASTMX14567	MOUSE34455
OG0000251	ASTMX04351	MOUSE22875
OG0000251	ASTMX07951	MOUSE55223, MOUSE55224
OG0000251	ASTMX20026, ASTMX00737	MOUSE35036, MOUSE35038, MOUSE35037, MOUSE35034, MOUSE35035
OG0000251	ASTMX14618	MOUSE29909
OG0000252	ASTMX12365	MOUSE12846
OG0000253	ASTMX02003	MOUSE41948
OG0000253	ASTMX10389	MOUSE19838, MOUSE19837
OG0000253	ASTMX10204	MOUSE25048
OG0000254	ASTMX06322	MOUSE16806, MOUSE16785, MOUSE16784
OG0000255	ASTMX15208	MOUSE55667
OG0000255	ASTMX00265	MOUSE27280, MOUSE27279
OG0000256	ASTMX14236	MOUSE25569
OG0000256	ASTMX14182, ASTMX17896	MOUSE48599
OG0000256	ASTMX08211	MOUSE19546
OG0000256	ASTMX05152	MOUSE27729, MOUSE27728
OG0000257	ASTMX01595, ASTMX20351	MOUSE33024, MOUSE33022, MOUSE33026, MOUSE33023, MOUSE33025
OG0000257	ASTMX06234	MOUSE51708
OG0000257	ASTMX21561	MOUSE27690
OG0000257	ASTMX08510, ASTMX01271	MOUSE07914, MOUSE07916, MOUSE07915
OG0000257	ASTMX07606	MOUSE28077, MOUSE28076
OG0000258	ASTMX10103	MOUSE42102, MOUSE42101
OG0000258	ASTMX07818	MOUSE05944
OG0000258	ASTMX21558, ASTMX12307	MOUSE46166, MOUSE46165
OG0000258	ASTMX13949, ASTMX09429	MOUSE11272, MOUSE11273, MOUSE11274, MOUSE11276, MOUSE11275, MOUSE11271
OG0000258	ASTMX02019	MOUSE24985, MOUSE24984
OG0000258	ASTMX10822, ASTMX04575	MOUSE07336
OG0000258	ASTMX10602, ASTMX16862	MOUSE18772
OG0000259	ASTMX14658, ASTMX14653, ASTMX14645, ASTMX14623, ASTMX14652, ASTMX14657, ASTMX14654, ASTMX14655, ASTMX14656, ASTMX14619, ASTMX14620, ASTMX14621, ASTMX22310, ASTMX17207	MOUSE15777, MOUSE15776
OG0000259	ASTMX14631, ASTMX14642, ASTMX14624, ASTMX14625, ASTMX14651, ASTMX14648, ASTMX14649, ASTMX14647, ASTMX14650, ASTMX14632, ASTMX14633, ASTMX14628, ASTMX14634, ASTMX14635, ASTMX14629, ASTMX14636, ASTMX14630, ASTMX14638, ASTMX14639, ASTMX14637, ASTMX14627, ASTMX14626	MOUSE38896, MOUSE18506
OG0000260	ASTMX08323, ASTMX08530	MOUSE07000, MOUSE06999
OG0000260	ASTMX00791, ASTMX02088	MOUSE52624, MOUSE52625
OG0000260	ASTMX20570	MOUSE12750
OG0000260	ASTMX18863	MOUSE46802
OG0000260	ASTMX00302	MOUSE03189, MOUSE03190, MOUSE03188
OG0000260	ASTMX21781	MOUSE52628
OG0000261	ASTMX15671	MOUSE29892, MOUSE29886, MOUSE29895, MOUSE29890, MOUSE29893, MOUSE29894, MOUSE29889, MOUSE29897, MOUSE29896, MOUSE29898, MOUSE29891, MOUSE29887
OG0000261	ASTMX12058	MOUSE13090, MOUSE13092, MOUSE13091, MOUSE13093
OG0000261	ASTMX11825	MOUSE54035, MOUSE54034, MOUSE54036
OG0000263	ASTMX18876	MOUSE21739
OG0000265	ASTMX06906	MOUSE25766, MOUSE25769, MOUSE25767, MOUSE25771, MOUSE25773, MOUSE25770, MOUSE25768
OG0000265	ASTMX17905	MOUSE24034, MOUSE24037, MOUSE25772
OG0000265	ASTMX03304	MOUSE50387
OG0000265	ASTMX17774, ASTMX08300	MOUSE15187, MOUSE15189, MOUSE15188
OG0000266	ASTMX18084	MOUSE14998, MOUSE14999, MOUSE15000
OG0000268	ASTMX12260	MOUSE02052
OG0000268	ASTMX12259	MOUSE32575, MOUSE32576
OG0000268	ASTMX08409	MOUSE26212
OG0000268	ASTMX14616	MOUSE26202, MOUSE26203, MOUSE19072
OG0000269	ASTMX18873	MOUSE26254
OG0000269	ASTMX21208	MOUSE05821, MOUSE05822
OG0000269	ASTMX15524, ASTMX15523, ASTMX21606, ASTMX17457, ASTMX15525, ASTMX21539, ASTMX14036	MOUSE25056
OG0000270	ASTMX10601	MOUSE18775
OG0000270	ASTMX16861	MOUSE07338
OG0000270	ASTMX10821	MOUSE07339, MOUSE07337
OG0000270	ASTMX04388	MOUSE42694, MOUSE42691, MOUSE42692
OG0000270	ASTMX03738	MOUSE16390
OG0000270	ASTMX05747	MOUSE00633
OG0000270	ASTMX09479	MOUSE07060, MOUSE07057, MOUSE07058
OG0000270	ASTMX13817	MOUSE42660
OG0000271	ASTMX08643	MOUSE15712, MOUSE15711
OG0000271	ASTMX19899, ASTMX11074	MOUSE05806
OG0000271	ASTMX18872	MOUSE26256, MOUSE26257, MOUSE26255
OG0000271	ASTMX12570	MOUSE08533
OG0000271	ASTMX12732	MOUSE01191, MOUSE01190, MOUSE01193, MOUSE01189, MOUSE16479, MOUSE16477, MOUSE16478
OG0000271	ASTMX04753, ASTMX09407	MOUSE14823, MOUSE14822
OG0000271	ASTMX13766	MOUSE49985
OG0000271	ASTMX13768	MOUSE49983
OG0000272	ASTMX13541, ASTMX04407	MOUSE04533
OG0000272	ASTMX13685, ASTMX17539	MOUSE06800, MOUSE06802, MOUSE06801, MOUSE34249
OG0000272	ASTMX11464, ASTMX21154	MOUSE13424, MOUSE28648
OG0000272	ASTMX15333	MOUSE35816
OG0000273	ASTMX02360	MOUSE48516
OG0000273	ASTMX06870, ASTMX17812, ASTMX15476	MOUSE15144, MOUSE15143, MOUSE15142, MOUSE15139, MOUSE15141, MOUSE15140, MOUSE15145
OG0000273	ASTMX16340	MOUSE37237, MOUSE37236
OG0000273	ASTMX21300	MOUSE35701, MOUSE35704, MOUSE35700, MOUSE35702, MOUSE35699, MOUSE35703
OG0000275	ASTMX01252, ASTMX09512	MOUSE28112, MOUSE28111
OG0000275	ASTMX08521	MOUSE07115
OG0000275	ASTMX06622, ASTMX15608	MOUSE21166, MOUSE21164, MOUSE21165
OG0000275	ASTMX09767	MOUSE25202, MOUSE25203, MOUSE25204, MOUSE25201
OG0000276	ASTMX02916	MOUSE48674, MOUSE48673, MOUSE48675, MOUSE48676
OG0000276	ASTMX02717	MOUSE36254
OG0000277	ASTMX17498	MOUSE46595, MOUSE46588, MOUSE46593, MOUSE46589, MOUSE46591
OG0000277	ASTMX03998	MOUSE20616
OG0000277	ASTMX13452	MOUSE37493, MOUSE37488, MOUSE37489
OG0000277	ASTMX12126, ASTMX12127	MOUSE11509, MOUSE11511, MOUSE11512, MOUSE11510, MOUSE11513
OG0000277	ASTMX03033	MOUSE31700, MOUSE31698, MOUSE31701, MOUSE31702, MOUSE31699, MOUSE31697, MOUSE31696
OG0000277	ASTMX03664	MOUSE09541
OG0000278	ASTMX06005	MOUSE37958
OG0000278	ASTMX01574	MOUSE03084
OG0000278	ASTMX16975, ASTMX10057	MOUSE12425
OG0000280	ASTMX02934	MOUSE48573, MOUSE48572, MOUSE48571
OG0000280	ASTMX03330	MOUSE10116
OG0000280	ASTMX09011	MOUSE44644
OG0000280	ASTMX10256	MOUSE00580, MOUSE00579
OG0000280	ASTMX00452	MOUSE51592
OG0000281	ASTMX03070	MOUSE39225, MOUSE39226
OG0000281	ASTMX14575	MOUSE39227
OG0000281	ASTMX02563	MOUSE49738, MOUSE49736, MOUSE49737
OG0000281	ASTMX20638, ASTMX18671, ASTMX11117, ASTMX22017	MOUSE09055, MOUSE09054
OG0000281	ASTMX16022	MOUSE03511, MOUSE03513, MOUSE03508, MOUSE03512, MOUSE03509, MOUSE03507
OG0000281	ASTMX04664	MOUSE48190, MOUSE48193, MOUSE48191, MOUSE48192, MOUSE48189
OG0000282	ASTMX18342	MOUSE25102, MOUSE25103, MOUSE25101
OG0000282	ASTMX09599	MOUSE05300, MOUSE05299
OG0000282	ASTMX04653	MOUSE40389, MOUSE40390, MOUSE40391, MOUSE40388, MOUSE40387
OG0000282	ASTMX06602	MOUSE21276
OG0000282	ASTMX00322	MOUSE37148, MOUSE37147
OG0000282	ASTMX07649	MOUSE20929, MOUSE20933, MOUSE20930, MOUSE20931
OG0000284	ASTMX02036, ASTMX20925	MOUSE31918
OG0000284	ASTMX22871, ASTMX20924	MOUSE17694, MOUSE17693
OG0000284	ASTMX11406	MOUSE50359, MOUSE50358, MOUSE50357
OG0000284	ASTMX17126	MOUSE50360, MOUSE50361
OG0000284	ASTMX00328, ASTMX15433	MOUSE32647, MOUSE32649, MOUSE32646, MOUSE32648
OG0000285	ASTMX01560	MOUSE05140
OG0000286	ASTMX07118, ASTMX07214	MOUSE39436
OG0000286	ASTMX15160	MOUSE29942, MOUSE29943
OG0000286	ASTMX01994, ASTMX01995	MOUSE41538, MOUSE41541, MOUSE41539
OG0000286	ASTMX15386	MOUSE13888, MOUSE13889
OG0000287	ASTMX08976	MOUSE25965
OG0000287	ASTMX08226, ASTMX02242	MOUSE29763
OG0000288	ASTMX19599	MOUSE28634, MOUSE28637, MOUSE28636
OG0000288	ASTMX03159	MOUSE32128, MOUSE32126, MOUSE32127, MOUSE32129
OG0000288	ASTMX17230, ASTMX07890	MOUSE44721
OG0000288	ASTMX01219	MOUSE00440
OG0000289	ASTMX12627	MOUSE09225, MOUSE09226
OG0000289	ASTMX20455	MOUSE52041, MOUSE52040, MOUSE52039
OG0000289	ASTMX02890, ASTMX10329	MOUSE33710, MOUSE33709
OG0000289	ASTMX21654, ASTMX05955	MOUSE10526, MOUSE10525
OG0000289	ASTMX11422, ASTMX16415	MOUSE52131, MOUSE52130
OG0000290	ASTMX18021, ASTMX18022	MOUSE25181
OG0000295	ASTMX20405, ASTMX19587	MOUSE39491, MOUSE39492, MOUSE39490, MOUSE39489, MOUSE39488, MOUSE30005
OG0000295	ASTMX22085	MOUSE06347, MOUSE06349
OG0000295	ASTMX19804	MOUSE06351
OG0000296	ASTMX01322	MOUSE07567, MOUSE07566
OG0000296	ASTMX10012	MOUSE10487, MOUSE10488
OG0000296	ASTMX03989	MOUSE17485, MOUSE17482
OG0000296	ASTMX18419	MOUSE44611
OG0000296	ASTMX01720	MOUSE52225, MOUSE52224, MOUSE52221, MOUSE52222
OG0000296	ASTMX09080	MOUSE09978, MOUSE09979, MOUSE09980
OG0000296	ASTMX12825	MOUSE49628
OG0000297	ASTMX03341, ASTMX10348	MOUSE10335
OG0000297	ASTMX05132	MOUSE51857
OG0000297	ASTMX12499	MOUSE20691
OG0000297	ASTMX07463	MOUSE09209, MOUSE09208, MOUSE09211, MOUSE09210, MOUSE28914, MOUSE28913
OG0000298	ASTMX05659, ASTMX16520	MOUSE23153, MOUSE23152, MOUSE23155, MOUSE23154, MOUSE23156
