Orthogroup	ASTMX	DROME
OG0001077	ASTMX12567	DROME14374
OG0001077	ASTMX10837	DROME15216, DROME15217, DROME15215, DROME15218
OG0001078	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731	DROME16039, DROME16040
OG0001079	ASTMX13695, ASTMX07130, ASTMX04052	DROME12134, DROME12135, DROME12136
OG0001080	ASTMX20361	DROME21548, DROME21547
OG0001081	ASTMX07534, ASTMX20170, ASTMX20169	DROME00421, DROME00420, DROME00419, DROME02998, DROME02997
OG0001082	ASTMX05356	DROME16087, DROME16088, DROME16090, DROME16089
OG0001083	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493	DROME07895, DROME07890, DROME07893, DROME07892, DROME07896, DROME07887, DROME07888, DROME07889, DROME07891, DROME07885, DROME07886, DROME07894
OG0001084	ASTMX13267, ASTMX14596, ASTMX13269	DROME15262, DROME15263
OG0001085	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559	DROME18407, DROME18408, DROME18409
OG0001086	ASTMX13682	DROME20573
OG0001089	ASTMX11862, ASTMX12798, ASTMX07940, ASTMX13996	DROME21284, DROME21282, DROME21280, DROME21281, DROME21283
OG0001091	ASTMX04144, ASTMX08666, ASTMX21338, ASTMX12021, ASTMX21337, ASTMX12020, ASTMX08667	DROME08376, DROME08378, DROME08377
OG0001092	ASTMX11230, ASTMX13973, ASTMX21247, ASTMX01637, ASTMX11224, ASTMX11225, ASTMX11227	DROME19209, DROME19207, DROME19204, DROME19205, DROME19206, DROME19208, DROME19203
OG0001093	ASTMX12014, ASTMX12657, ASTMX16037, ASTMX04141, ASTMX08672	DROME09012, DROME09005, DROME09009, DROME09004, DROME09007, DROME09010, DROME09011, DROME09006, DROME09008
OG0001094	ASTMX20728, ASTMX11817, ASTMX22892	DROME08185, DROME21556
OG0001096	ASTMX18205, ASTMX09790	DROME20588, DROME20589, DROME02389
OG0001097	ASTMX08081	DROME12546, DROME12547
OG0001101	ASTMX18645	DROME01099
OG0001102	ASTMX10946, ASTMX06585	DROME20883
OG0001103	ASTMX01362	DROME13242, DROME13241, DROME13243, DROME13244
OG0001105	ASTMX16452	DROME22092, DROME02326
OG0001107	ASTMX07154	DROME03977
OG0001108	ASTMX10776	DROME12857, DROME12858, DROME12856, DROME12855
OG0001108	ASTMX02283	DROME21101, DROME21100, DROME21098, DROME21099, DROME21102, DROME18011
OG0001109	ASTMX22098, ASTMX18693, ASTMX16851, ASTMX20867	DROME00590, DROME00591, DROME00592, DROME00589, DROME19273, DROME19275, DROME19274
OG0001112	ASTMX04106	DROME13039, DROME13038, DROME13037, DROME13036
OG0001113	ASTMX19887	DROME18531, DROME18532
OG0001113	ASTMX17682	DROME05388
OG0001113	ASTMX17433	DROME01680
OG0001114	ASTMX20168, ASTMX05200, ASTMX10656	DROME00496, DROME16340, DROME16339
OG0001118	ASTMX16590, ASTMX07119, ASTMX16591, ASTMX16589	DROME14402, DROME14401
OG0001119	ASTMX21339, ASTMX20001	DROME17259, DROME17271, DROME17273, DROME17270, DROME17257, DROME17260, DROME17272, DROME17265, DROME17267, DROME17258, DROME17266, DROME17262, DROME17261, DROME17268, DROME17263, DROME17264, DROME17269
OG0001121	ASTMX15268, ASTMX07286	DROME11643, DROME11644, DROME11645, DROME11642
OG0001124	ASTMX11649	DROME13810
OG0001126	ASTMX15842, ASTMX02684	DROME07144
OG0001127	ASTMX12680, ASTMX16751, ASTMX02660, ASTMX13770	DROME21295, DROME21293, DROME21294, DROME21292
OG0001128	ASTMX18460, ASTMX16489, ASTMX06330, ASTMX08219, ASTMX03840	DROME07099, DROME07102, DROME07101, DROME07098, DROME07100
OG0001129	ASTMX10908, ASTMX12420, ASTMX13922	DROME06610
OG0001130	ASTMX10575	DROME08159
OG0001131	ASTMX07608, ASTMX14403, ASTMX04858	DROME00544
OG0001132	ASTMX10021	DROME12585, DROME12584, DROME12583, DROME12582
OG0001133	ASTMX12861	DROME02832
OG0001135	ASTMX15353, ASTMX19619, ASTMX18867	DROME18153, DROME18152
OG0001136	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730	DROME15241, DROME15244, DROME15239, DROME15245, DROME15243, DROME15240, DROME15238, DROME15242, DROME15236, DROME15237
OG0001138	ASTMX18696, ASTMX18698, ASTMX19043, ASTMX13761, ASTMX15448, ASTMX17720	DROME16831, DROME16832, DROME16830, DROME16829
OG0001139	ASTMX08590, ASTMX08334, ASTMX02193, ASTMX16174	DROME11285, DROME11284, DROME20784
OG0001140	ASTMX00871, ASTMX01335	DROME04492, DROME04491
OG0001141	ASTMX18850, ASTMX15737	DROME07353, DROME07352, DROME07355, DROME07354, DROME07356
OG0001142	ASTMX06998	DROME15460, DROME15458, DROME15459
OG0001143	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862	DROME17973, DROME17969, DROME17968, DROME17972, DROME17970, DROME17971, DROME17975, DROME17976, DROME17974, DROME17978, DROME17977
OG0001144	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825	DROME08380
OG0001148	ASTMX07421	DROME04431, DROME04432
OG0001149	ASTMX19645, ASTMX17794	DROME20514
OG0001156	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559	DROME20509, DROME20508, DROME20507, DROME20506, DROME20511, DROME20510
OG0001158	ASTMX02087, ASTMX17173, ASTMX12628	DROME08138, DROME08137
OG0001159	ASTMX04571, ASTMX16858	DROME00658
OG0001160	ASTMX03036, ASTMX02042, ASTMX09272	DROME05833, DROME05832, DROME05835, DROME05834
OG0001162	ASTMX14904, ASTMX06131, ASTMX00151, ASTMX17408, ASTMX18039	DROME19105, DROME19103, DROME19101, DROME19104, DROME19102, DROME19106, DROME19107
OG0001163	ASTMX21149, ASTMX13397, ASTMX06626	DROME10630, DROME14555, DROME14557, DROME14693, DROME17901, DROME17899
OG0001164	ASTMX15332, ASTMX23034	DROME08761, DROME08760, DROME08762, DROME08763, DROME08759
OG0001165	ASTMX13025, ASTMX00124	DROME20938, DROME07288
OG0001167	ASTMX18844, ASTMX18845, ASTMX07609	DROME17311
OG0001168	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562	DROME02336
OG0001170	ASTMX11047	DROME16781
OG0001172	ASTMX02640, ASTMX12998	DROME12074, DROME12075
OG0001173	ASTMX06808	DROME08477, DROME08476, DROME08478, DROME08741
OG0001174	ASTMX00942	DROME01257, DROME01258
OG0001175	ASTMX15626, ASTMX17938, ASTMX10319	DROME10674
OG0001177	ASTMX14125, ASTMX15939	DROME01933, DROME01934, DROME21906
OG0001178	ASTMX00134, ASTMX00554	DROME18168, DROME18169, DROME18170, DROME18167
OG0001180	ASTMX12027, ASTMX19199, ASTMX09020	DROME01245, DROME01246
OG0001184	ASTMX19302	DROME03279
OG0001184	ASTMX00228	DROME17805
OG0001185	ASTMX10936	DROME09235, DROME09236, DROME09242, DROME09234, DROME09239, DROME09241, DROME09240, DROME09237, DROME09238
OG0001186	ASTMX18547, ASTMX02567	DROME11811, DROME11812
OG0001186	ASTMX13845	DROME18932
OG0001188	ASTMX10472, ASTMX16516, ASTMX05803, ASTMX14514, ASTMX03224	DROME07119, DROME07117, DROME07120, DROME07116, DROME07118
OG0001190	ASTMX11323, ASTMX13686, ASTMX05267	DROME21340, DROME21342, DROME21339, DROME21341
OG0001191	ASTMX19829, ASTMX17768, ASTMX05237, ASTMX10430, ASTMX15730	DROME15546, DROME15547, DROME15549, DROME15548
OG0001197	ASTMX03942	DROME14364
OG0001197	ASTMX01914, ASTMX20138	DROME07563
OG0001201	ASTMX07237, ASTMX15800, ASTMX18361, ASTMX18598	DROME20824, DROME20825, DROME20823, DROME20822
OG0001203	ASTMX14697, ASTMX11816, ASTMX05804, ASTMX02785, ASTMX14698	DROME16841
OG0001204	ASTMX05907, ASTMX05878, ASTMX12225	DROME15252
OG0001205	ASTMX01662, ASTMX03694, ASTMX01184	DROME09818, DROME09817
OG0001208	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017	DROME21826, DROME21829, DROME21823, DROME21824, DROME21830, DROME21827, DROME21819, DROME21821, DROME21825, DROME21822, DROME21820, DROME21828, DROME21813, DROME21818, DROME21814, DROME21817, DROME21815, DROME21816
OG0001210	ASTMX01254	DROME01292
OG0001210	ASTMX10342, ASTMX10343	DROME21654, DROME21653
OG0001211	ASTMX18975, ASTMX16242	DROME14817, DROME14816, DROME14814, DROME14815
OG0001212	ASTMX22528, ASTMX14804, ASTMX14803	DROME03019, DROME03020, DROME03017, DROME03018, DROME03022, DROME03021
OG0001213	ASTMX13388	DROME12028
OG0001213	ASTMX21450	DROME15857
OG0001214	ASTMX09593, ASTMX12596	DROME14229, DROME14228, DROME14227, DROME14223, DROME14224, DROME14225, DROME14226
OG0001215	ASTMX20085, ASTMX00530, ASTMX12692, ASTMX15468, ASTMX06044	DROME05613, DROME05611, DROME05612
OG0001216	ASTMX20220, ASTMX20446	DROME20096, DROME20097, DROME20095, DROME15498
OG0001217	ASTMX09378, ASTMX07954, ASTMX01127, ASTMX10707, ASTMX01247, ASTMX16527, ASTMX07955	DROME06701
OG0001218	ASTMX10642, ASTMX14744, ASTMX13687, ASTMX05605	DROME12211, DROME12213, DROME12212
OG0001219	ASTMX14886, ASTMX03969, ASTMX10652, ASTMX14229	DROME17625, DROME17624, DROME17623, DROME17626, DROME17619, DROME17620, DROME17618, DROME17621, DROME17622, DROME17627, DROME17628
OG0001220	ASTMX05948, ASTMX05949, ASTMX18183, ASTMX07915	DROME02744, DROME20493, DROME20492
OG0001221	ASTMX07026	DROME09514
OG0001223	ASTMX03153, ASTMX00191, ASTMX01647, ASTMX07473	DROME08781, DROME08780
OG0001225	ASTMX05153, ASTMX03549, ASTMX13437, ASTMX10024, ASTMX07916	DROME13797, DROME13796, DROME13795, DROME13790, DROME13789, DROME13791, DROME13793, DROME13792, DROME13788, DROME13794
OG0001226	ASTMX15119, ASTMX01133, ASTMX11042	DROME09885, DROME09884, DROME09883, DROME09882
OG0001227	ASTMX05520, ASTMX02118, ASTMX00885, ASTMX09802, ASTMX20461	DROME17416, DROME17415, DROME17418, DROME17417, DROME17419
OG0001231	ASTMX10826, ASTMX10594, ASTMX16865, ASTMX13823, ASTMX06066	DROME17241, DROME17722, DROME17723, DROME17725, DROME17724
OG0001232	ASTMX03619	DROME01876, DROME01877, DROME01878
OG0001234	ASTMX08429, ASTMX22078, ASTMX21091, ASTMX21910, ASTMX21709, ASTMX00219, ASTMX21708, ASTMX20381	DROME10228, DROME10226, DROME10225, DROME10229, DROME10230, DROME10227, DROME10232, DROME10231
OG0001236	ASTMX01850, ASTMX11510, ASTMX06878	DROME06609, DROME04424, DROME20964
OG0001237	ASTMX04904, ASTMX20913, ASTMX01867, ASTMX07784, ASTMX12070, ASTMX02167	DROME17018, DROME17017, DROME15311, DROME20284, DROME14186, DROME18581, DROME19481
OG0001238	ASTMX03666	DROME21058
OG0001238	ASTMX13748, ASTMX05355	DROME14293, DROME05136, DROME05137, DROME05138, DROME14291, DROME14292
OG0001239	ASTMX05182, ASTMX13945, ASTMX09470	DROME18412, DROME18411, DROME18415, DROME18413, DROME18414
OG0001241	ASTMX06697	DROME02596
OG0001241	ASTMX04159, ASTMX18901	DROME03537
OG0001243	ASTMX17034, ASTMX02160, ASTMX19994	DROME15537, DROME15539, DROME15534, DROME15540, DROME15538, DROME15536, DROME15535
OG0001245	ASTMX04711, ASTMX08255, ASTMX15831, ASTMX03252	DROME06795
OG0001247	ASTMX12611, ASTMX14275, ASTMX19073, ASTMX16338	DROME18852
OG0001249	ASTMX20180, ASTMX00503, ASTMX20181, ASTMX10323, ASTMX00502, ASTMX04928	DROME05745, DROME05744, DROME04456, DROME04455
OG0001250	ASTMX15491, ASTMX07689, ASTMX20710	DROME10391, DROME10390, DROME10392
OG0001251	ASTMX13849, ASTMX12740	DROME04532
OG0001253	ASTMX13288, ASTMX07246, ASTMX13330, ASTMX10772, ASTMX13287, ASTMX05532, ASTMX01786	DROME16727, DROME02601
OG0001254	ASTMX21459, ASTMX10576, ASTMX17225	DROME22031, DROME22029, DROME22030, DROME22035, DROME22032, DROME22034, DROME22036, DROME22038, DROME22037, DROME22033
OG0001255	ASTMX06824, ASTMX12253, ASTMX12915, ASTMX22403, ASTMX15660, ASTMX11198, ASTMX08567, ASTMX14314, ASTMX05306, ASTMX16297, ASTMX08714, ASTMX09718	DROME11892
OG0001256	ASTMX12301, ASTMX04241, ASTMX01544	DROME16302, DROME16304, DROME16303, DROME16300, DROME16301
OG0001261	ASTMX19187, ASTMX01634, ASTMX00068	DROME00542, DROME00543, DROME00540, DROME00541
OG0001262	ASTMX21377	DROME20437
OG0001263	ASTMX17278	DROME01386, DROME01387
OG0001264	ASTMX07471, ASTMX13848, ASTMX00881	DROME08249, DROME08250, DROME08248
OG0001266	ASTMX20652, ASTMX13871, ASTMX00959, ASTMX01967	DROME19377
OG0001267	ASTMX03508, ASTMX05999, ASTMX19426, ASTMX13889	DROME13068
OG0001268	ASTMX20034	DROME04920, DROME04921
OG0001270	ASTMX19479	DROME12379
OG0001270	ASTMX03630	DROME02961
OG0001271	ASTMX14027, ASTMX21049, ASTMX10446, ASTMX00815	DROME20484
OG0001272	ASTMX04472, ASTMX05879, ASTMX12223, ASTMX15726	DROME17237, DROME17236, DROME17235, DROME17243
OG0001273	ASTMX02897, ASTMX18194, ASTMX07779, ASTMX03354	DROME01252, DROME01250, DROME01249, DROME01248, DROME01251
OG0001274	ASTMX22021, ASTMX13163, ASTMX06912	DROME06585, DROME06586, DROME06584
OG0001276	ASTMX03010, ASTMX09183	DROME10323, DROME10324, DROME10319, DROME10320, DROME10316, DROME10317, DROME10321, DROME10318, DROME10322
OG0001278	ASTMX10228	DROME15730
OG0001279	ASTMX06329, ASTMX08064, ASTMX13662, ASTMX17711, ASTMX11584	DROME15211, DROME15210
OG0001280	ASTMX19448, ASTMX11018, ASTMX16795, ASTMX21805, ASTMX18435	DROME15706
OG0001281	ASTMX02972, ASTMX13937, ASTMX06587, ASTMX05626	DROME19100
OG0001282	ASTMX11350, ASTMX00096, ASTMX03184, ASTMX16656	DROME04060, DROME04059, DROME04058
OG0001284	ASTMX06818, ASTMX13787, ASTMX17233	DROME05418
OG0001287	ASTMX04102, ASTMX08011, ASTMX16698, ASTMX10733, ASTMX08804	DROME15976, DROME15975, DROME04476
OG0001288	ASTMX00451, ASTMX12396	DROME19787, DROME09388, DROME09389
OG0001289	ASTMX08475, ASTMX15265, ASTMX01501	DROME16010, DROME16008, DROME16009
OG0001290	ASTMX23021, ASTMX13626, ASTMX08208, ASTMX06258, ASTMX08455	DROME13148, DROME13147, DROME10925, DROME10926, DROME10924
OG0001291	ASTMX09956, ASTMX19427, ASTMX10484, ASTMX07994, ASTMX09302	DROME21166, DROME21165, DROME18055, DROME18056
OG0001292	ASTMX02486, ASTMX00034, ASTMX22402, ASTMX11449	DROME20956
OG0001293	ASTMX05019, ASTMX19347, ASTMX18808, ASTMX16101, ASTMX16100, ASTMX05018, ASTMX03515	DROME19380, DROME19378, DROME19379
OG0001294	ASTMX01279	DROME19278
OG0001295	ASTMX12041, ASTMX05413, ASTMX05412, ASTMX21791	DROME16525, DROME16522, DROME16520, DROME16519, DROME16524, DROME16523, DROME16521
OG0001296	ASTMX10992, ASTMX05624, ASTMX16112, ASTMX16113	DROME21670, DROME21668, DROME21671, DROME21667, DROME21666, DROME21669
OG0001300	ASTMX06507, ASTMX16708, ASTMX01169	DROME21326, DROME21325, DROME21324
OG0001302	ASTMX00499	DROME00539
OG0001304	ASTMX10044, ASTMX00193, ASTMX03156, ASTMX11455	DROME00069, DROME00065, DROME00070, DROME00066, DROME00067, DROME00068
OG0001305	ASTMX08560, ASTMX14309, ASTMX09612, ASTMX19863, ASTMX03148	DROME04834, DROME04832, DROME04829, DROME04830, DROME04835, DROME04836, DROME04825, DROME04826, DROME04833, DROME04837, DROME04827, DROME04838, DROME04828, DROME04839, DROME04831
OG0001306	ASTMX07805	DROME08751, DROME08752
OG0001308	ASTMX12136, ASTMX14880, ASTMX11270	DROME17402, DROME17401, DROME17403, DROME17400, DROME17399
OG0001310	ASTMX09500	DROME15600
OG0001311	ASTMX15821, ASTMX19766	DROME20740, DROME20738, DROME20739, DROME20741
OG0001311	ASTMX21056, ASTMX12561	DROME06164
OG0001315	ASTMX16453, ASTMX21035, ASTMX07687, ASTMX17931	DROME16592
OG0001318	ASTMX01432	DROME17213
OG0001318	ASTMX07560, ASTMX04187	DROME09513
OG0001319	ASTMX18142, ASTMX04629, ASTMX16650, ASTMX00136	DROME01307
OG0001319	ASTMX21713	DROME08745
OG0001321	ASTMX06232, ASTMX07920, ASTMX01880	DROME16103
OG0001322	ASTMX16188	DROME15932
OG0001325	ASTMX03760, ASTMX19330, ASTMX19332, ASTMX19329, ASTMX03771, ASTMX19331	DROME14232
OG0001326	ASTMX02799, ASTMX05995, ASTMX05996, ASTMX13210, ASTMX06599, ASTMX08581	DROME03927
OG0001327	ASTMX01100	DROME02674, DROME02673, DROME02675
OG0001330	ASTMX04462, ASTMX17075, ASTMX04383, ASTMX12196, ASTMX19685, ASTMX12195	DROME21688, DROME21687, DROME21684, DROME21685, DROME21686, DROME21683
OG0001337	ASTMX05953, ASTMX13440, ASTMX17317	DROME20158
OG0001341	ASTMX04021, ASTMX18606	DROME19896, DROME19897, DROME19895
OG0001344	ASTMX12839, ASTMX12838	DROME04657, DROME04656
OG0001348	ASTMX09799, ASTMX08553, ASTMX19294	DROME03492, DROME03491, DROME03495, DROME03494, DROME03493, DROME03496
OG0001350	ASTMX06475	DROME03240, DROME03239
OG0001350	ASTMX15964	DROME20607
OG0001351	ASTMX15206, ASTMX00127, ASTMX00552	DROME16250, DROME16247, DROME16248, DROME16245, DROME16246, DROME16249
OG0001352	ASTMX15667, ASTMX15246, ASTMX15247, ASTMX00804	DROME11579, DROME11580
OG0001353	ASTMX11924, ASTMX13745	DROME12504, DROME12505
OG0001354	ASTMX11901	DROME19155, DROME19156
OG0001354	ASTMX15487, ASTMX02827, ASTMX19253	DROME18928
OG0001355	ASTMX21361, ASTMX17683, ASTMX22296, ASTMX03894, ASTMX05031, ASTMX05922	DROME18115
OG0001356	ASTMX10756, ASTMX02115, ASTMX00629, ASTMX03094	DROME04210, DROME04209, DROME04208, DROME04203, DROME04201, DROME04202
OG0001358	ASTMX08140	DROME16322, DROME16324, DROME16323, DROME16316, DROME16315, DROME16314, DROME16318, DROME16317, DROME16319
OG0001359	ASTMX02428, ASTMX11942, ASTMX17796, ASTMX09162	DROME20396, DROME20399, DROME20398, DROME20397
OG0001362	ASTMX20468	DROME17431, DROME22085
OG0001362	ASTMX05422	DROME16079, DROME16080
OG0001363	ASTMX08285, ASTMX10326, ASTMX03420	DROME20227, DROME20225, DROME20226, DROME20228, DROME00044
OG0001364	ASTMX17782, ASTMX06972, ASTMX17850	DROME18347, DROME18348
OG0001366	ASTMX14130, ASTMX01928, ASTMX19346, ASTMX14132, ASTMX14131, ASTMX19344, ASTMX18739, ASTMX02673	DROME19931, DROME19932, DROME19933, DROME19934
OG0001367	ASTMX00960, ASTMX11729, ASTMX19617, ASTMX13008, ASTMX20021	DROME04540, DROME04542, DROME04539, DROME04538, DROME04541, DROME04537, DROME04535, DROME04534, DROME04536
OG0001368	ASTMX03257, ASTMX15096, ASTMX16548	DROME00518, DROME00521, DROME00519, DROME00520
OG0001370	ASTMX12996	DROME10125, DROME10122, DROME10123, DROME10124, DROME10126
OG0001371	ASTMX10538	DROME15115, DROME15085, DROME15086, DROME10858, DROME10857, DROME16916, DROME17983, DROME17981, DROME17980, DROME17848, DROME06809
OG0001372	ASTMX06020	DROME06987
OG0001373	ASTMX07702, ASTMX20451, ASTMX17338, ASTMX22761, ASTMX07731	DROME15869, DROME15867, DROME15866, DROME15868
OG0001375	ASTMX15348	DROME11058
OG0001375	ASTMX12879, ASTMX05755, ASTMX08713	DROME12544
OG0001376	ASTMX11290, ASTMX15861, ASTMX00150, ASTMX18887	DROME18505, DROME18503, DROME18507, DROME18504, DROME18508, DROME18506
OG0001378	ASTMX05115, ASTMX18038, ASTMX12590, ASTMX15728, ASTMX14012, ASTMX04632	DROME14090, DROME14089
OG0001379	ASTMX03133, ASTMX08769, ASTMX08803, ASTMX08802, ASTMX03013, ASTMX03014	DROME02340
OG0001387	ASTMX07864, ASTMX13262, ASTMX14247, ASTMX08858	DROME05645, DROME05642, DROME05649, DROME05647, DROME05648, DROME05643, DROME05641, DROME05646, DROME05644, DROME05640
OG0001388	ASTMX09590, ASTMX20153, ASTMX01154	DROME15512
OG0001388	ASTMX17868	DROME19691, DROME08323, DROME06473, DROME06382
OG0001389	ASTMX20254, ASTMX01112, ASTMX08261, ASTMX17570, ASTMX03746	DROME08448, DROME08449, DROME08447
OG0001390	ASTMX20982, ASTMX17481, ASTMX20981, ASTMX22009, ASTMX10198, ASTMX21093, ASTMX07276, ASTMX15839, ASTMX15918	DROME06967, DROME06966
OG0001394	ASTMX11802, ASTMX15905	DROME15845, DROME15844, DROME15847, DROME15846, DROME15843, DROME15848
OG0001395	ASTMX02518, ASTMX01129, ASTMX06152, ASTMX20147, ASTMX19549	DROME22042
OG0001397	ASTMX08012, ASTMX19505	DROME12938
OG0001397	ASTMX01488	DROME12061
OG0001399	ASTMX06124, ASTMX11454, ASTMX00428	DROME18551, DROME15177
OG0001401	ASTMX06505, ASTMX08424, ASTMX22162	DROME07715
OG0001403	ASTMX21751, ASTMX11295, ASTMX18514, ASTMX13183	DROME02115, DROME02116, DROME02114
OG0001404	ASTMX03622	DROME05603
OG0001405	ASTMX02582, ASTMX17235, ASTMX07521, ASTMX17122, ASTMX07520	DROME06373
OG0001405	ASTMX21998	DROME02126
OG0001406	ASTMX11154, ASTMX06992, ASTMX15717	DROME14082, DROME14079, DROME14080, DROME14081, DROME14077, DROME14078, DROME14084, DROME14083
OG0001408	ASTMX08971, ASTMX19130, ASTMX19997, ASTMX18382, ASTMX18903, ASTMX19996	DROME21635, DROME21636, DROME21634
OG0001409	ASTMX06764, ASTMX08743, ASTMX16438, ASTMX11918	DROME18107
OG0001410	ASTMX14683	DROME00626
OG0001411	ASTMX12471	DROME13591, DROME09768, DROME09769
OG0001413	ASTMX19024	DROME21681, DROME21682
OG0001414	ASTMX02756	DROME00599
OG0001416	ASTMX16935, ASTMX00724, ASTMX04812	DROME04879, DROME04878, DROME04877, DROME04874, DROME04873, DROME04875, DROME04876
OG0001417	ASTMX15359, ASTMX02876	DROME21398, DROME21399
OG0001418	ASTMX11591, ASTMX19434, ASTMX05467, ASTMX02896, ASTMX19463	DROME11411
OG0001419	ASTMX03238, ASTMX11069, ASTMX03239, ASTMX17546, ASTMX11003	DROME00719
OG0001421	ASTMX10787, ASTMX08122, ASTMX03810	DROME08210
OG0001422	ASTMX17695, ASTMX01913	DROME19262, DROME19263
OG0001423	ASTMX01856, ASTMX07807, ASTMX04010, ASTMX11404, ASTMX22608	DROME11161, DROME11163, DROME11162
OG0001424	ASTMX17288	DROME10397
OG0001425	ASTMX03298, ASTMX08956, ASTMX13239, ASTMX13087, ASTMX06948	DROME10455
OG0001426	ASTMX11150, ASTMX19183, ASTMX05528, ASTMX15051, ASTMX19182, ASTMX02679, ASTMX19079	DROME16504, DROME16505
OG0001427	ASTMX01765, ASTMX17165	DROME04112, DROME04111, DROME04110
OG0001428	ASTMX05247, ASTMX09437, ASTMX16939, ASTMX14746	DROME00299, DROME00300
OG0001430	ASTMX21020, ASTMX21443, ASTMX04688, ASTMX10990, ASTMX18254, ASTMX13065	DROME14607, DROME14606
OG0001431	ASTMX15509, ASTMX15371	DROME08311, DROME08313, DROME08312
OG0001432	ASTMX06431, ASTMX01758, ASTMX06145	DROME12684, DROME12683, DROME12682, DROME12685
OG0001433	ASTMX02460, ASTMX00906, ASTMX19534, ASTMX10945	DROME07801, DROME07778, DROME07641, DROME07752, DROME07757, DROME06719, DROME06720, DROME07755, DROME07754, DROME07756, DROME07764
OG0001435	ASTMX16673, ASTMX07968	DROME00261, DROME00262
OG0001436	ASTMX01918	DROME09793, DROME09790, DROME09795, DROME09794, DROME09791, DROME09792, DROME09796, DROME09798, DROME09802, DROME09801, DROME09800, DROME09799, DROME09803, DROME09797, DROME09805, DROME09804
OG0001437	ASTMX02671, ASTMX18553, ASTMX12632	DROME11504, DROME11507, DROME11506, DROME11505, DROME12503, DROME12502
OG0001438	ASTMX16984, ASTMX08969, ASTMX20091, ASTMX02810, ASTMX03899	DROME02079, DROME08565
OG0001440	ASTMX06448, ASTMX19471, ASTMX02877	DROME00857, DROME00860, DROME00861, DROME00859, DROME00858
OG0001441	ASTMX07478, ASTMX16318, ASTMX01057, ASTMX00844, ASTMX10140, ASTMX21644, ASTMX03800	DROME01135, DROME01136, DROME01138, DROME01137
OG0001442	ASTMX08146, ASTMX10253, ASTMX02244, ASTMX12174, ASTMX11820, ASTMX19670, ASTMX05757	DROME14822, DROME14823, DROME14821
OG0001445	ASTMX04130, ASTMX07057	DROME19218
OG0001447	ASTMX09669, ASTMX06060, ASTMX07055, ASTMX19124	DROME20519, DROME20520, DROME20518
OG0001447	ASTMX04644	DROME01853, DROME01852
OG0001449	ASTMX21017, ASTMX21018	DROME21187
OG0001455	ASTMX18526, ASTMX02821, ASTMX21962, ASTMX02358, ASTMX03190, ASTMX04167	DROME05198
OG0001456	ASTMX18388, ASTMX18389, ASTMX18392, ASTMX18390	DROME21079
OG0001458	ASTMX19929, ASTMX03755, ASTMX18146, ASTMX01176, ASTMX00012, ASTMX13313, ASTMX00013	DROME12558, DROME12557, DROME12559, DROME12561, DROME12560, DROME12556
OG0001459	ASTMX20587, ASTMX19737	DROME20534
OG0001460	ASTMX06612	DROME19034
OG0001461	ASTMX05184	DROME01468
OG0001462	ASTMX19123	DROME07618, DROME07619
OG0001463	ASTMX00203, ASTMX01706	DROME17238, DROME10819
OG0001464	ASTMX08410, ASTMX05385, ASTMX14611, ASTMX17735, ASTMX05304, ASTMX22688	DROME03533, DROME03534
OG0001465	ASTMX22228	DROME18897, DROME18898, DROME18892, DROME18885, DROME18884, DROME18891, DROME18890, DROME18896, DROME18881, DROME18886, DROME18879, DROME18888, DROME18893, DROME18894, DROME18880, DROME18889, DROME18882, DROME18887, DROME18878, DROME18883, DROME18877, DROME18895
OG0001466	ASTMX10811, ASTMX14884	DROME20715
OG0001467	ASTMX02258	DROME03510
OG0001468	ASTMX14778, ASTMX06215, ASTMX18545	DROME11512, DROME11513
OG0001469	ASTMX17940	DROME11498
OG0001469	ASTMX05748	DROME15100
OG0001470	ASTMX22480, ASTMX02997, ASTMX02333	DROME17188, DROME17190, DROME17187, DROME17189, DROME17191
OG0001472	ASTMX14550	DROME03418
OG0001472	ASTMX17138	DROME01627
OG0001474	ASTMX07703	DROME02835, DROME02834
OG0001475	ASTMX01033, ASTMX04792	DROME11371, DROME08104, DROME08103
OG0001476	ASTMX01244, ASTMX04837, ASTMX14359, ASTMX03706	DROME09584, DROME09583, DROME09582, DROME09581, DROME09574, DROME09573, DROME09580, DROME09576, DROME09577, DROME09578, DROME09579, DROME09575
OG0001478	ASTMX12885, ASTMX07723	DROME17873, DROME17872
OG0001479	ASTMX01954, ASTMX14199, ASTMX14335, ASTMX15077	DROME09340
OG0001480	ASTMX00479, ASTMX02869, ASTMX03656, ASTMX07426	DROME01335, DROME01336, DROME01334, DROME01333
OG0001482	ASTMX17250, ASTMX10958, ASTMX07796, ASTMX13431, ASTMX13296, ASTMX22753, ASTMX17504	DROME08131, DROME08132, DROME08133
OG0001483	ASTMX15156, ASTMX00093	DROME17221
