Orthogroup	CAPO3	AMPFI_ok
OG0000664	CAPO305353	AMPFI_09419
OG0000665	CAPO304505, CAPO304163	AMPFI_01642, AMPFI_25024
OG0000666	CAPO306172	AMPFI_18404
OG0000672	CAPO301072	AMPFI_11096
OG0000672	CAPO301848	AMPFI_17614
OG0000674	CAPO303746	AMPFI_05318, AMPFI_14286
OG0000676	CAPO304343, CAPO305288	AMPFI_07198
OG0000676	CAPO300920, CAPO304680	AMPFI_01951
OG0000683	CAPO304912	AMPFI_06165
OG0000683	CAPO305392, CAPO303509	AMPFI_15593
OG0000684	CAPO306227	AMPFI_11660, AMPFI_23886, AMPFI_21883, AMPFI_26002, AMPFI_13648
OG0000690	CAPO306445	AMPFI_12474
OG0000690	CAPO304114	AMPFI_25508
OG0000691	CAPO301028	AMPFI_15975, AMPFI_07380
OG0000692	CAPO306980	AMPFI_22914
OG0000692	CAPO306169	AMPFI_19220
OG0000694	CAPO302468	AMPFI_20821
OG0000696	CAPO305456	AMPFI_13412
OG0000696	CAPO305466	AMPFI_23601
OG0000696	CAPO301422	AMPFI_06933
OG0000697	CAPO304466, CAPO306724	AMPFI_01555
OG0000701	CAPO306727	AMPFI_06365
OG0000703	CAPO308078	AMPFI_09469
OG0000706	CAPO301985	AMPFI_19348, AMPFI_17120, AMPFI_00965, AMPFI_02905
OG0000708	CAPO302130	AMPFI_18363
OG0000708	CAPO300640	AMPFI_17855, AMPFI_19554
OG0000709	CAPO305451	AMPFI_23883
OG0000711	CAPO304713	AMPFI_19044, AMPFI_11270, AMPFI_17340
OG0000713	CAPO302804	AMPFI_24318, AMPFI_08961, AMPFI_11641
OG0000715	CAPO305197	AMPFI_19789
OG0000716	CAPO306457, CAPO306957	AMPFI_13314
OG0000717	CAPO302989	AMPFI_06302, AMPFI_10785
OG0000718	CAPO301597, CAPO306021	AMPFI_05696, AMPFI_05695
OG0000721	CAPO305154, CAPO301906	AMPFI_08986, AMPFI_22244, AMPFI_22245
OG0000724	CAPO300826	AMPFI_16071
OG0000726	CAPO302910	AMPFI_13683
OG0000731	CAPO304569	AMPFI_14467
OG0000732	CAPO304867	AMPFI_21125
OG0000732	CAPO302445	AMPFI_19798, AMPFI_22564
OG0000733	CAPO301695	AMPFI_00092, AMPFI_07683
OG0000735	CAPO302824	AMPFI_12763
OG0000736	CAPO306770	AMPFI_00116
OG0000737	CAPO304586	AMPFI_09668
OG0000743	CAPO306268	AMPFI_02626, AMPFI_24905
OG0000747	CAPO303187	AMPFI_14372, AMPFI_19843, AMPFI_13503, AMPFI_15337, AMPFI_14236, AMPFI_09850
OG0000748	CAPO301276	AMPFI_21950
OG0000751	CAPO302771	AMPFI_03506
OG0000752	CAPO300507	AMPFI_09329
OG0000752	CAPO305335	AMPFI_04939
OG0000753	CAPO301378	AMPFI_15523
OG0000754	CAPO300911, CAPO306986, CAPO303353	AMPFI_15884, AMPFI_00155, AMPFI_05404
OG0000755	CAPO300267	AMPFI_18113, AMPFI_24528
OG0000757	CAPO307096	AMPFI_01364
OG0000757	CAPO300067	AMPFI_13831
OG0000758	CAPO305275	AMPFI_03569, AMPFI_00957
OG0000759	CAPO300473	AMPFI_20273, AMPFI_04195
OG0000761	CAPO305655	AMPFI_02175, AMPFI_00660
OG0000765	CAPO301853	AMPFI_19294
OG0000766	CAPO300388	AMPFI_21468, AMPFI_22616
OG0000767	CAPO305367	AMPFI_07905
OG0000768	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904	AMPFI_08442
OG0000774	CAPO306995	AMPFI_08290, AMPFI_10783, AMPFI_03731
OG0000775	CAPO306201	AMPFI_22492
OG0000776	CAPO307356	AMPFI_23341
OG0000777	CAPO308227	AMPFI_20421
OG0000777	CAPO307744	AMPFI_13791
OG0000779	CAPO305943	AMPFI_25294
OG0000779	CAPO300301	AMPFI_06428
OG0000788	CAPO304590	AMPFI_01375, AMPFI_02278
OG0000791	CAPO304699	AMPFI_01769
OG0000792	CAPO305838	AMPFI_00047, AMPFI_18995, AMPFI_19531, AMPFI_14691
OG0000793	CAPO301604	AMPFI_07155
OG0000794	CAPO304031	AMPFI_12203
OG0000796	CAPO301075	AMPFI_16070
OG0000796	CAPO301385	AMPFI_03766
OG0000797	CAPO307534	AMPFI_16398, AMPFI_18685
OG0000803	CAPO301668	AMPFI_03930, AMPFI_11891
OG0000810	CAPO305098, CAPO306601	AMPFI_19205, AMPFI_00375
OG0000813	CAPO300040, CAPO308168	AMPFI_19097, AMPFI_16225, AMPFI_15330, AMPFI_04420
OG0000814	CAPO307227	AMPFI_05882, AMPFI_13728
OG0000815	CAPO300838	AMPFI_21474
OG0000816	CAPO304990	AMPFI_17959, AMPFI_22154, AMPFI_03013
OG0000817	CAPO308202	AMPFI_25982
OG0000818	CAPO307656	AMPFI_12285
OG0000820	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452	AMPFI_19313, AMPFI_22913, AMPFI_22383
OG0000824	CAPO303788	AMPFI_10634
OG0000825	CAPO305165, CAPO306157, CAPO306129	AMPFI_21560, AMPFI_22215, AMPFI_04519
OG0000826	CAPO306060	AMPFI_06510, AMPFI_01972, AMPFI_15553
OG0000827	CAPO304578	AMPFI_21508, AMPFI_18414
OG0000828	CAPO306023	AMPFI_06751
OG0000828	CAPO307153	AMPFI_18122
OG0000834	CAPO306233	AMPFI_19170
OG0000836	CAPO306019, CAPO307821	AMPFI_08670, AMPFI_06708
OG0000837	CAPO308104, CAPO303511	AMPFI_18684, AMPFI_23242
OG0000838	CAPO303856	AMPFI_11876, AMPFI_19932, AMPFI_05267, AMPFI_25449
OG0000841	CAPO307470	AMPFI_11477
OG0000844	CAPO306591, CAPO307267	AMPFI_00178
OG0000845	CAPO303615	AMPFI_11196, AMPFI_00625, AMPFI_13241, AMPFI_15602, AMPFI_11310
OG0000847	CAPO301759, CAPO307057	AMPFI_17341, AMPFI_13534
OG0000847	CAPO308298	AMPFI_06619
OG0000849	CAPO304492	AMPFI_24685
OG0000850	CAPO302141	AMPFI_19396
OG0000850	CAPO306299	AMPFI_03228
OG0000851	CAPO304092	AMPFI_16121
OG0000852	CAPO307622	AMPFI_13668
OG0000857	CAPO302559	AMPFI_00242
OG0000858	CAPO302161	AMPFI_05099
OG0000858	CAPO306693	AMPFI_11878
OG0000860	CAPO306338	AMPFI_05098
OG0000871	CAPO300407	AMPFI_13424
OG0000872	CAPO308293	AMPFI_14533
OG0000873	CAPO307878	AMPFI_00271
OG0000875	CAPO303418, CAPO302903	AMPFI_16915, AMPFI_14018
OG0000876	CAPO302150	AMPFI_07974, AMPFI_21327
OG0000879	CAPO301982	AMPFI_08219
OG0000881	CAPO301333, CAPO300020	AMPFI_02071
OG0000881	CAPO308042	AMPFI_13230
OG0000888	CAPO300320	AMPFI_15204
OG0000888	CAPO301794	AMPFI_07926, AMPFI_07927
OG0000889	CAPO302257	AMPFI_16359, AMPFI_08502
OG0000890	CAPO303648	AMPFI_13815
OG0000890	CAPO304283	AMPFI_03240
OG0000894	CAPO300968, CAPO300967	AMPFI_21192
OG0000896	CAPO301183	AMPFI_18659
OG0000896	CAPO304049	AMPFI_22491, AMPFI_12466, AMPFI_26067
OG0000897	CAPO306059	AMPFI_24854, AMPFI_22827
OG0000898	CAPO302619	AMPFI_22530
OG0000899	CAPO300655	AMPFI_10006, AMPFI_23939
OG0000904	CAPO305539	AMPFI_12613, AMPFI_05799
OG0000905	CAPO303384	AMPFI_23249, AMPFI_23770, AMPFI_06111
OG0000909	CAPO300878	AMPFI_09222
OG0000911	CAPO302608	AMPFI_10644
OG0000912	CAPO302397	AMPFI_26077
OG0000913	CAPO300255	AMPFI_01293, AMPFI_01711
OG0000914	CAPO302002	AMPFI_07132
OG0000915	CAPO306555	AMPFI_07903
OG0000925	CAPO304563	AMPFI_22605, AMPFI_08869
OG0000928	CAPO301245	AMPFI_06367
OG0000929	CAPO303494	AMPFI_10447, AMPFI_24861, AMPFI_23849
OG0000932	CAPO306783	AMPFI_10461
OG0000934	CAPO306946, CAPO300619	AMPFI_09923
OG0000934	CAPO304006	AMPFI_21983
OG0000935	CAPO307401	AMPFI_08255
OG0000944	CAPO304090	AMPFI_08499
OG0000952	CAPO300179	AMPFI_07302, AMPFI_04586
OG0000954	CAPO303535	AMPFI_20580, AMPFI_25977
OG0000954	CAPO305800	AMPFI_05682
OG0000955	CAPO303429	AMPFI_06758
OG0000955	CAPO301514	AMPFI_14591
OG0000955	CAPO308190	AMPFI_06876
OG0000960	CAPO304728	AMPFI_10077
OG0000963	CAPO303990	AMPFI_18238, AMPFI_05536
OG0000965	CAPO305928	AMPFI_19565, AMPFI_15550
OG0000965	CAPO302148	AMPFI_04099
OG0000967	CAPO304786	AMPFI_25346, AMPFI_07326
OG0000970	CAPO301807	AMPFI_08215
OG0000974	CAPO306940	AMPFI_12784, AMPFI_24248, AMPFI_16221
OG0000978	CAPO306307	AMPFI_21210
OG0000980	CAPO305742	AMPFI_16246, AMPFI_15978, AMPFI_23412
OG0000982	CAPO301371	AMPFI_14398
OG0000984	CAPO307940	AMPFI_10960, AMPFI_15775
OG0000985	CAPO304864	AMPFI_12470, AMPFI_03929
OG0000986	CAPO305058	AMPFI_07828
OG0000987	CAPO306365	AMPFI_23099, AMPFI_17518, AMPFI_24141
OG0000992	CAPO308244	AMPFI_08334
OG0000993	CAPO303930	AMPFI_12469
OG0000994	CAPO306999	AMPFI_08034
OG0000996	CAPO304603	AMPFI_14642
OG0000997	CAPO306501	AMPFI_18380, AMPFI_12727, AMPFI_16934
OG0000998	CAPO302508	AMPFI_21171
OG0000999	CAPO303484, CAPO302236	AMPFI_12976, AMPFI_03412
OG0001006	CAPO308145	AMPFI_04557, AMPFI_14604, AMPFI_23083
OG0001009	CAPO305830	AMPFI_05554
OG0001015	CAPO304771	AMPFI_07651
OG0001016	CAPO300038	AMPFI_10130
OG0001016	CAPO302596	AMPFI_08991
OG0001018	CAPO305732	AMPFI_05980
OG0001020	CAPO301968	AMPFI_03830, AMPFI_20429
OG0001024	CAPO300862	AMPFI_23405, AMPFI_04961
OG0001033	CAPO305083	AMPFI_11384
OG0001033	CAPO300376	AMPFI_08349
OG0001036	CAPO301917	AMPFI_23633
OG0001037	CAPO306107	AMPFI_24179
OG0001039	CAPO305080	AMPFI_14266, AMPFI_08765, AMPFI_14267
OG0001042	CAPO301530	AMPFI_15466, AMPFI_23740
OG0001044	CAPO305401, CAPO306389	AMPFI_20764, AMPFI_04650, AMPFI_21140, AMPFI_22224
OG0001045	CAPO300115	AMPFI_18045, AMPFI_09141
OG0001046	CAPO304357	AMPFI_00692
OG0001048	CAPO306868	AMPFI_24104, AMPFI_00575
OG0001049	CAPO305769	AMPFI_08679
OG0001050	CAPO306760	AMPFI_10641
OG0001060	CAPO307547, CAPO305773, CAPO307224, CAPO305772, CAPO301879	AMPFI_23440
OG0001062	CAPO300111	AMPFI_23719, AMPFI_00636
OG0001064	CAPO304594	AMPFI_18491, AMPFI_13276, AMPFI_11404
OG0001066	CAPO305156	AMPFI_04798, AMPFI_04799, AMPFI_05155
OG0001072	CAPO304331	AMPFI_14875, AMPFI_20009, AMPFI_10266, AMPFI_21446, AMPFI_13752, AMPFI_20806, AMPFI_22954, AMPFI_13751
OG0001073	CAPO307880	AMPFI_19188, AMPFI_12712
OG0001075	CAPO305658	AMPFI_00014
OG0001076	CAPO306580	AMPFI_03111, AMPFI_09505, AMPFI_03148
OG0001078	CAPO300211	AMPFI_08816, AMPFI_13210
OG0001082	CAPO306944	AMPFI_11474, AMPFI_11475, AMPFI_03241
OG0001083	CAPO306339	AMPFI_01600
OG0001085	CAPO305936	AMPFI_03348
OG0001092	CAPO303664	AMPFI_23695, AMPFI_21806, AMPFI_23031, AMPFI_16710
OG0001095	CAPO303064	AMPFI_00281, AMPFI_21259
OG0001096	CAPO308143	AMPFI_10982, AMPFI_10807, AMPFI_10808, AMPFI_22875
OG0001101	CAPO301529	AMPFI_12698
OG0001104	CAPO306923	AMPFI_11622
OG0001106	CAPO307850	AMPFI_03005, AMPFI_01280, AMPFI_21350, AMPFI_03299, AMPFI_04453, AMPFI_22282, AMPFI_24278, AMPFI_03976, AMPFI_23768
OG0001108	CAPO300863	AMPFI_13440, AMPFI_13784
OG0001113	CAPO302840	AMPFI_16641
OG0001116	CAPO303103	AMPFI_06806
OG0001121	CAPO305030	AMPFI_15985, AMPFI_08055
OG0001122	CAPO300744	AMPFI_11755, AMPFI_06064, AMPFI_20156
OG0001123	CAPO305010	AMPFI_21122, AMPFI_04929
OG0001124	CAPO307326	AMPFI_15848
OG0001125	CAPO304253	AMPFI_19160
OG0001126	CAPO301067	AMPFI_20016
OG0001126	CAPO308119	AMPFI_14567, AMPFI_07530
OG0001128	CAPO301710	AMPFI_25588, AMPFI_08735
OG0001129	CAPO306230	AMPFI_05280
OG0001130	CAPO305636	AMPFI_06009
OG0001132	CAPO303538	AMPFI_18757
OG0001133	CAPO302577	AMPFI_24426, AMPFI_16747
OG0001133	CAPO300360	AMPFI_21275
OG0001134	CAPO304261	AMPFI_07585
OG0001136	CAPO301949	AMPFI_07457
OG0001137	CAPO308164	AMPFI_25398
OG0001139	CAPO300537	AMPFI_16920, AMPFI_10168
OG0001140	CAPO308326	AMPFI_12273, AMPFI_22519
OG0001142	CAPO304790	AMPFI_01354
OG0001143	CAPO304300	AMPFI_13922, AMPFI_07389
OG0001144	CAPO307577	AMPFI_09246
OG0001146	CAPO300511	AMPFI_05945
OG0001147	CAPO306370	AMPFI_20662, AMPFI_05223
OG0001156	CAPO306962	AMPFI_16501
OG0001157	CAPO304789	AMPFI_22565, AMPFI_15206, AMPFI_00579, AMPFI_15205
OG0001158	CAPO302639	AMPFI_14324, AMPFI_03369
OG0001160	CAPO304743	AMPFI_18833
OG0001161	CAPO301112	AMPFI_10090, AMPFI_19031
OG0001164	CAPO304142	AMPFI_02597
OG0001167	CAPO307849	AMPFI_05454
OG0001168	CAPO301546	AMPFI_05372
OG0001169	CAPO301751	AMPFI_09626
OG0001170	CAPO302766	AMPFI_16363, AMPFI_08205, AMPFI_15728
OG0001171	CAPO300420	AMPFI_04677, AMPFI_21141
OG0001175	CAPO304133, CAPO306812	AMPFI_01688, AMPFI_11579, AMPFI_01291
OG0001179	CAPO300184	AMPFI_11537, AMPFI_25942, AMPFI_06700
OG0001181	CAPO301983	AMPFI_13623, AMPFI_10170
OG0001183	CAPO301096	AMPFI_12914, AMPFI_19212, AMPFI_17630, AMPFI_15693, AMPFI_23752
OG0001184	CAPO306392	AMPFI_20865
OG0001185	CAPO303366	AMPFI_07596
OG0001186	CAPO302303	AMPFI_07934
OG0001186	CAPO307451	AMPFI_10517
OG0001188	CAPO300558	AMPFI_02144
OG0001191	CAPO301625	AMPFI_02622
OG0001196	CAPO301570	AMPFI_05001, AMPFI_04634
OG0001197	CAPO306552	AMPFI_13739
OG0001199	CAPO305690	AMPFI_08720, AMPFI_25970
OG0001201	CAPO302220	AMPFI_02387
OG0001202	CAPO306186	AMPFI_07863
OG0001207	CAPO302093	AMPFI_02832
OG0001208	CAPO300830	AMPFI_25578
OG0001209	CAPO302948	AMPFI_10000
OG0001210	CAPO300919	AMPFI_13828
OG0001210	CAPO302555	AMPFI_05417
OG0001212	CAPO305297	AMPFI_00782, AMPFI_04879
OG0001213	CAPO304729	AMPFI_07381
OG0001213	CAPO303632	AMPFI_18186
OG0001215	CAPO302583	AMPFI_10063
OG0001216	CAPO307997	AMPFI_06120, AMPFI_13697
OG0001217	CAPO306810	AMPFI_07018
OG0001218	CAPO307457	AMPFI_18506
OG0001221	CAPO307765	AMPFI_09440
OG0001222	CAPO301496, CAPO301391, CAPO303918	AMPFI_18592, AMPFI_17307
OG0001226	CAPO307936	AMPFI_06001
OG0001232	CAPO304224	AMPFI_03432, AMPFI_18743, AMPFI_08459, AMPFI_09206, AMPFI_03213
OG0001233	CAPO303591	AMPFI_11204, AMPFI_12663, AMPFI_14959, AMPFI_17326
OG0001234	CAPO307897	AMPFI_10815, AMPFI_24580
OG0001241	CAPO303368	AMPFI_10474
OG0001241	CAPO304888	AMPFI_05156
OG0001247	CAPO303193, CAPO307423	AMPFI_24091
OG0001248	CAPO303079	AMPFI_15716
OG0001249	CAPO306922	AMPFI_23310
OG0001250	CAPO302323	AMPFI_07433
OG0001251	CAPO302019	AMPFI_15272
OG0001252	CAPO300016	AMPFI_21190, AMPFI_00156
OG0001253	CAPO306156	AMPFI_05658
OG0001254	CAPO307546	AMPFI_10158
OG0001261	CAPO302839	AMPFI_25069, AMPFI_21898
OG0001263	CAPO301777	AMPFI_11017
OG0001267	CAPO307578	AMPFI_16785, AMPFI_03197
OG0001268	CAPO303692	AMPFI_21846, AMPFI_17603
OG0001270	CAPO306176	AMPFI_10234
OG0001270	CAPO304393	AMPFI_15423
OG0001271	CAPO302779	AMPFI_12722
OG0001272	CAPO305566	AMPFI_10847
OG0001273	CAPO301889	AMPFI_08982
OG0001274	CAPO308194	AMPFI_01753
OG0001276	CAPO302888	AMPFI_14910
OG0001278	CAPO306229	AMPFI_10211, AMPFI_19943
OG0001279	CAPO302733	AMPFI_05903
OG0001280	CAPO300326	AMPFI_23298
OG0001281	CAPO304088, CAPO303543	AMPFI_16027
OG0001284	CAPO300970	AMPFI_11093, AMPFI_06659
OG0001285	CAPO304179	AMPFI_25522
OG0001287	CAPO302822, CAPO304538	AMPFI_14082
OG0001288	CAPO302651	AMPFI_19759, AMPFI_00778
OG0001289	CAPO306071	AMPFI_00215
OG0001290	CAPO302574	AMPFI_22521, AMPFI_18904
OG0001291	CAPO300695	AMPFI_17861
OG0001294	CAPO304223	AMPFI_20455, AMPFI_01514
OG0001295	CAPO306210	AMPFI_06419, AMPFI_07601
OG0001296	CAPO308260	AMPFI_12346
OG0001297	CAPO305437	AMPFI_16113
OG0001300	CAPO300154	AMPFI_08329
OG0001302	CAPO302654	AMPFI_16649, AMPFI_15529
OG0001302	CAPO302215	AMPFI_08047
OG0001304	CAPO302419	AMPFI_08298, AMPFI_10342
OG0001305	CAPO304488	AMPFI_00755
OG0001308	CAPO300864	AMPFI_17316
OG0001308	CAPO300432	AMPFI_00605, AMPFI_01794, AMPFI_03456
OG0001309	CAPO300871	AMPFI_12360
OG0001310	CAPO305405	AMPFI_04482, AMPFI_16368
OG0001310	CAPO300151	AMPFI_06804
OG0001311	CAPO300585	AMPFI_12130
OG0001314	CAPO306642	AMPFI_14399, AMPFI_21411, AMPFI_14658, AMPFI_05186, AMPFI_04724
OG0001317	CAPO302225	AMPFI_24732, AMPFI_14996, AMPFI_02448
OG0001318	CAPO306280	AMPFI_07561
OG0001318	CAPO303315	AMPFI_11299
OG0001319	CAPO304915	AMPFI_11777
OG0001320	CAPO307498	AMPFI_25009, AMPFI_10016
OG0001320	CAPO304958	AMPFI_00452
OG0001321	CAPO301358	AMPFI_00079
OG0001322	CAPO302022	AMPFI_23671
OG0001323	CAPO301735	AMPFI_21599, AMPFI_22091
OG0001324	CAPO302080	AMPFI_20900, AMPFI_04734
OG0001325	CAPO304115	AMPFI_10346
OG0001326	CAPO306149	AMPFI_12886
OG0001327	CAPO305568	AMPFI_08065, AMPFI_15522
OG0001328	CAPO302287	AMPFI_15088, AMPFI_03646, AMPFI_13555, AMPFI_11946, AMPFI_23607, AMPFI_16031, AMPFI_07538, AMPFI_22821, AMPFI_14375, AMPFI_25363, AMPFI_10406, AMPFI_13227, AMPFI_20082
OG0001330	CAPO304584, CAPO300112	AMPFI_05140
OG0001332	CAPO305487	AMPFI_20259
OG0001333	CAPO301191	AMPFI_00843, AMPFI_13930
OG0001341	CAPO304661	AMPFI_10755
OG0001344	CAPO308153	AMPFI_22417
OG0001345	CAPO306177	AMPFI_09770
OG0001348	CAPO304908	AMPFI_00159
OG0001350	CAPO305116, CAPO303054	AMPFI_25832
OG0001352	CAPO303801	AMPFI_15694, AMPFI_18452, AMPFI_22485
OG0001353	CAPO303379	AMPFI_10664
OG0001355	CAPO307732	AMPFI_14446
OG0001358	CAPO302204	AMPFI_22238
OG0001364	CAPO307249	AMPFI_02281, AMPFI_19179, AMPFI_14823, AMPFI_11134
OG0001366	CAPO302707	AMPFI_17877, AMPFI_02545
OG0001367	CAPO304628	AMPFI_02161, AMPFI_22268
OG0001370	CAPO305064	AMPFI_06706
OG0001370	CAPO306956	AMPFI_09461
OG0001372	CAPO301063	AMPFI_21335
OG0001372	CAPO306529	AMPFI_18921
OG0001373	CAPO300734	AMPFI_00190
OG0001378	CAPO302717	AMPFI_15247
OG0001379	CAPO304865	AMPFI_14320
OG0001382	CAPO306735	AMPFI_12332
OG0001383	CAPO300442	AMPFI_07068, AMPFI_11555
OG0001386	CAPO305078	AMPFI_07982
OG0001387	CAPO306110, CAPO306288	AMPFI_00234, AMPFI_22448
OG0001397	CAPO306119	AMPFI_21706, AMPFI_17878, AMPFI_10775
OG0001399	CAPO304148	AMPFI_07188, AMPFI_21935
OG0001400	CAPO305841	AMPFI_24286, AMPFI_24285
OG0001404	CAPO302450	AMPFI_17704, AMPFI_18013, AMPFI_10794, AMPFI_03093
OG0001405	CAPO302942	AMPFI_16561
OG0001406	CAPO305604	AMPFI_09333
OG0001408	CAPO304468	AMPFI_21365
OG0001409	CAPO300832	AMPFI_10191
OG0001410	CAPO304381	AMPFI_02616
OG0001411	CAPO301653	AMPFI_10031
OG0001412	CAPO304843	AMPFI_08141
OG0001413	CAPO300375	AMPFI_15619
OG0001414	CAPO301834	AMPFI_24645
OG0001414	CAPO303273	AMPFI_20423
OG0001415	CAPO307087	AMPFI_19237, AMPFI_17043, AMPFI_07414, AMPFI_08129
OG0001416	CAPO300753	AMPFI_14851, AMPFI_14850
OG0001418	CAPO300218	AMPFI_15591
OG0001422	CAPO308345, CAPO303120	AMPFI_23699
OG0001423	CAPO301310	AMPFI_19050, AMPFI_22796
OG0001424	CAPO304776	AMPFI_01906, AMPFI_17965
OG0001425	CAPO302275, CAPO302850	AMPFI_13079
OG0001426	CAPO302841	AMPFI_07973
OG0001427	CAPO302723	AMPFI_07391
OG0001428	CAPO303027	AMPFI_11938
OG0001430	CAPO300562	AMPFI_07622
OG0001431	CAPO308230	AMPFI_11117
OG0001437	CAPO304955	AMPFI_07780, AMPFI_13432
OG0001445	CAPO301958	AMPFI_06828
OG0001446	CAPO304614	AMPFI_04574, AMPFI_17048, AMPFI_21716, AMPFI_19480, AMPFI_18957
OG0001447	CAPO307093	AMPFI_14165
OG0001449	CAPO306822	AMPFI_17066
OG0001451	CAPO300036	AMPFI_12917, AMPFI_16214
OG0001452	CAPO301933	AMPFI_17582
OG0001454	CAPO303806	AMPFI_18370
OG0001456	CAPO307965	AMPFI_00318
OG0001459	CAPO307035	AMPFI_19783
OG0001460	CAPO300988	AMPFI_01461
OG0001460	CAPO305875	AMPFI_23946
OG0001461	CAPO305472	AMPFI_23123, AMPFI_22344
OG0001466	CAPO305831	AMPFI_23243, AMPFI_06839
OG0001467	CAPO304882	AMPFI_23736, AMPFI_21779
OG0001468	CAPO306475	AMPFI_19331
OG0001469	CAPO306371	AMPFI_05229
OG0001469	CAPO301724	AMPFI_02483
OG0001470	CAPO305163	AMPFI_01501
OG0001472	CAPO300986	AMPFI_01053
OG0001472	CAPO305311	AMPFI_03075, AMPFI_01967
OG0001473	CAPO304310	AMPFI_03739, AMPFI_01823
OG0001474	CAPO306191	AMPFI_25092, AMPFI_21316
OG0001475	CAPO305552	AMPFI_12031, AMPFI_15659
OG0001476	CAPO305062	AMPFI_07443, AMPFI_07837
OG0001478	CAPO303095	AMPFI_01874
OG0001478	CAPO304965	AMPFI_18015, AMPFI_17948
OG0001479	CAPO306515	AMPFI_06247
OG0001482	CAPO307610	AMPFI_20329
OG0001484	CAPO301411	AMPFI_09544, AMPFI_10813
OG0001486	CAPO302441	AMPFI_03189
OG0001490	CAPO305433	AMPFI_13984
OG0001492	CAPO305155	AMPFI_14495
OG0001495	CAPO302008	AMPFI_01445
OG0001496	CAPO301356	AMPFI_04050
OG0001500	CAPO300054	AMPFI_22915, AMPFI_03212
OG0001501	CAPO305474	AMPFI_16389, AMPFI_02881, AMPFI_04091, AMPFI_20063, AMPFI_19980, AMPFI_21405
OG0001503	CAPO305666	AMPFI_03346
OG0001503	CAPO307598	AMPFI_06513
OG0001504	CAPO307661	AMPFI_14749
OG0001505	CAPO301009	AMPFI_04877, AMPFI_09677
OG0001506	CAPO300953	AMPFI_22691
OG0001507	CAPO304204	AMPFI_00506, AMPFI_03792, AMPFI_02586, AMPFI_16748
OG0001509	CAPO303933	AMPFI_03495
OG0001511	CAPO306127, CAPO305043	AMPFI_24393
OG0001512	CAPO301118	AMPFI_20643
OG0001516	CAPO300345	AMPFI_17534, AMPFI_22070, AMPFI_04046
OG0001517	CAPO303690	AMPFI_19672
OG0001519	CAPO306949	AMPFI_15431
OG0001522	CAPO303667	AMPFI_05516, AMPFI_18320, AMPFI_13603
OG0001524	CAPO300996	AMPFI_12143
OG0001524	CAPO308304	AMPFI_24831
OG0001525	CAPO307245, CAPO303907	AMPFI_18416
OG0001527	CAPO300128	AMPFI_06183
OG0001527	CAPO307636	AMPFI_10281
OG0001529	CAPO300593	AMPFI_24259
OG0001530	CAPO302602	AMPFI_20395, AMPFI_21100, AMPFI_17451, AMPFI_04325
OG0001532	CAPO300282	AMPFI_06472
OG0001533	CAPO306032	AMPFI_11865
OG0001534	CAPO304425	AMPFI_24532, AMPFI_01303, AMPFI_12321
OG0001537	CAPO300641	AMPFI_14693, AMPFI_14694, AMPFI_19390
OG0001545	CAPO300895	AMPFI_07768, AMPFI_00526
OG0001548	CAPO301500	AMPFI_01565, AMPFI_04150, AMPFI_00631, AMPFI_10020, AMPFI_00539, AMPFI_02157, AMPFI_24251, AMPFI_24587, AMPFI_23710, AMPFI_19139, AMPFI_01351, AMPFI_24279, AMPFI_00303, AMPFI_24877, AMPFI_16431, AMPFI_18890, AMPFI_00253, AMPFI_15660, AMPFI_23275, AMPFI_05577, AMPFI_18646, AMPFI_17504, AMPFI_16968
OG0001551	CAPO306604	AMPFI_18500
OG0001553	CAPO308172	AMPFI_24765
OG0001554	CAPO302370	AMPFI_06413
OG0001558	CAPO301132	AMPFI_15140
OG0001559	CAPO301785	AMPFI_05445
OG0001561	CAPO301999	AMPFI_06589
OG0001563	CAPO306378	AMPFI_13947, AMPFI_22270
OG0001564	CAPO301061	AMPFI_01949, AMPFI_20454
OG0001567	CAPO300948	AMPFI_01237, AMPFI_04926, AMPFI_23783, AMPFI_05324
OG0001568	CAPO301468	AMPFI_05220
OG0001570	CAPO303364	AMPFI_12961
OG0001572	CAPO304756	AMPFI_12157
OG0001572	CAPO304137	AMPFI_15021
OG0001573	CAPO305125, CAPO303819	AMPFI_05942
OG0001576	CAPO306270	AMPFI_22659, AMPFI_16525
OG0001578	CAPO300715	AMPFI_11954
OG0001580	CAPO307900	AMPFI_13898
OG0001581	CAPO306056	AMPFI_14541, AMPFI_22362
OG0001582	CAPO307073	AMPFI_01796, AMPFI_13928
OG0001583	CAPO306289	AMPFI_20716
OG0001584	CAPO301068	AMPFI_15798, AMPFI_22734
OG0001589	CAPO303301, CAPO304004	AMPFI_03776, AMPFI_14809, AMPFI_11604
OG0001590	CAPO302386	AMPFI_24468
OG0001593	CAPO305942	AMPFI_15712
OG0001594	CAPO307886	AMPFI_13904
OG0001594	CAPO304243	AMPFI_18261, AMPFI_11597
OG0001597	CAPO302703	AMPFI_13604
OG0001599	CAPO300887	AMPFI_03121
OG0001600	CAPO305994	AMPFI_10540
OG0001603	CAPO306228	AMPFI_09371, AMPFI_09370, AMPFI_09372
OG0001604	CAPO303898	AMPFI_13911
