Orthogroup	CAPO3	HELIO_ok
OG0000905	CAPO303384	HELIO_07570
OG0000909	CAPO300878	HELIO_00246
OG0000911	CAPO302608	HELIO_10858
OG0000912	CAPO302397	HELIO_10841, HELIO_12695, HELIO_12697, HELIO_12696
OG0000913	CAPO300255	HELIO_06048
OG0000914	CAPO302002	HELIO_08250
OG0000915	CAPO306555	HELIO_03730
OG0000925	CAPO304563	HELIO_09608, HELIO_02417
OG0000928	CAPO301245	HELIO_10500, HELIO_10501, HELIO_01658
OG0000929	CAPO303494	HELIO_11222, HELIO_11603, HELIO_11221
OG0000931	CAPO303586	HELIO_09729
OG0000932	CAPO306783	HELIO_07928
OG0000934	CAPO306946, CAPO300619	HELIO_01254
OG0000934	CAPO304006	HELIO_02606
OG0000935	CAPO307401	HELIO_05900
OG0000944	CAPO304090	HELIO_00838, HELIO_00839
OG0000952	CAPO300179	HELIO_10871, HELIO_06071
OG0000954	CAPO303535	HELIO_08553
OG0000954	CAPO305800	HELIO_10186
OG0000955	CAPO303429	HELIO_03286
OG0000955	CAPO308190	HELIO_07820
OG0000960	CAPO304728	HELIO_04120
OG0000963	CAPO303990	HELIO_01247, HELIO_02112
OG0000965	CAPO305928	HELIO_02433, HELIO_01613
OG0000965	CAPO302148	HELIO_02543
OG0000967	CAPO304786	HELIO_03536, HELIO_01717
OG0000970	CAPO301807	HELIO_01898
OG0000974	CAPO306940	HELIO_11927, HELIO_03653, HELIO_04736
OG0000978	CAPO306307	HELIO_07153
OG0000982	CAPO301371	HELIO_07584
OG0000984	CAPO307940	HELIO_08631
OG0000985	CAPO304864	HELIO_01102
OG0000986	CAPO305058	HELIO_03699
OG0000987	CAPO306365	HELIO_01520
OG0000992	CAPO308244	HELIO_10125, HELIO_02780
OG0000993	CAPO303930	HELIO_04159, HELIO_11266
OG0000994	CAPO306999	HELIO_02373
OG0000996	CAPO304603	HELIO_08470
OG0000997	CAPO306501	HELIO_05396, HELIO_07704, HELIO_07669
OG0000998	CAPO302508	HELIO_06252, HELIO_05043, HELIO_04979, HELIO_03944, HELIO_08834, HELIO_03576
OG0000999	CAPO303484, CAPO302236	HELIO_01942, HELIO_05906
OG0001006	CAPO308145	HELIO_12602, HELIO_03139
OG0001009	CAPO305830	HELIO_00710, HELIO_05419, HELIO_05966
OG0001015	CAPO304771	HELIO_11230
OG0001016	CAPO300038	HELIO_06921
OG0001016	CAPO302596	HELIO_03156
OG0001018	CAPO305732	HELIO_10601
OG0001024	CAPO300862	HELIO_04378
OG0001033	CAPO305083	HELIO_09215
OG0001033	CAPO300376	HELIO_06818
OG0001036	CAPO301917	HELIO_01681
OG0001037	CAPO306107	HELIO_10784
OG0001039	CAPO305080	HELIO_06687, HELIO_03051
OG0001042	CAPO301530	HELIO_08977
OG0001044	CAPO305401, CAPO306389	HELIO_11285
OG0001045	CAPO300115	HELIO_01258, HELIO_10745
OG0001046	CAPO304357	HELIO_07188
OG0001048	CAPO306868	HELIO_00893, HELIO_12024
OG0001049	CAPO305769	HELIO_12069
OG0001050	CAPO306760	HELIO_07822
OG0001060	CAPO302777	HELIO_04663
OG0001062	CAPO300111	HELIO_10831
OG0001064	CAPO304594	HELIO_06789
OG0001066	CAPO305156	HELIO_06550, HELIO_03182
OG0001072	CAPO304331	HELIO_02051, HELIO_11812
OG0001073	CAPO307880	HELIO_10163
OG0001075	CAPO305658	HELIO_03042
OG0001076	CAPO306580	HELIO_10241
OG0001078	CAPO300211	HELIO_05283
OG0001082	CAPO306944	HELIO_11176, HELIO_04668
OG0001085	CAPO305936	HELIO_07664
OG0001092	CAPO303664	HELIO_09889, HELIO_09890
OG0001095	CAPO303064	HELIO_04642, HELIO_03581, HELIO_00438
OG0001096	CAPO308143	HELIO_10964, HELIO_06053, HELIO_11485
OG0001101	CAPO301529	HELIO_11659
OG0001104	CAPO306923	HELIO_02923
OG0001106	CAPO307850	HELIO_08971, HELIO_05464
OG0001108	CAPO300863	HELIO_00460, HELIO_08728
OG0001113	CAPO302840	HELIO_11363
OG0001116	CAPO303103	HELIO_04473, HELIO_11648
OG0001120	CAPO300555	HELIO_07190, HELIO_11052
OG0001121	CAPO305030	HELIO_02833, HELIO_04338
OG0001123	CAPO305010	HELIO_05833
OG0001124	CAPO307326	HELIO_05892, HELIO_11497
OG0001125	CAPO304253	HELIO_00312, HELIO_03784, HELIO_10314
OG0001126	CAPO301067	HELIO_07432, HELIO_08150
OG0001126	CAPO308119	HELIO_09972
OG0001128	CAPO301710	HELIO_07418
OG0001129	CAPO306230	HELIO_05218, HELIO_02379
OG0001130	CAPO305636	HELIO_08960, HELIO_05662, HELIO_00771
OG0001132	CAPO303538	HELIO_09410
OG0001133	CAPO300360	HELIO_10368
OG0001134	CAPO304261	HELIO_12460
OG0001135	CAPO300673, CAPO304787	HELIO_07754
OG0001137	CAPO308164	HELIO_03163
OG0001139	CAPO300537	HELIO_04488
OG0001140	CAPO308326	HELIO_11252, HELIO_00781
OG0001142	CAPO304790	HELIO_04691, HELIO_05081
OG0001143	CAPO304300	HELIO_02868
OG0001144	CAPO307577	HELIO_08158
OG0001146	CAPO300511	HELIO_04581
OG0001147	CAPO306370	HELIO_06369
OG0001149	CAPO305549	HELIO_07596
OG0001156	CAPO306962	HELIO_05032
OG0001157	CAPO304789	HELIO_11854, HELIO_11231
OG0001158	CAPO302639	HELIO_03567, HELIO_07771
OG0001160	CAPO304743	HELIO_10702
OG0001161	CAPO301112	HELIO_01628
OG0001163	CAPO301684, CAPO307755, CAPO304886	HELIO_12002
OG0001167	CAPO307849	HELIO_08270
OG0001168	CAPO301546	HELIO_00913
OG0001169	CAPO301751	HELIO_01933
OG0001170	CAPO302766	HELIO_06339
OG0001171	CAPO300420	HELIO_07445
OG0001175	CAPO304133, CAPO306812	HELIO_05555, HELIO_11278
OG0001179	CAPO300184	HELIO_04085, HELIO_04405, HELIO_06718
OG0001181	CAPO301983	HELIO_05206
OG0001183	CAPO301096	HELIO_08525, HELIO_08524
OG0001184	CAPO306392	HELIO_12185
OG0001185	CAPO303366	HELIO_12657
OG0001186	CAPO302303	HELIO_09188
OG0001186	CAPO307451	HELIO_01928
OG0001188	CAPO300558	HELIO_03558
OG0001196	CAPO301570	HELIO_04183
OG0001197	CAPO306552	HELIO_04520
OG0001199	CAPO305690	HELIO_10405, HELIO_01130
OG0001201	CAPO302220	HELIO_08628
OG0001202	CAPO306186	HELIO_10671, HELIO_00720, HELIO_01708, HELIO_07869
OG0001207	CAPO305627	HELIO_10416
OG0001207	CAPO302093	HELIO_09377
OG0001208	CAPO300830	HELIO_05489
OG0001209	CAPO302948	HELIO_05535
OG0001210	CAPO300919	HELIO_01552
OG0001210	CAPO302555	HELIO_03776
OG0001213	CAPO304729	HELIO_11611
OG0001213	CAPO303632	HELIO_01934
OG0001215	CAPO302583	HELIO_00251
OG0001216	CAPO307997	HELIO_01588, HELIO_04477
OG0001217	CAPO306810	HELIO_09665
OG0001218	CAPO307457	HELIO_10349
OG0001221	CAPO307765	HELIO_07645
OG0001222	CAPO301496, CAPO301391, CAPO303918	HELIO_07577
OG0001232	CAPO304224	HELIO_07324
OG0001233	CAPO303591	HELIO_01721, HELIO_05738
OG0001234	CAPO307897	HELIO_07394
OG0001241	CAPO303368	HELIO_03226
OG0001241	CAPO304888	HELIO_12192
OG0001247	CAPO303193, CAPO307423	HELIO_00879
OG0001248	CAPO303079	HELIO_05974
OG0001250	CAPO302323	HELIO_01985
OG0001251	CAPO302019	HELIO_03697
OG0001252	CAPO300016	HELIO_06077
OG0001253	CAPO306156	HELIO_02555, HELIO_12144
OG0001254	CAPO307546	HELIO_05460
OG0001261	CAPO302839	HELIO_03943
OG0001263	CAPO301777	HELIO_01885, HELIO_04331
OG0001267	CAPO307578	HELIO_05562, HELIO_09471
OG0001268	CAPO303692	HELIO_07801, HELIO_12028
OG0001270	CAPO306176	HELIO_02110
OG0001270	CAPO306096	HELIO_09609
OG0001270	CAPO304393	HELIO_02804
OG0001271	CAPO302779	HELIO_11242
OG0001272	CAPO305566	HELIO_01808
OG0001273	CAPO301889	HELIO_12680
OG0001274	CAPO308194	HELIO_06326
OG0001276	CAPO302888	HELIO_11104
OG0001278	CAPO306229	HELIO_10541, HELIO_03037, HELIO_09526
OG0001279	CAPO302733	HELIO_12791
OG0001281	CAPO304088, CAPO303543	HELIO_06990
OG0001282	CAPO303595	HELIO_03746
OG0001284	CAPO300970	HELIO_06649, HELIO_03045
OG0001285	CAPO304179	HELIO_05581
OG0001286	CAPO303892	HELIO_12601
OG0001288	CAPO302651	HELIO_10795
OG0001289	CAPO306071	HELIO_12067, HELIO_10917
OG0001290	CAPO302574	HELIO_11508
OG0001291	CAPO300695	HELIO_10055
OG0001294	CAPO304223	HELIO_08951
OG0001295	CAPO306210	HELIO_12648
OG0001296	CAPO308260	HELIO_12075
OG0001297	CAPO305437	HELIO_05910
OG0001300	CAPO300154	HELIO_09555
OG0001302	CAPO302654	HELIO_02616
OG0001302	CAPO302215	HELIO_08651
OG0001304	CAPO302419	HELIO_08289, HELIO_08290
OG0001305	CAPO304488	HELIO_07982
OG0001308	CAPO300432	HELIO_12210
OG0001309	CAPO300871	HELIO_06983
OG0001310	CAPO305405	HELIO_02438
OG0001310	CAPO300151	HELIO_09331
OG0001311	CAPO300585	HELIO_02223, HELIO_00805
OG0001312	CAPO304811	HELIO_11963
OG0001314	CAPO306642	HELIO_05745, HELIO_06186
OG0001317	CAPO302225	HELIO_08857, HELIO_08319
OG0001318	CAPO306280	HELIO_01897
OG0001318	CAPO303315	HELIO_00651
OG0001319	CAPO304915	HELIO_09125
OG0001320	CAPO307498	HELIO_07097
OG0001320	CAPO304958	HELIO_01606
OG0001321	CAPO301358	HELIO_11153
OG0001322	CAPO302022	HELIO_07391
OG0001323	CAPO301735	HELIO_04274
OG0001325	CAPO304115	HELIO_02148
OG0001326	CAPO306149	HELIO_01722
OG0001327	CAPO305568	HELIO_06372, HELIO_03453
OG0001328	CAPO302287	HELIO_02341
OG0001330	CAPO304584, CAPO300112	HELIO_07773
OG0001333	CAPO301191	HELIO_07137
OG0001344	CAPO308153	HELIO_02566
OG0001345	CAPO306177	HELIO_00586
OG0001348	CAPO304908	HELIO_05226
OG0001352	CAPO303801	HELIO_06067
OG0001353	CAPO303379	HELIO_07889
OG0001355	CAPO307732	HELIO_05179
OG0001358	CAPO302204	HELIO_05651, HELIO_04483
OG0001359	CAPO303726	HELIO_00338
OG0001361	CAPO307400	HELIO_12234
OG0001364	CAPO307249	HELIO_01883, HELIO_04728, HELIO_01882, HELIO_01884
OG0001366	CAPO302707	HELIO_09509
OG0001367	CAPO304628	HELIO_12197
OG0001370	CAPO305064	HELIO_08459
OG0001370	CAPO306956	HELIO_09154
OG0001372	CAPO301063	HELIO_07415
OG0001372	CAPO306529	HELIO_09833, HELIO_00197
OG0001373	CAPO300734	HELIO_06748
OG0001378	CAPO302717	HELIO_02964
OG0001379	CAPO304865	HELIO_04200
OG0001382	CAPO306735	HELIO_05363
OG0001383	CAPO300442	HELIO_10404, HELIO_09985
OG0001386	CAPO305078	HELIO_05642, HELIO_02823, HELIO_05955, HELIO_02822
OG0001387	CAPO306110, CAPO306288	HELIO_07037
OG0001397	CAPO306119	HELIO_01273, HELIO_04122
OG0001399	CAPO304148	HELIO_05014, HELIO_08757
OG0001400	CAPO305841	HELIO_09621
OG0001404	CAPO302450	HELIO_08622, HELIO_06483
OG0001405	CAPO302942	HELIO_02155
OG0001406	CAPO305604	HELIO_05795
OG0001408	CAPO304468	HELIO_02887
OG0001409	CAPO300832	HELIO_05260
OG0001410	CAPO304381	HELIO_07114
OG0001410	CAPO303461	HELIO_01417
OG0001411	CAPO301653	HELIO_03361
OG0001412	CAPO304843	HELIO_06209
OG0001413	CAPO300375	HELIO_11436
OG0001414	CAPO301834	HELIO_00902
OG0001414	CAPO303273	HELIO_00745
OG0001415	CAPO307087	HELIO_07046, HELIO_06445
OG0001416	CAPO300753	HELIO_08511
OG0001418	CAPO300218	HELIO_09143
OG0001420	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813	HELIO_10002
OG0001422	CAPO308345, CAPO303120	HELIO_00344
OG0001423	CAPO301310	HELIO_03132
OG0001424	CAPO304776	HELIO_00747, HELIO_01935
OG0001425	CAPO302275, CAPO302850	HELIO_01653
OG0001426	CAPO302841	HELIO_02149
OG0001428	CAPO303027	HELIO_11579
OG0001430	CAPO300562	HELIO_08384
OG0001431	CAPO308230	HELIO_00600
OG0001437	CAPO304955	HELIO_04743
OG0001440	CAPO305450	HELIO_03196
OG0001445	CAPO301958	HELIO_12183
OG0001446	CAPO304614	HELIO_05230
OG0001447	CAPO307093	HELIO_04829
OG0001449	CAPO306822	HELIO_03720
OG0001451	CAPO300036	HELIO_05972
OG0001452	CAPO301933	HELIO_09077, HELIO_09076
OG0001454	CAPO303806	HELIO_04552
OG0001456	CAPO307965	HELIO_09922
OG0001459	CAPO307035	HELIO_08961
OG0001460	CAPO300988	HELIO_01716
OG0001460	CAPO305875	HELIO_12669
OG0001463	CAPO304054	HELIO_02919, HELIO_06206
OG0001466	CAPO305831	HELIO_09852, HELIO_00231
OG0001467	CAPO304882	HELIO_11527, HELIO_06233
OG0001468	CAPO306475	HELIO_09103
OG0001469	CAPO306371	HELIO_10093
OG0001469	CAPO301724	HELIO_12462
OG0001470	CAPO305163	HELIO_04948
OG0001472	CAPO300986	HELIO_05084
OG0001472	CAPO305311	HELIO_09162
OG0001473	CAPO304310	HELIO_01497, HELIO_06355, HELIO_01429
OG0001474	CAPO306191	HELIO_05046
OG0001475	CAPO305552	HELIO_12116, HELIO_06079
OG0001476	CAPO305062	HELIO_08408
OG0001478	CAPO303095	HELIO_10243
OG0001479	CAPO306515	HELIO_00677
OG0001482	CAPO307610	HELIO_08972
OG0001484	CAPO301411	HELIO_03855
OG0001485	CAPO301954	HELIO_08845
OG0001486	CAPO302441	HELIO_11744
OG0001490	CAPO305433	HELIO_10701
OG0001492	CAPO305155	HELIO_09966
OG0001495	CAPO302008	HELIO_09225
OG0001496	CAPO301356	HELIO_06643, HELIO_07757
OG0001500	CAPO300054	HELIO_03279
OG0001501	CAPO305474	HELIO_09204
OG0001503	CAPO305666	HELIO_00871
OG0001503	CAPO307598	HELIO_00967
OG0001504	CAPO307661	HELIO_02828, HELIO_12551
OG0001505	CAPO301009	HELIO_01480
OG0001506	CAPO300953	HELIO_05280, HELIO_08428
OG0001507	CAPO304204	HELIO_11605
OG0001511	CAPO306127, CAPO305043	HELIO_10472
OG0001512	CAPO301118	HELIO_06404
OG0001516	CAPO300345	HELIO_05144
OG0001517	CAPO303690	HELIO_02409
OG0001519	CAPO306949	HELIO_09436
OG0001522	CAPO303667	HELIO_00391, HELIO_11736
OG0001524	CAPO300996	HELIO_05163
OG0001524	CAPO308304	HELIO_01459
OG0001526	CAPO305679	HELIO_03062
OG0001527	CAPO300128	HELIO_04544
OG0001527	CAPO307636	HELIO_10434
OG0001529	CAPO300593	HELIO_08747
OG0001530	CAPO302602	HELIO_09208
OG0001532	CAPO300282	HELIO_07182
OG0001533	CAPO306032	HELIO_12019
OG0001534	CAPO304425	HELIO_02863
OG0001545	CAPO300895	HELIO_02222
OG0001551	CAPO306604	HELIO_02886
OG0001553	CAPO308172	HELIO_04975
OG0001554	CAPO302370	HELIO_02815
OG0001557	CAPO304176	HELIO_06596
OG0001558	CAPO301132	HELIO_02760
OG0001559	CAPO301785	HELIO_06123
OG0001561	CAPO301999	HELIO_08393
OG0001563	CAPO306378	HELIO_06290, HELIO_06516
OG0001564	CAPO301061	HELIO_01962
OG0001567	CAPO300948	HELIO_06880
OG0001568	CAPO301468	HELIO_05132
OG0001570	CAPO303364	HELIO_02540
OG0001572	CAPO304756	HELIO_04693
OG0001573	CAPO305125, CAPO303819	HELIO_02265
OG0001576	CAPO306270	HELIO_11858
OG0001578	CAPO300715	HELIO_08790, HELIO_08789
OG0001580	CAPO307900	HELIO_11365
OG0001581	CAPO306056	HELIO_05221, HELIO_07860
OG0001582	CAPO307073	HELIO_04387, HELIO_11913
OG0001583	CAPO306289	HELIO_12114
OG0001584	CAPO301068	HELIO_10513, HELIO_05589
OG0001589	CAPO303301, CAPO304004	HELIO_12278
OG0001590	CAPO302386	HELIO_02516
OG0001593	CAPO305942	HELIO_04977
OG0001594	CAPO307886	HELIO_11160
OG0001597	CAPO302703	HELIO_04679
OG0001599	CAPO300887	HELIO_02009
OG0001600	CAPO305994	HELIO_00399
OG0001603	CAPO306228	HELIO_09786, HELIO_02249
OG0001604	CAPO303898	HELIO_12168
OG0001605	CAPO307473	HELIO_09701, HELIO_00110
OG0001609	CAPO304683	HELIO_04479
OG0001609	CAPO302057	HELIO_00769
OG0001611	CAPO305038	HELIO_10992
OG0001612	CAPO302202	HELIO_03470, HELIO_09022
OG0001614	CAPO303895	HELIO_09695
OG0001614	CAPO307630	HELIO_09277
OG0001615	CAPO300749	HELIO_04146
OG0001617	CAPO302798	HELIO_06430, HELIO_03713
OG0001621	CAPO302875	HELIO_05621, HELIO_05048
OG0001622	CAPO302121	HELIO_02684
OG0001634	CAPO305614	HELIO_00787
OG0001638	CAPO303528	HELIO_10751
OG0001643	CAPO306838	HELIO_03459
OG0001644	CAPO303665	HELIO_10610
OG0001652	CAPO302838	HELIO_06903
OG0001653	CAPO305118	HELIO_02536
OG0001655	CAPO302812	HELIO_08331
OG0001657	CAPO304165, CAPO303952	HELIO_09713
OG0001660	CAPO305930	HELIO_04664
OG0001661	CAPO302789	HELIO_12135
OG0001661	CAPO304920	HELIO_07195
OG0001663	CAPO301057	HELIO_06205, HELIO_04184
OG0001664	CAPO303152	HELIO_08200
OG0001665	CAPO302331	HELIO_08876, HELIO_01144
OG0001672	CAPO301880	HELIO_11405
OG0001673	CAPO305520	HELIO_05452
OG0001674	CAPO301357	HELIO_12593
OG0001675	CAPO307574	HELIO_05454
OG0001676	CAPO300524	HELIO_09572
OG0001676	CAPO305992	HELIO_09106
OG0001677	CAPO307978	HELIO_10400
OG0001679	CAPO302155, CAPO305784	HELIO_08774, HELIO_10789, HELIO_00740
OG0001680	CAPO304235, CAPO304477	HELIO_00317
OG0001684	CAPO300563	HELIO_11576
OG0001685	CAPO307707	HELIO_02127
OG0001687	CAPO302907	HELIO_06212
OG0001688	CAPO300133	HELIO_04799
OG0001690	CAPO304820	HELIO_12652, HELIO_07206
OG0001691	CAPO307420	HELIO_03141
OG0001704	CAPO304434	HELIO_11078
OG0001706	CAPO301033	HELIO_03225
OG0001707	CAPO303836	HELIO_04517
OG0001708	CAPO303804	HELIO_01586
OG0001709	CAPO304969	HELIO_12693
OG0001711	CAPO301872	HELIO_09636
OG0001713	CAPO308041	HELIO_10733
OG0001714	CAPO306669	HELIO_10062
OG0001714	CAPO300188	HELIO_01478
OG0001718	CAPO301559, CAPO301838	HELIO_08374
OG0001720	CAPO303957	HELIO_01666
OG0001721	CAPO302302	HELIO_04710
OG0001723	CAPO308089	HELIO_03904
OG0001724	CAPO306474	HELIO_09512
OG0001727	CAPO301729	HELIO_00379
OG0001730	CAPO303469	HELIO_09660
OG0001732	CAPO304710	HELIO_08312
OG0001733	CAPO306615	HELIO_06708, HELIO_05078
OG0001734	CAPO306594	HELIO_09373, HELIO_10503, HELIO_04822
OG0001735	CAPO301389	HELIO_08576
OG0001738	CAPO301655	HELIO_00898
OG0001739	CAPO304154	HELIO_08138
OG0001743	CAPO306128	HELIO_12557
OG0001746	CAPO306662	HELIO_10565
OG0001750	CAPO304954	HELIO_09724
OG0001755	CAPO300413	HELIO_08464
OG0001756	CAPO301153	HELIO_00970
OG0001756	CAPO306605	HELIO_03773
OG0001769	CAPO300754	HELIO_00478
OG0001769	CAPO306748	HELIO_05705
OG0001770	CAPO304551	HELIO_10082
OG0001772	CAPO303731	HELIO_01523
OG0001774	CAPO302411	HELIO_11501, HELIO_04350
OG0001775	CAPO300385, CAPO303998	HELIO_07189
OG0001778	CAPO303585	HELIO_09235, HELIO_06485
OG0001781	CAPO304059	HELIO_09978
OG0001781	CAPO306335	HELIO_01738
OG0001782	CAPO302329	HELIO_11232
OG0001783	CAPO302497	HELIO_02058
OG0001787	CAPO302384	HELIO_11607
OG0001789	CAPO303597	HELIO_10048, HELIO_10049
OG0001792	CAPO302146	HELIO_03262
OG0001793	CAPO302934	HELIO_05244
OG0001793	CAPO300098	HELIO_10291
OG0001794	CAPO305037	HELIO_08343, HELIO_00138
OG0001797	CAPO305230	HELIO_04449, HELIO_00752
OG0001799	CAPO307439	HELIO_09682
OG0001800	CAPO302099, CAPO301494	HELIO_04276
OG0001801	CAPO301631, CAPO300406, CAPO302328, CAPO300564	HELIO_02228
OG0001802	CAPO307992	HELIO_04837, HELIO_06473
OG0001804	CAPO307706	HELIO_02895
OG0001805	CAPO301307	HELIO_06016
OG0001807	CAPO305640	HELIO_02837
OG0001808	CAPO300354	HELIO_02461
OG0001809	CAPO307543	HELIO_10155
OG0001814	CAPO305508	HELIO_03706
OG0001816	CAPO300431	HELIO_05248
OG0001818	CAPO302088	HELIO_10184
OG0001819	CAPO307172	HELIO_03116
OG0001820	CAPO300515	HELIO_08557, HELIO_09627
OG0001822	CAPO301119	HELIO_05027
OG0001825	CAPO306238	HELIO_02386
OG0001827	CAPO303060	HELIO_08093
OG0001830	CAPO300316	HELIO_10008
OG0001831	CAPO306824	HELIO_06925
OG0001832	CAPO300612	HELIO_12753
OG0001834	CAPO301512	HELIO_07484
OG0001849	CAPO303014	HELIO_12087, HELIO_03244
OG0001850	CAPO301689	HELIO_06095
OG0001851	CAPO303828	HELIO_10531
OG0001852	CAPO303604	HELIO_00847
OG0001857	CAPO306766	HELIO_11313
OG0001859	CAPO304942	HELIO_00529
OG0001860	CAPO306960	HELIO_02411
OG0001861	CAPO303333	HELIO_11038
OG0001863	CAPO300966	HELIO_10538
OG0001864	CAPO300448	HELIO_11876
OG0001866	CAPO306683	HELIO_08400
OG0001867	CAPO302026	HELIO_02515
OG0001870	CAPO303422	HELIO_11367
OG0001871	CAPO300664	HELIO_03804
OG0001873	CAPO305494	HELIO_07677, HELIO_06086
OG0001875	CAPO303129	HELIO_10950
OG0001877	CAPO305419	HELIO_09122
OG0001878	CAPO300594	HELIO_05924
OG0001879	CAPO304068	HELIO_06421
OG0001883	CAPO304395	HELIO_04758
OG0001886	CAPO301013	HELIO_07679
OG0001888	CAPO307373	HELIO_08194
OG0001894	CAPO305070	HELIO_04194
OG0001895	CAPO300178	HELIO_02660, HELIO_06563
OG0001898	CAPO303887	HELIO_04077, HELIO_12763
OG0001900	CAPO306468, CAPO308362	HELIO_03722
OG0001901	CAPO302174	HELIO_12147, HELIO_04211
OG0001903	CAPO301651	HELIO_08222
OG0001913	CAPO308270	HELIO_10845
OG0001914	CAPO308187	HELIO_12364, HELIO_08172
OG0001915	CAPO305922	HELIO_02308
OG0001916	CAPO304398	HELIO_08357
OG0001917	CAPO303937	HELIO_00213
OG0001919	CAPO300799	HELIO_06163
OG0001923	CAPO300364	HELIO_01788
OG0001926	CAPO308203	HELIO_02998
OG0001927	CAPO303832	HELIO_04718
OG0001928	CAPO303627	HELIO_00908
OG0001930	CAPO301567	HELIO_07719
OG0001931	CAPO306905	HELIO_10060
OG0001932	CAPO304653	HELIO_03169
OG0001935	CAPO301339	HELIO_09449, HELIO_05458, HELIO_02583
OG0001937	CAPO301986	HELIO_04900, HELIO_06992
OG0001938	CAPO303883	HELIO_02477
OG0001940	CAPO307447	HELIO_03882
OG0001941	CAPO303660	HELIO_08395
OG0001943	CAPO304272	HELIO_10645
OG0001945	CAPO302125, CAPO302413	HELIO_03288
OG0001947	CAPO306182	HELIO_03774
OG0001948	CAPO307548	HELIO_09808
OG0001949	CAPO303945	HELIO_12106
OG0001951	CAPO305792	HELIO_04565
OG0001953	CAPO306993	HELIO_05793
OG0001956	CAPO302405	HELIO_08427
OG0001957	CAPO307027	HELIO_11767
OG0001961	CAPO301591	HELIO_03253
OG0001963	CAPO304559	HELIO_02883
OG0001964	CAPO306144	HELIO_02293
OG0001965	CAPO305377	HELIO_01378
OG0001966	CAPO308069	HELIO_12247, HELIO_05868
OG0001968	CAPO303436	HELIO_11042, HELIO_10670
OG0001972	CAPO302726	HELIO_04798
OG0001985	CAPO307425	HELIO_03642
OG0001988	CAPO301454	HELIO_07776
OG0001989	CAPO303699	HELIO_03695
OG0001992	CAPO301694	HELIO_10036
OG0001994	CAPO307422	HELIO_02654, HELIO_02655
OG0001997	CAPO301018	HELIO_06947
OG0001998	CAPO304168	HELIO_01282
OG0001999	CAPO303159	HELIO_09986, HELIO_06267
OG0002000	CAPO305912	HELIO_05949, HELIO_07944
OG0002001	CAPO301730, CAPO305766	HELIO_11853
OG0002003	CAPO306645	HELIO_03803
OG0002004	CAPO305661, CAPO300359	HELIO_03765
OG0002006	CAPO302881	HELIO_12425, HELIO_07537
OG0002007	CAPO301764	HELIO_10090
OG0002008	CAPO308237	HELIO_10242, HELIO_04821
OG0002009	CAPO305521	HELIO_12665
OG0002010	CAPO303286	HELIO_12490
OG0002011	CAPO305222	HELIO_09289
OG0002014	CAPO305309	HELIO_10467
OG0002015	CAPO304377	HELIO_05227
OG0002016	CAPO300736, CAPO303360	HELIO_11944
OG0002019	CAPO303943, CAPO301189	HELIO_02028, HELIO_02029
OG0002020	CAPO301809, CAPO306607	HELIO_12230
OG0002024	CAPO300776	HELIO_08970, HELIO_08969
OG0002025	CAPO301502	HELIO_01634, HELIO_05658
OG0002026	CAPO307889, CAPO306582	HELIO_08421, HELIO_11050
OG0002027	CAPO307021	HELIO_00634
OG0002029	CAPO303181	HELIO_05876
OG0002030	CAPO303987	HELIO_11005
OG0002031	CAPO300135	HELIO_09129, HELIO_07245
OG0002032	CAPO304689	HELIO_01093
OG0002034	CAPO306318	HELIO_05204
OG0002042	CAPO300525	HELIO_06664
OG0002043	CAPO306649	HELIO_03396
OG0002058	CAPO300289	HELIO_06156, HELIO_05493
OG0002061	CAPO307339	HELIO_12011
OG0002062	CAPO301382	HELIO_06049
OG0002063	CAPO302417	HELIO_07475
OG0002066	CAPO300576	HELIO_08306
OG0002067	CAPO302721	HELIO_05446
OG0002068	CAPO303650	HELIO_11283
OG0002069	CAPO306402	HELIO_09988
OG0002073	CAPO302333	HELIO_09897
OG0002076	CAPO303117	HELIO_08411
OG0002078	CAPO302217	HELIO_07802
OG0002080	CAPO307474, CAPO307552	HELIO_05901
OG0002081	CAPO300584	HELIO_08258, HELIO_08257
OG0002084	CAPO300150	HELIO_09343
OG0002087	CAPO306536	HELIO_10536, HELIO_09035
OG0002094	CAPO303399	HELIO_05259, HELIO_04476
OG0002097	CAPO302111	HELIO_00551
OG0002099	CAPO306675	HELIO_04690, HELIO_12497
OG0002101	CAPO307803	HELIO_03548
OG0002103	CAPO305235	HELIO_08047
OG0002108	CAPO303834	HELIO_01842
OG0002122	CAPO300191	HELIO_06970, HELIO_05884
OG0002123	CAPO303373	HELIO_11783
OG0002124	CAPO300980	HELIO_07566
OG0002129	CAPO305068	HELIO_00729
OG0002130	CAPO301943	HELIO_11140
OG0002131	CAPO302159	HELIO_00247, HELIO_08098
OG0002135	CAPO300616, CAPO300802	HELIO_00424
OG0002136	CAPO300292	HELIO_10407
OG0002137	CAPO306593	HELIO_05362, HELIO_10047, HELIO_11805
OG0002138	CAPO304101	HELIO_10372, HELIO_10373
OG0002140	CAPO300489	HELIO_02132
OG0002141	CAPO300491	HELIO_11644
OG0002144	CAPO308205	HELIO_01280
OG0002145	CAPO305963	HELIO_04062
OG0002146	CAPO303694	HELIO_02638
OG0002148	CAPO301311	HELIO_04883, HELIO_06974
OG0002150	CAPO305991	HELIO_11814
OG0002151	CAPO300513	HELIO_01394
