Orthogroup	CAPO3	SACKO_ok
OG0001554	CAPO302370	SACKO_27914
OG0001557	CAPO304176	SACKO_23724
OG0001558	CAPO301132	SACKO_25319
OG0001559	CAPO301785	SACKO_32399, SACKO_09139
OG0001561	CAPO301999	SACKO_16712
OG0001563	CAPO306378	SACKO_29211, SACKO_05155, SACKO_05151, SACKO_16979, SACKO_05080, SACKO_05112, SACKO_05074, SACKO_05133
OG0001564	CAPO301061	SACKO_28888
OG0001567	CAPO300948	SACKO_01333, SACKO_23984
OG0001568	CAPO301468	SACKO_33374
OG0001570	CAPO303364	SACKO_27622, SACKO_27563
OG0001572	CAPO304756	SACKO_31302
OG0001572	CAPO304137	SACKO_30400
OG0001576	CAPO306270	SACKO_29281
OG0001578	CAPO300715	SACKO_25675
OG0001580	CAPO307900	SACKO_00171
OG0001581	CAPO306056	SACKO_07437, SACKO_04849, SACKO_04823, SACKO_23137
OG0001582	CAPO307073	SACKO_18815
OG0001583	CAPO306289	SACKO_26995
OG0001584	CAPO301068	SACKO_00066
OG0001589	CAPO303301, CAPO304004	SACKO_25593, SACKO_25592
OG0001590	CAPO302386	SACKO_21309, SACKO_21282, SACKO_03473
OG0001593	CAPO305942	SACKO_13940
OG0001594	CAPO307886	SACKO_26083, SACKO_31513
OG0001597	CAPO302703	SACKO_02083
OG0001599	CAPO300887	SACKO_01015
OG0001600	CAPO305994	SACKO_01633
OG0001603	CAPO306228	SACKO_23077
OG0001604	CAPO303898	SACKO_08859
OG0001605	CAPO307473	SACKO_00179
OG0001609	CAPO304683	SACKO_20157
OG0001609	CAPO302057	SACKO_20497
OG0001610	CAPO301483	SACKO_05583
OG0001611	CAPO305038	SACKO_32339
OG0001612	CAPO302202	SACKO_08058
OG0001614	CAPO303895	SACKO_12210
OG0001614	CAPO307630	SACKO_22048
OG0001615	CAPO300749	SACKO_32434
OG0001617	CAPO302798	SACKO_32773
OG0001621	CAPO302875	SACKO_33548
OG0001622	CAPO302121	SACKO_24169
OG0001634	CAPO305688	SACKO_16111
OG0001634	CAPO305614	SACKO_04773
OG0001638	CAPO303528	SACKO_31247
OG0001641	CAPO303281	SACKO_24443
OG0001643	CAPO306838	SACKO_02624
OG0001644	CAPO303665	SACKO_17026, SACKO_03857
OG0001653	CAPO305118	SACKO_07366
OG0001655	CAPO302812	SACKO_11250
OG0001657	CAPO304165, CAPO303952	SACKO_20171, SACKO_20167
OG0001660	CAPO305930	SACKO_16124
OG0001661	CAPO302789	SACKO_33933
OG0001661	CAPO304920	SACKO_07160, SACKO_07168, SACKO_05012
OG0001663	CAPO301057	SACKO_23924, SACKO_09786
OG0001664	CAPO303152	SACKO_27601
OG0001665	CAPO302331	SACKO_05684, SACKO_00376
OG0001672	CAPO301880	SACKO_00203
OG0001673	CAPO305520	SACKO_02320
OG0001674	CAPO301357	SACKO_13071
OG0001675	CAPO307574	SACKO_13788, SACKO_12839
OG0001676	CAPO300524	SACKO_27676
OG0001676	CAPO305992	SACKO_06479
OG0001677	CAPO307978	SACKO_02202, SACKO_32286
OG0001679	CAPO302155, CAPO305784	SACKO_31963
OG0001680	CAPO304235, CAPO304477	SACKO_14900
OG0001684	CAPO300563	SACKO_17645
OG0001685	CAPO307707	SACKO_33558
OG0001686	CAPO307138	SACKO_16171
OG0001687	CAPO302907	SACKO_08415, SACKO_00450, SACKO_08438
OG0001688	CAPO300133	SACKO_29664
OG0001690	CAPO304820	SACKO_16084, SACKO_16073, SACKO_24918
OG0001691	CAPO307420	SACKO_07768
OG0001704	CAPO304434	SACKO_06839, SACKO_06782, SACKO_06808
OG0001706	CAPO301033	SACKO_16140
OG0001707	CAPO303836	SACKO_27712, SACKO_27719, SACKO_08114
OG0001708	CAPO303804	SACKO_22651, SACKO_22657
OG0001709	CAPO304969	SACKO_21009, SACKO_14450
OG0001711	CAPO301872	SACKO_00222, SACKO_00220
OG0001713	CAPO308041	SACKO_33794, SACKO_29813
OG0001713	CAPO302278	SACKO_10739, SACKO_26830, SACKO_16172
OG0001714	CAPO306669	SACKO_24475
OG0001714	CAPO300188	SACKO_09358
OG0001718	CAPO301559, CAPO301838	SACKO_06683, SACKO_01615, SACKO_22232
OG0001720	CAPO303957	SACKO_16473, SACKO_07137, SACKO_07098
OG0001721	CAPO302302	SACKO_14258
OG0001723	CAPO308089	SACKO_00445
OG0001724	CAPO306474	SACKO_30787
OG0001727	CAPO301729	SACKO_05239
OG0001730	CAPO303469	SACKO_21513
OG0001732	CAPO304710	SACKO_08518
OG0001733	CAPO306615	SACKO_19517, SACKO_19883
OG0001734	CAPO306594	SACKO_02563, SACKO_26225
OG0001735	CAPO301389	SACKO_00648
OG0001736	CAPO300355	SACKO_26229
OG0001738	CAPO301655	SACKO_08321
OG0001739	CAPO304154	SACKO_05033
OG0001743	CAPO306128	SACKO_16126
OG0001746	CAPO306662	SACKO_29336
OG0001750	CAPO304954	SACKO_27270
OG0001755	CAPO300413	SACKO_23371
OG0001756	CAPO301153	SACKO_10270
OG0001756	CAPO306605	SACKO_17493
OG0001769	CAPO300754	SACKO_20080
OG0001769	CAPO306748	SACKO_20662
OG0001770	CAPO304551	SACKO_19586
OG0001772	CAPO303731	SACKO_12357, SACKO_12369, SACKO_04317
OG0001774	CAPO302411	SACKO_02280, SACKO_26050
OG0001775	CAPO300385, CAPO303998	SACKO_29841, SACKO_28398
OG0001778	CAPO303585	SACKO_04956
OG0001781	CAPO304059	SACKO_15440
OG0001781	CAPO306335	SACKO_18083
OG0001782	CAPO302329	SACKO_00654
OG0001783	CAPO302497	SACKO_04878
OG0001787	CAPO302384	SACKO_25176
OG0001789	CAPO303597	SACKO_03274, SACKO_03284
OG0001792	CAPO302146	SACKO_31467
OG0001793	CAPO302934	SACKO_11163
OG0001793	CAPO300098	SACKO_29982
OG0001794	CAPO305037	SACKO_02618
OG0001797	CAPO305230	SACKO_24953, SACKO_04549, SACKO_02288, SACKO_02272, SACKO_13551, SACKO_12481, SACKO_12463, SACKO_06579
OG0001799	CAPO307439	SACKO_30705
OG0001800	CAPO302099, CAPO301494	SACKO_21970
OG0001801	CAPO300406, CAPO302328, CAPO300564	SACKO_29351, SACKO_07327
OG0001802	CAPO307992	SACKO_11322, SACKO_19791, SACKO_11344
OG0001804	CAPO307706	SACKO_03287
OG0001805	CAPO301307	SACKO_31950
OG0001807	CAPO305640	SACKO_26234
OG0001808	CAPO300354	SACKO_14879
OG0001809	CAPO307543	SACKO_20099, SACKO_20097
OG0001811	CAPO304043	SACKO_27265, SACKO_03576
OG0001814	CAPO305508	SACKO_07916
OG0001816	CAPO300431	SACKO_27609
OG0001818	CAPO302088	SACKO_02318
OG0001819	CAPO307172	SACKO_33357, SACKO_04722
OG0001820	CAPO300515	SACKO_30135, SACKO_30132
OG0001822	CAPO301119	SACKO_04572
OG0001825	CAPO306238	SACKO_25243
OG0001827	CAPO303060	SACKO_20145, SACKO_22796
OG0001830	CAPO300316	SACKO_21536
OG0001831	CAPO306824	SACKO_24375
OG0001832	CAPO300612	SACKO_11786
OG0001834	CAPO301512	SACKO_01750
OG0001849	CAPO303014	SACKO_11705, SACKO_00014, SACKO_22961
OG0001850	CAPO301689	SACKO_26806, SACKO_17478
OG0001851	CAPO303828	SACKO_19939
OG0001852	CAPO303604	SACKO_23655, SACKO_00057
OG0001857	CAPO306766	SACKO_13794
OG0001859	CAPO304942	SACKO_06024, SACKO_31768, SACKO_06022, SACKO_06019
OG0001860	CAPO306960	SACKO_19360, SACKO_06288
OG0001861	CAPO303333	SACKO_33839, SACKO_06841, SACKO_33845
OG0001861	CAPO306489	SACKO_08805
OG0001863	CAPO300966	SACKO_00113, SACKO_23555
OG0001864	CAPO300448	SACKO_34085
OG0001866	CAPO306683	SACKO_27773
OG0001867	CAPO302026	SACKO_13015
OG0001870	CAPO303422	SACKO_14244
OG0001871	CAPO300664	SACKO_30122, SACKO_30121
OG0001873	CAPO305494	SACKO_07283
OG0001875	CAPO303129	SACKO_05804
OG0001875	CAPO300770	SACKO_22430
OG0001877	CAPO305419	SACKO_33440
OG0001878	CAPO300594	SACKO_20019
OG0001879	CAPO302675	SACKO_33146
OG0001879	CAPO304068	SACKO_00481
OG0001882	CAPO302587	SACKO_02660
OG0001883	CAPO304395	SACKO_02765
OG0001886	CAPO301013	SACKO_09347
OG0001888	CAPO307373	SACKO_30943
OG0001894	CAPO305070	SACKO_20370, SACKO_07312, SACKO_18720
OG0001895	CAPO300178	SACKO_15661
OG0001898	CAPO303887	SACKO_32382
OG0001900	CAPO306468, CAPO308362	SACKO_21150, SACKO_05209
OG0001901	CAPO302174	SACKO_08266
OG0001913	CAPO308270	SACKO_20127, SACKO_20120
OG0001914	CAPO308187	SACKO_00613, SACKO_00612
OG0001915	CAPO305922	SACKO_14819
OG0001916	CAPO304398	SACKO_03107, SACKO_15239
OG0001917	CAPO303937	SACKO_07185
OG0001919	CAPO305966	SACKO_14567
OG0001919	CAPO300799	SACKO_25940
OG0001923	CAPO300364	SACKO_06225
OG0001926	CAPO308203	SACKO_32724
OG0001927	CAPO303832	SACKO_17851
OG0001928	CAPO303627	SACKO_03222, SACKO_08806, SACKO_03226, SACKO_03225
OG0001930	CAPO301567	SACKO_23877, SACKO_05118
OG0001931	CAPO306905	SACKO_16547, SACKO_16490, SACKO_16549
OG0001932	CAPO304653	SACKO_17814
OG0001935	CAPO301339	SACKO_28402, SACKO_30912
OG0001937	CAPO301986	SACKO_15791, SACKO_15800
OG0001939	CAPO304703	SACKO_08784, SACKO_12122
OG0001940	CAPO307447	SACKO_10213, SACKO_21954
OG0001941	CAPO303660	SACKO_28144
OG0001943	CAPO304272	SACKO_13918
OG0001945	CAPO302125, CAPO302413	SACKO_10355, SACKO_01672
OG0001947	CAPO306182	SACKO_18526
OG0001947	CAPO302176	SACKO_18521
OG0001948	CAPO307548	SACKO_03112, SACKO_03120
OG0001949	CAPO303945	SACKO_18277
OG0001951	CAPO305792	SACKO_09715, SACKO_16941
OG0001953	CAPO306993	SACKO_00378
OG0001956	CAPO302405	SACKO_32159
OG0001957	CAPO307027	SACKO_07125
OG0001961	CAPO301591	SACKO_27137
OG0001963	CAPO304558	SACKO_02454
OG0001963	CAPO304559	SACKO_02456
OG0001964	CAPO306144	SACKO_00446
OG0001965	CAPO305377	SACKO_10029
OG0001966	CAPO308069	SACKO_31571, SACKO_06264, SACKO_29900
OG0001968	CAPO303436	SACKO_24949, SACKO_03965
OG0001969	CAPO301897	SACKO_21189
OG0001972	CAPO302726	SACKO_11329
OG0001985	CAPO307425	SACKO_07585
OG0001988	CAPO301454	SACKO_19763
OG0001989	CAPO303699	SACKO_00327
OG0001992	CAPO301694	SACKO_18086, SACKO_18064
OG0001994	CAPO307422	SACKO_29537
OG0001998	CAPO304168	SACKO_08539, SACKO_09820
OG0001999	CAPO303159	SACKO_26237, SACKO_18124
OG0002000	CAPO305912	SACKO_05530, SACKO_18467, SACKO_07018
OG0002001	CAPO301730, CAPO305766	SACKO_30594
OG0002003	CAPO306645	SACKO_11654
OG0002004	CAPO305661, CAPO300359	SACKO_11861, SACKO_11834
OG0002006	CAPO302881	SACKO_32238
OG0002007	CAPO301764	SACKO_05340, SACKO_20584
OG0002008	CAPO308237	SACKO_01329
OG0002009	CAPO305521	SACKO_22130
OG0002009	CAPO304107	SACKO_04024
OG0002010	CAPO303286	SACKO_00952
OG0002011	CAPO305222	SACKO_00275
OG0002014	CAPO305309	SACKO_12681
OG0002015	CAPO304377	SACKO_24489
OG0002016	CAPO300736, CAPO303360	SACKO_34162
OG0002019	CAPO303943, CAPO301189	SACKO_32926
OG0002020	CAPO301809, CAPO306607	SACKO_06145
OG0002024	CAPO300776	SACKO_09278
OG0002025	CAPO301502	SACKO_02757
OG0002026	CAPO307889, CAPO306582	SACKO_28249, SACKO_18232, SACKO_28246
OG0002027	CAPO307021	SACKO_25805
OG0002029	CAPO303181	SACKO_09295, SACKO_07415
OG0002030	CAPO303987	SACKO_06370
OG0002031	CAPO300135	SACKO_16332
OG0002032	CAPO304689	SACKO_01708
OG0002034	CAPO306318	SACKO_28254
OG0002042	CAPO300525	SACKO_05179, SACKO_02433
OG0002043	CAPO306649	SACKO_27976
OG0002058	CAPO300289	SACKO_29761, SACKO_03810, SACKO_03821, SACKO_30758, SACKO_30753, SACKO_29759, SACKO_33118, SACKO_30745, SACKO_33116
OG0002061	CAPO307339	SACKO_12743
OG0002062	CAPO301382	SACKO_31974
OG0002063	CAPO302417	SACKO_05277, SACKO_05336
OG0002066	CAPO300576	SACKO_01632
OG0002067	CAPO302721	SACKO_13436
OG0002068	CAPO303650	SACKO_17724
OG0002069	CAPO306402	SACKO_20889
OG0002073	CAPO302333	SACKO_33630
OG0002074	CAPO304152	SACKO_16806
OG0002076	CAPO303117	SACKO_02097
OG0002078	CAPO302217	SACKO_02791, SACKO_19556
OG0002080	CAPO307474, CAPO307552	SACKO_32199
OG0002081	CAPO300584	SACKO_14535
OG0002084	CAPO300150	SACKO_12224, SACKO_12221
OG0002087	CAPO306536	SACKO_25855, SACKO_07146, SACKO_12543, SACKO_25849, SACKO_27391, SACKO_27412, SACKO_27388, SACKO_00847, SACKO_01530, SACKO_23688, SACKO_25848
OG0002093	CAPO304254	SACKO_03739, SACKO_03582
OG0002094	CAPO303399	SACKO_08816, SACKO_08826
OG0002097	CAPO302111	SACKO_05242
OG0002099	CAPO306675	SACKO_15346, SACKO_07877, SACKO_07853
OG0002101	CAPO307803	SACKO_30956
OG0002103	CAPO305235	SACKO_16277
OG0002106	CAPO300071	SACKO_27977
OG0002108	CAPO303834	SACKO_11718
OG0002122	CAPO300191	SACKO_06202, SACKO_24075
OG0002123	CAPO303373	SACKO_00844
OG0002124	CAPO300980	SACKO_33967, SACKO_13581, SACKO_33969, SACKO_04594
OG0002129	CAPO305068	SACKO_18754, SACKO_18746
OG0002130	CAPO301943	SACKO_17976
OG0002131	CAPO302159	SACKO_24269
OG0002135	CAPO300616, CAPO300802	SACKO_27352
OG0002136	CAPO300292	SACKO_11224, SACKO_00268, SACKO_03478
OG0002137	CAPO306593	SACKO_34083
OG0002138	CAPO304101	SACKO_16832
OG0002140	CAPO300489	SACKO_34050, SACKO_05359, SACKO_34068
OG0002141	CAPO300491	SACKO_01890
OG0002144	CAPO308205	SACKO_10481
OG0002145	CAPO305963	SACKO_23682
OG0002146	CAPO303694	SACKO_23698
OG0002148	CAPO301311	SACKO_24707, SACKO_00743, SACKO_10279, SACKO_32367, SACKO_03139
OG0002150	CAPO305991	SACKO_07994, SACKO_07345
OG0002151	CAPO300513	SACKO_31544
OG0002152	CAPO305214	SACKO_15721
OG0002156	CAPO307789	SACKO_15195
OG0002158	CAPO300426	SACKO_02418
OG0002159	CAPO301618	SACKO_02653, SACKO_02639, SACKO_28069, SACKO_28072
OG0002160	CAPO306354	SACKO_24481
OG0002165	CAPO306860	SACKO_29030, SACKO_00596, SACKO_29095
OG0002166	CAPO300536	SACKO_02733
OG0002168	CAPO305846	SACKO_15734
OG0002169	CAPO305188, CAPO305186	SACKO_19979
OG0002170	CAPO306065	SACKO_02925, SACKO_20327
OG0002171	CAPO300657	SACKO_20502
OG0002172	CAPO300117	SACKO_20903, SACKO_12683
OG0002173	CAPO300163	SACKO_04486
OG0002177	CAPO303715	SACKO_03149
OG0002178	CAPO300762	SACKO_16032
OG0002179	CAPO301344	SACKO_15328
OG0002182	CAPO300304	SACKO_23444
OG0002184	CAPO302808	SACKO_07039
OG0002185	CAPO306894	SACKO_25782
OG0002187	CAPO303260	SACKO_10257
OG0002188	CAPO307308	SACKO_28991, SACKO_04641, SACKO_33264, SACKO_04986, SACKO_12346, SACKO_23119, SACKO_32812, SACKO_20684, SACKO_14996, SACKO_27841, SACKO_08618
OG0002189	CAPO302919, CAPO302901	SACKO_18586
OG0002191	CAPO306349	SACKO_19779
OG0002193	CAPO307827, CAPO303661	SACKO_16783
OG0002198	CAPO307154	SACKO_06356
OG0002201	CAPO305256	SACKO_26835
OG0002213	CAPO301692	SACKO_01095, SACKO_12170, SACKO_12276, SACKO_28182
OG0002216	CAPO308083	SACKO_07587, SACKO_07575, SACKO_07541
OG0002217	CAPO303403	SACKO_08671
OG0002219	CAPO301953	SACKO_05475
OG0002222	CAPO300961	SACKO_28811, SACKO_14173
OG0002224	CAPO304952	SACKO_18897
OG0002225	CAPO301769	SACKO_00221
OG0002226	CAPO307804	SACKO_19713
OG0002227	CAPO307820, CAPO307799	SACKO_00258
OG0002228	CAPO301630, CAPO300068	SACKO_10021
OG0002229	CAPO308040	SACKO_31377
OG0002235	CAPO303035	SACKO_03395
OG0002237	CAPO306506	SACKO_30776
OG0002239	CAPO303809	SACKO_27748
OG0002239	CAPO301966	SACKO_16980
OG0002240	CAPO306707	SACKO_07555, SACKO_14136, SACKO_14126
OG0002241	CAPO303979	SACKO_08535
OG0002243	CAPO301335, CAPO300484	SACKO_33310
OG0002244	CAPO303840	SACKO_31059
OG0002245	CAPO302737	SACKO_24187
OG0002246	CAPO301929	SACKO_29262
OG0002251	CAPO302537	SACKO_23579
OG0002252	CAPO304306	SACKO_10627
OG0002255	CAPO301475, CAPO302337	SACKO_01795, SACKO_01800
OG0002257	CAPO303721	SACKO_18497
OG0002258	CAPO302229	SACKO_04342, SACKO_04460
OG0002261	CAPO303559	SACKO_16053
OG0002263	CAPO304694	SACKO_06616
OG0002264	CAPO304810	SACKO_05313
OG0002266	CAPO307392	SACKO_12936
OG0002270	CAPO302042	SACKO_23399, SACKO_25654, SACKO_00696
OG0002272	CAPO301905	SACKO_24588
OG0002282	CAPO300014	SACKO_22774
OG0002284	CAPO304167	SACKO_18511, SACKO_11754, SACKO_18489, SACKO_18501
OG0002285	CAPO305012	SACKO_25691
OG0002287	CAPO306430	SACKO_00184
OG0002288	CAPO306855	SACKO_17494
OG0002292	CAPO308118, CAPO308288	SACKO_12987
OG0002292	CAPO301471	SACKO_23377
OG0002293	CAPO302207	SACKO_20782
OG0002294	CAPO300522	SACKO_27558
OG0002296	CAPO307746	SACKO_25602, SACKO_25605
OG0002297	CAPO307845	SACKO_09666, SACKO_09668, SACKO_27042
OG0002312	CAPO305339	SACKO_03380
OG0002316	CAPO302192	SACKO_19768
OG0002317	CAPO301129	SACKO_07884
OG0002318	CAPO302292	SACKO_21401, SACKO_21406
OG0002319	CAPO306342	SACKO_26392
OG0002321	CAPO300390	SACKO_23570
OG0002322	CAPO300979	SACKO_28787, SACKO_28781
OG0002323	CAPO308299	SACKO_00083, SACKO_13279
OG0002324	CAPO301866	SACKO_32487
OG0002325	CAPO300458	SACKO_13689
OG0002326	CAPO302239	SACKO_31471
OG0002327	CAPO302954	SACKO_31260, SACKO_25713
OG0002330	CAPO300172	SACKO_22917
OG0002331	CAPO302246	SACKO_11430
OG0002332	CAPO300761	SACKO_18562
OG0002337	CAPO307155	SACKO_22553, SACKO_27421
OG0002340	CAPO307906	SACKO_19036
OG0002343	CAPO303889	SACKO_19194
OG0002344	CAPO307434	SACKO_05777
OG0002345	CAPO304277	SACKO_22164
OG0002346	CAPO307106	SACKO_05868, SACKO_13169
OG0002348	CAPO302095	SACKO_15235, SACKO_08270
OG0002354	CAPO306383	SACKO_19944, SACKO_04914
OG0002356	CAPO305051	SACKO_31921
OG0002357	CAPO302341	SACKO_34146, SACKO_03140
OG0002358	CAPO307788	SACKO_27788
OG0002359	CAPO302128	SACKO_05935, SACKO_05932
OG0002361	CAPO304727	SACKO_32392, SACKO_16372, SACKO_32381, SACKO_33135
OG0002362	CAPO301902	SACKO_29274
OG0002363	CAPO302980	SACKO_12785, SACKO_08055, SACKO_04104
OG0002364	CAPO306488	SACKO_11685, SACKO_23915, SACKO_27995
OG0002367	CAPO304316	SACKO_29840
OG0002368	CAPO301447	SACKO_11377
OG0002369	CAPO301279	SACKO_01506, SACKO_17055
OG0002370	CAPO303015	SACKO_05666
OG0002371	CAPO304426	SACKO_24379, SACKO_01239
OG0002372	CAPO303540	SACKO_04381
OG0002372	CAPO303041	SACKO_19473
OG0002373	CAPO306145	SACKO_21705
OG0002374	CAPO302309	SACKO_15692, SACKO_16366
OG0002375	CAPO305178, CAPO300285	SACKO_10157, SACKO_11681
OG0002376	CAPO304863	SACKO_01274
OG0002377	CAPO301847	SACKO_33983
OG0002379	CAPO301214	SACKO_26286
OG0002384	CAPO305065	SACKO_11183
OG0002396	CAPO302410	SACKO_20788
OG0002398	CAPO306938	SACKO_16714
OG0002405	CAPO300119	SACKO_30654
OG0002406	CAPO304138	SACKO_24736, SACKO_33790
OG0002407	CAPO301366	SACKO_17878, SACKO_17871, SACKO_17874
OG0002409	CAPO301533	SACKO_21216, SACKO_32540
OG0002410	CAPO305170	SACKO_18805, SACKO_11678, SACKO_27983, SACKO_18783
OG0002411	CAPO305052	SACKO_00108
OG0002412	CAPO302706	SACKO_02511
OG0002413	CAPO307797	SACKO_08633
OG0002413	CAPO304716	SACKO_19927
OG0002414	CAPO304631	SACKO_08464
OG0002415	CAPO305027	SACKO_18230
OG0002415	CAPO304905	SACKO_05190
OG0002418	CAPO303802	SACKO_28338, SACKO_28341
OG0002419	CAPO303825	SACKO_15647, SACKO_02217
OG0002421	CAPO305365	SACKO_04901
OG0002422	CAPO302014	SACKO_00263
OG0002425	CAPO304491	SACKO_09346
OG0002426	CAPO303294	SACKO_09988
OG0002429	CAPO305260	SACKO_18948
OG0002433	CAPO302444	SACKO_24908, SACKO_24905
OG0002435	CAPO304613	SACKO_13194, SACKO_07515
OG0002436	CAPO307054	SACKO_18261
OG0002437	CAPO303352	SACKO_27596
OG0002439	CAPO302565	SACKO_32428
OG0002441	CAPO304429	SACKO_00266
OG0002442	CAPO300535	SACKO_04883
OG0002443	CAPO301424	SACKO_07535
OG0002445	CAPO304782	SACKO_33814
OG0002446	CAPO303707	SACKO_01036
OG0002448	CAPO308204	SACKO_18565
OG0002453	CAPO305834	SACKO_11027
OG0002454	CAPO305157	SACKO_31386
OG0002476	CAPO307617	SACKO_30892, SACKO_08176
OG0002484	CAPO305360	SACKO_24950
OG0002486	CAPO303598	SACKO_05657
OG0002489	CAPO304231	SACKO_17086, SACKO_17098, SACKO_00357
OG0002490	CAPO307409, CAPO300849	SACKO_07588, SACKO_07546
OG0002492	CAPO305743	SACKO_32021, SACKO_32041
OG0002494	CAPO307620	SACKO_12127
OG0002496	CAPO300997	SACKO_07041
OG0002497	CAPO301629	SACKO_13214, SACKO_22650
OG0002499	CAPO308309	SACKO_04489, SACKO_00265
OG0002500	CAPO305159	SACKO_04375
OG0002501	CAPO305150	SACKO_05457
OG0002502	CAPO304947	SACKO_21117, SACKO_22493, SACKO_20854
OG0002503	CAPO301024	SACKO_23261, SACKO_14029, SACKO_23269, SACKO_23287, SACKO_28245, SACKO_23294, SACKO_14036, SACKO_23280, SACKO_23275
OG0002505	CAPO302692	SACKO_06900
OG0002507	CAPO303215	SACKO_30944
OG0002509	CAPO305905, CAPO306732	SACKO_27767
OG0002510	CAPO305793	SACKO_28079, SACKO_09294
OG0002511	CAPO303146	SACKO_09432
OG0002516	CAPO307569	SACKO_16570
OG0002518	CAPO304200	SACKO_09581
OG0002519	CAPO302874	SACKO_06221
OG0002525	CAPO300787	SACKO_04970
OG0002526	CAPO303145	SACKO_13983
OG0002527	CAPO306066	SACKO_22788
OG0002528	CAPO301891	SACKO_16622
OG0002529	CAPO301231, CAPO301232	SACKO_28898
OG0002531	CAPO304673	SACKO_14023
OG0002532	CAPO307265	SACKO_17305
OG0002533	CAPO302353	SACKO_25403, SACKO_16289
OG0002539	CAPO305908	SACKO_31170
OG0002542	CAPO300062	SACKO_27289
OG0002543	CAPO306889, CAPO301493	SACKO_20191
OG0002548	CAPO303502	SACKO_06276, SACKO_06275
OG0002555	CAPO301095	SACKO_02182
OG0002556	CAPO306661	SACKO_31151, SACKO_12773, SACKO_03412, SACKO_01892, SACKO_14962, SACKO_02079
OG0002557	CAPO302757	SACKO_26822
OG0002558	CAPO301820	SACKO_03517
OG0002559	CAPO306363	SACKO_20711
OG0002561	CAPO306761	SACKO_02026
OG0002562	CAPO305283	SACKO_25664
OG0002563	CAPO307417	SACKO_10328
OG0002564	CAPO307297	SACKO_22734
OG0002565	CAPO302611	SACKO_00115
OG0002566	CAPO303827	SACKO_20714, SACKO_20707, SACKO_20713, SACKO_20709
OG0002567	CAPO304319	SACKO_16568
OG0002569	CAPO306658	SACKO_34230
OG0002570	CAPO307215	SACKO_20479
OG0002574	CAPO307488	SACKO_22230
OG0002587	CAPO300512	SACKO_27868
OG0002589	CAPO302447	SACKO_02204, SACKO_06815
OG0002592	CAPO300278	SACKO_34002, SACKO_33979
OG0002594	CAPO304177	SACKO_07978
OG0002598	CAPO300566	SACKO_07015
OG0002599	CAPO303706	SACKO_23660
OG0002600	CAPO305861	SACKO_06590, SACKO_04459
OG0002601	CAPO300675	SACKO_22141
OG0002602	CAPO303637	SACKO_02234
OG0002603	CAPO302609	SACKO_07513, SACKO_17366, SACKO_28785
OG0002605	CAPO303522	SACKO_14953
OG0002608	CAPO303192	SACKO_11611
OG0002609	CAPO304999	SACKO_12081
OG0002610	CAPO307043	SACKO_01801
OG0002611	CAPO302425	SACKO_07932
OG0002617	CAPO307606	SACKO_01894
OG0002618	CAPO307902	SACKO_28705
OG0002620	CAPO300598	SACKO_04820
OG0002621	CAPO305708, CAPO305709, CAPO305858	SACKO_16474, SACKO_23580, SACKO_23585
OG0002624	CAPO307642	SACKO_09208
OG0002629	CAPO306781	SACKO_33854
OG0002630	CAPO300618	SACKO_03900
OG0002631	CAPO302228	SACKO_30779
OG0002632	CAPO301605	SACKO_32258, SACKO_32473
OG0002633	CAPO301845	SACKO_11975
OG0002634	CAPO303763	SACKO_05114
OG0002636	CAPO302443	SACKO_24914
OG0002638	CAPO302461, CAPO301720	SACKO_23375
OG0002642	CAPO302887	SACKO_32892, SACKO_06635
OG0002643	CAPO305403	SACKO_32604
OG0002644	CAPO300686	SACKO_08256, SACKO_08254
OG0002645	CAPO302012	SACKO_16887
OG0002646	CAPO300302	SACKO_24581
OG0002652	CAPO305413	SACKO_26837
OG0002656	CAPO301386	SACKO_00623
OG0002657	CAPO301921	SACKO_04966
OG0002659	CAPO302308	SACKO_29326
OG0002661	CAPO300165	SACKO_03609, SACKO_03559
OG0002662	CAPO307949	SACKO_15559
OG0002663	CAPO308163	SACKO_08447
OG0002665	CAPO307055	SACKO_01295
OG0002666	CAPO308350	SACKO_31357, SACKO_13833
OG0002668	CAPO303414	SACKO_26748
OG0002668	CAPO301754	SACKO_30469
OG0002669	CAPO301762	SACKO_22148, SACKO_22202
OG0002672	CAPO307527	SACKO_01451
OG0002677	CAPO303005	SACKO_10007
OG0002682	CAPO301064	SACKO_15114
OG0002705	CAPO303959	SACKO_02809, SACKO_11668
OG0002706	CAPO306125	SACKO_21774
OG0002708	CAPO306708	SACKO_20775
OG0002710	CAPO301641	SACKO_21926
OG0002715	CAPO303783	SACKO_18679, SACKO_15095
OG0002716	CAPO302306	SACKO_04911, SACKO_21178, SACKO_33579
OG0002717	CAPO307873	SACKO_12992
OG0002718	CAPO306705	SACKO_28816, SACKO_28799
OG0002720	CAPO304077	SACKO_12119, SACKO_22212, SACKO_22241
OG0002722	CAPO300697	SACKO_31472, SACKO_25932
OG0002726	CAPO303092	SACKO_21700
OG0002728	CAPO304582	SACKO_06575, SACKO_20118
OG0002730	CAPO300185	SACKO_31288
OG0002731	CAPO304916	SACKO_13655
OG0002732	CAPO305751	SACKO_24148
OG0002736	CAPO302364	SACKO_20790, SACKO_20758
OG0002739	CAPO303462	SACKO_30502, SACKO_01737
OG0002740	CAPO303044	SACKO_21510
OG0002741	CAPO305001	SACKO_29205
OG0002743	CAPO305659	SACKO_01395
