Orthogroup	CAPO3	BRALA
OG0001445	CAPO301958	BRALA11531
OG0001446	CAPO304614	BRALA27673, BRALA02825, BRALA27675, BRALA27676, BRALA24252, BRALA27674
OG0001447	CAPO307093	BRALA13329, BRALA06941, BRALA06898
OG0001449	CAPO306822	BRALA16673
OG0001451	CAPO300036	BRALA01804, BRALA02256
OG0001452	CAPO301933	BRALA16822
OG0001454	CAPO303806	BRALA22945
OG0001456	CAPO307965	BRALA15558
OG0001459	CAPO307035	BRALA19924
OG0001460	CAPO300988	BRALA14211, BRALA14210
OG0001460	CAPO305875	BRALA23956
OG0001461	CAPO305472	BRALA30847
OG0001463	CAPO304054	BRALA20798, BRALA11798, BRALA05503, BRALA20800, BRALA07681, BRALA19623, BRALA19618
OG0001466	CAPO305831	BRALA02000, BRALA06618
OG0001467	CAPO304882	BRALA17547, BRALA18447, BRALA11204, BRALA15279
OG0001468	CAPO306475	BRALA04572
OG0001469	CAPO306371	BRALA25074
OG0001469	CAPO301724	BRALA11811
OG0001470	CAPO305163	BRALA29321, BRALA35553
OG0001472	CAPO300986	BRALA14063
OG0001472	CAPO305311	BRALA22363
OG0001473	CAPO304310	BRALA03292, BRALA33985
OG0001474	CAPO306191	BRALA10385
OG0001475	CAPO305552	BRALA05604
OG0001476	CAPO305062	BRALA24804
OG0001478	CAPO303095	BRALA15252
OG0001478	CAPO304965	BRALA21973
OG0001479	CAPO306515	BRALA03008
OG0001482	CAPO307610	BRALA29699
OG0001484	CAPO301411	BRALA22671
OG0001485	CAPO305378, CAPO305590	BRALA09598
OG0001486	CAPO302441	BRALA08931
OG0001490	CAPO305433	BRALA26116
OG0001492	CAPO305155	BRALA14954
OG0001495	CAPO302008	BRALA09380
OG0001496	CAPO301356	BRALA11939, BRALA23998, BRALA33660, BRALA11958, BRALA05423
OG0001500	CAPO300054	BRALA11705
OG0001501	CAPO305474	BRALA26158
OG0001503	CAPO305666	BRALA13476
OG0001503	CAPO307598	BRALA11114
OG0001504	CAPO307661	BRALA03543, BRALA27268, BRALA26326, BRALA17671, BRALA28116, BRALA35187
OG0001505	CAPO301009	BRALA04433, BRALA27762, BRALA26671, BRALA17368
OG0001506	CAPO300953	BRALA05725
OG0001507	CAPO304204	BRALA34143, BRALA31056, BRALA34079
OG0001509	CAPO303933	BRALA35815
OG0001511	CAPO306127, CAPO305043	BRALA33918, BRALA33917, BRALA35622
OG0001512	CAPO301118	BRALA04162
OG0001515	CAPO302117	BRALA14332
OG0001516	CAPO300345	BRALA05014
OG0001517	CAPO303690	BRALA15345, BRALA01055, BRALA01054
OG0001519	CAPO306949	BRALA01688, BRALA13551
OG0001522	CAPO303667	BRALA29452, BRALA29451, BRALA01706, BRALA15136
OG0001524	CAPO300996	BRALA33381
OG0001524	CAPO308304	BRALA27325
OG0001525	CAPO303907	BRALA14939
OG0001526	CAPO305679	BRALA10086
OG0001527	CAPO300128	BRALA23937
OG0001527	CAPO307636	BRALA19992
OG0001529	CAPO300593	BRALA15428
OG0001530	CAPO302602	BRALA35267, BRALA35388, BRALA35160, BRALA34336, BRALA34848, BRALA32247, BRALA34683, BRALA34557, BRALA32248, BRALA35113, BRALA33210
OG0001532	CAPO300282	BRALA15767
OG0001533	CAPO306032	BRALA11358, BRALA21080, BRALA17503, BRALA03658
OG0001534	CAPO304425	BRALA06233
OG0001537	CAPO300641	BRALA25061, BRALA25063, BRALA10683, BRALA22249, BRALA34992, BRALA28164, BRALA09302, BRALA09952, BRALA11873, BRALA13262
OG0001545	CAPO300895	BRALA01668
OG0001546	CAPO301865	BRALA35934
OG0001548	CAPO301500	BRALA26562, BRALA09824, BRALA30894, BRALA21456, BRALA32841, BRALA32060, BRALA22843, BRALA28443
OG0001551	CAPO306604	BRALA31004
OG0001553	CAPO308172	BRALA03739
OG0001554	CAPO302370	BRALA35460, BRALA27979
OG0001557	CAPO304176	BRALA18983
OG0001558	CAPO301132	BRALA21818
OG0001559	CAPO301785	BRALA10909, BRALA10784, BRALA30365
OG0001561	CAPO301999	BRALA27873, BRALA35814, BRALA27872
OG0001563	CAPO306378	BRALA16659, BRALA25832, BRALA18213, BRALA15065
OG0001564	CAPO301061	BRALA13673
OG0001567	CAPO300948	BRALA05651
OG0001568	CAPO301468	BRALA13964
OG0001570	CAPO303364	BRALA00935
OG0001572	CAPO304756	BRALA16186
OG0001572	CAPO304137	BRALA31604
OG0001573	CAPO305125, CAPO303819	BRALA01224
OG0001576	CAPO306270	BRALA09477
OG0001578	CAPO300715	BRALA11454
OG0001580	CAPO307900	BRALA20586
OG0001581	CAPO306056	BRALA25126, BRALA24401, BRALA23458, BRALA23457, BRALA23456
OG0001582	CAPO307073	BRALA28423
OG0001583	CAPO306289	BRALA27471
OG0001584	CAPO301068	BRALA28222
OG0001589	CAPO303301, CAPO304004	BRALA16725
OG0001590	CAPO302386	BRALA01640, BRALA01639, BRALA01637
OG0001593	CAPO305942	BRALA07984
OG0001594	CAPO307886	BRALA08965, BRALA24791
OG0001597	CAPO302703	BRALA14157
OG0001599	CAPO300887	BRALA13133
OG0001600	CAPO305994	BRALA18552
OG0001603	CAPO306228	BRALA02777
OG0001604	CAPO303898	BRALA35748, BRALA35294
OG0001605	CAPO307473	BRALA16476, BRALA16475
OG0001609	CAPO304683	BRALA06092
OG0001609	CAPO302057	BRALA12725
OG0001610	CAPO301483	BRALA09621
OG0001611	CAPO305038	BRALA15161
OG0001612	CAPO302202	BRALA19006, BRALA19004
OG0001614	CAPO303895	BRALA18528
OG0001614	CAPO307630	BRALA10392
OG0001615	CAPO300749	BRALA01957
OG0001617	CAPO302798	BRALA17313
OG0001621	CAPO302875	BRALA34714, BRALA35774
OG0001622	CAPO302121	BRALA16413
OG0001628	CAPO300760, CAPO302722	BRALA13390
OG0001634	CAPO305688	BRALA18314
OG0001634	CAPO305614	BRALA31002
OG0001638	CAPO303528	BRALA28932
OG0001641	CAPO303281	BRALA30662, BRALA13229
OG0001643	CAPO306838	BRALA23075
OG0001644	CAPO303665	BRALA16637
OG0001652	CAPO302838	BRALA23461
OG0001653	CAPO305118	BRALA27722
OG0001655	CAPO302812	BRALA11878, BRALA33466
OG0001657	CAPO304165, CAPO303952	BRALA34847, BRALA35457, BRALA34242
OG0001660	CAPO305930	BRALA12583
OG0001661	CAPO302789	BRALA27100
OG0001661	CAPO304920	BRALA11317
OG0001663	CAPO301057	BRALA31880
OG0001664	CAPO303152	BRALA01214
OG0001665	CAPO302331	BRALA06391, BRALA16749
OG0001672	CAPO301880	BRALA00365
OG0001673	CAPO305520	BRALA23470, BRALA33336
OG0001674	CAPO301357	BRALA04159
OG0001675	CAPO307574	BRALA16675
OG0001676	CAPO300524	BRALA04014
OG0001676	CAPO305992	BRALA08008, BRALA08006
OG0001677	CAPO307978	BRALA31138
OG0001679	CAPO302155, CAPO305784	BRALA23834
OG0001680	CAPO304235, CAPO304477	BRALA32159
OG0001684	CAPO300563	BRALA02822, BRALA03672
OG0001686	CAPO307138	BRALA04004, BRALA27285
OG0001687	CAPO302907	BRALA12237, BRALA12238, BRALA12235
OG0001688	CAPO300133	BRALA11794
OG0001690	CAPO304820	BRALA02846
OG0001691	CAPO307420	BRALA07231
OG0001699	CAPO306472, CAPO300057	BRALA11946, BRALA12563, BRALA12566, BRALA21255, BRALA12561, BRALA12562, BRALA29014, BRALA12564
OG0001704	CAPO304434	BRALA16940, BRALA16941, BRALA16994
OG0001706	CAPO301033	BRALA22821
OG0001707	CAPO303836	BRALA12974, BRALA12971, BRALA12976
OG0001708	CAPO303804	BRALA15416, BRALA08762
OG0001709	CAPO304969	BRALA05359, BRALA11774
OG0001711	CAPO301872	BRALA31838, BRALA21578
OG0001713	CAPO308041	BRALA05685
OG0001713	CAPO302278	BRALA13740
OG0001714	CAPO306669	BRALA13029
OG0001714	CAPO300188	BRALA23437
OG0001718	CAPO301559, CAPO301838	BRALA10817, BRALA10903
OG0001720	CAPO303957	BRALA27104
OG0001721	CAPO302302	BRALA19032
OG0001723	CAPO308089	BRALA05825
OG0001724	CAPO306474	BRALA32012
OG0001724	CAPO305584	BRALA34008
OG0001727	CAPO301729	BRALA11932
OG0001732	CAPO304710	BRALA24214
OG0001733	CAPO306615	BRALA35601, BRALA34693, BRALA27459, BRALA27461, BRALA27460
OG0001734	CAPO306594	BRALA15547, BRALA16158
OG0001735	CAPO301389	BRALA07452
OG0001738	CAPO301655	BRALA23388
OG0001739	CAPO304154	BRALA22905
OG0001743	CAPO306128	BRALA27397, BRALA34917, BRALA27398
OG0001746	CAPO306662	BRALA01974
OG0001750	CAPO304954	BRALA21004
OG0001755	CAPO300413	BRALA30977
OG0001756	CAPO301153	BRALA33790
OG0001756	CAPO306605	BRALA03693
OG0001769	CAPO300754	BRALA06836
OG0001769	CAPO306748	BRALA22299
OG0001770	CAPO304551	BRALA33462, BRALA22471
OG0001772	CAPO303731	BRALA25947, BRALA25946, BRALA19449, BRALA23011
OG0001774	CAPO302411	BRALA11491, BRALA20453
OG0001775	CAPO300385, CAPO303998	BRALA21646, BRALA34663
OG0001778	CAPO303585	BRALA16488
OG0001781	CAPO306335	BRALA02795
OG0001782	CAPO302329	BRALA16828
OG0001783	CAPO302497	BRALA23810, BRALA23809, BRALA23807
OG0001787	CAPO302384	BRALA22039
OG0001789	CAPO303597	BRALA24220
OG0001792	CAPO305067	BRALA34635, BRALA25410
OG0001792	CAPO302146	BRALA18508
OG0001793	CAPO302934	BRALA00316
OG0001793	CAPO300098	BRALA16003
OG0001794	CAPO305037	BRALA30503
OG0001797	CAPO305230	BRALA11523, BRALA11530
OG0001799	CAPO307439	BRALA34118, BRALA22818
OG0001800	CAPO302099, CAPO301494	BRALA20533
OG0001802	CAPO307992	BRALA09644, BRALA25295, BRALA24684, BRALA20598, BRALA20600, BRALA20599, BRALA09646, BRALA20601
OG0001804	CAPO307706	BRALA14986, BRALA14987
OG0001805	CAPO301307	BRALA23846, BRALA23848
OG0001807	CAPO305640	BRALA16684, BRALA16683, BRALA22880, BRALA07117
OG0001808	CAPO300354	BRALA28858, BRALA32877, BRALA30144
OG0001809	CAPO307543	BRALA23647
OG0001811	CAPO304043	BRALA05289, BRALA00154
OG0001814	CAPO305508	BRALA04666, BRALA05626, BRALA08000, BRALA08002
OG0001816	CAPO300431	BRALA05148
OG0001818	CAPO302088	BRALA12031, BRALA23438
OG0001819	CAPO307172	BRALA00196
OG0001820	CAPO300515	BRALA23960
OG0001822	CAPO301119	BRALA03090
OG0001825	CAPO306238	BRALA16641
OG0001827	CAPO303060	BRALA02872
OG0001828	CAPO305081	BRALA07406
OG0001830	CAPO300316	BRALA26029, BRALA16627
OG0001831	CAPO306824	BRALA25354
OG0001832	CAPO300612	BRALA04342
OG0001834	CAPO301512	BRALA14532
OG0001849	CAPO303014	BRALA01071, BRALA01070, BRALA07421
OG0001850	CAPO301689	BRALA03142
OG0001851	CAPO303828	BRALA20584
OG0001852	CAPO303604	BRALA35095, BRALA18937
OG0001857	CAPO306766	BRALA08335
OG0001859	CAPO304942	BRALA12427
OG0001860	CAPO306960	BRALA24290
OG0001861	CAPO303333	BRALA29580, BRALA29583
OG0001863	CAPO300966	BRALA14579
OG0001864	CAPO300448	BRALA08212
OG0001866	CAPO306683	BRALA34934, BRALA33651
OG0001867	CAPO305885, CAPO302026	BRALA13098
OG0001870	CAPO303422	BRALA09761
OG0001871	CAPO300664	BRALA26798
OG0001873	CAPO305494	BRALA33467, BRALA10007, BRALA33548
OG0001875	CAPO303129	BRALA00199
OG0001875	CAPO300770	BRALA04016
OG0001877	CAPO305419	BRALA10772, BRALA10771, BRALA10773, BRALA10933
OG0001878	CAPO300594	BRALA22747
OG0001879	CAPO302675	BRALA34811, BRALA34183, BRALA33781
OG0001879	CAPO304068	BRALA06196
OG0001882	CAPO302587	BRALA14072, BRALA14071, BRALA14070
OG0001883	CAPO304395	BRALA21969
OG0001886	CAPO301013	BRALA10021
OG0001888	CAPO307373	BRALA01341
OG0001894	CAPO305070	BRALA25056
OG0001895	CAPO300178	BRALA19090, BRALA27263, BRALA28261
OG0001898	CAPO303887	BRALA30385
OG0001900	CAPO306468, CAPO308362	BRALA13708, BRALA22276
OG0001901	CAPO302174	BRALA22456
OG0001903	CAPO301651	BRALA07353
OG0001913	CAPO308270	BRALA24497
OG0001914	CAPO308187	BRALA02840, BRALA13023
OG0001915	CAPO305922	BRALA35550
OG0001916	CAPO304398	BRALA13432, BRALA13431, BRALA13430
OG0001917	CAPO303937	BRALA00831
OG0001919	CAPO305966	BRALA04529
OG0001919	CAPO300799	BRALA06853
OG0001923	CAPO300364	BRALA01345
OG0001926	CAPO308203	BRALA01100
OG0001927	CAPO303832	BRALA35455, BRALA21711
OG0001928	CAPO303627	BRALA13253, BRALA13805
OG0001930	CAPO301567	BRALA01543, BRALA16547
OG0001931	CAPO306905	BRALA13445
OG0001932	CAPO304653	BRALA12072
OG0001935	CAPO301339	BRALA21169, BRALA05971, BRALA05972, BRALA06005
OG0001937	CAPO301986	BRALA10961, BRALA10962, BRALA19735, BRALA08657, BRALA08656
OG0001939	CAPO304703	BRALA25625
OG0001940	CAPO307447	BRALA29696
OG0001941	CAPO303660	BRALA11387
OG0001943	CAPO304272	BRALA16392
OG0001945	CAPO302125, CAPO302413	BRALA27519
OG0001947	CAPO306182	BRALA12828
OG0001948	CAPO307548	BRALA31032
OG0001949	CAPO303945	BRALA24727
OG0001951	CAPO305792	BRALA10600
OG0001953	CAPO306993	BRALA16748
OG0001956	CAPO302405	BRALA04353
OG0001957	CAPO307027	BRALA19367
OG0001961	CAPO301591	BRALA13794
OG0001963	CAPO304559	BRALA14625
OG0001964	CAPO306144	BRALA06090, BRALA06079
OG0001965	CAPO305377	BRALA18639
OG0001966	CAPO308069	BRALA16509, BRALA01132, BRALA05602, BRALA01095
OG0001968	CAPO303436	BRALA02743
OG0001969	CAPO301897	BRALA08425
OG0001972	CAPO302726	BRALA15770
OG0001985	CAPO307425	BRALA31266
OG0001988	CAPO301454	BRALA17550
OG0001989	CAPO303699	BRALA07557
OG0001992	CAPO301694	BRALA35422, BRALA35278, BRALA34802
OG0001994	CAPO307422	BRALA29381
OG0001998	CAPO304168	BRALA29050
OG0001999	CAPO303159	BRALA30184, BRALA25298, BRALA35444
OG0002000	CAPO305912	BRALA01282, BRALA04183
OG0002003	CAPO306645	BRALA11915
OG0002004	CAPO305661, CAPO300359	BRALA30344, BRALA09126
OG0002006	CAPO302881	BRALA09070
OG0002007	CAPO301764	BRALA18083
OG0002009	CAPO305521	BRALA21922
OG0002010	CAPO303286	BRALA06492
OG0002011	CAPO305222	BRALA20225
OG0002014	CAPO305309	BRALA11040
OG0002015	CAPO304377	BRALA06336
OG0002016	CAPO300736, CAPO303360	BRALA20669
OG0002019	CAPO303943, CAPO301189	BRALA14484
OG0002020	CAPO301809, CAPO306607	BRALA32768, BRALA35646, BRALA33976
OG0002024	CAPO300776	BRALA03055, BRALA03051
OG0002025	CAPO301502	BRALA23019
OG0002026	CAPO307889, CAPO306582	BRALA16933
OG0002027	CAPO307021	BRALA06049
OG0002029	CAPO303181	BRALA29066
OG0002030	CAPO303987	BRALA18492
OG0002031	CAPO300135	BRALA00375
OG0002032	CAPO304689	BRALA26240
OG0002034	CAPO306318	BRALA22423
OG0002042	CAPO300525	BRALA03747
OG0002043	CAPO306649	BRALA14578
OG0002061	CAPO307339	BRALA21414
OG0002062	CAPO301382	BRALA04513
OG0002063	CAPO302417	BRALA02335, BRALA04323
OG0002066	CAPO300576	BRALA18537
OG0002067	CAPO302721	BRALA23033
OG0002068	CAPO303650	BRALA12029
OG0002069	CAPO306402	BRALA09642
OG0002073	CAPO302333	BRALA24409
OG0002074	CAPO304152	BRALA27583
OG0002076	CAPO303117	BRALA00516
OG0002079	CAPO301402	BRALA35611, BRALA35108, BRALA31898
OG0002080	CAPO307474, CAPO307552	BRALA01983, BRALA01982
OG0002081	CAPO300584	BRALA15912, BRALA15914, BRALA15913
OG0002084	CAPO300150	BRALA33469, BRALA31763, BRALA32157
OG0002087	CAPO306536	BRALA02631
OG0002093	CAPO304254	BRALA22365, BRALA25514
OG0002094	CAPO303399	BRALA12707
OG0002097	CAPO302111	BRALA05973
OG0002099	CAPO306675	BRALA24109
OG0002101	CAPO307803	BRALA01147
OG0002103	CAPO305235	BRALA12125, BRALA22500
OG0002106	CAPO300071	BRALA21267
OG0002108	CAPO303834	BRALA26237
OG0002122	CAPO300191	BRALA19240
OG0002123	CAPO303373	BRALA29680
OG0002124	CAPO300980	BRALA35178, BRALA22483, BRALA13512, BRALA20658, BRALA06874, BRALA20657, BRALA28525, BRALA30849
OG0002129	CAPO305068	BRALA28316
OG0002130	CAPO301943	BRALA19628
OG0002131	CAPO302159	BRALA22859
OG0002135	CAPO300616, CAPO300802	BRALA19276
OG0002136	CAPO300292	BRALA21701
OG0002137	CAPO306593	BRALA24687, BRALA05643
OG0002138	CAPO304101	BRALA07695
OG0002140	CAPO300489	BRALA19372
OG0002141	CAPO300491	BRALA28309
OG0002144	CAPO308205	BRALA33804, BRALA33560, BRALA24799
OG0002145	CAPO305963	BRALA17357
OG0002146	CAPO303694	BRALA18951
OG0002148	CAPO301311	BRALA15940, BRALA31289
OG0002150	CAPO305991	BRALA04285
OG0002152	CAPO305214	BRALA17103
OG0002156	CAPO307789	BRALA19453
OG0002158	CAPO300426	BRALA29886
OG0002159	CAPO301618	BRALA07565, BRALA35722, BRALA18927
OG0002160	CAPO306354	BRALA06348
OG0002165	CAPO306860	BRALA03144, BRALA03158, BRALA03145
OG0002166	CAPO300536	BRALA34998
OG0002168	CAPO305846	BRALA21154, BRALA01161
OG0002169	CAPO305188, CAPO305186	BRALA35441, BRALA33277, BRALA34931, BRALA34043
OG0002170	CAPO306065	BRALA15225, BRALA25274
OG0002171	CAPO300657	BRALA31606
OG0002172	CAPO300117	BRALA08732
OG0002173	CAPO300163	BRALA03181
OG0002177	CAPO303715	BRALA25710
OG0002178	CAPO300762	BRALA10470
OG0002179	CAPO301344	BRALA17768
OG0002182	CAPO300304	BRALA17354
OG0002184	CAPO302808	BRALA05306
OG0002185	CAPO306894	BRALA03464
OG0002187	CAPO303260	BRALA21795
OG0002188	CAPO307308	BRALA05642
OG0002189	CAPO302919, CAPO302901	BRALA14619, BRALA00945, BRALA34565
OG0002190	CAPO305794	BRALA24660
OG0002191	CAPO306349	BRALA21363
OG0002193	CAPO307827, CAPO303661	BRALA11442
OG0002194	CAPO306073	BRALA26974, BRALA10637, BRALA26972, BRALA26973, BRALA30784, BRALA16427, BRALA09154
OG0002198	CAPO307154	BRALA22825, BRALA22813, BRALA17694, BRALA00738, BRALA00707, BRALA01997, BRALA09044, BRALA00772, BRALA07134, BRALA12065, BRALA17697, BRALA17698, BRALA22826, BRALA17696, BRALA22823, BRALA22812, BRALA17699, BRALA22814, BRALA11807
OG0002198	CAPO303031	BRALA10257
OG0002198	CAPO303344	BRALA03452, BRALA07189, BRALA02968
OG0002201	CAPO305256	BRALA12527
OG0002202	CAPO305145	BRALA24435
OG0002213	CAPO301692	BRALA28796, BRALA27801, BRALA30492
OG0002216	CAPO308083	BRALA21038
OG0002217	CAPO303403	BRALA20635
OG0002219	CAPO301953	BRALA34790, BRALA33634, BRALA17537, BRALA29885
OG0002222	CAPO300961	BRALA19604
OG0002224	CAPO304952	BRALA06615
OG0002225	CAPO301769	BRALA24494
OG0002227	CAPO307820, CAPO307799	BRALA33920, BRALA21714
OG0002228	CAPO301630, CAPO300068	BRALA34398, BRALA26579, BRALA27484
OG0002229	CAPO308040	BRALA29368, BRALA29369
OG0002235	CAPO303035	BRALA22414, BRALA29529, BRALA21221
OG0002237	CAPO306506	BRALA33708, BRALA35902
OG0002239	CAPO301966	BRALA21605
OG0002240	CAPO306707	BRALA14406
OG0002241	CAPO303979	BRALA33999
OG0002243	CAPO301335, CAPO300484	BRALA24911
OG0002244	CAPO303840	BRALA08304
OG0002245	CAPO302737	BRALA10266
OG0002246	CAPO301929	BRALA15560
OG0002251	CAPO302537	BRALA21715
OG0002252	CAPO304306	BRALA26755, BRALA06212
OG0002255	CAPO301475, CAPO302337	BRALA03062
OG0002257	CAPO303721	BRALA34647, BRALA35270, BRALA30211, BRALA15714
OG0002258	CAPO302229	BRALA31922
OG0002261	CAPO303559	BRALA34119
OG0002263	CAPO304694	BRALA13683
OG0002264	CAPO304810	BRALA16853
OG0002266	CAPO307392	BRALA11206
OG0002270	CAPO302042	BRALA17302
OG0002272	CAPO301905	BRALA18102, BRALA08886, BRALA18101
OG0002282	CAPO300014	BRALA02774
OG0002284	CAPO304167	BRALA17340
OG0002285	CAPO305012	BRALA21420
OG0002287	CAPO306430	BRALA20585
OG0002288	CAPO306855	BRALA03975
OG0002292	CAPO308118, CAPO308288	BRALA02622
OG0002292	CAPO301471	BRALA26428
OG0002293	CAPO302207	BRALA19304
OG0002294	CAPO300522	BRALA00797
OG0002296	CAPO307746	BRALA21680
OG0002297	CAPO307845	BRALA15511, BRALA34086, BRALA35846, BRALA05115, BRALA01286, BRALA34337
OG0002312	CAPO305339	BRALA21661
OG0002312	CAPO305880	BRALA21662
OG0002316	CAPO302192	BRALA12268
OG0002317	CAPO301129	BRALA31350, BRALA33899
OG0002318	CAPO302292	BRALA02620, BRALA04390
OG0002319	CAPO306342	BRALA14241
OG0002321	CAPO300390	BRALA24064
OG0002322	CAPO300979	BRALA29155
OG0002323	CAPO308299	BRALA12829
OG0002324	CAPO301866	BRALA02701, BRALA09305, BRALA24171
OG0002325	CAPO300458	BRALA29052, BRALA32779
OG0002326	CAPO302239	BRALA26255
OG0002327	CAPO302954	BRALA18044
OG0002330	CAPO300172	BRALA03712, BRALA24270, BRALA09866, BRALA13865
OG0002331	CAPO302246	BRALA26591
OG0002332	CAPO300761	BRALA03823, BRALA03824
OG0002337	CAPO307155	BRALA27654
OG0002340	CAPO307906	BRALA20546
OG0002343	CAPO303889	BRALA19186
OG0002344	CAPO307434	BRALA27826
OG0002345	CAPO304277	BRALA23857
OG0002346	CAPO307106	BRALA02293
OG0002348	CAPO302095	BRALA15237, BRALA22455
OG0002354	CAPO306383	BRALA28092, BRALA03564, BRALA28091, BRALA03565
OG0002356	CAPO305051	BRALA13920
OG0002357	CAPO302341	BRALA25711
OG0002358	CAPO307788	BRALA28942
OG0002359	CAPO302128	BRALA23962
OG0002361	CAPO304727	BRALA30384, BRALA08001, BRALA22779, BRALA13892
OG0002362	CAPO301902	BRALA23213
OG0002363	CAPO302980	BRALA27482
OG0002364	CAPO306488	BRALA28889, BRALA28891, BRALA28903, BRALA28904, BRALA28888, BRALA28890
OG0002367	CAPO304316	BRALA13549
OG0002368	CAPO301447	BRALA21573
OG0002369	CAPO301279	BRALA31712, BRALA35458
OG0002370	CAPO303015	BRALA25269
OG0002371	CAPO304426	BRALA17426, BRALA17427, BRALA13908
OG0002372	CAPO303540	BRALA22190
OG0002373	CAPO306145	BRALA20876
OG0002373	CAPO306206	BRALA03974
OG0002374	CAPO302309	BRALA20249
OG0002375	CAPO305178, CAPO300285	BRALA01414, BRALA22597
OG0002376	CAPO304863	BRALA31285
OG0002377	CAPO301847	BRALA34759, BRALA24718, BRALA25962, BRALA34952
OG0002379	CAPO301214	BRALA06153
OG0002383	CAPO302731	BRALA33286, BRALA33563
OG0002384	CAPO305065	BRALA01877
OG0002396	CAPO302410	BRALA24995
OG0002398	CAPO306938	BRALA15927
OG0002405	CAPO300119	BRALA31198
OG0002406	CAPO304138	BRALA05674
OG0002407	CAPO301366	BRALA03716, BRALA03717
OG0002409	CAPO301533	BRALA19736
OG0002410	CAPO305170	BRALA01716
OG0002411	CAPO305052	BRALA08046
OG0002413	CAPO307797	BRALA01143
OG0002413	CAPO304716	BRALA18576
OG0002414	CAPO304631	BRALA34467
OG0002415	CAPO305027	BRALA11304
OG0002415	CAPO304905	BRALA03930
OG0002418	CAPO303802	BRALA27290
OG0002419	CAPO303825	BRALA16074, BRALA31943, BRALA15997, BRALA18652
OG0002421	CAPO305365	BRALA03354
OG0002422	CAPO302014	BRALA16928
OG0002425	CAPO304491	BRALA19544
OG0002426	CAPO303294	BRALA30181
OG0002429	CAPO305260	BRALA19985
OG0002433	CAPO302444	BRALA06198
OG0002436	CAPO307054	BRALA35598, BRALA28165, BRALA35260
OG0002437	CAPO303352	BRALA24099
OG0002439	CAPO302565	BRALA01969
OG0002441	CAPO304429	BRALA15658
OG0002442	CAPO300535	BRALA03567, BRALA03566, BRALA28090
OG0002443	CAPO301424	BRALA28022, BRALA11051, BRALA28046, BRALA11052, BRALA28021
OG0002445	CAPO304782	BRALA12414
OG0002446	CAPO303707	BRALA06181
OG0002448	CAPO308204	BRALA03643
OG0002453	CAPO305834	BRALA12055
OG0002454	CAPO305157	BRALA04534
OG0002466	CAPO305593	BRALA03038
OG0002467	CAPO302869	BRALA27210, BRALA29892, BRALA35648
OG0002476	CAPO307617	BRALA15261, BRALA28104, BRALA03553
OG0002484	CAPO305360	BRALA28664
OG0002486	CAPO303598	BRALA04851
OG0002489	CAPO304231	BRALA25848
OG0002490	CAPO307409, CAPO300849	BRALA20489
OG0002492	CAPO305743	BRALA12186
OG0002494	CAPO307620	BRALA16505
OG0002495	CAPO306559	BRALA04561
OG0002496	CAPO300997	BRALA16345
OG0002497	CAPO301629	BRALA03649
OG0002499	CAPO308309	BRALA15837, BRALA15835
OG0002500	CAPO305159	BRALA24159, BRALA02378, BRALA02374, BRALA13281, BRALA02379
OG0002501	CAPO305150	BRALA29380
OG0002502	CAPO304947	BRALA05607
OG0002503	CAPO301024	BRALA13184
OG0002505	CAPO302692	BRALA17014
OG0002506	CAPO301029	BRALA17835, BRALA08373
OG0002507	CAPO303215	BRALA01369
OG0002509	CAPO305905, CAPO306732	BRALA20567
OG0002510	CAPO305793	BRALA14248
OG0002511	CAPO303146	BRALA01011
OG0002516	CAPO307569	BRALA12043
OG0002518	CAPO304200	BRALA05701
OG0002519	CAPO302874	BRALA35661, BRALA33821, BRALA34090, BRALA33712
OG0002523	CAPO301008	BRALA02515
OG0002525	CAPO300787	BRALA03332
OG0002526	CAPO303145	BRALA21740
OG0002527	CAPO306066	BRALA02595
OG0002528	CAPO301891	BRALA16277
OG0002529	CAPO301231, CAPO301232	BRALA13641
OG0002531	CAPO304673	BRALA22472, BRALA22473
OG0002532	CAPO307265	BRALA18649
OG0002533	CAPO302353	BRALA14997, BRALA14996
OG0002534	CAPO302248	BRALA15795
OG0002539	CAPO305908	BRALA03074
OG0002542	CAPO300062	BRALA07348
OG0002543	CAPO306889, CAPO301493	BRALA24166, BRALA24165
OG0002548	CAPO303502	BRALA11927
OG0002555	CAPO301095	BRALA25939, BRALA25937
OG0002556	CAPO306661	BRALA23204, BRALA23429, BRALA23428, BRALA23426
OG0002557	CAPO302757	BRALA16448
OG0002558	CAPO301820	BRALA18865
OG0002559	CAPO306363	BRALA11899
OG0002561	CAPO306761	BRALA22278, BRALA11930
OG0002562	CAPO305283	BRALA34434, BRALA35820, BRALA34914
OG0002563	CAPO307417	BRALA08063
OG0002564	CAPO307297	BRALA11148
OG0002565	CAPO302611	BRALA24070, BRALA14663
OG0002566	CAPO303827	BRALA05143
OG0002567	CAPO304319	BRALA12645
OG0002569	CAPO306658	BRALA35645, BRALA35173, BRALA35658, BRALA34481
OG0002570	CAPO307215	BRALA34882, BRALA31603
OG0002574	CAPO307488	BRALA26128
OG0002578	CAPO301504	BRALA00374
OG0002587	CAPO300512	BRALA16100
OG0002589	CAPO302447	BRALA33952, BRALA22758
OG0002592	CAPO300278	BRALA30866, BRALA32156
OG0002594	CAPO304177	BRALA17624
OG0002598	CAPO300566	BRALA00693, BRALA29808, BRALA29807
OG0002599	CAPO303706	BRALA15351
