Orthogroup	CAPO3	STRPU_ok
OG0001416	CAPO300753	STRPU_10614
OG0001418	CAPO300218	STRPU_01132, STRPU_01131, STRPU_18315
OG0001420	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813	STRPU_20535
OG0001422	CAPO308345, CAPO303120	STRPU_17021
OG0001423	CAPO301310	STRPU_20339
OG0001424	CAPO304776	STRPU_22200, STRPU_24308
OG0001425	CAPO302275, CAPO302850	STRPU_15993
OG0001426	CAPO302841	STRPU_10439
OG0001427	CAPO302723	STRPU_07408
OG0001428	CAPO303027	STRPU_11278, STRPU_11240
OG0001430	CAPO300562	STRPU_21288
OG0001431	CAPO308230	STRPU_22263
OG0001437	CAPO304955	STRPU_25775, STRPU_25792
OG0001440	CAPO305450	STRPU_25215, STRPU_25642, STRPU_25888
OG0001445	CAPO301958	STRPU_16668, STRPU_16697
OG0001446	CAPO304614	STRPU_15539, STRPU_15538, STRPU_23259, STRPU_23309, STRPU_23307
OG0001447	CAPO307093	STRPU_20657, STRPU_20658
OG0001449	CAPO306822	STRPU_07648
OG0001451	CAPO300036	STRPU_14371, STRPU_17131
OG0001452	CAPO301933	STRPU_26368
OG0001454	CAPO303806	STRPU_05075, STRPU_05152, STRPU_05150, STRPU_05074, STRPU_05151
OG0001456	CAPO307965	STRPU_27191, STRPU_27192, STRPU_27208
OG0001459	CAPO307035	STRPU_12776, STRPU_02363
OG0001460	CAPO300988	STRPU_04119, STRPU_06222, STRPU_06201
OG0001460	CAPO305875	STRPU_04118
OG0001463	CAPO304054	STRPU_25835, STRPU_25655, STRPU_25656
OG0001466	CAPO305831	STRPU_07749, STRPU_04674
OG0001467	CAPO304882	STRPU_19577, STRPU_05130, STRPU_05054
OG0001468	CAPO306475	STRPU_25091
OG0001469	CAPO306371	STRPU_10391
OG0001469	CAPO301724	STRPU_17361, STRPU_17345
OG0001470	CAPO305163	STRPU_02226, STRPU_15577
OG0001472	CAPO300986	STRPU_27210, STRPU_27194
OG0001472	CAPO305311	STRPU_25563, STRPU_00832
OG0001473	CAPO304310	STRPU_00945, STRPU_08877, STRPU_08372, STRPU_08878, STRPU_00943, STRPU_19186, STRPU_19185, STRPU_00942, STRPU_08879
OG0001474	CAPO306191	STRPU_08774
OG0001475	CAPO305552	STRPU_11303, STRPU_11319, STRPU_11092
OG0001476	CAPO305062	STRPU_17798
OG0001478	CAPO303095	STRPU_21182
OG0001478	CAPO304965	STRPU_09284
OG0001479	CAPO306515	STRPU_19441
OG0001482	CAPO307610	STRPU_14389
OG0001484	CAPO301411	STRPU_13892, STRPU_23212, STRPU_23225
OG0001485	CAPO301954	STRPU_26365
OG0001486	CAPO302441	STRPU_11997, STRPU_01663
OG0001490	CAPO305433	STRPU_20507
OG0001492	CAPO305155	STRPU_14187
OG0001495	CAPO302008	STRPU_23172
OG0001496	CAPO301356	STRPU_09305, STRPU_09648, STRPU_09646
OG0001500	CAPO300054	STRPU_06633
OG0001501	CAPO305474	STRPU_21031
OG0001503	CAPO305666	STRPU_26383
OG0001503	CAPO307598	STRPU_08277
OG0001504	CAPO307661	STRPU_00235, STRPU_25977, STRPU_00231, STRPU_25973
OG0001505	CAPO301009	STRPU_11360
OG0001506	CAPO300953	STRPU_11331
OG0001507	CAPO304204	STRPU_21330
OG0001511	CAPO306127, CAPO305043	STRPU_06130
OG0001512	CAPO301118	STRPU_23091
OG0001516	CAPO300345	STRPU_18551
OG0001517	CAPO303690	STRPU_19850, STRPU_23529
OG0001519	CAPO306949	STRPU_27135
OG0001522	CAPO303667	STRPU_20946, STRPU_03073
OG0001524	CAPO300996	STRPU_10326
OG0001524	CAPO308304	STRPU_25252
OG0001525	CAPO303907	STRPU_15038
OG0001526	CAPO305679	STRPU_20380
OG0001527	CAPO300128	STRPU_14392
OG0001527	CAPO307636	STRPU_25264
OG0001529	CAPO300593	STRPU_13250, STRPU_00143
OG0001530	CAPO302602	STRPU_04902
OG0001532	CAPO300282	STRPU_10950
OG0001533	CAPO306032	STRPU_24952
OG0001534	CAPO304425	STRPU_08320, STRPU_08319
OG0001545	CAPO300895	STRPU_27363
OG0001548	CAPO301500	STRPU_03439
OG0001551	CAPO306604	STRPU_21860, STRPU_21899, STRPU_21891
OG0001553	CAPO308172	STRPU_04052
OG0001554	CAPO302370	STRPU_02015, STRPU_16951
OG0001557	CAPO304176	STRPU_23129
OG0001558	CAPO301132	STRPU_20040
OG0001559	CAPO301785	STRPU_21439
OG0001561	CAPO301999	STRPU_22097
OG0001563	CAPO306378	STRPU_26909, STRPU_13288, STRPU_13360
OG0001564	CAPO301061	STRPU_06537, STRPU_06563
OG0001567	CAPO300948	STRPU_24800, STRPU_14545, STRPU_14538
OG0001568	CAPO301468	STRPU_08839, STRPU_00977
OG0001570	CAPO303364	STRPU_18190
OG0001572	CAPO304756	STRPU_17033, STRPU_01799
OG0001572	CAPO304137	STRPU_25872
OG0001573	CAPO305125, CAPO303819	STRPU_18175
OG0001576	CAPO306270	STRPU_26967
OG0001578	CAPO300715	STRPU_09755, STRPU_09711
OG0001580	CAPO307900	STRPU_25493
OG0001581	CAPO306056	STRPU_21852, STRPU_21108
OG0001582	CAPO307073	STRPU_06829, STRPU_06376, STRPU_15059, STRPU_06375
OG0001583	CAPO306289	STRPU_09827
OG0001584	CAPO301068	STRPU_06055
OG0001589	CAPO303301, CAPO304004	STRPU_02158, STRPU_09187, STRPU_02156, STRPU_02159
OG0001590	CAPO302386	STRPU_26879
OG0001593	CAPO305942	STRPU_22521
OG0001594	CAPO307886	STRPU_23743
OG0001597	CAPO302703	STRPU_14448, STRPU_14431
OG0001599	CAPO300887	STRPU_08993
OG0001600	CAPO305994	STRPU_07559, STRPU_00590
OG0001603	CAPO306228	STRPU_20376, STRPU_20015
OG0001604	CAPO303898	STRPU_14571
OG0001605	CAPO307473	STRPU_25478, STRPU_12565
OG0001609	CAPO304683	STRPU_06891
OG0001609	CAPO302057	STRPU_23497
OG0001611	CAPO305038	STRPU_20967
OG0001612	CAPO302202	STRPU_17129
OG0001614	CAPO303895	STRPU_27003
OG0001614	CAPO307630	STRPU_00963, STRPU_08858
OG0001615	CAPO300749	STRPU_12203
OG0001617	CAPO302798	STRPU_23604
OG0001621	CAPO302875	STRPU_05699
OG0001622	CAPO302121	STRPU_09518
OG0001634	CAPO305688	STRPU_20042
OG0001634	CAPO305614	STRPU_21767, STRPU_21703
OG0001638	CAPO303528	STRPU_14215
OG0001641	CAPO303281	STRPU_24984
OG0001643	CAPO306838	STRPU_03592, STRPU_03527
OG0001644	CAPO303665	STRPU_07026
OG0001652	CAPO302838	STRPU_21641, STRPU_00295, STRPU_00191
OG0001653	CAPO305118	STRPU_18928, STRPU_18930, STRPU_18865
OG0001655	CAPO302812	STRPU_05327
OG0001657	CAPO304165, CAPO303952	STRPU_14732
OG0001660	CAPO305930	STRPU_04934
OG0001661	CAPO302789	STRPU_15061
OG0001661	CAPO304920	STRPU_25156
OG0001663	CAPO301057	STRPU_22095
OG0001664	CAPO303152	STRPU_19099
OG0001665	CAPO302331	STRPU_01425, STRPU_08744, STRPU_01424, STRPU_08745
OG0001672	CAPO301880	STRPU_23272
OG0001673	CAPO305520	STRPU_21686, STRPU_21751
OG0001674	CAPO301357	STRPU_23906
OG0001675	CAPO307574	STRPU_07480
OG0001676	CAPO300524	STRPU_04793
OG0001676	CAPO305992	STRPU_22887
OG0001677	CAPO307978	STRPU_14147, STRPU_14173, STRPU_16258, STRPU_12978, STRPU_10003
OG0001679	CAPO302155, CAPO305784	STRPU_06814, STRPU_17392, STRPU_17100, STRPU_17115
OG0001680	CAPO304235, CAPO304477	STRPU_20436
OG0001684	CAPO300563	STRPU_14377, STRPU_14381
OG0001685	CAPO307707	STRPU_05303
OG0001686	CAPO307138	STRPU_26044
OG0001687	CAPO302907	STRPU_25158, STRPU_24138
OG0001688	CAPO300133	STRPU_05297
OG0001690	CAPO304820	STRPU_21406, STRPU_07013, STRPU_07014, STRPU_06107, STRPU_06079
OG0001691	CAPO307420	STRPU_15006
OG0001704	CAPO304434	STRPU_05453
OG0001706	CAPO301033	STRPU_05229
OG0001707	CAPO303836	STRPU_24819
OG0001708	CAPO303804	STRPU_06608
OG0001709	CAPO304969	STRPU_05233
OG0001711	CAPO301872	STRPU_21095, STRPU_21094
OG0001713	CAPO308041	STRPU_10631
OG0001713	CAPO302278	STRPU_25915
OG0001714	CAPO306669	STRPU_08986
OG0001714	CAPO300188	STRPU_20557
OG0001718	CAPO301559, CAPO301838	STRPU_20683
OG0001720	CAPO303957	STRPU_14657
OG0001721	CAPO302302	STRPU_14647
OG0001723	CAPO308089	STRPU_06356
OG0001724	CAPO306474	STRPU_18093, STRPU_01781
OG0001727	CAPO301729	STRPU_21219
OG0001730	CAPO303469	STRPU_18631, STRPU_18614
OG0001732	CAPO304710	STRPU_06110
OG0001733	CAPO306615	STRPU_09898
OG0001734	CAPO306594	STRPU_04186, STRPU_22772, STRPU_01931, STRPU_24587, STRPU_24599
OG0001735	CAPO301389	STRPU_02435, STRPU_13629
OG0001736	CAPO300355	STRPU_25454
OG0001738	CAPO301655	STRPU_12582
OG0001739	CAPO304154	STRPU_12635
OG0001743	CAPO306128	STRPU_19741
OG0001746	CAPO306662	STRPU_01643, STRPU_11979
OG0001750	CAPO304954	STRPU_13411
OG0001755	CAPO300413	STRPU_12732
OG0001756	CAPO301153	STRPU_09617
OG0001756	CAPO306605	STRPU_04685
OG0001769	CAPO300754	STRPU_04596, STRPU_14107
OG0001769	CAPO306748	STRPU_20984
OG0001770	CAPO304551	STRPU_17113, STRPU_16408
OG0001772	CAPO303731	STRPU_21190, STRPU_21191
OG0001774	CAPO302411	STRPU_09937, STRPU_23744
OG0001775	CAPO300385, CAPO303998	STRPU_26768
OG0001778	CAPO303585	STRPU_25828
OG0001781	CAPO304059	STRPU_13577, STRPU_01597
OG0001781	CAPO306335	STRPU_20058
OG0001782	CAPO302329	STRPU_26752, STRPU_26766
OG0001783	CAPO302497	STRPU_06159
OG0001787	CAPO302384	STRPU_17941
OG0001789	CAPO303597	STRPU_15451, STRPU_15452
OG0001792	CAPO302146	STRPU_27220
OG0001793	CAPO302934	STRPU_23388
OG0001793	CAPO300098	STRPU_24396
OG0001794	CAPO305037	STRPU_12642, STRPU_12643
OG0001797	CAPO305230	STRPU_09943, STRPU_09876
OG0001799	CAPO307439	STRPU_14816
OG0001800	CAPO302099, CAPO301494	STRPU_22920
OG0001801	CAPO301631, CAPO300406, CAPO302328, CAPO300564	STRPU_12836
OG0001802	CAPO307992	STRPU_25094, STRPU_20193, STRPU_23624
OG0001804	CAPO307706	STRPU_14674
OG0001805	CAPO301307	STRPU_12761, STRPU_02348
OG0001807	CAPO305640	STRPU_24677
OG0001808	CAPO300354	STRPU_00247, STRPU_18809
OG0001809	CAPO307543	STRPU_19392, STRPU_19394
OG0001814	CAPO305508	STRPU_24614
OG0001816	CAPO300431	STRPU_18814, STRPU_00243
OG0001818	CAPO302088	STRPU_00061
OG0001819	CAPO307172	STRPU_01919, STRPU_22763
OG0001820	CAPO300515	STRPU_04399, STRPU_04054
OG0001822	CAPO301119	STRPU_12353
OG0001825	CAPO306238	STRPU_02037, STRPU_08032
OG0001827	CAPO303060	STRPU_20293, STRPU_20294, STRPU_20292
OG0001830	CAPO300316	STRPU_07804
OG0001831	CAPO306824	STRPU_09256
OG0001832	CAPO300612	STRPU_22029
OG0001834	CAPO301512	STRPU_13381, STRPU_13361
OG0001846	CAPO305028	STRPU_27133
OG0001846	CAPO307118	STRPU_07116
OG0001849	CAPO303014	STRPU_18500, STRPU_13261
OG0001850	CAPO301689	STRPU_25933, STRPU_04723
OG0001851	CAPO303828	STRPU_25598
OG0001852	CAPO303604	STRPU_23919
OG0001857	CAPO306766	STRPU_08062
OG0001859	CAPO304942	STRPU_17769, STRPU_17768, STRPU_17767
OG0001860	CAPO306960	STRPU_12706
OG0001861	CAPO303333	STRPU_17421
OG0001863	CAPO300966	STRPU_08055
OG0001864	CAPO300448	STRPU_07954, STRPU_07964, STRPU_07955
OG0001866	CAPO306683	STRPU_16646
OG0001867	CAPO302026	STRPU_02073, STRPU_09102
OG0001870	CAPO303422	STRPU_24888
OG0001871	CAPO300664	STRPU_04980
OG0001873	CAPO305494	STRPU_21706, STRPU_21642, STRPU_05848, STRPU_21114
OG0001875	CAPO303129	STRPU_00655, STRPU_23068
OG0001875	CAPO300770	STRPU_04899
OG0001877	CAPO305419	STRPU_20768
OG0001878	CAPO300594	STRPU_05520
OG0001879	CAPO302675	STRPU_14847, STRPU_14863
OG0001879	CAPO304068	STRPU_08597, STRPU_00313
OG0001882	CAPO302587	STRPU_13936, STRPU_13937
OG0001883	CAPO304395	STRPU_08144
OG0001886	CAPO301013	STRPU_19685, STRPU_19631
OG0001888	CAPO307373	STRPU_18384
OG0001894	CAPO305070	STRPU_10413
OG0001895	CAPO300178	STRPU_26056, STRPU_22586, STRPU_22577
OG0001898	CAPO303887	STRPU_20689
OG0001900	CAPO306468, CAPO308362	STRPU_20504
OG0001901	CAPO302174	STRPU_04970
OG0001903	CAPO301651	STRPU_21061, STRPU_21026
OG0001913	CAPO308270	STRPU_10199
OG0001914	CAPO308187	STRPU_14735, STRPU_08619, STRPU_08614
OG0001915	CAPO305922	STRPU_17939
OG0001916	CAPO304398	STRPU_21260, STRPU_20551
OG0001917	CAPO303937	STRPU_18955, STRPU_00671
OG0001919	CAPO305966	STRPU_05032
OG0001919	CAPO300799	STRPU_04340
OG0001923	CAPO300364	STRPU_18625, STRPU_18584
OG0001926	CAPO308203	STRPU_18373
OG0001927	CAPO303832	STRPU_10118, STRPU_10044
OG0001928	CAPO303627	STRPU_24330
OG0001930	CAPO301567	STRPU_07044, STRPU_07042
OG0001931	CAPO306905	STRPU_26681
OG0001932	CAPO304653	STRPU_06651
OG0001935	CAPO301339	STRPU_24558, STRPU_25146
OG0001937	CAPO301986	STRPU_22093, STRPU_02390, STRPU_13685, STRPU_23257
OG0001939	CAPO304703	STRPU_25917, STRPU_25918
OG0001940	CAPO307447	STRPU_14325
OG0001941	CAPO303660	STRPU_25034
OG0001943	CAPO304272	STRPU_07623
OG0001945	CAPO302125, CAPO302413	STRPU_17291
OG0001947	CAPO306182	STRPU_23003, STRPU_00878
OG0001948	CAPO307548	STRPU_20590
OG0001949	CAPO303945	STRPU_15208, STRPU_15265
OG0001951	CAPO305792	STRPU_22044
OG0001953	CAPO306993	STRPU_01422, STRPU_08746
OG0001956	CAPO302405	STRPU_22561
OG0001957	CAPO307027	STRPU_14318
OG0001961	CAPO301591	STRPU_16845
OG0001963	CAPO304559	STRPU_26701
OG0001964	CAPO306144	STRPU_06679
OG0001965	CAPO305377	STRPU_01429, STRPU_01430, STRPU_08740
OG0001966	CAPO308069	STRPU_22003, STRPU_22004, STRPU_22002, STRPU_22658
OG0001968	CAPO303436	STRPU_09871, STRPU_20270
OG0001969	CAPO301897	STRPU_27401
OG0001972	CAPO302726	STRPU_11351
OG0001985	CAPO307425	STRPU_14835
OG0001988	CAPO301454	STRPU_07708
OG0001989	CAPO303699	STRPU_02360, STRPU_12771
OG0001992	CAPO301694	STRPU_21804
OG0001994	CAPO307422	STRPU_14768, STRPU_02555
OG0001998	CAPO304168	STRPU_14372
OG0001999	CAPO303159	STRPU_00626, STRPU_08926, STRPU_01637, STRPU_11973
OG0002000	CAPO305912	STRPU_18721, STRPU_18730, STRPU_23109, STRPU_23095
OG0002001	CAPO301730, CAPO305766	STRPU_22133
OG0002003	CAPO306645	STRPU_21851
OG0002004	CAPO305661, CAPO300359	STRPU_27416, STRPU_24569, STRPU_26702
OG0002006	CAPO302881	STRPU_20323, STRPU_14074, STRPU_00846
OG0002007	CAPO301764	STRPU_04341, STRPU_04313
OG0002008	CAPO308237	STRPU_04363
OG0002009	CAPO305521	STRPU_06125
OG0002010	CAPO303286	STRPU_08441
OG0002011	CAPO305222	STRPU_25413
OG0002014	CAPO305309	STRPU_22668
OG0002015	CAPO304377	STRPU_08637
OG0002016	CAPO301238	STRPU_04754
OG0002016	CAPO300736, CAPO303360	STRPU_04756
OG0002019	CAPO303943, CAPO301189	STRPU_13253
OG0002020	CAPO301809, CAPO306607	STRPU_09473
OG0002024	CAPO300776	STRPU_19639, STRPU_19678
OG0002025	CAPO301502	STRPU_09069, STRPU_02045
OG0002026	CAPO307889, CAPO306582	STRPU_15399, STRPU_05265, STRPU_05250
OG0002027	CAPO307021	STRPU_06369
OG0002029	CAPO303181	STRPU_03590, STRPU_03525
OG0002030	CAPO303987	STRPU_02910
OG0002031	CAPO300135	STRPU_22129, STRPU_00644, STRPU_23058
OG0002032	CAPO304689	STRPU_03804
OG0002034	CAPO306318	STRPU_25889
OG0002042	CAPO300525	STRPU_04785
OG0002043	CAPO306649	STRPU_07222
OG0002058	CAPO300289	STRPU_10768, STRPU_10570, STRPU_10571
OG0002061	CAPO307339	STRPU_09301
OG0002062	CAPO301382	STRPU_22454
OG0002063	CAPO302417	STRPU_11651
OG0002066	CAPO300576	STRPU_00055, STRPU_00589, STRPU_07555
OG0002067	CAPO302721	STRPU_08273
OG0002068	CAPO303650	STRPU_20506
OG0002069	CAPO306402	STRPU_24856
OG0002073	CAPO302333	STRPU_09676
OG0002074	CAPO304152	STRPU_12818
OG0002076	CAPO303117	STRPU_23547
OG0002078	CAPO302217	STRPU_14012, STRPU_08704, STRPU_01468
OG0002080	CAPO307474, CAPO307552	STRPU_12273
OG0002081	CAPO300584	STRPU_05901, STRPU_05902
OG0002084	CAPO300150	STRPU_09835
OG0002087	CAPO306536	STRPU_22994, STRPU_22996, STRPU_22991, STRPU_23597, STRPU_20103, STRPU_20076
OG0002093	CAPO304254	STRPU_12871
OG0002094	CAPO303399	STRPU_23249, STRPU_23832, STRPU_23869
OG0002097	CAPO302111	STRPU_06535, STRPU_06565
OG0002099	CAPO306675	STRPU_21840
OG0002101	CAPO307803	STRPU_19346
OG0002103	CAPO305235	STRPU_21394
OG0002108	CAPO303834	STRPU_21693, STRPU_21758
OG0002122	CAPO300191	STRPU_05448, STRPU_23914
OG0002123	CAPO303373	STRPU_07154
OG0002124	CAPO300980	STRPU_12980
OG0002129	CAPO305068	STRPU_05442
OG0002130	CAPO301943	STRPU_17881
OG0002131	CAPO302159	STRPU_26857, STRPU_27387
OG0002135	CAPO300616, CAPO300802	STRPU_16889
OG0002136	CAPO300292	STRPU_15656, STRPU_15673
OG0002137	CAPO306593	STRPU_21090, STRPU_18345, STRPU_18353, STRPU_18358
OG0002138	CAPO304101	STRPU_12939, STRPU_12957
OG0002140	CAPO300489	STRPU_07066, STRPU_07071
OG0002141	CAPO300491	STRPU_05738
OG0002144	CAPO308205	STRPU_15216, STRPU_15163
OG0002145	CAPO305963	STRPU_23880, STRPU_01920, STRPU_22764
OG0002146	CAPO303694	STRPU_23230, STRPU_23218
OG0002148	CAPO301311	STRPU_21577, STRPU_20962
OG0002150	CAPO305991	STRPU_22562
OG0002151	CAPO300513	STRPU_08939
OG0002152	CAPO305214	STRPU_07904, STRPU_07930
OG0002156	CAPO307789	STRPU_05360, STRPU_05070, STRPU_05146
OG0002158	CAPO300426	STRPU_07732
OG0002159	CAPO301618	STRPU_04751, STRPU_04752, STRPU_12853, STRPU_12863
OG0002160	CAPO306354	STRPU_08290
OG0002165	CAPO306860	STRPU_26072
OG0002166	CAPO300536	STRPU_14593
OG0002168	CAPO305846	STRPU_24315, STRPU_19155
OG0002169	CAPO305188, CAPO305186	STRPU_10191
OG0002170	CAPO306065	STRPU_00895, STRPU_23022, STRPU_15901
OG0002171	CAPO300657	STRPU_26259
OG0002172	CAPO300117	STRPU_01335
OG0002173	CAPO300163	STRPU_14738, STRPU_27218
OG0002177	CAPO303715	STRPU_21636
OG0002178	CAPO300762	STRPU_08141
OG0002179	CAPO301344	STRPU_21296
OG0002182	CAPO300304	STRPU_23612
OG0002184	CAPO302808	STRPU_18607, STRPU_18606, STRPU_18635
OG0002185	CAPO306894	STRPU_25310
OG0002187	CAPO303260	STRPU_20018
OG0002188	CAPO307308	STRPU_23046
OG0002189	CAPO302919, CAPO302901	STRPU_19345
OG0002190	CAPO305794	STRPU_03778
OG0002191	CAPO306349	STRPU_25105
OG0002193	CAPO307827, CAPO303661	STRPU_18710
OG0002194	CAPO306073	STRPU_20624, STRPU_20625
OG0002201	CAPO305256	STRPU_25369
OG0002216	CAPO308083	STRPU_22652
OG0002217	CAPO303403	STRPU_19421
OG0002219	CAPO301953	STRPU_24548
OG0002222	CAPO300961	STRPU_11454
OG0002224	CAPO304952	STRPU_04620
OG0002225	CAPO301769	STRPU_20789
OG0002226	CAPO307804	STRPU_18952, STRPU_00675
OG0002227	CAPO307820, CAPO307799	STRPU_09398, STRPU_01560
OG0002228	CAPO301630, CAPO300068	STRPU_08800
OG0002229	CAPO308040	STRPU_15198, STRPU_15255
OG0002235	CAPO303035	STRPU_09805
OG0002237	CAPO306506	STRPU_17380
OG0002239	CAPO301966	STRPU_27056
OG0002240	CAPO306707	STRPU_10910
OG0002241	CAPO303979	STRPU_15218, STRPU_15166
OG0002243	CAPO301335, CAPO300484	STRPU_04202, STRPU_04242
OG0002244	CAPO303840	STRPU_04996
OG0002245	CAPO302737	STRPU_24404
OG0002246	CAPO301929	STRPU_27096, STRPU_27097, STRPU_27086
OG0002251	CAPO302537	STRPU_09471
OG0002252	CAPO304306	STRPU_08300
OG0002255	CAPO301475, CAPO302337	STRPU_00240, STRPU_25979, STRPU_26128
OG0002257	CAPO303721	STRPU_20518, STRPU_00192, STRPU_20517, STRPU_20547
OG0002258	CAPO302229	STRPU_14466, STRPU_14465
OG0002261	CAPO303559	STRPU_08447, STRPU_08414
OG0002263	CAPO304694	STRPU_06874
OG0002264	CAPO304810	STRPU_17295
OG0002266	CAPO307392	STRPU_08422
OG0002270	CAPO302042	STRPU_22303, STRPU_22321
OG0002272	CAPO301905	STRPU_16446
OG0002282	CAPO300014	STRPU_19538
OG0002284	CAPO304167	STRPU_23250
OG0002285	CAPO305012	STRPU_01550, STRPU_09408
OG0002287	CAPO306430	STRPU_25356
OG0002288	CAPO306855	STRPU_04687
OG0002292	CAPO301471	STRPU_12320
OG0002293	CAPO302207	STRPU_17875
OG0002294	CAPO300522	STRPU_19133
OG0002296	CAPO307746	STRPU_09585, STRPU_09584
OG0002316	CAPO302192	STRPU_17537
OG0002317	CAPO301129	STRPU_21329
OG0002318	CAPO302292	STRPU_19786, STRPU_00784, STRPU_10456, STRPU_10457, STRPU_22054
OG0002319	CAPO306342	STRPU_06337, STRPU_06292
OG0002321	CAPO300390	STRPU_10154, STRPU_10091
OG0002322	CAPO300979	STRPU_08602
OG0002323	CAPO308299	STRPU_24285
OG0002324	CAPO301866	STRPU_13570, STRPU_01589, STRPU_14002, STRPU_14003
OG0002325	CAPO300458	STRPU_03805, STRPU_03824
OG0002326	CAPO302239	STRPU_21342
OG0002327	CAPO302954	STRPU_23595
OG0002330	CAPO300172	STRPU_15858, STRPU_15813
OG0002331	CAPO302246	STRPU_26088
OG0002332	CAPO300761	STRPU_04027
OG0002337	CAPO307155	STRPU_15351
OG0002340	CAPO307906	STRPU_26084
OG0002343	CAPO303889	STRPU_11537
OG0002344	CAPO307434	STRPU_14480
OG0002345	CAPO304277	STRPU_12488, STRPU_12513
OG0002346	CAPO307106	STRPU_01631, STRPU_11970
OG0002348	CAPO302095	STRPU_21258, STRPU_04971
OG0002354	CAPO306383	STRPU_26150, STRPU_25861
OG0002356	CAPO305051	STRPU_13024
OG0002357	CAPO302341	STRPU_21637, STRPU_00290
OG0002358	CAPO307788	STRPU_12621
OG0002359	CAPO302128	STRPU_04441, STRPU_04440, STRPU_04439
OG0002361	CAPO304727	STRPU_20865, STRPU_20902, STRPU_21152
OG0002362	CAPO301902	STRPU_26957
OG0002363	CAPO302980	STRPU_08483
OG0002364	CAPO306488	STRPU_10485
OG0002367	CAPO304316	STRPU_26541
OG0002368	CAPO301447	STRPU_20691
OG0002369	CAPO301279	STRPU_21201
OG0002370	CAPO303015	STRPU_08158, STRPU_08155, STRPU_08154
OG0002371	CAPO304426	STRPU_21823
OG0002372	CAPO303540	STRPU_14679
OG0002372	CAPO303041	STRPU_09460
OG0002373	CAPO306145, CAPO306206	STRPU_04172, STRPU_04171
OG0002374	CAPO302309	STRPU_16223, STRPU_00101, STRPU_26262, STRPU_25329
OG0002375	CAPO305178, CAPO300285	STRPU_22143, STRPU_22144
OG0002376	CAPO304863	STRPU_21584, STRPU_21585
OG0002377	CAPO301847	STRPU_20991
OG0002379	CAPO301214	STRPU_06263, STRPU_06307
OG0002396	CAPO302410	STRPU_21072
OG0002398	CAPO306938	STRPU_05219
OG0002405	CAPO300119	STRPU_05677
OG0002406	CAPO304138	STRPU_10508
OG0002407	CAPO301366	STRPU_04443
OG0002409	CAPO301533	STRPU_22412
OG0002410	CAPO305170	STRPU_08063
OG0002411	CAPO305052	STRPU_02645, STRPU_16168
OG0002413	CAPO307797	STRPU_18616
OG0002413	CAPO304716	STRPU_24368
OG0002414	CAPO304631	STRPU_24737
OG0002415	CAPO304905	STRPU_04146, STRPU_04145
OG0002417	CAPO307671	STRPU_04030, STRPU_04033, STRPU_04149, STRPU_04148, STRPU_04162
OG0002418	CAPO303802	STRPU_11282, STRPU_11243
OG0002419	CAPO303825	STRPU_25523, STRPU_08164
OG0002421	CAPO305365	STRPU_25383
OG0002422	CAPO302014	STRPU_17611, STRPU_17617
OG0002425	CAPO304491	STRPU_19998
OG0002426	CAPO303294	STRPU_08743, STRPU_01426
OG0002429	CAPO305260	STRPU_00222, STRPU_25962
OG0002433	CAPO302444	STRPU_09122, STRPU_02094
OG0002435	CAPO304613	STRPU_01127, STRPU_18319
OG0002436	CAPO307054	STRPU_15482
OG0002437	CAPO303352	STRPU_19870, STRPU_19871, STRPU_19897
OG0002439	CAPO302565	STRPU_12224
OG0002441	CAPO304429	STRPU_17739
OG0002442	CAPO300535	STRPU_25860
OG0002443	CAPO301424	STRPU_23447, STRPU_00994
OG0002445	CAPO304782	STRPU_16901
OG0002446	CAPO303707	STRPU_02116, STRPU_09151
OG0002448	CAPO308204	STRPU_04423, STRPU_04344
OG0002453	CAPO305834	STRPU_03521, STRPU_03584
OG0002454	CAPO305157	STRPU_14731
OG0002476	CAPO307617	STRPU_25129, STRPU_25898
OG0002484	CAPO305360	STRPU_10100, STRPU_10163
OG0002486	CAPO303598	STRPU_25111
OG0002489	CAPO304231	STRPU_09635
OG0002490	CAPO307409, CAPO300849	STRPU_23133
OG0002492	CAPO305743	STRPU_06750, STRPU_06747
OG0002494	CAPO307620	STRPU_12559, STRPU_12558
OG0002495	CAPO306559	STRPU_01889, STRPU_25206
OG0002496	CAPO300997	STRPU_18653
OG0002497	CAPO301629	STRPU_14057, STRPU_00867
OG0002499	CAPO308309	STRPU_15787, STRPU_15790, STRPU_15793
OG0002500	CAPO305159	STRPU_14559
OG0002501	CAPO305150	STRPU_15145, STRPU_02526, STRPU_02522, STRPU_15141
OG0002502	CAPO304947	STRPU_04223, STRPU_04259, STRPU_12834, STRPU_19040
OG0002503	CAPO301024	STRPU_05769
OG0002505	CAPO302692	STRPU_13547
OG0002506	CAPO301029	STRPU_24659
OG0002507	CAPO303215	STRPU_18656
OG0002509	CAPO305905, CAPO306732	STRPU_16015
OG0002510	CAPO305793	STRPU_03146, STRPU_03126, STRPU_03104
OG0002511	CAPO303146	STRPU_24965
OG0002516	CAPO307569	STRPU_03861
OG0002518	CAPO304200	STRPU_00560, STRPU_10679
OG0002519	CAPO302874	STRPU_05579, STRPU_05638
OG0002523	CAPO301008	STRPU_23311
OG0002525	CAPO300787	STRPU_16648
OG0002526	CAPO303145	STRPU_07903, STRPU_07929
