#query_name	COGcat
TCONS_00006537	U
TCONS_00006539	T
TCONS_00006540	T
TCONS_00006542	S
TCONS_00006543	U
TCONS_00006544	V
TCONS_00006547	S
TCONS_00006550	S
TCONS_00006551	S
TCONS_00006552	S
TCONS_00006553	S
TCONS_00006554	S
TCONS_00006555	P
TCONS_00006557	O
TCONS_00006558	O
TCONS_00006560	O
TCONS_00006561	O
TCONS_00006565	T
TCONS_00006566	G
TCONS_00006567	W
TCONS_00006570	Q
TCONS_00006571	P
TCONS_00006573	S
TCONS_00006574	O
TCONS_00006574	T
TCONS_00006575	S
TCONS_00006576	S
TCONS_00006578	S
TCONS_00006579	T
TCONS_00006581	S
TCONS_00006585	Q
TCONS_00006586	Q
TCONS_00006587	Q
TCONS_00006588	C
TCONS_00006590	T
TCONS_00006591	U
TCONS_00006593	U
TCONS_00006594	T
TCONS_00006599	S
TCONS_00006601	S
TCONS_00006602	S
TCONS_00006603	T
TCONS_00006607	T
TCONS_00006612	S
TCONS_00006622	T
TCONS_00006631	Z
TCONS_00006633	S
TCONS_00006634	S
TCONS_00006636	T
TCONS_00006637	T
TCONS_00006638	S
TCONS_00006639	T
TCONS_00006640	T
TCONS_00006642	T
TCONS_00006644	S
TCONS_00006645	D
TCONS_00006646	S
TCONS_00006648	T
TCONS_00006650	T
TCONS_00006650	U
TCONS_00006652	T
TCONS_00006654	S
TCONS_00006656	Z
TCONS_00006657	D
TCONS_00006658	S
TCONS_00006659	K
TCONS_00006660	P
TCONS_00006664	S
TCONS_00006665	S
TCONS_00006666	E
TCONS_00006668	E
TCONS_00006675	T
TCONS_00006676	A
TCONS_00006677	S
TCONS_00006681	E
TCONS_00006684	P
TCONS_00006686	K
TCONS_00006687	L
TCONS_00006688	Z
TCONS_00006689	D
TCONS_00006689	L
TCONS_00006691	W
TCONS_00006692	C
TCONS_00006695	D
TCONS_00006695	L
TCONS_00006696	W
TCONS_00006698	C
TCONS_00006703	S
TCONS_00006704	U
TCONS_00006706	S
TCONS_00006707	U
TCONS_00006707	Z
TCONS_00006708	E
TCONS_00006709	E
TCONS_00006710	F
TCONS_00006711	T
TCONS_00006712	S
TCONS_00006713	T
TCONS_00006714	T
TCONS_00006715	S
TCONS_00006716	T
TCONS_00006717	T
TCONS_00006718	T
TCONS_00006719	A
TCONS_00006720	S
TCONS_00006721	P
TCONS_00006722	S
TCONS_00006726	S
TCONS_00006729	Z
TCONS_00006730	U
TCONS_00006731	O
TCONS_00006732	B
TCONS_00006732	D
TCONS_00006736	G
TCONS_00006738	V
TCONS_00006739	A
TCONS_00006742	T
TCONS_00006744	S
TCONS_00006746	E
TCONS_00006747	U
TCONS_00006748	U
TCONS_00006749	P
TCONS_00006751	S
TCONS_00006753	S
TCONS_00006756	S
TCONS_00006760	O
TCONS_00006762	B
TCONS_00006767	V
TCONS_00006767	W
TCONS_00006770	B
TCONS_00006771	B
TCONS_00006774	S
TCONS_00006778	K
TCONS_00006780	S
TCONS_00006781	S
TCONS_00006784	D
TCONS_00006786	S
TCONS_00006787	D
TCONS_00006790	L
TCONS_00006793	T
TCONS_00006794	U
TCONS_00006797	S
TCONS_00006803	A
TCONS_00006806	S
TCONS_00006807	D
TCONS_00006809	S
TCONS_00006812	O
TCONS_00006814	J
TCONS_00006815	Q
TCONS_00006818	E
TCONS_00006819	C
TCONS_00006820	S
TCONS_00006832	S
TCONS_00006833	K
TCONS_00006837	T
TCONS_00006840	A
TCONS_00006841	V
TCONS_00006842	L
TCONS_00006847	E
TCONS_00006848	Z
TCONS_00006849	K
TCONS_00006851	M
TCONS_00006851	W
TCONS_00006853	S
TCONS_00006854	S
TCONS_00006862	D
TCONS_00006864	S
TCONS_00006869	S
TCONS_00006871	T
TCONS_00006872	O
TCONS_00006873	C
TCONS_00006874	J
TCONS_00006876	K
TCONS_00006878	T
TCONS_00006879	O
TCONS_00006882	S
TCONS_00006884	O
TCONS_00006885	C
TCONS_00006887	K
TCONS_00006890	T
TCONS_00006891	O
TCONS_00006894	S
TCONS_00006895	U
TCONS_00006896	S
TCONS_00006897	S
TCONS_00006902	L
TCONS_00006903	T
TCONS_00006904	E
TCONS_00006910	L
TCONS_00006911	S
TCONS_00006912	L
TCONS_00006914	K
TCONS_00006916	T
TCONS_00006919	P
TCONS_00006924	Q
TCONS_00006926	J
TCONS_00006927	C
TCONS_00006928	L
TCONS_00006930	T
TCONS_00006931	E
TCONS_00006933	B
TCONS_00006936	K
TCONS_00006938	T
TCONS_00006940	K
TCONS_00006941	T
TCONS_00006942	P
TCONS_00006945	S
TCONS_00006948	S
TCONS_00006952	S
TCONS_00006956	K
TCONS_00006959	D
TCONS_00006960	D
TCONS_00006965	B
TCONS_00006972	D
TCONS_00006974	L
TCONS_00006975	J
TCONS_00006976	A
TCONS_00006987	D
TCONS_00006988	D
TCONS_00006990	D
TCONS_00006992	K
TCONS_00007000	S
TCONS_00007002	O
TCONS_00007005	K
TCONS_00007006	D
TCONS_00007007	D
TCONS_00007008	T
TCONS_00007011	G
TCONS_00007014	J
TCONS_00007015	S
TCONS_00007016	U
TCONS_00007017	E
TCONS_00007021	K
TCONS_00007023	Z
TCONS_00007024	A
TCONS_00007026	M
TCONS_00007027	T
TCONS_00007028	T
TCONS_00007030	T
TCONS_00007031	T
TCONS_00007032	T
TCONS_00007033	L
TCONS_00007035	A
TCONS_00007036	B
TCONS_00007036	K
TCONS_00007037	Z
TCONS_00007039	T
TCONS_00007043	O
TCONS_00007043	T
TCONS_00007045	S
TCONS_00007046	K
TCONS_00007047	U
TCONS_00007048	N
TCONS_00007049	S
TCONS_00007050	Z
TCONS_00007051	S
TCONS_00007054	A
TCONS_00007056	A
TCONS_00007057	T
TCONS_00007057	Z
TCONS_00007059	O
TCONS_00007061	J
TCONS_00007062	Q
TCONS_00007068	F
TCONS_00007069	O
TCONS_00007071	D
TCONS_00007072	T
TCONS_00007076	S
TCONS_00007077	C
TCONS_00007078	T
TCONS_00007079	I
TCONS_00007080	D
TCONS_00007084	K
TCONS_00007087	O
TCONS_00007087	T
TCONS_00007088	T
TCONS_00007089	O
TCONS_00007089	T
TCONS_00007090	T
TCONS_00007090	V
TCONS_00007091	S
TCONS_00007094	S
TCONS_00007095	T
TCONS_00007097	S
TCONS_00007098	S
TCONS_00007101	S
TCONS_00007104	S
TCONS_00007105	M
TCONS_00007106	M
TCONS_00007109	I
TCONS_00007112	O
TCONS_00007114	T
TCONS_00007115	H
TCONS_00007117	O
TCONS_00007118	S
TCONS_00007120	S
TCONS_00007124	C
TCONS_00007126	K
TCONS_00007127	D
TCONS_00007128	K
TCONS_00007140	M
TCONS_00007143	S
TCONS_00007144	L
TCONS_00007147	Q
TCONS_00007148	Q
TCONS_00007153	S
TCONS_00007154	S
TCONS_00007155	Q
TCONS_00007156	S
TCONS_00007157	I
TCONS_00007158	T
TCONS_00007159	T
TCONS_00007160	Q
TCONS_00007162	S
TCONS_00007163	T
TCONS_00007167	Q
TCONS_00007169	Q
TCONS_00007172	T
TCONS_00007173	S
TCONS_00007174	O
TCONS_00007176	Q
TCONS_00007177	K
TCONS_00007178	U
TCONS_00007180	K
TCONS_00007181	D
TCONS_00007183	T
TCONS_00007184	S
TCONS_00007185	K
TCONS_00007186	O
TCONS_00007187	L
TCONS_00007188	L
TCONS_00007189	S
TCONS_00007190	S
TCONS_00007191	S
TCONS_00007193	T
TCONS_00007197	G
TCONS_00007198	L
TCONS_00007205	S
TCONS_00007206	S
TCONS_00007207	T
TCONS_00007209	Z
TCONS_00007210	T
TCONS_00007214	S
TCONS_00007233	C
TCONS_00007234	G
TCONS_00007238	S
TCONS_00007241	S
TCONS_00007242	S
TCONS_00007243	S
TCONS_00007244	C
TCONS_00007245	C
TCONS_00007247	Q
TCONS_00007251	Q
TCONS_00007256	Q
TCONS_00007257	S
TCONS_00007259	Q
TCONS_00007260	S
TCONS_00007262	K
TCONS_00007263	L
TCONS_00007265	O
TCONS_00007266	S
TCONS_00007269	T
TCONS_00007270	L
TCONS_00007271	S
TCONS_00007275	S
TCONS_00007276	Q
TCONS_00007279	O
TCONS_00007280	V
TCONS_00007284	K
TCONS_00007285	K
TCONS_00007289	O
TCONS_00007291	T
TCONS_00007294	S
TCONS_00007296	S
TCONS_00007297	P
TCONS_00007297	T
TCONS_00007298	P
TCONS_00007298	T
TCONS_00007300	S
TCONS_00007301	P
TCONS_00007301	T
TCONS_00007302	P
TCONS_00007305	S
TCONS_00007306	P
TCONS_00007309	G
TCONS_00007310	G
TCONS_00007312	G
TCONS_00007313	P
TCONS_00007313	T
TCONS_00007315	P
TCONS_00007315	T
TCONS_00007317	T
TCONS_00007318	T
TCONS_00007320	T
TCONS_00007321	G
TCONS_00007322	U
TCONS_00007325	O
TCONS_00007326	O
TCONS_00007327	O
TCONS_00007330	O
TCONS_00007334	S
TCONS_00007335	G
TCONS_00007337	T
TCONS_00007338	T
TCONS_00007339	T
TCONS_00007340	T
TCONS_00007341	T
TCONS_00007342	S
TCONS_00007343	S
TCONS_00007345	T
TCONS_00007346	T
TCONS_00007347	S
TCONS_00007350	S
TCONS_00007351	S
TCONS_00007352	S
TCONS_00007355	G
TCONS_00007355	O
TCONS_00007356	S
TCONS_00007359	T
TCONS_00007360	G
TCONS_00007361	O
TCONS_00007362	O
TCONS_00007363	O
TCONS_00007365	O
TCONS_00007366	O
TCONS_00007368	S
TCONS_00007370	S
TCONS_00007371	S
TCONS_00007372	T
TCONS_00007373	S
TCONS_00007374	C
TCONS_00007375	T
TCONS_00007375	U
TCONS_00007376	J
TCONS_00007378	L
TCONS_00007379	C
TCONS_00007379	H
TCONS_00007382	T
TCONS_00007384	S
TCONS_00007385	S
TCONS_00007386	T
TCONS_00007387	T
TCONS_00007388	S
TCONS_00007389	S
TCONS_00007390	S
TCONS_00007395	I
TCONS_00007396	T
TCONS_00007397	U
TCONS_00007398	T
TCONS_00007399	S
TCONS_00007401	Q
TCONS_00007403	T
TCONS_00007406	I
TCONS_00007407	I
TCONS_00007410	T
TCONS_00007411	T
TCONS_00007412	M
TCONS_00007414	S
TCONS_00007416	T
TCONS_00007418	T
TCONS_00007419	T
TCONS_00007420	T
TCONS_00007421	G
TCONS_00007421	O
TCONS_00007422	G
TCONS_00007422	O
TCONS_00007423	G
TCONS_00007423	O
TCONS_00007428	P
TCONS_00007429	P
TCONS_00007430	P
TCONS_00007432	P
TCONS_00007433	T
TCONS_00007435	Z
TCONS_00007436	S
TCONS_00007437	E
TCONS_00007438	S
TCONS_00007439	L
TCONS_00007440	G
TCONS_00007442	Q
TCONS_00007443	T
TCONS_00007444	T
TCONS_00007445	T
TCONS_00007446	T
TCONS_00007447	P
TCONS_00007448	P
TCONS_00007451	P
TCONS_00007452	B
TCONS_00007453	W
TCONS_00007454	S
TCONS_00007455	G
TCONS_00007459	O
TCONS_00007463	G
TCONS_00007467	G
TCONS_00007469	T
TCONS_00007472	S
TCONS_00007473	G
TCONS_00007477	T
TCONS_00007483	U
TCONS_00007484	L
TCONS_00007485	T
TCONS_00007487	P
TCONS_00007488	N
TCONS_00007490	N
TCONS_00007491	S
TCONS_00007492	W
TCONS_00007493	T
TCONS_00007494	T
TCONS_00007501	T
TCONS_00007503	C
TCONS_00007504	S
TCONS_00007505	S
TCONS_00007506	L
TCONS_00007507	S
TCONS_00007508	S
TCONS_00007509	S
TCONS_00007511	Q
TCONS_00007513	S
TCONS_00007515	H
TCONS_00007517	S
TCONS_00007519	S
TCONS_00007520	T
TCONS_00007521	S
TCONS_00007523	T
TCONS_00007524	S
TCONS_00007525	H
TCONS_00007527	H
TCONS_00007528	T
TCONS_00007529	O
TCONS_00007532	Q
TCONS_00007537	Q
TCONS_00007540	T
TCONS_00007541	O
TCONS_00007542	G
TCONS_00007544	T
TCONS_00007545	Q
TCONS_00007546	Q
TCONS_00007547	T
TCONS_00007548	T
TCONS_00007549	B
TCONS_00007551	B
TCONS_00007552	B
TCONS_00007553	S
TCONS_00007554	K
TCONS_00007557	J
TCONS_00007558	D
TCONS_00007559	S
TCONS_00007568	S
TCONS_00007577	U
TCONS_00007578	O
TCONS_00007579	O
TCONS_00007581	E
TCONS_00007582	V
TCONS_00007582	W
TCONS_00007583	K
TCONS_00007585	S
TCONS_00007586	E
TCONS_00007589	S
TCONS_00007590	U
TCONS_00007591	U
TCONS_00007593	Z
TCONS_00007594	T
TCONS_00007597	O
TCONS_00007601	O
TCONS_00007603	J
TCONS_00007605	D
TCONS_00007607	Z
TCONS_00007608	S
TCONS_00007609	K
TCONS_00007610	S
TCONS_00007611	S
TCONS_00007614	S
TCONS_00007615	S
TCONS_00007616	S
TCONS_00007620	T
TCONS_00007622	V
TCONS_00007622	W
TCONS_00007629	S
TCONS_00007631	S
TCONS_00007633	S
TCONS_00007634	P
TCONS_00007634	T
TCONS_00007635	Z
TCONS_00007636	I
TCONS_00007643	S
TCONS_00007646	S
TCONS_00007653	S
TCONS_00007654	G
TCONS_00007655	G
TCONS_00007656	T
TCONS_00007660	S
TCONS_00007662	T
TCONS_00007663	S
TCONS_00007664	S
TCONS_00007665	M
TCONS_00007666	G
TCONS_00007667	G
TCONS_00007669	J
TCONS_00007670	B
TCONS_00007671	B
TCONS_00007671	K
TCONS_00007674	S
TCONS_00007679	T
TCONS_00007680	S
TCONS_00007681	E
TCONS_00007682	W
TCONS_00007683	W
TCONS_00007684	S
TCONS_00007685	S
TCONS_00007686	S
TCONS_00007691	O
TCONS_00007692	O
TCONS_00007694	K
TCONS_00007698	T
TCONS_00007699	P
TCONS_00007700	P
TCONS_00007701	H
TCONS_00007704	I
TCONS_00007707	O
TCONS_00007708	S
TCONS_00007709	L
TCONS_00007710	C
TCONS_00007711	J
TCONS_00007719	Q
TCONS_00007724	Q
TCONS_00007725	Q
TCONS_00007726	L
TCONS_00007727	Q
TCONS_00007728	Q
TCONS_00007730	O
TCONS_00007731	G
TCONS_00007735	Q
TCONS_00007737	S
TCONS_00007739	T
TCONS_00007739	V
TCONS_00007740	H
TCONS_00007741	H
TCONS_00007743	G
TCONS_00007744	K
TCONS_00007745	T
TCONS_00007746	S
TCONS_00007747	P
TCONS_00007751	P
TCONS_00007757	O
TCONS_00007760	S
TCONS_00007765	P
TCONS_00007766	J
TCONS_00007770	S
TCONS_00007773	O
TCONS_00007773	T
TCONS_00007774	O
TCONS_00007774	T
TCONS_00007776	O
TCONS_00007776	T
TCONS_00007779	J
TCONS_00007782	S
TCONS_00007783	H
TCONS_00007785	O
TCONS_00007787	S
TCONS_00007790	U
TCONS_00007791	U
TCONS_00007792	I
TCONS_00007793	K
TCONS_00007794	V
TCONS_00007794	W
TCONS_00007796	S
TCONS_00007800	V
TCONS_00007800	W
TCONS_00007807	L
TCONS_00007808	P
TCONS_00007809	P
TCONS_00007810	S
TCONS_00007813	S
TCONS_00007815	S
TCONS_00007816	S
TCONS_00007817	L
TCONS_00007821	P
TCONS_00007823	S
TCONS_00007824	Z
TCONS_00007825	S
TCONS_00007826	S
TCONS_00007835	S
TCONS_00007836	Z
TCONS_00007839	O
TCONS_00007841	T
TCONS_00007845	S
TCONS_00007848	O
TCONS_00007849	O
TCONS_00007850	H
TCONS_00007851	T
TCONS_00007852	S
TCONS_00007856	U
TCONS_00007858	T
TCONS_00007858	V
TCONS_00007862	H
TCONS_00007863	H
TCONS_00007864	H
TCONS_00007865	H
TCONS_00007866	H
TCONS_00007867	T
TCONS_00007868	T
TCONS_00007869	H
TCONS_00007870	T
TCONS_00007872	H
TCONS_00007873	H
TCONS_00007874	H
TCONS_00007875	H
TCONS_00007876	H
TCONS_00007878	P
TCONS_00007878	T
TCONS_00007879	P
TCONS_00007880	I
TCONS_00007882	I
TCONS_00007883	B
TCONS_00007883	T
TCONS_00007884	C
TCONS_00007886	S
TCONS_00007887	S
TCONS_00007890	Q
TCONS_00007893	P
TCONS_00007894	T
TCONS_00007895	K
TCONS_00007896	P
TCONS_00007897	L
TCONS_00007898	S
TCONS_00007900	V
TCONS_00007905	Q
TCONS_00007907	Q
TCONS_00007909	P
TCONS_00007918	E
TCONS_00007927	M
TCONS_00007928	S
TCONS_00007929	T
TCONS_00007931	S
TCONS_00007933	A
TCONS_00007935	T
TCONS_00007936	T
TCONS_00007937	T
TCONS_00007939	H
TCONS_00007942	S
TCONS_00007944	S
TCONS_00007950	A
TCONS_00007951	A
TCONS_00007953	G
TCONS_00007954	P
TCONS_00007955	P
TCONS_00007958	S
TCONS_00007960	G
TCONS_00007962	G
TCONS_00007963	S
TCONS_00007965	S
TCONS_00007966	S
TCONS_00007967	P
TCONS_00007970	G
TCONS_00007970	M
TCONS_00007970	W
TCONS_00007972	U
TCONS_00007975	U
TCONS_00007976	K
TCONS_00007977	T
TCONS_00007978	P
TCONS_00007979	U
TCONS_00007983	S
TCONS_00007984	S
TCONS_00007986	L
TCONS_00007987	S
TCONS_00007988	A
TCONS_00007990	K
TCONS_00007992	S
TCONS_00007993	S
TCONS_00007996	E
TCONS_00008000	J
TCONS_00008001	J
TCONS_00008002	E
TCONS_00008003	E
TCONS_00008004	J
TCONS_00008006	S
TCONS_00008007	I
TCONS_00008011	S
TCONS_00008013	S
TCONS_00008014	E
TCONS_00008015	T
TCONS_00008016	S
TCONS_00008019	U
TCONS_00008020	T
TCONS_00008020	V
TCONS_00008022	P
TCONS_00008025	O
TCONS_00008027	H
TCONS_00008029	H
TCONS_00008034	T
TCONS_00008035	S
TCONS_00008036	V
TCONS_00008037	S
TCONS_00008040	S
TCONS_00008043	S
TCONS_00008044	G
TCONS_00008045	G
TCONS_00008046	G
TCONS_00008047	G
TCONS_00008050	T
TCONS_00008051	T
TCONS_00008053	K
TCONS_00008056	K
TCONS_00008057	U
TCONS_00008058	O
TCONS_00008062	H
TCONS_00008067	B
TCONS_00008068	T
TCONS_00008069	T
TCONS_00008070	S
TCONS_00008074	A
TCONS_00008075	T
TCONS_00008076	S
TCONS_00008078	O
TCONS_00008079	O
TCONS_00008080	J
TCONS_00008081	T
TCONS_00008082	C
TCONS_00008083	S
TCONS_00008087	C
TCONS_00008093	T
TCONS_00008094	A
TCONS_00008097	S
TCONS_00008106	L
TCONS_00008115	S
TCONS_00008116	S
TCONS_00008117	Q
TCONS_00008118	O
TCONS_00008119	O
TCONS_00008120	O
TCONS_00008121	S
TCONS_00008123	A
TCONS_00008124	Z
TCONS_00008125	S
TCONS_00008128	P
TCONS_00008130	I
TCONS_00008131	S
TCONS_00008132	S
TCONS_00008145	A
TCONS_00008146	O
TCONS_00008149	S
TCONS_00008150	T
TCONS_00008152	S
TCONS_00008153	T
TCONS_00008156	O
TCONS_00008157	I
TCONS_00008159	S
TCONS_00008160	K
TCONS_00008164	T
TCONS_00008166	K
TCONS_00008169	S
TCONS_00008170	P
TCONS_00008171	P
TCONS_00008172	T
TCONS_00008172	Z
TCONS_00008174	C
TCONS_00008175	L
TCONS_00008179	J
TCONS_00008182	O
TCONS_00008185	L
TCONS_00008187	T
TCONS_00008190	J
TCONS_00008196	S
TCONS_00008201	T
TCONS_00008204	O
TCONS_00008205	P
TCONS_00008209	T
TCONS_00008212	M
TCONS_00008213	G
TCONS_00008214	C
TCONS_00008215	S
TCONS_00008216	K
TCONS_00008218	T
TCONS_00008222	G
TCONS_00008224	T
TCONS_00008225	S
TCONS_00008227	S
TCONS_00008228	S
TCONS_00008229	S
TCONS_00008231	I
TCONS_00008232	S
TCONS_00008234	C
TCONS_00008235	M
TCONS_00008238	S
TCONS_00008240	T
TCONS_00008241	P
TCONS_00008241	T
TCONS_00008242	T
TCONS_00008247	N
TCONS_00008253	T
TCONS_00008254	T
TCONS_00008255	T
TCONS_00008287	I
TCONS_00008288	S
TCONS_00008291	O
TCONS_00008292	S
TCONS_00008298	P
TCONS_00008299	T
TCONS_00008302	O
TCONS_00008305	S
TCONS_00008306	S
TCONS_00008307	P
TCONS_00008311	P
TCONS_00008312	S
TCONS_00008313	S
TCONS_00008314	O
TCONS_00008315	P
TCONS_00008316	S
TCONS_00008317	P
TCONS_00008318	B
TCONS_00008318	D
TCONS_00008319	P
TCONS_00008320	O
TCONS_00008322	S
TCONS_00008325	E
TCONS_00008329	S
TCONS_00008330	T
TCONS_00008332	O
TCONS_00008333	S
TCONS_00008334	T
TCONS_00008334	W
TCONS_00008338	T
TCONS_00008346	T
TCONS_00008347	T
TCONS_00008348	T
TCONS_00008349	G
TCONS_00008351	S
TCONS_00008352	Q
TCONS_00008353	T
TCONS_00008354	Q
TCONS_00008357	P
TCONS_00008358	P
TCONS_00008359	D
TCONS_00008360	B
TCONS_00008360	D
TCONS_00008361	O
TCONS_00008363	S
TCONS_00008364	S
TCONS_00008369	S
TCONS_00008370	U
TCONS_00008371	J
TCONS_00008374	S
TCONS_00008376	P
TCONS_00008378	M
TCONS_00008379	O
TCONS_00008380	S
TCONS_00008381	S
TCONS_00008382	K
TCONS_00008384	T
TCONS_00008386	S
TCONS_00008388	L
TCONS_00008390	T
TCONS_00008391	O
TCONS_00008393	H
TCONS_00008394	S
TCONS_00008395	O
TCONS_00008396	O
TCONS_00008398	T
TCONS_00008401	Z
TCONS_00008402	Z
TCONS_00008403	S
TCONS_00008404	S
TCONS_00008405	K
TCONS_00008406	S
TCONS_00008407	S
TCONS_00008408	C
TCONS_00008409	S
TCONS_00008410	S
TCONS_00008412	L
TCONS_00008414	T
TCONS_00008415	T
TCONS_00008416	E
TCONS_00008418	C
TCONS_00008420	T
TCONS_00008421	T
TCONS_00008422	T
TCONS_00008423	K
TCONS_00008432	J
TCONS_00008434	U
TCONS_00008437	K
TCONS_00008442	O
TCONS_00008446	G
TCONS_00008447	G
TCONS_00008448	G
TCONS_00008449	I
TCONS_00008450	I
TCONS_00008451	S
TCONS_00008453	S
TCONS_00008456	S
TCONS_00008457	O
TCONS_00008458	O
TCONS_00008460	G
TCONS_00008462	D
TCONS_00008464	K
TCONS_00008465	S
TCONS_00008468	T
TCONS_00008472	S
TCONS_00008473	Q
TCONS_00008474	T
TCONS_00008475	U
TCONS_00008478	Z
TCONS_00008482	U
TCONS_00008482	Y
TCONS_00008484	S
TCONS_00008486	A
TCONS_00008487	S
TCONS_00008490	L
TCONS_00008491	L
TCONS_00008492	I
TCONS_00008495	G
TCONS_00008498	S
TCONS_00008500	T
TCONS_00008504	O
TCONS_00008509	T
TCONS_00008526	L
TCONS_00008529	S
TCONS_00008530	F
TCONS_00008532	S
TCONS_00008536	H
TCONS_00008540	H
TCONS_00008542	B
TCONS_00008542	L
TCONS_00008544	O
TCONS_00008545	T
TCONS_00008546	C
TCONS_00008547	S
TCONS_00008548	G
TCONS_00008549	S
TCONS_00008551	S
TCONS_00008552	Q
TCONS_00008553	Q
TCONS_00008558	Z
TCONS_00008559	F
TCONS_00008560	F
TCONS_00008562	F
TCONS_00008563	T
TCONS_00008567	S
TCONS_00008569	T
TCONS_00008570	T
TCONS_00008571	T
TCONS_00008572	T
TCONS_00008575	T
TCONS_00008577	T
TCONS_00008579	L
TCONS_00008580	Z
TCONS_00008581	T
TCONS_00008582	P
TCONS_00008582	T
TCONS_00008584	T
TCONS_00008586	S
TCONS_00008587	L
TCONS_00008588	A
TCONS_00008589	K
TCONS_00008591	O
TCONS_00008593	A
TCONS_00008593	T
TCONS_00008596	O
TCONS_00008602	S
TCONS_00008605	E
TCONS_00008606	S
TCONS_00008610	T
TCONS_00008610	Z
TCONS_00008611	S
TCONS_00008615	S
TCONS_00008616	O
TCONS_00008617	S
TCONS_00008619	T
TCONS_00008620	T
TCONS_00008622	T
TCONS_00008623	J
TCONS_00008624	T
TCONS_00008625	T
TCONS_00008627	G
TCONS_00008628	K
TCONS_00008629	K
TCONS_00008631	S
TCONS_00008633	G
TCONS_00008634	S
TCONS_00008635	Z
TCONS_00008637	U
TCONS_00008638	S
TCONS_00008640	S
TCONS_00008641	S
TCONS_00008642	L
TCONS_00008643	S
TCONS_00008646	L
TCONS_00008648	K
TCONS_00008650	G
TCONS_00008651	T
TCONS_00008653	T
TCONS_00008655	T
TCONS_00008656	L
TCONS_00008658	S
TCONS_00008659	U
TCONS_00008660	U
TCONS_00008661	U
TCONS_00008662	U
TCONS_00008663	Q
TCONS_00008664	Q
TCONS_00008665	Q
TCONS_00008667	Q
TCONS_00008669	Q
TCONS_00008672	Q
TCONS_00008675	Q
TCONS_00008676	O
TCONS_00008682	U
TCONS_00008683	T
TCONS_00008684	D
TCONS_00008684	T
TCONS_00008685	T
TCONS_00008686	S
TCONS_00008688	T
TCONS_00008689	S
TCONS_00008690	S
TCONS_00008691	K
TCONS_00008693	G
TCONS_00008695	S
TCONS_00008696	O
TCONS_00008697	B
TCONS_00008698	S
TCONS_00008703	P
TCONS_00008708	P
TCONS_00008709	P
TCONS_00008710	P
TCONS_00008711	F
TCONS_00008712	O
TCONS_00008713	L
TCONS_00008714	S
TCONS_00008715	S
TCONS_00008717	J
TCONS_00008718	B
TCONS_00008718	K
TCONS_00008719	L
TCONS_00008720	I
TCONS_00008723	S
TCONS_00008724	H
TCONS_00008727	S
TCONS_00008729	A
TCONS_00008730	T
TCONS_00008734	K
TCONS_00008742	A
TCONS_00008743	E
TCONS_00008744	O
TCONS_00008746	S
TCONS_00008747	A
TCONS_00008752	K
TCONS_00008753	S
TCONS_00008754	I
TCONS_00008755	T
TCONS_00008755	W
TCONS_00008756	U
TCONS_00008760	G
TCONS_00008761	O
TCONS_00008771	G
TCONS_00008773	E
TCONS_00008774	K
TCONS_00008775	K
TCONS_00008776	E
TCONS_00008777	E
TCONS_00008781	S
TCONS_00008782	C
TCONS_00008783	M
TCONS_00008786	T
TCONS_00008788	B
TCONS_00008789	T
TCONS_00008790	T
TCONS_00008791	S
TCONS_00008793	S
TCONS_00008794	C
TCONS_00008795	S
TCONS_00008797	S
TCONS_00008799	S
TCONS_00008800	S
TCONS_00008801	K
TCONS_00008804	K
TCONS_00008806	S
TCONS_00008807	G
TCONS_00008808	P
TCONS_00008808	T
TCONS_00008809	P
TCONS_00008809	T
TCONS_00008810	P
TCONS_00008810	T
TCONS_00008813	L
TCONS_00008816	D
TCONS_00008817	A
TCONS_00008820	Q
TCONS_00008822	Q
TCONS_00008823	O
TCONS_00008824	I
TCONS_00008825	A
TCONS_00008826	S
TCONS_00008828	K
TCONS_00008833	K
TCONS_00008834	K
TCONS_00008835	S
TCONS_00008836	S
TCONS_00008838	S
TCONS_00008839	S
TCONS_00008840	S
TCONS_00008841	S
TCONS_00008842	S
TCONS_00008850	S
TCONS_00008854	P
TCONS_00008854	T
TCONS_00008855	S
TCONS_00008856	S
TCONS_00008858	G
TCONS_00008859	S
TCONS_00008860	O
TCONS_00008862	J
TCONS_00008866	T
TCONS_00008869	G
TCONS_00008872	P
TCONS_00008874	G
TCONS_00008877	G
TCONS_00008878	G
TCONS_00008886	G
TCONS_00008888	K
TCONS_00008889	C
TCONS_00008891	T
TCONS_00008892	E
TCONS_00008894	O
TCONS_00008896	S
TCONS_00008897	S
TCONS_00008899	T
TCONS_00008901	S
TCONS_00008904	U
TCONS_00008905	G
TCONS_00008906	E
TCONS_00008907	L
TCONS_00008912	P
TCONS_00008915	K
TCONS_00008916	A
TCONS_00008917	Q
TCONS_00008918	Q
TCONS_00008920	I
TCONS_00008921	H
TCONS_00008922	S
TCONS_00008923	T
TCONS_00008926	T
TCONS_00008930	S
TCONS_00008938	S
TCONS_00008939	K
TCONS_00008942	U
TCONS_00008944	J
TCONS_00008945	O
TCONS_00008947	S
TCONS_00008952	T
TCONS_00008952	U
TCONS_00008957	S
TCONS_00008958	S
TCONS_00008959	P
TCONS_00008960	P
TCONS_00008962	P
TCONS_00008963	Z
TCONS_00008966	K
TCONS_00008967	K
TCONS_00008968	K
TCONS_00008969	O
TCONS_00008971	H
TCONS_00008972	H
TCONS_00008973	H
