GENE.OFUSG00006.1~~OFUSG00006.1	OFUSG00006.1.p1
GENE.OFUSG04655.1~~OFUSG04655.1	OFUSG04655.1.p1
GENE.OFUSG04656.1~~OFUSG04656.1	OFUSG04656.1.p1
GENE.OFUSG04656.1~~OFUSG04656.1	OFUSG04656.1.p1
GENE.OFUSG04656.1~~OFUSG04656.1	OFUSG04656.1.p1
GENE.OFUSG04656.1~~OFUSG04656.1	OFUSG04656.1.p1
GENE.OFUSG04656.1~~OFUSG04656.1	OFUSG04656.1.p1
GENE.OFUSG04656.1~~OFUSG04656.1	OFUSG04656.1.p1
GENE.OFUSG04656.1~~OFUSG04656.1	OFUSG04656.1.p1
GENE.OFUSG04656.1~~OFUSG04656.1	OFUSG04656.1.p1
GENE.OFUSG04656.1~~OFUSG04656.1	OFUSG04656.1.p1
GENE.OFUSG04656.1~~OFUSG04656.1	OFUSG04656.1.p1
GENE.OFUSG04658.1~~OFUSG04658.1	OFUSG04658.1.p1
GENE.OFUSG04659.1~~OFUSG04659.1	OFUSG04659.1.p1
GENE.OFUSG04663.1~~OFUSG04663.1	OFUSG04663.1.p1
GENE.OFUSG04664.1~~OFUSG04664.1	OFUSG04664.1.p1
GENE.OFUSG04669.1~~OFUSG04669.1	OFUSG04669.1.p1
GENE.OFUSG04671.1~~OFUSG04671.1	OFUSG04671.1.p1
GENE.OFUSG04675.1~~OFUSG04675.1	OFUSG04675.1.p1
GENE.OFUSG04679.1~~OFUSG04679.1	OFUSG04679.1.p1
GENE.OFUSG04680.1~~OFUSG04680.1	OFUSG04680.1.p1
GENE.OFUSG04680.1~~OFUSG04680.1	OFUSG04680.1.p1
GENE.OFUSG04683.1~~OFUSG04683.1	OFUSG04683.1.p1
GENE.OFUSG04699.1~~OFUSG04699.1	OFUSG04699.1.p1
GENE.OFUSG04712.1~~OFUSG04712.1	OFUSG04712.1.p1
GENE.OFUSG04725.1~~OFUSG04725.1	OFUSG04725.1.p1
GENE.OFUSG04726.1~~OFUSG04726.1	OFUSG04726.1.p1
GENE.OFUSG04727.1~~OFUSG04727.1	OFUSG04727.1.p1
GENE.OFUSG04727.1~~OFUSG04727.1	OFUSG04727.1.p1
GENE.OFUSG04727.1~~OFUSG04727.1	OFUSG04727.1.p1
GENE.OFUSG04727.1~~OFUSG04727.1	OFUSG04727.1.p1
GENE.OFUSG04732.1~~OFUSG04732.1	OFUSG04732.1.p1
GENE.OFUSG04739.1~~OFUSG04739.1	OFUSG04739.1.p1
GENE.OFUSG04747.1~~OFUSG04747.1	OFUSG04747.1.p1
GENE.OFUSG04748.1~~OFUSG04748.1	OFUSG04748.1.p1
GENE.OFUSG04751.1~~OFUSG04751.1	OFUSG04751.1.p1
GENE.OFUSG04753.1~~OFUSG04753.1	OFUSG04753.1.p1
GENE.OFUSG04754.1~~OFUSG04754.1	OFUSG04754.1.p1
GENE.OFUSG04755.1~~OFUSG04755.1	OFUSG04755.1.p1
GENE.OFUSG04756.1~~OFUSG04756.1	OFUSG04756.1.p1
GENE.OFUSG04760.1~~OFUSG04760.1	OFUSG04760.1.p1
GENE.OFUSG04762.1~~OFUSG04762.1	OFUSG04762.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04763.1~~OFUSG04763.1	OFUSG04763.1.p1
GENE.OFUSG04766.1~~OFUSG04766.1	OFUSG04766.1.p1
GENE.OFUSG04767.1~~OFUSG04767.1	OFUSG04767.1.p1
GENE.OFUSG04787.1~~OFUSG04787.1	OFUSG04787.1.p1
GENE.OFUSG04794.1~~OFUSG04794.1	OFUSG04794.1.p1
GENE.OFUSG04794.1~~OFUSG04794.1	OFUSG04794.1.p1
GENE.OFUSG04794.1~~OFUSG04794.1	OFUSG04794.1.p1
GENE.OFUSG04795.1~~OFUSG04795.1	OFUSG04795.1.p1
GENE.OFUSG04800.1~~OFUSG04800.1	OFUSG04800.1.p1
GENE.OFUSG04800.1~~OFUSG04800.1	OFUSG04800.1.p1
GENE.OFUSG04800.1~~OFUSG04800.1	OFUSG04800.1.p1
GENE.OFUSG04800.1~~OFUSG04800.1	OFUSG04800.1.p1
GENE.OFUSG04800.1~~OFUSG04800.1	OFUSG04800.1.p1
GENE.OFUSG04800.1~~OFUSG04800.1	OFUSG04800.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04801.1~~OFUSG04801.1	OFUSG04801.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04803.1~~OFUSG04803.1	OFUSG04803.1.p1
GENE.OFUSG04806.1~~OFUSG04806.1	OFUSG04806.1.p1
GENE.OFUSG04807.1~~OFUSG04807.1	OFUSG04807.1.p1
GENE.OFUSG04807.1~~OFUSG04807.1	OFUSG04807.1.p1
GENE.OFUSG04810.1~~OFUSG04810.1	OFUSG04810.1.p1
GENE.OFUSG04813.1~~OFUSG04813.1	OFUSG04813.1.p1
GENE.OFUSG04814.1~~OFUSG04814.1	OFUSG04814.1.p1
GENE.OFUSG04820.1~~OFUSG04820.1	OFUSG04820.1.p1
GENE.OFUSG04824.1~~OFUSG04824.1	OFUSG04824.1.p1
GENE.OFUSG04837.1~~OFUSG04837.1	OFUSG04837.1.p1
GENE.OFUSG04837.1~~OFUSG04837.1	OFUSG04837.1.p1
GENE.OFUSG04846.1~~OFUSG04846.1	OFUSG04846.1.p1
GENE.OFUSG04847.1~~OFUSG04847.1	OFUSG04847.1.p1
GENE.OFUSG04848.1~~OFUSG04848.1	OFUSG04848.1.p1
GENE.OFUSG04851.1~~OFUSG04851.1	OFUSG04851.1.p1
GENE.OFUSG04855.1~~OFUSG04855.1	OFUSG04855.1.p1
GENE.OFUSG04855.1~~OFUSG04855.1	OFUSG04855.1.p1
GENE.OFUSG04855.1~~OFUSG04855.1	OFUSG04855.1.p1
GENE.OFUSG04857.1~~OFUSG04857.1	OFUSG04857.1.p1
GENE.OFUSG04857.1~~OFUSG04857.1	OFUSG04857.1.p1
GENE.OFUSG04857.1~~OFUSG04857.1	OFUSG04857.1.p1
GENE.OFUSG04858.1~~OFUSG04858.1	OFUSG04858.1.p1
GENE.OFUSG04859.1~~OFUSG04859.1	OFUSG04859.1.p1
GENE.OFUSG04866.1~~OFUSG04866.1	OFUSG04866.1.p1
GENE.OFUSG04882.1~~OFUSG04882.1	OFUSG04882.1.p1
GENE.OFUSG04882.1~~OFUSG04882.1	OFUSG04882.1.p1
GENE.OFUSG04892.1~~OFUSG04892.1	OFUSG04892.1.p1
GENE.OFUSG04898.1~~OFUSG04898.1	OFUSG04898.1.p1
GENE.OFUSG04935.1~~OFUSG04935.1	OFUSG04935.1.p1
GENE.OFUSG04940.1~~OFUSG04940.1	OFUSG04940.1.p1
GENE.OFUSG04945.1~~OFUSG04945.1	OFUSG04945.1.p1
GENE.OFUSG04946.1~~OFUSG04946.1	OFUSG04946.1.p1
GENE.OFUSG04946.1~~OFUSG04946.1	OFUSG04946.1.p1
GENE.OFUSG04946.1~~OFUSG04946.1	OFUSG04946.1.p1
GENE.OFUSG04951.1~~OFUSG04951.1	OFUSG04951.1.p1
GENE.OFUSG04955.1~~OFUSG04955.1	OFUSG04955.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04957.1~~OFUSG04957.1	OFUSG04957.1.p1
GENE.OFUSG04958.1~~OFUSG04958.1	OFUSG04958.1.p1
GENE.OFUSG04958.1~~OFUSG04958.1	OFUSG04958.1.p1
GENE.OFUSG04958.1~~OFUSG04958.1	OFUSG04958.1.p1
GENE.OFUSG04960.1~~OFUSG04960.1	OFUSG04960.1.p1
GENE.OFUSG04960.1~~OFUSG04960.1	OFUSG04960.1.p1
GENE.OFUSG04960.1~~OFUSG04960.1	OFUSG04960.1.p1
GENE.OFUSG04960.1~~OFUSG04960.1	OFUSG04960.1.p1
GENE.OFUSG04960.1~~OFUSG04960.1	OFUSG04960.1.p1
GENE.OFUSG04971.1~~OFUSG04971.1	OFUSG04971.1.p1
GENE.OFUSG04974.1~~OFUSG04974.1	OFUSG04974.1.p1
GENE.OFUSG04976.1~~OFUSG04976.1	OFUSG04976.1.p1
GENE.OFUSG04978.1~~OFUSG04978.1	OFUSG04978.1.p1
GENE.OFUSG04987.1~~OFUSG04987.1	OFUSG04987.1.p1
GENE.OFUSG04988.1~~OFUSG04988.1	OFUSG04988.1.p1
GENE.OFUSG04989.1~~OFUSG04989.1	OFUSG04989.1.p1
GENE.OFUSG04991.1~~OFUSG04991.1	OFUSG04991.1.p1
GENE.OFUSG04994.1~~OFUSG04994.1	OFUSG04994.1.p1
GENE.OFUSG04994.1~~OFUSG04994.1	OFUSG04994.1.p1
GENE.OFUSG04994.1~~OFUSG04994.1	OFUSG04994.1.p1
GENE.OFUSG04994.1~~OFUSG04994.1	OFUSG04994.1.p1
GENE.OFUSG05016.1~~OFUSG05016.1	OFUSG05016.1.p1
GENE.OFUSG05023.1~~OFUSG05023.1	OFUSG05023.1.p1
GENE.OFUSG05043.1~~OFUSG05043.1	OFUSG05043.1.p1
GENE.OFUSG05044.1~~OFUSG05044.1	OFUSG05044.1.p1
GENE.OFUSG05044.1~~OFUSG05044.1	OFUSG05044.1.p1
GENE.OFUSG05054.1~~OFUSG05054.1	OFUSG05054.1.p1
GENE.OFUSG05057.1~~OFUSG05057.1	OFUSG05057.1.p1
GENE.OFUSG05061.1~~OFUSG05061.1	OFUSG05061.1.p1
GENE.OFUSG05061.1~~OFUSG05061.1	OFUSG05061.1.p1
GENE.OFUSG05062.1~~OFUSG05062.1	OFUSG05062.1.p1
GENE.OFUSG05062.1~~OFUSG05062.1	OFUSG05062.1.p1
GENE.OFUSG05071.1~~OFUSG05071.1	OFUSG05071.1.p1
GENE.OFUSG05073.1~~OFUSG05073.1	OFUSG05073.1.p1
GENE.OFUSG05078.1~~OFUSG05078.1	OFUSG05078.1.p1
GENE.OFUSG05079.1~~OFUSG05079.1	OFUSG05079.1.p1
GENE.OFUSG05085.1~~OFUSG05085.1	OFUSG05085.1.p1
GENE.OFUSG05086.1~~OFUSG05086.1	OFUSG05086.1.p1
GENE.OFUSG05088.1~~OFUSG05088.1	OFUSG05088.1.p1
GENE.OFUSG05092.1~~OFUSG05092.1	OFUSG05092.1.p1
GENE.OFUSG05099.1~~OFUSG05099.1	OFUSG05099.1.p1
GENE.OFUSG05113.1~~OFUSG05113.1	OFUSG05113.1.p1
GENE.OFUSG05117.1~~OFUSG05117.1	OFUSG05117.1.p1
GENE.OFUSG05118.1~~OFUSG05118.1	OFUSG05118.1.p1
GENE.OFUSG05123.1~~OFUSG05123.1	OFUSG05123.1.p1
GENE.OFUSG05124.1~~OFUSG05124.1	OFUSG05124.1.p1
GENE.OFUSG05124.1~~OFUSG05124.1	OFUSG05124.1.p1
GENE.OFUSG05124.1~~OFUSG05124.1	OFUSG05124.1.p1
GENE.OFUSG05124.1~~OFUSG05124.1	OFUSG05124.1.p1
GENE.OFUSG05131.1~~OFUSG05131.1	OFUSG05131.1.p1
GENE.OFUSG05135.1~~OFUSG05135.1	OFUSG05135.1.p1
GENE.OFUSG05135.1~~OFUSG05135.1	OFUSG05135.1.p1
GENE.OFUSG05135.1~~OFUSG05135.1	OFUSG05135.1.p1
GENE.OFUSG05136.1~~OFUSG05136.1	OFUSG05136.1.p1
GENE.OFUSG05136.1~~OFUSG05136.1	OFUSG05136.1.p1
GENE.OFUSG05136.1~~OFUSG05136.1	OFUSG05136.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05140.1~~OFUSG05140.1	OFUSG05140.1.p1
GENE.OFUSG05142.1~~OFUSG05142.1	OFUSG05142.1.p1
GENE.OFUSG05144.1~~OFUSG05144.1	OFUSG05144.1.p1
GENE.OFUSG05147.2~~OFUSG05147.2	OFUSG05147.2.p1
GENE.OFUSG05148.1~~OFUSG05148.1	OFUSG05148.1.p1
GENE.OFUSG05156.1~~OFUSG05156.1	OFUSG05156.1.p1
GENE.OFUSG05158.1~~OFUSG05158.1	OFUSG05158.1.p1
GENE.OFUSG05174.1~~OFUSG05174.1	OFUSG05174.1.p1
GENE.OFUSG05185.1~~OFUSG05185.1	OFUSG05185.1.p1
GENE.OFUSG05186.1~~OFUSG05186.1	OFUSG05186.1.p1
GENE.OFUSG05200.1~~OFUSG05200.1	OFUSG05200.1.p1
GENE.OFUSG05212.1~~OFUSG05212.1	OFUSG05212.1.p1
GENE.OFUSG05213.1~~OFUSG05213.1	OFUSG05213.1.p1
GENE.OFUSG05214.1~~OFUSG05214.1	OFUSG05214.1.p1
GENE.OFUSG05215.1~~OFUSG05215.1	OFUSG05215.1.p1
GENE.OFUSG05222.1~~OFUSG05222.1	OFUSG05222.1.p1
GENE.OFUSG05226.1~~OFUSG05226.1	OFUSG05226.1.p1
GENE.OFUSG05227.1~~OFUSG05227.1	OFUSG05227.1.p1
GENE.OFUSG05239.1~~OFUSG05239.1	OFUSG05239.1.p1
GENE.OFUSG05241.1~~OFUSG05241.1	OFUSG05241.1.p1
GENE.OFUSG05244.1~~OFUSG05244.1	OFUSG05244.1.p1
GENE.OFUSG05247.1~~OFUSG05247.1	OFUSG05247.1.p1
GENE.OFUSG05249.1~~OFUSG05249.1	OFUSG05249.1.p1
GENE.OFUSG05253.1~~OFUSG05253.1	OFUSG05253.1.p1
GENE.OFUSG05254.1~~OFUSG05254.1	OFUSG05254.1.p1
GENE.OFUSG05255.1~~OFUSG05255.1	OFUSG05255.1.p1
GENE.OFUSG05257.1~~OFUSG05257.1	OFUSG05257.1.p1
GENE.OFUSG05257.1~~OFUSG05257.1	OFUSG05257.1.p1
GENE.OFUSG05262.1~~OFUSG05262.1	OFUSG05262.1.p1
GENE.OFUSG05264.1~~OFUSG05264.1	OFUSG05264.1.p1
GENE.OFUSG05266.1~~OFUSG05266.1	OFUSG05266.1.p1
GENE.OFUSG05268.1~~OFUSG05268.1	OFUSG05268.1.p1
GENE.OFUSG05271.1~~OFUSG05271.1	OFUSG05271.1.p1
GENE.OFUSG05275.1~~OFUSG05275.1	OFUSG05275.1.p1
GENE.OFUSG05275.1~~OFUSG05275.1	OFUSG05275.1.p1
GENE.OFUSG05275.1~~OFUSG05275.1	OFUSG05275.1.p1
GENE.OFUSG05287.1~~OFUSG05287.1	OFUSG05287.1.p1
GENE.OFUSG05290.1~~OFUSG05290.1	OFUSG05290.1.p1
GENE.OFUSG05291.1~~OFUSG05291.1	OFUSG05291.1.p1
GENE.OFUSG05292.1~~OFUSG05292.1	OFUSG05292.1.p1
GENE.OFUSG05306.1~~OFUSG05306.1	OFUSG05306.1.p1
GENE.OFUSG05309.1~~OFUSG05309.1	OFUSG05309.1.p1
GENE.OFUSG05314.1~~OFUSG05314.1	OFUSG05314.1.p1
GENE.OFUSG05317.2~~OFUSG05317.2	OFUSG05317.2.p1
GENE.OFUSG05321.1~~OFUSG05321.1	OFUSG05321.1.p1
GENE.OFUSG05323.1~~OFUSG05323.1	OFUSG05323.1.p1
GENE.OFUSG05328.1~~OFUSG05328.1	OFUSG05328.1.p1
GENE.OFUSG05333.1~~OFUSG05333.1	OFUSG05333.1.p1
GENE.OFUSG05333.1~~OFUSG05333.1	OFUSG05333.1.p1
GENE.OFUSG05333.1~~OFUSG05333.1	OFUSG05333.1.p1
GENE.OFUSG05333.1~~OFUSG05333.1	OFUSG05333.1.p1
GENE.OFUSG05334.1~~OFUSG05334.1	OFUSG05334.1.p1
GENE.OFUSG05343.1~~OFUSG05343.1	OFUSG05343.1.p1
GENE.OFUSG05343.1~~OFUSG05343.1	OFUSG05343.1.p1
GENE.OFUSG05344.1~~OFUSG05344.1	OFUSG05344.1.p1
GENE.OFUSG05361.1~~OFUSG05361.1	OFUSG05361.1.p1
GENE.OFUSG05362.1~~OFUSG05362.1	OFUSG05362.1.p1
GENE.OFUSG05380.1~~OFUSG05380.1	OFUSG05380.1.p1
GENE.OFUSG05381.1~~OFUSG05381.1	OFUSG05381.1.p1
GENE.OFUSG05381.1~~OFUSG05381.1	OFUSG05381.1.p1
GENE.OFUSG05381.1~~OFUSG05381.1	OFUSG05381.1.p1
GENE.OFUSG05383.1~~OFUSG05383.1	OFUSG05383.1.p1
GENE.OFUSG05383.1~~OFUSG05383.1	OFUSG05383.1.p1
GENE.OFUSG05388.1~~OFUSG05388.1	OFUSG05388.1.p1
GENE.OFUSG05389.1~~OFUSG05389.1	OFUSG05389.1.p1
GENE.OFUSG05390.1~~OFUSG05390.1	OFUSG05390.1.p1
GENE.OFUSG05394.1~~OFUSG05394.1	OFUSG05394.1.p1
GENE.OFUSG05395.1~~OFUSG05395.1	OFUSG05395.1.p1
GENE.OFUSG05396.1~~OFUSG05396.1	OFUSG05396.1.p1
GENE.OFUSG05404.1~~OFUSG05404.1	OFUSG05404.1.p1
GENE.OFUSG05405.1~~OFUSG05405.1	OFUSG05405.1.p1
GENE.OFUSG05414.1~~OFUSG05414.1	OFUSG05414.1.p1
GENE.OFUSG05422.1~~OFUSG05422.1	OFUSG05422.1.p1
GENE.OFUSG05431.1~~OFUSG05431.1	OFUSG05431.1.p1
GENE.OFUSG05437.1~~OFUSG05437.1	OFUSG05437.1.p1
GENE.OFUSG05438.1~~OFUSG05438.1	OFUSG05438.1.p1
GENE.OFUSG05458.1~~OFUSG05458.1	OFUSG05458.1.p1
GENE.OFUSG05460.1~~OFUSG05460.1	OFUSG05460.1.p1
GENE.OFUSG05471.1~~OFUSG05471.1	OFUSG05471.1.p1
GENE.OFUSG05471.1~~OFUSG05471.1	OFUSG05471.1.p1
GENE.OFUSG05471.1~~OFUSG05471.1	OFUSG05471.1.p1
GENE.OFUSG05471.1~~OFUSG05471.1	OFUSG05471.1.p1
GENE.OFUSG05471.1~~OFUSG05471.1	OFUSG05471.1.p1
GENE.OFUSG05471.1~~OFUSG05471.1	OFUSG05471.1.p1
GENE.OFUSG05471.1~~OFUSG05471.1	OFUSG05471.1.p1
GENE.OFUSG05472.1~~OFUSG05472.1	OFUSG05472.1.p1
GENE.OFUSG05476.1~~OFUSG05476.1	OFUSG05476.1.p1
GENE.OFUSG05480.1~~OFUSG05480.1	OFUSG05480.1.p1
GENE.OFUSG05487.1~~OFUSG05487.1	OFUSG05487.1.p1
GENE.OFUSG05493.1~~OFUSG05493.1	OFUSG05493.1.p1
GENE.OFUSG05505.1~~OFUSG05505.1	OFUSG05505.1.p1
GENE.OFUSG05513.1~~OFUSG05513.1	OFUSG05513.1.p1
GENE.OFUSG05518.1~~OFUSG05518.1	OFUSG05518.1.p1
GENE.OFUSG05523.1~~OFUSG05523.1	OFUSG05523.1.p1
GENE.OFUSG05525.1~~OFUSG05525.1	OFUSG05525.1.p1
GENE.OFUSG05525.1~~OFUSG05525.1	OFUSG05525.1.p1
GENE.OFUSG05529.1~~OFUSG05529.1	OFUSG05529.1.p1
GENE.OFUSG05532.1~~OFUSG05532.1	OFUSG05532.1.p1
GENE.OFUSG05535.1~~OFUSG05535.1	OFUSG05535.1.p1
GENE.OFUSG05541.1~~OFUSG05541.1	OFUSG05541.1.p1
GENE.OFUSG05544.1~~OFUSG05544.1	OFUSG05544.1.p2
GENE.OFUSG05545.1~~OFUSG05545.1	OFUSG05545.1.p1
GENE.OFUSG05547.1~~OFUSG05547.1	OFUSG05547.1.p1
GENE.OFUSG05552.1~~OFUSG05552.1	OFUSG05552.1.p1
GENE.OFUSG05556.1~~OFUSG05556.1	OFUSG05556.1.p1
GENE.OFUSG05557.1~~OFUSG05557.1	OFUSG05557.1.p1
GENE.OFUSG05562.1~~OFUSG05562.1	OFUSG05562.1.p1
GENE.OFUSG05564.1~~OFUSG05564.1	OFUSG05564.1.p1
GENE.OFUSG05565.1~~OFUSG05565.1	OFUSG05565.1.p1
GENE.OFUSG05566.1~~OFUSG05566.1	OFUSG05566.1.p1
GENE.OFUSG05567.1~~OFUSG05567.1	OFUSG05567.1.p1
GENE.OFUSG05567.1~~OFUSG05567.1	OFUSG05567.1.p1
GENE.OFUSG05570.1~~OFUSG05570.1	OFUSG05570.1.p1
GENE.OFUSG05571.1~~OFUSG05571.1	OFUSG05571.1.p1
GENE.OFUSG05573.1~~OFUSG05573.1	OFUSG05573.1.p1
GENE.OFUSG05575.1~~OFUSG05575.1	OFUSG05575.1.p1
GENE.OFUSG05576.1~~OFUSG05576.1	OFUSG05576.1.p1
GENE.OFUSG05582.1~~OFUSG05582.1	OFUSG05582.1.p1
GENE.OFUSG05584.1~~OFUSG05584.1	OFUSG05584.1.p1
