AENJA_00004	OFUSG05380.1
AENJA_03585	OFUSG04893.1
AENJA_03586	OFUSG13203.1
AENJA_03606	OFUSG03153.1
AENJA_03618	OFUSG19399.1
AENJA_03621	OFUSG09026.1
AENJA_03622	OFUSG21541.1
AENJA_03627	OFUSG23079.1
AENJA_03632	OFUSG03423.1
AENJA_03639	OFUSG26545.1
AENJA_03642	OFUSG26546.1
AENJA_03646	OFUSG13546.1
AENJA_03651	OFUSG10957.1
AENJA_03655	OFUSG01046.1
AENJA_03660	OFUSG01075.1
AENJA_03668	OFUSG15843.1
AENJA_03679	OFUSG00580.1
AENJA_03692	OFUSG13828.1
AENJA_03697	OFUSG07781.1
AENJA_03699	OFUSG05205.1
AENJA_03702	OFUSG25735.1
AENJA_03710	OFUSG08719.1
AENJA_03712	OFUSG09833.1
AENJA_03715	OFUSG08560.1
AENJA_03733	OFUSG19684.1
AENJA_03748	OFUSG17971.1
AENJA_03749	OFUSG00878.1
AENJA_03754	OFUSG18630.1
AENJA_03755	OFUSG11182.1
AENJA_03758	OFUSG23671.1
AENJA_03761	OFUSG17282.1
AENJA_03762	OFUSG23637.1
AENJA_03763	OFUSG13174.1
AENJA_03765	OFUSG25695.1
AENJA_03765	OFUSG25696.1
AENJA_03781	OFUSG08932.1
AENJA_03781	OFUSG08933.1
AENJA_03781	OFUSG13931.1
AENJA_03781	OFUSG15614.1
AENJA_03781	OFUSG17346.1
AENJA_03781	OFUSG22482.1
AENJA_03781	OFUSG22690.1
AENJA_03781	OFUSG22778.1
AENJA_03782	OFUSG05700.1
AENJA_03784	OFUSG18982.1
AENJA_03785	OFUSG06342.1
AENJA_03787	OFUSG06885.1
AENJA_03792	OFUSG07448.1
AENJA_03793	OFUSG02004.1
AENJA_03794	OFUSG08418.1
AENJA_03797	OFUSG07116.1
AENJA_03798	OFUSG07230.1
AENJA_03802	OFUSG05596.1
AENJA_03824	OFUSG20178.1
AENJA_03826	OFUSG20181.1
AENJA_03830	OFUSG07720.1
AENJA_03833	OFUSG23418.1
AENJA_03838	OFUSG14476.1
AENJA_03845	OFUSG22451.1
AENJA_03846	OFUSG22331.1
AENJA_03867	OFUSG06637.1
AENJA_03867	OFUSG12844.1
AENJA_03876	OFUSG05802.1
AENJA_03876	OFUSG11508.1
AENJA_03877	OFUSG10243.1
AENJA_03879	OFUSG17852.1
AENJA_03880	OFUSG17853.1
AENJA_03881	OFUSG21101.1
AENJA_03888	OFUSG02524.1
AENJA_03889	OFUSG02067.1
AENJA_03890	OFUSG02085.1
AENJA_03894	OFUSG15829.1
AENJA_03899	OFUSG21144.1
AENJA_03899	OFUSG21145.1
AENJA_03902	OFUSG06066.1
AENJA_03903	OFUSG06024.1
AENJA_03922	OFUSG26238.1
AENJA_03923	OFUSG25400.1
AENJA_03926	OFUSG08198.1
AENJA_03927	OFUSG26215.1
AENJA_03934	OFUSG03013.1
AENJA_03935	OFUSG23932.1
AENJA_03936	OFUSG01404.1
AENJA_03936	OFUSG01409.1
AENJA_03937	OFUSG01404.1
AENJA_03937	OFUSG01409.1
AENJA_03938	OFUSG02889.1
AENJA_03947	OFUSG06804.1
AENJA_03948	OFUSG06269.1
AENJA_03952	OFUSG20376.1
AENJA_03954	OFUSG04836.1
AENJA_03955	OFUSG23106.1
AENJA_03956	OFUSG20727.1
AENJA_03958	OFUSG05096.1
AENJA_03974	OFUSG19341.1
AENJA_03975	OFUSG22747.1
AENJA_03989	OFUSG01001.1
AENJA_03989	OFUSG18593.1
AENJA_03995	OFUSG00468.1
AENJA_03996	OFUSG00062.1
AENJA_03998	OFUSG20642.1
AENJA_03999	OFUSG01761.1
AENJA_04000	OFUSG21190.1
AENJA_04014	OFUSG12266.1
AENJA_04015	OFUSG00759.1
AENJA_04019	OFUSG25501.1
AENJA_04020	OFUSG00866.1
AENJA_04024	OFUSG24707.1
AENJA_04025	OFUSG06714.1
AENJA_04025	OFUSG08681.1
AENJA_04025	OFUSG15094.1
AENJA_04027	OFUSG06714.1
AENJA_04027	OFUSG08681.1
AENJA_04027	OFUSG15094.1
AENJA_04028	OFUSG06714.1
AENJA_04028	OFUSG08681.1
AENJA_04028	OFUSG15094.1
AENJA_04030	OFUSG24708.1
AENJA_04031	OFUSG07800.1
AENJA_04034	OFUSG05362.1
AENJA_04035	OFUSG22790.1
AENJA_04038	OFUSG05291.1
AENJA_04039	OFUSG25921.1
AENJA_04040	OFUSG20779.1
AENJA_04057	OFUSG24821.1
AENJA_04073	OFUSG16677.1
AENJA_04083	OFUSG23603.1
AENJA_04085	OFUSG25454.1
AENJA_04088	OFUSG20587.1
AENJA_04091	OFUSG26862.1
AENJA_04092	OFUSG06832.1
AENJA_04107	OFUSG23223.1
AENJA_04108	OFUSG10392.1
AENJA_04110	OFUSG12396.1
AENJA_04150	OFUSG17632.1
AENJA_04151	OFUSG26451.1
AENJA_04167	OFUSG25056.2
AENJA_04172	OFUSG25265.1
AENJA_04180	OFUSG04065.1
AENJA_04181	OFUSG23473.1
AENJA_04195	OFUSG09109.1
AENJA_04201	OFUSG10276.1
AENJA_04204	OFUSG11096.1
AENJA_04207	OFUSG11045.1
AENJA_04208	OFUSG18535.1
AENJA_04209	OFUSG10803.1
AENJA_04212	OFUSG11925.1
AENJA_04216	OFUSG25222.1
AENJA_04223	OFUSG18295.1
AENJA_04224	OFUSG10131.1
AENJA_04226	OFUSG10371.1
AENJA_04228	OFUSG17878.1
AENJA_04230	OFUSG11081.1
AENJA_04234	OFUSG10415.2
AENJA_04242	OFUSG18208.1
AENJA_04245	OFUSG10348.1
AENJA_04246	OFUSG10649.1
AENJA_04250	OFUSG22805.1
AENJA_04250	OFUSG24268.1
AENJA_04258	OFUSG20873.1
AENJA_04269	OFUSG07443.2
AENJA_04274	OFUSG01032.1
AENJA_04275	OFUSG06593.1
AENJA_04276	OFUSG08181.1
AENJA_04282	OFUSG00774.1
AENJA_04284	OFUSG08975.1
AENJA_04284	OFUSG16442.1
AENJA_04285	OFUSG00773.1
AENJA_04298	OFUSG00911.1
AENJA_04300	OFUSG10945.1
AENJA_04307	OFUSG13684.1
AENJA_04315	OFUSG06087.1
AENJA_04316	OFUSG09857.1
AENJA_04323	OFUSG23292.1
AENJA_04332	OFUSG22612.1
AENJA_04333	OFUSG22958.1
AENJA_04353	OFUSG18029.1
AENJA_04354	OFUSG07341.1
AENJA_04365	OFUSG24348.1
AENJA_04367	OFUSG17062.1
AENJA_04397	OFUSG14426.1
AENJA_04399	OFUSG01054.1
AENJA_04401	OFUSG01401.1
AENJA_04402	OFUSG25783.1
AENJA_04417	OFUSG08839.1
AENJA_04431	OFUSG10863.1
AENJA_04433	OFUSG13360.1
AENJA_04438	OFUSG15028.1
AENJA_04445	OFUSG14625.1
AENJA_04451	OFUSG04466.1
AENJA_04455	OFUSG13161.1
AENJA_04456	OFUSG13154.1
AENJA_04459	OFUSG23368.1
AENJA_04461	OFUSG07471.1
AENJA_04473	OFUSG04125.1
AENJA_04474	OFUSG04126.1
AENJA_04476	OFUSG16553.1
AENJA_04478	OFUSG04656.1
AENJA_04479	OFUSG15882.1
AENJA_04481	OFUSG15977.1
AENJA_04490	OFUSG18254.1
AENJA_04491	OFUSG10319.1
AENJA_04494	OFUSG17821.1
AENJA_04495	OFUSG17860.1
AENJA_04496	OFUSG17860.1
AENJA_04499	OFUSG10040.1
AENJA_04501	OFUSG18213.1
AENJA_04503	OFUSG20645.1
AENJA_04507	OFUSG02897.1
AENJA_04525	OFUSG03475.1
AENJA_04527	OFUSG02733.1
AENJA_04544	OFUSG21408.1
AENJA_04545	OFUSG13384.1
AENJA_04549	OFUSG05404.1
AENJA_04550	OFUSG05404.1
AENJA_04553	OFUSG12646.2
AENJA_04554	OFUSG20947.1
AENJA_04555	OFUSG21308.1
AENJA_04571	OFUSG19195.1
AENJA_04574	OFUSG09792.1
AENJA_04576	OFUSG06720.1
AENJA_04591	OFUSG15340.1
AENJA_04592	OFUSG15317.1
AENJA_04594	OFUSG22307.1
AENJA_04612	OFUSG21432.1
AENJA_04613	OFUSG16824.1
AENJA_04615	OFUSG18680.1
AENJA_04616	OFUSG26335.1
AENJA_04617	OFUSG07319.1
AENJA_04619	OFUSG00231.1
AENJA_04619	OFUSG14500.1
AENJA_04629	OFUSG21451.1
AENJA_04630	OFUSG21451.1
AENJA_04632	OFUSG07216.1
AENJA_04632	OFUSG09774.1
AENJA_04632	OFUSG18314.1
AENJA_04632	OFUSG18750.1
AENJA_04632	OFUSG20706.1
AENJA_04632	OFUSG21793.1
AENJA_04632	OFUSG21795.1
AENJA_04632	OFUSG21830.1
AENJA_04632	OFUSG26037.1
AENJA_04636	OFUSG02916.1
AENJA_04638	OFUSG03237.1
AENJA_04650	OFUSG07895.1
AENJA_04651	OFUSG04260.1
AENJA_04653	OFUSG03914.1
AENJA_04655	OFUSG15954.1
AENJA_04665	OFUSG01065.1
AENJA_04666	OFUSG00049.1
AENJA_04673	OFUSG00739.1
AENJA_04675	OFUSG06580.1
AENJA_04676	OFUSG12901.1
AENJA_04677	OFUSG07290.1
AENJA_04677	OFUSG12095.1
AENJA_04677	OFUSG12096.1
AENJA_04677	OFUSG23264.1
AENJA_04683	OFUSG16316.1
AENJA_04694	OFUSG15174.1
AENJA_04695	OFUSG24116.1
AENJA_04696	OFUSG23999.1
AENJA_04697	OFUSG23999.1
AENJA_04698	OFUSG24000.1
AENJA_04699	OFUSG24004.1
AENJA_04702	OFUSG10048.1
AENJA_04703	OFUSG18601.1
AENJA_04712	OFUSG20952.1
AENJA_04717	OFUSG15258.1
AENJA_04718	OFUSG21214.1
AENJA_04721	OFUSG01507.1
AENJA_04725	OFUSG17629.1
AENJA_04728	OFUSG02312.1
AENJA_04731	OFUSG02161.1
AENJA_04732	OFUSG02162.1
AENJA_04736	OFUSG15808.1
AENJA_04755	OFUSG03668.1
AENJA_04769	OFUSG20097.1
AENJA_04770	OFUSG00908.1
AENJA_04777	OFUSG24926.1
AENJA_04786	OFUSG24818.1
AENJA_04787	OFUSG18936.1
AENJA_04788	OFUSG12744.1
AENJA_04789	OFUSG18940.1
AENJA_04793	OFUSG18793.1
AENJA_04794	OFUSG06172.1
AENJA_04814	OFUSG16773.1
AENJA_04817	OFUSG05250.1
AENJA_04818	OFUSG05438.1
AENJA_04821	OFUSG20348.1
AENJA_04823	OFUSG23086.1
AENJA_04824	OFUSG20349.1
AENJA_04830	OFUSG25921.1
AENJA_04832	OFUSG15821.1
AENJA_04833	OFUSG25921.1
AENJA_04835	OFUSG24239.1
AENJA_04839	OFUSG09968.1
AENJA_04842	OFUSG10629.1
AENJA_04847	OFUSG18389.1
AENJA_04853	OFUSG10937.1
AENJA_04854	OFUSG10395.1
AENJA_04856	OFUSG11129.1
AENJA_04857	OFUSG10959.1
AENJA_04862	OFUSG12650.1
AENJA_04866	OFUSG17150.1
AENJA_04871	OFUSG12228.1
AENJA_04890	OFUSG15491.1
AENJA_04914	OFUSG19933.1
AENJA_04936	OFUSG03651.1
AENJA_04939	OFUSG02876.1
AENJA_04941	OFUSG05675.1
AENJA_04962	OFUSG02826.1
AENJA_04963	OFUSG02825.1
AENJA_04965	OFUSG03188.1
AENJA_04965	OFUSG03208.1
AENJA_04965	OFUSG03403.1
AENJA_04965	OFUSG14494.1
AENJA_04965	OFUSG22547.1
AENJA_04967	OFUSG02211.1
AENJA_04991	OFUSG01652.1
AENJA_04994	OFUSG20796.1
AENJA_04996	OFUSG20206.1
AENJA_04999	OFUSG02387.1
AENJA_04999	OFUSG04497.1
AENJA_04999	OFUSG22052.1
AENJA_05001	OFUSG05200.1
AENJA_05002	OFUSG26265.1
AENJA_05019	OFUSG26102.1
AENJA_05025	OFUSG12227.1
AENJA_05029	OFUSG11940.1
AENJA_05035	OFUSG21577.1
AENJA_05057	OFUSG04490.1
AENJA_05082	OFUSG22275.1
AENJA_05087	OFUSG19630.1
AENJA_05088	OFUSG08481.1
AENJA_05091	OFUSG20013.1
AENJA_05094	OFUSG08797.1
AENJA_05096	OFUSG09547.1
AENJA_05104	OFUSG11757.1
AENJA_05120	OFUSG17209.1
AENJA_05123	OFUSG13164.1
AENJA_05142	OFUSG21350.1
AENJA_05148	OFUSG21761.1
AENJA_05149	OFUSG26704.1
AENJA_05151	OFUSG07547.1
AENJA_05152	OFUSG26072.1
AENJA_05158	OFUSG08608.1
AENJA_05175	OFUSG26968.1
AENJA_05175	OFUSG26969.1
AENJA_05175	OFUSG26972.1
AENJA_05175	OFUSG26973.1
AENJA_05178	OFUSG22538.1
AENJA_05181	OFUSG11785.1
AENJA_05182	OFUSG11785.1
AENJA_05186	OFUSG08117.1
AENJA_05186	OFUSG08716.1
AENJA_05189	OFUSG26139.1
AENJA_05191	OFUSG14353.1
AENJA_05192	OFUSG14678.1
AENJA_05221	OFUSG04456.1
AENJA_05221	OFUSG23658.1
AENJA_05227	OFUSG06375.1
AENJA_05229	OFUSG23915.1
AENJA_05231	OFUSG25677.1
AENJA_05241	OFUSG08566.1
AENJA_05242	OFUSG09643.1
AENJA_05243	OFUSG05233.1
AENJA_05243	OFUSG20760.1
AENJA_05244	OFUSG05233.1
AENJA_05244	OFUSG20760.1
AENJA_05248	OFUSG08869.1
AENJA_05254	OFUSG04998.1
AENJA_05255	OFUSG04999.1
AENJA_05267	OFUSG19026.1
AENJA_05269	OFUSG18946.1
AENJA_05270	OFUSG16862.1
AENJA_05271	OFUSG11341.1
AENJA_05272	OFUSG05589.1
AENJA_05277	OFUSG00027.1
AENJA_05278	OFUSG00433.1
AENJA_05279	OFUSG00841.1
AENJA_05280	OFUSG06802.1
AENJA_05288	OFUSG08350.1
AENJA_05306	OFUSG10002.1
AENJA_05306	OFUSG20333.1
AENJA_05319	OFUSG21829.1
AENJA_05320	OFUSG06198.1
AENJA_05320	OFUSG10326.1
AENJA_05325	OFUSG15381.1
AENJA_05329	OFUSG02328.1
AENJA_05330	OFUSG01939.1
AENJA_05337	OFUSG02203.1
AENJA_05368	OFUSG17650.1
AENJA_05372	OFUSG09082.1
AENJA_05376	OFUSG20600.1
AENJA_05377	OFUSG05122.1
AENJA_05381	OFUSG20599.1
AENJA_05383	OFUSG20736.1
AENJA_05396	OFUSG25690.1
AENJA_05398	OFUSG03683.1
AENJA_05400	OFUSG20864.1
AENJA_05402	OFUSG20481.1
AENJA_05403	OFUSG19875.1
AENJA_05405	OFUSG23594.1
AENJA_05432	OFUSG18161.1
AENJA_05433	OFUSG11099.1
AENJA_05437	OFUSG23314.1
AENJA_05439	OFUSG17844.1
AENJA_05440	OFUSG11141.1
AENJA_05445	OFUSG09813.1
AENJA_05446	OFUSG03569.1
AENJA_05447	OFUSG16639.1
AENJA_05457	OFUSG03669.1
AENJA_05458	OFUSG02146.1
AENJA_05460	OFUSG02979.5
AENJA_05461	OFUSG02484.1
AENJA_05468	OFUSG08181.1
AENJA_05469	OFUSG16592.1
AENJA_05471	OFUSG15310.1
AENJA_05471	OFUSG23078.1
AENJA_05472	OFUSG04398.1
AENJA_05486	OFUSG12177.1
AENJA_05489	OFUSG11680.1
AENJA_05490	OFUSG11662.1
AENJA_05502	OFUSG21785.1
AENJA_05503	OFUSG25055.1
AENJA_05505	OFUSG12180.1
AENJA_05506	OFUSG22017.1
AENJA_05510	OFUSG09627.1
AENJA_05512	OFUSG09493.1
AENJA_05517	OFUSG04436.1
AENJA_05521	OFUSG04077.1
AENJA_05549	OFUSG12913.1
AENJA_05555	OFUSG25109.1
AENJA_05558	OFUSG03479.1
AENJA_05558	OFUSG13382.1
AENJA_05562	OFUSG04204.1
AENJA_05567	OFUSG16023.1
AENJA_05569	OFUSG17044.1
AENJA_05570	OFUSG17043.1
AENJA_05573	OFUSG04270.1
AENJA_05574	OFUSG04383.1
AENJA_05577	OFUSG04433.1
AENJA_05594	OFUSG11408.1
AENJA_05595	OFUSG03702.1
AENJA_05598	OFUSG16903.1
AENJA_05610	OFUSG03243.1
AENJA_05610	OFUSG15790.1
AENJA_05619	OFUSG20565.1
AENJA_05620	OFUSG04754.1
AENJA_05624	OFUSG09875.1
AENJA_05625	OFUSG07670.1
AENJA_05630	OFUSG08605.1
AENJA_05632	OFUSG16582.1
AENJA_05638	OFUSG03951.1
AENJA_05643	OFUSG00809.1
AENJA_05645	OFUSG10344.1
AENJA_05646	OFUSG10345.1
AENJA_05647	OFUSG10535.1
AENJA_05650	OFUSG18364.1
AENJA_05652	OFUSG11100.1
AENJA_05659	OFUSG00363.1
AENJA_05662	OFUSG00916.1
AENJA_05663	OFUSG00348.1
AENJA_05672	OFUSG01215.1
AENJA_05676	OFUSG17136.1
AENJA_05680	OFUSG24725.1
AENJA_05680	OFUSG24726.1
AENJA_05692	OFUSG07063.1
AENJA_05704	OFUSG10926.1
AENJA_05710	OFUSG07216.1
AENJA_05710	OFUSG09774.1
AENJA_05710	OFUSG18314.1
AENJA_05710	OFUSG18750.1
AENJA_05710	OFUSG20706.1
AENJA_05710	OFUSG21793.1
AENJA_05710	OFUSG21795.1
AENJA_05710	OFUSG21830.1
AENJA_05710	OFUSG26037.1
AENJA_05713	OFUSG18339.1
AENJA_05722	OFUSG05556.1
AENJA_05732	OFUSG02209.1
AENJA_05733	OFUSG02208.1
AENJA_05734	OFUSG02206.1
AENJA_05735	OFUSG12017.1
AENJA_05736	OFUSG00864.1
AENJA_05737	OFUSG04456.1
AENJA_05737	OFUSG23658.1
AENJA_05749	OFUSG02870.1
AENJA_05755	OFUSG04469.1
AENJA_05757	OFUSG01765.1
AENJA_05759	OFUSG00742.1
AENJA_05763	OFUSG07752.1
AENJA_05767	OFUSG12557.1
AENJA_05768	OFUSG12546.1
AENJA_05769	OFUSG21542.1
AENJA_05770	OFUSG12535.1
AENJA_05774	OFUSG24779.1
AENJA_05779	OFUSG10419.1
AENJA_05782	OFUSG07216.1
AENJA_05782	OFUSG09774.1
AENJA_05782	OFUSG18314.1
AENJA_05782	OFUSG18750.1
AENJA_05782	OFUSG20706.1
AENJA_05782	OFUSG21793.1
AENJA_05782	OFUSG21795.1
AENJA_05782	OFUSG21830.1
AENJA_05782	OFUSG26037.1
AENJA_05786	OFUSG07216.1
AENJA_05786	OFUSG09774.1
AENJA_05786	OFUSG18314.1
AENJA_05786	OFUSG18750.1
AENJA_05786	OFUSG20706.1
AENJA_05786	OFUSG21793.1
AENJA_05786	OFUSG21795.1
AENJA_05786	OFUSG21830.1
AENJA_05786	OFUSG26037.1
AENJA_05787	OFUSG07216.1
AENJA_05787	OFUSG09774.1
AENJA_05787	OFUSG18314.1
AENJA_05787	OFUSG18750.1
AENJA_05787	OFUSG20706.1
AENJA_05787	OFUSG21793.1
AENJA_05787	OFUSG21795.1
AENJA_05787	OFUSG21830.1
AENJA_05787	OFUSG26037.1
AENJA_05791	OFUSG01082.1
AENJA_05801	OFUSG12321.1
AENJA_05816	OFUSG16218.1
AENJA_05817	OFUSG15812.1
AENJA_05818	OFUSG16625.1
AENJA_05821	OFUSG04385.1
AENJA_05828	OFUSG13591.1
AENJA_05829	OFUSG21388.1
AENJA_05830	OFUSG25948.1
AENJA_05846	OFUSG11098.1
AENJA_05854	OFUSG02163.1
AENJA_05854	OFUSG24208.1
AENJA_05856	OFUSG02163.1
AENJA_05856	OFUSG24208.1
AENJA_05857	OFUSG02163.1
AENJA_05857	OFUSG24208.1
AENJA_05858	OFUSG04200.1
AENJA_05863	OFUSG12440.1
AENJA_05864	OFUSG11941.1
AENJA_05866	OFUSG12111.1
AENJA_05867	OFUSG12108.1
AENJA_05894	OFUSG18290.1
AENJA_05898	OFUSG10130.1
AENJA_05899	OFUSG10928.1
AENJA_05900	OFUSG17986.1
AENJA_05901	OFUSG10358.1
AENJA_05903	OFUSG24094.1
AENJA_05904	OFUSG22491.1
AENJA_05905	OFUSG15534.1
AENJA_05937	OFUSG26552.1
AENJA_05942	OFUSG13491.1
AENJA_05943	OFUSG13476.1
AENJA_05944	OFUSG09241.1
AENJA_05948	OFUSG05572.1
AENJA_05951	OFUSG05598.1
AENJA_05953	OFUSG07137.1
AENJA_05959	OFUSG06830.1
AENJA_05960	OFUSG00931.1
AENJA_05961	OFUSG08432.1
AENJA_05961	OFUSG19120.1
AENJA_05962	OFUSG06831.1
AENJA_05970	OFUSG06536.1
AENJA_05991	OFUSG18838.1
AENJA_05992	OFUSG05919.1
AENJA_06016	OFUSG11677.1
AENJA_06020	OFUSG11770.1
AENJA_06048	OFUSG24570.1
AENJA_06052	OFUSG15582.1
AENJA_06054	OFUSG04712.1
AENJA_06058	OFUSG11452.1
AENJA_06069	OFUSG07312.1
AENJA_06076	OFUSG08254.1
AENJA_06086	OFUSG06909.1
AENJA_06095	OFUSG25441.1
AENJA_06104	OFUSG09449.1
AENJA_06106	OFUSG24142.1
AENJA_06120	OFUSG02732.1
AENJA_06124	OFUSG02414.1
AENJA_06127	OFUSG01695.1
AENJA_06139	OFUSG11556.1
AENJA_06142	OFUSG19071.1
AENJA_06144	OFUSG11512.1
AENJA_06144	OFUSG11513.1
AENJA_06144	OFUSG11514.1
AENJA_06144	OFUSG16688.1
AENJA_06145	OFUSG11512.1
AENJA_06145	OFUSG11513.1
AENJA_06145	OFUSG11514.1
AENJA_06145	OFUSG16688.1
AENJA_06146	OFUSG13986.1
AENJA_06149	OFUSG13986.1
AENJA_06165	OFUSG04989.1
AENJA_06166	OFUSG20774.1
AENJA_06179	OFUSG10097.1
AENJA_06181	OFUSG05792.1
AENJA_06183	OFUSG26329.1
AENJA_06185	OFUSG02071.1
AENJA_06186	OFUSG26331.1
AENJA_06205	OFUSG19669.1
AENJA_06206	OFUSG09021.1
AENJA_06207	OFUSG09150.1
AENJA_06210	OFUSG08901.1
AENJA_06212	OFUSG26259.1
AENJA_06213	OFUSG15292.1
AENJA_06214	OFUSG22370.1
AENJA_06218	OFUSG22098.1
AENJA_06237	OFUSG17532.1
AENJA_06240	OFUSG09524.1
AENJA_06242	OFUSG13562.1
AENJA_06247	OFUSG08545.1
AENJA_06248	OFUSG19701.1
AENJA_06250	OFUSG11917.1
AENJA_06251	OFUSG20060.2
AENJA_06252	OFUSG12169.1
AENJA_06254	OFUSG25141.1
AENJA_06266	OFUSG02608.1
AENJA_06268	OFUSG21917.1
AENJA_06272	OFUSG11461.1
AENJA_06275	OFUSG11299.1
AENJA_06276	OFUSG25740.1
AENJA_06280	OFUSG04844.1
AENJA_06300	OFUSG10032.1
AENJA_06301	OFUSG10062.1
AENJA_06307	OFUSG17784.1
AENJA_06312	OFUSG03431.1
AENJA_06321	OFUSG16970.1
AENJA_06344	OFUSG09635.1
AENJA_06345	OFUSG06070.1
AENJA_06346	OFUSG06644.1
AENJA_06347	OFUSG20141.1
AENJA_06350	OFUSG18550.2
AENJA_06380	OFUSG24408.1
AENJA_06381	OFUSG15397.1
AENJA_06388	OFUSG10192.1
AENJA_06389	OFUSG10671.1
AENJA_06390	OFUSG10673.1
AENJA_06393	OFUSG10760.1
AENJA_06396	OFUSG18184.1
AENJA_06399	OFUSG22939.1
AENJA_06407	OFUSG09611.1
AENJA_06434	OFUSG22264.1
AENJA_06435	OFUSG05395.1
AENJA_06436	OFUSG05214.1
AENJA_06437	OFUSG05213.1
AENJA_06439	OFUSG00204.1
AENJA_06440	OFUSG23142.1
AENJA_06465	OFUSG17363.1
AENJA_06468	OFUSG06876.1
AENJA_06472	OFUSG06518.1
AENJA_06473	OFUSG06537.1
AENJA_06474	OFUSG06396.1
AENJA_06476	OFUSG06704.1
AENJA_06477	OFUSG04391.1
AENJA_06489	OFUSG01024.1
AENJA_06489	OFUSG13234.1
AENJA_06489	OFUSG23754.1
AENJA_06491	OFUSG15438.1
AENJA_06492	OFUSG07216.1
AENJA_06492	OFUSG09774.1
AENJA_06492	OFUSG18314.1
AENJA_06492	OFUSG18750.1
AENJA_06492	OFUSG20706.1
AENJA_06492	OFUSG21793.1
AENJA_06492	OFUSG21795.1
AENJA_06492	OFUSG21830.1
AENJA_06492	OFUSG26037.1
AENJA_06495	OFUSG06780.1
AENJA_06501	OFUSG06780.1
AENJA_06507	OFUSG19657.1
AENJA_06518	OFUSG23390.1
AENJA_06544	OFUSG21471.1
AENJA_06545	OFUSG17294.1
AENJA_06546	OFUSG20951.1
AENJA_06551	OFUSG24299.1
AENJA_06554	OFUSG15200.1
AENJA_06554	OFUSG23505.1
AENJA_06561	OFUSG24015.1
AENJA_06562	OFUSG16767.1
AENJA_06562	OFUSG22701.1
AENJA_06564	OFUSG03607.1
AENJA_06566	OFUSG15456.1
AENJA_06571	OFUSG21479.1
AENJA_06576	OFUSG23435.1
AENJA_06577	OFUSG24171.1
AENJA_06588	OFUSG06457.1
AENJA_06589	OFUSG06834.1
AENJA_06594	OFUSG06601.1
AENJA_06598	OFUSG09067.1
AENJA_06617	OFUSG05336.1
AENJA_06618	OFUSG06753.1
AENJA_06622	OFUSG21629.1
AENJA_06624	OFUSG04319.1
AENJA_06627	OFUSG06934.1
AENJA_06632	OFUSG06933.1
AENJA_06646	OFUSG06503.1
AENJA_06650	OFUSG21412.1
AENJA_06655	OFUSG12917.1
AENJA_06656	OFUSG21180.1
AENJA_06665	OFUSG15315.1
AENJA_06670	OFUSG13252.1
AENJA_06671	OFUSG08219.1
AENJA_06674	OFUSG21355.1
AENJA_06675	OFUSG12780.1
AENJA_06689	OFUSG02492.1
AENJA_06694	OFUSG21427.1
AENJA_06695	OFUSG23322.1
AENJA_06697	OFUSG17508.1
AENJA_06698	OFUSG17507.1
AENJA_06703	OFUSG21383.1
AENJA_06711	OFUSG17622.1
AENJA_06717	OFUSG10554.1
AENJA_06720	OFUSG21804.1
AENJA_06721	OFUSG21804.1
AENJA_06724	OFUSG09941.1
AENJA_06725	OFUSG10389.1
AENJA_06729	OFUSG09472.1
AENJA_06731	OFUSG09567.1
AENJA_06732	OFUSG08472.1
AENJA_06745	OFUSG12256.1
AENJA_06748	OFUSG25210.1
AENJA_06749	OFUSG20795.1
AENJA_06751	OFUSG11486.1
AENJA_06754	OFUSG24299.3
AENJA_06755	OFUSG11347.1
AENJA_06761	OFUSG12657.1
AENJA_06764	OFUSG16464.1
AENJA_06780	OFUSG09270.1
AENJA_06782	OFUSG20057.1
AENJA_06786	OFUSG20059.1
AENJA_06794	OFUSG04365.1
AENJA_06795	OFUSG21919.1
AENJA_06798	OFUSG00869.1
AENJA_06814	OFUSG26832.1
AENJA_06815	OFUSG12259.1
AENJA_06816	OFUSG25301.1
AENJA_06828	OFUSG04380.1
AENJA_06830	OFUSG26598.1
AENJA_06831	OFUSG09088.1
AENJA_06846	OFUSG17940.1
AENJA_06847	OFUSG00337.1
AENJA_06848	OFUSG20587.1
AENJA_06849	OFUSG00084.1
AENJA_06854	OFUSG05537.1
AENJA_06854	OFUSG11754.1
AENJA_06854	OFUSG11874.1
AENJA_06854	OFUSG11888.1
AENJA_06854	OFUSG11894.1
AENJA_06861	OFUSG18867.1
AENJA_06862	OFUSG18866.1
AENJA_06866	OFUSG04432.1
AENJA_06897	OFUSG14221.1
AENJA_06904	OFUSG07600.1
AENJA_06905	OFUSG08028.1
AENJA_06906	OFUSG07280.1
AENJA_06908	OFUSG11735.1
AENJA_06922	OFUSG21702.1
AENJA_06926	OFUSG09464.1
AENJA_06933	OFUSG12518.1
AENJA_06959	OFUSG13799.1
AENJA_06970	OFUSG19344.1
AENJA_06971	OFUSG06947.1
AENJA_06982	OFUSG10872.1
AENJA_06984	OFUSG19656.1
AENJA_07007	OFUSG16451.1
AENJA_07016	OFUSG05150.1
AENJA_07017	OFUSG20354.1
AENJA_07020	OFUSG23192.1
AENJA_07022	OFUSG20501.1
AENJA_07023	OFUSG20353.1
AENJA_07025	OFUSG09411.1
AENJA_07026	OFUSG20154.1
AENJA_07027	OFUSG19840.1
