TCONS_00000016	BRALA21886
TCONS_00008856	BRALA01359
TCONS_00008858	BRALA03348
TCONS_00008889	BRALA16141
TCONS_00008904	BRALA22405
TCONS_00008906	BRALA22400
TCONS_00008916	BRALA17641
TCONS_00008938	BRALA03354
TCONS_00008942	BRALA03311
TCONS_00008966	BRALA03259
TCONS_00008967	BRALA03282
TCONS_00008978	BRALA24763
TCONS_00009001	BRALA17669
TCONS_00009003	BRALA03213
TCONS_00009004	BRALA19538
TCONS_00009015	BRALA26575
TCONS_00009021	BRALA26571
TCONS_00009039	BRALA03218
TCONS_00009041	BRALA34238
TCONS_00009042	BRALA20080
TCONS_00009052	BRALA24539
TCONS_00009097	BRALA02458
TCONS_00009119	BRALA27221
TCONS_00009144	BRALA20555
TCONS_00009152	BRALA19091
TCONS_00009159	BRALA22029
TCONS_00009163	BRALA26585
TCONS_00009173	BRALA19110
TCONS_00009177	BRALA20571
TCONS_00009178	BRALA00510
TCONS_00009190	BRALA19370
TCONS_00009191	BRALA19970
TCONS_00009192	BRALA29428
TCONS_00009199	BRALA03369
TCONS_00009201	BRALA03267
TCONS_00009221	BRALA17098
TCONS_00009240	BRALA17621
TCONS_00009273	BRALA21225
TCONS_00009274	BRALA03067
TCONS_00009277	BRALA22679
TCONS_00009288	BRALA27308
TCONS_00009293	BRALA13532
TCONS_00009296	BRALA13678
TCONS_00009299	BRALA03374
TCONS_00009302	BRALA31604
TCONS_00009304	BRALA12484
TCONS_00009322	BRALA20223
TCONS_00009331	BRALA19064
TCONS_00009333	BRALA03335
TCONS_00009339	BRALA01059
TCONS_00009340	BRALA03119
TCONS_00009341	BRALA03391
TCONS_00009342	BRALA15105
TCONS_00009348	BRALA33770
TCONS_00009350	BRALA29236
TCONS_00009351	BRALA24112
TCONS_00009364	BRALA28889
TCONS_00009366	BRALA28896
TCONS_00009369	BRALA12527
TCONS_00009372	BRALA25386
TCONS_00009375	BRALA12442
TCONS_00009390	BRALA03274
TCONS_00009396	BRALA16505
TCONS_00009397	BRALA26595
TCONS_00009433	BRALA03214
TCONS_00009435	BRALA20003
TCONS_00009445	BRALA03082
TCONS_00009453	BRALA20551
TCONS_00009505	BRALA34158
TCONS_00009506	BRALA24717
TCONS_00009510	BRALA20466
TCONS_00009517	BRALA17437
TCONS_00009527	BRALA10784
TCONS_00009528	BRALA31220
TCONS_00009534	BRALA32024
TCONS_00009543	BRALA35146
TCONS_00009545	BRALA24710
TCONS_00009548	BRALA24698
TCONS_00009559	BRALA31906
TCONS_00009576	BRALA15217
TCONS_00009578	BRALA21518
TCONS_00009581	BRALA30971
TCONS_00009583	BRALA11947
TCONS_00009606	BRALA20875
TCONS_00009607	BRALA20868
TCONS_00009612	BRALA20867
TCONS_00009622	BRALA20863
TCONS_00009626	BRALA18359
TCONS_00009629	BRALA11924
TCONS_00009633	BRALA20550
TCONS_00009638	BRALA30305
TCONS_00009645	BRALA12796
TCONS_00009649	BRALA23441
TCONS_00009651	BRALA30737
TCONS_00009654	BRALA23445
TCONS_00009655	BRALA23447
TCONS_00009657	BRALA23450
TCONS_00009660	BRALA25932
TCONS_00009663	BRALA20854
TCONS_00009676	BRALA22301
TCONS_00009686	BRALA17389
TCONS_00009689	BRALA30788
TCONS_00009691	BRALA30793
TCONS_00009697	BRALA30313
TCONS_00009705	BRALA31037
TCONS_00009710	BRALA24107
TCONS_00009714	BRALA35097
TCONS_00009722	BRALA32999
TCONS_00009724	BRALA30364
TCONS_00009730	BRALA12040
TCONS_00009731	BRALA12039
TCONS_00009739	BRALA24115
TCONS_00009740	BRALA24117
TCONS_00009756	BRALA34708
TCONS_00009757	BRALA13344
TCONS_00009774	BRALA25110
TCONS_00009775	BRALA02130
TCONS_00009784	BRALA18873
TCONS_00009786	BRALA10897
TCONS_00009804	BRALA22300
TCONS_00009806	BRALA30531
TCONS_00009811	BRALA30166
TCONS_00009819	BRALA21389
TCONS_00009827	BRALA13529
TCONS_00009840	BRALA21576
TCONS_00009844	BRALA21572
TCONS_00009849	BRALA20897
TCONS_00009850	BRALA31052
TCONS_00009854	BRALA31449
TCONS_00009857	BRALA05101
TCONS_00009862	BRALA21836
TCONS_00009863	BRALA15224
TCONS_00009864	BRALA13428
TCONS_00009865	BRALA13425
TCONS_00009868	BRALA22780
TCONS_00009876	BRALA24420
TCONS_00009885	BRALA11934
TCONS_00009887	BRALA11932
TCONS_00009893	BRALA22268
TCONS_00009899	BRALA22272
TCONS_00009905	BRALA22276
TCONS_00009909	BRALA18879
TCONS_00009918	BRALA25017
TCONS_00009920	BRALA15268
TCONS_00009925	BRALA18901
TCONS_00009928	BRALA21177
TCONS_00009943	BRALA12028
TCONS_00009953	BRALA27237
TCONS_00009958	BRALA12061
TCONS_00009959	BRALA12063
TCONS_00009967	BRALA25961
TCONS_00009970	BRALA22489
TCONS_00009974	BRALA23434
TCONS_00010023	BRALA08220
TCONS_00010036	BRALA28149
TCONS_00010043	BRALA31053
TCONS_00010045	BRALA30159
TCONS_00010055	BRALA11917
TCONS_00010057	BRALA22585
TCONS_00010058	BRALA22583
TCONS_00010067	BRALA25968
TCONS_00010068	BRALA25966
TCONS_00010070	BRALA22578
TCONS_00010081	BRALA24430
TCONS_00010085	BRALA22478
TCONS_00010086	BRALA24431
TCONS_00010089	BRALA22281
TCONS_00010095	BRALA13415
TCONS_00010097	BRALA17416
TCONS_00010102	BRALA11918
TCONS_00010106	BRALA21471
TCONS_00010109	BRALA21470
TCONS_00010118	BRALA26946
TCONS_00010119	BRALA26951
TCONS_00010127	BRALA18892
TCONS_00010135	BRALA04716
TCONS_00010138	BRALA22109
TCONS_00010139	BRALA12058
TCONS_00010143	BRALA13385
TCONS_00010164	BRALA25704
TCONS_00010171	BRALA29467
TCONS_00010173	BRALA10823
TCONS_00010188	BRALA34455
TCONS_00010189	BRALA30218
TCONS_00010190	BRALA10671
TCONS_00010194	BRALA17772
TCONS_00010201	BRALA28077
TCONS_00010207	BRALA03320
TCONS_00010208	BRALA20563
TCONS_00010218	BRALA07851
TCONS_00010219	BRALA24133
TCONS_00010222	BRALA24991
TCONS_00010223	BRALA00457
TCONS_00010232	BRALA03208
TCONS_00010247	BRALA34076
TCONS_00010253	BRALA24668
TCONS_00010254	BRALA20018
TCONS_00010267	BRALA20898
TCONS_00010281	BRALA13359
TCONS_00010287	BRALA20689
TCONS_00010302	BRALA30469
TCONS_00010304	BRALA26160
TCONS_00010320	BRALA29135
TCONS_00010329	BRALA32102
TCONS_00010333	BRALA15203
TCONS_00010334	BRALA05405
TCONS_00010367	BRALA22621
TCONS_00010379	BRALA24702
TCONS_00010397	BRALA22285
TCONS_00010398	BRALA04754
TCONS_00010399	BRALA17382
TCONS_00010401	BRALA21579
TCONS_00010403	BRALA22620
TCONS_00010418	BRALA24114
TCONS_00010423	BRALA16422
TCONS_00010425	BRALA23439
TCONS_00010435	BRALA22114
TCONS_00010436	BRALA22113
TCONS_00010439	BRALA26127
TCONS_00010442	BRALA31282
TCONS_00010453	BRALA28911
TCONS_00010455	BRALA06054
TCONS_00010464	BRALA21484
TCONS_00010472	BRALA13325
TCONS_00010481	BRALA10108
TCONS_00010489	BRALA26113
TCONS_00010492	BRALA13327
TCONS_00010494	BRALA17393
TCONS_00010499	BRALA28843
TCONS_00010500	BRALA11975
TCONS_00010501	BRALA29210
TCONS_00010503	BRALA21514
TCONS_00010515	BRALA17398
TCONS_00010518	BRALA17395
TCONS_00010522	BRALA10899
TCONS_00010530	BRALA05237
TCONS_00010534	BRALA15362
TCONS_00010537	BRALA26115
TCONS_00010544	BRALA15179
TCONS_00010575	BRALA23470
TCONS_00010576	BRALA23468
TCONS_00010577	BRALA23466
TCONS_00010595	BRALA24332
TCONS_00010597	BRALA13378
TCONS_00010599	BRALA13377
TCONS_00010612	BRALA34803
TCONS_00010636	BRALA22645
TCONS_00010642	BRALA22637
TCONS_00010643	BRALA22635
TCONS_00010646	BRALA19295
TCONS_00010647	BRALA20879
TCONS_00010677	BRALA21601
TCONS_00010685	BRALA13330
TCONS_00010698	BRALA18862
TCONS_00010700	BRALA20859
TCONS_00010701	BRALA20858
TCONS_00010710	BRALA26151
TCONS_00010725	BRALA30972
TCONS_00010731	BRALA31287
TCONS_00010737	BRALA15805
TCONS_00010741	BRALA24121
TCONS_00010742	BRALA26251
TCONS_00010746	BRALA30882
TCONS_00010760	BRALA25945
TCONS_00010763	BRALA29450
TCONS_00010764	BRALA15251
TCONS_00010767	BRALA10803
TCONS_00010768	BRALA19099
TCONS_00010774	BRALA22261
TCONS_00010777	BRALA29571
TCONS_00010779	BRALA31219
TCONS_00010780	BRALA10007
TCONS_00010782	BRALA28908
TCONS_00010786	BRALA28914
TCONS_00010802	BRALA22526
TCONS_00010805	BRALA28939
TCONS_00010824	BRALA19800
TCONS_00010827	BRALA10194
TCONS_00010837	BRALA10884
TCONS_00010843	BRALA26941
TCONS_00010846	BRALA15502
TCONS_00010852	BRALA01142
TCONS_00010864	BRALA03134
TCONS_00010891	BRALA13301
TCONS_00010892	BRALA13355
TCONS_00010908	BRALA25891
TCONS_00010926	BRALA13347
TCONS_00010929	BRALA13349
TCONS_00010930	BRALA26231
TCONS_00010936	BRALA25124
TCONS_00010944	BRALA17839
TCONS_00010955	BRALA10765
TCONS_00010956	BRALA29449
TCONS_00010959	BRALA22497
TCONS_00010962	BRALA12036
TCONS_00010968	BRALA23451
TCONS_00010970	BRALA25933
TCONS_00010972	BRALA20855
TCONS_00010978	BRALA21473
TCONS_00010986	BRALA30155
TCONS_00010993	BRALA13321
TCONS_00010994	BRALA20894
TCONS_00011016	BRALA17388
TCONS_00011017	BRALA17390
TCONS_00011020	BRALA29567
TCONS_00011023	BRALA08689
TCONS_00011027	BRALA30312
TCONS_00011028	BRALA22631
TCONS_00011040	BRALA14076
TCONS_00011047	BRALA15184
TCONS_00011049	BRALA31035
TCONS_00011052	BRALA22628
TCONS_00011057	BRALA21586
TCONS_00011061	BRALA30365
TCONS_00011065	BRALA33414
TCONS_00011069	BRALA01387
TCONS_00011075	BRALA12041
TCONS_00011077	BRALA32099
TCONS_00011079	BRALA13408
TCONS_00011082	BRALA22504
TCONS_00011083	BRALA24118
TCONS_00011084	BRALA22294
TCONS_00011107	BRALA25109
TCONS_00011108	BRALA25111
TCONS_00011117	BRALA13308
TCONS_00011132	BRALA18872
TCONS_00011143	BRALA21202
TCONS_00011155	BRALA21577
TCONS_00011160	BRALA21573
TCONS_00011173	BRALA31050
TCONS_00011180	BRALA29818
TCONS_00011182	BRALA31450
TCONS_00011183	BRALA24134
TCONS_00011184	BRALA25784
TCONS_00011202	BRALA11968
TCONS_00011216	BRALA11933
TCONS_00011219	BRALA22270
TCONS_00011220	BRALA22277
TCONS_00011225	BRALA18880
TCONS_00011247	BRALA15239
TCONS_00011250	BRALA15267
TCONS_00011254	BRALA13419
TCONS_00011260	BRALA13421
TCONS_00011309	BRALA22506
TCONS_00011317	BRALA25780
TCONS_00011322	BRALA14968
TCONS_00011333	BRALA22115
TCONS_00011334	BRALA22485
TCONS_00011336	BRALA22487
TCONS_00011341	BRALA23127
TCONS_00011369	BRALA10905
TCONS_00011395	BRALA31055
TCONS_00011396	BRALA29141
TCONS_00011399	BRALA30160
TCONS_00011402	BRALA11916
TCONS_00011403	BRALA20032
TCONS_00011408	BRALA22582
TCONS_00011432	BRALA24432
TCONS_00011438	BRALA22283
TCONS_00011439	BRALA32232
TCONS_00011447	BRALA13412
TCONS_00011457	BRALA29136
TCONS_00011470	BRALA33927
TCONS_00011480	BRALA17425
TCONS_00011482	BRALA29446
TCONS_00011485	BRALA18893
TCONS_00011486	BRALA13405
TCONS_00011489	BRALA00439
TCONS_00011491	BRALA24994
TCONS_00011493	BRALA24995
TCONS_00011524	BRALA22299
TCONS_00011526	BRALA22108
TCONS_00011537	BRALA12057
TCONS_00011541	BRALA13386
TCONS_00011546	BRALA05421
TCONS_00011551	BRALA21195
TCONS_00011552	BRALA25705
TCONS_00011573	BRALA22516
TCONS_00011575	BRALA10830
TCONS_00011576	BRALA10832
TCONS_00011577	BRALA10834
TCONS_00011578	BRALA24263
TCONS_00011579	BRALA26144
TCONS_00011581	BRALA26148
TCONS_00011590	BRALA15229
TCONS_00011596	BRALA15234
TCONS_00011598	BRALA15238
TCONS_00011599	BRALA31649
TCONS_00011602	BRALA11796
TCONS_00011605	BRALA28068
TCONS_00011607	BRALA13293
TCONS_00011608	BRALA13287
TCONS_00011609	BRALA17877
TCONS_00011618	BRALA23415
TCONS_00011638	BRALA11775
TCONS_00011639	BRALA20899
TCONS_00011640	BRALA22125
TCONS_00011644	BRALA20760
TCONS_00011650	BRALA26159
TCONS_00011651	BRALA25583
TCONS_00011653	BRALA24417
TCONS_00011656	BRALA26138
TCONS_00011667	BRALA13353
TCONS_00011681	BRALA32101
TCONS_00011682	BRALA15204
TCONS_00011685	BRALA15202
TCONS_00011695	BRALA22622
TCONS_00011706	BRALA21570
TCONS_00011709	BRALA22286
TCONS_00011713	BRALA31280
TCONS_00011717	BRALA22505
TCONS_00011725	BRALA17379
TCONS_00011731	BRALA15145
TCONS_00011736	BRALA31285
TCONS_00011739	BRALA26945
TCONS_00011783	BRALA26128
TCONS_00011797	BRALA31283
TCONS_00011823	BRALA28913
TCONS_00011826	BRALA20886
TCONS_00011835	BRALA13324
TCONS_00011837	BRALA24693
TCONS_00011843	BRALA26114
TCONS_00011874	BRALA28842
TCONS_00011878	BRALA28844
TCONS_00011881	BRALA11978
TCONS_00011884	BRALA08827
TCONS_00011888	BRALA09730
TCONS_00011898	BRALA20853
TCONS_00011902	BRALA17399
TCONS_00011904	BRALA10900
TCONS_00011911	BRALA29569
TCONS_00011930	BRALA35024
TCONS_00011932	BRALA28848
TCONS_00011946	BRALA31413
TCONS_00011963	BRALA21564
TCONS_00011972	BRALA24711
TCONS_00011974	BRALA23469
TCONS_00011977	BRALA23463
TCONS_00011982	BRALA23461
TCONS_00011983	BRALA30383
TCONS_00012025	BRALA28962
TCONS_00012035	BRALA22638
TCONS_00012048	BRALA08979
TCONS_00012111	BRALA28845
TCONS_00012124	BRALA25927
TCONS_00012131	BRALA26122
TCONS_00012132	BRALA26124
TCONS_00012134	BRALA30884
TCONS_00012140	BRALA25943
TCONS_00012148	BRALA24418
TCONS_00012152	BRALA15252
TCONS_00012175	BRALA30304
TCONS_00012181	BRALA30311
TCONS_00012190	BRALA25707
TCONS_00012193	BRALA10822
TCONS_00012194	BRALA24713
TCONS_00012197	BRALA22528
TCONS_00012205	BRALA17808
TCONS_00012209	BRALA26241
TCONS_00012213	BRALA26246
TCONS_00012253	BRALA06346
TCONS_00012257	BRALA15150
TCONS_00012263	BRALA06389
TCONS_00012270	BRALA10440
TCONS_00012280	BRALA25353
TCONS_00012283	BRALA06505
TCONS_00012295	BRALA06358
TCONS_00012297	BRALA24149
TCONS_00012308	BRALA16772
TCONS_00012313	BRALA16748
TCONS_00012314	BRALA23048
TCONS_00012320	BRALA06297
TCONS_00012321	BRALA15014
TCONS_00012327	BRALA10447
TCONS_00012331	BRALA13067
TCONS_00012335	BRALA01126
TCONS_00012337	BRALA06449
TCONS_00012359	BRALA22588
TCONS_00012360	BRALA23022
TCONS_00012363	BRALA26542
TCONS_00012405	BRALA13955
TCONS_00012415	BRALA06337
TCONS_00012416	BRALA06408
TCONS_00012473	BRALA16715
TCONS_00012475	BRALA16716
TCONS_00012480	BRALA11205
TCONS_00012482	BRALA10433
TCONS_00012484	BRALA15727
TCONS_00012511	BRALA16767
TCONS_00012512	BRALA19496
TCONS_00012515	BRALA33911
TCONS_00012520	BRALA06362
TCONS_00012554	BRALA23467
TCONS_00012561	BRALA16752
TCONS_00012570	BRALA11236
TCONS_00012571	BRALA11237
TCONS_00012572	BRALA19458
TCONS_00012579	BRALA13068
TCONS_00012580	BRALA26390
TCONS_00012581	BRALA18641
TCONS_00012582	BRALA06537
TCONS_00012584	BRALA06535
TCONS_00012592	BRALA06275
TCONS_00012593	BRALA06276
TCONS_00012597	BRALA11233
TCONS_00012602	BRALA30174
TCONS_00012617	BRALA11148
TCONS_00012618	BRALA11134
TCONS_00012622	BRALA18626
TCONS_00012629	BRALA25269
TCONS_00012634	BRALA06241
TCONS_00012637	BRALA06421
TCONS_00012638	BRALA25275
TCONS_00012639	BRALA09014
TCONS_00012646	BRALA16740
TCONS_00012647	BRALA16743
TCONS_00012659	BRALA13113
TCONS_00012662	BRALA11176
TCONS_00012663	BRALA13137
TCONS_00012666	BRALA29438
TCONS_00012688	BRALA04787
TCONS_00012707	BRALA33701
TCONS_00012708	BRALA06366
TCONS_00012712	BRALA11115
TCONS_00012740	BRALA18639
TCONS_00012749	BRALA18646
TCONS_00012754	BRALA18647
TCONS_00012766	BRALA25277
TCONS_00012769	BRALA06218
TCONS_00012770	BRALA26374
TCONS_00012775	BRALA06198
TCONS_00012805	BRALA11245
TCONS_00012810	BRALA06185
TCONS_00012814	BRALA25279
TCONS_00012816	BRALA25284
TCONS_00012821	BRALA13138
TCONS_00012823	BRALA13132
TCONS_00012842	BRALA21871
TCONS_00012859	BRALA06316
TCONS_00012887	BRALA06260
TCONS_00012892	BRALA33773
TCONS_00012896	BRALA08653
TCONS_00012901	BRALA23033
TCONS_00012905	BRALA06348
TCONS_00012910	BRALA21955
TCONS_00012914	BRALA06399
TCONS_00012932	BRALA18602
TCONS_00012946	BRALA06738
TCONS_00012957	BRALA21968
TCONS_00012968	BRALA06725
TCONS_00012970	BRALA06238
TCONS_00012979	BRALA19464
TCONS_00012984	BRALA16482
TCONS_00012993	BRALA06302
TCONS_00012994	BRALA23034
TCONS_00013005	BRALA06257
TCONS_00013016	BRALA13008
TCONS_00013018	BRALA13007
TCONS_00013025	BRALA24158
TCONS_00013032	BRALA11167
TCONS_00013040	BRALA11170
TCONS_00013052	BRALA27306
TCONS_00013063	BRALA06492
TCONS_00013066	BRALA06378
TCONS_00013077	BRALA10408
TCONS_00013094	BRALA10398
TCONS_00013097	BRALA05323
TCONS_00013105	BRALA25289
TCONS_00013112	BRALA13965
TCONS_00013132	BRALA09018
TCONS_00013137	BRALA10385
TCONS_00013139	BRALA23043
TCONS_00013140	BRALA10413
TCONS_00013159	BRALA25028
TCONS_00013160	BRALA18634
TCONS_00013162	BRALA06410
TCONS_00013164	BRALA13959
TCONS_00013171	BRALA16722
TCONS_00013173	BRALA06285
TCONS_00013193	BRALA03589
TCONS_00013200	BRALA23313
TCONS_00013201	BRALA34398
TCONS_00013220	BRALA13998
TCONS_00013222	BRALA05716
TCONS_00013225	BRALA06236
TCONS_00013235	BRALA21976
TCONS_00013244	BRALA06374
TCONS_00013247	BRALA18635
TCONS_00013260	BRALA11196
TCONS_00013270	BRALA06572
TCONS_00013272	BRALA25349
TCONS_00013274	BRALA06578
TCONS_00013279	BRALA25034
TCONS_00013304	BRALA11188
TCONS_00013317	BRALA32128
TCONS_00013319	BRALA18974
TCONS_00013321	BRALA25035
TCONS_00013322	BRALA27971
TCONS_00013327	BRALA19478
TCONS_00013329	BRALA23132
TCONS_00013331	BRALA06531
TCONS_00013336	BRALA14011
TCONS_00013355	BRALA32340
TCONS_00013377	BRALA06532
TCONS_00013378	BRALA25036
TCONS_00013390	BRALA26384
TCONS_00013392	BRALA25286
TCONS_00013395	BRALA13017
TCONS_00013404	BRALA06379
TCONS_00013431	BRALA06504
TCONS_00013455	BRALA06359
TCONS_00013458	BRALA23050
TCONS_00013464	BRALA19511
TCONS_00013472	BRALA19507
TCONS_00013477	BRALA21970
TCONS_00013487	BRALA13021
TCONS_00013489	BRALA26648
TCONS_00013494	BRALA26163
TCONS_00013496	BRALA06516
TCONS_00013500	BRALA00326
TCONS_00013519	BRALA06437
TCONS_00013521	BRALA23035
TCONS_00013524	BRALA04726
TCONS_00013530	BRALA28701
TCONS_00013533	BRALA01128
TCONS_00013534	BRALA11097
TCONS_00013549	BRALA25041
TCONS_00013562	BRALA04721
TCONS_00013566	BRALA06181
TCONS_00013584	BRALA08184
TCONS_00013619	BRALA06333
TCONS_00013621	BRALA06331
TCONS_00013622	BRALA27485
TCONS_00013652	BRALA11225
TCONS_00013654	BRALA10392
TCONS_00013682	BRALA16714
TCONS_00013687	BRALA13030
TCONS_00013691	BRALA13128
TCONS_00013693	BRALA18662
TCONS_00013711	BRALA06199
TCONS_00013712	BRALA16768
TCONS_00013713	BRALA16766
TCONS_00013728	BRALA06367
TCONS_00013730	BRALA11162
TCONS_00013750	BRALA16705
TCONS_00013753	BRALA11235
TCONS_00013759	BRALA13069
TCONS_00013789	BRALA18785
TCONS_00013791	BRALA18640
TCONS_00013796	BRALA06536
TCONS_00013802	BRALA18661
TCONS_00013808	BRALA11234
TCONS_00013824	BRALA13099
TCONS_00013831	BRALA13098
TCONS_00013838	BRALA00220
TCONS_00013841	BRALA07832
TCONS_00013842	BRALA11135
TCONS_00013866	BRALA27366
TCONS_00013868	BRALA06360
TCONS_00013877	BRALA10476
TCONS_00013883	BRALA13150
TCONS_00013888	BRALA16732
TCONS_00013892	BRALA34782
TCONS_00013893	BRALA13109
TCONS_00013895	BRALA13112
TCONS_00013896	BRALA13126
TCONS_00013912	BRALA06365
TCONS_00013913	BRALA09357
TCONS_00013916	BRALA21969
TCONS_00013933	BRALA06361
TCONS_00013935	BRALA11114
TCONS_00013945	BRALA18659
TCONS_00013947	BRALA18648
TCONS_00013948	BRALA11189
TCONS_00013959	BRALA25276
TCONS_00013962	BRALA18288
TCONS_00013975	BRALA06140
TCONS_00013985	BRALA07781
TCONS_00014009	BRALA16718
TCONS_00014010	BRALA13133
TCONS_00014019	BRALA06549
TCONS_00014035	BRALA30668
TCONS_00014044	BRALA21951
TCONS_00014047	BRALA25030
TCONS_00014048	BRALA06429
TCONS_00014081	BRALA10453
TCONS_00014095	BRALA06404
TCONS_00014097	BRALA14003
TCONS_00014098	BRALA10442
TCONS_00014124	BRALA25046
TCONS_00014132	BRALA22846
TCONS_00014136	BRALA13029
TCONS_00014138	BRALA06312
TCONS_00014140	BRALA16711
TCONS_00014143	BRALA21953
TCONS_00014144	BRALA06454
TCONS_00014155	BRALA23212
TCONS_00014163	BRALA02624
TCONS_00014165	BRALA11221
TCONS_00014167	BRALA13010
TCONS_00014168	BRALA06239
TCONS_00014173	BRALA29524
TCONS_00014181	BRALA25296
TCONS_00014192	BRALA04625
TCONS_00014197	BRALA06746
TCONS_00014201	BRALA26691
TCONS_00014208	BRALA06256
TCONS_00014211	BRALA11198
TCONS_00014217	BRALA11197
TCONS_00014219	BRALA10471
TCONS_00014230	BRALA23029
TCONS_00014235	BRALA14450
TCONS_00014244	BRALA18620
TCONS_00014260	BRALA13990
TCONS_00014263	BRALA34205
TCONS_00014276	BRALA10397
TCONS_00014282	BRALA10469
TCONS_00014293	BRALA13964
TCONS_00014309	BRALA16770
TCONS_00014311	BRALA27487
TCONS_00014318	BRALA06350
TCONS_00014321	BRALA30181
TCONS_00014324	BRALA02512
TCONS_00014334	BRALA30180
TCONS_00014337	BRALA27390
TCONS_00014340	BRALA23042
TCONS_00014341	BRALA10414
TCONS_00014342	BRALA23887
TCONS_00014345	BRALA27370
TCONS_00014348	BRALA27378
TCONS_00014350	BRALA25027
TCONS_00014351	BRALA18633
TCONS_00014352	BRALA21756
TCONS_00014353	BRALA25029
TCONS_00014355	BRALA11163
TCONS_00014361	BRALA17426
TCONS_00014362	BRALA16723
TCONS_00014370	BRALA06284
TCONS_00014372	BRALA25033
TCONS_00014384	BRALA13024
TCONS_00014385	BRALA15689
TCONS_00014387	BRALA06506
TCONS_00014397	BRALA23312
TCONS_00014401	BRALA10384
TCONS_00014403	BRALA27483
TCONS_00014422	BRALA13053
TCONS_00014431	BRALA21972
TCONS_00014435	BRALA06391
TCONS_00014436	BRALA06375
TCONS_00014445	BRALA34128
TCONS_00014469	BRALA21981
TCONS_00014473	BRALA06584
TCONS_00014505	BRALA18783
TCONS_00014538	BRALA19890
TCONS_00014539	BRALA15476
TCONS_00014549	BRALA23017
TCONS_00014559	BRALA13682
TCONS_00014564	BRALA06295
TCONS_00014566	BRALA19571
TCONS_00014568	BRALA06371
TCONS_00014572	BRALA11156
TCONS_00014574	BRALA10432
TCONS_00014579	BRALA23054
TCONS_00014584	BRALA06514
TCONS_00014589	BRALA06298
TCONS_00014590	BRALA06212
TCONS_00014636	BRALA03021
TCONS_00014637	BRALA10116
TCONS_00014645	BRALA28869
TCONS_00014647	BRALA19535
TCONS_00014648	BRALA02872
TCONS_00014649	BRALA02795
TCONS_00014652	BRALA18442
TCONS_00014654	BRALA03016
TCONS_00014657	BRALA18427
TCONS_00014669	BRALA12621
TCONS_00014672	BRALA02596
TCONS_00014749	BRALA02820
TCONS_00014750	BRALA02822
TCONS_00014755	BRALA24825
TCONS_00014759	BRALA18461
TCONS_00014768	BRALA10034
TCONS_00014770	BRALA21795
TCONS_00014772	BRALA10162
TCONS_00014773	BRALA23665
TCONS_00014818	BRALA10358
TCONS_00014827	BRALA01062
TCONS_00014845	BRALA10136
TCONS_00014849	BRALA02632
TCONS_00014850	BRALA10057
TCONS_00014868	BRALA18395
TCONS_00014869	BRALA05805
TCONS_00014883	BRALA02782
TCONS_00014887	BRALA31994
TCONS_00014897	BRALA10037
TCONS_00014899	BRALA02535
TCONS_00014902	BRALA19551
TCONS_00014942	BRALA02122
TCONS_00014944	BRALA21823
TCONS_00014945	BRALA02658
TCONS_00014951	BRALA02911
TCONS_00014958	BRALA23645
TCONS_00014965	BRALA10072
TCONS_00014966	BRALA02697
TCONS_00014970	BRALA21811
TCONS_00014971	BRALA23671
TCONS_00014972	BRALA21807
TCONS_00014974	BRALA18433
TCONS_00014992	BRALA10081
TCONS_00014993	BRALA10080
TCONS_00015008	BRALA21352
TCONS_00015012	BRALA35665
TCONS_00015019	BRALA13947
TCONS_00015063	BRALA29282
TCONS_00015074	BRALA26140
TCONS_00015084	BRALA02532
TCONS_00015088	BRALA02880
TCONS_00015094	BRALA18728
TCONS_00015108	BRALA27396
TCONS_00015110	BRALA02910
TCONS_00015123	BRALA15664
TCONS_00015124	BRALA21809
TCONS_00015162	BRALA25295
TCONS_00015163	BRALA28872
TCONS_00015166	BRALA10186
TCONS_00015167	BRALA02651
TCONS_00015174	BRALA02649
TCONS_00015177	BRALA02629
TCONS_00015184	BRALA21312
TCONS_00015235	BRALA13392
TCONS_00015238	BRALA21843
TCONS_00015241	BRALA02789
TCONS_00015244	BRALA26098
TCONS_00015247	BRALA02744
TCONS_00015256	BRALA23102
TCONS_00015292	BRALA11624
TCONS_00015301	BRALA18398
TCONS_00015306	BRALA27393
TCONS_00015307	BRALA04313
TCONS_00015339	BRALA23094
TCONS_00015343	BRALA20619
TCONS_00015347	BRALA22214
TCONS_00015352	BRALA10122
TCONS_00015356	BRALA02544
TCONS_00015361	BRALA10023
TCONS_00015362	BRALA10025
TCONS_00015363	BRALA18447
TCONS_00015366	BRALA20638
TCONS_00015406	BRALA18469
TCONS_00015422	BRALA02656
TCONS_00015424	BRALA02653
TCONS_00015425	BRALA06850
TCONS_00015443	BRALA18387
TCONS_00015454	BRALA02912
TCONS_00015457	BRALA16163
TCONS_00015458	BRALA21272
TCONS_00015460	BRALA21822
TCONS_00015466	BRALA15641
TCONS_00015468	BRALA02965
TCONS_00015474	BRALA10033
TCONS_00015481	BRALA10821
TCONS_00015486	BRALA06119
TCONS_00015495	BRALA18476
TCONS_00015519	BRALA10118
TCONS_00015523	BRALA10634
TCONS_00015528	BRALA21003
TCONS_00015537	BRALA24878
TCONS_00015541	BRALA06798
TCONS_00015543	BRALA22980
TCONS_00015546	BRALA21713
TCONS_00015547	BRALA10021
TCONS_00015566	BRALA05424
TCONS_00015568	BRALA29834
TCONS_00015577	BRALA10094
TCONS_00015581	BRALA02672
