GENE.OFUSG00006.1~~OFUSG00006.1	OFUSG00006.1.p1
GENE.OFUSG07742.1~~OFUSG07742.1	OFUSG07742.1.p1
GENE.OFUSG07744.1~~OFUSG07744.1	OFUSG07744.1.p1
GENE.OFUSG07746.1~~OFUSG07746.1	OFUSG07746.1.p1
GENE.OFUSG07747.1~~OFUSG07747.1	OFUSG07747.1.p1
GENE.OFUSG07752.1~~OFUSG07752.1	OFUSG07752.1.p1
GENE.OFUSG07758.1~~OFUSG07758.1	OFUSG07758.1.p1
GENE.OFUSG07760.1~~OFUSG07760.1	OFUSG07760.1.p1
GENE.OFUSG07761.1~~OFUSG07761.1	OFUSG07761.1.p1
GENE.OFUSG07765.1~~OFUSG07765.1	OFUSG07765.1.p1
GENE.OFUSG07766.1~~OFUSG07766.1	OFUSG07766.1.p1
GENE.OFUSG07767.1~~OFUSG07767.1	OFUSG07767.1.p1
GENE.OFUSG07771.1~~OFUSG07771.1	OFUSG07771.1.p1
GENE.OFUSG07779.1~~OFUSG07779.1	OFUSG07779.1.p1
GENE.OFUSG07781.1~~OFUSG07781.1	OFUSG07781.1.p1
GENE.OFUSG07782.1~~OFUSG07782.1	OFUSG07782.1.p1
GENE.OFUSG07787.1~~OFUSG07787.1	OFUSG07787.1.p1
GENE.OFUSG07787.1~~OFUSG07787.1	OFUSG07787.1.p1
GENE.OFUSG07787.1~~OFUSG07787.1	OFUSG07787.1.p1
GENE.OFUSG07787.1~~OFUSG07787.1	OFUSG07787.1.p1
GENE.OFUSG07787.1~~OFUSG07787.1	OFUSG07787.1.p1
GENE.OFUSG07787.1~~OFUSG07787.1	OFUSG07787.1.p1
GENE.OFUSG07787.1~~OFUSG07787.1	OFUSG07787.1.p1
GENE.OFUSG07789.1~~OFUSG07789.1	OFUSG07789.1.p1
GENE.OFUSG07789.1~~OFUSG07789.1	OFUSG07789.1.p1
GENE.OFUSG07789.1~~OFUSG07789.1	OFUSG07789.1.p1
GENE.OFUSG07789.1~~OFUSG07789.1	OFUSG07789.1.p1
GENE.OFUSG07789.1~~OFUSG07789.1	OFUSG07789.1.p1
GENE.OFUSG07789.1~~OFUSG07789.1	OFUSG07789.1.p1
GENE.OFUSG07789.1~~OFUSG07789.1	OFUSG07789.1.p1
GENE.OFUSG07791.1~~OFUSG07791.1	OFUSG07791.1.p1
GENE.OFUSG07795.1~~OFUSG07795.1	OFUSG07795.1.p1
GENE.OFUSG07795.1~~OFUSG07795.1	OFUSG07795.1.p1
GENE.OFUSG07795.1~~OFUSG07795.1	OFUSG07795.1.p1
GENE.OFUSG07795.1~~OFUSG07795.1	OFUSG07795.1.p1
GENE.OFUSG07795.1~~OFUSG07795.1	OFUSG07795.1.p1
GENE.OFUSG07795.1~~OFUSG07795.1	OFUSG07795.1.p1
GENE.OFUSG07795.1~~OFUSG07795.1	OFUSG07795.1.p1
GENE.OFUSG07795.1~~OFUSG07795.1	OFUSG07795.1.p1
GENE.OFUSG07795.1~~OFUSG07795.1	OFUSG07795.1.p1
GENE.OFUSG07795.1~~OFUSG07795.1	OFUSG07795.1.p1
GENE.OFUSG07795.1~~OFUSG07795.1	OFUSG07795.1.p1
GENE.OFUSG07802.1~~OFUSG07802.1	OFUSG07802.1.p1
GENE.OFUSG07813.1~~OFUSG07813.1	OFUSG07813.1.p1
GENE.OFUSG07815.1~~OFUSG07815.1	OFUSG07815.1.p1
GENE.OFUSG07823.1~~OFUSG07823.1	OFUSG07823.1.p1
GENE.OFUSG07824.1~~OFUSG07824.1	OFUSG07824.1.p1
GENE.OFUSG07835.1~~OFUSG07835.1	OFUSG07835.1.p1
GENE.OFUSG07837.1~~OFUSG07837.1	OFUSG07837.1.p1
GENE.OFUSG07838.1~~OFUSG07838.1	OFUSG07838.1.p1
GENE.OFUSG07841.1~~OFUSG07841.1	OFUSG07841.1.p1
GENE.OFUSG07845.1~~OFUSG07845.1	OFUSG07845.1.p1
GENE.OFUSG07845.1~~OFUSG07845.1	OFUSG07845.1.p1
GENE.OFUSG07845.1~~OFUSG07845.1	OFUSG07845.1.p1
GENE.OFUSG07845.1~~OFUSG07845.1	OFUSG07845.1.p1
GENE.OFUSG07845.1~~OFUSG07845.1	OFUSG07845.1.p1
GENE.OFUSG07845.1~~OFUSG07845.1	OFUSG07845.1.p1
GENE.OFUSG07845.1~~OFUSG07845.1	OFUSG07845.1.p1
GENE.OFUSG07845.1~~OFUSG07845.1	OFUSG07845.1.p1
GENE.OFUSG07845.1~~OFUSG07845.1	OFUSG07845.1.p1
GENE.OFUSG07845.1~~OFUSG07845.1	OFUSG07845.1.p1
GENE.OFUSG07845.1~~OFUSG07845.1	OFUSG07845.1.p1
GENE.OFUSG07846.1~~OFUSG07846.1	OFUSG07846.1.p1
GENE.OFUSG07848.1~~OFUSG07848.1	OFUSG07848.1.p1
GENE.OFUSG07849.1~~OFUSG07849.1	OFUSG07849.1.p1
GENE.OFUSG07851.1~~OFUSG07851.1	OFUSG07851.1.p1
GENE.OFUSG07852.1~~OFUSG07852.1	OFUSG07852.1.p1
GENE.OFUSG07854.1~~OFUSG07854.1	OFUSG07854.1.p1
GENE.OFUSG07857.1~~OFUSG07857.1	OFUSG07857.1.p1
GENE.OFUSG07857.1~~OFUSG07857.1	OFUSG07857.1.p1
GENE.OFUSG07867.1~~OFUSG07867.1	OFUSG07867.1.p1
GENE.OFUSG07868.1~~OFUSG07868.1	OFUSG07868.1.p1
GENE.OFUSG07877.1~~OFUSG07877.1	OFUSG07877.1.p1
GENE.OFUSG07879.1~~OFUSG07879.1	OFUSG07879.1.p1
GENE.OFUSG07881.1~~OFUSG07881.1	OFUSG07881.1.p1
GENE.OFUSG07884.1~~OFUSG07884.1	OFUSG07884.1.p1
GENE.OFUSG07887.1~~OFUSG07887.1	OFUSG07887.1.p1
GENE.OFUSG07888.1~~OFUSG07888.1	OFUSG07888.1.p1
GENE.OFUSG07891.1~~OFUSG07891.1	OFUSG07891.1.p1
GENE.OFUSG07892.1~~OFUSG07892.1	OFUSG07892.1.p1
GENE.OFUSG07897.1~~OFUSG07897.1	OFUSG07897.1.p1
GENE.OFUSG07902.1~~OFUSG07902.1	OFUSG07902.1.p1
GENE.OFUSG07903.1~~OFUSG07903.1	OFUSG07903.1.p1
GENE.OFUSG07904.1~~OFUSG07904.1	OFUSG07904.1.p1
GENE.OFUSG07904.1~~OFUSG07904.1	OFUSG07904.1.p1
GENE.OFUSG07909.1~~OFUSG07909.1	OFUSG07909.1.p1
GENE.OFUSG07911.1~~OFUSG07911.1	OFUSG07911.1.p1
GENE.OFUSG07938.1~~OFUSG07938.1	OFUSG07938.1.p1
GENE.OFUSG07939.1~~OFUSG07939.1	OFUSG07939.1.p1
GENE.OFUSG07940.1~~OFUSG07940.1	OFUSG07940.1.p1
GENE.OFUSG07943.1~~OFUSG07943.1	OFUSG07943.1.p1
GENE.OFUSG07947.2~~OFUSG07947.2	OFUSG07947.2.p1
GENE.OFUSG07952.1~~OFUSG07952.1	OFUSG07952.1.p1
GENE.OFUSG07953.1~~OFUSG07953.1	OFUSG07953.1.p1
GENE.OFUSG07953.1~~OFUSG07953.1	OFUSG07953.1.p1
GENE.OFUSG07959.1~~OFUSG07959.1	OFUSG07959.1.p1
GENE.OFUSG07963.1~~OFUSG07963.1	OFUSG07963.1.p1
GENE.OFUSG07969.1~~OFUSG07969.1	OFUSG07969.1.p1
GENE.OFUSG07970.1~~OFUSG07970.1	OFUSG07970.1.p1
GENE.OFUSG07971.1~~OFUSG07971.1	OFUSG07971.1.p1
GENE.OFUSG07978.1~~OFUSG07978.1	OFUSG07978.1.p1
GENE.OFUSG07980.1~~OFUSG07980.1	OFUSG07980.1.p1
GENE.OFUSG07981.1~~OFUSG07981.1	OFUSG07981.1.p1
GENE.OFUSG07984.1~~OFUSG07984.1	OFUSG07984.1.p1
GENE.OFUSG07989.1~~OFUSG07989.1	OFUSG07989.1.p1
GENE.OFUSG07990.1~~OFUSG07990.1	OFUSG07990.1.p1
GENE.OFUSG07991.1~~OFUSG07991.1	OFUSG07991.1.p1
GENE.OFUSG07993.1~~OFUSG07993.1	OFUSG07993.1.p1
GENE.OFUSG07994.1~~OFUSG07994.1	OFUSG07994.1.p1
GENE.OFUSG07994.1~~OFUSG07994.1	OFUSG07994.1.p1
GENE.OFUSG07997.1~~OFUSG07997.1	OFUSG07997.1.p1
GENE.OFUSG08004.1~~OFUSG08004.1	OFUSG08004.1.p1
GENE.OFUSG08006.1~~OFUSG08006.1	OFUSG08006.1.p1
GENE.OFUSG08010.1~~OFUSG08010.1	OFUSG08010.1.p1
GENE.OFUSG08013.1~~OFUSG08013.1	OFUSG08013.1.p1
GENE.OFUSG08016.1~~OFUSG08016.1	OFUSG08016.1.p1
GENE.OFUSG08016.1~~OFUSG08016.1	OFUSG08016.1.p1
GENE.OFUSG08016.1~~OFUSG08016.1	OFUSG08016.1.p1
GENE.OFUSG08016.1~~OFUSG08016.1	OFUSG08016.1.p1
GENE.OFUSG08016.1~~OFUSG08016.1	OFUSG08016.1.p1
GENE.OFUSG08018.1~~OFUSG08018.1	OFUSG08018.1.p1
GENE.OFUSG08022.1~~OFUSG08022.1	OFUSG08022.1.p1
GENE.OFUSG08023.1~~OFUSG08023.1	OFUSG08023.1.p1
GENE.OFUSG08024.1~~OFUSG08024.1	OFUSG08024.1.p1
GENE.OFUSG08027.1~~OFUSG08027.1	OFUSG08027.1.p1
GENE.OFUSG08028.1~~OFUSG08028.1	OFUSG08028.1.p1
GENE.OFUSG08031.1~~OFUSG08031.1	OFUSG08031.1.p1
GENE.OFUSG08032.1~~OFUSG08032.1	OFUSG08032.1.p1
GENE.OFUSG08033.1~~OFUSG08033.1	OFUSG08033.1.p1
GENE.OFUSG08034.1~~OFUSG08034.1	OFUSG08034.1.p1
GENE.OFUSG08036.1~~OFUSG08036.1	OFUSG08036.1.p1
GENE.OFUSG08039.1~~OFUSG08039.1	OFUSG08039.1.p1
GENE.OFUSG08044.1~~OFUSG08044.1	OFUSG08044.1.p1
GENE.OFUSG08044.1~~OFUSG08044.1	OFUSG08044.1.p1
GENE.OFUSG08044.1~~OFUSG08044.1	OFUSG08044.1.p1
GENE.OFUSG08044.1~~OFUSG08044.1	OFUSG08044.1.p1
GENE.OFUSG08044.1~~OFUSG08044.1	OFUSG08044.1.p1
GENE.OFUSG08044.1~~OFUSG08044.1	OFUSG08044.1.p1
GENE.OFUSG08044.1~~OFUSG08044.1	OFUSG08044.1.p1
GENE.OFUSG08044.1~~OFUSG08044.1	OFUSG08044.1.p1
GENE.OFUSG08044.1~~OFUSG08044.1	OFUSG08044.1.p1
GENE.OFUSG08045.1~~OFUSG08045.1	OFUSG08045.1.p1
GENE.OFUSG08045.1~~OFUSG08045.1	OFUSG08045.1.p1
GENE.OFUSG08048.1~~OFUSG08048.1	OFUSG08048.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08052.1~~OFUSG08052.1	OFUSG08052.1.p1
GENE.OFUSG08053.1~~OFUSG08053.1	OFUSG08053.1.p1
GENE.OFUSG08054.1~~OFUSG08054.1	OFUSG08054.1.p1
GENE.OFUSG08057.1~~OFUSG08057.1	OFUSG08057.1.p1
GENE.OFUSG08065.1~~OFUSG08065.1	OFUSG08065.1.p1
GENE.OFUSG08068.1~~OFUSG08068.1	OFUSG08068.1.p1
GENE.OFUSG08069.1~~OFUSG08069.1	OFUSG08069.1.p1
GENE.OFUSG08073.1~~OFUSG08073.1	OFUSG08073.1.p1
GENE.OFUSG08079.1~~OFUSG08079.1	OFUSG08079.1.p1
GENE.OFUSG08082.1~~OFUSG08082.1	OFUSG08082.1.p1
GENE.OFUSG08087.1~~OFUSG08087.1	OFUSG08087.1.p1
GENE.OFUSG08087.1~~OFUSG08087.1	OFUSG08087.1.p1
GENE.OFUSG08089.1~~OFUSG08089.1	OFUSG08089.1.p1
GENE.OFUSG08094.1~~OFUSG08094.1	OFUSG08094.1.p1
GENE.OFUSG08094.1~~OFUSG08094.1	OFUSG08094.1.p1
GENE.OFUSG08094.1~~OFUSG08094.1	OFUSG08094.1.p1
GENE.OFUSG08097.1~~OFUSG08097.1	OFUSG08097.1.p1
GENE.OFUSG08098.1~~OFUSG08098.1	OFUSG08098.1.p1
GENE.OFUSG08098.1~~OFUSG08098.1	OFUSG08098.1.p1
GENE.OFUSG08099.1~~OFUSG08099.1	OFUSG08099.1.p1
GENE.OFUSG08100.1~~OFUSG08100.1	OFUSG08100.1.p1
GENE.OFUSG08101.1~~OFUSG08101.1	OFUSG08101.1.p1
GENE.OFUSG08102.1~~OFUSG08102.1	OFUSG08102.1.p1
GENE.OFUSG08102.2~~OFUSG08102.2	OFUSG08102.2.p1
GENE.OFUSG08111.1~~OFUSG08111.1	OFUSG08111.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08112.1~~OFUSG08112.1	OFUSG08112.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08113.1~~OFUSG08113.1	OFUSG08113.1.p1
GENE.OFUSG08115.1~~OFUSG08115.1	OFUSG08115.1.p1
GENE.OFUSG08117.1~~OFUSG08117.1	OFUSG08117.1.p1
GENE.OFUSG08117.1~~OFUSG08117.1	OFUSG08117.1.p1
GENE.OFUSG08117.1~~OFUSG08117.1	OFUSG08117.1.p1
GENE.OFUSG08117.1~~OFUSG08117.1	OFUSG08117.1.p1
GENE.OFUSG08117.1~~OFUSG08117.1	OFUSG08117.1.p1
GENE.OFUSG08117.1~~OFUSG08117.1	OFUSG08117.1.p1
GENE.OFUSG08117.1~~OFUSG08117.1	OFUSG08117.1.p1
GENE.OFUSG08117.1~~OFUSG08117.1	OFUSG08117.1.p1
GENE.OFUSG08117.1~~OFUSG08117.1	OFUSG08117.1.p1
GENE.OFUSG08118.1~~OFUSG08118.1	OFUSG08118.1.p1
GENE.OFUSG08120.1~~OFUSG08120.1	OFUSG08120.1.p1
GENE.OFUSG08122.1~~OFUSG08122.1	OFUSG08122.1.p1
GENE.OFUSG08128.1~~OFUSG08128.1	OFUSG08128.1.p1
GENE.OFUSG08128.1~~OFUSG08128.1	OFUSG08128.1.p1
GENE.OFUSG08128.1~~OFUSG08128.1	OFUSG08128.1.p1
GENE.OFUSG08128.1~~OFUSG08128.1	OFUSG08128.1.p1
GENE.OFUSG08128.1~~OFUSG08128.1	OFUSG08128.1.p1
GENE.OFUSG08128.1~~OFUSG08128.1	OFUSG08128.1.p1
GENE.OFUSG08128.1~~OFUSG08128.1	OFUSG08128.1.p1
GENE.OFUSG08136.1~~OFUSG08136.1	OFUSG08136.1.p1
GENE.OFUSG08137.1~~OFUSG08137.1	OFUSG08137.1.p1
GENE.OFUSG08144.1~~OFUSG08144.1	OFUSG08144.1.p1
GENE.OFUSG08145.1~~OFUSG08145.1	OFUSG08145.1.p1
GENE.OFUSG08153.1~~OFUSG08153.1	OFUSG08153.1.p1
GENE.OFUSG08157.1~~OFUSG08157.1	OFUSG08157.1.p1
GENE.OFUSG08159.1~~OFUSG08159.1	OFUSG08159.1.p1
GENE.OFUSG08163.1~~OFUSG08163.1	OFUSG08163.1.p1
GENE.OFUSG08166.1~~OFUSG08166.1	OFUSG08166.1.p1
GENE.OFUSG08166.1~~OFUSG08166.1	OFUSG08166.1.p1
GENE.OFUSG08166.1~~OFUSG08166.1	OFUSG08166.1.p1
GENE.OFUSG08166.1~~OFUSG08166.1	OFUSG08166.1.p1
GENE.OFUSG08166.1~~OFUSG08166.1	OFUSG08166.1.p1
GENE.OFUSG08166.1~~OFUSG08166.1	OFUSG08166.1.p1
GENE.OFUSG08166.1~~OFUSG08166.1	OFUSG08166.1.p1
GENE.OFUSG08166.1~~OFUSG08166.1	OFUSG08166.1.p1
GENE.OFUSG08166.1~~OFUSG08166.1	OFUSG08166.1.p1
GENE.OFUSG08166.1~~OFUSG08166.1	OFUSG08166.1.p1
GENE.OFUSG08166.1~~OFUSG08166.1	OFUSG08166.1.p1
GENE.OFUSG08167.1~~OFUSG08167.1	OFUSG08167.1.p1
GENE.OFUSG08168.1~~OFUSG08168.1	OFUSG08168.1.p1
GENE.OFUSG08169.1~~OFUSG08169.1	OFUSG08169.1.p1
GENE.OFUSG08173.1~~OFUSG08173.1	OFUSG08173.1.p1
GENE.OFUSG08176.1~~OFUSG08176.1	OFUSG08176.1.p1
GENE.OFUSG08177.1~~OFUSG08177.1	OFUSG08177.1.p1
GENE.OFUSG08184.1~~OFUSG08184.1	OFUSG08184.1.p1
GENE.OFUSG08184.1~~OFUSG08184.1	OFUSG08184.1.p1
GENE.OFUSG08187.1~~OFUSG08187.1	OFUSG08187.1.p1
GENE.OFUSG08188.1~~OFUSG08188.1	OFUSG08188.1.p1
GENE.OFUSG08189.1~~OFUSG08189.1	OFUSG08189.1.p1
GENE.OFUSG08189.1~~OFUSG08189.1	OFUSG08189.1.p1
GENE.OFUSG08189.1~~OFUSG08189.1	OFUSG08189.1.p1
GENE.OFUSG08196.1~~OFUSG08196.1	OFUSG08196.1.p1
GENE.OFUSG08198.1~~OFUSG08198.1	OFUSG08198.1.p1
GENE.OFUSG08201.1~~OFUSG08201.1	OFUSG08201.1.p1
GENE.OFUSG08205.1~~OFUSG08205.1	OFUSG08205.1.p1
GENE.OFUSG08206.1~~OFUSG08206.1	OFUSG08206.1.p1
GENE.OFUSG08207.1~~OFUSG08207.1	OFUSG08207.1.p1
GENE.OFUSG08207.1~~OFUSG08207.1	OFUSG08207.1.p1
GENE.OFUSG08207.1~~OFUSG08207.1	OFUSG08207.1.p1
GENE.OFUSG08207.1~~OFUSG08207.1	OFUSG08207.1.p1
GENE.OFUSG08214.1~~OFUSG08214.1	OFUSG08214.1.p2
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08215.1~~OFUSG08215.1	OFUSG08215.1.p1
GENE.OFUSG08218.1~~OFUSG08218.1	OFUSG08218.1.p1
GENE.OFUSG08219.1~~OFUSG08219.1	OFUSG08219.1.p1
GENE.OFUSG08222.1~~OFUSG08222.1	OFUSG08222.1.p1
GENE.OFUSG08222.1~~OFUSG08222.1	OFUSG08222.1.p1
GENE.OFUSG08222.1~~OFUSG08222.1	OFUSG08222.1.p1
GENE.OFUSG08222.1~~OFUSG08222.1	OFUSG08222.1.p1
GENE.OFUSG08222.1~~OFUSG08222.1	OFUSG08222.1.p1
GENE.OFUSG08222.1~~OFUSG08222.1	OFUSG08222.1.p1
GENE.OFUSG08222.1~~OFUSG08222.1	OFUSG08222.1.p1
GENE.OFUSG08222.1~~OFUSG08222.1	OFUSG08222.1.p1
GENE.OFUSG08222.1~~OFUSG08222.1	OFUSG08222.1.p1
GENE.OFUSG08224.1~~OFUSG08224.1	OFUSG08224.1.p1
GENE.OFUSG08225.1~~OFUSG08225.1	OFUSG08225.1.p1
GENE.OFUSG08226.1~~OFUSG08226.1	OFUSG08226.1.p1
GENE.OFUSG08231.1~~OFUSG08231.1	OFUSG08231.1.p1
GENE.OFUSG08231.1~~OFUSG08231.1	OFUSG08231.1.p1
GENE.OFUSG08232.1~~OFUSG08232.1	OFUSG08232.1.p1
GENE.OFUSG08234.1~~OFUSG08234.1	OFUSG08234.1.p1
GENE.OFUSG08234.1~~OFUSG08234.1	OFUSG08234.1.p1
GENE.OFUSG08238.1~~OFUSG08238.1	OFUSG08238.1.p1
GENE.OFUSG08241.1~~OFUSG08241.1	OFUSG08241.1.p1
GENE.OFUSG08241.1~~OFUSG08241.1	OFUSG08241.1.p1
GENE.OFUSG08244.1~~OFUSG08244.1	OFUSG08244.1.p1
GENE.OFUSG08245.1~~OFUSG08245.1	OFUSG08245.1.p1
GENE.OFUSG08247.1~~OFUSG08247.1	OFUSG08247.1.p1
GENE.OFUSG08248.1~~OFUSG08248.1	OFUSG08248.1.p1
GENE.OFUSG08250.1~~OFUSG08250.1	OFUSG08250.1.p1
GENE.OFUSG08251.1~~OFUSG08251.1	OFUSG08251.1.p1
GENE.OFUSG08252.1~~OFUSG08252.1	OFUSG08252.1.p1
GENE.OFUSG08254.1~~OFUSG08254.1	OFUSG08254.1.p1
GENE.OFUSG08267.1~~OFUSG08267.1	OFUSG08267.1.p1
GENE.OFUSG08267.1~~OFUSG08267.1	OFUSG08267.1.p1
GENE.OFUSG08267.1~~OFUSG08267.1	OFUSG08267.1.p1
GENE.OFUSG08267.1~~OFUSG08267.1	OFUSG08267.1.p1
GENE.OFUSG08267.1~~OFUSG08267.1	OFUSG08267.1.p1
GENE.OFUSG08267.1~~OFUSG08267.1	OFUSG08267.1.p1
GENE.OFUSG08267.1~~OFUSG08267.1	OFUSG08267.1.p1
GENE.OFUSG08272.1~~OFUSG08272.1	OFUSG08272.1.p1
GENE.OFUSG08278.1~~OFUSG08278.1	OFUSG08278.1.p1
GENE.OFUSG08279.1~~OFUSG08279.1	OFUSG08279.1.p1
GENE.OFUSG08286.1~~OFUSG08286.1	OFUSG08286.1.p1
GENE.OFUSG08297.1~~OFUSG08297.1	OFUSG08297.1.p1
GENE.OFUSG08298.1~~OFUSG08298.1	OFUSG08298.1.p1
GENE.OFUSG08302.1~~OFUSG08302.1	OFUSG08302.1.p1
GENE.OFUSG08303.1~~OFUSG08303.1	OFUSG08303.1.p1
GENE.OFUSG08307.1~~OFUSG08307.1	OFUSG08307.1.p1
GENE.OFUSG08308.1~~OFUSG08308.1	OFUSG08308.1.p1
GENE.OFUSG08323.1~~OFUSG08323.1	OFUSG08323.1.p1
GENE.OFUSG08323.1~~OFUSG08323.1	OFUSG08323.1.p1
GENE.OFUSG08324.1~~OFUSG08324.1	OFUSG08324.1.p1
GENE.OFUSG08324.1~~OFUSG08324.1	OFUSG08324.1.p1
GENE.OFUSG08324.1~~OFUSG08324.1	OFUSG08324.1.p1
GENE.OFUSG08324.1~~OFUSG08324.1	OFUSG08324.1.p1
GENE.OFUSG08327.1~~OFUSG08327.1	OFUSG08327.1.p1
GENE.OFUSG08340.1~~OFUSG08340.1	OFUSG08340.1.p1
GENE.OFUSG08341.1~~OFUSG08341.1	OFUSG08341.1.p1
GENE.OFUSG08341.1~~OFUSG08341.1	OFUSG08341.1.p1
GENE.OFUSG08346.1~~OFUSG08346.1	OFUSG08346.1.p1
GENE.OFUSG08347.1~~OFUSG08347.1	OFUSG08347.1.p1
GENE.OFUSG08350.1~~OFUSG08350.1	OFUSG08350.1.p1
GENE.OFUSG08355.1~~OFUSG08355.1	OFUSG08355.1.p1
GENE.OFUSG08357.1~~OFUSG08357.1	OFUSG08357.1.p1
GENE.OFUSG08369.1~~OFUSG08369.1	OFUSG08369.1.p1
GENE.OFUSG08369.1~~OFUSG08369.1	OFUSG08369.1.p1
GENE.OFUSG08369.1~~OFUSG08369.1	OFUSG08369.1.p1
GENE.OFUSG08369.1~~OFUSG08369.1	OFUSG08369.1.p1
GENE.OFUSG08372.1~~OFUSG08372.1	OFUSG08372.1.p1
GENE.OFUSG08372.1~~OFUSG08372.1	OFUSG08372.1.p1
GENE.OFUSG08372.1~~OFUSG08372.1	OFUSG08372.1.p1
GENE.OFUSG08372.1~~OFUSG08372.1	OFUSG08372.1.p1
GENE.OFUSG08372.1~~OFUSG08372.1	OFUSG08372.1.p1
GENE.OFUSG08372.1~~OFUSG08372.1	OFUSG08372.1.p1
GENE.OFUSG08372.1~~OFUSG08372.1	OFUSG08372.1.p1
