STRPU_00017	BRALA22047
STRPU_08473	BRALA31512
STRPU_08475	BRALA22323
STRPU_08481	BRALA11188
STRPU_08485	BRALA22762
STRPU_08488	BRALA25030
STRPU_08491	BRALA06410
STRPU_08492	BRALA13069
STRPU_08493	BRALA25275
STRPU_08495	BRALA13039
STRPU_08498	BRALA24158
STRPU_08499	BRALA13068
STRPU_08503	BRALA04721
STRPU_08507	BRALA06399
STRPU_08528	BRALA18620
STRPU_08530	BRALA21976
STRPU_08535	BRALA13126
STRPU_08536	BRALA13112
STRPU_08538	BRALA30623
STRPU_08541	BRALA11225
STRPU_08545	BRALA08413
STRPU_08547	BRALA35555
STRPU_08548	BRALA13137
STRPU_08559	BRALA06389
STRPU_08561	BRALA25034
STRPU_08564	BRALA06514
STRPU_08616	BRALA21940
STRPU_08635	BRALA06333
STRPU_08636	BRALA06337
STRPU_08637	BRALA06336
STRPU_08649	BRALA23050
STRPU_08650	BRALA21955
STRPU_08651	BRALA06584
STRPU_08658	BRALA06489
STRPU_08659	BRALA23467
STRPU_08663	BRALA23035
STRPU_08669	BRALA27366
STRPU_08670	BRALA10384
STRPU_08673	BRALA25032
STRPU_08682	BRALA18634
STRPU_08687	BRALA21389
STRPU_08774	BRALA10385
STRPU_08776	BRALA15014
STRPU_08777	BRALA10194
STRPU_08786	BRALA24149
STRPU_08787	BRALA19506
STRPU_08788	BRALA19507
STRPU_08790	BRALA16740
STRPU_08791	BRALA16743
STRPU_08792	BRALA13108
STRPU_08794	BRALA03348
STRPU_08796	BRALA13008
STRPU_08797	BRALA31414
STRPU_08798	BRALA29438
STRPU_08799	BRALA27483
STRPU_08801	BRALA10429
STRPU_08807	BRALA25027
STRPU_08808	BRALA25028
STRPU_08809	BRALA18633
STRPU_08813	BRALA13024
STRPU_08814	BRALA16890
STRPU_08818	BRALA25035
STRPU_08822	BRALA16026
STRPU_08829	BRALA27485
STRPU_08830	BRALA06408
STRPU_08831	BRALA11205
STRPU_08835	BRALA11175
STRPU_08846	BRALA29866
STRPU_08853	BRALA09071
STRPU_08886	BRALA21766
STRPU_08891	BRALA06237
STRPU_08938	BRALA27367
STRPU_08942	BRALA01127
STRPU_08957	BRALA18626
STRPU_08958	BRALA18625
STRPU_08963	BRALA06257
STRPU_08971	BRALA26958
STRPU_08972	BRALA31758
STRPU_08973	BRALA22793
STRPU_08981	BRALA21929
STRPU_08991	BRALA13138
STRPU_08993	BRALA13133
STRPU_09000	BRALA04726
STRPU_09006	BRALA18635
STRPU_09008	BRALA34128
STRPU_09009	BRALA06316
STRPU_09010	BRALA27390
STRPU_09015	BRALA30394
STRPU_09039	BRALA34145
STRPU_09043	BRALA32654
STRPU_09062	BRALA11198
STRPU_09063	BRALA12667
STRPU_09079	BRALA12939
STRPU_09135	BRALA00302
STRPU_09198	BRALA14436
STRPU_09240	BRALA18648
STRPU_09241	BRALA11234
STRPU_09242	BRALA06379
STRPU_09243	BRALA06378
STRPU_09259	BRALA23015
STRPU_09264	BRALA21981
STRPU_09265	BRALA11196
STRPU_09266	BRALA06373
STRPU_09267	BRALA25276
STRPU_09269	BRALA11134
STRPU_09271	BRALA22588
STRPU_09272	BRALA04882
STRPU_09273	BRALA05744
STRPU_09277	BRALA10406
STRPU_09280	BRALA06534
STRPU_09287	BRALA16722
STRPU_09292	BRALA25279
STRPU_09294	BRALA12584
STRPU_09295	BRALA10408
STRPU_09296	BRALA06426
STRPU_09297	BRALA25349
STRPU_09299	BRALA16352
STRPU_09301	BRALA21414
STRPU_09304	BRALA21702
STRPU_09307	BRALA24490
STRPU_09312	BRALA16728
STRPU_09315	BRALA24046
STRPU_09317	BRALA16377
STRPU_09320	BRALA06742
STRPU_09333	BRALA24277
STRPU_09335	BRALA24475
STRPU_09338	BRALA27931
STRPU_09339	BRALA27932
STRPU_09343	BRALA29301
STRPU_09349	BRALA01764
STRPU_09368	BRALA16312
STRPU_09369	BRALA11457
STRPU_09378	BRALA06310
STRPU_09443	BRALA24569
STRPU_09451	BRALA20697
STRPU_09459	BRALA16415
STRPU_09461	BRALA07457
STRPU_09462	BRALA22358
STRPU_09466	BRALA05544
STRPU_09472	BRALA25596
STRPU_09475	BRALA07643
STRPU_09507	BRALA09831
STRPU_09508	BRALA11720
STRPU_09509	BRALA29990
STRPU_09513	BRALA13852
STRPU_09515	BRALA22355
STRPU_09518	BRALA16413
STRPU_09519	BRALA11410
STRPU_09523	BRALA32464
STRPU_09526	BRALA13442
STRPU_09538	BRALA29840
STRPU_09539	BRALA16333
STRPU_09543	BRALA29869
STRPU_09545	BRALA25855
STRPU_09551	BRALA34121
STRPU_09552	BRALA21684
STRPU_09560	BRALA27468
STRPU_09561	BRALA27469
STRPU_09562	BRALA23989
STRPU_09566	BRALA13716
STRPU_09569	BRALA28884
STRPU_09573	BRALA08601
STRPU_09612	BRALA32175
STRPU_09616	BRALA31418
STRPU_09620	BRALA32677
STRPU_09622	BRALA11433
STRPU_09624	BRALA27591
STRPU_09634	BRALA22361
STRPU_09636	BRALA16422
STRPU_09639	BRALA11441
STRPU_09651	BRALA02590
STRPU_09653	BRALA21466
STRPU_09674	BRALA06772
STRPU_09677	BRALA25838
STRPU_09679	BRALA21917
STRPU_09680	BRALA29385
STRPU_09682	BRALA16399
STRPU_09686	BRALA19075
STRPU_09688	BRALA16349
STRPU_09776	BRALA27933
STRPU_09777	BRALA29847
STRPU_09778	BRALA11440
STRPU_09781	BRALA16277
STRPU_09784	BRALA16284
STRPU_09785	BRALA25050
STRPU_09786	BRALA29176
STRPU_09793	BRALA16416
STRPU_09797	BRALA11492
STRPU_09806	BRALA29530
STRPU_09824	BRALA05259
STRPU_09825	BRALA29623
STRPU_09826	BRALA14249
STRPU_09827	BRALA27471
STRPU_09828	BRALA24028
STRPU_09850	BRALA11565
STRPU_09854	BRALA13862
STRPU_09855	BRALA33386
STRPU_09862	BRALA12506
STRPU_09870	BRALA21712
STRPU_09872	BRALA28885
STRPU_09873	BRALA20460
STRPU_09878	BRALA28371
STRPU_09879	BRALA28370
STRPU_09881	BRALA16274
STRPU_09883	BRALA00318
STRPU_09887	BRALA02652
STRPU_09888	BRALA25840
STRPU_09891	BRALA32679
STRPU_09897	BRALA16420
STRPU_09909	BRALA32769
STRPU_09918	BRALA09976
STRPU_09920	BRALA21677
STRPU_09922	BRALA15335
STRPU_09926	BRALA29298
STRPU_09927	BRALA21667
STRPU_09937	BRALA11491
STRPU_09940	BRALA34412
STRPU_09963	BRALA25588
STRPU_09981	BRALA34426
STRPU_09991	BRALA27586
STRPU_10011	BRALA34300
STRPU_10012	BRALA17596
STRPU_10013	BRALA27289
STRPU_10019	BRALA16271
STRPU_10020	BRALA28383
STRPU_10024	BRALA25075
STRPU_10030	BRALA16380
STRPU_10059	BRALA01423
STRPU_10061	BRALA27180
STRPU_10085	BRALA06976
STRPU_10122	BRALA16388
STRPU_10131	BRALA02562
STRPU_10149	BRALA22643
STRPU_10182	BRALA28874
STRPU_10183	BRALA25842
STRPU_10186	BRALA29976
STRPU_10194	BRALA31826
STRPU_10196	BRALA11813
STRPU_10197	BRALA24491
STRPU_10199	BRALA24497
STRPU_10200	BRALA21704
STRPU_10201	BRALA06606
STRPU_10202	BRALA17117
STRPU_10209	BRALA16335
STRPU_10217	BRALA23625
STRPU_10218	BRALA01242
STRPU_10221	BRALA29846
STRPU_10226	BRALA31820
STRPU_10227	BRALA11537
STRPU_10239	BRALA27465
STRPU_10241	BRALA21682
STRPU_10274	BRALA27934
STRPU_10276	BRALA11490
STRPU_10277	BRALA11488
STRPU_10284	BRALA25078
STRPU_10285	BRALA21693
STRPU_10287	BRALA28876
STRPU_10288	BRALA16363
STRPU_10295	BRALA16393
STRPU_10302	BRALA07020
STRPU_10305	BRALA11467
STRPU_10306	BRALA21705
STRPU_10307	BRALA24474
STRPU_10310	BRALA25587
STRPU_10312	BRALA25602
STRPU_10313	BRALA09927
STRPU_10319	BRALA30526
STRPU_10322	BRALA24496
STRPU_10330	BRALA29533
STRPU_10331	BRALA09676
STRPU_10334	BRALA11538
STRPU_10336	BRALA16295
STRPU_10340	BRALA18990
STRPU_10341	BRALA29153
STRPU_10342	BRALA29154
STRPU_10344	BRALA33685
STRPU_10355	BRALA16279
STRPU_10367	BRALA11787
STRPU_10373	BRALA24070
STRPU_10374	BRALA16372
STRPU_10375	BRALA16338
STRPU_10376	BRALA22206
STRPU_10384	BRALA11552
STRPU_10385	BRALA11551
STRPU_10397	BRALA27463
STRPU_10398	BRALA27464
STRPU_10399	BRALA16353
STRPU_10400	BRALA24473
STRPU_10404	BRALA23705
STRPU_10406	BRALA30686
STRPU_10409	BRALA30688
STRPU_10413	BRALA28159
STRPU_10416	BRALA08921
STRPU_10417	BRALA16387
STRPU_10423	BRALA16417
STRPU_10430	BRALA16354
STRPU_10431	BRALA29845
STRPU_10433	BRALA16291
STRPU_10435	BRALA21694
STRPU_10441	BRALA11380
STRPU_10442	BRALA19196
STRPU_10444	BRALA23754
STRPU_10445	BRALA08665
STRPU_10459	BRALA25886
STRPU_10460	BRALA05802
STRPU_10472	BRALA07375
STRPU_10485	BRALA28889
STRPU_10501	BRALA27160
STRPU_10508	BRALA05674
STRPU_10509	BRALA05680
STRPU_10514	BRALA15779
STRPU_10515	BRALA15780
STRPU_10517	BRALA18757
STRPU_10518	BRALA18777
STRPU_10523	BRALA26678
STRPU_10535	BRALA05499
STRPU_10538	BRALA18293
STRPU_10548	BRALA07417
STRPU_10552	BRALA15838
STRPU_10553	BRALA15792
STRPU_10554	BRALA13888
STRPU_10555	BRALA01279
STRPU_10556	BRALA05637
STRPU_10560	BRALA18292
STRPU_10567	BRALA06572
STRPU_10592	BRALA13874
STRPU_10593	BRALA27276
STRPU_10595	BRALA18754
STRPU_10598	BRALA06705
STRPU_10601	BRALA16723
STRPU_10602	BRALA08589
STRPU_10604	BRALA05628
STRPU_10605	BRALA08030
STRPU_10614	BRALA05590
STRPU_10620	BRALA26965
STRPU_10629	BRALA05481
STRPU_10644	BRALA07319
STRPU_10655	BRALA29720
STRPU_10660	BRALA25888
STRPU_10661	BRALA15824
STRPU_10663	BRALA20394
STRPU_10664	BRALA18782
STRPU_10670	BRALA26622
STRPU_10720	BRALA05160
STRPU_10724	BRALA34122
STRPU_10726	BRALA07853
STRPU_10734	BRALA14329
STRPU_10738	BRALA17554
STRPU_10739	BRALA28381
STRPU_10753	BRALA08686
STRPU_10754	BRALA08684
STRPU_10766	BRALA06580
STRPU_10774	BRALA05659
STRPU_10776	BRALA05556
STRPU_10782	BRALA03722
STRPU_10785	BRALA07660
STRPU_10822	BRALA19979
STRPU_10824	BRALA08666
STRPU_10825	BRALA15766
STRPU_10826	BRALA25739
STRPU_10827	BRALA25871
STRPU_10839	BRALA08590
STRPU_10899	BRALA19625
STRPU_10904	BRALA30819
STRPU_10906	BRALA11505
STRPU_10910	BRALA14406
STRPU_10911	BRALA06052
STRPU_10913	BRALA24468
STRPU_10915	BRALA08605
STRPU_10918	BRALA15855
STRPU_10921	BRALA05483
STRPU_10934	BRALA30311
STRPU_10937	BRALA05650
STRPU_10938	BRALA18740
STRPU_10941	BRALA08338
STRPU_10958	BRALA23398
STRPU_10961	BRALA05520
STRPU_10966	BRALA15802
STRPU_10970	BRALA18774
STRPU_10989	BRALA18262
STRPU_11017	BRALA21106
STRPU_11037	BRALA05441
STRPU_11057	BRALA32951
STRPU_11060	BRALA15185
STRPU_11067	BRALA28568
STRPU_11068	BRALA05479
STRPU_11071	BRALA14828
STRPU_11072	BRALA17686
STRPU_11076	BRALA09714
STRPU_11081	BRALA15803
STRPU_11082	BRALA15804
STRPU_11093	BRALA05519
STRPU_11094	BRALA15784
STRPU_11096	BRALA04298
STRPU_11145	BRALA15819
STRPU_11147	BRALA08587
STRPU_11149	BRALA07216
STRPU_11161	BRALA24387
STRPU_11166	BRALA15840
STRPU_11167	BRALA15841
STRPU_11169	BRALA09982
STRPU_11181	BRALA12155
STRPU_11184	BRALA15450
STRPU_11194	BRALA23875
STRPU_11221	BRALA24478
STRPU_11242	BRALA05741
STRPU_11274	BRALA25106
STRPU_11289	BRALA03711
STRPU_11317	BRALA10697
STRPU_11322	BRALA22349
STRPU_11324	BRALA34058
STRPU_11332	BRALA11184
STRPU_11339	BRALA05677
STRPU_11341	BRALA05670
STRPU_11351	BRALA15770
STRPU_11353	BRALA26683
STRPU_11354	BRALA18001
STRPU_11355	BRALA05560
STRPU_11358	BRALA01424
STRPU_11360	BRALA04433
STRPU_11362	BRALA26674
STRPU_11367	BRALA15808
STRPU_11368	BRALA02455
STRPU_11370	BRALA28322
STRPU_11379	BRALA17892
STRPU_11391	BRALA14324
STRPU_11407	BRALA18789
STRPU_11411	BRALA30231
STRPU_11420	BRALA05745
STRPU_11423	BRALA17282
STRPU_11434	BRALA14363
STRPU_11435	BRALA05611
STRPU_11438	BRALA08584
STRPU_11440	BRALA28326
STRPU_11444	BRALA05463
STRPU_11445	BRALA18781
STRPU_11447	BRALA18745
STRPU_11452	BRALA15786
STRPU_11454	BRALA19604
STRPU_11455	BRALA05684
STRPU_11465	BRALA28325
STRPU_11467	BRALA32334
STRPU_11474	BRALA07463
STRPU_11480	BRALA15747
STRPU_11491	BRALA01726
STRPU_11500	BRALA31527
STRPU_11508	BRALA05507
STRPU_11511	BRALA08770
STRPU_11516	BRALA11739
STRPU_11523	BRALA02330
STRPU_11528	BRALA02487
STRPU_11531	BRALA02164
STRPU_11537	BRALA19186
STRPU_11538	BRALA19187
STRPU_11539	BRALA02217
STRPU_11540	BRALA02216
STRPU_11556	BRALA12431
STRPU_11558	BRALA13028
STRPU_11577	BRALA06424
STRPU_11601	BRALA29445
STRPU_11652	BRALA02447
STRPU_11653	BRALA02066
STRPU_11654	BRALA04781
STRPU_11656	BRALA17557
STRPU_11676	BRALA02507
STRPU_11677	BRALA02509
STRPU_11678	BRALA08920
STRPU_11708	BRALA01964
STRPU_11711	BRALA08810
STRPU_11720	BRALA17118
STRPU_11721	BRALA02108
STRPU_11727	BRALA25072
STRPU_11729	BRALA02063
STRPU_11741	BRALA31722
STRPU_11750	BRALA02257
STRPU_11759	BRALA08874
STRPU_11791	BRALA02299
STRPU_11793	BRALA08885
STRPU_11798	BRALA08751
STRPU_11817	BRALA06363
STRPU_11819	BRALA01990
STRPU_11820	BRALA23402
STRPU_11829	BRALA08893
STRPU_11835	BRALA00511
STRPU_11836	BRALA01425
STRPU_11844	BRALA02478
STRPU_11854	BRALA08827
STRPU_11869	BRALA08804
STRPU_11911	BRALA19132
STRPU_11923	BRALA26930
STRPU_11926	BRALA18836
STRPU_11934	BRALA07999
STRPU_11981	BRALA08900
STRPU_12017	BRALA02188
STRPU_12020	BRALA08891
STRPU_12023	BRALA12682
STRPU_12025	BRALA02476
STRPU_12034	BRALA07144
STRPU_12049	BRALA25663
STRPU_12054	BRALA02296
STRPU_12057	BRALA01374
STRPU_12093	BRALA14510
STRPU_12097	BRALA02029
STRPU_12104	BRALA02412
STRPU_12157	BRALA15704
STRPU_12186	BRALA02434
STRPU_12188	BRALA02049
STRPU_12195	BRALA23417
STRPU_12203	BRALA01957
STRPU_12211	BRALA02154
STRPU_12226	BRALA28088
STRPU_12245	BRALA08819
STRPU_12254	BRALA17771
STRPU_12257	BRALA08879
STRPU_12262	BRALA02124
STRPU_12278	BRALA16491
STRPU_12281	BRALA29343
STRPU_12282	BRALA14279
STRPU_12287	BRALA02471
STRPU_12298	BRALA24730
STRPU_12309	BRALA27939
STRPU_12317	BRALA26426
STRPU_12320	BRALA26428
STRPU_12328	BRALA20117
STRPU_12333	BRALA25019
STRPU_12334	BRALA15743
STRPU_12339	BRALA22890
STRPU_12340	BRALA11897
STRPU_12344	BRALA23852
STRPU_12345	BRALA22903
STRPU_12346	BRALA00021
STRPU_12349	BRALA18296
STRPU_12350	BRALA29773
STRPU_12351	BRALA14567
STRPU_12353	BRALA03090
STRPU_12358	BRALA26578
STRPU_12362	BRALA25024
STRPU_12367	BRALA32763
STRPU_12371	BRALA18259
STRPU_12374	BRALA23824
STRPU_12377	BRALA25023
STRPU_12406	BRALA06121
STRPU_12425	BRALA21055
STRPU_12443	BRALA13847
STRPU_12444	BRALA25396
STRPU_12448	BRALA08964
STRPU_12455	BRALA03659
STRPU_12458	BRALA09747
STRPU_12460	BRALA26111
STRPU_12467	BRALA33198
STRPU_12469	BRALA27838
STRPU_12472	BRALA16627
STRPU_12476	BRALA11223
STRPU_12502	BRALA16751
STRPU_12509	BRALA06120
STRPU_12529	BRALA12557
STRPU_12531	BRALA32128
STRPU_12536	BRALA28198
STRPU_12547	BRALA22886
STRPU_12555	BRALA18504
STRPU_12559	BRALA16505
STRPU_12562	BRALA18234
STRPU_12572	BRALA34987
STRPU_12581	BRALA23387
STRPU_12584	BRALA19904
STRPU_12587	BRALA07712
STRPU_12598	BRALA21792
STRPU_12599	BRALA17810
STRPU_12600	BRALA04602
STRPU_12610	BRALA33496
STRPU_12613	BRALA07283
STRPU_12622	BRALA07510
STRPU_12624	BRALA09884
STRPU_12635	BRALA22905
STRPU_12644	BRALA15075
STRPU_12652	BRALA22898
STRPU_12654	BRALA09013
STRPU_12656	BRALA07528
STRPU_12668	BRALA31223
STRPU_12685	BRALA22904
STRPU_12690	BRALA23851
STRPU_12694	BRALA13840
STRPU_12705	BRALA29588
STRPU_12708	BRALA25392
STRPU_12709	BRALA25395
STRPU_12729	BRALA23553
STRPU_12731	BRALA30517
STRPU_12732	BRALA30977
STRPU_12738	BRALA24671
STRPU_12756	BRALA09981
STRPU_12773	BRALA17751
STRPU_12789	BRALA26497
STRPU_12792	BRALA16559
STRPU_12794	BRALA26409
STRPU_12801	BRALA27849
STRPU_12803	BRALA07745
STRPU_12811	BRALA18141
STRPU_12813	BRALA29779
STRPU_12818	BRALA27583
STRPU_12821	BRALA25766
STRPU_12822	BRALA29962
STRPU_12825	BRALA07746
STRPU_12827	BRALA24286
STRPU_12834	BRALA05607
STRPU_12841	BRALA12174
STRPU_12866	BRALA00099
STRPU_12868	BRALA24297
STRPU_12870	BRALA25513
STRPU_12880	BRALA28956
STRPU_12886	BRALA11691
STRPU_12887	BRALA24222
STRPU_12890	BRALA29563
STRPU_12902	BRALA19975
STRPU_12903	BRALA27842
STRPU_12904	BRALA11262
STRPU_12907	BRALA18274
STRPU_12909	BRALA25345
STRPU_12917	BRALA18273
STRPU_12927	BRALA07685
STRPU_12928	BRALA29770
STRPU_12934	BRALA30840
STRPU_12944	BRALA22901
STRPU_12945	BRALA22900
STRPU_12951	BRALA27623
STRPU_12966	BRALA16226
STRPU_12967	BRALA13456
STRPU_12972	BRALA28941
STRPU_12980	BRALA22483
STRPU_12981	BRALA07627
STRPU_12983	BRALA15960
STRPU_12984	BRALA24689
STRPU_12994	BRALA12851
STRPU_12995	BRALA18263
STRPU_13012	BRALA23863
STRPU_13033	BRALA07566
STRPU_13041	BRALA16446
STRPU_13048	BRALA23748
STRPU_13052	BRALA19165
STRPU_13118	BRALA06517
STRPU_13126	BRALA25342
STRPU_13135	BRALA07328
STRPU_13142	BRALA17740
STRPU_13155	BRALA24556
STRPU_13175	BRALA06340
STRPU_13183	BRALA09208
STRPU_13187	BRALA17968
STRPU_13192	BRALA24176
STRPU_13193	BRALA25727
STRPU_13208	BRALA23676
STRPU_13243	BRALA09049
STRPU_13245	BRALA17672
STRPU_13246	BRALA14482
STRPU_13247	BRALA14481
STRPU_13248	BRALA14480
STRPU_13250	BRALA15428
STRPU_13251	BRALA15421
STRPU_13252	BRALA15795
STRPU_13256	BRALA14059
STRPU_13259	BRALA12839
STRPU_13277	BRALA20296
STRPU_13284	BRALA09057
STRPU_13302	BRALA32475
STRPU_13306	BRALA20108
STRPU_13307	BRALA21593
STRPU_13308	BRALA18137
STRPU_13309	BRALA07343
STRPU_13323	BRALA22329
STRPU_13329	BRALA14156
STRPU_13331	BRALA20262
STRPU_13334	BRALA01444
STRPU_13340	BRALA14131
STRPU_13354	BRALA13297
STRPU_13398	BRALA15946
STRPU_13400	BRALA00707
STRPU_13409	BRALA21006
STRPU_13410	BRALA21005
STRPU_13411	BRALA21004
STRPU_13417	BRALA09185
STRPU_13418	BRALA14145
STRPU_13421	BRALA20226
STRPU_13447	BRALA10378
STRPU_13462	BRALA09162
STRPU_13467	BRALA10666
STRPU_13470	BRALA27290
STRPU_13471	BRALA18116
STRPU_13473	BRALA14486
STRPU_13484	BRALA14471
STRPU_13490	BRALA07441
STRPU_13492	BRALA07442
STRPU_13497	BRALA31764
STRPU_13500	BRALA15827
STRPU_13507	BRALA09187
STRPU_13512	BRALA14554
STRPU_13515	BRALA07378
STRPU_13516	BRALA07431
STRPU_13523	BRALA15843
STRPU_13526	BRALA29072
STRPU_13527	BRALA24897
STRPU_13530	BRALA25956
STRPU_13534	BRALA14069
STRPU_13535	BRALA14066
STRPU_13541	BRALA34976
STRPU_13544	BRALA03689
STRPU_13546	BRALA14465
STRPU_13548	BRALA14468
STRPU_13552	BRALA21200
STRPU_13557	BRALA09033
STRPU_13558	BRALA07356
STRPU_13578	BRALA34639
STRPU_13591	BRALA25844
STRPU_13615	BRALA24189
STRPU_13647	BRALA14041
STRPU_13665	BRALA22428
STRPU_13699	BRALA07437
STRPU_13706	BRALA08463
STRPU_13716	BRALA09188
STRPU_13719	BRALA14829
STRPU_13720	BRALA01811
STRPU_13721	BRALA20299
STRPU_13722	BRALA18122
STRPU_13723	BRALA14155
STRPU_13732	BRALA19948
STRPU_13733	BRALA09201
STRPU_13739	BRALA07357
STRPU_13741	BRALA09205
STRPU_13773	BRALA17016
STRPU_13787	BRALA07390
STRPU_13793	BRALA04543
STRPU_13804	BRALA15442
STRPU_13807	BRALA16808
STRPU_13808	BRALA14459
STRPU_13811	BRALA17820
STRPU_13813	BRALA16176
STRPU_13816	BRALA32894
STRPU_13820	BRALA14521
STRPU_13822	BRALA14261
STRPU_13826	BRALA26297
STRPU_13830	BRALA07414
STRPU_13832	BRALA18130
STRPU_13834	BRALA07409
STRPU_13842	BRALA31160
STRPU_13851	BRALA19370
STRPU_13856	BRALA23992
STRPU_13857	BRALA20284
STRPU_13871	BRALA20887
STRPU_13885	BRALA16997
STRPU_13902	BRALA06707
STRPU_13903	BRALA09189
STRPU_13904	BRALA14454
STRPU_13908	BRALA23774
STRPU_13911	BRALA10814
STRPU_13912	BRALA07429
STRPU_13930	BRALA08366
STRPU_13938	BRALA15451
STRPU_13946	BRALA07432
STRPU_13947	BRALA06871
STRPU_13948	BRALA07420
STRPU_13952	BRALA18126
STRPU_13957	BRALA18043
STRPU_13962	BRALA07400
STRPU_13963	BRALA14804
STRPU_13968	BRALA07362
STRPU_13971	BRALA09160
STRPU_13972	BRALA09181
STRPU_13973	BRALA14478
STRPU_13985	BRALA27164
STRPU_13986	BRALA23918
STRPU_14005	BRALA14029
STRPU_14008	BRALA16572
STRPU_14011	BRALA30659
STRPU_14015	BRALA07338
STRPU_14030	BRALA31859
STRPU_14099	BRALA12678
STRPU_14123	BRALA00525
STRPU_14124	BRALA14102
STRPU_14165	BRALA24274
STRPU_14167	BRALA07212
STRPU_14169	BRALA15001
STRPU_14170	BRALA15376
STRPU_14183	BRALA29876
STRPU_14184	BRALA31136
STRPU_14186	BRALA06873
STRPU_14187	BRALA14954
STRPU_14189	BRALA27109
STRPU_14211	BRALA16402
STRPU_14214	BRALA29420
STRPU_14215	BRALA28932
STRPU_14216	BRALA22152
STRPU_14217	BRALA23941
STRPU_14219	BRALA22191
STRPU_14224	BRALA04332
STRPU_14238	BRALA17731
STRPU_14239	BRALA28922
STRPU_14242	BRALA18210
STRPU_14243	BRALA22205
STRPU_14245	BRALA29478
STRPU_14255	BRALA24239
STRPU_14293	BRALA23571
STRPU_14320	BRALA14976
STRPU_14325	BRALA29696
STRPU_14328	BRALA06370
STRPU_14330	BRALA28153
STRPU_14333	BRALA28926
STRPU_14336	BRALA19368
STRPU_14337	BRALA24617
STRPU_14341	BRALA26638
STRPU_14342	BRALA26637
STRPU_14351	BRALA22498
STRPU_14352	BRALA30315
STRPU_14368	BRALA19115
STRPU_14369	BRALA06810
STRPU_14370	BRALA28928
STRPU_14371	BRALA01804
STRPU_14372	BRALA29050
STRPU_14373	BRALA29047
STRPU_14374	BRALA23985
STRPU_14375	BRALA21791
STRPU_14376	BRALA18476
STRPU_14380	BRALA15348
STRPU_14382	BRALA02651
STRPU_14384	BRALA32523
STRPU_14385	BRALA17761
STRPU_14388	BRALA23591
STRPU_14389	BRALA29699
STRPU_14392	BRALA23937
STRPU_14393	BRALA24916
STRPU_14394	BRALA30351
STRPU_14405	BRALA29466
STRPU_14406	BRALA07224
STRPU_14409	BRALA28422
STRPU_14410	BRALA17735
STRPU_14411	BRALA11971
STRPU_14414	BRALA17710
STRPU_14418	BRALA35646
STRPU_14427	BRALA31292
STRPU_14456	BRALA16844
STRPU_14474	BRALA26874
STRPU_14475	BRALA22167
STRPU_14476	BRALA22175
STRPU_14477	BRALA07186
STRPU_14487	BRALA12994
STRPU_14493	BRALA27572
STRPU_14494	BRALA16479
STRPU_14514	BRALA29414
STRPU_14515	BRALA29415
STRPU_14524	BRALA16247
STRPU_14531	BRALA01482
STRPU_14536	BRALA15067
STRPU_14537	BRALA18738
STRPU_14540	BRALA21295
STRPU_14546	BRALA27571
STRPU_14551	BRALA30054
STRPU_14556	BRALA28428
STRPU_14559	BRALA24159
STRPU_14562	BRALA24153
STRPU_14564	BRALA14778
STRPU_14566	BRALA25503
STRPU_14567	BRALA03422
STRPU_14577	BRALA11232
STRPU_14579	BRALA22303
STRPU_14589	BRALA14946
STRPU_14590	BRALA25907
STRPU_14593	BRALA34998
STRPU_14595	BRALA29322
STRPU_14596	BRALA22173
STRPU_14597	BRALA07191
STRPU_14598	BRALA32298
STRPU_14599	BRALA24152
STRPU_14602	BRALA07781
STRPU_14643	BRALA14992
STRPU_14645	BRALA14991
STRPU_14647	BRALA19032
STRPU_14649	BRALA11419
STRPU_14650	BRALA11420
STRPU_14652	BRALA06933
STRPU_14655	BRALA14984
STRPU_14656	BRALA24225
STRPU_14664	BRALA08025
STRPU_14670	BRALA24393
STRPU_14671	BRALA15388
STRPU_14674	BRALA14986
STRPU_14677	BRALA33633
STRPU_14679	BRALA22190
STRPU_14681	BRALA30844
STRPU_14688	BRALA16167
STRPU_14713	BRALA26647
STRPU_14716	BRALA29375
STRPU_14719	BRALA10367
STRPU_14726	BRALA14983
STRPU_14728	BRALA30098
STRPU_14730	BRALA23593
STRPU_14731	BRALA04534
STRPU_14733	BRALA33684
STRPU_14735	BRALA02840
STRPU_14745	BRALA19352
STRPU_14746	BRALA17732
STRPU_14750	BRALA10238
STRPU_14753	BRALA31141
STRPU_14785	BRALA12617
STRPU_14791	BRALA14953
STRPU_14792	BRALA14958
STRPU_14803	BRALA26857
STRPU_14805	BRALA29697
STRPU_14809	BRALA23592
STRPU_14810	BRALA29273
STRPU_14811	BRALA25567
STRPU_14812	BRALA14969
STRPU_14820	BRALA10866
STRPU_14831	BRALA17730
STRPU_14835	BRALA31266
STRPU_14838	BRALA26859
STRPU_14839	BRALA29254
STRPU_14841	BRALA28427
STRPU_14843	BRALA33091
STRPU_14867	BRALA33786
STRPU_14874	BRALA23378
STRPU_14875	BRALA34550
STRPU_14885	BRALA27659
STRPU_14886	BRALA27657
STRPU_14888	BRALA22168
STRPU_14891	BRALA20862
STRPU_14900	BRALA24258
STRPU_14909	BRALA04682
STRPU_14915	BRALA20674
STRPU_14919	BRALA22699
STRPU_14993	BRALA30016
STRPU_15005	BRALA22185
STRPU_15006	BRALA07231
STRPU_15015	BRALA20932
STRPU_15017	BRALA23258
STRPU_15031	BRALA08107
STRPU_15042	BRALA26853
STRPU_15046	BRALA14999
