BRALA31859	bflo_00016
BRALA08405	bflo_05614
BRALA08406	bflo_05615
BRALA08400	bflo_05616
BRALA14595	bflo_05619
BRALA21645	bflo_05620
BRALA27732	bflo_05622
BRALA27730	bflo_05623
BRALA26104	bflo_05624
BRALA09487	bflo_05625
BRALA25109	bflo_05629
BRALA17099	bflo_05634
BRALA21267	bflo_05638
BRALA15152	bflo_05640
BRALA25111	bflo_05641
BRALA15153	bflo_05642
BRALA17585	bflo_05643
BRALA15142	bflo_05645
BRALA09523	bflo_05646
BRALA25113	bflo_05647
BRALA18552	bflo_05648
BRALA13449	bflo_05650
BRALA13447	bflo_05651
BRALA09561	bflo_05653
BRALA25112	bflo_05654
BRALA21642	bflo_05655
BRALA21641	bflo_05656
BRALA26113	bflo_05658
BRALA01544	bflo_05661
BRALA01542	bflo_05663
BRALA01543	bflo_05664
BRALA17537	bflo_05666
BRALA25110	bflo_05667
BRALA31019	bflo_05670
BRALA31021	bflo_05671
BRALA31020	bflo_05672
BRALA31018	bflo_05673
BRALA31022	bflo_05674
BRALA24418	bflo_05675
BRALA33559	bflo_05677
BRALA01688	bflo_05680
BRALA16607	bflo_05681
BRALA16605	bflo_05682
BRALA21305	bflo_05683
BRALA23181	bflo_05684
BRALA23177	bflo_05685
BRALA23175	bflo_05686
BRALA23182	bflo_05687
BRALA23176	bflo_05688
BRALA23183	bflo_05689
BRALA24417	bflo_05690
BRALA17578	bflo_05693
BRALA17576	bflo_05694
BRALA17574	bflo_05695
BRALA17573	bflo_05696
BRALA17575	bflo_05698
BRALA23768	bflo_05699
BRALA24416	bflo_05700
BRALA17092	bflo_05701
BRALA17091	bflo_05702
BRALA01841	bflo_05704
BRALA16546	bflo_05707
BRALA16549	bflo_05708
BRALA16547	bflo_05709
BRALA16553	bflo_05711
BRALA16551	bflo_05712
BRALA15069	bflo_05719
BRALA15073	bflo_05721
BRALA24409	bflo_05725
BRALA01837	bflo_05727
BRALA01833	bflo_05729
BRALA01822	bflo_05732
BRALA01824	bflo_05733
BRALA01828	bflo_05734
BRALA01832	bflo_05735
BRALA01829	bflo_05737
BRALA24414	bflo_05739
BRALA18504	bflo_05741
BRALA24408	bflo_05745
BRALA21747	bflo_05749
BRALA14623	bflo_05750
BRALA01442	bflo_05755
BRALA01443	bflo_05756
BRALA01439	bflo_05758
BRALA24410	bflo_05759
BRALA14631	bflo_05760
BRALA01480	bflo_05762
BRALA01482	bflo_05763
BRALA08539	bflo_05766
BRALA08540	bflo_05767
BRALA13382	bflo_05768
BRALA09570	bflo_05770
BRALA13479	bflo_05772
BRALA20406	bflo_05776
BRALA01940	bflo_05777
BRALA21755	bflo_05779
BRALA13486	bflo_05782
BRALA29207	bflo_05784
BRALA14669	bflo_05785
BRALA17877	bflo_05787
BRALA17876	bflo_05788
BRALA13949	bflo_05789
BRALA04445	bflo_05790
BRALA09509	bflo_05791
BRALA24433	bflo_05792
BRALA17093	bflo_05796
BRALA26127	bflo_05797
BRALA17083	bflo_05798
BRALA27729	bflo_05800
BRALA21885	bflo_05801
BRALA21884	bflo_05802
BRALA21913	bflo_05803
BRALA16807	bflo_05807
BRALA16806	bflo_05809
BRALA24432	bflo_05810
BRALA16808	bflo_05811
BRALA23741	bflo_05812
BRALA18214	bflo_05814
BRALA24434	bflo_05815
BRALA08494	bflo_05818
BRALA14572	bflo_05821
BRALA14573	bflo_05822
BRALA13359	bflo_05823
BRALA16559	bflo_05825
BRALA08373	bflo_05827
BRALA15044	bflo_05829
BRALA15047	bflo_05830
BRALA15048	bflo_05831
BRALA15051	bflo_05832
BRALA17870	bflo_05833
BRALA17873	bflo_05835
BRALA17875	bflo_05836
BRALA29829	bflo_05837
BRALA14581	bflo_05841
BRALA13358	bflo_05842
BRALA14583	bflo_05843
BRALA13357	bflo_05849
BRALA18528	bflo_05850
BRALA29802	bflo_05851
BRALA18527	bflo_05852
BRALA23753	bflo_05854
BRALA08336	bflo_05855
BRALA08337	bflo_05856
BRALA01545	bflo_05857
BRALA18491	bflo_05858
BRALA16829	bflo_05861
BRALA16827	bflo_05864
BRALA16828	bflo_05868
BRALA24663	bflo_05869
BRALA16831	bflo_05870
BRALA17580	bflo_05871
BRALA21917	bflo_05872
BRALA15101	bflo_05873
BRALA15102	bflo_05874
BRALA33465	bflo_05875
BRALA15099	bflo_05876
BRALA13468	bflo_05880
BRALA24665	bflo_05884
BRALA01773	bflo_05887
BRALA21268	bflo_05902
BRALA26845	bflo_05904
BRALA21274	bflo_05905
BRALA21271	bflo_05906
BRALA10822	bflo_05907
BRALA21272	bflo_05909
BRALA21275	bflo_05910
BRALA21276	bflo_05911
BRALA14633	bflo_05912
BRALA14639	bflo_05913
BRALA14635	bflo_05914
BRALA14638	bflo_05915
BRALA26201	bflo_05918
BRALA14634	bflo_05919
BRALA01432	bflo_05920
BRALA18221	bflo_05921
BRALA18220	bflo_05922
BRALA17543	bflo_05924
BRALA30345	bflo_05930
BRALA33636	bflo_05934
BRALA15060	bflo_05935
BRALA18534	bflo_05937
BRALA15129	bflo_05938
BRALA17880	bflo_05939
BRALA10884	bflo_05940
BRALA17879	bflo_05941
BRALA14570	bflo_05942
BRALA01786	bflo_05944
BRALA01785	bflo_05945
BRALA14560	bflo_05947
BRALA17558	bflo_05948
BRALA21650	bflo_05951
BRALA21649	bflo_05952
BRALA30065	bflo_05953
BRALA18502	bflo_05954
BRALA27215	bflo_05956
BRALA08541	bflo_05958
BRALA13490	bflo_05960
BRALA13489	bflo_05961
BRALA29446	bflo_05962
BRALA18516	bflo_05963
BRALA30155	bflo_05968
BRALA16680	bflo_05970
BRALA13487	bflo_05971
BRALA01758	bflo_05972
BRALA01503	bflo_05974
BRALA16826	bflo_05983
BRALA17905	bflo_05989
BRALA01855	bflo_05992
BRALA01906	bflo_05993
BRALA01878	bflo_05994
BRALA15635	bflo_05997
BRALA13459	bflo_05998
BRALA01860	bflo_05999
BRALA01856	bflo_06002
BRALA17903	bflo_06003
BRALA01908	bflo_06004
BRALA21882	bflo_06005
BRALA01909	bflo_06009
BRALA17904	bflo_06010
BRALA01879	bflo_06013
BRALA13457	bflo_06014
BRALA13460	bflo_06016
BRALA13463	bflo_06017
BRALA13456	bflo_06019
BRALA01859	bflo_06020
BRALA13458	bflo_06021
BRALA01913	bflo_06023
BRALA17899	bflo_06024
BRALA14603	bflo_06025
BRALA01890	bflo_06026
BRALA15636	bflo_06029
BRALA13465	bflo_06033
BRALA15638	bflo_06034
BRALA29449	bflo_06037
BRALA17900	bflo_06038
BRALA01894	bflo_06042
BRALA01907	bflo_06043
BRALA15634	bflo_06044
BRALA01853	bflo_06049
BRALA01903	bflo_06052
BRALA35093	bflo_06055
BRALA14643	bflo_06056
BRALA14642	bflo_06057
BRALA01766	bflo_06058
BRALA30158	bflo_06060
BRALA21752	bflo_06061
BRALA21756	bflo_06063
BRALA16558	bflo_06064
BRALA16557	bflo_06065
BRALA30160	bflo_06067
BRALA18518	bflo_06068
BRALA18520	bflo_06069
BRALA18519	bflo_06070
BRALA13488	bflo_06076
BRALA14596	bflo_06077
BRALA16697	bflo_06078
BRALA01641	bflo_06081
BRALA21264	bflo_06084
BRALA18496	bflo_06086
BRALA18497	bflo_06087
BRALA18492	bflo_06088
BRALA20727	bflo_06091
BRALA11920	bflo_06092
BRALA23763	bflo_06095
BRALA08360	bflo_06098
BRALA15027	bflo_06099
BRALA30159	bflo_06100
BRALA16673	bflo_06102
BRALA16674	bflo_06105
BRALA28428	bflo_06107
BRALA25706	bflo_06109
BRALA01409	bflo_06110
BRALA01390	bflo_06113
BRALA01422	bflo_06115
BRALA01395	bflo_06116
BRALA01418	bflo_06117
BRALA01414	bflo_06120
BRALA01392	bflo_06121
BRALA01412	bflo_06123
BRALA01402	bflo_06124
BRALA22859	bflo_06125
BRALA01386	bflo_06126
BRALA01397	bflo_06128
BRALA01413	bflo_06129
BRALA01389	bflo_06131
BRALA25319	bflo_06132
BRALA01428	bflo_06133
BRALA01388	bflo_06134
BRALA01387	bflo_06136
BRALA01398	bflo_06137
BRALA16671	bflo_06140
BRALA32811	bflo_06142
BRALA01759	bflo_06146
BRALA16595	bflo_06147
BRALA02358	bflo_06151
BRALA23774	bflo_06152
BRALA29683	bflo_06153
BRALA08444	bflo_06156
BRALA08442	bflo_06157
BRALA17086	bflo_06160
BRALA17087	bflo_06161
BRALA18544	bflo_06162
BRALA01845	bflo_06163
BRALA18507	bflo_06168
BRALA18505	bflo_06170
BRALA31614	bflo_06172
BRALA18506	bflo_06173
BRALA21889	bflo_06175
BRALA18224	bflo_06178
BRALA18227	bflo_06181
BRALA25712	bflo_06183
BRALA13558	bflo_06184
BRALA21586	bflo_06186
BRALA13524	bflo_06187
BRALA17604	bflo_06188
BRALA17596	bflo_06191
BRALA13540	bflo_06192
BRALA13534	bflo_06196
BRALA13549	bflo_06197
BRALA33931	bflo_06199
BRALA13523	bflo_06200
BRALA13539	bflo_06202
BRALA13537	bflo_06203
BRALA13554	bflo_06204
BRALA13542	bflo_06205
BRALA13544	bflo_06206
BRALA13531	bflo_06208
BRALA17600	bflo_06209
BRALA17597	bflo_06211
BRALA13532	bflo_06212
BRALA13536	bflo_06213
BRALA13525	bflo_06216
BRALA17605	bflo_06218
BRALA17589	bflo_06219
BRALA17603	bflo_06220
BRALA17590	bflo_06221
BRALA17591	bflo_06222
BRALA13522	bflo_06223
BRALA13557	bflo_06225
BRALA13529	bflo_06226
BRALA13555	bflo_06227
BRALA17601	bflo_06229
BRALA13548	bflo_06230
BRALA13527	bflo_06231
BRALA13541	bflo_06233
BRALA17602	bflo_06234
BRALA15123	bflo_06239
BRALA15125	bflo_06240
BRALA15119	bflo_06241
BRALA15126	bflo_06242
BRALA23757	bflo_06244
BRALA23756	bflo_06245
BRALA30717	bflo_06250
BRALA15023	bflo_06251
BRALA16672	bflo_06252
BRALA09529	bflo_06254
BRALA01935	bflo_06258
BRALA14628	bflo_06260
BRALA09574	bflo_06261
BRALA01672	bflo_06262
BRALA01749	bflo_06263
BRALA09466	bflo_06265
BRALA21894	bflo_06266
BRALA01737	bflo_06267
BRALA01754	bflo_06270
BRALA21749	bflo_06274
BRALA30074	bflo_06277
BRALA26241	bflo_06279
BRALA30072	bflo_06280
BRALA30070	bflo_06281
BRALA01524	bflo_06282
BRALA28801	bflo_06283
BRALA01724	bflo_06285
BRALA01560	bflo_06286
BRALA28250	bflo_06287
BRALA01652	bflo_06288
BRALA21740	bflo_06290
BRALA21736	bflo_06292
BRALA21739	bflo_06294
BRALA21738	bflo_06296
BRALA21758	bflo_06297
BRALA26246	bflo_06298
BRALA14562	bflo_06299
BRALA14566	bflo_06301
BRALA08333	bflo_06302
BRALA01784	bflo_06303
BRALA20487	bflo_06304
BRALA16556	bflo_06306
BRALA26237	bflo_06308
BRALA16536	bflo_06310
BRALA16537	bflo_06313
BRALA16531	bflo_06317
BRALA16685	bflo_06318
BRALA16686	bflo_06319
BRALA01525	bflo_06321
BRALA15165	bflo_06331
BRALA08491	bflo_06333
BRALA15155	bflo_06335
BRALA21647	bflo_06336
BRALA08342	bflo_06337
BRALA01429	bflo_06339
BRALA16615	bflo_06340
BRALA08523	bflo_06341
BRALA15024	bflo_06344
BRALA16590	bflo_06345
BRALA01634	bflo_06348
BRALA17107	bflo_06351
BRALA09554	bflo_06352
BRALA17850	bflo_06359
BRALA26231	bflo_06361
BRALA16652	bflo_06363
BRALA16648	bflo_06365
BRALA16654	bflo_06367
BRALA17859	bflo_06368
BRALA16640	bflo_06369
BRALA16639	bflo_06370
BRALA16631	bflo_06371
BRALA16660	bflo_06373
BRALA16638	bflo_06374
BRALA17849	bflo_06375
BRALA16636	bflo_06377
BRALA16664	bflo_06378
BRALA16634	bflo_06379
BRALA17851	bflo_06380
BRALA16651	bflo_06381
BRALA16642	bflo_06384
BRALA16649	bflo_06385
BRALA16630	bflo_06386
BRALA25956	bflo_06387
BRALA16643	bflo_06388
BRALA16647	bflo_06389
BRALA17856	bflo_06391
BRALA16658	bflo_06392
BRALA14585	bflo_06395
BRALA32833	bflo_06396
BRALA21289	bflo_06400
BRALA21288	bflo_06403
BRALA26243	bflo_06404
BRALA13923	bflo_06405
BRALA15067	bflo_06408
BRALA09599	bflo_06409
BRALA01629	bflo_06412
BRALA26239	bflo_06413
BRALA15054	bflo_06414
BRALA15056	bflo_06415
BRALA15052	bflo_06416
BRALA15055	bflo_06417
BRALA01709	bflo_06418
BRALA27727	bflo_06419
BRALA26240	bflo_06420
BRALA21893	bflo_06421
BRALA27739	bflo_06425
BRALA30081	bflo_06426
BRALA30082	bflo_06427
BRALA15068	bflo_06428
BRALA01666	bflo_06429
BRALA26229	bflo_06430
BRALA01817	bflo_06431
BRALA01799	bflo_06434
BRALA21895	bflo_06435
BRALA01569	bflo_06439
BRALA01574	bflo_06445
BRALA26142	bflo_06447
BRALA01610	bflo_06449
BRALA01589	bflo_06450
BRALA25955	bflo_06451
BRALA19388	bflo_06452
BRALA01596	bflo_06453
BRALA25959	bflo_06458
BRALA01576	bflo_06460
BRALA01588	bflo_06463
BRALA01599	bflo_06465
BRALA01606	bflo_06467
BRALA01612	bflo_06468
BRALA14580	bflo_06469
BRALA01614	bflo_06471
BRALA16624	bflo_06472
BRALA01767	bflo_06473
BRALA01438	bflo_06478
BRALA12004	bflo_06483
BRALA21732	bflo_06485
BRALA16588	bflo_06486
BRALA23203	bflo_06487
BRALA01801	bflo_06489
BRALA14588	bflo_06490
BRALA08361	bflo_06493
BRALA01838	bflo_06494
BRALA23762	bflo_06495
BRALA01559	bflo_06496
BRALA13473	bflo_06497
BRALA08547	bflo_06498
BRALA16610	bflo_06499
BRALA21300	bflo_06501
BRALA21919	bflo_06502
BRALA17568	bflo_06505
BRALA17571	bflo_06506
BRALA16703	bflo_06508
BRALA12041	bflo_06509
BRALA15147	bflo_06510
BRALA16677	bflo_06512
BRALA18531	bflo_06515
BRALA27725	bflo_06516
BRALA16619	bflo_06517
BRALA12040	bflo_06518
BRALA01804	bflo_06520
BRALA13471	bflo_06522
BRALA01527	bflo_06524
BRALA17546	bflo_06525
BRALA16625	bflo_06526
BRALA16702	bflo_06529
BRALA16699	bflo_06530
BRALA16700	bflo_06531
BRALA16701	bflo_06533
BRALA15154	bflo_06535
BRALA16529	bflo_06537
BRALA16528	bflo_06538
BRALA24713	bflo_06540
BRALA09566	bflo_06543
BRALA08492	bflo_06544
BRALA13286	bflo_06549
BRALA21745	bflo_06550
BRALA13484	bflo_06551
BRALA13485	bflo_06552
BRALA01813	bflo_06553
BRALA23836	bflo_06555
BRALA13283	bflo_06560
BRALA16593	bflo_06561
BRALA27214	bflo_06562
BRALA33695	bflo_06563
BRALA26851	bflo_06564
BRALA13439	bflo_06565
BRALA14613	bflo_06567
BRALA14614	bflo_06568
BRALA14616	bflo_06569
BRALA14617	bflo_06570
BRALA23778	bflo_06578
BRALA31450	bflo_06579
BRALA18538	bflo_06582
BRALA24687	bflo_06584
BRALA21605	bflo_06586
BRALA13507	bflo_06589
BRALA21608	bflo_06594
BRALA13497	bflo_06596
BRALA13513	bflo_06597
BRALA21616	bflo_06598
BRALA13515	bflo_06599
BRALA25921	bflo_06600
BRALA00504	bflo_06602
BRALA13508	bflo_06603
BRALA13511	bflo_06605
BRALA21602	bflo_06607
BRALA21603	bflo_06608
BRALA17606	bflo_06609
BRALA23743	bflo_06615
BRALA10625	bflo_06616
BRALA13315	bflo_06623
BRALA01791	bflo_06624
BRALA09482	bflo_06625
BRALA15127	bflo_06627
BRALA15081	bflo_06628
BRALA15080	bflo_06630
BRALA15079	bflo_06631
BRALA15150	bflo_06632
BRALA17123	bflo_06634
BRALA17121	bflo_06635
BRALA13316	bflo_06638
BRALA01722	bflo_06640
BRALA09463	bflo_06641
BRALA21723	bflo_06644
BRALA21724	bflo_06645
BRALA21725	bflo_06646
BRALA18447	bflo_06650
BRALA17550	bflo_06652
BRALA17552	bflo_06653
BRALA17551	bflo_06654
BRALA17548	bflo_06655
BRALA12151	bflo_06656
BRALA13563	bflo_06659
BRALA21923	bflo_06660
BRALA01718	bflo_06661
BRALA08332	bflo_06666
BRALA01747	bflo_06669
BRALA01750	bflo_06671
BRALA21727	bflo_06674
BRALA21730	bflo_06675
BRALA21731	bflo_06676
BRALA21728	bflo_06677
BRALA09954	bflo_06680
BRALA01752	bflo_06681
BRALA26831	bflo_06682
BRALA17090	bflo_06683
BRALA17089	bflo_06684
BRALA01477	bflo_06685
BRALA01816	bflo_06686
BRALA01499	bflo_06690
BRALA16597	bflo_06695
BRALA18530	bflo_06697
BRALA29826	bflo_06698
BRALA29824	bflo_06700
BRALA13435	bflo_06702
BRALA13438	bflo_06704
BRALA27867	bflo_06709
BRALA08390	bflo_06712
BRALA26132	bflo_06714
BRALA08371	bflo_06715
BRALA17105	bflo_06720
BRALA17102	bflo_06722
BRALA17103	bflo_06723
BRALA01802	bflo_06725
BRALA21281	bflo_06727
BRALA21283	bflo_06729
BRALA21286	bflo_06730
BRALA09366	bflo_06734
BRALA24655	bflo_06735
BRALA14556	bflo_06736
BRALA08378	bflo_06737
BRALA21901	bflo_06740
BRALA26467	bflo_06741
BRALA18536	bflo_06742
BRALA24685	bflo_06743
BRALA18537	bflo_06745
BRALA08369	bflo_06748
BRALA08362	bflo_06751
BRALA08358	bflo_06752
BRALA16793	bflo_06757
BRALA08355	bflo_06759
BRALA15138	bflo_06760
BRALA01732	bflo_06762
BRALA01671	bflo_06763
BRALA24688	bflo_06764
BRALA01669	bflo_06765
BRALA17095	bflo_06768
BRALA25012	bflo_06769
BRALA17097	bflo_06770
BRALA17096	bflo_06771
BRALA23202	bflo_06772
BRALA08359	bflo_06773
BRALA16564	bflo_06778
BRALA22378	bflo_06780
BRALA09471	bflo_06785
BRALA13482	bflo_06786
BRALA13474	bflo_06787
BRALA13476	bflo_06788
BRALA08344	bflo_06791
BRALA01706	bflo_06794
BRALA15131	bflo_06795
BRALA21643	bflo_06797
BRALA23771	bflo_06799
BRALA27731	bflo_06803
BRALA23761	bflo_06804
BRALA08331	bflo_06805
BRALA01644	bflo_06806
BRALA26849	bflo_06807
BRALA01637	bflo_06809
BRALA24659	bflo_06811
BRALA01526	bflo_06812
BRALA12295	bflo_06813
BRALA17177	bflo_06814
BRALA09953	bflo_06816
BRALA08471	bflo_06818
BRALA26140	bflo_06820
BRALA01444	bflo_06821
BRALA01454	bflo_06823
BRALA01446	bflo_06824
BRALA09512	bflo_06825
BRALA21414	bflo_06827
BRALA01683	bflo_06830
BRALA01717	bflo_06833
BRALA01697	bflo_06834
BRALA01811	bflo_06835
BRALA05327	bflo_06839
BRALA15098	bflo_06840
BRALA15096	bflo_06841
BRALA15092	bflo_06844
BRALA01487	bflo_06847
BRALA15062	bflo_06848
BRALA27047	bflo_06853
BRALA14230	bflo_06854
BRALA01630	bflo_06858
BRALA01730	bflo_06864
BRALA01633	bflo_06868
BRALA21651	bflo_06870
BRALA01654	bflo_06873
BRALA01555	bflo_06874
BRALA20909	bflo_06877
BRALA03870	bflo_06879
BRALA20333	bflo_06880
BRALA22774	bflo_06885
BRALA18070	bflo_06890
BRALA03655	bflo_06892
BRALA03653	bflo_06893
BRALA03654	bflo_06894
BRALA03750	bflo_06896
BRALA23954	bflo_06902
BRALA23943	bflo_06903
BRALA27080	bflo_06904
BRALA03872	bflo_06905
BRALA27060	bflo_06906
BRALA32947	bflo_06909
BRALA18100	bflo_06910
BRALA18082	bflo_06913
BRALA06838	bflo_06914
BRALA17942	bflo_06922
BRALA17941	bflo_06924
BRALA17943	bflo_06925
BRALA17939	bflo_06927
BRALA22340	bflo_06930
BRALA07857	bflo_06932
BRALA17963	bflo_06935
BRALA03689	bflo_06936
BRALA27069	bflo_06937
BRALA08184	bflo_06940
BRALA22329	bflo_06942
BRALA04190	bflo_06944
BRALA17977	bflo_06945
BRALA25098	bflo_06949
BRALA04363	bflo_06951
BRALA04371	bflo_06953
BRALA04350	bflo_06955
BRALA04351	bflo_06958
BRALA04368	bflo_06959
BRALA04364	bflo_06961
BRALA04355	bflo_06965
BRALA04347	bflo_06967
BRALA23905	bflo_06968
BRALA05057	bflo_06970
BRALA03611	bflo_06972
BRALA04435	bflo_06974
BRALA07794	bflo_06975
BRALA07795	bflo_06978
BRALA04101	bflo_06980
BRALA20108	bflo_06983
BRALA03827	bflo_06984
BRALA04449	bflo_06986
BRALA04448	bflo_06987
BRALA06679	bflo_06988
BRALA06680	bflo_06990
BRALA06678	bflo_06991
BRALA03712	bflo_06994
BRALA07867	bflo_06996
BRALA32999	bflo_06997
BRALA03717	bflo_06998
BRALA20886	bflo_07002
BRALA28281	bflo_07003
BRALA33477	bflo_07005
BRALA03612	bflo_07007
BRALA27074	bflo_07008
BRALA06824	bflo_07010
BRALA06823	bflo_07011
BRALA06821	bflo_07012
BRALA27068	bflo_07013
BRALA04476	bflo_07018
BRALA04489	bflo_07020
BRALA04485	bflo_07023
BRALA04481	bflo_07026
BRALA04478	bflo_07027
BRALA04491	bflo_07031
BRALA04483	bflo_07032
BRALA04482	bflo_07033
BRALA24860	bflo_07036
BRALA04472	bflo_07037
BRALA04096	bflo_07041
BRALA04098	bflo_07043
BRALA04116	bflo_07045
BRALA03715	bflo_07049
BRALA03714	bflo_07050
BRALA03671	bflo_07051
BRALA03674	bflo_07053
BRALA03666	bflo_07054
BRALA03667	bflo_07055
BRALA03675	bflo_07056
BRALA03670	bflo_07057
BRALA03665	bflo_07059
BRALA03672	bflo_07060
BRALA03669	bflo_07061
BRALA06803	bflo_07063
BRALA03838	bflo_07064
BRALA03841	bflo_07065
BRALA03834	bflo_07069
BRALA03845	bflo_07071
BRALA03844	bflo_07072
BRALA03835	bflo_07074
BRALA03846	bflo_07075
BRALA06607	bflo_07081
BRALA06606	bflo_07082
BRALA06609	bflo_07083
BRALA03642	bflo_07084
BRALA17983	bflo_07087
BRALA03660	bflo_07088
BRALA03657	bflo_07089
BRALA03643	bflo_07090
BRALA25099	bflo_07092
BRALA03659	bflo_07094
BRALA06738	bflo_07096
BRALA03719	bflo_07097
BRALA03720	bflo_07099
BRALA24916	bflo_07107
BRALA07157	bflo_07109
BRALA03692	bflo_07112
BRALA25100	bflo_07113
BRALA03730	bflo_07116
BRALA03727	bflo_07117
BRALA03733	bflo_07118
BRALA20868	bflo_07119
BRALA03731	bflo_07121
BRALA03728	bflo_07124
BRALA04402	bflo_07127
BRALA03594	bflo_07130
BRALA26071	bflo_07133
BRALA03592	bflo_07134
BRALA03593	bflo_07135
BRALA30587	bflo_07138
BRALA03688	bflo_07139
BRALA03604	bflo_07143
BRALA03597	bflo_07144
BRALA03596	bflo_07145
BRALA03812	bflo_07146
BRALA04391	bflo_07150
BRALA04399	bflo_07155
BRALA26904	bflo_07166
BRALA22335	bflo_07170
BRALA18098	bflo_07173
BRALA18097	bflo_07174
BRALA10739	bflo_07177
BRALA22326	bflo_07183
BRALA22323	bflo_07184
BRALA17914	bflo_07189
BRALA26737	bflo_07194
BRALA26730	bflo_07195
BRALA31499	bflo_07196
BRALA22314	bflo_07200
BRALA22315	bflo_07201
BRALA18883	bflo_07204
BRALA07926	bflo_07210
BRALA27030	bflo_07211
BRALA09930	bflo_07216
BRALA18093	bflo_07221
BRALA06597	bflo_07225
BRALA06598	bflo_07227
BRALA25162	bflo_07234
BRALA07782	bflo_07236
BRALA07780	bflo_07237
BRALA03874	bflo_07239
BRALA04038	bflo_07240
BRALA24680	bflo_07241
BRALA04044	bflo_07243
BRALA04045	bflo_07244
BRALA04047	bflo_07245
BRALA03759	bflo_07246
BRALA03760	bflo_07247
BRALA06768	bflo_07248
BRALA03757	bflo_07249
BRALA03761	bflo_07250
BRALA22307	bflo_07256
BRALA03590	bflo_07261
BRALA03591	bflo_07262
BRALA15287	bflo_07266
BRALA29850	bflo_07269
BRALA04479	bflo_07270
BRALA31941	bflo_07273
BRALA27742	bflo_07275
BRALA32239	bflo_07279
BRALA04463	bflo_07280
BRALA06614	bflo_07286
BRALA26941	bflo_07287
BRALA06615	bflo_07288
BRALA06622	bflo_07289
BRALA06617	bflo_07290
BRALA06618	bflo_07291
BRALA06623	bflo_07295
BRALA24375	bflo_07302
BRALA28767	bflo_07305
BRALA04088	bflo_07312
BRALA17929	bflo_07315
BRALA04133	bflo_07319
BRALA06809	bflo_07321
BRALA04090	bflo_07322
BRALA04091	bflo_07323
BRALA06868	bflo_07324
BRALA15029	bflo_07327
BRALA03579	bflo_07333
BRALA04183	bflo_07336
BRALA04185	bflo_07337
BRALA04184	bflo_07338
BRALA03651	bflo_07340
BRALA03650	bflo_07341
BRALA03649	bflo_07342
BRALA03646	bflo_07343
BRALA22874	bflo_07344
BRALA03647	bflo_07346
BRALA04410	bflo_07347
BRALA20680	bflo_07348
BRALA04340	bflo_07350
BRALA03613	bflo_07352
BRALA07984	bflo_07353
BRALA07885	bflo_07356
BRALA07888	bflo_07357
BRALA21567	bflo_07358
BRALA03829	bflo_07361
BRALA06777	bflo_07363
BRALA21573	bflo_07364
BRALA06778	bflo_07365
BRALA06808	bflo_07366
BRALA06807	bflo_07367
BRALA07902	bflo_07368
BRALA24376	bflo_07372
BRALA24377	bflo_07374
BRALA03622	bflo_07375
BRALA07897	bflo_07377
BRALA03698	bflo_07378
BRALA03697	bflo_07379
BRALA07859	bflo_07383
BRALA07858	bflo_07384
BRALA20678	bflo_07387
BRALA20677	bflo_07388
BRALA20679	bflo_07389
BRALA20676	bflo_07390
BRALA07969	bflo_07393
BRALA04177	bflo_07396
BRALA07960	bflo_07397
BRALA07954	bflo_07399
BRALA07953	bflo_07400
BRALA07956	bflo_07402
BRALA07955	bflo_07403
BRALA07966	bflo_07404
BRALA07962	bflo_07405
BRALA07958	bflo_07406
BRALA07963	bflo_07409
BRALA08038	bflo_07411
BRALA08040	bflo_07413
BRALA08041	bflo_07414
BRALA21575	bflo_07418
BRALA11896	bflo_07424
BRALA03802	bflo_07425
BRALA03606	bflo_07427
BRALA07950	bflo_07430
BRALA03608	bflo_07431
BRALA06817	bflo_07435
BRALA06814	bflo_07436
BRALA06815	bflo_07437
BRALA03663	bflo_07439
BRALA03662	bflo_07440
BRALA03661	bflo_07441
BRALA20807	bflo_07442
BRALA03664	bflo_07443
BRALA06705	bflo_07446
BRALA06708	bflo_07447
BRALA06703	bflo_07449
BRALA06721	bflo_07453
BRALA21570	bflo_07456
BRALA06873	bflo_07457
BRALA08045	bflo_07459
BRALA03911	bflo_07460
BRALA06767	bflo_07461
BRALA06772	bflo_07462
BRALA21572	bflo_07463
BRALA03791	bflo_07465
BRALA06742	bflo_07467
BRALA03879	bflo_07468
BRALA06835	bflo_07470
BRALA19481	bflo_07472
BRALA03767	bflo_07473
BRALA03771	bflo_07475
BRALA03772	bflo_07479
BRALA06852	bflo_07481
BRALA06690	bflo_07483
BRALA06691	bflo_07485
BRALA33998	bflo_07488
BRALA10785	bflo_07489
BRALA04342	bflo_07490
BRALA07951	bflo_07491
BRALA07952	bflo_07492
BRALA03979	bflo_07500
BRALA03916	bflo_07502
BRALA03993	bflo_07504
BRALA03953	bflo_07512
BRALA16118	bflo_07515
BRALA03992	bflo_07519
BRALA03958	bflo_07522
BRALA03972	bflo_07524
BRALA03931	bflo_07526
BRALA03989	bflo_07528
BRALA03924	bflo_07529
BRALA04011	bflo_07530
BRALA03985	bflo_07531
BRALA03986	bflo_07534
BRALA03980	bflo_07536
BRALA04005	bflo_07539
BRALA03983	bflo_07541
BRALA21592	bflo_07545
BRALA19799	bflo_07548
BRALA25979	bflo_07549
BRALA03973	bflo_07551
BRALA25978	bflo_07557
BRALA06610	bflo_07559
BRALA06612	bflo_07561
BRALA04431	bflo_07562
BRALA04429	bflo_07563
BRALA31554	bflo_07564
BRALA06683	bflo_07566
