TCONS_00055676	STRPU_00028
TCONS_00022854	STRPU_06363
TCONS_00040791	STRPU_06364
TCONS_00021620	STRPU_06365
TCONS_00021573	STRPU_06366
TCONS_00022397	STRPU_06386
TCONS_00021128	STRPU_06387
TCONS_00022228	STRPU_06388
TCONS_00022892	STRPU_06392
TCONS_00021695	STRPU_06394
TCONS_00040340	STRPU_06395
TCONS_00022680	STRPU_06403
TCONS_00022851	STRPU_06422
TCONS_00049559	STRPU_06423
TCONS_00020847	STRPU_06426
TCONS_00022165	STRPU_06429
TCONS_00021925	STRPU_06431
TCONS_00021056	STRPU_06432
TCONS_00021606	STRPU_06439
TCONS_00021725	STRPU_06440
TCONS_00022723	STRPU_06444
TCONS_00022916	STRPU_06448
TCONS_00021800	STRPU_06450
TCONS_00022862	STRPU_06464
TCONS_00022690	STRPU_06465
TCONS_00022295	STRPU_06466
TCONS_00022868	STRPU_06469
TCONS_00049944	STRPU_06475
TCONS_00022586	STRPU_06479
TCONS_00021978	STRPU_06480
TCONS_00022627	STRPU_06482
TCONS_00022218	STRPU_06486
TCONS_00021686	STRPU_06491
TCONS_00022180	STRPU_06494
TCONS_00021625	STRPU_06495
TCONS_00021077	STRPU_06496
TCONS_00020857	STRPU_06497
TCONS_00021580	STRPU_06501
TCONS_00022488	STRPU_06505
TCONS_00021339	STRPU_06506
TCONS_00022773	STRPU_06507
TCONS_00021863	STRPU_06508
TCONS_00022870	STRPU_06509
TCONS_00021513	STRPU_06524
TCONS_00020895	STRPU_06546
TCONS_00017168	STRPU_06548
TCONS_00020870	STRPU_06549
TCONS_00027312	STRPU_06589
TCONS_00021035	STRPU_06593
TCONS_00021731	STRPU_06595
TCONS_00021055	STRPU_06601
TCONS_00022884	STRPU_06603
TCONS_00021845	STRPU_06604
TCONS_00021118	STRPU_06607
TCONS_00021624	STRPU_06610
TCONS_00021250	STRPU_06613
TCONS_00021072	STRPU_06614
TCONS_00020840	STRPU_06615
TCONS_00021999	STRPU_06616
TCONS_00026172	STRPU_06617
TCONS_00021998	STRPU_06619
TCONS_00021994	STRPU_06620
TCONS_00021318	STRPU_06625
TCONS_00021738	STRPU_06626
TCONS_00021470	STRPU_06629
TCONS_00022411	STRPU_06633
TCONS_00020869	STRPU_06635
TCONS_00021333	STRPU_06637
TCONS_00022112	STRPU_06638
TCONS_00016605	STRPU_06639
TCONS_00022107	STRPU_06640
TCONS_00020995	STRPU_06642
TCONS_00022042	STRPU_06644
TCONS_00022278	STRPU_06645
TCONS_00022805	STRPU_06646
TCONS_00043530	STRPU_06650
TCONS_00020887	STRPU_06651
TCONS_00021887	STRPU_06660
TCONS_00022185	STRPU_06663
TCONS_00024143	STRPU_06670
TCONS_00021687	STRPU_06672
TCONS_00009651	STRPU_06674
TCONS_00022208	STRPU_06677
TCONS_00020853	STRPU_06679
TCONS_00021358	STRPU_06695
TCONS_00021389	STRPU_06698
TCONS_00020845	STRPU_06708
TCONS_00021246	STRPU_06711
TCONS_00022466	STRPU_06713
TCONS_00021886	STRPU_06715
TCONS_00022712	STRPU_06716
TCONS_00022722	STRPU_06717
TCONS_00021380	STRPU_06718
TCONS_00022893	STRPU_06728
TCONS_00021476	STRPU_06731
TCONS_00044501	STRPU_06735
TCONS_00021384	STRPU_06741
TCONS_00021054	STRPU_06747
TCONS_00022119	STRPU_06748
TCONS_00022213	STRPU_06752
TCONS_00021399	STRPU_06753
TCONS_00021445	STRPU_06766
TCONS_00021355	STRPU_06768
TCONS_00022496	STRPU_06769
TCONS_00021245	STRPU_06785
TCONS_00022398	STRPU_06787
TCONS_00022881	STRPU_06789
TCONS_00021081	STRPU_06790
TCONS_00021437	STRPU_06801
TCONS_00021952	STRPU_06805
TCONS_00021570	STRPU_06807
TCONS_00022487	STRPU_06809
TCONS_00022740	STRPU_06810
TCONS_00022120	STRPU_06811
TCONS_00021796	STRPU_06812
TCONS_00022439	STRPU_06813
TCONS_00022853	STRPU_06815
TCONS_00016847	STRPU_06816
TCONS_00021346	STRPU_06818
TCONS_00022528	STRPU_06831
TCONS_00022520	STRPU_06832
TCONS_00021748	STRPU_06843
TCONS_00022910	STRPU_06844
TCONS_00020852	STRPU_06845
TCONS_00020962	STRPU_06847
TCONS_00022560	STRPU_06852
TCONS_00050924	STRPU_06853
TCONS_00021122	STRPU_06868
TCONS_00021629	STRPU_06870
TCONS_00022768	STRPU_06871
TCONS_00048341	STRPU_06872
TCONS_00022686	STRPU_06874
TCONS_00021368	STRPU_06875
TCONS_00021307	STRPU_06881
TCONS_00022755	STRPU_06882
TCONS_00022414	STRPU_06883
TCONS_00021066	STRPU_06886
TCONS_00022183	STRPU_06888
TCONS_00022764	STRPU_06889
TCONS_00022339	STRPU_06891
TCONS_00017387	STRPU_06910
TCONS_00021257	STRPU_06927
TCONS_00019973	STRPU_06932
TCONS_00022408	STRPU_06933
TCONS_00020937	STRPU_06948
TCONS_00021210	STRPU_06949
TCONS_00022745	STRPU_06955
TCONS_00048503	STRPU_06966
TCONS_00022372	STRPU_06999
TCONS_00021834	STRPU_07005
TCONS_00022682	STRPU_07007
TCONS_00022799	STRPU_07008
TCONS_00020850	STRPU_07009
TCONS_00021846	STRPU_07011
TCONS_00042829	STRPU_07012
TCONS_00046438	STRPU_07016
TCONS_00046050	STRPU_07021
TCONS_00046054	STRPU_07025
TCONS_00046160	STRPU_07027
TCONS_00046667	STRPU_07028
TCONS_00045187	STRPU_07040
TCONS_00045862	STRPU_07044
TCONS_00024944	STRPU_07047
TCONS_00045534	STRPU_07074
TCONS_00054062	STRPU_07077
TCONS_00044927	STRPU_07081
TCONS_00044773	STRPU_07084
TCONS_00046020	STRPU_07087
TCONS_00045181	STRPU_07102
TCONS_00045499	STRPU_07104
TCONS_00046489	STRPU_07106
TCONS_00045447	STRPU_07108
TCONS_00018865	STRPU_07110
TCONS_00045666	STRPU_07111
TCONS_00045845	STRPU_07115
TCONS_00046213	STRPU_07125
TCONS_00045265	STRPU_07126
TCONS_00046365	STRPU_07127
TCONS_00023290	STRPU_07130
TCONS_00046705	STRPU_07131
TCONS_00044987	STRPU_07136
TCONS_00025001	STRPU_07145
TCONS_00045330	STRPU_07151
TCONS_00044907	STRPU_07152
TCONS_00046407	STRPU_07153
TCONS_00046235	STRPU_07154
TCONS_00046267	STRPU_07155
TCONS_00046009	STRPU_07156
TCONS_00046300	STRPU_07157
TCONS_00045365	STRPU_07163
TCONS_00045118	STRPU_07164
TCONS_00045868	STRPU_07165
TCONS_00046700	STRPU_07168
TCONS_00044979	STRPU_07170
TCONS_00005353	STRPU_07172
TCONS_00039039	STRPU_07197
TCONS_00045968	STRPU_07204
TCONS_00046684	STRPU_07208
TCONS_00046680	STRPU_07211
TCONS_00025019	STRPU_07215
TCONS_00046412	STRPU_07220
TCONS_00044759	STRPU_07223
TCONS_00046922	STRPU_07276
TCONS_00046419	STRPU_07310
TCONS_00045337	STRPU_07311
TCONS_00044843	STRPU_07313
TCONS_00045955	STRPU_07317
TCONS_00044639	STRPU_07329
TCONS_00046666	STRPU_07330
TCONS_00046374	STRPU_07335
TCONS_00046675	STRPU_07351
TCONS_00044892	STRPU_07357
TCONS_00044893	STRPU_07358
TCONS_00045041	STRPU_07360
TCONS_00045806	STRPU_07369
TCONS_00046617	STRPU_07370
TCONS_00004232	STRPU_07385
TCONS_00048834	STRPU_07399
TCONS_00023634	STRPU_07413
TCONS_00046148	STRPU_07418
TCONS_00044748	STRPU_07419
TCONS_00045849	STRPU_07420
TCONS_00045262	STRPU_07421
TCONS_00046877	STRPU_07433
TCONS_00045910	STRPU_07437
TCONS_00055494	STRPU_07442
TCONS_00019260	STRPU_07467
TCONS_00046777	STRPU_07477
TCONS_00046162	STRPU_07478
TCONS_00045524	STRPU_07480
TCONS_00021095	STRPU_07487
TCONS_00044745	STRPU_07496
TCONS_00045842	STRPU_07497
TCONS_00044751	STRPU_07501
TCONS_00048482	STRPU_07506
TCONS_00046166	STRPU_07517
TCONS_00018024	STRPU_07521
TCONS_00044915	STRPU_07523
TCONS_00045964	STRPU_07527
TCONS_00045190	STRPU_07533
TCONS_00025751	STRPU_07556
TCONS_00045095	STRPU_07564
TCONS_00045725	STRPU_07572
TCONS_00045081	STRPU_07573
TCONS_00045502	STRPU_07574
TCONS_00046618	STRPU_07575
TCONS_00043736	STRPU_07592
TCONS_00001295	STRPU_07594
TCONS_00045223	STRPU_07604
TCONS_00044894	STRPU_07605
TCONS_00046000	STRPU_07606
TCONS_00045218	STRPU_07608
TCONS_00046006	STRPU_07609
TCONS_00045677	STRPU_07610
TCONS_00046363	STRPU_07611
TCONS_00045498	STRPU_07616
TCONS_00046614	STRPU_07617
TCONS_00046303	STRPU_07621
TCONS_00018213	STRPU_07629
TCONS_00046236	STRPU_07632
TCONS_00045155	STRPU_07633
TCONS_00045273	STRPU_07639
TCONS_00045785	STRPU_07642
TCONS_00046612	STRPU_07648
TCONS_00044868	STRPU_07670
TCONS_00046849	STRPU_07672
TCONS_00045650	STRPU_07673
TCONS_00044980	STRPU_07707
TCONS_00045657	STRPU_07710
TCONS_00045660	STRPU_07711
TCONS_00046615	STRPU_07714
TCONS_00046388	STRPU_07722
TCONS_00034564	STRPU_07726
TCONS_00045793	STRPU_07731
TCONS_00044976	STRPU_07732
TCONS_00045997	STRPU_07739
TCONS_00045986	STRPU_07749
TCONS_00045550	STRPU_07751
TCONS_00057266	STRPU_07754
TCONS_00046120	STRPU_07758
TCONS_00042296	STRPU_07760
TCONS_00045638	STRPU_07780
TCONS_00045995	STRPU_07782
TCONS_00044903	STRPU_07785
TCONS_00046192	STRPU_07786
TCONS_00046692	STRPU_07788
TCONS_00045275	STRPU_07791
TCONS_00046673	STRPU_07796
TCONS_00044971	STRPU_07803
TCONS_00046062	STRPU_07804
TCONS_00002867	STRPU_07851
TCONS_00045634	STRPU_07872
TCONS_00045626	STRPU_07881
TCONS_00046496	STRPU_07888
TCONS_00044906	STRPU_07890
TCONS_00046007	STRPU_07891
TCONS_00044918	STRPU_07893
TCONS_00045713	STRPU_07964
TCONS_00022841	STRPU_07972
TCONS_00002522	STRPU_07979
TCONS_00044692	STRPU_07995
TCONS_00021067	STRPU_08000
TCONS_00045527	STRPU_08006
TCONS_00045843	STRPU_08007
TCONS_00045352	STRPU_08010
TCONS_00046658	STRPU_08011
TCONS_00046619	STRPU_08012
TCONS_00046482	STRPU_08013
TCONS_00046671	STRPU_08014
TCONS_00004468	STRPU_08021
TCONS_00015079	STRPU_08036
TCONS_00046653	STRPU_08037
TCONS_00046200	STRPU_08038
TCONS_00045108	STRPU_08040
TCONS_00045613	STRPU_08041
TCONS_00046779	STRPU_08042
TCONS_00046487	STRPU_08046
TCONS_00012881	STRPU_08047
TCONS_00045987	STRPU_08052
TCONS_00046703	STRPU_08053
TCONS_00045363	STRPU_08054
TCONS_00045380	STRPU_08055
TCONS_00046517	STRPU_08057
TCONS_00046896	STRPU_08061
TCONS_00046697	STRPU_08062
TCONS_00046508	STRPU_08067
TCONS_00045395	STRPU_08068
TCONS_00045316	STRPU_08070
TCONS_00044891	STRPU_08072
TCONS_00044694	STRPU_08073
TCONS_00013139	STRPU_08075
TCONS_00013838	STRPU_08080
TCONS_00013269	STRPU_08081
TCONS_00021117	STRPU_08082
TCONS_00012482	STRPU_08083
TCONS_00013530	STRPU_08084
TCONS_00014564	STRPU_08086
TCONS_00013327	STRPU_08087
TCONS_00003002	STRPU_08092
TCONS_00012280	STRPU_08093
TCONS_00013428	STRPU_08094
TCONS_00012451	STRPU_08096
TCONS_00012517	STRPU_08099
TCONS_00012515	STRPU_08100
TCONS_00036792	STRPU_08117
TCONS_00013623	STRPU_08126
TCONS_00012270	STRPU_08127
TCONS_00031129	STRPU_08131
TCONS_00014192	STRPU_08132
TCONS_00012994	STRPU_08133
TCONS_00013711	STRPU_08134
TCONS_00055428	STRPU_08135
TCONS_00012906	STRPU_08136
TCONS_00012285	STRPU_08137
TCONS_00013019	STRPU_08141
TCONS_00004282	STRPU_08142
TCONS_00013916	STRPU_08144
TCONS_00013140	STRPU_08147
TCONS_00014341	STRPU_08148
TCONS_00012308	STRPU_08149
TCONS_00002956	STRPU_08151
TCONS_00012629	STRPU_08154
TCONS_00014098	STRPU_08160
TCONS_00012816	STRPU_08161
TCONS_00013945	STRPU_08163
TCONS_00013276	STRPU_08166
TCONS_00014019	STRPU_08167
TCONS_00018479	STRPU_08175
TCONS_00013094	STRPU_08179
TCONS_00014276	STRPU_08180
TCONS_00012402	STRPU_08184
TCONS_00013597	STRPU_08185
TCONS_00014353	STRPU_08187
TCONS_00012251	STRPU_08188
TCONS_00007265	STRPU_08191
TCONS_00014260	STRPU_08198
TCONS_00014579	STRPU_08202
TCONS_00014044	STRPU_08208
TCONS_00012295	STRPU_08209
TCONS_00012999	STRPU_08212
TCONS_00014143	STRPU_08214
TCONS_00014197	STRPU_08219
TCONS_00014387	STRPU_08220
TCONS_00004273	STRPU_08226
TCONS_00013533	STRPU_08227
TCONS_00013173	STRPU_08228
TCONS_00014370	STRPU_08229
TCONS_00013336	STRPU_08233
TCONS_00014217	STRPU_08236
TCONS_00032185	STRPU_08245
TCONS_00012337	STRPU_08247
TCONS_00014097	STRPU_08249
TCONS_00051876	STRPU_08250
TCONS_00014311	STRPU_08255
TCONS_00013726	STRPU_08256
TCONS_00012551	STRPU_08257
TCONS_00013728	STRPU_08258
TCONS_00031291	STRPU_08261
TCONS_00026262	STRPU_08271
TCONS_00014594	STRPU_08272
TCONS_00012901	STRPU_08273
TCONS_00012572	STRPU_08275
TCONS_00013935	STRPU_08277
TCONS_00013390	STRPU_08289
TCONS_00012905	STRPU_08290
TCONS_00014138	STRPU_08291
TCONS_00014413	STRPU_08297
TCONS_00012322	STRPU_08298
TCONS_00014589	STRPU_08299
TCONS_00014590	STRPU_08300
TCONS_00013712	STRPU_08309
TCONS_00012634	STRPU_08310
TCONS_00014549	STRPU_08314
TCONS_00013319	STRPU_08315
TCONS_00014552	STRPU_08316
TCONS_00014574	STRPU_08317
TCONS_00014421	STRPU_08319
TCONS_00012970	STRPU_08322
TCONS_00013519	STRPU_08323
TCONS_00012966	STRPU_08329
TCONS_00014165	STRPU_08330
TCONS_00012968	STRPU_08331
TCONS_00014081	STRPU_08333
TCONS_00014219	STRPU_08335
TCONS_00012707	STRPU_08339
TCONS_00013933	STRPU_08340
TCONS_00012708	STRPU_08341
TCONS_00013802	STRPU_08343
TCONS_00012593	STRPU_08344
TCONS_00013801	STRPU_08345
TCONS_00012584	STRPU_08346
TCONS_00012979	STRPU_08353
TCONS_00013730	STRPU_08356
TCONS_00013692	STRPU_08357
TCONS_00013691	STRPU_08358
TCONS_00013164	STRPU_08359
TCONS_00014140	STRPU_08361
TCONS_00056005	STRPU_08365
TCONS_00012582	STRPU_08367
TCONS_00012307	STRPU_08371
TCONS_00013473	STRPU_08374
TCONS_00013474	STRPU_08377
TCONS_00030189	STRPU_08380
TCONS_00012561	STRPU_08381
TCONS_00014436	STRPU_08382
TCONS_00014009	STRPU_08384
TCONS_00012405	STRPU_08385
TCONS_00043636	STRPU_08395
TCONS_00043607	STRPU_08398
TCONS_00013105	STRPU_08404
TCONS_00012311	STRPU_08415
TCONS_00013482	STRPU_08416
TCONS_00012754	STRPU_08417
TCONS_00013200	STRPU_08419
TCONS_00014397	STRPU_08420
TCONS_00012478	STRPU_08422
TCONS_00013040	STRPU_08424
TCONS_00012712	STRPU_08439
TCONS_00012715	STRPU_08440
TCONS_00013063	STRPU_08441
TCONS_00012253	STRPU_08445
TCONS_00012571	STRPU_08448
TCONS_00013758	STRPU_08450
TCONS_00014250	STRPU_08453
TCONS_00013259	STRPU_08454
TCONS_00014095	STRPU_08464
TCONS_00012363	STRPU_08465
TCONS_00012617	STRPU_08467
TCONS_00013304	STRPU_08481
TCONS_00014566	STRPU_08487
TCONS_00014047	STRPU_08488
TCONS_00012757	STRPU_08489
TCONS_00013162	STRPU_08491
TCONS_00013759	STRPU_08492
TCONS_00012638	STRPU_08493
TCONS_00014227	STRPU_08496
TCONS_00013025	STRPU_08498
TCONS_00012579	STRPU_08499
TCONS_00014430	STRPU_08500
TCONS_00012837	STRPU_08501
TCONS_00012914	STRPU_08507
TCONS_00013354	STRPU_08512
TCONS_00001865	STRPU_08527
TCONS_00014244	STRPU_08528
TCONS_00013198	STRPU_08529
TCONS_00013235	STRPU_08530
TCONS_00014181	STRPU_08534
TCONS_00013896	STRPU_08535
TCONS_00013895	STRPU_08536
TCONS_00012658	STRPU_08537
TCONS_00013652	STRPU_08542
TCONS_00012663	STRPU_08548
TCONS_00012981	STRPU_08550
TCONS_00012778	STRPU_08552
TCONS_00013963	STRPU_08553
TCONS_00012263	STRPU_08559
TCONS_00013279	STRPU_08561
TCONS_00014584	STRPU_08564
TCONS_00001241	STRPU_08600
TCONS_00013261	STRPU_08602
TCONS_00013820	STRPU_08619
TCONS_00012636	STRPU_08624
TCONS_00013901	STRPU_08625
TCONS_00014236	STRPU_08626
TCONS_00012450	STRPU_08628
TCONS_00014034	STRPU_08633
TCONS_00014395	STRPU_08634
TCONS_00013619	STRPU_08635
TCONS_00012415	STRPU_08636
TCONS_00013078	STRPU_08644
TCONS_00014267	STRPU_08647
TCONS_00013458	STRPU_08649
TCONS_00012910	STRPU_08650
TCONS_00014473	STRPU_08651
TCONS_00013273	STRPU_08652
TCONS_00014471	STRPU_08653
TCONS_00012554	STRPU_08659
TCONS_00013521	STRPU_08663
TCONS_00013856	STRPU_08665
TCONS_00013866	STRPU_08669
TCONS_00014401	STRPU_08670
TCONS_00013359	STRPU_08674
TCONS_00017962	STRPU_08676
TCONS_00012607	STRPU_08681
TCONS_00013160	STRPU_08682
TCONS_00014161	STRPU_08686
TCONS_00012939	STRPU_08687
TCONS_00014160	STRPU_08688
TCONS_00014159	STRPU_08690
TCONS_00047395	STRPU_08709
TCONS_00012362	STRPU_08732
TCONS_00014340	STRPU_08775
TCONS_00012321	STRPU_08776
TCONS_00012297	STRPU_08786
TCONS_00013466	STRPU_08787
TCONS_00012365	STRPU_08789
TCONS_00012646	STRPU_08790
TCONS_00012647	STRPU_08791
TCONS_00012652	STRPU_08792
TCONS_00008858	STRPU_08794
TCONS_00013016	STRPU_08796
TCONS_00012670	STRPU_08797
TCONS_00012666	STRPU_08798
TCONS_00014403	STRPU_08799
TCONS_00013201	STRPU_08800
TCONS_00014030	STRPU_08801
TCONS_00013899	STRPU_08802
TCONS_00014350	STRPU_08807
TCONS_00013159	STRPU_08808
TCONS_00014351	STRPU_08809
TCONS_00013898	STRPU_08810
TCONS_00013188	STRPU_08812
TCONS_00014384	STRPU_08813
TCONS_00001281	STRPU_08814
TCONS_00012834	STRPU_08815
TCONS_00013321	STRPU_08818
TCONS_00012360	STRPU_08820
TCONS_00013622	STRPU_08829
TCONS_00012416	STRPU_08830
TCONS_00012480	STRPU_08831
TCONS_00013240	STRPU_08837
TCONS_00038290	STRPU_08912
TCONS_00013334	STRPU_08933
TCONS_00013722	STRPU_08937
TCONS_00012619	STRPU_08938
TCONS_00013878	STRPU_08939
TCONS_00013499	STRPU_08942
TCONS_00012877	STRPU_08950
TCONS_00013010	STRPU_08961
TCONS_00013005	STRPU_08963
TCONS_00004221	STRPU_08969
TCONS_00018037	STRPU_08977
TCONS_00016574	STRPU_08979
TCONS_00013347	STRPU_08985
TCONS_00014136	STRPU_08986
TCONS_00014595	STRPU_08990
TCONS_00012821	STRPU_08991
TCONS_00014010	STRPU_08993
TCONS_00041255	STRPU_08994
TCONS_00013524	STRPU_09000
TCONS_00012294	STRPU_09001
TCONS_00013247	STRPU_09006
TCONS_00014439	STRPU_09007
TCONS_00014445	STRPU_09008
TCONS_00012859	STRPU_09009
TCONS_00012388	STRPU_09011
TCONS_00014211	STRPU_09062
TCONS_00013414	STRPU_09063
TCONS_00010481	STRPU_09069
TCONS_00014587	STRPU_09084
TCONS_00017238	STRPU_09086
TCONS_00012633	STRPU_09103
TCONS_00046041	STRPU_09132
TCONS_00038006	STRPU_09145
TCONS_00044449	STRPU_09156
TCONS_00044842	STRPU_09214
TCONS_00014206	STRPU_09235
TCONS_00014207	STRPU_09236
TCONS_00013003	STRPU_09237
TCONS_00013852	STRPU_09238
TCONS_00014134	STRPU_09239
TCONS_00013947	STRPU_09240
TCONS_00013808	STRPU_09241
TCONS_00013404	STRPU_09242
TCONS_00013066	STRPU_09243
TCONS_00013357	STRPU_09254
TCONS_00014358	STRPU_09256
TCONS_00012487	STRPU_09257
TCONS_00012875	STRPU_09262
TCONS_00014137	STRPU_09263
TCONS_00014469	STRPU_09264
TCONS_00013260	STRPU_09265
TCONS_00013847	STRPU_09268
TCONS_00012618	STRPU_09269
TCONS_00013525	STRPU_09270
TCONS_00012359	STRPU_09271
TCONS_00012620	STRPU_09277
TCONS_00013231	STRPU_09284
TCONS_00013167	STRPU_09286
TCONS_00013171	STRPU_09287
TCONS_00012814	STRPU_09292
TCONS_00041604	STRPU_09294
TCONS_00013077	STRPU_09295
TCONS_00013272	STRPU_09297
TCONS_00027823	STRPU_09304
TCONS_00026164	STRPU_09308
TCONS_00027072	STRPU_09309
TCONS_00026095	STRPU_09310
TCONS_00026429	STRPU_09315
TCONS_00026897	STRPU_09316
TCONS_00027639	STRPU_09317
TCONS_00026004	STRPU_09319
TCONS_00027338	STRPU_09331
TCONS_00027680	STRPU_09333
TCONS_00026112	STRPU_09335
TCONS_00027129	STRPU_09337
TCONS_00026166	STRPU_09338
TCONS_00026165	STRPU_09340
TCONS_00027226	STRPU_09342
TCONS_00026775	STRPU_09343
TCONS_00026561	STRPU_09368
TCONS_00027477	STRPU_09369
TCONS_00034692	STRPU_09378
TCONS_00045203	STRPU_09388
TCONS_00026077	STRPU_09396
TCONS_00025974	STRPU_09399
TCONS_00027170	STRPU_09417
TCONS_00026415	STRPU_09459
TCONS_00026786	STRPU_09460
TCONS_00025906	STRPU_09461
TCONS_00026982	STRPU_09462
TCONS_00027729	STRPU_09463
TCONS_00026954	STRPU_09466
TCONS_00026075	STRPU_09471
TCONS_00026937	STRPU_09473
TCONS_00026498	STRPU_09486
TCONS_00041920	STRPU_09504
TCONS_00022105	STRPU_09508
TCONS_00027745	STRPU_09509
TCONS_00026875	STRPU_09510
TCONS_00027359	STRPU_09518
TCONS_00027479	STRPU_09519
TCONS_00027561	STRPU_09521
TCONS_00026520	STRPU_09523
TCONS_00021382	STRPU_09527
TCONS_00022341	STRPU_09533
TCONS_00026464	STRPU_09537
TCONS_00025884	STRPU_09538
TCONS_00027073	STRPU_09539
TCONS_00026882	STRPU_09540
TCONS_00027805	STRPU_09541
TCONS_00026619	STRPU_09544
TCONS_00027541	STRPU_09545
TCONS_00022131	STRPU_09547
TCONS_00029255	STRPU_09551
TCONS_00027741	STRPU_09552
TCONS_00027831	STRPU_09553
TCONS_00025880	STRPU_09558
TCONS_00027117	STRPU_09560
TCONS_00026143	STRPU_09561
TCONS_00027118	STRPU_09562
TCONS_00017835	STRPU_09566
TCONS_00026167	STRPU_09568
TCONS_00027131	STRPU_09569
TCONS_00027064	STRPU_09573
TCONS_00025977	STRPU_09603
TCONS_00026820	STRPU_09612
TCONS_00027315	STRPU_09616
TCONS_00027499	STRPU_09617
TCONS_00027075	STRPU_09622
TCONS_00027074	STRPU_09623
TCONS_00026983	STRPU_09624
TCONS_00027608	STRPU_09627
TCONS_00026073	STRPU_09629
TCONS_00026821	STRPU_09634
TCONS_00026979	STRPU_09635
TCONS_00010423	STRPU_09636
TCONS_00026065	STRPU_09638
TCONS_00027474	STRPU_09639
TCONS_00000863	STRPU_09647
TCONS_00017630	STRPU_09651
TCONS_00026381	STRPU_09653
TCONS_00015313	STRPU_09654
TCONS_00026086	STRPU_09661
TCONS_00027399	STRPU_09672
TCONS_00026684	STRPU_09676
TCONS_00027650	STRPU_09679
TCONS_00027360	STRPU_09682
TCONS_00020489	STRPU_09686
TCONS_00026932	STRPU_09687
TCONS_00026782	STRPU_09688
TCONS_00027258	STRPU_09772
TCONS_00026018	STRPU_09776
TCONS_00025907	STRPU_09777
TCONS_00027429	STRPU_09779
TCONS_00026494	STRPU_09781
TCONS_00026634	STRPU_09782
TCONS_00026070	STRPU_09784
TCONS_00027495	STRPU_09785
TCONS_00026628	STRPU_09797
TCONS_00027693	STRPU_09799
TCONS_00027023	STRPU_09801
TCONS_00027232	STRPU_09802
TCONS_00027256	STRPU_09806
TCONS_00027595	STRPU_09807
TCONS_00027373	STRPU_09817
TCONS_00052039	STRPU_09818
TCONS_00026474	STRPU_09824
TCONS_00027411	STRPU_09825
TCONS_00026177	STRPU_09826
TCONS_00027788	STRPU_09827
TCONS_00026188	STRPU_09828
TCONS_00026632	STRPU_09834
TCONS_00027450	STRPU_09840
TCONS_00052347	STRPU_09843
TCONS_00027250	STRPU_09850
TCONS_00026285	STRPU_09853
TCONS_00027248	STRPU_09854
TCONS_00026115	STRPU_09855
TCONS_00027328	STRPU_09856
TCONS_00043014	STRPU_09862
TCONS_00036813	STRPU_09866
TCONS_00027377	STRPU_09867
TCONS_00027244	STRPU_09870
TCONS_00027006	STRPU_09871
TCONS_00027627	STRPU_09872
TCONS_00026672	STRPU_09874
TCONS_00026467	STRPU_09877
TCONS_00027209	STRPU_09878
TCONS_00026252	STRPU_09879
TCONS_00027214	STRPU_09880
TCONS_00026465	STRPU_09882
TCONS_00027024	STRPU_09883
TCONS_00026609	STRPU_09884
TCONS_00027730	STRPU_09885
TCONS_00026694	STRPU_09887
TCONS_00026175	STRPU_09888
TCONS_00027123	STRPU_09891
TCONS_00027042	STRPU_09898
TCONS_00025887	STRPU_09908
TCONS_00026939	STRPU_09909
TCONS_00013387	STRPU_09912
TCONS_00026098	STRPU_09918
TCONS_00027772	STRPU_09926
TCONS_00026859	STRPU_09927
TCONS_00026558	STRPU_09928
TCONS_00026543	STRPU_09929
TCONS_00026884	STRPU_09932
TCONS_00006648	STRPU_09936
TCONS_00027565	STRPU_09937
TCONS_00027684	STRPU_09938
TCONS_00027685	STRPU_09939
TCONS_00054024	STRPU_09944
TCONS_00026316	STRPU_09946
TCONS_00027755	STRPU_09948
TCONS_00027739	STRPU_09991
TCONS_00026066	STRPU_09992
TCONS_00000570	STRPU_10003
TCONS_00027485	STRPU_10008
TCONS_00026433	STRPU_10009
TCONS_00027691	STRPU_10012
TCONS_00026773	STRPU_10013
TCONS_00026709	STRPU_10014
TCONS_00025908	STRPU_10019
TCONS_00026956	STRPU_10020
TCONS_00026144	STRPU_10021
TCONS_00027122	STRPU_10022
TCONS_00027105	STRPU_10023
TCONS_00026255	STRPU_10024
TCONS_00027084	STRPU_10026
TCONS_00026170	STRPU_10027
TCONS_00026468	STRPU_10030
TCONS_00004106	STRPU_10034
TCONS_00040721	STRPU_10036
TCONS_00046283	STRPU_10072
TCONS_00027690	STRPU_10081
TCONS_00018470	STRPU_10135
TCONS_00012033	STRPU_10149
TCONS_00026190	STRPU_10181
TCONS_00027336	STRPU_10182
TCONS_00027039	STRPU_10183
TCONS_00025948	STRPU_10186
TCONS_00003040	STRPU_10187
TCONS_00026602	STRPU_10191
TCONS_00026618	STRPU_10196
TCONS_00026683	STRPU_10197
TCONS_00026681	STRPU_10199
TCONS_00027628	STRPU_10200
TCONS_00027076	STRPU_10201
TCONS_00026099	STRPU_10202
TCONS_00026054	STRPU_10206
TCONS_00026046	STRPU_10209
TCONS_00026176	STRPU_10212
TCONS_00025889	STRPU_10217
TCONS_00026256	STRPU_10219
TCONS_00027604	STRPU_10221
TCONS_00027443	STRPU_10222
TCONS_00024193	STRPU_10223
TCONS_00008544	STRPU_10225
TCONS_00026718	STRPU_10226
TCONS_00027159	STRPU_10228
TCONS_00027327	STRPU_10239
TCONS_00032913	STRPU_10249
