AENJA_00004	bflo_12581
AENJA_05270	bflo_05669
AENJA_05271	bflo_08844
AENJA_05272	bflo_10376
AENJA_05277	bflo_17424
AENJA_05278	bflo_18020
AENJA_05279	bflo_17425
AENJA_05288	bflo_15819
AENJA_05294	bflo_02134
AENJA_05318	bflo_12204
AENJA_05320	bflo_11198
AENJA_05325	bflo_10777
AENJA_05337	bflo_14984
AENJA_05339	bflo_09213
AENJA_05368	bflo_03394
AENJA_05372	bflo_06445
AENJA_05377	bflo_18003
AENJA_05379	bflo_12617
AENJA_05381	bflo_12616
AENJA_05396	bflo_14221
AENJA_05397	bflo_26688
AENJA_05400	bflo_10573
AENJA_05401	bflo_12575
AENJA_05402	bflo_14557
AENJA_05403	bflo_13411
AENJA_05404	bflo_12541
AENJA_05405	bflo_06265
AENJA_05433	bflo_23173
AENJA_05440	bflo_23430
AENJA_05443	bflo_00999
AENJA_05444	bflo_07359
AENJA_05445	bflo_07882
AENJA_05447	bflo_18835
AENJA_05453	bflo_14818
AENJA_05454	bflo_15448
AENJA_05457	bflo_14394
AENJA_05458	bflo_14347
AENJA_05461	bflo_14821
AENJA_05469	bflo_19261
AENJA_05473	bflo_24950
AENJA_05474	bflo_18991
AENJA_05484	bflo_12731
AENJA_05486	bflo_12416
AENJA_05489	bflo_10996
AENJA_05490	bflo_16240
AENJA_05493	bflo_09249
AENJA_05502	bflo_11505
AENJA_05505	bflo_10198
AENJA_05506	bflo_11156
AENJA_05512	bflo_04725
AENJA_05517	bflo_02343
AENJA_05549	bflo_01203
AENJA_05553	bflo_00064
AENJA_05555	bflo_24645
AENJA_05558	bflo_05718
AENJA_05562	bflo_08494
AENJA_05569	bflo_00644
AENJA_05570	bflo_00693
AENJA_05574	bflo_08015
AENJA_05577	bflo_07399
AENJA_05594	bflo_06361
AENJA_05595	bflo_18775
AENJA_05598	bflo_07649
AENJA_05619	bflo_12725
AENJA_05620	bflo_25853
AENJA_05624	bflo_10235
AENJA_05630	bflo_06586
AENJA_05632	bflo_04911
AENJA_05638	bflo_14764
AENJA_05640	bflo_12902
AENJA_05643	bflo_18085
AENJA_05645	bflo_07745
AENJA_05646	bflo_07315
AENJA_05650	bflo_07145
AENJA_05652	bflo_07343
AENJA_05659	bflo_18157
AENJA_05662	bflo_17783
AENJA_05663	bflo_17774
AENJA_05672	bflo_17483
AENJA_05676	bflo_11665
AENJA_05678	bflo_06296
AENJA_05704	bflo_07555
AENJA_05713	bflo_08087
AENJA_05722	bflo_18846
AENJA_05732	bflo_14837
AENJA_05733	bflo_14319
AENJA_05734	bflo_14261
AENJA_05736	bflo_15538
AENJA_05759	bflo_03887
AENJA_05766	bflo_21151
AENJA_05767	bflo_17291
AENJA_05768	bflo_23700
AENJA_05769	bflo_23985
AENJA_05770	bflo_24804
AENJA_05774	bflo_21716
AENJA_05783	bflo_25507
AENJA_05791	bflo_17822
AENJA_05816	bflo_19395
AENJA_05817	bflo_19212
AENJA_05818	bflo_19737
AENJA_05819	bflo_18760
AENJA_05820	bflo_19215
AENJA_05821	bflo_19171
AENJA_05828	bflo_24535
AENJA_05831	bflo_24625
AENJA_05846	bflo_23779
AENJA_05858	bflo_19137
AENJA_05859	bflo_10478
AENJA_05864	bflo_09449
AENJA_05867	bflo_22646
AENJA_05894	bflo_23752
AENJA_05895	bflo_26499
AENJA_05898	bflo_23099
AENJA_05900	bflo_23122
AENJA_05901	bflo_23714
AENJA_05903	bflo_24450
AENJA_05904	bflo_20105
AENJA_05905	bflo_20556
AENJA_05907	bflo_19826
AENJA_05909	bflo_20471
AENJA_05937	bflo_18045
AENJA_05938	bflo_20336
AENJA_05942	bflo_24556
AENJA_05943	bflo_25080
AENJA_05944	bflo_09210
AENJA_05951	bflo_10299
AENJA_05953	bflo_09290
AENJA_05961	bflo_11396
AENJA_05962	bflo_12059
AENJA_05978	bflo_08784
AENJA_05991	bflo_12323
AENJA_05992	bflo_11691
AENJA_05995	bflo_10529
AENJA_06018	bflo_10164
AENJA_06019	bflo_05968
AENJA_06020	bflo_24508
AENJA_06048	bflo_02073
AENJA_06052	bflo_02355
AENJA_06054	bflo_02448
AENJA_06055	bflo_02555
AENJA_06058	bflo_10921
AENJA_06069	bflo_16970
AENJA_06071	bflo_15745
AENJA_06074	bflo_15721
AENJA_06076	bflo_16458
AENJA_06077	bflo_15986
AENJA_06086	bflo_11604
AENJA_06095	bflo_15882
AENJA_06106	bflo_18470
AENJA_06121	bflo_14783
AENJA_06124	bflo_15040
AENJA_06127	bflo_08783
AENJA_06128	bflo_14727
AENJA_06139	bflo_08559
AENJA_06142	bflo_18450
AENJA_06143	bflo_17960
AENJA_06147	bflo_01121
AENJA_06148	bflo_21722
AENJA_06152	bflo_26099
AENJA_06165	bflo_12717
AENJA_06166	bflo_13339
AENJA_06173	bflo_13409
AENJA_06174	bflo_12966
AENJA_06179	bflo_07695
AENJA_06181	bflo_09344
AENJA_06182	bflo_08303
AENJA_06183	bflo_26299
AENJA_06203	bflo_03551
AENJA_06204	bflo_06278
AENJA_06205	bflo_06072
AENJA_06206	bflo_06536
AENJA_06207	bflo_06819
AENJA_06209	bflo_16650
AENJA_06210	bflo_05985
AENJA_06212	bflo_08350
AENJA_06213	bflo_21170
AENJA_06216	bflo_20987
AENJA_06238	bflo_16333
AENJA_06240	bflo_18083
AENJA_06242	bflo_05668
AENJA_06248	bflo_20414
AENJA_06250	bflo_18300
AENJA_06251	bflo_10666
AENJA_06252	bflo_22126
AENJA_06254	bflo_13315
AENJA_06257	bflo_17965
AENJA_06261	bflo_14131
AENJA_06262	bflo_14431
AENJA_06263	bflo_14944
AENJA_06265	bflo_14104
AENJA_06266	bflo_15039
AENJA_06268	bflo_17392
AENJA_06271	bflo_07817
AENJA_06274	bflo_10999
AENJA_06275	bflo_22350
AENJA_06276	bflo_23568
AENJA_06285	bflo_07577
AENJA_06300	bflo_22668
AENJA_06304	bflo_22501
AENJA_06306	bflo_14303
AENJA_06312	bflo_14658
AENJA_06316	bflo_10335
AENJA_06321	bflo_05662
AENJA_06323	bflo_03565
AENJA_06343	bflo_06468
AENJA_06346	bflo_10795
AENJA_06347	bflo_05350
AENJA_06348	bflo_06069
AENJA_06350	bflo_23806
AENJA_06373	bflo_06166
AENJA_06377	bflo_03056
AENJA_06381	bflo_20369
AENJA_06389	bflo_06925
AENJA_06390	bflo_08710
AENJA_06392	bflo_08592
AENJA_06393	bflo_07500
AENJA_06396	bflo_08097
AENJA_06407	bflo_05511
AENJA_06408	bflo_14715
AENJA_06410	bflo_24303
AENJA_06426	bflo_18829
AENJA_06433	bflo_12624
AENJA_06434	bflo_20383
AENJA_06435	bflo_13964
AENJA_06436	bflo_13741
AENJA_06437	bflo_12811
AENJA_06439	bflo_03503
AENJA_06440	bflo_13484
AENJA_06444	bflo_04983
AENJA_06465	bflo_00248
AENJA_06468	bflo_10046
AENJA_06472	bflo_23956
AENJA_06473	bflo_10176
AENJA_06476	bflo_08816
AENJA_06491	bflo_20578
AENJA_06511	bflo_01048
AENJA_06514	bflo_01210
AENJA_06517	bflo_13030
AENJA_06518	bflo_01637
AENJA_06544	bflo_17292
AENJA_06545	bflo_21715
AENJA_06546	bflo_01723
AENJA_06548	bflo_05664
AENJA_06554	bflo_00708
AENJA_06561	bflo_19821
AENJA_06562	bflo_20905
AENJA_06571	bflo_25643
AENJA_06576	bflo_08497
AENJA_06577	bflo_06287
AENJA_06588	bflo_11011
AENJA_06589	bflo_11161
AENJA_06592	bflo_11426
AENJA_06594	bflo_11060
AENJA_06595	bflo_11010
AENJA_06598	bflo_19468
AENJA_06605	bflo_20946
AENJA_06606	bflo_00883
AENJA_06617	bflo_15872
AENJA_06622	bflo_12510
AENJA_06632	bflo_05002
AENJA_06639	bflo_11534
AENJA_06646	bflo_09190
AENJA_06650	bflo_26037
AENJA_06655	bflo_04765
AENJA_06656	bflo_09858
AENJA_06670	bflo_25552
AENJA_06671	bflo_09729
AENJA_06674	bflo_26217
AENJA_06675	bflo_25238
AENJA_06676	bflo_15250
AENJA_06694	bflo_18342
AENJA_06695	bflo_24662
AENJA_06697	bflo_24641
AENJA_06698	bflo_24349
AENJA_06724	bflo_23362
AENJA_06725	bflo_23713
AENJA_06729	bflo_06628
AENJA_06731	bflo_05847
AENJA_06732	bflo_00269
AENJA_06739	bflo_05936
AENJA_06745	bflo_20000
AENJA_06748	bflo_12163
AENJA_06751	bflo_16466
AENJA_06753	bflo_07429
AENJA_06755	bflo_23646
AENJA_06761	bflo_15687
AENJA_06764	bflo_02963
AENJA_06782	bflo_06487
AENJA_06787	bflo_05643
AENJA_06793	bflo_03282
AENJA_06794	bflo_02568
AENJA_06814	bflo_06601
AENJA_06815	bflo_06638
AENJA_06816	bflo_18977
AENJA_06823	bflo_18674
AENJA_06828	bflo_20784
AENJA_06830	bflo_16763
AENJA_06847	bflo_05126
AENJA_06849	bflo_18077
AENJA_06861	bflo_11567
AENJA_06862	bflo_11272
AENJA_06865	bflo_06975
AENJA_06866	bflo_08485
AENJA_06871	bflo_26346
AENJA_06897	bflo_15827
AENJA_06901	bflo_15855
AENJA_06903	bflo_16314
AENJA_06905	bflo_16845
AENJA_06906	bflo_16411
AENJA_06926	bflo_06676
AENJA_06933	bflo_23762
AENJA_06934	bflo_15126
AENJA_06936	bflo_10523
AENJA_06954	bflo_01499
AENJA_06958	bflo_01128
AENJA_06959	bflo_01705
AENJA_06968	bflo_03846
AENJA_06969	bflo_11096
AENJA_06970	bflo_12104
AENJA_06971	bflo_11008
AENJA_06975	bflo_12985
AENJA_06984	bflo_05950
AENJA_06987	bflo_06178
AENJA_07016	bflo_12689
AENJA_07017	bflo_24776
AENJA_07020	bflo_13867
AENJA_07022	bflo_12756
AENJA_07023	bflo_13977
AENJA_07025	bflo_06517
AENJA_07026	bflo_05448
AENJA_07027	bflo_02658
AENJA_07029	bflo_03766
AENJA_07030	bflo_06423
AENJA_07031	bflo_05598
AENJA_07034	bflo_05711
AENJA_07036	bflo_17632
AENJA_07044	bflo_13283
AENJA_07045	bflo_13352
AENJA_07046	bflo_13755
AENJA_07048	bflo_06492
AENJA_07053	bflo_23163
AENJA_07056	bflo_23012
AENJA_07057	bflo_22733
AENJA_07059	bflo_23306
AENJA_07061	bflo_13203
AENJA_07087	bflo_00179
AENJA_07102	bflo_00429
AENJA_07116	bflo_11360
AENJA_07117	bflo_11358
AENJA_07121	bflo_18017
AENJA_07122	bflo_17868
AENJA_07123	bflo_04917
AENJA_07124	bflo_18110
AENJA_07130	bflo_00306
AENJA_07131	bflo_00631
AENJA_07134	bflo_22978
AENJA_07138	bflo_13254
AENJA_07142	bflo_13284
AENJA_07147	bflo_14843
AENJA_07163	bflo_21693
AENJA_07168	bflo_09756
AENJA_07170	bflo_09295
AENJA_07189	bflo_15708
AENJA_07190	bflo_19475
AENJA_07194	bflo_23270
AENJA_07201	bflo_21786
AENJA_07202	bflo_21785
AENJA_07203	bflo_21701
AENJA_07204	bflo_21630
AENJA_07206	bflo_21736
AENJA_07207	bflo_14529
AENJA_07209	bflo_25870
AENJA_07214	bflo_00856
AENJA_07216	bflo_07596
AENJA_07223	bflo_20011
AENJA_07226	bflo_10065
AENJA_07237	bflo_24540
AENJA_07241	bflo_25040
AENJA_07271	bflo_14342
AENJA_07272	bflo_04110
AENJA_07276	bflo_02422
AENJA_07278	bflo_04443
AENJA_07280	bflo_02155
AENJA_07281	bflo_02507
AENJA_07293	bflo_14717
AENJA_07301	bflo_18545
AENJA_07309	bflo_07182
AENJA_07349	bflo_04864
AENJA_07353	bflo_23517
AENJA_07354	bflo_23271
AENJA_07370	bflo_17335
AENJA_07376	bflo_19918
AENJA_07377	bflo_20947
AENJA_07378	bflo_18773
AENJA_07382	bflo_12776
AENJA_07384	bflo_20604
AENJA_07395	bflo_23008
AENJA_07397	bflo_23811
AENJA_07422	bflo_07212
AENJA_07425	bflo_25712
AENJA_07426	bflo_06362
AENJA_07429	bflo_03875
AENJA_07458	bflo_07950
AENJA_07462	bflo_00336
AENJA_07467	bflo_10781
AENJA_07474	bflo_20564
AENJA_07477	bflo_10098
AENJA_07480	bflo_05834
AENJA_07482	bflo_21440
AENJA_07485	bflo_15506
AENJA_07499	bflo_05594
AENJA_07504	bflo_17641
AENJA_07507	bflo_04718
AENJA_07508	bflo_25097
AENJA_07535	bflo_16776
AENJA_07536	bflo_13407
AENJA_07552	bflo_05738
AENJA_07554	bflo_13467
AENJA_07566	bflo_17282
AENJA_07572	bflo_17039
AENJA_07573	bflo_23718
AENJA_07575	bflo_22906
AENJA_07578	bflo_23384
AENJA_07588	bflo_21597
AENJA_07590	bflo_21309
AENJA_07591	bflo_21807
AENJA_07594	bflo_25597
AENJA_07598	bflo_01033
AENJA_07610	bflo_01126
AENJA_07613	bflo_14102
AENJA_07614	bflo_14930
AENJA_07615	bflo_14735
AENJA_07618	bflo_08922
AENJA_07620	bflo_06289
AENJA_07623	bflo_16943
AENJA_07625	bflo_17476
AENJA_07626	bflo_17664
AENJA_07640	bflo_00182
AENJA_07642	bflo_12082
AENJA_07644	bflo_26456
AENJA_07645	bflo_01487
AENJA_07665	bflo_21673
AENJA_07669	bflo_25788
AENJA_07677	bflo_23425
AENJA_07683	bflo_08412
AENJA_07688	bflo_18194
AENJA_07691	bflo_03959
AENJA_07697	bflo_06540
AENJA_07698	bflo_19093
AENJA_07700	bflo_08346
AENJA_07705	bflo_01488
AENJA_07713	bflo_14981
AENJA_07720	bflo_07645
AENJA_07722	bflo_01875
AENJA_07724	bflo_14343
AENJA_07729	bflo_10631
AENJA_07733	bflo_13516
AENJA_07741	bflo_18119
AENJA_07742	bflo_18102
AENJA_07744	bflo_17312
AENJA_07748	bflo_17616
AENJA_07754	bflo_15272
AENJA_07755	bflo_14841
AENJA_07759	bflo_15811
AENJA_07778	bflo_23470
AENJA_07784	bflo_10272
AENJA_07785	bflo_21557
AENJA_07801	bflo_12810
AENJA_07802	bflo_06130
AENJA_07803	bflo_20729
AENJA_07815	bflo_24087
AENJA_07816	bflo_24089
AENJA_07819	bflo_08715
AENJA_07822	bflo_21793
AENJA_07823	bflo_16232
AENJA_07825	bflo_10463
AENJA_07830	bflo_16451
AENJA_07844	bflo_19408
AENJA_07849	bflo_01234
AENJA_07851	bflo_01326
AENJA_07854	bflo_01092
AENJA_07871	bflo_12762
AENJA_07876	bflo_17586
AENJA_07877	bflo_18420
AENJA_07880	bflo_25864
AENJA_07902	bflo_23901
AENJA_07903	bflo_22761
AENJA_07904	bflo_17241
AENJA_07905	bflo_23900
AENJA_07908	bflo_23261
AENJA_07914	bflo_01097
AENJA_07916	bflo_01680
AENJA_07917	bflo_01005
AENJA_07918	bflo_01697
AENJA_07919	bflo_21086
AENJA_07921	bflo_01522
AENJA_07937	bflo_02052
AENJA_07942	bflo_18633
AENJA_07945	bflo_19898
AENJA_07946	bflo_19575
AENJA_07947	bflo_18684
AENJA_07956	bflo_10319
AENJA_07957	bflo_10090
AENJA_07959	bflo_16486
AENJA_07960	bflo_06313
AENJA_07969	bflo_14830
AENJA_07978	bflo_14311
AENJA_07980	bflo_15283
AENJA_07985	bflo_14316
AENJA_07988	bflo_11005
AENJA_07993	bflo_05056
AENJA_07996	bflo_12681
AENJA_07997	bflo_11368
AENJA_08017	bflo_18449
AENJA_08020	bflo_11257
AENJA_08024	bflo_03852
AENJA_08029	bflo_13891
AENJA_08033	bflo_13428
AENJA_08034	bflo_12802
AENJA_08047	bflo_01711
AENJA_08049	bflo_03880
AENJA_08050	bflo_25710
AENJA_08069	bflo_09388
AENJA_08073	bflo_11078
AENJA_08074	bflo_11077
AENJA_08075	bflo_05021
AENJA_08077	bflo_04999
AENJA_08082	bflo_23595
AENJA_08084	bflo_23888
AENJA_08085	bflo_23884
AENJA_08087	bflo_05054
AENJA_08092	bflo_01076
AENJA_08093	bflo_06335
AENJA_08094	bflo_06395
AENJA_08095	bflo_04773
AENJA_08096	bflo_05597
AENJA_08098	bflo_04451
AENJA_08099	bflo_04455
AENJA_08100	bflo_11872
AENJA_08104	bflo_22320
AENJA_08112	bflo_23504
AENJA_08114	bflo_18719
AENJA_08117	bflo_18711
AENJA_08136	bflo_09287
AENJA_08143	bflo_10058
AENJA_08149	bflo_10276
AENJA_08153	bflo_10056
AENJA_08155	bflo_24784
AENJA_08157	bflo_09644
AENJA_08159	bflo_09504
AENJA_08160	bflo_10401
AENJA_08161	bflo_10752
AENJA_08162	bflo_09163
AENJA_08164	bflo_08771
AENJA_08165	bflo_09766
AENJA_08166	bflo_08954
AENJA_08187	bflo_10264
AENJA_08188	bflo_10179
AENJA_08190	bflo_04637
AENJA_08191	bflo_14247
AENJA_08227	bflo_20080
AENJA_08229	bflo_19538
AENJA_08232	bflo_23747
AENJA_08235	bflo_23805
AENJA_08236	bflo_22983
AENJA_08241	bflo_17626
AENJA_08249	bflo_23641
AENJA_08250	bflo_17402
AENJA_08251	bflo_09257
AENJA_08252	bflo_06019
AENJA_08254	bflo_10251
AENJA_08274	bflo_10013
AENJA_08281	bflo_00615
AENJA_08285	bflo_07610
AENJA_08292	bflo_05188
AENJA_08311	bflo_05037
AENJA_08318	bflo_24762
AENJA_08322	bflo_13155
AENJA_08323	bflo_21761
AENJA_08329	bflo_22417
AENJA_08334	bflo_21660
AENJA_08342	bflo_00698
AENJA_08344	bflo_08019
AENJA_08347	bflo_07628
AENJA_08348	bflo_00686
AENJA_08367	bflo_10312
AENJA_08382	bflo_23266
AENJA_08384	bflo_23265
AENJA_08394	bflo_14855
AENJA_08396	bflo_15465
AENJA_08397	bflo_14332
AENJA_08399	bflo_14528
AENJA_08403	bflo_05172
AENJA_08409	bflo_05177
AENJA_08412	bflo_16452
AENJA_08417	bflo_03304
AENJA_08418	bflo_06674
AENJA_08421	bflo_19820
AENJA_08422	bflo_05592
AENJA_08427	bflo_18108
AENJA_08460	bflo_11000
AENJA_08461	bflo_08408
AENJA_08462	bflo_11544
AENJA_08469	bflo_11099
AENJA_08477	bflo_11660
AENJA_08485	bflo_18624
AENJA_08486	bflo_18762
AENJA_08487	bflo_14350
AENJA_08489	bflo_18670
AENJA_08490	bflo_18668
AENJA_08491	bflo_19479
AENJA_08494	bflo_13055
AENJA_08496	bflo_12587
AENJA_08499	bflo_13938
AENJA_08517	bflo_09829
AENJA_08520	bflo_12882
AENJA_08524	bflo_13731
AENJA_08529	bflo_00492
AENJA_08549	bflo_10885
AENJA_08566	bflo_16889
AENJA_08568	bflo_00970
AENJA_08569	bflo_16854
AENJA_08570	bflo_06382
AENJA_08571	bflo_16900
AENJA_08573	bflo_23065
AENJA_08588	bflo_05637
AENJA_08590	bflo_03072
AENJA_08610	bflo_09989
AENJA_08611	bflo_02012
AENJA_08612	bflo_01769
AENJA_08621	bflo_14810
AENJA_08628	bflo_13571
AENJA_08631	bflo_13325
AENJA_08634	bflo_12592
AENJA_08637	bflo_14794
AENJA_08638	bflo_14635
AENJA_08651	bflo_16430
AENJA_08652	bflo_15826
AENJA_08656	bflo_16862
AENJA_08658	bflo_15788
AENJA_08660	bflo_25624
AENJA_08664	bflo_06136
AENJA_08665	bflo_06518
AENJA_08666	bflo_09709
AENJA_08669	bflo_09846
AENJA_08671	bflo_18515
AENJA_08672	bflo_23431
AENJA_08673	bflo_23345
AENJA_08703	bflo_01017
AENJA_08706	bflo_26361
AENJA_08707	bflo_12236
AENJA_08714	bflo_15475
AENJA_08720	bflo_17625
AENJA_08722	bflo_23444
AENJA_08730	bflo_08747
AENJA_08731	bflo_18546
AENJA_08732	bflo_23445
AENJA_08736	bflo_00810
AENJA_08737	bflo_02862
AENJA_08739	bflo_18734
AENJA_08748	bflo_00957
AENJA_08756	bflo_14621
AENJA_08758	bflo_05614
AENJA_08762	bflo_05697
AENJA_08777	bflo_13639
AENJA_08779	bflo_19028
AENJA_08782	bflo_21996
AENJA_08785	bflo_25117
AENJA_08791	bflo_22205
AENJA_08799	bflo_02795
AENJA_08800	bflo_02419
AENJA_08801	bflo_03890
AENJA_08803	bflo_22557
AENJA_08806	bflo_02462
AENJA_08809	bflo_07511
AENJA_08812	bflo_03854
AENJA_08819	bflo_17548
AENJA_08825	bflo_10385
AENJA_08826	bflo_10825
AENJA_08829	bflo_08040
AENJA_08833	bflo_02085
AENJA_08834	bflo_19600
AENJA_08836	bflo_18779
AENJA_08838	bflo_18664
AENJA_08842	bflo_19296
AENJA_08859	bflo_23490
AENJA_08862	bflo_23056
AENJA_08863	bflo_22708
AENJA_08864	bflo_23320
AENJA_08865	bflo_22929
AENJA_08866	bflo_12583
AENJA_08868	bflo_23054
AENJA_08879	bflo_06838
AENJA_08885	bflo_07651
AENJA_08898	bflo_13569
AENJA_08913	bflo_18325
AENJA_08922	bflo_01058
AENJA_08928	bflo_10997
AENJA_08929	bflo_11407
AENJA_08939	bflo_17993
AENJA_08940	bflo_17631
AENJA_08942	bflo_21400
AENJA_08952	bflo_04857
AENJA_08963	bflo_16524
AENJA_08970	bflo_08640
AENJA_08989	bflo_19551
AENJA_08995	bflo_25243
AENJA_08996	bflo_07370
AENJA_09007	bflo_09904
AENJA_09009	bflo_18915
AENJA_09012	bflo_09943
AENJA_09021	bflo_00402
AENJA_09022	bflo_04032
AENJA_09026	bflo_24399
AENJA_09027	bflo_14164
AENJA_09028	bflo_11337
AENJA_09029	bflo_27364
AENJA_09040	bflo_08723
AENJA_09041	bflo_26894
AENJA_09042	bflo_07803
AENJA_09047	bflo_07404
AENJA_09054	bflo_11391
AENJA_09063	bflo_07580
AENJA_09065	bflo_07529
AENJA_09069	bflo_07010
AENJA_09091	bflo_18789
AENJA_09092	bflo_13904
AENJA_09096	bflo_12914
AENJA_09099	bflo_13357
AENJA_09105	bflo_09402
AENJA_09108	bflo_14444
AENJA_09114	bflo_07091
AENJA_09116	bflo_04058
AENJA_09117	bflo_03232
AENJA_09122	bflo_08341
AENJA_09123	bflo_00268
AENJA_09128	bflo_19712
AENJA_09141	bflo_08406
AENJA_09142	bflo_18472
AENJA_09143	bflo_15616
AENJA_09164	bflo_10412
AENJA_09169	bflo_09997
AENJA_09170	bflo_16702
AENJA_09172	bflo_10072
AENJA_09173	bflo_09255
AENJA_09175	bflo_11637
AENJA_09178	bflo_11330
AENJA_09181	bflo_12187
AENJA_09182	bflo_11643
AENJA_09213	bflo_11678
AENJA_09219	bflo_12181
AENJA_09222	bflo_16418
AENJA_09241	bflo_03371
AENJA_09249	bflo_08389
AENJA_09254	bflo_08133
AENJA_09271	bflo_06485
AENJA_09272	bflo_16493
AENJA_09277	bflo_20899
AENJA_09278	bflo_21046
AENJA_09279	bflo_15636
AENJA_09280	bflo_16544
AENJA_09281	bflo_01520
AENJA_09299	bflo_03623
AENJA_09308	bflo_06844
AENJA_09310	bflo_14807
AENJA_09311	bflo_15504
AENJA_09313	bflo_14117
AENJA_09318	bflo_14680
AENJA_09322	bflo_00265
AENJA_09323	bflo_00199
AENJA_09332	bflo_00917
AENJA_09335	bflo_25419
AENJA_09338	bflo_12669
AENJA_09339	bflo_12667
AENJA_09343	bflo_13115
AENJA_09356	bflo_00391
AENJA_09362	bflo_14890
AENJA_09364	bflo_11359
AENJA_09365	bflo_05155
AENJA_09367	bflo_01205
AENJA_09368	bflo_23341
AENJA_09382	bflo_08526
AENJA_09383	bflo_13275
AENJA_09388	bflo_20338
AENJA_09390	bflo_10894
AENJA_09391	bflo_17590
AENJA_09398	bflo_14838
AENJA_09399	bflo_08356
AENJA_09404	bflo_24237
AENJA_09405	bflo_00311
AENJA_09407	bflo_07336
AENJA_09419	bflo_05228
AENJA_09420	bflo_11585
AENJA_09435	bflo_03324
AENJA_09436	bflo_03682
AENJA_09454	bflo_09893
AENJA_09456	bflo_09795
AENJA_09463	bflo_05354
AENJA_09471	bflo_19759
AENJA_09485	bflo_02081
AENJA_09487	bflo_09319
AENJA_09488	bflo_09317
AENJA_09491	bflo_10142
AENJA_09492	bflo_09054
AENJA_09501	bflo_24472
AENJA_09502	bflo_12267
AENJA_09504	bflo_10934
AENJA_09505	bflo_24133
AENJA_09526	bflo_20038
AENJA_09544	bflo_04904
AENJA_09556	bflo_25399
AENJA_09557	bflo_15915
AENJA_09561	bflo_15840
AENJA_09579	bflo_09856
AENJA_09586	bflo_06033
AENJA_09589	bflo_17732
AENJA_09593	bflo_18433
AENJA_09594	bflo_17550
AENJA_09596	bflo_07691
AENJA_09604	bflo_22199
AENJA_09605	bflo_21304
AENJA_09623	bflo_07497
AENJA_09631	bflo_07835
AENJA_09636	bflo_08515
AENJA_09652	bflo_14287
AENJA_09660	bflo_20823
AENJA_09663	bflo_20164
AENJA_09668	bflo_20165
AENJA_09685	bflo_02109
AENJA_09686	bflo_02478
AENJA_09698	bflo_08360
AENJA_09699	bflo_00897
AENJA_09700	bflo_23018
AENJA_09702	bflo_00828
AENJA_09713	bflo_00388
AENJA_09714	bflo_00374
AENJA_09715	bflo_00300
AENJA_09717	bflo_26476
AENJA_09719	bflo_00751
AENJA_09720	bflo_00396
AENJA_09721	bflo_07164
AENJA_09722	bflo_00661
AENJA_09729	bflo_17670
AENJA_09730	bflo_18043
AENJA_09743	bflo_07190
AENJA_09746	bflo_08336
AENJA_09747	bflo_08362
AENJA_09749	bflo_00447
AENJA_09753	bflo_24222
AENJA_09754	bflo_24581
AENJA_09757	bflo_24922
AENJA_09761	bflo_24398
AENJA_09768	bflo_24092
AENJA_09769	bflo_24557
AENJA_09772	bflo_19179
AENJA_09841	bflo_02152
AENJA_09843	bflo_02548
AENJA_09844	bflo_02471
AENJA_09847	bflo_03481
AENJA_09851	bflo_02952
AENJA_09853	bflo_04797
AENJA_09855	bflo_02352
AENJA_09871	bflo_10084
AENJA_09876	bflo_05689
AENJA_09890	bflo_09797
AENJA_09893	bflo_17588
AENJA_09896	bflo_21619
AENJA_09897	bflo_18137
AENJA_09905	bflo_05569
AENJA_09923	bflo_18303
AENJA_09924	bflo_17759
AENJA_09939	bflo_00223
AENJA_09944	bflo_08025
AENJA_09971	bflo_20133
AENJA_09989	bflo_12787
AENJA_09990	bflo_12546
AENJA_09992	bflo_07273
AENJA_09995	bflo_08104
AENJA_09996	bflo_07551
AENJA_09999	bflo_07057
AENJA_10005	bflo_16535
AENJA_10012	bflo_24671
AENJA_10023	bflo_24538
AENJA_10024	bflo_24725
AENJA_10027	bflo_24500
AENJA_10031	bflo_20216
AENJA_10036	bflo_10963
AENJA_10038	bflo_04850
AENJA_10049	bflo_21983
AENJA_10052	bflo_01551
AENJA_10069	bflo_10615
AENJA_10070	bflo_15621
AENJA_10075	bflo_13799
AENJA_10076	bflo_12736
AENJA_10081	bflo_23381
AENJA_10096	bflo_23076
AENJA_10100	bflo_22223
AENJA_10102	bflo_21593
AENJA_10103	bflo_05788
AENJA_10109	bflo_25601
AENJA_10117	bflo_19406
AENJA_10119	bflo_05810
AENJA_10120	bflo_09431
AENJA_10126	bflo_10723
AENJA_10127	bflo_12636
AENJA_10130	bflo_09900
AENJA_10134	bflo_08853
AENJA_10138	bflo_00249
AENJA_10140	bflo_00129
AENJA_10145	bflo_16621
AENJA_10150	bflo_06310
AENJA_10162	bflo_19968
AENJA_10164	bflo_16142
AENJA_10165	bflo_11644
AENJA_10168	bflo_05323
AENJA_10169	bflo_06527
AENJA_10170	bflo_10171
AENJA_10174	bflo_20180
AENJA_10194	bflo_13830
AENJA_10204	bflo_22495
AENJA_10208	bflo_19851
AENJA_10209	bflo_20304
AENJA_10214	bflo_20454
AENJA_10215	bflo_24482
AENJA_10229	bflo_14576
AENJA_10243	bflo_25717
AENJA_10244	bflo_22123
AENJA_10245	bflo_25941
AENJA_10248	bflo_26284
AENJA_10254	bflo_06799
AENJA_10255	bflo_10375
AENJA_10256	bflo_17347
AENJA_10263	bflo_10490
